
[00:00:00.000 --> 00:00:03.080]  今日的題目叫做「真係好消息」
[00:03:41.680 --> 00:03:43.680]  不相信
[00:03:43.680 --> 00:03:45.680]  那天是末日
[00:03:45.680 --> 00:03:47.680]  有六成六的人都不怕
[00:03:47.680 --> 00:03:49.680]  這一天的來臨
[00:03:49.680 --> 00:03:51.680]  但是有一成至一成半的人
[00:03:51.680 --> 00:03:53.680]  他是很怕和他相信的
[00:03:53.680 --> 00:03:58.680]  所以有一個叫新心靈啟蒂中心的心理學家叫做吳紹新先生
[00:03:58.680 --> 00:04:00.680]  他表示
[00:04:00.680 --> 00:04:06.680]  求助者因為末日論而觸發了平日積蓄了的生活壓力
[00:04:06.680 --> 00:04:10.680]  會用一些不正常的方法去宣洩
[00:04:10.680 --> 00:04:11.680]  舉一個例子
[00:04:11.680 --> 00:04:13.680]  有一位四十幾歲的爸爸
[00:04:13.680 --> 00:04:14.680]  有兩個兒子
[00:04:14.680 --> 00:04:15.680]  月入有二至三萬元
[00:04:15.680 --> 00:04:17.680]  平日要供樓
[00:04:17.680 --> 00:04:20.680]  平日節省起來就不肯去應酬
[00:04:20.680 --> 00:04:22.680]  儲起來的錢
[00:04:22.680 --> 00:04:25.680]  突然在三個月前將房子賣了出去
[00:04:25.680 --> 00:04:28.680]  全家搬了出去酒店住
[00:04:28.680 --> 00:04:30.680]  還住總統套房
[00:04:30.680 --> 00:04:31.680]  到處去旅遊
[00:04:31.680 --> 00:04:33.680]  夜夜笙歌
[00:04:33.680 --> 00:04:36.680]  最後還要向財務公司借錢
[00:04:36.680 --> 00:04:37.680]  有人問他為什麼
[00:04:37.680 --> 00:04:38.680]  為什麼怕
[00:04:38.680 --> 00:04:39.680]  末日樂都不用還的
[00:04:39.680 --> 00:04:41.680]  為什麼這麼辛苦
[00:04:41.680 --> 00:04:44.680]  現在糟糕了
[00:04:45.680 --> 00:04:47.680]  壞消息還是好消息呢
[00:04:47.680 --> 00:04:50.680]  對某個人來說
[00:04:50.680 --> 00:04:52.680]  好和壞都不同
[00:04:52.680 --> 00:04:53.680]  如果你預備末日
[00:04:53.680 --> 00:04:54.680]  突然沒有末日
[00:04:54.680 --> 00:04:55.680]  又要重新找工作
[00:04:55.680 --> 00:04:57.680]  銀行被你用光了
[00:04:57.680 --> 00:04:58.680]  房子買不回
[00:04:58.680 --> 00:04:59.680]  這就是壞消息了
[00:04:59.680 --> 00:05:03.680]  假如你一身債
[00:05:03.680 --> 00:05:05.680]  突然每天債都不用還
[00:05:05.680 --> 00:05:06.680]  這就是好消息了
[00:05:06.680 --> 00:05:08.680]  到底什麼是好消息
[00:05:08.680 --> 00:05:09.680]  什麼是壞消息呢
[00:05:09.680 --> 00:05:11.680]  今天二十三號
[00:05:11.680 --> 00:05:13.680]  過了八天左右
[00:05:13.680 --> 00:05:15.680]  新的一年了
[00:05:15.680 --> 00:05:16.680]  在這新的一年裡
[00:05:16.680 --> 00:05:18.680]  我不知道你忙什麼
[00:05:18.680 --> 00:05:19.680]  在過去這一年
[00:05:19.680 --> 00:05:21.680]  你又怎麼計算
[00:05:21.680 --> 00:05:23.680]  新的一年即將來臨
[00:05:23.680 --> 00:05:24.680]  在人生當中
[00:05:24.680 --> 00:05:26.680]  你回顧在這一年
[00:05:26.680 --> 00:05:27.680]  到底好消息多
[00:05:27.680 --> 00:05:28.680]  還是壞消息多
[00:05:28.680 --> 00:05:29.680]  你怎麼面對
[00:05:29.680 --> 00:05:32.680]  你人生裡的好消息和壞消息呢
[00:05:32.680 --> 00:05:35.680]  但聖經裡有一個絕對是好消息
[00:05:35.680 --> 00:05:37.680]  所謂真是好消息
[00:05:37.680 --> 00:05:40.680]  就是回教會久的人都熟悉的
[00:05:40.680 --> 00:05:42.680]  就是路加福音第二章八節十八節
[00:05:44.680 --> 00:05:47.680]  那些光可能難看一點
[00:05:47.680 --> 00:05:49.680]  好
[00:05:49.680 --> 00:05:50.680]  看不到就讀
[00:05:50.680 --> 00:05:52.680]  看不到就請聽我讀
[00:05:52.680 --> 00:05:54.680]  準備一二三
[00:05:54.680 --> 00:05:56.680]  在百里行之夜地裡
[00:05:56.680 --> 00:05:57.680]  有牧羊的人
[00:05:57.680 --> 00:05:59.680]  夜間按著奸刺
[00:05:59.680 --> 00:06:00.680]  看守羊群
[00:06:00.680 --> 00:06:02.680]  有主的使者
[00:06:02.680 --> 00:06:04.680]  站在他們旁邊
[00:06:04.680 --> 00:06:05.680]  主的榮光
[00:06:05.680 --> 00:06:07.680]  四面照著他們
[00:06:07.680 --> 00:06:09.680]  牧羊的人就甚懼怕
[00:06:09.680 --> 00:06:11.680]  那天使對他們說
[00:06:11.680 --> 00:06:12.680]  不要懼怕
[00:06:12.680 --> 00:06:15.680]  我報給你們大喜的信息
[00:06:15.680 --> 00:06:17.680]  是關乎萬民的
[00:06:17.680 --> 00:06:19.680]  因今天在大位的城裡
[00:06:19.680 --> 00:06:21.680]  為你們生了救主
[00:06:21.680 --> 00:06:23.680]  就是主基督
[00:06:23.680 --> 00:06:25.680]  你們要看見一個鷹鞋
[00:06:25.680 --> 00:06:26.680]  包著布
[00:06:26.680 --> 00:06:28.680]  臥在馬槽裡
[00:06:28.680 --> 00:06:30.680]  那就是記號了
[00:06:30.680 --> 00:06:32.680]  忽然有一大隊天兵
[00:06:32.680 --> 00:06:35.680]  和那天使讚美神說
[00:06:35.680 --> 00:06:36.680]  在至高之處
[00:06:36.680 --> 00:06:38.680]  榮耀歸於神
[00:06:38.680 --> 00:06:39.680]  在地上平安
[00:06:39.680 --> 00:06:41.680]  歸於他所喜悅的人
[00:06:41.680 --> 00:06:43.680]  眾天使離開他們
[00:06:43.680 --> 00:06:44.680]  升天去了
[00:06:44.680 --> 00:06:46.680]  牧羊的人彼此說
[00:06:46.680 --> 00:06:48.680]  我們往伯利行去
[00:06:48.680 --> 00:06:50.680]  看看所成就的事
[00:06:50.680 --> 00:06:53.680]  就是主所指示我們的
[00:06:53.680 --> 00:06:55.680]  他們急忙去了
[00:06:55.680 --> 00:06:57.680]  就尋見瑪利亞和藥室
[00:06:57.680 --> 00:07:00.680]  又有那鷹鞋臥在馬槽裡
[00:07:00.680 --> 00:07:02.680]  既然看見
[00:07:02.680 --> 00:07:06.680]  就把天使論者預言之的話傳開了
[00:07:06.680 --> 00:07:07.680]  凡聽見的
[00:07:07.680 --> 00:07:12.680]  就差異牧羊之人對他們所說的話
[00:07:12.680 --> 00:07:13.680]  伯利行都屬於
[00:07:13.680 --> 00:07:16.680]  巴勒斯坦一個較遠僻的地方
[00:07:16.680 --> 00:07:18.680]  在聖經裡面預言
[00:07:18.680 --> 00:07:19.680]  在伯利行這個地方
[00:07:19.680 --> 00:07:22.680]  將會有一位救世的誕生
[00:07:22.680 --> 00:07:24.680]  在聖經裡面的預言
[00:07:24.680 --> 00:07:26.680]  尼加書已經清楚講到
[00:07:26.680 --> 00:07:29.680]  而牧羊人在當時的社會
[00:07:29.680 --> 00:07:31.680]  是一些草根階層
[00:07:31.680 --> 00:07:33.680]  類似今天的洗廁所
[00:07:33.680 --> 00:07:34.680]  一些厭惡性的行業
[00:07:34.680 --> 00:07:35.680]  那些散工
[00:07:35.680 --> 00:07:37.680]  招不保萬
[00:07:37.680 --> 00:07:39.680]  專門幫人看養
[00:07:39.680 --> 00:07:41.680]  他們按著奸刺
[00:07:41.680 --> 00:07:43.680]  即是說要輪班制
[00:07:43.680 --> 00:07:44.680]  就好像保安
[00:07:44.680 --> 00:07:45.680]  要輪奸
[00:07:45.680 --> 00:07:47.680]  他們還是戶外工作
[00:07:47.680 --> 00:07:49.680]  所以有時會遇到強盜
[00:07:49.680 --> 00:07:50.680]  遇到豺狼的時候
[00:07:50.680 --> 00:07:51.680]  還有些危險
[00:07:51.680 --> 00:07:52.680]  就好像你們看奸
[00:07:52.680 --> 00:07:53.680]  遇到有人打劫
[00:07:53.680 --> 00:07:55.680]  都有些危險
[00:07:55.680 --> 00:07:57.680]  但他們這一班草根
[00:07:57.680 --> 00:08:00.680]  竟然遇到天使
[00:08:00.680 --> 00:08:02.680]  還是天使群
[00:08:02.680 --> 00:08:04.680]  特別向這一班草根階層的人
[00:08:04.680 --> 00:08:06.680]  宣佈一個
[00:08:06.680 --> 00:08:08.680]  和全世界每一個人
[00:08:08.680 --> 00:08:10.680]  都有關係的一個好消息
[00:08:10.680 --> 00:08:13.680]  是關乎萬民的
[00:08:13.680 --> 00:08:16.680]  就是上天為全人類
[00:08:16.680 --> 00:08:18.680]  賜下一位救世者
[00:08:18.680 --> 00:08:20.680]  耶穌基督
[00:08:20.680 --> 00:08:22.680]  基督即是救恩
[00:08:22.680 --> 00:08:23.680]  Anointed
[00:08:23.680 --> 00:08:24.680]  受高者
[00:08:24.680 --> 00:08:28.680]  不是某一群人
[00:08:28.680 --> 00:08:30.680]  不只是以色列人
[00:08:30.680 --> 00:08:31.680]  不只是外國人
[00:08:31.680 --> 00:08:32.680]  是全世界每一個人
[00:08:32.680 --> 00:08:34.680]  無論黑皮膚、白皮膚、黃皮膚
[00:08:34.680 --> 00:08:35.680]  紅皮膚
[00:08:35.680 --> 00:08:36.680]  個個有份
[00:08:36.680 --> 00:08:38.680]  永不落空
[00:08:38.680 --> 00:08:40.680]  還是不設找續
[00:08:40.680 --> 00:08:41.680]  給了你
[00:08:41.680 --> 00:08:42.680]  就是你的
[00:08:42.680 --> 00:08:43.680]  不用你找
[00:08:43.680 --> 00:08:46.680]  所以這個絕對是好消息
[00:08:46.680 --> 00:08:48.680]  所以當這一班牧羊人
[00:08:48.680 --> 00:08:49.680]  聽到這個好消息
[00:08:49.680 --> 00:08:51.680]  還有一群天使一起去慶賀的時候
[00:08:51.680 --> 00:08:52.680]  他們很興奮
[00:08:52.680 --> 00:08:55.680]  馬上去天使很清楚所指定的地方
[00:08:55.680 --> 00:08:57.680]  在馬槽裡面去尋找
[00:08:57.680 --> 00:08:59.680]  終於被他們找到
[00:08:59.680 --> 00:09:01.680]  和天使所形容的
[00:09:01.680 --> 00:09:02.680]  一模一樣
[00:09:02.680 --> 00:09:05.680]  他們可能經歷了一個
[00:09:05.680 --> 00:09:08.680]  我們叫做在屬靈界裡的高接觸
[00:09:08.680 --> 00:09:09.680]  一個高接觸
[00:09:09.680 --> 00:09:11.680]  在平凡的人生
[00:09:11.680 --> 00:09:16.680]  在日日看羊的生涯裡
[00:09:16.680 --> 00:09:18.680]  都想著這樣一輩子
[00:09:18.680 --> 00:09:19.680]  突然間
[00:09:19.680 --> 00:09:21.680]  有一股很強的火花
[00:09:21.680 --> 00:09:22.680]  好像流星一樣
[00:09:22.680 --> 00:09:24.680]  還有很強的流星雨
[00:09:24.680 --> 00:09:25.680]  閃閃過一樣
[00:09:25.680 --> 00:09:27.680]  就是盤天使出現
[00:09:27.680 --> 00:09:31.680]  先有一個跟他說 一起天君天使歌舞
[00:09:31.680 --> 00:09:36.680]  這種經驗是何等震撼
[00:09:36.680 --> 00:09:38.680]  在我們的人生裡
[00:09:38.680 --> 00:09:41.680]  如果有一次足以搖動我們的人生
[00:09:41.680 --> 00:09:45.680]  只要我們有一次這樣的經驗
[00:09:45.680 --> 00:09:47.680]  你的人生會upside down
[00:09:47.680 --> 00:09:51.680]  就好像我早前說的陰間一樣
[00:09:51.680 --> 00:09:53.680]  有些人有一種瀕死經驗
[00:09:53.680 --> 00:09:55.680]  靈魂出竅之後
[00:09:55.680 --> 00:09:57.680]  去到天堂 去到地獄
[00:09:57.680 --> 00:09:58.680]  回來整個人反轉了
[00:09:58.680 --> 00:10:00.680]  態度完全改變
[00:10:00.680 --> 00:10:01.680]  同樣都一樣
[00:10:01.680 --> 00:10:03.680]  有相信這群牧羊人
[00:10:03.680 --> 00:10:04.680]  遇到天使
[00:10:04.680 --> 00:10:07.680]  跟天使所說的完全兌現的時候
[00:10:07.680 --> 00:10:09.680]  他們心裡有一種很大的轉變
[00:10:09.680 --> 00:10:13.680]  在第二節那裡說到
[00:10:13.680 --> 00:10:17.680]  主的榮光四面注入他們
[00:10:17.680 --> 00:10:18.680]  不單有天使
[00:10:18.680 --> 00:10:21.680]  還有上帝的榮光在當中發射出來
[00:10:21.680 --> 00:10:23.680]  其實上帝的榮美
[00:10:23.680 --> 00:10:25.680]  非常普照大地
[00:10:25.680 --> 00:10:30.680]  不過我們不是經常有這種福份
[00:10:30.680 --> 00:10:34.680]  打開這個靈界的幕讓我們看得到
[00:10:34.680 --> 00:10:38.680]  但是靈界和物質界是同時並存的
[00:10:38.680 --> 00:10:40.680]  天使一出現
[00:10:40.680 --> 00:10:43.680]  看到這群牧羊人很害怕的時候
[00:10:43.680 --> 00:10:44.680]  第一句就說
[00:10:44.680 --> 00:10:46.680]  不要懼怕
[00:10:46.680 --> 00:10:51.680]  這是上天對我們最大的安慰
[00:10:51.680 --> 00:10:52.680]  人生有很多懼怕
[00:10:52.680 --> 00:10:54.680]  你很怕沒事做
[00:10:54.680 --> 00:10:55.680]  很怕有病痛
[00:10:55.680 --> 00:10:57.680]  很怕失業
[00:10:57.680 --> 00:10:58.680]  很怕離婚
[00:10:58.680 --> 00:10:59.680]  很怕別人不理你
[00:10:59.680 --> 00:11:01.680]  很怕被人拒絕
[00:11:01.680 --> 00:11:03.680]  我們有很多事情都很怕
[00:11:03.680 --> 00:11:07.680]  上帝知道
[00:11:07.680 --> 00:11:10.680]  所以第一句要安撫我們就是
[00:11:10.680 --> 00:11:11.680]  不要懼怕
[00:11:11.680 --> 00:11:12.680]  Don't fear
[00:11:12.680 --> 00:11:17.680]  這是給我們十足的一種安慰
[00:11:20.680 --> 00:11:23.680]  在希特拉侵佔歐洲的時候
[00:11:23.680 --> 00:11:28.680]  阿斯曼福有一個弟子叫法蘭克
[00:11:28.680 --> 00:11:30.680]  他是猶太人
[00:11:30.680 --> 00:11:32.680]  被人抓去集中營
[00:11:32.680 --> 00:11:34.680]  因為他本身很有學問
[00:11:34.680 --> 00:11:36.680]  他家人全部死了都好
[00:11:36.680 --> 00:11:38.680]  就不弄死他
[00:11:38.680 --> 00:11:40.680]  要逼他在那裡工作
[00:11:40.680 --> 00:11:43.680]  猶太人是不會自殺的
[00:11:43.680 --> 00:11:45.680]  他選擇不自殺
[00:11:45.680 --> 00:11:47.680]  在裡面工作的時候
[00:11:47.680 --> 00:11:49.680]  他繼續他的研究
[00:11:49.680 --> 00:11:50.680]  他研究心理學
[00:11:50.680 --> 00:11:52.680]  那時候跟著他師父研究心理學
[00:11:52.680 --> 00:11:54.680]  他看到一種現象很有趣
[00:11:54.680 --> 00:11:57.680]  就是那些被人抓進來的
[00:11:57.680 --> 00:11:59.680]  俘虜的囚犯
[00:11:59.680 --> 00:12:01.680]  牛高馬大很大隻
[00:12:01.680 --> 00:12:03.680]  但很快就猝死了
[00:12:03.680 --> 00:12:04.680]  但那些鵪鵰鬼命
[00:12:04.680 --> 00:12:06.680]  那些生母二兩肉那些
[00:12:06.680 --> 00:12:07.680]  捱都捱不死
[00:12:07.680 --> 00:12:09.680]  他經常看到這樣的案例
[00:12:09.680 --> 00:12:10.680]  他覺得很有趣
[00:12:10.680 --> 00:12:11.680]  於是就寫下他
[00:12:11.680 --> 00:12:12.680]  記下那些紀錄
[00:12:12.680 --> 00:12:13.680]  為什麼會這樣
[00:12:13.680 --> 00:12:14.680]  什麼背景
[00:12:14.680 --> 00:12:17.680]  最終後來當希特拉投降之後
[00:12:17.680 --> 00:12:19.680]  他就把這些資料
[00:12:19.680 --> 00:12:20.680]  就離開了
[00:12:20.680 --> 00:12:21.680]  習近平就找他的師父
[00:12:21.680 --> 00:12:23.680]  Simon Freud
[00:12:23.680 --> 00:12:25.680]  就攤開來研究
[00:12:25.680 --> 00:12:27.680]  於是就被他研究了一個therapy
[00:12:27.680 --> 00:12:29.680]  就叫做local therapy
[00:12:29.680 --> 00:12:31.680]  中文可以叫做意義治療法
[00:12:31.680 --> 00:12:33.680]  我喜歡另外一個譯法
[00:12:33.680 --> 00:12:35.680]  就叫做盼望治療法
[00:12:35.680 --> 00:12:37.680]  那個原理是什麼呢
[00:12:37.680 --> 00:12:40.680]  原來那些人雖然牛高馬大
[00:12:40.680 --> 00:12:41.680]  身軀很宏偉
[00:12:41.680 --> 00:12:42.680]  好好建設都好
[00:12:42.680 --> 00:12:44.680]  原來在他的人生裡面已經絕望
[00:12:44.680 --> 00:12:45.680]  那個人已經死了
[00:12:45.680 --> 00:12:47.680]  他的夢已經碎了
[00:12:47.680 --> 00:12:48.680]  他已經生無可戀
[00:12:48.680 --> 00:12:49.680]  哀莫大於心死
[00:12:49.680 --> 00:12:50.680]  所以他就猝死了
[00:12:50.680 --> 00:12:52.680]  而那些鶯鳥鬼命
[00:12:52.680 --> 00:12:53.680]  為什麼捱都不死
[00:12:53.680 --> 00:12:54.680]  捱都不死
[00:12:54.680 --> 00:12:55.680]  好像死下死下又不死
[00:12:55.680 --> 00:12:57.680]  原來他心裡面還有一個夢想
[00:12:57.680 --> 00:12:58.680]  一個Island
[00:12:58.680 --> 00:12:59.680]  Island還沒死
[00:12:59.680 --> 00:13:01.680]  他在外面等他
[00:13:01.680 --> 00:13:02.680]  這個愛人
[00:13:02.680 --> 00:13:03.680]  這個家人
[00:13:03.680 --> 00:13:04.680]  他很想念他
[00:13:04.680 --> 00:13:05.680]  他不可以死
[00:13:05.680 --> 00:13:06.680]  他有一個夢想
[00:13:06.680 --> 00:13:07.680]  他不可以沒有這個夢想
[00:13:07.680 --> 00:13:08.680]  這個夢想
[00:13:08.680 --> 00:13:09.680]  他一有機會出去的話
[00:13:09.680 --> 00:13:11.680]  他還要去達成這個夢想
[00:13:11.680 --> 00:13:13.680]  所以捱呀捱又不死
[00:13:13.680 --> 00:13:14.680]  捱呀捱又不死
[00:13:16.680 --> 00:13:17.680]  原來哀莫大於心死
[00:13:17.680 --> 00:13:18.680]  一個人沒有盼望
[00:13:18.680 --> 00:13:19.680]  原來很容易死
[00:13:19.680 --> 00:13:21.680]  而Lociferbe就是
[00:13:21.680 --> 00:13:23.680]  在一個絕望的人心裡面
[00:13:23.680 --> 00:13:25.680]  重新燃點希望
[00:13:25.680 --> 00:13:28.680]  當一個人在生活上面
[00:13:28.680 --> 00:13:29.680]  已經沒有希望
[00:13:29.680 --> 00:13:30.680]  沒有動力的人
[00:13:30.680 --> 00:13:32.680]  你要在他的生命裡面
[00:13:32.680 --> 00:13:34.680]  重點一個盼望
[00:13:34.680 --> 00:13:35.680]  這個對他來說
[00:13:35.680 --> 00:13:36.680]  是一個最大的意義
[00:13:36.680 --> 00:13:38.680]  就是Lociferbe要做的一個目標
[00:13:38.680 --> 00:13:41.680]  在我們身邊裡面很多
[00:13:41.680 --> 00:13:42.680]  包括Gyoto
[00:13:42.680 --> 00:13:45.680]  有時候我們需要重點一種
[00:13:45.680 --> 00:13:46.680]  生命的熱刺
[00:13:46.680 --> 00:13:47.680]  心靈的盼望
[00:13:47.680 --> 00:13:49.680]  有時候我們的意義
[00:13:49.680 --> 00:13:51.680]  已經滿足不到我們的心
[00:13:51.680 --> 00:13:53.680]  我們需要更高層次的意義
[00:13:53.680 --> 00:13:54.680]  一個high touch
[00:13:54.680 --> 00:13:56.680]  就好像牧羊人遇到天使一樣
[00:13:56.680 --> 00:14:00.680]  接著天使就告訴他們
[00:14:00.680 --> 00:14:01.680]  有一個盼望
[00:14:01.680 --> 00:14:04.680]  在第十二節說到
[00:14:04.680 --> 00:14:07.680]  你在馬槽裡面
[00:14:07.680 --> 00:14:09.680]  見到有一個
[00:14:09.680 --> 00:14:10.680]  鷹鞋
[00:14:11.680 --> 00:14:12.680]  包著布
[00:14:12.680 --> 00:14:14.680]  那個就是記號
[00:14:14.680 --> 00:14:15.680]  記號這個字
[00:14:15.680 --> 00:14:16.680]  就是神蹟的意思
[00:14:16.680 --> 00:14:17.680]  是同義詞
[00:14:17.680 --> 00:14:19.680]  一個mark
[00:14:19.680 --> 00:14:20.680]  一個holy mark
[00:14:20.680 --> 00:14:24.680]  上帝原來在我們心目當中
[00:14:24.680 --> 00:14:25.680]  不單止有一些個人
[00:14:25.680 --> 00:14:26.680]  很神秘的經歷
[00:14:26.680 --> 00:14:28.680]  還有一些在客觀環境裡面
[00:14:28.680 --> 00:14:30.680]  很具體要做的工作
[00:14:30.680 --> 00:14:32.680]  譬如牛主席
[00:14:32.680 --> 00:14:35.680]  當他發現自己身體有問題的時候
[00:14:35.680 --> 00:14:37.680]  發覺了一些很奇特的遭遇
[00:14:37.680 --> 00:14:39.680]  很快就遇到一些專家
[00:14:39.680 --> 00:14:41.680]  在排班裡面檢查
[00:14:41.680 --> 00:14:42.680]  很快就去
[00:14:42.680 --> 00:14:44.680]  這些全部都是在環境裡面所發生的
[00:14:44.680 --> 00:14:46.680]  同樣這個鷹鞋包著布
[00:14:46.680 --> 00:14:48.680]  都是一個在環境裡面
[00:14:48.680 --> 00:14:49.680]  發生的事件
[00:14:49.680 --> 00:14:50.680]  而不是一種主觀
[00:14:50.680 --> 00:14:51.680]  你個人
[00:14:51.680 --> 00:14:53.680]  你裡面的一種神秘經驗
[00:14:53.680 --> 00:14:54.680]  不是
[00:14:54.680 --> 00:14:55.680]  是客觀的
[00:14:55.680 --> 00:14:58.680]  所以上帝不單止在人的裡面
[00:14:58.680 --> 00:14:59.680]  可以做事
