
[00:00:00.000 --> 00:00:01.860]  各位親愛的朋友 節目你們好
[00:02:37.760 --> 00:02:42.720]  而當中的宗教領袖就乘機抽取一些錢
[00:02:42.720 --> 00:02:44.720]  所以耶穌就很生氣
[00:02:44.720 --> 00:02:47.160]  耶穌就摸垮了那些桌椅
[00:02:47.160 --> 00:02:50.040]  拿成偏左邊紙趕那些牛羊出去
[00:02:50.040 --> 00:02:51.320]  接著指責他們
[00:02:51.320 --> 00:02:56.720]  為甚麼你要將神的殿變成賊窩呢?
[00:02:56.720 --> 00:02:59.360]  而且耶穌不單單這樣做
[00:02:59.360 --> 00:03:00.720]  耶穌還怎樣呢?
[00:03:00.720 --> 00:03:04.600]  用神職醫治那些病人
[00:03:04.600 --> 00:03:05.360]  我們繼續看
[00:03:05.360 --> 00:03:10.280]  馬大福音21章12到24節
[00:03:10.280 --> 00:03:11.800]  耶穌進了神的殿
[00:03:11.800 --> 00:03:14.280]  趕出殿裡的一切做買賣的任
[00:03:14.280 --> 00:03:17.000]  推倒兌換銀錢之人的鎚子
[00:03:17.000 --> 00:03:19.160]  和賣甲子之人的凳子
[00:03:19.160 --> 00:03:21.800]  他們說:經上記著說
[00:03:21.800 --> 00:03:24.440]  我的殿必稱為禱告的殿
[00:03:24.440 --> 00:03:27.640]  你們都使他們成為賊窩了
[00:03:27.640 --> 00:03:30.200]  在殿內有核子、鎚子
[00:03:30.200 --> 00:03:31.640]  到耶穌跟前
[00:03:31.640 --> 00:03:34.120]  他就治好了他們
[00:03:34.120 --> 00:03:36.600]  這些人利益受損
[00:03:36.600 --> 00:03:38.280]  就很生氣
[00:03:38.280 --> 00:03:39.960]  終於他們忍不住
[00:03:39.960 --> 00:03:43.240]  就到耶穌面前質問耶穌
[00:03:43.240 --> 00:03:46.960]  如果我們看馬可福音和盧吉福音記載
[00:03:46.960 --> 00:03:49.120]  當中有五民事
[00:03:49.120 --> 00:03:50.840]  在當中
[00:03:50.840 --> 00:03:54.760]  還有長老和祭司
[00:03:54.760 --> 00:03:58.320]  這三種人組成了猶太的工會
[00:03:58.320 --> 00:04:01.520]  即是這次超戰耶穌的
[00:04:01.520 --> 00:04:03.280]  就是工會的代表
[00:04:03.280 --> 00:04:05.600]  有猶太的官方人士
[00:04:05.600 --> 00:04:09.480]  我們再看馬大福音21章23節
[00:04:09.480 --> 00:04:10.800]  耶穌進了殿
[00:04:10.800 --> 00:04:12.640]  正教訓人的時候
[00:04:12.640 --> 00:04:17.040]  祭司長和民間的長老來問祂說
[00:04:17.040 --> 00:04:20.720]  你象着什麼權柄做這些事
[00:04:20.720 --> 00:04:24.320]  給你這些權柄的是誰呢?
[00:04:24.320 --> 00:04:27.160]  你留意到這些事是指什麼?
[00:04:27.160 --> 00:04:29.080]  就是我們剛才所讀的經文
[00:04:29.080 --> 00:04:31.000]  GSO結證聖殿
[00:04:31.000 --> 00:04:34.520]  醫病、趕鬼、教訓人
[00:04:34.520 --> 00:04:40.960]  甚至他默許群眾稱他為大衛的子孫
[00:04:40.960 --> 00:04:43.240]  大衛的子孫他們的心目中即是什麼?
[00:04:43.240 --> 00:04:46.520]  就是尼采、要尼的救主
[00:04:46.520 --> 00:04:52.880]  如果主耶穌直接回答他們這個問題的時候
[00:04:52.880 --> 00:04:55.160]  就引起更大的衝突
[00:04:55.160 --> 00:04:57.800]  還有很多的問題會產生
[00:04:57.800 --> 00:05:01.880]  這樣的時候只會加速到耶穌基督的死亡
[00:05:01.880 --> 00:05:05.800]  但我們知道主耶穌絕對絕對不懼怕死亡
[00:05:05.800 --> 00:05:07.720]  他面對十字架的時候
[00:05:07.720 --> 00:05:11.720]  他是不會怕而畏縮
[00:05:11.720 --> 00:05:14.600]  但是他知道在什麼時間
[00:05:14.600 --> 00:05:18.240]  才是他要為人擺上他的生命
[00:05:18.240 --> 00:05:20.560]  他知道這個時候不是適當的時間
[00:05:20.560 --> 00:05:22.320]  和他們正面衝突
[00:05:22.320 --> 00:05:25.320]  他知道每一件事做事的時候
[00:05:25.320 --> 00:05:31.000]  一定是需要神所允許、神所定的時間
[00:05:31.000 --> 00:05:32.840]  正正因為時候未到
[00:05:32.840 --> 00:05:35.200]  所以他必定要忍耐
[00:05:35.200 --> 00:05:37.040]  我們留意下面這句說話
[00:05:37.040 --> 00:05:40.600]  等候的時候所需要的勇氣
[00:05:40.600 --> 00:05:47.760]  是比將自己交給敵人而引致的結果的勇氣更加多
[00:05:47.760 --> 00:05:49.800]  有時候等候真的不容易
[00:05:49.800 --> 00:05:52.200]  所以這個絕對不容易
[00:05:52.200 --> 00:05:56.600]  留意主耶穌沒有直接回答他們的問題
[00:05:56.600 --> 00:06:02.920]  反而用一些問題來還擊這幫權威的人士
[00:06:02.920 --> 00:06:06.280]  我們看一看下面馬拉福音21章
[00:06:06.280 --> 00:06:10.240]  24到25節 耶穌回答說
[00:06:10.240 --> 00:06:12.760]  我也是要問你們一句話
[00:06:12.760 --> 00:06:15.800]  你們若告訴我 我就告訴你們
[00:06:15.800 --> 00:06:19.880]  我仗著什麼權柄做這些事
[00:06:19.880 --> 00:06:22.480]  若何的洗禮 從那裡來的
[00:06:22.480 --> 00:06:26.600]  是從天上來的 是從人間來的呢?
[00:06:26.600 --> 00:06:29.040]  原來猶太人是一個習慣人
[00:06:29.040 --> 00:06:31.280]  你問他一個問題 行
[00:06:31.280 --> 00:06:33.920]  對方如果覺得你是挑戰他
[00:06:33.920 --> 00:06:36.440]  不是真心問他的話 就會問
[00:06:36.440 --> 00:06:37.520]  我也會問你的問題
[00:06:37.520 --> 00:06:39.280]  如果你能回答我這個問題
[00:06:39.280 --> 00:06:41.560]  我就會回答你的問題
[00:06:41.560 --> 00:06:44.200]  如果你回答不了 我就不用回答了
[00:06:44.200 --> 00:06:46.920]  耶穌就問了 很簡單的問
[00:06:46.920 --> 00:06:48.680]  施洗約翰的洗禮
[00:06:48.680 --> 00:06:51.400]  他的權柄從哪裡來的呢?
[00:06:51.400 --> 00:06:55.000]  是從天上來的 還是從人間來的呢?
[00:06:55.000 --> 00:06:57.880]  耶穌其實將他的問題
[00:06:57.880 --> 00:07:00.680]  就等於是在兩難之間
[00:07:00.680 --> 00:07:04.320]  其實以其人之道 還是其人之身
[00:07:04.320 --> 00:07:08.720]  記不記得有一次耶穌被人挑戰
[00:07:08.720 --> 00:07:11.280]  帶了一個正在行淫的時候
[00:07:11.280 --> 00:07:14.080]  被捉拿的女人 特意針對耶穌
[00:07:14.080 --> 00:07:15.480]  她沒有捉拿過男人的
[00:07:15.480 --> 00:07:17.760]  就問耶穌 這個婦人行淫
[00:07:17.760 --> 00:07:19.440]  應該怎樣對待她呢?
[00:07:19.440 --> 00:07:20.760]  因為按照律法規定
[00:07:20.760 --> 00:07:23.080]  她行淫就要用石頭扔她
[00:07:23.080 --> 00:07:26.280]  如果耶穌說 扔她
[00:07:26.280 --> 00:07:27.960]  就說耶穌沒有愛心
[00:07:27.960 --> 00:07:30.480]  你又說經常都要寬恕罪人 接納罪人
[00:07:30.480 --> 00:07:32.960]  你扔她 那你就是怎樣?
[00:07:32.960 --> 00:07:34.440]  就是沒有愛了
[00:07:34.440 --> 00:07:38.920]  如果耶穌說要收她 那就大件事了
[00:07:38.920 --> 00:07:42.600]  因為這些的律法是從神而來的
[00:07:42.600 --> 00:07:44.280]  是神所規定的
[00:07:44.280 --> 00:07:45.920]  你自己說是神的兒子
[00:07:45.920 --> 00:07:47.360]  那你就是怎樣?
[00:07:47.360 --> 00:07:50.280]  否定了 你跟神所定的
[00:07:50.280 --> 00:07:51.920]  起碼有矛盾
[00:07:51.920 --> 00:07:55.120]  他們就是將耶穌放在兩難之間
[00:07:55.120 --> 00:07:57.720]  大家知道耶穌很有智慧
[00:07:57.720 --> 00:07:58.760]  那你跟我們說
[00:07:58.760 --> 00:08:00.280]  你是誰?
[00:08:00.280 --> 00:08:03.200]  沒有罪的 我先把石頭扔了
[00:08:03.200 --> 00:08:06.120]  叫那些人從注視罪人
[00:08:06.120 --> 00:08:08.320]  這個女人的眼光
[00:08:08.320 --> 00:08:10.240]  轉到自己身上
[00:08:10.240 --> 00:08:11.960]  結果那些人就一個一個走
[00:08:11.960 --> 00:08:13.320]  從老到小
[00:08:13.320 --> 00:08:15.440]  人老青鬼老靈
[00:08:15.440 --> 00:08:17.680]  好了 雖然耶穌這次
[00:08:17.680 --> 00:08:20.640]  照樣用這個方法
[00:08:20.640 --> 00:08:22.400]  去挑戰他們
[00:08:22.400 --> 00:08:24.320]  要他們去解答
[00:08:24.320 --> 00:08:26.720]  要他們去回答
[00:08:26.720 --> 00:08:28.720]  究竟約翰的洗禮
[00:08:28.720 --> 00:08:31.120]  是從哪裡來的呢?
[00:08:31.120 --> 00:08:35.040]  好了 約翰的工作
[00:08:35.040 --> 00:08:37.080]  是有目共睹的
[00:08:37.080 --> 00:08:40.160]  我們看看二十一章
[00:08:40.160 --> 00:08:41.920]  二十五節的下半節
[00:08:41.920 --> 00:08:43.560]  到二十六節
[00:08:43.560 --> 00:08:45.840]  他們彼此相議說
[00:08:45.840 --> 00:08:46.920]  我們約說
[00:08:46.920 --> 00:08:48.560]  從天上來
[00:08:48.560 --> 00:08:49.920]  他必對我們說
[00:08:49.920 --> 00:08:53.360]  這樣 你們為什麼不信他?
[00:08:53.360 --> 00:08:55.160]  約說 從人間來
[00:08:55.160 --> 00:08:56.640]  我們又怕百姓
[00:08:56.640 --> 00:09:00.520]  因為他們都以約翰為先知
[00:09:00.520 --> 00:09:02.480]  這個就是他們的問題
[00:09:02.480 --> 00:09:04.400]  施洗約翰的工作
[00:09:04.400 --> 00:09:05.400]  是有目共睹的
[00:09:05.400 --> 00:09:07.800]  大家不要忘記
[00:09:07.800 --> 00:09:10.240]  在馬拉基書之後
[00:09:10.240 --> 00:09:12.640]  到施洗約翰降生
[00:09:12.640 --> 00:09:14.960]  中間有四百年叫黑暗時期
[00:09:14.960 --> 00:09:18.520]  神是沒有加入他們的歷史當中的
[00:09:18.520 --> 00:09:20.080]  但是施洗約翰的爸爸
[00:09:20.080 --> 00:09:22.640]  撒加利亞在年老的時候
[00:09:22.640 --> 00:09:25.000]  他的妻子沒有辦法來生育
[00:09:25.000 --> 00:09:27.800]  但是卻生了施洗約翰
[00:09:27.800 --> 00:09:31.080]  所以眾人都很重視
[00:09:31.080 --> 00:09:33.200]  而且不要忘記
[00:09:33.200 --> 00:09:35.000]  約翰的工作
[00:09:35.000 --> 00:09:37.240]  他是有很大的成就
[00:09:37.240 --> 00:09:38.400]  因為那時候的人
[00:09:38.400 --> 00:09:39.760]  來帶他受洗
[00:09:39.760 --> 00:09:41.160]  沒有什麼好處的
[00:09:41.160 --> 00:09:42.880]  他絕對不是衝動
[00:09:42.880 --> 00:09:45.280]  而肯定他們承認自己的罪
[00:09:45.280 --> 00:09:47.640]  是有神的作為在當中
[00:09:47.640 --> 00:09:49.360]  而事實上約翰
[00:09:49.360 --> 00:09:51.520]  就是實踐神的使命
[00:09:51.520 --> 00:09:54.360]  有很大很大的感染力
[00:09:54.360 --> 00:09:55.440]  如果他們說
[00:09:55.440 --> 00:09:58.560]  哦 施洗約翰的權柄
[00:09:58.560 --> 00:10:00.000]  一定是從神而來的
[00:10:00.000 --> 00:10:03.000]  不然怎麼有這麼大的果效呢
[00:10:03.000 --> 00:10:04.800]  那就大件事了
[00:10:04.800 --> 00:10:06.240]  為什麼呢
[00:10:06.240 --> 00:10:09.880]  因為施洗約翰都當眾宣告
[00:10:09.880 --> 00:10:12.560]  確認耶穌的身份
[00:10:12.560 --> 00:10:15.400]  我們看看約翰福音第一章
[00:10:15.400 --> 00:10:18.400]  26到34節
[00:10:18.400 --> 00:10:19.680]  約翰回答說
[00:10:19.680 --> 00:10:20.880]  我是用水施洗
[00:10:20.880 --> 00:10:23.360]  但有一位站在你們中間
[00:10:23.360 --> 00:10:25.160]  是你們不認識的
[00:10:25.160 --> 00:10:28.840]  就是我在我以後來的
[00:10:28.840 --> 00:10:31.880]  我給他解鞋帶也不配
[00:10:31.880 --> 00:10:35.360]  這是在約旦河外 百大里
[00:10:35.360 --> 00:10:38.600]  約翰施洗的地方作的見證
[00:10:38.600 --> 00:10:40.200]  好 我再看下去
[00:10:40.200 --> 00:10:41.880]  29節
[00:10:41.880 --> 00:10:42.840]  次一
[00:10:42.840 --> 00:10:44.880]  約翰看見耶穌來到他那裡
[00:10:44.880 --> 00:10:46.320]  就說 好啦
[00:10:46.320 --> 00:10:47.520]  神的高揚
[00:10:47.520 --> 00:10:49.480]  除去世人罪孽的
[00:10:49.480 --> 00:10:50.880]  這就是我曾說
[00:10:50.880 --> 00:10:53.400]  有一位在我以後來
[00:10:53.400 --> 00:10:55.800]  反成了在我以前的
[00:10:55.800 --> 00:10:59.080]  因他本來在我以前
[00:10:59.080 --> 00:11:01.160]  我先前不認識他
[00:11:01.160 --> 00:11:03.720]  如今我來用水施洗
[00:11:03.720 --> 00:11:07.000]  為要叫他譴明給以色列人
[00:11:07.000 --> 00:11:08.920]  好 第三十二節
[00:11:08.920 --> 00:11:10.480]  約翰有作見證說
[00:11:10.480 --> 00:11:14.040]  我曾看見聖靈彷彿甲子從天降下
[00:11:14.040 --> 00:11:15.760]  注在他的身上
[00:11:15.760 --> 00:11:17.320]  我先前不認識他
[00:11:17.320 --> 00:11:20.480]  只是他猜我來用水洗禮的
[00:11:20.480 --> 00:11:21.960]  對我說
[00:11:21.960 --> 00:11:24.720]  你看見聖靈降下來
[00:11:24.720 --> 00:11:26.680]  注在誰的身上
[00:11:26.680 --> 00:11:28.760]  誰就是用聖靈施洗的
[00:11:28.760 --> 00:11:30.240]  我看見了
[00:11:30.240 --> 00:11:32.680]  就證明這是神的兒子
[00:11:32.680 --> 00:11:33.640]  看不看到
[00:11:33.640 --> 00:11:35.720]  很長的經文
[00:11:35.720 --> 00:11:37.320]  我們就已經知道
[00:11:37.320 --> 00:11:39.120]  原來施洗約翰
[00:11:39.120 --> 00:11:40.880]  他很受人尊敬
[00:11:40.880 --> 00:11:42.760]  但是他又怎樣呢
[00:11:42.760 --> 00:11:44.680]  他是去推介耶穌
[00:11:44.680 --> 00:11:46.440]  所以你看到
[00:11:46.440 --> 00:11:50.720]  在一些香港的明星
[00:11:50.720 --> 00:11:52.200]  縱使有些已經過氣了
[00:11:52.200 --> 00:11:53.160]  但是在國內裡面
[00:11:53.160 --> 00:11:55.560]  仍然可能是很多人喜歡的
[00:11:55.560 --> 00:11:56.600]  於是怎樣
[00:11:56.600 --> 00:11:58.120]  上去就代言人
[00:11:58.120 --> 00:11:59.680]  我賣這些賣這些什麼
[00:11:59.680 --> 00:12:01.160]  那些人就買
[00:12:01.160 --> 00:12:02.840]  好了
[00:12:02.840 --> 00:12:06.560]  約翰是去推介耶穌
[00:12:06.560 --> 00:12:08.440]  很多人都相信
[00:12:08.440 --> 00:12:11.040]  正如我帶隊去以色列
[00:12:11.040 --> 00:12:13.000]  去土耳其這些地方
[00:12:13.000 --> 00:12:14.440]  很特別的
[00:12:14.440 --> 00:12:15.960]  因為大家都熟悉我
[00:12:15.960 --> 00:12:17.880]  就知道我是一個比較節儉的人
[00:12:17.880 --> 00:12:19.160]  我不會買東西的
[00:12:19.160 --> 00:12:21.240]  如果我一買那樣東西
[00:12:21.240 --> 00:12:22.800]  那些人就不用理會了
[00:12:22.800 --> 00:12:24.280]  他們會馬上跟著買
[00:12:24.280 --> 00:12:27.040]  因為年齡梁牧師這麼精打細算
[00:12:27.040 --> 00:12:27.880]  他也買
[00:12:27.880 --> 00:12:29.680]  而且他來了這麼多次
[00:12:29.680 --> 00:12:31.320]  那樣東西一定是好的
[00:12:31.320 --> 00:12:32.560]  就跟著買
[00:12:32.560 --> 00:12:34.640]  所以那些人就會相信約翰
[00:12:34.640 --> 00:12:36.280]  然後就相信耶穌
[00:12:36.280 --> 00:12:37.400]  如果他們承認
[00:12:37.400 --> 00:12:39.120]  施洗約翰那種能力
[00:12:39.120 --> 00:12:40.840]  是從神而來的
[00:12:40.840 --> 00:12:41.960]  那就要承認
[00:12:41.960 --> 00:12:43.360]  主耶穌的能力
[00:12:43.360 --> 00:12:45.440]  都是從神而來的
[00:12:45.440 --> 00:12:46.040]  好了
[00:12:46.040 --> 00:12:46.920]  但是如果我說
[00:12:46.920 --> 00:12:47.720]  不是
[00:12:47.720 --> 00:12:50.680]  約翰的能力不是從神而來的
[00:12:50.680 --> 00:12:53.040]  是人間那些不相信他的
[00:12:53.040 --> 00:12:54.440]  那就更大件事了
[00:12:54.440 --> 00:12:55.880]  為什麼呢
[00:12:55.880 --> 00:12:57.560]  那些人一定會怎麼樣
[00:12:57.560 --> 00:12:58.760]  很生他的氣
[00:12:58.760 --> 00:13:00.680]  你說我們?
[00:13:00.680 --> 00:13:03.360]  就是施洗約翰那樣
[00:13:03.360 --> 00:13:04.840]  那一定會跟他
[00:13:04.840 --> 00:13:06.680]  可以有對衡的了
[00:13:06.680 --> 00:13:08.880]  所以他就不敢說了
[00:13:08.880 --> 00:13:10.640]  很簡單的舉個例子
[00:13:10.640 --> 00:13:15.400]  如果你對著一幫歌迷
[00:13:15.400 --> 00:13:18.360]  姜濤啊 或者那些歌迷
[00:13:18.360 --> 00:13:19.640]  他們在聽你的歌
[00:13:19.640 --> 00:13:20.680]  你在他們當中
[00:13:20.680 --> 00:13:21.560]  但你說
[00:13:21.560 --> 00:13:23.160]  不是吧
[00:13:23.160 --> 00:13:25.320]  唱得這麼難聽的
[00:13:25.320 --> 00:13:26.920]  哎呀 關正傑啊
[00:13:26.920 --> 00:13:28.920]  唱得比他好聽
[00:13:28.920 --> 00:13:30.120]  我想
[00:13:30.120 --> 00:13:31.480]  你會死的
[00:13:31.480 --> 00:13:32.920]  整幫歌迷
[00:13:32.920 --> 00:13:34.920]  馬上會打你 是不是
[00:13:34.920 --> 00:13:37.800]  所以他們就不敢說
[00:13:37.800 --> 00:13:39.800]  如果我們說約翰的能力
[00:13:39.800 --> 00:13:41.800]  是從人間而來的時候
[00:13:41.800 --> 00:13:43.400]  群眾一定會很憤怒的
[00:13:43.400 --> 00:13:44.760]  來反對他
[00:13:44.760 --> 00:13:46.440]  因為百姓都認為
[00:13:46.440 --> 00:13:48.360]  約翰就是神的使者
[00:13:48.360 --> 00:13:49.800]  事實上
[00:13:49.800 --> 00:13:51.560]  他們心裡
[00:13:51.560 --> 00:13:53.000]  都否定約翰的
[00:13:53.000 --> 00:13:55.000]  不過他們不敢說明
[00:13:55.000 --> 00:13:57.080]  但過了
[00:13:57.080 --> 00:13:58.840]  片刻的沉默
[00:13:58.840 --> 00:14:01.160]  他們就說了一句遺心
[00:14:01.160 --> 00:14:02.920]  不知所謂的答案
[00:14:02.920 --> 00:14:05.480]  第27節上半節
[00:14:05.480 --> 00:14:06.680]  我們就看了
[00:14:06.680 --> 00:14:08.600]  於是回答耶穌說
[00:14:08.600 --> 00:14:10.120]  我們不知道
[00:14:10.120 --> 00:14:11.880]  這個答案其實就已經使他們
[00:14:11.880 --> 00:14:13.640]  定了自己的罪
[00:14:13.640 --> 00:14:16.200]  不要忘記他們是公會裡面的人
[00:14:16.200 --> 00:14:17.960]  是宗教領袖
[00:14:17.960 --> 00:14:21.240]  他們有責任去教導子民
[00:14:21.240 --> 00:14:24.520]  看看哪些是真理要去遵守
[00:14:24.520 --> 00:14:27.320]  哪些是虛假的要去否定 是不是
[00:14:27.320 --> 00:14:28.280]  這個時候
[00:14:28.280 --> 00:14:30.120]  他更加要教導子民
[00:14:30.120 --> 00:14:31.400]  哪些是神的僕人
[00:14:31.400 --> 00:14:33.560]  你要來聽他的說話 是不是
[00:14:33.560 --> 00:14:34.760]  哪些是假先知
[00:14:34.760 --> 00:14:35.880]  你要否定他
[00:14:35.880 --> 00:14:38.360]  這個是他們的職責來的
[00:14:38.360 --> 00:14:40.200]  如果他自己都
[00:14:40.200 --> 00:14:41.960]  說我不知道
[00:14:41.960 --> 00:14:43.880]  其實是將自己陷入一個
[00:14:43.880 --> 00:14:46.600]  很羞愧的境地當中
[00:14:46.600 --> 00:14:50.680]  因為他們害怕群眾的不滿
[00:14:50.680 --> 00:14:54.360]  而不敢來講出真話
[00:14:54.360 --> 00:14:57.320]  他很怕他所講的說話
[00:14:57.320 --> 00:14:59.160]  就引起別人的反感
[00:14:59.160 --> 00:15:02.600]  而不敢將心底話來講出來
[00:15:02.600 --> 00:15:05.880]  可能心底話未必是真理來的 是不是
[00:15:05.880 --> 00:15:10.280]  這種是故意假定無知的軟弱
[00:15:10.280 --> 00:15:13.080]  這些軟弱的沉默
[00:15:13.080 --> 00:15:14.520]  是很可悲
[00:15:14.520 --> 00:15:16.760]  是很可恥的
[00:15:16.760 --> 00:15:18.680]  我很喜歡下面這句說話
[00:15:18.680 --> 00:15:20.280]  如果我們知道
[00:15:20.280 --> 00:15:21.800]  這是真理
[00:15:21.800 --> 00:15:24.120]  至少我認為是真理
[00:15:24.120 --> 00:15:27.240]  就不應該懼怕或者顧忌
[00:15:27.240 --> 00:15:29.160]  而保持沉默
[00:15:29.160 --> 00:15:31.480]  做牧者的更加應該是這樣
[00:15:31.480 --> 00:15:34.360]  我們做牧者有時候
[00:15:34.360 --> 00:15:37.560]  在教會都是不要講奉獻的道理
[00:15:37.560 --> 00:15:39.320]  特別是自己堂會的牧者
[00:15:39.320 --> 00:15:40.840]  請他們來講完講
[00:15:40.840 --> 00:15:43.400]  因為怕會有不開心
[00:15:43.400 --> 00:15:45.960]  我牧會的時候絕對不會
[00:15:45.960 --> 00:15:49.240]  怕會有不開心而不講的
[00:15:49.240 --> 00:15:51.560]  我每兩年的四月第一個禮拜
[00:15:51.560 --> 00:15:52.840]  或者三月最後一個禮拜
[00:15:52.840 --> 00:15:54.200]  一定是講奉獻的
[00:15:54.200 --> 00:15:56.280]  因為剛剛是真正的財政年度
[00:15:56.280 --> 00:16:00.760]  好了 會有來但是缺乏了衛生
[00:16:00.760 --> 00:16:02.360]  我會去提醒
[00:16:02.360 --> 00:16:04.680]  甚至較為嚴厲的
[00:16:04.680 --> 00:16:05.560]  指責那些人
[00:16:05.560 --> 00:16:07.080]  比如經拜的時候
[00:16:07.080 --> 00:16:08.520]  經常遲到
[00:16:08.520 --> 00:16:11.720]  我不會怕他們的不滿而不說
[00:16:11.720 --> 00:16:14.280]  甚至有些人聽我說的永善戀壇
[00:16:14.280 --> 00:16:17.000]  我會認為是對的我就去講
[00:16:17.000 --> 00:16:19.400]  但可能有人留言說我是什麼呢
[00:16:19.400 --> 00:16:21.720]  神棍啊什麼的
[00:16:21.720 --> 00:16:24.520]  但是我不會因為這些而閉口的
[00:16:24.520 --> 00:16:25.880]  我們是應該
[00:16:25.880 --> 00:16:27.640]  如果覺得這個是真理
[00:16:27.640 --> 00:16:29.320]  我們據理力爭
[00:16:29.320 --> 00:16:31.880]  按理去陳詞
[00:16:31.880 --> 00:16:34.760]  於是這幫人
[00:16:34.760 --> 00:16:37.400]  講了一句唯心的說話
[00:16:37.400 --> 00:16:38.920]  我們不知道
[00:16:38.920 --> 00:16:41.240]  於是耶穌就回應了他
[00:16:41.240 --> 00:16:44.040]  《馬大福音》二十一章二十七節
[00:16:44.040 --> 00:16:45.880]  下半節 我們來看
[00:16:45.880 --> 00:16:48.760]  耶穌說 我也不告訴你們
[00:16:48.760 --> 00:16:53.160]  我仗著什麼權柄做這些事
[00:16:53.160 --> 00:16:54.520]  你不會回答我
[00:16:54.520 --> 00:16:56.120]  那我沒有需要回答你
[00:16:56.120 --> 00:16:58.200]  耶穌就運用智慧
