
[00:00:00.000 --> 00:00:09.800]  (主席)很感謝神,而且很感恩,能夠看到弟兄姊妹平安喜樂興奮地回來一起崇拜
[00:04:01.800 --> 00:04:17.800]  但天使所說的等到這事成就,這個這事是包括甚麼呢
[00:04:17.800 --> 00:04:19.800]  要等到多久呢
[00:04:19.800 --> 00:04:25.800]  是否要等到他的妻子懷孕,他便可以說話
[00:04:25.800 --> 00:04:38.800]  還是要等到孩子出生,或者要等到孩子長大成人,真的成為主的使者
[00:04:38.800 --> 00:04:41.800]  是否那時才可以說話呢
[00:04:41.800 --> 00:04:45.800]  其實天使沒有說清楚
[00:04:45.800 --> 00:04:56.800]  我想跟大家猜一下,撒加利亞在這段時間裏的心路歷程是怎樣的
[00:04:56.800 --> 00:05:12.800]  最初他聽到報信之後,啞了,但他會又驚又喜,或者可以說喜多於驚
[00:05:12.800 --> 00:05:19.800]  因為他想到將會有一個兒子,晚年得子,都是一件很喜樂的事
[00:05:19.800 --> 00:05:25.800]  暫時說不到話便算了,忍一會吧
[00:05:25.800 --> 00:05:32.800]  接著知道妻子懷孕了,當然很開心
[00:05:32.800 --> 00:05:40.800]  但是還未開口說話,可能有一點擔心
[00:05:40.800 --> 00:05:46.800]  不過想一想,可能等到孩子出生便可以了
[00:05:46.800 --> 00:05:49.800]  再忍一會吧
[00:05:49.800 --> 00:05:57.800]  等到孩子終於出生了,當然很開心
[00:05:57.800 --> 00:06:01.800]  但是真的開始有點擔心
[00:06:01.800 --> 00:06:07.800]  第一日出生了,第二日,第三日還未開口說話
[00:06:07.800 --> 00:06:15.800]  自己也會想,難道要等到孩子成就所有東西
[00:06:15.800 --> 00:06:19.800]  等他真的成就成為神的使者的時候
[00:06:19.800 --> 00:06:23.800]  是否那時才可以開口說話呢
[00:06:23.800 --> 00:06:29.800]  是否要多等三十年呢
[00:06:29.800 --> 00:06:34.800]  聖經說他現在已經是年老了
[00:06:34.800 --> 00:06:38.800]  那等不等到三十年呢
[00:06:38.800 --> 00:06:46.800]  即是說他很可能從此以後不能說話
[00:06:46.800 --> 00:06:48.800]  是聾又啞的
[00:06:48.800 --> 00:06:55.800]  也可以說他從此不能再做祭司的服侍
[00:06:55.800 --> 00:07:00.800]  甚至在他本地的會堂裡
[00:07:00.800 --> 00:07:04.800]  想讀一下經,講一下道
[00:07:04.800 --> 00:07:07.800]  你知道退休牧師,退休傳道人,退休長老
[00:07:07.800 --> 00:07:11.800]  是很受歡迎的,教會會請你去講一下道
[00:07:11.800 --> 00:07:14.800]  我聽聞葉長老退休過世後
[00:07:14.800 --> 00:07:17.800]  教會頻頻請他講道
[00:07:17.800 --> 00:07:20.800]  很忙,比在這裡還要忙
[00:07:20.800 --> 00:07:25.800]  但是你又聾又啞的時候怎麼辦呢
[00:07:25.800 --> 00:07:27.800]  他們不是因為聾啞的問題
[00:07:27.800 --> 00:07:32.800]  有時候你可以跟聾啞的人講道,打手語
[00:07:32.800 --> 00:07:36.800]  但是當時不是,因為聾啞是有殘疾的
[00:07:36.800 --> 00:07:38.800]  有殘疾就是不能做祭司
[00:07:38.800 --> 00:07:45.800]  甚至是不能在會堂裡做任何的侍奉
[00:07:45.800 --> 00:07:55.800]  這個才是大問題,對塞加利亞來說
[00:07:57.800 --> 00:08:00.800]  那怎麼辦呢
[00:08:00.800 --> 00:08:10.800]  其實我不是想說塞加利亞以後會怎樣
[00:08:10.800 --> 00:08:13.800]  我想說到這裡的時候
[00:08:13.800 --> 00:08:16.800]  我想說這樣的情況
[00:08:16.800 --> 00:08:20.800]  如果我們在現今去到這樣的情況
[00:08:20.800 --> 00:08:24.800]  遇到這樣的事的時候,我們怎麼辦呢
[00:08:24.800 --> 00:08:30.800]  當然感謝神,我們現代今日的教會
[00:08:30.800 --> 00:08:34.800]  或者我們的教會的運作
[00:08:34.800 --> 00:08:38.800]  有殘疾的人我們都仍然可以服侍,可以侍奉
[00:08:38.800 --> 00:08:45.800]  這個真的很感恩
[00:08:45.800 --> 00:08:49.800]  剛才我對塞加利亞的猜測
[00:08:49.800 --> 00:08:52.800]  只是一個猜測
[00:08:52.800 --> 00:08:58.800]  在經文裡面,從經文的描寫
[00:08:58.800 --> 00:09:05.800]  我們看不到他和他的妻子有任何擔心或者埋怨
[00:09:05.800 --> 00:09:08.800]  從塞加利亞的詩歌的內容看來
[00:09:08.800 --> 00:09:12.800]  我們可以肯定塞加利亞是一個很有信心
[00:09:12.800 --> 00:09:18.800]  很敬虔,很有屬靈深度的一個人
[00:09:18.800 --> 00:09:28.800]  他正正活出了尊主為大,以神為樂的生活心態
[00:09:28.800 --> 00:09:32.800]  如果我們自己遇到這樣的情況
[00:09:32.800 --> 00:09:36.800]  譬如我們正是當英年的時候
[00:09:36.800 --> 00:09:40.800]  大有作為的青年的時候
[00:09:40.800 --> 00:09:42.800]  或者我們年近中年
[00:09:42.800 --> 00:09:44.800]  或者我們打算退休
[00:09:44.800 --> 00:09:47.800]  但是突然間我們遇到意外
[00:09:47.800 --> 00:09:49.800]  或者染到有疾病
[00:09:49.800 --> 00:09:51.800]  令到我們有傷殘
[00:09:51.800 --> 00:09:54.800]  不可以繼續工作
[00:09:54.800 --> 00:09:57.800]  不可以繼續侍奉
[00:09:57.800 --> 00:10:02.800]  那我們怎麼辦呢?
[00:10:02.800 --> 00:10:05.800]  我想我們都很少會這樣想
[00:10:05.800 --> 00:10:08.800]  或者可能有些人都會想買定保險
[00:10:08.800 --> 00:10:10.800]  不是這麼簡單
[00:10:10.800 --> 00:10:13.800]  而是你不只是經濟的問題
[00:10:13.800 --> 00:10:15.800]  是實際生活上的問題
[00:10:15.800 --> 00:10:19.800]  是侍奉上的問題
[00:10:19.800 --> 00:10:22.800]  一般人的反應
[00:10:22.800 --> 00:10:25.800]  就是會很擔心
[00:10:25.800 --> 00:10:27.800]  很不開心
[00:10:27.800 --> 00:10:28.800]  會埋怨
[00:10:28.800 --> 00:10:30.800]  甚至會很生氣
[00:10:30.800 --> 00:10:34.800]  為什麼上帝容許我發生這樣的事
[00:10:34.800 --> 00:10:36.800]  或者上帝令我發生這樣的事
[00:10:36.800 --> 00:10:37.800]  會很生氣
[00:10:37.800 --> 00:10:39.800]  會埋怨
[00:10:39.800 --> 00:10:43.800]  會覺得絕望
[00:10:43.800 --> 00:10:48.800]  那基督徒的反應是怎樣呢?
[00:10:48.800 --> 00:10:50.800]  基督徒的反應都很可能是一樣
[00:10:50.800 --> 00:10:57.800]  如果他們不懂得從神的應許裡得到幫助
[00:10:57.800 --> 00:11:01.800]  他們不懂得在神的話語裡去支取力量
[00:11:01.800 --> 00:11:05.800]  來幫助他們渡過這些困難的時候
[00:11:05.800 --> 00:11:11.800]  他們的反應都很可能是一樣
[00:11:11.800 --> 00:11:16.800]  聖經給了我們什麼的應許
[00:11:16.800 --> 00:11:19.800]  讓我們來面對困難呢?
[00:11:19.800 --> 00:11:21.800]  有很多的
[00:11:21.800 --> 00:11:25.800]  我們來看看哥林多前書十章十三節
[00:11:25.800 --> 00:11:27.800]  這是保羅所說的
[00:11:27.800 --> 00:11:30.800]  你們所遇見的試探
[00:11:30.800 --> 00:11:32.800]  無非是人所能受的
[00:11:32.800 --> 00:11:33.800]  神賜信實的
[00:11:33.800 --> 00:11:37.800]  必不叫你們受試探過於你們所能受的
[00:11:37.800 --> 00:11:39.800]  在受試探的時候
[00:11:39.800 --> 00:11:41.800]  總要給你們開一條出路
[00:11:41.800 --> 00:11:47.800]  叫你們能忍受得住
[00:11:47.800 --> 00:11:53.800]  這是神的恩典
[00:11:53.800 --> 00:11:58.800]  他說我們所受的試煉、試探困難
[00:11:58.800 --> 00:11:59.800]  靠著神的恩典
[00:11:59.800 --> 00:12:06.800]  我們一定可以忍受得住
[00:12:06.800 --> 00:12:10.800]  保羅也在哥林多後書十二章九節裡
[00:12:10.800 --> 00:12:14.800]  有再說過
[00:12:14.800 --> 00:12:16.800]  主對我說
[00:12:16.800 --> 00:12:18.800]  我的恩典夠你用
[00:12:18.800 --> 00:12:22.800]  因為我的能力是在人的軟弱上顯得完全
[00:12:22.800 --> 00:12:25.800]  所以我更喜歡誇自己的軟弱
[00:12:25.800 --> 00:12:33.800]  好叫基督的能力奉庇我
[00:12:33.800 --> 00:12:38.800]  這是神給我們的一個應許
[00:12:38.800 --> 00:12:40.800]  當我們軟弱的時候
[00:12:40.800 --> 00:12:46.800]  神就會給我們足夠的恩典能力去保護我們
[00:12:46.800 --> 00:12:54.800]  盼望這個訊息能夠給那些正在困難裡
[00:12:54.800 --> 00:13:00.800]  在極大的困難、痛苦裡的人
[00:13:00.800 --> 00:13:05.800]  希望他們能夠跟神的應許找到出路
[00:13:05.800 --> 00:13:17.800]  在神的話語上有能力去面對前面的各種困難
[00:13:17.800 --> 00:13:19.800]  我們說回撒加尼亞
[00:13:19.800 --> 00:13:25.800]  我們看路加福音一章六十三節
[00:13:25.800 --> 00:13:28.800]  他要了一塊寫字的板
[00:13:28.800 --> 00:13:31.800]  上說:他的名字是約翰
[00:13:31.800 --> 00:13:33.800]  他們便都稀奇
[00:13:33.800 --> 00:13:34.800]  六十四節
[00:13:34.800 --> 00:13:36.800]  撒加尼亞的口立時開了
[00:13:36.800 --> 00:13:38.800]  舌頭也舒展了
[00:13:38.800 --> 00:13:41.800]  就說出話來稱頌神
[00:13:41.800 --> 00:13:44.800]  接下來我們剛才讀那段聖經
[00:13:44.800 --> 00:13:51.800]  我主重的是他稱頌神的內容
[00:13:51.800 --> 00:13:56.800]  我們看六十七節
[00:13:56.800 --> 00:13:58.800]  撒加尼亞被聖靈充滿了
[00:13:58.800 --> 00:14:00.800]  就預言說
[00:14:00.800 --> 00:14:01.800]  六十八節
[00:14:01.800 --> 00:14:04.800]  主以色列的神是應當稱頌的
[00:14:04.800 --> 00:14:06.800]  因他眷顧他的百姓
[00:14:06.800 --> 00:14:13.800]  為他們施行救贖
[00:14:13.800 --> 00:14:18.800]  撒加尼亞這個「我主重」
[00:14:18.800 --> 00:14:21.800]  差不多也像「尊主重」一樣
[00:14:21.800 --> 00:14:30.800]  每一句都出自舊約聖經裡的說話
[00:14:30.800 --> 00:14:35.800]  我們從這段頌詞的內容看來
[00:14:35.800 --> 00:14:37.800]  我們可以知道撒加尼亞
[00:14:37.800 --> 00:14:40.800]  是一個很有屬靈深度
[00:14:40.800 --> 00:14:45.800]  很有屬靈智慧的一個人
[00:14:45.800 --> 00:14:47.800]  大家想想
[00:14:47.800 --> 00:14:49.800]  如果是普通人
[00:14:49.800 --> 00:14:52.800]  已經啞了十個月
[00:14:52.800 --> 00:14:54.800]  現在康復了
[00:14:54.800 --> 00:14:56.800]  又晚年得子
[00:14:56.800 --> 00:14:58.800]  你當然會禱告
[00:14:58.800 --> 00:15:01.800]  一般都會禱告感謝神
[00:15:01.800 --> 00:15:03.800]  但你會說什麼呢?
[00:15:03.800 --> 00:15:06.800]  一定說感謝神醫好我
[00:15:06.800 --> 00:15:08.800]  感謝神賜給我一個兒子
[00:15:08.800 --> 00:15:09.800]  等等
[00:15:09.800 --> 00:15:11.800]  有很多感恩的說話
[00:15:11.800 --> 00:15:14.800]  但那些一定是很個人的
[00:15:14.800 --> 00:15:17.800]  但撒加尼亞
[00:15:17.800 --> 00:15:19.800]  他的禱告很特別
[00:15:19.800 --> 00:15:22.800]  當然他是被聖靈感動
[00:15:22.800 --> 00:15:26.800]  唱出這一首詩歌
[00:15:26.800 --> 00:15:28.800]  他不是不懂得感恩
[00:15:28.800 --> 00:15:31.800]  不過當然聖靈感動他
[00:15:31.800 --> 00:15:34.800]  唱出一個其實是一個預言
[00:15:34.800 --> 00:15:37.800]  和一個宣告
[00:15:37.800 --> 00:15:39.800]  在這個宣告裡
[00:15:39.800 --> 00:15:44.800]  宣告他的兒子約翰的出生
[00:15:44.800 --> 00:15:48.800]  是應驗先知的一些預言
[00:15:48.800 --> 00:15:51.800]  也宣告耶穌基督的降生
[00:15:51.800 --> 00:15:55.800]  也是為了實現神和大衛
[00:15:55.800 --> 00:16:00.800]  和神和阿伯拉罕所立的那兩個約
[00:16:00.800 --> 00:16:04.800]  我們看七十六節
[00:16:04.800 --> 00:16:07.800]  在這節聖經裡
[00:16:07.800 --> 00:16:10.800]  他宣告他的兒子約翰的身份
[00:16:10.800 --> 00:16:12.800]  是神的先知
[00:16:12.800 --> 00:16:15.800]  是神的先鋒
[00:16:15.800 --> 00:16:17.800]  而他來到這個世上
[00:16:17.800 --> 00:16:18.800]  侍奉的目標
[00:16:18.800 --> 00:16:21.800]  是要呼籲百姓悔改
[00:16:21.800 --> 00:16:26.800]  預備好心來迎接尼塞亞的來臨
[00:16:26.800 --> 00:16:31.800]  預備接受救恩
[00:16:31.800 --> 00:16:34.800]  這個是約翰工作的目標
[00:16:34.800 --> 00:16:37.800]  七十八節
[00:16:37.800 --> 00:16:38.800]  在這一節裡
[00:16:38.800 --> 00:16:43.800]  加利亞宣告世人期待已久的耶穌基督
[00:16:43.800 --> 00:16:47.800]  這位尼塞亞將要降臨
[00:16:47.800 --> 00:16:53.800]  清晨的日光
[00:16:53.800 --> 00:16:57.800]  這個字是指向尼塞亞
[00:16:57.800 --> 00:16:58.800]  清晨的日光
[00:16:58.800 --> 00:17:03.800]  在英文NIV的翻譯是The Rising Sun
[00:17:03.800 --> 00:17:12.800]  都是用來稱呼將要來的那位尼塞亞
[00:17:12.800 --> 00:17:16.800]  包惟鈞博士在他的《釋經》書上指出
[00:17:16.800 --> 00:17:19.800]  清晨的日光
[00:17:19.800 --> 00:17:22.800]  這個字原文希臘文
[00:17:22.800 --> 00:17:27.800]  這個字出現在舊約七十四
[00:17:27.800 --> 00:17:30.800]  日本希臘文的舊約聖經
[00:17:30.800 --> 00:17:34.800]  當它出現在一些經節裡的時候
[00:17:34.800 --> 00:17:38.800]  很多時候會被翻譯成苗裔
[00:17:38.800 --> 00:17:39.800]  是不是很熟悉這個字
[00:17:39.800 --> 00:17:40.800]  大衛的苗裔
[00:17:40.800 --> 00:17:41.800]  公義的苗裔
[00:17:41.800 --> 00:17:44.800]  當苗裔這個字出現的時候
[00:17:44.800 --> 00:17:47.800]  其實就是和在新約裡
[00:17:47.800 --> 00:17:50.800]  這個清晨的日光
[00:17:50.800 --> 00:17:52.800]  那個字是同一個字
[00:17:52.800 --> 00:17:54.800]  不過在不同的情況裡
[00:17:54.800 --> 00:17:57.800]  有不同的翻譯的意思
[00:17:57.800 --> 00:17:59.800]  譬如我們看一個例子
[00:17:59.800 --> 00:18:00.800]  看舊約
[00:18:00.800 --> 00:18:06.800]  耶利米書
[00:18:06.800 --> 00:18:08.800]  二十三章五節
[00:18:08.800 --> 00:18:12.800]  耶和華說
[00:18:12.800 --> 00:18:14.800]  日子將到
[00:18:14.800 --> 00:18:18.800]  我要給大衛興起一個公義的苗裔
[00:18:18.800 --> 00:18:20.800]  他必掌王權
[00:18:20.800 --> 00:18:21.800]  行事有智慧
[00:18:21.800 --> 00:18:24.800]  在地上施行公平和公義
[00:18:24.800 --> 00:18:26.800]  苗裔那個字
[00:18:26.800 --> 00:18:28.800]  就是清晨的日光那個字
[00:18:28.800 --> 00:18:34.800]  無論是苗裔
[00:18:34.800 --> 00:18:36.800]  或者清晨的日光都好
[00:18:36.800 --> 00:18:40.800]  其實就是指向和稱呼將要來的彌賽亞
[00:18:40.800 --> 00:18:42.800]  基督
[00:18:42.800 --> 00:18:45.800]  我們轉看回
[00:18:45.800 --> 00:18:47.800]  盧家福音一章七十九節
[00:18:47.800 --> 00:18:52.800]  要照亮坐在黑暗中死淫淚的人
[00:18:52.800 --> 00:18:56.800]  把我們的腳引到平安的路上
[00:18:56.800 --> 00:18:59.800]  這一節是宣告基督降世
[00:18:59.800 --> 00:19:03.800]  那個侍奉的目標
[00:19:03.800 --> 00:19:08.800]  就是要扭轉我們世人的命運
[00:19:08.800 --> 00:19:14.800]  他能夠將我們原本生活在罪惡的死淫裡面的人
[00:19:14.800 --> 00:19:15.800]  救出來
[00:19:15.800 --> 00:19:23.800]  然後將我們帶入光明和平安的路上去生活
[00:19:23.800 --> 00:19:26.800]  將我們世人的終局扭轉了
[00:19:26.800 --> 00:19:28.800]  耶穌基督的降臨
[00:19:28.800 --> 00:19:31.800]  原本世人是步向死亡
[00:19:31.800 --> 00:19:36.800]  扭轉為世人可以步向永生
[00:19:36.800 --> 00:19:45.800]  是因為耶穌基督的降生救贖
[00:19:45.800 --> 00:19:48.800]  這一節的經文的內容
[00:19:48.800 --> 00:19:50.800]  是由好幾節的舊約聖經
[00:19:50.800 --> 00:19:52.800]  是聯合在一起的
[00:19:52.800 --> 00:19:55.800]  其中包括以賽亞書裡面
[00:19:55.800 --> 00:19:56.800]  好多章的聖經
[00:19:56.800 --> 00:19:59.800]  第九章、五十八章、五十九章裡面
[00:19:59.800 --> 00:20:03.800]  差不多五六節的經文的意思
[00:20:03.800 --> 00:20:07.800]  是放在這一節的聖經裡面
[00:20:07.800 --> 00:20:13.800]  就是說耶穌基督降生
[00:20:13.800 --> 00:20:17.800]  是神預定了的旨意
[00:20:17.800 --> 00:20:23.800]  因為聖經早就預言了
[00:20:23.800 --> 00:20:27.800]  這樣就證明這完全是神的恩典
[00:20:27.800 --> 00:20:34.800]  神早就預備了這個恩典來賜給世人
[00:20:34.800 --> 00:20:37.800]  問題就是問
[00:20:37.800 --> 00:20:42.800]  我們世人願不願意接受神這個恩典
[00:20:42.800 --> 00:20:49.800]  我們人願不願意接受神給我們的真光
[00:20:49.800 --> 00:20:50.800]  我們很感謝神
[00:20:50.800 --> 00:20:52.800]  我們在座之中大部分人
[00:20:52.800 --> 00:20:55.800]  都已經接受了耶穌基督
[00:20:55.800 --> 00:20:57.800]  接受了這個真光
[00:20:57.800 --> 00:20:59.800]  但是如果你還沒有
[00:20:59.800 --> 00:21:04.800]  我鼓勵你馬上或者快點
[00:21:04.800 --> 00:21:07.800]  去接受耶穌基督做救主
[00:21:07.800 --> 00:21:10.800]  讓耶穌基督這個真光
[00:21:10.800 --> 00:21:21.800]  去照亮我們的生命
[00:21:21.800 --> 00:21:25.800]  現在我想再說一下那兩個的約
[00:21:25.800 --> 00:21:30.800]  就是大衛之約和阿伯拉罕之約
[00:21:30.800 --> 00:21:37.800]  我們去看回路加福音一章六十九節
[00:21:41.800 --> 00:21:47.800]  這裡是說大衛之約
[00:21:47.800 --> 00:21:51.800]  根據撒姆爾記下第七章的記載
[00:21:51.800 --> 00:21:57.800]  神應許大衛他的家和國都是永遠建立的
[00:21:57.800 --> 00:22:00.800]  而他的後裔之中有一個後裔
[00:22:00.800 --> 00:22:03.800]  是會永遠為王
[00:22:03.800 --> 00:22:05.800]  那是什麼意思
[00:22:05.800 --> 00:22:07.800]  那就是說指向耶穌基督
[00:22:07.800 --> 00:22:13.800]  只有耶穌基督才是永遠在大衛家作王
[00:22:13.800 --> 00:22:18.800]  耶穌基督的國也都能夠建立到永遠
[00:22:18.800 --> 00:22:20.800]  所以這個是大衛之約
[00:22:20.800 --> 00:22:28.800]  都是指向耶穌基督這個尼塞亞將會降生
[00:22:28.800 --> 00:22:32.800]  拯救的國也是一個常用的詞
[00:22:32.800 --> 00:22:36.800]  來去形容尼塞亞的
[00:22:36.800 --> 00:22:42.800]  我們先看以西傑他怎麼說
[00:22:42.800 --> 00:22:45.800]  以西傑先知曾經都是這樣預言過
[00:22:45.800 --> 00:22:48.800]  以西傑書二十九章二十一節
[00:22:48.800 --> 00:22:55.800]  他說當那日我必使以色列家的國發生
[00:22:55.800 --> 00:22:58.800]  這個預言這個拯救的國
[00:22:58.800 --> 00:23:00.800]  有一日將會出現
[00:23:00.800 --> 00:23:06.800]  那現在基督降生就會實現這個預言
[00:23:06.800 --> 00:23:15.800]  路加福音一章六十九節這一句話就是說
[00:23:15.800 --> 00:23:21.800]  基督降生將會滿足了神的預言
[00:23:21.800 --> 00:23:26.800]  拯救的國,國是代表有能力的意思
[00:23:26.800 --> 00:23:31.800]  耶穌基督祂有拯救的能力
[00:23:31.800 --> 00:23:36.800]  祂都有能力能夠坐在祂的寶座上直到永遠
[00:23:36.800 --> 00:23:39.800]  祂會永遠為王
[00:23:39.800 --> 00:23:44.800]  大衛之約因此就成就了
[00:23:44.800 --> 00:23:48.800]  我們看阿伯拉罕的約
[00:23:48.800 --> 00:23:51.800]  我們看第七十二節
[00:23:51.800 --> 00:23:56.800]  向我們列祖施憐憫,紀念祂的聖約
[00:23:56.800 --> 00:23:57.800]  七十三節
[00:23:57.800 --> 00:24:02.800]  就是祂對我們祖宗阿伯拉罕所起的誓
[00:24:02.800 --> 00:24:05.800]  這裡就是說阿伯拉罕的約
[00:24:05.800 --> 00:24:10.800]  根據《創世紀》很多處很多章的記載裡面
[00:24:10.800 --> 00:24:14.800]  譬如在《創世紀》十二章、十七節
[00:24:14.800 --> 00:24:17.800]  十七章、二十二章、二十六章
[00:24:17.800 --> 00:24:20.800]  裡面都不斷提到這個阿伯拉罕的約
[00:24:20.800 --> 00:24:26.800]  就是神應許阿伯拉罕的國度君王
[00:24:26.800 --> 00:24:31.800]  他說國度君王都會從阿伯拉罕而出
[00:24:31.800 --> 00:24:35.800]  就是說在他的後裔裡面
[00:24:35.800 --> 00:24:42.800]  還有還應許萬國萬族會因他得福
[00:24:42.800 --> 00:24:47.800]  耶穌基督來到這個世上成就救恩
[00:24:47.800 --> 00:24:53.800]  他就能夠令到萬國萬族的人都能夠因他得福
[00:24:53.800 --> 00:25:01.800]  所以基督降生就能夠實現滿足了阿伯拉罕之約
[00:25:01.800 --> 00:25:07.800]  當然兩個約最終成就在主再來的時候
[00:25:07.800 --> 00:25:11.800]  神就完全滿足了
[00:25:13.800 --> 00:25:20.800]  為什麼我要講這兩個約呢?
[00:25:20.800 --> 00:25:24.800]  因為這兩個約是很清楚告訴我們
[00:25:24.800 --> 00:25:30.800]  耶穌基督的救恩不只是給以色列人
[00:25:30.800 --> 00:25:36.800]  是給全世界所有的人
[00:25:36.800 --> 00:25:38.800]  是給全人類都有份
[00:25:38.800 --> 00:25:42.800]  所以我們都有份
[00:25:42.800 --> 00:25:46.800]  所以我們要明白這兩個約
[00:25:46.800 --> 00:25:51.800]  這是神很奇妙也很大的恩典
[00:25:51.800 --> 00:25:53.800]  值得我們感恩
[00:25:53.800 --> 00:26:05.800]  神成就這兩個救恩的目標是什麼呢?
[00:26:05.800 --> 00:26:08.800]  當然成就救恩是其中一個目標
[00:26:08.800 --> 00:26:11.800]  但是成就救恩裡面還有一些目標
[00:26:11.800 --> 00:26:15.800]  祂要我們人配合想達到什麼目標呢?
[00:26:15.800 --> 00:26:18.800]  我們看第74節
[00:26:18.800 --> 00:26:22.800]  「叫我們既從仇敵中被救出來」
[00:26:22.800 --> 00:26:25.800]  這個就很清楚了
[00:26:25.800 --> 00:26:26.800]  剛才也提過
[00:26:26.800 --> 00:26:29.800]  神成就這兩個約的第一個目標就是
[00:26:29.800 --> 00:26:34.800]  救我們脫離撒旦的捆綁
[00:26:34.800 --> 00:26:37.800]  脫離罪惡的捆綁
[00:26:37.800 --> 00:26:44.800]  這個目標我們每一個信主的人
[00:26:44.800 --> 00:26:46.800]  因為都很想達到這個目標
[00:26:46.800 --> 00:26:49.800]  所以信耶穌脫離了撒旦的控制
[00:26:49.800 --> 00:26:51.800]  脫離了罪惡的世界
[00:26:51.800 --> 00:26:54.800]  我們能夠轉去光明的一邊
[00:26:54.800 --> 00:26:57.800]  我們都很樂意去達到這個目標
[00:26:57.800 --> 00:27:00.800]  第二個目標是什麼呢?
[00:27:00.800 --> 00:27:02.800]  我們看第75節
[00:27:02.800 --> 00:27:12.800]  「就可以終生在祂面前 坦然無懼地用聖潔公義侍奉祂」
[00:27:12.800 --> 00:27:17.800]  這個目標我們容易達到嗎?
[00:27:17.800 --> 00:27:22.800]  這個目標我們做得到嗎?
[00:27:22.800 --> 00:27:24.800]  應該做得到的
[00:27:24.800 --> 00:27:29.800]  不過很不容易
[00:27:29.800 --> 00:27:32.800]  另一方面
[00:27:32.800 --> 00:27:34.800]  當我們看到「坦然無懼」的時候
[00:27:34.800 --> 00:27:36.800]  我們很容易想起另一句聖經
[00:27:36.800 --> 00:27:43.800]  就是希伯來書四章十六節
[00:27:43.800 --> 00:27:44.800]  這套聖經說
[00:27:44.800 --> 00:27:51.800]  「我們可以坦然無懼來到神的私恩寶座前面」
[00:27:51.800 --> 00:27:57.800]  「去求廉恤、求恩惠、求幫助」等等
[00:27:57.800 --> 00:27:59.800]  我們很喜歡這句聖經
[00:27:59.800 --> 00:28:01.800]  因為我們當然喜歡
[00:28:01.800 --> 00:28:03.800]  當然好,得到這些東西
[00:28:03.800 --> 00:28:05.800]  當然想做
[00:28:05.800 --> 00:28:08.800]  當然可以坦然無懼
[00:28:08.800 --> 00:28:10.800]  但是如果
[00:28:10.800 --> 00:28:14.800]  好像剛才《路加福音》一章75節所說
[00:28:14.800 --> 00:28:18.800]  如果要我們終生在神面前
[00:28:18.800 --> 00:28:21.800]  侍奉祂的時候
[00:28:21.800 --> 00:28:33.800]  我們可能會有些保留、猶豫、害怕
[00:28:33.800 --> 00:28:38.800]  我們未必很樂意想去完成這個目標
[00:28:38.800 --> 00:28:40.800]  但基督徒其實不是剛好相反
[00:28:40.800 --> 00:28:43.800]  要積極去完成這個目標
[00:28:43.800 --> 00:28:48.800]  或者向著這個目標去走
