
[00:00:00.000 --> 00:00:03.520]  各位親愛的朋友,今天你們吃飽了
[00:05:00.080 --> 00:05:03.040]  揭露別人多些事,我就越過癮
[00:05:03.040 --> 00:05:05.760]  因為人人都喜歡聽秘密
[00:05:05.760 --> 00:05:07.040]  豎起耳朵來聽
[00:05:07.040 --> 00:05:09.040]  所以就有優越感
[00:05:09.040 --> 00:05:11.200]  我傳很多資訊給你
[00:05:11.200 --> 00:05:14.720]  傳了資訊給別人,就有控制感
[00:05:14.720 --> 00:05:19.520]  有些人可以被人拿著痛腳
[00:05:19.520 --> 00:05:21.280]  傷你,刺你,要脅你
[00:05:21.280 --> 00:05:22.080]  很慘
[00:05:22.080 --> 00:05:23.840]  我就會有優越感
[00:05:23.840 --> 00:05:25.600]  因為我拿著別人的痛腳
[00:05:25.600 --> 00:05:28.800]  讓別人知道你多些壞事
[00:05:28.800 --> 00:05:31.280]  多些你的秘密,讓你糟糕
[00:05:31.280 --> 00:05:34.000]  所以是爆陰毒
[00:05:34.000 --> 00:05:36.320]  讓你不得牙刷,看你怎樣死
[00:05:36.320 --> 00:05:38.080]  一會兒才炮製你
[00:05:38.080 --> 00:05:39.200]  很刺激
[00:05:39.200 --> 00:05:41.760]  就是這樣,人家都喜歡講別人的壞事
[00:05:41.760 --> 00:05:43.760]  一會兒我講怎樣控制
[00:05:43.760 --> 00:05:48.320]  要麼就叫slander,毀謗
[00:05:48.320 --> 00:05:50.800]  抹黑人,矮化人,重傷人
[00:05:50.800 --> 00:05:53.520]  然後破壞別人之間的關係
[00:05:53.520 --> 00:05:56.800]  明知你是朋友,但你講些不好的事給別人聽
[00:05:56.800 --> 00:05:58.800]  令別人關係破裂
[00:05:58.800 --> 00:06:03.200]  當然,踩人很心涼
[00:06:03.200 --> 00:06:06.560]  一封清袋,讓你活該
[00:06:06.560 --> 00:06:08.880]  然後,講閒話的人很過癮
[00:06:08.880 --> 00:06:10.240]  因為有人聽
[00:06:10.240 --> 00:06:12.240]  別人喜歡聽,別人會附和
[00:06:12.240 --> 00:06:14.560]  別人會like你,在facebook
[00:06:14.560 --> 00:06:17.280]  曹操也有知心友
[00:06:17.280 --> 00:06:18.800]  劉備也有對頭人
[00:06:18.800 --> 00:06:21.600]  所以,講這些,別人最喜歡聽
[00:06:21.600 --> 00:06:24.560]  當然,動機最後不失
[00:06:24.560 --> 00:06:26.240]  除了這麼多快感外
[00:06:26.240 --> 00:06:28.560]  就是報仇
[00:06:28.560 --> 00:06:33.920]  是一種報仇,不用用真槍去打人的方式
[00:06:33.920 --> 00:06:35.920]  很陰毒,很厲害
[00:06:35.920 --> 00:06:39.680]  為什麼人們會這樣做呢?
[00:06:39.680 --> 00:06:43.200]  其實最大的是出於情緒不穩
[00:06:43.200 --> 00:06:44.480]  情緒即是怎樣呢?
[00:06:44.480 --> 00:06:47.120]  自己憂鬱
[00:06:47.120 --> 00:06:49.600]  因為這個人橫刀奪愛
[00:06:49.600 --> 00:06:52.400]  因為這個人沒給錢媽媽
[00:06:52.400 --> 00:06:54.800]  這個人不公道
[00:06:54.800 --> 00:06:58.560]  所以,令我很不開心,他踩低我
[00:06:58.560 --> 00:07:02.000]  有仇恨,有妒忌,不值得
[00:07:02.000 --> 00:07:03.120]  陳醫生,你知不知道
[00:07:03.120 --> 00:07:06.480]  這個人經常上禮拜堂都遲到十分鐘
[00:07:06.480 --> 00:07:08.000]  我說關你什麼事?
[00:07:08.000 --> 00:07:09.680]  我不值得他遲到
[00:07:09.680 --> 00:07:11.920]  我說遲到神知會懲罰他
[00:07:11.920 --> 00:07:13.200]  用不著你這麼煩
[00:07:13.200 --> 00:07:15.520]  不行,他經常這樣得戚
[00:07:15.520 --> 00:07:16.800]  我有什麼得戚?
[00:07:16.800 --> 00:07:18.560]  大家都覺得他不對
[00:07:18.560 --> 00:07:19.840]  我說你不要生他的氣
[00:07:19.840 --> 00:07:21.600]  不行,我很憎他
[00:07:21.600 --> 00:07:22.720]  這樣也行?
[00:07:22.720 --> 00:07:24.160]  這麼小事憎一輪
[00:07:24.160 --> 00:07:27.040]  你明白嗎?不要為別人的錯懲罰自己
[00:07:27.040 --> 00:07:27.920]  我說怎麼辦?
[00:07:27.920 --> 00:07:28.720]  我不斷生他的氣
[00:07:28.720 --> 00:07:29.840]  我說你很不對
[00:07:29.840 --> 00:07:31.280]  這樣吧,你想他準時
[00:07:31.280 --> 00:07:33.120]  很簡單,提醒他準時
[00:07:33.120 --> 00:07:34.800]  沒用的,提醒了很多次
[00:07:34.800 --> 00:07:37.280]  我說你照顧他
[00:07:37.280 --> 00:07:39.760]  禮拜天早上去他家照顧他
[00:07:39.760 --> 00:07:41.440]  嘩,很難是吧
[00:07:41.440 --> 00:07:43.520]  你約他出來吃早餐
[00:07:43.520 --> 00:07:44.800]  早兩個小時
[00:07:44.800 --> 00:07:46.400]  然後押他回禮拜堂
[00:07:46.400 --> 00:07:47.280]  一定不會遲到
[00:07:47.280 --> 00:07:49.440]  有行動的,你不要生氣
[00:07:49.440 --> 00:07:51.040]  然後到處唱這個人遲到
[00:07:51.040 --> 00:07:52.160]  嘩,就是這樣
[00:07:52.160 --> 00:07:54.080]  好了,不要妒忌
[00:07:54.080 --> 00:07:55.040]  為什麼要妒忌?
[00:07:55.040 --> 00:07:56.480]  有很多事情可以處理
[00:07:56.480 --> 00:07:59.120]  那就是恐懼
[00:07:59.120 --> 00:08:01.680]  就是怕這個人比你厲害
[00:08:01.680 --> 00:08:03.040]  怕他爬你頭
[00:08:03.040 --> 00:08:05.600]  怕他搶你男朋友
[00:08:05.600 --> 00:08:08.080]  總之,於是先發制人
[00:08:08.080 --> 00:08:09.600]  先唱叉他
[00:08:09.600 --> 00:08:12.080]  另外一個就是自卑感
[00:08:12.080 --> 00:08:13.840]  覺得自己不夠別人厲害
[00:08:13.840 --> 00:08:16.240]  然後出一些旁門左道的方法
[00:08:16.240 --> 00:08:17.440]  去踩低別人
[00:08:17.440 --> 00:08:19.120]  當然是控制慾
[00:08:19.120 --> 00:08:20.160]  比較
[00:08:20.160 --> 00:08:22.960]  其實都是心胸狹窄
[00:08:22.960 --> 00:08:24.160]  小器
[00:08:24.160 --> 00:08:25.840]  有些事情放不下
[00:08:25.840 --> 00:08:26.880]  自以為是
[00:08:26.880 --> 00:08:28.640]  很執著,沒有安全感
[00:08:28.640 --> 00:08:30.240]  有些事情就是這樣
[00:08:30.240 --> 00:08:31.360]  有一個朋友
[00:08:31.360 --> 00:08:32.960]  這個人不能交朋友
[00:08:32.960 --> 00:08:33.840]  我說為什麼?
[00:08:33.840 --> 00:08:35.120]  因為我跟他小學同學
[00:08:35.120 --> 00:08:38.400]  他欠我二十元未還
[00:08:38.400 --> 00:08:40.560]  我說是嗎?
[00:08:40.560 --> 00:08:43.040]  我給你吧,你不要生氣
[00:08:43.040 --> 00:08:44.640]  我二十元而已
[00:08:44.640 --> 00:08:45.840]  他說不行,我不喜歡
[00:08:45.840 --> 00:08:47.920]  我想他還給我
[00:08:47.920 --> 00:08:49.280]  那你有沒有提他還?
[00:08:49.280 --> 00:08:51.200]  有,他說沒有欠我
[00:08:51.200 --> 00:08:53.040]  我說是不是真的沒有欠你
[00:08:53.040 --> 00:08:53.920]  他說是欠了我
[00:08:53.920 --> 00:08:54.960]  他說不承認
[00:08:54.960 --> 00:08:55.840]  很生氣
[00:08:55.840 --> 00:08:58.080]  他說到處唱這個人的文人格
[00:08:58.080 --> 00:08:59.120]  我不知道
[00:08:59.120 --> 00:08:59.840]  就是這樣
[00:08:59.840 --> 00:09:00.960]  那何必呢
[00:09:00.960 --> 00:09:02.240]  人就是沒有那樣
[00:09:02.240 --> 00:09:03.360]  是執著那樣
[00:09:03.360 --> 00:09:04.640]  那你就要去生氣
[00:09:04.640 --> 00:09:05.120]  好了
[00:09:05.120 --> 00:09:06.560]  這個就是去報復
[00:09:06.560 --> 00:09:08.560]  你知道有人的地方就有
[00:09:08.560 --> 00:09:10.880]  聖經是非常聰明的
[00:09:10.880 --> 00:09:12.560]  因為是神的話語
[00:09:12.560 --> 00:09:14.240]  《雅各書》三章十六字說
[00:09:14.240 --> 00:09:16.480]  在何處有嫉妒紛爭
[00:09:16.480 --> 00:09:18.160]  在何處就有擾亂
[00:09:18.160 --> 00:09:19.920]  和各樣的壞事
[00:09:19.920 --> 00:09:21.680]  人心就是這樣
[00:09:21.680 --> 00:09:24.400]  這個說壞話的
[00:09:24.400 --> 00:09:27.120]  傳播謠言的人是誰呢
[00:09:27.120 --> 00:09:29.520]  通常是你很熟悉的人
[00:09:29.520 --> 00:09:31.760]  很多時候是你最好的朋友
[00:09:31.760 --> 00:09:33.840]  因為他知道你最多的
[00:09:33.840 --> 00:09:35.040]  因為是你的仇敵
[00:09:35.040 --> 00:09:36.720]  你的最頂
[00:09:36.720 --> 00:09:39.440]  最厲害的仇人
[00:09:39.440 --> 00:09:40.560]  rival
[00:09:40.560 --> 00:09:43.440]  就是很極端
[00:09:43.440 --> 00:09:46.880]  那你最好的朋友就慘了
[00:09:46.880 --> 00:09:48.080]  因為最熟悉你
[00:09:48.080 --> 00:09:50.080]  他最猛了
[00:09:50.080 --> 00:09:51.600]  內容最豐富
[00:09:51.600 --> 00:09:53.200]  他真的要搶你
[00:09:53.200 --> 00:09:54.480]  什麼都說得出
[00:09:54.480 --> 00:09:56.560]  所以很糟糕
[00:09:56.560 --> 00:09:59.200]  很多時候就說
[00:09:59.200 --> 00:10:01.040]  我被人橫刀奪愛
[00:10:01.040 --> 00:10:03.040]  誰是我最好的朋友
[00:10:03.040 --> 00:10:05.120]  帶他出去見男朋友
[00:10:05.120 --> 00:10:08.640]  男朋友看看隔壁那個
[00:10:08.640 --> 00:10:09.520]  然後呢
[00:10:09.520 --> 00:10:10.880]  社交圈子
[00:10:10.880 --> 00:10:12.880]  現在的Facebook很厲害
[00:10:12.880 --> 00:10:14.080]  網絡很厲害
[00:10:14.080 --> 00:10:16.720]  現在不用你自自浸浸
[00:10:16.720 --> 00:10:19.360]  我去德國那裡有些屋很有趣
[00:10:19.360 --> 00:10:21.840]  門口兩邊有兩張石
[00:10:21.840 --> 00:10:23.360]  東西平平的放在那裡
[00:10:23.360 --> 00:10:25.680]  導遊說這些叫gossip chair
[00:10:25.680 --> 00:10:27.600]  閒話椅
[00:10:27.600 --> 00:10:31.200]  主婦出來買完菜就坐在那裡聊天
[00:10:31.200 --> 00:10:32.160]  很受歡迎
[00:10:32.160 --> 00:10:33.920]  每間屋前面都有
[00:10:33.920 --> 00:10:34.800]  多過癮
[00:10:34.800 --> 00:10:35.920]  坐在那裡聊天
[00:10:35.920 --> 00:10:36.960]  這些是娛樂
[00:10:36.960 --> 00:10:37.680]  是快樂
[00:10:37.680 --> 00:10:39.040]  是發洩
[00:10:39.040 --> 00:10:40.400]  叫gossip chair
[00:10:40.400 --> 00:10:41.040]  就是這樣
[00:10:41.040 --> 00:10:42.480]  現在不用了
[00:10:42.480 --> 00:10:44.240]  現在網上你按了Facebook
[00:10:44.240 --> 00:10:45.360]  全世界都知道
[00:10:45.360 --> 00:10:47.200]  Go viral很厲害
[00:10:47.200 --> 00:10:48.400]  很快
[00:10:48.400 --> 00:10:50.000]  所以說話
[00:10:50.000 --> 00:10:51.360]  當然
[00:10:51.360 --> 00:10:55.920]  熟悉的人說特別好
[00:10:55.920 --> 00:10:58.400]  因為大家都認識的人特別有共鳴
[00:10:58.400 --> 00:10:59.120]  對不對
[00:10:59.120 --> 00:11:01.280]  朋友圈子唱人
[00:11:01.280 --> 00:11:03.280]  特別入獄特別過癮
[00:11:03.280 --> 00:11:05.040]  跟生母人你都不認識
[00:11:05.040 --> 00:11:05.840]  不過癮的
[00:11:05.840 --> 00:11:06.640]  說給你聽
[00:11:06.640 --> 00:11:07.360]  對不對
[00:11:07.360 --> 00:11:10.320]  所以同學同事教友
[00:11:10.320 --> 00:11:11.760]  政治的黨友
[00:11:11.760 --> 00:11:13.600]  家庭裡
[00:11:13.600 --> 00:11:15.600]  主婦很厲害
[00:11:15.600 --> 00:11:18.880]  媽媽最喜歡跟子女說
[00:11:18.880 --> 00:11:22.480]  你妹妹這個月沒給我錢
[00:11:22.480 --> 00:11:25.040]  陳醫生他這樣說給我聽
[00:11:25.040 --> 00:11:26.480]  叫你跟妹妹說
[00:11:26.480 --> 00:11:27.920]  我才不做這些事
[00:11:27.920 --> 00:11:29.760]  他為什麼不直接跟妹妹說
[00:11:29.760 --> 00:11:30.560]  就是這樣
[00:11:30.560 --> 00:11:32.240]  所以gossip有這樣的目的
[00:11:32.240 --> 00:11:33.840]  不只是去踩人
[00:11:33.840 --> 00:11:35.920]  還要說給第三第四者
[00:11:35.920 --> 00:11:36.640]  對不起
[00:11:36.640 --> 00:11:37.440]  說給你聽
[00:11:37.440 --> 00:11:39.600]  等你去跟第三第四者說
[00:11:39.600 --> 00:11:41.120]  幫他做些事
[00:11:41.120 --> 00:11:41.920]  很刺激
[00:11:41.920 --> 00:11:46.400]  但是都會相信
[00:11:46.400 --> 00:11:47.600]  我告訴你
[00:11:47.600 --> 00:11:48.560]  未必相信
[00:11:48.560 --> 00:11:50.720]  但他會受影響
[00:11:50.720 --> 00:11:52.240]  半信半疑
[00:11:52.240 --> 00:11:54.640]  可能有些同情心或擔心
[00:11:54.640 --> 00:11:56.160]  他就會去問人
[00:11:56.160 --> 00:11:57.440]  去求證
[00:11:57.440 --> 00:12:02.720]  求證完再說出去
[00:12:02.720 --> 00:12:04.720]  謝謝
[00:12:04.720 --> 00:12:08.160]  這些就是
[00:12:08.160 --> 00:12:10.960]  你說了或多或少
[00:12:10.960 --> 00:12:12.960]  都會受影響
[00:12:12.960 --> 00:12:14.960]  或者你說
[00:12:14.960 --> 00:12:16.960]  他一向都不是這樣的人
[00:12:16.960 --> 00:12:18.960]  他這樣嗎
[00:12:18.960 --> 00:12:20.960]  想不到他是這樣的人
[00:12:20.960 --> 00:12:24.000]  枉我們一場老友記
[00:12:24.000 --> 00:12:25.360]  我還跟他那麼好
[00:12:25.360 --> 00:12:26.240]  你明不明白
[00:12:26.240 --> 00:12:27.120]  就是這樣
[00:12:27.120 --> 00:12:28.320]  一句閒言
[00:12:28.320 --> 00:12:29.920]  可以左右很多東西
[00:12:29.920 --> 00:12:32.480]  可以改變你對這個人的看法
[00:12:32.480 --> 00:12:33.280]  很可怕
[00:12:33.280 --> 00:12:35.920]  我有一個小學五年級的小朋友
[00:12:35.920 --> 00:12:37.920]  他說我是被欺凌的
[00:12:37.920 --> 00:12:39.280]  經常被欺負
[00:12:39.280 --> 00:12:40.560]  什麼欺負
[00:12:40.560 --> 00:12:42.880]  那些人經常說我壞話
[00:12:42.880 --> 00:12:44.880]  我一會告訴你
[00:12:44.880 --> 00:12:46.880]  我都不想重複別人給他的花名
[00:12:46.880 --> 00:12:49.760]  但他說有人幫我的
[00:12:49.760 --> 00:12:51.760]  後來沒人欺負我之後
[00:12:51.760 --> 00:12:52.880]  那些人就跟我說
[00:12:52.880 --> 00:12:54.880]  其實我們都想和你做朋友
[00:12:54.880 --> 00:12:56.880]  不過聽到別人這樣說
[00:12:56.880 --> 00:12:58.480]  你說你的人格那麼差
[00:12:58.480 --> 00:12:59.600]  我們又不敢
[00:12:59.600 --> 00:13:00.560]  你明不明白
[00:13:00.560 --> 00:13:02.560]  即是有沒有證據都好
[00:13:02.560 --> 00:13:04.560]  傷害都是會造成
[00:13:04.560 --> 00:13:09.600]  被矮化被委曲等等
[00:13:09.600 --> 00:13:11.600]  這些人可能會去求證
[00:13:11.600 --> 00:13:12.560]  去問別人
[00:13:12.560 --> 00:13:13.920]  不過或者不求證
[00:13:13.920 --> 00:13:15.440]  都喜歡再說出來
[00:13:15.440 --> 00:13:16.640]  是非當人情
[00:13:16.640 --> 00:13:17.280]  好玩
[00:13:17.280 --> 00:13:19.920]  這些是很好的茶餘飯後的資料
[00:13:19.920 --> 00:13:22.240]  認同也好
[00:13:22.240 --> 00:13:23.600]  被誤導也好
[00:13:23.600 --> 00:13:25.600]  總之會再傳出去
[00:13:25.600 --> 00:13:26.560]  一傳十
[00:13:26.560 --> 00:13:27.520]  十傳百
[00:13:27.520 --> 00:13:28.320]  所以他說
[00:13:28.320 --> 00:13:29.280]  feeds on
[00:13:29.280 --> 00:13:30.320]  或者fuse
[00:13:30.320 --> 00:13:32.560]  即是燃料
[00:13:32.560 --> 00:13:34.880]  是很燒的
[00:13:34.880 --> 00:13:37.120]  因為你給燃料人燒
[00:13:37.120 --> 00:13:39.120]  人有很多好奇心
[00:13:39.120 --> 00:13:41.120]  好想多知別人的私隱
[00:13:41.120 --> 00:13:44.240]  更多東西去爆料給人聽
[00:13:44.240 --> 00:13:45.280]  是很過癮的
[00:13:45.280 --> 00:13:46.720]  是很優越感的
[00:13:46.720 --> 00:13:50.960]  所以人喜歡聽這些傳言
[00:13:50.960 --> 00:13:53.680]  被說的心態是怎樣呢
[00:13:53.680 --> 00:13:55.680]  慘了 victim
[00:13:55.680 --> 00:13:57.680]  別人是未必說真的
[00:13:57.680 --> 00:14:00.560]  但怎樣也受影響
[00:14:00.560 --> 00:14:02.560]  慘在無法澄清
[00:14:02.560 --> 00:14:04.560]  別人已經入腦了
[00:14:04.560 --> 00:14:07.520]  第一時間已經聽到關於你負面的東西
[00:14:07.520 --> 00:14:09.520]  無論真實或不真實
[00:14:09.520 --> 00:14:11.520]  都是有骨有諷刺
[00:14:11.520 --> 00:14:13.520]  真假難辨
[00:14:13.520 --> 00:14:15.520]  影響力很慘
[00:14:15.520 --> 00:14:17.520]  假的話很受委屈
[00:14:17.520 --> 00:14:19.520]  很心意著抑鬱
[00:14:19.520 --> 00:14:21.520]  憤憤不平
[00:14:21.520 --> 00:14:23.520]  很憤怒很緊張
[00:14:23.520 --> 00:14:25.520]  驚恐不安
[00:14:25.520 --> 00:14:27.520]  後果你太糟糕了
[00:14:27.520 --> 00:14:29.520]  你知不知道
[00:14:29.520 --> 00:14:31.520]  那個人經常不肯做OT
[00:14:31.520 --> 00:14:33.520]  或者他經常做OT
[00:14:33.520 --> 00:14:35.520]  做OT不好
[00:14:35.520 --> 00:14:37.520]  人家都不用做
[00:14:37.520 --> 00:14:39.520]  看你怎樣看
[00:14:39.520 --> 00:14:41.520]  他經常又不行
[00:14:41.520 --> 00:14:43.520]  等等很不行
[00:14:43.520 --> 00:14:45.520]  總之說甚麼都糟糕
[00:14:45.520 --> 00:14:47.520]  可能會解僱你
[00:14:47.520 --> 00:14:49.520]  不知道朋友怎樣看你
[00:14:49.520 --> 00:14:51.520]  那些朋友跟我說散硬
[00:14:51.520 --> 00:14:53.520]  針研
[00:14:53.520 --> 00:14:55.520]  他說
[00:14:55.520 --> 00:14:57.520]  十八節
[00:14:57.520 --> 00:14:59.520]  造謠者的話如同美食
[00:14:59.520 --> 00:15:01.520]  深入人的肚腹
[00:15:01.520 --> 00:15:03.520]  即是
[00:15:03.520 --> 00:15:05.520]  造謠者的說話
[00:15:05.520 --> 00:15:07.520]  別人喜歡聽
[00:15:07.520 --> 00:15:09.520]  還要深入肚腹
[00:15:09.520 --> 00:15:11.520]  發展很深的影響力
[00:15:11.520 --> 00:15:13.520]  所以
[00:15:13.520 --> 00:15:15.520]  那件事距離事實越大
[00:15:15.520 --> 00:15:17.520]  對被說的人的傷害
[00:15:17.520 --> 00:15:19.520]  是越深
[00:15:19.520 --> 00:15:21.520]  因為對事實不相符
[00:15:21.520 --> 00:15:23.520]  越覺冤枉越委屈
[00:15:23.520 --> 00:15:25.520]  就越淒涼越痛苦
[00:15:25.520 --> 00:15:27.520]  越痛心越難受
[00:15:27.520 --> 00:15:29.520]  無辜受害
[00:15:29.520 --> 00:15:31.520]  那怎麼辦
[00:15:31.520 --> 00:15:33.520]  我告訴你
[00:15:33.520 --> 00:15:35.520]  人們經常說
[00:15:35.520 --> 00:15:37.520]  父母怎樣對兒女
[00:15:37.520 --> 00:15:39.520]  學校怎樣對
[00:15:39.520 --> 00:15:41.520]  其實不是
[00:15:41.520 --> 00:15:43.520]  是自己對這些事
[00:15:43.520 --> 00:15:45.520]  很多人不經不覺
[00:15:45.520 --> 00:15:47.520]  批評少少
[00:15:47.520 --> 00:15:49.520]  說些不對的
[00:15:49.520 --> 00:15:51.520]  他覺得非常委屈
[00:15:51.520 --> 00:15:53.520]  就走去天坎
[00:15:53.520 --> 00:15:55.520]  甚麼原因
[00:15:55.520 --> 00:15:57.520]  又說不要經常賴學校
[00:15:57.520 --> 00:15:59.520]  其實學校好到不得了
[00:15:59.520 --> 00:16:01.520]  這些謠言是很強
[00:16:01.520 --> 00:16:03.520]  很厲害
[00:16:03.520 --> 00:16:05.520]  正是因為他無根據
[00:16:05.520 --> 00:16:07.520]  不需要根據就爆出來
[00:16:07.520 --> 00:16:09.520]  這些謠言的問題
[00:16:09.520 --> 00:16:11.520]  會越傳越錯
[00:16:11.520 --> 00:16:13.520]  小時候大家都玩過傳話的遊戲
[00:16:13.520 --> 00:16:15.520]  很有趣
[00:16:15.520 --> 00:16:17.520]  我講一句給你聽
[00:16:17.520 --> 00:16:19.520]  這些事實不是我編的
