
[00:00:00.000 --> 00:00:02.360]  好 各位親愛的弟兄姊妹 大家主事平安
[00:03:42.680 --> 00:03:44.680]  原來不動的東西竟然會動啊
[00:03:44.680 --> 00:03:47.880]  給我給我帶來了很大的這種詫異
[00:03:47.880 --> 00:03:51.280]  不過到今天爲止呢
[00:03:51.280 --> 00:03:55.640]  我其實都一直都非常關注這種地震的事情啊
[00:03:55.640 --> 00:03:59.360]  我在日本留學的時候也是經常經歷日本的地震的等等
[00:03:59.360 --> 00:04:04.200]  我這次去日本的寫作休假就是去年半年
[00:04:04.200 --> 00:04:06.800]  也是適逢日本呢
[00:04:06.800 --> 00:04:09.440]  預告他的大地震即將到來的時候
[00:04:09.440 --> 00:04:13.200]  所以日本的全國全民都在進行各種的預備啊
[00:04:13.200 --> 00:04:15.680]  其實地震呢
[00:04:15.680 --> 00:04:18.560]  他最重要的是那個預報
[00:04:18.560 --> 00:04:22.080]  那是一個非常重要的一個關鍵時刻
[00:04:22.080 --> 00:04:23.000]  就是非常寶貴
[00:04:23.000 --> 00:04:24.520]  如果能夠預報的話
[00:04:24.520 --> 00:04:26.920]  他可以拯救很多人的生命
[00:04:26.920 --> 00:04:27.800]  但是預報呢
[00:04:27.800 --> 00:04:28.960]  在今天的科學呢
[00:04:28.960 --> 00:04:30.720]  又是非常不易能夠辦到的
[00:04:30.720 --> 00:04:32.440]  當然啊
[00:04:32.440 --> 00:04:36.160]  本着關就不如民舊不如自救的這種辦法呢
[00:04:36.160 --> 00:04:39.040]  我想當年我1976年的北京人呢
[00:04:39.040 --> 00:04:39.680]  那時候呢
[00:04:39.680 --> 00:04:41.440]  家家都吊着個線錘
[00:04:41.440 --> 00:04:43.560]  我不知道大家知道線錘是什麼呀
[00:04:43.560 --> 00:04:50.400]  就是你看過蓋房子的人拉條線底下有一個金屬的一個圓錐體啊
[00:04:50.400 --> 00:04:51.640]  他吊在那裏
[00:04:51.640 --> 00:04:54.680]  量那個牆是不是蓋着正直啊
[00:04:54.680 --> 00:04:55.600]  所以那個線錘呢
[00:04:55.600 --> 00:04:59.800]  每家都有一個沒事就在那盯着看着線錘動不動啊
[00:04:59.800 --> 00:05:00.320]  而且呢
[00:05:00.320 --> 00:05:03.760]  當年北京家家的幾乎都開始養寵物
[00:05:03.760 --> 00:05:06.000]  最損的就是也養鋼鯨魚啊
[00:05:06.000 --> 00:05:09.160]  不是說北京人那時候開始喜歡寵物了
[00:05:09.160 --> 00:05:09.720]  而是呢
[00:05:09.720 --> 00:05:13.840]  他們是想透過這些寵物的反應看看有沒有地震啊
[00:05:13.840 --> 00:05:14.480]  據說呢
[00:05:14.480 --> 00:05:16.680]  這個比科學家報的準啊
[00:05:16.680 --> 00:05:17.320]  所以大家呢
[00:05:17.320 --> 00:05:18.800]  就都養點什麼東西
[00:05:18.800 --> 00:05:20.720]  那麼地震呢
[00:05:20.720 --> 00:05:24.440]  其實真是預報是科學的難題啊
[00:05:24.440 --> 00:05:27.800]  現在的科學分可以說是提早預報
[00:05:27.800 --> 00:05:31.320]  比如說有長期的預報就是十年前就開始了
[00:05:31.320 --> 00:05:32.680]  日本常做這個事啊
[00:05:32.680 --> 00:05:34.880]  就十年前就開始預報
[00:05:34.880 --> 00:05:37.200]  那麼提前一兩年的叫中期預報
[00:05:37.200 --> 00:05:37.720]  然後呢
[00:05:37.720 --> 00:05:38.960]  提前三個月的呢
[00:05:38.960 --> 00:05:41.200]  就叫短期的預報
[00:05:41.200 --> 00:05:41.920]  如果是
[00:05:41.920 --> 00:05:46.680]  在這個十天左右就開始有預報了
[00:05:46.680 --> 00:05:49.200]  那就叫做臨陣預報
[00:05:49.200 --> 00:05:52.280]  那雖然有一些成功的經驗或者是先例
[00:05:52.280 --> 00:05:56.600]  但是你說預報到六七級大地震能夠準確預報的個案
[00:05:56.600 --> 00:05:59.560]  今天非常少見的非常少
[00:05:59.560 --> 00:06:01.640]  所以如果我現在假設
[00:06:01.640 --> 00:06:03.640]  我假設如果有一天
[00:06:03.640 --> 00:06:07.080]  我們很成功的就預報大地震了
[00:06:07.080 --> 00:06:08.640]  當你知道呢
[00:06:08.640 --> 00:06:10.680]  一個未來十年
[00:06:10.680 --> 00:06:12.280]  你所在這個城市呢
[00:06:12.280 --> 00:06:14.480]  有八級強震的話
[00:06:14.480 --> 00:06:15.680]  你會如何的預備呢
[00:06:15.680 --> 00:06:19.000]  假設我這是假設啊
[00:06:19.000 --> 00:06:22.160]  但說不定你就會考慮到那我搬到另一個城市了
[00:06:22.160 --> 00:06:23.080]  對不對
[00:06:23.080 --> 00:06:24.280]  但是這麼大一個決定
[00:06:24.280 --> 00:06:30.280]  你還是不能夠全家一下就下決心連根拔除這全家人都走對吧
[00:06:30.280 --> 00:06:32.760]  所以你就至少那觀察幾年吧
[00:06:32.760 --> 00:06:35.960]  好等到又有預報了
[00:06:35.960 --> 00:06:39.440]  中期的一到兩年之內
[00:06:39.440 --> 00:06:41.720]  之後的這個城市會有大地震
[00:06:41.720 --> 00:06:43.680]  你那時候怎麼辦呢
[00:06:43.680 --> 00:06:47.440]  恐怕你已經選中了你要遷徙的城市了吧
[00:06:47.440 --> 00:06:49.200]  你瞄準了當地的某項工作
[00:06:49.200 --> 00:06:54.480]  甚至你考慮到你把家安在哪個小區方便你生活工作和你孩子上學對吧
[00:06:54.480 --> 00:07:01.800]  如果遇遇到這個接下來的預報就是到未來三個月
[00:07:03.440 --> 00:07:04.640]  就要震了
[00:07:04.640 --> 00:07:08.120]  我想可能那時候你已經找好那個城市的樓盤了
[00:07:08.120 --> 00:07:09.560]  你已經找好租好房子
[00:07:09.560 --> 00:07:10.920]  我買好房子了
[00:07:10.920 --> 00:07:13.000]  你開始寄出你的家檔了
[00:07:13.000 --> 00:07:13.400]  對不對
[00:07:13.400 --> 00:07:14.280]  託運啊
[00:07:14.280 --> 00:07:16.320]  你的家檔過去了
[00:07:16.320 --> 00:07:21.320]  那麼當地震進入了倒計時的階段未來十天就要震了
[00:07:21.320 --> 00:07:25.280]  我想你全家就已經上車了吧
[00:07:25.280 --> 00:07:26.880]  坐飛機坐火車走了吧
[00:07:26.880 --> 00:07:28.280]  已經那個時候
[00:07:28.280 --> 00:07:29.760]  所以呢
[00:07:29.760 --> 00:07:34.400]  這就是我們人類如果說有預測有災難發生的話
[00:07:34.400 --> 00:07:37.200]  我們一般來說會有這樣正常的反應
[00:07:37.200 --> 00:07:39.800]  當然你也見過有些人就是什麼都不立呢
[00:07:39.800 --> 00:07:41.200]  我就是雷打不動
[00:07:41.200 --> 00:07:42.720]  愛咋咋地啊
[00:07:42.720 --> 00:07:44.600]  也沒什麼財產我就不走了
[00:07:44.600 --> 00:07:49.760]  其實我在東京也看到很多人就沒覺得他也沒辦法
[00:07:49.760 --> 00:07:51.360]  因爲他也不想走哪去啊
[00:07:51.360 --> 00:07:53.560]  就是無所謂
[00:07:53.560 --> 00:07:54.720]  但實際上呢
[00:07:54.720 --> 00:07:59.480]  我想一般情況下人都會做出剛纔我說的可能的一些步驟
[00:07:59.480 --> 00:08:01.960]  把這個損失呢降到最低
[00:08:01.960 --> 00:08:03.600]  讓自己的這個生存率呢
[00:08:03.600 --> 00:08:04.800]  能夠提到最高
[00:08:04.800 --> 00:08:08.440]  但如果大災難即將來臨
[00:08:08.440 --> 00:08:11.240]  卻不知道具體的時間的話
[00:08:11.240 --> 00:08:12.760]  只是告訴你啊
[00:08:12.760 --> 00:08:15.200]  我們可能時間不多了啊
[00:08:15.200 --> 00:08:16.520]  你會如何反應呢
[00:08:16.520 --> 00:08:21.200]  可能你真的會放下手中一些的事
[00:08:21.200 --> 00:08:23.520]  你就會拼命去找一些避難的辦法吧
[00:08:23.520 --> 00:08:26.560]  至少是不是起碼買幾袋米是不是
[00:08:27.960 --> 00:08:29.760]  那陸家筆下
[00:08:29.760 --> 00:08:32.760]  他從第九章的51節開始呢
[00:08:32.760 --> 00:08:34.480]  就進入到一個敘事當中
[00:08:34.480 --> 00:08:37.360]  就是耶穌基督最後一次踏上去聖城的路
[00:08:37.360 --> 00:08:40.400]  那你就看到他的筆調呢
[00:08:40.400 --> 00:08:43.120]  就是鋪陳出來一種緊張的氣氛
[00:08:43.120 --> 00:08:46.240]  越來越濃厚這種緊張的氣氛
[00:08:46.240 --> 00:08:52.920]  不僅耶穌和他所帶的門徒這個羣體和當地的猶太人的精英衝突在升級啊
[00:08:52.920 --> 00:08:55.320]  就連耶穌所宣講的信息
[00:08:55.320 --> 00:08:58.200]  甚至他的情緒都慢慢在升溫
[00:08:58.200 --> 00:09:02.040]  尤其是進入到12章之後呢
[00:09:02.040 --> 00:09:05.040]  那麼審判就成爲他宣講的一個大前提了
[00:09:05.040 --> 00:09:07.960]  我今天看12章
[00:09:07.960 --> 00:09:10.440]  看46節的時候就耶穌就提到說
[00:09:10.440 --> 00:09:13.240]  在想不到的日子不知道的時辰
[00:09:13.240 --> 00:09:14.440]  那個審判就到了
[00:09:14.440 --> 00:09:17.040]  五十節12章的五十節呢
[00:09:17.040 --> 00:09:19.960]  耶穌又表達說自己的心情是多麼的焦急呀
[00:09:19.960 --> 00:09:25.280]  他在迫切的提醒猶太人要分辨這個時代之後呢
[00:09:25.280 --> 00:09:27.080]  耶穌又告訴用了個比喻
[00:09:27.080 --> 00:09:28.760]  說你的冤家還在路上呢
[00:09:28.760 --> 00:09:29.480]  就意思呢
[00:09:29.480 --> 00:09:30.840]  就暗示呢
[00:09:30.840 --> 00:09:32.080]  你時間不多了
[00:09:32.080 --> 00:09:34.440]  人家告你的人已經上了路了哈
[00:09:34.440 --> 00:09:37.120]  你想想你這所剩的時間還有多少
[00:09:37.120 --> 00:09:41.840]  所以他旨在於呼籲這些人要快快的悔改
[00:09:41.840 --> 00:09:43.360]  及時的悔改
[00:09:43.360 --> 00:09:44.640]  順着這個文脈呢
[00:09:44.640 --> 00:09:46.480]  我們就來到今天要聆聽的經文了
[00:09:46.480 --> 00:09:48.000]  就十三章的一到九節
[00:09:48.000 --> 00:09:51.360]  路加的透過這段文字
[00:09:51.360 --> 00:09:56.920]  上面將這個所有前面我剛纔提到了12章裏面的那些情況呢
[00:09:56.920 --> 00:09:59.640]  更加明確的表達出來了
[00:09:59.640 --> 00:10:03.000]  首先我們看一到五節
[00:10:03.000 --> 00:10:04.720]  這是一個危機的警告啊
[00:10:04.720 --> 00:10:06.840]  你看到這段呢
[00:10:06.840 --> 00:10:13.080]  第一節一開始四個字正當那時就把下面要講的那個內容呢
[00:10:13.080 --> 00:10:15.760]  緊緊的和12章上面的內容呢
[00:10:15.760 --> 00:10:17.800]  合在一起上面呢
[00:10:17.800 --> 00:10:20.040]  是那個冤家和解的比喻
[00:10:20.040 --> 00:10:22.320]  就是你冤家已經在路上要告你了
[00:10:22.320 --> 00:10:23.320]  所以時間很緊迫
[00:10:23.320 --> 00:10:25.080]  趕緊和他和解
[00:10:25.080 --> 00:10:26.160]  接下來呢
[00:10:26.160 --> 00:10:29.480]  就銜接上哈就正當說這話的時候呢
[00:10:29.480 --> 00:10:31.600]  路加就顯然就是有意呢
[00:10:31.600 --> 00:10:34.440]  讓你把這個脈絡聯繫在一起來看
[00:10:34.440 --> 00:10:39.680]  他開始正在講完這個比喻的時候呢
[00:10:39.680 --> 00:10:41.400]  這個時候有人來了
[00:10:41.400 --> 00:10:45.240]  而從原文的你看到有人應該加個來字就好了
[00:10:45.240 --> 00:10:46.560]  因爲他有個動詞來嗎
[00:10:46.560 --> 00:10:55.040]  有人來將比拉多將加利地人的血摻雜在他們的祭物當中的事呢
[00:10:55.040 --> 00:10:56.160]  來告訴耶穌
[00:10:56.160 --> 00:10:56.840]  這個來呢
[00:10:56.840 --> 00:10:59.760]  在原文裏面看的不是說他一直在場
[00:10:59.760 --> 00:11:03.520]  這幫人是突然來的是來打岔來的
[00:11:03.520 --> 00:11:04.880]  就耶穌正講着呢
[00:11:04.880 --> 00:11:05.640]  來了一波人
[00:11:05.640 --> 00:11:09.640]  他們告訴這個消息
[00:11:09.640 --> 00:11:11.040]  這個第一節剛纔我說了
[00:11:11.040 --> 00:11:13.200]  其實是原文的旨意啊
[00:11:13.200 --> 00:11:14.560]  他意思是什麼呢
[00:11:14.560 --> 00:11:17.880]  意思就是這些有些加利地人在獻祭的時候
[00:11:17.880 --> 00:11:19.920]  被比羅的比拉多給殺了
[00:11:19.920 --> 00:11:25.720]  不是比拉多殺完了滿血給混男人祭品不是就是表示他殺了幫人
[00:11:25.720 --> 00:11:26.800]  這幫人幹嘛呢
[00:11:26.800 --> 00:11:29.440]  正在獻祭的時候是被殺了
[00:11:29.440 --> 00:11:33.960]  作爲駐守猶太猶大啊
[00:11:33.960 --> 00:11:38.720]  還有薩馬利亞的這個地區的羅馬巡撫比拉多呢
[00:11:38.720 --> 00:11:41.080]  他有責任在每逢節期的時候
[00:11:41.080 --> 00:11:44.440]  他得坐在坐鎮在聖殿的附近
[00:11:44.440 --> 00:11:47.440]  來監察着這些猶太人聚集
[00:11:47.440 --> 00:11:52.920]  因爲你知道聚集不是一點半點幾萬人聚集是非常危險的
[00:11:52.920 --> 00:11:56.800]  當年修黃河元代元順地的時候
[00:11:56.800 --> 00:11:59.400]  二十六萬人聚集就沒事
[00:11:59.400 --> 00:12:02.640]  有人埋了個石頭人在那挑動黃河天下反了
[00:12:02.640 --> 00:12:06.160]  人大聚集的時候是一個非常危險的時候
[00:12:06.160 --> 00:12:09.480]  所以比拉多有責任去坐鎮去監視
[00:12:09.480 --> 00:12:11.720]  而且他對猶太人又不是很友好
[00:12:13.200 --> 00:12:16.440]  他常常的發生這種流血衝突事件
[00:12:16.440 --> 00:12:17.400]  只不過這次呢
[00:12:17.400 --> 00:12:19.440]  又來了一件又來了一次
[00:12:19.440 --> 00:12:23.040]  他殺了一些前來獻祭的伽利利人
[00:12:23.040 --> 00:12:28.040]  那這些人來報信給耶穌
[00:12:28.040 --> 00:12:30.800]  你想想耶穌面對的一種什麼情景呢
[00:12:30.800 --> 00:12:32.400]  耶穌要怎麼樣的回應呢
[00:12:32.400 --> 00:12:37.800]  這些報信來的人和周圍的人或許呢
[00:12:37.800 --> 00:12:41.120]  都有一種情緒
[00:12:41.120 --> 00:12:42.560]  有一種潛在的壓力
[00:12:42.560 --> 00:12:45.360]  別忘了耶穌的門徒裏面有分瑞黨人
[00:12:45.360 --> 00:12:48.600]  分瑞黨人是極端仇視猶大政府
[00:12:48.600 --> 00:12:50.520]  不是這個羅馬政府的嗎
[00:12:50.520 --> 00:12:53.520]  有了這種殘害他們自己同胞的事情
[00:12:53.520 --> 00:12:55.360]  這些人很生氣是很自然的
[00:12:55.360 --> 00:12:58.000]  所以就有一種潛在的壓力
[00:12:58.000 --> 00:12:59.160]  這種潛在壓力呢
[00:12:59.160 --> 00:13:04.160]  就是有點迫使耶穌要做出政治性表態那樣的一種壓力
[00:13:04.160 --> 00:13:08.960]  他們期待着耶穌起來反對羅馬帝國的暴政
[00:13:09.960 --> 00:13:14.400]  反對羅馬帝國在以色列的這種殖民統治
[00:13:14.400 --> 00:13:16.920]  他作爲大魏的子孫
[00:13:16.920 --> 00:13:20.280]  能夠帶領了子民把這些羅馬人都趕走
[00:13:20.280 --> 00:13:21.720]  重建大魏的國
[00:13:21.720 --> 00:13:24.160]  那才證明他就是彌賽亞的
[00:13:24.160 --> 00:13:24.560]  對不對
[00:13:24.560 --> 00:13:30.760]  所以這類分瑞黨人的激進的主張和行動
[00:13:30.760 --> 00:13:33.240]  如果耶穌真的做了
[00:13:33.240 --> 00:13:36.040]  可能這次對他來說是個機會
[00:13:36.040 --> 00:13:36.840]  對不對
[00:13:36.840 --> 00:13:42.360]  他這個機會可能贏得大量的猶太人的掌聲鮮花和跟隨擁戴
[00:13:42.360 --> 00:13:48.520]  他肯定馬上就立馬就被這些猶太人認定
[00:13:48.520 --> 00:13:52.000]  他就是真的彌賽亞是他們盼望已久的那一位
[00:13:52.000 --> 00:13:55.000]  但是耶穌呢
[00:13:55.000 --> 00:14:04.920]  他完全不理會這件事情本身造成的這種政治後果和這些人的潛在的期待
[00:14:06.080 --> 00:14:11.400]  他也不會爲這些潛在的民心民情民意的所左右
[00:14:11.400 --> 00:14:13.720]  因爲他自己知道自己的身份是誰
[00:14:13.720 --> 00:14:15.360]  他也知道他是來幹嘛的
[00:14:15.360 --> 00:14:16.520]  他的使命是什麼
[00:14:16.520 --> 00:14:18.000]  他完全能把握得住
[00:14:18.000 --> 00:14:22.360]  所以耶穌的完全不理這套
[00:14:22.360 --> 00:14:31.760]  他甚至沒有繼續談這件事情對於由羅馬的統治或者猶太人的生存處境有什麼影響
[00:14:31.760 --> 00:14:32.400]  他都不談
[00:14:33.720 --> 00:14:37.080]  他來是宣告天國將臨的福音的
[00:14:37.080 --> 00:14:40.960]  他關注的是這些猶太人的屬靈的生命
[00:14:40.960 --> 00:14:43.960]  所以他就直接點出了這些人的生命當中呢
[00:14:43.960 --> 00:14:47.800]  其實有一個認知的誤區或者認知的錯誤
[00:14:47.800 --> 00:14:53.360]  當時的人或者現在的人可能都有一種假設
[00:14:53.360 --> 00:14:55.840]  現在的基督徒可能也有這種假設
[00:14:55.840 --> 00:14:58.560]  我說來看看你們有沒有這種想法
[00:14:58.560 --> 00:15:03.880]  就是那個災難降臨到一些有人受害
[00:15:03.880 --> 00:15:07.640]  那肯定是跟罪有關的是吧
[00:15:07.640 --> 00:15:14.200]  就是這種災難降臨的受害者身上和他們的罪孽是有一種必然的聯繫
[00:15:14.200 --> 00:15:20.880]  所以因此的他們會將這些獻祭的時候被殺的這些猶太人呢
[00:15:20.880 --> 00:15:22.320]  看作是他一定是犯罪
[00:15:22.320 --> 00:15:23.000]  得罪神了
[00:15:23.000 --> 00:15:24.160]  神不悅納他的祭
[00:15:24.160 --> 00:15:25.840]  所以他在獻祭的時候被殺了
[00:15:27.280 --> 00:15:28.880]  而這種認知背後呢
[00:15:28.880 --> 00:15:31.920]  你想想是不是還有一種潛在的一種
[00:15:31.920 --> 00:15:33.240]  一種傲慢
[00:15:33.240 --> 00:15:33.920]  一種驕傲
[00:15:33.920 --> 00:15:35.800]  就是我自己沒有遇難
[00:15:35.800 --> 00:15:38.480]  我沒遇到這種倒黴事
[00:15:38.480 --> 00:15:39.960]  那我就是清白
[00:15:39.960 --> 00:15:42.240]  我比那些被殺的人更加清白
[00:15:42.240 --> 00:15:47.320]  所以耶穌很知道了這些自以爲意的人
[00:15:47.320 --> 00:15:50.360]  他們心態是非常的危險
[00:15:52.640 --> 00:15:58.120]  因爲這種心態呢是一種導致他遠離神的罪
[00:15:58.120 --> 00:16:00.920]  他的對人的戕害甚至比羅馬人的殺
[00:16:00.920 --> 00:16:03.320]  殺戮還更加的兇殘
[00:16:03.320 --> 00:16:06.920]  因爲屬靈的驕傲呢
[00:16:06.920 --> 00:16:09.440]  是讓人遠離神的福音的
[00:16:09.440 --> 00:16:11.800]  於是呢
[00:16:11.800 --> 00:16:14.720]  耶穌就毫不猶豫的一針見血的指出來
[00:16:14.720 --> 00:16:16.600]  這些人心中有個隱情
[00:16:16.600 --> 00:16:19.320]  耶穌馬上揭話茬
[00:16:19.320 --> 00:16:20.120]  就是第二節
[00:16:21.120 --> 00:16:25.240]  就是你們以爲這些被害的伽利利人
[00:16:25.240 --> 00:16:28.160]  比其他的伽利利人更加的有罪
[00:16:28.160 --> 00:16:28.520]  對不對
[00:16:28.520 --> 00:16:33.040]  所以受這種殺害對嗎
[00:16:33.040 --> 00:16:35.160]  耶穌把這個事說的非常白
[00:16:35.160 --> 00:16:36.480]  一下就挑明瞭
[00:16:36.480 --> 00:16:38.200]  然後他就斷然的否定
[00:16:38.200 --> 00:16:41.160]  三節
[00:16:41.160 --> 00:16:45.080]  我告訴你不是的非常清楚的否定
[00:16:45.080 --> 00:16:46.200]  這個不是的
[00:16:46.200 --> 00:16:49.400]  其實耶穌不是在說這些人沒罪
[00:16:51.640 --> 00:16:55.360]  不是說這些受害的人是無辜的是沒罪的
[00:16:55.360 --> 00:16:57.240]  耶穌沒有說這個不是的
[00:16:57.240 --> 00:17:01.240]  按照耶穌的一貫的作風了
[00:17:01.240 --> 00:17:05.680]  耶穌在說話的時候很直白就說道
[00:17:05.680 --> 00:17:12.880]  你們沒有看到他們的死跟他們最有必然的聯繫
[00:17:12.880 --> 00:17:16.880]  你們也沒有證明自己呢
[00:17:16.880 --> 00:17:18.360]  沒有遇害是清白的
[00:17:20.960 --> 00:17:27.040]  而且耶穌的風格就是凡是遇到人問別人的事的時候
[00:17:27.040 --> 00:17:32.120]  耶穌都把這話題引到提出問題的人身上
[00:17:32.120 --> 00:17:33.120]  讓他關注自己
[00:17:33.120 --> 00:17:34.400]  你不要關注別人
[00:17:34.400 --> 00:17:36.000]  那個人不是沒有問題
[00:17:36.000 --> 00:17:37.840]  但是你看看你自己的問題線
[00:17:37.840 --> 00:17:46.880]  他把這些人的眼目去關注到自己需要悔改的事實上面來
[00:17:46.880 --> 00:17:48.760]  所以第三節的最後就說
[00:17:48.760 --> 00:17:51.520]  你們若不悔改的都要如此滅亡
[00:17:51.520 --> 00:17:53.000]  其實耶穌的意思很清楚
[00:17:53.000 --> 00:17:54.240]  就是如果你們不悔改的話
[00:17:54.240 --> 00:17:58.240]  你跟那些人一樣最終是要會滅亡的
[00:17:58.240 --> 00:18:04.280]  接下來耶穌又舉出另外的一個事件來
[00:18:04.280 --> 00:18:08.440]  這些事件想必那些在場的人都知道
[00:18:08.440 --> 00:18:11.760]  就是從前不知道哪年
[00:18:11.760 --> 00:18:13.880]  就發生了一件大慘案
[00:18:13.880 --> 00:18:15.840]  當地新聞都有報道
[00:18:15.840 --> 00:18:18.920]  大家都知道就是希羅亞的樓倒塌了
[00:18:18.920 --> 00:18:20.480]  壓死了18個人
[00:18:20.480 --> 00:18:21.600]  同樣道理說
[00:18:21.600 --> 00:18:28.000]  你們以爲那些人比一切住在耶路撒冷的人更加有罪嗎
[00:18:28.000 --> 00:18:28.800]  這是第四節
[00:18:28.800 --> 00:18:31.200]  耶穌同樣問了一個同等的問題
[00:18:31.200 --> 00:18:36.560]  結論又重複了上面跟上面完全一樣
[00:18:36.560 --> 00:18:38.040]  句子都是完全一樣
[00:18:38.040 --> 00:18:39.280]  說我告訴你不是的
[00:18:39.280 --> 00:18:42.680]  你們若不悔改都要如此滅亡
[00:18:42.680 --> 00:18:46.920]  第五節重要的話就說了兩遍
[00:18:46.920 --> 00:18:47.200]  對不對
[00:18:47.200 --> 00:18:48.040]  耶穌也一樣
[00:18:48.040 --> 00:18:52.040]  把重要的話完全重複了兩遍
[00:18:52.040 --> 00:18:54.600]  所以在這裏呢
[00:18:54.600 --> 00:18:56.320]  請大家特別留意啊
[00:18:56.320 --> 00:18:59.120]  有一點耶穌在對誰說這些話呢
[00:18:59.120 --> 00:19:04.160]  不要忘記聚在他面前的人都是猶太人
[00:19:04.160 --> 00:19:07.920]  他們是神的子民
[00:19:07.920 --> 00:19:12.680]  與神有約承受神所賜的身份
[00:19:12.680 --> 00:19:13.960]  就是兒子的身份
[00:19:13.960 --> 00:19:15.160]  子民的身份
[00:19:15.160 --> 00:19:16.000]  榮耀
[00:19:16.000 --> 00:19:16.840]  諸約
[00:19:16.840 --> 00:19:17.880]  律法
