
[00:00:00.000 --> 00:00:05.000]  願意我們在新一年一同作為合乎神心意的群體
[00:02:42.000 --> 00:02:45.000]  他在紐約開車是很緊張
[00:02:45.000 --> 00:02:46.000]  一個開車
[00:02:46.000 --> 00:02:47.000]  另外一個要幫他看路
[00:02:47.000 --> 00:02:48.000]  轉了沒有
[00:02:48.000 --> 00:02:49.000]  現在可以轉了
[00:02:49.000 --> 00:02:50.000]  快點轉下去
[00:02:50.000 --> 00:02:51.000]  先拿著那裡
[00:02:51.000 --> 00:02:53.000]  離開了兩天
[00:02:53.000 --> 00:02:55.000]  他們整個放鬆了
[00:02:55.000 --> 00:02:57.000]  可以想像到他們
[00:02:57.000 --> 00:03:00.000]  面對一個不熟悉的路面情況
[00:03:00.000 --> 00:03:01.000]  交通情況很不同
[00:03:01.000 --> 00:03:03.000]  他們很緊張
[00:03:03.000 --> 00:03:05.000]  我聽我表弟說
[00:03:05.000 --> 00:03:06.000]  試過有一次
[00:03:06.000 --> 00:03:08.000]  我阿姨在紐約開車的時候
[00:03:08.000 --> 00:03:09.000]  她開著開著
[00:03:09.000 --> 00:03:10.000]  她真的受不了
[00:03:10.000 --> 00:03:12.000]  我不開了
[00:03:12.000 --> 00:03:13.000]  就停在路中心
[00:03:13.000 --> 00:03:15.000]  你不可以停在那裡
[00:03:15.000 --> 00:03:17.000]  後面的車就不斷向安
[00:03:17.000 --> 00:03:18.000]  要移動
[00:03:18.000 --> 00:03:22.000]  她覺得很難控制
[00:03:22.000 --> 00:03:23.000]  不知道怎樣處理
[00:03:23.000 --> 00:03:26.000]  這個困局太大的困擾的時候
[00:03:26.000 --> 00:03:27.000]  她就放棄了
[00:03:27.000 --> 00:03:28.000]  不走了
[00:03:28.000 --> 00:03:29.000]  燒了標示
[00:03:29.000 --> 00:03:30.000]  停在那裡
[00:03:30.000 --> 00:03:33.000]  聽起來也有些搞笑
[00:03:33.000 --> 00:03:35.000]  但是我們回想
[00:03:35.000 --> 00:03:37.000]  其實我們有時候也可能會這樣
[00:03:37.000 --> 00:03:38.000]  某些位置我受不了
[00:03:38.000 --> 00:03:39.000]  老闆了
[00:03:39.000 --> 00:03:40.000]  我不走了
[00:03:40.000 --> 00:03:41.000]  這份工作太難受
[00:03:41.000 --> 00:03:43.000]  我不管了
[00:03:43.000 --> 00:03:44.000]  有些時候
[00:03:44.000 --> 00:03:48.000]  不知道我們怎樣去看神
[00:03:48.000 --> 00:03:51.000]  給我們這個抱洗宣教的使命
[00:03:51.000 --> 00:03:53.000]  你會不會有時候覺得
[00:03:53.000 --> 00:03:55.000]  這件事太難
[00:03:55.000 --> 00:03:57.000]  我不做了
[00:03:57.000 --> 00:03:59.000]  我可能和我旁邊的人傳福音
[00:03:59.000 --> 00:04:01.000]  我也說不定
[00:04:01.000 --> 00:04:03.000]  你叫我去和一些我不認識的人
[00:04:03.000 --> 00:04:04.000]  遠處
[00:04:04.000 --> 00:04:05.000]  不同背景
[00:04:05.000 --> 00:04:06.000]  不同文化
[00:04:06.000 --> 00:04:07.000]  不同語言的
[00:04:07.000 --> 00:04:09.000]  怎麼說呢
[00:04:09.000 --> 00:04:10.000]  可能你說
[00:04:10.000 --> 00:04:12.000]  我自己的聖經也不太懂
[00:04:12.000 --> 00:04:13.000]  我和別人說一說
[00:04:13.000 --> 00:04:14.000]  反過來
[00:04:14.000 --> 00:04:15.000]  我也不知道該怎麼辦
[00:04:15.000 --> 00:04:18.000]  你叫我怎樣離開香港
[00:04:18.000 --> 00:04:21.000]  去進一步抱洗宣教的使命
[00:04:21.000 --> 00:04:24.000]  我都走不開
[00:04:24.000 --> 00:04:25.000]  可能你會想
[00:04:25.000 --> 00:04:27.000]  你看一看穆斯林世界
[00:04:27.000 --> 00:04:30.000]  伊斯蘭國隨時擄掠
[00:04:30.000 --> 00:04:31.000]  殺人的
[00:04:31.000 --> 00:04:33.000]  甚至現在在十二拜堂
[00:04:33.000 --> 00:04:35.000]  信律派他們自己也打參謀
[00:04:35.000 --> 00:04:36.000]  我在基督徒信律當中
[00:04:36.000 --> 00:04:38.000]  我還不是送人入虎口
[00:04:38.000 --> 00:04:40.000]  死定了
[00:04:40.000 --> 00:04:42.000]  你會不會覺得
[00:04:42.000 --> 00:04:44.000]  抱洗宣教的使命
[00:04:44.000 --> 00:04:47.000]  是一件又大又難的事
[00:04:47.000 --> 00:04:49.000]  你自己力不能勝
[00:04:49.000 --> 00:04:52.000]  也不配去完成
[00:04:52.000 --> 00:04:53.000]  所以你覺得
[00:04:53.000 --> 00:04:54.000]  根本都做不到
[00:04:54.000 --> 00:04:56.000]  所以我就不做
[00:04:56.000 --> 00:04:58.000]  那我就算了
[00:04:58.000 --> 00:05:01.000]  我就放棄了
[00:05:01.000 --> 00:05:04.000]  大家都知道這個想法是不對的
[00:05:04.000 --> 00:05:07.000]  但是大家都可能很情常覺得
[00:05:07.000 --> 00:05:09.000]  那我可以怎樣呢
[00:05:09.000 --> 00:05:12.000]  我都不知道怎樣做
[00:05:12.000 --> 00:05:13.000]  你叫我去完成一個
[00:05:13.000 --> 00:05:15.000]  這麼大這麼艱難的事
[00:05:15.000 --> 00:05:18.000]  神你真的會不會有點開玩笑
[00:05:18.000 --> 00:05:22.000]  我就不如好好的
[00:05:22.000 --> 00:05:24.000]  肯安守本份就算了
[00:05:24.000 --> 00:05:28.000]  讓其他人去做就好了
[00:05:28.000 --> 00:05:31.000]  我們應該怎樣去回應這個
[00:05:31.000 --> 00:05:34.000]  又大又難的大使命呢
[00:05:34.000 --> 00:05:36.000]  我們應該用一個怎樣的心態
[00:05:36.000 --> 00:05:38.000]  我們可以做些什麼呢
[00:05:38.000 --> 00:05:41.000]  讓我們直接去看《使命行傳》
[00:05:41.000 --> 00:05:43.000]  去思想昔日
[00:05:43.000 --> 00:05:46.000]  當耶穌給這個大使命
[00:05:46.000 --> 00:05:49.000]  給了他當時的門徒的時候
[00:05:49.000 --> 00:05:51.000]  我們從門徒第一生
[00:05:51.000 --> 00:05:53.000]  去承接這個使命的回應
[00:05:53.000 --> 00:05:54.000]  去學習
[00:05:54.000 --> 00:05:56.000]  今日我們作為基督徒
[00:05:56.000 --> 00:05:59.000]  應該怎樣去回應這個使命
[00:05:59.000 --> 00:06:00.000]  如果你有聖經在手的話
[00:06:00.000 --> 00:06:05.000]  請你翻開到《使命行傳》第一章
[00:06:05.000 --> 00:06:08.000]  都印了在經文
[00:06:08.000 --> 00:06:09.000]  在程序表的內頁
[00:06:09.000 --> 00:06:12.000]  我們看第一章的十二至二十六節
[00:06:12.000 --> 00:06:14.000]  但我會提及到一些前文
[00:06:14.000 --> 00:06:16.000]  我鼓勵大家如果有聖經的話
[00:06:16.000 --> 00:06:18.000]  最好都要帶聖經回來
[00:06:18.000 --> 00:06:19.000]  你可以看前文講的東西
[00:06:19.000 --> 00:06:21.000]  就算程序表沒有印的東西
[00:06:21.000 --> 00:06:23.000]  你都可以知道不是我講的
[00:06:23.000 --> 00:06:25.000]  是真的神說是這樣
[00:06:25.000 --> 00:06:27.000]  上個星期Sam都跟我們講過
[00:06:27.000 --> 00:06:28.000]  《使命行傳》
[00:06:28.000 --> 00:06:31.000]  我們知道作者是盧家社的
[00:06:31.000 --> 00:06:33.000]  是盧家福音的元族
[00:06:33.000 --> 00:06:35.000]  我們可以說盧家福音是上策
[00:06:35.000 --> 00:06:38.000]  《使命行傳》是下策
[00:06:38.000 --> 00:06:41.000]  醫生盧家去記載《使命行傳》的時候
[00:06:41.000 --> 00:06:44.000]  我們知道名字叫《使命行傳》
[00:06:44.000 --> 00:06:47.000]  但都相信背後不是使徒是主角
[00:06:47.000 --> 00:06:50.000]  主角不是彼得不是保羅
[00:06:50.000 --> 00:06:51.000]  主角是神
[00:06:51.000 --> 00:06:53.000]  所以有些人說應該叫《聖靈行傳》
[00:06:53.000 --> 00:06:55.000]  是看神的工作
[00:06:55.000 --> 00:06:57.000]  《使命行傳》是一本歷史書
[00:06:57.000 --> 00:06:59.000]  但正等於所有歷史一樣
[00:06:59.000 --> 00:07:01.000]  都是有目的地去記載
[00:07:01.000 --> 00:07:04.000]  所有歷史都是選擇性的
[00:07:04.000 --> 00:07:06.000]  都是有篩選過有選擇過來寫的
[00:07:06.000 --> 00:07:08.000]  不是一些無聊的東西寫出來
[00:07:08.000 --> 00:07:10.000]  不是單單是因為歷史的緣故
[00:07:10.000 --> 00:07:13.000]  是一個原因作者去作出篩選
[00:07:13.000 --> 00:07:14.000]  去選擇的時候
[00:07:14.000 --> 00:07:16.000]  他想表達一個訊息
[00:07:16.000 --> 00:07:18.000]  《使命行傳》要表達的訊息
[00:07:18.000 --> 00:07:21.000]  不是一個護教訊息
[00:07:21.000 --> 00:07:25.000]  是一個合理化的情況下
[00:07:25.000 --> 00:07:27.000]  是legitimize不是apologetic
[00:07:27.000 --> 00:07:31.000]  是要讓人知道耶穌基督是可信的
[00:07:31.000 --> 00:07:34.000]  信耶穌是有合理的原因的
[00:07:34.000 --> 00:07:37.000]  當時人們去看基督教的時候
[00:07:37.000 --> 00:07:40.000]  是覺得是一個新興的宗教
[00:07:40.000 --> 00:07:43.000]  而一個新興的宗教是不可信的
[00:07:43.000 --> 00:07:45.000]  當然是信舊的那些
[00:07:45.000 --> 00:07:47.000]  和我們今天看的電子產品有些不同
[00:07:47.000 --> 00:07:49.000]  新的手機當然比舊的手機好
[00:07:49.000 --> 00:07:52.000]  但是我們在文化裏都會覺得
[00:07:52.000 --> 00:07:55.000]  那個宗教久一點歷史又舊一點
[00:07:55.000 --> 00:07:57.000]  當然可信程度高一點
[00:07:57.000 --> 00:07:59.000]  現在剛剛有幾個人說一個新的宗教
[00:07:59.000 --> 00:08:00.000]  當然是作出來的
[00:08:00.000 --> 00:08:02.000]  在這樣的心態下
[00:08:02.000 --> 00:08:04.000]  很多時候他們都是覺得
[00:08:04.000 --> 00:08:06.000]  這班基督徒是傻的
[00:08:06.000 --> 00:08:10.000]  無端端信一個死囚
[00:08:10.000 --> 00:08:12.000]  就說一個新的宗教出來
[00:08:12.000 --> 00:08:14.000]  這個新的東西是不可靠
[00:08:14.000 --> 00:08:16.000]  是不可信的
[00:08:16.000 --> 00:08:18.000]  而作者去記載《使命行傳》
[00:08:18.000 --> 00:08:22.000]  去給我們看一件教會怎樣成立的時候
[00:08:22.000 --> 00:08:25.000]  其中一樣東西就是讓人知道
[00:08:25.000 --> 00:08:27.000]  耶穌基督是可信的
[00:08:27.000 --> 00:08:30.000]  這個是有根有機的
[00:08:30.000 --> 00:08:33.000]  這個是承接著在舊約一直下來
[00:08:33.000 --> 00:08:34.000]  當時不是叫舊約
[00:08:34.000 --> 00:08:36.000]  我們可以叫做猶太教
[00:08:36.000 --> 00:08:39.000]  在猶太教裏面一直承接下來的事情
[00:08:39.000 --> 00:08:42.000]  不是一個天馬行空突然間加出來的
[00:08:42.000 --> 00:08:44.000]  所以是有一個continuity
[00:08:44.000 --> 00:08:46.000]  是一個承傳性在這裏的
[00:08:46.000 --> 00:08:50.000]  而當時不是教會說要脫離猶太教
[00:08:50.000 --> 00:08:53.000]  是猶太教不接受教會逼了他們出來
[00:08:53.000 --> 00:08:55.000]  趕了他們走
[00:08:55.000 --> 00:08:56.000]  在迫害他們
[00:08:56.000 --> 00:08:58.000]  而這個推他們出來的情況下
[00:08:58.000 --> 00:09:00.000]  就產生一個discontinuity
[00:09:00.000 --> 00:09:03.000]  有一個停止了出來一樣
[00:09:03.000 --> 00:09:06.000]  但是路加去記載《使命行傳》裏面
[00:09:06.000 --> 00:09:09.000]  是讓我們知道一直在舊約裏面
[00:09:09.000 --> 00:09:12.000]  承傳著聖經流下來的東西
[00:09:12.000 --> 00:09:13.000]  是讓我們知道
[00:09:13.000 --> 00:09:16.000]  這個由頭到尾都是神的教華當中
[00:09:16.000 --> 00:09:19.000]  是和舊約裏面不可分割的
[00:09:19.000 --> 00:09:22.000]  是合情合理的
[00:09:22.000 --> 00:09:25.000]  所以很多時候他會用舊約經文的時候
[00:09:25.000 --> 00:09:26.000]  讓我們看見
[00:09:26.000 --> 00:09:29.000]  這個就是一直在神的計劃當中
[00:09:29.000 --> 00:09:32.000]  一直慢慢地去演變出來
[00:09:32.000 --> 00:09:37.000]  繼續去承行神本來由始至終的想法
[00:09:37.000 --> 00:09:39.000]  耶穌基督是可靠
[00:09:39.000 --> 00:09:41.000]  是legitimate的
[00:09:41.000 --> 00:09:42.000]  是可信的
[00:09:42.000 --> 00:09:45.000]  這件事不是突然間加出來的
[00:09:45.000 --> 00:09:48.000]  作者路加要去表達的時候
[00:09:48.000 --> 00:09:51.000]  先去講到耶穌向門徒顯現的時候
[00:09:51.000 --> 00:09:52.000]  所發生的事
[00:09:52.000 --> 00:09:54.000]  然後就知道耶穌給了這個大使命
[00:09:54.000 --> 00:09:56.000]  是一張白紙講了
[00:09:56.000 --> 00:09:58.000]  然後他就升天離開了
[00:09:58.000 --> 00:10:00.000]  這張白紙也是《使命行傳》裏面
[00:10:00.000 --> 00:10:01.000]  一個比較重要的
[00:10:01.000 --> 00:10:02.000]  有人說這是一個
[00:10:02.000 --> 00:10:04.000]  《使命行傳》裏面的mission statement
[00:10:04.000 --> 00:10:05.000]  是一個使命宣言來的
[00:10:05.000 --> 00:10:08.000]  「但聖靈降臨在你們身上」
[00:10:08.000 --> 00:10:10.000]  「你們就必得出能力」
[00:10:10.000 --> 00:10:12.000]  「並要在耶路撒冷」
[00:10:12.000 --> 00:10:14.000]  「猶太傳地和撒瑪利亞」
[00:10:14.000 --> 00:10:17.000]  「直到地極作我的見證」
[00:10:17.000 --> 00:10:20.000]  這是耶穌在地上最後講的說話
[00:10:20.000 --> 00:10:22.000]  講完之後他就升天離開了
[00:10:22.000 --> 00:10:25.000]  這一段在一早出來的時候
[00:10:25.000 --> 00:10:28.000]  就已經給了一個很重要的訊息給我們知道
[00:10:28.000 --> 00:10:31.000]  這個是門徒要去承接耶穌的使命
[00:10:31.000 --> 00:10:33.000]  所以跟著《使命行傳》所講的事
[00:10:33.000 --> 00:10:36.000]  都是講第一張白紙所講的事
[00:10:36.000 --> 00:10:38.000]  怎樣才在耶路撒冷
[00:10:38.000 --> 00:10:40.000]  跟著往到猶太傳地
[00:10:40.000 --> 00:10:41.000]  撒瑪利亞
[00:10:41.000 --> 00:10:43.000]  直到地極去將這個福音傳揚
[00:10:43.000 --> 00:10:45.000]  所以可以看得見就是
[00:10:45.000 --> 00:10:48.000]  彷彿就是這樣講出去
[00:10:48.000 --> 00:10:52.000]  就是這個福音怎樣慢慢慢慢擴散出去
[00:10:52.000 --> 00:10:54.000]  這個地極在哪裡呢?
[00:10:54.000 --> 00:10:57.000]  我們知道地當然不是一個盡頭的地方
[00:10:57.000 --> 00:10:58.000]  我們相信
[00:10:58.000 --> 00:11:01.000]  有人覺得這個可能是指西班牙
[00:11:01.000 --> 00:11:03.000]  當時他們認知最遠的地方
[00:11:03.000 --> 00:11:06.000]  也可能另一個說法就是指羅馬
[00:11:06.000 --> 00:11:08.000]  我覺得羅馬比較合理一點
[00:11:08.000 --> 00:11:11.000]  為什麼呢?因為在《使命行傳》最後尾聲的時候
[00:11:11.000 --> 00:11:13.000]  是講到福音去到羅馬
[00:11:13.000 --> 00:11:15.000]  在羅馬就完結了
[00:11:15.000 --> 00:11:17.000]  彷彿就是這個《使命行傳》
[00:11:17.000 --> 00:11:19.000]  就是讓你知道先是耶路撒冷
[00:11:19.000 --> 00:11:21.000]  怎樣去到地極去到羅馬
[00:11:21.000 --> 00:11:22.000]  這本書就完結了
[00:11:22.000 --> 00:11:26.000]  而當時羅馬是當時最大的城市
[00:11:26.000 --> 00:11:27.000]  最交通發達
[00:11:27.000 --> 00:11:29.000]  是個中心書樓
[00:11:29.000 --> 00:11:33.000]  所以去到羅馬就可以擴散到全世界
[00:11:33.000 --> 00:11:35.000]  所以都是這樣去到羅馬
[00:11:35.000 --> 00:11:37.000]  就能夠去到地極的意思
[00:11:37.000 --> 00:11:41.000]  這個是一個又大又難的使命
[00:11:41.000 --> 00:11:45.000]  當時那群使徒聽到耶穌這樣講的時候
[00:11:45.000 --> 00:11:47.000]  他們有什麼回應呢?
[00:11:47.000 --> 00:11:48.000]  耶穌升上天的時候
[00:11:48.000 --> 00:11:50.000]  他們就望著上面
[00:11:50.000 --> 00:11:52.000]  然後有個天使對他們說
[00:11:52.000 --> 00:11:54.000]  你們為什麼望著天?
[00:11:54.000 --> 00:11:55.000]  耶穌怎樣升上天
[00:11:55.000 --> 00:11:57.000]  祂就怎樣再回來
[00:11:57.000 --> 00:11:59.000]  你們就去做你們要做的事
[00:11:59.000 --> 00:12:00.000]  想像一下
[00:12:00.000 --> 00:12:02.000]  如果我們當時在場的話
[00:12:02.000 --> 00:12:05.000]  我們抬頭望著耶穌升天之後
[00:12:05.000 --> 00:12:07.000]  我們記住耶穌所給我們的使命
[00:12:07.000 --> 00:12:09.000]  就是要去由耶路撒冷直到地極
[00:12:09.000 --> 00:12:10.000]  作祂的見證的時候
[00:12:10.000 --> 00:12:12.000]  可能我們馬上就會低頭族
[00:12:12.000 --> 00:12:13.000]  打開手機按一按
[00:12:13.000 --> 00:12:15.000]  怎樣為耶穌作見證
[00:12:15.000 --> 00:12:17.000]  我們馬上搜索一下
[00:12:17.000 --> 00:12:18.000]  在耶路撒冷的時候
[00:12:18.000 --> 00:12:20.000]  現在有多少人相信耶穌
[00:12:20.000 --> 00:12:21.000]  不信就有多少個
[00:12:21.000 --> 00:12:23.000]  馬上分析一下
[00:12:23.000 --> 00:12:26.000]  可能我們馬上在我們人群當中
[00:12:26.000 --> 00:12:29.000]  很有領導才能地去編排一下
[00:12:29.000 --> 00:12:31.000]  你報道因此強一些
[00:12:31.000 --> 00:12:32.000]  下次報道會你說
[00:12:32.000 --> 00:12:35.000]  你的宣傳很強
[00:12:35.000 --> 00:12:38.000]  所以你就去幫忙怎樣去宣傳
[00:12:38.000 --> 00:12:40.000]  你分析能力很高
[00:12:40.000 --> 00:12:42.000]  馬上幫我們做一下民意調查
[00:12:42.000 --> 00:12:45.000]  了解一下我們附近區域的人
[00:12:45.000 --> 00:12:46.000]  信仰的背景是怎樣
[00:12:46.000 --> 00:12:47.000]  有什麼語言
[00:12:47.000 --> 00:12:49.000]  有什麼文化特徵
[00:12:49.000 --> 00:12:51.000]  可能我們會馬上去想
[00:12:51.000 --> 00:12:52.000]  怎樣可以細心安排
[00:12:52.000 --> 00:12:56.000]  很有效率地去領行耶穌給我們的使命
[00:12:56.000 --> 00:12:58.000]  但門徒當時做什麼呢?
[00:12:58.000 --> 00:13:00.000]  在第十二節
[00:13:00.000 --> 00:13:02.000]  有一座山名叫鑒欖山
[00:13:02.000 --> 00:13:04.000]  離耶路撒冷不遠
[00:13:04.000 --> 00:13:06.000]  有安息日可走的路程
[00:13:06.000 --> 00:13:10.000]  我們知道鑒欖山在耶路撒冷對面
[00:13:10.000 --> 00:13:12.000]  安息日可以走多少路呢?
[00:13:12.000 --> 00:13:14.000]  安息日大概可以走一公里
[00:13:14.000 --> 00:13:17.000]  所以大概是一個安息日可以走的路程
[00:13:17.000 --> 00:13:19.000]  作者很仔細記載了地理環境
[00:13:19.000 --> 00:13:21.000]  似乎讓我們知道
[00:13:21.000 --> 00:13:24.000]  當時他的讀者可能不是猶太人
[00:13:24.000 --> 00:13:26.000]  所以不是很認識
[00:13:26.000 --> 00:13:28.000]  所以他要講解多一點
[00:13:28.000 --> 00:13:31.000]  那時門徒從那裡回到耶路撒冷去
[00:13:31.000 --> 00:13:34.000]  他們一進城就上了所處的樓房
[00:13:34.000 --> 00:13:38.000]  在那裡有彼得、約翰、雅各、安德烈、
[00:13:38.000 --> 00:13:41.000]  肥力、多瑪、巴多羅馬、馬太、
[00:13:41.000 --> 00:13:44.000]  阿肋肥的兒子雅各、激進黨的西門
[00:13:44.000 --> 00:13:46.000]  和雅各的兒子猶太
[00:13:46.000 --> 00:13:48.000]  這些人和幾個婦人
[00:13:48.000 --> 00:13:51.000]  包括耶穌的母親瑪利亞和耶穌弟兄
[00:13:51.000 --> 00:13:54.000]  都同心合意地行徹禱告
[00:13:54.000 --> 00:13:56.000]  這幾節裡面
[00:13:56.000 --> 00:13:58.000]  經文很仔細地去記載
[00:13:58.000 --> 00:14:00.000]  讓我們知道它是一個怎樣的場景
[00:14:00.000 --> 00:14:02.000]  是什麼地方
[00:14:02.000 --> 00:14:05.000]  原來監冷山距離耶路撒冷多遠
[00:14:05.000 --> 00:14:06.000]  去到那裡有間房
[00:14:06.000 --> 00:14:08.000]  他們去到樓上發生什麼事
[00:14:08.000 --> 00:14:10.000]  當中有什麼人很仔細地
[00:14:10.000 --> 00:14:12.000]  講了很多人名給我們聽
[00:14:12.000 --> 00:14:15.000]  作者很繪形繪聲
[00:14:15.000 --> 00:14:17.000]  很仔細地去描述整個情景
[00:14:17.000 --> 00:14:20.000]  讓你彷彿置身其中
[00:14:20.000 --> 00:14:23.000]  很立體見得到發生的事
[00:14:23.000 --> 00:14:25.000]  看到圖畫
[00:14:25.000 --> 00:14:30.000]  就是他們同心合意地行徹禱告
[00:14:31.000 --> 00:14:34.000]  他們不是即時在想
[00:14:34.000 --> 00:14:36.000]  我們怎樣去計劃
[00:14:36.000 --> 00:14:39.000]  怎樣去將這個使命完成
[00:14:39.000 --> 00:14:41.000]  他們不是馬上做行動
[00:14:41.000 --> 00:14:43.000]  馬上跟身邊的人講
[00:14:43.000 --> 00:14:45.000]  他們第一件事
[00:14:45.000 --> 00:14:48.000]  是同心地行徹禱告
[00:14:48.000 --> 00:14:53.000]  和我們今時今日的社會所做的事很不同
[00:14:53.000 --> 00:14:55.000]  我們是講求效率的
[00:14:55.000 --> 00:14:56.000]  高效的
[00:14:56.000 --> 00:14:57.000]  有計劃的
[00:14:57.000 --> 00:14:59.000]  我們怎會做一些
[00:14:59.000 --> 00:15:02.000]  祈禱這麼沒有效率
[00:15:02.000 --> 00:15:05.000]  這麼不能夠計劃的事情呢
[00:15:05.000 --> 00:15:08.000]  這個也讓我們值得思想一下
[00:15:08.000 --> 00:15:11.000]  他們先做的事就是禱告
[00:15:11.000 --> 00:15:12.000]  弟兄姊妹
[00:15:12.000 --> 00:15:14.000]  我們要明白
[00:15:14.000 --> 00:15:16.000]  當其時
[00:15:16.000 --> 00:15:19.000]  他們去面對一個這樣的使命
[00:15:19.000 --> 00:15:21.000]  很難不容易做
[00:15:21.000 --> 00:15:22.000]  他們要等候聖靈
[00:15:22.000 --> 00:15:24.000]  聖靈又未來到
[00:15:24.000 --> 00:15:26.000]  他們在這個時候
