
[00:00:00.000 --> 00:00:02.820]  《時事記》的七章尾
[00:01:33.840 --> 00:01:38.540]  叫他夜間帶領以色列人去攻打米甸人
[00:01:38.540 --> 00:01:41.160]  基殿很害怕
[00:01:41.160 --> 00:01:43.160]  其實如果你數一下
[00:01:43.160 --> 00:01:47.400]  神已經三次告訴基殿他會得勝
[00:01:47.400 --> 00:01:49.960]  第一次在《士司記》的六章十四
[00:01:49.960 --> 00:01:51.680]  然後六章十六
[00:01:51.680 --> 00:01:54.320]  然後在七章七節
[00:01:54.320 --> 00:01:56.720]  承諾了他會得勝
[00:01:56.720 --> 00:01:58.800]  他仍然不相信
[00:01:58.800 --> 00:02:02.720]  他三次求神給他神蹟去看
[00:02:02.720 --> 00:02:05.520]  第一次他要證明和他講說話的
[00:02:05.520 --> 00:02:07.120]  就是神自己
[00:02:07.120 --> 00:02:09.200]  給他的是神的旨意
[00:02:09.200 --> 00:02:12.720]  於是就有火蟲盤石鐘出來
[00:02:12.720 --> 00:02:15.920]  將他的祭物完全燒毀
[00:02:15.920 --> 00:02:18.520]  還是淋湯的
[00:02:18.520 --> 00:02:22.400]  毫無疑問這位就是神自己跟他講說話
[00:02:22.400 --> 00:02:26.200]  接著要證實是否神叫他
[00:02:26.200 --> 00:02:30.640]  帶領以色列人來面對米甸人
[00:02:30.640 --> 00:02:32.400]  他又求兩個神蹟
[00:02:32.400 --> 00:02:36.560]  第一次就是在和祥的上高擺了羊毛
[00:02:36.560 --> 00:02:40.320]  他要第二天早上羊毛是濕的
[00:02:40.320 --> 00:02:41.880]  地是乾的
[00:02:41.880 --> 00:02:43.960]  神就應許了他
[00:02:43.960 --> 00:02:46.360]  但是他又出意反耳了
[00:02:46.360 --> 00:02:50.720]  覺得這個神蹟可能不夠大
[00:02:50.720 --> 00:02:52.880]  羊毛是吸水的
[00:02:52.880 --> 00:02:55.840]  羊毛濕其實是很正常的
[00:02:55.840 --> 00:02:57.400]  所以他反過來
[00:02:57.400 --> 00:03:00.800]  我這次要乾的羊毛濕的地
[00:03:00.800 --> 00:03:05.400]  第二天早上神的確又應驗了他的話語
[00:03:05.400 --> 00:03:08.040]  讓他知道真是神要他帶領
[00:03:08.040 --> 00:03:11.720]  以色列人來向米甸人伸展
[00:03:11.720 --> 00:03:15.760]  但是我們見到他仍然有很多的懷疑
[00:03:15.760 --> 00:03:18.640]  這個跟我們像不像?
[00:03:18.640 --> 00:03:20.160]  真的很像我們
[00:03:20.160 --> 00:03:24.240]  我們的信心都是非常之軟弱
[00:03:24.240 --> 00:03:26.600]  其實神就是眷顧我們
[00:03:26.600 --> 00:03:29.320]  神就是明白我們的軟弱
[00:03:29.320 --> 00:03:31.360]  你說神怎會明白我們?
[00:03:31.360 --> 00:03:32.960]  他高高在上
[00:03:32.960 --> 00:03:36.760]  他怎知道我們有這樣的苦處?
[00:03:36.760 --> 00:03:40.720]  希伯來書的四章十四至十六節怎說?
[00:03:40.720 --> 00:03:44.800]  說神差派他的獨生子來到世上
[00:03:44.800 --> 00:03:46.720]  經歷這些苦楚
[00:03:46.720 --> 00:03:48.640]  就是要明白我們
[00:03:48.640 --> 00:03:51.360]  就是要眷顧我們
[00:03:51.360 --> 00:03:54.160]  在希伯來書的四章十四至十六節
[00:03:54.160 --> 00:03:56.160]  因為我們的大祭司
[00:03:56.160 --> 00:03:57.520]  就是耶穌基督
[00:03:57.520 --> 00:04:00.480]  並非不能體恤我們的軟弱
[00:04:00.480 --> 00:04:03.480]  他也曾凡事受過試探
[00:04:03.480 --> 00:04:04.720]  與我們一樣
[00:04:04.720 --> 00:04:07.760]  只是他沒有犯罪
[00:04:07.760 --> 00:04:09.000]  還不單止
[00:04:09.000 --> 00:04:09.960]  神說
[00:04:09.960 --> 00:04:11.800]  如果你們不明白
[00:04:11.800 --> 00:04:13.440]  你們缺少智慧
[00:04:13.440 --> 00:04:15.440]  你們可以尋問神
[00:04:15.440 --> 00:04:17.200]  你們可以求問神
[00:04:17.200 --> 00:04:19.320]  雅各書的一章五節
[00:04:19.320 --> 00:04:20.080]  神說
[00:04:20.080 --> 00:04:21.600]  你們即管來問我
[00:04:21.600 --> 00:04:24.720]  我是不會斥責你們
[00:04:24.720 --> 00:04:27.200]  所以當我們不明白
[00:04:27.200 --> 00:04:30.000]  好像基殿那樣可以問神
[00:04:30.000 --> 00:04:31.200]  但不是求神職
[00:04:31.200 --> 00:04:33.920]  因為我們已經有全部神的話語
[00:04:33.920 --> 00:04:35.560]  在我們手上
[00:04:35.560 --> 00:04:38.280]  雅各書的四章六節還說什麼?
[00:04:38.280 --> 00:04:40.560]  神是阻擋驕傲的人
[00:04:40.560 --> 00:04:43.600]  是賜恩給謙卑的人
[00:04:43.600 --> 00:04:46.800]  只要我們謙卑地去到神的面前
[00:04:46.800 --> 00:04:48.160]  來求問神
[00:04:48.160 --> 00:04:50.160]  神是眷顧我們
[00:04:50.160 --> 00:04:52.840]  書篇的七十八篇三十九節
[00:04:52.840 --> 00:04:55.000]  說我們只不過是血氣
[00:04:55.000 --> 00:04:58.200]  書篇的一百零三篇的十四節
[00:04:58.200 --> 00:05:00.360]  說我們不過是塵土
[00:05:00.360 --> 00:05:03.800]  所以神絕對明白我們的軟弱
[00:05:03.800 --> 00:05:06.560]  但是我上次也和大家說過
[00:05:06.560 --> 00:05:11.400]  千萬不要逗留在我們的軟弱
[00:05:11.400 --> 00:05:13.160]  軟弱到底
[00:05:13.160 --> 00:05:15.080]  我們要成為神的精兵
[00:05:15.080 --> 00:05:18.800]  我們要依靠神的力量來得勝
[00:05:18.800 --> 00:05:20.560]  就好像今天我們會見到
[00:05:20.560 --> 00:05:24.000]  以色列人和基殿一樣
[00:05:24.000 --> 00:05:28.320]  今天的大綱可以分開三個部份
[00:05:28.320 --> 00:05:30.360]  都是和勝利有關
[00:05:30.360 --> 00:05:31.680]  因為我們今天會見到
[00:05:31.680 --> 00:05:34.560]  基殿帶領以色列人得勝
[00:05:34.560 --> 00:05:37.400]  第一點是勝利的應許
[00:05:37.400 --> 00:05:39.880]  其實神已經重複應許
[00:05:39.880 --> 00:05:42.680]  基殿會得到勝利
[00:05:42.680 --> 00:05:44.680]  這個應許有三點
[00:05:44.680 --> 00:05:46.960]  這個勝利是屬於神的
[00:05:46.960 --> 00:05:48.160]  第二點
[00:05:48.160 --> 00:05:50.920]  是有神與我們同在
[00:05:50.920 --> 00:05:52.400]  第三點
[00:05:52.400 --> 00:05:55.200]  雖然神應許有勝利給我們
[00:05:55.200 --> 00:05:59.640]  但我們仍然需要踏出第一步
[00:05:59.640 --> 00:06:02.800]  所以這就是有關應許的三點
[00:06:02.800 --> 00:06:06.600]  第二點是勝利的預表
[00:06:06.600 --> 00:06:10.080]  神再次給基殿見到異象
[00:06:10.080 --> 00:06:13.320]  讓他知道祂真的能夠得勝
[00:06:13.320 --> 00:06:16.400]  然後基殿就作好準備
[00:06:16.400 --> 00:06:17.640]  這個準備
[00:06:17.640 --> 00:06:19.760]  就是有一個敬拜神的心
[00:06:19.760 --> 00:06:22.000]  我們稍後會見到
[00:06:22.000 --> 00:06:23.640]  第三點
[00:06:23.640 --> 00:06:25.160]  是要實踐
[00:06:25.160 --> 00:06:28.040]  如果神說應許了你的勝利
[00:06:28.040 --> 00:06:29.280]  你繞上雙手
[00:06:29.280 --> 00:06:30.200]  你什麼都不做
[00:06:30.200 --> 00:06:33.120]  你始終都不能夠得到勝利
[00:06:33.120 --> 00:06:35.920]  所以第一點是信心的行動
[00:06:35.920 --> 00:06:37.080]  第二點
[00:06:37.080 --> 00:06:41.920]  要彰顯出我們裡面的聖靈
[00:06:41.920 --> 00:06:44.880]  這是對我們新約的人來說話
[00:06:44.880 --> 00:06:47.200]  相信大家開始見到
[00:06:47.200 --> 00:06:50.520]  瓦器裡面的火把
[00:06:50.520 --> 00:06:52.560]  和我們裡面的聖靈
[00:06:52.560 --> 00:06:55.320]  是否開始有一點連帶的關係
[00:06:55.320 --> 00:06:58.400]  稍後我們會回來看這一點
[00:06:58.400 --> 00:07:02.520]  我們先看看第一個是勝利的應許
[00:07:02.520 --> 00:07:04.760]  這個是屬於神的勝利
[00:07:04.760 --> 00:07:07.880]  神一早已經告訴基殿
[00:07:07.880 --> 00:07:10.160]  是我猜顯你去的
[00:07:10.160 --> 00:07:12.320]  次司祭的六章十四節
[00:07:12.320 --> 00:07:14.360]  這個勝利是屬於神的
[00:07:14.360 --> 00:07:16.120]  神還跟基殿說
[00:07:16.120 --> 00:07:17.880]  你要打贏米田人
[00:07:17.880 --> 00:07:20.560]  好像打一人一樣
[00:07:20.560 --> 00:07:22.400]  打十三萬五千人
[00:07:22.400 --> 00:07:23.960]  好像打一個人一樣
[00:07:23.960 --> 00:07:24.720]  你想想
[00:07:24.720 --> 00:07:28.440]  神給基殿多大的應許
[00:07:28.440 --> 00:07:31.480]  神再說我會把敵人放在你的手裡
[00:07:31.480 --> 00:07:33.360]  七章七節
[00:07:33.360 --> 00:07:35.120]  現在今天的經文
[00:07:35.120 --> 00:07:36.200]  七章九節
[00:07:36.200 --> 00:07:37.360]  七章十四節
[00:07:37.360 --> 00:07:39.880]  神又兩次告訴基殿
[00:07:39.880 --> 00:07:43.040]  我會把敵人放在你的手裡
[00:07:43.040 --> 00:07:46.240]  七章九節是神直接跟基殿說
[00:07:46.240 --> 00:07:48.600]  十四節我們稍後會見到
[00:07:48.600 --> 00:07:50.720]  他是透過敵人的口
[00:07:50.720 --> 00:07:53.800]  跟基殿說話
[00:07:53.800 --> 00:07:57.080]  這個勝利絕對是屬於神
[00:07:57.080 --> 00:08:00.080]  這個勝利不是屬於我們
[00:08:00.080 --> 00:08:04.160]  所以所有的榮耀都是歸於神
[00:08:04.160 --> 00:08:06.480]  神是掌握一切
[00:08:06.480 --> 00:08:08.680]  在歷史當中我們見到
[00:08:08.680 --> 00:08:11.400]  神是不需要任何的兵馬
[00:08:11.400 --> 00:08:14.680]  都能夠帶領以色列人得勝
[00:08:14.680 --> 00:08:16.920]  上一次我跟大家說了
[00:08:16.920 --> 00:08:19.320]  其中一個猶大王的故事
[00:08:19.320 --> 00:08:21.560]  記不記得阿哈斯亞
[00:08:21.560 --> 00:08:25.200]  當阿蘭國和以色列國攻打他的時候
[00:08:25.200 --> 00:08:26.640]  神說你不用怕
[00:08:26.640 --> 00:08:28.720]  我會解救你
[00:08:28.720 --> 00:08:31.720]  稍後我們會見到約沙法
[00:08:31.720 --> 00:08:33.960]  又是另外一個猶大王
[00:08:33.960 --> 00:08:37.880]  在歷代之下的二十章的故事
[00:08:37.880 --> 00:08:40.840]  當以色列人歸向他的時候
[00:08:40.840 --> 00:08:44.920]  神都能夠帶領以色列人得勝
[00:08:44.920 --> 00:08:48.520]  約書亞的身上我們見得很清楚
[00:08:48.520 --> 00:08:51.080]  約書亞歸向神
[00:08:51.080 --> 00:08:53.040]  神就屢次跟他說
[00:08:53.040 --> 00:08:56.880]  我已經將敵人交在你的手裡
[00:08:56.880 --> 00:08:59.160]  很多人認為基督徒
[00:08:59.160 --> 00:09:01.880]  基督徒是很驕傲的
[00:09:01.880 --> 00:09:03.680]  很自大
[00:09:03.680 --> 00:09:07.280]  經常講信心靠神
[00:09:07.280 --> 00:09:09.400]  他們好像什麼都不怕
[00:09:09.400 --> 00:09:10.920]  那麼聰明
[00:09:10.920 --> 00:09:13.160]  其實剛剛相反
[00:09:13.160 --> 00:09:16.480]  我們信靠神是一個謙卑的經驗
[00:09:16.480 --> 00:09:18.120]  不是我們自大
[00:09:18.120 --> 00:09:20.160]  我們就是看到自己的不足
[00:09:20.160 --> 00:09:22.160]  我們就是看到自己的軟弱
[00:09:22.160 --> 00:09:24.560]  我剛才說軟弱
[00:09:24.560 --> 00:09:26.320]  我們就是看到自己的軟弱
[00:09:26.320 --> 00:09:29.480]  我們相信這位萬有的真神
[00:09:29.480 --> 00:09:30.720]  感謝神
[00:09:30.720 --> 00:09:33.560]  祂容許我們站在祂那邊
[00:09:33.560 --> 00:09:35.480]  如果神容許我們站在祂那邊
[00:09:35.480 --> 00:09:37.400]  我們還有誰怕
[00:09:37.400 --> 00:09:40.000]  任何人我們都不用怕
[00:09:40.000 --> 00:09:41.360]  但是希望大家看到
[00:09:41.360 --> 00:09:44.520]  這是一個謙卑的經驗
[00:09:44.520 --> 00:09:47.400]  能夠活出我們的見證
[00:09:47.400 --> 00:09:49.600]  雖然有敵人來攻打
[00:09:49.600 --> 00:09:51.120]  雖然面對敵人
[00:09:51.120 --> 00:09:54.840]  當我們謙卑地去到神的面前
[00:09:54.840 --> 00:09:57.120]  神就會帶領我們得勝
[00:09:57.120 --> 00:09:59.160]  稍後去到結束
[00:09:59.160 --> 00:10:01.520]  我們又會回來看這一點
[00:10:01.520 --> 00:10:04.680]  是一個謙卑的經驗
[00:10:04.680 --> 00:10:08.200]  除了這個聖利是屬於神的
[00:10:08.200 --> 00:10:11.320]  還有神是與基殿同在
[00:10:11.320 --> 00:10:13.960]  《施施記》六章十二十六節
[00:10:13.960 --> 00:10:17.280]  兩次講到神與基殿同在
[00:10:17.280 --> 00:10:20.000]  稍後我們會見到
[00:10:20.000 --> 00:10:22.560]  當基殿和以色列人
[00:10:22.560 --> 00:10:24.360]  去攻打米田人的時候
[00:10:24.360 --> 00:10:26.680]  他們的口號是甚麼
[00:10:26.680 --> 00:10:28.800]  不是基殿的刀
[00:10:28.800 --> 00:10:30.240]  他們的口號是
[00:10:30.240 --> 00:10:33.280]  耶和華和基殿的刀
[00:10:33.280 --> 00:10:34.280]  有沒有見到
[00:10:34.280 --> 00:10:36.600]  耶和華與他們同在
[00:10:36.600 --> 00:10:40.440]  所以是耶和華和基殿的刀
[00:10:40.440 --> 00:10:44.560]  當神和以色列人在舊約同在的時候
[00:10:44.560 --> 00:10:46.480]  他們是所向無敵
[00:10:46.480 --> 00:10:48.680]  在歷代治下的二十章
[00:10:48.680 --> 00:10:50.800]  講到有摩訶人
[00:10:50.800 --> 00:10:52.320]  有亞門人
[00:10:52.320 --> 00:10:53.920]  有米烏尼人
[00:10:53.920 --> 00:10:57.320]  以及以東人一起來攻擊猶大
[00:10:57.320 --> 00:10:59.360]  攻擊約沙法
[00:10:59.360 --> 00:11:01.240]  你也別說不可怕
[00:11:01.240 --> 00:11:04.960]  四國的聯軍來攻打猶大
[00:11:04.960 --> 00:11:06.640]  約沙法很害怕
[00:11:06.640 --> 00:11:07.720]  但是他怎樣
[00:11:07.720 --> 00:11:11.120]  他是定義來尋求耶和華
[00:11:11.120 --> 00:11:15.880]  他是宣佈向猶大傳地宣佈禁食
[00:11:15.880 --> 00:11:17.880]  於是在歷代治下的二十章
[00:11:17.880 --> 00:11:19.840]  十七節神就說
[00:11:19.840 --> 00:11:22.480]  「猶大和耶路撒冷的人啊
[00:11:22.480 --> 00:11:24.800]  這次你們不要爭戰
[00:11:24.800 --> 00:11:26.760]  要擺陣站著
[00:11:26.760 --> 00:11:29.680]  看耶和華為你們施行拯救
[00:11:29.680 --> 00:11:30.880]  不要恐懼
[00:11:30.880 --> 00:11:32.800]  也不要驚慌
[00:11:32.800 --> 00:11:35.160]  明日當出去迎敵
[00:11:35.160 --> 00:11:39.040]  因為耶和華與你們同在」
[00:11:39.040 --> 00:11:40.040]  有沒有見到
[00:11:40.040 --> 00:11:43.000]  神應許和以色列人同在
[00:11:43.000 --> 00:11:44.920]  甚至跟他們說甚麼
[00:11:44.920 --> 00:11:47.560]  你們不用出去爭戰
[00:11:47.560 --> 00:11:49.360]  但是有沒有見到經文說
[00:11:49.360 --> 00:11:51.600]  雖然不需要去爭戰
[00:11:51.600 --> 00:11:54.800]  他們需要出去擺陣站著
[00:11:54.800 --> 00:11:57.120]  他們是需要來迎敵
[00:11:57.120 --> 00:12:00.600]  但是真正爭戰的是耶和華自己
[00:12:00.600 --> 00:12:02.000]  是神自己
[00:12:02.000 --> 00:12:04.720]  神說你們不需要去爭戰
[00:12:04.720 --> 00:12:06.840]  但是你們要出去迎敵
[00:12:06.840 --> 00:12:09.640]  我會與你們同在
[00:12:09.640 --> 00:12:14.040]  這一個應許和馬太福音的二十八章二十節
[00:12:14.040 --> 00:12:15.720]  是不是很相似
[00:12:15.720 --> 00:12:17.040]  耶穌基督說
[00:12:17.040 --> 00:12:18.680]  我會與你們同在
[00:12:18.680 --> 00:12:21.680]  直到世界末了
[00:12:21.680 --> 00:12:25.000]  很多基督徒很喜歡這句的應許
[00:12:25.000 --> 00:12:27.560]  耶穌基督與我們同在
[00:12:27.560 --> 00:12:31.160]  但是有沒有見到前面的經文說
[00:12:31.160 --> 00:12:35.000]  你們要去使萬民作我的門徒
[00:12:35.000 --> 00:12:37.880]  我就常與你們眾人同在
[00:12:37.880 --> 00:12:39.040]  所以有沒有見到
[00:12:39.040 --> 00:12:41.160]  雖然不需要我們的爭戰
[00:12:41.160 --> 00:12:44.480]  但是需要擺陣站著
[00:12:44.480 --> 00:12:45.920]  需要迎敵
[00:12:45.920 --> 00:12:48.080]  我們有我們需要做的事
[00:12:48.080 --> 00:12:53.840]  但是真正為我們爭戰的是神自己
[00:12:53.840 --> 00:12:56.120]  所以以色列人都是一樣
[00:12:56.120 --> 00:12:58.400]  他們都需要踏出第一步
[00:12:58.400 --> 00:13:01.680]  基地需要踏出第一步
[00:13:01.680 --> 00:13:04.400]  所以神就與基地說
[00:13:04.400 --> 00:13:07.320]  在事實記的七章九節
[00:13:07.320 --> 00:13:09.320]  吩咐基地起來
[00:13:09.320 --> 00:13:11.880]  下到米田的營裡去
[00:13:11.880 --> 00:13:16.160]  因我而將他們交在你的手中
[00:13:16.160 --> 00:13:20.160]  這次神不是叫基地還沒去迎戰
[00:13:20.160 --> 00:13:25.960]  只是叫他去到敵人的營地去窺探
[00:13:25.960 --> 00:13:28.240]  為什麼神要叫他去窺探?
[00:13:28.240 --> 00:13:29.360]  很簡單
[00:13:29.360 --> 00:13:32.560]  因為神看到他還是缺少信心
[00:13:32.560 --> 00:13:35.040]  再給多一次機會給他見到
[00:13:35.040 --> 00:13:38.120]  由敵人的口親自告訴他
[00:13:38.120 --> 00:13:42.960]  神已經將米田人交在他的手上
[00:13:42.960 --> 00:13:46.640]  如果基地跟神說
[00:13:46.640 --> 00:13:50.560]  「喂!神啊!你都已經應許了我得勝了」
[00:13:50.560 --> 00:13:53.480]  「你不如就好人做到底」
[00:13:53.480 --> 00:13:55.200]  「送佛送到西」
[00:13:55.200 --> 00:13:57.240]  「不需要我出去迎戰」
[00:13:57.240 --> 00:13:59.120]  「不需要我出去打仗」
[00:13:59.120 --> 00:14:02.600]  「你就將米田人交在我的手中」
[00:14:02.600 --> 00:14:03.800]  如果是這樣的時候
[00:14:03.800 --> 00:14:08.000]  我相信以色列人將永遠不會得到勝利
[00:14:08.000 --> 00:14:12.280]  我們都很需要做我們所做得到的
[00:14:12.280 --> 00:14:14.920]  就是踏出第一步
[00:14:14.920 --> 00:14:19.600]  神的工作永遠都有祂的主權
[00:14:19.600 --> 00:14:22.240]  以及我們有我們的責任
[00:14:22.240 --> 00:14:25.000]  其實救贖都是一樣
[00:14:25.000 --> 00:14:27.720]  得救、救恩都是一樣
[00:14:27.720 --> 00:14:30.920]  很多基督徒得救之後又怎樣?
[00:14:30.920 --> 00:14:33.000]  翹起雙手什麼都不做
[00:14:33.000 --> 00:14:35.480]  這就不是真正的得救
[00:14:35.480 --> 00:14:37.840]  得救是有得救的功夫
[00:14:37.840 --> 00:14:40.360]  要活出我們的救贖
[00:14:40.360 --> 00:14:42.920]  在《肥臘比書》的二章十二節
[00:14:42.920 --> 00:14:44.560]  保羅告訴我們
[00:14:44.560 --> 00:14:47.440]  「這樣看來,我親愛的弟兄」
[00:14:47.440 --> 00:14:49.880]  「你們既是尚馴服的」
[00:14:49.880 --> 00:14:51.840]  「不但我在你們那裡」
[00:14:51.840 --> 00:14:54.640]  「就是我如今不在你們那裡」
[00:14:54.640 --> 00:14:56.360]  「更是馴服的」
[00:14:56.360 --> 00:14:58.360]  「就當恐懼戰經」
[00:14:58.360 --> 00:15:00.760]  「作成你們得救的功夫」
[00:15:00.760 --> 00:15:02.680]  「因為你們立志行事」
[00:15:02.680 --> 00:15:06.120]  「都是神在你們心裡運行」
[00:15:06.120 --> 00:15:09.400]  「為要成就祂的美意」
[00:15:09.400 --> 00:15:10.400]  有沒有見到?
[00:15:10.400 --> 00:15:11.960]  是神揀選
[00:15:11.960 --> 00:15:14.920]  甚至是神在我們心裡運行
[00:15:14.920 --> 00:15:16.680]  成就祂的美意
[00:15:16.680 --> 00:15:18.240]  但是我們需要做什麼?
[00:15:18.240 --> 00:15:19.160]  保羅說
[00:15:19.160 --> 00:15:21.960]  「作成你們得救的功夫」
[00:15:21.960 --> 00:15:24.560]  我們有我們應該要做的事
[00:15:24.560 --> 00:15:27.720]  永遠都是神的主權和人的責任
[00:15:27.720 --> 00:15:29.600]  如果我們說得救了
[00:15:29.600 --> 00:15:31.800]  神揀選,我什麼都不做
[00:15:31.800 --> 00:15:35.920]  說不定你不是真正被神揀選的那一位
[00:15:35.920 --> 00:15:39.000]  有一個人請了一個朋友
[00:15:39.000 --> 00:15:41.120]  去他的家裡吃飯
[00:15:41.120 --> 00:15:42.560]  吃完飯之後
[00:15:42.560 --> 00:15:45.680]  他就帶一個朋友去後院
[00:15:45.680 --> 00:15:48.000]  他說:「你看我的後院多漂亮」
[00:15:48.000 --> 00:15:50.320]  他的客人很有感觸
[00:15:50.320 --> 00:15:52.640]  「你的後院真的漂亮」
[00:15:52.640 --> 00:15:55.720]  「感謝神給你一個這麼漂亮的後院」
[00:15:55.720 --> 00:15:57.680]  主人就笑著說
[00:15:57.680 --> 00:16:00.680]  「是的,是神賜給我的這個後院」
[00:16:00.680 --> 00:16:02.560]  「但是你應該看到」
[00:16:02.560 --> 00:16:05.280]  「這個後院當完全屬於神」
[00:16:05.280 --> 00:16:07.520]  「我還沒開始打理的時候」
[00:16:07.520 --> 00:16:08.880]  「是怎樣的?」
[00:16:08.880 --> 00:16:10.400]  意思是什麼?
[00:16:10.400 --> 00:16:12.760]  「是的,是神給我們一切」
[00:16:12.760 --> 00:16:14.960]  「是神賜給這個人」
[00:16:14.960 --> 00:16:16.240]  「有一個很漂亮的後院」
[00:16:16.240 --> 00:16:17.960]  「甚至給他有智慧」
[00:16:17.960 --> 00:16:19.920]  「懂得怎樣來打理」
[00:16:19.920 --> 00:16:22.520]  「但是如果這個人每天就坐在這裡」
[00:16:22.520 --> 00:16:23.840]  「禱告說:哎呀,神啊」
[00:16:23.840 --> 00:16:26.000]  「你給我一個漂亮的花園」
[00:16:26.000 --> 00:16:27.920]  「他自己不去做的話」
[00:16:27.920 --> 00:16:30.560]  「你想想他的花園會變成怎樣」
[00:16:30.560 --> 00:16:32.960]  「我相信會長滿野草」
[00:16:32.960 --> 00:16:36.200]  「野花、野草」
[00:16:36.200 --> 00:16:39.440]  除了第一點我們說
[00:16:39.440 --> 00:16:42.000]  神有勝利的應許
[00:16:42.000 --> 00:16:45.320]  第二點有勝利的預表
[00:16:45.320 --> 00:16:48.200]  他再次被基甸看到
[00:16:48.200 --> 00:16:50.120]  他是會得勝的
[00:16:50.120 --> 00:16:54.480]  所以他又給了基甸一個異象、一個啟示
[00:16:54.480 --> 00:16:58.360]  他叫基甸去到米甸人的營裡面去
[00:16:58.360 --> 00:17:00.040]  然後他跟基甸說
[00:17:00.040 --> 00:17:05.200]  「你怕,你怕你可以帶你的僕人普拉一起去」
[00:17:05.200 --> 00:17:08.200]  基甸是很膽小,沒有膽量
[00:17:08.200 --> 00:17:10.440]  但是他始終起碼
[00:17:10.440 --> 00:17:15.200]  願意帶領他的僕人普拉跟他一起去
[00:17:15.200 --> 00:17:18.320]  去到米甸人的營裡面
[00:17:18.320 --> 00:17:22.520]  他聽見有兩個米甸人正在講話
[00:17:22.520 --> 00:17:24.760]  在《時事記》的七章十三節
[00:17:24.760 --> 00:17:26.840]  一個人做了一個夢
[00:17:26.840 --> 00:17:29.080]  就告訴他的同伴
[00:17:29.080 --> 00:17:32.720]  他說「我作了一個夢,夢見一個大墨頂
[00:17:32.720 --> 00:17:35.000]  滾入米甸的營中
[00:17:35.000 --> 00:17:39.040]  到了帳幕,將帳幕撞倒
[00:17:39.040 --> 00:17:43.160]  帳幕就翻轉傾覆了」
[00:17:43.160 --> 00:17:46.080]  神透過敵人的口給基甸看到
[00:17:46.080 --> 00:17:48.200]  他將會得到勝利
[00:17:48.200 --> 00:17:53.040]  神已經將米甸人放在基甸的手裡面
[00:17:53.040 --> 00:17:56.440]  其實今次如果你數的話
[00:17:56.440 --> 00:17:59.760]  已經是第五次神和基甸說
[00:17:59.760 --> 00:18:04.560]  你一定會得勝
[00:18:04.560 --> 00:18:07.040]  在聖經裡面有很多的夢
[00:18:07.040 --> 00:18:11.520]  神頻頻透過夢境來跟人講說話
[00:18:11.520 --> 00:18:14.040]  記不記得舊約有雅各
[00:18:14.040 --> 00:18:16.960]  神和雅各在夢裡面講說話
[00:18:16.960 --> 00:18:18.400]  還有約瑟呢
[00:18:18.400 --> 00:18:21.680]  可以說是發夢之子
[00:18:21.680 --> 00:18:23.200]  自小就發夢
[00:18:23.200 --> 00:18:27.360]  還發到他的哥哥,甚至父母都向他敬拜
[00:18:27.360 --> 00:18:30.720]  結果他的哥哥就生他的氣
[00:18:30.720 --> 00:18:33.920]  想賣掉他,甚至殺掉他
[00:18:33.920 --> 00:18:39.240]  神也透過夢和所羅門王和丹爾里來講說話
[00:18:39.240 --> 00:18:41.480]  但這些都是舊約
[00:18:41.480 --> 00:18:42.720]  新約呢
[00:18:42.720 --> 00:18:46.160]  有瑪利亞的丈夫約瑟
