
[00:00:00.000 --> 00:00:05.680]  今天我們是生活在一個資訊爆炸的年代
[00:08:02.980 --> 00:08:06.380]  第四代是各位正在用的
[00:08:06.380 --> 00:08:11.380]  Samsung、iPhone
[00:08:11.380 --> 00:08:14.580]  我想大部份人都是吃蘋果的
[00:08:14.580 --> 00:08:15.980]  吃蘋果大的
[00:08:15.980 --> 00:08:18.980]  iPhone X、iPhone XS
[00:08:18.980 --> 00:08:20.380]  很多都是最新的
[00:08:20.380 --> 00:08:23.580]  萬幾元一隻的手機
[00:08:23.580 --> 00:08:25.580]  我就不吃蘋果的
[00:08:25.580 --> 00:08:28.180]  我吃Samsung的
[00:08:28.180 --> 00:08:31.980]  所以Samsung的手機便宜很多
[00:08:31.980 --> 00:08:33.780]  每個人用不同牌子
[00:08:33.780 --> 00:08:34.980]  有些人用iPhone
[00:08:34.980 --> 00:08:37.180]  有些人用Android
[00:08:37.180 --> 00:08:39.380]  不同的模式
[00:08:39.380 --> 00:08:44.980]  但第二天全部都要變5G
[00:08:44.980 --> 00:08:46.980]  甚麼叫5G呢
[00:08:46.980 --> 00:08:51.380]  我昨晚答應過要播一條片給大家看
[00:08:51.380 --> 00:08:53.780]  今天我再看一條片
[00:08:53.780 --> 00:08:57.180]  原來是講日文的
[00:08:57.180 --> 00:09:01.780]  文字是日文的
[00:09:01.780 --> 00:09:03.580]  不過你們很聰明
[00:09:03.580 --> 00:09:05.380]  日文都懂的
[00:09:05.380 --> 00:09:07.180]  因為有照片看
[00:09:07.180 --> 00:09:12.380]  不如請音響控制幫我們播一條片
[00:09:21.380 --> 00:09:35.380]  (韓文)
[00:09:35.380 --> 00:09:44.380]  (日文)
[00:09:44.380 --> 00:09:57.380]  (韓文)
[00:09:57.380 --> 00:10:26.380]  (日文)
[00:10:26.380 --> 00:10:38.380]  (韓文)
[00:10:38.380 --> 00:11:00.380]  (日文)
[00:11:00.380 --> 00:11:10.380]  (韓文)
[00:11:10.380 --> 00:11:20.380]  (韓文)
[00:11:20.380 --> 00:11:34.380]  (韓文)
[00:11:34.380 --> 00:11:40.380]  (韓文)
[00:11:40.380 --> 00:11:51.380]  (韓文)
[00:11:51.380 --> 00:12:18.380]  (韓文)
[00:12:18.380 --> 00:12:25.380]  (韓文)
[00:12:25.380 --> 00:12:28.380]  (韓文)
[00:12:28.380 --> 00:12:36.380]  (韓文)
[00:12:36.380 --> 00:12:43.380]  (韓文)
[00:12:43.380 --> 00:12:51.380]  (韓文)
[00:12:51.380 --> 00:13:04.380]  (韓文)
[00:13:04.380 --> 00:13:18.380]  (韓文)
[00:13:18.380 --> 00:13:27.380]  (韓文)
[00:13:27.380 --> 00:13:34.380]  (韓文)
[00:13:34.380 --> 00:13:40.380]  (韓文)
[00:13:40.380 --> 00:13:44.380]  (韓文)
[00:13:44.380 --> 00:13:54.380]  (韓文)
[00:13:54.380 --> 00:14:04.380]  (韓文)
[00:14:04.380 --> 00:14:24.380]  (韓文)
[00:14:24.380 --> 00:14:40.380]  (韓文)
[00:14:40.380 --> 00:14:52.380]  (韓文)
[00:14:52.380 --> 00:15:02.380]  (韓文)
[00:15:02.380 --> 00:15:31.380]  (韓文)
[00:15:31.380 --> 00:15:38.380]  (韓文)
[00:15:38.380 --> 00:15:53.380]  (韓文)
[00:15:53.380 --> 00:16:03.380]  (韓文)
[00:16:03.380 --> 00:16:23.380]  (韓文)
[00:16:23.380 --> 00:16:33.380]  (韓文)
[00:16:33.380 --> 00:16:43.380]  (韓文)
[00:16:43.380 --> 00:16:53.380]  (韓文)
[00:16:53.380 --> 00:17:03.380]  (韓文)
[00:17:03.380 --> 00:17:19.380]  (韓文)
[00:17:19.380 --> 00:17:24.380]  (韓文)
[00:17:24.380 --> 00:17:42.380]  (韓文)
[00:17:42.380 --> 00:17:56.380]  (韓文)
[00:17:56.380 --> 00:18:12.380]  (韓文)
[00:18:12.380 --> 00:18:27.380]  (韓文)
[00:18:27.380 --> 00:18:42.380]  (韓文)
[00:18:42.380 --> 00:19:11.380]  (韓文)
[00:19:11.380 --> 00:19:17.380]  (韓文)
[00:19:17.380 --> 00:19:21.380]  (韓文)
[00:19:21.380 --> 00:19:28.380]  (韓文)
[00:19:28.380 --> 00:19:37.380]  (韓文)
[00:19:37.380 --> 00:19:47.380]  (韓文)
[00:19:47.380 --> 00:20:14.380]  (韓文)
[00:20:14.380 --> 00:20:34.380]  (韓文)
[00:20:34.380 --> 00:20:53.380]  (韓文)
[00:20:53.380 --> 00:21:14.380]  (韓文)
[00:21:14.380 --> 00:21:25.380]  (韓文)
[00:21:25.380 --> 00:21:54.380]  (韓文)
[00:21:54.380 --> 00:22:14.380]  (韓文)
[00:22:14.380 --> 00:22:37.380]  (韓文)
[00:22:37.380 --> 00:22:51.380]  (韓文)
[00:22:51.380 --> 00:23:06.380]  (韓文)
[00:23:06.380 --> 00:23:14.380]  (韓文)
[00:23:14.380 --> 00:23:22.380]  (韓文)
[00:23:22.380 --> 00:23:25.380]  (韓文)
[00:23:25.380 --> 00:23:36.380]  (韓文)
[00:23:36.380 --> 00:24:02.380]  (韓文)
[00:24:02.380 --> 00:24:11.380]  (韓文)
[00:24:11.380 --> 00:24:32.380]  (韓文)
[00:24:32.380 --> 00:24:55.380]  (韓文)
[00:24:55.380 --> 00:25:11.380]  (韓文)
[00:25:11.380 --> 00:25:29.380]  (韓文)
[00:25:29.380 --> 00:25:50.380]  (韓文)
[00:25:50.380 --> 00:25:53.380]  (韓文)
[00:25:53.380 --> 00:26:15.380]  (韓文)
[00:26:15.380 --> 00:26:25.380]  (韓文)
[00:26:25.380 --> 00:26:45.380]  (韓文)
[00:26:45.380 --> 00:27:10.380]  (韓文)
[00:27:10.380 --> 00:27:20.380]  (韓文)
[00:27:20.380 --> 00:27:32.380]  (韓文)
[00:27:32.380 --> 00:27:42.380]  (韓文)
[00:27:42.380 --> 00:28:07.380]  (韓文)
[00:28:07.380 --> 00:28:36.380]  (韓文)
[00:28:36.380 --> 00:28:50.380]  (韓文)
[00:28:50.380 --> 00:29:13.380]  (韓文)
[00:29:13.380 --> 00:29:22.380]  (韓文)
[00:29:22.380 --> 00:29:27.380]  (韓文)
[00:29:27.380 --> 00:29:40.380]  (韓文)
[00:29:40.380 --> 00:29:47.380]  (韓文)
[00:29:47.380 --> 00:29:56.380]  (韓文)
[00:29:56.380 --> 00:30:00.380]  (韓文)
[00:30:00.380 --> 00:30:10.380]  (韓文)
[00:30:10.380 --> 00:30:21.380]  (韓文)
[00:30:21.380 --> 00:30:31.380]  (韓文)
[00:30:31.380 --> 00:30:41.380]  (韓文)
[00:30:41.380 --> 00:31:10.380]  (韓文)
[00:31:10.380 --> 00:31:17.380]  (韓文)
[00:31:17.380 --> 00:31:26.380]  (韓文)
[00:31:26.380 --> 00:31:38.380]  (韓文)
[00:31:38.380 --> 00:31:46.380]  (韓文)
[00:31:46.380 --> 00:31:52.380]  (韓文)
[00:31:52.380 --> 00:31:58.380]  (韓文)
[00:31:58.380 --> 00:32:21.380]  (韓文)
[00:32:21.380 --> 00:32:31.380]  (韓文)
[00:32:31.380 --> 00:32:41.380]  (韓文)
[00:32:41.380 --> 00:32:51.380]  (韓文)
[00:32:51.380 --> 00:33:01.380]  (韓文)
[00:33:01.380 --> 00:33:11.380]  (韓文)
[00:33:11.380 --> 00:33:26.380]  (韓文)
[00:33:26.380 --> 00:33:37.380]  《尊嚴》第九章第十節
[00:33:37.380 --> 00:33:43.380]  敬畏耶和華是智慧的開端
[00:33:43.380 --> 00:33:48.380]  認識至聖者便是聰明
[00:33:48.380 --> 00:33:54.380]  這兩節可說是很經典的兩句金句
[00:33:54.380 --> 00:33:56.380]  第一章第七節
[00:33:56.380 --> 00:34:00.380]  敬畏耶和華是知識的開端
[00:34:00.380 --> 00:34:03.380]  The beginning of knowledge
[00:34:03.380 --> 00:34:09.380]  然後這裡就說敬畏耶和華是智慧的開端
[00:34:09.380 --> 00:34:12.380]  The beginning of wisdom
[00:34:12.380 --> 00:34:14.380]  智慧的開端
[00:34:14.380 --> 00:34:17.380]  所以兩個是很不同的
[00:34:17.380 --> 00:34:20.380]  那為什麼是智慧的開端呢
[00:34:20.380 --> 00:34:26.380]  因為智慧的根源就源於我們的神
[00:34:26.380 --> 00:34:29.380]  當我們認識神的時候
[00:34:29.380 --> 00:34:32.380]  我們就能夠辨別是非
[00:34:32.380 --> 00:34:35.380]  知道對錯
[00:34:35.380 --> 00:34:38.380]  知道廉恥
[00:34:38.380 --> 00:34:43.380]  開端只不過是一個起步點
[00:34:43.380 --> 00:34:47.380]  如果你都沒有敬畏神的心
[00:34:47.380 --> 00:34:50.380]  你連走第一步都走不出
[00:34:50.380 --> 00:34:53.380]  所以我們必須要很敬畏神
[00:34:53.380 --> 00:34:55.380]  然後我們走第一步
[00:34:55.380 --> 00:35:00.380]  開始去明白神的心意
[00:35:00.380 --> 00:35:05.380]  所以敬畏耶和華是智識的開端
[00:35:05.380 --> 00:35:08.380]  是智慧的開端
[00:35:08.380 --> 00:35:10.380]  是非常之寶貴
[00:35:10.380 --> 00:35:12.380]  好,請大家一起揭去
[00:35:12.380 --> 00:35:17.380]  真言第三章五至六節
[00:35:17.380 --> 00:35:27.380]  真言第三章五至六節
[00:35:27.380 --> 00:35:30.380]  找到之後請大家一起讀
[00:35:30.380 --> 00:35:32.380]  這兩隻聖經很熟悉
[00:35:32.380 --> 00:35:36.380]  很多教徒都當為你的金句
[00:35:36.380 --> 00:35:37.380]  請
[00:35:37.380 --> 00:35:40.380]  你要專心仰賴耶和華
[00:35:40.380 --> 00:35:43.380]  不可以靠自己的聰明
[00:35:43.380 --> 00:35:46.380]  在你一切所行的事上
[00:35:46.380 --> 00:35:49.380]  都要認定祂
[00:35:49.380 --> 00:35:53.380]  祂必指引你的路
[00:35:53.380 --> 00:35:59.380]  這兩句金句很多人都很喜歡
[00:35:59.380 --> 00:36:01.380]  我只要認定神
[00:36:01.380 --> 00:36:04.380]  祂就會指引我的路
[00:36:04.380 --> 00:36:08.380]  有時候我們讀聖經要很小心
[00:36:08.380 --> 00:36:11.380]  我都是一路看書
[00:36:11.380 --> 00:36:15.380]  慢慢明白這兩節聖經多些
[00:36:15.380 --> 00:36:21.380]  這兩節聖經不是應許你的
[00:36:21.380 --> 00:36:24.380]  你不要以為我認定祂的路
[00:36:24.380 --> 00:36:26.380]  祂必指引我
[00:36:26.380 --> 00:36:28.380]  No
[00:36:28.380 --> 00:36:31.380]  這兩節聖經是說什麼
[00:36:31.380 --> 00:36:33.380]  你如果認定神
[00:36:33.380 --> 00:36:38.380]  有可能祂會指引你
[00:36:38.380 --> 00:36:41.380]  因為如果你當作是一個應許
[00:36:41.380 --> 00:36:44.380]  祂一定會指引你
[00:36:44.380 --> 00:36:46.380]  但為什麼指引錯了
[00:36:46.380 --> 00:36:48.380]  你就罵了神
[00:36:48.380 --> 00:36:50.380]  我轉不轉工好呢
[00:36:50.380 --> 00:36:51.380]  神說轉的
[00:36:51.380 --> 00:36:53.380]  我返不返這份新工好
[00:36:53.380 --> 00:36:54.380]  返
[00:36:54.380 --> 00:36:57.380]  結果原來是假的
[00:36:57.380 --> 00:37:00.380]  原來撞板多過吃飯
[00:37:00.380 --> 00:37:02.380]  你又罵了神
[00:37:02.380 --> 00:37:04.380]  我求你指引我的路
[00:37:04.380 --> 00:37:05.380]  你現在指引了我
[00:37:05.380 --> 00:37:07.380]  你指引我走一條黑路
[00:37:07.380 --> 00:37:09.380]  都不是的
[00:37:09.380 --> 00:37:11.380]  我搞錯了
[00:37:11.380 --> 00:37:15.380]  如果聖經裡面說明是應許
[00:37:15.380 --> 00:37:20.380]  祂會說神應承你
[00:37:20.380 --> 00:37:22.380]  必然是這樣
[00:37:22.380 --> 00:37:24.380]  當信主耶穌
[00:37:24.380 --> 00:37:27.380]  你和你一家都必得救
[00:37:27.380 --> 00:37:29.380]  這些就是應許
[00:37:29.380 --> 00:37:31.380]  這裡不是這樣說
[00:37:31.380 --> 00:37:33.380]  祂說你要認定
[00:37:33.380 --> 00:37:36.380]  祂就會指引你的路
[00:37:36.380 --> 00:37:39.380]  那你會不會讀錯了神指引的路呢
[00:37:39.380 --> 00:37:41.380]  為什麼是這間公司呢
[00:37:41.380 --> 00:37:43.380]  你自己選擇的
[00:37:43.380 --> 00:37:45.380]  你拿來壞
[00:37:45.380 --> 00:37:47.380]  本來神說你不要辭職
[00:37:47.380 --> 00:37:49.380]  你又覺得我做得很激烈
[00:37:49.380 --> 00:37:51.380]  我要辭職
[00:37:51.380 --> 00:37:53.380]  是你選擇的
[00:37:53.380 --> 00:37:54.380]  你自己負責
[00:37:54.380 --> 00:37:56.380]  你不要全賴神
[00:37:56.380 --> 00:37:59.380]  很多時候總之我們引用了一句金句
[00:37:59.380 --> 00:38:01.380]  神入你帳
[00:38:01.380 --> 00:38:02.380]  都是你壞
[00:38:02.380 --> 00:38:04.380]  搞到我這樣
[00:38:04.380 --> 00:38:06.380]  我明明求你指引我的路
[00:38:06.380 --> 00:38:09.380]  誰知你指引了我走一條黑路
[00:38:09.380 --> 00:38:12.380]  所以請大家分清楚
[00:38:12.380 --> 00:38:17.380]  有些聖經不一定是promise
[00:38:17.380 --> 00:38:20.380]  只不過是一個說法
[00:38:20.380 --> 00:38:22.380]  大致都對的
[00:38:22.380 --> 00:38:27.380]  但你要更多去尋求神的心意
[00:38:27.380 --> 00:38:29.380]  明白嗎
[00:38:29.380 --> 00:38:31.380]  我希望大家不要搞錯
[00:38:31.380 --> 00:38:34.380]  你要專心仰賴耶和華
[00:38:34.380 --> 00:38:38.380]  祂就會賜你聰明
[00:38:38.380 --> 00:38:40.380]  不要依靠自己的聰明
[00:38:40.380 --> 00:38:43.380]  在你一切所行的事上
[00:38:43.380 --> 00:38:46.380]  你都要認定祂
[00:38:46.380 --> 00:38:52.380]  這只不過是指引你的方向
[00:38:52.380 --> 00:38:54.380]  當你這樣走的時候
[00:38:54.380 --> 00:38:58.380]  你就有可能找到了
[00:38:58.380 --> 00:39:01.380]  所以在《針研》裡面
[00:39:01.380 --> 00:39:05.380]  就出現了很多「我而」
[00:39:05.380 --> 00:39:07.380]  和大家看一看
[00:39:07.380 --> 00:39:10.380]  經維耶和華是知識的開端
[00:39:10.380 --> 00:39:13.380]  經維耶和華是智慧的開端
[00:39:13.380 --> 00:39:18.380]  「我而」要聽你父親的吩咐
[00:39:18.380 --> 00:39:21.380]  不可離棄你母親的法則
[00:39:21.380 --> 00:39:24.380]  昨晚我有少許提過
[00:39:24.380 --> 00:39:28.380]  每一次《針研》裡面出現「我而」這個字
[00:39:28.380 --> 00:39:31.380]  就是一個新段落
[00:39:31.380 --> 00:39:33.380]  它開始要講一個題目
[00:39:33.380 --> 00:39:36.380]  因為《針研》裡面的題目太多
[00:39:36.380 --> 00:39:39.380]  一個完了就第二個
[00:39:39.380 --> 00:39:41.380]  我現在給你看
[00:39:41.380 --> 00:39:42.380]  一章十節
[00:39:42.380 --> 00:39:44.380]  二章一節
[00:39:44.380 --> 00:39:45.380]  三章一節
[00:39:45.380 --> 00:39:46.380]  三章又一節
[00:39:46.380 --> 00:39:49.380]  四章一節那裡用「眾子」
[00:39:49.380 --> 00:39:50.380]  不是說「我而」
[00:39:50.380 --> 00:39:53.380]  然後四章十節繼續用「我而」
[00:39:53.380 --> 00:39:56.380]  這裡有很多個段落
[00:39:56.380 --> 00:39:58.380]  幫助你去明白
[00:39:58.380 --> 00:40:01.380]  原來是這樣分段的
[00:40:01.380 --> 00:40:03.380]  每一次新開一個「我而」
[00:40:03.380 --> 00:40:07.380]  就講另一樣東西
[00:40:07.380 --> 00:40:10.380]  第八章
[00:40:10.380 --> 00:40:14.380]  我們通常叫做「智慧頌」
[00:40:14.380 --> 00:40:16.380]  《針研》的第八章
[00:40:16.380 --> 00:40:19.380]  是一章特別講到智慧
[00:40:19.380 --> 00:40:21.380]  昨天我也提過
[00:40:21.380 --> 00:40:23.380]  「智慧」這個字在希伯來文
[00:40:23.380 --> 00:40:25.380]  是一個陰性字
[00:40:25.380 --> 00:40:28.380]  所以很多時候用女性來代表
[00:40:28.380 --> 00:40:32.380]  婦人、女人來代表
[00:40:32.380 --> 00:40:37.380]  第八章就講很多關於智慧的東西
[00:40:37.380 --> 00:40:39.380]  好
[00:40:39.380 --> 00:40:41.380]  「智慧豈不呼叫」
[00:40:41.380 --> 00:40:43.380]  「聰明豈不發聲」
[00:40:43.380 --> 00:40:49.380]  這個就是八章第一節的呼叫
[00:40:49.380 --> 00:40:51.380]  好,現在來到最後了
[00:40:51.380 --> 00:40:55.380]  我想有一點「針研」的預告
[00:40:55.380 --> 00:40:57.380]  我再一次講
[00:40:57.380 --> 00:40:59.380]  這是一個預告
[00:40:59.380 --> 00:41:01.380]  又不是一個應許
[00:41:01.380 --> 00:41:02.380]  因為怎麼說呢?
[00:41:02.380 --> 00:41:04.380]  他說:二人的路
[00:41:04.380 --> 00:41:05.380]  二人走的路
[00:41:05.380 --> 00:41:08.380]  好像黎明的光
[00:41:08.380 --> 00:41:10.380]  會越照越明
[00:41:10.380 --> 00:41:13.380]  一路到日午
[00:41:13.380 --> 00:41:16.380]  我不知道你喜不喜歡看日出
[00:41:16.380 --> 00:41:18.380]  日出真的很美
[00:41:18.380 --> 00:41:21.380]  太陽慢慢升上來
[00:41:21.380 --> 00:41:24.380]  最先好像個核彈王
[00:41:24.380 --> 00:41:27.380]  沒多久一上來
[00:41:27.380 --> 00:41:29.380]  你就看不到
[00:41:29.380 --> 00:41:31.380]  因為那些光線藏著你
[00:41:31.380 --> 00:41:33.380]  否則你瞎了都像
[00:41:33.380 --> 00:41:37.380]  你可能要戴個很黑的黑太陽眼鏡看
[00:41:37.380 --> 00:41:39.380]  那些光就一路上來
[00:41:39.380 --> 00:41:41.380]  越照越明
[00:41:41.380 --> 00:41:43.380]  一路到中午
[00:41:43.380 --> 00:41:47.380]  那些太陽光猛烈到不得已就射下來
[00:41:47.380 --> 00:41:49.380]  全世界都光了
[00:41:49.380 --> 00:41:52.380]  所以黎明的光
[00:41:52.380 --> 00:41:55.380]  就越來越光
[00:41:55.380 --> 00:41:58.380]  二人的路都好像這樣
[00:41:58.380 --> 00:42:00.380]  越走越光明
[00:42:00.380 --> 00:42:02.380]  你說:是啊
