
[00:00:00.000 --> 00:00:07.000]  我們來看今天我們講到的題目 叫做 罪人和聖人的禱告
[00:05:50.000 --> 00:05:56.000]  法利賽人他這個名字如果用翻譯出來的意思
[00:05:56.000 --> 00:05:58.000]  就是分別爲聖的意思
[00:05:58.000 --> 00:06:01.000]  就是他們認爲自己是分別爲聖的一個義人
[00:06:01.000 --> 00:06:03.000]  跟普通的老百姓不一樣
[00:06:03.000 --> 00:06:04.000]  爲什麼呢
[00:06:04.000 --> 00:06:07.000]  因爲他們非常注重外表的宗教儀式
[00:06:07.000 --> 00:06:08.000]  比如什麼呢
[00:06:08.000 --> 00:06:09.000]  進食
[00:06:09.000 --> 00:06:10.000]  他們常常進食
[00:06:10.000 --> 00:06:11.000]  經文就告訴我們
[00:06:11.000 --> 00:06:13.000]  他們一個星期進食兩次
[00:06:13.000 --> 00:06:16.000]  而且到聖殿裏面去進食
[00:06:16.000 --> 00:06:18.000]  然後他們做十一奉獻
[00:06:18.000 --> 00:06:20.000]  他們做得很仔細
[00:06:20.000 --> 00:06:21.000]  不單止金錢
[00:06:21.000 --> 00:06:24.000]  而且很多懂得東西都做十一奉獻
[00:06:24.000 --> 00:06:27.000]  甚至說我的那些香料我也要做十一奉獻
[00:06:27.000 --> 00:06:30.000]  他們喜歡在公衆的地方大聲地禱告
[00:06:30.000 --> 00:06:32.000]  讓別人看到他是一個盡錢的人
[00:06:32.000 --> 00:06:34.000]  他喜歡獻祭
[00:06:34.000 --> 00:06:38.000]  獻很多的祭來表示他們的熱心
[00:06:38.000 --> 00:06:40.000]  標榜他們的盡錢
[00:06:40.000 --> 00:06:43.000]  所以法利賽人可以在一般人的眼中
[00:06:43.000 --> 00:06:45.000]  看爲一個是怎麼樣的人呢
[00:06:45.000 --> 00:06:49.000]  是一個所謂的義人
[00:06:49.000 --> 00:06:50.000]  那另外一方面呢
[00:06:50.000 --> 00:06:52.000]  稅吏是什麼樣的人呢
[00:06:52.000 --> 00:06:55.000]  顧名思義稅吏就是幫人收稅的人
[00:06:55.000 --> 00:06:56.000]  很簡單對不對
[00:06:56.000 --> 00:07:02.000]  但是當時猶太人被羅馬政府所控制
[00:07:02.000 --> 00:07:03.000]  所管制
[00:07:03.000 --> 00:07:06.000]  所以羅馬政府怎麼向猶太人收稅呢
[00:07:06.000 --> 00:07:08.000]  就請了一些猶太人
[00:07:08.000 --> 00:07:10.000]  幫他們收稅
[00:07:10.000 --> 00:07:13.000]  但是他們收稅是很有問題的
[00:07:13.000 --> 00:07:16.000]  他們往往是藉着收稅的名義
[00:07:16.000 --> 00:07:20.000]  濫用一些職權
[00:07:20.000 --> 00:07:23.000]  中飽私囊來敲詐自己的同胞
[00:07:23.000 --> 00:07:28.000]  就是比如說收禮應該收十塊錢的
[00:07:28.000 --> 00:07:31.000]  我用羅馬政府的名義
[00:07:31.000 --> 00:07:32.000]  我收禮二十塊
[00:07:32.000 --> 00:07:36.000]  那另外十塊就自己放在口袋裏面
[00:07:36.000 --> 00:07:39.000]  所以我們這些稅吏呢
[00:07:39.000 --> 00:07:42.000]  在猶太人的心目當中就被認爲是一個罪人
[00:07:42.000 --> 00:07:45.000]  認爲罪人是非常嚴重的一個問題
[00:07:45.000 --> 00:07:48.000]  如果我們在抗日時期的時候
[00:07:48.000 --> 00:07:50.000]  就是我們在國內的時候抗日
[00:07:50.000 --> 00:07:55.000]  有些的華人就是幫助日軍在做一些事情
[00:07:55.000 --> 00:07:57.000]  被稱爲什麼
[00:07:57.000 --> 00:07:58.000]  漢奸對不對
[00:07:58.000 --> 00:08:00.000]  那這些稅吏呢
[00:08:00.000 --> 00:08:03.000]  當時就被猶太人稱爲猶奸
[00:08:03.000 --> 00:08:04.000]  當然他們是用另外的詞
[00:08:04.000 --> 00:08:05.000]  但是意思是一樣的
[00:08:05.000 --> 00:08:09.000]  就是他們爲了其他人來欺壓我們
[00:08:09.000 --> 00:08:11.000]  來逼迫我們
[00:08:11.000 --> 00:08:14.000]  所以他們在猶太人的心中是一個罪人
[00:08:14.000 --> 00:08:19.000]  非常嚴重的一個罪行
[00:08:19.000 --> 00:08:23.000]  所以第三方面就講到聖殿
[00:08:23.000 --> 00:08:27.000]  聖殿這裏比喻裏面講到的聖殿是哪個聖殿呢
[00:08:27.000 --> 00:08:29.000]  因爲我們知道聖經裏面有不同的聖殿
[00:08:29.000 --> 00:08:31.000]  有第一聖殿第二聖殿
[00:08:31.000 --> 00:08:33.000]  還有將來所謂的第三聖殿
[00:08:33.000 --> 00:08:35.000]  那這個是第二聖殿
[00:08:35.000 --> 00:08:38.000]  第二聖殿是指到就是
[00:08:38.000 --> 00:08:41.000]  當第一聖殿就是所羅門王所建造
[00:08:41.000 --> 00:08:44.000]  但是後來就被巴比倫所滅
[00:08:44.000 --> 00:08:47.000]  但是後來巴比倫所滅的時候
[00:08:47.000 --> 00:08:49.000]  波西帝國推翻了巴比倫
[00:08:49.000 --> 00:08:53.000]  所以就讓人去回到自己的地方
[00:08:53.000 --> 00:08:55.000]  去興建自己的城市
[00:08:55.000 --> 00:08:58.000]  其中就讓猶太人回到自己的城市耶路撒冷
[00:08:58.000 --> 00:09:00.000]  重建自己的聖殿
[00:09:00.000 --> 00:09:02.000]  所以就建起了第二聖殿
[00:09:02.000 --> 00:09:05.000]  但是這個第二聖殿並沒有很
[00:09:05.000 --> 00:09:08.000]  不是圖中這個第二聖殿
[00:09:08.000 --> 00:09:11.000]  後來在耶穌時代之前沒多久的時候
[00:09:11.000 --> 00:09:14.000]  有個王叫大西律
[00:09:14.000 --> 00:09:17.000]  他就爲了討好當時的猶太人
[00:09:17.000 --> 00:09:19.000]  就把這個第二聖殿重建
[00:09:19.000 --> 00:09:20.000]  越建越漂亮
[00:09:20.000 --> 00:09:24.000]  就建了一個非常雄偉的第二聖殿
[00:09:24.000 --> 00:09:26.000]  爲什麼我會把這個圖告訴大家呢
[00:09:26.000 --> 00:09:28.000]  因爲跟我們的經文裏面
[00:09:28.000 --> 00:09:30.000]  講到的內容非常有關係
[00:09:30.000 --> 00:09:31.000]  那我們看到裏面
[00:09:31.000 --> 00:09:33.000]  這個聖殿裏面結構很分明
[00:09:33.000 --> 00:09:34.000]  很清晰
[00:09:34.000 --> 00:09:37.000]  我們看到裏面有一個外邦人院
[00:09:37.000 --> 00:09:40.000]  外邦人院是給誰去禱告的
[00:09:40.000 --> 00:09:43.000]  是給誰進去這個聖殿當中敬拜神的
[00:09:43.000 --> 00:09:46.000]  顧名思義是給外邦人
[00:09:46.000 --> 00:09:48.000]  那另外我們再看到有個美門
[00:09:48.000 --> 00:09:52.000]  有個聖殿的內院等等
[00:09:52.000 --> 00:09:56.000]  那裏面就給猶太人進去敬拜
[00:09:56.000 --> 00:09:57.000]  但是問題是
[00:09:57.000 --> 00:09:58.000]  你猜一下
[00:09:58.000 --> 00:09:59.000]  我們知道法利山
[00:09:59.000 --> 00:10:01.000]  當然可以進去這裏邊去禱告
[00:10:01.000 --> 00:10:02.000]  去敬拜神
[00:10:02.000 --> 00:10:06.000]  但是瑞利可以進到什麼地方
[00:10:06.000 --> 00:10:09.000]  瑞利他本身雖然是猶太人
[00:10:09.000 --> 00:10:11.000]  但是他被看作罪人
[00:10:11.000 --> 00:10:12.000]  所以他去聖殿的時候
[00:10:12.000 --> 00:10:14.000]  不能進去內院
[00:10:14.000 --> 00:10:17.000]  他只能在外邦人的殿裏面去
[00:10:17.000 --> 00:10:20.000]  好像外邦人一樣去敬拜神
[00:10:20.000 --> 00:10:21.000]  他們被稱爲不潔
[00:10:21.000 --> 00:10:22.000]  就是有罪
[00:10:22.000 --> 00:10:25.000]  所以這個瑞利很不一樣
[00:10:25.000 --> 00:10:26.000]  雖然他是猶太人
[00:10:26.000 --> 00:10:28.000]  但是在猶太人的心目當中
[00:10:28.000 --> 00:10:31.000]  他不是神的選民
[00:10:31.000 --> 00:10:34.000]  但是我們現在如果回到
[00:10:34.000 --> 00:10:39.000]  我想當中有些弟兄姐妹去過耶路撒冷
[00:10:39.000 --> 00:10:41.000]  現在有沒有第二聖殿
[00:10:41.000 --> 00:10:43.000]  其實公元七十年的時候
[00:10:43.000 --> 00:10:47.000]  提督將軍已經把整個的耶路撒冷
[00:10:47.000 --> 00:10:49.000]  特別是聖殿摧毀了
[00:10:49.000 --> 00:10:53.000]  現在只剩一幅牆
[00:10:53.000 --> 00:10:56.000]  現在很多人叫它枯牆
[00:10:56.000 --> 00:10:58.000]  枯牆的意思是什麼呢
[00:10:58.000 --> 00:11:00.000]  就是因爲猶太人現在
[00:11:00.000 --> 00:11:02.000]  他們不相信耶穌基督
[00:11:02.000 --> 00:11:04.000]  就是他們等待的彌賽亞
[00:11:04.000 --> 00:11:08.000]  他們覺得這座牆剩下來
[00:11:08.000 --> 00:11:09.000]  是聖殿的一部分
[00:11:09.000 --> 00:11:12.000]  他們期盼彌賽亞的到來
[00:11:12.000 --> 00:11:15.000]  然後他們常常就在那邊去禱告
[00:11:15.000 --> 00:11:17.000]  有些甚至是在哀哭
[00:11:17.000 --> 00:11:19.000]  就是通過這種方式
[00:11:19.000 --> 00:11:23.000]  期盼彌賽亞早日的到來
[00:11:23.000 --> 00:11:25.000]  所以聖殿對於猶太人來說
[00:11:25.000 --> 00:11:30.000]  從所羅門建第一個聖殿到如今
[00:11:30.000 --> 00:11:33.000]  對猶太人來說都非常非常重要
[00:11:33.000 --> 00:11:35.000]  就代表了猶太人親近神
[00:11:35.000 --> 00:11:41.000]  這個聖殿就代表了神跟猶太人同在這個地方
[00:11:41.000 --> 00:11:43.000]  所以這兩個人
[00:11:43.000 --> 00:11:46.000]  一個是宗教的領袖
[00:11:46.000 --> 00:11:48.000]  是被人看成一個所謂的義人
[00:11:48.000 --> 00:11:51.000]  還有跟一個罪人一同的去這個聖殿
[00:11:51.000 --> 00:11:55.000]  代表神與神同在這個地方去敬拜神
[00:11:55.000 --> 00:11:58.000]  那結果怎麼樣子呢
[00:11:58.000 --> 00:12:01.000]  法利塞人他的禱告是這樣子的
[00:12:01.000 --> 00:12:02.000]  我們一起來讀這段的經文
[00:12:02.000 --> 00:12:04.000]  括號裏面就不用讀了
[00:12:04.000 --> 00:12:06.000]  一二三起
[00:12:06.000 --> 00:12:08.000]  法利塞人站着
[00:12:08.000 --> 00:12:10.000]  禱告稱讚自己
[00:12:10.000 --> 00:12:11.000]  這樣說
[00:12:11.000 --> 00:12:13.000]  神啊我感謝你
[00:12:13.000 --> 00:12:15.000]  我不像別人
[00:12:15.000 --> 00:12:18.000]  勒索不義姦淫
[00:12:18.000 --> 00:12:20.000]  也不像這稅吏
[00:12:20.000 --> 00:12:23.000]  我一個星期敬十兩次
[00:12:23.000 --> 00:12:30.000]  我一切的收入都奉獻十分之一
[00:12:30.000 --> 00:12:32.000]  你看到法利塞人這樣的一個禱文
[00:12:32.000 --> 00:12:35.000]  你可以想象他是怎麼樣禱告的
[00:12:35.000 --> 00:12:37.000]  可以想象他是怎麼禱告的
[00:12:37.000 --> 00:12:42.000]  我猜他的禱告是非常激昂的
[00:12:42.000 --> 00:12:45.000]  在宣告他自己的事情
[00:12:45.000 --> 00:12:47.000]  我猜了我猜這是我猜的
[00:12:47.000 --> 00:12:49.000]  他應該是舉着雙手
[00:12:49.000 --> 00:12:50.000]  雙眼望着天
[00:12:50.000 --> 00:12:51.000]  然後看着天
[00:12:51.000 --> 00:12:54.000]  然後很激昂的在說
[00:12:54.000 --> 00:12:57.000]  神啊你看我感謝你
[00:12:57.000 --> 00:12:58.000]  我不像別人
[00:12:58.000 --> 00:13:00.000]  特別不像那個稅吏
[00:13:00.000 --> 00:13:02.000]  站在外邦人民院的稅吏
[00:13:02.000 --> 00:13:04.000]  我一個星期敬十兩次
[00:13:04.000 --> 00:13:07.000]  我一切的收入都奉獻十分之一
[00:13:07.000 --> 00:13:10.000]  那種激昂的態度就出來了
[00:13:10.000 --> 00:13:13.000]  就是很自傲
[00:13:13.000 --> 00:13:16.000]  當我們細味他的禱文的時候
[00:13:16.000 --> 00:13:18.000]  我會發現這個人
[00:13:18.000 --> 00:13:24.000]  這些描寫會把法利塞人描寫得淋漓盡致
[00:13:24.000 --> 00:13:26.000]  與我做比較就好像
[00:13:26.000 --> 00:13:28.000]  法利塞人在神的面前
[00:13:28.000 --> 00:13:30.000]  拿出了兩張成績單
[00:13:30.000 --> 00:13:33.000]  一張是稅吏不及格的考試成績
[00:13:33.000 --> 00:13:34.000]  你看這個稅吏
[00:13:34.000 --> 00:13:35.000]  每一門都不及格
[00:13:35.000 --> 00:13:37.000]  每一門都拿F
[00:13:37.000 --> 00:13:38.000]  然後呢
[00:13:38.000 --> 00:13:40.000]  我的就是我這個法利塞人
[00:13:40.000 --> 00:13:44.000]  拿的這個考試成績非常好
[00:13:44.000 --> 00:13:47.000]  每門都是拿最高分的A+
[00:13:47.000 --> 00:13:49.000]  現在是五星星對不對
[00:13:49.000 --> 00:13:50.000]  最厲害的
[00:13:50.000 --> 00:13:53.000]  你看上帝你看我做這麼多事情
[00:13:53.000 --> 00:13:55.000]  我一個禮拜敬十兩次
[00:13:55.000 --> 00:13:57.000]  我所有的奉獻十分之一
[00:13:57.000 --> 00:13:59.000]  但是這個稅吏呢
[00:13:59.000 --> 00:14:02.000]  不值一提
[00:14:02.000 --> 00:14:04.000]  來到神的面前就問神
[00:14:04.000 --> 00:14:05.000]  神如果你是神的話
[00:14:05.000 --> 00:14:07.000]  你看到我這樣的成績單
[00:14:07.000 --> 00:14:09.000]  你是收我這樣的學生
[00:14:09.000 --> 00:14:10.000]  不是收學生
[00:14:10.000 --> 00:14:12.000]  你是月納我這樣的一個人呢
[00:14:12.000 --> 00:14:15.000]  還是月納這樣的一個稅吏呢
[00:14:15.000 --> 00:14:17.000]  他就這樣說
[00:14:17.000 --> 00:14:18.000]  他憑着自己的
[00:14:18.000 --> 00:14:22.000]  似乎近淺的外表和行爲呢
[00:14:22.000 --> 00:14:25.000]  希望得到神的稱讚
[00:14:25.000 --> 00:14:26.000]  其實還有另外一方面
[00:14:26.000 --> 00:14:28.000]  我覺得是更重要的
[00:14:28.000 --> 00:14:30.000]  他希望得到人的稱讚
[00:14:30.000 --> 00:14:32.000]  得到旁邊的一些
[00:14:32.000 --> 00:14:33.000]  猶太人的一個
[00:14:33.000 --> 00:14:34.000]  哇看到的羨慕
[00:14:34.000 --> 00:14:35.000]  你看這樣一個人
[00:14:35.000 --> 00:14:37.000]  這麼愛神
[00:14:37.000 --> 00:14:40.000]  這麼奉獻他的外表
[00:14:40.000 --> 00:14:42.000]  都做得非常好
[00:14:42.000 --> 00:14:46.000]  他要得人得神的稱讚
[00:14:46.000 --> 00:14:48.000]  有人把這種行爲
[00:14:48.000 --> 00:14:49.000]  這種的狀態
[00:14:49.000 --> 00:14:51.000]  稱爲一個屬靈的驕傲
[00:14:51.000 --> 00:14:53.000]  屬靈的驕傲
[00:14:53.000 --> 00:14:54.000]  屬靈的驕傲就好像
[00:14:54.000 --> 00:14:56.000]  我們的屬靈生命裏面
[00:14:56.000 --> 00:14:59.000]  出了一個破口
[00:14:59.000 --> 00:15:00.000]  怎麼樣出了一個破口呢
[00:15:00.000 --> 00:15:02.000]  就好像一個水池
[00:15:02.000 --> 00:15:04.000]  就算外面有不斷的水源
[00:15:04.000 --> 00:15:06.000]  進到這個水池的當中
[00:15:06.000 --> 00:15:09.000]  但是池底有個大的洞
[00:15:09.000 --> 00:15:10.000]  有個洞
[00:15:10.000 --> 00:15:12.000]  這個洞口呢
[00:15:12.000 --> 00:15:15.000]  就讓一些水不斷的流出
[00:15:15.000 --> 00:15:16.000]  所以即便有不斷的
[00:15:16.000 --> 00:15:18.000]  一些外來的水源的話
[00:15:18.000 --> 00:15:19.000]  只要我們生命裏面
[00:15:19.000 --> 00:15:20.000]  有破口的時候
[00:15:20.000 --> 00:15:24.000]  我們不能稱讚神的祝福
[00:15:24.000 --> 00:15:26.000]  不斷的流出去
[00:15:26.000 --> 00:15:27.000]  某些人說
[00:15:27.000 --> 00:15:29.000]  其實這個屬靈的驕傲
[00:15:29.000 --> 00:15:32.000]  也可以看爲一種屬靈的疾病
[00:15:32.000 --> 00:15:35.000]  我們有身體上肉體的疾病
[00:15:35.000 --> 00:15:36.000]  我們每個人也許都
[00:15:36.000 --> 00:15:38.000]  經歷一些不同的肉體的疾病
[00:15:38.000 --> 00:15:39.000]  有一些比較輕的
[00:15:39.000 --> 00:15:42.000]  有一些比較是嚴重的
[00:15:42.000 --> 00:15:43.000]  但是呢
[00:15:43.000 --> 00:15:44.000]  我們有沒有想過
[00:15:44.000 --> 00:15:46.000]  我們有屬靈上的一個疾病
[00:15:46.000 --> 00:15:47.000]  屬靈上的疾病
[00:15:47.000 --> 00:15:49.000]  如果從這個法利賽恩身上看到
[00:15:49.000 --> 00:15:52.000]  它有不同的病徵
[00:15:52.000 --> 00:15:55.000]  病的一些外在的一些表現
[00:15:55.000 --> 00:15:56.000]  比如說第一個就是
[00:15:56.000 --> 00:15:58.000]  單以聖經之事
[00:15:58.000 --> 00:15:59.000]  宗教禮儀
[00:15:59.000 --> 00:16:02.000]  或者侍奉參與爲準則
[00:16:02.000 --> 00:16:04.000]  來衡量屬靈生命
[00:16:04.000 --> 00:16:07.000]  因此自我感覺良好
[00:16:07.000 --> 00:16:08.000]  我不錯
[00:16:08.000 --> 00:16:09.000]  我很好
[00:16:09.000 --> 00:16:11.000]  我比起其他人好
[00:16:11.000 --> 00:16:18.000]  是不是這樣子呢
[00:16:18.000 --> 00:16:20.000]  法利賽恩是不是這樣子
[00:16:20.000 --> 00:16:22.000]  是在當中去
[00:16:22.000 --> 00:16:27.000]  困入了屬靈的疾病當中呢
[00:16:27.000 --> 00:16:29.000]  智異的人可以用很多
[00:16:29.000 --> 00:16:31.000]  不同的方式來高舉自己
[00:16:31.000 --> 00:16:34.000]  比如說覺得自己特別的屬靈
[00:16:34.000 --> 00:16:36.000]  第一方面就講到屬靈的知識
[00:16:36.000 --> 00:16:37.000]  我有很多屬靈的知識
[00:16:37.000 --> 00:16:39.000]  我上很多主義學
[00:16:39.000 --> 00:16:40.000]  我看聖經看了很多遍
[00:16:40.000 --> 00:16:43.000]  我甚至去外邊的神學院去進修
[00:16:43.000 --> 00:16:44.000]  瞭解很多人
[00:16:44.000 --> 00:16:47.000]  未必瞭解的一些聖經的奧祕
[00:16:47.000 --> 00:16:50.000]  這就成爲他的屬靈的資本了
[00:16:50.000 --> 00:16:52.000]  但錯誤的是
[00:16:52.000 --> 00:16:55.000]  人把越多的屬靈知識
[00:16:55.000 --> 00:16:59.000]  變成了他的所謂的屬靈的資產
[00:16:59.000 --> 00:17:01.000]  他以爲這樣子很屬靈
[00:17:01.000 --> 00:17:02.000]  沒有錯
[00:17:02.000 --> 00:17:04.000]  我們瞭解越多神的話
[00:17:04.000 --> 00:17:06.000]  我們會對神有更多的認識
[00:17:06.000 --> 00:17:08.000]  對自己有更多的認識
[00:17:08.000 --> 00:17:10.000]  但是這種的知識
[00:17:10.000 --> 00:17:13.000]  如果沒有轉化我們的生命的時候
[00:17:13.000 --> 00:17:16.000]  我們沒有遵循神的話的時候
[00:17:16.000 --> 00:17:19.000]  這些知識只會讓我們的頭腦越來越大
[00:17:19.000 --> 00:17:21.000]  而且甚至讓我們驕傲
[00:17:21.000 --> 00:17:22.000]  所以常常有人說
[00:17:22.000 --> 00:17:25.000]  我們神的知識不是隻是information
[00:17:25.000 --> 00:17:27.000]  要transformation
[00:17:27.000 --> 00:17:30.000]  怎麼樣子把我們的生命來轉化
[00:17:30.000 --> 00:17:35.000]  所以我們如果單以聖經知識來衡量的話
[00:17:35.000 --> 00:17:37.000]  這是完全不足夠的
[00:17:37.000 --> 00:17:41.000]  那另外我們還有很多的事情可以來質疑
[00:17:41.000 --> 00:17:43.000]  比如說屬靈超戀
[00:17:43.000 --> 00:17:45.000]  也是一個質疑的可能性
[00:17:45.000 --> 00:17:48.000]  我在德國的時候就曾經聽過
[00:17:48.000 --> 00:17:51.000]  一些外來的傳道人
