
[00:00:00.000 --> 00:00:05.740]  在聖祖之先,我們一同同心祈禱
[00:02:06.880 --> 00:02:11.760]  他有繼續前行的力量
[00:02:11.760 --> 00:02:13.800]  在進入詩人的狹窄困境之先
[00:02:13.800 --> 00:02:17.480]  我們都先了解一下詩篇第四篇
[00:02:17.480 --> 00:02:22.560]  有些說法是詩篇第三、第四篇的寫作背景都是一樣的
[00:02:22.560 --> 00:02:28.720]  都是有關大衛逃避他的兒子亞沙隆追殺時所寫的詩
[00:02:28.720 --> 00:02:31.720]  為什麼無緣無故亞沙隆去追殺大衛?
[00:02:31.720 --> 00:02:34.640]  因為他又想做皇帝
[00:02:34.640 --> 00:02:36.480]  但如果我們看回今天的經文
[00:02:36.480 --> 00:02:38.120]  我們一會兒會看
[00:02:38.120 --> 00:02:40.520]  當中提到一些字眼
[00:02:40.520 --> 00:02:43.200]  有上流人、尊貴人
[00:02:43.200 --> 00:02:47.720]  這些是王學本、新譯本和部分學者的理解
[00:02:47.720 --> 00:02:52.040]  當中又提到有五谷新走的豐收等等
[00:02:52.040 --> 00:02:56.240]  上流人、尊貴人、五谷新走的豐收
[00:02:56.240 --> 00:03:01.360]  似乎跟被兒子追殺的場景又不太吻合
[00:03:01.360 --> 00:03:02.680]  所以有學者提倡
[00:03:02.680 --> 00:03:07.280]  我們沒有必要特別猜度他的背景是怎樣
[00:03:07.280 --> 00:03:09.880]  而是集中在他最後的形態
[00:03:09.880 --> 00:03:13.480]  就是他被偏放在第三至第七篇
[00:03:13.480 --> 00:03:18.320]  這一系列詩人向上主求助的圖物
[00:03:18.320 --> 00:03:22.800]  亦是歷史歷代我們很需要上主幫助的時候
[00:03:22.800 --> 00:03:27.320]  信徒可以祈禱、默想的經文
[00:03:27.320 --> 00:03:31.720]  詩篇第四篇讓我們看到一個三文治式的結構
[00:03:31.720 --> 00:03:35.200]  頭尾都是向上帝說
[00:03:35.200 --> 00:03:37.400]  第一節是詩人向上主
[00:03:37.400 --> 00:03:41.160]  他發出他很需要幫助的求告
[00:03:41.160 --> 00:03:46.520]  第七、第八節是詩人對上主信任的宣告
[00:03:46.520 --> 00:03:50.640]  中間第二至第六節是對著人說的
[00:03:50.640 --> 00:03:55.840]  第六節是詩人周遭所聽到的聲音
[00:03:55.840 --> 00:04:02.680]  中間第三至第五節是對信仰群體的指示
[00:04:02.680 --> 00:04:06.120]  我們都知道詩篇是昔日的以色列文
[00:04:06.120 --> 00:04:10.000]  他們在崇拜裏面會用來公開唱頌
[00:04:10.000 --> 00:04:12.120]  所以我們見到如果是和秀本
[00:04:12.120 --> 00:04:14.400]  即是一本本硬的那些
[00:04:14.400 --> 00:04:16.680]  它的標題上網都有的
[00:04:16.680 --> 00:04:21.120]  就是交給詩班長用詩源的樂器
[00:04:21.120 --> 00:04:23.800]  詩篇是對上主敬拜的禮儀
[00:04:23.800 --> 00:04:27.880]  亦是對信仰群體的摩索
[00:04:27.880 --> 00:04:30.960]  有學者提倡其實以色列文的信仰
[00:04:30.960 --> 00:04:34.280]  是充滿著一個對話式的互動
[00:04:34.280 --> 00:04:36.560]  在裏面是蘊含著
[00:04:36.560 --> 00:04:39.960]  或者在過程裏面是蘊釀著
[00:04:39.960 --> 00:04:45.360]  一種信仰群體對自己的身份的自知
[00:04:45.360 --> 00:04:46.880]  Self-knowing
[00:04:46.880 --> 00:04:49.680]  亦都在過程中蘊釀著
[00:04:49.680 --> 00:04:53.160]  蘊含著一份對上主的肯定
[00:04:53.160 --> 00:04:54.960]  God-acknowledging
[00:04:54.960 --> 00:04:58.480]  因此詩篇的「你們」、「我們」、「你」、「我」
[00:04:58.480 --> 00:05:01.840]  有時就不是那麼容易去區分
[00:05:01.840 --> 00:05:06.400]  究竟詩篇第四篇裏面的詩人他遇到什麼困境呢
[00:05:06.400 --> 00:05:08.440]  第二節
[00:05:08.440 --> 00:05:09.800]  你們這些人啊
[00:05:09.800 --> 00:05:12.160]  你們把我的尊榮變為羞辱
[00:05:12.160 --> 00:05:14.000]  要到幾時呢
[00:05:14.000 --> 00:05:16.960]  你們喜愛虛妄 尋找虛假
[00:05:16.960 --> 00:05:18.840]  要到幾時呢
[00:05:18.840 --> 00:05:22.480]  原來詩人的辛苦是因為他正身處在
[00:05:22.480 --> 00:05:27.600]  生活在一些似乎跟他不太相同的人當中
[00:05:27.600 --> 00:05:31.720]  這些人 詩人說是喜愛虛妄
[00:05:31.720 --> 00:05:34.920]  虛妄在英文是emptiness delusions
[00:05:34.920 --> 00:05:38.400]  即是一些很虛空 錯幻的東西
[00:05:38.400 --> 00:05:40.640]  他們尋找虛假
[00:05:40.640 --> 00:05:44.960]  多數的英文譯本亦叫Lies 即是謊言
[00:05:44.960 --> 00:05:45.880]  第六節
[00:05:45.880 --> 00:05:47.800]  又有很多人說
[00:05:47.800 --> 00:05:50.520]  誰能指示我們有什麼好處
[00:05:50.520 --> 00:05:52.560]  用我們今天的說話
[00:05:52.560 --> 00:05:55.080]  誰能給我們好處
[00:05:55.080 --> 00:05:57.120]  那為什麼生日號會放在這裏呢
[00:05:57.120 --> 00:05:59.880]  因為其實新譯本和一些英文譯本
[00:05:59.880 --> 00:06:01.080]  生日號在這裏
[00:06:01.080 --> 00:06:04.520]  所以做了一點手腳
[00:06:04.520 --> 00:06:08.200]  這些許多人所關注的 所著眼的
[00:06:08.200 --> 00:06:09.960]  似乎是第七節
[00:06:09.960 --> 00:06:13.240]  很實際的 五穀生走的豐收
[00:06:13.240 --> 00:06:17.640]  都是一些很實際的收穫 很實際的收益
[00:06:17.640 --> 00:06:23.120]  請問今天我們又被什麼聲音包圍著
[00:06:23.120 --> 00:06:28.520]  我們又被什麼價值取態去包圍著
[00:06:28.520 --> 00:06:30.120]  在幾個月前
[00:06:30.120 --> 00:06:32.880]  無綫播了六個星期
[00:06:32.880 --> 00:06:35.440]  逢一至五 十點半至十一點
[00:06:35.440 --> 00:06:37.080]  有三十集的風水節目
[00:06:37.080 --> 00:06:40.880]  《天天開運王》 有沒有人看過
[00:06:40.880 --> 00:06:43.760]  可能你說 我看錯師傅了
[00:06:43.760 --> 00:06:47.880]  我正在幫你應援團
[00:06:47.880 --> 00:06:49.200]  明白的
[00:06:49.200 --> 00:06:52.120]  《大台》《天天開運王》我看了一集
[00:06:52.120 --> 00:06:56.040]  那一集他去了一個很漂亮的女藝人家
[00:06:56.040 --> 00:07:01.160]  在客廳放了一個橙色的元寶形狀的沙發
[00:07:01.160 --> 00:07:05.480]  中間有一個豹的形狀的氣墊
[00:07:05.480 --> 00:07:09.360]  師傅就說豹 普通話是豹
[00:07:09.360 --> 00:07:12.760]  就是步伐和發達的意思
[00:07:12.760 --> 00:07:14.200]  鏡頭一轉
[00:07:14.200 --> 00:07:19.680]  就去了一個女藝人裝她的名牌包包的地方
[00:07:19.680 --> 00:07:22.840]  一排一排的
[00:07:22.840 --> 00:07:24.480]  很多的
[00:07:24.480 --> 00:07:28.520]  師傅就說在包包裏面放一些錢
[00:07:28.520 --> 00:07:31.480]  那些包包就會轉了它的作用
[00:07:31.480 --> 00:07:34.080]  就可以變成一個錢箱的作用
[00:07:34.080 --> 00:07:36.720]  這個是包包招財法
[00:07:36.720 --> 00:07:40.560]  又可以賺多一些錢
[00:07:40.560 --> 00:07:41.440]  或許 弟兄姊妹
[00:07:41.440 --> 00:07:46.760]  我們其實周遭所追求的 所嚮往的價值
[00:07:46.760 --> 00:07:49.800]  可能都是和私人所經驗的
[00:07:49.800 --> 00:07:51.080]  未必差很遠
[00:07:51.080 --> 00:07:53.760]  都是一些很實際的收穫
[00:07:53.760 --> 00:07:56.480]  一些很實際的效益
[00:07:56.480 --> 00:07:58.200]  甚至乎是權勢
[00:07:58.200 --> 00:07:59.960]  或者是好處
[00:07:59.960 --> 00:08:04.080]  或者是自身的好處 利益
[00:08:04.080 --> 00:08:06.600]  特別是你在商界工作
[00:08:06.600 --> 00:08:09.240]  或許你每天所經驗的衝擊
[00:08:09.240 --> 00:08:11.800]  也都相當大
[00:08:11.800 --> 00:08:13.320]  在隔房中的虔誠人
[00:08:13.320 --> 00:08:15.720]  怎樣自處 怎樣算好呢
[00:08:15.720 --> 00:08:19.120]  大概我們真的要非常堅定
[00:08:19.120 --> 00:08:21.480]  去認出自己的身份
[00:08:21.480 --> 00:08:24.240]  唯有我們可以很堅定自己的身份
[00:08:24.240 --> 00:08:25.880]  我們才可以有那個力量
[00:08:25.880 --> 00:08:27.840]  不怕做中間之中
[00:08:27.840 --> 00:08:32.280]  零零碎碎 不同的一個半個
[00:08:32.280 --> 00:08:33.600]  在經文第三節
[00:08:33.600 --> 00:08:36.120]  出現了第一個命令式的動詞
[00:08:36.120 --> 00:08:37.440]  「要知道」
[00:08:37.440 --> 00:08:39.120]  要知道甚麼呢
[00:08:39.120 --> 00:08:42.040]  要知道耶和華已將虔誠人
[00:08:42.040 --> 00:08:45.560]  分別出來歸他自己
[00:08:45.560 --> 00:08:47.600]  分別出來
[00:08:47.600 --> 00:08:48.200]  弟兄姊妹
[00:08:48.200 --> 00:08:53.840]  我們有一個這麼明顯 這麼獨特的身份
[00:08:53.840 --> 00:08:56.080]  但唯有當我們是這麼能幹
[00:08:56.080 --> 00:08:58.640]  越能幹得住這個身份的時候
[00:08:58.640 --> 00:09:00.680]  我們才越有能力
[00:09:00.680 --> 00:09:04.480]  去抵禦外在的攻擊和挑戰
[00:09:04.480 --> 00:09:06.360]  就好像運動員一樣
[00:09:06.360 --> 00:09:09.360]  即是完了奧運不久
[00:09:09.360 --> 00:09:10.880]  我會不問甚麼項目
[00:09:10.880 --> 00:09:13.840]  運動員真的是超級能幹
[00:09:13.840 --> 00:09:17.760]  他們是運動員的身份和任務
[00:09:17.760 --> 00:09:22.200]  他們有那種不知從哪裡來的力量去熬過
[00:09:22.200 --> 00:09:23.880]  或者去勝過
[00:09:23.880 --> 00:09:26.640]  對於他們不論是體能上
[00:09:26.640 --> 00:09:28.040]  技術上
[00:09:28.040 --> 00:09:29.240]  意志上
[00:09:29.240 --> 00:09:31.920]  種種的挑戰
[00:09:31.920 --> 00:09:33.840]  又或者好像爸爸媽媽一樣
[00:09:33.840 --> 00:09:36.400]  在座有沒有人是爸爸媽媽
[00:09:36.400 --> 00:09:38.360]  是 你好 梁牧師
[00:09:38.360 --> 00:09:39.240]  是的
[00:09:39.240 --> 00:09:43.600]  做爸爸媽媽其實真的相當不容易
[00:09:43.600 --> 00:09:46.000]  但他是因為真的很能幹
[00:09:46.000 --> 00:09:47.640]  我是爸爸 我是媽媽
[00:09:47.640 --> 00:09:49.640]  才有這個身份
[00:09:49.640 --> 00:09:52.760]  以至有那個不知從哪裡來的力量
[00:09:52.760 --> 00:09:57.480]  去完成很多不可能的任務
[00:09:57.480 --> 00:09:59.640]  等姐妹要知道耶和華
[00:09:59.640 --> 00:10:03.840]  已將虔誠人分別出來歸他自己
[00:10:03.840 --> 00:10:05.400]  屬於上帝的人
[00:10:05.400 --> 00:10:08.640]  是命中注定會有些不同
[00:10:08.640 --> 00:10:12.680]  唯有我們越能幹得到這份理所當然
[00:10:12.680 --> 00:10:16.120]  我們就越有力量去抵禦壓力
[00:10:16.120 --> 00:10:20.560]  為主 成為不同
[00:10:20.560 --> 00:10:23.920]  詩人的困境在於第二節
[00:10:23.920 --> 00:10:25.760]  他感到不被明白
[00:10:25.760 --> 00:10:27.280]  他感到被羞辱
[00:10:27.280 --> 00:10:29.160]  或者是被人輕視
[00:10:29.160 --> 00:10:31.800]  被人嘲笑 被人戲弄
[00:10:31.800 --> 00:10:33.680]  等姐妹試想像一下
[00:10:33.680 --> 00:10:34.720]  說平時
[00:10:34.720 --> 00:10:37.400]  我們平時如果被人說
[00:10:37.400 --> 00:10:38.880]  被人攻擊
[00:10:38.880 --> 00:10:42.400]  一般你是怎樣反應
[00:10:42.400 --> 00:10:44.200]  或者你遇到一些
[00:10:44.200 --> 00:10:46.320]  令你覺得不爽 不快
[00:10:46.320 --> 00:10:48.760]  不滿意的狀況的時候
[00:10:48.760 --> 00:10:52.680]  其實我們平時又是怎樣反應
[00:10:52.680 --> 00:10:54.840]  可能如果你本身是溫和派
[00:10:54.840 --> 00:10:56.640]  或者是壓抑的
[00:10:56.640 --> 00:10:57.680]  可能你就
[00:10:57.680 --> 00:10:58.880]  由他吧 管他吧
[00:10:58.880 --> 00:11:01.680]  雖然心中不是美意
[00:11:01.680 --> 00:11:06.160]  或者你都會嘗試去做一些事實的澄清
[00:11:06.160 --> 00:11:08.560]  但如果你本身是個人火一點的
[00:11:08.560 --> 00:11:11.240]  可能你馬上就還拖了
[00:11:11.240 --> 00:11:13.720]  你罵我一句 我罵你十句
[00:11:13.720 --> 00:11:16.840]  分分鐘就跟他拼命
[00:11:16.840 --> 00:11:19.880]  我現在居住的一個
[00:11:19.880 --> 00:11:21.880]  我現在居住的一個住戶
[00:11:21.880 --> 00:11:24.200]  有一個Facebook的群組
[00:11:24.200 --> 00:11:27.920]  有一段時間都會看到一些貼文
[00:11:27.920 --> 00:11:31.240]  現在少了很多
[00:11:31.240 --> 00:11:32.680]  但要說到要勵志
[00:11:32.680 --> 00:11:35.880]  所以有怪莫怪
[00:11:35.880 --> 00:11:37.160]  有一段時間
[00:11:37.160 --> 00:11:38.600]  經常都會出現
[00:11:38.600 --> 00:11:40.560]  昨晚哪一座哪一座
[00:11:40.560 --> 00:11:46.040]  有班人在平台那裏圍著吸煙
[00:11:46.040 --> 00:11:48.440]  以為自己很有型
[00:11:48.440 --> 00:11:51.480]  或者哪一座哪一層的垃圾
[00:11:51.480 --> 00:11:54.080]  為甚麼沒有放好
[00:11:54.080 --> 00:11:56.320]  我沒興趣每天知道你吃甚麼
[00:11:56.320 --> 00:12:00.120]  沒品 沒功德 沒文化
[00:12:00.120 --> 00:12:03.160]  我猜我們不難去明白
[00:12:03.160 --> 00:12:05.560]  那份無奈和激氣
[00:12:05.560 --> 00:12:08.520]  我們誰不想住得舒服一點呢
[00:12:08.520 --> 00:12:10.840]  又或者打這些貼文
[00:12:10.840 --> 00:12:13.600]  對其他Facebook看到的用戶
[00:12:13.600 --> 00:12:16.400]  是有警惕的作用
[00:12:16.400 --> 00:12:19.520]  但官符當中的用詞或者頻率
[00:12:19.520 --> 00:12:23.360]  似乎暗暗地某程度上都反映一種
[00:12:23.360 --> 00:12:25.040]  我們已經習以為常
[00:12:25.040 --> 00:12:28.760]  覺得合情合理的一個模式
[00:12:28.760 --> 00:12:30.600]  就是一遇到問題
[00:12:30.600 --> 00:12:32.240]  覺得被冒犯
[00:12:32.240 --> 00:12:33.920]  我就很生氣
[00:12:33.920 --> 00:12:37.600]  我就有那個資格去攻擊
[00:12:37.600 --> 00:12:40.160]  這個似乎都頗快
[00:12:40.160 --> 00:12:45.680]  頗直線 頗狠的狀況
[00:12:45.680 --> 00:12:47.120]  當周遭的文化
[00:12:47.120 --> 00:12:48.840]  甚至乎是政治人物
[00:12:48.840 --> 00:12:51.880]  都瀰漫著譴責別人
[00:12:51.880 --> 00:12:55.200]  強烈譴責別人的時候
[00:12:55.200 --> 00:12:57.840]  今晚讓我們看到信仰的群體
[00:12:57.840 --> 00:13:01.120]  似乎有另一種可能的生活形態
[00:13:01.120 --> 00:13:03.800]  可能可以並存的生活面貌
[00:13:03.800 --> 00:13:05.040]  想邀請弟兄姊妹
[00:13:05.040 --> 00:13:07.760]  再一次讀出第三節到第五節
[00:13:07.760 --> 00:13:10.240]  第三節到第五節 預備起
[00:13:34.360 --> 00:13:35.600]  拜託
[00:13:35.600 --> 00:13:37.800]  基督徒並不是對人對事
[00:13:37.800 --> 00:13:39.280]  沒有道德判斷
[00:13:39.280 --> 00:13:42.120]  或者對周遭的事不發聲
[00:13:42.120 --> 00:13:44.040]  這個並不是我們
[00:13:44.040 --> 00:13:46.840]  而是除了去留意別人
[00:13:46.840 --> 00:13:48.680]  去議論別人
[00:13:48.680 --> 00:13:50.360]  去評價別人
[00:13:50.360 --> 00:13:52.840]  俗臣的人同樣都會用時間
[00:13:52.840 --> 00:13:54.640]  去留意自己
[00:13:54.640 --> 00:13:56.440]  去檢視自己
[00:13:56.440 --> 00:14:01.320]  去關注自己的生命
[00:14:01.320 --> 00:14:03.360]  在經文第三節到第五節
[00:14:03.360 --> 00:14:05.600]  共有六個命令式的詞語
[00:14:05.600 --> 00:14:09.160]  除了之前提到第三節的「要知道」
[00:14:09.160 --> 00:14:10.360]  還有第四節
[00:14:10.360 --> 00:14:13.400]  「應當畏懼 不可犯罪」
[00:14:13.400 --> 00:14:16.960]  「要心裡思想 要安靜」
[00:14:16.960 --> 00:14:21.160]  「當獻上 當倚靠」
[00:14:21.160 --> 00:14:24.040]  「應當畏懼」這個字的翻譯
[00:14:24.040 --> 00:14:27.640]  會影響到我們對整段第三節到第五節
[00:14:27.640 --> 00:14:29.960]  這個段落的理解
[00:14:29.960 --> 00:14:32.280]  和修本翻譯為「畏懼」
[00:14:32.280 --> 00:14:35.280]  但是原文或大多數的英文譯本
[00:14:35.280 --> 00:14:37.320]  是譯為「Tremble」
[00:14:37.320 --> 00:14:38.840]  「震」
[00:14:38.840 --> 00:14:40.840]  什麼時候會「震」呢
[00:14:40.840 --> 00:14:44.880]  可能是被激動 被激怒的意思
[00:14:44.880 --> 00:14:47.880]  無怪乎新譯本和一些英文譯本
[00:14:47.880 --> 00:14:49.880]  這句的翻譯是
[00:14:49.880 --> 00:14:53.880]  「你們生氣 卻不可犯罪」
[00:14:53.880 --> 00:14:56.880]  即是我們情緒上可以生氣
[00:14:56.880 --> 00:14:59.480]  這是健康的 是正常的
[00:14:59.480 --> 00:15:03.480]  但是不要理直氣壯 讓自己進一步
[00:15:03.480 --> 00:15:06.480]  去做一些你明知上帝不喜悅的事情
[00:15:06.480 --> 00:15:12.480]  包括加倍踐踏別人的生命
[00:15:12.480 --> 00:15:13.480]  第四節
[00:15:13.480 --> 00:15:18.080]  「在床上的時候 要心裡思想 並要安靜」
[00:15:18.080 --> 00:15:20.680]  在床上的時候 臨睡的時候
[00:15:20.680 --> 00:15:26.480]  我們一般平時的正常狀態是做什麼的
[00:15:26.480 --> 00:15:30.480]  或者還是在看手機 看新聞
[00:15:30.480 --> 00:15:34.480]  我的胖子老公又在看智囊針
[00:15:34.480 --> 00:15:37.480]  在雪櫃冷笑話 自己在笑
[00:15:37.480 --> 00:15:41.480]  我有時候又在看MIRROR 看Anson Lo
[00:15:41.480 --> 00:15:44.480]  題外話 過分沉迷MIRROR
[00:15:44.480 --> 00:15:47.480]  是會影響你屬靈生命的
[00:15:47.480 --> 00:15:49.480]  這個大家要小心
[00:15:49.480 --> 00:15:52.480]  除了這個正常狀態
[00:15:52.480 --> 00:15:54.480]  其實我們每天臨睡的時候
[00:15:54.480 --> 00:15:57.480]  有另一個選擇 有另一個可能
[00:15:57.480 --> 00:16:00.480]  不只是回到精會敬拜才有默想
[00:16:00.480 --> 00:16:05.480]  原來我們也可以在禱告裡
[00:16:05.480 --> 00:16:07.480]  用十至十五分鐘
[00:16:07.480 --> 00:16:11.480]  可以跟聖靈對禱 可以去意識成賊
[00:16:11.480 --> 00:16:17.480]  特別是當你那天有強烈負面情緒的時候
[00:16:17.480 --> 00:16:19.480]  是很好的機會
[00:16:19.480 --> 00:16:24.480]  就把這些一切帶到禱告和主祈禱
[00:16:24.480 --> 00:16:29.480]  探索一下你的心在發生什麼事
[00:16:29.480 --> 00:16:36.480]  特別是跟主一起去測驗一下
[00:16:36.480 --> 00:16:38.480]  真正發生什麼事
[00:16:38.480 --> 00:16:42.480]  自己這麼憤怒 這麼辛苦 是什麼原因呢
[00:16:42.480 --> 00:16:45.480]  就跟上帝說一下這件事
[00:16:45.480 --> 00:16:49.480]  又問一下上帝 你怎麼看
[00:16:49.480 --> 00:16:51.480]  人家這樣反應
[00:16:51.480 --> 00:16:54.480]  又告訴上帝 你又怎麼看
[00:16:54.480 --> 00:16:56.480]  上帝 我跟著這樣反應
[00:16:56.480 --> 00:16:58.480]  可能沒有反應 可能是很好的
[00:16:58.480 --> 00:16:59.480]  不知道
[00:16:59.480 --> 00:17:01.480]  你又問一下上帝 你又怎麼看
[00:17:01.480 --> 00:17:03.480]  就是這樣 逐一逐一
[00:17:03.480 --> 00:17:05.480]  慢慢 十至十五分鐘
[00:17:05.480 --> 00:17:07.480]  可以慢慢在禱告裡
[00:17:07.480 --> 00:17:12.480]  跟主去探索更多的真相
[00:17:12.480 --> 00:17:14.480]  第五節 當獻上公義的祭
[00:17:14.480 --> 00:17:16.480]  我猜我們也不會陌生
[00:17:16.480 --> 00:17:18.480]  我們也知道向上帝獻上公義的祭
[00:17:18.480 --> 00:17:20.480]  不單止是在敬拜的時候
[00:17:20.480 --> 00:17:23.480]  獻上合乎體統的祭
[00:17:23.480 --> 00:17:26.480]  也是關乎我們日常生活的行為
[00:17:26.480 --> 00:17:28.480]  日常的言行舉止
[00:17:28.480 --> 00:17:31.480]  有沒有向上帝獻上公義的祭
[00:17:31.480 --> 00:17:35.480]  不會去逼迫 剝削 欺壓別人的生命
[00:17:35.480 --> 00:17:41.480]  也不會無緣無故做一些明知不道德的行為
[00:17:41.480 --> 00:17:46.480]  也是關乎我們自己的生命
[00:17:46.480 --> 00:17:48.480]  等姐妹或者我們平時
[00:17:48.480 --> 00:17:50.480]  其實是很自然的
[00:17:50.480 --> 00:17:52.480]  因為我們眼睛都是向出
[00:17:52.480 --> 00:17:54.480]  嘴巴又喜歡說話
[00:17:54.480 --> 00:17:57.480]  我們本能都是會多去留意別人
[00:17:57.480 --> 00:17:59.480]  評價別人
[00:17:59.480 --> 00:18:02.480]  甚至去議論 罵爆別人
[00:18:02.480 --> 00:18:04.480]  我們的焦點本能地
[00:18:04.480 --> 00:18:07.480]  相對少放在自己那裡
[00:18:07.480 --> 00:18:09.480]  求主幫助我們
[00:18:09.480 --> 00:18:11.480]  用同樣的時間
[00:18:11.480 --> 00:18:13.480]  同樣的關注
[00:18:13.480 --> 00:18:18.480]  同樣的肉緊去檢視
[00:18:18.480 --> 00:18:21.480]  在守護自己生命的上面
[00:18:21.480 --> 00:18:23.480]  特別是當你覺得在困境
[00:18:23.480 --> 00:18:27.480]  覺得被人欺壓的時候
[00:18:27.480 --> 00:18:30.480]  這些對於綠色寺院的堅持實踐
[00:18:30.480 --> 00:18:34.480]  一方面也是活現我們對上主的信靠
[00:18:34.480 --> 00:18:40.480]  也是在過程中慢慢孕育我們對上主的信靠
[00:18:40.480 --> 00:18:42.480]  在教堂中的虔誠人
[00:18:42.480 --> 00:18:44.480]  最後也是最重要的一點
[00:18:44.480 --> 00:18:46.480]  信賴上帝
[00:18:46.480 --> 00:18:48.480]  可能你會說 啊 又說這些
[00:18:48.480 --> 00:18:50.480]  不說這些 說哪些
[00:18:50.480 --> 00:18:54.480]  是的 我們最重要的是信賴上帝
[00:18:54.480 --> 00:18:59.480]  當詩人感到冤枉 委屈 辛苦的時候
[00:18:59.480 --> 00:19:01.480]  他向上帝呼求
[00:19:01.480 --> 00:19:06.480]  可見他是一個to God的生命
[00:19:06.480 --> 00:19:09.480]  第三節 詩人認定他的生命
[00:19:09.480 --> 00:19:11.480]  是分別出來歸給上帝
[00:19:11.480 --> 00:19:13.480]  是一個for God的生命
[00:19:13.480 --> 00:19:15.480]  最後第八節 詩人說
[00:19:15.480 --> 00:19:17.480]  獨有你 耶和華
[00:19:17.480 --> 00:19:19.480]  使我安然居住
[00:19:19.480 --> 00:19:21.480]  安然居住是dwell in
[00:19:21.480 --> 00:19:24.480]  是一個能夠安藏 在那裡很穩妥
[00:19:24.480 --> 00:19:27.480]  一個in God的生命
[00:19:27.480 --> 00:19:31.480]  第一次會在靈情路上跟主的關係
[00:19:31.480 --> 00:19:33.480]  有深有淺 有高有低
[00:19:33.480 --> 00:19:35.480]  有時很飄忽 很正常
[00:19:35.480 --> 00:19:38.480]  不過我們也儘管觀摩一下
[00:19:38.480 --> 00:19:42.480]  欣賞一下一個美好的狀況是怎樣
[00:19:42.480 --> 00:19:44.480]  第六節 耶和華
[00:19:44.480 --> 00:19:48.480]  求你用你念上的光照耀我們
[00:19:48.480 --> 00:19:51.480]  你使我心裡喜樂
[00:19:51.480 --> 00:19:56.480]  勝過那豐收誤谷身走的人
[00:19:56.480 --> 00:19:59.480]  第七節較正確的翻譯是
[00:19:59.480 --> 00:20:01.480]  你使我心裡喜樂
[00:20:01.480 --> 00:20:07.480]  當他們的誤谷和他們的身走增添的時候
[00:20:07.480 --> 00:20:14.480]  意思是 當見到旁人誤谷豐收的時候
[00:20:14.480 --> 00:20:16.480]  詩人並不會酸葡萄
[00:20:16.480 --> 00:20:22.480]  因為他的喜樂沒有被旁人的賦予順利左右
