
[00:00:00.000 --> 00:00:04.400]  很高興今天能夠和大家一起分享主的華語
[00:02:06.600 --> 00:02:10.600]  看看有什麼可以駁得過,是不是?
[00:02:10.600 --> 00:02:12.600]  這個就是我當時的想法
[00:02:12.600 --> 00:02:16.600]  好,讓我今天先讀出來我的經文
[00:02:16.600 --> 00:02:19.600]  讓我讀,大家可以省一點時間
[00:02:19.600 --> 00:02:26.600]  另外有一個人叫阿拿尼亞和他的妻子薩菲拉賣了一些田產
[00:02:26.600 --> 00:02:31.600]  他留下一部分錢不剩下的高級使徒
[00:02:31.600 --> 00:02:34.600]  這是他的妻子也同意
[00:02:34.600 --> 00:02:41.600]  彼得對他說:阿拿尼亞,為什麼要用撒旦控制你的心是你欺騙性靈?
[00:02:41.600 --> 00:02:45.600]  把賣田產所得的錢留下一部分呢?
[00:02:45.600 --> 00:02:52.600]  田產沒有賣出去是你的,賣了以後錢也是你的
[00:02:52.600 --> 00:02:55.600]  你為什麼存心這樣做呢?
[00:02:55.600 --> 00:02:58.600]  你不是欺騙人,你是欺騙上帝
[00:02:58.600 --> 00:03:01.600]  阿拿尼亞一聽見這話就倒下去死了
[00:03:01.600 --> 00:03:04.600]  聽見這事的人都非常害怕
[00:03:04.600 --> 00:03:09.600]  有些年輕人進來把他的屍體裹起來,抬出去埋葬了
[00:03:09.600 --> 00:03:16.600]  過了三個小時,他的妻子進來,還不知道已經發生了的事
[00:03:16.600 --> 00:03:22.600]  彼得對她說:告訴我,你們賣田產的錢都在這裡嗎?
[00:03:22.600 --> 00:03:25.600]  她回答說:是的,都在這裡
[00:03:25.600 --> 00:03:30.600]  彼得就說:你們為什麼串通來試探主你的靈呢?
[00:03:30.600 --> 00:03:36.600]  你看,埋葬你丈夫的人就在門口,他們也要把你抬出去
[00:03:36.600 --> 00:03:39.600]  馬拉克倒在彼得腳前死了
[00:03:39.600 --> 00:03:45.600]  那些年輕人進來看見他已經死了就把他抬出去,葬在他丈夫旁邊
[00:03:45.600 --> 00:03:52.600]  全教會和其他聽見這事的人都非常害怕
[00:03:52.600 --> 00:03:55.600]  對很多人來說這段經文是很難明白的
[00:03:55.600 --> 00:04:01.600]  對我們現代人來說,無論是基督徒還是非基督徒都覺得很難接受
[00:04:01.600 --> 00:04:05.600]  因為這對夫婦只說了一個謊話就過身了
[00:04:05.600 --> 00:04:14.600]  太嚴重了,這個故事所描繪的道德標準會不會設得太高,或是有些不實際呢?
[00:04:14.600 --> 00:04:24.600]  尤其是現在這個社會我們總覺得會在這個世界上很難避免說一些不是那麼絕對真實的話
[00:04:24.600 --> 00:04:31.600]  如果一車大砲就死了,我們在座當中都不會有很多人坐在這裡
[00:04:31.600 --> 00:04:41.600]  香港有句話很流行,人在江湖身不由己,江湖是要找食的,為生存
[00:04:41.600 --> 00:04:50.600]  在西方也有一句話叫white lies,白色的謊言,不會害人的,無關動樣的,是可以接受的
[00:04:50.600 --> 00:05:08.600]  如果大家記得,我這些老人家就記得80年代的時候,在美國國會有一個叫Iron Contra,那時候因為有部份軍人運用錢在南美,伊朗那邊,做了一些國會不准許的事
[00:05:08.600 --> 00:05:21.600]  在那個見證會有一位叫Lieutenant Colonel Oliver North,一個笑膠,穿著現在新海軍陸戰隊的儀仗制服,很漂亮的,棗紅色,白色褲襬,不好的
[00:05:21.600 --> 00:05:30.600]  一上來,挺起胸膛,胸前有一大排的襟章,因為他真的是越戰大英雄,而且是National Security Council NSC的member
[00:05:30.600 --> 00:05:46.600]  很理直氣壯地告訴全世界,他是正直無偽,如果有錯,一切都由他而起,也都止於他,就不關總統雷根的事
[00:05:46.600 --> 00:05:56.600]  全世界都知道他在說謊,但是這個人的氣派的charisma,迷住了很多人
[00:05:56.600 --> 00:06:05.600]  市民願意接受他這個白色的謊言,有一句話,the buck stop right here,更成了一個很流行很流行的絕頂佳句
[00:06:05.600 --> 00:06:12.600]  還有這些經文所說的神,好像和我們在新約裡頭說的有些出入
[00:06:12.600 --> 00:06:18.600]  大家都是路加的作品,路加的福音講到神很好,突然之間充滿內心
[00:06:18.600 --> 00:06:28.600]  來到市道行主義講了一個這樣的故事出來,我們記得在我們教的102班裡頭,經常都會教路加福音
[00:06:28.600 --> 00:06:39.600]  多次講到神是會赦免的,神是充滿愛心的,神是憐憫的,慈愛的,描繪得很淋漓盡致
[00:06:39.600 --> 00:06:48.600]  路加福音15章我們都很熟悉的,講到很多的比喻,失陽的比喻,失錢的比喻,失了兒子的比喻
[00:06:48.600 --> 00:06:55.600]  父親就代表神,他是這麼接納的,他是赦免的,他是憐憫的
[00:06:55.600 --> 00:07:01.600]  但是我們剛才看的市道行主義第五章所體現的是什麼,是很嚴厲的
[00:07:01.600 --> 00:07:05.600]  有很多人說嚴厲到沒辦法接受,落差很大
[00:07:05.600 --> 00:07:11.600]  另一個原因是教會比較少講這段經文,也可能是因為比較難解釋
[00:07:11.600 --> 00:07:16.600]  第三就是好像和現實生活太脫節
[00:07:16.600 --> 00:07:20.600]  經文所講我們現實生活裡好像從來沒見過
[00:07:20.600 --> 00:07:25.600]  是不是針對那個時候那些人經常說謊,所以殺一儆百呢
[00:07:25.600 --> 00:07:38.600]  記得我小時候看迪士尼的木偶奇遇記,那隻木偶一說謊就嘟,鼻子就長了,這個世界多美啊
[00:07:38.600 --> 00:07:45.600]  如果創造我們這樣就好了,你昨晚幾點回家,五點嗎,嘟,有沒有出去搞搞震
[00:07:45.600 --> 00:07:49.600]  沒有沒有,嘟嘟嘟嘟嘟,這樣多好呢
[00:07:49.600 --> 00:07:59.600]  但是最悲慘的是什麼呢,很多時候我們講了謊言,習慣了,都不知道自己在講謊言
[00:07:59.600 --> 00:08:06.600]  當閒事一件,我記得大學那時候有些不知什麼fair,有很多這樣的 booth,攤位在那裡
[00:08:06.600 --> 00:08:14.600]  你可以去那裡試一下漆放機,我贏了,我贏了,我的心跳是可以和他起碼抗衡到的
[00:08:14.600 --> 00:08:21.600]  很有趣,他拿了我的名字,到我畢業的時候,政府有很多部門來邀請我
[00:08:21.600 --> 00:08:28.600]  所以你看,懂得漆大炮有多重要在這個世界,是不是,真是很可悲
[00:08:28.600 --> 00:08:37.600]  我那時候記得Federal Marshal都給我申請,Federal Marshal就是那些law enforcement警察那些
[00:08:37.600 --> 00:08:42.600]  所以這段經文讀起來就令人很不安心
[00:08:42.600 --> 00:08:50.600]  就是為什麼不安心,就是很多時候我們覺得謊言是沒有辦法避免的
[00:08:50.600 --> 00:08:58.600]  日常當中講謊言,未必見到死,這段經文其實折磨了我很久,我真的不明白
[00:08:58.600 --> 00:09:05.600]  不知道怎麼去處理,我記得我在讀神學那時候,讀系統神學那時候,剛好是李文耀博士,我想大家都很熟悉的
[00:09:05.600 --> 00:09:12.600]  你可以問他,我經常追著他問,到底上線罰鱷有沒有一個方程式呢
[00:09:12.600 --> 00:09:20.600]  準則在哪裡呢,對我來說很重要,為什麼呢,實不相瞞,人生上半場根本就是在邊緣徘徊
[00:09:20.600 --> 00:09:29.600]  在金融界,如果我不唱好,我們公司下面很多基金怎麼沽貨呢
[00:09:29.600 --> 00:09:38.600]  如果我不踩得他硬的話,怎麼入到便宜貨呢,如果國家我們不唱他經濟好,前景好,什麼都強的話
[00:09:38.600 --> 00:09:43.600]  那怎麼去包銷他的債券呢,當然說的是我自己,不表示這個行業
[00:09:43.600 --> 00:09:51.600]  這個謊言就先說了,這個謊言的故事是不是好像我們小時候那樣浪來鳥的故事
[00:09:51.600 --> 00:09:58.600]  要我們誠實,不然浪就真的來,又好像木偶奇遇記那樣,你載得大炮災,你的樣子都變了
[00:09:58.600 --> 00:10:03.600]  這段經文是不是教我們乖乖的,不要吹大炮那麼簡單呢
[00:10:03.600 --> 00:10:10.600]  當然不是,聖經不是童話故事,聖經不是寓言故事
[00:10:10.600 --> 00:10:16.600]  這個是關於整個群體的故事,不是一個人的事
[00:10:16.600 --> 00:10:24.600]  同一個我們應該怎樣對待一個我們相信的神的故事
[00:10:24.600 --> 00:10:37.600]  這個經文是記載了早期教會的生活,在群體裡的生活是很忠誠,對神也很忠誠,很尊敬,還有很敬畏
[00:10:37.600 --> 00:10:44.600]  如果一個人不將群體放在眼裡,說什麼都可以,一個人心裡沒有神,沒有敬畏的心
[00:10:44.600 --> 00:10:51.600]  他做什麼都可以,反正覺得不需要向任何人交代,也不相信人或神會審判
[00:10:51.600 --> 00:10:57.600]  就是沒有後果,我們現在看看我們身邊,看看我們現在的境況
[00:10:57.600 --> 00:11:07.600]  這個提醒我們基督徒在這個生活當中怎樣才對得起我們的群體,凡事都有後果
[00:11:07.600 --> 00:11:17.600]  這個早期教會的群體,因為要面臨歷史上最大最大的壓迫,這個就是他的前夕
[00:11:17.600 --> 00:11:22.600]  我們的生命怎樣才能指明我們可以敬畏我們的神呢?
[00:11:22.600 --> 00:11:34.600]  我們要相信真正明白這個經文,我們一定要先看,雖然上次牧師已經跟我們講過的第四章32到35節
[00:11:34.600 --> 00:11:42.600]  許多信的人都是一心一意的,沒有一人說他的東西有一樣是自己的,都是大家共用
[00:11:42.600 --> 00:11:48.600]  使徒大有能力見證主耶穌復活,眾人也要蒙大恩
[00:11:48.600 --> 00:11:54.600]  內宗也沒有一個缺乏,因為人人將田產房屋都埋了
[00:11:54.600 --> 00:12:02.600]  把所賣的銀錢拿來放在使徒腳前,照各人所需的分給各人
[00:12:02.600 --> 00:12:11.600]  對猶太人來說這樣的信仰生活的共同體,在他們出埃及的時候,是得到很珍貴很珍貴的經驗
[00:12:11.600 --> 00:12:17.600]  當他們出埃及走入曠野的時候,這個就是所謂的共同體
[00:12:17.600 --> 00:12:24.600]  如果大家看出埃及記第十六章,所描述神如何降下瑪那,就學到一件很重要的功課
[00:12:24.600 --> 00:12:27.600]  在出埃及記第十六章十八節這樣記載
[00:12:27.600 --> 00:12:36.600]  「儘多的沒有成,儘少的也不缺,每一個人所見的剛剛他所需要的」
[00:12:36.600 --> 00:12:41.600]  如果要問出埃及最大的神蹟的話,我想這個一定是其中一個
[00:12:41.600 --> 00:12:47.600]  不過一個經過四百多年的奴隸生活的民族走出圍爐之地之後
[00:12:47.600 --> 00:12:51.600]  開始共享共有的生活,絕對不是一件容易的事
[00:12:51.600 --> 00:12:55.600]  這種共同體的生活入了迦蘭之後就有麻煩了
[00:12:55.600 --> 00:13:00.600]  當每個人開始擁有自己的私人產業,就漸漸消失
[00:13:00.600 --> 00:13:05.600]  直到後來又有難了,去到巴比倫當奴隸的時候,又再次經驗
[00:13:05.600 --> 00:13:11.600]  直到今天,這種概念還是存在的
[00:13:11.600 --> 00:13:17.600]  如果大家去聖地遊,不妨叫導遊,不要只看那些古蹟
[00:13:17.600 --> 00:13:20.600]  去看那些Kibbutz
[00:13:20.600 --> 00:13:25.600]  Kibbutz,共同的農場那些地方
[00:13:25.600 --> 00:13:30.600]  其實最共產的地方,我想全世界最共產的地方就是那裡
[00:13:30.600 --> 00:13:32.600]  不過很多都已經很凋零了
[00:13:32.600 --> 00:13:36.600]  我經常都說,有一套卡通很有意思的
[00:13:36.600 --> 00:13:40.600]  男精靈Smurf,他們什麼都分享的,連Baby Smurf都分享的
[00:13:40.600 --> 00:13:49.600]  那套北歐的卡通,其實真的是猶太人畫的
[00:13:49.600 --> 00:13:57.600]  作者描述這群數以千計,相信基督在死裡復活的信徒
[00:13:57.600 --> 00:14:01.600]  聚集分享見證的時候,也同時分享他們的財物所得
[00:14:01.600 --> 00:14:06.600]  這個信仰生活見證,可以說是早期教會,為什麼後來可以發展得這麼厲害
[00:14:06.600 --> 00:14:08.600]  其中一個原因之一
[00:14:08.600 --> 00:14:18.600]  但是我也說過,他們之所以會這麼甘心情願地變賣自己的財產來過這個共同體的生活
[00:14:18.600 --> 00:14:26.600]  除了源自於他們原先有的文化遺產,一直出埃及的文化遺產
[00:14:26.600 --> 00:14:35.600]  更重要的是他們認為,如果不能夠共享這個財物,就沒辦法共享這個信仰
[00:14:35.600 --> 00:14:39.600]  還有就是他們相信復活的基督很快就來
[00:14:39.600 --> 00:14:43.600]  而當主耶穌基督再來的時候,就是世界末日
[00:14:43.600 --> 00:14:47.600]  到時候你擁有世間所有的財產是沒有用的
[00:14:47.600 --> 00:14:52.600]  當你得救的時候,這只不過是一個負擔,一個負累,不是福氣
[00:14:52.600 --> 00:14:57.600]  所以變賣財產可以說是等待得救的一種方式
[00:14:57.600 --> 00:15:04.600]  另一個可能性就是早期教會傳授耶穌基督的教訓所帶來的影響
[00:15:04.600 --> 00:15:06.600]  記得馬可福音第十章記不記得
[00:15:06.600 --> 00:15:11.600]  一個年輕的官吏對主耶穌面前說,我怎樣才可以得到這個永生
[00:15:11.600 --> 00:15:17.600]  當然我自己的看法是,他說自己所有的律法都受到,我真的不信
[00:15:17.600 --> 00:15:27.600]  因為大家知不知道塔木耳,不是十大那麼簡單的律法,變成613條
[00:15:27.600 --> 00:15:34.600]  613條都要守,而且如果他真的守到,那耶穌就不用來了
[00:15:34.600 --> 00:15:38.600]  耶穌來做什麼?來承傳這個律法,因為我們做不到
[00:15:38.600 --> 00:15:42.600]  他幫我們背了這個債,死在十字架上
[00:15:42.600 --> 00:15:49.600]  但耶穌跟年輕人說,你去賣掉你所有的財產,把錢捐給窮人
[00:15:49.600 --> 00:15:54.600]  你就會有財富積聚在天上,然後來跟從,跟著他怎樣?急急腳
[00:15:54.600 --> 00:16:01.600]  所以我們可以了解早期教會有這樣的見證,也是由於這樣的歷史背景和因素
[00:16:01.600 --> 00:16:09.600]  不過真正重要的是,財產變賣之後,跟弟兄姊妹一起分享
[00:16:09.600 --> 00:16:14.600]  不是一個規定,不是一個法律,不是一個rules or laws or whatever
[00:16:14.600 --> 00:16:17.600]  而是出自心甘情願的
[00:16:17.600 --> 00:16:21.600]  所以這一點是很重要,我們一定要知道
[00:16:21.600 --> 00:16:30.600]  自願的,凡物共用,跟今天那些很多政治體系,經濟體系很不同
[00:16:30.600 --> 00:16:35.600]  政治體系就是說,我們讀過統計學,一點點統計學都知道
[00:16:35.600 --> 00:16:39.600]  什麼叫做bell curve,就是你怎樣分佈你的資源和財富
[00:16:39.600 --> 00:16:44.600]  你把上面斬下來,放在旁邊,希望大家能夠平等
[00:16:44.600 --> 00:16:48.600]  但當你把上面斬下來的時候,是很痛苦的
[00:16:48.600 --> 00:16:53.600]  有什麼辦法把他斬下來?只有靠武力,是嗎?
[00:16:53.600 --> 00:16:59.600]  這就不可能了,所以不但得不到平等,很多時候還會整個降低
[00:16:59.600 --> 00:17:04.600]  這是一個很大的不同的地方,為什麼?因為他以神為核心
[00:17:04.600 --> 00:17:07.600]  心甘情願的共享一切
[00:17:07.600 --> 00:17:13.600]  根據路德所說,這就是見證復活是很強的一個見證
[00:17:13.600 --> 00:17:18.600]  真誠無私的心,說明了耶穌在他們身上,在他們中間
[00:17:18.600 --> 00:17:21.600]  神的靈就在他們中間工作
[00:17:21.600 --> 00:17:25.600]  所有人都有無私的生活,無私的付出
[00:17:25.600 --> 00:17:31.600]  是這樣的一個生活才能活出耶穌基督的大能,你有信心嗎?
[00:17:31.600 --> 00:17:35.600]  你不怕明天會怎麼樣?
[00:17:35.600 --> 00:17:39.600]  這樣的生活才能展示出他們蒙著大恩
[00:17:39.600 --> 00:17:46.600]  感受到神的恩典,這樣的生活才能顯示出神的靈與他們同在
[00:17:46.600 --> 00:17:52.600]  大家記得在司徒函書第二章,聖靈降臨到教會,成立教會
[00:17:52.600 --> 00:17:54.600]  靈與他們同在
[00:17:54.600 --> 00:17:59.600]  然後經文還提到巴拿巴,很大的對比
[00:17:59.600 --> 00:18:04.600]  如果我們不讀第四章,我們就沒辦法明白整個故事,尤其是比較
[00:18:04.600 --> 00:18:10.600]  巴拿巴和眾信徒一樣,大家將所有東西放在司徒面前
[00:18:10.600 --> 00:18:17.600]  看相去,這對夫婦都好像一樣去做,但他們刻意作弊
[00:18:17.600 --> 00:18:20.600]  又假裝傳言的奉上
[00:18:20.600 --> 00:18:27.600]  在四章三十二章,所記載的弟兄姊妹,都是全心全意的將這一切奉上
[00:18:27.600 --> 00:18:34.600]  一個真誠的奉上是表揚了復活的大能,表揚了聖靈的同在
[00:18:34.600 --> 00:18:38.600]  這些虛偽的作為就是反證了耶穌的復活
[00:18:38.600 --> 00:18:41.600]  虛偽的作為就是褻瀆了聖靈
[00:18:41.600 --> 00:18:45.600]  虛偽的生活就是褻瀆了神的恩典
[00:18:45.600 --> 00:18:50.600]  所以他們所做的不僅僅是他們的選擇這麼簡單
[00:18:50.600 --> 00:18:53.600]  他們刻意的將這艘船作沉了
[00:18:53.600 --> 00:18:59.600]  所以經文讀到這裡也顯露了教會一個真真正正危機的來臨
[00:18:59.600 --> 00:19:02.600]  從司徒行傳第一章開始就說到
[00:19:02.600 --> 00:19:06.600]  司徒是很勇敢的傳福音,大家繼續去做見證
[00:19:06.600 --> 00:19:10.600]  一點都沒有,任何災難都沒有影響到他們
[00:19:10.600 --> 00:19:14.600]  但教會第一個危機就在這個第五章開始了
[00:19:14.600 --> 00:19:21.600]  這個危機是足夠將這個堅信核心的價值基礎完全毀掉
[00:19:21.600 --> 00:19:28.600]  最危險的就是這種否定是不知不覺慢慢的
[00:19:28.600 --> 00:19:30.600]  假如沒有人把他稱出來的話
[00:19:30.600 --> 00:19:32.600]  不知不覺這個群體就沒有了
[00:19:32.600 --> 00:19:36.600]  不是一個個人的問題,不是說我喜歡做什麼就做什麼
[00:19:36.600 --> 00:19:39.600]  是牽涉到整個教會,整個群體
[00:19:39.600 --> 00:19:42.600]  這個群體以後怎樣去面對這些壓迫呢?
[00:19:42.600 --> 00:19:46.600]  這個群體其實是預備了怎樣呢?
[00:19:46.600 --> 00:19:49.600]  好像一隊敢死隊一樣
[00:19:49.600 --> 00:19:52.600]  他怎樣走進這個鬥獸場呢?
[00:19:52.600 --> 00:19:56.600]  怎樣可以面不改容地走進獅子坑?
[00:19:56.600 --> 00:19:59.600]  怎樣勇敢地為主殉教?
[00:19:59.600 --> 00:20:03.600]  怎樣勇敢地告訴別人他是基督徒呢?
[00:20:03.600 --> 00:20:07.600]  如果大家記得幾年前ISIS抓了一班埃及的基督徒
[00:20:07.600 --> 00:20:12.600]  他們一個一個排著隊去行刑,面不改容
[00:20:12.600 --> 00:20:19.600]  BBC就用唇語說他們的口在說什麼?
[00:20:19.600 --> 00:20:22.600]  屍鞭二十三鞭
[00:20:22.600 --> 00:20:26.600]  耶和華是我的主目者,我必不自缺乏
[00:20:26.600 --> 00:20:29.600]  他是我的統我者,清楚地他他他他他
[00:20:29.600 --> 00:20:31.600]  然後我走過死陰的幽谷怎樣?
[00:20:31.600 --> 00:20:33.600]  入不爬座,因為你與我同在
[00:20:33.600 --> 00:20:36.600]  他是你嘛,就在我身邊的
[00:20:36.600 --> 00:20:39.600]  他們有這個信心,神是與他同在
[00:20:39.600 --> 00:20:42.600]  舊的也有一個類似的故事
[00:20:42.600 --> 00:20:45.600]  約書亞基,不知道大家記不記得
[00:20:45.600 --> 00:20:47.600]  廣東人記不記得阿干他犯了罪
[00:20:47.600 --> 00:20:49.600]  在後來打仗艾成的一役
[00:20:49.600 --> 00:20:52.600]  累到整場仗就輸了
[00:20:52.600 --> 00:20:55.600]  以色列就有一個很慘痛的經驗
[00:20:55.600 --> 00:20:57.600]  聖經再一次告訴我們
[00:20:57.600 --> 00:20:59.600]  這個不是一個個人的事情
[00:20:59.600 --> 00:21:01.600]  是群體的事情
[00:21:01.600 --> 00:21:03.600]  他得罪的是整個群體
[00:21:03.600 --> 00:21:06.600]  這個也是這個夫婦所犯的
[00:21:06.600 --> 00:21:09.600]  一個原本是聖靈充滿無私的團契
[00:21:09.600 --> 00:21:14.600]  但被自私、自我盤算、扭曲的歪念所取締
[00:21:14.600 --> 00:21:18.600]  我們去看看,如果這件事沒有發生又如何?
[00:21:18.600 --> 00:21:20.600]  即是沒有事又如何?
[00:21:20.600 --> 00:21:22.600]  即是所謂的「過了骨」又如何?
[00:21:22.600 --> 00:21:24.600]  所有人都會說
[00:21:24.600 --> 00:21:26.600]  如果他得我都可以,我為何這麼蠢
[00:21:26.600 --> 00:21:28.600]  為何我要將所有東西拿出來?
[00:21:28.600 --> 00:21:30.600]  為何不可以?
[00:21:30.600 --> 00:21:33.600]  第72節所說的群體就瓦解了
[00:21:33.600 --> 00:21:37.600]  這個團體再沒有見證神的能力
[00:21:37.600 --> 00:21:41.600]  這個團體也再沒有能力去見證我們復活的主
[00:21:41.600 --> 00:21:44.600]  這個團體也再沒有能力講明神的恩典
[00:21:44.600 --> 00:21:51.600]  這個團體再沒有能力說明神的靈與我們同在
[00:21:51.600 --> 00:21:54.600]  所以你說這個刑罰是不是太重呢?
[00:21:54.600 --> 00:21:57.600]  說謊言就死
[00:21:57.600 --> 00:22:00.600]  盧家記載這件事,他沒有每一個字都記載
[00:22:00.600 --> 00:22:03.600]  但是已經很清楚地告訴我們
[00:22:03.600 --> 00:22:07.600]  這個夫婦做的事是處心積慮的
[00:22:07.600 --> 00:22:09.600]  是有預謀的
[00:22:09.600 --> 00:22:12.600]  不是說模模糊糊地偶然地做了出來
[00:22:12.600 --> 00:22:14.600]  他們是知道的
[00:22:14.600 --> 00:22:16.600]  他們覺得這件事是不重要的
[00:22:16.600 --> 00:22:19.600]  不覺得罪的代價是這麼重要的
[00:22:19.600 --> 00:22:21.600]  這個是我們經常輕視的罪
[00:22:21.600 --> 00:22:24.600]  我們往往將很多的縱容、放縱
[00:22:24.600 --> 00:22:26.600]  甚至當成是一個恩典
[00:22:26.600 --> 00:22:29.600]  這個是我們真的值得自己去思考的
[00:22:29.600 --> 00:22:33.600]  放縱變成看成是一個恩典
[00:22:33.600 --> 00:22:36.600]  說到底就是我們沒有將罪看得重
[00:22:36.600 --> 00:22:39.600]  而是很容易地慢慢積累下去
[00:22:39.600 --> 00:22:42.600]  很多時候虛偽的人反而站在台前
[00:22:42.600 --> 00:22:46.600]  我不是說車大炮的代價一定會死
[00:22:46.600 --> 00:22:49.600]  我們見到很多人車大炮都未必會死
[00:22:49.600 --> 00:22:52.600]  就算我們看回新約裡
[00:22:52.600 --> 00:22:54.600]  彼得三次不認主
[00:22:54.600 --> 00:22:57.600]  主復活之後他也成為一個大使徒
[00:22:57.600 --> 00:22:59.600]  到此全福音
[00:22:59.600 --> 00:23:01.600]  去了加拿大書安提柯的時候
[00:23:01.600 --> 00:23:03.600]  當耶路撒冷的代表來了
[00:23:03.600 --> 00:23:05.600]  跟外邦人坐席的時候
[00:23:05.600 --> 00:23:07.600]  他也有車大炮
[00:23:07.600 --> 00:23:10.600]  所以基民的重點不是告訴你
[00:23:10.600 --> 00:23:12.600]  你雪崩就一定會死
[00:23:12.600 --> 00:23:13.600]  如果是這樣的話
[00:23:13.600 --> 00:23:15.600]  很多政客都不在了
[00:23:15.600 --> 00:23:20.600]  到底路加想帶出什麼呢
[00:23:20.600 --> 00:23:25.600]  路加是很強調神的憐憫和慈愛
[00:23:25.600 --> 00:23:27.600]  但他想提醒我們一件事
[00:23:27.600 --> 00:23:29.600]  神是絕對的聖潔
[00:23:29.600 --> 00:23:31.600]  是興邁不得的
[00:23:31.600 --> 00:23:33.600]  神的愛是很清楚的
[00:23:33.600 --> 00:23:35.600]  但我們絕對不要忘記兩個字
[00:23:35.600 --> 00:23:38.600]  就是敬畏
[00:23:38.600 --> 00:23:40.600]  不要把神當作一個偶像
[00:23:40.600 --> 00:23:41.600]  你想擺在哪裡
[00:23:41.600 --> 00:23:43.600]  我想他怎樣就怎樣
[00:23:43.600 --> 00:23:44.600]  所以我們看到今天教會
[00:23:44.600 --> 00:23:46.600]  有時候很多基督徒敬拜的時候
[00:23:46.600 --> 00:23:49.600]  不是很注重敬拜的部分
[00:23:49.600 --> 00:23:52.600]  牧師說得越短越好
[00:23:52.600 --> 00:23:55.600]  團契敬拜的時候每個人都遲到
[00:23:55.600 --> 00:23:57.600]  後來才會來
[00:23:57.600 --> 00:23:58.600]  大早說到的時候
[00:23:58.600 --> 00:24:00.600]  就索性不來
[00:24:00.600 --> 00:24:02.600]  希望小組分享
[00:24:02.600 --> 00:24:04.600]  祈禱 查經
[00:24:04.600 --> 00:24:07.600]  甚至有些人斷章取義
[00:24:07.600 --> 00:24:13.600]  聖經說教會是萬國禱告的殿
[00:24:13.600 --> 00:24:15.600]  所以Ben你先把聖經放在一邊
[00:24:15.600 --> 00:24:17.600]  我們來祈禱吧
[00:24:17.600 --> 00:24:20.600]  這是什麼意思呢
[00:24:20.600 --> 00:24:22.600]  你聽我說
[00:24:22.600 --> 00:24:25.600]  不是我來聽你說
[00:24:25.600 --> 00:24:27.600]  是不是
[00:24:27.600 --> 00:24:29.600]  第九節我們一定要了解
[00:24:29.600 --> 00:24:32.600]  彼得遣扎的話裡強調
[00:24:32.600 --> 00:24:34.600]  阿拿利亞他們所做的事
[00:24:34.600 --> 00:24:36.600]  是在試探主的靈
[00:24:36.600 --> 00:24:38.600]  其實是在欺騙聖靈的意思
