
[00:00:00.000 --> 00:00:05.660]  今天我們分享的題目叫「珍惜生命」
[00:02:13.200 --> 00:02:17.160]  今天我們會去到《薩姆爾記》上最後的一章
[00:02:17.160 --> 00:02:22.120]  亦都去看《薩姆爾記》下的第一和第二章裡面一些經文
[00:02:22.120 --> 00:02:25.680]  我們會讀到數羅生命的完結
[00:02:25.680 --> 00:02:29.040]  數羅的生命一開始的時候好像開得很好
[00:02:29.040 --> 00:02:31.880]  聖經說他高大英俊
[00:02:31.880 --> 00:02:34.840]  亦都被立為以色列的王
[00:02:34.840 --> 00:02:39.120]  但是最後數羅的生命好像不似預期
[00:02:39.120 --> 00:02:40.960]  數羅生命的終結
[00:02:40.960 --> 00:02:43.280]  以及之後所發生的事
[00:02:43.280 --> 00:02:46.000]  帶給我們生命一些什麼功課呢?
[00:02:46.000 --> 00:02:50.080]  我們今天都是一起學習三個功課好不好?
[00:02:50.080 --> 00:02:55.560]  第一個我們學習的功課是認清遠離神的後果
[00:02:55.560 --> 00:02:59.880]  我們首先一起讀三十一章第一至十三節
[00:02:59.880 --> 00:03:00.640]  我們一起讀
[00:03:00.640 --> 00:03:01.960]  一二三
[00:03:01.960 --> 00:03:04.800]  「菲律師人與以色列人爭戰」
[00:03:04.800 --> 00:03:08.240]  「以色列人在菲律師人面前逃跑」
[00:03:08.240 --> 00:03:11.280]  「在基利波有被殺仆倒的」
[00:03:11.280 --> 00:03:15.000]  「菲律師人緊追數羅和他兒子們」
[00:03:15.000 --> 00:03:21.040]  「就殺了數羅的兒子約拿丹、亞比拿達、麥基輸瓦」
[00:03:21.040 --> 00:03:26.880]  「世派甚大數羅被弓箭手追上蛇傷甚重」
[00:03:26.880 --> 00:03:29.880]  「就吩咐拿他兵器的人說」
[00:03:29.880 --> 00:03:32.800]  「你不出刀來將我刺死」
[00:03:32.800 --> 00:03:37.400]  「免得那些未受國禮的人來刺我、凌辱我」
[00:03:37.400 --> 00:03:41.520]  「但拿兵器的人甚懼怕,不肯刺他」
[00:03:41.520 --> 00:03:44.800]  「數羅就自己伏在刀上死了」
[00:03:44.800 --> 00:03:50.720]  「拿兵器的人見數羅已死,也伏在刀上死了」
[00:03:50.720 --> 00:03:54.000]  「這樣數羅和他三個兒子」
[00:03:54.000 --> 00:03:59.680]  「與拿他兵器的人,以及跟隨他的人都一同死亡」
[00:03:59.680 --> 00:04:03.480]  「住平原那邊並約丹河西的以色列人」
[00:04:03.480 --> 00:04:06.240]  「見以色列軍兵逃跑」
[00:04:06.240 --> 00:04:11.000]  「數羅和他兒子都死了,也就棄城逃跑」
[00:04:11.000 --> 00:04:14.040]  「菲律師人便來住在其中」
[00:04:14.040 --> 00:04:18.400]  「次日菲律師人來剝那被殺之人的衣服」
[00:04:18.400 --> 00:04:23.600]  「看見數羅和他三個兒子,仆倒在基利波山」
[00:04:23.600 --> 00:04:27.880]  「就割下他的首級,剝了他的軍裝」
[00:04:27.880 --> 00:04:31.160]  「打發人到菲律師地的四景」
[00:04:31.160 --> 00:04:34.440]  「報信與他們廟裡的偶像和宗民」
[00:04:34.440 --> 00:04:39.080]  「又將數羅的軍裝放在阿斯他路廟裡」
[00:04:39.080 --> 00:04:43.520]  「將他的屍身釘在白山的城牆上」
[00:04:43.520 --> 00:04:48.600]  「激烈雅比的居民聽見菲律師人向數羅所行的事」
[00:04:48.600 --> 00:04:53.360]  「他們中間所有的勇士就起身,走了一夜」
[00:04:53.360 --> 00:04:58.800]  「將數羅和他兒子的屍身從白山城牆上取下來」
[00:04:58.800 --> 00:05:02.640]  「送到雅比那裡,用火燒了」
[00:05:02.640 --> 00:05:07.840]  「將他們骸骨葬在雅比的垂屍柳樹下」
[00:05:07.840 --> 00:05:10.080]  「就禁食七日」
[00:05:10.080 --> 00:05:14.440]  在這裏我們看到數羅生命的終結
[00:05:14.440 --> 00:05:18.480]  聖經告訴我們菲律師人和以色列人爭戰
[00:05:18.480 --> 00:05:23.080]  而菲律師人緊追數羅和他的兒子
[00:05:23.080 --> 00:05:29.600]  就殺了數羅的兒子約拿丹、亞比拿達和麥基舒亞
[00:05:29.600 --> 00:05:35.760]  數羅亦被人追,亦被弓箭手追上,射傷甚重
[00:05:35.760 --> 00:05:39.280]  這時候他吩咐幫他拿兵器的人說
[00:05:39.280 --> 00:05:41.680]  「你拔出刀來將我刺死」
[00:05:41.680 --> 00:05:47.640]  「因為我不想被那些未受割禮的人刺我,凌辱我」
[00:05:47.640 --> 00:05:50.800]  但是幫他拿兵器的人很害怕
[00:05:50.800 --> 00:05:56.680]  不敢刺他,於是數羅就自己伏在刀下死了
[00:05:56.680 --> 00:06:00.760]  那個幫他拿兵器的人看到數羅已死
[00:06:00.760 --> 00:06:03.640]  亦伏在刀上死了
[00:06:03.640 --> 00:06:05.760]  而在第六節這樣說
[00:06:05.760 --> 00:06:10.080]  「這樣數羅和他三個兒子
[00:06:10.080 --> 00:06:16.480]  與拿他兵器的人,以及跟隨他的人,都一同死亡」
[00:06:16.480 --> 00:06:18.840]  這其實是一個小結
[00:06:18.840 --> 00:06:22.680]  告訴我們這樣數羅和他的三個兒子
[00:06:22.680 --> 00:06:26.440]  拿兵器的人和跟隨他的人都一同死亡
[00:06:26.440 --> 00:06:30.600]  為何聖經在這裏會做一個這樣的小結呢?
[00:06:30.600 --> 00:06:33.400]  其實聖經是要告訴我們
[00:06:33.400 --> 00:06:37.760]  我們要認清遠離神的後果
[00:06:37.760 --> 00:06:41.960]  如果我們記得以往我們讀過的經文
[00:06:41.960 --> 00:06:43.840]  在撒姆爾記上
[00:06:43.840 --> 00:06:47.440]  如果我們記得在撒姆爾記上十五章二十八節
[00:06:47.440 --> 00:06:53.640]  當神吩咐數羅要去滅盡城裏面所有的戰利品
[00:06:53.640 --> 00:06:56.520]  但是數羅又愛惜一些戰利品
[00:06:56.520 --> 00:06:58.240]  亦沒有這樣做的時候
[00:06:58.240 --> 00:07:01.080]  撒姆爾當時是跟數羅這樣說
[00:07:01.080 --> 00:07:07.000]  「如此,今日耶和華使以色列國與你斷絕
[00:07:07.000 --> 00:07:10.960]  將這國賜予給你更好的人」
[00:07:10.960 --> 00:07:14.920]  同樣當數羅在困境裏面不知怎辦
[00:07:14.920 --> 00:07:17.360]  於是他又違反了耶和華的命令
[00:07:17.360 --> 00:07:20.080]  去問一個交鬼的婦人
[00:07:20.080 --> 00:07:22.360]  當時撒姆爾亦這樣說
[00:07:22.360 --> 00:07:28.840]  「並且耶和華必將你和以色列人交在菲利士人的手裏
[00:07:28.840 --> 00:07:33.320]  明日你和你眾子必和我在一處了
[00:07:33.320 --> 00:07:38.520]  耶和華必將以色列的軍兵交在菲利士人手裏」
[00:07:38.520 --> 00:07:41.000]  原來我們今天讀的聖經
[00:07:41.000 --> 00:07:43.320]  當去做這個小結的時候
[00:07:43.320 --> 00:07:45.000]  其實是要告訴我們
[00:07:45.000 --> 00:07:49.080]  我們要認清遠離神的後果
[00:07:49.080 --> 00:07:53.240]  當數羅他不遵守耶和華的命令
[00:07:53.240 --> 00:07:54.840]  神很清楚告訴他
[00:07:54.840 --> 00:07:56.640]  以色列國要與你斷絕
[00:07:56.640 --> 00:07:59.200]  我要將這個國交給更好的人
[00:07:59.200 --> 00:08:01.200]  當他違反耶和華的命令
[00:08:01.200 --> 00:08:03.400]  去找那個交鬼的婦人
[00:08:03.400 --> 00:08:05.760]  神也很清楚告訴他
[00:08:05.760 --> 00:08:09.120]  將來他和他的兒子都要死亡
[00:08:09.120 --> 00:08:14.400]  並且耶和華將以色列的軍兵交在菲利士人的手裏
[00:08:14.400 --> 00:08:17.120]  而這裏我們今天看一段聖經
[00:08:17.120 --> 00:08:19.880]  撒姆爾的說話應驗了
[00:08:19.880 --> 00:08:22.360]  聖經是要告訴我們
[00:08:22.360 --> 00:08:26.000]  我們要認清遠離神的後果
[00:08:26.000 --> 00:08:28.160]  遠離神的後果不單止是這樣
[00:08:28.160 --> 00:08:29.840]  當我們繼續看下去的時候
[00:08:29.840 --> 00:08:31.760]  第七節那裏說
[00:08:31.760 --> 00:08:36.160]  是住在平原那邊並約旦河西的以色列人
[00:08:36.160 --> 00:08:38.800]  見以色列軍兵逃跑
[00:08:38.800 --> 00:08:41.120]  數羅和他的兒子都死了
[00:08:41.120 --> 00:08:43.760]  也就棄城逃跑
[00:08:43.760 --> 00:08:46.720]  而菲利士人就來住在其中
[00:08:46.720 --> 00:08:49.880]  遠離神的後果不單止是自己的生命
[00:08:49.880 --> 00:08:51.440]  不單止是兒子的生命
[00:08:51.440 --> 00:08:53.360]  不單止是跟隨他人的生命
[00:08:53.360 --> 00:08:55.960]  更加是以色列的民族
[00:08:55.960 --> 00:08:57.960]  都受到影響
[00:08:57.960 --> 00:09:01.080]  而我們繼續看第八節到第十節
[00:09:01.080 --> 00:09:05.840]  更加是帶來數羅和以色列人的羞辱
[00:09:05.840 --> 00:09:07.560]  因為聖經告訴我們
[00:09:07.560 --> 00:09:11.720]  菲利士人就來剝那些被殺的人的衣服
[00:09:11.720 --> 00:09:14.760]  當他們見到數羅和他們三個兒子
[00:09:14.760 --> 00:09:20.120]  都跌倒在基利波山的時候就割了數羅的頭
[00:09:20.120 --> 00:09:22.280]  剝了他的軍裝
[00:09:22.280 --> 00:09:26.200]  接著打發人去菲利士的四景
[00:09:26.200 --> 00:09:31.280]  去報信給那些異教的廟的偶像和眾民
[00:09:31.280 --> 00:09:37.400]  又將數羅的軍裝放在異教阿斯他洛的廟裡
[00:09:37.400 --> 00:09:42.000]  又將他的屍體釘在白山的牆上
[00:09:42.000 --> 00:09:46.600]  遠離神的後果不單止影響到自己兒子跟隨他的人
[00:09:46.600 --> 00:09:48.920]  影響了以色列的民族
[00:09:48.920 --> 00:09:53.800]  也叫以色列人蒙上羞愧
[00:09:53.800 --> 00:09:57.160]  我不知道有時當我們的生命遇著警告
[00:09:57.160 --> 00:10:02.720]  你有沒有認真去聆聽和去反思這些警告呢?
[00:10:02.720 --> 00:10:05.960]  我小時候是一個肥仔
[00:10:05.960 --> 00:10:08.520]  其實長大的時候也是一個肥仔
[00:10:08.520 --> 00:10:10.160]  或者肥佬
[00:10:10.160 --> 00:10:14.320]  我記得小學以前放學的時候
[00:10:14.320 --> 00:10:15.880]  這個就是我
[00:10:15.880 --> 00:10:18.240]  小學放學的時候
[00:10:18.240 --> 00:10:23.000]  我會經過一個鐵鏈圍著的停車位
[00:10:23.000 --> 00:10:26.520]  每天我放學的時候都會經過這個車位
[00:10:26.520 --> 00:10:29.000]  而每次經過這個車位的時候我都會怎樣呢?
[00:10:29.000 --> 00:10:31.120]  我會跳過那個鐵鏈
[00:10:31.120 --> 00:10:34.280]  多謝Joyce為我做這個 PowerPoint
[00:10:34.280 --> 00:10:37.520]  讓他幫我找回這個鐵鏈的車位
[00:10:37.520 --> 00:10:39.360]  我每次跳過這個鐵鏈的時候
[00:10:39.360 --> 00:10:41.360]  我奶奶就會這樣警告我
[00:10:41.360 --> 00:10:45.160]  「喂!你小心啊!你不可以跳過那個鐵鏈啊!」
[00:10:45.160 --> 00:10:49.080]  「因為如果你被那個鐵鏈踢到」 他真的這樣說
[00:10:49.080 --> 00:10:53.000]  「它是會撞爆你的門牙的!」
[00:10:53.000 --> 00:10:56.120]  你猜我有沒有聽過我奶奶的警告呢?
[00:10:56.120 --> 00:10:58.040]  沒有啦!我這樣問
[00:10:58.040 --> 00:11:01.160]  我仍然每天放學就跳過那個鐵鏈
[00:11:01.160 --> 00:11:04.120]  但是其實所謂一個肥仔
[00:11:04.120 --> 00:11:08.160]  輪輪盡盡,上得山多中如虎
[00:11:08.160 --> 00:11:10.640]  有一天當我跳的時候
[00:11:10.640 --> 00:11:14.560]  我就跳不過,踢到,跌倒在地上
[00:11:14.560 --> 00:11:19.760]  大家猜一下,我有沒有撞爆門牙?
[00:11:19.760 --> 00:11:23.960]  撞爆就沒有,不過撞崩了一隻牙
[00:11:23.960 --> 00:11:27.400]  但最大問題都不止是撞崩了一隻牙
[00:11:27.400 --> 00:11:29.440]  牙就沒有撞爆,不過撞崩了
[00:11:29.440 --> 00:11:32.160]  但是因為這次的撞擊
[00:11:32.160 --> 00:11:34.960]  我其中一隻門牙撞入了
[00:11:34.960 --> 00:11:37.240]  所以現在大家看到這個肥仔的照片
[00:11:37.240 --> 00:11:41.840]  你都會發現他的門牙是一出一入的
[00:11:41.840 --> 00:11:44.040]  因為撞入了一隻門牙
[00:11:44.040 --> 00:11:45.840]  所以其實我小學裏面
[00:11:45.840 --> 00:11:50.200]  我撞牙時,我兩隻門牙是一出一入的
[00:11:50.200 --> 00:11:51.520]  於是唯有怎樣呢?
[00:11:51.520 --> 00:11:56.480]  我家人就要帶我去牙醫那裏做一個牙妥
[00:11:56.480 --> 00:12:00.840]  那個牙妥就慢慢將那隻門牙推出來
[00:12:00.840 --> 00:12:03.720]  我想大家知道我們要聆聽警告
[00:12:03.720 --> 00:12:06.480]  因為當我們不聆聽警告的時候
[00:12:06.480 --> 00:12:08.880]  後果可能很嚴重
[00:12:08.880 --> 00:12:13.480]  甚至可能我的情況就是家人要幫我結帳
[00:12:13.480 --> 00:12:17.240]  但是在掃羅的情況又是怎樣呢?
[00:12:17.240 --> 00:12:22.360]  當我們看到掃羅去違背神的命令
[00:12:22.360 --> 00:12:26.760]  其實他最緊張的不是悔改迴轉
[00:12:26.760 --> 00:12:31.320]  他最緊張的是自己的面子和自己的權力
[00:12:31.320 --> 00:12:34.120]  我們又見到掃羅的生命當他經歷聖靈
[00:12:34.120 --> 00:12:36.080]  在我們上一次他讀過一段聖經
[00:12:36.080 --> 00:12:38.400]  他自己都曾經受感說話
[00:12:38.400 --> 00:12:40.920]  但是當他經歷聖靈在他生命裏面的時候
[00:12:40.920 --> 00:12:43.720]  他沒有聆聽或者敏感聖靈的帶領
[00:12:43.720 --> 00:12:46.400]  他繼續追殺大衛
[00:12:46.400 --> 00:12:49.840]  我們又看到在他困境的裏面
[00:12:49.840 --> 00:12:52.480]  他更加用不合神心意的方法
[00:12:52.480 --> 00:12:54.600]  去找那個交鬼的婦人
[00:12:54.600 --> 00:12:57.480]  希望達到自己的目的
[00:12:57.480 --> 00:13:00.800]  當我們反思我們生命的時候
[00:13:00.800 --> 00:13:03.760]  我們的屬靈生命狀況又是怎樣呢?
[00:13:03.760 --> 00:13:07.240]  我們會不會像掃羅一樣有人提醒過我們
[00:13:07.240 --> 00:13:11.200]  有人提醒過我們的生命不要去追隨這個世界的東西
[00:13:11.200 --> 00:13:14.800]  我們的生命不要以這個世界的東西成為我們的優先
[00:13:14.800 --> 00:13:17.320]  我們這個生命應該是以神為優先
[00:13:17.320 --> 00:13:18.640]  我不知道有沒有人跟你說過
[00:13:18.640 --> 00:13:20.320]  當人這樣跟你說的時候
[00:13:20.320 --> 00:13:22.200]  你的回應又是甚麼?
[00:13:22.200 --> 00:13:25.840]  或者我們生命都像掃羅一樣經歷過神聖靈的工作
[00:13:25.840 --> 00:13:27.560]  經歷過神的恩典
[00:13:27.560 --> 00:13:29.920]  但是我們的生命沒有敏感
[00:13:29.920 --> 00:13:32.800]  亦都沒有迴轉、沒有悔改
[00:13:32.800 --> 00:13:34.840]  一些我們生命裏面的罪
[00:13:34.840 --> 00:13:36.480]  我們雖然經歷過神的恩典
[00:13:36.480 --> 00:13:38.560]  經歷過聖靈的教導
[00:13:38.560 --> 00:13:41.880]  但是我們仍然沒有悔改、迴轉
[00:13:41.880 --> 00:13:45.000]  又或者在我們很困難的裏面的時候
[00:13:45.000 --> 00:13:47.040]  我們用過不合神心意的方法
[00:13:47.040 --> 00:13:48.920]  或者我們想用不合神心意的方法
[00:13:48.920 --> 00:13:50.000]  有人提醒我們
[00:13:50.000 --> 00:13:51.040]  你不要這樣
[00:13:51.040 --> 00:13:53.080]  因為這個方法是不合神心意的
[00:13:53.080 --> 00:13:54.600]  我們的回應又是甚麼呢?
[00:13:54.600 --> 00:13:57.200]  我們的回應是我們悔改、迴轉
[00:13:57.200 --> 00:14:00.880]  還是繼續堅持用我們自己覺得的方法
[00:14:00.880 --> 00:14:04.160]  去達到我們生命的目的呢?
[00:14:04.160 --> 00:14:06.560]  今天這段聖經告訴我們
[00:14:06.560 --> 00:14:09.520]  我們要認清遠離神的後果
[00:14:09.520 --> 00:14:12.240]  當我們說我們要珍惜我們的生命
[00:14:12.240 --> 00:14:14.720]  當我們說生命沒有第二步的時候
[00:14:14.720 --> 00:14:19.160]  我們要學習認清遠離神的後果
[00:14:19.160 --> 00:14:22.200]  而今天我們學習的第二個功課
[00:14:22.200 --> 00:14:24.840]  是「拒絕詭詐」
[00:14:24.840 --> 00:14:26.680]  數落的生命完結
[00:14:26.680 --> 00:14:30.200]  我們去到撒母爾記下的第一章聖經
[00:14:30.200 --> 00:14:33.200]  我們一起看看在這裏第一章發生甚麼事
[00:14:33.200 --> 00:14:36.320]  我們首先讀一至第十六節
[00:14:36.320 --> 00:14:38.280]  我們一起讀一、二、三
[00:14:38.280 --> 00:14:42.880]  「數羅死後,大衛擊殺亞馬力人回來」
[00:14:42.880 --> 00:14:45.800]  「在西格拉住了兩天」
[00:14:45.800 --> 00:14:50.120]  「第三天,有一人從數羅的刑侶出來」
[00:14:50.120 --> 00:14:53.360]  「衣服撕裂,頭蒙灰塵」
[00:14:53.360 --> 00:14:56.720]  「到大衛面前伏地叩拜」
[00:14:56.720 --> 00:14:59.520]  「大衛問他說:「你從哪裏來?」
[00:14:59.520 --> 00:15:02.840]  「他說:「我從以色列的刑侶逃來」
[00:15:02.840 --> 00:15:06.000]  「大衛又問他說:「事情怎樣?」
[00:15:06.000 --> 00:15:07.880]  「請你告訴我」
[00:15:07.880 --> 00:15:11.560]  「他回答說:「百姓從鎮上逃跑」
[00:15:11.560 --> 00:15:14.160]  「也有許多人撲倒死亡」
[00:15:14.160 --> 00:15:17.760]  「數羅和他兒子約拿丹也死了」
[00:15:17.760 --> 00:15:20.360]  「大衛問報信的少年人說」
[00:15:20.360 --> 00:15:25.080]  「你怎麼知道數羅和他兒子約拿丹死了呢?」
[00:15:25.080 --> 00:15:29.640]  「報信的少年人說:「我偶然到基利波山」
[00:15:29.640 --> 00:15:32.680]  「看見數羅伏在自己窗上」
[00:15:32.680 --> 00:15:36.280]  「有戰車馬兵緊緊地追他」
[00:15:36.280 --> 00:15:39.440]  「他回頭看見我就呼叫我」
[00:15:39.440 --> 00:15:41.400]  「我說我在這裏」
[00:15:41.400 --> 00:15:44.280]  「他問我說:「你是甚麼人?」
[00:15:44.280 --> 00:15:46.640]  「我說:「我是亞馬力人」
[00:15:46.640 --> 00:15:49.560]  「他說:「請你來,將我殺死」
[00:15:49.560 --> 00:15:53.960]  「因為痛苦抓住我,我的生命尚存」
[00:15:53.960 --> 00:15:56.840]  「我準知他撲倒必不能活」
[00:15:56.840 --> 00:15:58.880]  「就去將他殺死」
[00:15:58.880 --> 00:16:04.680]  「把他頭上的冠冕,背上的屬子拿到我主者裏」
[00:16:04.680 --> 00:16:10.080]  「大衛就撕裂衣服,跟隨他的人,也是如此」
[00:16:10.080 --> 00:16:13.200]  「而且悲哀哭號禁食到晚上」
[00:16:13.200 --> 00:16:15.840]  「是因數羅和他兒子約拿丹」
[00:16:15.840 --> 00:16:20.080]  「並夜禍華的民以色列家的人倒在刀下」
[00:16:20.080 --> 00:16:24.440]  「大衛問報信的少年人說:「你是哪裏的人?」
[00:16:24.440 --> 00:16:28.160]  「他說:「我是亞馬力客人的兒子」
[00:16:28.160 --> 00:16:34.320]  「大衛說:「你伸手殺害夜禍華的仇高者,怎麼不畏懼呢?」
[00:16:34.320 --> 00:16:38.920]  「大衛叫了一個少年人來說:「你去殺他吧!」
[00:16:38.920 --> 00:16:43.920]  「大衛對他說:「你流人血的罪歸到自己的頭上」
[00:16:43.920 --> 00:16:49.600]  「因為你親口作見證說:「我殺了夜禍華的仇高者」
[00:16:49.600 --> 00:16:52.600]  「少年人就把他殺了」
[00:16:52.600 --> 00:16:55.320]  當我們看完聖經一開始第一至第五節
[00:16:55.320 --> 00:16:57.400]  告訴我們一個背景
[00:16:57.400 --> 00:16:59.560]  就是當數羅死了之後
[00:16:59.560 --> 00:17:02.320]  大衛也把亞馬力人擊殺回來
[00:17:02.320 --> 00:17:05.200]  有一個人從數羅的營走出來
[00:17:05.200 --> 00:17:08.400]  去到大衛面前復地叩拜
[00:17:08.400 --> 00:17:10.600]  大衛問他:「你在哪裏來的?」
[00:17:10.600 --> 00:17:14.200]  這個人回答:「我在以色列營地逃離」
[00:17:14.200 --> 00:17:16.800]  大衛問他:「那事情怎樣了?」
[00:17:16.800 --> 00:17:20.720]  這個人說:「數羅和他兒子約拿丹都死了」
[00:17:20.720 --> 00:17:26.040]  於是大衛問他:「你怎知道數羅和約拿丹死了呢?」
[00:17:26.040 --> 00:17:30.800]  當我們看這個少年人在第六至第十節回答的時候
[00:17:30.800 --> 00:17:34.600]  我們發現這個人其實並不誠實
[00:17:34.600 --> 00:17:36.320]  當我們去看第六節
[00:17:36.320 --> 00:17:40.640]  他說見到數羅伏在自己的窗上
[00:17:40.640 --> 00:17:44.680]  有戰車馬兵緊緊地追他
[00:17:44.680 --> 00:17:46.280]  其實是不是真的呢?
[00:17:46.280 --> 00:17:49.800]  當我們回想剛才第31章的經文
[00:17:49.800 --> 00:17:53.600]  其實那段經文告訴我們數羅在基利波山
[00:17:53.600 --> 00:17:56.520]  去到山上根本那些戰車是去不到的
[00:17:56.520 --> 00:17:59.800]  所以其實緊追數羅的不是那些戰車
[00:17:59.800 --> 00:18:02.760]  而是那些弓箭手
[00:18:02.760 --> 00:18:07.320]  所以他是被弓箭手所傷和射傷甚重
[00:18:07.320 --> 00:18:11.200]  而第七至九節這個少年人這樣說
[00:18:11.200 --> 00:18:13.920]  他說:「數羅問我是甚麼人?」
[00:18:13.920 --> 00:18:16.480]  我就回答:「是亞馬力人」
[00:18:16.480 --> 00:18:19.560]  數羅於是就叫我將他殺死
[00:18:19.560 --> 00:18:22.840]  如果我們看回之前31章的經文
[00:18:22.840 --> 00:18:24.840]  其實數羅是請誰殺死他?
[00:18:24.840 --> 00:18:28.160]  他是請幫他拿兵器的人殺死他
[00:18:28.160 --> 00:18:35.160]  而原因是因為不想被未受國禮的人刺殺和凌辱
[00:18:35.160 --> 00:18:40.000]  如果數羅是不想被未受國禮的人刺殺和凌辱
[00:18:40.000 --> 00:18:44.240]  他又怎會叫一個外邦的亞馬力人來殺死自己呢?
[00:18:44.240 --> 00:18:47.440]  另外第九節這個少年人就說
[00:18:47.440 --> 00:18:51.080]  數羅是因為痛苦抓住他
[00:18:51.080 --> 00:18:54.000]  所以就叫他殺了他
[00:18:54.000 --> 00:18:56.360]  但如果我們看回真相
[00:18:56.360 --> 00:19:00.440]  在第31章數羅不是因為自己痛苦怕死
[00:19:00.440 --> 00:19:02.280]  叫那個拿兵器的人殺了他
[00:19:02.280 --> 00:19:06.640]  而是自己的生命不想被未受國禮的人刺殺
[00:19:06.640 --> 00:19:09.480]  不希望以色列人蒙羞
[00:19:09.480 --> 00:19:12.360]  才叫那個拿兵器的人殺了他
[00:19:12.360 --> 00:19:14.960]  而最後第十節這個少年人就說
[00:19:14.960 --> 00:19:18.400]  所以我就將數羅頭上的冠冕
[00:19:18.400 --> 00:19:21.320]  將他鼻上的蜀紙拿來 其實最重要是
[00:19:21.320 --> 00:19:22.640]  如果你看到數羅是這樣
[00:19:22.640 --> 00:19:24.880]  你不是要把這些東西拿回去給大衛
[00:19:24.880 --> 00:19:28.520]  其實他是應該幫助埋葬數羅的屍體
[00:19:28.520 --> 00:19:32.080]  免得他的屍體被非利士人去凌辱
[00:19:32.080 --> 00:19:33.800]  當我們看完聖經的時候
[00:19:33.800 --> 00:19:35.280]  我們就會發現
[00:19:35.280 --> 00:19:39.560]  為甚麼這個少年人要說一些不誠實的事呢?
[00:19:39.560 --> 00:19:41.080]  因為原來他是這樣想的
[00:19:41.080 --> 00:19:43.840]  他以為當我在大衛王面前
[00:19:43.840 --> 00:19:47.040]  因為知道數羅曾經比大衛大
[00:19:47.040 --> 00:19:50.320]  所以如果我在大衛面前貶低數羅
[00:19:50.320 --> 00:19:53.640]  甚至在大衛面前說是我殺了數羅的
[00:19:53.640 --> 00:19:56.400]  我一定可以討大衛的歡心
[00:19:56.400 --> 00:19:59.520]  並且得著大衛的賞賜
[00:19:59.520 --> 00:20:02.080]  但這個少年人算錯了
[00:20:02.080 --> 00:20:06.520]  聖經說大衛不但沒有高興 反而怎樣?
