
[00:00:00.000 --> 00:00:08.500]  今天我們還是繼續看《上秦之詩》的裏面的有兩篇詩篇
[00:18:29.000 --> 00:18:32.000]  就是神所要的人
[00:18:32.000 --> 00:18:37.000]  就是爲善和心理正直的人
[00:18:37.000 --> 00:18:40.000]  所以良善的人
[00:18:40.000 --> 00:18:43.000]  就是有善行出來
[00:18:43.000 --> 00:18:47.000]  有神喜歡的行爲出來
[00:18:47.000 --> 00:18:52.000]  因爲一個行爲的好壞的話
[00:18:52.000 --> 00:18:55.000]  完全決定他的動機
[00:18:55.000 --> 00:18:59.000]  不是等到他出來了纔看到是好壞
[00:18:59.000 --> 00:19:03.000]  其實他在心裏頭是怎麼想的
[00:19:03.000 --> 00:19:05.000]  這動機很重要
[00:19:05.000 --> 00:19:06.000]  動機好的話
[00:19:06.000 --> 00:19:09.000]  出來做的事情就是好的
[00:19:09.000 --> 00:19:10.000]  動機不好的話
[00:19:10.000 --> 00:19:14.000]  外面看起來很好的事情也是不好的
[00:19:14.000 --> 00:19:18.000]  所以我們要看到心理正直
[00:19:18.000 --> 00:19:21.000]  心理正直就是心理是對的人
[00:19:21.000 --> 00:19:23.000]  是好的人
[00:19:23.000 --> 00:19:25.000]  要心好
[00:19:25.000 --> 00:19:27.000]  如果心錯了
[00:19:27.000 --> 00:19:30.000]  那麼你一切的行爲也就錯了
[00:19:30.000 --> 00:19:32.000]  如果你的心是對的
[00:19:32.000 --> 00:19:35.000]  那一切的事情都是對的
[00:19:35.000 --> 00:19:40.000]  所以神要我們做一個爲善
[00:19:40.000 --> 00:19:41.000]  人要爲善
[00:19:41.000 --> 00:19:44.000]  而心理要正直
[00:19:44.000 --> 00:19:46.000]  在外面看起來
[00:19:46.000 --> 00:19:49.000]  他做的是神所喜歡的事情
[00:19:49.000 --> 00:19:50.000]  在心裏頭
[00:19:50.000 --> 00:19:53.000]  他是內心的敬畏神
[00:19:53.000 --> 00:19:55.000]  內心敬畏神
[00:19:55.000 --> 00:19:57.000]  他的行爲就正直
[00:19:57.000 --> 00:19:59.000]  內心你不敬畏神的話
[00:19:59.000 --> 00:20:01.000]  你出來的行爲
[00:20:01.000 --> 00:20:06.000]  就是錯誤的 是不好的
[00:20:06.000 --> 00:20:09.000]  最後這一首詩歌
[00:20:09.000 --> 00:20:10.000]  最後說
[00:20:10.000 --> 00:20:13.000]  至於那偏行彎曲道路的人
[00:20:13.000 --> 00:20:16.000]  耶化必使他和作惡的人
[00:20:16.000 --> 00:20:18.000]  一同出去受刑
[00:20:18.000 --> 00:20:21.000]  就說到不守神的道路
[00:20:21.000 --> 00:20:23.000]  不敬畏神的人
[00:20:23.000 --> 00:20:26.000]  他是走的彎曲的道路
[00:20:26.000 --> 00:20:27.000]  不是一條正路
[00:20:27.000 --> 00:20:28.000]  不是一條大路
[00:20:28.000 --> 00:20:30.000]  不是一條直路
[00:20:30.000 --> 00:20:32.000]  而是彎曲的道路
[00:20:32.000 --> 00:20:34.000]  這樣的彎曲道路
[00:20:34.000 --> 00:20:36.000]  要受到神的對付
[00:20:36.000 --> 00:20:41.000]  受到神的刑罰
[00:20:41.000 --> 00:20:44.000]  但是底下說
[00:20:44.000 --> 00:20:48.000]  願平安歸以色列
[00:20:48.000 --> 00:20:50.000]  這首詩歌一開始
[00:20:50.000 --> 00:20:51.000]  就講到
[00:20:51.000 --> 00:20:52.000]  以靠耶化的人
[00:20:52.000 --> 00:20:55.000]  好像西安山不動搖
[00:20:55.000 --> 00:20:57.000]  到最後
[00:20:57.000 --> 00:20:59.000]  化完了以後
[00:20:59.000 --> 00:21:00.000]  最後說
[00:21:00.000 --> 00:21:03.000]  願平安歸以色列
[00:21:03.000 --> 00:21:05.000]  誰是以色列呢
[00:21:05.000 --> 00:21:07.000]  不單單是指到
[00:21:07.000 --> 00:21:12.000]  那些是民族屬於以色列的
[00:21:12.000 --> 00:21:13.000]  還是講到
[00:21:13.000 --> 00:21:16.000]  所有在屬靈上的
[00:21:16.000 --> 00:21:18.000]  是符合神的百姓
[00:21:18.000 --> 00:21:19.000]  這樣的人
[00:21:19.000 --> 00:21:22.000]  都是以色列
[00:21:22.000 --> 00:21:24.000]  什麼是以色列呢
[00:21:24.000 --> 00:21:27.000]  是一個跟神立約的人
[00:21:27.000 --> 00:21:30.000]  神跟以色列的立約
[00:21:30.000 --> 00:21:34.000]  他們若是長時期
[00:21:34.000 --> 00:21:36.000]  常常遵循神的道
[00:21:36.000 --> 00:21:38.000]  那麼神就與他們同在
[00:21:38.000 --> 00:21:40.000]  就侍護給他們
[00:21:40.000 --> 00:21:41.000]  保守他們
[00:21:41.000 --> 00:21:43.000]  如果他們離開神
[00:21:43.000 --> 00:21:46.000]  神就會管教他們
[00:21:46.000 --> 00:21:49.000]  所以跟神有約的
[00:21:49.000 --> 00:21:51.000]  雖然他們可以失敗
[00:21:51.000 --> 00:21:54.000]  但是神不會離開他們
[00:21:54.000 --> 00:21:56.000]  但是神要管教他們
[00:21:56.000 --> 00:22:00.000]  叫他們從錯誤裏頭再轉回來
[00:22:00.000 --> 00:22:04.000]  那麼一個也是受割離的人
[00:22:04.000 --> 00:22:05.000]  受割離的
[00:22:05.000 --> 00:22:09.000]  所以當神與亞伯拉立約以後
[00:22:09.000 --> 00:22:12.000]  他就要以色列
[00:22:12.000 --> 00:22:15.000]  亞伯拉罕的子孫
[00:22:15.000 --> 00:22:17.000]  他們都受割離
[00:22:17.000 --> 00:22:19.000]  我們是性的主
[00:22:19.000 --> 00:22:22.000]  我們心也是要受割離
[00:22:22.000 --> 00:22:24.000]  受割離的意思
[00:22:24.000 --> 00:22:28.000]  我們與一切不屬於神的分開
[00:22:28.000 --> 00:22:30.000]  割離就分開
[00:22:30.000 --> 00:22:34.000]  所以我們不是肉體上受割離
[00:22:34.000 --> 00:22:36.000]  我們是心受割離
[00:22:36.000 --> 00:22:38.000]  我們是屬於神的
[00:22:38.000 --> 00:22:41.000]  所以我們就是有了新的生命以後
[00:22:41.000 --> 00:22:43.000]  我們還要在主裏頭
[00:22:43.000 --> 00:22:46.000]  我們常常脫去舊的
[00:22:46.000 --> 00:22:48.000]  穿上新的
[00:22:48.000 --> 00:22:51.000]  不但是名稱上我們是新人
[00:22:51.000 --> 00:22:54.000]  而且我們的生活行爲上
[00:22:54.000 --> 00:22:57.000]  我們漸漸地被神更新
[00:22:57.000 --> 00:22:59.000]  叫我們常常脫去舊的
[00:22:59.000 --> 00:23:01.000]  穿上新的
[00:23:01.000 --> 00:23:03.000]  我們心受割離
[00:23:03.000 --> 00:23:08.000]  割離就是把不好的東西分開
[00:23:08.000 --> 00:23:11.000]  那就是我們屬於神的人
[00:23:11.000 --> 00:23:16.000]  我們屬於神所喜悅的百姓
[00:23:16.000 --> 00:23:19.000]  所以爲什麼最後說
[00:23:19.000 --> 00:23:22.000]  願平安歸以色列
[00:23:22.000 --> 00:23:24.000]  就是你前面雖然有神
[00:23:24.000 --> 00:23:27.000]  告訴他們要倚靠神
[00:23:27.000 --> 00:23:28.000]  那麼最後就說到
[00:23:28.000 --> 00:23:30.000]  倚靠神的人
[00:23:30.000 --> 00:23:33.000]  他們是有平安
[00:23:33.000 --> 00:23:35.000]  今天我們是這樣的
[00:23:35.000 --> 00:23:37.000]  我們訓了主以後
[00:23:37.000 --> 00:23:42.000]  雖然我們也會遇到種種的困難
[00:23:42.000 --> 00:23:44.000]  我們想不到的困難
[00:23:44.000 --> 00:23:46.000]  但是我們感謝神
[00:23:46.000 --> 00:23:48.000]  我們是屬靈的以色列
[00:23:48.000 --> 00:23:51.000]  我們是神的百姓
[00:23:51.000 --> 00:23:52.000]  是神的兒女
[00:23:52.000 --> 00:23:56.000]  所以我們要知道
[00:23:56.000 --> 00:23:58.000]  我們是確定的
[00:23:58.000 --> 00:24:02.000]  我們有神是要伺候給我們的
[00:24:02.000 --> 00:24:06.000]  所以我們要走在神所喜悅的
[00:24:06.000 --> 00:24:08.000]  平安的道路上
[00:24:08.000 --> 00:24:11.000]  我們也要有聖靈的引導
[00:24:11.000 --> 00:24:13.000]  那麼這樣的話
[00:24:13.000 --> 00:24:16.000]  我們也屬於屬靈的以色列
[00:24:16.000 --> 00:24:20.000]  平安也是屬於我們的
[00:24:20.000 --> 00:24:23.000]  所以這首詩歌就告訴我們
[00:24:23.000 --> 00:24:25.000]  要倚靠神
[00:24:25.000 --> 00:24:27.000]  要堅信的倚靠神
[00:24:27.000 --> 00:24:29.000]  神預備我們
[00:24:29.000 --> 00:24:32.000]  各樣的條件來保護我們
[00:24:32.000 --> 00:24:36.000]  但是我們的心也要靠着他
[00:24:36.000 --> 00:24:37.000]  那麼這樣的話
[00:24:37.000 --> 00:24:40.000]  我們就可以在這條路上
[00:24:40.000 --> 00:24:42.000]  繼續的在我們前
[00:24:42.000 --> 00:24:45.000]  一直等到我們有一天
[00:24:45.000 --> 00:24:48.000]  見到神的面
[00:24:48.000 --> 00:24:53.000]  我們有永遠的蒙他的祝福
[00:24:53.000 --> 00:24:57.000]  我們下面再來看126篇
[00:24:57.000 --> 00:25:02.000]  詩篇126篇
[00:25:02.000 --> 00:25:05.000]  我們翻到126篇
[00:25:05.000 --> 00:25:07.000]  這篇詩篇也不長
[00:25:07.000 --> 00:25:09.000]  也就是六節聖經
[00:25:09.000 --> 00:25:12.000]  我們一起把它讀一下
[00:25:12.000 --> 00:25:17.000]  這篇126篇
[00:25:17.000 --> 00:25:19.000]  一起來
[00:25:19.000 --> 00:25:23.000]  當耶和華將那些廢弩的派回鄉的時候
[00:25:23.000 --> 00:25:26.000]  我們好像做夢的人
[00:25:26.000 --> 00:25:28.000]  我們滿口是笑
[00:25:28.000 --> 00:25:30.000]  滿手是歡呼的時候
[00:25:30.000 --> 00:25:33.000]  外方人周圍又有我們的說
[00:25:33.000 --> 00:25:36.000]  耶和華爲他們行了大事
[00:25:36.000 --> 00:25:39.000]  耶和華果然爲我們行了大事
[00:25:39.000 --> 00:25:41.000]  我們就歡喜
[00:25:41.000 --> 00:25:46.000]  耶和華乾脆贖了廢弩的輝輝
[00:25:46.000 --> 00:25:49.000]  朝向南地的河水流
[00:25:49.000 --> 00:25:53.000]  流淚撒總地歡呼首歌
[00:25:53.000 --> 00:25:55.000]  那帶種流淚出去的
[00:25:55.000 --> 00:26:00.000]  必要歡歡樂樂地再和睦回來
