
[00:00:00.000 --> 00:00:02.000]  2016年就很特別
[00:03:02.600 --> 00:03:03.600]  剛剛回到香港
[00:03:03.600 --> 00:03:05.400]  買了一個八達通的手錶
[00:03:05.400 --> 00:03:07.600]  我就讚誰發明這個
[00:03:07.600 --> 00:03:09.800]  八達通的人真的很厲害
[00:03:09.800 --> 00:03:12.600]  然後他真的很簡單跟我說
[00:03:12.600 --> 00:03:13.600]  他很簡單
[00:03:13.600 --> 00:03:14.800]  他不是很高調
[00:03:14.800 --> 00:03:17.200]  他說就是他發明的
[00:03:17.200 --> 00:03:19.200]  幾百萬人用的東西
[00:03:19.200 --> 00:03:21.000]  人生裏面遇過一些
[00:03:21.000 --> 00:03:23.600]  都是解決不了的問題
[00:03:23.600 --> 00:03:25.200]  香港幾百萬而已
[00:03:25.200 --> 00:03:27.200]  全世界上海德國
[00:03:27.200 --> 00:03:30.400]  全部都用這個發明
[00:03:30.400 --> 00:03:32.200]  但我又遇過一個人
[00:03:32.200 --> 00:03:33.200]  我問准了他
[00:03:33.200 --> 00:03:36.200]  所以可以展示他的相片出來
[00:03:36.200 --> 00:03:40.200]  這是他痊癒的時間的相片
[00:03:40.200 --> 00:03:44.000]  他也有天行奇遇記的奇遇
[00:03:44.000 --> 00:03:47.800]  就是他在垂危的時間
[00:03:47.800 --> 00:03:52.600]  剛好他的太太打電話叫我跟師母去
[00:03:52.600 --> 00:03:56.400]  我們就去醫院跟她祈禱
[00:03:56.400 --> 00:03:58.400]  兩隻手都插滿了東西
[00:03:58.400 --> 00:03:59.800]  沒有辦法捉住她的手
[00:03:59.800 --> 00:04:01.400]  因為她本來在等換腎
[00:04:01.400 --> 00:04:08.200]  那天不知道有什麼問題引致她垂死
[00:04:08.200 --> 00:04:09.400]  他太太以為她不行
[00:04:09.400 --> 00:04:11.400]  醫生也宣告不行
[00:04:11.400 --> 00:04:12.400]  我沒有辦法
[00:04:12.400 --> 00:04:17.200]  我跟師母捉住她的腳來祈禱
[00:04:17.200 --> 00:04:17.800]  捉不到手
[00:04:17.800 --> 00:04:18.800]  我又很想碰她
[00:04:18.800 --> 00:04:22.400]  我喜歡碰著她來祈禱
[00:04:22.400 --> 00:04:23.400]  那我就祈禱
[00:04:23.400 --> 00:04:25.000]  就這樣祈完
[00:04:25.000 --> 00:04:26.200]  仰望神
[00:04:26.200 --> 00:04:27.600]  後來她又沒事
[00:04:27.600 --> 00:04:29.200]  過了兩三天之後
[00:04:29.200 --> 00:04:33.200]  他又說他原來真的見到一個穿白衣的
[00:04:33.200 --> 00:04:36.600]  吩咐他我不收你
[00:04:36.600 --> 00:04:37.200]  不收他
[00:04:37.200 --> 00:04:39.800]  他在三藩市講見證
[00:04:39.800 --> 00:04:41.600]  在夏威夷講見證
[00:04:41.600 --> 00:04:43.400]  在教會裡面講見證
[00:04:43.400 --> 00:04:44.200]  他都說
[00:04:44.200 --> 00:04:45.800]  神就說不收他
[00:04:45.800 --> 00:04:48.200]  就把他撐下來
[00:04:48.200 --> 00:04:49.800]  他又回來了
[00:04:49.800 --> 00:04:51.000]  後來他知道是什麼事
[00:04:51.000 --> 00:04:53.000]  就是太太信主
[00:04:53.000 --> 00:04:54.400]  他太太後來信主
[00:04:54.400 --> 00:04:56.400]  信主的時候剛好
[00:04:56.400 --> 00:04:57.600]  他有一次崇拜
[00:04:57.600 --> 00:04:58.400]  就走來問我
[00:04:58.400 --> 00:05:00.600]  牧師我想跟你有個祈禱
[00:05:00.600 --> 00:05:02.600]  我也覺得他要信主
[00:05:02.600 --> 00:05:05.200]  有時候感應是很特別的
[00:05:05.200 --> 00:05:07.800]  就跟他祈完禱
[00:05:07.800 --> 00:05:10.800]  我才告訴他那天是我的anniversary
[00:05:10.800 --> 00:05:13.800]  他很開心
[00:05:13.800 --> 00:05:17.800]  現在這個弟兄就已經是這個樣子
[00:05:17.800 --> 00:05:19.400]  完全不一樣
[00:05:19.400 --> 00:05:21.000]  他太太吳善如
[00:05:21.000 --> 00:05:22.200]  以前報告新聞
[00:05:22.200 --> 00:05:25.800]  可能有些年長的會知道
[00:05:25.800 --> 00:05:28.000]  我就看一看
[00:05:28.000 --> 00:05:30.000]  證明自己很年輕
[00:05:30.000 --> 00:05:31.800]  多大都說不認識
[00:05:31.800 --> 00:05:33.600]  他現在也很年輕
[00:05:33.600 --> 00:05:37.000]  五十多歲左右
[00:05:37.000 --> 00:05:38.200]  人也很特別
[00:05:38.200 --> 00:05:39.200]  他又治好了
[00:05:39.200 --> 00:05:40.000]  但我告訴你
[00:05:40.000 --> 00:05:43.600]  有時候人不是一定的
[00:05:43.600 --> 00:05:44.800]  我經歷的歧視
[00:05:44.800 --> 00:05:48.400]  我還想分享多兩件
[00:05:48.400 --> 00:05:51.400]  我很喜歡拍照
[00:05:51.400 --> 00:05:55.400]  我由拍拖到結婚之後
[00:05:55.400 --> 00:05:58.400]  我最喜歡拍的是師母
[00:05:58.400 --> 00:06:00.800]  錄音我特意要錄這句
[00:06:00.800 --> 00:06:03.800]  我最喜歡拍的是師母
[00:06:03.800 --> 00:06:06.400]  要申報出來
[00:06:06.400 --> 00:06:08.400]  但有一次師母叫我拍一張照片
[00:06:08.400 --> 00:06:10.000]  我手也發抖了
[00:06:10.000 --> 00:06:11.000]  她說你不用手抖
[00:06:11.000 --> 00:06:12.600]  你幫我拍吧
[00:06:12.600 --> 00:06:17.200]  為什麼呢
[00:06:17.200 --> 00:06:21.400]  她那一晚有一個很嚴重的敏感症
[00:06:21.400 --> 00:06:23.400]  臉部開始腫
[00:06:23.400 --> 00:06:25.600]  不知道為什麼
[00:06:25.600 --> 00:06:27.800]  我們又不知道去哪裡找醫生
[00:06:27.800 --> 00:06:30.600]  在美國你只要買很輕微的保險
[00:06:30.600 --> 00:06:33.600]  我們的很輕微的保險都已經很貴了
[00:06:33.600 --> 00:06:35.400]  什麼都不補的
[00:06:35.400 --> 00:06:38.200]  我們的資源又很不豐富
[00:06:38.200 --> 00:06:42.000]  看醫生是大忌
[00:06:42.000 --> 00:06:43.400]  但也很想找醫生
[00:06:43.400 --> 00:06:45.400]  也沒有啊 已經很晚了
[00:06:45.400 --> 00:06:46.400]  她叫我拍照
[00:06:46.400 --> 00:06:49.000]  我已經想到她想的東西
[00:06:49.000 --> 00:06:50.200]  她後來也說了出來
[00:06:50.200 --> 00:06:51.200]  不用擔心
[00:06:51.200 --> 00:06:52.200]  萬一我死了
[00:06:52.200 --> 00:06:53.800]  你就拿一張照片去
[00:06:53.800 --> 00:06:54.800]  起碼有個留念
[00:06:54.800 --> 00:06:58.600]  知道我臨死是怎麼樣
[00:06:58.600 --> 00:07:00.200]  我說好啊
[00:07:00.200 --> 00:07:03.200]  她說如果康復了我就做見證
[00:07:03.200 --> 00:07:05.000]  今天好在康復了
[00:07:05.000 --> 00:07:07.400]  後來發覺照片拍得不算很漂亮
[00:07:07.400 --> 00:07:09.400]  還要說拍得漂亮不漂亮
[00:07:09.400 --> 00:07:10.600]  我去拿閃燈
[00:07:10.600 --> 00:07:13.400]  臉又再腫了一點
[00:07:13.400 --> 00:07:14.400]  拿閃燈而已
[00:07:14.400 --> 00:07:16.600]  插上去有多久
[00:07:16.600 --> 00:07:20.200]  後來我勸她怎樣也要睡覺
[00:07:20.200 --> 00:07:20.800]  沒辦法
[00:07:20.800 --> 00:07:22.400]  睡覺可能睡完會好
[00:07:22.400 --> 00:07:25.800]  這些是我們老一輩的感覺
[00:07:25.800 --> 00:07:27.200]  你先睡覺吧
[00:07:27.200 --> 00:07:28.800]  休息一下會好一點
[00:07:28.800 --> 00:07:30.600]  這樣就再腫一點
[00:07:30.600 --> 00:07:32.200]  後來第二天很感謝主
[00:07:32.200 --> 00:07:36.000]  安排了一個三藩市宣導會的弟兄醫生
[00:07:36.000 --> 00:07:37.000]  幫我們看
[00:07:37.000 --> 00:07:38.400]  馬上卸下時間
[00:07:38.400 --> 00:07:40.400]  幫他打類固醇
[00:07:40.400 --> 00:07:42.000]  馬上止住了敏感
[00:07:42.000 --> 00:07:42.600]  打類固醇
[00:07:42.600 --> 00:07:45.200]  所以影響了師母整個metabolism
[00:07:45.200 --> 00:07:47.600]  現在不一樣了
[00:07:47.600 --> 00:07:49.000]  以前她21吋腰
[00:07:49.000 --> 00:07:52.800]  現在還不止
[00:07:52.800 --> 00:07:54.400]  第二天看完醫生回家
[00:07:54.400 --> 00:07:55.600]  我們又多拍一張照片
[00:07:55.600 --> 00:07:57.200]  就是最腫的時間
[00:07:57.200 --> 00:07:59.000]  藥還沒啟用
[00:07:59.000 --> 00:08:02.400]  只是開始停
[00:08:02.400 --> 00:08:03.200]  頂姐妹
[00:08:03.200 --> 00:08:05.800]  我告訴你那晚她勉強睡了一會
[00:08:05.800 --> 00:08:08.400]  我完全睡不到
[00:08:08.400 --> 00:08:12.200]  有家人病了在家
[00:08:12.200 --> 00:08:15.800]  不是牧師傳道人就一定會祈禱
[00:08:15.800 --> 00:08:17.400]  到了很緊急的時間
[00:08:17.400 --> 00:08:18.400]  我告訴你
[00:08:18.400 --> 00:08:19.800]  主啊你救我們吧
[00:08:19.800 --> 00:08:21.600]  主啊你救她吧
[00:08:21.600 --> 00:08:23.200]  只是這樣祈禱
[00:08:23.200 --> 00:08:25.200]  不會有引用
[00:08:25.200 --> 00:08:26.200]  詩篇多少篇
[00:08:26.200 --> 00:08:27.400]  哪一段經文
[00:08:27.400 --> 00:08:30.000]  又說病了
[00:08:30.000 --> 00:08:31.800]  你會看著什麼什麼
[00:08:31.800 --> 00:08:32.800]  一大篇
[00:08:32.800 --> 00:08:34.800]  沒有了
[00:08:34.800 --> 00:08:37.000]  真心等待著
[00:08:37.000 --> 00:08:38.600]  所以我在看天堂奇遇記的時候
[00:08:38.600 --> 00:08:40.600]  一直流淚
[00:08:40.600 --> 00:08:43.200]  我覺得她真的演出那種真情
[00:08:43.200 --> 00:08:45.800]  憐憫的心在裡面
[00:08:45.800 --> 00:08:48.600]  我不知道你有沒有家人這麼憐憫
[00:08:48.600 --> 00:08:50.200]  有沒有弟兄姊妹很疼你
[00:08:50.200 --> 00:08:53.000]  一定要求你信耶穌
[00:08:53.000 --> 00:08:56.600]  我用偷拍拐騙都騙你來信耶穌
[00:08:56.600 --> 00:08:57.400]  什麼都好
[00:08:57.400 --> 00:09:00.600]  哄你買冰淇淋給你吃
[00:09:00.600 --> 00:09:03.600]  給你糖吃信耶穌
[00:09:03.600 --> 00:09:05.400]  在天堂奇遇記
[00:09:05.400 --> 00:09:08.600]  我還想起這個後來師母康復的樣子
[00:09:08.600 --> 00:09:11.800]  在灣區聯合報道會的時間
[00:09:11.800 --> 00:09:14.200]  她做指揮
[00:09:14.200 --> 00:09:17.000]  我心裡面那天還想起這個小朋友
[00:09:17.000 --> 00:09:18.600]  我也請頂姐妹為她祈禱
[00:09:18.600 --> 00:09:20.600]  她叫卓飛
[00:09:20.600 --> 00:09:23.200]  她的腳生了一個鈕
[00:09:23.200 --> 00:09:24.800]  是惡性的
[00:09:24.800 --> 00:09:25.400]  搞得不好
[00:09:25.400 --> 00:09:26.200]  如果嚴重一點
[00:09:26.200 --> 00:09:27.600]  腳要鋸
[00:09:27.600 --> 00:09:29.400]  她幾歲而已
[00:09:29.400 --> 00:09:31.400]  有時候以前是樹熊
[00:09:31.400 --> 00:09:32.200]  走來爬去
[00:09:32.200 --> 00:09:34.800]  下個禮拜開始做化療
[00:09:34.800 --> 00:09:37.000]  這麼小的時候開始做化療
[00:09:37.000 --> 00:09:38.600]  我心裡不知道為什麼
[00:09:38.600 --> 00:09:40.400]  神給了我一個感動
[00:09:40.400 --> 00:09:43.000]  那天我一直看奇遇記
[00:09:43.000 --> 00:09:44.600]  我還一直想起她
[00:09:44.600 --> 00:09:48.200]  因為可能做小朋友患病
[00:09:48.200 --> 00:09:51.200]  頂姐妹我們剛才讀的那段經文
[00:09:51.200 --> 00:09:54.800]  一直說主耶穌怎樣去說一群猶太人
[00:09:54.800 --> 00:09:58.000]  之前是發生了一件事
[00:09:58.000 --> 00:10:01.000]  有一個人他患病
[00:10:01.000 --> 00:10:07.600]  睡在一個叫做北士大的祠38年
[00:10:07.600 --> 00:10:11.000]  人生不如意事常八九
[00:10:11.000 --> 00:10:12.400]  有時候會這樣
[00:10:12.400 --> 00:10:13.800]  你一患病
[00:10:13.800 --> 00:10:16.000]  在聖經原文
[00:10:16.000 --> 00:10:19.800]  那一字不是強不是盲不是坦
[00:10:19.800 --> 00:10:22.600]  相對在那個祠附近
[00:10:22.600 --> 00:10:26.200]  是叫Tuflox
[00:10:26.200 --> 00:10:27.400]  Colox
[00:10:27.400 --> 00:10:28.600]  Cirox
[00:10:28.600 --> 00:10:31.200]  約翰的文學根底很好
[00:10:31.200 --> 00:10:34.800]  他用幾個希臘文做成一些對比
[00:10:34.800 --> 00:10:38.600]  然後對比這個比這三種人
[00:10:38.600 --> 00:10:42.600]  都不如軟弱的人
[00:10:42.600 --> 00:10:44.000]  廣東話很清晰
[00:10:44.000 --> 00:10:46.800]  廢人
[00:10:46.800 --> 00:10:51.000]  可能是心理上他行不了
[00:10:51.000 --> 00:10:52.200]  不能動
[00:10:52.200 --> 00:10:56.400]  可能是他天生一些問題
[00:10:56.400 --> 00:10:58.400]  他不能動
[00:10:58.400 --> 00:11:02.000]  總之就是躺在那裡
[00:11:02.000 --> 00:11:07.000]  當時北士大祠有一個傳說
[00:11:07.000 --> 00:11:09.600]  或者當地人的相信
[00:11:09.600 --> 00:11:11.000]  北士大這個字很特別
[00:11:11.000 --> 00:11:14.000]  叫做憐憫的屋
[00:11:14.000 --> 00:11:16.800]  如果你去到以色列這個地方
[00:11:16.800 --> 00:11:19.200]  還有 現在考古學挖出來
[00:11:19.200 --> 00:11:21.800]  那五條廊都還在
[00:11:21.800 --> 00:11:25.400]  祠底都不小 祠都很大
[00:11:25.400 --> 00:11:33.000]  祠底有個傳眼 偶爾按時間噴水出來
[00:11:33.000 --> 00:11:36.600]  這個我相信很多人都知道
[00:11:36.600 --> 00:11:41.000]  地理上有很多火山的裂口
[00:11:41.000 --> 00:11:46.200]  在美國黃石公園裡有個叫Old Faithful Fountain
[00:11:46.200 --> 00:11:49.800]  每四十多分鐘噴一次水 很高的
[00:11:49.800 --> 00:11:54.600]  同時他噴的時間有個小小的
[00:11:54.600 --> 00:11:56.200]  Little Old Faithful
[00:11:56.200 --> 00:11:58.400]  在加州里面
[00:11:58.400 --> 00:12:00.400]  距離三個州
[00:12:00.400 --> 00:12:03.000]  有三個州 起碼這麼遠
[00:12:03.000 --> 00:12:06.000]  然後同時噴水
[00:12:06.000 --> 00:12:08.200]  同時收水
[00:12:08.200 --> 00:12:10.400]  那個小很多
[00:12:10.400 --> 00:12:13.400]  但是下面是接駁的
[00:12:13.400 --> 00:12:18.200]  也就是說美國那一區是一個火山上面
[00:12:18.200 --> 00:12:22.600]  而且未必是碎火山
[00:12:22.600 --> 00:12:26.800]  所以很危險的 全世界很多東西是很危險的
[00:12:26.800 --> 00:12:30.000]  如果你說末世論 恐怖論
[00:12:30.000 --> 00:12:34.600]  黃石公園是十大之一
[00:12:34.600 --> 00:12:37.600]  當時有水流的時間
[00:12:37.600 --> 00:12:39.400]  那些人做信
[00:12:39.400 --> 00:12:42.600]  在不時大詞有個天使不斷地攪水
[00:12:42.600 --> 00:12:45.600]  誰能夠先下水
[00:12:45.600 --> 00:12:48.200]  就誰得醫治
[00:12:48.200 --> 00:12:49.400]  三十八年
[00:12:49.400 --> 00:12:54.800]  可能你簡單說 當然看著很多人下水
[00:12:54.800 --> 00:12:57.200]  他一下子就回答 耶穌基督就是這樣
[00:12:57.200 --> 00:12:59.400]  三十八年有多久呢
[00:12:59.400 --> 00:13:03.000]  今年2016年 38年前是哪一年
[00:13:03.000 --> 00:13:05.600]  1977年
[00:13:05.600 --> 00:13:08.800]  1977年你在做什麼
[00:13:08.800 --> 00:13:12.000]  有些人馬上形勢 我還沒出生
[00:13:12.000 --> 00:13:14.400]  80後那些可以這麼說
[00:13:14.400 --> 00:13:16.000]  如果另外那種80後
[00:13:16.000 --> 00:13:18.600]  就是80歲以後那些就不可以這麼說
[00:13:18.600 --> 00:13:21.400]  1977年你當然是在做一些事情
[00:13:21.400 --> 00:13:24.400]  1977年香港就發生了好幾件事
[00:13:24.400 --> 00:13:28.000]  例如有些警察打連署 打了五個
[00:13:28.000 --> 00:13:32.000]  後來那年又宣佈
[00:13:32.000 --> 00:13:34.800]  1977年一月之前
[00:13:34.800 --> 00:13:36.800]  你如果坦白就從寬
[00:13:36.800 --> 00:13:40.800]  就不追究你以往的事
[00:13:40.800 --> 00:13:46.000]  1977年又宣佈居者有奇屋的計劃
[00:13:46.000 --> 00:13:47.400]  雖然當時是英國政府
[00:13:47.400 --> 00:13:49.800]  但是現在都38年了
[00:13:49.800 --> 00:13:52.800]  真的都是這樣
[00:13:52.800 --> 00:13:54.200]  大家聽過有這個事
[00:13:54.200 --> 00:13:58.400]  居者有奇屋的計劃
[00:13:58.400 --> 00:14:02.000]  1977年也是太空館宣佈要蓋的
[00:14:02.000 --> 00:14:03.400]  很多事很多事發生
[00:14:03.400 --> 00:14:07.600]  又是最後一屆的升中試
[00:14:07.600 --> 00:14:09.000]  有誰考過升中試
[00:14:09.000 --> 00:14:14.000]  那你就一舉手就穿底了
[00:14:14.000 --> 00:14:21.800]  頂姐妹由77年數到90年數到2000年
[00:14:21.800 --> 00:14:25.000]  去到今年很多年的事
[00:14:25.000 --> 00:14:32.600]  這麼多年這個領袖他躺在那裏
[00:14:32.600 --> 00:14:36.600]  你猜他覺得自己人生有沒有價值呢
[00:14:36.600 --> 00:14:38.400]  有沒有人生覺得有價值
[00:14:38.400 --> 00:14:41.800]  很影響你會不會去自殺
[00:14:41.800 --> 00:14:43.800]  做一些傻事
[00:14:43.800 --> 00:14:46.800]  做其他很重要的事
[00:14:46.800 --> 00:14:49.000]  怎樣衡量一個人生的價值呢
[00:14:49.000 --> 00:14:54.800]  我有一次在夫婦區裏面分享過
[00:14:54.800 --> 00:14:56.400]  我們說到價值學
[00:14:56.400 --> 00:15:01.400]  Astrology 俗稱做人的俗心
[00:15:01.400 --> 00:15:04.400]  我在金門神樂院上課的時間
[00:15:04.400 --> 00:15:06.800]  有一次是講神學和哲學的問題
[00:15:06.800 --> 00:15:13.400]  Barry Stricker 發表了他在Astrology裏面的看法
[00:15:13.400 --> 00:15:15.000]  他覺得人很重要
[00:15:15.000 --> 00:15:19.000]  例如要知 要認不知認
[00:15:19.000 --> 00:15:20.600]  小時候就求知
[00:15:20.600 --> 00:15:22.800]  不知道收身不舒服
[00:15:22.800 --> 00:15:24.400]  人和猴子有什麼分別
[00:15:24.400 --> 00:15:26.200]  就是人要不斷求知
[00:15:26.200 --> 00:15:27.600]  你給一隻香蕉猴子
[00:15:27.600 --> 00:15:29.600]  他吃完就算了
[00:15:29.600 --> 00:15:33.000]  他不會儲起那些香蕉皮
[00:15:33.000 --> 00:15:33.800]  但人不是
[00:15:33.800 --> 00:15:34.800]  喝完罐可樂
[00:15:34.800 --> 00:15:36.800]  可能那罐可樂好看
[00:15:36.800 --> 00:15:39.200]  或者自己的名字那罐可樂
[00:15:39.200 --> 00:15:41.000]  你會留起它
[00:15:41.000 --> 00:15:41.800]  有些不同
[00:15:41.800 --> 00:15:46.000]  因為有很多特別認知的價值在裏面
[00:15:46.000 --> 00:15:47.600]  你給一隻香蕉的姐妹
[00:15:47.600 --> 00:15:49.400]  又做香蕉批
[00:15:49.400 --> 00:15:50.400]  香蕉蛋糕
[00:15:50.400 --> 00:15:51.400]  香蕉船
[00:15:51.400 --> 00:15:52.200]  什麼都有
[00:15:52.200 --> 00:15:53.600]  很多種 講不了那麼多
[00:15:53.600 --> 00:15:55.000]  可能出一本書
[00:15:55.000 --> 00:15:59.400]  香蕉的吃法
[00:15:59.400 --> 00:16:02.600]  認知對我們很重要
[00:16:02.600 --> 00:16:05.000]  擁有也是很重要
[00:16:05.000 --> 00:16:06.800]  十多歲買一隻球鞋
[00:16:06.800 --> 00:16:08.600]  有一匹貴很多
[00:16:08.600 --> 00:16:12.200]  日後找人出一隻品牌是兩匹的
[00:16:12.200 --> 00:16:13.800]  是不是更好
[00:16:13.800 --> 00:16:15.400]  三匹
[00:16:15.400 --> 00:16:17.000]  不如我們
[00:16:17.000 --> 00:16:18.200]  日後很簡單
[00:16:18.200 --> 00:16:20.400]  弟兄姊妹背到哪句金句
[00:16:20.400 --> 00:16:22.800]  101班就一匹
[00:16:22.800 --> 00:16:23.600]  多寶貴
[00:16:23.600 --> 00:16:25.000]  給一個印花下去
[00:16:25.000 --> 00:16:26.800]  好像人們教琴
[00:16:26.800 --> 00:16:28.000]  彈完那首歌
[00:16:28.000 --> 00:16:29.000]  貼個印花
[00:16:29.000 --> 00:16:31.600]  就是那麼簡單
[00:16:31.600 --> 00:16:32.600]  另外一件事
[00:16:32.600 --> 00:16:33.800]  你以為你擁有很多東西
[00:16:33.800 --> 00:16:35.200]  不讓你工作你會怎樣
[00:16:35.200 --> 00:16:38.200]  也是不行的
[00:16:38.200 --> 00:16:41.000]  在金融風暴的時候
[00:16:41.000 --> 00:16:42.200]  不是海嘯
[00:16:42.200 --> 00:16:43.600]  再上一個
[00:16:43.600 --> 00:16:45.400]  灣區很有名的一個案例
[00:16:45.400 --> 00:16:48.800]  就是有一個人差點自殺了
[00:16:48.800 --> 00:16:51.800]  他很聰明
[00:16:51.800 --> 00:16:52.600]  有錢的時候
[00:16:52.600 --> 00:16:55.200]  他已經家屋全部pay off
[00:16:55.200 --> 00:16:56.600]  車也pay off
[00:16:56.600 --> 00:16:59.600]  銀行還存有錢
[00:16:59.600 --> 00:17:00.800]  但是沒有工作
[00:17:00.800 --> 00:17:01.600]  lay off了
[00:17:01.600 --> 00:17:02.800]  他就天天七點多
[00:17:02.800 --> 00:17:06.400]  照樣跟媽媽說要上班
[00:17:06.400 --> 00:17:09.400]  每個月底照樣給錢媽媽
[00:17:09.400 --> 00:17:10.400]  但是沒有工作
[00:17:10.400 --> 00:17:11.200]  那他天天做什麼
[00:17:11.200 --> 00:17:12.400]  去公園坐
[00:17:12.400 --> 00:17:13.400]  戲院還沒開
[00:17:13.400 --> 00:17:17.000]  一點鐘才開戲院
[00:17:17.000 --> 00:17:18.600]  mall也還沒開
[00:17:18.600 --> 00:17:20.200]  mall走得多都走完了
[00:17:20.200 --> 00:17:22.000]  fly去看電腦
[00:17:22.000 --> 00:17:23.600]  他自己也會做
[00:17:23.600 --> 00:17:25.000]  做不出來
[00:17:25.000 --> 00:17:25.800]  沒意義
