
[00:00:00.000 --> 00:00:03.820]  我們打開聖經 一起看兩節經文
[00:02:41.560 --> 00:02:43.660]  第一是面對面
[00:02:43.660 --> 00:02:44.860]  面向的意思
[00:02:44.860 --> 00:02:46.460]  不是另一面
[00:02:46.460 --> 00:02:48.860]  是面向、面對面
[00:02:48.860 --> 00:02:51.260]  我們今天開始習慣
[00:02:51.260 --> 00:02:52.660]  不是面對面對別人
[00:02:52.660 --> 00:02:54.160]  我們通常在WhatsApp、WeChat
[00:02:54.160 --> 00:02:55.460]  我們看到的是文字
[00:02:55.460 --> 00:02:57.060]  我們不是看到人
[00:02:57.060 --> 00:02:59.360]  我們盡量避免
[00:02:59.360 --> 00:03:00.360]  眼神的接觸
[00:03:00.360 --> 00:03:00.960]  面對面
[00:03:00.960 --> 00:03:02.360]  但是上帝卻告訴我們
[00:03:02.360 --> 00:03:04.560]  我們要面向祂
[00:03:04.560 --> 00:03:06.860]  並且要歸回
[00:03:06.860 --> 00:03:08.760]  這個仰望的意思就是
[00:03:08.760 --> 00:03:11.960]  面向和歸回的意思
[00:03:11.960 --> 00:03:12.960]  我們面向上帝
[00:03:12.960 --> 00:03:15.360]  歸回上帝就必得救
[00:03:15.360 --> 00:03:16.360]  不單止以色列人
[00:03:16.360 --> 00:03:17.760]  並且外幫人
[00:03:17.760 --> 00:03:18.760]  非以色列人
[00:03:18.760 --> 00:03:20.060]  都是這樣
[00:03:20.060 --> 00:03:22.060]  仰望上帝就必得救
[00:03:22.060 --> 00:03:27.560]  其實有一個相關的聖經記載
[00:03:27.560 --> 00:03:28.960]  在文素記
[00:03:28.960 --> 00:03:30.460]  前兩天
[00:03:30.460 --> 00:03:31.960]  DWA看文素記二十一章
[00:03:31.960 --> 00:03:32.660]  我們看到的
[00:03:32.660 --> 00:03:34.160]  你回去再看
[00:03:34.160 --> 00:03:35.360]  二十一章告訴我們一件事
[00:03:35.360 --> 00:03:36.760]  當以色列人在曠野的時候
[00:03:36.760 --> 00:03:39.260]  有災癡來埋怨上帝
[00:03:39.260 --> 00:03:42.760]  於是上帝讓火蛇在他們當中出現
[00:03:42.760 --> 00:03:45.660]  於是咬了埋怨的以色列人
[00:03:45.660 --> 00:03:46.960]  然後他們很痛
[00:03:46.960 --> 00:03:49.860]  有些人甚至因為毒性死了
[00:03:49.860 --> 00:03:52.860]  於是上帝也賜下
[00:03:52.860 --> 00:03:55.460]  讓摩西造了一條銅蛇
[00:03:55.460 --> 00:03:57.160]  舉在這個像上
[00:03:57.160 --> 00:03:59.260]  凡是仰望銅蛇的
[00:03:59.260 --> 00:04:00.760]  就必得救
[00:04:00.760 --> 00:04:03.260]  這個仰望就是這個意思
[00:04:03.260 --> 00:04:05.460]  所以你可以不望
[00:04:05.460 --> 00:04:07.060]  你會死
[00:04:07.060 --> 00:04:08.260]  承受那個結果
[00:04:08.260 --> 00:04:10.760]  但是仰望的時候就必得救
[00:04:10.760 --> 00:04:13.760]  但是這個銅蛇只不過是一個預表
[00:04:13.760 --> 00:04:15.260]  最重要的是我們看到新約
[00:04:15.260 --> 00:04:17.160]  是哪一個被高舉呢?
[00:04:17.160 --> 00:04:18.960]  是耶穌基督被高舉
[00:04:18.960 --> 00:04:20.760]  他被高舉在木頭上
[00:04:20.760 --> 00:04:22.660]  凡是仰望耶穌的
[00:04:22.660 --> 00:04:24.260]  就必得救
[00:04:24.260 --> 00:04:26.760]  所以整個新約舊約
[00:04:26.760 --> 00:04:28.060]  其實是說一件事
[00:04:28.060 --> 00:04:29.460]  誰能夠得救?
[00:04:29.460 --> 00:04:32.260]  誰能夠我們靠著得救?
[00:04:32.260 --> 00:04:33.560]  仰望耶穌
[00:04:33.560 --> 00:04:37.660]  我們可以靠著得救
[00:04:37.660 --> 00:04:40.760]  只要我們符合神的心意
[00:04:40.760 --> 00:04:43.160]  不論我們是天涯海角的人
[00:04:43.160 --> 00:04:45.060]  我們都必得救
[00:04:45.060 --> 00:04:48.960]  我剛才說有機會在聖經學院裡被教導
[00:04:48.960 --> 00:04:50.860]  2月底的時候
[00:04:50.860 --> 00:04:53.860]  我們很開心能夠請到土耳其的牧師來到香港
[00:04:53.860 --> 00:04:56.160]  牧師跟我們的關係很密切
[00:04:56.160 --> 00:04:57.760]  我只能夠這樣說
[00:04:57.760 --> 00:05:00.460]  他跟我們分享之後
[00:05:00.460 --> 00:05:02.460]  接著的宣教祈禱會他也有跟我們分享
[00:05:02.460 --> 00:05:04.460]  不過上課分享的
[00:05:04.460 --> 00:05:06.860]  跟宣教祈禱會分享的很不同
[00:05:06.860 --> 00:05:08.360]  在上課的時候很深入
[00:05:08.360 --> 00:05:10.260]  特別他這樣跟我們分享
[00:05:10.260 --> 00:05:12.160]  不過事先我要跟大家說一說
[00:05:12.160 --> 00:05:13.660]  他有一點背景讓我們明白
[00:05:13.660 --> 00:05:15.160]  為什麼我要這樣說
[00:05:15.160 --> 00:05:17.860]  他其實是第三代的宣教士
[00:05:17.860 --> 00:05:19.460]  他祖父他爸爸
[00:05:19.460 --> 00:05:20.860]  他自己也是宣教士
[00:05:20.860 --> 00:05:22.560]  真的很厲害
[00:05:22.560 --> 00:05:25.060]  他爸爸是在墨西哥宣教的
[00:05:25.060 --> 00:05:26.460]  他是美國人
[00:05:26.460 --> 00:05:28.360]  所以他自小在墨西哥長大
[00:05:28.360 --> 00:05:31.460]  他也想在墨西哥繼續做宣教工作
[00:05:31.460 --> 00:05:33.260]  除非上帝的心意是不同的
[00:05:33.260 --> 00:05:36.760]  他跟他太太被他的祈禱會拆到土耳其
[00:05:36.760 --> 00:05:39.360]  一去就二十多年了
[00:05:39.360 --> 00:05:41.060]  他很緊張告訴我
[00:05:41.060 --> 00:05:43.160]  爸爸可不可以呢?
[00:05:43.160 --> 00:05:46.560]  並且他的學術背景不低
[00:05:46.560 --> 00:05:48.360]  他有兩個碩士學位
[00:05:48.360 --> 00:05:52.360]  其中一個碩士學位是宣教和傳福音
[00:05:52.360 --> 00:05:55.360]  還有他是新約的PhD
[00:05:55.360 --> 00:05:58.860]  所以你說他在學識上
[00:05:58.860 --> 00:06:04.260]  他有本事去找不同的資料
[00:06:04.260 --> 00:06:06.660]  在知性上他是OK的
[00:06:06.660 --> 00:06:09.260]  他這樣說是因為他不是要
[00:06:09.260 --> 00:06:10.860]  告訴你我有多少學位
[00:06:10.860 --> 00:06:11.560]  不是
[00:06:11.560 --> 00:06:14.560]  相反他說我就算有這麼多的知識
[00:06:14.560 --> 00:06:15.860]  他發覺在傳福音上
[00:06:15.860 --> 00:06:17.860]  特別是在一個穆斯林的世界裡
[00:06:17.860 --> 00:06:19.860]  傳福音是多麼艱難
[00:06:19.860 --> 00:06:22.560]  所以他試過很多很多不同的方法
[00:06:22.560 --> 00:06:25.460]  以後他回到聖經
[00:06:25.460 --> 00:06:29.160]  他看回耶穌如何教導他的門徒傳福音
[00:06:29.160 --> 00:06:31.860]  他發覺原來耶穌的方法很簡單
[00:06:31.860 --> 00:06:32.560]  三部曲
[00:06:32.560 --> 00:06:33.360]  第一
[00:06:33.360 --> 00:06:35.660]  Proclamation 宣告
[00:06:35.660 --> 00:06:36.360]  天國近了
[00:06:36.360 --> 00:06:37.260]  你們應當悔改
[00:06:37.260 --> 00:06:39.360]  那麼多人就來了
[00:06:39.360 --> 00:06:41.060]  宣告將臣的心意
[00:06:41.060 --> 00:06:42.060]  講明
[00:06:42.060 --> 00:06:45.060]  然後第二就是Demonstration
[00:06:45.060 --> 00:06:47.160]  展現上帝的國度
[00:06:47.160 --> 00:06:48.560]  當那些人來的時候
[00:06:48.560 --> 00:06:50.560]  患病的耶穌就醫病
[00:06:50.560 --> 00:06:52.560]  有被鬼附的
[00:06:52.560 --> 00:06:54.260]  耶穌就吩咐魔鬼離開
[00:06:54.260 --> 00:06:55.460]  甚至耶穌不用吩咐
[00:06:55.460 --> 00:06:57.060]  魔鬼也受不了
[00:06:57.060 --> 00:06:59.760]  所以當時很多人看到
[00:06:59.760 --> 00:07:02.360]  耶穌不但比他們的文士和法利昌人
[00:07:02.360 --> 00:07:03.860]  更加有智慧說的話
[00:07:03.860 --> 00:07:04.760]  更有權柄
[00:07:04.760 --> 00:07:09.860]  並且連鬼魔也無法頂得住
[00:07:09.860 --> 00:07:12.860]  所以很稀奇
[00:07:12.860 --> 00:07:15.360]  聖經裡經常說「稀奇」這個字
[00:07:15.360 --> 00:07:17.860]  然後耶穌的第三方面
[00:07:17.860 --> 00:07:20.460]  就是呼召
[00:07:20.460 --> 00:07:22.560]  你來跟從我
[00:07:22.560 --> 00:07:23.660]  所以這是耶穌的方法
[00:07:23.660 --> 00:07:26.060]  所以他發覺最重要的
[00:07:26.060 --> 00:07:28.760]  都是回到耶穌的方法
[00:07:28.760 --> 00:07:30.660]  於是他在帶領教會的時候
[00:07:30.660 --> 00:07:32.260]  他覺得最重要的
[00:07:32.260 --> 00:07:34.060]  是讓我們整個會眾
[00:07:34.060 --> 00:07:36.260]  來更深的敬拜上帝
[00:07:36.260 --> 00:07:37.660]  更深的經歷上帝
[00:07:37.660 --> 00:07:38.260]  我們說
[00:07:38.260 --> 00:07:40.360]  沒錯,我們認知耶穌說
[00:07:40.360 --> 00:07:42.660]  在地上有兩三個人奉我名聚集
[00:07:42.660 --> 00:07:43.660]  耶穌就在這裡
[00:07:43.660 --> 00:07:47.560]  我們這裡有六百人
[00:07:47.560 --> 00:07:49.360]  耶穌在不在這裡?
[00:07:49.360 --> 00:07:50.960]  在不在這裡?
[00:07:50.960 --> 00:07:51.560]  是啊
[00:07:51.560 --> 00:07:53.760]  但是你覺不覺得耶穌在這裡?
[00:07:53.760 --> 00:07:55.860]  你有沒有體會到耶穌在這裡?
[00:07:55.860 --> 00:07:57.560]  可能我們覺得
[00:07:57.560 --> 00:08:00.060]  知道,但是沒有什麼經歷
[00:08:00.060 --> 00:08:03.260]  所以他在帶領教會的時候
[00:08:03.260 --> 00:08:06.060]  當他更深的一起敬拜上帝的時候
[00:08:06.060 --> 00:08:08.460]  他知道上帝會工作,不是我們工作
[00:08:08.460 --> 00:08:09.660]  是上帝工作
[00:08:09.660 --> 00:08:11.160]  所以他為人禱告
[00:08:11.160 --> 00:08:11.960]  禱告的時候
[00:08:11.960 --> 00:08:13.260]  就算那些穆斯林
[00:08:13.260 --> 00:08:14.860]  他們願意被禱告的時候
[00:08:14.860 --> 00:08:16.160]  問他祈完禱之後
[00:08:16.160 --> 00:08:17.860]  你感覺怎麼樣?
[00:08:17.860 --> 00:08:18.760]  他會說
[00:08:18.760 --> 00:08:20.060]  我從未試過
[00:08:20.060 --> 00:08:23.060]  有一個這麼大的平安在我心裡
[00:08:23.060 --> 00:08:24.260]  我覺得很特別
[00:08:24.260 --> 00:08:27.060]  所以縱然他不是一下子就信耶穌
[00:08:27.060 --> 00:08:28.560]  但是他慢慢
[00:08:28.560 --> 00:08:30.660]  願意認識多一點
[00:08:30.660 --> 00:08:32.960]  然後他認識真神
[00:08:32.960 --> 00:08:33.860]  所以
[00:08:33.860 --> 00:08:36.360]  這個就是我剛才所分享的聖經說
[00:08:36.360 --> 00:08:37.660]  你們仰望我
[00:08:37.660 --> 00:08:39.360]  就必得救
[00:08:39.360 --> 00:08:41.760]  不是仰望哪個出名的牧者
[00:08:41.760 --> 00:08:43.160]  而是仰望耶穌
[00:08:43.160 --> 00:08:44.360]  仰望真神
[00:08:44.360 --> 00:08:46.960]  唯有祂才能夠拯救
[00:08:46.960 --> 00:08:49.160]  仰望的意思就是我們面向祂
[00:08:49.160 --> 00:08:50.160]  不要另面一面
[00:08:50.160 --> 00:08:51.560]  我們來到親近祂
[00:08:51.560 --> 00:08:54.560]  歸向祂
[00:08:54.560 --> 00:08:55.760]  無論我們是誰
[00:08:55.760 --> 00:08:57.660]  無論我們的背景是怎麼樣
[00:08:57.660 --> 00:08:58.960]  不論天涯海角
[00:08:58.960 --> 00:09:02.160]  上帝定義要拯救
[00:09:02.160 --> 00:09:07.160]  只要我們符合上帝稱人為義的原則
[00:09:07.160 --> 00:09:09.160]  就必得救
[00:09:09.160 --> 00:09:12.260]  上個星期我兒子十八歲生日
[00:09:12.260 --> 00:09:14.860]  比我還要高
[00:09:14.860 --> 00:09:16.360]  事先他很緊張
[00:09:16.360 --> 00:09:16.960]  告訴我
[00:09:16.960 --> 00:09:21.560]  爸爸可不可以幫我安排做身份證
[00:09:21.560 --> 00:09:22.760]  快點做
[00:09:22.760 --> 00:09:23.960]  為什麼呢?
[00:09:23.960 --> 00:09:25.360]  因為下個星期五
[00:09:25.360 --> 00:09:28.360]  他要跟學校去緬甸短孫
[00:09:28.360 --> 00:09:31.860]  當然可以拿護照過境
[00:09:31.860 --> 00:09:33.860]  但他想拿成人身份證
[00:09:33.860 --> 00:09:35.560]  這裏很開心
[00:09:35.560 --> 00:09:37.160]  很容易就過了
[00:09:37.160 --> 00:09:38.860]  所以他特別緊張
[00:09:38.860 --> 00:09:40.360]  於是我們預先
[00:09:40.360 --> 00:09:42.060]  星期五是他生日
[00:09:42.060 --> 00:09:43.660]  星期六早上九點半
[00:09:43.660 --> 00:09:47.560]  差不多是最早去換成人身份證
[00:09:47.560 --> 00:09:49.360]  去到的時候拍完照
[00:09:49.360 --> 00:09:50.660]  兒子說
[00:09:50.660 --> 00:09:51.660]  爸爸
[00:09:51.660 --> 00:09:54.160]  為什麼要我跟職員說
[00:09:54.160 --> 00:09:54.960]  你長大了
[00:09:54.960 --> 00:09:55.760]  你說吧
[00:09:55.760 --> 00:09:56.860]  然後告訴他
[00:09:56.860 --> 00:09:58.960]  我可不可以早一點
[00:09:58.960 --> 00:10:00.760]  他說十個工作天
[00:10:00.760 --> 00:10:02.460]  十八號便可以拿
[00:10:02.460 --> 00:10:04.360]  十八號說十八號會失敗
[00:10:04.360 --> 00:10:05.360]  有些人問
[00:10:05.360 --> 00:10:07.060]  可不可以早一兩天
[00:10:07.060 --> 00:10:10.060]  他說都應該這樣
[00:10:10.060 --> 00:10:11.660]  突然間他說了一句話
[00:10:11.660 --> 00:10:13.060]  我很驚訝
[00:10:13.060 --> 00:10:15.560]  他說我們沒有快証拿
[00:10:15.560 --> 00:10:17.460]  為了公平原則
[00:10:17.460 --> 00:10:19.260]  不論貧富貴賤
[00:10:19.260 --> 00:10:26.060]  都好像結婚那些細節
[00:10:26.060 --> 00:10:27.460]  不可以拿快証
[00:10:27.460 --> 00:10:28.860]  不可以給錢快一點
[00:10:28.860 --> 00:10:30.760]  不過如果十七號你來
[00:10:30.760 --> 00:10:33.160]  都應該有的
[00:10:33.160 --> 00:10:37.160]  我想想這句話都頗有意思
[00:10:37.160 --> 00:10:40.560]  不論貧富貴賤
[00:10:40.560 --> 00:10:45.460]  只要符合領取成人身份證的條件
[00:10:45.460 --> 00:10:47.260]  人人都能夠拿到
[00:10:47.260 --> 00:10:49.860]  只要符合條件便可以
[00:10:49.860 --> 00:10:52.260]  所以在我們的信仰裏同樣
[00:10:52.260 --> 00:10:53.260]  不論貧富貴賤
[00:10:53.260 --> 00:10:54.560]  不論天涯海角
[00:10:54.560 --> 00:10:57.060]  只要我們符合上帝的正義原則
[00:10:57.060 --> 00:10:58.360]  靠著耶穌基督
[00:10:58.360 --> 00:11:00.260]  承認我們是一個罪人
[00:11:00.260 --> 00:11:02.960]  接受祂做我們救主和生命的主
[00:11:02.960 --> 00:11:05.560]  就必得救
[00:11:05.560 --> 00:11:07.960]  這是上帝定義了的
[00:11:07.960 --> 00:11:09.260]  不論貧富貴賤
[00:11:09.260 --> 00:11:10.560]  不論種族
[00:11:10.560 --> 00:11:11.560]  天涯海角
[00:11:11.560 --> 00:11:13.360]  上帝定義請救
[00:11:13.360 --> 00:11:14.760]  這是第一方面
[00:11:14.760 --> 00:11:16.460]  第二方面我們看看
[00:11:16.460 --> 00:11:19.560]  二十二節到二十三節這部分
[00:11:19.560 --> 00:11:21.160]  我們一起讀
[00:11:21.160 --> 00:11:22.860]  因為我是神
[00:11:22.860 --> 00:11:24.560]  再沒有別神
[00:11:24.560 --> 00:11:26.360]  我只著自己起誓
[00:11:26.360 --> 00:11:29.460]  我口所出的話是憑公義
[00:11:29.460 --> 00:11:31.260]  並不返回
[00:11:31.260 --> 00:11:32.060]  我就說
[00:11:32.060 --> 00:11:34.160]  真神只有一位
[00:11:34.160 --> 00:11:36.660]  救恩只有一個
[00:11:36.660 --> 00:11:37.960]  我們再看這一節經文
[00:11:37.960 --> 00:11:39.560]  它說因為我是神
[00:11:39.560 --> 00:11:42.060]  再沒有別神
[00:11:42.060 --> 00:11:43.560]  我只著我自己起誓
[00:11:43.560 --> 00:11:44.260]  神說
[00:11:44.260 --> 00:11:45.560]  沒有東西比我更大了
[00:11:45.560 --> 00:11:46.760]  我就只著自己起誓
[00:11:46.760 --> 00:11:49.460]  我說的話是按公義來說的
[00:11:49.460 --> 00:11:52.260]  是我說了不會返口
[00:11:52.260 --> 00:11:53.660]  神說
[00:11:53.660 --> 00:11:55.360]  因為我是神
[00:11:55.360 --> 00:11:59.460]  再沒有別神
[00:11:59.460 --> 00:12:02.260]  非常之強烈的一個說法
[00:12:02.260 --> 00:12:03.760]  當然我們對這句話
[00:12:03.760 --> 00:12:06.360]  我們可以有不同的體會
[00:12:06.360 --> 00:12:07.160]  神說
[00:12:07.160 --> 00:12:08.560]  只有我是神
[00:12:08.560 --> 00:12:10.160]  沒有再有其他的
[00:12:10.160 --> 00:12:13.360]  稱為神的是神
[00:12:13.360 --> 00:12:15.060]  這句話似乎
[00:12:15.060 --> 00:12:18.960]  是一種很強烈的意願
[00:12:18.960 --> 00:12:19.960]  告訴我們
[00:12:19.960 --> 00:12:21.160]  只有神
[00:12:21.160 --> 00:12:22.760]  沒有其他
[00:12:22.760 --> 00:12:24.260]  只有一個請救
[00:12:24.260 --> 00:12:26.360]  沒有再有其他的請救
[00:12:26.360 --> 00:12:27.260]  而我們看
[00:12:27.260 --> 00:12:28.960]  以上開書第四十五章的時候
[00:12:28.960 --> 00:12:30.260]  我們發覺
[00:12:30.260 --> 00:12:32.460]  這個觀念是很強烈
[00:12:32.460 --> 00:12:34.160]  怎樣強烈呢?
[00:12:34.160 --> 00:12:36.560]  我們一起來看看
[00:12:36.560 --> 00:12:37.760]  這段經文
[00:12:37.760 --> 00:12:39.160]  由第五節開始
[00:12:39.160 --> 00:12:41.560]  我請姐妹幫我讀第五節
[00:12:41.560 --> 00:12:43.260]  (我口所出的話
[00:12:43.260 --> 00:12:45.060]  是憑公義
[00:12:45.060 --> 00:12:46.160]  並不返回
[00:12:46.160 --> 00:12:47.460]  我口所出的話
[00:12:47.460 --> 00:12:48.760]  是按公義來說的)
[00:12:48.760 --> 00:12:51.560]  我請弟兄讀第六節
[00:12:51.560 --> 00:12:52.660]  從日出之地
[00:12:52.660 --> 00:12:54.060]  到日落之處
[00:12:54.060 --> 00:12:55.260]  使人都知道
[00:12:55.260 --> 00:12:56.860]  除了我以外
[00:12:56.860 --> 00:12:58.260]  沒有別臣
[00:12:58.260 --> 00:12:59.660]  我是耶和華
[00:12:59.660 --> 00:13:01.060]  在我以外
[00:13:01.060 --> 00:13:02.760]  並沒有別臣
[00:13:02.760 --> 00:13:04.660]  說了四次
[00:13:04.660 --> 00:13:08.360]  第四十五章是說
[00:13:08.360 --> 00:13:11.360]  耶和華透過以賽亞說了一個預言
[00:13:11.360 --> 00:13:13.760]  他說古列要被興起
[00:13:13.760 --> 00:13:14.560]  要請救
[00:13:14.560 --> 00:13:15.960]  這個愛邦人的王
[00:13:15.960 --> 00:13:18.360]  他要請救以色列人
[00:13:18.360 --> 00:13:20.160]  回到自己的故土
[00:13:20.160 --> 00:13:23.160]  然後在這個預言當中又提到
[00:13:23.160 --> 00:13:26.960]  古列王要接受其他民族的供奉
[00:13:26.960 --> 00:13:30.460]  即是神福
[00:13:30.460 --> 00:13:32.460]  所以到了第十四節
[00:13:32.460 --> 00:13:35.160]  那些外族人來到古列預言
[00:13:35.160 --> 00:13:36.560]  外族人來到古列的時候
[00:13:36.560 --> 00:13:37.760]  要和古列這樣說
[00:13:37.760 --> 00:13:38.860]  我們一起讀
[00:13:38.860 --> 00:13:41.560]  「神真在你們中間
[00:13:41.560 --> 00:13:44.160]  此外再沒有別臣
[00:13:44.160 --> 00:13:46.560]  再沒有別的臣」
[00:13:46.560 --> 00:13:49.760]  連外族人對古列都要這樣說
[00:13:49.760 --> 00:13:52.560]  說了六次
[00:13:52.560 --> 00:13:54.260]  何牧師經常告訴我們
[00:13:54.260 --> 00:13:58.660]  報告要報告五次
[00:13:58.660 --> 00:14:00.460]  這裡是六次
[00:14:00.460 --> 00:14:03.260]  超越了何牧師的標準
[00:14:03.260 --> 00:14:04.160]  不僅如此
[00:14:04.160 --> 00:14:04.960]  二十一節
[00:14:04.960 --> 00:14:06.760]  我們一起讀
[00:14:06.760 --> 00:14:08.160]  「除了我以外
[00:14:08.160 --> 00:14:09.760]  再沒有臣
[00:14:09.760 --> 00:14:11.260]  我是公義的臣
[00:14:11.260 --> 00:14:12.760]  又是救主
[00:14:12.760 --> 00:14:14.260]  除了我以外
[00:14:14.260 --> 00:14:18.060]  再沒有臣」
[00:14:18.060 --> 00:14:20.260]  八次
[00:14:20.260 --> 00:14:22.560]  很強烈
[00:14:22.560 --> 00:14:23.560]  神說沒有
[00:14:23.560 --> 00:14:25.260]  沒有其他的
[00:14:25.260 --> 00:14:26.460]  當然我們對這句話
[00:14:26.460 --> 00:14:29.260]  有很不同的感受
[00:14:29.260 --> 00:14:30.960]  但事實上
[00:14:30.960 --> 00:14:31.660]  我們可以說
[00:14:31.660 --> 00:14:34.560]  這句話可以是真的
[00:14:34.560 --> 00:14:35.760]  可以是假的
[00:14:35.760 --> 00:14:37.660]  我們可以判別
[00:14:37.660 --> 00:14:38.360]  是不是?
[00:14:38.360 --> 00:14:39.260]  其實沒有中間的
[00:14:39.260 --> 00:14:41.460]  要麼是就要麼不是
[00:14:41.460 --> 00:14:43.260]  所以如果不是的話
[00:14:43.260 --> 00:14:44.960]  這個神所說的是假的
[00:14:44.960 --> 00:14:47.460]  祂不是創造宇宙密密的神
[00:14:47.460 --> 00:14:48.960]  祂不是能夠拯救的神
[00:14:48.960 --> 00:14:52.760]  祂只不過是眾多神明的其中一個
[00:14:52.760 --> 00:14:55.160]  等於印度教徒說
[00:14:55.160 --> 00:14:57.760]  我相信耶穌也無所謂
[00:14:57.760 --> 00:14:59.460]  因為在他的信仰系統裡
[00:14:59.460 --> 00:15:02.160]  其實祂有千百萬個神
[00:15:02.160 --> 00:15:03.160]  多信一個
[00:15:03.160 --> 00:15:05.460]  不要浪費
[00:15:05.460 --> 00:15:07.960]  但如果這句話是真的呢?
[00:15:07.960 --> 00:15:08.860]  千真萬確
[00:15:08.860 --> 00:15:09.860]  神說
[00:15:09.860 --> 00:15:10.960]  「我是真神
[00:15:10.960 --> 00:15:11.860]  除了我以外
[00:15:11.860 --> 00:15:13.660]  再沒有別臣」
[00:15:13.660 --> 00:15:16.460]  即是說祂真是那一個
[00:15:16.460 --> 00:15:17.460]  全能的神
