
[00:00:00.000 --> 00:00:03.680]  我很想在我繼續下去要講道的時候
[00:02:46.000 --> 00:02:50.560]  《基督徒時代召命的十種堅持》
[00:02:50.560 --> 00:02:53.600]  是由香港中文大學崇基學院
[00:02:53.600 --> 00:02:56.800]  神學院助理教授葉漢浩博士所寫的
[00:02:56.800 --> 00:02:57.760]  其中一課
[00:02:57.760 --> 00:03:01.200]  它叫做《激進謙卑的召命》
[00:03:01.200 --> 00:03:02.240]  有一段話
[00:03:02.240 --> 00:03:02.720]  它說
[00:03:02.720 --> 00:03:05.840]  面對荒謬的現實處境
[00:03:05.840 --> 00:03:08.960]  我們不單單不要忘記歷史
[00:03:08.960 --> 00:03:12.240]  更加是要著意察看歷史
[00:03:12.240 --> 00:03:14.080]  察看歷史本身
[00:03:14.080 --> 00:03:17.200]  就是謙卑的態度
[00:03:17.200 --> 00:03:18.400]  丙姐妹
[00:03:18.400 --> 00:03:22.080]  你願不願意面對歷史
[00:03:22.080 --> 00:03:23.360]  無論是你個人的歷史
[00:03:23.360 --> 00:03:24.880]  家庭的歷史
[00:03:24.880 --> 00:03:25.920]  教會的歷史
[00:03:25.920 --> 00:03:26.880]  香港的歷史
[00:03:26.880 --> 00:03:28.000]  中國的歷史
[00:03:28.000 --> 00:03:29.600]  世界的歷史
[00:03:29.600 --> 00:03:32.000]  你願不願意面對
[00:03:32.000 --> 00:03:34.880]  我要帶大家從羅馬書第二章
[00:03:34.880 --> 00:03:38.720]  看一個自為意的猶太民族
[00:03:38.720 --> 00:03:40.480]  不是說他們很多歷史
[00:03:40.480 --> 00:03:42.880]  而是說保羅怎樣評價他們
[00:03:42.880 --> 00:03:45.840]  他們自己怎樣看自己這個民族
[00:03:45.840 --> 00:03:48.160]  他們欣賞自己怎樣看這個民族
[00:03:48.160 --> 00:03:51.120]  他們又怎樣看別人
[00:03:51.120 --> 00:03:53.360]  在期間我們怎樣一起
[00:03:53.360 --> 00:03:54.480]  你對培養一個
[00:03:54.480 --> 00:03:56.240]  欣著看自己
[00:03:56.240 --> 00:03:59.040]  欣著看別人的那種態度
[00:03:59.040 --> 00:04:00.880]  你對培養一個謙卑的態度
[00:04:00.880 --> 00:04:02.000]  去察看歷史
[00:04:02.000 --> 00:04:03.280]  去察看自己
[00:04:03.280 --> 00:04:05.440]  去察看別人
[00:04:05.440 --> 00:04:10.320]  講解一下羅馬書的經文背景和大綱
[00:04:10.320 --> 00:04:12.320]  我在第三講的時候
[00:04:12.320 --> 00:04:13.120]  其實有提到
[00:04:13.120 --> 00:04:15.920]  羅馬書第一至三章
[00:04:15.920 --> 00:04:17.040]  有一個主題就是講
[00:04:17.040 --> 00:04:18.960]  人人都有罪
[00:04:18.960 --> 00:04:21.040]  第一章是講愛幫人的罪
[00:04:21.040 --> 00:04:23.280]  由十八節講到三十二節
[00:04:23.280 --> 00:04:24.560]  第二章其實是講
[00:04:24.560 --> 00:04:25.600]  猶太人的罪
[00:04:25.600 --> 00:04:28.800]  第三章講世人的罪
[00:04:28.800 --> 00:04:30.560]  在第一章的時候
[00:04:30.560 --> 00:04:33.200]  第一章十八至三十二節
[00:04:33.200 --> 00:04:35.120]  保羅是講那些愛幫人
[00:04:35.120 --> 00:04:36.480]  他沒有指明是愛幫人
[00:04:36.480 --> 00:04:39.360]  是講那些不甜不義的人
[00:04:39.360 --> 00:04:41.280]  他們心中明明知道有神
[00:04:41.280 --> 00:04:44.400]  卻不當作神榮耀他
[00:04:44.400 --> 00:04:49.440]  他們自以為聰明
[00:04:49.440 --> 00:04:51.440]  他們自以為真理
[00:04:51.440 --> 00:04:53.680]  他們自以為足夠
[00:04:53.680 --> 00:04:56.880]  所以神就透過保羅去責備他們
[00:04:56.880 --> 00:04:58.560]  你們這些人這樣做
[00:04:58.560 --> 00:05:00.320]  神就任憑你們繼續
[00:05:00.320 --> 00:05:02.960]  所以出現很多次任憑他們
[00:05:02.960 --> 00:05:04.320]  但是來到第二章
[00:05:04.320 --> 00:05:06.720]  保羅就提醒那些人
[00:05:06.720 --> 00:05:08.000]  他想像得到
[00:05:08.000 --> 00:05:11.680]  哪些人聽到保羅說那些愛幫人
[00:05:11.680 --> 00:05:13.440]  他們就該死了
[00:05:13.440 --> 00:05:14.880]  受上帝的審判
[00:05:14.880 --> 00:05:17.520]  上帝的怒氣淋到他們底下
[00:05:17.520 --> 00:05:19.440]  不過保羅很清醒
[00:05:19.440 --> 00:05:20.720]  在第二章的時候
[00:05:20.720 --> 00:05:24.080]  他由第一節到第十六節講甚麼人
[00:05:24.080 --> 00:05:27.280]  就開始轉變那些對象
[00:05:27.280 --> 00:05:29.360]  正在聽的應該是猶太人
[00:05:29.360 --> 00:05:32.240]  所以第二章有兩部分
[00:05:32.240 --> 00:05:33.360]  第一節十六節
[00:05:33.360 --> 00:05:37.360]  就開始轉入去講那些論斷者的不義
[00:05:37.360 --> 00:05:38.240]  為甚麼這樣講呢
[00:05:38.240 --> 00:05:39.200]  他們聽到的時候
[00:05:39.200 --> 00:05:41.040]  這班人該死
[00:05:41.040 --> 00:05:43.680]  保羅就說你們不要裝聰明
[00:05:43.680 --> 00:05:45.440]  你們那些論斷人的人
[00:05:45.440 --> 00:05:48.080]  其實上帝都要審判你們
[00:05:48.080 --> 00:05:49.200]  第一節十六節
[00:05:49.200 --> 00:05:51.200]  他開始沒有講是猶太人
[00:05:51.200 --> 00:05:52.480]  他在暗示
[00:05:52.480 --> 00:05:53.440]  到十七節的時候
[00:05:53.440 --> 00:05:55.040]  明明說這些是猶太人
[00:05:55.040 --> 00:05:57.760]  所以第二章可以分作兩部分
[00:05:57.760 --> 00:05:59.680]  第一節十六節有三小段
[00:05:59.680 --> 00:06:03.200]  第十七節二十九節也有三小段
[00:06:03.200 --> 00:06:04.960]  今天聖餐崇拜
[00:06:04.960 --> 00:06:07.360]  所以我的速度就好像平時一樣
[00:06:07.360 --> 00:06:08.240]  都是這麼快的
[00:06:08.240 --> 00:06:11.040]  講到就濃縮一點
[00:06:11.040 --> 00:06:12.960]  先看第一部分
[00:06:12.960 --> 00:06:17.600]  講那些自以為意的論斷者的不義
[00:06:17.600 --> 00:06:20.560]  論斷者是暗指猶太人
[00:06:20.560 --> 00:06:23.200]  我們看第一節到第五節
[00:06:23.200 --> 00:06:24.160]  第一節到第五節
[00:06:24.160 --> 00:06:26.160]  平時我的經文很大隻字的
[00:06:26.160 --> 00:06:26.880]  要大家讀
[00:06:26.880 --> 00:06:28.480]  這次就不是很大隻字
[00:06:28.480 --> 00:06:29.600]  也不用大家讀
[00:06:29.600 --> 00:06:30.960]  過程我會看
[00:06:30.960 --> 00:06:31.760]  在家裡的弟兄姊妹
[00:06:31.760 --> 00:06:32.720]  你拿本聖經出來
[00:06:32.720 --> 00:06:34.480]  現場的弟兄姊妹你可以拿手機
[00:06:34.480 --> 00:06:36.160]  不過不要偷看WhatsApp
[00:06:36.160 --> 00:06:37.360]  假裝過的你都不要看
[00:06:37.360 --> 00:06:38.080]  不要看Facebook
[00:06:38.080 --> 00:06:39.680]  只看經文好嗎
[00:06:39.680 --> 00:06:41.680]  一節五節講甚麼呢
[00:06:41.680 --> 00:06:42.800]  你見到不斷重複
[00:06:42.800 --> 00:06:46.080]  論斷人的、論斷人的、論斷人的
[00:06:46.080 --> 00:06:47.440]  就說這些
[00:06:47.440 --> 00:06:48.560]  只是看別人的問題
[00:06:48.560 --> 00:06:49.920]  看不到自己的那些
[00:06:49.920 --> 00:06:52.400]  跳去第二節就說
[00:06:52.400 --> 00:06:53.760]  我們知道這些
[00:06:53.760 --> 00:06:54.560]  第一節說
[00:06:54.560 --> 00:06:56.960]  你們自己行的跟別人一樣
[00:06:56.960 --> 00:06:58.160]  接著第二節就說
[00:06:58.160 --> 00:06:59.840]  其實神都會審判你們
[00:06:59.840 --> 00:07:01.200]  接著第三節又是再講
[00:07:01.200 --> 00:07:02.240]  你們這樣做的人
[00:07:02.240 --> 00:07:04.320]  自己所行的其實跟別人一樣
[00:07:04.320 --> 00:07:08.000]  你以為能夠逃脫神的審判嗎
[00:07:08.000 --> 00:07:09.840]  還是你藐視上帝的
[00:07:09.840 --> 00:07:12.880]  就是豐富的恩慈、寬容、忍耐
[00:07:12.880 --> 00:07:15.760]  妙得祂的恩慈令你悔改呢
[00:07:15.760 --> 00:07:18.480]  你頂任著你剛硬不悔改的心
[00:07:18.480 --> 00:07:19.600]  為自己積蓄憤怒
[00:07:19.600 --> 00:07:21.040]  以致神震怒顯怒
[00:07:21.040 --> 00:07:23.840]  祂公義審判的日子來到
[00:07:23.840 --> 00:07:24.960]  一節五節講
[00:07:24.960 --> 00:07:26.880]  你們這些論斷人的人
[00:07:26.880 --> 00:07:28.160]  不要只看到別人
[00:07:28.160 --> 00:07:30.160]  眼中有甚麼我們來講
[00:07:30.160 --> 00:07:31.440]  別人眼中有刺
[00:07:31.440 --> 00:07:34.080]  但你眼中有良母你看不到
[00:07:34.080 --> 00:07:36.640]  那麼你們自己所做的都是一樣
[00:07:36.640 --> 00:07:38.880]  接著在六至十一節
[00:07:38.880 --> 00:07:42.240]  又講到這些論斷人的人
[00:07:42.240 --> 00:07:44.640]  神怎樣去做審判
[00:07:44.640 --> 00:07:46.080]  很特別的去到第六節
[00:07:46.080 --> 00:07:51.280]  祂就說「神必照各人的行為報應各人」
[00:07:51.280 --> 00:07:52.720]  甚麼意思呢
[00:07:52.720 --> 00:07:54.480]  好像神會報應人嗎
[00:07:54.480 --> 00:07:55.520]  是的
[00:07:55.520 --> 00:07:58.560]  這裡是在講神的審判是公平的
[00:07:58.560 --> 00:08:04.000]  那些叫做愛邦人神審判他們
[00:08:04.000 --> 00:08:05.520]  但其實這些論斷人的人
[00:08:05.520 --> 00:08:06.960]  神都會審判你們
[00:08:06.960 --> 00:08:08.160]  神憑甚麼審判
[00:08:08.160 --> 00:08:09.680]  就是憑各人所行的
[00:08:09.680 --> 00:08:11.360]  報應的意思是甚麼
[00:08:11.360 --> 00:08:12.320]  報應的意思是
[00:08:12.320 --> 00:08:14.000]  你行A就有A的後果
[00:08:14.000 --> 00:08:15.760]  你行B就有B的後果
[00:08:15.760 --> 00:08:16.800]  這個是報應
[00:08:16.800 --> 00:08:18.800]  所以第七節第八節
[00:08:18.800 --> 00:08:20.720]  祂說你行善的
[00:08:20.720 --> 00:08:23.600]  尋求榮耀的尊貴和不扭壞之福的
[00:08:23.600 --> 00:08:25.600]  神就要永生報應他
[00:08:25.600 --> 00:08:27.920]  即是給他應得的東西
[00:08:27.920 --> 00:08:28.640]  接著第八節
[00:08:28.640 --> 00:08:30.400]  唯有結黨的不信從真理
[00:08:30.400 --> 00:08:31.680]  反信從不義的
[00:08:31.680 --> 00:08:35.600]  就以憤怒怒恨來報應他們
[00:08:35.600 --> 00:08:37.520]  第九節至第十一節
[00:08:37.520 --> 00:08:39.200]  同樣講到神的公平
[00:08:39.200 --> 00:08:40.400]  甚麼是公平呢
[00:08:40.400 --> 00:08:41.440]  那些報應是怎樣呢
[00:08:41.440 --> 00:08:42.880]  祂將患難困苦
[00:08:42.880 --> 00:08:45.040]  加給那些一切作惡的人
[00:08:45.040 --> 00:08:46.880]  先是猶太人
[00:08:46.880 --> 00:08:48.400]  後是希利尼人
[00:08:48.400 --> 00:08:49.520]  因為猶太人
[00:08:49.520 --> 00:08:51.600]  祂自為順利揀選他們
[00:08:51.600 --> 00:08:52.880]  順利告訴他們
[00:08:52.880 --> 00:08:54.240]  如果你行惡
[00:08:54.240 --> 00:08:57.200]  其實祂就將那些困苦加給你們
[00:08:57.200 --> 00:08:58.560]  揀選你們先
[00:08:58.560 --> 00:09:00.640]  那你行錯
[00:09:00.640 --> 00:09:02.160]  懲罰都臨到你先
[00:09:02.160 --> 00:09:04.640]  希利尼人是愛邦人的代表
[00:09:04.640 --> 00:09:05.840]  接著第十節
[00:09:05.840 --> 00:09:07.680]  祂將榮耀尊貴平安
[00:09:07.680 --> 00:09:09.120]  加給一切行善的人
[00:09:09.120 --> 00:09:10.240]  先是猶太人
[00:09:10.240 --> 00:09:11.600]  後是希利尼人
[00:09:11.600 --> 00:09:12.880]  都是如果你做得好
[00:09:12.880 --> 00:09:14.720]  順利就賞賜他們
[00:09:14.720 --> 00:09:16.240]  猶太人先揀選
[00:09:16.240 --> 00:09:17.280]  我賞賜你先
[00:09:17.280 --> 00:09:19.200]  愛邦人希利尼人後
[00:09:19.200 --> 00:09:21.360]  都是這樣賞賜
[00:09:21.360 --> 00:09:23.680]  不過其實所謂的先後
[00:09:23.680 --> 00:09:24.560]  是講甚麼呢
[00:09:24.560 --> 00:09:26.080]  神是公平
[00:09:26.080 --> 00:09:27.040]  所以第十一節
[00:09:27.040 --> 00:09:27.760]  第一個小節
[00:09:27.760 --> 00:09:29.200]  神偏待人
[00:09:29.200 --> 00:09:30.480]  無論愛邦人也好
[00:09:30.480 --> 00:09:31.440]  猶太人也好
[00:09:31.440 --> 00:09:33.360]  你那些自為意的人也好
[00:09:33.360 --> 00:09:36.240]  神就是這樣去審判
[00:09:36.240 --> 00:09:38.160]  到第十二節
[00:09:38.160 --> 00:09:39.680]  到十六節
[00:09:39.680 --> 00:09:42.480]  又再一次講神那種公平
[00:09:42.480 --> 00:09:45.360]  但今次焦點放在律法那裡
[00:09:45.360 --> 00:09:46.480]  十二節祂說
[00:09:46.480 --> 00:09:49.360]  「凡沒有律法犯了罪的
[00:09:49.360 --> 00:09:51.920]  也必不按律法滅亡
[00:09:51.920 --> 00:09:54.640]  凡在律法以下犯了罪的
[00:09:54.640 --> 00:09:56.880]  也必按律法受審判」
[00:09:56.880 --> 00:09:58.160]  這裡講的律法
[00:09:58.160 --> 00:10:01.360]  記得不是我們現代人所講的法例
[00:10:01.360 --> 00:10:02.480]  或者法律
[00:10:02.480 --> 00:10:04.240]  律法是在講
[00:10:04.240 --> 00:10:07.200]  上帝賜給猶太人
[00:10:07.200 --> 00:10:08.800]  有人叫以色列人
[00:10:08.800 --> 00:10:11.520]  他們有上帝的革命律例典章
[00:10:11.520 --> 00:10:13.040]  有摩西五經
[00:10:13.040 --> 00:10:14.480]  有先知書
[00:10:14.480 --> 00:10:15.760]  有其他的經卷
[00:10:15.760 --> 00:10:18.320]  這個就是上帝給猶太人
[00:10:18.320 --> 00:10:20.400]  來遵守的律法
[00:10:20.400 --> 00:10:23.440]  既然有這個律法給了你們
[00:10:23.440 --> 00:10:24.640]  那上帝就按
[00:10:24.640 --> 00:10:25.760]  你們有沒有遵行
[00:10:25.760 --> 00:10:28.080]  上帝給你們的革命律例典章呢
[00:10:28.080 --> 00:10:29.520]  那你們就去審判
[00:10:29.520 --> 00:10:31.440]  那非猶太人怎麼辦
[00:10:31.440 --> 00:10:34.960]  他們沒有這些律法
[00:10:34.960 --> 00:10:36.240]  那上帝就說
[00:10:36.240 --> 00:10:37.600]  他們如果犯罪的時候
[00:10:37.600 --> 00:10:40.080]  就不按這些律法來審判他們
[00:10:40.080 --> 00:10:42.080]  因為他們沒有
[00:10:42.080 --> 00:10:43.680]  那類似在這裡寫著
[00:10:43.680 --> 00:10:44.480]  不准吐痰
[00:10:44.480 --> 00:10:45.440]  那是寫明的
[00:10:45.440 --> 00:10:46.880]  吐痰你罰一千元
[00:10:46.880 --> 00:10:48.880]  那就按這個罰你
[00:10:48.880 --> 00:10:50.960]  但原來在外面沒有的
[00:10:50.960 --> 00:10:52.080]  那罰你甚麼
[00:10:52.080 --> 00:10:54.400]  我就不按這個一千元來罰你
[00:10:54.400 --> 00:10:56.400]  那他就交代
[00:10:56.400 --> 00:10:57.680]  「會有律法的外邦人
[00:10:57.680 --> 00:11:00.400]  如果信著本性行律法上的事
[00:11:00.400 --> 00:11:01.680]  他們雖然不會有律法
[00:11:01.680 --> 00:11:03.200]  自己就是自己的律法
[00:11:03.200 --> 00:11:05.200]  這是顯出律法的功用
[00:11:05.200 --> 00:11:06.480]  刻在他們心裡
[00:11:06.480 --> 00:11:09.200]  他們是非之心同作見證
[00:11:09.200 --> 00:11:11.360]  並且他們的思念互相較量
[00:11:11.360 --> 00:11:13.680]  或以為是或以為非
[00:11:13.680 --> 00:11:16.320]  神就藉著耶穌基督審判人
[00:11:16.320 --> 00:11:17.840]  隱蔽時的日子
[00:11:17.840 --> 00:11:19.520]  照著我的福音所言」
[00:11:19.520 --> 00:11:20.480]  這裡說甚麼呢
[00:11:20.480 --> 00:11:22.320]  雖然那些人沒有律法
[00:11:22.320 --> 00:11:23.200]  他在外面看不到
[00:11:23.200 --> 00:11:25.200]  但是上帝賜給他們甚麼呢
[00:11:25.200 --> 00:11:27.680]  上帝賜給他們的心
[00:11:27.680 --> 00:11:29.680]  是他們的本性
[00:11:29.680 --> 00:11:31.680]  原來有是非之心
[00:11:31.680 --> 00:11:33.680]  能夠分辨的
[00:11:33.680 --> 00:11:35.200]  他知道甚麼是對
[00:11:35.200 --> 00:11:36.640]  知道甚麼是錯的
[00:11:36.640 --> 00:11:38.640]  當然我們今天就知道
[00:11:38.640 --> 00:11:40.160]  有很多人的所謂
[00:11:40.160 --> 00:11:41.440]  是非之心
[00:11:41.440 --> 00:11:44.240]  或者我們用良心來統稱
[00:11:44.240 --> 00:11:45.680]  很參差的
[00:11:45.680 --> 00:11:48.320]  每個人都說我對得起天地良心
[00:11:48.320 --> 00:11:50.320]  那因為人是怎樣呢
[00:11:50.320 --> 00:11:52.320]  原來人受罪的影響
[00:11:52.320 --> 00:11:54.320]  那個是非之心
[00:11:54.320 --> 00:11:56.880]  已經被很多東西蒙蔽、遮蓋
[00:11:56.880 --> 00:11:59.120]  有些人被金錢遮蓋了
[00:11:59.120 --> 00:12:00.160]  這個是非之心
[00:12:00.160 --> 00:12:04.400]  有很多人被權力、地位、名利
[00:12:04.400 --> 00:12:07.280]  遮蔽了良心
[00:12:07.280 --> 00:12:10.000]  所以又不可以完全憑良心
[00:12:10.000 --> 00:12:11.760]  不過聖經是這樣說的
[00:12:11.760 --> 00:12:13.360]  那怎樣呢
[00:12:13.360 --> 00:12:16.400]  或者我們有時都面對一個情況
[00:12:16.400 --> 00:12:17.680]  是甚麼情況呢
[00:12:17.680 --> 00:12:19.440]  不知我們傳福音時
[00:12:19.440 --> 00:12:21.600]  有沒有面對到一個問題
[00:12:21.600 --> 00:12:22.800]  有人問你
[00:12:22.800 --> 00:12:26.640]  那些未曾聽聞耶穌而死的人
[00:12:26.640 --> 00:12:29.360]  得不得救
[00:12:29.360 --> 00:12:30.880]  有沒有聽聞
[00:12:30.880 --> 00:12:32.160]  有沒有面對這樣的問題
[00:12:32.160 --> 00:12:35.280]  那些是耶穌出世前已經存在的人
[00:12:35.280 --> 00:12:37.840]  他們有沒有機會得救
[00:12:37.840 --> 00:12:38.880]  他都沒有聽聞耶穌
[00:12:38.880 --> 00:12:40.080]  他都沒有聽聞福音
[00:12:40.080 --> 00:12:42.480]  又或者是那些來到這個世界
[00:12:42.480 --> 00:12:43.760]  甚至未來到這個世界
[00:12:43.760 --> 00:12:46.320]  在媽媽肚裡圍著腰折的那些
[00:12:46.320 --> 00:12:47.520]  甚至一出世
[00:12:47.520 --> 00:12:48.720]  沒多少個月
[00:12:48.720 --> 00:12:50.160]  聽不明白的
[00:12:50.160 --> 00:12:51.120]  沒機會聽的
[00:12:51.120 --> 00:12:51.920]  那怎樣呢
[00:12:51.920 --> 00:12:53.840]  還有那些智障的
[00:12:53.840 --> 00:12:56.160]  他沒辦法聽得明白的那些
[00:12:56.160 --> 00:12:57.440]  那他得不得救呢
[00:12:57.440 --> 00:12:58.400]  又或者是
[00:12:58.400 --> 00:13:00.480]  現在網絡很方便
[00:13:00.480 --> 00:13:01.680]  我們可以上網
[00:13:01.680 --> 00:13:03.840]  福音都傳快一點的
[00:13:03.840 --> 00:13:05.120]  但有些地區
[00:13:05.120 --> 00:13:06.640]  山旮旯的地區
[00:13:06.640 --> 00:13:08.720]  偏遠的地區
[00:13:08.720 --> 00:13:10.320]  深山野嶺的地區
[00:13:10.320 --> 00:13:11.200]  他們沒機會聽
[00:13:11.200 --> 00:13:13.120]  他們得不得救
[00:13:13.120 --> 00:13:15.120]  得不得救
[00:13:15.120 --> 00:13:16.400]  有很多人就引用
[00:13:16.400 --> 00:13:18.080]  羅馬書第二章告訴你
[00:13:18.080 --> 00:13:20.640]  上帝用甚麼審判人呢
[00:13:20.640 --> 00:13:22.480]  就用行為報應他
[00:13:22.480 --> 00:13:24.480]  你就用他良心
[00:13:24.480 --> 00:13:26.240]  但他良心是怎樣呢
[00:13:26.240 --> 00:13:28.320]  其實你和我都不知道
[00:13:28.320 --> 00:13:36.000]  曾經聽一個報道家
[00:13:36.000 --> 00:13:37.920]  他引述一個例子
[00:13:37.920 --> 00:13:40.640]  他就看這個十四十五節
[00:13:40.640 --> 00:13:42.240]  放大了
[00:13:42.240 --> 00:13:43.520]  可以看十四十五節
[00:13:43.520 --> 00:13:46.000]  他們信著本性是律法上的事
[00:13:46.000 --> 00:13:47.520]  他說律法的公用性
[00:13:47.520 --> 00:13:49.120]  在他們心裡
[00:13:49.120 --> 00:13:52.000]  就可以做這種是非之心
[00:13:52.000 --> 00:13:54.880]  和有這種是非之心同作見證
[00:13:54.880 --> 00:13:59.120]  人怎樣可以得救呢
[00:13:59.120 --> 00:14:01.360]  憑良心
[00:14:01.360 --> 00:14:02.640]  但很大件事
[00:14:02.640 --> 00:14:03.920]  究竟有多少人
[00:14:03.920 --> 00:14:05.680]  真的是憑良心行事
[00:14:05.680 --> 00:14:07.360]  是完全沒有罪的呢
[00:14:07.360 --> 00:14:08.800]  有一個報道家
[00:14:08.800 --> 00:14:10.160]  相信大家聽過他的名字
[00:14:10.160 --> 00:14:11.200]  唐崇榮
[00:14:11.200 --> 00:14:12.240]  有沒有聽過
[00:14:12.240 --> 00:14:14.560]  他講得很有力
[00:14:14.560 --> 00:14:16.960]  他報道很有恩慈
[00:14:16.960 --> 00:14:18.400]  他講羅馬書很長
[00:14:18.400 --> 00:14:19.280]  講了很多講
[00:14:19.280 --> 00:14:23.600]  在香港和印尼
[00:14:23.600 --> 00:14:25.280]  他引述多年前
[00:14:25.280 --> 00:14:28.240]  一位驕傲的有錢人
[00:14:28.240 --> 00:14:30.560]  最後怎樣謙卑順主
[00:14:30.560 --> 00:14:33.520]  唐崇榮當時大概四十九歲
[00:14:33.520 --> 00:14:35.440]  一個印尼有錢人
[00:14:35.440 --> 00:14:38.320]  擁有三百家銀行
[00:14:38.320 --> 00:14:40.400]  五十九歲
[00:14:40.400 --> 00:14:41.760]  他的兒子叫他
[00:14:41.760 --> 00:14:43.760]  你去聽唐崇榮牧師講道
[00:14:43.760 --> 00:14:45.520]  他講得很好的
[00:14:45.520 --> 00:14:48.080]  但他心想
[00:14:48.080 --> 00:14:50.160]  我為什麼要去聽他講道
[00:14:50.160 --> 00:14:52.000]  他年紀比我小
[00:14:52.000 --> 00:14:53.360]  他有什麼學問
