
[00:00:00.000 --> 00:00:03.540]  各位來賓 主內的弟兄姊妹平安
[00:17:13.100 --> 00:17:14.940]  我們這班以色列人身上
[00:17:14.940 --> 00:17:16.940]  被擄到巴比倫城
[00:17:16.940 --> 00:17:21.260]  已經 祂祈禱當時已經67年了
[00:17:21.260 --> 00:17:25.740]  但是耶和華 你是我們事實上是公義的
[00:17:25.740 --> 00:17:29.900]  我們是公義的 但是他們沒有聽祂的話
[00:17:29.900 --> 00:17:34.220]  在這個凝聚的當中
[00:17:34.220 --> 00:17:38.940]  可以知道 原來猶大這個國家
[00:17:38.940 --> 00:17:41.420]  是一直都在背棄神
[00:17:41.420 --> 00:17:46.940]  但是這裏有個盼望 有個出路
[00:17:46.940 --> 00:17:50.540]  就是他們要祈求耶和華神
[00:17:50.540 --> 00:17:54.220]  耶和華神可以透過祂的憐憫、慈愛
[00:17:54.220 --> 00:17:59.260]  可以救這班人脫離這個困境當中
[00:17:59.260 --> 00:18:04.220]  所以在15節那裏 提到在懇求神
[00:18:04.220 --> 00:18:09.420]  但是在為這個國家、這個民族懇求神
[00:18:09.420 --> 00:18:14.460]  就說懇求耶和華神 祢是大能的神
[00:18:14.460 --> 00:18:21.980]  祂以前將這班以色列人從埃及地救出來
[00:18:21.980 --> 00:18:26.140]  這個是大能的手將他們救出來
[00:18:26.140 --> 00:18:30.380]  使到祂彰顯了祂的名 得到祂的名
[00:18:30.380 --> 00:18:35.260]  有多麼偉大的神 多麼有能力的神
[00:18:35.260 --> 00:18:38.220]  主啊 求祢按祢的大仁大義
[00:18:38.220 --> 00:18:42.540]  將祢的怒氣、憤怒轉來耶路撒冷城
[00:18:42.540 --> 00:18:45.660]  這個耶路撒冷城就是來聖殿的地方
[00:18:45.660 --> 00:18:50.540]  是個聖山 求祢眷顧這班民族
[00:18:50.540 --> 00:18:55.820]  因為他們所犯的罪孽是被人羞辱
[00:18:55.820 --> 00:18:57.740]  已經祢的名受到虧損了
[00:18:57.740 --> 00:19:01.500]  祢的民族、祢的選民被人羞辱了
[00:19:01.500 --> 00:19:04.700]  我們這個神啊 現在求祢遂聽
[00:19:04.700 --> 00:19:07.580]  但以祢我僕人的禱告懇求
[00:19:07.580 --> 00:19:11.580]  為自己的念肝照理荒涼的聖殿
[00:19:11.580 --> 00:19:13.980]  現在的聖殿已經是荒涼了
[00:19:13.980 --> 00:19:17.900]  求祢再次復興他們 復興這個聖殿
[00:19:17.900 --> 00:19:20.540]  我的神啊 求祢質疑傾聽
[00:19:20.540 --> 00:19:22.700]  求祢聽下我的禱告
[00:19:22.700 --> 00:19:26.860]  看下我眷顧祢的地
[00:19:26.860 --> 00:19:30.220]  還有祢 這個是祢的聖
[00:19:30.220 --> 00:19:32.300]  求祢真是思念民
[00:19:32.300 --> 00:19:35.580]  這個禱告當中一直這麼懇求
[00:19:35.580 --> 00:19:39.660]  但懇求耶和華神思念民
[00:19:39.660 --> 00:19:44.300]  求神遂聽 寬恕
[00:19:44.300 --> 00:19:47.180]  赦免 求神遂聽這個禱告
[00:19:47.180 --> 00:19:50.780]  求主赦免他們的罪
[00:19:50.780 --> 00:19:54.140]  還有聽他們的禱告而行
[00:19:54.140 --> 00:19:57.340]  能夠將他們滿了七十年
[00:19:57.340 --> 00:20:01.420]  將這班被擄的猶太人
[00:20:01.420 --> 00:20:03.900]  將他們能夠復興起來
[00:20:03.900 --> 00:20:07.500]  不要再遲了 因為耶路撒冷城
[00:20:07.500 --> 00:20:09.660]  和這班以色列的民族
[00:20:09.660 --> 00:20:15.980]  都是祢所選定的聖和祢的民族
[00:20:15.980 --> 00:20:18.220]  這個就是他為了
[00:20:18.220 --> 00:20:23.820]  但以為了以色列民以前所犯的罪
[00:20:23.820 --> 00:20:25.660]  而在這裏禱告懇求
[00:20:25.660 --> 00:20:28.620]  希望神能夠真是成就
[00:20:28.620 --> 00:20:32.300]  他在耶尼米蘇七十年那個的英雄
[00:20:32.300 --> 00:20:35.100]  能夠將這班的民族拯救出來
[00:20:35.100 --> 00:20:43.820]  就是於他的禱告
[00:20:43.820 --> 00:20:47.660]  在這個時候當他禱告承認他的罪
[00:20:47.660 --> 00:20:51.820]  當你禱告承認他的罪的時候
[00:20:51.820 --> 00:20:55.100]  突然間就加百年
[00:20:55.100 --> 00:21:02.060]  這個天使奉了耶和華神的命來趕你
[00:21:02.060 --> 00:21:05.580]  趕你當中就告訴了你
[00:21:05.580 --> 00:21:07.580]  使他有智慧有聰明
[00:21:07.580 --> 00:21:16.380]  能夠明白這個七十年這個啟示
[00:21:16.380 --> 00:21:20.860]  其實這個七十年不是只提到
[00:21:20.860 --> 00:21:26.540]  以前以色列民族所犯的惡法
[00:21:26.540 --> 00:21:28.780]  你起初求的時候所發的命令
[00:21:28.780 --> 00:21:39.260]  我來告訴你 因為你大蒙眷顧、眷愛
[00:21:39.260 --> 00:21:45.180]  所以你的意象其實神給他一個意象
[00:21:45.180 --> 00:21:48.380]  那個意象就是所謂的七十個七
[00:21:48.380 --> 00:21:51.500]  大家弟兄姊妹主流的弟兄姊妹都聽過七十個七
[00:21:51.500 --> 00:21:56.300]  有聽聞過七十個七這個啟示
[00:21:56.300 --> 00:22:00.540]  這個啟示的目的在二十四節那裏提到
[00:22:00.540 --> 00:22:05.420]  是為了止絕罪惡、潔淨罪惡
[00:22:05.420 --> 00:22:09.180]  肅盡罪孽、引進這個永義
[00:22:09.180 --> 00:22:13.500]  封住意象和語言
[00:22:13.500 --> 00:22:20.380]  和高自聖者而發生的
[00:22:20.380 --> 00:22:28.460]  這個七十個七的啟示
[00:22:28.460 --> 00:22:31.340]  提到這個封住意象
[00:22:31.340 --> 00:22:35.580]  其實這個是一個燈雕
[00:22:35.580 --> 00:22:46.860]  是一個完全的事情是不可以再回頭的
[00:22:46.860 --> 00:22:51.180]  是將它的公義將它上傳上來
[00:22:51.180 --> 00:22:57.500]  這個就提到將會發生的事情
[00:22:57.500 --> 00:23:03.500]  這個發生的事情就有分開幾個階段
[00:23:03.500 --> 00:23:09.580]  這個天使就這樣和大義里說
[00:23:09.580 --> 00:23:13.900]  他要知道神已經給了他智慧和聰明
[00:23:13.900 --> 00:23:18.220]  要他知道、明白這個七十個七的意象
[00:23:18.220 --> 00:23:20.060]  這個啟示是什麼
[00:23:20.060 --> 00:23:26.700]  這個時間 七十個七是七十個七年的意思
[00:23:26.700 --> 00:23:29.420]  這個時間七十個七
[00:23:29.420 --> 00:23:39.740]  是從建造耶路撒冷城這個時候開始
[00:23:39.740 --> 00:23:44.060]  有七個七和六十二個七和剩下的一個七
[00:23:44.060 --> 00:23:47.100]  加起來就是七十個七
[00:23:47.100 --> 00:23:50.300]  在第一個七個的七年裏面
[00:23:50.300 --> 00:23:52.380]  在這個艱難的時候
[00:23:52.380 --> 00:23:59.420]  耶路撒冷城連皆大號都必重新建造
[00:23:59.420 --> 00:24:07.900]  大街小巷就算是引水道、整個城
[00:24:07.900 --> 00:24:11.500]  因為之前是被毀的
[00:24:11.500 --> 00:24:20.860]  當耶路撒冷城被巴里隆尼布加利薩攻破
[00:24:20.860 --> 00:24:23.740]  滅了猶太國的時候
[00:24:23.740 --> 00:24:27.420]  這個城又被毀壞了
[00:24:27.420 --> 00:24:29.820]  這裡正當艱難的時候
[00:24:29.820 --> 00:24:34.700]  因為尼熙米回去建造這個城的時候
[00:24:34.700 --> 00:24:38.300]  是非常艱難的 在尼熙米書那裏都提到
[00:24:38.300 --> 00:24:40.700]  提到他是多麼困難
[00:24:40.700 --> 00:24:44.700]  去將這個城再次建造出來
[00:24:44.700 --> 00:24:52.300]  他就在七個七年期間就將它建造回來了
[00:24:52.300 --> 00:24:55.100]  這裡可以提到他的禱告
[00:24:55.100 --> 00:25:01.340]  但以尼書是九至十九章的禱告
[00:25:01.340 --> 00:25:04.940]  藉著加巴年提到將來
[00:25:04.940 --> 00:25:07.580]  給一個將來的啟示就是七十個七
[00:25:07.580 --> 00:25:13.100]  就是從尼熙米反國重建聖殿開始計
[00:25:13.100 --> 00:25:17.020]  主前四百四十五年開始計七十個七
[00:25:17.020 --> 00:25:21.740]  第二個階段就是過了六十二個七的時候
[00:25:21.740 --> 00:25:25.100]  那個受膏者就被剪除
[00:25:25.100 --> 00:25:28.620]  所以在六十二個七當中
[00:25:28.620 --> 00:25:30.860]  就會有一個受膏者出現
[00:25:30.860 --> 00:25:32.460]  就是主耶穌基督
[00:25:32.460 --> 00:25:35.580]  這個受膏者過了第六十二個七的時候
[00:25:35.580 --> 00:25:41.260]  受膏者主耶穌基督就會被害、受害
[00:25:41.260 --> 00:25:44.940]  之後還會有一個王的出現
[00:25:44.940 --> 00:25:47.740]  他的文就會將耶路撒冷城
[00:25:47.740 --> 00:25:51.100]  和耶路撒冷這個聖殿毀滅
[00:25:51.100 --> 00:25:53.500]  好像被洪水沖走了一樣
[00:25:53.500 --> 00:25:58.780]  不見了 被拆爛了、毀滅了
[00:25:58.780 --> 00:26:05.500]  還有戰爭直到荒涼時候定下來
[00:26:05.500 --> 00:26:16.060]  這個殲滅其實都在歷史上有情況出現了
[00:26:16.060 --> 00:26:22.780]  和主後七十年 耶穌受害之後
[00:26:22.780 --> 00:26:25.980]  三十多年之後 接近三十多四十年的時候
[00:26:25.980 --> 00:26:30.220]  主後七十年的時候 耶路撒冷城就被毀
[00:26:30.220 --> 00:26:36.220]  被羅馬國的將軍在當中將它拆毀
[00:26:36.220 --> 00:26:37.660]  其實這裡提到
[00:26:37.660 --> 00:26:43.020]  如果大家看回《馬太福音》二十四節的時候
[00:26:43.020 --> 00:26:47.580]  之後有提到一個
[00:26:47.580 --> 00:26:50.060]  那行毀為可真的事
[00:26:50.060 --> 00:26:54.220]  那個人站在聖地當中
[00:26:54.220 --> 00:27:00.300]  這個那行毀壞可真的人
[00:27:00.300 --> 00:27:07.580]  就是發生在耶穌和門徒
[00:27:07.580 --> 00:27:10.380]  教導門徒之後所發生的事情
[00:27:10.380 --> 00:27:16.220]  因為如果我們看回最後那個七的時候
[00:27:16.220 --> 00:27:19.660]  我們都會提到第二十七節那裡提到
[00:27:19.660 --> 00:27:30.300]  那個毀壞可真的人當中
[00:27:30.300 --> 00:27:35.500]  在《但義理書》第七章我們提到
[00:27:35.500 --> 00:27:42.460]  第四隻獸當中有一個小角 有眼睛的小角在當中
[00:27:42.460 --> 00:27:47.660]  這個毀壞可真的將來的君王
[00:27:47.660 --> 00:27:53.100]  就是發生在最後那七的時候
[00:27:53.100 --> 00:27:55.660]  就會 耶穌就提到
[00:27:55.660 --> 00:28:03.020]  就會站在聖殿上面行一些毀壞可真的事情
[00:28:03.020 --> 00:28:07.660]  這個第七章那個小角 有眼睛的小角
