
[00:00:00.000 --> 00:00:03.280]  今天我們看回路加 去到第十四章
[00:02:31.520 --> 00:02:35.040]  請要他當下到了坐植的時候
[00:02:35.040 --> 00:02:38.360]  打發僕人去對所有請的人說
[00:02:38.360 --> 00:02:41.080]  請代吧 樣樣都齊備了
[00:02:41.080 --> 00:02:43.920]  眾人一頭同音的軀節
[00:02:43.920 --> 00:02:46.720]  頭一個說 我買了一塊地
[00:02:46.720 --> 00:02:50.440]  必須去看看 請你准我持了
[00:02:50.440 --> 00:02:54.000]  還有一個人說 我買了五對牛
[00:02:54.000 --> 00:02:57.240]  要去試一試 請你准我持了
[00:02:57.240 --> 00:02:59.960]  還有一個說 我才娶了妻
[00:02:59.960 --> 00:03:02.920]  所以不能去 那僕人回來
[00:03:02.920 --> 00:03:05.360]  把這事都告訴了主人
[00:03:05.360 --> 00:03:08.440]  家主就動腦對僕人說
[00:03:08.440 --> 00:03:11.480]  快出去到城裡大街小巷
[00:03:11.480 --> 00:03:16.000]  領那貧窮的 殘鬱的 黑眼的 渴渴的
[00:03:16.000 --> 00:03:20.040]  僕人說 主啊 你所吩咐的已經辦了
[00:03:20.040 --> 00:03:21.800]  還有空座
[00:03:21.800 --> 00:03:23.480]  主人對僕人說
[00:03:23.480 --> 00:03:26.560]  你出去道路上和尼巴那裡
[00:03:26.560 --> 00:03:30.040]  勉強人進來 坐滿我的屋子
[00:03:30.040 --> 00:03:33.080]  我告訴你們 先前所請的人
[00:03:33.080 --> 00:03:35.760]  沒有一個得上我的言直
[00:03:35.760 --> 00:03:41.880]  有許多的人和耶穌同行
[00:03:41.880 --> 00:03:44.320]  他轉過來對他們說
[00:03:44.320 --> 00:03:46.120]  人到我這裡來
[00:03:46.120 --> 00:03:49.840]  若不愛我勝過愛我自己的父母
[00:03:49.840 --> 00:03:54.040]  妻子 兒女 弟兄 姊妹和自己的性命
[00:03:54.040 --> 00:03:56.680]  就不能作我的門徒
[00:03:56.680 --> 00:03:59.120]  凡不背負著自己十字架
[00:03:59.120 --> 00:04:02.360]  跟從我的 也不能作我的門徒
[00:04:02.360 --> 00:04:05.360]  你們哪一個要蓋一座樓
[00:04:05.360 --> 00:04:08.240]  不先作下算計花費
[00:04:08.240 --> 00:04:09.840]  能蓋成不能呢
[00:04:09.840 --> 00:04:12.600]  恐怕我了結地基 不能成功
[00:04:12.600 --> 00:04:15.880]  看見的人都笑他說
[00:04:15.880 --> 00:04:19.000]  這個人開了工 卻不能完工
[00:04:19.000 --> 00:04:20.400]  或是一個和
[00:04:20.400 --> 00:04:22.480]  出去和別的和打仗
[00:04:22.480 --> 00:04:24.720]  豈不先作下著量
[00:04:24.720 --> 00:04:31.800]  能用兵萬兵來去的那二萬兵來攻打他的麼
[00:04:31.800 --> 00:04:35.040]  若是不能 就趁敵人還遠的時候
[00:04:35.040 --> 00:04:37.960]  派使者去求和 適的條款
[00:04:37.960 --> 00:04:40.800]  這樣 你們無論什麼人
[00:04:40.800 --> 00:04:42.760]  若不撇下一切所有的
[00:04:42.760 --> 00:04:44.440]  就不能作我的門徒
[00:04:44.440 --> 00:04:46.720]  嚴是好的 嚴若失了美
[00:04:46.720 --> 00:04:49.240]  可以用什麼叫他在咸呢
[00:04:49.240 --> 00:04:52.520]  或用在田裡 或對在墳裡
[00:04:52.520 --> 00:04:55.600]  都不合適 只好丟在外面
[00:04:55.600 --> 00:04:58.360]  有耳可聽的 就應當聽
[00:04:58.360 --> 00:04:59.440]  好
[00:04:59.440 --> 00:05:03.600]  筵席裏面有人這樣說
[00:05:03.600 --> 00:05:05.560]  說將來在神國裏面
[00:05:05.560 --> 00:05:08.480]  有份大筵席 有份吃飯有福
[00:05:08.480 --> 00:05:09.760]  耶穌就趁機
[00:05:09.760 --> 00:05:13.000]  就講一個關於大筵席的比喻
[00:05:13.000 --> 00:05:14.800]  這個的教導
[00:05:14.800 --> 00:05:16.640]  透過比喻去講的
[00:05:16.640 --> 00:05:21.360]  這個比喻其實是講一個有錢人
[00:05:21.360 --> 00:05:24.720]  請客 大排筵席
[00:05:24.720 --> 00:05:26.480]  大家注意他的講法
[00:05:26.480 --> 00:05:29.240]  他請了許多客
[00:05:29.240 --> 00:05:33.520]  所以他被請的人是事先已經知道的
[00:05:33.520 --> 00:05:35.640]  不是說他擺好桌子等等
[00:05:35.640 --> 00:05:37.760]  然後叫人來來來 不是的
[00:05:37.760 --> 00:05:39.280]  他預先派了帖
[00:05:39.280 --> 00:05:43.680]  給了所有他覺得應該請的人來
[00:05:43.680 --> 00:05:45.640]  然後又怎樣呢
[00:05:45.640 --> 00:05:47.120]  但發覺到了座席
[00:05:47.120 --> 00:05:49.400]  真是到了那一天要開飯了
[00:05:49.400 --> 00:05:52.600]  要開桌子了
[00:05:52.600 --> 00:05:54.920]  發覺那些要請的人
[00:05:54.920 --> 00:05:58.360]  全部都推遲 說不來
[00:05:58.360 --> 00:06:01.080]  一個就說我買這幅地要看一下
[00:06:01.080 --> 00:06:03.600]  一個買了五對牛 我要去看一下
[00:06:03.600 --> 00:06:06.520]  結婚不好意思 我要照顧老婆
[00:06:06.520 --> 00:06:08.600]  不太行 這樣來了
[00:06:08.600 --> 00:06:10.680]  大家注意他的講法裏面
[00:06:10.680 --> 00:06:12.520]  無論是買地或是買牛
[00:06:12.520 --> 00:06:16.200]  那些人其實都是相當之有錢的
[00:06:16.200 --> 00:06:19.440]  五對牛 買了一幅地
[00:06:19.440 --> 00:06:21.000]  古代的社會
[00:06:21.000 --> 00:06:26.800]  言直是一個強調一種門當戶對
[00:06:26.800 --> 00:06:29.040]  有點像中國古代的社會
[00:06:29.040 --> 00:06:31.200]  即是我甚麼身份
[00:06:31.200 --> 00:06:34.400]  我就會請一些我相類似身份的人來
[00:06:34.400 --> 00:06:35.400]  互相給面子
[00:06:35.400 --> 00:06:36.760]  我請你 我給你面子
[00:06:36.760 --> 00:06:38.560]  你來就你給我面子
[00:06:38.560 --> 00:06:42.440]  他們有很多這樣的文化在他們背後
[00:06:42.440 --> 00:06:45.040]  所以那些人是事先知道
[00:06:45.040 --> 00:06:49.840]  他是當天就會請吃飯的
[00:06:49.840 --> 00:06:52.080]  就算你結婚那個 第三個
[00:06:52.080 --> 00:06:55.280]  你都預先知道那天他會請吃飯的
[00:06:55.280 --> 00:06:56.920]  邀請了的
[00:06:56.920 --> 00:06:58.760]  不過去到他們
[00:06:58.760 --> 00:07:01.160]  所以他們的不出現不來
[00:07:01.160 --> 00:07:02.920]  是對那個請客的人
[00:07:02.920 --> 00:07:05.840]  是一個很大的羞辱
[00:07:05.840 --> 00:07:08.440]  即是你到時才說不來
[00:07:08.440 --> 00:07:09.840]  即是你嫌甚麼
[00:07:09.840 --> 00:07:14.200]  他的背後是有這個含義在後面來的
[00:07:14.200 --> 00:07:17.120]  所以那個主人聽到那些人的反應
[00:07:17.120 --> 00:07:19.720]  他就很生氣 很不高興
[00:07:19.720 --> 00:07:21.400]  我這麼給你面子
[00:07:21.400 --> 00:07:23.680]  你居然這樣都不想面子
[00:07:23.680 --> 00:07:25.480]  於是乎他就說好
[00:07:25.480 --> 00:07:26.600]  你們不要來了
[00:07:26.600 --> 00:07:28.720]  我出去叫那部人說
[00:07:28.720 --> 00:07:31.640]  外面你見到哪些盲的 跛的
[00:07:31.640 --> 00:07:35.720]  即是貧窮的 殘廢的 叫他們來
[00:07:35.720 --> 00:07:40.360]  照計一般來說 現席裏面很少這樣
[00:07:40.360 --> 00:07:44.280]  即是說 因為他本身那個人是一個富裕人家
[00:07:44.280 --> 00:07:46.800]  他很少會找一些跟他
[00:07:46.800 --> 00:07:50.120]  社會地位是這麼不同的人一起出席
[00:07:50.120 --> 00:07:53.640]  是反映他們的不開心 憤怒
[00:07:53.640 --> 00:07:57.520]  和是要映射那些不來的人的不適
[00:07:57.520 --> 00:07:59.160]  所以就要帶他們來
[00:07:59.160 --> 00:08:03.160]  那部人就說來了很多 已經充滿了
[00:08:03.160 --> 00:08:07.800]  還有空位 你看看旁邊還有沒有位
[00:08:07.800 --> 00:08:09.760]  而那個主人就說
[00:08:09.760 --> 00:08:12.720]  出去叫那些在尼巴那些
[00:08:12.720 --> 00:08:14.720]  在路邊那些人叫他們坐過來
[00:08:14.720 --> 00:08:18.160]  尼巴和路邊是一個城市的邊緣一帶的地方
[00:08:18.160 --> 00:08:20.320]  那些人其實是這樣說
[00:08:20.320 --> 00:08:22.240]  那些人根本就不認識那個主人
[00:08:22.240 --> 00:08:25.000]  和他沒有什麼關係
[00:08:25.000 --> 00:08:26.000]  那個主人就說不行
[00:08:26.000 --> 00:08:27.000]  我要叫那些人來
[00:08:27.000 --> 00:08:28.760]  是都要坐滿了現席
[00:08:28.760 --> 00:08:30.120]  最後就說一個總結
[00:08:30.120 --> 00:08:33.680]  就說原先要請的那些沒位了
[00:08:33.680 --> 00:08:36.960]  當然這個現席這樣的比喻
[00:08:36.960 --> 00:08:39.000]  在那個情況下說
[00:08:39.000 --> 00:08:42.400]  你猜聽的人是聽到些什麼
[00:08:42.400 --> 00:08:46.560]  在場的人聽到些什麼
[00:08:46.560 --> 00:08:51.760]  其實這個現席是一個很強烈的審判的味道
[00:08:51.760 --> 00:08:55.640]  同時都是一個恩慈的味道
[00:08:55.640 --> 00:08:58.520]  這個現席其實是站在路邊來說
[00:08:58.520 --> 00:09:00.840]  其實是說一個舊恩的歷史的進程
[00:09:00.840 --> 00:09:05.600]  那些盲眼的殘廢的貧窮的強頹的
[00:09:05.600 --> 00:09:09.960]  那些人其實是在映射那些原本不配的
[00:09:09.960 --> 00:09:12.280]  原本是沒有份的那些人
[00:09:12.280 --> 00:09:15.400]  現在可以有份了
[00:09:15.400 --> 00:09:17.200]  是因為那些原本有份的那些
[00:09:17.200 --> 00:09:18.320]  他不來
[00:09:18.320 --> 00:09:20.120]  其實是在說以色列的民族
[00:09:20.120 --> 00:09:22.520]  他們一直在敵對耶穌
[00:09:22.520 --> 00:09:23.840]  路加一直在強奪
[00:09:23.840 --> 00:09:25.880]  耶穌一直在說他的天國的道理
[00:09:25.880 --> 00:09:26.600]  神國的道理
[00:09:26.600 --> 00:09:28.600]  一直在行神職歧視
[00:09:28.600 --> 00:09:29.680]  將其身份
[00:09:29.680 --> 00:09:32.920]  不過你看到每一次他行神職歧視的時候
[00:09:32.920 --> 00:09:35.320]  那些人蒙拯救 得醫治
[00:09:35.320 --> 00:09:37.640]  但同時間那些法治賽人
[00:09:37.640 --> 00:09:39.200]  那些宗教的代表
[00:09:39.200 --> 00:09:41.600]  他的同胞就拒絕他
[00:09:41.600 --> 00:09:43.400]  窺探他 敵視他
[00:09:43.400 --> 00:09:45.480]  甚至想殺害他
[00:09:45.480 --> 00:09:47.240]  因此這個在說什麼呢
[00:09:47.240 --> 00:09:49.200]  就是說在過程的中間
[00:09:49.200 --> 00:09:52.000]  我發覺原來舊恩的歷史
[00:09:52.000 --> 00:09:53.960]  原本那個筵席
[00:09:53.960 --> 00:09:57.560]  那個救恩神國是要給那些神的選民的
[00:09:57.560 --> 00:09:59.400]  不過是因為他們拒絕
[00:09:59.400 --> 00:10:01.000]  他們不要
[00:10:01.000 --> 00:10:03.080]  甚至是想殺害耶穌
[00:10:03.080 --> 00:10:05.760]  所以在神的審判裏面
[00:10:05.760 --> 00:10:07.800]  這些人沒有份了
[00:10:07.800 --> 00:10:09.200]  那什麼人有份呢
[00:10:09.200 --> 00:10:14.880]  就是那些盲眼的 低腳的 殘廢的 貧窮的
[00:10:14.880 --> 00:10:16.440]  大家留意這四個形容詞
[00:10:16.440 --> 00:10:20.960]  和前面那段經文說的是完全一樣的
[00:10:20.960 --> 00:10:23.280]  都是耶穌憐憫那些人
[00:10:23.280 --> 00:10:26.360]  在那個筵席裏面請他們
[00:10:26.360 --> 00:10:27.480]  你們請那些人
[00:10:27.480 --> 00:10:28.680]  你們就有福了
[00:10:28.680 --> 00:10:30.640]  因為將來他們沒有能力報答你
[00:10:30.640 --> 00:10:32.280]  神就會報答你了
[00:10:32.280 --> 00:10:35.800]  都是在映射那個原本不配的人
[00:10:35.800 --> 00:10:40.200]  今天居然可以在那個筵席裏面有份
[00:10:40.200 --> 00:10:42.000]  那些原本在路邊
[00:10:42.000 --> 00:10:43.360]  其實是在說福音
[00:10:43.360 --> 00:10:44.400]  這個神的國
[00:10:44.400 --> 00:10:47.800]  由以色列去到外邦的地方
[00:10:47.800 --> 00:10:49.760]  那些原本是不認識這個神的
[00:10:49.760 --> 00:10:51.200]  不認識耶穌的
[00:10:51.200 --> 00:10:53.720]  沒有份的人現在被招攬
[00:10:53.720 --> 00:10:55.000]  被招募
[00:10:55.000 --> 00:10:56.560]  被勉強地
[00:10:56.560 --> 00:10:57.880]  甚至是用這樣的形詞
[00:10:57.880 --> 00:10:59.600]  拉到這個座位裏面
[00:10:59.600 --> 00:11:04.120]  享受這個神國的筵席
[00:11:04.120 --> 00:11:07.040]  所以整個的比喻
[00:11:07.040 --> 00:11:08.440]  大家要注意
[00:11:08.440 --> 00:11:13.200]  這本書第一個讀者是誰呢
[00:11:13.200 --> 00:11:15.960]  路加夫林文社是誰的
[00:11:15.960 --> 00:11:17.240]  提亞菲羅大人
[00:11:17.240 --> 00:11:18.520]  第一章第一節
[00:11:18.520 --> 00:11:19.520]  所以這個讀者
[00:11:19.520 --> 00:11:21.520]  這是一個外邦的一個人
[00:11:21.520 --> 00:11:23.000]  一個外邦的官
[00:11:23.000 --> 00:11:24.840]  按照我們稱號
[00:11:24.840 --> 00:11:26.360]  神所愛的
[00:11:26.360 --> 00:11:28.120]  一個人看到這段經文
[00:11:28.120 --> 00:11:30.880]  他會想起什麼呢
[00:11:30.880 --> 00:11:33.000]  他會突然間理解
[00:11:33.000 --> 00:11:34.000]  我能夠
[00:11:34.000 --> 00:11:35.080]  一個外邦人
[00:11:35.080 --> 00:11:37.400]  能夠進入神的國裏面
[00:11:37.400 --> 00:11:38.520]  其實是
[00:11:38.520 --> 00:11:40.720]  一方面是神對以色列人的審判
[00:11:40.720 --> 00:11:41.440]  當時
[00:11:41.440 --> 00:11:44.120]  亦都是對我這個原本沒有份的人
[00:11:44.120 --> 00:11:48.600]  一個很大的憐憫
[00:11:48.600 --> 00:11:50.120]  你有沒有想過
[00:11:50.120 --> 00:11:51.240]  在神的眼中
[00:11:51.240 --> 00:11:54.240]  原來我們都是一些殘廢的
[00:11:54.240 --> 00:11:54.720]  跛腳的
[00:11:54.720 --> 00:11:55.400]  盲眼的
[00:11:55.400 --> 00:11:57.000]  瘸腿的
[00:11:57.000 --> 00:11:58.760]  你看看隔壁那一個
[00:11:58.760 --> 00:12:00.800]  原來他是貧窮的
[00:12:00.800 --> 00:12:02.200]  盲眼的
[00:12:02.200 --> 00:12:05.200]  瘸腿的
[00:12:05.200 --> 00:12:06.040]  還有什麼
[00:12:06.040 --> 00:12:08.160]  殘廢的
[00:12:08.160 --> 00:12:09.320]  是這樣形容的
[00:12:09.320 --> 00:12:11.320]  前面都用回這四個形容詞
[00:12:11.320 --> 00:12:12.360]  前面那段
[00:12:12.360 --> 00:12:13.640]  是說神的工作
[00:12:13.640 --> 00:12:15.160]  原來我們今天
[00:12:15.160 --> 00:12:16.960]  我們原本在路邊的
[00:12:16.960 --> 00:12:18.400]  我們原本在泥巴裏的
[00:12:18.400 --> 00:12:19.560]  幾乎是跌出外面的
[00:12:19.560 --> 00:12:20.520]  城市外面的
[00:12:20.520 --> 00:12:21.800]  但是我們今天有份
[00:12:21.800 --> 00:12:23.400]  我們有份
[00:12:23.400 --> 00:12:24.440]  我們可以有份
[00:12:24.440 --> 00:12:27.080]  進入神國這個筵席的裏面
[00:12:27.080 --> 00:12:29.240]  我們原本是不配的
[00:12:29.240 --> 00:12:30.360]  不過
[00:12:30.360 --> 00:12:31.840]  原來我們可以有份
[00:12:31.840 --> 00:12:33.800]  所以整段經文對於特別
[00:12:33.800 --> 00:12:35.960]  對於那些外邦的讀者來說
[00:12:35.960 --> 00:12:37.480]  對於我和你來說
[00:12:37.480 --> 00:12:40.200]  是在說神的極大的廉恕
[00:12:40.200 --> 00:12:41.920]  極大的恩典
[00:12:41.920 --> 00:12:44.480]  不是因為我們有什麼厲害
[00:12:44.480 --> 00:12:46.560]  雖然今天我穿的衣服都挺好看
[00:12:46.560 --> 00:12:49.320]  但不是因為這個緣故
[00:12:49.320 --> 00:12:50.080]  我蒙年敏
[00:12:50.080 --> 00:12:53.840]  多謝大佬送給我的
[00:12:53.840 --> 00:12:54.840]  好了
[00:12:54.840 --> 00:12:55.840]  所以不是這樣的
[00:12:55.840 --> 00:12:58.040]  是真的那種的廉恕
[00:12:58.040 --> 00:13:00.040]  是神的年敏
[00:13:00.040 --> 00:13:01.480]  我們原本是邊緣的
[00:13:01.480 --> 00:13:02.200]  不配的
[00:13:02.200 --> 00:13:03.680]  現在在這個恩典裏面
[00:13:03.680 --> 00:13:05.320]  在神毫不論息的
[00:13:05.320 --> 00:13:06.160]  將祂的恩情
[00:13:06.160 --> 00:13:06.920]  恩典
[00:13:06.920 --> 00:13:08.480]  淋到在我們身上
[00:13:08.480 --> 00:13:10.760]  如果你說得現代化一點
[00:13:10.760 --> 00:13:12.720]  我們原本有waiting list那些
[00:13:12.720 --> 00:13:14.440]  大家有子女
[00:13:14.440 --> 00:13:16.480]  可能有些人經驗過
[00:13:16.480 --> 00:13:17.560]  申請一間學校
[00:13:17.560 --> 00:13:18.800]  他告訴你
[00:13:18.800 --> 00:13:20.520]  考完面試
[00:13:20.520 --> 00:13:22.000]  不好意思我們學位有限
[00:13:22.000 --> 00:13:23.480]  waiting list
[00:13:23.480 --> 00:13:25.480]  他最後通知你可以進去讀書
[00:13:25.480 --> 00:13:27.120]  是不是很開心
[00:13:27.120 --> 00:13:28.560]  就是這種的心情
[00:13:28.560 --> 00:13:30.200]  是那種不配
[00:13:30.200 --> 00:13:32.400]  但是全部都是恩典
[00:13:32.400 --> 00:13:34.360]  這種的心情
[00:13:34.360 --> 00:13:35.680]  我們在神國裏面
[00:13:35.680 --> 00:13:38.000]  其實真的是這樣的
[00:13:38.000 --> 00:13:40.400]  有一個很出名的
[00:13:40.400 --> 00:13:41.680]  司徒保羅
[00:13:41.680 --> 00:13:42.760]  他有一番話
[00:13:42.760 --> 00:13:44.360]  是很激勵很多人心的
[00:13:44.360 --> 00:13:47.800]  他對一個屬靈的兒子提摩太太說
[00:13:47.800 --> 00:13:48.880]  他說是什麼原因
[00:13:48.880 --> 00:13:50.680]  令到我這麼激奮
[00:13:50.680 --> 00:13:52.680]  這麼盡力去為神工作呢
[00:13:52.680 --> 00:13:53.800]  什麼原因呢
[00:13:53.800 --> 00:13:55.000]  他就說了一句話
[00:13:55.000 --> 00:13:57.880]  他說在罪人中
[00:13:57.880 --> 00:14:00.480]  我是個罪魁
[00:14:00.480 --> 00:14:01.680]  不是和首
[00:14:01.680 --> 00:14:02.560]  罪魁
[00:14:02.560 --> 00:14:04.080]  即是罪人的頭
[00:14:04.080 --> 00:14:04.680]  罪人中
[00:14:04.680 --> 00:14:05.680]  我原來是個罪魁
[00:14:05.680 --> 00:14:07.880]  我想對於
[00:14:07.880 --> 00:14:10.040]  如果我們認識保羅的一生
[00:14:10.040 --> 00:14:12.160]  我們會很敬佩他
[00:14:12.160 --> 00:14:13.680]  我們會很欣賞
[00:14:13.680 --> 00:14:14.800]  我們會學習
[00:14:14.800 --> 00:14:15.920]  這位的僕人
[00:14:15.920 --> 00:14:17.440]  但是在他自己
[00:14:17.440 --> 00:14:19.200]  和神的關係的眼中
[00:14:19.200 --> 00:14:20.400]  他會這樣形容自己
[00:14:20.400 --> 00:14:22.640]  他說我是罪人裏面的頭
[00:14:22.640 --> 00:14:23.640]  因為他想起
[00:14:23.640 --> 00:14:25.200]  他以前是逼迫基督徒
[00:14:25.200 --> 00:14:26.840]  逼迫耶穌的
[00:14:26.840 --> 00:14:28.680]  今天竟然蒙耶穌選他
[00:14:28.680 --> 00:14:31.400]  成為一個他差派的僕人
[00:14:31.400 --> 00:14:33.680]  我相信這是一個很大很大的
[00:14:33.680 --> 00:14:36.200]  他講的是一個很大很大的連述
[00:14:36.200 --> 00:14:37.640]  在神國裏面的人
[00:14:37.640 --> 00:14:39.200]  我們應該要有一個意識
[00:14:39.200 --> 00:14:41.600]  無論你是做什麼位
[00:14:41.600 --> 00:14:43.320]  無論你是否一個平信徒
[00:14:43.320 --> 00:14:45.000]  其實沒有便宜的
[00:14:45.000 --> 00:14:47.640]  或者你是一個主教
[00:14:47.640 --> 00:14:48.320]  都好
[00:14:48.320 --> 00:14:51.840]  其實我們都是一個蒙恩的人
[00:14:51.840 --> 00:14:56.320]  當人信主信得久
[00:14:56.320 --> 00:14:58.000]  我們特別會慢慢覺得
[00:14:58.000 --> 00:15:00.920]  我們能夠在教會裏面坐下
[00:15:00.920 --> 00:15:01.960]  能夠享受天國
[00:15:01.960 --> 00:15:03.080]  神國裏面的筵席
[00:15:03.080 --> 00:15:03.800]  享受永生
[00:15:03.800 --> 00:15:06.160]  這個好像是理所當然
[00:15:06.160 --> 00:15:07.160]  因為習慣了
[00:15:07.160 --> 00:15:08.520]  已經久了
[00:15:08.520 --> 00:15:09.840]  但是耶穌的這個教導
[00:15:09.840 --> 00:15:11.880]  是提醒我們神國裏面的人
[00:15:11.880 --> 00:15:13.360]  有一個意識
[00:15:13.360 --> 00:15:17.160]  就是我們絕對是蒙恩典的
[00:15:17.160 --> 00:15:20.400]  我想看看那幅圖畫
[00:15:20.400 --> 00:15:22.040]  有一個很出名的藝術家
[00:15:22.040 --> 00:15:24.240]  我印象以前都看過一次
[00:15:24.240 --> 00:15:25.840]  這個是浪子的比喻
[00:15:25.840 --> 00:15:28.080]  的一幅畫作
[00:15:28.080 --> 00:15:29.000]  很出名的畫作
[00:15:29.000 --> 00:15:31.440]  不過可能光線太暗了
[00:15:31.440 --> 00:15:31.800]  太暗了
[00:15:31.800 --> 00:15:34.320]  可不可以關掉前面的燈
[00:15:34.320 --> 00:15:35.320]  有沒有人可以
[00:15:35.320 --> 00:15:38.080]  麻煩麻煩
[00:15:38.080 --> 00:15:39.520]  讓你看清楚一點
[00:15:39.520 --> 00:15:43.400]  這幅畫是浪子的比喻的一幅畫
[00:15:43.400 --> 00:15:45.120]  布蘭達很出名的
[00:15:45.120 --> 00:15:46.800]  這幅畫現在不知道在哪個
[00:15:46.800 --> 00:15:47.720]  哪個藝術
[00:15:47.720 --> 00:15:51.280]  哪個博物館裏面掛著的
[00:15:51.280 --> 00:15:53.000]  你見到這個是爸爸
[00:15:53.000 --> 00:15:54.520]  這個是弟弟
[00:15:54.520 --> 00:15:56.520]  這個是哥哥
[00:15:56.520 --> 00:15:57.720]  應該是
[00:15:57.720 --> 00:15:59.520]  可能看得清楚一點
[00:15:59.520 --> 00:16:01.360]  有一次我們一班同工看這幅畫
[00:16:01.360 --> 00:16:03.000]  在這裏默想
[00:16:03.000 --> 00:16:05.400]  大家看的東西可能不同
[00:16:05.400 --> 00:16:08.960]  有些人就看不同的主角
[00:16:08.960 --> 00:16:11.000]  突然之間有一個同工說了一句話
[00:16:11.000 --> 00:16:13.000]  我也有我看到的東西
[00:16:13.000 --> 00:16:16.040]  突然間有一個同工說了一句話
[00:16:16.040 --> 00:16:18.680]  他說其實在震撼我
[00:16:18.680 --> 00:16:23.280]  他說他在看小兒子
[00:16:23.280 --> 00:16:25.320]  大家知道是誰吧
[00:16:25.320 --> 00:16:26.200]  小兒子
[00:16:26.200 --> 00:16:28.720]  他突然間說了一句話
[00:16:28.720 --> 00:16:29.720]  他說什麼呢
[00:16:29.720 --> 00:16:35.800]  原來我不是那麼衣衫藍柳
[00:16:35.800 --> 00:16:38.080]  明明他想說什麼呢
