
[00:00:00.000 --> 00:00:06.000]  吳亮星議員
[00:22:58.000 --> 00:23:02.000]  因此七年後他們回到自己的地方的時候
[00:23:02.000 --> 00:23:05.000]  自己的人不肯把那塊地還給他
[00:23:05.000 --> 00:23:09.000]  使他一定要去找皇帝出面
[00:23:09.000 --> 00:23:12.000]  要求皇帝主持公道
[00:23:12.000 --> 00:23:15.000]  而上主也是安排好
[00:23:15.000 --> 00:23:19.000]  剛剛基哈西在那裡向皇帝講述
[00:23:19.000 --> 00:23:23.000]  以利沙怎樣使得這位書念婦人的兒子
[00:23:23.000 --> 00:23:25.000]  復生的事的時候
[00:23:25.000 --> 00:23:26.000]  他就來了
[00:23:26.000 --> 00:23:28.000]  真是這麼巧
[00:23:28.000 --> 00:23:33.000]  因此皇帝很樂意去幫這個婦人
[00:23:33.000 --> 00:23:36.000]  馬上派人去收回他的土地
[00:23:36.000 --> 00:23:38.000]  不單止收回土地
[00:23:38.000 --> 00:23:45.000]  過去七年的田租也要還給這位婦人
[00:23:45.000 --> 00:23:49.000]  我們看針研頭四章的教導
[00:23:49.000 --> 00:23:52.000]  就是要我們學習敬畏上主
[00:23:52.000 --> 00:23:56.000]  要跟上主建立良好的關係
[00:23:56.000 --> 00:23:58.000]  上主就會賜福給我們
[00:23:58.000 --> 00:24:01.000]  供應我們一切的需要
[00:24:01.000 --> 00:24:06.000]  今天我們從聖經裡面看到一位智慧母親的事例
[00:24:06.000 --> 00:24:08.000]  由於她尊崇上主
[00:24:08.000 --> 00:24:11.000]  她樂意奉獻照顧上主的婦人
[00:24:11.000 --> 00:24:14.000]  上主賜給她一個兒子
[00:24:14.000 --> 00:24:17.000]  雖然那個兒子不知是不是患了腦膜炎
[00:24:17.000 --> 00:24:19.000]  或者什麼事情死了
[00:24:19.000 --> 00:24:21.000]  上主仍然使他復生
[00:24:21.000 --> 00:24:24.000]  有旱災要懲罰以色列人的時候
[00:24:24.000 --> 00:24:28.000]  這位愛主又有智慧的母親
[00:24:28.000 --> 00:24:31.000]  覺得上主特別的眷顧
[00:24:31.000 --> 00:24:33.000]  暫時離開了家鄉
[00:24:33.000 --> 00:24:35.000]  雖然失去了自己的田地
[00:24:35.000 --> 00:24:39.000]  不過上主最後還是將田地還給她
[00:24:39.000 --> 00:24:43.000]  連七年的田租也還給她
[00:24:43.000 --> 00:24:45.000]  我相信這位智慧的母親
[00:24:45.000 --> 00:24:50.000]  也一定會將這些事告訴她的兒子
[00:24:50.000 --> 00:24:51.000]  教導她的兒子
[00:24:51.000 --> 00:24:56.000]  使她的後代也懂得繼續去敬畏上主
[00:24:56.000 --> 00:24:58.000]  尊崇上主
[00:24:58.000 --> 00:25:01.000]  我鼓勵所有的母親
[00:25:01.000 --> 00:25:04.000]  都要學習爭取智慧
[00:25:04.000 --> 00:25:07.000]  是敬畏上主的智慧
[00:25:07.000 --> 00:25:10.000]  所有弟兄姊妹都同樣要學習
[00:25:10.000 --> 00:25:11.000]  敬畏上主
[00:25:11.000 --> 00:25:15.000]  這是人生最大最美的祝福
[00:25:15.000 --> 00:25:18.000]  如果在我們中間有未信主的朋友
[00:25:18.000 --> 00:25:19.000]  我鼓勵你
[00:25:19.000 --> 00:25:21.000]  要學習認識上主
[00:25:21.000 --> 00:25:23.000]  得到智慧
[00:25:23.000 --> 00:25:26.000]  也得到上主的賜福
[00:25:26.000 --> 00:25:28.000]  大家一同祈禱
[00:25:28.000 --> 00:25:32.000]  秋月添福我們為世上所有母親感謝你
[00:25:32.000 --> 00:25:35.000]  更加為自己的母親感謝你
[00:25:35.000 --> 00:25:39.000]  藉著我們的父母和母親特別的照顧
[00:25:39.000 --> 00:25:41.000]  使我們成人
[00:25:41.000 --> 00:25:43.000]  你也使我們認識你
[00:25:43.000 --> 00:25:46.000]  求你幫助我們不斷追求智慧
[00:25:46.000 --> 00:25:48.000]  認識你更深
[00:25:48.000 --> 00:25:52.000]  和按你的心意做人做事
[00:25:52.000 --> 00:25:54.000]  奉耶穌基督的名祈禱
[00:25:54.000 --> 00:25:56.000]  阿們
