
[00:00:00.000 --> 00:00:07.000]  原來人在生活裡無論大罪小罪都是罪
[00:04:26.000 --> 00:04:29.000]  是在一個處境裡面
[00:04:29.000 --> 00:04:34.000]  他就不能自制地做不應該做的事
[00:04:34.000 --> 00:04:37.000]  以至家裡不會照顧
[00:04:37.000 --> 00:04:41.000]  我微信之前賭錢
[00:04:41.000 --> 00:04:45.000]  微信耶穌之前打麻將
[00:04:45.000 --> 00:04:47.000]  當然可能沒有Ben那麼厲害
[00:04:47.000 --> 00:04:49.000]  你在賭場出入對不對
[00:04:49.000 --> 00:04:51.000]  多或少都會
[00:04:51.000 --> 00:04:57.000]  但是賭錢的人有什麼成功感
[00:04:57.000 --> 00:04:58.000]  一個贏三個
[00:04:58.000 --> 00:05:00.000]  如果打麻將就很成功
[00:05:00.000 --> 00:05:02.000]  是不是這樣
[00:05:02.000 --> 00:05:06.000]  這個都不是神所喜悅
[00:05:06.000 --> 00:05:08.000]  在主耶穌的眼中
[00:05:08.000 --> 00:05:11.000]  我們都有一個舊我
[00:05:11.000 --> 00:05:14.000]  舊事是在說什麼
[00:05:14.000 --> 00:05:16.000]  作事的人在一個罪裡面
[00:05:16.000 --> 00:05:18.000]  在一個舊我的裡面
[00:05:18.000 --> 00:05:21.000]  我們總是在舊我裡面
[00:05:21.000 --> 00:05:24.000]  去做一些我們不應該做的事
[00:05:24.000 --> 00:05:26.000]  正如保羅
[00:05:26.000 --> 00:05:28.000]  在羅馬書說
[00:05:28.000 --> 00:05:29.000]  立志行善由得
[00:05:29.000 --> 00:05:33.000]  我只是行出來由不得我
[00:05:33.000 --> 00:05:35.000]  他是被罪所捆綁住
[00:05:35.000 --> 00:05:39.000]  不能自主
[00:05:39.000 --> 00:05:40.000]  弟兄姊妹
[00:05:40.000 --> 00:05:43.000]  各位朋友
[00:05:43.000 --> 00:05:46.000]  我們有沒有什麼事情
[00:05:46.000 --> 00:05:47.000]  我們不想做
[00:05:47.000 --> 00:05:51.000]  他是做了出來
[00:05:51.000 --> 00:05:53.000]  這個在我們的生活裡面
[00:05:53.000 --> 00:05:56.000]  我們需要我們的主耶穌去幫助
[00:05:56.000 --> 00:05:59.000]  需要我們的神去改變我們
[00:05:59.000 --> 00:06:01.000]  在一個舊有的處境去改變
[00:06:01.000 --> 00:06:03.000]  只有什麼
[00:06:03.000 --> 00:06:05.000]  靠著神的恩典
[00:06:05.000 --> 00:06:10.000]  叫我們可以得著能力去改變
[00:06:10.000 --> 00:06:12.000]  怎樣去改變
[00:06:12.000 --> 00:06:14.000]  作為一個新人
[00:06:14.000 --> 00:06:18.000]  聖經提到新造的人
[00:06:18.000 --> 00:06:21.000]  直譯出來就是新的創造
[00:06:21.000 --> 00:06:24.000]  又或者new creation
[00:06:24.000 --> 00:06:26.000]  一個信了耶穌的人
[00:06:26.000 --> 00:06:27.000]  就是神藉著聖靈
[00:06:27.000 --> 00:06:29.000]  在我們生命裡面有改變
[00:06:29.000 --> 00:06:31.000]  這個改變
[00:06:31.000 --> 00:06:33.000]  叫我們得著力量
[00:06:33.000 --> 00:06:34.000]  神藉著主耶穌
[00:06:34.000 --> 00:06:37.000]  祂犧牲的大愛給我們的恩典
[00:06:37.000 --> 00:06:40.000]  就成為一份白白的禮物
[00:06:40.000 --> 00:06:41.000]  救贖的恩典
[00:06:41.000 --> 00:06:43.000]  叫我們每一個信祂的人
[00:06:43.000 --> 00:06:50.000]  我們不需要做一些積功德
[00:06:50.000 --> 00:06:53.000]  以致我們能夠行善積功德
[00:06:53.000 --> 00:06:57.000]  我們可以在信仰裡面被確認
[00:06:57.000 --> 00:06:59.000]  原來我們做基督徒
[00:06:59.000 --> 00:07:01.000]  在我們的生命裡面
[00:07:01.000 --> 00:07:02.000]  只要我們知道
[00:07:02.000 --> 00:07:06.000]  我們相信神犧牲的大愛
[00:07:06.000 --> 00:07:08.000]  這個恩典
[00:07:08.000 --> 00:07:13.000]  我們就能夠成為改變的人
[00:07:13.000 --> 00:07:15.000]  一個新造的人
[00:07:15.000 --> 00:07:16.000]  在神的眼中
[00:07:16.000 --> 00:07:18.000]  一個新造的人
[00:07:18.000 --> 00:07:23.000]  本身就是在我們內心裡面歸向他
[00:07:23.000 --> 00:07:26.000]  在我們的內心裡面
[00:07:26.000 --> 00:07:27.000]  承認我們的不足
[00:07:27.000 --> 00:07:29.000]  承認我們的缺陷
[00:07:29.000 --> 00:07:31.000]  承認我們的過犯
[00:07:31.000 --> 00:07:35.000]  以致我們能夠開展這個新生命
[00:07:35.000 --> 00:07:39.000]  這個改變可以怎樣做呢
[00:07:39.000 --> 00:07:43.000]  取決於你能夠去接受這個救贖恩典
[00:07:43.000 --> 00:07:51.000]  還是去拒絕主耶穌基督要在你生命裡面去改變
[00:07:51.000 --> 00:07:57.000]  信耶穌的人是不是即時就能夠改變
[00:07:57.000 --> 00:08:00.000]  是不是一百百十步的轉變
[00:08:00.000 --> 00:08:04.000]  我們知道都要慢慢來
[00:08:04.000 --> 00:08:08.000]  我不知道Ben當他信耶穌之後
[00:08:08.000 --> 00:08:13.000]  戒毒也好什麼也好改了多久
[00:08:13.000 --> 00:08:18.000]  我很久之前告訴大家
[00:08:18.000 --> 00:08:23.000]  我信耶穌就能夠戒了
[00:08:23.000 --> 00:08:25.000]  戒了不打麻將
[00:08:25.000 --> 00:08:30.000]  這是大學一二年級的階段
[00:08:30.000 --> 00:08:32.000]  多久時間了
[00:08:32.000 --> 00:08:35.000]  半年了
[00:08:35.000 --> 00:08:39.000]  半年
[00:08:39.000 --> 00:08:45.000]  這個改變為什麼可以有這個不同呢
[00:08:45.000 --> 00:08:47.000]  原來當我們信了耶穌的人
[00:08:47.000 --> 00:08:49.000]  神的靈在我們的生命裡面
[00:08:49.000 --> 00:08:51.000]  催逼我們要去改變
[00:08:51.000 --> 00:08:54.000]  神的靈在我們的生命裡面
[00:08:54.000 --> 00:08:58.000]  提點感動你不要做了
[00:08:58.000 --> 00:09:03.000]  不斷的去斥責你
[00:09:03.000 --> 00:09:06.000]  一個新人要去改變
[00:09:06.000 --> 00:09:09.000]  生活的活動就很不一樣
[00:09:09.000 --> 00:09:12.000]  這個活動不一樣
[00:09:12.000 --> 00:09:15.000]  從我們待人接物
[00:09:15.000 --> 00:09:17.000]  從我們在生活裡面
[00:09:17.000 --> 00:09:21.000]  我們怎樣去流露我們基督徒應該有的身份
[00:09:21.000 --> 00:09:24.000]  等於是人生的緣故
[00:09:24.000 --> 00:09:25.000]  一個神恩典的緣故
[00:09:25.000 --> 00:09:27.000]  我們裡面生命的改變
[00:09:27.000 --> 00:09:29.000]  叫我們成為一個新做的人的時候
[00:09:29.000 --> 00:09:34.000]  這個就是我們新的生命新的生活的開展
[00:09:34.000 --> 00:09:37.000]  當這個新的生活開展的時候
[00:09:37.000 --> 00:09:40.000]  舊時已經過了
[00:09:40.000 --> 00:09:43.000]  弟兄姊妹你信了耶穌
[00:09:43.000 --> 00:09:49.000]  你有沒有為你舊時的事還在懊悔
[00:09:49.000 --> 00:09:51.000]  弟兄姊妹你信了耶穌
[00:09:51.000 --> 00:09:57.000]  還會不會為你過往的事纏繞著
[00:09:57.000 --> 00:10:01.000]  如果你還有這個經驗或者經歷的時候
[00:10:01.000 --> 00:10:05.000]  你需要向神去禱告
[00:10:05.000 --> 00:10:08.000]  你需要向神去祈求
[00:10:08.000 --> 00:10:10.000]  原來神對我們的改變
[00:10:10.000 --> 00:10:14.000]  是一路一路的帶領
[00:10:14.000 --> 00:10:19.000]  弟兄姊妹原來我們從舊我
[00:10:19.000 --> 00:10:23.000]  轉變成為一個新做的人的時候
[00:10:23.000 --> 00:10:25.000]  就需要一個過程
[00:10:25.000 --> 00:10:27.000]  是與神和好的一個過程
[00:10:27.000 --> 00:10:29.000]  藉著主耶穌基督
[00:10:29.000 --> 00:10:31.000]  我們成為神的兒女
[00:10:31.000 --> 00:10:32.000]  我們不再在罪過裡面
[00:10:32.000 --> 00:10:34.000]  這個改變的過程
[00:10:34.000 --> 00:10:37.000]  當然我們仍然有機會犯罪
[00:10:37.000 --> 00:10:41.000]  但是聖靈提點和斥責責備
[00:10:41.000 --> 00:10:44.000]  叫我們能夠知罪
[00:10:44.000 --> 00:10:48.000]  和信的人和不信的人有差別
[00:10:48.000 --> 00:10:51.000]  不信的人他做就做
[00:10:51.000 --> 00:10:53.000]  可能沒有人提
[00:10:53.000 --> 00:10:56.000]  他就以為那樣東西是對的
[00:10:56.000 --> 00:10:58.000]  弟兄姊妹當我們信了耶穌之後
[00:10:58.000 --> 00:11:00.000]  神的靈與我們同在
[00:11:00.000 --> 00:11:02.000]  他就會提點
[00:11:02.000 --> 00:11:04.000]  當我們信了耶穌之後
[00:11:04.000 --> 00:11:06.000]  我們面對生活上的困難
[00:11:06.000 --> 00:11:09.000]  記得
[00:11:09.000 --> 00:11:11.000]  好像Ben正說
[00:11:11.000 --> 00:11:15.000]  神會和我們一起去走這條路
[00:11:15.000 --> 00:11:21.000]  神會和我們去走前面的字
[00:11:21.000 --> 00:11:23.000]  你要怎樣去回應
[00:11:23.000 --> 00:11:26.000]  神藉著他的愛子主耶穌基督
[00:11:26.000 --> 00:11:28.000]  來到這個世界上
[00:11:28.000 --> 00:11:29.000]  釘身在十字架
[00:11:29.000 --> 00:11:31.000]  為我們的罪
[00:11:31.000 --> 00:11:32.000]  走上十字架
[00:11:32.000 --> 00:11:34.000]  要救上我們的時候
[00:11:34.000 --> 00:11:37.000]  你有什麼回應
[00:11:37.000 --> 00:11:39.000]  神恩典的救贖
[00:11:39.000 --> 00:11:41.000]  他的犧牲
[00:11:41.000 --> 00:11:44.000]  叫沒有罪的
[00:11:44.000 --> 00:11:47.000]  去代替我們有罪的
[00:11:47.000 --> 00:11:51.000]  成為羔羊
[00:11:51.000 --> 00:11:53.000]  我們信他
[00:11:53.000 --> 00:11:54.000]  信他是神的兒子
[00:11:54.000 --> 00:11:56.000]  信他是永生的主
[00:11:56.000 --> 00:12:01.000]  我們就能夠成為一個基督徒
[00:12:01.000 --> 00:12:02.000]  基督的降生
[00:12:02.000 --> 00:12:04.000]  救贖他的犧牲
[00:12:04.000 --> 00:12:06.000]  只要相信
[00:12:06.000 --> 00:12:08.000]  似乎就是這麼簡單
[00:12:08.000 --> 00:12:10.000]  是
[00:12:10.000 --> 00:12:12.000]  就是這麼簡單
[00:12:12.000 --> 00:12:15.000]  但繼續我們還要走前面的日子的時候
[00:12:15.000 --> 00:12:18.000]  這位神告訴我們
[00:12:18.000 --> 00:12:21.000]  我們未必一帆風順
[00:12:21.000 --> 00:12:25.000]  因為世界上仍然是一個罪的網絡
[00:12:25.000 --> 00:12:29.000]  我們面對的是很多挑戰
[00:12:29.000 --> 00:12:30.000]  藉著主耶穌基督
[00:12:30.000 --> 00:12:32.000]  我們歸回父神的裡面
[00:12:32.000 --> 00:12:34.000]  和他和好
[00:12:34.000 --> 00:12:40.000]  叫我們能夠得稱為天父的兒女
[00:12:40.000 --> 00:12:44.000]  這是恩典
[00:12:44.000 --> 00:12:46.000]  頂姐妹
[00:12:46.000 --> 00:12:48.000]  新朋友
[00:12:48.000 --> 00:12:51.000]  未信主的朋友
[00:12:51.000 --> 00:12:53.000]  今天原來我們人在地上
[00:12:53.000 --> 00:12:57.000]  我們還被我們的老我所纏繞
[00:12:57.000 --> 00:13:00.000]  有一句四字詞叫依然顧我
[00:13:00.000 --> 00:13:01.000]  做完又做
[00:13:01.000 --> 00:13:03.000]  經常都是這樣
[00:13:03.000 --> 00:13:07.000]  我們要依神的旨意
[00:13:07.000 --> 00:13:10.000]  去行前面的日子
[00:13:10.000 --> 00:13:12.000]  過去了的事
[00:13:12.000 --> 00:13:15.000]  我們要學習放下
[00:13:15.000 --> 00:13:16.000]  如果是罪的
[00:13:16.000 --> 00:13:18.000]  我們要放下
[00:13:18.000 --> 00:13:20.000]  人的罪聲
[00:13:20.000 --> 00:13:23.000]  叫我們知道這位神的聖潔
[00:13:23.000 --> 00:13:25.000]  我們要歸回去他那裡
[00:13:25.000 --> 00:13:27.000]  頂姐妹
[00:13:27.000 --> 00:13:32.000]  今天我們聽完一個精彩的見證
[00:13:32.000 --> 00:13:37.000]  神在姜弟兄身上所作的一切
[00:13:37.000 --> 00:13:40.000]  你可以回應
[00:13:40.000 --> 00:13:45.000]  你願意面對一些罪
[00:13:45.000 --> 00:13:48.000]  去脫離困所
[00:13:48.000 --> 00:13:50.000]  又或者我們的新朋友
[00:13:50.000 --> 00:13:52.000]  今天你知道信耶穌
[00:13:52.000 --> 00:13:54.000]  可能是一件很簡單的事
[00:13:54.000 --> 00:13:55.000]  你只要接受
[00:13:55.000 --> 00:13:56.000]  相信
[00:13:56.000 --> 00:13:58.000]  舊事已過
[00:13:58.000 --> 00:14:00.000]  都變成新的了
[00:14:00.000 --> 00:14:02.000]  這個新
[00:14:02.000 --> 00:14:04.000]  就叫我們有一種新思維
[00:14:04.000 --> 00:14:05.000]  新角度
[00:14:05.000 --> 00:14:06.000]  新的事物
[00:14:06.000 --> 00:14:08.000]  又或者神的眼光
[00:14:08.000 --> 00:14:09.000]  去看事情
[00:14:09.000 --> 00:14:11.000]  叫我們在在世的日子
[00:14:11.000 --> 00:14:14.000]  活得不再一樣
[00:14:14.000 --> 00:14:16.000]  要藉著主耶穌基督
[00:14:16.000 --> 00:14:18.000]  祂的愛
[00:14:18.000 --> 00:14:19.000]  祂的犧牲
[00:14:19.000 --> 00:14:22.000]  我們可以歸回
[00:14:22.000 --> 00:14:26.000]  當我們能夠這樣做的時候
[00:14:26.000 --> 00:14:28.000]  主耶穌很應許
[00:14:28.000 --> 00:14:29.000]  在主裡面
[00:14:29.000 --> 00:14:31.000]  我們都是新的創造
[00:14:31.000 --> 00:14:34.000]  要給我們一個豐盛的生活
[00:14:34.000 --> 00:14:35.000]  給我們有平安
[00:14:35.000 --> 00:14:37.000]  給我們有喜樂
[00:14:37.000 --> 00:14:40.000]  給我們有不同的眼界
[00:14:40.000 --> 00:14:45.000]  去回應今天世上不同的事情
[00:14:45.000 --> 00:14:47.000]  各位朋友
[00:14:47.000 --> 00:14:51.000]  你是不是願意接受呢?
[00:14:51.000 --> 00:14:55.000]  你是不是願意去相信呢?
