
[00:00:00.000 --> 00:00:04.000]  大家好 預祝大家聖誕快樂
[00:02:48.000 --> 00:02:51.000]  慶祝這個聖誕
[00:02:51.000 --> 00:02:53.000]  其實你想一想
[00:02:53.000 --> 00:02:55.000]  耶穌基督是不是一樣
[00:02:55.000 --> 00:02:57.000]  祂在聖誕的時候
[00:02:57.000 --> 00:02:59.000]  祂是有神的身份
[00:02:59.000 --> 00:03:00.000]  祂來到這個世上
[00:03:00.000 --> 00:03:04.000]  是和你和我一起去同在
[00:03:04.000 --> 00:03:09.000]  耳馬內裡這個字代表神和我們同在
[00:03:09.000 --> 00:03:11.000]  而且祂來到我們當中
[00:03:11.000 --> 00:03:13.000]  給了我們一個很重要的禮物
[00:03:13.000 --> 00:03:15.000]  這個禮物就是祂自己
[00:03:15.000 --> 00:03:18.000]  如果我們在這個聖誕節裡
[00:03:18.000 --> 00:03:20.000]  無論我們做什麼活動
[00:03:20.000 --> 00:03:24.000]  看什麼燈飾的時候
[00:03:24.000 --> 00:03:27.000]  如果沒有了耶穌基督的同在
[00:03:27.000 --> 00:03:31.000]  其實這個聖誕節和其他節日沒有什麼分別
[00:03:31.000 --> 00:03:35.000]  你可能很開心或者氣氛歡笑完之後
[00:03:35.000 --> 00:03:37.000]  這樣就沒有了
[00:03:37.000 --> 00:03:39.000]  但如果你真的想一想
[00:03:39.000 --> 00:03:40.000]  今天我們看這段經文
[00:03:40.000 --> 00:03:42.000]  究竟聖誕的真正意思
[00:03:42.000 --> 00:03:45.000]  我們原來有神的同在和福分的時候
[00:03:45.000 --> 00:03:47.000]  你真的去思想
[00:03:47.000 --> 00:03:50.000]  以至於我們的生命不斷被神更新
[00:03:50.000 --> 00:03:54.000]  我們和神的關係繼續盡心的時候
[00:03:54.000 --> 00:03:57.000]  我們的聖誕節就覺得很有意思
[00:03:57.000 --> 00:03:59.000]  或者我們看看這段經文
[00:03:59.000 --> 00:04:01.000]  就是馬太夫人
[00:04:01.000 --> 00:04:04.000]  她之前是在說一段經文
[00:04:04.000 --> 00:04:06.000]  是在說耶穌基督的家譜
[00:04:06.000 --> 00:04:09.000]  而這一段是在說耶穌基督的誕生
[00:04:09.000 --> 00:04:12.000]  你知道很容易會了解那個意義
[00:04:12.000 --> 00:04:14.000]  如果我姓朱的
[00:04:14.000 --> 00:04:16.000]  如果我說是朱元璋
[00:04:16.000 --> 00:04:18.000]  我不知道他和我有什麼關係
[00:04:18.000 --> 00:04:20.000]  不過我可以跟別人說亂說
[00:04:20.000 --> 00:04:22.000]  他是我的什麼什麼
[00:04:22.000 --> 00:04:23.000]  可能有些關聯
[00:04:23.000 --> 00:04:26.000]  你說這個朱卓詞也有些來頭
[00:04:26.000 --> 00:04:29.000]  亂說的
[00:04:29.000 --> 00:04:34.000]  這裡我們看到馬太夫人就是這個意思
[00:04:34.000 --> 00:04:38.000]  耶穌基督的家譜說到他究竟是什麼身份
[00:04:38.000 --> 00:04:40.000]  第一章第一節就說
[00:04:40.000 --> 00:04:45.000]  阿伯拉罕的後裔大衛子孫耶穌基督的家譜
[00:04:45.000 --> 00:04:47.000]  然後一路列出來
[00:04:47.000 --> 00:04:50.000]  完了之後就是我們今天看的經文
[00:04:50.000 --> 00:04:53.000]  很重要的意思就是耶穌基督的身份是誰呢
[00:04:53.000 --> 00:04:55.000]  阿伯拉罕一個很重要的人物
[00:04:55.000 --> 00:04:57.000]  就是以色列人的祖先
[00:04:57.000 --> 00:04:58.000]  但是最重要的是
[00:04:58.000 --> 00:05:01.000]  原來神對這個祖先有一個很大的應許
[00:05:01.000 --> 00:05:02.000]  就說神要祝福他
[00:05:02.000 --> 00:05:07.000]  以致他的後裔會祝福所有的萬國萬民
[00:05:07.000 --> 00:05:10.000]  然後去了很多代之後
[00:05:10.000 --> 00:05:11.000]  去到大衛
[00:05:11.000 --> 00:05:15.000]  大衛神又在阿伯拉罕後裔的後人
[00:05:15.000 --> 00:05:19.000]  在他的子民當中又和大衛納約
[00:05:19.000 --> 00:05:20.000]  大衛是一個皇帝
[00:05:20.000 --> 00:05:25.000]  意思就是說他的後裔成為一個統治不單止以色列
[00:05:25.000 --> 00:05:28.000]  甚至整個世界的君王
[00:05:28.000 --> 00:05:32.000]  意思就是說耶穌基督原來就是承襲著神的應許
[00:05:32.000 --> 00:05:33.000]  在歷世歷代
[00:05:33.000 --> 00:05:36.000]  他就是那個阿伯拉罕的子孫
[00:05:36.000 --> 00:05:37.000]  大衛的子孫
[00:05:37.000 --> 00:05:42.000]  換言之他就是萬民萬族的救世主
[00:05:42.000 --> 00:05:45.000]  基督這個字就是說神所高納的君王
[00:05:45.000 --> 00:05:47.000]  他有王的身份
[00:05:47.000 --> 00:05:50.000]  所以他來到這個世界
[00:05:50.000 --> 00:05:53.000]  他有神的一個尊貴的人物
[00:05:53.000 --> 00:05:56.000]  來到這裡就是耶穌基督的誕生
[00:05:56.000 --> 00:05:59.000]  你可以說是一個非常震撼的時刻來臨
[00:05:59.000 --> 00:06:01.000]  就說到這個誕生
[00:06:01.000 --> 00:06:04.000]  我們看看這個誕生也很奇妙
[00:06:04.000 --> 00:06:06.000]  第十八節到第十九節
[00:06:06.000 --> 00:06:08.000]  我們先留意這兩節
[00:06:08.000 --> 00:06:10.000]  就是耶穌基督奇妙的誕生
[00:06:10.000 --> 00:06:14.000]  他說耶穌基督的誕生的時機在下面
[00:06:14.000 --> 00:06:15.000]  這個誕生很特別
[00:06:15.000 --> 00:06:17.000]  比一般人沒有一個人會一樣
[00:06:17.000 --> 00:06:21.000]  就是未婚就有子
[00:06:21.000 --> 00:06:22.000]  這個是很特別的
[00:06:22.000 --> 00:06:24.000]  為什麼未婚就有子呢?
[00:06:24.000 --> 00:06:27.000]  就是瑪利亞已經許配給約瑟
[00:06:27.000 --> 00:06:28.000]  還未有迎娶
[00:06:28.000 --> 00:06:30.000]  都未正式結合
[00:06:30.000 --> 00:06:31.000]  瑪利亞就是從
[00:06:31.000 --> 00:06:34.000]  第二個特別就是從性命懷孕
[00:06:34.000 --> 00:06:36.000]  更加是不可思議
[00:06:36.000 --> 00:06:37.000]  這個未婚夫是怎樣呢?
[00:06:37.000 --> 00:06:39.000]  怎樣面對這樣的
[00:06:39.000 --> 00:06:41.000]  你知道未婚就有子
[00:06:41.000 --> 00:06:43.000]  都不知道做了什麼事
[00:06:43.000 --> 00:06:45.000]  見不到光
[00:06:45.000 --> 00:06:47.000]  這樣的情況
[00:06:47.000 --> 00:06:49.000]  約瑟是怎樣去面對呢?
[00:06:49.000 --> 00:06:51.000]  或者說一下
[00:06:51.000 --> 00:06:55.000]  當時代的社會婚姻制度
[00:06:55.000 --> 00:06:57.000]  是由父母結合
[00:06:57.000 --> 00:06:59.000]  通常的婚姻
[00:06:59.000 --> 00:07:01.000]  如果女兒大概十二三歲
[00:07:01.000 --> 00:07:04.000]  可能家人
[00:07:04.000 --> 00:07:08.000]  爸爸媽媽會幫她找一個好的男士
[00:07:08.000 --> 00:07:10.000]  通常是十八十九歲左右
[00:07:10.000 --> 00:07:11.000]  那個年紀
[00:07:11.000 --> 00:07:13.000]  是許配的
[00:07:13.000 --> 00:07:15.000]  他們首先會有一個訂婚
[00:07:15.000 --> 00:07:19.000]  這個訂婚已經有一個毀身的文約
[00:07:19.000 --> 00:07:23.000]  就好像進入婚姻的初期
[00:07:23.000 --> 00:07:27.000]  彼此之間未婚的夫妻
[00:07:27.000 --> 00:07:29.000]  可以稱為丈夫太太
[00:07:29.000 --> 00:07:31.000]  這樣去相稱
[00:07:31.000 --> 00:07:33.000]  在當中
[00:07:33.000 --> 00:07:34.000]  貞潔是很重要的
[00:07:34.000 --> 00:07:36.000]  如果有什麼行差踏錯
[00:07:36.000 --> 00:07:37.000]  聖經說很嚴重
[00:07:37.000 --> 00:07:39.000]  在舊約的生命記提到
[00:07:39.000 --> 00:07:41.000]  如果有越軌
[00:07:41.000 --> 00:07:43.000]  或者女兒和男兒
[00:07:43.000 --> 00:07:46.000]  有不忠貞的事情發生
[00:07:46.000 --> 00:07:48.000]  就要被石頭扔死
[00:07:48.000 --> 00:07:49.000]  兩個都要
[00:07:49.000 --> 00:07:50.000]  所以很嚴重
[00:07:50.000 --> 00:07:51.000]  這件事情
[00:07:51.000 --> 00:07:53.000]  真的不是稀奇
[00:07:53.000 --> 00:07:55.000]  不是平常的
[00:07:55.000 --> 00:07:57.000]  一個這樣未婚的少女
[00:07:57.000 --> 00:07:59.000]  去面對這樣的處境的時候
[00:07:59.000 --> 00:08:01.000]  其實面對很大的社會
[00:08:01.000 --> 00:08:04.000]  一些人的非議的眼光
[00:08:04.000 --> 00:08:06.000]  如果執到正的時候
[00:08:06.000 --> 00:08:07.000]  連命都沒有
[00:08:07.000 --> 00:08:09.000]  提煉經文不是簡單
[00:08:09.000 --> 00:08:11.000]  約瑟就更加不簡單
[00:08:11.000 --> 00:08:13.000]  本來是一個美好的婚姻
[00:08:13.000 --> 00:08:15.000]  一個美好的瑪利亞
[00:08:15.000 --> 00:08:18.000]  一個很純潔
[00:08:18.000 --> 00:08:21.000]  但現在好像很污穢
[00:08:21.000 --> 00:08:24.000]  又不知道跟別人做了什麼
[00:08:24.000 --> 00:08:27.000]  這個所有的婚姻
[00:08:27.000 --> 00:08:29.000]  這個憧憬
[00:08:29.000 --> 00:08:31.000]  這樣的美好的
[00:08:31.000 --> 00:08:35.000]  大好的事情
[00:08:35.000 --> 00:08:37.000]  是沒辦法繼續
[00:08:37.000 --> 00:08:39.000]  在這樣的情況
[00:08:39.000 --> 00:08:41.000]  約瑟做什麼呢
[00:08:41.000 --> 00:08:43.000]  約瑟是一個異人
[00:08:43.000 --> 00:08:45.000]  他如果是公義的人
[00:08:45.000 --> 00:08:47.000]  必定不能夠讓這件事情繼續發生
[00:08:47.000 --> 00:08:49.000]  他大可以怎樣呢
[00:08:49.000 --> 00:08:52.000]  是叫當地的法庭
[00:08:52.000 --> 00:08:54.000]  即是那些法院
[00:08:54.000 --> 00:08:56.000]  審一下這個人究竟做什麼事
[00:08:56.000 --> 00:09:01.000]  究竟他在哪裡有這樣的懷胎
[00:09:01.000 --> 00:09:02.000]  但我們看看
[00:09:02.000 --> 00:09:05.000]  沒有啊 約瑟不知什麼事都好
[00:09:05.000 --> 00:09:07.000]  算了 大概都不是好事
[00:09:07.000 --> 00:09:12.000]  不想當眾羞辱他
[00:09:12.000 --> 00:09:15.000]  暗暗就是當時的律法容許
[00:09:15.000 --> 00:09:17.000]  如果有兩三個見證
[00:09:17.000 --> 00:09:18.000]  你就可以寫一個休書
[00:09:18.000 --> 00:09:19.000]  那就算了
[00:09:19.000 --> 00:09:20.000]  淡淡然就算了
[00:09:20.000 --> 00:09:22.000]  雖然自己很不開心
[00:09:22.000 --> 00:09:23.000]  但就這樣了結就算了
[00:09:23.000 --> 00:09:25.000]  完結這件事情就算了
[00:09:25.000 --> 00:09:27.000]  我們會看到
[00:09:27.000 --> 00:09:29.000]  其實瑪利亞如果在路加福音
[00:09:29.000 --> 00:09:31.000]  講到一樣記載
[00:09:31.000 --> 00:09:34.000]  他也突然有一個天使跟他說
[00:09:34.000 --> 00:09:37.000]  會有聖靈懷孕
[00:09:37.000 --> 00:09:40.000]  其實他也是經歷這件事情
[00:09:40.000 --> 00:09:42.000]  他也是莫名其妙
[00:09:42.000 --> 00:09:43.000]  很難想像
[00:09:43.000 --> 00:09:45.000]  但聖經就說
[00:09:45.000 --> 00:09:49.000]  瑪利亞就願意這件事成就謙卑的
[00:09:49.000 --> 00:09:52.000]  去接受這個很奇特的安排
[00:09:52.000 --> 00:09:56.000]  但約瑟就是冤枉了他
[00:09:56.000 --> 00:09:57.000]  誤會了他
[00:09:57.000 --> 00:09:58.000]  不明白這件事情
[00:09:58.000 --> 00:10:01.000]  你有沒有被人冤屈
[00:10:01.000 --> 00:10:04.000]  耶穌基督的母親就是被人冤屈
[00:10:04.000 --> 00:10:06.000]  但若然這件事是對的
[00:10:06.000 --> 00:10:08.000]  是神的心意的時候
[00:10:08.000 --> 00:10:11.000]  這些冤屈不需要介懷
[00:10:11.000 --> 00:10:12.000]  我們看到
[00:10:12.000 --> 00:10:14.000]  其實今天豈不是一樣
[00:10:14.000 --> 00:10:17.000]  耶穌基督對這個童貞女
[00:10:17.000 --> 00:10:19.000]  瑪利亞生的這個事情
[00:10:19.000 --> 00:10:22.000]  一樣覺得不可信
[00:10:22.000 --> 00:10:23.000]  不科學的
[00:10:23.000 --> 00:10:25.000]  聖經裡面講一些神話
[00:10:25.000 --> 00:10:28.000]  很多人都是這樣的
[00:10:28.000 --> 00:10:30.000]  都有些這樣的攻擊
[00:10:30.000 --> 00:10:32.000]  但我們看看這個很有意思
[00:10:32.000 --> 00:10:35.000]  很不合邏輯
[00:10:35.000 --> 00:10:39.000]  好像似乎是很不合理性的東西
[00:10:39.000 --> 00:10:42.000]  但我們再想清楚這件事情發生
[00:10:42.000 --> 00:10:44.000]  非常之合理
[00:10:44.000 --> 00:10:45.000]  你想想
[00:10:45.000 --> 00:10:46.000]  耶穌基督是神
[00:10:46.000 --> 00:10:47.000]  祂是神的兒子
[00:10:47.000 --> 00:10:48.000]  有神的身份
[00:10:48.000 --> 00:10:51.000]  祂的存在是自有永有
[00:10:51.000 --> 00:10:54.000]  祂的開始絕對不是一個一男一女
[00:10:54.000 --> 00:10:57.000]  交合而成的一個開始
[00:10:57.000 --> 00:10:59.000]  所以一定是一個
[00:10:59.000 --> 00:11:01.000]  祂不會這樣來到這個世界
[00:11:01.000 --> 00:11:03.000]  還有就是聖靈
[00:11:03.000 --> 00:11:05.000]  這裡說從聖靈懷孕
[00:11:05.000 --> 00:11:07.000]  這是什麼意思呢?
[00:11:07.000 --> 00:11:08.000]  很簡單
[00:11:08.000 --> 00:11:10.000]  就是從聖靈那裡來
[00:11:10.000 --> 00:11:12.000]  在路德福音就說
[00:11:12.000 --> 00:11:14.000]  聖靈臨到他
[00:11:14.000 --> 00:11:16.000]  然後就是說
[00:11:16.000 --> 00:11:18.000]  當天使和瑪利亞這樣說
[00:11:18.000 --> 00:11:25.000]  至高者的大能是蔭庇你
[00:11:25.000 --> 00:11:28.000]  聖靈是臨到你的身上
[00:11:28.000 --> 00:11:29.000]  什麼意思呢?
[00:11:29.000 --> 00:11:30.000]  其實就是說
[00:11:30.000 --> 00:11:35.000]  我們千萬不要以為當時希臘的神話
[00:11:35.000 --> 00:11:41.000]  就說有某某天神跟陽間的女子交合
[00:11:41.000 --> 00:11:44.000]  然後就誕生一個嬰兒出來
[00:11:44.000 --> 00:11:46.000]  絕對不是這些
[00:11:46.000 --> 00:11:49.000]  這裡說到聖靈滿有大能
[00:11:49.000 --> 00:11:51.000]  特別是路德福音說到
[00:11:51.000 --> 00:11:55.000]  至高者的大能是庇蔭你
[00:11:55.000 --> 00:11:58.000]  好像一個遮蔭
[00:11:58.000 --> 00:12:00.000]  全部在神的手裡
[00:12:00.000 --> 00:12:02.000]  在聖靈的大能裡
[00:12:02.000 --> 00:12:06.000]  形成一個像人一樣
[00:12:06.000 --> 00:12:09.000]  完全和你和我一樣是一個胎兒
[00:12:09.000 --> 00:12:11.000]  形成在母腹當中
[00:12:11.000 --> 00:12:13.000]  在瑪利亞的母腹當中
[00:12:13.000 --> 00:12:15.000]  而耶穌基督有神的身份
[00:12:15.000 --> 00:12:17.000]  祂自己謙卑
[00:12:17.000 --> 00:12:19.000]  成為一個人的樣式
[00:12:19.000 --> 00:12:21.000]  祂不僅是活生生一個人
[00:12:21.000 --> 00:12:23.000]  並且和你和我一樣
[00:12:23.000 --> 00:12:25.000]  是在媽媽的母腹裡出來
[00:12:25.000 --> 00:12:30.000]  大家知道如果女子有個新人
[00:12:30.000 --> 00:12:31.000]  是很小心的
[00:12:31.000 --> 00:12:33.000]  如果有些人不小心
[00:12:33.000 --> 00:12:35.000]  很容易把胎兒動了
[00:12:35.000 --> 00:12:36.000]  我們說要安胎
[00:12:36.000 --> 00:12:38.000]  要很小心保護
[00:12:38.000 --> 00:12:42.000]  耶穌基督沒有簡短任何這個過程
[00:12:42.000 --> 00:12:44.000]  祂好像你和我一樣
[00:12:44.000 --> 00:12:46.000]  成為一個完完全全的人
[00:12:46.000 --> 00:12:50.000]  由開始人的成形
[00:12:50.000 --> 00:12:53.000]  都是和你和我一樣
[00:12:53.000 --> 00:12:55.000]  祂和你和我一樣
[00:12:55.000 --> 00:12:57.000]  但是從另一個角度來說
[00:12:57.000 --> 00:12:59.000]  祂和我們完全不同
[00:12:59.000 --> 00:13:00.000]  為什麼呢?
[00:13:00.000 --> 00:13:01.000]  沒錯 祂在母腹出生
[00:13:01.000 --> 00:13:05.000]  但是你和我都有爸爸媽媽
[00:13:05.000 --> 00:13:06.000]  我們的爸爸媽媽
[00:13:06.000 --> 00:13:07.000]  都不是一個完全的人
[00:13:07.000 --> 00:13:08.000]  都是有罪性的
[00:13:08.000 --> 00:13:10.000]  所以你和我都有罪性
[00:13:10.000 --> 00:13:13.000]  但是唯獨耶穌基督是同征瑪利亞
[00:13:13.000 --> 00:13:15.000]  同征瑪利亞出來
[00:13:15.000 --> 00:13:19.000]  祂不會受到人的罪惡去污染
[00:13:19.000 --> 00:13:22.000]  祂是神裡面特定一個的神
[00:13:22.000 --> 00:13:24.000]  來到這個世界
[00:13:24.000 --> 00:13:27.000]  是純權無缺的
[00:13:27.000 --> 00:13:29.000]  不是和我們有罪惡而生
[00:13:29.000 --> 00:13:31.000]  所以很重要
[00:13:31.000 --> 00:13:33.000]  這個道理就是
[00:13:33.000 --> 00:13:35.000]  祂要成為一個人
[00:13:35.000 --> 00:13:38.000]  去施行祂的救贖工作
[00:13:38.000 --> 00:13:40.000]  這個真是不可思議
[00:13:40.000 --> 00:13:43.000]  以前有一位信徒
[00:13:43.000 --> 00:13:45.000]  叫Paul Harvey
[00:13:45.000 --> 00:13:49.000]  Paul Harvey在2009年離開了這個世界
[00:13:49.000 --> 00:13:52.000]  不過他講了一個很有意思的故事
[00:13:52.000 --> 00:13:55.000]  他想試圖讓我們明白
[00:13:55.000 --> 00:13:58.000]  一個神來到人間的意思
[00:13:58.000 --> 00:14:03.000]  他說有一個人
[00:14:03.000 --> 00:14:05.000]  他是一個很心底的人
[00:14:05.000 --> 00:14:08.000]  不過他是一個很不接受到
[00:14:08.000 --> 00:14:11.000]  電影裡說神來到這個世界的事情
[00:14:11.000 --> 00:14:14.000]  特別是聖誕節這個意思
[00:14:14.000 --> 00:14:17.000]  他在聖誕節的前夕
[00:14:17.000 --> 00:14:20.000]  太太和家人去禮拜堂
[00:14:20.000 --> 00:14:22.000]  他就跟太太說
[00:14:22.000 --> 00:14:23.000]  你可能很不喜歡
[00:14:23.000 --> 00:14:26.000]  但這次我不會和你去教堂
[00:14:26.000 --> 00:14:27.000]  因為我去到
[00:14:27.000 --> 00:14:30.000]  我又不相信神會來到這個世界
[00:14:30.000 --> 00:14:35.000]  我去到賺得沒什麼意思
[00:14:35.000 --> 00:14:38.000]  我又不相信這些
[00:14:38.000 --> 00:14:40.000]  做一個很虛偽的事情
[00:14:40.000 --> 00:14:45.000]  於是太太和家人去了禮拜堂
[00:14:45.000 --> 00:14:47.000]  他在家裡很亂
[00:14:47.000 --> 00:14:49.000]  有火爐在旁邊
[00:14:49.000 --> 00:14:52.000]  突然間聽到一些聲音
[00:14:52.000 --> 00:14:54.000]  下雪 雪越來越大
[00:14:54.000 --> 00:14:57.000]  突然間聽到窗口很大聲
[00:14:57.000 --> 00:15:00.000]  他以為是有些人搞惡作劇
[00:15:00.000 --> 00:15:03.000]  有些雪球在扔
[00:15:03.000 --> 00:15:06.000]  他就在門前看看
[00:15:06.000 --> 00:15:08.000]  他發覺一群鳥
[00:15:08.000 --> 00:15:11.000]  在那裡飛來飛去 亂飛
[00:15:11.000 --> 00:15:13.000]  他想找一些溫暖的地方
[00:15:13.000 --> 00:15:15.000]  於是想撞進家裡
[00:15:15.000 --> 00:15:18.000]  但是玻璃以為是透明的
[00:15:18.000 --> 00:15:20.000]  撞不進去
[00:15:20.000 --> 00:15:23.000]  他就知道這群鳥真的很可憐
[00:15:23.000 --> 00:15:25.000]  不如想想辦法
[00:15:25.000 --> 00:15:31.000]  讓他們有個地方避一下風雪
[00:15:31.000 --> 00:15:33.000]  他想起在門外
[00:15:33.000 --> 00:15:36.000]  外面有一個小朋友
[00:15:36.000 --> 00:15:38.000]  很有錢的人家
[00:15:38.000 --> 00:15:40.000]  有些小馬騎著
[00:15:40.000 --> 00:15:42.000]  那裡有個谷倉
[00:15:42.000 --> 00:15:45.000]  不如把谷倉打開
[00:15:45.000 --> 00:15:47.000]  讓鳥鳥進去就不用那麼冷
[00:15:47.000 --> 00:15:49.000]  於是就打開谷倉
[00:15:49.000 --> 00:15:51.000]  然後亮著燈
[00:15:51.000 --> 00:15:53.000]  讓鳥鳥飛進來
[00:15:53.000 --> 00:15:55.000]  快點進來
[00:15:55.000 --> 00:15:57.000]  結果鳥鳥看到這個人在那裡
[00:15:57.000 --> 00:15:59.000]  動來動去
[00:15:59.000 --> 00:16:00.000]  當然沒有進去
[00:16:00.000 --> 00:16:02.000]  他想想辦法引他們進來
[00:16:02.000 --> 00:16:04.000]  不如給他們一些食物
[00:16:04.000 --> 00:16:06.000]  拿一些麵包碎
[00:16:06.000 --> 00:16:09.000]  麵包糠那些碎
[00:16:09.000 --> 00:16:11.000]  塞在地上
[00:16:11.000 --> 00:16:12.000]  一路塞塞塞
[00:16:12.000 --> 00:16:13.000]  引引引
[00:16:13.000 --> 00:16:15.000]  引到他們進去谷倉
[00:16:15.000 --> 00:16:17.000]  結果那些鳥鳥
[00:16:17.000 --> 00:16:19.000]  一直亂飛
[00:16:19.000 --> 00:16:22.000]  他根本不知道自己在做什麼
[00:16:22.000 --> 00:16:24.000]  但是那個人就說
[00:16:24.000 --> 00:16:26.000]  你進來進來
[00:16:26.000 --> 00:16:28.000]  他就想怎麼辦
[00:16:28.000 --> 00:16:30.000]  不要那麼冷
[00:16:30.000 --> 00:16:31.000]  快要冷死你們了
[00:16:31.000 --> 00:16:33.000]  於是就狂了上來
[00:16:33.000 --> 00:16:35.000]  走出去想抓住鳥鳥
[00:16:35.000 --> 00:16:37.000]  抓一隻就夠一隻
[00:16:37.000 --> 00:16:39.000]  然後在那裡趕他們進去
[00:16:39.000 --> 00:16:41.000]  誰知道他這麼做
[00:16:41.000 --> 00:16:43.000]  全部飛走了
[00:16:43.000 --> 00:16:45.000]  他就在想一個問題
[00:16:45.000 --> 00:16:47.000]  我這麼好心去幫他們
[00:16:47.000 --> 00:16:48.000]  幫也幫不到
[00:16:48.000 --> 00:16:50.000]  好像他們很怕我
[00:16:50.000 --> 00:16:52.000]  我怎麼能夠幫到他們
[00:16:52.000 --> 00:16:54.000]  又不會傷害他們呢
[00:16:54.000 --> 00:16:55.000]  怎麼辦呢
[00:16:55.000 --> 00:16:56.000]  突然想到
[00:16:56.000 --> 00:16:58.000]  忽發一個奇想
[00:16:58.000 --> 00:17:00.000]  如果我變成一隻小鳥
[00:17:00.000 --> 00:17:02.000]  我去到他們當中混在一起
[00:17:02.000 --> 00:17:04.000]  我會他們說我的話
[00:17:04.000 --> 00:17:05.000]  然後我就告訴他們
[00:17:05.000 --> 00:17:07.000]  不用怕你們不要怕
[00:17:07.000 --> 00:17:08.000]  我來幫你們
[00:17:08.000 --> 00:17:09.000]  你進來這個地方
[00:17:09.000 --> 00:17:11.000]  一個溫暖的地方
[00:17:11.000 --> 00:17:13.000]  他突然越想越想
[00:17:13.000 --> 00:17:15.000]  這個是不是最好的方法
[00:17:15.000 --> 00:17:18.000]  他突然想起什麼叫聖誕節
[00:17:18.000 --> 00:17:19.000]  這位至高的神
[00:17:19.000 --> 00:17:22.000]  不就是在做同樣的事嗎
[00:17:22.000 --> 00:17:24.000]  他就來到這個世界
[00:17:24.000 --> 00:17:26.000]  去告訴我們
[00:17:26.000 --> 00:17:28.000]  他如何找到神的救恩
[00:17:28.000 --> 00:17:30.000]  在這個時候
[00:17:30.000 --> 00:17:32.000]  教堂的聖誕鐘聲響起
