
[00:00:00.000 --> 00:00:02.960]  各位蝸狐的弟兄姊妹 你們好
[00:03:20.960 --> 00:03:22.960]  主耶穌說不要為明天憂慮
[00:03:22.960 --> 00:03:25.280]  因為明天自有明天的憂慮
[00:03:25.280 --> 00:03:28.540]  一天的難處一天當就夠了
[00:03:28.540 --> 00:03:32.100]  我面對當時窩福幾十位的會眾
[00:03:32.100 --> 00:03:34.220]  我就和他們分享
[00:03:34.220 --> 00:03:35.760]  我相信在大家當中
[00:03:35.760 --> 00:03:38.400]  我是最沒有資格講這篇的
[00:03:38.400 --> 00:03:42.280]  因為我現在心裏面極之憂慮
[00:03:42.280 --> 00:03:46.960]  接著我就分享了君玉患上了德國疹的情況
[00:03:46.960 --> 00:03:48.400]  他們會友聽到之後
[00:03:48.400 --> 00:03:51.080]  立即懇切為我們祈禱
[00:03:51.080 --> 00:03:56.420]  這幅圖畫雖然經過了五十年的時間
[00:03:56.420 --> 00:04:00.000]  這幅圖畫神的話語的安慰
[00:04:00.000 --> 00:04:02.900]  和窩福弟兄姐妹的情
[00:04:02.900 --> 00:04:06.880]  我們永世都不會忘記
[00:04:06.880 --> 00:04:10.420]  凱因就是在1977年12月7日
[00:04:10.420 --> 00:04:12.660]  在波道醫院誕生
[00:04:12.660 --> 00:04:16.380]  負責治身的金醫生立即替他檢查
[00:04:16.380 --> 00:04:19.400]  不過似乎沒有大礙
[00:04:19.400 --> 00:04:22.420]  只不過聽覺上有少許問題
[00:04:22.420 --> 00:04:25.980]  如今他已經是一個兩個孩子的母親
[00:04:25.980 --> 00:04:30.000]  並且在洛杉磯行醫
[00:04:30.000 --> 00:04:34.600]  《登山補訓》確是耶穌一篇非凡的講章
[00:04:34.600 --> 00:04:37.680]  全篇的講章111字
[00:04:37.680 --> 00:04:41.560]  一口氣讀完不用三十多分鐘
[00:04:41.560 --> 00:04:44.600]  但字字鏗鏘句句到肉
[00:04:44.600 --> 00:04:46.720]  當人人認為富貴榮華
[00:04:46.720 --> 00:04:47.640]  歡樂今宵
[00:04:47.640 --> 00:04:49.360]  名成利就有權有勢
[00:04:49.360 --> 00:04:52.160]  就是我們人生追求的目的和意義
[00:04:52.160 --> 00:04:53.500]  但耶穌說
[00:04:53.500 --> 00:04:55.640]  名女貧窮的人有福了
[00:04:55.640 --> 00:04:57.160]  哀動的人有福了
[00:04:57.160 --> 00:04:58.880]  饑渴無耳的人有福了
[00:04:58.880 --> 00:05:01.560]  為義受逼迫的人有福了
[00:05:01.560 --> 00:05:04.080]  當人人認為以牙還牙
[00:05:04.080 --> 00:05:06.480]  以牙還牙是天公地道
[00:05:06.480 --> 00:05:09.080]  但耶穌說要愛你的仇敵
[00:05:09.080 --> 00:05:11.720]  為你逼迫你的人禱告
[00:05:11.720 --> 00:05:16.280]  這些言論不單止當時的聽眾感到震撼
[00:05:16.280 --> 00:05:18.000]  稀奇他的教訓
[00:05:18.000 --> 00:05:20.280]  因為他說的話是帶有權柄
[00:05:20.280 --> 00:05:22.600]  不是好像其他的文士一樣
[00:05:22.600 --> 00:05:24.560]  就算是今天的社會
[00:05:24.560 --> 00:05:26.560]  我們讀起《登山補訓》
[00:05:26.560 --> 00:05:29.000]  讀起耶穌基督的教導的時候
[00:05:29.000 --> 00:05:31.400]  我們同樣有這樣的感受
[00:05:31.400 --> 00:05:33.680]  非常震撼
[00:05:33.680 --> 00:05:39.120]  事實上《登山補訓》並非隨意湊合而成的教導片段
[00:05:39.120 --> 00:05:41.680]  而是耶穌核心的教導
[00:05:41.680 --> 00:05:43.680]  是經過精心編排
[00:05:43.680 --> 00:05:47.800]  旨在幫助讀者理解重點和幫助記憶
[00:05:47.800 --> 00:05:51.360]  事實上如果我們將這個希臘文版本的《登山補訓》
[00:05:51.360 --> 00:05:55.240]  翻譯成為耶穌當時所說的阿南文的時候
[00:05:55.240 --> 00:05:57.400]  我們發覺大部分都是押韻的
[00:05:57.400 --> 00:05:58.960]  很容易記的
[00:05:58.960 --> 00:06:02.160]  如果我們再詳細來看看這三張聖經
[00:06:02.160 --> 00:06:04.520]  我們清楚可以辨識到
[00:06:04.520 --> 00:06:08.000]  這篇講章有三部分的重複結構
[00:06:08.000 --> 00:06:15.280]  是有前言、有主體、有結論這三部分
[00:06:15.280 --> 00:06:18.880]  而中間的主體本身又分為三部分
[00:06:18.880 --> 00:06:22.160]  而中間的部分又分為三個部分
[00:06:22.160 --> 00:06:27.280]  耶穌教導門徒的主禱文正是中間部分的中間
[00:06:27.280 --> 00:06:33.080]  由此可以見到主禱文是整個登山補訓的核心
[00:06:33.080 --> 00:06:36.280]  《馬太福音》第六章第五節至十五節
[00:06:36.280 --> 00:06:40.880]  就是耶穌教導門徒怎樣去禱告的主禱文
[00:06:40.880 --> 00:06:46.440]  是整篇登山補訓的中心的中心
[00:06:46.440 --> 00:06:52.760]  我們就詳細來看看這一篇更震撼的一篇
[00:06:52.760 --> 00:06:55.760]  主禱文《爾各林格》
[00:06:55.760 --> 00:06:57.520]  第九至第十節這樣說
[00:06:57.520 --> 00:07:00.680]  所以你們禱告要這樣說
[00:07:00.680 --> 00:07:04.120]  我們在天上的父母與人都尊你的名為聖
[00:07:04.120 --> 00:07:09.160]  願你的各降臨 願你的枝行在地上 兒童行在天上
[00:07:09.160 --> 00:07:14.080]  傳統稱《馬太福音》第六章三節至十三節叫主禱文
[00:07:14.080 --> 00:07:17.640]  其實我們不應該叫主禱文
[00:07:17.640 --> 00:07:21.080]  是耶穌教導門徒的禱文
[00:07:21.080 --> 00:07:24.760]  不是The Lord's Prayer 是Disciple's Prayer
[00:07:24.760 --> 00:07:28.200]  所以耶穌開口的時候 我們在天上的父
[00:07:28.200 --> 00:07:31.920]  我們是指甚麼 那些門徒
[00:07:31.920 --> 00:07:35.880]  我相信任何踏足在教會門口門的人
[00:07:35.880 --> 00:07:39.360]  都會懂得這一首的主禱文
[00:07:39.360 --> 00:07:42.200]  甚至是懂得背這裡的主禱文
[00:07:42.200 --> 00:07:46.240]  但老實說 當我初踏入教會之門的時候
[00:07:46.240 --> 00:07:51.040]  我都懂得背 但往往是念口不解其意
[00:07:51.040 --> 00:07:54.280]  其實這一篇的禱文簡直是論盡人生
[00:07:54.280 --> 00:07:58.320]  是整本聖經的精華 尤其是同句
[00:07:58.320 --> 00:08:01.920]  我用文言文的主禱文說 我父在天
[00:08:01.920 --> 00:08:08.000]  願以名聖 以各臨格 以子德成 在地若天
[00:08:08.000 --> 00:08:11.080]  這個可以說是聖經神學的總結
[00:08:11.080 --> 00:08:14.760]  基督教的精髓 為甚麼我這樣說呢?
[00:08:14.760 --> 00:08:17.800]  首先我們問一個非常基本的問題
[00:08:17.800 --> 00:08:20.680]  究竟福音是甚麼來的?
[00:08:20.680 --> 00:08:23.480]  我相信大部份的基督徒都會這樣回答
[00:08:23.480 --> 00:08:27.120]  福音是指耶穌基督為我們的罪釘 寫十字架
[00:08:27.120 --> 00:08:30.760]  凡是悔改認罪 接受耶穌做我們個人救主的
[00:08:30.760 --> 00:08:32.920]  就必得救 當我們死的時候
[00:08:32.920 --> 00:08:35.840]  我們肉體雖然死了 但我們的靈魂上天堂
[00:08:35.840 --> 00:08:38.600]  等到主耶穌再來的時候 我們身體復活
[00:08:38.600 --> 00:08:42.720]  並且與天上的靈魂結合 得享永生
[00:08:42.720 --> 00:08:48.600]  但奇怪的是 似乎聖經不是像我們這樣說法
[00:08:48.600 --> 00:08:51.880]  當施洗約翰和耶穌出來傳頭的時候
[00:08:51.880 --> 00:08:55.680]  撇頭第一句就說天國近了 你們應當悔改
[00:08:55.680 --> 00:08:59.520]  我從未見過一個教會舉辦報道會的時候
[00:08:59.520 --> 00:09:02.600]  是以天國為主題的 何解?
[00:09:02.600 --> 00:09:06.400]  因為大部份人覺得這些是虛妙和不切實際的事
[00:09:06.400 --> 00:09:09.680]  完全不會感到興趣的 鬼得你呀 天國
[00:09:09.680 --> 00:09:11.840]  現在甚麼天國啊?
[00:09:11.840 --> 00:09:15.320]  另外一方面 如果我們看看保羅的書信
[00:09:15.320 --> 00:09:18.240]  當仕途保羅論及我們所信的福音的時候
[00:09:18.240 --> 00:09:21.480]  更加是大大出乎我們意料之外
[00:09:21.480 --> 00:09:25.960]  在《羅馬書》第一章 第二節至第三節
[00:09:25.960 --> 00:09:27.560]  保羅是這樣說的
[00:09:27.560 --> 00:09:33.000]  「這福音是神從前直眾先知 在聖經所應許的
[00:09:33.000 --> 00:09:36.480]  論到他兒子我主耶穌基督 按肉體說
[00:09:36.480 --> 00:09:40.240]  自從大衛後裔生的 按聖善的靈說
[00:09:40.240 --> 00:09:44.840]  因從死裡復活 以大能顯明是神的兒子」
[00:09:44.840 --> 00:09:48.120]  根據這段聖經所說的 保羅是在告訴我們
[00:09:48.120 --> 00:09:51.640]  福音究竟是甚麼 福音是甚麼呢?
[00:09:51.640 --> 00:09:55.520]  他說「福音是神從前直眾先知
[00:09:55.520 --> 00:09:57.240]  和在聖經所應許的」
[00:09:57.240 --> 00:10:01.520]  就是說這個福音早在舊約的時候已經記載了
[00:10:01.520 --> 00:10:05.440]  是藉著那些先知和舊約聖經裏面的
[00:10:05.440 --> 00:10:08.080]  技術已經記載了
[00:10:08.080 --> 00:10:12.280]  就是說耶穌基督的降臨正是舊約聖經所應許的
[00:10:12.280 --> 00:10:15.600]  早在舊約聖經已經說過了
[00:10:15.600 --> 00:10:19.640]  第二 保羅將整個歷史分為兩個階段
[00:10:19.640 --> 00:10:24.720]  一個他叫做按肉體的時代 一個是聖靈的時代
[00:10:24.720 --> 00:10:28.480]  按肉體的世代來說 耶穌是大衛的後裔
[00:10:28.480 --> 00:10:30.600]  按聖靈的世代來說
[00:10:30.600 --> 00:10:33.760]  就因為祂的死而復活 啟開一個新的時代
[00:10:33.760 --> 00:10:39.200]  又顯明祂是神的兒子 我們要全部拗出來
[00:10:39.200 --> 00:10:44.440]  為甚麼保羅是這樣去看和理解這個福音呢?
[00:10:44.440 --> 00:10:46.360]  如果我們要明白保羅的意思
[00:10:46.360 --> 00:10:50.040]  我們要明白兩個不同的基本的觀念上
[00:10:50.040 --> 00:10:52.360]  兩個思想系統上不同
[00:10:52.360 --> 00:10:54.760]  第一個叫做希臘的哲學
[00:10:54.760 --> 00:10:57.320]  第二個就叫做猶太人的神學
[00:10:57.320 --> 00:11:02.240]  希臘人是從人觀的角度去看靈魂等等
[00:11:02.240 --> 00:11:05.120]  我們叫做Anthropological approach
[00:11:05.120 --> 00:11:08.240]  以巴拉圖為首的希臘哲學
[00:11:08.240 --> 00:11:11.200]  以為人是有兩部份的 一個是看得見
[00:11:11.200 --> 00:11:14.280]  是不完全的 是軟弱的
[00:11:14.280 --> 00:11:16.640]  是敗壞的臭皮囊
[00:11:16.640 --> 00:11:21.240]  一個是看不見 但是完全的 是不滅的靈魂
[00:11:21.240 --> 00:11:25.920]  當這個善的靈魂被困在這個惡的臭皮囊的時候
[00:11:25.920 --> 00:11:29.880]  所以死亡對他們來說是一個大解脫
[00:11:29.880 --> 00:11:33.800]  就好像靈魂從監獄裏面被釋放出來
[00:11:33.800 --> 00:11:38.080]  這種理論深深影響著早期的基督徒
[00:11:38.080 --> 00:11:42.440]  這派稱為洛斯底派的Gnosticism是非常流行的
[00:11:42.440 --> 00:11:45.440]  哥倫多教會很明顯受到它的影響
[00:11:45.440 --> 00:11:48.240]  後來在埃及那些所謂Coptic的Christian
[00:11:48.240 --> 00:11:51.320]  也是受這一套的思想影響極大
[00:11:51.320 --> 00:11:53.600]  甚至到今天這個時代
[00:11:53.600 --> 00:11:58.480]  尤其是華人的教育裏面也都極受這個影響
[00:11:58.480 --> 00:12:02.520]  第二個系統就是猶太人 或者是舊約聖經
[00:12:02.520 --> 00:12:04.640]  是從一個完全不同的理解
[00:12:04.640 --> 00:12:07.120]  他們不是從人觀的角度去看
[00:12:07.120 --> 00:12:11.600]  重點不是人 而是從末世的角度去看
[00:12:11.600 --> 00:12:14.400]  他認為人類的歷史可以分為兩大階段
[00:12:14.400 --> 00:12:18.680]  第一個階段就是神創造了亞當一族的歷史
[00:12:18.680 --> 00:12:22.440]  第二個階段就是末世新天新地
[00:12:22.440 --> 00:12:25.920]  保羅又稱為從肉身生的就是肉身
[00:12:25.920 --> 00:12:28.760]  這是哥倫多前書15章
[00:12:28.760 --> 00:12:33.640]  而在《約翰福音》第三章就講得更加清楚了
[00:12:33.640 --> 00:12:35.320]  保羅怎樣講呢?
[00:12:35.320 --> 00:12:41.160]  保羅所講就是回響《約翰福音》第三章所講的
[00:12:41.160 --> 00:12:44.360]  當耶穌基督是講及到重生的時候
[00:12:44.360 --> 00:12:46.360]  講了一句非常重要的話
[00:12:46.360 --> 00:12:49.480]  他說從肉身生的就是肉身
[00:12:49.480 --> 00:12:52.080]  這個所謂肉身是指第一次創造
[00:12:52.080 --> 00:12:54.760]  亞當就是這一族的祖先
[00:12:54.760 --> 00:12:58.320]  從靈生的就是靈 這個講是指聖靈
[00:12:58.320 --> 00:13:00.520]  一如聖靈叫耶穌復活
[00:13:00.520 --> 00:13:04.280]  而耶穌復活就是我們將來復活初數的果子
[00:13:04.280 --> 00:13:07.320]  所以我們因著聖靈得著重生
[00:13:07.320 --> 00:13:10.040]  並且成為將來復活的憑據
[00:13:10.040 --> 00:13:12.800]  好像哥倫多後書第五章第五節所講
[00:13:12.800 --> 00:13:14.800]  這個是一個新的創造
[00:13:14.800 --> 00:13:16.800]  這個是屬靈的時代
[00:13:16.800 --> 00:13:19.440]  就福音書來說這個就是天國
[00:13:19.440 --> 00:13:23.000]  所以施洗約翰和耶穌出來傳道的時候
[00:13:23.000 --> 00:13:28.360]  劈頭第一句就說天國近了 你們應當悔改
[00:13:28.360 --> 00:13:31.960]  或者你說 不知道你在說什麼
[00:13:31.960 --> 00:13:36.920]  太過抽象 我對這樣的哲學、神學沒什麼大興趣
[00:13:36.920 --> 00:13:43.080]  太過離地 不是的 完全不是我們這樣的看法
[00:13:43.080 --> 00:13:48.000]  為什麼呢? 錯誤的神學只會帶來一個錯誤的人生觀
[00:13:48.000 --> 00:13:50.920]  錯誤的救贖觀、錯誤的倫理觀
[00:13:50.920 --> 00:13:53.160]  如果我們說人死了只是肉體的死亡
[00:13:53.160 --> 00:13:57.000]  靈魂不滅的時候 那我們何須要復活呢?
[00:13:57.000 --> 00:14:00.440]  正因為這樣 因爲哥倫多前書十五章就告訴你
[00:14:00.440 --> 00:14:02.440]  那些受了希臘思想的人
[00:14:02.440 --> 00:14:05.920]  影響了哥倫多人就否定了死人復活的事
[00:14:05.920 --> 00:14:08.440]  如果我們接受希臘這一套思想的時候
[00:14:08.440 --> 00:14:10.920]  一切所見的物質都是不好的時候
[00:14:10.920 --> 00:14:16.120]  我們要麼就走向縱慾主義 要麼就走向禁慾主義
[00:14:16.120 --> 00:14:19.360]  為什麼這麼說呢? 如果物質都不好
[00:14:19.360 --> 00:14:22.120]  都不是永久的 屬靈的才是好的
[00:14:22.120 --> 00:14:26.640]  所以怎樣去放縱自己的情慾都無所謂
[00:14:26.640 --> 00:14:29.160]  所以就有縱慾主義的出身
[00:14:29.160 --> 00:14:32.520]  有另外一派說 不要啊 你要完全避過的
[00:14:32.520 --> 00:14:35.240]  所有這些不行的 要做一個苦行僧
[00:14:35.240 --> 00:14:37.960]  於是就有禁慾主義出現了
[00:14:37.960 --> 00:14:40.360]  無論是縱慾主義還是禁慾主義
[00:14:40.360 --> 00:14:44.320]  都是一些不健康的人生觀 不健康的主義
[00:14:44.320 --> 00:14:46.440]  這樣的人生觀是可悲的
[00:14:46.440 --> 00:14:48.920]  但是聖經的真理不是這樣的
[00:14:48.920 --> 00:14:50.280]  聖經的真理是什麼呢?
[00:14:50.280 --> 00:14:53.880]  是在地若天的神學觀就完全不同了
[00:14:53.880 --> 00:14:57.200]  我們就藉著《主禱文》裏面 我們看看
[00:14:57.200 --> 00:15:01.760]  究竟這個在地若天的人生觀是怎麼樣的
[00:15:01.760 --> 00:15:07.280]  在地若天四個字 可以說是基督徒的人生觀和價值觀
[00:15:07.280 --> 00:15:08.880]  正如我剛才所說的
[00:15:08.880 --> 00:15:14.800]  天和地不是地域的分別 而是時代的分別
[00:15:14.800 --> 00:15:17.920]  屬地的是指神創世以來
[00:15:17.920 --> 00:15:20.840]  直到主耶穌再來這個時段
[00:15:20.840 --> 00:15:23.560]  聖經稱之為現今世代
[00:15:23.560 --> 00:15:26.920]  以法所說 現今世代 邪惡就是這個現今
[00:15:26.920 --> 00:15:32.360]  現今的世代 現今世代不是說現在的 哎呀 這麼卑鄙
[00:15:32.360 --> 00:15:34.800]  不是 因為現今世代是指
[00:15:34.800 --> 00:15:38.040]  創造亞當以來 一直接到世界末了
[00:15:38.040 --> 00:15:40.160]  這個就是現今的時代
[00:15:40.160 --> 00:15:43.960]  第二個時代叫做屬天的時代 是指耶穌基督降臨
[00:15:43.960 --> 00:15:46.080]  但是耶穌基督的降臨是分兩次來的
[00:15:46.080 --> 00:15:47.840]  當他第一次來到的時候
[00:15:47.840 --> 00:15:51.360]  是為了拯救我們 被釘在十字架上完成救贖
[00:15:51.360 --> 00:15:56.120]  並且撒柴因聖靈在我們心裏面 啟開了一個天國
[00:15:56.120 --> 00:15:58.920]  但是 祂還要再來
[00:15:58.920 --> 00:16:01.520]  第二次來的時候 審判這個世界
[00:16:01.520 --> 00:16:04.880]  並且我們得以復活 建立一個新天新地
[00:16:04.880 --> 00:16:08.120]  這個轉化是這個時代的特徵
[00:16:08.120 --> 00:16:10.400]  轉化是什麼?Transformation
[00:16:10.400 --> 00:16:12.240]  不僅是我們身體要轉化
[00:16:12.240 --> 00:16:15.840]  好像保羅在哥林多前書15章說我們身體都要轉化
[00:16:15.840 --> 00:16:19.440]  整個世界都要轉化 成為一個新天新地
[00:16:19.440 --> 00:16:22.840]  或者我們來看看這幾幅圖 你會看到
[00:16:22.840 --> 00:16:25.680]  第一幅圖是創造之前
[00:16:25.680 --> 00:16:30.160]  在創造之前地是冤冤黑暗 空虛混沌
[00:16:30.160 --> 00:16:35.960]  用一個字來說是亂了大陸 是黑暗的 是亂的
[00:16:35.960 --> 00:16:39.680]  但是神創造這個天地的時候
[00:16:39.680 --> 00:16:42.720]  就井井有條
[00:16:42.720 --> 00:16:50.440]  神創造的主題是從亂到治
[00:16:50.440 --> 00:16:56.400]  有晚上有早晨 時間是有秩序的
[00:16:56.400 --> 00:17:01.160]  Creation of time 有天有地
[00:17:01.160 --> 00:17:06.160]  這個就是空間上 Creation of space
[00:17:06.160 --> 00:17:10.640]  有海洋有陸地 就是有界限的
[00:17:10.640 --> 00:17:15.520]  Creation of boundary 男女有份的
[00:17:15.520 --> 00:17:20.520]  物各從其類 樣樣井井有條
[00:17:20.520 --> 00:17:27.120]  我們就可以看到 上帝的創造是從亂到治
[00:17:27.120 --> 00:17:31.280]  這是一個非常重要的信息告訴我們
[00:17:31.280 --> 00:17:35.400]  神的世界和人的世界是聯合在一起的
[00:17:35.400 --> 00:17:37.440]  這個就叫伊甸園
[00:17:37.440 --> 00:17:42.320]  在伊甸園裏面人和神同在 就好像第二幅圖所說的
[00:17:42.320 --> 00:17:49.320]  主與人同在 人的世界和神的世界是重複的
[00:17:49.320 --> 00:17:51.880]  不過我們再來看看伊甸園
[00:17:51.880 --> 00:17:55.440]  我們發覺是有兩棵樹的
[00:17:55.440 --> 00:18:00.160]  一棵叫做生命樹 一棵叫做分別善惡樹
[00:18:00.160 --> 00:18:05.680]  生命樹是暫時的 還需要一個confirm的
[00:18:05.680 --> 00:18:07.360]  這個就是生命樹
[00:18:07.360 --> 00:18:11.440]  分別善惡樹是代表人的Creation
[00:18:11.440 --> 00:18:17.840]  生命樹是代表一個第二次的或者是神的世界
[00:18:17.840 --> 00:18:20.240]  當人未犯罪的時候
[00:18:20.240 --> 00:18:23.840]  人的世界和神的世界是合在一起的
[00:18:23.840 --> 00:18:27.840]  但是當人犯了罪 就完全不同了
[00:18:27.840 --> 00:18:32.720]  神做這個世界的時候 沒錯 是有規有矩
[00:18:32.720 --> 00:18:37.720]  但同時他也要人去治理大地 管理這個宇宙萬物
[00:18:37.720 --> 00:18:41.040]  所以在《創世紀》第二章第五節就是這樣說
[00:18:41.040 --> 00:18:44.800]  當時是沒有植物 沒有蔬菜
[00:18:44.800 --> 00:18:50.560]  因為天環沒有下雨 也都地上沒有人耕種
[00:18:50.560 --> 00:18:53.520]  你看看上帝創造這個伊甸園的時候
[00:18:53.520 --> 00:18:56.160]  有兩個很重要的因素在裏面
[00:18:56.160 --> 00:18:59.960]  第一個就是井井有條 有規有矩的
[00:18:59.960 --> 00:19:04.280]  每一個種子發芽生長是需要一些條件的
[00:19:04.280 --> 00:19:06.520]  未曾有雨的時候 沒有水份的時候
[00:19:06.520 --> 00:19:08.680]  它不會發芽生長
[00:19:08.680 --> 00:19:12.080]  這個就是上帝創造的規矩
[00:19:12.080 --> 00:19:15.240]  現在來說這個就是自然律 The law of nature
[00:19:15.240 --> 00:19:19.200]  但是不只是靠上帝給我們的自然律
[00:19:19.200 --> 00:19:22.200]  還有一個很重要的是人要去管理的
[00:19:22.200 --> 00:19:26.520]  所以神就要人去管理這個大地 要耕種
[00:19:26.520 --> 00:19:30.480]  在家庭裏面更加要管理 生兒育女
[00:19:30.480 --> 00:19:36.360]  這個就是上帝給我們原本的那幅圖畫 伊甸園
[00:19:36.360 --> 00:19:41.960]  但是可惜人犯了罪 人犯罪的時候就被迫離開樂園
[00:19:41.960 --> 00:19:44.560]  人的世界就開始混亂
[00:19:44.560 --> 00:19:47.760]  神的世界和人的世界就完全隔絕了
[00:19:47.760 --> 00:19:51.200]  裏面有一個很大的鴻溝在裏面
[00:19:51.200 --> 00:19:56.200]  人的世界就離開了實的世界
[00:19:56.200 --> 00:20:01.360]  在人的世界裏面 我們會發覺到那個人被逐出來的時候
[00:20:01.360 --> 00:20:05.040]  他就離開了神的面 往東邊去
[00:20:05.040 --> 00:20:08.400]  在猶太人當中 東邊是The point of departure
[00:20:08.400 --> 00:20:13.200]  他們離開了這個上帝 自己建立 很有趣的
[00:20:13.200 --> 00:20:18.040]  那個人就做了兩件事 第一 他生了一個兒子
[00:20:18.040 --> 00:20:22.500]  叫他的名字叫爾諾 第二 他建了一座城
[00:20:22.500 --> 00:20:27.280]  那個城名叫爾諾 希伯來文爾諾是什麼意思?
[00:20:27.280 --> 00:20:32.480]  你爾諾的意思就是The second creation 第二次創造
[00:20:32.480 --> 00:20:36.300]  是和上帝的第一章創造這個世界對行的
[00:20:36.300 --> 00:20:40.280]  所以在圖裏面你會看到 有兩個世界出現了
[00:20:40.280 --> 00:20:42.920]  以前這兩個世界是合而為一的
[00:20:42.920 --> 00:20:45.760]  但是人犯了罪的時候 人踢走上帝
[00:20:45.760 --> 00:20:50.400]  要自己做上帝 於是兩個世界就分開了
[00:20:50.400 --> 00:20:54.520]  有伊甸園的世界 神的世界 也有人的世界
[00:20:54.520 --> 00:20:58.640]  這兩個世界有一個很大的鴻溝在裏面
[00:20:58.640 --> 00:21:01.760]  套用盧家鋒拉薩路的故事說
[00:21:01.760 --> 00:21:06.380]  我們不到你這門那裡來 你們也不能到我這裡來
[00:21:06.380 --> 00:21:10.880]  這個就是一個鴻溝 我們再來看第四幅圖畫
[00:21:10.880 --> 00:21:16.080]  神仍然愛人 當人在世界裏面的時候
[00:21:16.080 --> 00:21:20.540]  上帝說不行 我仍要有一個救贖的計劃
[00:21:20.540 --> 00:21:24.480]  在我們人的當中 於是我們發覺
[00:21:24.480 --> 00:21:27.720]  在這個鴻溝當中有些重疊了
[00:21:27.720 --> 00:21:31.080]  因為神降臨在人的世界裏面
[00:21:31.080 --> 00:21:35.960]  用什麼象徵去表示神降臨在這個人的世界裏面呢?
[00:21:35.960 --> 00:21:38.740]  就是一個聖殿 舊約的會幕
