
[00:00:00.000 --> 00:00:03.020]  相信今年都是一個很特別的一年
[00:05:14.400 --> 00:05:17.500]  當約翰去見到這個意象的時候
[00:05:17.500 --> 00:05:18.800]  「立刻被聖靈感動」
[00:05:18.800 --> 00:05:20.800]  「見有一個寶座安置在天上」
[00:05:20.800 --> 00:05:22.800]  「有一位坐在寶座上」
[00:05:22.800 --> 00:05:27.500]  「看著那坐著的好像碧玉和紅寶石」
[00:05:27.500 --> 00:05:29.200]  「又有紅圍繞著寶座」
[00:05:29.200 --> 00:05:30.200]  「好像綠寶石」
[00:05:30.200 --> 00:05:32.200]  其實這裏講到
[00:05:32.200 --> 00:05:35.800]  好像拍戲那些圖畫
[00:05:35.800 --> 00:05:38.300]  一路由很宏大的圖畫
[00:05:38.300 --> 00:05:39.300]  一路去微觀
[00:05:39.300 --> 00:05:43.500]  那種射光燈射落去影著的情況
[00:05:43.500 --> 00:05:44.800]  裏面講到
[00:05:44.800 --> 00:05:46.500]  他說「有寶座安置在天上」
[00:05:46.500 --> 00:05:48.200]  「又有一位坐在寶座上」
[00:05:48.200 --> 00:05:50.300]  其實寶座這個詞彙
[00:05:50.300 --> 00:05:52.600]  在新約聖經裏面出現了六十二次
[00:05:52.600 --> 00:05:55.300]  在啟示錄裏面講到寶座
[00:05:55.300 --> 00:05:57.000]  就出現了四十七次
[00:05:57.000 --> 00:05:59.500]  就在第四章第一至六節裏面
[00:05:59.500 --> 00:06:02.000]  短短六節經文裏面講到寶座
[00:06:02.000 --> 00:06:03.600]  其實已經出現了八次
[00:06:03.600 --> 00:06:05.400]  其實講到寶座的時候
[00:06:05.400 --> 00:06:08.500]  往往是講到連繫於神的榮耀
[00:06:08.500 --> 00:06:10.300]  所以講到寶座的時候
[00:06:10.300 --> 00:06:12.500]  在《熱書》一章二十八節
[00:06:12.500 --> 00:06:14.600]  其實講到神那種寶座
[00:06:14.600 --> 00:06:18.200]  亦都講到神的榮光
[00:06:18.200 --> 00:06:21.400]  這裏講到有紅寶石
[00:06:21.400 --> 00:06:22.400]  有碧玉
[00:06:22.400 --> 00:06:23.400]  有綠寶石
[00:06:23.400 --> 00:06:24.800]  有紅圍繞著
[00:06:24.800 --> 00:06:28.800]  有些星學者將紅理解為天紅
[00:06:28.800 --> 00:06:30.300]  好像彩虹納若一樣
[00:06:30.300 --> 00:06:33.000]  其實亦都在表示神自己的同在
[00:06:33.000 --> 00:06:34.200]  神的榮光
[00:06:34.200 --> 00:06:36.500]  是一個這樣的描述
[00:06:36.500 --> 00:06:38.700]  一個寶座裏面
[00:06:38.700 --> 00:06:40.200]  坐在寶座上
[00:06:40.200 --> 00:06:41.900]  很多時候我們理解就是
[00:06:41.900 --> 00:06:43.800]  我們的天父、全能父上帝
[00:06:44.600 --> 00:06:46.400]  天父坐在寶座上
[00:06:46.400 --> 00:06:49.500]  寶座周圍有二十四個座位
[00:06:49.500 --> 00:06:51.400]  其上坐了二十四位長老
[00:06:51.400 --> 00:06:52.300]  身穿白衣
[00:06:52.300 --> 00:06:54.300]  頭上戴金冠鏈
[00:06:54.300 --> 00:06:56.400]  很多人去理解
[00:06:56.400 --> 00:06:58.000]  究竟這二十四個寶座
[00:06:58.000 --> 00:06:59.800]  在裏面
[00:06:59.800 --> 00:07:01.200]  坐了二十四位長老
[00:07:01.200 --> 00:07:03.300]  這二十四位長老是誰呢?
[00:07:03.300 --> 00:07:05.400]  其實有很多不同的討論
[00:07:05.400 --> 00:07:07.000]  講到這二十四位長老
[00:07:07.000 --> 00:07:08.500]  有些講到舊有的信徒
[00:07:08.500 --> 00:07:09.700]  有些講到新有的信徒
[00:07:09.700 --> 00:07:10.900]  有些講到以色列
[00:07:10.900 --> 00:07:13.300]  有些講到他穿白衣
[00:07:13.300 --> 00:07:14.700]  就好像一些祭司一樣
[00:07:14.700 --> 00:07:17.200]  引來很多的討論
[00:07:17.200 --> 00:07:19.000]  但究竟這二十四位長老
[00:07:19.000 --> 00:07:21.200]  歸根究底是誰呢?
[00:07:21.200 --> 00:07:22.700]  其實我們不是最清楚知道
[00:07:22.700 --> 00:07:24.100]  這二十四位長老是誰
[00:07:24.100 --> 00:07:26.600]  聖經裏面講到二十四位長老
[00:07:26.600 --> 00:07:29.800]  他們戴上頭上的冠冕
[00:07:29.800 --> 00:07:34.500]  有閃電聲音雷轟從寶座裏面發出
[00:07:34.500 --> 00:07:37.000]  其實通常講到閃電聲音雷轟
[00:07:37.000 --> 00:07:38.200]  就是講到神的威嚴
[00:07:38.200 --> 00:07:39.400]  好像在《釵及記》
[00:07:39.400 --> 00:07:40.600]  神的臨在的時候
[00:07:40.600 --> 00:07:43.400]  當時亦有描述講到閃電雷轟
[00:07:43.400 --> 00:07:45.300]  就是神的聲音
[00:07:45.300 --> 00:07:48.700]  所以通常有這些聲音
[00:07:48.700 --> 00:07:49.700]  去打雷
[00:07:49.700 --> 00:07:50.900]  有神的同在的時候
[00:07:50.900 --> 00:07:53.300]  其實講到神臨在的那種威嚴
[00:07:53.300 --> 00:07:54.500]  人在面前
[00:07:54.500 --> 00:07:56.400]  人在神面前需要敬畏
[00:07:56.400 --> 00:07:59.600]  又有七盞火燈在寶座前面點著
[00:07:59.600 --> 00:08:01.800]  這七盞燈就是神的七靈
[00:08:01.800 --> 00:08:03.400]  我們讀啟示錄的時候
[00:08:03.400 --> 00:08:04.800]  有時候我們看得不明白
[00:08:04.800 --> 00:08:06.600]  七盞燈指的是什麼呢?
[00:08:06.600 --> 00:08:07.700]  其實下面已經講到
[00:08:07.700 --> 00:08:09.300]  七盞燈就是神的七靈
[00:08:10.200 --> 00:08:11.500]  讀到神的七靈的時候
[00:08:11.500 --> 00:08:14.800]  其實在二賽書十一章十二節裡面講到
[00:08:14.800 --> 00:08:16.100]  神的靈
[00:08:16.100 --> 00:08:16.900]  智慧的靈
[00:08:16.900 --> 00:08:17.600]  聰明的靈
[00:08:17.600 --> 00:08:18.300]  謀略的靈
[00:08:18.300 --> 00:08:19.100]  能力的靈
[00:08:19.100 --> 00:08:19.800]  知識的靈
[00:08:19.800 --> 00:08:21.000]  和敬畏神的靈
[00:08:21.000 --> 00:08:24.100]  所以很多時候講到七靈的時候
[00:08:24.100 --> 00:08:25.600]  講到神自己
[00:08:25.600 --> 00:08:26.500]  講到聖靈
[00:08:26.500 --> 00:08:28.800]  神就在中間
[00:08:28.800 --> 00:08:29.600]  然後講到
[00:08:29.600 --> 00:08:32.200]  寶座前有一個玻璃海
[00:08:32.200 --> 00:08:33.100]  好像水晶
[00:08:33.100 --> 00:08:34.300]  玻璃海很多時候
[00:08:34.300 --> 00:08:35.400]  好像《創世紀》裡面講到
[00:08:35.400 --> 00:08:37.100]  眾水之間
[00:08:37.100 --> 00:08:38.700]  要有窮倉
[00:08:38.800 --> 00:08:40.200]  將水和水分開
[00:08:40.200 --> 00:08:43.500]  就是一個天庭的場面
[00:08:43.500 --> 00:08:47.200]  寶座和寶座上有四個活物
[00:08:47.200 --> 00:08:48.900]  講完二十四位長老的時候
[00:08:48.900 --> 00:08:50.100]  接著就講四活物
[00:08:50.100 --> 00:08:53.000]  四活物前後都有不同的眼睛
[00:08:53.000 --> 00:08:54.300]  第一個活物
[00:08:54.300 --> 00:08:55.400]  好像獅子
[00:08:55.400 --> 00:08:56.700]  第二個活物好像牛毒
[00:08:56.700 --> 00:08:57.800]  第三個好像人
[00:08:57.800 --> 00:08:59.300]  第四個好像飛鷹
[00:08:59.300 --> 00:09:00.700]  其實這四活物
[00:09:00.700 --> 00:09:02.300]  如果大家熟悉舊世經的時候
[00:09:02.300 --> 00:09:06.600]  這四活物在二賽結書第一章裡面也有記載
[00:09:07.200 --> 00:09:10.700]  講到四個活物
[00:09:10.700 --> 00:09:12.300]  第一個活物好像獅子
[00:09:12.300 --> 00:09:14.500]  獅子通常稱為萬獸之王
[00:09:14.500 --> 00:09:19.400]  牛通常稱為加速之王
[00:09:19.400 --> 00:09:22.900]  人很多時候稱為萬物之靈
[00:09:22.900 --> 00:09:26.200]  飛鷹就稱為空中的霸王
[00:09:26.200 --> 00:09:28.800]  所以在講這四活物的時候
[00:09:28.800 --> 00:09:32.800]  無論是在大自然的動物界裡面
[00:09:32.800 --> 00:09:34.100]  即是萬獸之王也好
[00:09:34.100 --> 00:09:36.100]  講到加速之王也好
[00:09:36.100 --> 00:09:38.900]  講到在飛鷹天空裡面的霸王也好
[00:09:38.900 --> 00:09:40.800]  講到人這個萬物之靈也好
[00:09:40.800 --> 00:09:43.800]  這四活物一切都去敬拜上帝
[00:09:43.800 --> 00:09:45.400]  所以簡單地說
[00:09:45.400 --> 00:09:47.400]  四活物和二十四位長老
[00:09:47.400 --> 00:09:48.800]  我們可以說
[00:09:48.800 --> 00:09:50.600]  在這段經文中理解為
[00:09:50.600 --> 00:09:52.500]  好像帶領敬拜的人
[00:09:52.500 --> 00:09:54.200]  帶領敬拜者
[00:09:54.200 --> 00:09:59.300]  透過四活物二十四位長老去展開這一次崇拜
[00:09:59.300 --> 00:10:04.200]  四活物各有六個翅膀
[00:10:04.200 --> 00:10:06.400]  片體內外都滿了顏徵
[00:10:06.400 --> 00:10:07.300]  他們不住說
[00:10:07.300 --> 00:10:09.100]  其實四活物他們敬拜的是
[00:10:09.100 --> 00:10:10.400]  聖災!聖災!聖災!
[00:10:10.400 --> 00:10:13.300]  主神是昔在今在以後永在的傳能者
[00:10:13.300 --> 00:10:16.100]  如果大家熟悉舊的聖經的話
[00:10:16.100 --> 00:10:19.700]  這段聖經是來自《爾策書》第六章裡面
[00:10:19.700 --> 00:10:20.800]  當時講到撒拉夫
[00:10:20.800 --> 00:10:22.600]  也講到聖災!聖災!聖災!
[00:10:22.600 --> 00:10:25.800]  神就是那個昔在今在以後永在的傳能者
[00:10:25.800 --> 00:10:28.500]  無論在過去、現在、將來
[00:10:28.500 --> 00:10:30.200]  神依然作王
[00:10:30.200 --> 00:10:32.800]  祂就是那位直到永永遠遠的傳能者
[00:10:33.200 --> 00:10:36.700]  四活物這樣去敬拜上帝
[00:10:36.700 --> 00:10:40.600]  聖經說
[00:10:40.600 --> 00:10:44.100]  每逢四活物將榮耀、尊貴、感謝
[00:10:44.100 --> 00:10:45.900]  獻給那個在寶座上
[00:10:45.900 --> 00:10:47.700]  活到永永遠遠者的時候
[00:10:47.700 --> 00:10:49.900]  二十四位長老一聽見的時候
[00:10:49.900 --> 00:10:51.700]  他們就俯伏在寶座面前
[00:10:51.700 --> 00:10:54.000]  敬拜那活到永永遠遠
[00:10:54.000 --> 00:10:57.000]  其實我們看到四活物將榮耀、重讚
[00:10:57.000 --> 00:10:58.700]  感謝去歸給神
[00:10:58.700 --> 00:11:00.100]  歸給神
[00:11:00.100 --> 00:11:01.500]  或者獻情給神
[00:11:01.500 --> 00:11:02.600]  佩德這個字
[00:11:02.600 --> 00:11:04.200]  其實很多時候我們說
[00:11:04.200 --> 00:11:07.000]  敬拜就是將原本佩德的
[00:11:07.000 --> 00:11:08.200]  給神自己
[00:11:08.200 --> 00:11:09.500]  或者歸給神自己
[00:11:09.500 --> 00:11:13.100]  所以四活物將榮耀、尊貴、感謝歸給神
[00:11:13.100 --> 00:11:16.900]  二十四位長老他們的舉動是俯伏敬拜
[00:11:16.900 --> 00:11:17.900]  馬上回應
[00:11:17.900 --> 00:11:19.700]  敬拜這位在寶座上
[00:11:19.700 --> 00:11:22.000]  坐到永永遠遠的君王
[00:11:22.000 --> 00:11:26.700]  他們前面說他們身穿白衣又冠冕
[00:11:26.700 --> 00:11:29.100]  冠冕其實是講到他們那種權柄能力
[00:11:29.100 --> 00:11:31.200]  二十四位長老好像很有權柄能力
[00:11:31.400 --> 00:11:33.400]  但是他們就脫下他們的冠冕
[00:11:33.400 --> 00:11:35.200]  將他們自己的冠冕獻成給神
[00:11:35.200 --> 00:11:37.000]  他們就說我們主我們的神
[00:11:37.000 --> 00:11:39.300]  你是佩德、榮耀、尊貴、權柄
[00:11:39.300 --> 00:11:41.100]  因為你創造萬物
[00:11:41.100 --> 00:11:43.800]  並且萬物是因為你的旨意
[00:11:43.800 --> 00:11:45.100]  被創造而有
[00:11:45.100 --> 00:11:49.100]  其實二十四位長老在裏面的敬拜
[00:11:49.100 --> 00:11:52.100]  他們將榮耀獻成給神
[00:11:52.100 --> 00:11:53.600]  因為這個是神佩德
[00:11:53.600 --> 00:11:57.500]  特別這段聖經講到神創造萬物
[00:11:57.500 --> 00:12:00.000]  萬物都是在他面前一起的敬拜
[00:12:01.100 --> 00:12:03.300]  所以第四章我們看見四活物
[00:12:03.300 --> 00:12:06.000]  和二十四位長老去敬拜那位創造主
[00:12:06.000 --> 00:12:07.900]  神是創造主
[00:12:07.900 --> 00:12:09.400]  我們就是那些被造物
[00:12:09.400 --> 00:12:12.000]  其實我們都看見我們自己那種卑微
[00:12:12.000 --> 00:12:14.000]  正如聖經講的我們好像微塵一樣
[00:12:14.000 --> 00:12:16.900]  我們其實沒有任何可誇的地方
[00:12:16.900 --> 00:12:19.800]  我們所經歷一切的豐富豐盛
[00:12:19.800 --> 00:12:21.700]  我們都在神的憐憫底下
[00:12:21.700 --> 00:12:24.500]  我們看見我們今天成了何等樣的人
[00:12:24.500 --> 00:12:27.400]  完完全全是上帝自己的恩典
[00:12:28.800 --> 00:12:32.600]  所以第四章裏面講到神就是那位創造主
[00:12:32.600 --> 00:12:35.400]  所有的被創造的受造物
[00:12:35.400 --> 00:12:37.400]  都要在神面前一起的敬拜
[00:12:37.400 --> 00:12:42.200]  到第五章的時候
[00:12:42.200 --> 00:12:47.700]  他說我看見在寶座的右手中有書卷
[00:12:47.700 --> 00:12:50.700]  在寶座的正話講到就是天父上帝
[00:12:50.700 --> 00:12:53.000]  在他手中裏面有書卷
[00:12:53.000 --> 00:12:56.300]  裏內都寫著用七印封嚴
[00:12:56.800 --> 00:13:02.600]  其實當時一般的遺書裏面會有七個見證人
[00:13:02.600 --> 00:13:04.900]  他們一起去簽名、蓋印
[00:13:04.900 --> 00:13:09.100]  以示他們成為見證去肯定書卷的真實
[00:13:09.100 --> 00:13:14.000]  這裏就用了七印講到一樣封了
[00:13:14.000 --> 00:13:15.600]  裏面的訊息講些什麼呢?
[00:13:15.600 --> 00:13:18.000]  他說我又看見一位大力的天使
[00:13:18.000 --> 00:13:20.100]  有些人又猜這個大力的天使是誰
[00:13:20.100 --> 00:13:22.500]  其實聖經一直都沒有交代這個大力的天使在哪裏
[00:13:22.500 --> 00:13:25.400]  所以有很多不同的討論講這個大力的天使在哪裏
[00:13:25.400 --> 00:13:26.200]  我們都不知道
[00:13:26.200 --> 00:13:28.100]  我們只知道是一位天使
[00:13:28.100 --> 00:13:30.500]  這位天使大聲講
[00:13:30.500 --> 00:13:33.100]  有誰能夠配展開那書卷
[00:13:33.100 --> 00:13:34.700]  揭開第七印呢?
[00:13:34.700 --> 00:13:36.200]  又是誰去配呢?
[00:13:36.200 --> 00:13:38.900]  在天上、地上、地底下
[00:13:38.900 --> 00:13:40.000]  沒有人能夠展開
[00:13:40.000 --> 00:13:42.100]  能夠觀看那書卷講些什麼
[00:13:42.100 --> 00:13:44.000]  因為沒有配展開
[00:13:44.000 --> 00:13:45.500]  配觀看那書卷
[00:13:45.500 --> 00:13:47.900]  若翰看見這種情況的時候就大哭
[00:13:47.900 --> 00:13:52.300]  因為明明他看見寶座上那位拿著書卷
[00:13:52.300 --> 00:13:54.600]  究竟書卷裏面講些什麼呢?
[00:13:54.600 --> 00:13:57.700]  沒有人好像在天上、地下能夠打開這個書卷
[00:13:57.700 --> 00:14:00.700]  長老裏面有一位對我說
[00:14:00.700 --> 00:14:01.200]  不要哭
[00:14:01.200 --> 00:14:01.800]  你看看
[00:14:01.800 --> 00:14:03.700]  猶大支派裏面的獅子
[00:14:03.700 --> 00:14:04.700]  大衛的根
[00:14:04.700 --> 00:14:06.700]  他已經得勝能夠展開那書卷
[00:14:06.700 --> 00:14:07.800]  揭開第七印
[00:14:07.800 --> 00:14:11.300]  因為講到猶大支派的獅子的時候
[00:14:11.300 --> 00:14:13.800]  其實在《創世紀》裏面有描述
[00:14:13.800 --> 00:14:18.200]  《創世紀》裏面第四十九章裏面有講到
[00:14:18.200 --> 00:14:20.300]  猶大的獅子
[00:14:20.300 --> 00:14:21.200]  有去描述
[00:14:21.200 --> 00:14:23.400]  所以表證著律法
[00:14:23.800 --> 00:14:26.600]  講到大衛的根的時候
[00:14:26.600 --> 00:14:28.400]  在大衛的根裏面
[00:14:28.400 --> 00:14:32.900]  其實同樣在《爾賽書》十一章第一節第十節
[00:14:32.900 --> 00:14:35.800]  都講到大衛的根
[00:14:35.800 --> 00:14:39.600]  很多時候大衛的根也都講到我們所等候的尼賽亞
[00:14:39.600 --> 00:14:41.400]  所以簡單地說
[00:14:41.400 --> 00:14:44.200]  猶大支派裏面的獅子
[00:14:44.200 --> 00:14:45.800]  和大衛的根
[00:14:45.800 --> 00:14:50.100]  其實象徵著律法先知都在見證神自己的信實
[00:14:53.800 --> 00:14:56.400]  我又看見寶座和四會密並長老之中
[00:14:56.400 --> 00:14:57.700]  有羔羊站立
[00:14:57.700 --> 00:15:00.000]  就是被殺過
[00:15:00.000 --> 00:15:01.700]  有七角七眼
[00:15:01.700 --> 00:15:02.800]  是神的七靈
[00:15:02.800 --> 00:15:04.700]  奉差遣往普天下去
[00:15:04.700 --> 00:15:06.100]  這個羔羊前來
[00:15:06.100 --> 00:15:08.300]  從寶座裏面拿了書卷
[00:15:08.300 --> 00:15:13.300]  這個經文可以說是同時間記載三一上帝的一段描述
[00:15:13.300 --> 00:15:18.100]  剛剛講到坐寶座的其實就是天父上帝
[00:15:18.100 --> 00:15:19.200]  有羔羊站立
[00:15:19.200 --> 00:15:20.500]  形容到羔羊的時候
[00:15:20.500 --> 00:15:21.700]  曾被殺的羔羊
[00:15:21.700 --> 00:15:23.300]  就是我們所認識的主耶穌基督
[00:15:23.800 --> 00:15:25.200]  接著講到七角七眼
[00:15:25.200 --> 00:15:30.200]  七角其實很多時候就講到神的能力
[00:15:30.200 --> 00:15:32.200]  講到七眼就是去遍滿全地
[00:15:32.200 --> 00:15:33.400]  去監察全地
[00:15:33.400 --> 00:15:34.800]  神的七靈
[00:15:34.800 --> 00:15:36.900]  就是奉差遣往普天下去
[00:15:36.900 --> 00:15:39.700]  其實剛剛第四章裏面也講到神的七靈
[00:15:39.700 --> 00:15:42.000]  很多時候我們理解是聖靈在中間
[00:15:42.000 --> 00:15:45.500]  聖靈奉差遣往普天下去
[00:15:45.500 --> 00:15:48.800]  神的七靈就是這樣去監察全地
[00:15:48.800 --> 00:15:52.200]  所以整段經文裏面講到天父上帝在寶座上面
[00:15:52.200 --> 00:15:54.100]  神的七靈被差遣
[00:15:54.100 --> 00:15:56.700]  也講到羔羊能夠拿書卷
[00:15:56.700 --> 00:15:59.600]  所以天父上帝講到羔羊
[00:15:59.600 --> 00:16:00.900]  這位主耶穌基督
[00:16:00.900 --> 00:16:02.800]  也講到聖靈的同在
[00:16:02.800 --> 00:16:06.600]  這位羔羊拿書卷
[00:16:06.600 --> 00:16:08.000]  四活脈和二十四位長老
[00:16:08.000 --> 00:16:10.300]  就俯伏在這位羔羊面前敬拜
[00:16:10.300 --> 00:16:14.200]  拿著琴和盛滿的香爐
[00:16:14.200 --> 00:16:16.300]  琴其實通常和讚美有關
[00:16:16.300 --> 00:16:18.500]  香爐就講到是聖徒的祈禱
[00:16:18.800 --> 00:16:22.400]  四活脈和二十四位長老就拿著那些信徒
[00:16:22.400 --> 00:16:24.000]  那些敬拜
