
[00:00:00.000 --> 00:00:06.000]  今天我打算和大家一起思想一個可能你並不陌生的人物
[00:02:24.000 --> 00:02:28.000]  神怎麼去使用一個對祂忠心的人
[00:02:28.000 --> 00:02:31.000]  這些不同的人物都有意無意的
[00:02:31.000 --> 00:02:33.000]  為彈爾利做了見證
[00:02:33.000 --> 00:02:36.000]  說明他超然的品格
[00:02:36.000 --> 00:02:40.000]  也反映出神在他生命中的工作
[00:02:40.000 --> 00:02:43.000]  彈爾利成為了你和我
[00:02:43.000 --> 00:02:45.000]  變金的基督徒
[00:02:45.000 --> 00:02:49.000]  我們如何在這個世俗的環境當中
[00:02:49.000 --> 00:02:53.000]  可以去服侍神 可以去榮耀神
[00:02:53.000 --> 00:02:55.000]  讓我們生意一起低頭 我們仰望神
[00:02:55.000 --> 00:02:57.000]  親愛的天父 我們感恩
[00:02:57.000 --> 00:02:59.000]  我們來到你自己的面前
[00:02:59.000 --> 00:03:01.000]  來到你自己的華語的面前
[00:03:01.000 --> 00:03:04.000]  你留下這些聖經
[00:03:04.000 --> 00:03:07.000]  是要讓我們從當中得到生命的糧
[00:03:07.000 --> 00:03:09.000]  求神對我們講話
[00:03:09.000 --> 00:03:11.000]  求神對孩子講話
[00:03:11.000 --> 00:03:16.000]  讓我們從聖經裡面認識你更多
[00:03:16.000 --> 00:03:20.000]  認識你做事的原則認識你法則
[00:03:20.000 --> 00:03:22.000]  也認識怎麼去跟隨你
[00:03:22.000 --> 00:03:25.000]  讓你自己在眾大兄姊妹的生命中
[00:03:25.000 --> 00:03:28.000]  被譴明得著當德的榮耀
[00:03:28.000 --> 00:03:31.000]  我們交託祈禱奉主耶穌基督的名
[00:03:31.000 --> 00:03:37.000]  我們今天所到彈爾利書第六章的記載
[00:03:37.000 --> 00:03:43.000]  是發生在馬代人大利烏取了加勒帝國之後
[00:03:43.000 --> 00:03:49.000]  換句話說 當時馬代波斯已經取代了巴比倫
[00:03:49.000 --> 00:03:52.000]  成為當時的世界霸權
[00:03:52.000 --> 00:03:56.000]  雖然朝代替換 但彈爾利也年事異高
[00:03:56.000 --> 00:04:00.000]  讓我們去推論的話 他當時已經超過80歲
[00:04:00.000 --> 00:04:02.000]  但他仍然在新的帝國裡面
[00:04:02.000 --> 00:04:05.000]  是一個舉足輕重的人物
[00:04:05.000 --> 00:04:09.000]  由於馬代波斯帝國的版圖是非常之廣大
[00:04:09.000 --> 00:04:11.000]  所以大利烏按自己的心意
[00:04:11.000 --> 00:04:15.000]  立120個總督治理全國
[00:04:15.000 --> 00:04:19.000]  又在這些總督之上設立三位監察司
[00:04:19.000 --> 00:04:21.000]  而彈爾利是其中之一
[00:04:21.000 --> 00:04:23.000]  他這些監察司做的是什麼
[00:04:23.000 --> 00:04:27.000]  是要監管總督的工作 免得黃授虧損
[00:04:27.000 --> 00:04:29.000]  就是說這120個總督
[00:04:29.000 --> 00:04:32.000]  有點像今天在美國的州長
[00:04:32.000 --> 00:04:36.000]  在每一個地方官治理各個區域的政事
[00:04:36.000 --> 00:04:38.000]  是帶有權勢的
[00:04:38.000 --> 00:04:41.000]  為了避免這些人說山高皇帝遠
[00:04:41.000 --> 00:04:45.000]  京城在那裡 我在外面治理這些人
[00:04:45.000 --> 00:04:48.000]  可以在當中貪污舞弊
[00:04:48.000 --> 00:04:50.000]  所以王特別在他們之上
[00:04:50.000 --> 00:04:55.000]  設立三個監察司 監督他們的工作
[00:04:55.000 --> 00:04:58.000]  都是大利烏王親自揀選
[00:04:58.000 --> 00:05:03.000]  他所信任的 清廉可靠的人
[00:05:03.000 --> 00:05:05.000]  彈爾利是其中之一
[00:05:05.000 --> 00:05:07.000]  不僅如此 聖經告訴你
[00:05:07.000 --> 00:05:11.000]  彈爾利因為有非常高超的靈在他裡面
[00:05:11.000 --> 00:05:15.000]  表示他有超乎常人 高尚的品格
[00:05:15.000 --> 00:05:17.000]  屬靈的生命素質
[00:05:17.000 --> 00:05:21.000]  所以王有意立他治理全國
[00:05:21.000 --> 00:05:25.000]  就說要立他在其餘兩位總長之上
[00:05:25.000 --> 00:05:28.000]  不僅有三位總長 三位裡面還有一個
[00:05:28.000 --> 00:05:32.000]  First among equals 是比其他的總長更高
[00:05:32.000 --> 00:05:35.000]  使他可以成為一人之下
[00:05:35.000 --> 00:05:37.000]  就是在皇帝之下 萬人之上
[00:05:37.000 --> 00:05:40.000]  超乎所有官員的一個人
[00:05:40.000 --> 00:05:45.000]  大利烏王這個心意也已經透露出來
[00:05:45.000 --> 00:05:49.000]  所以其餘的兩個總長和那120個總督
[00:05:49.000 --> 00:05:53.000]  他們都不願意看到這件事成就
[00:05:53.000 --> 00:05:57.000]  因為他們知道彈爾利為人嚴潔
[00:05:57.000 --> 00:05:59.000]  但是又精明
[00:05:59.000 --> 00:06:02.000]  假如是彈爾利治理全國的話
[00:06:02.000 --> 00:06:05.000]  他們要在他的監管底下的話
[00:06:05.000 --> 00:06:07.000]  他們想有什麼貪污枉法的事
[00:06:07.000 --> 00:06:11.000]  一定逃不過彈爾利的眼中
[00:06:11.000 --> 00:06:14.000]  於是這些監察司和總督
[00:06:14.000 --> 00:06:16.000]  在彈爾利治國的事上
[00:06:16.000 --> 00:06:19.000]  尋找把柄 控告他
[00:06:19.000 --> 00:06:23.000]  指示不能找到任何把柄和個室
[00:06:23.000 --> 00:06:25.000]  他們想挑剔他
[00:06:25.000 --> 00:06:28.000]  都找不到任何把柄和個室
[00:06:28.000 --> 00:06:31.000]  因為彈爾利忠心可靠
[00:06:31.000 --> 00:06:36.000]  他們找不到任何錯誤和個室
[00:06:36.000 --> 00:06:37.000]  就像主耶穌一樣
[00:06:37.000 --> 00:06:40.000]  連彈爾利的政治敵人
[00:06:40.000 --> 00:06:44.000]  都查不出他有什麼罪內
[00:06:44.000 --> 00:06:47.000]  因為他在他的工作崗位上
[00:06:47.000 --> 00:06:49.000]  忠於他肉身的主人
[00:06:49.000 --> 00:06:50.000]  辦事可靠
[00:06:50.000 --> 00:06:52.000]  沒有任何的失誤
[00:06:52.000 --> 00:06:56.000]  使別人可以去指責他
[00:06:56.000 --> 00:06:59.000]  這些刻意要找他毛病
[00:06:59.000 --> 00:07:01.000]  企圖傷害他的人
[00:07:01.000 --> 00:07:03.000]  反而成為了他是一個
[00:07:03.000 --> 00:07:06.000]  完全無過的人的見證
[00:07:06.000 --> 00:07:07.000]  這些人既然找不到
[00:07:07.000 --> 00:07:09.000]  彈爾利在政績上
[00:07:09.000 --> 00:07:11.000]  在工作上的把柄
[00:07:11.000 --> 00:07:12.000]  他們就說
[00:07:12.000 --> 00:07:14.000]  如果我們要控告彈爾利
[00:07:14.000 --> 00:07:17.000]  就只有在他神的律法中
[00:07:17.000 --> 00:07:19.000]  去找把柄
[00:07:19.000 --> 00:07:22.000]  就是說在彈爾利的神的律法
[00:07:22.000 --> 00:07:24.000]  和馬代波斯的律例
[00:07:24.000 --> 00:07:27.000]  有矛盾的地方去挑剔他
[00:07:27.000 --> 00:07:29.000]  這句都給我們看到
[00:07:29.000 --> 00:07:30.000]  他們都知道
[00:07:30.000 --> 00:07:32.000]  彈爾利是一個虔誠人
[00:07:32.000 --> 00:07:35.000]  一個謹守耶和華神的律法
[00:07:35.000 --> 00:07:37.000]  他們認知
[00:07:37.000 --> 00:07:39.000]  彈爾利在神的律法
[00:07:39.000 --> 00:07:42.000]  和人的律例有矛盾的時候
[00:07:42.000 --> 00:07:46.000]  他會選擇順從神不順從人
[00:07:46.000 --> 00:07:49.000]  當他神的原則律法
[00:07:49.000 --> 00:07:52.000]  和人的律例有矛盾的時候
[00:07:52.000 --> 00:07:55.000]  他會選擇順從神
[00:07:55.000 --> 00:07:57.000]  這成為他們向大理烏王
[00:07:57.000 --> 00:07:59.000]  控告他的根據
[00:07:59.000 --> 00:08:01.000]  所以這些總長
[00:08:01.000 --> 00:08:04.000]  總督紛紛聚集來見王說
[00:08:04.000 --> 00:08:07.000]  願大理烏王萬歲國中的總長
[00:08:07.000 --> 00:08:09.000]  陰差總督謀事巡撫
[00:08:09.000 --> 00:08:10.000]  彼此相宜
[00:08:10.000 --> 00:08:13.000]  要立一條堅定的禁令
[00:08:13.000 --> 00:08:15.000]  禁止什麼?
[00:08:15.000 --> 00:08:16.000]  禁止三十天之內
[00:08:16.000 --> 00:08:18.000]  無論任何人在王以外
[00:08:18.000 --> 00:08:20.000]  在大理烏王以外
[00:08:20.000 --> 00:08:22.000]  或向神或向人求什麼
[00:08:22.000 --> 00:08:26.000]  都必應在獅子坑中
[00:08:26.000 --> 00:08:28.000]  既然在現存的律例裡面
[00:08:28.000 --> 00:08:29.000]  找不到任何東西
[00:08:29.000 --> 00:08:32.000]  可以去指控彈爾利
[00:08:32.000 --> 00:08:35.000]  他們就請王立一條新的法例
[00:08:35.000 --> 00:08:37.000]  他們在玩弄
[00:08:37.000 --> 00:08:40.000]  或者利用王的虛榮心
[00:08:40.000 --> 00:08:42.000]  禁止國中任何人
[00:08:42.000 --> 00:08:44.000]  向大理烏王以外的神明
[00:08:44.000 --> 00:08:46.000]  或者人去求什麼
[00:08:46.000 --> 00:08:48.000]  是要製造一個假象
[00:08:48.000 --> 00:08:50.000]  覺得大理烏王是超乎
[00:08:50.000 --> 00:08:52.000]  所有的人所有的神
[00:08:52.000 --> 00:08:54.000]  而且指明
[00:08:54.000 --> 00:08:57.000]  為令的人必然是被處死
[00:08:57.000 --> 00:09:00.000]  而且是被獅子碎屍萬段
[00:09:00.000 --> 00:09:02.000]  為了避免大理烏王
[00:09:02.000 --> 00:09:04.000]  察覺他們的陰謀
[00:09:04.000 --> 00:09:05.000]  會回心轉意
[00:09:05.000 --> 00:09:07.000]  特別的要求
[00:09:07.000 --> 00:09:08.000]  王現在求你
[00:09:08.000 --> 00:09:09.000]  立這禁令
[00:09:09.000 --> 00:09:11.000]  加蓋玉璽
[00:09:11.000 --> 00:09:14.000]  使得禁令決不更改
[00:09:14.000 --> 00:09:16.000]  照馬黛和波斯人的例子
[00:09:16.000 --> 00:09:19.000]  是不更改不可更改的
[00:09:19.000 --> 00:09:21.000]  於是大理烏王
[00:09:21.000 --> 00:09:24.000]  立這禁令加蓋玉璽
[00:09:24.000 --> 00:09:26.000]  這班對大理烏王又害怕
[00:09:26.000 --> 00:09:28.000]  又妒忌的官員
[00:09:28.000 --> 00:09:31.000]  表面上是惡計得逞
[00:09:31.000 --> 00:09:34.000]  事實上他是營造了一個機會
[00:09:34.000 --> 00:09:36.000]  讓丹爾利和他的神
[00:09:36.000 --> 00:09:40.000]  更加受到大理烏王的尊重
[00:09:40.000 --> 00:09:44.000]  讓神恩著丹爾利的忠誠得冠耀
[00:09:44.000 --> 00:09:48.000]  使得丹爾利在人面前得尊榮
[00:09:48.000 --> 00:09:49.000]  在這個過程裏面
[00:09:49.000 --> 00:09:51.000]  我們看到那些全心不良
[00:09:51.000 --> 00:09:53.000]  要陷害丹爾利的人
[00:09:53.000 --> 00:09:57.000]  見證了他美好超然的靈性
[00:09:57.000 --> 00:09:58.000]  他對神的忠誠
[00:09:58.000 --> 00:10:05.000]  他表現出他高尚美善的品行
[00:10:05.000 --> 00:10:07.000]  對王的忠心
[00:10:07.000 --> 00:10:09.000]  這都是你和我的模範
[00:10:09.000 --> 00:10:12.000]  指示我們無論在什麼工作崗位
[00:10:12.000 --> 00:10:13.000]  和環境當中
[00:10:13.000 --> 00:10:16.000]  我們都可以做神的見證人
[00:10:16.000 --> 00:10:20.000]  我們都可以見證神已經更新了
[00:10:20.000 --> 00:10:24.000]  翻轉了我們這些尊崇他人的生命
[00:10:24.000 --> 00:10:28.000]  讓我們在很實際具體現實的生活當中
[00:10:28.000 --> 00:10:30.000]  每天的行為
[00:10:30.000 --> 00:10:33.000]  無論在任何的工作環境當中
[00:10:33.000 --> 00:10:38.000]  都可以去尊榮神
[00:10:38.000 --> 00:10:42.000]  丹爾利知道自己禁令蓋了玉璽
[00:10:42.000 --> 00:10:44.000]  成為不可以更改的法例
[00:10:44.000 --> 00:10:47.000]  但是他沒有驚慌失措
[00:10:47.000 --> 00:10:48.000]  他的反應是
[00:10:48.000 --> 00:10:49.000]  他就上自己家裏
[00:10:49.000 --> 00:10:52.000]  丹爾利樓頂上的房間
[00:10:52.000 --> 00:10:56.000]  這個房間的窗是朝著耶路撒冷開著的
[00:10:56.000 --> 00:10:59.000]  他一天三次相膝跪下
[00:10:59.000 --> 00:11:02.000]  在神面前禱告、稱謝
[00:11:02.000 --> 00:11:04.000]  像往日一樣
[00:11:04.000 --> 00:11:07.000]  但是你不是因為見到形勢不對
[00:11:07.000 --> 00:11:08.000]  有人要陷害他
[00:11:08.000 --> 00:11:11.000]  才來到神面前苦苦哀求
[00:11:11.000 --> 00:11:13.000]  來到神面前祈禱
[00:11:13.000 --> 00:11:17.000]  聖經說他是禱告感謝
[00:11:17.000 --> 00:11:19.000]  與掃上一樣
[00:11:19.000 --> 00:11:21.000]  表明他透過禱告
[00:11:21.000 --> 00:11:23.000]  天天與神相交
[00:11:23.000 --> 00:11:24.000]  有這個對話
[00:11:24.000 --> 00:11:27.000]  一方面向神傾訴
[00:11:27.000 --> 00:11:28.000]  另一方面
[00:11:28.000 --> 00:11:33.000]  他是在神面前聆聽尋求神的指引
[00:11:33.000 --> 00:11:35.000]  我們來到神面前禱告
[00:11:35.000 --> 00:11:37.000]  不只是像交帳
[00:11:37.000 --> 00:11:38.000]  說我有什麼需要
[00:11:38.000 --> 00:11:40.000]  帶到神面前求神去做
[00:11:40.000 --> 00:11:42.000]  我們也要在神面前聆聽
[00:11:42.000 --> 00:11:44.000]  神要怎樣回應
[00:11:44.000 --> 00:11:48.000]  神會怎樣帶領我們走過這些環境
[00:11:48.000 --> 00:11:52.000]  但是你過去幾十年
[00:11:52.000 --> 00:11:54.000]  都是每天三次向神
[00:11:54.000 --> 00:11:57.000]  知取智慧和力量
[00:11:57.000 --> 00:11:59.000]  處理他在工作、生活中
[00:11:59.000 --> 00:12:01.000]  一切的問題
[00:12:01.000 --> 00:12:03.000]  他一直以來信靠神
[00:12:03.000 --> 00:12:06.000]  他經歷了神信實無變的
[00:12:06.000 --> 00:12:08.000]  看顧和引導
[00:12:08.000 --> 00:12:10.000]  兼顧了他的信心
[00:12:10.000 --> 00:12:13.000]  當他面對敵人的謀害
[00:12:13.000 --> 00:12:18.000]  他仍然坦然的向神發出感謝
[00:12:18.000 --> 00:12:21.000]  他深信神會像過去一樣
[00:12:21.000 --> 00:12:23.000]  保守他不失
[00:12:23.000 --> 00:12:25.000]  就預先感謝神
[00:12:25.000 --> 00:12:29.000]  安然的接受神對他生命的安排
[00:12:29.000 --> 00:12:31.000]  但是你在他家裡
[00:12:31.000 --> 00:12:33.000]  有一個房間特別
[00:12:33.000 --> 00:12:35.000]  他在那裡祈禱的房間
[00:12:35.000 --> 00:12:37.000]  而且房間的窗
[00:12:37.000 --> 00:12:39.000]  是朝著耶路撒冷開著
[00:12:39.000 --> 00:12:42.000]  本哥說他是深深的了解
[00:12:42.000 --> 00:12:44.000]  所羅門王當他獻
[00:12:44.000 --> 00:12:46.000]  在耶路撒冷所造的
[00:12:46.000 --> 00:12:48.000]  聖跪臣造的聖殿的時候
[00:12:48.000 --> 00:12:51.000]  向神所發出的呼籲
[00:12:51.000 --> 00:12:52.000]  所羅門王說
[00:12:52.000 --> 00:12:54.000]  你的民就是神的子民
[00:12:54.000 --> 00:12:56.000]  若得罪你
[00:12:56.000 --> 00:12:57.000]  你向他們發怒
[00:12:57.000 --> 00:12:59.000]  將他們交給仇敵
[00:12:59.000 --> 00:13:01.000]  老到或遠或近之地
[00:13:01.000 --> 00:13:03.000]  正正是丹尼里和猶太人
[00:13:03.000 --> 00:13:05.000]  當時所面對的
[00:13:05.000 --> 00:13:07.000]  因為他們的博弈比神
[00:13:07.000 --> 00:13:10.000]  容讓他們被擄去到巴比倫
[00:13:10.000 --> 00:13:12.000]  他們如若在老到之地
[00:13:12.000 --> 00:13:14.000]  想起罪來回心轉意
[00:13:14.000 --> 00:13:15.000]  懇求你說
[00:13:15.000 --> 00:13:16.000]  我們有罪
[00:13:16.000 --> 00:13:17.000]  你我們背譯
[00:13:17.000 --> 00:13:19.000]  你我們作惡了
[00:13:19.000 --> 00:13:20.000]  他們如若在老到之地
[00:13:20.000 --> 00:13:23.000]  盡心盡性歸服你
[00:13:23.000 --> 00:13:24.000]  又向自己的地
[00:13:24.000 --> 00:13:26.000]  就是你所
[00:13:26.000 --> 00:13:27.000]  你賜給他們
[00:13:27.000 --> 00:13:28.000]  就是神賜給他們
[00:13:28.000 --> 00:13:29.000]  列祖之地
[00:13:29.000 --> 00:13:31.000]  和你所選擇的聖
[00:13:31.000 --> 00:13:35.000]  並我為李明所建造的殿禱告
[00:13:35.000 --> 00:13:37.000]  就是當他們去迴轉
[00:13:37.000 --> 00:13:39.000]  認罪悔改
[00:13:39.000 --> 00:13:40.000]  歸向神
[00:13:40.000 --> 00:13:43.000]  向著耶路撒冷聖殿禱告的時候
[00:13:43.000 --> 00:13:46.000]  求你從天上你的居所
[00:13:46.000 --> 00:13:48.000]  垂聽李明的禱告祈求
[00:13:48.000 --> 00:13:50.000]  為他們信仰
[00:13:50.000 --> 00:13:53.000]  赦免他們的過犯
[00:13:53.000 --> 00:13:57.000]  遭受亡國被擄的丹尼里
[00:13:57.000 --> 00:13:58.000]  多年以來
[00:13:58.000 --> 00:14:02.000]  一天三次跪在神面前
[00:14:02.000 --> 00:14:04.000]  祈求神垂聽這位
[00:14:04.000 --> 00:14:07.000]  迴轉歸向神的選民的禱告
[00:14:07.000 --> 00:14:09.000]  赦免以色列的罪
[00:14:09.000 --> 00:14:12.000]  使他們可以歸回本國
[00:14:12.000 --> 00:14:15.000]  雖然巴比倫已經滅亡
[00:14:15.000 --> 00:14:16.000]  這件事還未成就
[00:14:16.000 --> 00:14:19.000]  但李強沒有灰心過
[00:14:19.000 --> 00:14:21.000]  他依然有規律地
[00:14:21.000 --> 00:14:23.000]  每天三次禱告
[00:14:23.000 --> 00:14:26.000]  因為他深信神會拯救
[00:14:26.000 --> 00:14:28.000]  信靠神的人
[00:14:28.000 --> 00:14:30.000]  所以他沒有
[00:14:30.000 --> 00:14:32.000]  在知道這個新的禁令之後
[00:14:32.000 --> 00:14:34.000]  就停止禱告
[00:14:34.000 --> 00:14:38.000]  或者暫時停下三十天避一避風頭
[00:14:38.000 --> 00:14:40.000]  也沒有躲在暗處
[00:14:40.000 --> 00:14:41.000]  暗中去禱告
[00:14:41.000 --> 00:14:43.000]  怕被人看見
[00:14:43.000 --> 00:14:46.000]  他不是刻意去挑釁這個皇帝
[00:14:46.000 --> 00:14:48.000]  去招惹王的憤怒
[00:14:48.000 --> 00:14:51.000]  只是他不因別人的威嚇
[00:14:51.000 --> 00:14:54.000]  就放棄他的屬靈操練
[00:14:54.000 --> 00:14:57.000]  那些要找丹尼里把柄的人
[00:14:57.000 --> 00:15:00.000]  早就知道他有這個操練
[00:15:00.000 --> 00:15:03.000]  所以這些人商約前來
[00:15:03.000 --> 00:15:06.000]  看見丹尼里在他的神面前
[00:15:06.000 --> 00:15:08.000]  祈禱懇求
[00:15:08.000 --> 00:15:10.000]  他們早就知道會看到他
[00:15:10.000 --> 00:15:13.000]  早就知道會抓到他做這樣的事情
[00:15:13.000 --> 00:15:17.000]  他們既然找到可以控告丹尼里的罪證
[00:15:17.000 --> 00:15:20.000]  他們就進到往前提王的禁令
[00:15:20.000 --> 00:15:24.000]  王三十日內不拘何人
[00:15:24.000 --> 00:15:27.000]  若在王以外或向神或向人求什麼
[00:15:27.000 --> 00:15:30.000]  必備應在斯字坑中
[00:15:30.000 --> 00:15:34.000]  王不是在者禁令上加上玉璽
[00:15:34.000 --> 00:15:39.000]  但李烏對他們這些惡計還未知情
[00:15:39.000 --> 00:15:43.000]  所以他就很矇成成的回答說
[00:15:43.000 --> 00:15:45.000]  實在有這件事
[00:15:45.000 --> 00:15:48.000]  照馬大和波斯人的例子是不可以更改的
[00:15:48.000 --> 00:15:52.000]  這些人就一起起來攻擊丹尼里
[00:15:52.000 --> 00:15:54.000]  他們對王說
[00:15:54.000 --> 00:15:58.000]  王啊!那被老之猶大人中的丹尼里
[00:15:58.000 --> 00:16:00.000]  不理你
[00:16:00.000 --> 00:16:01.000]  不當你是什麼東西
[00:16:01.000 --> 00:16:03.000]  不當你是皇帝
[00:16:03.000 --> 00:16:06.000]  也不遵你蓋了玉璽的禁令
[00:16:06.000 --> 00:16:09.000]  竟然一天三次祈禱
[00:16:09.000 --> 00:16:10.000]  首先他們指出
[00:16:10.000 --> 00:16:13.000]  丹尼里不是馬大和波斯人
[00:16:13.000 --> 00:16:16.000]  他乃是被巴比倫奴隸的猶大人
[00:16:16.000 --> 00:16:19.000]  而且在前朝就已經做過官
[00:16:19.000 --> 00:16:21.000]  是服侍巴比倫王
[00:16:21.000 --> 00:16:23.000]  暗示他不是效忠你
[00:16:23.000 --> 00:16:26.000]  他不是效忠馬大王朝
[00:16:26.000 --> 00:16:28.000]  接著就直接指責
[00:16:28.000 --> 00:16:29.000]  丹尼里不尊重你
[00:16:29.000 --> 00:16:33.000]  不以你所遷蓋的禁令為介意
[00:16:33.000 --> 00:16:35.000]  當你無道
[00:16:35.000 --> 00:16:37.000]  他們控告的證據就是
[00:16:37.000 --> 00:16:40.000]  丹尼里一天三次祈禱
[00:16:40.000 --> 00:16:43.000]  而祈禱的對象是猶太人的神
[00:16:43.000 --> 00:16:47.000]  完全不理在大理屋之外
[00:16:47.000 --> 00:16:50.000]  不可以向神或者人求什麼禁令
[00:16:50.000 --> 00:16:52.000]  言下之意
[00:16:52.000 --> 00:16:54.000]  你一定要依法懲治他
[00:16:54.000 --> 00:16:58.000]  來維護你王權的威信
[00:16:58.000 --> 00:17:02.000]  但狸狐王並不是這樣想
[00:17:02.000 --> 00:17:04.000]  他沒有因為這些殘言
[00:17:04.000 --> 00:17:08.000]  就定丹尼里對王不忠的罪
[00:17:08.000 --> 00:17:10.000]  王聽見者說
[00:17:10.000 --> 00:17:13.000]  咒心仇犯
[00:17:13.000 --> 00:17:16.000]  他不是生氣
[00:17:16.000 --> 00:17:18.000]  有丹尼里這樣去頂撞他
[00:17:18.000 --> 00:17:20.000]  他是仇犯
[00:17:20.000 --> 00:17:22.000]  一心要救丹尼里
[00:17:22.000 --> 00:17:26.000]  籌劃要解救他直到日落的時候
[00:17:26.000 --> 00:17:30.000]  他仇的是丹尼里被陷害
[00:17:30.000 --> 00:17:32.000]  面臨殺身之禍
[00:17:32.000 --> 00:17:34.000]  他犯的是自己
[00:17:34.000 --> 00:17:38.000]  竟然猛成成被中了這幫人的詭計
[00:17:38.000 --> 00:17:40.000]  墮入他們的圈套
[00:17:40.000 --> 00:17:42.000]  以致他所重用的宗僕
[00:17:42.000 --> 00:17:46.000]  陷在困境面臨喪命的危機
[00:17:46.000 --> 00:17:49.000]  所以他定義要搭救丹尼里
[00:17:49.000 --> 00:17:52.000]  但是想來想去想到日落
[00:17:52.000 --> 00:17:55.000]  整天都找不到一條出路
[00:17:55.000 --> 00:17:58.000]  那幫要致丹尼里於死地的人
[00:17:58.000 --> 00:18:01.000]  見到王遲遲都沒有施行刑罰
[00:18:01.000 --> 00:18:03.000]  就咄咄逼人的
[00:18:03.000 --> 00:18:05.000]  再來對王說
[00:18:05.000 --> 00:18:08.000]  王阿當知道馬代人和波斯人有禮
[00:18:08.000 --> 00:18:13.000]  犯王所立的禁令和律例都不可更改
[00:18:13.000 --> 00:18:15.000]  就是說根據他們的條例
[00:18:15.000 --> 00:18:18.000]  王明一旦加了這個玉璽
[00:18:18.000 --> 00:18:21.000]  連王自己都不可以更改
[00:18:21.000 --> 00:18:23.000]  連王自己都不可以說
[00:18:23.000 --> 00:18:25.000]  我現在想過不願意了
[00:18:25.000 --> 00:18:27.000]  你還是要去做
[00:18:27.000 --> 00:18:29.000]  但是你迫不得已
[00:18:29.000 --> 00:18:33.000]  王下令人就把丹尼里帶來
[00:18:33.000 --> 00:18:36.000]  應在獅子坑中
[00:18:36.000 --> 00:18:39.000]  丹尼里被帶到這些人的面前
[00:18:39.000 --> 00:18:40.000]  沒有任何的反抗
[00:18:40.000 --> 00:18:42.000]  沒有向皇帝上訴
[00:18:42.000 --> 00:18:45.000]  也都沒有為自己申辯
[00:18:45.000 --> 00:18:50.000]  因為他定義他不在他的神意外
[00:18:50.000 --> 00:18:53.000]  向任何人任何神求什麼
[00:18:53.000 --> 00:18:57.000]  他不會在他自己的神意外
[00:18:57.000 --> 00:19:00.000]  向任何神任何人求什麼
