
[00:00:00.000 --> 00:00:02.560]  當時發生了什麼事呢?就是太平洋戰爭
[00:03:05.060 --> 00:03:08.440]  表示爲了忠誠 爲了榮譽
[00:03:08.440 --> 00:03:10.680]  他們的決心犧牲
[00:03:10.680 --> 00:03:16.420]  在二次大戰結束的時候
[00:03:17.000 --> 00:03:18.960]  神風特擊隊的隊員
[00:03:18.960 --> 00:03:23.640]  有超過四千個是白白地犧牲
[00:03:23.640 --> 00:03:26.440]  他們的靈位
[00:03:26.440 --> 00:03:29.940]  雖然仍然在鄭國成社裏面供奉
[00:03:29.940 --> 00:03:31.880]  但是時至今日
[00:03:31.880 --> 00:03:35.460]  他們的信念 他們的犧牲
[00:03:35.460 --> 00:03:39.040]  其實漸漸走到很大的質疑和否定
[00:03:39.040 --> 00:03:42.380]  七十年過去
[00:03:42.380 --> 00:03:46.500]  BBC的記者訪問了日本新一代的年輕人
[00:03:47.720 --> 00:03:53.760]  問他們怎麼看當年的自殺式的行動
[00:03:53.760 --> 00:03:56.580]  有三分之一的人認爲
[00:03:56.580 --> 00:03:57.980]  應容
[00:03:57.980 --> 00:04:00.760]  有三分之二的人認爲
[00:04:00.760 --> 00:04:03.220]  不合理 愚蠢
[00:04:03.220 --> 00:04:05.680]  其實講真
[00:04:05.680 --> 00:04:08.420]  這些隊員都是戰爭的受害者
[00:04:08.420 --> 00:04:12.960]  他們有些被自己的信念所欺騙
[00:04:12.960 --> 00:04:16.080]  有些被國家欺騙
[00:04:16.760 --> 00:04:18.480]  2013年
[00:04:18.480 --> 00:04:21.560]  一位前特工隊的隊員
[00:04:21.560 --> 00:04:24.880]  81歲的 彬源松善
[00:04:24.880 --> 00:04:28.100]  他回憶當時的情景
[00:04:28.100 --> 00:04:29.420]  他怎麼說呢
[00:04:29.420 --> 00:04:32.580]  他說事情已經過去了這麼多年
[00:04:32.580 --> 00:04:37.820]  但是神風特工隊在日本國內一直被美化
[00:04:37.820 --> 00:04:41.640]  當年執行自殺式的飛行任務
[00:04:41.640 --> 00:04:44.580]  說是爲天皇而死的說法
[00:04:45.180 --> 00:04:47.320]  完全是誤導我們
[00:04:47.320 --> 00:04:53.300]  當年他在出發
[00:04:53.300 --> 00:04:56.460]  執行最後一次的飛行任務之前
[00:04:56.460 --> 00:04:58.200]  他寫了一封遺書給他媽媽
[00:04:58.200 --> 00:04:59.720]  是這麼說的
[00:04:59.720 --> 00:05:00.880]  他說 媽媽
[00:05:00.880 --> 00:05:03.120]  這將是最後的遺言
[00:05:03.120 --> 00:05:06.400]  我是受國家所欺騙去送死
[00:05:06.400 --> 00:05:11.020]  當我們翻查歷史檔案
[00:05:11.400 --> 00:05:15.420]  當年很多隊員寫給自己的家人的遺書
[00:05:15.420 --> 00:05:17.040]  有些是這樣寫的
[00:05:17.040 --> 00:05:19.740]  用括弧寫着一句
[00:05:19.740 --> 00:05:21.740]  至少我們是英雄
[00:05:21.740 --> 00:05:25.400]  他說 我們拼命地用這個信念
[00:05:25.400 --> 00:05:26.820]  去欺騙自己
[00:05:26.820 --> 00:05:30.180]  也有人說
[00:05:30.180 --> 00:05:34.700]  我並不是自己打算爲天皇而死
[00:05:34.700 --> 00:05:37.240]  有人替我做了這些決定
[00:05:37.240 --> 00:05:39.060]  多慘
[00:05:39.500 --> 00:05:44.060]  也有人說 很多人認爲我們自願爲天皇而死
[00:05:44.060 --> 00:05:47.820]  事實上 我們是被命令就是魔祖
[00:05:47.820 --> 00:05:50.200]  而且無法逃避
[00:05:50.200 --> 00:05:53.040]  因爲壓力實在太大
[00:05:53.040 --> 00:05:56.220]  其實最可憐的
[00:05:56.220 --> 00:05:58.040]  最遺憾的
[00:05:58.040 --> 00:06:02.240]  他們對天皇的服從和犧牲
[00:06:02.240 --> 00:06:05.100]  換來的不是人間的和平
[00:06:05.100 --> 00:06:07.180]  不是人的幸福
[00:06:07.500 --> 00:06:10.120]  而是帶來更加大的傷亡
[00:06:10.120 --> 00:06:13.820]  毀滅和眼淚
[00:06:13.820 --> 00:06:16.420]  令無數的家庭
[00:06:16.420 --> 00:06:18.420]  包括他們自己的家人
[00:06:18.420 --> 00:06:20.600]  失去了至親
[00:06:20.600 --> 00:06:24.160]  今天 母親節的前夕
[00:06:24.160 --> 00:06:27.340]  我們看《顱加福音》記載
[00:06:27.340 --> 00:06:29.940]  耶穌母親瑪利亞的事的時候
[00:06:29.940 --> 00:06:35.120]  其實都是一個關於信和信服的故事
[00:06:35.120 --> 00:06:37.180]  所不同的是
[00:06:37.520 --> 00:06:39.060]  瑪利亞所相信的
[00:06:39.060 --> 00:06:41.060]  他所服從的
[00:06:41.060 --> 00:06:44.060]  不是一個欺騙人 帶來毀滅的天皇
[00:06:44.060 --> 00:06:49.060]  而是一個信實 又沒有大能的上帝
[00:06:49.060 --> 00:06:55.100]  瑪利亞的服從不僅不會令他後悔 不會令他遺憾
[00:06:55.100 --> 00:06:59.400]  反而他蒙受了極大的福氣
[00:06:59.400 --> 00:07:04.920]  也爲人類帶來了極大的盼望和福祉
[00:07:05.520 --> 00:07:07.520]  這就是我們今天要看的經文
[00:07:07.520 --> 00:07:10.480]  顱加福音一章
[00:07:10.480 --> 00:07:12.480]  由二十六到五十五節
[00:07:12.480 --> 00:07:17.220]  經文一落筆的時候挺有趣的
[00:07:17.220 --> 00:07:19.960]  到第六個月
[00:07:19.960 --> 00:07:21.460]  我們搖頭一圈
[00:07:21.460 --> 00:07:23.460]  第六個月是什麼呢?
[00:07:23.460 --> 00:07:29.460]  上文是說天使向祭司撒加利亞的預言
[00:07:30.420 --> 00:07:35.520]  告訴祂不辱的妻子伊麗莎白要懷孕
[00:07:35.520 --> 00:07:39.020]  撒加利亞不信 就變成了瓦巴
[00:07:39.020 --> 00:07:44.920]  這裏說到第六個月就是下面第三十六節所說的
[00:07:44.920 --> 00:07:47.920]  就是伊麗莎白懷孕六個月的時候
[00:07:47.920 --> 00:07:55.420]  天使加巴列奉命傳達神的信息
[00:07:55.420 --> 00:07:58.420]  二十七節可能也有人奇怪
[00:07:59.420 --> 00:08:03.420]  說童女許配給了約瑟
[00:08:03.420 --> 00:08:07.420]  究竟是童女還是許配給了人呢?
[00:08:07.420 --> 00:08:10.420]  根據猶太人的婚姻習俗
[00:08:10.420 --> 00:08:14.420]  許配是已經正式有婚約
[00:08:14.420 --> 00:08:16.420]  但是還沒過門
[00:08:16.420 --> 00:08:18.420]  還沒到房間的階段
[00:08:18.420 --> 00:08:22.420]  在法律上是正式有婚姻關係
[00:08:22.420 --> 00:08:28.420]  在這個階段新娘要保護自己的貞潔
[00:08:29.420 --> 00:08:31.420]  要潔淨自己的身體
[00:08:31.420 --> 00:08:33.420]  要蒙上面紗
[00:08:33.420 --> 00:08:34.420]  一心一意的
[00:08:34.420 --> 00:08:37.420]  去等待新郎來迎娶
[00:08:37.420 --> 00:08:39.420]  就在這個時候
[00:08:39.420 --> 00:08:42.420]  天使就進去對瑪利亞說
[00:08:42.420 --> 00:08:44.420]  那他說什麼呢?
[00:08:44.420 --> 00:08:47.420]  一句是問安的說話
[00:08:47.420 --> 00:08:49.420]  蒙大恩的女子你好
[00:08:49.420 --> 00:08:51.420]  主華你同在
[00:08:51.420 --> 00:08:53.420]  這是一個問安
[00:08:53.420 --> 00:08:56.420]  但是瑪利亞的反應是什麼呢?
[00:08:57.420 --> 00:08:59.420]  不安
[00:08:59.420 --> 00:09:00.420]  很奇怪
[00:09:00.420 --> 00:09:02.420]  驚慌
[00:09:02.420 --> 00:09:04.420]  我不知道加伯利奧什麼形態出現
[00:09:04.420 --> 00:09:06.420]  會不會嚇到她
[00:09:06.420 --> 00:09:11.420]  但是瑪利亞顯然不是因爲看到天使突然出現而驚慌
[00:09:11.420 --> 00:09:13.420]  第29節
[00:09:13.420 --> 00:09:14.420]  瑪利亞是什麼呢?
[00:09:14.420 --> 00:09:16.420]  因者華而驚慌
[00:09:16.420 --> 00:09:20.420]  瑪利亞只是一個拿撒勒
[00:09:20.420 --> 00:09:22.420]  窮鄉僻壤的一個小女子
[00:09:22.420 --> 00:09:26.420]  她在下面48節都說自己卑微
[00:09:27.420 --> 00:09:30.420]  現在被稱爲什麼呢?
[00:09:30.420 --> 00:09:32.420]  蒙大恩的女子
[00:09:32.420 --> 00:09:34.420]  就很不尋常
[00:09:34.420 --> 00:09:38.420]  蒙恩在舊約裏
[00:09:38.420 --> 00:09:41.420]  往往是用在神特別的揀選
[00:09:41.420 --> 00:09:44.420]  和特別的眷顧
[00:09:44.420 --> 00:09:47.420]  其實瑪利亞不是無知的少女
[00:09:47.420 --> 00:09:49.420]  她意識到
[00:09:49.420 --> 00:09:52.420]  有不尋常的東西淋到她身上
[00:09:52.420 --> 00:09:53.420]  第30節
[00:09:53.420 --> 00:09:54.420]  天使對她說什麼呢?
[00:09:54.420 --> 00:09:56.420]  瑪利亞不用怕
[00:09:56.420 --> 00:09:58.420]  你在神面前已經蒙恩了
[00:09:58.420 --> 00:10:00.420]  第二次說蒙恩
[00:10:00.420 --> 00:10:02.420]  而且說已經蒙恩
[00:10:02.420 --> 00:10:05.420]  已經是什麼意思呢?
[00:10:05.420 --> 00:10:06.420]  就是說
[00:10:06.420 --> 00:10:08.420]  神一早安排好
[00:10:08.420 --> 00:10:11.420]  是出於神的心意和計劃
[00:10:11.420 --> 00:10:13.420]  那究竟
[00:10:13.420 --> 00:10:15.420]  瑪利亞蒙什麼恩呢?
[00:10:15.420 --> 00:10:17.420]  天使接着
[00:10:17.420 --> 00:10:20.420]  就宣告一個很震撼性的消息
[00:10:20.420 --> 00:10:25.420]  原來這個恩典是關乎神的永恆計劃
[00:10:25.420 --> 00:10:27.420]  這個計劃就是
[00:10:27.420 --> 00:10:30.420]  神的兒子要來到這個世界
[00:10:30.420 --> 00:10:32.420]  不僅如此
[00:10:32.420 --> 00:10:37.420]  而瑪利亞也面對一個非常沉重的非常任務
[00:10:37.420 --> 00:10:40.420]  瑪利亞的任務是什麼呢?
[00:10:40.420 --> 00:10:42.420]  就是她要懷孕生子
[00:10:42.420 --> 00:10:44.420]  是要將這個至高者
[00:10:44.420 --> 00:10:46.420]  真神的兒子
[00:10:46.420 --> 00:10:48.420]  生出來
[00:10:48.420 --> 00:10:50.420]  而且
[00:10:50.420 --> 00:10:52.420]  這個任務
[00:10:52.420 --> 00:10:54.420]  是指令非常清楚的
[00:10:54.420 --> 00:10:56.420]  連神的兒子的名字也有
[00:10:56.420 --> 00:10:58.420]  叫耶穌
[00:10:58.420 --> 00:11:00.420]  耶穌希伯來文就是約書亞
[00:11:00.420 --> 00:11:01.420]  意思就是
[00:11:01.420 --> 00:11:03.420]  耶穌說是請救
[00:11:03.420 --> 00:11:06.420]  第32到33節的時候
[00:11:06.420 --> 00:11:08.420]  這兩節
[00:11:08.420 --> 00:11:10.420]  說的話
[00:11:10.420 --> 00:11:12.420]  我不知道
[00:11:12.420 --> 00:11:14.420]  作爲一個
[00:11:14.420 --> 00:11:16.420]  小女子
[00:11:16.420 --> 00:11:18.420]  一個鄉村少女
[00:11:18.420 --> 00:11:20.420]  她明白嗎?
[00:11:20.420 --> 00:11:21.420]  但是
[00:11:21.420 --> 00:11:23.420]  裏面所說的將要爲大
[00:11:23.420 --> 00:11:25.420]  國位
[00:11:25.420 --> 00:11:27.420]  神的兒子
[00:11:27.420 --> 00:11:29.420]  國度無窮盡這些用詞
[00:11:29.420 --> 00:11:31.420]  其實都會令人聯想到
[00:11:31.420 --> 00:11:33.420]  《撒慕爾記》7-16章
[00:11:33.420 --> 00:11:36.420]  對於大衛的描述
[00:11:36.420 --> 00:11:38.420]  其實天使
[00:11:38.420 --> 00:11:40.420]  想說些什麼呢?
[00:11:40.420 --> 00:11:42.420]  天使的意思就是
[00:11:42.420 --> 00:11:44.420]  要讓人看到一件事
[00:11:44.420 --> 00:11:46.420]  耶穌
[00:11:46.420 --> 00:11:48.420]  就是聖經所說的
[00:11:48.420 --> 00:11:50.420]  末世的時候
[00:11:50.420 --> 00:11:52.420]  大衛家裏面要出個君王
[00:11:52.420 --> 00:11:54.420]  亦都清楚說明了
[00:11:54.420 --> 00:11:56.420]  耶穌基督的身份
[00:11:56.420 --> 00:11:58.420]  祂的工作
[00:11:58.420 --> 00:12:00.420]  祂的地位
[00:12:00.420 --> 00:12:02.420]  瑪利亞時代
[00:12:02.420 --> 00:12:04.420]  明瞭多少我們不知道
[00:12:04.420 --> 00:12:06.420]  不過一句話一定明白的是什麼
[00:12:06.420 --> 00:12:08.420]  未婚懷孕
[00:12:08.420 --> 00:12:10.420]  這件事
[00:12:10.420 --> 00:12:12.420]  懷孕生子
[00:12:12.420 --> 00:12:14.420]  是非同小可
[00:12:14.420 --> 00:12:16.420]  而且
[00:12:16.420 --> 00:12:20.420]  後果是不能夠承擔的
[00:12:20.420 --> 00:12:22.420]  既然天使
[00:12:22.420 --> 00:12:24.420]  兩次懷孕
[00:12:24.420 --> 00:12:26.420]  這個恩典
[00:12:26.420 --> 00:12:28.420]  卻是爲他
[00:12:28.420 --> 00:12:30.420]  可以帶來極大的災難
[00:12:30.420 --> 00:12:32.420]  甚至
[00:12:32.420 --> 00:12:34.420]  可以摧毀他一切
[00:12:34.420 --> 00:12:36.420]  首先我們看看
[00:12:36.420 --> 00:12:38.420]  這件事
[00:12:38.420 --> 00:12:40.420]  不單是瑪利亞自己的事
[00:12:40.420 --> 00:12:42.420]  亦都牽涉到約瑟
[00:12:42.420 --> 00:12:44.420]  是兩個家族的事
[00:12:44.420 --> 00:12:46.420]  如果他未婚懷孕
[00:12:46.420 --> 00:12:48.420]  他即刻會連婚都結不成
[00:12:48.420 --> 00:12:50.420]  是不是
[00:12:50.420 --> 00:12:52.420]  你想想
[00:12:52.420 --> 00:12:54.420]  約瑟可以不愛他
[00:12:54.420 --> 00:12:56.420]  事實上
[00:12:56.420 --> 00:12:58.420]  約瑟真的想過這樣做
[00:12:58.420 --> 00:13:00.420]  在
[00:13:00.420 --> 00:13:02.420]  《馬達福音》一章
[00:13:02.420 --> 00:13:08.420]  當約瑟知道
[00:13:08.420 --> 00:13:12.420]  未婚懷孕
[00:13:12.420 --> 00:13:14.420]  他是想
[00:13:14.420 --> 00:13:16.420]  暗暗地幽了
[00:13:16.420 --> 00:13:18.420]  瑪利亞
[00:13:18.420 --> 00:13:20.420]  當然
[00:13:20.420 --> 00:13:22.420]  當時他不知道是什麼事
[00:13:22.420 --> 00:13:24.420]  天使好像還沒有跟他說
[00:13:24.420 --> 00:13:26.420]  其實
[00:13:26.420 --> 00:13:28.420]  瑪利亞的幸福
[00:13:28.420 --> 00:13:30.420]  是會斷送的
[00:13:30.420 --> 00:13:32.420]  更加嚴重的就是
[00:13:32.420 --> 00:13:34.420]  未婚懷孕
[00:13:34.420 --> 00:13:36.420]  是淫亂的證據
[00:13:36.420 --> 00:13:38.420]  是死罪
[00:13:38.420 --> 00:13:40.420]  在舊約的律法
[00:13:40.420 --> 00:13:42.420]  如果女子
[00:13:42.420 --> 00:13:44.420]  會有政見的憑據
[00:13:44.420 --> 00:13:46.420]  就會怎樣
[00:13:46.420 --> 00:13:48.420]  她會面對一個石型
[00:13:48.420 --> 00:13:50.420]  是被石頭打死
[00:13:50.420 --> 00:13:52.420]  淫亂的人
[00:13:52.420 --> 00:13:54.420]  要在以色列民宗被剪除
[00:13:54.420 --> 00:13:56.420]  其實
[00:13:56.420 --> 00:13:58.420]  拾回一條命的話
[00:13:58.420 --> 00:14:00.420]  如果這麼幸運
[00:14:00.420 --> 00:14:02.420]  沒有被處死
[00:14:02.420 --> 00:14:04.420]  他一生都不會好過
[00:14:04.420 --> 00:14:08.420]  到耶穌長大之後
[00:14:08.420 --> 00:14:12.420]  耶穌都被人說什麼
[00:14:12.420 --> 00:14:14.420]  由淫亂所生
[00:14:14.420 --> 00:14:16.420]  他和耶穌
[00:14:16.420 --> 00:14:18.420]  猶太人和耶穌
[00:14:18.420 --> 00:14:20.420]  吵架
[00:14:20.420 --> 00:14:22.420]  他們對耶穌說
[00:14:22.420 --> 00:14:24.420]  我們不是從淫亂生的
[00:14:24.420 --> 00:14:26.420]  然後他們說我不跟你
[00:14:26.420 --> 00:14:28.420]  我們只有一個父
[00:14:28.420 --> 00:14:30.420]  就是上帝
[00:14:30.420 --> 00:14:34.420]  其實
[00:14:34.420 --> 00:14:36.420]  瑪利亞
[00:14:36.420 --> 00:14:38.420]  面對這個非常任務
[00:14:38.420 --> 00:14:40.420]  他付出的代價
[00:14:40.420 --> 00:14:42.420]  是很難想像
[00:14:42.420 --> 00:14:46.420]  既然後果那麼可怕
[00:14:46.420 --> 00:14:48.420]  瑪利亞大義條道
[00:14:48.420 --> 00:14:50.420]  你和詩詩說我是什麼呢
[00:14:50.420 --> 00:14:52.420]  何必偏偏選中我是什麼呢
[00:14:52.420 --> 00:14:54.420]  讓我想想
[00:14:54.420 --> 00:14:56.420]  給點時間我
[00:14:56.420 --> 00:14:58.420]  我和弱勢商量下
[00:14:58.420 --> 00:15:00.420]  都很合理
[00:15:00.420 --> 00:15:02.420]  但瑪利亞不是這樣說
[00:15:02.420 --> 00:15:04.420]  第34節
[00:15:04.420 --> 00:15:06.420]  他問
[00:15:06.420 --> 00:15:08.420]  我沒有出嫁
[00:15:08.420 --> 00:15:10.420]  怎麼會有這件事
[00:15:10.420 --> 00:15:12.420]  他只是不明白
[00:15:12.420 --> 00:15:16.420]  因爲未婚埋孕
[00:15:16.420 --> 00:15:18.420]  是違反常理
[00:15:18.420 --> 00:15:20.420]  未洞房就有BB
[00:15:20.420 --> 00:15:22.420]  理性上
[00:15:22.420 --> 00:15:24.420]  是通過不了
[00:15:24.420 --> 00:15:26.420]  還有
[00:15:26.420 --> 00:15:28.420]  是違反法律和道德
[00:15:28.420 --> 00:15:30.420]  剛纔說過
[00:15:30.420 --> 00:15:32.420]  提出問題
[00:15:32.420 --> 00:15:34.420]  就等於不相信
[00:15:34.420 --> 00:15:36.420]  一會兒我們會提這件事
[00:15:36.420 --> 00:15:38.420]  天使很明白
[00:15:38.420 --> 00:15:40.420]  瑪利亞的心
[00:15:40.420 --> 00:15:42.420]  只要他又害怕又不明白
[00:15:42.420 --> 00:15:44.420]  第35節
[00:15:44.420 --> 00:15:46.420]  天使說
[00:15:46.420 --> 00:15:48.420]  聖靈要臨到你的身上
[00:15:48.420 --> 00:15:50.420]  即是說
[00:15:50.420 --> 00:15:52.420]  神的靈會親自和你同在
[00:15:52.420 --> 00:15:54.420]  臨到你的身上
[00:15:54.420 --> 00:15:56.420]  很清楚的
[00:15:56.420 --> 00:15:58.420]  是爲你的
[00:15:58.420 --> 00:16:00.420]  至高者能要隱蔽
[00:16:00.420 --> 00:16:02.420]  即是說
[00:16:02.420 --> 00:16:04.420]  至高者會親自
[00:16:04.420 --> 00:16:06.420]  保護你
[00:16:06.420 --> 00:16:10.420]  這就是神對他的
[00:16:10.420 --> 00:16:12.420]  應許和保證
[00:16:12.420 --> 00:16:14.420]  而且說
[00:16:14.420 --> 00:16:16.420]  這個要出生的作王
[00:16:16.420 --> 00:16:18.420]  聖者
[00:16:18.420 --> 00:16:20.420]  要稱爲神的兒子
[00:16:20.420 --> 00:16:24.420]  既然這是神的兒子
[00:16:24.420 --> 00:16:26.420]  這件事
[00:16:26.420 --> 00:16:28.420]  就不能夠將他
[00:16:28.420 --> 00:16:30.420]  強行塞入人間的法律
[00:16:30.420 --> 00:16:32.420]  道德的框框
[00:16:32.420 --> 00:16:34.420]  這個是不可思議的
[00:16:34.420 --> 00:16:36.420]  但沒錯
[00:16:36.420 --> 00:16:38.420]  未婚
[00:16:38.420 --> 00:16:40.420]  懷孕
[00:16:40.420 --> 00:16:42.420]  這個是不可思議的
[00:16:42.420 --> 00:16:44.420]  但接着第36節說什麼呢
[00:16:44.420 --> 00:16:46.420]  瑪利亞的親戚
[00:16:46.420 --> 00:16:48.420]  伊利沙伯
[00:16:48.420 --> 00:16:50.420]  本來是不能夠生育的
[00:16:50.420 --> 00:16:52.420]  而且又過了生育年齡
[00:16:52.420 --> 00:16:54.420]  神都可以讓他生
[00:16:54.420 --> 00:16:56.420]  是不是
[00:16:56.420 --> 00:16:58.420]  懷孕
[00:16:58.420 --> 00:17:00.420]  而且已經有生孕六個月
[00:17:00.420 --> 00:17:02.420]  即是說是事實
[00:17:02.420 --> 00:17:04.420]  已經發生了
[00:17:04.420 --> 00:17:06.420]  那爲什麼可以呢
[00:17:06.420 --> 00:17:08.420]  第37節
[00:17:08.420 --> 00:17:10.420]  因爲什麼
[00:17:10.420 --> 00:17:12.420]  出於神的話
[00:17:12.420 --> 00:17:14.420]  沒有一句不大能力
[00:17:14.420 --> 00:17:16.420]  神定要做的事情
[00:17:16.420 --> 00:17:18.420]  沒有東西是做不成的
[00:17:18.420 --> 00:17:20.420]  天使說完之後
[00:17:20.420 --> 00:17:22.420]  瑪利亞有什麼回應
[00:17:22.420 --> 00:17:24.420]  他立刻
[00:17:24.420 --> 00:17:26.420]  回應
[00:17:26.420 --> 00:17:28.420]  我是主的侍女
[00:17:28.420 --> 00:17:30.420]  你的話實現在我身上
[00:17:30.420 --> 00:17:32.420]  第一句話很有趣
[00:17:32.420 --> 00:17:34.420]  他特別說
[00:17:34.420 --> 00:17:36.420]  我是主的侍女
[00:17:36.420 --> 00:17:40.420]  這是他對自己身份的一種認知
[00:17:40.420 --> 00:17:42.420]  他只是主的侍女
[00:17:42.420 --> 00:17:46.420]  主
[00:17:46.420 --> 00:17:48.420]  就是他的主人
[00:17:48.420 --> 00:17:50.420]  一切的主權在於神
[00:17:50.420 --> 00:17:52.420]  既然作爲侍女
[00:17:52.420 --> 00:17:54.420]  侍女的使命是什麼
[00:17:54.420 --> 00:17:56.420]  侍女的職份就是要完成主人的命令
[00:17:56.420 --> 00:17:58.420]  沒錯
[00:17:58.420 --> 00:18:00.420]  他有這個認知
[00:18:00.420 --> 00:18:02.420]  好像很合理
[00:18:02.420 --> 00:18:04.420]  但你想一想
[00:18:04.420 --> 00:18:06.420]  這個會不會引起一個更大的問題呢
[00:18:06.420 --> 00:18:10.420]  因爲瑪利亞只不過是侍女
[00:18:10.420 --> 00:18:14.420]  主的聖旨不能夠違抗
[00:18:14.420 --> 00:18:16.420]  他沒得選擇
[00:18:16.420 --> 00:18:18.420]  就要硬喫
[00:18:18.420 --> 00:18:22.420]  很慘
[00:18:24.420 --> 00:18:26.420]  我在茶經班
[00:18:26.420 --> 00:18:28.420]  有一次
[00:18:28.420 --> 00:18:30.420]  討論基督徒信服的問題
[00:18:30.420 --> 00:18:32.420]  有位弟兄就說
[00:18:32.420 --> 00:18:34.420]  我們信服神
[00:18:34.420 --> 00:18:36.420]  因爲祂是神
[00:18:36.420 --> 00:18:38.420]  我們是人
[00:18:38.420 --> 00:18:40.420]  我們沒得選擇
[00:18:40.420 --> 00:18:42.420]  人怎麼和神鬥呢
[00:18:42.420 --> 00:18:44.420]  我們有得不信服嗎
[00:18:44.420 --> 00:18:46.420]  我就問
[00:18:46.420 --> 00:18:48.420]  這樣做基督徒
[00:18:48.420 --> 00:18:50.420]  不是很無奈嗎
[00:18:50.420 --> 00:18:52.420]  也是的
[00:18:52.420 --> 00:18:54.420]  就好像你準備下班
[00:18:54.420 --> 00:18:56.420]  你的大老闆突然跟你說
[00:18:56.420 --> 00:18:58.420]  我剛剛寫了一份提案
[00:18:58.420 --> 00:19:00.420]  一早明天就要發表
[00:19:00.420 --> 00:19:04.420]  你可不可以幫我
[00:19:04.420 --> 00:19:06.420]  今晚完成PowerPoint
[00:19:06.420 --> 00:19:08.420]  12點前發給我
[00:19:08.420 --> 00:19:10.420]  你會怎樣想
[00:19:10.420 --> 00:19:14.420]  可不可以
[00:19:14.420 --> 00:19:16.420]  你是老闆
[00:19:16.420 --> 00:19:18.420]  我可以拒絕嗎
[00:19:18.420 --> 00:19:20.420]  怎樣都要做
[00:19:20.420 --> 00:19:22.420]  這個叫信服嗎
[00:19:22.420 --> 00:19:26.420]  這個又不信又不服
[00:19:26.420 --> 00:19:28.420]  但你都要做
[00:19:28.420 --> 00:19:32.420]  這個叫屈服
[00:19:32.420 --> 00:19:36.420]  這個只是弱者
[00:19:36.420 --> 00:19:38.420]  屈服在強權底下
[00:19:38.420 --> 00:19:40.420]  這個大石砸死蟹
[00:19:40.420 --> 00:19:44.420]  是不是
[00:19:44.420 --> 00:19:46.420]  我是主的侍女
[00:19:46.420 --> 00:19:48.420]  沒得好說
[00:19:50.420 --> 00:19:52.420]  幫我們說要信服神
[00:19:52.420 --> 00:19:54.420]  會不會
