
[00:00:00.000 --> 00:00:03.320]  映照會平安已經進入十二月了
[00:03:12.000 --> 00:03:15.600]  今天我們比不冷不熱更慘
[00:03:15.600 --> 00:03:17.760]  你不只是那些暖水
[00:03:17.760 --> 00:03:20.360]  又不是凍又不是熱
[00:03:20.360 --> 00:03:22.640]  這些淨淡
[00:03:22.640 --> 00:03:25.880]  有時候我們喝點水好像沒什麼味道
[00:03:25.880 --> 00:03:29.120]  不如找點果汁找點汽水
[00:03:29.120 --> 00:03:31.960]  因爲要有味道
[00:03:31.960 --> 00:03:35.680]  今天到底我們愛主的心
[00:03:35.680 --> 00:03:37.880]  有沒有淡了呢?
[00:03:37.880 --> 00:03:39.320]  這是第一個
[00:03:39.320 --> 00:03:44.000]  第二個就是在《馬太福音》二十四章
[00:03:44.000 --> 00:03:46.840]  第十六節那裏提到
[00:03:46.840 --> 00:03:51.000]  「但以你講」的語言
[00:03:51.000 --> 00:03:55.080]  我們必須睜大眼睛來看
[00:03:55.080 --> 00:03:57.840]  「但以你說」第九章
[00:03:57.840 --> 00:04:02.280]  有很重要很重要的語言
[00:04:02.280 --> 00:04:06.200]  就是那個行爲壞可憎的
[00:04:06.200 --> 00:04:11.640]  會站在聖殿站在聖地
[00:04:11.640 --> 00:04:14.280]  哇!那件事你要留意
[00:04:14.280 --> 00:04:18.320]  到底什麼叫做那個行爲壞可憎的
[00:04:18.320 --> 00:04:21.640]  他真的會站在聖地呢?
[00:04:21.640 --> 00:04:25.600]  就有三件歷史事件
[00:04:25.600 --> 00:04:31.320]  第一件是發生在主前一百六十一年
[00:04:31.320 --> 00:04:37.120]  當時羅馬的皇帝是安提阿古
[00:04:37.120 --> 00:04:42.680]  他做在當時耶路撒冷的聖殿裏面
[00:04:42.680 --> 00:04:46.360]  獻一隻豬做祭物
[00:04:46.360 --> 00:04:49.920]  污蔚了整個祭壇
[00:04:49.920 --> 00:04:53.120]  污蔚了整座聖殿
[00:04:53.120 --> 00:04:55.560]  這個就是「但以你所講」
[00:04:55.560 --> 00:04:58.120]  那個行爲壞可憎的
[00:04:58.120 --> 00:05:01.920]  他會站在聖殿當中
[00:05:01.920 --> 00:05:05.280]  哇!這個安提阿古真的夠膽
[00:05:05.280 --> 00:05:09.160]  猶太人認爲豬是不潔淨的食物
[00:05:09.160 --> 00:05:11.320]  所以他們不喫豬肉的
[00:05:11.320 --> 00:05:14.920]  竟然你在祭壇一個這麼神聖的地方
[00:05:14.920 --> 00:05:16.640]  你獻一隻豬
[00:05:16.640 --> 00:05:18.600]  哇!你真的搞笑
[00:05:18.600 --> 00:05:21.520]  你直接是和神作對
[00:05:21.520 --> 00:05:26.560]  第二次出現是主後七十年
[00:05:26.560 --> 00:05:31.760]  當時提多要銷燬整個耶路撒冷
[00:05:31.760 --> 00:05:36.520]  結果他就攻陷了耶路撒冷
[00:05:36.520 --> 00:05:43.680]  結果聖殿就在主後七十年完全被毀
[00:05:43.680 --> 00:05:51.360]  這個就是所羅門王和希律王所建的聖殿
[00:05:51.360 --> 00:05:56.440]  然後第三次這個行爲壞可憎的會出現
[00:05:56.440 --> 00:06:00.600]  將來有一個嫡妓獨會出現
[00:06:00.600 --> 00:06:04.960]  他同樣做這件那麼惹人害怕的事
[00:06:04.960 --> 00:06:06.960]  那麼恨人憎恨的事
[00:06:06.960 --> 00:06:11.080]  就在聖殿裏面獻一隻豬
[00:06:11.080 --> 00:06:12.200]  我不知道是不是獻一隻豬
[00:06:12.200 --> 00:06:17.200]  總之是污衊聖殿和祭壇
[00:06:17.200 --> 00:06:20.880]  各位你睜大眼睛看
[00:06:20.880 --> 00:06:26.080]  如果什麼時候在以色列傳出一些消息
[00:06:26.080 --> 00:06:28.160]  哇!有一個嫡妓獨
[00:06:28.160 --> 00:06:31.000]  哇!傳很多人都拜他
[00:06:31.000 --> 00:06:32.720]  很多人都尊崇他
[00:06:32.720 --> 00:06:37.560]  但他竟然做一件那麼毀滅性的事
[00:06:37.560 --> 00:06:40.720]  第三個預兆是什麼呢?
[00:06:40.720 --> 00:06:47.320]  就是我們需要快快逃命
[00:06:47.320 --> 00:06:49.000]  要走啊
[00:06:49.000 --> 00:06:54.080]  因爲有災難要臨到
[00:06:54.080 --> 00:07:03.040]  在《馬太福音》二十四章十六到十九節再說
[00:07:03.040 --> 00:07:05.680]  哇!如果你在山上的你要走啊
[00:07:05.680 --> 00:07:07.680]  如果你在屋頂的你要走啊
[00:07:07.680 --> 00:07:09.840]  如果你在哪裏的你都要走啊
[00:07:09.840 --> 00:07:13.120]  懷孕和抱孩子的更加有禾
[00:07:13.120 --> 00:07:16.240]  因爲你抱着小朋友
[00:07:16.240 --> 00:07:19.080]  你怎麼走?你還要喂他奶
[00:07:19.080 --> 00:07:21.440]  很艱難很艱難
[00:07:21.440 --> 00:07:25.720]  但是所有這些人都要逃命
[00:07:25.720 --> 00:07:28.280]  因爲災難要來到
[00:07:28.280 --> 00:07:32.920]  你沒見過那麼大的大災難要來到
[00:07:32.920 --> 00:07:37.120]  今天這個世界災難是越來越頻盈
[00:07:37.120 --> 00:07:41.200]  災難那種強度是越來越大
[00:07:41.200 --> 00:07:44.560]  但是各位我們還未至於逃命
[00:07:44.560 --> 00:07:47.720]  但有一天當我們真的要走
[00:07:47.720 --> 00:07:50.200]  所有人都要走的時候
[00:07:50.200 --> 00:07:55.720]  耶穌回來的日子就很近了
[00:07:55.720 --> 00:07:57.640]  所以第四
[00:07:57.640 --> 00:08:03.200]  到時會有很多的大災難
[00:08:03.200 --> 00:08:09.400]  在二十四章的二十到二十二節那裏說
[00:08:09.400 --> 00:08:12.200]  會有大災難
[00:08:12.200 --> 00:08:15.120]  你沒見過那麼大的災難
[00:08:15.120 --> 00:08:17.840]  其實耶穌很早已經說
[00:08:17.840 --> 00:08:20.920]  末後災難會越來越頻盈
[00:08:20.920 --> 00:08:26.400]  而且災難那種毀滅性那種強烈的程度
[00:08:26.400 --> 00:08:30.160]  是越來越大、越來越厲害
[00:08:30.160 --> 00:08:33.440]  今天我們見到地震的強度
[00:08:33.440 --> 00:08:36.320]  越來越大、越來越頻繁
[00:08:36.320 --> 00:08:38.200]  哪裏哪裏有地震
[00:08:38.200 --> 00:08:39.600]  哪裏哪裏有地震
[00:08:39.600 --> 00:08:42.040]  哪裏哪裏又有海嘯
[00:08:42.040 --> 00:08:43.960]  很可怕
[00:08:43.960 --> 00:08:47.600]  但是末後的災難會更大
[00:08:47.600 --> 00:08:50.800]  更多、更密的來到
[00:08:50.800 --> 00:08:53.800]  所以求主讓我們真的要警醒
[00:08:53.800 --> 00:08:55.080]  不要睡覺了
[00:08:55.080 --> 00:08:58.000]  基督徒我們必須要警醒
[00:08:58.000 --> 00:09:00.440]  第四
[00:09:00.440 --> 00:09:02.320]  就是第五
[00:09:02.320 --> 00:09:06.000]  就是假基督會出現
[00:09:06.000 --> 00:09:09.800]  將來有很多人冒基督的名字
[00:09:09.800 --> 00:09:11.120]  我就是基督了
[00:09:11.120 --> 00:09:12.240]  你就是基督了
[00:09:12.240 --> 00:09:14.520]  很多人說這個就是基督了
[00:09:14.520 --> 00:09:16.840]  千萬不要相信
[00:09:16.840 --> 00:09:21.400]  會有假基督的出現
[00:09:21.400 --> 00:09:25.120]  可能你不知道你在世界哪個地方
[00:09:25.120 --> 00:09:26.280]  你沒有接觸過
[00:09:26.280 --> 00:09:28.520]  在你的國家或者在你的地區
[00:09:28.520 --> 00:09:33.400]  有一些人真的宣稱自己就是基督了
[00:09:33.400 --> 00:09:35.440]  我們必須要提防
[00:09:35.440 --> 00:09:39.920]  不要被假基督欺騙了
[00:09:39.920 --> 00:09:40.920]  第六
[00:09:40.920 --> 00:09:45.720]  就是很多奇特的現象會出現
[00:09:45.720 --> 00:09:49.400]  最近我留意有一個YouTube
[00:09:49.400 --> 00:09:52.400]  是在以色列那裏拍的
[00:09:52.400 --> 00:09:57.480]  時時將最近以色列有些什麼奇特的現象
[00:09:57.480 --> 00:10:01.640]  在聖殿山上面有些什麼奇特的現象
[00:10:01.640 --> 00:10:03.720]  我都很留意去看
[00:10:03.720 --> 00:10:08.680]  原來真的有些很特別、很特別的現象
[00:10:08.680 --> 00:10:14.720]  最近今年當這個吹角節的時候
[00:10:14.720 --> 00:10:22.800]  有一百個祭司一起在聖殿山上面吹角
[00:10:22.800 --> 00:10:24.840]  是以前沒有過的
[00:10:24.840 --> 00:10:26.520]  但是現在出現了
[00:10:26.520 --> 00:10:37.080]  有些很特別的天象又在耶路撒冷的上空出現
[00:10:37.080 --> 00:10:43.800]  有些負責的拉比就去講解這些事件
[00:10:43.800 --> 00:10:49.680]  它說各位同胞、以色列人、各位基督徒
[00:10:49.680 --> 00:10:51.760]  你們要小心
[00:10:51.760 --> 00:10:56.920]  這些奇特的現象正在陸陸續續
[00:10:56.920 --> 00:11:00.360]  在以色列特別是在耶路撒冷
[00:11:00.360 --> 00:11:07.400]  在這個神很愛的城市耶路撒冷都出現
[00:11:07.400 --> 00:11:10.160]  我們必須要小心
[00:11:10.160 --> 00:11:14.240]  必須要知道耶穌回來的日子
[00:11:14.240 --> 00:11:17.720]  很近很近
[00:11:17.720 --> 00:11:20.880]  然後不單止有奇特的現象
[00:11:20.880 --> 00:11:27.040]  第七是人子要裂天而降
[00:11:27.040 --> 00:11:33.800]  將來有一天耶穌要從橄欖山上面加着運降臨
[00:11:33.800 --> 00:11:36.320]  他要好像運要裂開
[00:11:36.320 --> 00:11:38.480]  他要從天那裏而降
[00:11:38.480 --> 00:11:41.200]  記得當耶穌昇天的時候
[00:11:41.200 --> 00:11:43.800]  就有天使和那羣門徒說
[00:11:43.800 --> 00:11:46.600]  你們看看耶穌怎樣升上去
[00:11:46.600 --> 00:11:49.640]  他有一天要怎樣再回來
[00:11:49.640 --> 00:11:52.560]  而且我深信耶穌回來
[00:11:52.560 --> 00:11:58.440]  就是在耶路撒冷的橄欖山上面回來
[00:11:58.440 --> 00:12:02.040]  橄欖山要裂爲兩半
[00:12:02.040 --> 00:12:05.720]  因爲下面是一個雅各谷
[00:12:05.720 --> 00:12:07.400]  是一個峽谷來的
[00:12:07.400 --> 00:12:11.040]  於是那些地要裂開
[00:12:11.040 --> 00:12:13.920]  就有條河在那裏流出來
[00:12:13.920 --> 00:12:16.440]  這條河一路一路湧流
[00:12:16.440 --> 00:12:18.480]  直流到死海那裏
[00:12:18.480 --> 00:12:23.200]  所以各位有很多很奇特的現象會出現
[00:12:23.200 --> 00:12:24.760]  求主幫助我們
[00:12:24.760 --> 00:12:26.440]  開我們的眼
[00:12:26.440 --> 00:12:28.400]  讓我們看得清楚
[00:12:28.400 --> 00:12:30.360]  看得明白
[00:12:30.360 --> 00:12:31.960]  然後第八
[00:12:31.960 --> 00:12:35.920]  就是神要焦聚選民回來
[00:12:35.920 --> 00:12:39.280]  在二十四章的三十一節
[00:12:39.280 --> 00:12:42.240]  祂用號角吹響
[00:12:42.240 --> 00:12:47.480]  就焦聚選民要會合一起
[00:12:47.480 --> 00:12:49.080]  我們很感恩
[00:12:49.080 --> 00:12:55.240]  今天信耶穌的猶太人是越來越多
[00:12:55.240 --> 00:12:58.840]  我看很多資料都告訴我
[00:12:58.840 --> 00:13:03.960]  現在以色列人開始迴轉跪向主
[00:13:03.960 --> 00:13:07.120]  他們以前不承認耶穌是尼澤亞
[00:13:07.120 --> 00:13:10.800]  他們仍然是用舊約摩西五經
[00:13:10.800 --> 00:13:13.600]  來守舊約的律法
[00:13:13.600 --> 00:13:18.960]  但是今天很多以色列人的眼睛得開
[00:13:18.960 --> 00:13:20.760]  眼睛明亮
[00:13:20.760 --> 00:13:24.320]  他們就知道真正的尼澤亞
[00:13:24.320 --> 00:13:26.520]  原來就是耶穌
[00:13:26.520 --> 00:13:28.400]  耶穌
[00:13:28.400 --> 00:13:30.640]  也是約書亞的音
[00:13:30.640 --> 00:13:36.960]  亞索耶穌就是祂所盼望的救主
[00:13:36.960 --> 00:13:40.280]  所以這個預言要應驗
[00:13:40.280 --> 00:13:45.280]  很多選民要跪向主
[00:13:45.280 --> 00:13:47.880]  主耶穌回來的日子就近了
[00:13:47.880 --> 00:13:50.160]  最後第九
[00:13:50.160 --> 00:13:53.360]  就是羅阿的日子怎麼樣?
[00:13:53.360 --> 00:13:57.440]  主回來的日子都怎麼樣?
[00:13:57.440 --> 00:13:58.800]  聖經裏面描寫
[00:13:58.800 --> 00:14:00.280]  當羅阿的時候
[00:14:00.280 --> 00:14:02.960]  人照常駕駛喫喝
[00:14:02.960 --> 00:14:05.760]  根本沒有想過有洪水會來
[00:14:05.760 --> 00:14:08.000]  所以他們什麼都照舊
[00:14:08.000 --> 00:14:12.640]  馬照跳,武照跑
[00:14:12.640 --> 00:14:14.640]  香港以前都是這樣
[00:14:14.640 --> 00:14:16.080]  九七的日子怎麼樣?
[00:14:16.080 --> 00:14:17.480]  以後都繼續這樣
[00:14:17.480 --> 00:14:18.480]  不是的
[00:14:18.480 --> 00:14:22.720]  現在都未到五十年已經變了很多
[00:14:22.720 --> 00:14:24.120]  各位
[00:14:24.120 --> 00:14:27.120]  羅阿的日子怎麼樣?
[00:14:27.120 --> 00:14:29.760]  人醉酒荒唐
[00:14:29.760 --> 00:14:33.240]  做很多不道德的事
[00:14:33.240 --> 00:14:35.840]  人心敗壞
[00:14:35.840 --> 00:14:38.360]  壞到極處
[00:14:38.360 --> 00:14:42.920]  耶穌回來的日子同樣是這樣
[00:14:42.920 --> 00:14:44.120]  所以各位
[00:14:44.120 --> 00:14:48.040]  求主賜給我們一個警醒的心
[00:14:48.040 --> 00:14:51.400]  當你看見這九個的預兆
[00:14:51.400 --> 00:14:55.200]  你就知道主耶穌回來的日子很近
[00:14:55.200 --> 00:14:57.000]  讓我們彼此提醒
[00:14:57.000 --> 00:15:00.480]  讓我們試一下睜大眼睛來看
[00:15:00.480 --> 00:15:01.560]  到底今天
[00:15:01.560 --> 00:15:04.240]  這些是不是一樣一樣一樣出現
[00:15:04.240 --> 00:15:06.680]  一樣一樣一樣應驗
[00:15:06.680 --> 00:15:13.400]  求主就叫我們對主的愛心更火熱
[00:15:13.400 --> 00:15:15.080]  然後對主說
[00:15:15.080 --> 00:15:16.440]  主耶穌啊
[00:15:16.440 --> 00:15:19.600]  我願禰回來
[00:15:19.600 --> 00:15:20.880]  主耶穌啊
[00:15:20.880 --> 00:15:23.920]  我願禰來
[00:15:23.920 --> 00:15:26.400]  求主賜福給各位
