
[00:00:00.000 --> 00:00:02.700]  最近思想到耶穌基督的生平
[00:02:13.100 --> 00:02:15.200]  耶穌基督經歷的時候
[00:02:15.200 --> 00:02:15.900]  讓我們明白
[00:02:15.900 --> 00:02:18.200]  父神知道我們的遭遇
[00:02:18.200 --> 00:02:19.600]  耶穌基督明白我們
[00:02:19.600 --> 00:02:21.100]  並要拯救我們
[00:02:21.100 --> 00:02:23.800]  然後耶穌基督更要用我們
[00:02:23.800 --> 00:02:26.000]  保羅一帶的教導就是
[00:02:26.000 --> 00:02:30.300]  你們當以基督耶穌的心為心
[00:02:30.300 --> 00:02:32.300]  保羅一個很大的追求就是
[00:02:32.300 --> 00:02:35.000]  我體會耶穌基督的心腸
[00:02:35.000 --> 00:02:38.000]  就是希望明白耶穌的處境
[00:02:38.000 --> 00:02:39.200]  耶穌的遭遇
[00:02:39.200 --> 00:02:40.800]  耶穌仍然有火熱的心
[00:02:40.800 --> 00:02:42.300]  給我們提醒
[00:02:42.300 --> 00:02:43.700]  耶穌基督來到世界
[00:02:43.700 --> 00:02:45.100]  經歷世人
[00:02:45.100 --> 00:02:47.500]  甚至一些貧寒人的經歷
[00:02:47.500 --> 00:02:48.900]  讓我們有沒有機會
[00:02:48.900 --> 00:02:50.900]  去學習耶穌基督的心腸
[00:02:50.900 --> 00:02:53.300]  我們不怕去經歷耶穌的經歷
[00:02:53.300 --> 00:02:55.600]  當我們自己作為神的兒女
[00:02:55.600 --> 00:02:57.400]  可能在地上有困難的時候
[00:02:57.400 --> 00:02:58.200]  有艱難的時候
[00:02:58.200 --> 00:02:59.400]  有冰冷的時候
[00:02:59.400 --> 00:03:02.300]  仍然帶著火熱的心去侍奉主
[00:03:02.300 --> 00:03:03.600]  當今日世人去慶祝
[00:03:03.600 --> 00:03:05.400]  耶穌基督誕生的時候
[00:03:05.400 --> 00:03:06.800]  通常是一個非常熱鬧
[00:03:06.800 --> 00:03:08.900]  和歡樂的聖誕
[00:03:08.900 --> 00:03:10.400]  但當今日想和大家思想到
[00:03:10.400 --> 00:03:12.800]  耶穌基督自己的誕生的時候
[00:03:12.800 --> 00:03:14.800]  所謂第一個聖誕的時候
[00:03:14.800 --> 00:03:15.700]  這個聖誕可能是一個
[00:03:15.700 --> 00:03:18.100]  比較冰冷的時候出世的
[00:03:18.100 --> 00:03:21.100]  耶穌是誕生在一個強權的時代
[00:03:21.100 --> 00:03:23.700]  當時皇令很嚴厲
[00:03:23.700 --> 00:03:26.400]  懷了重孕的婦女都要遠行
[00:03:26.400 --> 00:03:28.300]  回到自己的故鄉
[00:03:28.300 --> 00:03:30.500]  請記載路加芬第二章說
[00:03:30.500 --> 00:03:33.300]  該撒阿古斯都有子兒
[00:03:33.300 --> 00:03:36.300]  照個人世天上人報名賞賊
[00:03:36.300 --> 00:03:38.100]  個人又紛紛回到自己的故鄉
[00:03:38.100 --> 00:03:40.500]  可能有些人很久都沒有回到故鄉
[00:03:40.500 --> 00:03:42.100]  但被迫要回去
[00:03:42.100 --> 00:03:43.800]  當時請記載
[00:03:43.800 --> 00:03:46.200]  約瑟和瑪利亞是從那撒勒城
[00:03:46.200 --> 00:03:48.100]  去到伯利恆
[00:03:48.100 --> 00:03:50.900]  如果皇令不是嚴厲的話
[00:03:50.900 --> 00:03:53.300]  一個懷了重孕的瑪利亞
[00:03:53.300 --> 00:03:56.300]  可能就選擇在那撒勒出世
[00:03:56.300 --> 00:03:57.800]  但因為皇令命令
[00:03:57.800 --> 00:03:59.400]  他沒有地方預備
[00:03:59.400 --> 00:04:04.000]  都要去到在馬槽裡面誕生
[00:04:04.000 --> 00:04:05.500]  這個耶穌基督
[00:04:05.500 --> 00:04:07.100]  所以聖經裡面去到第五節
[00:04:07.100 --> 00:04:10.400]  說到瑪利亞已經新孕重了
[00:04:10.400 --> 00:04:12.400]  所以耶穌誕生在一個
[00:04:12.400 --> 00:04:14.300]  很強權的時代
[00:04:14.300 --> 00:04:17.000]  耶穌誕生在一個人心冰冷的時代
[00:04:17.000 --> 00:04:18.500]  聖經說到耶穌誕生在一個名句
[00:04:18.500 --> 00:04:21.300]  就是「喀店沒有地方」
[00:04:21.300 --> 00:04:22.100]  當時聖經裡面
[00:04:22.100 --> 00:04:24.900]  路加福音說他們生了投胎的兒子
[00:04:24.900 --> 00:04:27.100]  投胎的兒子是最珍貴的
[00:04:27.100 --> 00:04:29.200]  投胎的兒子是最難生的
[00:04:29.200 --> 00:04:31.600]  但當時沒有人去為
[00:04:31.600 --> 00:04:34.200]  懷孕很重的人預備「喀坊」
[00:04:34.200 --> 00:04:35.500]  「喀店」這個字
[00:04:35.500 --> 00:04:37.400]  希臘文的讀音叫
[00:04:37.400 --> 00:04:39.400]  「kataluma」這個字
[00:04:39.400 --> 00:04:40.400]  「kataluma」這個字
[00:04:40.400 --> 00:04:42.100]  聖經出現了三次
[00:04:42.100 --> 00:04:43.700]  除了這一節經文之外
[00:04:43.700 --> 00:04:46.100]  其他出現的經文都翻譯為「喀坊」
[00:04:46.100 --> 00:04:48.600]  路加福音第22章第11節
[00:04:48.600 --> 00:04:49.900]  我們一起讀
[00:04:49.900 --> 00:04:51.700]  「喀坊在那裡
[00:04:51.700 --> 00:04:56.400]  我與門徒好在那裡吃魚節的筵席」
[00:04:56.400 --> 00:04:59.000]  當時猶太人的習慣就是
[00:04:59.000 --> 00:05:00.700]  他們相對富裕的人
[00:05:00.700 --> 00:05:02.600]  就會接待客人
[00:05:02.600 --> 00:05:04.100]  自己留一個「喀坊」
[00:05:04.100 --> 00:05:05.600]  去接待其他客人
[00:05:05.600 --> 00:05:07.000]  表示神的愛
[00:05:07.000 --> 00:05:09.300]  表示慷慨的心
[00:05:09.300 --> 00:05:10.800]  憐憫的心
[00:05:10.800 --> 00:05:13.200]  當時可能有些相對有「喀坊」的人
[00:05:13.200 --> 00:05:14.600]  「喀坊」都住滿了
[00:05:14.600 --> 00:05:16.100]  住滿了親戚
[00:05:16.100 --> 00:05:19.400]  有些貴重的人物
[00:05:19.400 --> 00:05:21.700]  但一個貧寒的瑪利亞
[00:05:21.700 --> 00:05:24.600]  甚至懷胎八個月、九個月的瑪利亞
[00:05:24.600 --> 00:05:28.000]  沒有人預備「喀坊」接待他
[00:05:28.000 --> 00:05:32.300]  可能當時的心人很難愛這麼多人
[00:05:32.300 --> 00:05:33.800]  或者用聖經字眼
[00:05:33.800 --> 00:05:35.100]  耶穌說的表達就是
[00:05:35.100 --> 00:05:37.300]  末世的時候許多人的愛心
[00:05:37.300 --> 00:05:40.000]  就漸漸冷淡了
[00:05:40.000 --> 00:05:43.600]  走去比喻好像每年春節的時候
[00:05:43.600 --> 00:05:45.800]  中國有很多人回到鄉下
[00:05:45.800 --> 00:05:48.200]  能夠擠到去
[00:05:48.200 --> 00:05:49.800]  擠到去的火車裏面
[00:05:49.800 --> 00:05:51.200]  霸佔到座位
[00:05:51.200 --> 00:05:53.600]  其他人站在哪裏我不管了
[00:05:53.600 --> 00:05:56.000]  難得坐到鄉下就好了
[00:05:56.000 --> 00:05:58.500]  每人都要自己顧著自己
[00:05:58.500 --> 00:06:02.400]  但這個懷孕八個月、九個月的瑪利亞
[00:06:02.400 --> 00:06:04.700]  卻沒有地方接待
[00:06:04.700 --> 00:06:06.000]  請記載
[00:06:06.000 --> 00:06:07.100]  讓我形容
[00:06:07.100 --> 00:06:08.200]  耶穌的心平地說
[00:06:08.200 --> 00:06:11.200]  用福音第一章十一節一起讀
[00:06:11.200 --> 00:06:13.600]  「他到自己的地方來
[00:06:13.600 --> 00:06:16.400]  自己的人都不接待他」
[00:06:16.400 --> 00:06:18.000]  按伯尼罕的傳統
[00:06:18.000 --> 00:06:21.900]  耶穌是誕生在一個山洞裏面
[00:06:21.900 --> 00:06:25.300]  即是每有些動物的山洞裏面
[00:06:25.300 --> 00:06:28.000]  耶穌是生在一個當時冰冷的世代
[00:06:28.000 --> 00:06:30.900]  第一個聖誕有一個冰冷的感覺
[00:06:30.900 --> 00:06:31.900]  耶穌也生在一個
[00:06:31.900 --> 00:06:35.100]  充滿了陰謀絕情的世代裏面
[00:06:35.100 --> 00:06:38.100]  聖誕的故事講到馬太來講
[00:06:38.100 --> 00:06:40.400]  第一個很明顯的教導就是
[00:06:40.400 --> 00:06:44.600]  希臘王要殺這位初生的嬰孩
[00:06:44.600 --> 00:06:47.200]  究竟這位所謂的籠統華山博士
[00:06:47.200 --> 00:06:50.000]  是否和這個無人人一起去見耶穌呢?
[00:06:50.000 --> 00:06:52.400]  在學者裏面有些爭論
[00:06:52.400 --> 00:06:55.600]  因為盧家鋒講到這個初生的嬰孩的時候
[00:06:55.600 --> 00:06:57.300]  在盧家鋒第二章的形容
[00:06:57.300 --> 00:06:58.700]  是見到一個嬰孩
[00:06:58.700 --> 00:07:01.600]  希臘文字叫做Petbo
[00:07:01.600 --> 00:07:04.400]  這個字可以翻譯成一個很初生的嬰孩
[00:07:04.400 --> 00:07:06.500]  甚至是未出生的胎兒
[00:07:06.500 --> 00:07:08.700]  所以在盧家鋒第一章四十四節
[00:07:08.700 --> 00:07:10.500]  講到二月三十八的時候
[00:07:10.500 --> 00:07:12.300]  當瑪利亞去問安的時候
[00:07:12.300 --> 00:07:12.900]  二月三十八的時候
[00:07:12.900 --> 00:07:14.100]  你問安的時候
[00:07:14.100 --> 00:07:16.200]  你的說話進到我耳中
[00:07:16.200 --> 00:07:19.700]  我腹裏面的胎兒就歡喜跳動
[00:07:19.700 --> 00:07:20.800]  這個胎兒的表達
[00:07:20.800 --> 00:07:23.200]  和嬰孩的表達是同一個字
[00:07:23.200 --> 00:07:26.100]  但相反當聖經講到這個博士們等等
[00:07:26.100 --> 00:07:28.700]  去到見到耶穌的時候
[00:07:28.700 --> 00:07:30.000]  是另一個表達
[00:07:30.000 --> 00:07:32.400]  瑪利亞在第二章第十一節
[00:07:32.400 --> 00:07:33.800]  大家一起讀
[00:07:33.800 --> 00:07:39.400]  「進了房子看見小孩子和他的母親瑪利亞」
[00:07:39.400 --> 00:07:40.800]  這裡講到房子
[00:07:40.800 --> 00:07:41.900]  當然一個籠統表達
[00:07:41.900 --> 00:07:45.000]  一定是一個再遲一點的階段
[00:07:45.000 --> 00:07:47.400]  還有這個表達是一個小孩子的表達
[00:07:47.400 --> 00:07:51.900]  是一個小嬰孩的感覺
[00:07:51.900 --> 00:07:55.600]  聖經講到當時候這個博士們
[00:07:55.600 --> 00:07:57.800]  是見到希律
[00:07:57.800 --> 00:07:59.400]  希律第一個問題就是問他們
[00:07:59.400 --> 00:08:01.600]  這些星是什麼時候出現
[00:08:01.600 --> 00:08:02.700]  當他問到星的出現
[00:08:02.700 --> 00:08:05.600]  希律就表面說要拜耶穌
[00:08:05.600 --> 00:08:07.000]  跟他說你去到瑪利亞
[00:08:07.000 --> 00:08:08.900]  找到的時候通知我
[00:08:08.900 --> 00:08:10.700]  讓我去拜祂
[00:08:10.700 --> 00:08:13.600]  這個希律皇口講一套
[00:08:13.600 --> 00:08:15.100]  心講一套
[00:08:15.100 --> 00:08:17.400]  他目的是要殺害耶穌
[00:08:17.400 --> 00:08:20.100]  請見在瑪利亞第二章十六節
[00:08:20.100 --> 00:08:21.300]  一起讀
[00:08:21.300 --> 00:08:24.500]  「希律見自己被包含在籠中
[00:08:24.500 --> 00:08:26.200]  就大大發怒
[00:08:26.200 --> 00:08:28.300]  七人將瑪利亞城裏
[00:08:28.300 --> 00:08:30.500]  並四景所有的男孩
[00:08:30.500 --> 00:08:33.900]  召著他向博士仔細查問的時候
[00:08:33.900 --> 00:08:37.100]  凡兩歲以內的都殺盡」
[00:08:37.100 --> 00:08:38.200]  我們不要知道
[00:08:38.200 --> 00:08:41.000]  這個博士是否見到耶穌剛剛出世
[00:08:41.000 --> 00:08:42.200]  出世了半年
[00:08:42.200 --> 00:08:42.900]  一年
[00:08:42.900 --> 00:08:43.500]  一年半
[00:08:43.500 --> 00:08:44.500]  不太清楚
[00:08:44.500 --> 00:08:48.500]  總之希律將所有兩歲以下的都殺盡
[00:08:48.500 --> 00:08:49.900]  無論如何
[00:08:49.900 --> 00:08:53.100]  迎接耶穌是一個冰冷的迎接
[00:08:53.100 --> 00:08:55.100]  是一個強權的迎接
[00:08:55.100 --> 00:08:56.400]  是一個很多陰謀
[00:08:56.400 --> 00:08:59.200]  甚至殺害的迎接
[00:08:59.200 --> 00:09:01.700]  當我們回想聖誕節的時候
[00:09:01.700 --> 00:09:04.400]  我們如何看到耶穌的心腸
[00:09:04.400 --> 00:09:05.200]  耶穌的心腸就是
[00:09:05.200 --> 00:09:06.800]  雖然世界是冰冷
[00:09:06.800 --> 00:09:08.200]  祂願意來到這個世界
[00:09:08.200 --> 00:09:11.800]  去將祂的愛溫暖這個世界
[00:09:11.800 --> 00:09:13.200]  今日這個世界的聖誕節
[00:09:13.200 --> 00:09:14.900]  很多的熱鬧
[00:09:14.900 --> 00:09:16.300]  有聖誕大餐
[00:09:16.300 --> 00:09:19.200]  我喜歡有一個網上相說
[00:09:19.200 --> 00:09:21.400]  這個左邊的相
[00:09:21.400 --> 00:09:22.500]  究竟這幅相裏面
[00:09:22.500 --> 00:09:24.700]  甚麼人物本來不是出現的
[00:09:24.700 --> 00:09:25.800]  那應該就是聖誕老人
[00:09:25.800 --> 00:09:27.800]  本來不是出現裏面
[00:09:27.800 --> 00:09:30.400]  第一個聖誕裏面沒有這個聖誕老人
[00:09:30.400 --> 00:09:32.400]  但第一次的聖誕裏面
[00:09:32.400 --> 00:09:33.700]  可能就是很冰冷
[00:09:33.700 --> 00:09:35.200]  好像浪子的冰冷
[00:09:35.200 --> 00:09:37.400]  這個浪子是不要父親
[00:09:37.400 --> 00:09:38.800]  很辣心
[00:09:38.800 --> 00:09:41.800]  很冷酷的浪子一樣
[00:09:41.800 --> 00:09:44.000]  耶穌基督就來到這個冰冷的世界
[00:09:44.000 --> 00:09:46.400]  堅持去愛這個世界
[00:09:46.400 --> 00:09:48.000]  這個世界在剛剛聖誕節之前
[00:09:48.000 --> 00:09:52.400]  很多的新聞都是講到很血腥的新聞
[00:09:52.400 --> 00:09:55.400]  即瑞麗的人質事件
[00:09:55.400 --> 00:10:00.400]  巴基斯坦向學校逃滅的故事等等
[00:10:00.400 --> 00:10:03.000]  香港最近這兩天最熱鬧的事件
[00:10:03.000 --> 00:10:06.800]  就是跌錢的問題
[00:10:06.800 --> 00:10:07.800]  其實很多人
[00:10:07.800 --> 00:10:09.800]  你發覺人一試探來到
[00:10:09.800 --> 00:10:11.600]  人的心就會彰顯
[00:10:11.600 --> 00:10:14.200]  其實很多人留意的就是那個的士乘客
[00:10:14.200 --> 00:10:17.200]  的士下了就開門不斷撿
[00:10:17.200 --> 00:10:18.000]  撿了之後
[00:10:18.000 --> 00:10:21.600]  最後就有惹禍上身
[00:10:21.600 --> 00:10:25.600]  其實很多人講說話都很厲害
[00:10:25.600 --> 00:10:26.600]  香港人講的很厲害
[00:10:26.600 --> 00:10:27.600]  其中一個撿了一塊錢
[00:10:27.600 --> 00:10:30.600]  後來害怕就拿回警察局
[00:10:30.600 --> 00:10:32.600]  就說其實我都不是撿的
[00:10:32.600 --> 00:10:34.600]  不過是保護那些錢
[00:10:34.600 --> 00:10:39.600]  都比惹官非好
[00:10:39.600 --> 00:10:42.600]  人是一個很多艱難的世代
[00:10:42.600 --> 00:10:46.600]  耶穌來到一個充滿罪的冰冷的世代裏面
[00:10:46.600 --> 00:10:49.600]  是要服侍這個世代的人
[00:10:49.600 --> 00:10:51.400]  我們有沒有好像耶穌基督那樣
[00:10:51.400 --> 00:10:53.000]  在這些冰冷的世代裏面
[00:10:53.000 --> 00:10:54.800]  有這個服侍的心呢?
[00:10:54.800 --> 00:10:56.800]  講到聖誕我喜歡的一個例子就是
[00:10:56.800 --> 00:11:00.800]  平安夜這首作詞人Joseph Moore
[00:11:00.800 --> 00:11:02.400]  德國的詩歌
[00:11:02.400 --> 00:11:05.200]  來自一個很悲寒的小教士
[00:11:05.200 --> 00:11:06.800]  按傳說講
[00:11:06.800 --> 00:11:09.800]  當時風琴就被老師咬爛了
[00:11:09.800 --> 00:11:11.400]  他就用一個結他
[00:11:11.400 --> 00:11:13.400]  彈了一首以前譜的詞
[00:11:13.400 --> 00:11:16.200]  這首詞後來就成為世界的名曲
[00:11:16.200 --> 00:11:17.200]  我喜歡這些故事
[00:11:17.200 --> 00:11:19.400]  其中最感動就是他的生平
[00:11:19.400 --> 00:11:22.600]  他自己的媽媽是一個未婚的媽媽
[00:11:22.600 --> 00:11:24.200]  生了幾個私生子
[00:11:24.200 --> 00:11:26.000]  他出生的時候因為未婚
[00:11:26.000 --> 00:11:28.000]  當時比較文化表現
[00:11:28.000 --> 00:11:29.400]  要自己填一個
[00:11:29.400 --> 00:11:32.800]  私生子要填一個淫亂的姓名
[00:11:32.800 --> 00:11:35.000]  他一生很貧窮侍奉主
[00:11:35.000 --> 00:11:37.600]  後來死的時候將所有錢捐給別人
[00:11:37.600 --> 00:11:40.800]  是一個無名的貧窮的小傳道
[00:11:40.800 --> 00:11:43.800]  假如他不是平安夜的
[00:11:43.800 --> 00:11:47.400]  這首詩歌名詩的作詞人的話
[00:11:47.400 --> 00:11:49.800]  可能沒有人會紀念他
[00:11:49.800 --> 00:11:51.800]  我想起耶穌基督生平
[00:11:51.800 --> 00:11:55.200]  其中一幕在《寓教主教》第九章第二節
[00:11:55.200 --> 00:11:56.600]  我們一起讀
[00:11:56.600 --> 00:12:01.600]  「在黑暗中行走的百姓看見了大江
[00:12:01.600 --> 00:12:05.200]  住在死暗之地的人有江潮擾淡」
[00:12:05.200 --> 00:12:07.400]  耶穌來到一個充滿死暗
[00:12:07.400 --> 00:12:08.800]  充滿冰冷
[00:12:08.800 --> 00:12:11.400]  甚至是最絕情的人群體裏面
[00:12:11.400 --> 00:12:14.800]  用江、用愛去照亮他們
[00:12:14.800 --> 00:12:17.400]  有時我們基督徒成為稱為神的兒女
[00:12:17.400 --> 00:12:19.000]  間中我們遭遇一瞬
[00:12:19.000 --> 00:12:21.400]  有時都可能在心平的遭遇裏面
[00:12:21.400 --> 00:12:24.000]  一份很大的冰冷坎坷
[00:12:24.000 --> 00:12:25.400]  在坎坷裏面有危機
[00:12:25.400 --> 00:12:28.400]  就是我們被冰冷的心控制了我們的心
[00:12:28.400 --> 00:12:30.600]  連我們自己的心都可以冰冷
[00:12:30.600 --> 00:12:32.800]  可以絕情
[00:12:32.800 --> 00:12:36.200]  但耶穌是我們能夠勝過環境的主
[00:12:36.200 --> 00:12:38.800]  我們是否能夠勝過環境的基督徒
[00:12:38.800 --> 00:12:40.200]  就是我們有耶穌基督的心
[00:12:40.200 --> 00:12:42.400]  無論我們信境不信境
[00:12:42.400 --> 00:12:45.000]  仍然有個火熱心去服侍
[00:12:45.000 --> 00:12:46.800]  火熱心去侍奉
[00:12:46.800 --> 00:12:49.000]  火熱心去發光
[00:12:49.000 --> 00:12:51.800]  耶穌基督第一個冰冷的故事提醒我們
[00:12:51.800 --> 00:12:55.400]  耶穌就是那個能夠超越世間的冰冷
[00:12:55.400 --> 00:12:59.200]  將他的火熱愛心淋到世人裏面
[00:12:59.200 --> 00:13:00.400]  想起耶穌基督誕生
[00:13:00.400 --> 00:13:04.400]  我想起耶穌是一個貧窮的王
[00:13:04.400 --> 00:13:07.000]  其實這個字很弔詭
[00:13:07.000 --> 00:13:09.400]  王就應該不是貧窮
[00:13:09.400 --> 00:13:12.200]  貧窮就不應該是王
[00:13:12.200 --> 00:13:15.800]  耶穌基督是一個誕生在馬槽的王
[00:13:15.800 --> 00:13:18.800]  其實誕生在馬槽就不是王
[00:13:18.800 --> 00:13:20.800]  有沒有王是誕生在馬槽呢?
[00:13:20.800 --> 00:13:22.600]  一出生就有王
[00:13:22.600 --> 00:13:25.000]  一出生就有王就誕生在最美麗的王宮
[00:13:25.000 --> 00:13:27.800]  有顯赫的人跟他準備去誕生
[00:13:27.800 --> 00:13:30.000]  最美麗的地方
[00:13:30.000 --> 00:13:32.400]  但這個世界萬王之王
[00:13:32.400 --> 00:13:34.800]  是誕生在沒有預備的
[00:13:34.800 --> 00:13:38.000]  最污穢的最貧寒的馬槽
[00:13:38.000 --> 00:13:40.400]  是一個貧窮的王
[00:13:40.400 --> 00:13:42.400]  貧窮的王提醒我們
[00:13:42.400 --> 00:13:44.400]  耶穌要明白貧窮人
[00:13:44.400 --> 00:13:46.000]  要愛貧窮人
[00:13:46.000 --> 00:13:48.600]  要拯救各種的貧窮人
[00:13:48.600 --> 00:13:51.400]  保羅總結耶穌的三評耶穌一節的經文
[00:13:51.400 --> 00:13:53.600]  是臨後第八章第九節
[00:13:53.600 --> 00:13:54.800]  一起就說
[00:13:54.800 --> 00:13:58.600]  你們知道我們主耶穌基督的恩典
[00:13:58.600 --> 00:14:00.400]  祂本來富足
[00:14:00.400 --> 00:14:02.800]  卻為你們成了貧窮
[00:14:02.800 --> 00:14:04.800]  叫你們因祂的貧窮
[00:14:04.800 --> 00:14:07.400]  可以成為富足
[00:14:07.400 --> 00:14:11.200]  保羅說耶穌不以神同等為強奪的
[00:14:11.200 --> 00:14:13.600]  除了奴僕的形象
[00:14:13.600 --> 00:14:16.400]  誕生在最卑微的馬槽
[00:14:16.400 --> 00:14:19.800]  這位成為貧窮的耶穌
[00:14:19.800 --> 00:14:21.000]  祂讓世人知道
[00:14:21.000 --> 00:14:23.600]  原來神不是看外貌
[00:14:23.600 --> 00:14:25.200]  每個貧寒的人
[00:14:25.200 --> 00:14:26.600]  神都憐憫
[00:14:26.600 --> 00:14:28.800]  都有很寶貴的屬神的生命
[00:14:28.800 --> 00:14:31.400]  就像耶穌基督一樣成為貧窮的人
[00:14:31.400 --> 00:14:33.200]  貧窮有時是物質的貧窮
[00:14:33.200 --> 00:14:35.400]  有時是心靈的貧窮
[00:14:35.400 --> 00:14:36.800]  其中說到心靈的貧窮
[00:14:36.800 --> 00:14:38.600]  其中一個很出名的名句
[00:14:38.600 --> 00:14:39.800]  在啟示錄
[00:14:39.800 --> 00:14:41.400]  啟示錄第三章十七節
[00:14:41.400 --> 00:14:43.200]  說到老弟家的教會
[00:14:43.200 --> 00:14:44.400]  一起讀
[00:14:44.400 --> 00:14:46.600]  「你說我是富足
[00:14:46.600 --> 00:14:48.200]  已經發了財
[00:14:48.200 --> 00:14:49.600]  一樣都不缺」
[00:14:49.600 --> 00:14:51.200]  「卻不知道你是那
[00:14:51.200 --> 00:14:55.600]  困苦、可憐、貧窮、黑眼、赤身」
[00:14:55.600 --> 00:14:57.200]  如果沒有神的良善
[00:14:57.200 --> 00:14:59.400]  沒有神的生命
[00:14:59.400 --> 00:15:00.400]  表面的富足
[00:15:00.400 --> 00:15:02.000]  其實在神眼中
[00:15:02.000 --> 00:15:05.000]  是非常赤貧的
[00:15:05.000 --> 00:15:06.800]  過年的時候,聖誕節的時候
[00:15:06.800 --> 00:15:09.600]  其中一個新聞就是國內抓了很多高官
[00:15:09.600 --> 00:15:11.200]  其中一個高官就看了一個新聞
[00:15:11.200 --> 00:15:13.600]  就說到一個高官的親戚家人
[00:15:13.600 --> 00:15:15.400]  在日本有些豪宅
[00:15:15.400 --> 00:15:17.800]  豪宅值三億到五億
[00:15:17.800 --> 00:15:19.000]  有些高官在家裏面
[00:15:19.000 --> 00:15:22.200]  一堆金、一堆銀紙
[00:15:22.200 --> 00:15:24.800]  可能在這些所謂的高官裏面
[00:15:24.800 --> 00:15:28.600]  可能人體中很富裕
[00:15:28.600 --> 00:15:31.200]  但當他沒有神、沒有良善
[00:15:31.200 --> 00:15:33.600]  他有罪惡的時候
[00:15:33.600 --> 00:15:36.200]  在神眼中只是赤貧
[00:15:36.200 --> 00:15:39.400]  是可憐、是貧窮、是黑眼
[00:15:39.400 --> 00:15:42.000]  是赤身露體
[00:15:42.000 --> 00:15:45.400]  相反,我們主雖然經歷馬祖
[00:15:45.400 --> 00:15:47.600]  但生命是良善美麗
[00:15:47.600 --> 00:15:49.600]  是父神所愛的兒子
