
[00:00:00.000 --> 00:00:04.440]  今年我們是跟大家一起思想生命記
[00:02:28.400 --> 00:02:31.800]  這句話有時候可能讀了新約裏面耶穌講的
[00:02:31.800 --> 00:02:37.800]  但這正是耶穌重新提醒每一個年代的信徒
[00:02:37.800 --> 00:02:41.800]  昔日神怎樣去吩咐以色列的民族
[00:02:41.800 --> 00:02:47.800]  每一個人去記得一個很重要的誡命
[00:02:47.800 --> 00:02:50.800]  就是我們的神是一個獨一的神
[00:02:50.800 --> 00:02:56.800]  我們要盡我們的能力去愛這位的神
[00:02:56.800 --> 00:02:58.800]  所以每一次我們回到敬拜上帝的時候
[00:02:58.800 --> 00:03:04.800]  我們仍然盼望我們再一次被提醒、被激勵
[00:03:04.800 --> 00:03:06.800]  我們一方面想到神的愛
[00:03:06.800 --> 00:03:10.800]  同時我們也希望自己能夠繼續盡心盡性
[00:03:10.800 --> 00:03:14.800]  盡力地去愛主我們的神
[00:03:14.800 --> 00:03:19.800]  這是耶穌說神和他們昔日在荷列山所立的約
[00:03:19.800 --> 00:03:23.800]  也是我們的摩西在這個年代裏面
[00:03:23.800 --> 00:03:24.800]  在當時的平原裏面
[00:03:24.800 --> 00:03:29.800]  和這班新一代的以色列民所立的約
[00:03:29.800 --> 00:03:34.800]  提醒他們神怎樣在他們列祖當中所成就的工作
[00:03:34.800 --> 00:03:38.800]  神怎樣在新一代裏面帶領著和保守他們
[00:03:38.800 --> 00:03:41.800]  讓他們準備進入這個艱難的地位
[00:03:41.800 --> 00:03:47.800]  我們每一個人都有機會和神相遇
[00:03:47.800 --> 00:03:50.800]  你在哪個地方和祂立約
[00:03:50.800 --> 00:03:52.800]  很深的經歷祂
[00:03:52.800 --> 00:03:54.800]  體會到祂對你的愛
[00:03:54.800 --> 00:03:55.800]  向你的呼召
[00:03:55.800 --> 00:03:58.800]  然後你回應說主你是我的神
[00:03:58.800 --> 00:04:01.800]  我這一生要跟隨你
[00:04:01.800 --> 00:04:04.800]  我在受浸的時候確切知道
[00:04:04.800 --> 00:04:07.800]  神的恩典臨到我身上
[00:04:07.800 --> 00:04:10.800]  讓我願意去接受這個水禮
[00:04:10.800 --> 00:04:12.800]  我感謝主當我信了主之後
[00:04:12.800 --> 00:04:16.800]  我很快就參與了這個信仰班浸禮班
[00:04:16.800 --> 00:04:20.800]  很快確切我這個決定
[00:04:20.800 --> 00:04:23.800]  回頭一望已經四十多年了
[00:04:23.800 --> 00:04:27.800]  我這個約相信和我自己是很清楚地建立
[00:04:27.800 --> 00:04:29.800]  但同時又很感恩地
[00:04:29.800 --> 00:04:34.800]  我將這個約傳遞給我的下一代
[00:04:34.800 --> 00:04:36.800]  來到聖鎮的時候
[00:04:36.800 --> 00:04:40.800]  我有機會為我兩個兒女受浸
[00:04:40.800 --> 00:04:43.800]  為他們受浸也是恩典
[00:04:43.800 --> 00:04:46.800]  因為兩個本來都不應該是我受浸
[00:04:46.800 --> 00:04:49.800]  在2003年4月的浸禮
[00:04:49.800 --> 00:04:52.800]  我女兒報名了才告訴我
[00:04:52.800 --> 00:04:55.800]  誰知那一年有沙士
[00:04:55.800 --> 00:04:57.800]  所以取消了那次浸禮
[00:04:57.800 --> 00:05:01.800]  然後在6月份的時候她才浸禮
[00:05:01.800 --> 00:05:04.800]  我就可以為她施行浸禮
[00:05:04.800 --> 00:05:07.800]  就是神一個很特別的安排
[00:05:07.800 --> 00:05:09.800]  我兒子受浸的時候
[00:05:09.800 --> 00:05:12.800]  也是一樣他自己決定了什麼時候浸禮
[00:05:12.800 --> 00:05:13.800]  也沒有特別和我們商量
[00:05:13.800 --> 00:05:16.800]  就告訴我們報名浸禮
[00:05:16.800 --> 00:05:18.800]  什麼時候浸禮我們都很開心的事情
[00:05:18.800 --> 00:05:21.800]  在2004年的時間
[00:05:21.800 --> 00:05:24.800]  誰知那次的浸禮又不知為什麼
[00:05:24.800 --> 00:05:28.800]  有差不多二百人接受浸禮
[00:05:28.800 --> 00:05:30.800]  很多時候沒試過這麼久的情況
[00:05:30.800 --> 00:05:32.800]  沙士之後教會一直增長
[00:05:32.800 --> 00:05:35.800]  所以我相信一個牧師浸二百個很艱難
[00:05:35.800 --> 00:05:37.800]  所以他們就訂了一個安排
[00:05:37.800 --> 00:05:39.800]  不如找多一個牧師幫忙
[00:05:39.800 --> 00:05:43.800]  很愛心的就說那半就給你
[00:05:43.800 --> 00:05:45.800]  我兒子就在我當中
[00:05:45.800 --> 00:05:47.800]  來給我施行浸禮
[00:05:47.800 --> 00:05:49.800]  所以回想這個圖畫
[00:05:49.800 --> 00:05:50.800]  就覺得神的恩典很特別
[00:05:50.800 --> 00:05:53.800]  當然能夠為自己的兒女受浸
[00:05:53.800 --> 00:05:55.800]  這是一個很大的榮耀
[00:05:55.800 --> 00:05:56.800]  對我自己來說
[00:05:56.800 --> 00:06:00.800]  也是看見神的恩典能夠延續在他們當中
[00:06:00.800 --> 00:06:02.800]  但是很重要的地方就是
[00:06:02.800 --> 00:06:04.800]  我們今天每一個人
[00:06:04.800 --> 00:06:08.800]  我們都是以神為一個很確切的一種關係
[00:06:08.800 --> 00:06:10.800]  每個星期回來
[00:06:10.800 --> 00:06:13.800]  道謝一個重新立約的關係
[00:06:13.800 --> 00:06:14.800]  你是我的神
[00:06:14.800 --> 00:06:16.800]  我是你的子民
[00:06:16.800 --> 00:06:17.800]  我願意敬愛你
[00:06:17.800 --> 00:06:19.800]  來侍奉你
[00:06:19.800 --> 00:06:22.800]  教會在我們一路的發展裡面
[00:06:22.800 --> 00:06:24.800]  我們有一個建堂
[00:06:24.800 --> 00:06:26.800]  在去年十一月的十二日
[00:06:26.800 --> 00:06:27.800]  二十二日的時候
[00:06:27.800 --> 00:06:30.800]  我覺得給我心裡很感恩的一個聚會
[00:06:30.800 --> 00:06:32.800]  就是弟兄姊妹下午回來的地方
[00:06:32.800 --> 00:06:33.800]  我們一起
[00:06:33.800 --> 00:06:35.800]  我們願意來跟心合而為
[00:06:35.800 --> 00:06:37.800]  就是這個建堂的工作
[00:06:37.800 --> 00:06:39.800]  我們要去禱告
[00:06:39.800 --> 00:06:40.800]  去交托
[00:06:40.800 --> 00:06:42.800]  我們齊獻心
[00:06:42.800 --> 00:06:44.800]  教會在我們前面的路途上
[00:06:44.800 --> 00:06:48.800]  我們深信神要給我們有不同的挑戰和考驗
[00:06:48.800 --> 00:06:50.800]  我們一班屬神的兒女
[00:06:50.800 --> 00:06:51.800]  我們乘針的會友
[00:06:51.800 --> 00:06:54.800]  我們會不會看見神在這個年代裡面
[00:06:54.800 --> 00:06:57.800]  去面對我們的處境
[00:06:57.800 --> 00:06:58.800]  不單只是教會
[00:06:58.800 --> 00:07:00.800]  甚至是我們每一個弟兄姊妹
[00:07:00.800 --> 00:07:02.800]  你處身的環境裡面
[00:07:02.800 --> 00:07:03.800]  我們的神
[00:07:03.800 --> 00:07:04.800]  我們的主
[00:07:04.800 --> 00:07:06.800]  是不是還是你的神
[00:07:06.800 --> 00:07:09.800]  是曾經將你從埃及裡面
[00:07:09.800 --> 00:07:11.800]  圍爐之家拯救出來
[00:07:11.800 --> 00:07:13.800]  他更加是在我們每一個人
[00:07:13.800 --> 00:07:14.800]  在生命裡面
[00:07:14.800 --> 00:07:15.800]  慢慢不自覺
[00:07:15.800 --> 00:07:16.800]  無論是因為工作
[00:07:16.800 --> 00:07:17.800]  因為家庭
[00:07:17.800 --> 00:07:19.800]  因為其他的事情
[00:07:19.800 --> 00:07:20.800]  我們又再一次
[00:07:20.800 --> 00:07:22.800]  好像成為一個圍爐的人一樣
[00:07:22.800 --> 00:07:24.800]  我們主要將我們從這裡
[00:07:24.800 --> 00:07:27.800]  再一次拯救出來
[00:07:27.800 --> 00:07:29.800]  當你留意一下自己的生命裡面
[00:07:29.800 --> 00:07:31.800]  常常說一些很負面的東西
[00:07:31.800 --> 00:07:33.800]  常常都說我們真不由己的時候
[00:07:33.800 --> 00:07:37.800]  你就真的很需要神再一次將你拯救出來
[00:07:37.800 --> 00:07:40.800]  我們不想做這個世界的奴僕
[00:07:40.800 --> 00:07:41.800]  不想做金錢的奴僕
[00:07:41.800 --> 00:07:43.800]  不想做我們工作的奴僕
[00:07:43.800 --> 00:07:45.800]  甚至是家庭的奴僕
[00:07:45.800 --> 00:07:48.800]  我們只能夠做我們主的奴僕
[00:07:48.800 --> 00:07:51.800]  去過一個自由的生命
[00:07:51.800 --> 00:07:52.800]  將神的愛
[00:07:52.800 --> 00:07:54.800]  將神的能力去活現出來
[00:07:54.800 --> 00:07:56.800]  所以你在這個警方裡面的時候
[00:07:56.800 --> 00:07:57.800]  在新春的時候
[00:07:57.800 --> 00:07:58.800]  你伸出你的手
[00:07:58.800 --> 00:08:01.800]  神你帶著我走2016年的路途
[00:08:01.800 --> 00:08:03.800]  我希望你拯救我
[00:08:03.800 --> 00:08:05.800]  帶我過一個豐盛
[00:08:05.800 --> 00:08:07.800]  又滿有恩典的生命
[00:08:07.800 --> 00:08:10.800]  昔日神帶領著以色列民出來
[00:08:10.800 --> 00:08:13.800]  神也在每一個年代裡面帶領他的百姓
[00:08:13.800 --> 00:08:15.800]  走過艱難的路途
[00:08:15.800 --> 00:08:16.800]  今天在新的一個年代
[00:08:16.800 --> 00:08:18.800]  我們主耶穌也同樣拿著我們的手
[00:08:18.800 --> 00:08:21.800]  陪伴我們走人生的路途
[00:08:21.800 --> 00:08:22.800]  我們預備好了沒有
[00:08:22.800 --> 00:08:24.800]  預備交出我們的生命
[00:08:24.800 --> 00:08:25.800]  交出我們的手
[00:08:25.800 --> 00:08:27.800]  繼續給神帶領著我們
[00:08:27.800 --> 00:08:30.800]  讓我們從十誡裡面重新去思想
[00:08:30.800 --> 00:08:34.800]  摩西對當時這一幫門徒
[00:08:34.800 --> 00:08:37.800]  當這一幫以色列民的提醒
[00:08:37.800 --> 00:08:39.800]  耶穌在新約裡面強調
[00:08:39.800 --> 00:08:41.800]  十誡是從來沒有變的
[00:08:41.800 --> 00:08:43.800]  十誡的精神仍然在神的信仰裡面
[00:08:43.800 --> 00:08:47.800]  是延續到祂再回來的日子
[00:08:47.800 --> 00:08:48.800]  我們在這個年代裡面
[00:08:48.800 --> 00:08:52.800]  同樣我們要明白十誡的精神在哪裡
[00:08:52.800 --> 00:08:57.800]  耶穌基督幫我們總結了這個答案
[00:08:57.800 --> 00:08:59.800]  其實舊約的時候摩西也總結了
[00:08:59.800 --> 00:09:01.800]  我們需要重新在這個誡命裡面
[00:09:01.800 --> 00:09:03.800]  幫我們劃出界線
[00:09:03.800 --> 00:09:07.800]  以致我們能夠活出我們怎樣去愛神
[00:09:07.800 --> 00:09:09.800]  愛人的原則
[00:09:09.800 --> 00:09:13.800]  今天跟大家特別思想頭四誡
[00:09:13.800 --> 00:09:18.800]  明天同工會跟大家思想另外的六誡
[00:09:18.800 --> 00:09:22.800]  第四誡是特別針對我們跟神的關係
[00:09:22.800 --> 00:09:24.800]  當我們講到我們跟神的關係的時候
[00:09:24.800 --> 00:09:26.800]  我們先不看界面的時候
[00:09:26.800 --> 00:09:29.800]  我們自己內心裡面做一個判斷
[00:09:29.800 --> 00:09:33.800]  我們跟神的關係是如何呢
[00:09:33.800 --> 00:09:37.800]  是不是一個很親愛的關係
[00:09:37.800 --> 00:09:40.800]  弟兄姊妹我們每一個人回來的地方
[00:09:40.800 --> 00:09:43.800]  最少我們守住第四誡
[00:09:43.800 --> 00:09:45.800]  我們一起去敬拜我們的神
[00:09:45.800 --> 00:09:47.800]  安息日不代表當時禮拜六晚的時間
[00:09:47.800 --> 00:09:50.800]  好像禮拜五六日的時間
[00:09:50.800 --> 00:09:52.800]  但我們知道這個是主日
[00:09:52.800 --> 00:09:53.800]  我們在主日面前
[00:09:53.800 --> 00:09:55.800]  我們守住這一天來親近祂
[00:09:55.800 --> 00:09:56.800]  去敬拜祂
[00:09:56.800 --> 00:09:58.800]  希望在祂的生命當中
[00:09:58.800 --> 00:10:00.800]  重新有一種被眺望
[00:10:00.800 --> 00:10:03.800]  我們生命的源頭的能力在裡面
[00:10:03.800 --> 00:10:06.800]  我們一起在這個地方裡面
[00:10:06.800 --> 00:10:10.800]  去敬田守一個敬拜主的日子
[00:10:10.800 --> 00:10:13.800]  今天在上面有幾個不可的地方
[00:10:13.800 --> 00:10:15.800]  提醒我們
[00:10:15.800 --> 00:10:17.800]  當我們一起去敬拜上帝的時候
[00:10:17.800 --> 00:10:18.800]  記住在我們生命裡面
[00:10:18.800 --> 00:10:20.800]  不可以有別的神
[00:10:20.800 --> 00:10:22.800]  什麼是神
[00:10:22.800 --> 00:10:24.800]  你覺得祂是全能
[00:10:24.800 --> 00:10:27.800]  你覺得祂一定是屈服在祂之下
[00:10:27.800 --> 00:10:31.800]  只有創造天地萬有救贖我們的主
[00:10:31.800 --> 00:10:33.800]  才是獨一的真神
[00:10:33.800 --> 00:10:35.800]  我們唯有去敬拜祂
[00:10:35.800 --> 00:10:38.800]  其他的都不是神
[00:10:38.800 --> 00:10:41.800]  不可有別的神
[00:10:41.800 --> 00:10:44.800]  不要為自己雕刻偶像
[00:10:44.800 --> 00:10:46.800]  不要在我們的信仰生命裡面
[00:10:46.800 --> 00:10:50.800]  我們自己設定了神就在這裡被限制
[00:10:50.800 --> 00:10:54.800]  敬拜上帝不只是在城鎮這個大禮堂裡面
[00:10:54.800 --> 00:10:59.800]  我們不想將這裡成為一個敬拜偶像的圖畫
[00:10:59.800 --> 00:11:00.800]  我們需要的地方就是
[00:11:00.800 --> 00:11:03.800]  我們知道神會在我們生命裡面
[00:11:03.800 --> 00:11:05.800]  他是活著的神
[00:11:05.800 --> 00:11:09.800]  是有自己行事的方式
[00:11:09.800 --> 00:11:11.800]  不是容讓我們將祂成為一個
[00:11:11.800 --> 00:11:15.800]  物化的形態下出現
[00:11:15.800 --> 00:11:16.800]  外邦的神
[00:11:16.800 --> 00:11:18.800]  他們要將祂成為偶像
[00:11:18.800 --> 00:11:19.800]  因為他們可以主控祂
[00:11:19.800 --> 00:11:21.800]  將祂帶到哪個地方
[00:11:21.800 --> 00:11:24.800]  但是我們的神是無所不在的神
[00:11:24.800 --> 00:11:26.800]  不只是在城鎮這個禮堂裡面
[00:11:26.800 --> 00:11:28.800]  祂才是上帝
[00:11:28.800 --> 00:11:30.800]  在我們每一個生活的環境裡面
[00:11:30.800 --> 00:11:32.800]  在一個香港這麼艱難的時代裡面
[00:11:32.800 --> 00:11:35.800]  在很困苦的國家面對衝突
[00:11:35.800 --> 00:11:36.800]  面對戰爭裡面的時候
[00:11:36.800 --> 00:11:39.800]  神都與他同在
[00:11:39.800 --> 00:11:42.800]  我們不用抬一個偶像出來
[00:11:42.800 --> 00:11:45.800]  代表神與我們同在
[00:11:45.800 --> 00:11:46.800]  斯蒂文昔日的日子裡面
[00:11:46.800 --> 00:11:48.800]  都試過這個錯誤
[00:11:48.800 --> 00:11:52.800]  他以為做一些事出來就可以代表上帝
[00:11:52.800 --> 00:11:54.800]  最後連約鬼都被露
[00:11:54.800 --> 00:11:57.800]  很可怕的事情
[00:11:57.800 --> 00:11:58.800]  第三方面我們看到
[00:11:58.800 --> 00:12:02.800]  十誡裡面提到不要妄稱耶和華的名
[00:12:02.800 --> 00:12:07.800]  這個是代表了我們內心裡面對神的尊敬
[00:12:07.800 --> 00:12:10.800]  我們不用搭耶穌的袋
[00:12:10.800 --> 00:12:13.800]  耶穌會做祂自己可以做的事情
[00:12:13.800 --> 00:12:15.800]  在我們內心世界裡面
[00:12:15.800 --> 00:12:16.800]  我們是敬畏祂
[00:12:16.800 --> 00:12:20.800]  知道神的名是能夠改變我們的生命
[00:12:20.800 --> 00:12:22.800]  知道耶穌的名是能夠可以成為
[00:12:22.800 --> 00:12:25.800]  我們生命裡面最甜蜜的一座清夫
[00:12:25.800 --> 00:12:30.800]  是祂能夠成為我們生命裡面最愛慕的主
[00:12:30.800 --> 00:12:32.800]  妄稱神的名
[00:12:32.800 --> 00:12:36.800]  是代表了我心與口不一的來講神的名字
[00:12:36.800 --> 00:12:38.800]  當我說我敬畏祂的時候
[00:12:38.800 --> 00:12:40.800]  我的心是不是敬畏祂
[00:12:40.800 --> 00:12:43.800]  如果是的話你講給自己聽
[00:12:43.800 --> 00:12:47.800]  妄稱神的名就是這個地方提醒我們
[00:12:47.800 --> 00:12:51.800]  怎樣看神在我們生命裡面的主權是怎樣
[00:12:51.800 --> 00:12:55.800]  今天有機會跟大家一起思想
[00:12:55.800 --> 00:12:58.800]  我們跟神和主的關係是怎樣
[00:12:58.800 --> 00:13:02.800]  第一條誡命告訴我們不可有別的神
[00:13:02.800 --> 00:13:05.800]  我們嘗試濃縮成不可有別的東西
[00:13:05.800 --> 00:13:07.800]  神就是神
[00:13:07.800 --> 00:13:08.800]  但我們屬靈的生命上
[00:13:08.800 --> 00:13:10.800]  我們怎樣去提醒我們
[00:13:10.800 --> 00:13:16.800]  甚麼去應用在我們這個不可有別的神的生命裡面
[00:13:16.800 --> 00:13:20.800]  我們是不是將其他的神和我們的神比較
[00:13:20.800 --> 00:13:22.800]  其實第一件在這裡所提及的
[00:13:22.800 --> 00:13:24.800]  很強調的地方就是
[00:13:24.800 --> 00:13:26.800]  除了我以外
[00:13:26.800 --> 00:13:28.800]  這是一種關係
[00:13:28.800 --> 00:13:30.800]  神和我們的關係
[00:13:30.800 --> 00:13:33.800]  是不是一種這麼親密的關係
[00:13:33.800 --> 00:13:34.800]  到了一個地步就是
[00:13:34.800 --> 00:13:36.800]  除了你之外
[00:13:36.800 --> 00:13:39.800]  我沒有其他東西
[00:13:39.800 --> 00:13:41.800]  所以這是一個很特別的一種關係
[00:13:41.800 --> 00:13:43.800]  就是除你以外
[00:13:43.800 --> 00:13:46.800]  是一首很美麗的一句話
[00:13:46.800 --> 00:13:50.800]  始終我們跟神之間是一種確切的
[00:13:50.800 --> 00:13:52.800]  彼此間的來往
[00:13:52.800 --> 00:13:56.800]  是一種不能夠代替的關係
[00:13:56.800 --> 00:13:58.800]  神是救贖我們的主
[00:13:58.800 --> 00:13:59.800]  是我們生命的主
[00:13:59.800 --> 00:14:03.800]  是我一個可以跟祂建立更深的關係的一位神
[00:14:03.800 --> 00:14:06.800]  祂成為我最好的朋友
[00:14:06.800 --> 00:14:09.800]  這就是我們跟神這一生
[00:14:09.800 --> 00:14:11.800]  在我們地上的日子裡面
[00:14:11.800 --> 00:14:14.800]  很確切的追求
[00:14:14.800 --> 00:14:17.800]  當在啟示錄裡面
[00:14:17.800 --> 00:14:22.800]  神透過約翰來告訴伊弗所的教會
[00:14:22.800 --> 00:14:24.800]  伊弗所的教會很忙碌
[00:14:24.800 --> 00:14:27.800]  他的教會做了很多很寶貴的事情
[00:14:27.800 --> 00:14:31.800]  當保羅來教導伊弗所的教會的時候
[00:14:31.800 --> 00:14:33.800]  他用了很多時間和心力
[00:14:33.800 --> 00:14:36.800]  在很多處來教導這個教會
[00:14:36.800 --> 00:14:40.800]  但是到了這個啟示錄的時候
[00:14:40.800 --> 00:14:43.800]  約翰聽到主的聲音
[00:14:43.800 --> 00:14:46.800]  提醒伊弗所的教會
[00:14:46.800 --> 00:14:51.800]  不要忘卻起初的愛心
[00:14:51.800 --> 00:14:57.800]  不要跟神的關係因此很忙碌而失去了
[00:14:57.800 --> 00:14:59.800]  你要重新燃點這一份
[00:14:59.800 --> 00:15:03.800]  跟神之間的真實的愛在裡面
[00:15:03.800 --> 00:15:07.800]  所以我們要保持跟神有一個很美好的溝通在裡面
[00:15:07.800 --> 00:15:10.800]  我們跟神的關係就好像我跟你的關係
[00:15:10.800 --> 00:15:13.800]  這個Y也可以說你也可以說耶和華
[00:15:13.800 --> 00:15:15.800]  我們怎樣跟我們的神建立關係
[00:15:15.800 --> 00:15:19.800]  有人說溝通有幾個很重要關係的基礎
[00:15:19.800 --> 00:15:21.800]  包括了尊重神
[00:15:21.800 --> 00:15:26.800]  有溝通、聆聽、了解和接納
[00:15:26.800 --> 00:15:27.800]  這些很簡單
[00:15:27.800 --> 00:15:34.800]  在一些我們說學習如何彼此建立關係裡面
[00:15:34.800 --> 00:15:36.800]  很重要的元素
[00:15:36.800 --> 00:15:41.800]  我們嘗試做一次靜心去看一看這些元素的時候
[00:15:41.800 --> 00:15:45.800]  我們成為一個自己的檢視
[00:15:45.800 --> 00:15:51.800]  我跟神的關係有沒有這些元素在裡面
[00:15:51.800 --> 00:15:53.800]  我是極尊重上帝
[00:15:53.800 --> 00:15:55.800]  我跟祂有溝通
[00:15:55.800 --> 00:15:58.800]  珍惜每天有機會的時間
[00:15:58.800 --> 00:16:01.800]  我們會靈修禱告
[00:16:01.800 --> 00:16:03.800]  跟祂有傾談
[00:16:03.800 --> 00:16:06.800]  保持在我們人生每一個時刻裡面
[00:16:06.800 --> 00:16:11.800]  都跟神有溝通的渠道
[00:16:11.800 --> 00:16:13.800]  我們都學習去聆聽
[00:16:13.800 --> 00:16:17.800]  今天在這個地方我們在聆聽神給我們的訊息
[00:16:17.800 --> 00:16:18.800]  在我們靈修的時候
[00:16:18.800 --> 00:16:19.800]  我們都在聆聽神
[00:16:19.800 --> 00:16:21.800]  透過我們所閱讀的經文和
[00:16:21.800 --> 00:16:23.800]  這個屬靈的書本
[00:16:23.800 --> 00:16:25.800]  給我們有一個學習
[00:16:25.800 --> 00:16:27.800]  甚至我們放下所有東西安靜下來
[00:16:27.800 --> 00:16:29.800]  就是聽一聽
[00:16:29.800 --> 00:16:32.800]  神在我們心裡面說了什麼話
[00:16:32.800 --> 00:16:35.800]  神常常在我們最寧靜的時刻裡面
[00:16:35.800 --> 00:16:38.800]  向我們的心裡說話
[00:16:38.800 --> 00:16:42.800]  讓我們能夠聽到神對我們的提醒和幫助
[00:16:42.800 --> 00:16:45.800]  學習這種聆聽的生活
[00:16:45.800 --> 00:16:48.800]  更多來去有空間
[00:16:48.800 --> 00:16:51.800]  安靜的跟神有這種溝通、聆聽
[00:16:51.800 --> 00:16:54.800]  了解我們的神多一點
[00:16:54.800 --> 00:16:55.800]  學習聖經的話語
[00:16:55.800 --> 00:16:57.800]  查考神的話語
[00:16:57.800 --> 00:17:00.800]  讓我們更加去明白神做事的方法
[00:17:00.800 --> 00:17:03.800]  神透過經文的地方進入去做事的方式裡面
[00:17:03.800 --> 00:17:06.800]  幫助我們更認識我們的神
[00:17:06.800 --> 00:17:08.800]  在這個過程裡面我們接納
[00:17:08.800 --> 00:17:11.800]  接納我們自己個人的限制
[00:17:11.800 --> 00:17:13.800]  我們知道神愛我們也接納我們
[00:17:13.800 --> 00:17:15.800]  同樣要接納我們的限制
[00:17:15.800 --> 00:17:17.800]  我們希望能夠在這個關係裡面
[00:17:17.800 --> 00:17:20.800]  我們求神幫助我們一路去成長
[00:17:20.800 --> 00:17:23.800]  以致我們能夠放在神的時間裡面
[00:17:23.800 --> 00:17:28.800]  我們都能夠覺得很滿足、很開心、很快樂
[00:17:28.800 --> 00:17:33.800]  關係需要這樣去建立起來
[00:17:33.800 --> 00:17:35.800]  同樣愛是一種專注
[00:17:35.800 --> 00:17:37.800]  不可有別的提醒我們
[00:17:37.800 --> 00:17:40.800]  很簡單的地方就是有些東西是say no
[00:17:40.800 --> 00:17:42.800]  有些情況提醒我們
[00:17:42.800 --> 00:17:45.800]  就是我們不要說什麼都說yes
[00:17:45.800 --> 00:17:47.800]  有些東西我們say no
[00:17:47.800 --> 00:17:49.800]  no, just no
[00:17:49.800 --> 00:17:51.800]  不行就是不行
[00:17:51.800 --> 00:17:53.800]  所以當解明一開始的時候
[00:17:53.800 --> 00:17:57.800]  就提到很多but, but, but, but
[00:17:57.800 --> 00:17:58.800]  為什麼?
[00:17:58.800 --> 00:18:01.800]  因為神要將我們畫出一些界線出來
[00:18:01.800 --> 00:18:03.800]  這些界線就提醒我們
[00:18:03.800 --> 00:18:06.800]  不可以超越這些界線
[00:18:06.800 --> 00:18:07.800]  所以求神幫助我們
[00:18:07.800 --> 00:18:09.800]  當我們專注的時候就要明白
[00:18:09.800 --> 00:18:11.800]  我們的界線在哪裡
[00:18:11.800 --> 00:18:13.800]  如果一天只有24小時工作的時間
[00:18:13.800 --> 00:18:15.800]  我們需要畫出我們的界線
[00:18:15.800 --> 00:18:18.800]  某個時間段我們要完成這個工作
[00:18:18.800 --> 00:18:20.800]  否則我們會很辛苦
[00:18:20.800 --> 00:18:24.800]  我們以為我們的時間是無限地擴展
[00:18:24.800 --> 00:18:28.800]  沒有的,我們跟我們的時間一樣24小時
[00:18:28.800 --> 00:18:30.800]  我們怎樣來到有限的
[00:18:30.800 --> 00:18:32.800]  來到那個環境裡面
