
[00:00:00.000 --> 00:00:04.160]  今天的題目叫做「性靈女的新生命」
[00:04:45.200 --> 00:04:46.560]  所以保羅這樣說
[00:04:46.560 --> 00:04:50.880]  他說「我覺得有個律,就是我願意為善的時候」
[00:04:50.880 --> 00:04:53.040]  「便有惡與我同在」
[00:04:53.040 --> 00:04:56.440]  「因為愛我裡面的意思,我是喜歡神的律」
[00:04:56.440 --> 00:05:01.040]  「但我覺得肢體中另外有個律,和我心中的律交戰」
[00:05:01.040 --> 00:05:06.040]  「把我腦去,叫我付從肢體中犯罪的罪」
[00:05:06.040 --> 00:05:08.280]  「我真是苦啊」
[00:05:08.280 --> 00:05:12.720]  「誰能救我脫離這取死的身體呢」
[00:05:12.720 --> 00:05:16.840]  如果羅馬書在那裏停了,我們就真是苦了
[00:05:16.840 --> 00:05:19.960]  但我們一起讀第二十五節的頭一段,好嗎?
[00:05:19.960 --> 00:05:21.520]  大家一起讀,一二三
[00:05:21.520 --> 00:05:25.560]  「感謝神,靠著我們的主耶穌基督」
[00:05:25.560 --> 00:05:27.080]  「就能脫離了」
[00:05:27.080 --> 00:05:28.560]  我們給掌聲我們的主耶穌
[00:05:31.120 --> 00:05:32.560]  好了,講得很清楚
[00:05:32.560 --> 00:05:35.480]  我們靠著耶穌,我們就脫離了
[00:05:35.480 --> 00:05:40.440]  因為基督的聖靈在我們生命裏面
[00:05:40.440 --> 00:05:42.840]  當我們有聖靈在我們生命裏面的時候
[00:05:42.840 --> 00:05:45.000]  我們就能夠改變
[00:05:45.000 --> 00:05:47.360]  所以到了第八章,我們一起去看
[00:05:47.360 --> 00:05:49.640]  在聖靈裏面的新生命
[00:05:49.640 --> 00:05:53.800]  我們應該怎樣去活出這個聖靈裏的新生命呢?
[00:05:53.800 --> 00:05:57.400]  從第八章裏面,我們一起學三個功課
[00:05:57.400 --> 00:06:01.560]  第一個功課是我們信服聖靈的帶領
[00:06:01.560 --> 00:06:04.200]  我們由第一節讀到第十三節,好嗎?
[00:06:04.200 --> 00:06:05.800]  我們一起讀,一二三
[00:06:05.800 --> 00:06:09.280]  「如今那些在基督耶穌裏的」
[00:06:09.280 --> 00:06:11.000]  「就不定罪了」
[00:06:11.000 --> 00:06:13.800]  「因為次生命聖靈的律」
[00:06:13.800 --> 00:06:17.240]  「在基督耶穌裏釋放了我」
[00:06:17.240 --> 00:06:20.600]  「使我脫離罪和死的律法」
[00:06:20.600 --> 00:06:23.080]  「律法既因肉體軟弱」
[00:06:23.080 --> 00:06:25.120]  「有所不能行的」
[00:06:25.120 --> 00:06:28.040]  「神就差遣自己的兒子」
[00:06:28.040 --> 00:06:30.360]  「成為罪身的形狀」
[00:06:30.360 --> 00:06:32.360]  「著了贖罪制」
[00:06:32.360 --> 00:06:35.080]  「在肉體中定了罪惡」
[00:06:35.080 --> 00:06:37.280]  「使律法的意義成就在」
[00:06:37.280 --> 00:06:40.120]  「我們這不隨從肉體」
[00:06:40.120 --> 00:06:43.000]  「只隨從聖靈的人身上」
[00:06:43.000 --> 00:06:47.280]  「因為隨從肉體的人體貼肉體的事」
[00:06:47.280 --> 00:06:51.080]  「隨從聖靈的人體貼聖靈的事」
[00:06:51.080 --> 00:06:53.960]  「體貼肉體的就是死」
[00:06:53.960 --> 00:06:57.720]  「體貼聖靈的乃是生命平安」
[00:06:57.720 --> 00:06:59.720]  「原來體貼肉體的」
[00:06:59.720 --> 00:07:01.760]  「就是與神為仇」
[00:07:01.760 --> 00:07:03.960]  「因為不服神的律法」
[00:07:03.960 --> 00:07:05.720]  「也是不能服」
[00:07:05.720 --> 00:07:07.560]  「而且屬肉體的人」
[00:07:07.560 --> 00:07:09.880]  「不能得神的喜歡」
[00:07:09.880 --> 00:07:13.360]  「如果神的靈住在你們心裏」
[00:07:13.360 --> 00:07:15.880]  「你們就不屬肉體了」
[00:07:15.880 --> 00:07:17.680]  「乃屬聖靈」
[00:07:17.680 --> 00:07:20.000]  「人若沒有基督的靈」
[00:07:20.000 --> 00:07:22.120]  「就不是屬基督的」
[00:07:22.120 --> 00:07:24.560]  「基督若在你們心裏」
[00:07:24.560 --> 00:07:27.200]  「身體就因罪而死」
[00:07:27.200 --> 00:07:29.800]  「心靈卻因義而活」
[00:07:29.800 --> 00:07:33.760]  「然而叫耶穌從死裏復活者的靈」
[00:07:33.760 --> 00:07:36.440]  「若住在我們心裏」
[00:07:36.440 --> 00:07:40.160]  「那叫基督耶穌從死裏復活的」
[00:07:40.160 --> 00:07:43.880]  「也必藉著住在你們心裏的聖靈」
[00:07:43.880 --> 00:07:47.600]  「使你們必死的身體又活過來」
[00:07:47.600 --> 00:07:49.920]  「弟兄們這樣看來」
[00:07:49.920 --> 00:07:52.720]  「我們並不是欠肉體的債」
[00:07:52.720 --> 00:07:55.080]  「去順從肉體活著」
[00:07:55.080 --> 00:07:57.760]  「你們若順從肉體活著」
[00:07:57.760 --> 00:07:59.120]  「必要死」
[00:07:59.120 --> 00:08:00.680]  「若靠著聖靈」
[00:08:00.680 --> 00:08:02.760]  「治死身體的惡行」
[00:08:02.760 --> 00:08:03.960]  「必要活著」
[00:08:03.960 --> 00:08:05.560]  在第一節
[00:08:05.560 --> 00:08:07.720]  保羅作出一個很重要的宣告
[00:08:07.720 --> 00:08:10.880]  他說「如今在基督耶穌裏」
[00:08:10.880 --> 00:08:12.840]  誰在基督耶穌裏?
[00:08:12.840 --> 00:08:14.240]  你看看你旁邊的一個
[00:08:14.240 --> 00:08:15.560]  好啊,你不要立即舉手
[00:08:15.560 --> 00:08:16.440]  是我
[00:08:16.440 --> 00:08:18.600]  對了,我們不要看旁邊的一個
[00:08:18.600 --> 00:08:20.880]  對了,如果你有自拍功能
[00:08:20.880 --> 00:08:22.060]  你又可以
[00:08:22.060 --> 00:08:23.560]  我問自己
[00:08:23.560 --> 00:08:25.880]  你在基督耶穌裏,對不對?
[00:08:25.880 --> 00:08:27.600]  我們每一個信耶穌的
[00:08:27.600 --> 00:08:28.760]  就在基督耶穌裏
[00:08:28.760 --> 00:08:31.520]  因為有聖靈在我們生命裏面
[00:08:31.520 --> 00:08:33.520]  就不定罪了
[00:08:33.520 --> 00:08:34.200]  為甚麼呢?
[00:08:34.200 --> 00:08:35.320]  第二節告訴我們
[00:08:35.320 --> 00:08:37.840]  因為我們在耶穌裏面的人
[00:08:37.840 --> 00:08:42.720]  我們的生命已經藉著次生命聖靈的律
[00:08:42.720 --> 00:08:47.160]  將我們從罪和死的律那裏釋放出來
[00:08:47.160 --> 00:08:50.560]  這件事已經是發生了
[00:08:50.560 --> 00:08:52.920]  大家好像不是很興奮吧?
[00:08:52.920 --> 00:08:54.080]  太早了
[00:08:54.080 --> 00:08:55.360]  我們再試一次
[00:08:55.360 --> 00:08:57.520]  這件事已經發生了
[00:08:57.520 --> 00:09:00.440]  耶!
[00:09:00.440 --> 00:09:02.200]  那你們知道我昨天第二堂課的時候
[00:09:02.200 --> 00:09:04.480]  第一個人「耶」的是陳全華牧師
[00:09:04.480 --> 00:09:06.520]  其他人都是
[00:09:06.520 --> 00:09:08.440]  這件事已經發生了
[00:09:08.440 --> 00:09:09.480]  為甚麼發生呢?
[00:09:09.480 --> 00:09:12.120]  因為耶穌來到這個世界
[00:09:12.120 --> 00:09:14.920]  第三節說神差遣
[00:09:14.920 --> 00:09:18.200]  自己的兒子成為最新的形狀
[00:09:18.200 --> 00:09:20.360]  作了贖罪祭
[00:09:20.360 --> 00:09:21.640]  這裏說得很清楚
[00:09:21.640 --> 00:09:23.000]  耶穌來到這個世界
[00:09:23.000 --> 00:09:25.040]  為我們釘十字架
[00:09:25.040 --> 00:09:27.680]  無罪的替我們成為罪
[00:09:27.680 --> 00:09:31.320]  叫我們每一個相信耶穌的罪得赦免
[00:09:31.320 --> 00:09:32.080]  但很重要
[00:09:32.080 --> 00:09:34.000]  其實這裏不只是說耶穌來
[00:09:34.000 --> 00:09:36.600]  不只是處理我們罪的問題
[00:09:36.600 --> 00:09:40.320]  耶穌來是戰勝了罪的權勢
[00:09:40.320 --> 00:09:42.280]  因為耶穌到成肉身來到
[00:09:42.280 --> 00:09:43.440]  成為真正的人
[00:09:43.440 --> 00:09:45.280]  但是祂沒有犯罪
[00:09:45.280 --> 00:09:47.360]  所以祂沒有被罪支配
[00:09:47.360 --> 00:09:48.960]  祂更加譴責
[00:09:48.960 --> 00:09:50.600]  以及處判了罪
[00:09:50.600 --> 00:09:52.720]  祂定了罪的罪
[00:09:52.720 --> 00:09:56.360]  解除了罪的權力和權勢
[00:09:56.360 --> 00:09:57.680]  所以祂來到這個世界
[00:09:57.680 --> 00:09:59.680]  不只是叫我們罪得赦免
[00:09:59.680 --> 00:10:04.200]  更加是給我們有能力去改變
[00:10:04.200 --> 00:10:07.640]  耶!
[00:10:07.640 --> 00:10:10.080]  其實耶穌來不只是處理了我們的罪
[00:10:10.080 --> 00:10:12.040]  祂戰勝了罪的權勢
[00:10:12.040 --> 00:10:13.960]  所以祂叫我們跟隨祂
[00:10:13.960 --> 00:10:15.960]  我們有能力去改變
[00:10:15.960 --> 00:10:18.160]  我們不是靠自己有能力去改變
[00:10:18.160 --> 00:10:21.040]  是因為有基督的靈在我們生命裏面
[00:10:21.040 --> 00:10:22.600]  叫我們能夠改變
[00:10:22.600 --> 00:10:24.480]  所以我們由第四節開始看
[00:10:24.480 --> 00:10:26.160]  祂說如果是這樣
[00:10:26.160 --> 00:10:28.640]  當你依靠聖靈
[00:10:28.640 --> 00:10:33.080]  律法的義就成就在你這個不跟隨肉體
[00:10:33.080 --> 00:10:36.080]  但是只是隨從聖靈的生命
[00:10:36.080 --> 00:10:38.200]  這裏應驗以西結書那裏說
[00:10:38.200 --> 00:10:41.680]  我必將我的靈放在你們裏面
[00:10:41.680 --> 00:10:44.360]  使你們順從我的律例
[00:10:44.360 --> 00:10:46.880]  謹守遵行我的典章
[00:10:46.880 --> 00:10:49.080]  所以從第五節到第八節
[00:10:49.080 --> 00:10:50.200]  我們就看到
[00:10:50.200 --> 00:10:53.040]  一個跟隨聖靈的生命是怎樣的
[00:10:53.040 --> 00:10:56.240]  跟隨聖靈你會按著聖靈而行
[00:10:56.240 --> 00:10:59.720]  跟隨聖靈你會有聖靈的心思意念
[00:10:59.720 --> 00:11:02.720]  你會去跟隨聖靈的帶領
[00:11:02.720 --> 00:11:04.120]  有聖靈
[00:11:04.120 --> 00:11:06.160]  你才能夠活出一個
[00:11:06.160 --> 00:11:09.000]  得神喜歡的生命
[00:11:09.000 --> 00:11:12.680]  所以去到第九節到第十一節那裏告訴我們
[00:11:12.680 --> 00:11:15.480]  既然我們的生命是屬基督
[00:11:15.480 --> 00:11:18.120]  並且我們裏面有基督的靈
[00:11:18.120 --> 00:11:20.680]  我們的身體雖然必死
[00:11:20.680 --> 00:11:23.360]  但是我們已經不再活在
[00:11:23.360 --> 00:11:25.720]  被罪捆綁的生命裏面
[00:11:25.720 --> 00:11:28.080]  並且盼望將來
[00:11:28.080 --> 00:11:30.960]  我們的身體也必復活
[00:11:30.960 --> 00:11:34.480]  但第十二節和第十三節祂要提醒我們一樣東西
[00:11:34.480 --> 00:11:38.120]  在聖靈裏面的生命不是自動波的
[00:11:38.120 --> 00:11:39.600]  你的生命是怎樣的
[00:11:39.600 --> 00:11:43.320]  要銳意去跟隨聖靈的帶領
[00:11:43.320 --> 00:11:45.280]  因為你不再欠肉體的債
[00:11:45.280 --> 00:11:47.640]  如果你有人是你的債主
[00:11:47.640 --> 00:11:49.280]  你會被他支配的
[00:11:49.280 --> 00:11:51.160]  但是你現在不是被肉體支配了
[00:11:51.160 --> 00:11:51.640]  為甚麼呢?
[00:11:51.640 --> 00:11:54.160]  因為聖靈已經釋放了你
[00:11:54.160 --> 00:11:57.680]  所以你要按著聖靈而行
[00:11:57.680 --> 00:11:59.480]  靠著聖靈
[00:11:59.480 --> 00:12:02.200]  致死身體的惡行
[00:12:02.200 --> 00:12:04.480]  就必活著
[00:12:04.480 --> 00:12:07.720]  如果大家最近坐下來聊天
[00:12:07.720 --> 00:12:10.000]  一定會聊到一件事
[00:12:10.000 --> 00:12:12.000]  就是世界盃
[00:12:12.000 --> 00:12:14.600]  不知道你支持哪一隊呢?
[00:12:14.600 --> 00:12:17.680]  我支持的那隊昨晚輸了
[00:12:17.680 --> 00:12:19.400]  我是喜歡英格蘭的
[00:12:19.400 --> 00:12:21.920]  無論英格蘭踢得好或不好
[00:12:21.920 --> 00:12:23.240]  都一定是英格蘭的
[00:12:23.240 --> 00:12:24.840]  英格蘭!英格蘭!英格蘭!
[00:12:24.840 --> 00:12:27.120]  是,今天說到,不好意思
[00:12:27.120 --> 00:12:30.000]  熟悉我的人都知道
[00:12:30.000 --> 00:12:34.800]  其實我以前喜歡足球是喜歡到上癮的
[00:12:34.800 --> 00:12:38.920]  我以前是被這個足球癮支配著的
[00:12:38.920 --> 00:12:40.880]  踢球本身沒有問題
[00:12:40.880 --> 00:12:42.840]  看球本身也沒有問題
[00:12:42.840 --> 00:12:47.240]  但是如果這一批癮影響了你正常的生活
[00:12:47.240 --> 00:12:48.400]  你就要處理
[00:12:48.400 --> 00:12:50.840]  平時如果電視上有足球
[00:12:50.840 --> 00:12:52.280]  我不可以不看的
[00:12:52.280 --> 00:12:53.600]  你問我老婆就知道
[00:12:53.600 --> 00:12:55.160]  我在街上要看
[00:12:55.160 --> 00:12:56.920]  我在百貨公司裡面要看
[00:12:56.920 --> 00:12:58.360]  在餐廳裡面要看
[00:12:58.360 --> 00:13:00.000]  駕車的時候要聽
[00:13:00.000 --> 00:13:00.840]  回家要看
[00:13:00.840 --> 00:13:01.960]  總之有足球我就要看
[00:13:01.960 --> 00:13:03.440]  我不可以不看的
[00:13:03.440 --> 00:13:05.240]  接著我回到家的時候
[00:13:05.240 --> 00:13:06.760]  我老婆都可以作證的
[00:13:06.760 --> 00:13:09.960]  我就會馬上將那些足球的錄影帶
[00:13:09.960 --> 00:13:11.680]  是的,我認識我老婆很久了
[00:13:11.680 --> 00:13:14.200]  就是那些足球的錄影帶
[00:13:14.200 --> 00:13:15.560]  放在錄影機裡面
[00:13:15.560 --> 00:13:17.000]  總之就是給我一點東西
[00:13:17.000 --> 00:13:18.360]  我不看不行
[00:13:18.360 --> 00:13:20.880]  它支配著我
[00:13:20.880 --> 00:13:25.120]  大家知道我星期六晚上一定要看足球
[00:13:25.120 --> 00:13:28.800]  我以前就好像大家一樣回祖堂
[00:13:28.800 --> 00:13:30.120]  回祖堂
[00:13:30.120 --> 00:13:31.360]  你猜我的狀態是怎樣?
[00:13:31.360 --> 00:13:33.280]  是不是這樣?
[00:13:33.280 --> 00:13:34.360]  當然不是
[00:13:34.360 --> 00:13:37.280]  回祖堂當然是這樣
[00:13:37.280 --> 00:13:38.760]  沒有那麼大聲
[00:13:38.760 --> 00:13:41.040]  拍聲音聽得清醒我吧
[00:13:41.040 --> 00:13:42.560]  但是那時候蘇兒就說
[00:13:42.560 --> 00:13:45.840]  你這樣是偷了神的時間
[00:13:45.840 --> 00:13:48.760]  於是我定義
[00:13:48.760 --> 00:13:50.560]  我用了三年的時間
[00:13:50.560 --> 00:13:55.200]  我把我家所有可以看足球的頻道都拔掉
[00:13:55.200 --> 00:13:56.680]  是的,大家可能有些人知道
[00:13:56.680 --> 00:14:00.080]  其中有一家電視台很難剪輯的
[00:14:00.080 --> 00:14:03.000]  但是我都錯過了
[00:14:03.000 --> 00:14:04.200]  我都錯過了
[00:14:04.200 --> 00:14:05.760]  三年裡面我跟自己說
[00:14:05.760 --> 00:14:07.640]  我不看足球
[00:14:07.640 --> 00:14:11.000]  我不要被這件事所支配
[00:14:11.000 --> 00:14:16.440]  過了三年我真的從這件事裡面被釋放出來
[00:14:16.440 --> 00:14:17.440]  說到前晚
[00:14:17.440 --> 00:14:19.640]  是的,前晚回到家的時候
[00:14:19.640 --> 00:14:23.600]  其實就是巴西對克羅地亞
[00:14:23.600 --> 00:14:25.800]  你猜我有沒有看?
[00:14:25.800 --> 00:14:27.880]  我沒有看
[00:14:27.880 --> 00:14:29.400]  看了一點點我會說為什麼
[00:14:29.400 --> 00:14:30.440]  因為回到家
[00:14:30.440 --> 00:14:32.720]  我有更重要的事情還沒做
[00:14:32.720 --> 00:14:36.280]  就是我還沒WhatsApp完少年人
[00:14:36.280 --> 00:14:39.480]  神國的事比足球更重要
[00:14:39.480 --> 00:14:41.800]  你不再被足球支配了
[00:14:41.800 --> 00:14:43.720]  你不再在足球的支配裡面
[00:14:43.720 --> 00:14:45.040]  但是我WhatsApp到十二點多
[00:14:45.040 --> 00:14:46.720]  我終於WhatsApp完了
[00:14:46.720 --> 00:14:50.760]  於是我看到長波還有十五分鐘
[00:14:50.760 --> 00:14:53.520]  於是我就來看
[00:14:53.520 --> 00:14:55.680]  我心底裡面是希望巴西贏的
[00:14:55.680 --> 00:14:57.920]  為什麼呢?因為列柴利神
[00:14:57.920 --> 00:15:00.840]  列柴利神曾經是效力愛華頓的
[00:15:00.840 --> 00:15:02.840]  我覺得他很愛華頓
[00:15:02.840 --> 00:15:04.320]  是的,我覺得愛華頓是很愛他
[00:15:04.320 --> 00:15:06.480]  我覺得我很愛華頓
[00:15:06.480 --> 00:15:10.000]  所以我希望巴西贏
[00:15:10.000 --> 00:15:12.360]  但是到了九十分鐘完
[00:15:12.360 --> 00:15:14.160]  就打和了
[00:15:14.160 --> 00:15:16.360]  你猜我有沒有繼續看?
[00:15:16.360 --> 00:15:17.480]  沒有啊
[00:15:17.480 --> 00:15:19.160]  是的,我老婆可以做,但我沒有
[00:15:19.160 --> 00:15:20.280]  為什麼呢?
[00:15:20.280 --> 00:15:25.000]  因為第二天早上八點半有少年有聚會
[00:15:25.000 --> 00:15:27.480]  神國的事比足球更重要
[00:15:27.480 --> 00:15:29.520]  我不需要被這件事支配
[00:15:29.520 --> 00:15:33.040]  我可以看,我可以不看
[00:15:33.040 --> 00:15:35.440]  但是我不會被這件事支配
[00:15:35.440 --> 00:15:38.160]  我昨天廣島的時候有個弟兄馬上問我
[00:15:38.160 --> 00:15:39.760]  你講得那麼口響
[00:15:39.760 --> 00:15:42.800]  今晚英格蘭你看不看?
[00:15:42.800 --> 00:15:44.000]  我想說我真的沒有看
[00:15:44.000 --> 00:15:45.440]  我老婆又可以做證
[00:15:45.440 --> 00:15:48.640]  為什麼?第一,我沒有直播
[00:15:48.640 --> 00:15:51.040]  我沒有NOW TV直播
[00:15:51.040 --> 00:15:53.720]  還有第二,我今天回來廣島
[00:15:53.720 --> 00:15:55.720]  神國的事還要比足球
[00:15:55.720 --> 00:15:57.080]  我有沒有黑暗睡?
[00:15:57.080 --> 00:15:58.120]  有沒有看到我黑暗睡?
[00:15:58.120 --> 00:15:59.840]  沒有,是的,也不是在台上黑暗睡
[00:15:59.840 --> 00:16:01.960]  太誇張了
[00:16:01.960 --> 00:16:06.920]  所以你不再在這件事的支配裡面
[00:16:06.920 --> 00:16:07.880]  是不是?
[00:16:07.880 --> 00:16:09.000]  但是我們的生命
[00:16:09.000 --> 00:16:10.320]  我們未相信耶穌之前
[00:16:10.320 --> 00:16:13.080]  其實我們都在罪的權勢裡面
[00:16:13.080 --> 00:16:17.200]  我們被罪去合制、去支配
[00:16:17.200 --> 00:16:19.240]  但是你已經不一樣了
[00:16:19.240 --> 00:16:20.480]  因為你有聖靈
[00:16:20.480 --> 00:16:24.000]  你跟旁邊的人說你有聖靈
[00:16:24.000 --> 00:16:25.480]  你有聖靈
[00:16:25.480 --> 00:16:28.080]  你的生命就可以
[00:16:28.080 --> 00:16:29.120]  信服聖靈
[00:16:29.120 --> 00:16:32.520]  但是到這裡我們要問自己
[00:16:32.520 --> 00:16:35.080]  我們的生命有沒有去信服聖靈?
[00:16:35.080 --> 00:16:36.920]  你是可以信服聖靈的
[00:16:36.920 --> 00:16:39.040]  但是你有沒有信服聖靈?
[00:16:39.040 --> 00:16:42.280]  所以很值得我們去反思我們的生命
[00:16:42.280 --> 00:16:45.040]  我們的生命有沒有改變呢?
[00:16:45.040 --> 00:16:46.160]  信了耶穌之後
[00:16:46.160 --> 00:16:48.640]  你的行為有沒有改變呢?
[00:16:48.640 --> 00:16:50.400]  你的心思意念有沒有改變?
[00:16:50.400 --> 00:16:51.000]  我有啊
[00:16:51.000 --> 00:16:53.080]  是的,我現在不需要被足球支配了
[00:16:53.080 --> 00:16:55.080]  是的,我可以看,可以不看
[00:16:55.080 --> 00:16:57.600]  我看很多東西重要過足球
[00:16:57.600 --> 00:16:59.320]  你的品格有沒有改變呢?
[00:16:59.320 --> 00:17:00.680]  我都有的
[00:17:00.680 --> 00:17:02.400]  我以前脾氣差一點的
[00:17:02.400 --> 00:17:05.120]  是不是啊,老婆?
[00:17:05.120 --> 00:17:07.560]  把她放上台了
[00:17:07.560 --> 00:17:11.560]  你有沒有結出屬靈的果子呢?
