
[00:00:00.000 --> 00:00:08.000]  我們今天要說的就是《撒末爾記》的第六年
[00:03:12.000 --> 00:03:16.000]  那其中撒末爾是其中一個
[00:03:16.000 --> 00:03:19.000]  像埃及的時候的約瑟
[00:03:19.000 --> 00:03:23.000]  在聖經裡頭也是一個無可指材的人
[00:03:23.000 --> 00:03:28.000]  在撒末爾你看他這一生也是無可指材的
[00:03:28.000 --> 00:03:31.000]  神就借著他把以色列人
[00:03:31.000 --> 00:03:36.000]  從失私的時代帶到君王的時代
[00:03:36.000 --> 00:03:39.000]  本來他出生的時候
[00:03:39.000 --> 00:03:43.000]  還是以色列人是失私在統治他們
[00:03:43.000 --> 00:03:47.000]  然後神就借著他起來
[00:03:47.000 --> 00:03:51.000]  在以利老祭司去世以後
[00:03:51.000 --> 00:03:53.000]  他就做了先知
[00:03:53.000 --> 00:03:55.000]  然後就帶領以色列人
[00:03:55.000 --> 00:03:59.000]  從失私到了君王這個時代
[00:03:59.000 --> 00:04:02.000]  他高了兩個君王
[00:04:02.000 --> 00:04:03.000]  一個是掃羅
[00:04:03.000 --> 00:04:06.000]  一個是大衛
[00:04:06.000 --> 00:04:13.000]  所以他是在神面前被神大大的使用
[00:04:13.000 --> 00:04:18.000]  掃羅王他沒有不合神的心意
[00:04:18.000 --> 00:04:20.000]  但是大衛王確實神說
[00:04:20.000 --> 00:04:23.000]  他是合乎他心意的一個人
[00:04:23.000 --> 00:04:25.000]  大衛王的時候
[00:04:25.000 --> 00:04:32.000]  以色列全國可以說是最最興旺的時候
[00:04:32.000 --> 00:04:37.000]  是最興旺的時候
[00:04:37.000 --> 00:04:43.000]  他差不多這個國家的版圖
[00:04:43.000 --> 00:04:46.000]  管理的地方也大了一些
[00:04:46.000 --> 00:04:50.000]  這些仇敵都被他征服了
[00:04:50.000 --> 00:04:54.000]  可以說以色列的全勝的時代
[00:04:54.000 --> 00:04:56.000]  就在大衛王的時候
[00:04:56.000 --> 00:04:59.000]  所以以後等到大衛王過去以後
[00:04:59.000 --> 00:05:02.000]  那些以色列的君王
[00:05:02.000 --> 00:05:04.000]  沒有一個能趕上大衛的
[00:05:04.000 --> 00:05:07.000]  所以以色列人一直在想
[00:05:07.000 --> 00:05:09.000]  一直在向神祈求
[00:05:09.000 --> 00:05:12.000]  求神再給他一個大衛王
[00:05:12.000 --> 00:05:13.000]  給他一個大衛
[00:05:13.000 --> 00:05:16.000]  可以恢復以色列當時那種
[00:05:16.000 --> 00:05:23.000]  很昌盛很強大的那種的光景
[00:05:23.000 --> 00:05:27.000]  當然神也聽他們禱告
[00:05:27.000 --> 00:05:31.000]  神所預備的不是當時那個大衛王
[00:05:31.000 --> 00:05:34.000]  神所預備的就是一個米賽亞
[00:05:34.000 --> 00:05:37.000]  這位米賽亞就是神所要的
[00:05:37.000 --> 00:05:42.000]  管理把他們帶進最最強盛
[00:05:42.000 --> 00:05:46.000]  最最合乎神心意的一個國度
[00:05:46.000 --> 00:05:48.000]  將來基督要做王
[00:05:48.000 --> 00:05:50.000]  他的大衛的後裔
[00:05:50.000 --> 00:05:57.000]  他是在地上要建立基督的國度
[00:05:57.000 --> 00:06:01.000]  這就說到神興起撒末爾
[00:06:01.000 --> 00:06:04.000]  把以色列人從司司時代
[00:06:04.000 --> 00:06:08.000]  帶進君王的時代
[00:06:08.000 --> 00:06:10.000]  撒末爾搞了兩個王
[00:06:10.000 --> 00:06:13.000]  大衛就是時候
[00:06:13.000 --> 00:06:17.000]  以色列人最強盛的時代
[00:06:17.000 --> 00:06:21.000]  這就說到撒末爾當時
[00:06:21.000 --> 00:06:24.000]  他出生的時候歷史的背景
[00:06:24.000 --> 00:06:28.000]  所以我們現在就要開始來看看
[00:06:28.000 --> 00:06:32.000]  撒末爾的一生跟他的福祉
[00:06:32.000 --> 00:06:37.000]  我們要先看到的是撒末爾的父母
[00:06:37.000 --> 00:06:41.000]  他的父親是叫以利加納
[00:06:41.000 --> 00:06:44.000]  他是一個立位人
[00:06:44.000 --> 00:06:48.000]  聖經上說他是有一個以發連人
[00:06:48.000 --> 00:06:50.000]  其實他是立位人
[00:06:50.000 --> 00:06:56.000]  他是住在以發連支派這個地方
[00:06:56.000 --> 00:06:58.000]  他是可拉的後裔
[00:06:58.000 --> 00:07:02.000]  因為我們從歷代志第六章
[00:07:02.000 --> 00:07:04.000]  歷代志上第六章
[00:07:04.000 --> 00:07:07.000]  就看到這個迦普
[00:07:07.000 --> 00:07:10.000]  這個立位的迦普
[00:07:10.000 --> 00:07:14.000]  就說到這個可拉
[00:07:14.000 --> 00:07:17.000]  可拉以後一代一代傳下來
[00:07:17.000 --> 00:07:21.000]  就傳到這個以利加納
[00:07:21.000 --> 00:07:25.000]  以利加納是可拉的後裔
[00:07:25.000 --> 00:07:27.000]  這個可拉的後裔呢
[00:07:27.000 --> 00:07:29.000]  可拉有一個
[00:07:29.000 --> 00:07:31.000]  在聖經里說是很出名的
[00:07:31.000 --> 00:07:33.000]  並不是他好的出名
[00:07:33.000 --> 00:07:34.000]  他壞的出名
[00:07:34.000 --> 00:07:37.000]  因為可拉在這個曠野的時候
[00:07:37.000 --> 00:07:40.000]  當摩西帶領他們以色列曠野
[00:07:40.000 --> 00:07:42.000]  亞倫是大祭祀
[00:07:42.000 --> 00:07:46.000]  可拉就要起來要奪權
[00:07:46.000 --> 00:07:48.000]  說我也是立位人
[00:07:48.000 --> 00:07:50.000]  為什麼只有你們可以當祭祀
[00:07:50.000 --> 00:07:52.000]  我不能當祭祀呢
[00:07:52.000 --> 00:07:56.000]  所以他就領了250個人起來
[00:07:56.000 --> 00:08:00.000]  叛變要奪亞倫的權
[00:08:00.000 --> 00:08:04.000]  就審判了可拉
[00:08:04.000 --> 00:08:07.000]  那麼可拉這些人都滅亡了
[00:08:07.000 --> 00:08:11.000]  在聖經很奇妙的記載說
[00:08:11.000 --> 00:08:14.000]  在明書記26章就記載說
[00:08:14.000 --> 00:08:19.000]  可拉的種子沒有死亡
[00:08:19.000 --> 00:08:20.000]  沒有死亡
[00:08:20.000 --> 00:08:25.000]  可拉的種子沒有死亡
[00:08:25.000 --> 00:08:28.000]  這就是神憐憫可拉的後裔
[00:08:28.000 --> 00:08:31.000]  沒有讓他跟他的祖先
[00:08:31.000 --> 00:08:36.000]  跟他的父親一塊死亡
[00:08:36.000 --> 00:08:42.000]  所以這個就是可以看到
[00:08:42.000 --> 00:08:47.000]  以利加納他就知道什麼是恩典
[00:08:47.000 --> 00:08:48.000]  他就會想到
[00:08:48.000 --> 00:08:51.000]  為什麼我的父親
[00:08:51.000 --> 00:08:53.000]  我們的祖先犯了罪
[00:08:53.000 --> 00:08:57.000]  神還保留我們下來
[00:08:57.000 --> 00:08:58.000]  這是神的恩典
[00:08:58.000 --> 00:09:00.000]  他知道恩典是什麼
[00:09:00.000 --> 00:09:02.000]  這是非常寶貴的
[00:09:02.000 --> 00:09:04.000]  神給我們恩典
[00:09:04.000 --> 00:09:08.000]  我們常常把恩典當作平常
[00:09:08.000 --> 00:09:09.000]  所以神要我們
[00:09:09.000 --> 00:09:12.000]  要知道恩典是什麼
[00:09:12.000 --> 00:09:15.000]  恩典知道是什麼以後
[00:09:15.000 --> 00:09:19.000]  我們就會來敬拜神
[00:09:19.000 --> 00:09:22.000]  所以第一章就說到
[00:09:22.000 --> 00:09:25.000]  以利加納每年都到斯羅
[00:09:25.000 --> 00:09:30.000]  會墓的地方去敬拜去獻祭
[00:09:30.000 --> 00:09:32.000]  因為他知道是恩典
[00:09:32.000 --> 00:09:36.000]  神的恩典讓他能夠活下來
[00:09:36.000 --> 00:09:39.000]  所以他就對神有一個反應
[00:09:39.000 --> 00:09:41.000]  就是要來敬拜神
[00:09:41.000 --> 00:09:42.000]  要來感謝神
[00:09:42.000 --> 00:09:44.000]  要獻祭
[00:09:44.000 --> 00:09:48.000]  這就是以利加納這個特點
[00:09:48.000 --> 00:09:52.000]  這可以看到不是這個律法
[00:09:52.000 --> 00:09:56.000]  叫人能夠來敬畏神
[00:09:56.000 --> 00:09:58.000]  神也給以色列律法
[00:09:58.000 --> 00:09:59.000]  但是以色列人
[00:09:59.000 --> 00:10:02.000]  他們並不聽神的話
[00:10:02.000 --> 00:10:04.000]  雖然說律法說
[00:10:04.000 --> 00:10:06.000]  如果你犯了律法的
[00:10:06.000 --> 00:10:08.000]  要受到神的審判
[00:10:08.000 --> 00:10:12.000]  可是人也就不覺得是什麼
[00:10:12.000 --> 00:10:15.000]  常常是還是違反律法
[00:10:15.000 --> 00:10:17.000]  所以律法本身
[00:10:17.000 --> 00:10:20.000]  不能叫人來愛神的
[00:10:20.000 --> 00:10:22.000]  律法只是警告人
[00:10:22.000 --> 00:10:25.000]  但是我們感謝神
[00:10:25.000 --> 00:10:29.000]  神救了可拉的後裔
[00:10:29.000 --> 00:10:34.000]  所以可拉的後裔就知道恩典
[00:10:34.000 --> 00:10:37.000]  恩典就教導人來敬畏神
[00:10:37.000 --> 00:10:39.000]  來愛神
[00:10:39.000 --> 00:10:41.000]  所以我們感謝神
[00:10:41.000 --> 00:10:43.000]  我們能夠愛神
[00:10:43.000 --> 00:10:46.000]  不是因為害怕受到神的刑罰
[00:10:46.000 --> 00:10:49.000]  我們是知道神的愛
[00:10:49.000 --> 00:10:51.000]  知道神的恩典
[00:10:51.000 --> 00:10:52.000]  若不是神的恩典
[00:10:52.000 --> 00:10:54.000]  若不是神的愛
[00:10:54.000 --> 00:10:59.000]  我們沒有今天這樣的情景
[00:10:59.000 --> 00:11:05.000]  以利加納還非常地愛他的妻子哈納
[00:11:05.000 --> 00:11:07.000]  雖然他有兩個妻子
[00:11:07.000 --> 00:11:12.000]  但他並沒有因為兩個妻子
[00:11:12.000 --> 00:11:15.000]  他就偏愛一個
[00:11:15.000 --> 00:11:19.000]  哈納他沒有生育
[00:11:19.000 --> 00:11:21.000]  他沒有兒女
[00:11:21.000 --> 00:11:23.000]  那麼另外一個叫匹利納
[00:11:23.000 --> 00:11:26.000]  他有生育的子女
[00:11:26.000 --> 00:11:30.000]  他會生孩子
[00:11:30.000 --> 00:11:32.000]  按照道理說
[00:11:32.000 --> 00:11:38.000]  丈夫應該喜歡第二個妻子
[00:11:38.000 --> 00:11:40.000]  應該他會生孩子
[00:11:40.000 --> 00:11:41.000]  他生了孩子
[00:11:41.000 --> 00:11:43.000]  應該更喜歡他
[00:11:43.000 --> 00:11:45.000]  但是我們在聖經裡頭看到
[00:11:45.000 --> 00:11:48.000]  以利加納很愛護
[00:11:48.000 --> 00:11:55.000]  而且很體貼哈納的痛苦
[00:11:55.000 --> 00:11:59.000]  所以他每次要到獻祭的日子
[00:11:59.000 --> 00:12:06.000]  他就把祭肉分給這兩個妻子
[00:12:06.000 --> 00:12:10.000]  那麼給哈納就是雙份
[00:12:10.000 --> 00:12:11.000]  給兩份
[00:12:11.000 --> 00:12:12.000]  雖然他沒有兒女
[00:12:12.000 --> 00:12:17.000]  給他就是雙份
[00:12:17.000 --> 00:12:19.000]  那麼因為他說
[00:12:19.000 --> 00:12:22.000]  因為他愛哈納
[00:12:22.000 --> 00:12:26.000]  但是耶和華不使哈納生育
[00:12:26.000 --> 00:12:27.000]  這個不生育
[00:12:27.000 --> 00:12:31.000]  不是生理上的原因
[00:12:31.000 --> 00:12:33.000]  是耶和華不讓他生育
[00:12:33.000 --> 00:12:36.000]  你看見這個有些事情
[00:12:36.000 --> 00:12:37.000]  我們看到好像是
[00:12:37.000 --> 00:12:40.000]  這個是我們好像遇到這個事情
[00:12:40.000 --> 00:12:42.000]  好像有種種的原因
[00:12:42.000 --> 00:12:44.000]  但是有些的原因就是
[00:12:44.000 --> 00:12:47.000]  耶和華不使哈納生育
[00:12:47.000 --> 00:12:51.000]  但是以利加納並沒有哈納不生育
[00:12:51.000 --> 00:12:54.000]  而心裡頭棄絕他
[00:12:54.000 --> 00:12:56.000]  他還是愛他
[00:12:56.000 --> 00:12:58.000]  給他雙份的祭肉
[00:12:58.000 --> 00:13:00.000]  而且還安慰他
[00:13:00.000 --> 00:13:03.000]  看見他哭不想吃飯
[00:13:03.000 --> 00:13:05.000]  他的丈夫就帶他說
[00:13:05.000 --> 00:13:07.000]  哈納你為什麼哭呢
[00:13:07.000 --> 00:13:08.000]  你不吃飯
[00:13:08.000 --> 00:13:10.000]  你心裡愁煩呢
[00:13:10.000 --> 00:13:14.000]  他說有我不比有十個兒子還好嗎
[00:13:14.000 --> 00:13:15.000]  雖然你沒有兒子
[00:13:15.000 --> 00:13:16.000]  但是你有了我
[00:13:16.000 --> 00:13:18.000]  你應該歡喜啊
[00:13:18.000 --> 00:13:20.000]  他安慰他
[00:13:20.000 --> 00:13:23.000]  但是聖經告訴我們
[00:13:23.000 --> 00:13:26.000]  哈納心裡頭還曾愁苦
[00:13:26.000 --> 00:13:30.000]  因為他第二個妻子
[00:13:30.000 --> 00:13:32.000]  以利加納的第二個妻子
[00:13:32.000 --> 00:13:35.000]  一直用話來激動他
[00:13:35.000 --> 00:13:38.000]  使得他心裡頭很難過
[00:13:38.000 --> 00:13:40.000]  不想吃飯
[00:13:40.000 --> 00:13:41.000]  他就站起來
[00:13:41.000 --> 00:13:45.000]  在這個起來禱告
[00:13:45.000 --> 00:13:48.000]  那麼他不吃飯
[00:13:48.000 --> 00:13:49.000]  他去禱告
[00:13:49.000 --> 00:13:52.000]  那麼以利加納也沒有阻止他
[00:13:52.000 --> 00:13:55.000]  就讓他去禱告
[00:13:55.000 --> 00:13:58.000]  那麼哈納就禱告說呢
[00:13:58.000 --> 00:14:03.000]  他說求耶和華給他一個兒子
[00:14:03.000 --> 00:14:05.000]  如果耶和華給他一個兒子呢
[00:14:05.000 --> 00:14:08.000]  他就要使他終生歸給耶和華
[00:14:08.000 --> 00:14:10.000]  就是奉獻給耶和華
[00:14:10.000 --> 00:14:13.000]  終生為神所用
[00:14:13.000 --> 00:14:19.000]  這個是他向神所許的願
[00:14:19.000 --> 00:14:22.000]  那麼以利加納知道這個願
[00:14:22.000 --> 00:14:26.000]  他並沒有阻止他還的願
[00:14:26.000 --> 00:14:29.000]  並沒有阻止他許願
[00:14:29.000 --> 00:14:31.000]  以後生了兒子以後呢
[00:14:31.000 --> 00:14:34.000]  哈納去還願
[00:14:34.000 --> 00:14:38.000]  這個丈夫也陪他一塊去還願
[00:14:38.000 --> 00:14:40.000]  因為在舊約的時候
[00:14:40.000 --> 00:14:43.000]  一個結婚的 結了婚的婦女呢
[00:14:43.000 --> 00:14:45.000]  如果她要還願的話
[00:14:45.000 --> 00:14:48.000]  必須經過她的丈夫同意
[00:14:48.000 --> 00:14:51.000]  那麼才可以還願
[00:14:51.000 --> 00:14:53.000]  她不能夠一個人去還願
[00:14:53.000 --> 00:14:55.000]  我們看見在聖經裡頭
[00:14:55.000 --> 00:14:56.000]  當她生了孩子以後
[00:14:56.000 --> 00:14:58.000]  她去還願的時候
[00:14:58.000 --> 00:15:01.000]  以利加納用了很多的禮物
[00:15:01.000 --> 00:15:04.000]  很多的東西去還願
[00:15:04.000 --> 00:15:10.000]  所以她是體貼哈納的痛苦
[00:15:10.000 --> 00:15:14.000]  等到孩子大了以後
[00:15:14.000 --> 00:15:17.000]  哈納就按照起先所許的願
[00:15:17.000 --> 00:15:19.000]  就要去還願
[00:15:19.000 --> 00:15:23.000]  要把孩子帶到斯羅會墓的地方
[00:15:23.000 --> 00:15:25.000]  獻給耶和華
[00:15:25.000 --> 00:15:28.000]  那麼她的丈夫也同意
[00:15:28.000 --> 00:15:31.000]  也一塊把這個事情都做了
[00:15:31.000 --> 00:15:32.000]  所以你看見
[00:15:32.000 --> 00:15:35.000]  在整個第一章裡頭所說的
[00:15:35.000 --> 00:15:40.000]  以利加納是一個很敬畏神的丈夫
[00:15:40.000 --> 00:15:43.000]  過去我們對以利加納是不太管的
[00:15:43.000 --> 00:15:45.000]  只注重哈納
[00:15:45.000 --> 00:15:47.000]  其實以利加納實在是一個
[00:15:47.000 --> 00:15:50.000]  很好的一個立位人
[00:15:50.000 --> 00:15:53.000]  很好的一個可納的後裔
[00:15:53.000 --> 00:15:57.000]  很愛的妻子
[00:15:57.000 --> 00:16:00.000]  那我們要看看這個哈納呢
[00:16:00.000 --> 00:16:03.000]  這個母親的哈納
[00:16:03.000 --> 00:16:05.000]  她也很敬虔
[00:16:05.000 --> 00:16:09.000]  她可能很多年忍受的痛苦
[00:16:09.000 --> 00:16:14.000]  因為耶和華神一直沒有讓她生育
[00:16:14.000 --> 00:16:21.000]  如果比利納生了
[00:16:21.000 --> 00:16:24.000]  可能不到她生了幾個兒子
[00:16:24.000 --> 00:16:26.000]  那麼一定是過了好多年了
[00:16:26.000 --> 00:16:28.000]  所以這個第二個妻子
[00:16:28.000 --> 00:16:32.000]  一直用話來激動哈納
[00:16:32.000 --> 00:16:34.000]  所以她多年受痛苦
[00:16:34.000 --> 00:16:37.000]  但是你看到她沒有報復
[00:16:37.000 --> 00:16:39.000]  她也沒有反抗
[00:16:39.000 --> 00:16:46.000]  她每年還是跟丈夫到斯羅去敬拜神
[00:16:46.000 --> 00:16:49.000]  很可能她們本來在家裡的話
[00:16:49.000 --> 00:16:55.000]  分開跟第二個妻子不一塊吃飯
[00:16:55.000 --> 00:16:57.000]  那麼就少聽到一些話
[00:16:57.000 --> 00:17:01.000]  可是你要一起到地方去敬拜
[00:17:01.000 --> 00:17:03.000]  他們就要在一起
[00:17:03.000 --> 00:17:07.000]  那麼就聽了很多不順耳的話
[00:17:07.000 --> 00:17:14.000]  但是哈納還是每年跟她的丈夫上去敬拜神
[00:17:14.000 --> 00:17:18.000]  她有個特點就是群心土地
[00:17:18.000 --> 00:17:21.000]  她向神群心土地
[00:17:21.000 --> 00:17:26.000]  這個在第四五節
[00:17:26.000 --> 00:17:31.000]  當這個以利老祭司看到她站在旁邊
[00:17:31.000 --> 00:17:33.000]  一直在禱告
[00:17:33.000 --> 00:17:36.000]  看她的嘴
[00:17:36.000 --> 00:17:39.000]  就是沒有聽到她說話的聲音
[00:17:39.000 --> 00:17:41.000]  可是看她嘴一直在動
[00:17:41.000 --> 00:17:43.000]  她以為她醉了酒了
[00:17:43.000 --> 00:17:44.000]  酒喝多了
[00:17:44.000 --> 00:17:47.000]  所以這個不太正常
[00:17:47.000 --> 00:17:49.000]  那麼哈納跟她說
[00:17:49.000 --> 00:17:52.000]  我是一個愁苦的婦人
[00:17:52.000 --> 00:17:53.000]  我是在你面前
[00:17:53.000 --> 00:17:56.000]  在神面前是群心土地
[00:17:56.000 --> 00:17:58.000]  群心土地的意思
[00:17:58.000 --> 00:18:03.000]  就是把自己裡面的感情
[00:18:03.000 --> 00:18:07.000]  想法都倒出來
[00:18:07.000 --> 00:18:11.000]  把她裡面一切的愁苦都倒在神面前
[00:18:11.000 --> 00:18:18.000]  所以她能夠把群心土地流淚的向神禱告
[00:18:18.000 --> 00:18:20.000]  是一個很肯切的
[00:18:20.000 --> 00:18:22.000]  她向神禱告什麼呢
[00:18:22.000 --> 00:18:25.000]  求神賜給她一個兒子
[00:18:25.000 --> 00:18:29.000]  她不是說神你給我一個孩子
[00:18:29.000 --> 00:18:32.000]  孩子可能是男的女的
[00:18:32.000 --> 00:18:34.000]  當然女的也不是說不好
[00:18:34.000 --> 00:18:38.000]  可是她特別求的就是一個男孩子
[00:18:38.000 --> 00:18:41.000]  這個男孩子是有用的
[00:18:41.000 --> 00:18:45.000]  她要的男孩子不是為了她自己
[00:18:45.000 --> 00:18:47.000]  為了她自己的感情
[00:18:47.000 --> 00:18:51.000]  為了她有個人可以來跟她作伴
[00:18:51.000 --> 00:18:54.000]  因為她這個孩子大了以後
[00:18:54.000 --> 00:18:58.000]  稍微大了以後就被送到會墓去了
[00:18:58.000 --> 00:19:01.000]  她也見不到他
[00:19:01.000 --> 00:19:03.000]  她要這個孩子做什麼呢
[00:19:03.000 --> 00:19:06.000]  她知道神會在以色列人中間
[00:19:06.000 --> 00:19:10.000]  要興起一個人來拯救以色列人
[00:19:10.000 --> 00:19:13.000]  那麼如果是神所揀選的
[00:19:13.000 --> 00:19:17.000]  那麼她的孩子就可以被神所使用
[00:19:17.000 --> 00:19:19.000]  能夠起來帶領以色列人
[00:19:19.000 --> 00:19:22.000]  能夠脫離這個仇敵的欺壓
[00:19:22.000 --> 00:19:24.000]  所以她求一個孩子
[00:19:24.000 --> 00:19:26.000]  不是為了自己
[00:19:26.000 --> 00:19:29.000]  乃是要為了神
[00:19:29.000 --> 00:19:31.000]  所以她就這樣的話
[00:19:31.000 --> 00:19:37.000]  就是這些難處就催逼她來到神的面前
[00:19:37.000 --> 00:19:40.000]  可以說像師哥所說的
[00:19:40.000 --> 00:19:43.000]  每次的打擊都是真理
[00:19:43.000 --> 00:19:47.000]  神讓我們在人生中間遇到一些難處
[00:19:47.000 --> 00:19:50.000]  一些人的一些閒話
[00:19:50.000 --> 00:19:52.000]  或者人看不起我們
[00:19:52.000 --> 00:19:54.000]  或者人歧視我們
[00:19:54.000 --> 00:19:56.000]  人欺壓我們
[00:19:56.000 --> 00:20:02.000]  這一切的苦難都是催逼我們來到神面前
[00:20:02.000 --> 00:20:03.000]  當我們遇到一些苦難
[00:20:03.000 --> 00:20:05.000]  我們自己沒法解決的時候
[00:20:05.000 --> 00:20:08.000]  我們就會來到神面前禱告
[00:20:08.000 --> 00:20:10.000]  所以苦難對我們
[00:20:10.000 --> 00:20:15.000]  有的時候神用來催逼我們來到祂的面前
[00:20:15.000 --> 00:20:18.000]  如果我們一生中間很順利
[00:20:18.000 --> 00:20:19.000]  什麼苦難都沒有
[00:20:19.000 --> 00:20:21.000]  什麼疾病都沒有
[00:20:21.000 --> 00:20:25.000]  我們就不太容易來到神面前禱告
[00:20:25.000 --> 00:20:27.000]  當你有病的時候
[00:20:27.000 --> 00:20:29.000]  當你在難處當中的時候
[00:20:29.000 --> 00:20:32.000]  你就很自然的把你的心就轉向神
[00:20:32.000 --> 00:20:34.000]  你就會跟神說
[00:20:34.000 --> 00:20:35.000]  我實在是沒有辦法
[00:20:35.000 --> 00:20:37.000]  求你來拯救我
[00:20:37.000 --> 00:20:42.000]  所以苦難是神在祂的兒女身上
[00:20:42.000 --> 00:20:44.000]  所用的一個方法
[00:20:44.000 --> 00:20:46.000]  並不是神不愛我們
[00:20:46.000 --> 00:20:49.000]  神要降災禍給我們
[00:20:49.000 --> 00:20:52.000]  神來是要叫我們來到祂的面前
[00:20:52.000 --> 00:20:56.000]  所以苦難就把哈納逼到神的面前
[00:20:56.000 --> 00:21:01.000]  所以祂就有這樣一個群性土藝的禱告
[00:21:01.000 --> 00:21:05.000]  所以我們不要回避
[00:21:05.000 --> 00:21:07.000]  也不要逃避這苦難
[00:21:07.000 --> 00:21:09.000]  但苦難來說
[00:21:09.000 --> 00:21:11.000]  我們有來到神面前
[00:21:11.000 --> 00:21:13.000]  把疫情的難處
[00:21:13.000 --> 00:21:16.000]  把我們的軟弱都放在神面前
[00:21:16.000 --> 00:21:18.000]  神會聽的
[00:21:18.000 --> 00:21:23.000]  神是蠻有慈愛蠻有憐憫的神
[00:21:23.000 --> 00:21:27.000]  所以神的能力就在人的軟弱中顯出來
[00:21:27.000 --> 00:21:30.000]  一個不能生育的婦女
[00:21:30.000 --> 00:21:33.000]  竟然生了沙漠兒
[00:21:33.000 --> 00:21:35.000]  而且神還顧念她
[00:21:35.000 --> 00:21:37.000]  以後又多生了五個
[00:21:37.000 --> 00:21:39.000]  一共生了六個孩子
[00:21:39.000 --> 00:21:41.000]  神的軟弱
[00:21:41.000 --> 00:21:44.000]  神的剛強能力
[00:21:44.000 --> 00:21:47.000]  在人的軟弱上顯得完全
[00:21:47.000 --> 00:21:49.000]  所以保祿說
[00:21:49.000 --> 00:21:51.000]  我喜歡誇我自己的軟弱
[00:21:51.000 --> 00:21:53.000]  因為我什麼時候軟弱
[00:21:53.000 --> 00:21:55.000]  什麼時候就剛強了
[00:21:55.000 --> 00:22:03.000]  因為神顧念這些軟弱人的呼求
[00:22:03.000 --> 00:22:07.000]  所以當他來到這樣的禱告
[00:22:07.000 --> 00:22:09.000]  以利這麼說他以後
[00:22:09.000 --> 00:22:11.000]  他向以利解釋
[00:22:11.000 --> 00:22:12.000]  以利就知道
[00:22:12.000 --> 00:22:14.000]  他不是喝醉酒的女人
[00:22:14.000 --> 00:22:17.000]  他乃是心裡頭有苦惱
[00:22:17.000 --> 00:22:19.000]  他要向神請圖
[00:22:19.000 --> 00:22:20.000]  所以以利就說
[00:22:20.000 --> 00:22:23.000]  你可以平平安安的回去
[00:22:23.000 --> 00:22:27.000]  願以色列的神應准你
[00:22:27.000 --> 00:22:28.000]  向他所求的
[00:22:28.000 --> 00:22:30.000]  神已經聽見了
[00:22:30.000 --> 00:22:32.000]  你可以平安的去吧
[00:22:32.000 --> 00:22:35.000]  那麼哈納說
[00:22:35.000 --> 00:22:39.000]  哈納一時起來就去吃飯了
[00:22:39.000 --> 00:22:42.000]  面上就不帶愁容了
[00:22:42.000 --> 00:22:46.000]  看見在這個話以前
