
[00:00:00.000 --> 00:00:02.360]  我們實在是主的徵兵
[00:04:47.040 --> 00:04:48.480]  去到不同的地方
[00:04:48.480 --> 00:04:50.400]  讓這群敗壞了的子民
[00:04:50.400 --> 00:04:52.440]  能夠被扭轉過來
[00:04:52.440 --> 00:04:53.760]  所以換言之
[00:04:53.760 --> 00:04:55.240]  這個民族
[00:04:55.240 --> 00:04:58.960]  他是要成為人和神之間的一個橋樑
[00:04:58.960 --> 00:05:00.040]  令到神的福
[00:05:00.040 --> 00:05:05.000]  可以再一次傾流到這群敗壞的世人身上
[00:05:05.000 --> 00:05:06.760]  神就是這樣
[00:05:06.760 --> 00:05:08.400]  呼召一個人
[00:05:08.400 --> 00:05:09.960]  而這個人要離開
[00:05:09.960 --> 00:05:11.160]  去到一個地
[00:05:11.160 --> 00:05:12.600]  建立國
[00:05:12.600 --> 00:05:14.200]  造福萬民
[00:05:14.200 --> 00:05:15.400]  你會見到
[00:05:15.400 --> 00:05:16.760]  呼召
[00:05:16.760 --> 00:05:17.880]  離開
[00:05:17.880 --> 00:05:19.200]  去到一個地
[00:05:19.200 --> 00:05:20.120]  造福萬民
[00:05:20.120 --> 00:05:21.880]  這個是神的方程式
[00:05:21.880 --> 00:05:24.240]  也是一個進程
[00:05:24.240 --> 00:05:26.200]  我們會見到要讓別人得福
[00:05:26.200 --> 00:05:27.480]  實踐照命
[00:05:27.480 --> 00:05:29.480]  阿伯拉罕第一件事要做的是
[00:05:29.480 --> 00:05:30.840]  他要離開
[00:05:30.840 --> 00:05:32.440]  離開他的家鄉
[00:05:32.440 --> 00:05:34.800]  離開一個已經敗壞了
[00:05:34.800 --> 00:05:37.280]  舊有的敗壞了的關係網
[00:05:37.280 --> 00:05:39.320]  他要離開他的安全領域
[00:05:39.320 --> 00:05:40.320]  而離開
[00:05:40.320 --> 00:05:44.440]  就是他實踐使命的第一步
[00:05:44.440 --> 00:05:45.200]  但是
[00:05:45.200 --> 00:05:47.000]  離開之後去哪裏呢
[00:05:47.000 --> 00:05:49.480]  其實阿伯拉罕也不知道
[00:05:49.480 --> 00:05:51.000]  他知道就是要去一個地方
[00:05:51.000 --> 00:05:52.320]  但是這個地方在哪裏
[00:05:52.320 --> 00:05:54.360]  神沒有很清晰的指明
[00:05:54.360 --> 00:05:56.320]  他必須要尋找
[00:05:56.320 --> 00:05:57.360]  而我們看到聖經
[00:05:57.360 --> 00:05:58.720]  我們知道阿伯拉罕
[00:05:58.720 --> 00:06:00.760]  離開了他的家鄉吾爾之後
[00:06:00.760 --> 00:06:01.880]  他去過哈蘭
[00:06:01.880 --> 00:06:03.760]  停頓了一段很長的時間
[00:06:03.760 --> 00:06:05.640]  然後繼續上路
[00:06:05.640 --> 00:06:06.680]  到了加南之後
[00:06:06.680 --> 00:06:08.600]  神才正式的告訴他
[00:06:08.600 --> 00:06:11.160]  這個地方就是我要給你的地方
[00:06:11.160 --> 00:06:12.880]  但是究竟這個範圍有多大
[00:06:12.880 --> 00:06:14.680]  阿伯拉罕同樣不知道
[00:06:14.680 --> 00:06:16.200]  他要經歷一步一步
[00:06:16.200 --> 00:06:17.520]  走過很多的路程
[00:06:17.520 --> 00:06:20.960]  他才完全明白神的心意
[00:06:20.960 --> 00:06:22.520]  所以我們看到
[00:06:22.520 --> 00:06:23.640]  要讓別人得福
[00:06:23.640 --> 00:06:24.840]  去實踐使命
[00:06:24.840 --> 00:06:26.760]  其實是一個進程
[00:06:26.760 --> 00:06:27.880]  可能你說今天
[00:06:27.880 --> 00:06:30.240]  你看到我站在台上去講道
[00:06:30.240 --> 00:06:31.360]  我是一個傳道人
[00:06:31.360 --> 00:06:32.680]  我很明白今天
[00:06:32.680 --> 00:06:34.520]  目的是我的使命
[00:06:34.520 --> 00:06:36.360]  但是當我想起過去的時候
[00:06:36.360 --> 00:06:37.240]  我是不是第一天
[00:06:37.240 --> 00:06:38.280]  就會知道我今天
[00:06:38.280 --> 00:06:40.000]  會成為一個傳道人呢
[00:06:40.000 --> 00:06:41.520]  完全不是這樣
[00:06:41.520 --> 00:06:43.520]  其實我自己大學信主
[00:06:43.520 --> 00:06:47.120]  當時讀的是和商科有關的科目
[00:06:47.120 --> 00:06:49.000]  但是我知道在信主那一刻
[00:06:49.000 --> 00:06:50.400]  我很明白自己不是一個
[00:06:50.400 --> 00:06:52.600]  真的進入商業的一個材料
[00:06:52.600 --> 00:06:53.520]  所以我就去了一個
[00:06:53.520 --> 00:06:55.520]  非牟利機構裡面工作
[00:06:55.520 --> 00:06:56.720]  然後做著做著
[00:06:56.720 --> 00:06:57.960]  又覺得我很想做一些
[00:06:57.960 --> 00:07:01.360]  和基督教有關的一些工作
[00:07:01.360 --> 00:07:02.280]  所以我就去了一間
[00:07:02.280 --> 00:07:04.120]  基督徒開的公司
[00:07:04.120 --> 00:07:04.920]  要做的時候
[00:07:04.920 --> 00:07:06.560]  心裡面覺得不滿足
[00:07:06.560 --> 00:07:07.680]  然後我又進入了一間
[00:07:07.680 --> 00:07:10.400]  基督教的福音機構
[00:07:10.400 --> 00:07:11.240]  如是者
[00:07:11.240 --> 00:07:12.840]  一路一路這樣去走
[00:07:12.840 --> 00:07:14.560]  直到今天
[00:07:14.560 --> 00:07:16.920]  又或者講回我們教會的群體
[00:07:16.920 --> 00:07:18.280]  我們這個堂會
[00:07:18.280 --> 00:07:19.640]  最初是怎樣的
[00:07:19.640 --> 00:07:21.840]  我們是由九龍城舞堂
[00:07:21.840 --> 00:07:23.360]  直接分支出來
[00:07:23.360 --> 00:07:25.960]  其實我們是按著不同的階段
[00:07:25.960 --> 00:07:26.800]  在不同的階段
[00:07:26.800 --> 00:07:28.520]  領受不同的意象
[00:07:28.520 --> 00:07:30.440]  我們就是這樣去經過
[00:07:30.440 --> 00:07:31.600]  雞寮
[00:07:31.600 --> 00:07:33.040]  經過麥華街
[00:07:33.040 --> 00:07:34.520]  經過利基大廈
[00:07:34.520 --> 00:07:35.160]  我們就是這樣
[00:07:35.160 --> 00:07:36.360]  今天來到
[00:07:36.360 --> 00:07:38.480]  這個紅磡這個豐盛架
[00:07:38.480 --> 00:07:40.520]  同樣的是一個進程
[00:07:40.520 --> 00:07:41.960]  按著不同階段
[00:07:41.960 --> 00:07:43.160]  不同的領受
[00:07:43.160 --> 00:07:46.760]  我們就是這樣一步一步走到現在
[00:07:46.760 --> 00:07:47.760]  當我們見到
[00:07:47.760 --> 00:07:49.280]  原來要讓別人得福
[00:07:49.280 --> 00:07:51.440]  我們要實踐我們的召命
[00:07:51.440 --> 00:07:52.920]  其實是一個進程
[00:07:52.920 --> 00:07:53.920]  不是一開始
[00:07:53.920 --> 00:07:56.040]  我們就會知道得很清楚
[00:07:56.040 --> 00:07:57.360]  但是離開
[00:07:57.360 --> 00:07:59.280]  它是第一步
[00:07:59.280 --> 00:08:00.440]  神的吩咐
[00:08:00.440 --> 00:08:01.560]  是要離開
[00:08:01.560 --> 00:08:02.960]  離開是第一步
[00:08:02.960 --> 00:08:03.960]  但是離開
[00:08:03.960 --> 00:08:05.600]  同樣是需要勇氣
[00:08:05.600 --> 00:08:06.840]  需要掙扎
[00:08:06.840 --> 00:08:08.400]  中間有很多的經歷
[00:08:08.400 --> 00:08:10.720]  我們需要去決定
[00:08:10.720 --> 00:08:12.120]  說回我們的群體
[00:08:12.120 --> 00:08:13.680]  我們這個堂會
[00:08:13.680 --> 00:08:16.040]  我想如果在座有人
[00:08:16.040 --> 00:08:17.280]  曾經在利基大廈的時候
[00:08:17.280 --> 00:08:18.720]  已經是我們的會友的話
[00:08:18.720 --> 00:08:19.840]  我想你會記得
[00:08:19.840 --> 00:08:21.200]  其實當日我們
[00:08:21.200 --> 00:08:23.520]  考慮從利基大廈搬到現在
[00:08:23.520 --> 00:08:24.280]  這個紅磡
[00:08:24.280 --> 00:08:25.480]  這個豐盛架
[00:08:25.480 --> 00:08:28.200]  其實都是礙於有很多的原因
[00:08:28.200 --> 00:08:29.560]  其中一個原因就是
[00:08:29.560 --> 00:08:31.400]  發覺聚會的人數越來越多
[00:08:31.400 --> 00:08:33.080]  地方越來越不夠用
[00:08:33.080 --> 00:08:34.400]  而很多的士工
[00:08:34.400 --> 00:08:36.520]  也都不能夠發展
[00:08:36.520 --> 00:08:37.560]  所以當
[00:08:37.560 --> 00:08:38.520]  以我所知的就是
[00:08:38.520 --> 00:08:41.600]  97年去考慮買這個堂子的時候
[00:08:41.600 --> 00:08:43.560]  都是很大的掙扎
[00:08:43.560 --> 00:08:45.360]  3500萬的堂子
[00:08:45.360 --> 00:08:47.880]  加1500萬的裝修費
[00:08:47.880 --> 00:08:51.760]  非常之龐大的數目
[00:08:51.760 --> 00:08:53.120]  這麼大的數目
[00:08:53.120 --> 00:08:54.400]  到最終
[00:08:54.400 --> 00:08:55.720]  都下定決心
[00:08:55.720 --> 00:08:57.120]  下了個大訂
[00:08:57.120 --> 00:08:58.040]  但是立即
[00:08:58.040 --> 00:09:00.280]  就遇上了一個金融風暴
[00:09:00.280 --> 00:09:01.200]  名副其實的
[00:09:01.200 --> 00:09:05.400]  是香港那個時候的經濟大饑荒
[00:09:05.400 --> 00:09:06.680]  我聽說就是說
[00:09:06.680 --> 00:09:08.200]  下了大訂之後
[00:09:08.200 --> 00:09:09.440]  那時候
[00:09:09.440 --> 00:09:11.120]  喜樂堂的教會
[00:09:11.120 --> 00:09:12.320]  也都跟我們下了訂
[00:09:12.320 --> 00:09:14.160]  會買我們離基的地方
[00:09:14.160 --> 00:09:16.520]  但是當遇見這個金融風暴之後
[00:09:16.520 --> 00:09:18.200]  大業主打電話來問我們
[00:09:18.200 --> 00:09:19.160]  喂
[00:09:19.160 --> 00:09:20.720]  我們還有沒有能力買呀
[00:09:20.720 --> 00:09:22.800]  喂 你們還會不會塌訂呀
[00:09:22.800 --> 00:09:23.720]  是喲 其實
[00:09:23.720 --> 00:09:24.720]  塌不塌訂呢
[00:09:24.720 --> 00:09:25.840]  於是打電話給喜樂堂
[00:09:25.840 --> 00:09:29.200]  喂 你們又會不會塌訂呀
[00:09:29.200 --> 00:09:30.920]  怎樣選擇呢
[00:09:30.920 --> 00:09:32.440]  在金融風暴的時候
[00:09:32.440 --> 00:09:36.200]  繼續要買這個這麼龐大的地方
[00:09:36.200 --> 00:09:37.680]  在金融風暴的時候
[00:09:37.680 --> 00:09:38.680]  繼續要買這個地方
[00:09:38.680 --> 00:09:41.360]  會不會對弟兄姊妹造成很大的負擔呢
[00:09:41.360 --> 00:09:43.800]  而離開觀塘區
[00:09:43.800 --> 00:09:46.200]  去到紅磡這個地方
[00:09:46.200 --> 00:09:48.560]  會不會真是神的心意呢
[00:09:48.560 --> 00:09:49.640]  我們從這麼遠
[00:09:49.640 --> 00:09:51.480]  搬到一個地方的時候
[00:09:51.480 --> 00:09:53.040]  會不會沒有了很多弟兄姊妹
[00:09:53.040 --> 00:09:55.040]  沒有了很多會友呢
[00:09:55.040 --> 00:09:57.560]  很多種種又大又難的決定
[00:09:57.560 --> 00:10:00.080]  就要在一個星期裏面去造成
[00:10:00.080 --> 00:10:03.720]  怎樣取捨呢
[00:10:03.720 --> 00:10:06.480]  離開其實真是需要很大勇氣
[00:10:06.480 --> 00:10:09.520]  離開亦都需要有一個承擔的意志
[00:10:09.520 --> 00:10:10.720]  但是不踏出
[00:10:10.720 --> 00:10:14.640]  不代表我們就可以繼續下去
[00:10:14.640 --> 00:10:15.480]  不踏出
[00:10:15.480 --> 00:10:17.320]  我們就不會向前邁進
[00:10:17.320 --> 00:10:19.880]  亦都不會有前面的發展
[00:10:19.880 --> 00:10:22.640]  所以有時見到很多弟兄姊妹
[00:10:22.640 --> 00:10:24.240]  其實種種跡象環境
[00:10:24.240 --> 00:10:25.680]  透過很多事都告訴他們
[00:10:25.680 --> 00:10:27.280]  其實要離開了
[00:10:27.280 --> 00:10:28.680]  不要再停留
[00:10:28.680 --> 00:10:30.480]  他們因為怕錯
[00:10:30.480 --> 00:10:31.760]  缺乏勇氣
[00:10:31.760 --> 00:10:34.080]  所以仍舊不斷地去原地踏步
[00:10:34.080 --> 00:10:37.080]  其實是一件很可惜的事
[00:10:37.080 --> 00:10:38.680]  實踐照命
[00:10:38.680 --> 00:10:39.960]  造福萬民
[00:10:39.960 --> 00:10:41.480]  其實是一個盡情
[00:10:41.480 --> 00:10:43.520]  而阿伯拉罕憑著他的信心
[00:10:43.520 --> 00:10:45.440]  他就離開了他的家鄉
[00:10:45.440 --> 00:10:48.640]  他知道因為神要他成為大國
[00:10:48.640 --> 00:10:49.800]  揚名天下
[00:10:49.800 --> 00:10:51.440]  他才可以造福到萬民
[00:10:51.440 --> 00:10:53.880]  萬族才可以因他得福
[00:10:53.880 --> 00:10:55.120]  但是要想想
[00:10:55.120 --> 00:10:56.360]  成為大國
[00:10:56.360 --> 00:10:57.760]  一定要有土地
[00:10:57.760 --> 00:10:58.960]  要有人
[00:10:58.960 --> 00:11:01.400]  地和人都是很重要
[00:11:01.400 --> 00:11:02.600]  如果一個國家
[00:11:02.600 --> 00:11:03.240]  沒有地
[00:11:03.240 --> 00:11:03.960]  沒有人
[00:11:03.960 --> 00:11:06.200]  其實是稱不上一個國家
[00:11:06.200 --> 00:11:08.560]  所以在神這個計劃裏面
[00:11:08.560 --> 00:11:10.560]  阿伯拉罕要讓別人得福
[00:11:10.560 --> 00:11:12.080]  他必須要得到人
[00:11:12.080 --> 00:11:13.600]  得到地
[00:11:13.600 --> 00:11:15.440]  神在這個計劃裏面
[00:11:15.440 --> 00:11:16.880]  特別的地方就是
[00:11:16.880 --> 00:11:18.400]  他要透過阿伯拉罕
[00:11:18.400 --> 00:11:19.560]  和他的後裔
[00:11:19.560 --> 00:11:21.480]  才可以發生
[00:11:21.480 --> 00:11:22.440]  所以這個計劃
[00:11:22.440 --> 00:11:24.800]  不單單只在阿伯拉罕的身上
[00:11:24.800 --> 00:11:28.240]  還要發生在他的後裔身上
[00:11:28.240 --> 00:11:29.840]  但是得到人
[00:11:29.840 --> 00:11:30.920]  得到地
[00:11:30.920 --> 00:11:32.520]  不是必然的
[00:11:32.520 --> 00:11:34.920]  其實在阿伯拉罕的生命裏面
[00:11:34.920 --> 00:11:36.520]  他有很多次的機會
[00:11:36.520 --> 00:11:38.160]  都可能會失去人
[00:11:38.160 --> 00:11:40.000]  失去地
[00:11:40.000 --> 00:11:41.600]  為甚麼會失去人呢?
[00:11:41.600 --> 00:11:42.280]  神講明
[00:11:42.280 --> 00:11:44.680]  阿伯拉罕和他的妻子撒拉生的
[00:11:44.680 --> 00:11:45.640]  才是他的後裔
[00:11:45.640 --> 00:11:48.120]  其他的都不算
[00:11:48.120 --> 00:11:49.440]  所以只要阿伯拉罕
[00:11:49.440 --> 00:11:51.680]  和其他的女人生的話
[00:11:51.680 --> 00:11:54.120]  又或者他沒有好好保存
[00:11:54.120 --> 00:11:56.440]  撒拉這個器皿的話
[00:11:56.440 --> 00:11:58.680]  他的計劃就不可以實現
[00:11:58.680 --> 00:12:01.600]  他就會失去人的機會
[00:12:01.600 --> 00:12:04.920]  而《聖經日》真的記載過
[00:12:04.920 --> 00:12:06.440]  阿伯拉罕的妻子撒拉
[00:12:06.440 --> 00:12:08.760]  曾擦枝成為別人的妻子
[00:12:08.760 --> 00:12:10.000]  但是幸好神的介入
[00:12:10.000 --> 00:12:13.120]  所以令到這個故事繼續發展下去
[00:12:13.120 --> 00:12:14.520]  但是由於時間的關係
[00:12:14.520 --> 00:12:17.600]  我今天只集中去講地這個問題
[00:12:17.600 --> 00:12:19.080]  去講一下地
[00:12:19.080 --> 00:12:20.560]  阿伯拉罕如何會失去地
[00:12:20.560 --> 00:12:24.040]  以至於他不能夠實踐他的召命
[00:12:24.040 --> 00:12:25.400]  剛才我講過
[00:12:25.400 --> 00:12:26.920]  得到地不是必然的
[00:12:26.920 --> 00:12:28.760]  他有機會會失去
[00:12:28.760 --> 00:12:29.880]  有甚麼機會
[00:12:29.880 --> 00:12:32.320]  他會失去地
[00:12:32.320 --> 00:12:35.600]  令他的召命不能夠實現呢
[00:12:35.600 --> 00:12:38.040]  我們來看一下羅德的故事
[00:12:38.040 --> 00:12:39.720]  大家記不記得羅德
[00:12:39.720 --> 00:12:41.280]  羅德是誰呢
[00:12:41.280 --> 00:12:43.520]  其實羅德就是阿伯拉罕的侄兒
[00:12:43.520 --> 00:12:45.120]  他的爸爸很早死
[00:12:45.120 --> 00:12:47.440]  所以羅德在很年輕的時候
[00:12:47.440 --> 00:12:48.720]  就跟著阿伯拉罕
[00:12:48.720 --> 00:12:49.720]  他這個伯父
[00:12:49.720 --> 00:12:51.200]  去離開家鄉
[00:12:51.200 --> 00:12:53.840]  又跟隨他去到迦南
[00:12:53.840 --> 00:12:56.440]  如果我們看回《創世紀》十三章
[00:12:56.440 --> 00:12:57.200]  我們會看到
[00:12:57.200 --> 00:12:59.240]  當阿伯拉罕和羅德
[00:12:59.240 --> 00:13:00.000]  經歷了饑荒
[00:13:00.000 --> 00:13:01.600]  去到埃及的時候
[00:13:01.600 --> 00:13:03.200]  他回到迦南
[00:13:03.200 --> 00:13:04.920]  《聖經》記載說
[00:13:04.920 --> 00:13:07.960]  他們兩個人的身畜財物太多了
[00:13:07.960 --> 00:13:09.120]  不夠住
[00:13:09.120 --> 00:13:10.560]  而家裏的牧羊人
[00:13:10.560 --> 00:13:12.640]  天天在吵吵鬧鬧
[00:13:12.640 --> 00:13:15.360]  而姑念大家是一家人
[00:13:15.360 --> 00:13:17.040]  不想相咬相吞
[00:13:17.040 --> 00:13:20.480]  所以阿伯拉罕決定跟羅德分開
[00:13:20.480 --> 00:13:23.480]  而這個長輩非常之好
[00:13:23.480 --> 00:13:26.960]  他讓他的後輩羅德首先選擇
[00:13:26.960 --> 00:13:30.200]  選擇一個他喜歡的地方
[00:13:30.200 --> 00:13:32.480]  他讓羅德選擇一個他想去的地方
[00:13:32.480 --> 00:13:34.280]  他說你去左我就去右
[00:13:34.280 --> 00:13:36.480]  你去右我就去左
[00:13:36.480 --> 00:13:40.080]  而這個晚輩非常之懂得選擇
[00:13:40.080 --> 00:13:41.520]  他用眼睛一看
[00:13:41.520 --> 00:13:42.720]  他就看見
[00:13:42.720 --> 00:13:44.640]  所多瑪一帶的平原
[00:13:44.640 --> 00:13:45.640]  有水
[00:13:45.640 --> 00:13:46.640]  又是平原
[00:13:46.640 --> 00:13:47.920]  不單舒服
[00:13:47.920 --> 00:13:49.200]  方便
[00:13:49.200 --> 00:13:51.800]  而且《聖經》形容他這個地方是怎樣呢
[00:13:51.800 --> 00:13:53.600]  好像耶和華的原子
[00:13:53.600 --> 00:13:55.560]  和埃及一樣
[00:13:55.560 --> 00:13:57.080]  愈人的眼目
[00:13:57.080 --> 00:13:58.480]  土產富足
[00:13:58.480 --> 00:14:00.040]  名副其實的是
[00:14:00.040 --> 00:14:03.040]  又靚又肥又吸引
[00:14:03.040 --> 00:14:05.000]  埃及地又是怎樣呢
[00:14:05.000 --> 00:14:07.800]  大城市有圍牆
[00:14:07.800 --> 00:14:09.600]  文明人住的地方
[00:14:09.600 --> 00:14:12.400]  比起住帳棚不斷遷徙的生活
[00:14:12.400 --> 00:14:15.000]  實在很多
[00:14:15.000 --> 00:14:17.440]  羅德選擇了一個
[00:14:17.440 --> 00:14:20.520]  又靚又肥又吸引的地方
[00:14:20.520 --> 00:14:22.600]  他就選擇了這個地方
[00:14:22.600 --> 00:14:25.800]  又靚又肥又吸引的地方
[00:14:25.800 --> 00:14:27.840]  他剩下的
[00:14:27.840 --> 00:14:30.080]  比阿巴拉罕的又是甚麼地方呢
[00:14:30.080 --> 00:14:32.200]  就是一大片的礦野
[00:14:32.200 --> 00:14:33.560]  我們可以說是
[00:14:33.560 --> 00:14:36.640]  天堂和觀塘的分別
[00:14:36.640 --> 00:14:38.160]  山多
[00:14:38.160 --> 00:14:39.280]  沙多
[00:14:39.280 --> 00:14:40.280]  石多
[00:14:40.280 --> 00:14:42.600]  水源又一點都不多
[00:14:42.600 --> 00:14:45.200]  怎樣可以成為一個大國呢
[00:14:45.200 --> 00:14:47.200]  見到阿侄那麼懂得選擇
[00:14:47.200 --> 00:14:48.880]  如果你是阿巴拉罕
[00:14:48.880 --> 00:14:51.440]  你會怎樣想呢
[00:14:51.440 --> 00:14:52.880]  嘩 你懂得選擇
[00:14:52.880 --> 00:14:54.880]  你以為我不懂得選擇嗎
[00:14:54.880 --> 00:14:56.600]  要造福萬民
[00:14:56.600 --> 00:14:58.880]  不如直接進入萬民
[00:14:58.880 --> 00:15:02.080]  更快更方便更舒服
[00:15:02.080 --> 00:15:04.120]  其實阿巴拉罕可以選擇
[00:15:04.120 --> 00:15:05.920]  他絕對可以選擇
[00:15:05.920 --> 00:15:07.280]  他可以選擇甚麼呢
[00:15:07.280 --> 00:15:09.480]  他可以選擇羅德選擇的地方
[00:15:09.480 --> 00:15:11.520]  去到索多瑪平原
[00:15:11.520 --> 00:15:12.760]  畢竟他是長輩
