
[00:00:00.000 --> 00:00:04.280]  我們再一次去讀今天一段聖經
[00:02:04.840 --> 00:02:08.240]  使用在樓房上的一百二十個弟兄姊妹
[00:02:08.240 --> 00:02:10.400]  去為我們成就大事
[00:02:10.400 --> 00:02:12.400]  主祢幫我們
[00:02:12.400 --> 00:02:15.040]  看到祢的寶貝怎樣在這個雅氣
[00:02:15.040 --> 00:02:17.040]  在這一群雅氣裡面
[00:02:17.040 --> 00:02:19.920]  為我們依靠聖靈的緣故
[00:02:19.920 --> 00:02:22.120]  發揮極大的功效
[00:02:22.120 --> 00:02:25.280]  求主幫助我們去明白
[00:02:25.280 --> 00:02:27.080]  彼得他們所經歷
[00:02:27.080 --> 00:02:29.640]  是何等奇妙的工作
[00:02:29.640 --> 00:02:31.120]  我們多謝你聽我們祈禱
[00:02:31.120 --> 00:02:33.120]  奉耶穌的聖名
[00:02:49.920 --> 00:02:52.160]  為什麼叫阿伯蘭?
[00:02:52.160 --> 00:02:54.880]  阿伯蘭即是Father of Honor
[00:02:54.880 --> 00:02:56.800]  尊榮的父
[00:02:56.800 --> 00:03:01.040]  但這個人由結婚開始幾十年
[00:03:01.040 --> 00:03:05.920]  到一百歲之前都是沒有兒子的
[00:03:05.920 --> 00:03:09.840]  如果他又叫做祖父
[00:03:09.840 --> 00:03:12.480]  或者叫做為父
[00:03:12.480 --> 00:03:13.400]  尊榮的父
[00:03:13.400 --> 00:03:14.520]  Father of Honor
[00:03:14.520 --> 00:03:16.760]  很有趣的
[00:03:16.760 --> 00:03:21.880]  上帝呼召阿伯拉罕離開吾爾
[00:03:21.880 --> 00:03:24.840]  後來用國禮給他立了約
[00:03:24.840 --> 00:03:26.040]  神又幫他改了名
[00:03:26.040 --> 00:03:27.320]  就不叫做阿伯蘭了
[00:03:27.320 --> 00:03:30.120]  叫做Abraham
[00:03:30.120 --> 00:03:31.640]  叫做阿伯拉罕
[00:03:31.640 --> 00:03:33.640]  阿伯拉罕的意思
[00:03:33.640 --> 00:03:35.640]  知道是什麼嗎?
[00:03:35.640 --> 00:03:37.640]  就是多國之父
[00:03:37.640 --> 00:03:39.640]  Father of All Nations
[00:03:39.640 --> 00:03:44.600]  以前叫做景福街之父
[00:03:44.600 --> 00:03:49.320]  現在是全世界所有街道之父
[00:03:49.320 --> 00:03:52.920]  以前是Father of Honor
[00:03:52.920 --> 00:03:55.880]  一個有尊榮的父的意思
[00:03:55.880 --> 00:03:58.600]  現在是全世界多國之父
[00:03:58.600 --> 00:04:01.160]  Father of All Nations
[00:04:01.160 --> 00:04:03.160]  很誇張
[00:04:03.160 --> 00:04:05.160]  如果有一個人
[00:04:05.160 --> 00:04:07.640]  廣東話叫做靚靚
[00:04:07.640 --> 00:04:11.080]  你會想他是不是真的很靚呢?
[00:04:11.080 --> 00:04:14.120]  或者叫做王威猛
[00:04:14.120 --> 00:04:17.800]  你會想他是不是真的叫做王威猛呢?
[00:04:17.800 --> 00:04:19.800]  但很奇妙
[00:04:19.800 --> 00:04:20.840]  聖經記載
[00:04:20.840 --> 00:04:22.840]  阿伯蘭
[00:04:22.840 --> 00:04:24.840]  有一次神跟他說
[00:04:24.840 --> 00:04:26.040]  我要祝福你
[00:04:26.040 --> 00:04:28.040]  阿伯蘭心知
[00:04:28.040 --> 00:04:30.040]  他有的財富
[00:04:30.040 --> 00:04:31.000]  擁有的家庭
[00:04:31.000 --> 00:04:32.120]  樣樣都好了
[00:04:32.120 --> 00:04:34.120]  他唯獨沒有子女
[00:04:34.120 --> 00:04:36.920]  在我家裡
[00:04:36.920 --> 00:04:38.920]  伯仁的伊利爾謝
[00:04:38.920 --> 00:04:40.920]  大馬式的伯仁
[00:04:40.920 --> 00:04:42.920]  伯仁的兒子都歸他名下
[00:04:42.920 --> 00:04:44.920]  這個就是了
[00:04:44.920 --> 00:04:45.800]  他說不是
[00:04:45.800 --> 00:04:47.800]  神說將來要出於你
[00:04:47.800 --> 00:04:49.800]  那個才是
[00:04:49.800 --> 00:04:51.800]  那時候他還沒有去
[00:04:51.800 --> 00:04:53.800]  去夕娶夏甲
[00:04:53.800 --> 00:04:55.000]  做他的妻子
[00:04:55.000 --> 00:04:57.000]  生意實馬利
[00:04:57.000 --> 00:04:59.000]  神很清楚說
[00:04:59.000 --> 00:05:01.000]  神要透過他
[00:05:01.000 --> 00:05:02.040]  建立一個民族
[00:05:02.040 --> 00:05:04.040]  祝福全世界
[00:05:04.040 --> 00:05:06.040]  在
[00:05:06.040 --> 00:05:08.040]  創世紀十五章
[00:05:08.040 --> 00:05:10.040]  神就跟他說
[00:05:10.040 --> 00:05:12.040]  我要祝福你
[00:05:12.040 --> 00:05:14.040]  他就帶他出去
[00:05:14.040 --> 00:05:16.040]  夜晚帶他出去
[00:05:16.040 --> 00:05:17.320]  荒野的地
[00:05:17.320 --> 00:05:18.520]  你知道以前沒有電燈
[00:05:18.520 --> 00:05:20.520]  出到任何荒野的地
[00:05:20.520 --> 00:05:22.520]  你額高頭看到什麼
[00:05:22.520 --> 00:05:24.520]  去以色列的頂尖
[00:05:24.520 --> 00:05:26.520]  你去
[00:05:26.520 --> 00:05:28.520]  以色列巴勒斯坦地
[00:05:28.520 --> 00:05:30.520]  額高頭
[00:05:30.520 --> 00:05:32.520]  你會看到很多星
[00:05:32.520 --> 00:05:34.520]  你看到天上有多少星
[00:05:34.520 --> 00:05:36.520]  他說
[00:05:36.520 --> 00:05:38.520]  將來你的子女就是這麼多
[00:05:38.520 --> 00:05:40.520]  聖經說什麼
[00:05:40.520 --> 00:05:42.520]  亞伯拉罕信
[00:05:42.520 --> 00:05:44.520]  神就稱他為
[00:05:44.520 --> 00:05:46.520]  兒
[00:05:46.520 --> 00:05:48.520]  單單信他一個
[00:05:48.520 --> 00:05:50.520]  在地上一個小人物
[00:05:50.520 --> 00:05:52.520]  一個老到
[00:05:52.520 --> 00:05:54.520]  都覺得不會有機會生
[00:05:54.520 --> 00:05:56.520]  神說他將來要興起一個後裔
[00:05:56.520 --> 00:05:58.520]  這個預表著聖經說
[00:05:58.520 --> 00:06:00.520]  神要利用一個地上
[00:06:00.520 --> 00:06:02.520]  不見經傳
[00:06:02.520 --> 00:06:04.520]  雖然他在基督教
[00:06:04.520 --> 00:06:06.520]  和猶太教是很出名的人物
[00:06:06.520 --> 00:06:08.520]  以前沒有人認識他
[00:06:08.520 --> 00:06:10.520]  他臨死
[00:06:10.520 --> 00:06:12.520]  在巴勒斯坦只有一個墳墓
[00:06:12.520 --> 00:06:14.520]  只有一個墳墓
[00:06:14.520 --> 00:06:16.520]  神要用一個小人物
[00:06:16.520 --> 00:06:18.520]  還要他年老
[00:06:18.520 --> 00:06:20.520]  色衰的時候
[00:06:20.520 --> 00:06:22.520]  他再沒有可能生育
[00:06:22.520 --> 00:06:24.520]  神要興起一個偉大的民族
[00:06:24.520 --> 00:06:26.520]  但是亞伯拉罕信
[00:06:26.520 --> 00:06:28.520]  你看
[00:06:28.520 --> 00:06:30.520]  聖經就是這樣
[00:06:30.520 --> 00:06:32.520]  從一個人
[00:06:32.520 --> 00:06:34.520]  一個家庭
[00:06:34.520 --> 00:06:36.520]  然後延展出整個以色列民族
[00:06:36.520 --> 00:06:38.520]  今天我們看《使徒行傳》
[00:06:38.520 --> 00:06:40.520]  上次我們看到
[00:06:40.520 --> 00:06:42.520]  神在五旬節的時候
[00:06:42.520 --> 00:06:44.520]  就好像當天在西乃山
[00:06:44.520 --> 00:06:46.520]  他們出埃及的第五十天
[00:06:46.520 --> 00:06:48.520]  神和他們納約建立了
[00:06:48.520 --> 00:06:50.520]  以色列這個國家
[00:06:50.520 --> 00:06:52.520]  以色列民成為神的子民
[00:06:52.520 --> 00:06:54.520]  來到新約五旬節
[00:06:54.520 --> 00:06:56.520]  耶穌降生
[00:06:56.520 --> 00:06:58.520]  復活之後的五十天
[00:06:58.520 --> 00:07:00.520]  一樣神又建立一個新的族群
[00:07:00.520 --> 00:07:02.520]  一個新的祭司群體
[00:07:02.520 --> 00:07:04.520]  神的計劃是什麼呢?
[00:07:04.520 --> 00:07:06.520]  就是透過屬神的祭司群體
[00:07:06.520 --> 00:07:08.520]  或者屬神的國度
[00:07:08.520 --> 00:07:10.520]  在舊約就是以色列
[00:07:10.520 --> 00:07:12.520]  在新約就是教會
[00:07:12.520 --> 00:07:14.520]  要將祝福帶給全世界
[00:07:14.520 --> 00:07:16.520]  很奇妙的
[00:07:16.520 --> 00:07:18.520]  但是我們說
[00:07:18.520 --> 00:07:20.520]  彼得出來講道的時候
[00:07:20.520 --> 00:07:22.520]  神給了他一個標記
[00:07:22.520 --> 00:07:24.520]  就是聖靈降臨
[00:07:24.520 --> 00:07:26.520]  但無論怎樣我們想說
[00:07:26.520 --> 00:07:28.520]  在舊約在新約聖經經常說
[00:07:28.520 --> 00:07:30.520]  神是要用小人物
[00:07:30.520 --> 00:07:32.520]  要用普通人
[00:07:32.520 --> 00:07:34.520]  去成就大事
[00:07:34.520 --> 00:07:36.520]  就算一個城市
[00:07:36.520 --> 00:07:38.520]  在聖誕節經常聽到
[00:07:38.520 --> 00:07:40.520]  聖誕福音的讀經
[00:07:40.520 --> 00:07:42.520]  他說
[00:07:42.520 --> 00:07:44.520]  伯利恆的爾法他
[00:07:44.520 --> 00:07:46.520]  你在猶大諸城中
[00:07:46.520 --> 00:07:48.520]  並不是最少的
[00:07:48.520 --> 00:07:50.520]  因為今天在大衛的城裡
[00:07:50.520 --> 00:07:52.520]  為你們生了救主
[00:07:52.520 --> 00:07:54.520]  以前伯利恆的爾法他
[00:07:54.520 --> 00:07:56.520]  是一個不見經傳
[00:07:56.520 --> 00:07:58.520]  一個小的城市
[00:07:58.520 --> 00:08:00.520]  他說現在
[00:08:00.520 --> 00:08:02.520]  將來所有人都認識
[00:08:02.520 --> 00:08:04.520]  所以很多人去
[00:08:04.520 --> 00:08:06.520]  以色列旅行
[00:08:06.520 --> 00:08:08.520]  去伯利恆
[00:08:08.520 --> 00:08:12.520]  不用帶禮物給我
[00:08:12.520 --> 00:08:16.520]  你看聖經
[00:08:16.520 --> 00:08:18.520]  神很清楚
[00:08:18.520 --> 00:08:20.520]  普天下沒有一個人
[00:08:20.520 --> 00:08:22.520]  是什麼大人物
[00:08:22.520 --> 00:08:24.520]  在神眼前都是小人物
[00:08:24.520 --> 00:08:26.520]  你聽過
[00:08:26.520 --> 00:08:28.520]  有很多
[00:08:28.520 --> 00:08:30.520]  一個身體極度殘障
[00:08:30.520 --> 00:08:32.520]  手腳都沒有
[00:08:32.520 --> 00:08:34.520]  一個腿
[00:08:34.520 --> 00:08:36.520]  神有使用他見證
[00:08:36.520 --> 00:08:38.520]  可以做很大的事
[00:08:38.520 --> 00:08:40.520]  今天一樣
[00:08:40.520 --> 00:08:42.520]  一個彼得
[00:08:42.520 --> 00:08:44.520]  在五十幾天之前
[00:08:44.520 --> 00:08:46.520]  他是一個
[00:08:46.520 --> 00:08:48.520]  很害怕
[00:08:48.520 --> 00:08:50.520]  三次不認主和門徒四散
[00:08:50.520 --> 00:08:52.520]  當然他算是勇敢
[00:08:52.520 --> 00:08:54.520]  他會拔刀去保護耶穌
[00:08:54.520 --> 00:08:56.520]  他會跟著耶穌去公會
[00:08:56.520 --> 00:08:58.520]  但最終
[00:08:58.520 --> 00:09:00.520]  他都是一個軟弱的器皿
[00:09:00.520 --> 00:09:02.520]  但今天
[00:09:02.520 --> 00:09:04.520]  你看到
[00:09:04.520 --> 00:09:06.520]  今天有很多經文
[00:09:06.520 --> 00:09:08.520]  這是留意第十四節
[00:09:08.520 --> 00:09:10.520]  他稱所有在猶大的人
[00:09:10.520 --> 00:09:12.520]  和耶路撒冷的人
[00:09:12.520 --> 00:09:14.520]  你們聽
[00:09:14.520 --> 00:09:16.520]  他說以色列人
[00:09:16.520 --> 00:09:18.520]  去到二十九節
[00:09:18.520 --> 00:09:20.520]  他說什麼
[00:09:20.520 --> 00:09:22.520]  弟兄們
[00:09:22.520 --> 00:09:24.520]  彼得對著一群
[00:09:24.520 --> 00:09:26.520]  殺了耶穌的猶太人
[00:09:26.520 --> 00:09:28.520]  當然是經彼拉多的手
[00:09:28.520 --> 00:09:30.520]  但推耶穌上十字架
[00:09:30.520 --> 00:09:32.520]  就是那群猶太人的領袖
[00:09:32.520 --> 00:09:34.520]  和整個猶太人的群體
[00:09:34.520 --> 00:09:38.520]  耶穌的門徒彼得
[00:09:38.520 --> 00:09:40.520]  五十幾天前
[00:09:40.520 --> 00:09:42.520]  或者耶穌復活之後
[00:09:42.520 --> 00:09:44.520]  他仍然很記得
[00:09:44.520 --> 00:09:46.520]  他的夫子拉比
[00:09:46.520 --> 00:09:48.520]  神的兒子是被這群猶太人
[00:09:48.520 --> 00:09:50.520]  所殺
[00:09:50.520 --> 00:09:52.520]  但來到這裡
[00:09:52.520 --> 00:09:54.520]  他仍然願意愛仇敵
[00:09:54.520 --> 00:09:56.520]  耶穌說
[00:09:56.520 --> 00:09:58.520]  他不僅可以
[00:09:58.520 --> 00:10:00.520]  好像耶穌所教
[00:10:00.520 --> 00:10:02.520]  他可以愛仇敵
[00:10:02.520 --> 00:10:04.520]  他還可以為主做大事
[00:10:04.520 --> 00:10:06.520]  第一章小行傳說
[00:10:06.520 --> 00:10:08.520]  聖靈要降臨
[00:10:08.520 --> 00:10:10.520]  你們得著能力在耶路撒冷猶太全地
[00:10:10.520 --> 00:10:12.520]  撒瑪利亞直到地極
[00:10:12.520 --> 00:10:14.520]  為祂作見證
[00:10:14.520 --> 00:10:16.520]  我想那些門徒聽完
[00:10:16.520 --> 00:10:18.520]  都一頭暈
[00:10:18.520 --> 00:10:20.520]  他們還在想
[00:10:20.520 --> 00:10:22.520]  耶穌升天了
[00:10:22.520 --> 00:10:24.520]  他們更加不明白
[00:10:24.520 --> 00:10:26.520]  只剩下他們
[00:10:26.520 --> 00:10:28.520]  直到五旬節這一天
[00:10:28.520 --> 00:10:30.520]  聖靈降臨
[00:10:30.520 --> 00:10:32.520]  在有血肉的人身上
[00:10:32.520 --> 00:10:34.520]  彼得就有一個轉變
[00:10:34.520 --> 00:10:36.520]  彼得就有一個轉變
[00:10:36.520 --> 00:10:40.520]  當然他的轉變
[00:10:40.520 --> 00:10:42.520]  在這一刻最明顯
[00:10:42.520 --> 00:10:44.520]  他站立起來
[00:10:44.520 --> 00:10:46.520]  他說第一件事
[00:10:46.520 --> 00:10:48.520]  在你們經文第十三節
[00:10:48.520 --> 00:10:50.520]  猶太人
[00:10:50.520 --> 00:10:52.520]  他們現在不是喝醉酒
[00:10:52.520 --> 00:10:54.520]  喝酒沒那麼早
[00:10:54.520 --> 00:10:56.520]  猶太人通常是下班後
[00:10:56.520 --> 00:10:58.520]  下午傍晚才會喝酒
[00:10:58.520 --> 00:11:00.520]  早上
[00:11:00.520 --> 00:11:02.520]  不會有喝酒的習慣
[00:11:02.520 --> 00:11:04.520]  他很簡單
[00:11:04.520 --> 00:11:06.520]  解釋了
[00:11:06.520 --> 00:11:08.520]  但是他一開始
[00:11:08.520 --> 00:11:10.520]  就會稱呼他們
[00:11:10.520 --> 00:11:12.520]  三個稱呼
[00:11:12.520 --> 00:11:14.520]  猶太地和耶路撒冷的人
[00:11:14.520 --> 00:11:16.520]  以色列的人
[00:11:16.520 --> 00:11:18.520]  和弟兄們
[00:11:18.520 --> 00:11:20.520]  我們看到彼得的轉變
[00:11:20.520 --> 00:11:22.520]  他有一個
[00:11:22.520 --> 00:11:24.520]  沒膽很害怕
[00:11:24.520 --> 00:11:26.520]  有一個對其他
[00:11:26.520 --> 00:11:28.520]  猶太人充滿著
[00:11:28.520 --> 00:11:30.520]  他要拔刀去抗爭
[00:11:30.520 --> 00:11:32.520]  的對象
[00:11:32.520 --> 00:11:34.520]  變成今天他稱他們為弟兄
[00:11:34.520 --> 00:11:38.520]  如果你看彼得
[00:11:38.520 --> 00:11:40.520]  你也可以想像一下自己
[00:11:40.520 --> 00:11:42.520]  神也可以使用
[00:11:42.520 --> 00:11:44.520]  渺小的自己
[00:11:44.520 --> 00:11:46.520]  我們
[00:11:46.520 --> 00:11:48.520]  或者你看看啟福堂
[00:11:48.520 --> 00:11:50.520]  我們也是小的堂會
[00:11:50.520 --> 00:11:52.520]  我們有時九十多有時一百
[00:11:52.520 --> 00:11:54.520]  有時超過一百
[00:11:54.520 --> 00:11:56.520]  但我們都覺得我們是
[00:11:56.520 --> 00:11:58.520]  小的教會
[00:11:58.520 --> 00:12:00.520]  但你留意
[00:12:00.520 --> 00:12:02.520]  全世界最大的教會
[00:12:02.520 --> 00:12:04.520]  都在說同一件事
[00:12:04.520 --> 00:12:06.520]  就是不夠人手工作
[00:12:06.520 --> 00:12:08.520]  所以這也是普遍的現象
[00:12:08.520 --> 00:12:10.520]  但第一件事我想大家看
[00:12:10.520 --> 00:12:12.520]  當我們看
[00:12:12.520 --> 00:12:14.520]  彼得出來說福音
[00:12:14.520 --> 00:12:16.520]  這個寶貝之前
[00:12:16.520 --> 00:12:18.520]  我們看看這個雅氣
[00:12:18.520 --> 00:12:20.520]  這個彼得
[00:12:20.520 --> 00:12:22.520]  他的生命
[00:12:22.520 --> 00:12:24.520]  他的生命復興
[00:12:24.520 --> 00:12:26.520]  他的生命復興是很特別
[00:12:26.520 --> 00:12:28.520]  不單是彼得一個人
[00:12:28.520 --> 00:12:30.520]  是整個一百二十人的教會
[00:12:30.520 --> 00:12:32.520]  都復興
[00:12:32.520 --> 00:12:34.520]  以前在八十年代
[00:12:34.520 --> 00:12:36.520]  有很多學者研究教會歷史
[00:12:36.520 --> 00:12:38.520]  有一個主題叫復興
[00:12:38.520 --> 00:12:40.520]  Revival
[00:12:40.520 --> 00:12:42.520]  那些人就想
[00:12:42.520 --> 00:12:44.520]  有哪一件事
[00:12:44.520 --> 00:12:46.520]  你覺得在教會裏面很重要
[00:12:46.520 --> 00:12:48.520]  要發生的
[00:12:48.520 --> 00:12:50.520]  能夠對教會的增長
[00:12:50.520 --> 00:12:52.520]  對教會的現況
[00:12:52.520 --> 00:12:54.520]  有很大的幫助
[00:12:54.520 --> 00:12:56.520]  有哪一件事
[00:12:56.520 --> 00:12:58.520]  你覺得對教會比較重要
[00:12:58.520 --> 00:13:00.520]  甚至你覺得是最重要的呢
[00:13:00.520 --> 00:13:02.520]  有些人就覺得是祈禱
[00:13:02.520 --> 00:13:04.520]  有些人就覺得是建立門徒
[00:13:04.520 --> 00:13:06.520]  有些人就覺得
[00:13:06.520 --> 00:13:08.520]  是要
[00:13:08.520 --> 00:13:10.520]  彼此同心合意
[00:13:10.520 --> 00:13:12.520]  彼此相愛的關係
[00:13:12.520 --> 00:13:14.520]  有種種
[00:13:14.520 --> 00:13:16.520]  不同的見解
[00:13:16.520 --> 00:13:18.520]  但有一個
[00:13:18.520 --> 00:13:20.520]  研究復興的學者
[00:13:20.520 --> 00:13:22.520]  叫歐文
[00:13:22.520 --> 00:13:24.520]  他問多一個問題
[00:13:24.520 --> 00:13:26.520]  就是除了我們想
[00:13:26.520 --> 00:13:28.520]  教會有什麼最重要之外
[00:13:28.520 --> 00:13:30.520]  他說有沒有一件事
[00:13:30.520 --> 00:13:32.520]  的出現是可以解決
[00:13:32.520 --> 00:13:34.520]  我們剛才提到的
[00:13:34.520 --> 00:13:36.520]  祈禱 傳福音 更大的信心
[00:13:36.520 --> 00:13:38.520]  他是有的
[00:13:38.520 --> 00:13:40.520]  他研究教會歷史
[00:13:40.520 --> 00:13:42.520]  很多的教會
[00:13:42.520 --> 00:13:44.520]  復興的時候
[00:13:44.520 --> 00:13:46.520]  他說當教會復興的時候
[00:13:46.520 --> 00:13:48.520]  所有這些事情
[00:13:48.520 --> 00:13:50.520]  都解決
[00:13:50.520 --> 00:13:52.520]  很多人會參與祈禱會
[00:13:52.520 --> 00:13:54.520]  很多人會追求
[00:13:54.520 --> 00:13:56.520]  屬靈的成長
[00:13:56.520 --> 00:13:58.520]  很多人會熱心關心人
[00:13:58.520 --> 00:14:00.520]  傳福音 做社區的關懷
[00:14:00.520 --> 00:14:02.520]  這個復興
[00:14:02.520 --> 00:14:04.520]  不單止是教會以外
[00:14:04.520 --> 00:14:06.520]  叫復興
[00:14:06.520 --> 00:14:08.520]  早前我們去年聽
[00:14:08.520 --> 00:14:10.520]  培靈會的鮑威昆
[00:14:10.520 --> 00:14:12.520]  牧師也說過
[00:14:12.520 --> 00:14:14.520]  他說教會的
[00:14:14.520 --> 00:14:16.520]  突破
[00:14:16.520 --> 00:14:18.520]  就是能夠復興
[00:14:18.520 --> 00:14:20.520]  而社會不信主的群體
[00:14:20.520 --> 00:14:22.520]  就叫做蘇醒
[00:14:22.520 --> 00:14:24.520]  awakening
[00:14:24.520 --> 00:14:26.520]  復興就能夠帶來
[00:14:26.520 --> 00:14:28.520]  教會的突破
[00:14:28.520 --> 00:14:30.520]  你看到後尾 剛才我們讀到
[00:14:30.520 --> 00:14:32.520]  36節 在37節之後
[00:14:32.520 --> 00:14:34.520]  當下信主的人
[00:14:34.520 --> 00:14:36.520]  有三千人
[00:14:36.520 --> 00:14:38.520]  之後整個耶路撒冷
[00:14:38.520 --> 00:14:40.520]  好像復興了一樣
[00:14:40.520 --> 00:14:42.520]  六千人 五千人
[00:14:42.520 --> 00:14:44.520]  超過一萬人的信眾
[00:14:44.520 --> 00:14:46.520]  今時今日
[00:14:46.520 --> 00:14:48.520]  在世界各地
[00:14:48.520 --> 00:14:50.520]  也有些地方
[00:14:50.520 --> 00:14:52.520]  很多人歸信主
[00:14:52.520 --> 00:14:54.520]  復興
[00:14:54.520 --> 00:14:56.520]  是不是只有耶路撒冷有的事件呢?
[00:14:56.520 --> 00:14:58.520]  有些人研究
[00:14:58.520 --> 00:15:00.520]  就是原來在小能傳第一第二章
[00:15:00.520 --> 00:15:02.520]  就有這方面的學習
[00:15:02.520 --> 00:15:04.520]  和記載
[00:15:04.520 --> 00:15:06.520]  就是是不是已經有些人
[00:15:06.520 --> 00:15:08.520]  他願意
[00:15:08.520 --> 00:15:10.520]  他除了真心信主
[00:15:10.520 --> 00:15:12.520]  接受耶穌
[00:15:12.520 --> 00:15:14.520]  做他的救主之外
[00:15:14.520 --> 00:15:16.520]  第二
[00:15:16.520 --> 00:15:18.520]  他是不是願意降伏在神面前
[00:15:18.520 --> 00:15:20.520]  完全將主權交給神
[00:15:20.520 --> 00:15:22.520]  然後第三
[00:15:22.520 --> 00:15:24.520]  他樂意被聖靈
[00:15:24.520 --> 00:15:26.520]  充滿
[00:15:26.520 --> 00:15:28.520]  樂意被聖靈充滿
[00:15:28.520 --> 00:15:30.520]  被上帝的靈
[00:15:30.520 --> 00:15:32.520]  管理我們的生命
[00:15:32.520 --> 00:15:34.520]  你記得保羅在《爾忽所書》
[00:15:34.520 --> 00:15:35.520]  那裡形容
[00:15:35.520 --> 00:15:37.520]  不要醉酒酒能使人放蕩
[00:15:37.520 --> 00:15:39.520]  然後他對比
[00:15:39.520 --> 00:15:41.520]  聖靈充滿
[00:15:41.520 --> 00:15:43.520]  反而我們要被聖靈充滿
[00:15:43.520 --> 00:15:47.520]  要明白神的旨意
[00:15:47.520 --> 00:15:49.520]  將醉酒
[00:15:49.520 --> 00:15:51.520]  酒精會控制一個人
[00:15:51.520 --> 00:15:53.520]  做一些平時
[00:15:53.520 --> 00:15:55.520]  我們不會做的事
[00:15:55.520 --> 00:15:57.520]  平時我們正常
[00:15:57.520 --> 00:15:59.520]  酒精的時候不會做
[00:15:59.520 --> 00:16:01.520]  好像對比
[00:16:01.520 --> 00:16:02.520]  保羅在說
[00:16:02.520 --> 00:16:04.520]  我們被聖靈充滿的時候
[00:16:04.520 --> 00:16:08.520]  就是我們能夠得著聖靈給我們的能力
[00:16:08.520 --> 00:16:10.520]  我們可以做到平時
[00:16:10.520 --> 00:16:12.520]  我們軟弱的人
[00:16:12.520 --> 00:16:13.520]  沒有那個信心
[00:16:13.520 --> 00:16:14.520]  或者沒有那個能力
[00:16:14.520 --> 00:16:16.520]  可以做到的事
[00:16:16.520 --> 00:16:18.520]  醉酒和被聖靈充滿
[00:16:18.520 --> 00:16:20.520]  的描述
[00:16:20.520 --> 00:16:22.520]  一個對比
[00:16:22.520 --> 00:16:24.520]  那些門徒
[00:16:24.520 --> 00:16:26.520]  他被聖靈充滿
[00:16:26.520 --> 00:16:27.520]  得著能力
[00:16:27.520 --> 00:16:29.520]  他們生命有勇敢
[00:16:29.520 --> 00:16:31.520]  他們有一個道德的感召力
[00:16:31.520 --> 00:16:32.520]  不單止這樣
[00:16:32.520 --> 00:16:35.520]  他們還有宣講的能力
[00:16:35.520 --> 00:16:37.520]  彼得怎樣宣講呢
[00:16:37.520 --> 00:16:38.520]  我們看一看
[00:16:38.520 --> 00:16:40.520]  他分了三個段落
[00:16:40.520 --> 00:16:42.520]  我們讀一讀
[00:16:42.520 --> 00:16:44.520]  第
[00:16:44.520 --> 00:16:46.520]  十六
[00:16:46.520 --> 00:16:48.520]  去到十八節
[00:16:48.520 --> 00:16:49.520]  十六到十八節
[00:16:49.520 --> 00:16:51.520]  預備起
[00:16:55.520 --> 00:16:57.520]  彼得一開始
[00:16:57.520 --> 00:16:59.520]  約約爾斯所說的
