
[00:00:00.000 --> 00:00:01.300]  好 頂節目平安
[00:02:15.980 --> 00:02:18.480]  就是夾到玩偶
[00:02:18.480 --> 00:02:20.880]  夾公仔機夾幾千元也夾不到
[00:02:20.880 --> 00:02:22.680]  真是哭了
[00:02:22.680 --> 00:02:23.880]  所以很不同的
[00:02:23.880 --> 00:02:29.680]  我自己來美國帶小朋友去過美國的夾公仔機
[00:02:29.680 --> 00:02:32.280]  是沒有什麼人夾的
[00:02:32.280 --> 00:02:33.580]  那個場地很大
[00:02:33.580 --> 00:02:37.380]  不過真是去夾的人是很少很少的
[00:02:37.380 --> 00:02:39.380]  但是相反我去日本
[00:02:39.380 --> 00:02:40.680]  真是要排隊夾的
[00:02:40.680 --> 00:02:42.880]  因為一個人擺著這部機
[00:02:42.880 --> 00:02:45.480]  擺一堆銀幣在夾
[00:02:45.480 --> 00:02:48.780]  那你不要想為什麼這麼大分別
[00:02:48.780 --> 00:02:52.580]  其中我自己猜想應該最大的原因是什麼
[00:02:52.580 --> 00:02:56.880]  在日本是極大機會夾到玩偶
[00:02:56.880 --> 00:02:59.080]  因為在日本玩夾公仔機
[00:02:59.080 --> 00:03:03.580]  一方面它們的夾又真的跟其他地方不同
[00:03:03.580 --> 00:03:05.580]  即是相對比較緊一點的夾
[00:03:05.580 --> 00:03:08.280]  即是力度會多一點
[00:03:08.280 --> 00:03:09.580]  還有什麼就是什麼
[00:03:09.580 --> 00:03:11.980]  如果你夾了很多次也夾不到
[00:03:11.980 --> 00:03:14.980]  你跟職員說就可以了
[00:03:14.980 --> 00:03:17.080]  不是 他不會給你一隻
[00:03:17.080 --> 00:03:19.980]  你夾公仔的興趣就是要夾到玩偶
[00:03:19.980 --> 00:03:21.680]  給了你就沒有興趣了
[00:03:21.680 --> 00:03:26.780]  他就會幫你把公仔放到跌的位置附近
[00:03:26.780 --> 00:03:29.680]  你再夾多一兩次通常都夾到的
[00:03:29.680 --> 00:03:32.580]  所以日本的夾公仔是一個好處
[00:03:32.580 --> 00:03:34.780]  夾到這麼上下職員過來幫我教一教
[00:03:34.780 --> 00:03:36.580]  擺好一點的位置
[00:03:36.580 --> 00:03:40.680]  然後到你不小心推遠了
[00:03:40.680 --> 00:03:43.980]  職員再過來幫我再擺前一點
[00:03:43.980 --> 00:03:45.780]  他見你找了他幾次
[00:03:45.780 --> 00:03:47.380]  他越擺越前的了
[00:03:47.380 --> 00:03:49.280]  通常到了這麼上下
[00:03:49.280 --> 00:03:52.980]  你不小心撞一撞就把公仔掉出來
[00:03:52.980 --> 00:03:54.980]  所以某程度上你知道
[00:03:54.980 --> 00:03:56.980]  你回本了
[00:03:56.980 --> 00:03:58.480]  這個很重要
[00:03:58.480 --> 00:04:00.980]  夾公仔回本了有東西可以拿走的
[00:04:00.980 --> 00:04:02.680]  所以你看得到
[00:04:02.680 --> 00:04:05.280]  日本的夾公仔是很受歡迎的
[00:04:05.280 --> 00:04:06.580]  職員一放工就去夾
[00:04:06.580 --> 00:04:08.680]  遊客去到又是去夾
[00:04:08.680 --> 00:04:12.380]  在香港來說現在也開始越來越流行
[00:04:12.380 --> 00:04:14.380]  香港的形式是怎樣呢
[00:04:14.380 --> 00:04:15.580]  其實也是難夾的
[00:04:15.580 --> 00:04:18.080]  因為它的夾也是鬆一點的
[00:04:18.080 --> 00:04:20.180]  不過香港有個玩法有些不同
[00:04:20.180 --> 00:04:21.280]  就是什麼呢
[00:04:21.280 --> 00:04:24.780]  你夾夠譬如二十次都夾不到
[00:04:24.780 --> 00:04:26.980]  它的夾就立刻轉緊了
[00:04:26.980 --> 00:04:30.780]  就是說你基本上一夾就夾到了
[00:04:30.780 --> 00:04:34.180]  就是說你夾夠錢了湊夠數了
[00:04:34.180 --> 00:04:37.080]  那個機主都回本了
[00:04:37.080 --> 00:04:40.380]  他就讓你用更強的夾夾到
[00:04:40.380 --> 00:04:42.980]  所以你發現日本是最容易夾的
[00:04:42.980 --> 00:04:44.280]  就是最多人夾的
[00:04:44.280 --> 00:04:45.680]  香港也很多人夾
[00:04:45.680 --> 00:04:46.980]  現在香港很流行
[00:04:46.980 --> 00:04:49.280]  美國呢我看到少很多
[00:04:49.280 --> 00:04:50.580]  理由就很簡單
[00:04:50.580 --> 00:04:53.980]  是不是夾得有把握有確據
[00:04:53.980 --> 00:04:56.680]  你夾得來你覺得一定拿到獎的
[00:04:56.680 --> 00:04:58.080]  一定有回報的
[00:04:58.080 --> 00:05:00.880]  那你就很放心去夾了
[00:05:00.880 --> 00:05:02.080]  所以我們說信呢
[00:05:02.080 --> 00:05:03.280]  也是啦
[00:05:03.280 --> 00:05:05.880]  我們怎樣能夠令我們信得安心呢
[00:05:05.880 --> 00:05:07.880]  我們一定要捉緊
[00:05:07.880 --> 00:05:11.080]  我們是不是有把握有確據呢
[00:05:11.080 --> 00:05:12.580]  信好像很飄渺的
[00:05:12.580 --> 00:05:14.280]  因為說信好像一些
[00:05:14.280 --> 00:05:18.680]  聖經裡面說什麼呢是盼望的事
[00:05:18.680 --> 00:05:20.380]  是未見的事
[00:05:20.380 --> 00:05:22.580]  對一些將來很遙遠
[00:05:22.580 --> 00:05:25.480]  未知道未見到的事
[00:05:25.480 --> 00:05:27.080]  嘩好像都不知道
[00:05:27.080 --> 00:05:29.080]  事情怎麼會發生
[00:05:29.080 --> 00:05:32.280]  但是如果你知道結局是怎樣
[00:05:32.280 --> 00:05:35.280]  或者你知道終局是怎樣的話
[00:05:35.280 --> 00:05:39.580]  你信呢信神都信得有把握的
[00:05:39.580 --> 00:05:42.280]  你想像一下當你跟隨神的時候
[00:05:42.280 --> 00:05:43.480]  就好像夾兵仔機那樣
[00:05:43.480 --> 00:05:45.180]  見你差一點差一點
[00:05:45.180 --> 00:05:47.080]  神會幫你擺前一點
[00:05:47.080 --> 00:05:49.480]  神會幫助你讓你容易一點
[00:05:49.480 --> 00:05:51.480]  讓你近一點目標
[00:05:51.480 --> 00:05:54.980]  最後你一定會見到那個的果核
[00:05:54.980 --> 00:05:56.880]  所以今天我們都思考這個問題
[00:05:56.880 --> 00:05:59.580]  特別是正正好希伯來書就是這樣說
[00:05:59.580 --> 00:06:03.980]  信就是對所盼望的事要有把握
[00:06:03.980 --> 00:06:06.480]  對未見的事是有確據
[00:06:06.480 --> 00:06:08.180]  正正好就是因為有一幫人
[00:06:08.180 --> 00:06:10.280]  他們都經歷了這種信
[00:06:10.280 --> 00:06:13.780]  而他們顯明了他們對這份信
[00:06:13.780 --> 00:06:15.980]  是有把握有確據
[00:06:15.980 --> 00:06:18.480]  所以他們成為了信心英雄
[00:06:18.480 --> 00:06:19.580]  而我們今天
[00:06:19.580 --> 00:06:23.480]  就會去到我們講信心英雄裡面的
[00:06:23.480 --> 00:06:24.780]  暫時叫最後一次了
[00:06:24.780 --> 00:06:25.780]  因為為什麼呢
[00:06:25.780 --> 00:06:28.380]  我們那個信心英雄榜裡面的系列
[00:06:28.380 --> 00:06:31.380]  是配合著我們說的創世紀的
[00:06:31.380 --> 00:06:33.580]  我們在今年裡面都不斷思考著
[00:06:33.580 --> 00:06:35.580]  創世紀的不同的片段
[00:06:35.580 --> 00:06:39.880]  特別我們很早期年初就看阿巴拉罕一路看
[00:06:39.880 --> 00:06:41.080]  看了很多阿巴拉罕之後
[00:06:41.080 --> 00:06:43.280]  我們開始展現出整個圖畫
[00:06:43.280 --> 00:06:46.180]  阿巴拉罕就是那個信心之父
[00:06:46.180 --> 00:06:48.080]  而信心之父正正好就是表明了
[00:06:48.080 --> 00:06:49.780]  他是一個信心英雄
[00:06:49.780 --> 00:06:51.880]  我們都藉著這個信心英雄裡面
[00:06:51.880 --> 00:06:53.580]  去想起信心英雄榜裡面
[00:06:53.580 --> 00:06:55.780]  一幫創世紀的人物
[00:06:55.780 --> 00:06:57.880]  所以我們都看了阿伯
[00:06:57.880 --> 00:06:58.880]  看了以諾
[00:06:58.880 --> 00:06:59.880]  看了羅亞
[00:06:59.880 --> 00:07:01.180]  看了阿巴拉罕
[00:07:01.180 --> 00:07:01.880]  以薩
[00:07:01.880 --> 00:07:04.480]  還有上一次都看了雅各
[00:07:04.480 --> 00:07:07.180]  所以作為創世紀的部分的完結
[00:07:07.180 --> 00:07:10.080]  我們今天就會看到約瑟
[00:07:10.080 --> 00:07:11.580]  約瑟就是在創世紀裡面
[00:07:11.580 --> 00:07:15.980]  最後提到的一個很重要的族長
[00:07:15.980 --> 00:07:20.680]  就是在阿巴拉罕這個族裡面的族長
[00:07:20.680 --> 00:07:26.480]  那麼事實上在全本書裡面
[00:07:26.480 --> 00:07:28.780]  其實也佔了很大的篇幅
[00:07:28.780 --> 00:07:30.880]  說到約瑟的片段
[00:07:30.880 --> 00:07:34.380]  在創世紀裡面已經是三十六章左右
[00:07:34.380 --> 00:07:36.980]  已經開始要有提及約瑟
[00:07:36.980 --> 00:07:41.280]  中間應該一直去到最後第五十章
[00:07:41.280 --> 00:07:45.180]  所以我們知道約瑟的片段都是很多很多的
[00:07:45.180 --> 00:07:47.680]  然而約瑟的片段很多的時候
[00:07:47.680 --> 00:07:49.180]  最後我們又問回一個問題
[00:07:49.180 --> 00:07:52.580]  就是希伯羅書怎麼去看呢
[00:07:52.580 --> 00:07:55.180]  希伯羅書裡面又是集中
[00:07:55.180 --> 00:07:58.880]  焦點著其中一件關於約瑟的事情
[00:07:58.880 --> 00:08:00.880]  他認為這件約瑟所做的事情
[00:08:00.880 --> 00:08:04.680]  就是那份表現出他對信是有把握
[00:08:04.680 --> 00:08:07.080]  有確據的一個表現
[00:08:07.080 --> 00:08:10.180]  就是來自希伯羅書十一章的二十二節
[00:08:10.180 --> 00:08:12.980]  也是剛才主席和我們讀到的段落
[00:08:12.980 --> 00:08:17.180]  他說 恩著信 約瑟臨終的時候
[00:08:17.180 --> 00:08:20.780]  提到以色列人將來要出埃及
[00:08:20.780 --> 00:08:24.380]  並為自己的骸骨留下遺言
[00:08:24.380 --> 00:08:28.180]  同樣說到臨終離世的時候
[00:08:28.180 --> 00:08:29.580]  最後的時候
[00:08:29.580 --> 00:08:31.380]  約瑟做了一件很特別的事情
[00:08:31.380 --> 00:08:35.380]  就是提到以色列人將要出埃及
[00:08:35.380 --> 00:08:39.380]  並為自己的骸骨留下了一個遺言
[00:08:39.380 --> 00:08:41.280]  究竟留下了什麼遺言呢
[00:08:41.280 --> 00:08:44.580]  其實你去看《創世紀》第五十章
[00:08:44.580 --> 00:08:45.980]  二十二節至二十六節
[00:08:45.980 --> 00:08:47.480]  你就能找到答案
[00:08:47.480 --> 00:08:48.980]  所以我們接下來一起看看
[00:08:48.980 --> 00:08:56.180]  《創世紀》第五十章二十二節至二十六節的段落
[00:08:56.180 --> 00:08:59.080]  我們常常都教大家去看聖經
[00:08:59.080 --> 00:09:03.680]  尤其是在猶太人裡面寫一些文字的做法
[00:09:03.680 --> 00:09:06.380]  有時候有些不同的寫作方式
[00:09:06.380 --> 00:09:09.580]  其實在第二十二節至二十六節裡面
[00:09:09.580 --> 00:09:12.580]  我也發現它同樣有我們常見的
[00:09:12.580 --> 00:09:16.880]  以色列人和猶太人所寫作的一個方式
[00:09:16.880 --> 00:09:17.580]  就是一個什麼呢
[00:09:17.580 --> 00:09:19.380]  一個很像線形的結構
[00:09:19.380 --> 00:09:21.280]  有一個對應的
[00:09:21.280 --> 00:09:23.680]  你看看第二十二節至二十六節的時候
[00:09:23.680 --> 00:09:28.380]  第二十二節會提到住在埃及
[00:09:28.380 --> 00:09:31.580]  約瑟和他的父親都已經留在埃及
[00:09:31.580 --> 00:09:35.180]  而且又會提到約瑟是一百一十年
[00:09:35.180 --> 00:09:37.480]  即是活了一百一十歲
[00:09:37.480 --> 00:09:39.280]  但是當你看到第二十二節的時候
[00:09:39.280 --> 00:09:41.580]  有一個倒影好像回應
[00:09:41.580 --> 00:09:44.380]  又說約瑟死的時候好像很重複
[00:09:44.380 --> 00:09:47.180]  其實就是希伯來人裡面他們的寫作手法
[00:09:47.180 --> 00:09:48.680]  頭尾有些回應
[00:09:48.680 --> 00:09:50.980]  代表了它好像有一個括號這樣
[00:09:50.980 --> 00:09:52.980]  回應著那個段落
[00:09:52.980 --> 00:09:56.580]  所以在A'就是A撇一撇那裡
[00:09:56.580 --> 00:10:00.780]  都有說到約瑟也是一百一十歲對應
[00:10:00.780 --> 00:10:05.180]  又是說在埃及有一個對應
[00:10:05.180 --> 00:10:10.280]  而當你再看第二十三節的段落中間
[00:10:10.280 --> 00:10:17.080]  你會看到有提到約瑟的子子孫孫
[00:10:17.080 --> 00:10:19.280]  你看到約瑟說他有子子孫孫
[00:10:19.280 --> 00:10:24.480]  當你看B'第二十五節又說以色列的子孫
[00:10:24.480 --> 00:10:25.880]  有一個對應
[00:10:25.880 --> 00:10:28.880]  另外一個很明顯的對應是什麼呢
[00:10:28.880 --> 00:10:32.980]  你會看到上帝必定看顧你們
[00:10:32.980 --> 00:10:34.380]  在B裡面
[00:10:34.380 --> 00:10:38.180]  到B'的時候同樣當約瑟說話的時候
[00:10:38.180 --> 00:10:41.680]  再一次提及上帝必看顧你們
[00:10:41.680 --> 00:10:45.080]  接著又有提及從者地上去
[00:10:45.080 --> 00:10:49.380]  B'裡面就看到從者裡帶上去
[00:10:49.380 --> 00:10:51.880]  這就是一個對應了
[00:10:51.880 --> 00:10:55.180]  如果大家這樣讀的話
[00:10:55.180 --> 00:10:57.180]  特別讀舊有聖經的話
[00:10:57.180 --> 00:11:01.680]  你會發現重點就出來了
[00:11:01.680 --> 00:11:03.680]  重點在哪裡
[00:11:03.680 --> 00:11:04.980]  通常在哪裡
[00:11:04.980 --> 00:11:07.180]  就在中間那一句
[00:11:07.180 --> 00:11:09.080]  當是ABCBA的話
[00:11:09.080 --> 00:11:13.780]  通常大部分機會重點那一句就是C
[00:11:13.780 --> 00:11:19.080]  所以原來當希伯來書裡面的作者說
[00:11:19.080 --> 00:11:24.280]  約瑟臨終的遺言成為了他信心的榜樣見證的時候
[00:11:24.280 --> 00:11:28.380]  原來你看回創世紀第五十章裡面的重點
[00:11:28.380 --> 00:11:30.180]  原來C的那個位置
[00:11:30.180 --> 00:11:32.780]  就顯明了一個很重要
[00:11:32.780 --> 00:11:37.180]  我們去探視約瑟的信在哪裡的地方
[00:11:37.180 --> 00:11:39.180]  就是中間這句話
[00:11:39.180 --> 00:11:41.480]  就是到他起誓
[00:11:41.480 --> 00:11:47.080]  應許給阿伯拉罕以撒雅各之地
[00:11:47.080 --> 00:11:49.480]  表明了約瑟就相信
[00:11:49.480 --> 00:11:53.980]  神就會帶領以色列的百姓
[00:11:53.980 --> 00:11:56.780]  就是雅各的子子孫孫
[00:11:56.780 --> 00:11:59.680]  會離開了埃及
[00:11:59.680 --> 00:12:05.180]  而去到神應許阿伯拉罕以撒雅各的地方
[00:12:05.180 --> 00:12:10.080]  這個就是那個重點
[00:12:10.080 --> 00:12:11.780]  所以我們要問就是
[00:12:11.780 --> 00:12:13.180]  為什麼這麼重要呢
[00:12:13.180 --> 00:12:16.080]  去到一個神應許
[00:12:16.080 --> 00:12:19.280]  起誓應許的地方有多重要呢
[00:12:19.280 --> 00:12:21.480]  因為這個正正好就是
[00:12:21.480 --> 00:12:25.780]  由阿伯拉罕開始的時候就是講這件事情
[00:12:25.780 --> 00:12:27.580]  我們說當你看聖經
[00:12:27.580 --> 00:12:28.880]  即是第十二章
[00:12:28.880 --> 00:12:30.680]  創世紀第十二章開始的時候
[00:12:30.680 --> 00:12:32.580]  講的是阿伯拉罕開始
[00:12:32.580 --> 00:12:35.180]  衍生了這個族長的歷史的時候
[00:12:35.180 --> 00:12:37.580]  這個信心的歷史的時候
[00:12:37.580 --> 00:12:40.180]  一開始的人物就是阿伯拉罕
[00:12:40.180 --> 00:12:43.180]  而阿伯拉罕一開始領受的
[00:12:43.180 --> 00:12:44.880]  一個很重要的信息是什麼
[00:12:44.880 --> 00:12:47.680]  就是在第十二章一至三節
[00:12:47.680 --> 00:12:50.380]  其中這裡一開始已經很清楚
[00:12:50.380 --> 00:12:52.480]  神就跟阿伯拉罕說什麼
[00:12:52.480 --> 00:12:57.380]  你要離開本地 本族 附加
[00:12:57.380 --> 00:12:58.180]  接著什麼呢
[00:12:58.180 --> 00:13:03.480]  要往我所要指示你的地去
[00:13:03.480 --> 00:13:07.380]  這個就是神給阿伯拉罕一開始的時候
[00:13:07.380 --> 00:13:09.480]  就是給一個很大的應許
[00:13:09.480 --> 00:13:12.280]  就是他要離開自己所熟悉的地方
[00:13:12.280 --> 00:13:13.480]  所熟悉的民族
[00:13:13.480 --> 00:13:17.280]  所熟悉的一幫親戚好友
[00:13:17.280 --> 00:13:20.580]  而去到一個上帝要指示他的地方
[00:13:20.580 --> 00:13:23.580]  這個就是一個應許之地
[00:13:23.580 --> 00:13:26.280]  所以我們一路在年初的時候就講到
[00:13:26.280 --> 00:13:28.280]  其實阿伯拉罕就是
[00:13:28.280 --> 00:13:29.780]  叫做第一位的高人
[00:13:29.780 --> 00:13:33.680]  就是一位去完成
[00:13:33.680 --> 00:13:38.080]  上帝交給他的托付和使命的第一個人
[00:13:38.080 --> 00:13:40.180]  他要成為萬人的福氣
[00:13:40.180 --> 00:13:42.180]  也都成為多國的富
[00:13:42.180 --> 00:13:44.880]  這個就是我們一開始講的時候
[00:13:44.880 --> 00:13:46.980]  有一個很重要的事情
[00:13:46.980 --> 00:13:52.480]  所以若是現在想一想那個應許
[00:13:52.480 --> 00:13:55.480]  應許的地方是很重要的
[00:13:55.480 --> 00:13:57.080]  這個是顯明他的信
[00:13:57.080 --> 00:14:00.880]  而應許的地方就是由阿伯拉罕開始
[00:14:00.880 --> 00:14:03.280]  而阿伯拉罕開始的過程是怎樣呢
[00:14:03.280 --> 00:14:08.080]  你再看回地圖你就會更加明白
[00:14:08.080 --> 00:14:10.880]  阿伯拉罕本來是住哪裡的呢
[00:14:10.880 --> 00:14:12.780]  就是住吳爾的地方
[00:14:12.780 --> 00:14:15.980]  就是你的圖中看到的右手邊
[00:14:15.980 --> 00:14:18.880]  右手邊下面就是遠遠的地方
[00:14:18.880 --> 00:14:24.080]  就等於類似今天聖經裡所提及的巴比倫
[00:14:24.080 --> 00:14:28.280]  加勒底那些地方就是吳爾那邊
[00:14:28.280 --> 00:14:32.480]  就是兩條很重要的河流的附近
[00:14:32.480 --> 00:14:33.980]  但是上帝的心意就是怎樣呢
[00:14:33.980 --> 00:14:36.480]  就是叫他離開這個他熟悉的地方
[00:14:36.480 --> 00:14:39.280]  就由吳爾出發離開了
[00:14:39.280 --> 00:14:41.680]  結果中間就去了哈蘭這個地方
[00:14:41.680 --> 00:14:43.280]  一路沿著紅色的線
[00:14:43.280 --> 00:14:45.080]  一路上到哈蘭的地方
[00:14:45.080 --> 00:14:50.480]  中間就和他的父親在當中停留了一些時間
[00:14:50.480 --> 00:14:53.680]  於是常常再一次和他講說話
[00:14:53.680 --> 00:14:55.980]  叫他你記得我給你的生命是怎樣
[00:14:55.980 --> 00:14:58.480]  離開你所熟悉的地方
[00:14:58.480 --> 00:15:01.480]  而去到上帝應許的地方
[00:15:01.480 --> 00:15:04.680]  由於哈蘭這個地方不是上帝應許的地方
[00:15:04.680 --> 00:15:08.080]  所以阿伯拉罕要繼續前行
[00:15:08.080 --> 00:15:09.180]  阿伯拉罕繼續前行的時候
[00:15:09.180 --> 00:15:15.280]  於是一路再向南下終於去到迦蘭地
[00:15:15.280 --> 00:15:19.680]  左邊藍色的圈就是迦蘭地
[00:15:19.680 --> 00:15:26.080]  這個迦蘭地才是真正上帝應許阿伯拉罕的地方
[00:15:26.080 --> 00:15:29.880]  神千里迢迢要阿伯拉罕離開本族本家的時候
[00:15:29.880 --> 00:15:31.680]  就是來到這個迦蘭地
[00:15:31.680 --> 00:15:37.080]  就要在這個地方裡面建立他給他應許的地方
[00:15:37.080 --> 00:15:43.080]  建立他所要承受的祝福萬國的歷程
[00:15:43.080 --> 00:15:46.880]  這個就是阿伯拉罕所承受
[00:15:46.880 --> 00:15:51.980]  所接受上帝一路吩咐給他的承諾
[00:15:51.980 --> 00:15:57.680]  你又記得在我過程裡面曾經選擇了埃及
[00:15:57.680 --> 00:15:58.580]  是不是
[00:15:58.580 --> 00:16:01.280]  阿伯拉罕選擇了埃及之後
[00:16:01.280 --> 00:16:02.180]  最後怎樣
[00:16:02.180 --> 00:16:04.580]  這個不是屬於他的地方埃及
[00:16:04.580 --> 00:16:07.780]  他要回到迦蘭地
[00:16:07.780 --> 00:16:10.280]  這個就是阿伯拉罕的一生
[00:16:10.280 --> 00:16:14.780]  最後他就在迦蘭地裡面
[00:16:14.780 --> 00:16:20.880]  所以你看得到他埋葬的時候在哪裡呢
[00:16:20.880 --> 00:16:25.480]  你看看《創世紀》第25章的時候說
[00:16:25.480 --> 00:16:31.380]  他兩個兒子以薩馬利就將他安葬在麥比拉洞
[00:16:31.380 --> 00:16:32.380]  麥比拉洞在哪裡呢
[00:16:32.380 --> 00:16:37.880]  就是在萬里的對面客人所核的兒子以弗倫的田裡面
[00:16:37.880 --> 00:16:41.280]  就是阿伯拉罕向客人買的那塊田
[00:16:41.280 --> 00:16:47.680]  而那個地方阿伯拉罕和他的妻子以薩都埋葬在那裡
[00:16:47.680 --> 00:16:50.680]  後來阿伯拉罕在第23章說
[00:16:50.680 --> 00:16:54.480]  阿伯拉罕將他的妻子以薩安葬在哪裡呢
[00:16:54.480 --> 00:16:56.680]  就是迦蘭地
[00:16:56.680 --> 00:17:00.280]  萬里對面的麥比拉田間的洞
[00:17:00.280 --> 00:17:04.880]  萬里其實是什麼地方呢 就是希伯倫
[00:17:04.880 --> 00:17:06.880]  所以很清楚這裡告訴我們
[00:17:06.880 --> 00:17:11.780]  阿伯拉罕和他的妻子同樣是安葬在迦蘭地
[00:17:11.780 --> 00:17:13.280]  而且迦蘭地的哪一個位置呢
[00:17:13.280 --> 00:17:20.780]  大約就是希伯倫的附近
[00:17:20.780 --> 00:17:21.780]  說到什麼呢
[00:17:21.780 --> 00:17:26.780]  我們看得到就是阿伯拉罕認定了迦蘭地
[00:17:26.780 --> 00:17:30.780]  就是上帝答應他最蒙福的地方
[00:17:30.780 --> 00:17:32.780]  而這個既然是最蒙福的地方
[00:17:32.780 --> 00:17:39.780]  所以死都要死在那裡 要埋葬在那裡
[00:17:39.780 --> 00:17:42.780]  你知不知道代表什麼
[00:17:42.780 --> 00:17:45.780]  你想想 你知道這是上帝應許的地方
[00:17:45.780 --> 00:17:47.780]  你死都要埋葬在那裡代表什麼
[00:17:47.780 --> 00:17:51.780]  你確定那個地方是真的蒙福的地方
[00:17:51.780 --> 00:17:57.780]  你要在那個地方進入這個應許裡面
[00:17:57.780 --> 00:17:59.780]  所以你會留意就是
[00:17:59.780 --> 00:18:01.780]  在那個過程裡面就是
[00:18:01.780 --> 00:18:09.780]  阿伯拉罕沒有叫子女送回去哈蘭
[00:18:09.780 --> 00:18:12.780]  沒有叫子女送回去吾爾
[00:18:12.780 --> 00:18:18.780]  因為他認定了迦蘭地才是他屬靈的家
[00:18:18.780 --> 00:18:22.780]  是上帝應許給他的家
[00:18:22.780 --> 00:18:24.780]  這個就很重要了
[00:18:24.780 --> 00:18:27.780]  當你認定了上帝說送這個地方給你
[00:18:27.780 --> 00:18:29.780]  是他認為最正的
[00:18:29.780 --> 00:18:33.780]  你要問一問你認不認同上帝送給你的地方是最正的
[00:18:33.780 --> 00:18:35.780]  如果你認定了這是最正的地方
[00:18:35.780 --> 00:18:37.780]  你一定很想住在那裡
[00:18:37.780 --> 00:18:42.780]  留在那裡 死在那裡 葬在那裡
[00:18:42.780 --> 00:18:44.780]  阿伯拉罕就是這樣表明了
[00:18:44.780 --> 00:18:47.780]  他願意葬在這個地方裡面
