
[00:00:00.000 --> 00:00:07.960]  有一個青年人帶著新婚太太回來探望他自己的婆婆
[00:02:05.520 --> 00:02:08.760]  又知不知道是應該帶些甚麼東西來呢?
[00:02:08.760 --> 00:02:12.000]  其實教會不是為了這個教會而建造
[00:02:12.000 --> 00:02:15.320]  教會是神的家,是神同在的地方
[00:02:15.320 --> 00:02:17.440]  所以我們今天來這裏,我們帶來的
[00:02:17.440 --> 00:02:20.800]  其實就是獻我們帶來的東西給我們的主
[00:02:20.800 --> 00:02:24.160]  主就用這些東西,用你和我帶來的東西
[00:02:24.160 --> 00:02:26.400]  來建造祂自己的家
[00:02:26.400 --> 00:02:30.560]  今天我們一起去思想如何再建造教會
[00:02:30.560 --> 00:02:32.400]  請大家打開你的秩序表
[00:02:32.400 --> 00:02:34.760]  找到今天的《港道大綱》
[00:02:34.760 --> 00:02:36.760]  今天的經文,剛才已經讀了
[00:02:36.760 --> 00:02:42.000]  在哥倫多前書第三章第五至第十七節
[00:02:42.000 --> 00:02:45.560]  哥倫多前書第三章第五至第十七節
[00:02:45.560 --> 00:02:48.680]  如何再建造教會
[00:02:48.680 --> 00:02:52.160]  今天我們會一起去思想聖經的華遠
[00:02:52.160 --> 00:02:53.920]  聖經裏面告訴我們
[00:02:53.920 --> 00:02:57.880]  我們基本上要帶三樣東西來,獻給我們的主
[00:02:57.880 --> 00:03:01.160]  這三樣東西獻給我們的主,要來建造教會的
[00:03:01.160 --> 00:03:03.960]  我想今天當我們一起思想
[00:03:03.960 --> 00:03:06.640]  希望大家能夠明白神自己的心意
[00:03:06.640 --> 00:03:09.400]  我想大家回去之後,或者散會之後
[00:03:09.400 --> 00:03:12.520]  去從這三方面去思想一下
[00:03:12.520 --> 00:03:16.120]  究竟我有沒有帶這三樣東西來
[00:03:16.120 --> 00:03:18.200]  不是單單是建造教會
[00:03:18.200 --> 00:03:20.200]  我請大家都想一下
[00:03:20.200 --> 00:03:23.200]  我這三樣東西來,不是單單是建造教會
[00:03:23.200 --> 00:03:27.680]  有沒有帶來建造我自己的小組和團契呢?
[00:03:27.680 --> 00:03:29.160]  因為在我們的教會裏面
[00:03:29.160 --> 00:03:33.040]  我們是透過小組或者團契來學習成長的
[00:03:33.040 --> 00:03:34.880]  如果我們說要建立教會
[00:03:34.880 --> 00:03:38.160]  我們有沒有帶這三樣東西來建立你的小組呢?
[00:03:38.160 --> 00:03:39.800]  你就想一下,在小組裏面
[00:03:39.800 --> 00:03:41.880]  我們有沒有經常用這三樣東西
[00:03:41.880 --> 00:03:44.080]  或者提這三件事呢?
[00:03:44.080 --> 00:03:46.760]  然後不單單是教會和小組
[00:03:46.760 --> 00:03:48.640]  最後我想你自己也問一下
[00:03:48.640 --> 00:03:52.200]  究竟我和你,即是你自己的生命
[00:03:52.200 --> 00:03:54.200]  其實有沒有這三樣東西呢?
[00:03:54.200 --> 00:03:56.200]  因為生命的建立
[00:03:56.200 --> 00:03:59.720]  其實在主裏面,生命的建立和成長
[00:03:59.720 --> 00:04:03.320]  就要透過這三樣東西來得到建立的
[00:04:03.320 --> 00:04:06.280]  所以求主幫助我們今天一起在這裏
[00:04:06.280 --> 00:04:08.640]  我們說主,我明白了
[00:04:08.640 --> 00:04:12.960]  我們願意將我們有的那三件事
[00:04:12.960 --> 00:04:14.360]  帶到主的面前
[00:04:14.360 --> 00:04:16.400]  讓我們今天一起去思想一下
[00:04:16.400 --> 00:04:18.600]  讓我們一起先讀第一段聖經
[00:04:18.600 --> 00:04:20.440]  給大家的 outline 書
[00:04:20.440 --> 00:04:23.600]  哥林多前書第三章第九節
[00:04:23.600 --> 00:04:26.560]  因為我們是與神同工的
[00:04:26.560 --> 00:04:29.360]  你們是神所耕種的田地
[00:04:29.360 --> 00:04:31.120]  所建造的房屋
[00:04:31.120 --> 00:04:33.400]  哥林多前書三章第九節
[00:04:33.400 --> 00:04:34.440]  聖經告訴我們
[00:04:34.440 --> 00:04:38.320]  我們是和神一起去建造,一起同工的
[00:04:38.320 --> 00:04:40.560]  所以我們不需要害怕,我們自己怎樣認識呢?
[00:04:40.560 --> 00:04:42.480]  我們與神一起同工
[00:04:42.480 --> 00:04:46.840]  我們的生命,我們的小組,我們的教會又是怎樣的呢?
[00:04:46.840 --> 00:04:50.760]  聖經裏面是用了兩個比喻,或者兩幅圖畫
[00:04:50.760 --> 00:04:54.720]  它說我們的教會是好像耕種的一個田地
[00:04:54.720 --> 00:04:57.480]  或者好像一個房屋
[00:04:57.480 --> 00:05:00.240]  教會是神所耕種的田地
[00:05:00.240 --> 00:05:02.040]  我想很快的和大家講一講
[00:05:02.040 --> 00:05:05.200]  我今天是想和大家講房屋這件事
[00:05:05.200 --> 00:05:07.280]  不過聖經裏面亦都講得很清楚
[00:05:07.280 --> 00:05:09.840]  哥林多前書第三章第六節八節
[00:05:09.840 --> 00:05:13.440]  保羅說,你不用爭是哪個傳道好
[00:05:13.440 --> 00:05:16.720]  你又不用說哪樣東西好,哪個俱樂部好
[00:05:16.720 --> 00:05:21.160]  他說我們大家其實都是在栽種和挑灌
[00:05:21.160 --> 00:05:24.440]  但是要生、要成長是神自己的工作
[00:05:24.440 --> 00:05:27.280]  我們一起讀這段聖經六至八節
[00:05:27.280 --> 00:05:30.320]  我栽種了,阿波羅挑灌了
[00:05:30.320 --> 00:05:32.400]  惟有神叫他生長
[00:05:32.400 --> 00:05:35.280]  可見栽種的算不得什麼
[00:05:35.280 --> 00:05:37.880]  挑灌的也算不得什麼
[00:05:37.880 --> 00:05:40.600]  只在那叫他生長的神
[00:05:40.600 --> 00:05:43.880]  栽種的和挑灌的都是一樣
[00:05:43.880 --> 00:05:48.600]  但將來各人要照自己的功夫得自己的賞賜
[00:05:48.600 --> 00:05:51.080]  哥林多前書三章第六至八節
[00:05:51.080 --> 00:05:54.720]  保羅說,我們的工作作為傳道
[00:05:54.720 --> 00:05:57.560]  只不過是栽種和挑灌
[00:05:57.560 --> 00:06:01.280]  我們並沒有本事叫教會能夠成長
[00:06:01.280 --> 00:06:04.160]  是神自己才能夠這樣做
[00:06:04.160 --> 00:06:09.200]  所以他說,讓我們各人都一起仰望神和神同工
[00:06:09.200 --> 00:06:13.160]  第二幅圖畫,今天我想和各位一起思想的
[00:06:13.160 --> 00:06:14.760]  和第二個比喻
[00:06:14.760 --> 00:06:17.800]  就是教會是神所建造的房屋
[00:06:17.800 --> 00:06:20.080]  We are God's building
[00:06:20.080 --> 00:06:21.680]  這個房屋是什麼呢?
[00:06:21.680 --> 00:06:23.680]  教會這個房屋,我想大家都明白
[00:06:23.680 --> 00:06:25.680]  不是說這個建築物
[00:06:25.680 --> 00:06:28.880]  教會其實就是所有的信徒走在一起
[00:06:28.880 --> 00:06:30.080]  這個就叫教會
[00:06:30.080 --> 00:06:32.360]  其實教會的原意就是聚集的意思
[00:06:32.360 --> 00:06:36.080]  聚集即是基督徒跟隨耶穌的人一起聚集
[00:06:36.080 --> 00:06:40.440]  所以今天很多基督徒在這裏和我們一起聚集
[00:06:40.440 --> 00:06:42.680]  當我們說到建造教會的時候
[00:06:42.680 --> 00:06:45.960]  我們就說如何建造我們大家的一種生命
[00:06:45.960 --> 00:06:49.120]  我們知道神是永恆的
[00:06:49.120 --> 00:06:51.760]  所以我們在主教裏面也是永恆的
[00:06:51.760 --> 00:06:53.960]  所以教會也是永恆的
[00:06:53.960 --> 00:06:55.960]  所以當我們建造的時候
[00:06:55.960 --> 00:06:58.200]  我們不是為了三十一年而建造
[00:06:58.200 --> 00:06:59.600]  三十二年而建造
[00:06:59.600 --> 00:07:02.480]  我們是為了永恆而建造
[00:07:02.480 --> 00:07:04.480]  We are building for eternity
[00:07:04.480 --> 00:07:06.480]  所以因為是這麼重要
[00:07:06.480 --> 00:07:08.120]  是為了永恆而建造
[00:07:08.120 --> 00:07:12.360]  所以我們一定要知道究竟怎樣去建造
[00:07:12.360 --> 00:07:14.160]  聖經裏面保羅告訴我們
[00:07:14.160 --> 00:07:16.160]  要建造神的房屋
[00:07:16.160 --> 00:07:18.840]  要建造教會有三件事
[00:07:18.840 --> 00:07:20.560]  第一件事,我們來吧
[00:07:20.560 --> 00:07:23.760]  他說我們一定要有正確、合宜的動機
[00:07:23.760 --> 00:07:25.760]  他第一件事是要有動機
[00:07:25.760 --> 00:07:28.040]  為什麼我們要彼此建造呢?
[00:07:28.040 --> 00:07:29.760]  Motive是什麼呢?
[00:07:29.760 --> 00:07:31.760]  請大家跟我一起讀第十節
[00:07:31.760 --> 00:07:45.280]  「我照神所給我的恩,好像一個聰明的公頭,立好了根基,有別人在上面建造,只是個人要謹慎怎樣在上面建造。」
[00:07:45.280 --> 00:07:47.280]  哥倫多前書三章第十節
[00:07:47.280 --> 00:07:50.600]  我請大家留意,動機就在他第一句說話那裏說
[00:07:50.600 --> 00:07:53.000]  他說「我照神給我的恩」
[00:07:53.000 --> 00:07:55.000]  這個「恩」是講恩典,是Grace
[00:07:55.000 --> 00:08:08.520]  他說「是因為神給了恩典我們整個的教會,即是給了你,給了你,給了你,給了你們,給了我,是因為那個恩典,所以我們才走在一起去建造的。」
[00:08:08.520 --> 00:08:11.800]  究竟上帝給了什麼恩典我和你呢?
[00:08:11.800 --> 00:08:15.160]  上帝給了三樣的恩典給我和你
[00:08:15.160 --> 00:08:21.240]  第一樣我們大家要溫習一下的,就是「神的恩拯救了我們的教會」
[00:08:21.240 --> 00:08:24.600]  「神的恩典拯救了我們的教會」
[00:08:24.600 --> 00:08:28.200]  我們弟兄姊妹,我和你都是得救的人
[00:08:28.200 --> 00:08:30.200]  為什麼我們會得救?
[00:08:30.200 --> 00:08:35.720]  為什麼我們可以逃脫地獄的審判,地獄的可怕,能夠去到天堂的裏面?
[00:08:35.720 --> 00:08:37.320]  為什麼我們能夠有永生?
[00:08:37.320 --> 00:08:39.320]  是因為神的恩典
[00:08:39.320 --> 00:08:45.640]  或許你信主的時候是比我遲,或者你信主是比我早,或者你是其他的時候
[00:08:45.640 --> 00:08:48.920]  我們每個人是不同時間信耶穌的
[00:08:48.920 --> 00:08:54.040]  但是感謝神,是神恩典拯救了我們這個教會
[00:08:54.040 --> 00:08:56.040]  不單是這樣,第二件事
[00:08:56.040 --> 00:09:00.440]  是神的恩典塑造了我們的教會
[00:09:00.440 --> 00:09:03.240]  「神的恩典塑造了我們的教會」
[00:09:03.240 --> 00:09:05.240]  意思就是當我們信了耶穌之後
[00:09:05.240 --> 00:09:07.560]  聖靈就來到我們的生命裏面
[00:09:07.560 --> 00:09:12.360]  Shake us up,幫我們改變我們的生命,改變我們的人生
[00:09:12.360 --> 00:09:15.640]  改變我們的一切,改變我們的價值觀
[00:09:15.640 --> 00:09:19.480]  祂在不在塑造著我們,在不在Shake著我們
[00:09:19.480 --> 00:09:25.320]  讓我們今天能夠大過,有些成長
[00:09:25.320 --> 00:09:26.920]  豈不是神的恩典?
[00:09:26.920 --> 00:09:32.280]  第三件事,不單單神是拯救我們,塑造我們的生命
[00:09:32.280 --> 00:09:35.640]  神的恩典也呼召了我們的教會
[00:09:35.640 --> 00:09:39.480]  呼召我們教會去廣傳福音
[00:09:39.480 --> 00:09:43.960]  呼召我們教會去建立一個公義的社會
[00:09:43.960 --> 00:09:46.840]  呼召我們教會去關心其他的人
[00:09:46.840 --> 00:09:49.640]  呼召我們教會去明白很多人
[00:09:49.640 --> 00:09:53.240]  根本沒有機會聽到福音,你們要準備好
[00:09:53.240 --> 00:09:57.720]  在三十年來,神已經準備了很多頂著你們的心
[00:09:57.720 --> 00:10:00.680]  你們的心已經準備好,已經開始出去
[00:10:00.680 --> 00:10:02.680]  有一班人慢慢地已經出去
[00:10:02.680 --> 00:10:04.680]  這就是神自己的恩典
[00:10:04.680 --> 00:10:09.640]  如果神這樣的恩典臨到我們的生命,臨到我們的教會
[00:10:09.640 --> 00:10:15.320]  是因為照著祂給我們的恩典那麼多
[00:10:15.320 --> 00:10:20.280]  所以我們大家說,我們要努力去建造神的家
[00:10:20.280 --> 00:10:22.280]  我們帶些什麼東西來呢?
[00:10:22.280 --> 00:10:25.000]  第一件事,我們要帶來的就是
[00:10:25.000 --> 00:10:30.040]  上帝啊,我知恩,我感恩,我願意報恩
[00:10:30.040 --> 00:10:33.640]  這就是一個更美的生命的開始
[00:10:33.640 --> 00:10:35.640]  我們個人更美的生命的開始
[00:10:35.640 --> 00:10:38.520]  是知恩、感恩和報恩
[00:10:38.520 --> 00:10:41.480]  請問今天你來到這個教會裡面
[00:10:41.480 --> 00:10:48.760]  你有沒有帶著一個報恩的心來到這個家裡面去建立這個家呢?
[00:10:48.760 --> 00:10:54.520]  我知道知恩和感恩個個都有
[00:10:54.520 --> 00:10:56.520]  但我們有沒有報恩呢?
[00:10:56.520 --> 00:10:57.880]  什麼叫做報恩呢?
[00:10:57.880 --> 00:10:59.160]  請看那一段聖經
[00:10:59.160 --> 00:11:00.280]  保羅自己說
[00:11:00.280 --> 00:11:06.440]  「然以我今日成了何等人,是蒙神的恩才成的,
[00:11:06.440 --> 00:11:09.720]  並且他賜我的恩,不是徒然的。」
[00:11:09.720 --> 00:11:12.680]  他說:「我比眾仕徒格外勞苦,
[00:11:12.680 --> 00:11:18.280]  這原不是我,乃是神的恩與我同在。」
[00:11:18.280 --> 00:11:20.280]  哥倫多前書15章第10節
[00:11:20.280 --> 00:11:22.280]  他說他格外的勞苦
[00:11:22.280 --> 00:11:24.280]  他說他格外的努力
[00:11:24.280 --> 00:11:27.800]  他說他格外的用心去建造
[00:11:27.800 --> 00:11:31.080]  這個就叫做報恩
[00:11:31.080 --> 00:11:33.080]  我想請問今天大家
[00:11:33.080 --> 00:11:41.080]  究竟你有沒有感覺到你自己是格外的因為領受了神的恩典
[00:11:41.080 --> 00:11:45.080]  你格外的用心去建立教會
[00:11:45.080 --> 00:11:46.360]  去建立小組
[00:11:46.360 --> 00:11:48.360]  去建立你自己的生命呢?
[00:11:48.360 --> 00:11:50.360]  你能不能夠講出來
[00:11:50.360 --> 00:11:51.320]  Can you prove it?
[00:11:51.320 --> 00:11:53.320]  能不能夠講出來
[00:11:53.320 --> 00:11:55.320]  我究竟做了什麼
[00:11:55.320 --> 00:11:59.320]  我是真是格外的勞苦
[00:11:59.320 --> 00:12:00.360]  格外的努力
[00:12:00.360 --> 00:12:02.360]  因為我願意報恩呢?
[00:12:02.360 --> 00:12:04.360]  他說他有一件事
[00:12:04.360 --> 00:12:06.360]  我們可以大家都做的
[00:12:06.360 --> 00:12:08.360]  我們可以格外奮愛的努力
[00:12:08.360 --> 00:12:10.360]  就是從今天開始
[00:12:10.360 --> 00:12:14.360]  我們明白了神的恩典臨到我們
[00:12:14.360 --> 00:12:16.360]  神的恩典臨到我們就是我今天成為了什麼樣的人
[00:12:16.360 --> 00:12:18.360]  你今天成為了什麼樣的人
[00:12:18.360 --> 00:12:20.360]  是祂的恩典
[00:12:20.360 --> 00:12:22.360]  還有今天我們有機會在這個教會裡侍奉
[00:12:22.360 --> 00:12:24.360]  有機會在這個教會裡一起
[00:12:24.360 --> 00:12:26.360]  都是上帝的恩典
[00:12:26.360 --> 00:12:28.360]  不是因為我聰明,不是因為你聰明
[00:12:28.360 --> 00:12:30.360]  也不是因為上帝需要我,上帝需要你
[00:12:30.360 --> 00:12:32.360]  就是上帝讓我們有這樣的恩典
[00:12:32.360 --> 00:12:34.360]  讓我們放在一起
[00:12:34.360 --> 00:12:36.360]  就是這樣,所以我們經常要了解這件事
[00:12:36.360 --> 00:12:38.360]  如果我們明白了之後
[00:12:38.360 --> 00:12:40.360]  我們會怎麼樣呢?
[00:12:40.360 --> 00:12:42.360]  我想我會做兩件事
[00:12:42.360 --> 00:12:44.360]  我又學做兩件事,你又學做兩件事
[00:12:44.360 --> 00:12:46.360]  第一樣,我不再埋怨
[00:12:46.360 --> 00:12:48.360]  I don't complain anymore
[00:12:48.360 --> 00:12:50.360]  I quit complaining,我不再埋怨
[00:12:50.360 --> 00:12:52.360]  我又不再跟別人比較
[00:12:52.360 --> 00:12:54.360]  我更不要再跟別人爭鬥
[00:12:54.360 --> 00:12:56.360]  我不要再妒忌其他人
[00:12:56.360 --> 00:12:58.360]  為什麼呢?
[00:12:58.360 --> 00:13:00.360]  都是神的恩典而來
[00:13:00.360 --> 00:13:02.360]  不是我聰明,也不是你聰明
[00:13:02.360 --> 00:13:04.360]  所以我為什麼要抱怨呢?
[00:13:04.360 --> 00:13:06.360]  為什麼要什麼呢?
[00:13:06.360 --> 00:13:08.360]  如果我不做這些,我又會怎麼樣呢?
[00:13:08.360 --> 00:13:10.360]  我開始做的就是
[00:13:10.360 --> 00:13:12.360]  我開始作出的貢獻
[00:13:12.360 --> 00:13:14.360]  I start contributing instead of
[00:13:14.360 --> 00:13:16.360]  I start complaining or comparing
[00:13:16.360 --> 00:13:18.360]  我開始更多的貢獻
[00:13:18.360 --> 00:13:20.360]  奉獻我自己
[00:13:20.360 --> 00:13:22.360]  你也是跟我一樣,去貢獻自己
[00:13:22.360 --> 00:13:24.360]  不單單是這樣
[00:13:24.360 --> 00:13:26.360]  是達出貢獻
[00:13:26.360 --> 00:13:28.360]  第二樣,溝通
[00:13:28.360 --> 00:13:30.360]  溝通的意思就是跟別人來往
[00:13:30.360 --> 00:13:32.360]  跟別人聊天,去認識其他人
[00:13:32.360 --> 00:13:34.360]  關心其他人,欣賞其他人
[00:13:34.360 --> 00:13:36.360]  在教會裡面
[00:13:36.360 --> 00:13:38.360]  我們很容易
[00:13:38.360 --> 00:13:40.360]  很容易
[00:13:40.360 --> 00:13:42.360]  有時候會不小心
[00:13:42.360 --> 00:13:44.360]  做錯了
[00:13:44.360 --> 00:13:46.360]  我自己也做了33年的傳道
[00:13:46.360 --> 00:13:48.360]  我覺得我還在學
[00:13:48.360 --> 00:13:50.360]  有一次
[00:13:50.360 --> 00:13:52.360]  有一件事,我們教會還沒做過
[00:13:52.360 --> 00:13:54.360]  我派一個同工
[00:13:54.360 --> 00:13:56.360]  他有一個小的team
[00:13:56.360 --> 00:13:58.360]  去做這件事
[00:13:58.360 --> 00:14:00.360]  當這件事開始去做
[00:14:00.360 --> 00:14:02.360]  和開始策劃的時候
[00:14:02.360 --> 00:14:04.360]  做了一點點之後,我忽然間覺得
[00:14:04.360 --> 00:14:06.360]  是不行的,不是這樣的
[00:14:06.360 --> 00:14:08.360]  有問題的,這樣的做法
[00:14:08.360 --> 00:14:10.360]  我怎麼樣呢?
[00:14:10.360 --> 00:14:12.360]  我疏忽就是這樣
[00:14:12.360 --> 00:14:14.360]  我們每個禮拜二都開會
[00:14:14.360 --> 00:14:16.360]  我們早上第一個會就是
[00:14:16.360 --> 00:14:18.360]  Congregational Meeting,就是廣東堂有廣東堂開
[00:14:18.360 --> 00:14:20.360]  國語堂國語堂開,英文英文開
[00:14:20.360 --> 00:14:22.360]  YLD開,這是第一件事
[00:14:22.360 --> 00:14:24.360]  然後第二件事就是全體的教務
[00:14:24.360 --> 00:14:26.360]  一起開的
[00:14:26.360 --> 00:14:28.360]  然後第三件事,吃午飯的時候
[00:14:28.360 --> 00:14:30.360]  就是我們叫做
[00:14:30.360 --> 00:14:32.360]  Senior Pastoral Team
[00:14:32.360 --> 00:14:34.360]  我們有七個人組成
[00:14:34.360 --> 00:14:36.360]  Senior Pastoral Team,教會最後的決定
[00:14:36.360 --> 00:14:38.360]  就是這個Senior Pastoral Team
[00:14:38.360 --> 00:14:40.360]  從教務的角度來說
[00:14:40.360 --> 00:14:42.360]  就是這個Senior Pastoral Team去決定
[00:14:42.360 --> 00:14:44.360]  那次因為我心裡面真的太
[00:14:44.360 --> 00:14:46.360]  太想念這件事
[00:14:46.360 --> 00:14:48.360]  不應該這樣做
[00:14:48.360 --> 00:14:50.360]  於是我沒有和負責的同工
[00:14:50.360 --> 00:14:52.360]  跟他說,不是這樣的
[00:14:52.360 --> 00:14:54.360]  不如這樣做,現在這樣做危險
[00:14:54.360 --> 00:14:56.360]  會不會這樣做好一點呢?
[00:14:56.360 --> 00:14:58.360]  我一早就和Congregation那些教務說
[00:14:58.360 --> 00:15:00.360]  然後跟著和全體的教務說
[00:15:00.360 --> 00:15:02.360]  然後跟著和Senior Pastoral Team來說
[00:15:02.360 --> 00:15:04.360]  這個同工後來跟我說
[00:15:04.360 --> 00:15:06.360]  他說牧師
[00:15:06.360 --> 00:15:08.360]  你為什麼要這樣?
[00:15:08.360 --> 00:15:10.360]  他說你為什麼要將我
[00:15:10.360 --> 00:15:12.360]  或者還沒做得最好的
[00:15:12.360 --> 00:15:14.360]  為什麼要將,告訴全部的教務聽呢?
[00:15:14.360 --> 00:15:16.360]  他說是不是你想
[00:15:16.360 --> 00:15:18.360]  告訴他們,你是對,我是錯
[00:15:18.360 --> 00:15:20.360]  抑或你是
[00:15:20.360 --> 00:15:22.360]  有其他的原因呢?
[00:15:22.360 --> 00:15:24.360]  哎呀,我才知道,糟了
[00:15:24.360 --> 00:15:26.360]  原來我做錯了
[00:15:26.360 --> 00:15:28.360]  我說我不是
[00:15:28.360 --> 00:15:30.360]  我不是想告訴其他的人
[00:15:30.360 --> 00:15:32.360]  你不對,就讓你
[00:15:32.360 --> 00:15:34.360]  讓你羞愧,你就不做
[00:15:34.360 --> 00:15:36.360]  不做事了,我說不是
[00:15:36.360 --> 00:15:38.360]  其實我自己都不太知道
[00:15:38.360 --> 00:15:40.360]  是不是應該怎樣做
[00:15:40.360 --> 00:15:42.360]  所以我覺得是不是不妥呢?
[00:15:42.360 --> 00:15:44.360]  所以我心裡面掛住,我就告訴所有人
[00:15:44.360 --> 00:15:46.360]  是不是不妥,有些人說是不妥
[00:15:46.360 --> 00:15:48.360]  有些人沒有出聲
[00:15:48.360 --> 00:15:50.360]  他說牧師,你知不知道
[00:15:50.360 --> 00:15:52.360]  當你將所有的東西,你這樣播放出去的時候
[00:15:52.360 --> 00:15:54.360]  你知不知道我心裡面很難過
[00:15:54.360 --> 00:15:56.360]  他說牧師
[00:15:56.360 --> 00:15:58.360]  我知道你不是故意針對我
[00:15:58.360 --> 00:16:00.360]  但你知不知道你這樣做了
[00:16:00.360 --> 00:16:02.360]  我真的覺得
[00:16:02.360 --> 00:16:04.360]  我覺得很傷心
[00:16:04.360 --> 00:16:06.360]  不是說
[00:16:06.360 --> 00:16:08.360]  什麼事情我就知道自己不對
[00:16:08.360 --> 00:16:10.360]  我就告訴你對不起
[00:16:10.360 --> 00:16:12.360]  我說不是這樣
[00:16:12.360 --> 00:16:14.360]  我說我應該好好地明白
[00:16:14.360 --> 00:16:16.360]  我不應該這樣做
[00:16:16.360 --> 00:16:18.360]  我應該
[00:16:18.360 --> 00:16:20.360]  相信神有恩典在你
[00:16:20.360 --> 00:16:22.360]  和在我的生命當中
[00:16:22.360 --> 00:16:24.360]  我也不需要這麼緊張
[00:16:24.360 --> 00:16:26.360]  我應該早早地跟你說清楚
[00:16:26.360 --> 00:16:28.360]  很好,我們同工
[00:16:28.360 --> 00:16:30.360]  他說我明白,牧師
[00:16:30.360 --> 00:16:32.360]  那你就去學做得更好
[00:16:32.360 --> 00:16:34.360]  很多時候不是真的為了傷害人
[00:16:34.360 --> 00:16:36.360]  或者去爭什麼
[00:16:36.360 --> 00:16:38.360]  而是你和我都會不小心地這樣做
[00:16:38.360 --> 00:16:40.360]  有什麼事情
[00:16:40.360 --> 00:16:42.360]  我們大家不同意或者覺得不是的時候
[00:16:42.360 --> 00:16:44.360]  我們是單獨地跟那個人說
[00:16:44.360 --> 00:16:46.360]  然後一起去
[00:16:46.360 --> 00:16:48.360]  去思想怎樣去做
[00:16:48.360 --> 00:16:50.360]  最後這個同工跟我說
[00:16:50.360 --> 00:16:52.360]  我心裡面很感謝他
[00:16:52.360 --> 00:16:54.360]  也很感謝上帝
[00:16:54.360 --> 00:16:56.360]  他說牧師,你不用擔心
[00:16:56.360 --> 00:16:58.360]  我們自己都沒做過,你也沒做過
[00:16:58.360 --> 00:17:00.360]  所以我們不會就這樣做了就去的
[00:17:00.360 --> 00:17:02.360]  我一定會聽你講的
[00:17:02.360 --> 00:17:04.360]  所以你不用再擔心
[00:17:04.360 --> 00:17:06.360]  我就說
[00:17:06.360 --> 00:17:08.360]  那我學了
[00:17:08.360 --> 00:17:10.360]  怎樣能夠
[00:17:10.360 --> 00:17:12.360]  明白
[00:17:12.360 --> 00:17:14.360]  用恩典去服侍
[00:17:14.360 --> 00:17:16.360]  更努力地
[00:17:16.360 --> 00:17:18.360]  用恩典去服侍
[00:17:18.360 --> 00:17:20.360]  其中一樣東西我們要學的就是
[00:17:20.360 --> 00:17:22.360]  學一下要怎樣和大家一起去相處
[00:17:22.360 --> 00:17:24.360]  不是去埋怨
[00:17:24.360 --> 00:17:26.360]  比較,爭鬥,嫉妒
[00:17:26.360 --> 00:17:28.360]  或者這樣去做事
[00:17:28.360 --> 00:17:30.360]  而是多一點去作出貢獻
[00:17:30.360 --> 00:17:32.360]  和溝通
