
[00:00:00.000 --> 00:00:04.640]  今日講嘅訊息係我哋喺尋求營嘅時候出現過嘅
[00:04:07.840 --> 00:04:10.840]  驚唔驚呀 你有冇嘢驚㗎
[00:04:10.840 --> 00:04:13.840]  驚㗎 有冇驚過呀
[00:04:13.840 --> 00:04:15.840]  你見到咩會驚㗎
[00:04:15.840 --> 00:04:19.840]  曱甴囉 最細小嘅小強
[00:04:19.840 --> 00:04:22.840]  最難滅嘅一種群眾
[00:04:22.840 --> 00:04:24.840]  好驚㗎 你見到曱甴驚呀
[00:04:24.840 --> 00:04:26.840]  有邊個見到曱甴驚㗎 問下隔離座
[00:04:26.840 --> 00:04:28.840]  嘩 好多㗎喎 OK
[00:04:28.840 --> 00:04:31.840]  我都試過 我都驚㗎
[00:04:31.840 --> 00:04:34.840]  我以前夏天瞓地下嘅 嗰陣時
[00:04:34.840 --> 00:04:38.840]  夜晚瞓地下呢 聽到嘶咁嘅聲
[00:04:38.840 --> 00:04:40.840]  原來係曱甴 飛曱甴
[00:04:40.840 --> 00:04:42.840]  聽到嘶咁嘅聲
[00:04:42.840 --> 00:04:44.840]  呢度有啲行 嘩
[00:04:44.840 --> 00:04:46.840]  好驚㗎真係
[00:04:46.840 --> 00:04:49.840]  唔敢拍佢 嘩 成個人紮醒㗎真係
[00:04:49.840 --> 00:04:51.840]  本來瞓得好甜美㗎
[00:04:51.840 --> 00:04:53.840]  即刻飆晒冷汗咁樣 嘩
[00:04:53.840 --> 00:04:55.840]  即刻 揮開 跟住呢
[00:04:55.840 --> 00:04:57.840]  瞓地下都好驚呀
[00:04:57.840 --> 00:04:59.840]  我唔知你見到咩驚呀
[00:04:59.840 --> 00:05:01.840]  有人見到小強驚呀 咁呀
[00:05:01.840 --> 00:05:03.840]  呢度話佢驚到點呢 個心理反應呀
[00:05:03.840 --> 00:05:06.840]  驚到呢 鬥戰 戰鬥呀
[00:05:06.840 --> 00:05:09.840]  即係 震呀 驚到
[00:05:09.840 --> 00:05:11.840]  唔知你有冇試過驚到震㗎呢
[00:05:11.840 --> 00:05:13.840]  有冇呀
[00:05:13.840 --> 00:05:15.840]  有冇試過驚到震 冇嘅
[00:05:15.840 --> 00:05:17.840]  但係震試過未呀
[00:05:17.840 --> 00:05:19.840]  凍到震有冇試過呀
[00:05:19.840 --> 00:05:21.840]  我試過凍到震嘅 真係試過一次
[00:05:21.840 --> 00:05:23.840]  即係 我嗰陣時行山
[00:05:23.840 --> 00:05:25.840]  即係 即係 好高嘅
[00:05:25.840 --> 00:05:27.840]  行嗰啲馬來西亞啲神山 總之
[00:05:27.840 --> 00:05:29.840]  我最後都見到羊毛嘅 唔係唔係羊毛
[00:05:29.840 --> 00:05:31.840]  即係個棉質嘅內衣 喺裏面嘅
[00:05:31.840 --> 00:05:33.840]  即係出面要著羽絨嘅 要著好多嘅
[00:05:33.840 --> 00:05:35.840]  因為上山好凍嘅
[00:05:35.840 --> 00:05:37.840]  總之 長話短說 行到上山頂呢
[00:05:37.840 --> 00:05:39.840]  我哋準備睇日出嘅
[00:05:39.840 --> 00:05:41.840]  嗰日呢 就密雲 冇日出
[00:05:41.840 --> 00:05:43.840]  所以好凍呀上面
[00:05:43.840 --> 00:05:45.840]  咁你知我如果著棉質嘅呢 唔係著嗰啲快乾內衣呢
[00:05:45.840 --> 00:05:47.840]  會點呢
[00:05:47.840 --> 00:05:49.840]  因為行呢 會出汗嘅
[00:05:49.840 --> 00:05:51.840]  出面好凍 但係裏面會出汗 熱吖嘛
[00:05:51.840 --> 00:05:53.840]  咁會濕晒件衫
[00:05:53.840 --> 00:05:55.840]  濕晒呢 就閉啦 你一停咗喺度呢
[00:05:55.840 --> 00:05:57.840]  又冇太陽 出面又凍呢
[00:05:57.840 --> 00:05:59.840]  又風呢 嘩 震到我呢
[00:05:59.840 --> 00:06:01.840]  成身震喎 腳都震喎
[00:06:01.840 --> 00:06:05.840]  牙膠都係咁樣㗎喎
[00:06:05.840 --> 00:06:07.840]  你知唔知嗰啲人行上到去呢
[00:06:07.840 --> 00:06:09.840]  要等齊啲人才落山㗎嘛 要等到日出
[00:06:09.840 --> 00:06:11.840]  總之冇日出就好凍啦
[00:06:11.840 --> 00:06:13.840]  咁我仲問人攞暖包
[00:06:13.840 --> 00:06:15.840]  我冇暖包呀 問佢攞暖包
[00:06:15.840 --> 00:06:17.840]  佢哋就喺身咁撕一個出嚟咁樣啦
[00:06:17.840 --> 00:06:19.840]  其實已經係凍㗎啦
[00:06:19.840 --> 00:06:21.840]  個暖包 都晒啦
[00:06:21.840 --> 00:06:23.840]  總之心理上都好啦 掟幾個入去啦
[00:06:23.840 --> 00:06:25.840]  嘩 凍到呢 震到
[00:06:25.840 --> 00:06:27.840]  嘩 我真係覺得 嘩 真係呢個心理
[00:06:27.840 --> 00:06:29.840]  心理反應係好自然㗎
[00:06:29.840 --> 00:06:31.840]  佢唔係想震㗎 佢自己會震㗎
[00:06:31.840 --> 00:06:33.840]  係咁震 係咁震
[00:06:33.840 --> 00:06:35.840]  我諗百姓都係咁㗎
[00:06:35.840 --> 00:06:37.840]  佢可能講嘢 冇西呀
[00:06:37.840 --> 00:06:39.840]  你講呀
[00:06:39.840 --> 00:06:41.840]  我哋唔行過去啦
[00:06:41.840 --> 00:06:43.840]  好驚 我諗佢真係
[00:06:43.840 --> 00:06:45.840]  呢度話
[00:06:45.840 --> 00:06:47.840]  其實神係好想
[00:06:47.840 --> 00:06:49.840]  靠近我哋㗎 又畀百姓
[00:06:49.840 --> 00:06:51.840]  靠近佢嘅
[00:06:51.840 --> 00:06:53.840]  神畫一條線 呢個山
[00:06:53.840 --> 00:06:55.840]  呢個聖山係唔可以過嘅
[00:06:55.840 --> 00:06:57.840]  懼怕
[00:06:57.840 --> 00:06:59.840]  唔知有咩心去懼怕嘅呢
[00:06:59.840 --> 00:07:01.840]  百姓就係因為懼怕
[00:07:01.840 --> 00:07:03.840]  佢唔敢靠近神
[00:07:03.840 --> 00:07:05.840]  遠遠嘅站著
[00:07:05.840 --> 00:07:07.840]  失去咗一個好寶貴嘅
[00:07:07.840 --> 00:07:09.840]  一個關係機會
[00:07:09.840 --> 00:07:11.840]  19節話
[00:07:11.840 --> 00:07:13.840]  百姓怕咩呢
[00:07:13.840 --> 00:07:15.840]  怕咩呀 百姓
[00:07:15.840 --> 00:07:19.840]  恐怕咩呀
[00:07:19.840 --> 00:07:21.840]  恐怕死亡呀
[00:07:21.840 --> 00:07:23.840]  佢唔係怕神喎
[00:07:23.840 --> 00:07:25.840]  佢係怕死亡
[00:07:25.840 --> 00:07:27.840]  我唔好靠近你
[00:07:27.840 --> 00:07:29.840]  我會死㗎 我唔想死呀
[00:07:29.840 --> 00:07:31.840]  我哋唔想死呀
[00:07:31.840 --> 00:07:33.840]  好驚 我仲諗
[00:07:33.840 --> 00:07:35.840]  如果真係靠近嗰條線
[00:07:35.840 --> 00:07:37.840]  呢個聖山佢企喺度
[00:07:37.840 --> 00:07:39.840]  會唔會太多人
[00:07:39.840 --> 00:07:41.840]  向前行一步呢
[00:07:41.840 --> 00:07:43.840]  咁可能死咗㗎喎
[00:07:43.840 --> 00:07:45.840]  佢話呢個山分別為聖
[00:07:45.840 --> 00:07:47.840]  唔可以摸 唔可以越過
[00:07:47.840 --> 00:07:49.840]  凡摸嘅都要
[00:07:49.840 --> 00:07:51.840]  自死嘅 咁嚴厲
[00:07:51.840 --> 00:07:53.840]  所以佢哋驚呀
[00:07:53.840 --> 00:07:55.840]  所以我問
[00:07:55.840 --> 00:07:57.840]  我們同神嘅關係
[00:07:57.840 --> 00:07:59.840]  其實你有冇驚嘅呢
[00:07:59.840 --> 00:08:01.840]  驚啲乜嘅呢
[00:08:01.840 --> 00:08:05.840]  驚乜嘅呢
[00:08:05.840 --> 00:08:07.840]  佢怕死係怕失去啲嘢
[00:08:07.840 --> 00:08:09.840]  失去生命
[00:08:09.840 --> 00:08:11.840]  所以佢唔敢去到神嗰度
[00:08:11.840 --> 00:08:13.840]  我哋生命裏面
[00:08:13.840 --> 00:08:15.840]  其實有啲嘢我哋怕
[00:08:15.840 --> 00:08:17.840]  可能一去面對神 神就要我哋放手
[00:08:17.840 --> 00:08:19.840]  我哋唔肯
[00:08:19.840 --> 00:08:21.840]  驚
[00:08:21.840 --> 00:08:23.840]  我哋要傳福音
[00:08:23.840 --> 00:08:25.840]  大人信主 有時聽到福音好莫好
[00:08:25.840 --> 00:08:27.840]  耶穌愛莫好
[00:08:27.840 --> 00:08:29.840]  但係你信主你就要同一啲
[00:08:29.840 --> 00:08:31.840]  唔合真理嘅
[00:08:31.840 --> 00:08:33.840]  要斬斷關係
[00:08:33.840 --> 00:08:35.840]  或者你唔可以再做
[00:08:35.840 --> 00:08:37.840]  佢就話唔得啦
[00:08:37.840 --> 00:08:39.840]  即係佢覺得
[00:08:39.840 --> 00:08:41.840]  有啲利益 有啲佢唔想放手嘅嘢
[00:08:41.840 --> 00:08:43.840]  佢驚呀 佢怕失去
[00:08:43.840 --> 00:08:45.840]  所以佢唔敢靠近神
[00:08:45.840 --> 00:08:47.840]  百姓就係其實佢
[00:08:47.840 --> 00:08:49.840]  怕死 其實神就係想
[00:08:49.840 --> 00:08:51.840]  生命
[00:08:51.840 --> 00:08:53.840]  但係正正就係
[00:08:53.840 --> 00:08:55.840]  裏面唔明白有種
[00:08:55.840 --> 00:08:57.840]  懼怕 原來恐懼
[00:08:57.840 --> 00:08:59.840]  失去一啲嘢
[00:08:59.840 --> 00:09:01.840]  如果從人際關係嚟講
[00:09:01.840 --> 00:09:03.840]  有冇驚過一啲人㗎
[00:09:03.840 --> 00:09:05.840]  有㗎
[00:09:05.840 --> 00:09:07.840]  驚唔驚 驚唔驚阿爸阿媽
[00:09:07.840 --> 00:09:09.840]  或者嗰啲長輩 權威人物
[00:09:09.840 --> 00:09:11.840]  有啲驚㗎
[00:09:11.840 --> 00:09:13.840]  細路仔嗰啲
[00:09:13.840 --> 00:09:15.840]  好驚㗎 我以前都驚
[00:09:15.840 --> 00:09:17.840]  我驚我阿嬤㗎
[00:09:17.840 --> 00:09:19.840]  好驚呀 細嗰陣時
[00:09:19.840 --> 00:09:21.840]  驚到呢
[00:09:21.840 --> 00:09:23.840]  真係唔知點轉㗎
[00:09:23.840 --> 00:09:25.840]  我以前用固網電話㗎嘛 冇手提電話
[00:09:25.840 --> 00:09:27.840]  細嗰陣時 聽到電話響
[00:09:27.840 --> 00:09:29.840]  知道佢話個大馬嚟呢
[00:09:29.840 --> 00:09:31.840]  我唔會行埋個電話度
[00:09:31.840 --> 00:09:33.840]  響都唔會聽㗎
[00:09:33.840 --> 00:09:35.840]  我真係會行開㗎喎
[00:09:35.840 --> 00:09:37.840]  因為你成日喺隔離呢
[00:09:37.840 --> 00:09:39.840]  佢叫你聽㗎嘛
[00:09:39.840 --> 00:09:41.840]  我就 阿細路你聽呀
[00:09:41.840 --> 00:09:43.840]  阿妹聽呀 阿邊個你聽呀
[00:09:43.840 --> 00:09:45.840]  聽到之後 佢有咩唔使講畀我聽㗎
[00:09:45.840 --> 00:09:47.840]  你話畀你聽
[00:09:47.840 --> 00:09:49.840]  你話畀我聽就得㗎啦
[00:09:49.840 --> 00:09:51.840]  好似以色列人咁喎
[00:09:51.840 --> 00:09:53.840]  話畀你聽就得呀摩西
[00:09:53.840 --> 00:09:55.840]  唔使話畀我聽㗎 神有咩同你講
[00:09:55.840 --> 00:09:57.840]  你話畀我聽就得㗎啦
[00:09:57.840 --> 00:09:59.840]  真係咁㗎喎 好自然㗎喎原來
[00:09:59.840 --> 00:10:01.840]  乜嘢使我哋同神有啲疏離呢
[00:10:01.840 --> 00:10:03.840]  佢又喺神嘅面前
[00:10:03.840 --> 00:10:05.840]  但係又唔能夠靠近
[00:10:05.840 --> 00:10:07.840]  懼怕
[00:10:07.840 --> 00:10:09.840]  就係裏面 懼怕啲乜嘢呢
[00:10:09.840 --> 00:10:11.840]  我以前諗下 點解懼怕人呢
[00:10:11.840 --> 00:10:13.840]  做咩怕佢呢
[00:10:13.840 --> 00:10:15.840]  你點解怕小強呢
[00:10:15.840 --> 00:10:17.840]  怕乜嘢呢 其實
[00:10:17.840 --> 00:10:19.840]  佢咁細隻 你行埋去都走啦
[00:10:19.840 --> 00:10:21.840]  佢驚過你啦
[00:10:21.840 --> 00:10:23.840]  就係好驚㗎喎
[00:10:23.840 --> 00:10:25.840]  咁你諗吓個個怕嘅原因唔同嘅
[00:10:25.840 --> 00:10:27.840]  唔係怕有錯
[00:10:27.840 --> 00:10:29.840]  怕都係神畀我一個
[00:10:29.840 --> 00:10:31.840]  即係好嘅感覺嚟㗎
[00:10:31.840 --> 00:10:33.840]  係咪呀 係一種反應嚟㗎嘛
[00:10:33.840 --> 00:10:35.840]  你咩都唔怕先得人驚㗎嘛
[00:10:35.840 --> 00:10:37.840]  係咪呀
[00:10:37.840 --> 00:10:39.840]  但係你怕咩呢
[00:10:39.840 --> 00:10:41.840]  我就諗吓 如果怕我媽媽呢
[00:10:41.840 --> 00:10:43.840]  因為怕咩呢
[00:10:43.840 --> 00:10:45.840]  因為我媽媽呢 細個我形象係好惡㗎
[00:10:45.840 --> 00:10:47.840]  好權威㗎
[00:10:47.840 --> 00:10:49.840]  即係講嘢呢
[00:10:49.840 --> 00:10:51.840]  你講呢 佢一講你係冇嘢講㗎
[00:10:51.840 --> 00:10:53.840]  細個又唔識反應
[00:10:53.840 --> 00:10:55.840]  係咁樣咁樣
[00:10:55.840 --> 00:10:57.840]  即刻 謝晒
[00:10:57.840 --> 00:10:59.840]  明明想講嘅嘢都吞咗入去
[00:10:59.840 --> 00:11:01.840]  個話出嚟
[00:11:01.840 --> 00:11:03.840]  出到口 吞咗入去俾人講
[00:11:03.840 --> 00:11:05.840]  好驚呀 所以個感覺呢 好唔舒服好驚
[00:11:05.840 --> 00:11:07.840]  就係怕咩呢 原來係怕
[00:11:07.840 --> 00:11:09.840]  怕俾佢鬧
[00:11:09.840 --> 00:11:11.840]  做錯嘢
[00:11:11.840 --> 00:11:13.840]  你怕見嗰人
[00:11:13.840 --> 00:11:15.840]  你對唔住嗰人
[00:11:15.840 --> 00:11:17.840]  係怕咩呀 怕魚啦
[00:11:17.840 --> 00:11:19.840]  怕羞愧啦
[00:11:19.840 --> 00:11:21.840]  怕佢指責你啦
[00:11:21.840 --> 00:11:23.840]  怕佢懲罰你啦
[00:11:23.840 --> 00:11:25.840]  其實你睇到
[00:11:25.840 --> 00:11:27.840]  即係我心裏面呀
[00:11:27.840 --> 00:11:29.840]  如果去到神個面前 你怕
[00:11:29.840 --> 00:11:31.840]  其實真係就有個難咗
[00:11:31.840 --> 00:11:33.840]  怕洗到我連電話
[00:11:33.840 --> 00:11:35.840]  我都唔想聽
[00:11:35.840 --> 00:11:37.840]  呢度話 連我講嘢都唔好呀
[00:11:37.840 --> 00:11:39.840]  驚呀
[00:11:39.840 --> 00:11:41.840]  裡面 懼怕
[00:11:41.840 --> 00:11:43.840]  但你睇呢個對稱嘅
[00:11:43.840 --> 00:11:45.840]  個經文
[00:11:45.840 --> 00:11:47.840]  可唔可以用個powerpoint
[00:11:47.840 --> 00:11:49.840]  呢度睇下
[00:11:49.840 --> 00:11:51.840]  佢一個
[00:11:51.840 --> 00:11:53.840]  首尾呼應交叉平行對應
[00:11:53.840 --> 00:11:55.840]  嘅一個結構 你睇到
[00:11:55.840 --> 00:11:57.840]  不要懼怕
[00:11:57.840 --> 00:11:59.840]  啲嗰度係咪呀 同下低
[00:11:59.840 --> 00:12:01.840]  要時常敬畏他
[00:12:01.840 --> 00:12:03.840]  嗰度原來係敬畏同埋
[00:12:03.840 --> 00:12:05.840]  懼怕 喺原文裏面
[00:12:05.840 --> 00:12:07.840]  個字跟佢係同一個字嚟㗎喎
[00:12:07.840 --> 00:12:09.840]  所以呢度你睇到
[00:12:09.840 --> 00:12:11.840]  神叫我哋怕咩呢
[00:12:11.840 --> 00:12:13.840]  真正要懼怕邊個
[00:12:13.840 --> 00:12:15.840]  真正要敬畏邊個 係神
[00:12:15.840 --> 00:12:17.840]  唔係講件事
[00:12:17.840 --> 00:12:19.840]  唔係我哋裏面嗰種感覺
[00:12:19.840 --> 00:12:21.840]  我哋怕面對嗰種羞恥
[00:12:21.840 --> 00:12:23.840]  怕面對懲罰
[00:12:23.840 --> 00:12:25.840]  咁樣怕 唔好
[00:12:25.840 --> 00:12:27.840]  唔好怕去到神嘅面前
[00:12:27.840 --> 00:12:29.840]  你真正係要敬畏神 怕神
[00:12:29.840 --> 00:12:31.840]  咁我話神有咩可怕呢
[00:12:31.840 --> 00:12:33.840]  個焦點唔同㗎喎
[00:12:33.840 --> 00:12:35.840]  你敬畏神
[00:12:35.840 --> 00:12:37.840]  佢用敬畏或者懼怕
[00:12:37.840 --> 00:12:39.840]  對神係應該點呀 敬畏㗎
[00:12:39.840 --> 00:12:41.840]  要唔要敬畏㗎神
[00:12:41.840 --> 00:12:43.840]  聖經係教我哋
[00:12:43.840 --> 00:12:45.840]  聖經都提我哋
[00:12:45.840 --> 00:12:47.840]  你要敬畏神 係咪呀
[00:12:47.840 --> 00:12:49.840]  而且你話神係輕慢不得㗎喎
[00:12:49.840 --> 00:12:51.840]  係唔講得笑㗎喎
[00:12:51.840 --> 00:12:53.840]  即係神話咗條線
[00:12:53.840 --> 00:12:55.840]  你唔可以過去 你過去真係冇命㗎喎
[00:12:55.840 --> 00:12:57.840]  係咁嚴厲㗎喎
[00:12:57.840 --> 00:12:59.840]  因為神係公義同埋聖潔嘅
[00:12:59.840 --> 00:13:01.840]  係萬不有罪為無罪嘅
[00:13:01.840 --> 00:13:03.840]  所以係輕慢不得嘅
[00:13:03.840 --> 00:13:05.840]  即係佢話個係就係㗎喇
[00:13:05.840 --> 00:13:07.840]  即係爸爸話你再唔做功課下
[00:13:07.840 --> 00:13:09.840]  數三聲下
[00:13:09.840 --> 00:13:11.840]  一 二
[00:13:11.840 --> 00:13:13.840]  最多比個二個半
[00:13:13.840 --> 00:13:15.840]  二個四個三 三
[00:13:15.840 --> 00:13:17.840]  就落嚟㗎喇
[00:13:17.840 --> 00:13:19.840]  一數到三 總之嚟到三就打㗎喇
[00:13:19.840 --> 00:13:21.840]  係冇得傾嘅
[00:13:21.840 --> 00:13:23.840]  唔會話今次算啦唔打你啦
[00:13:23.840 --> 00:13:25.840]  神就係咁嚴厲嘅
[00:13:25.840 --> 00:13:27.840]  聖經又教我哋
[00:13:27.840 --> 00:13:29.840]  唔好怕殺身體
[00:13:29.840 --> 00:13:31.840]  不難殺靈魂嘅
[00:13:31.840 --> 00:13:33.840]  要懼怕嗰個咩呀 殺身體
[00:13:33.840 --> 00:13:35.840]  能夠殺靈魂嗰位 上帝
[00:13:35.840 --> 00:13:37.840]  知唔知叫我哋驚威神呀
[00:13:37.840 --> 00:13:39.840]  呢度叫我驚威神
[00:13:39.840 --> 00:13:41.840]  咩原因 係咪叫我好怕
[00:13:41.840 --> 00:13:43.840]  唔敢親近神呀 唔係
[00:13:43.840 --> 00:13:45.840]  聖經裏面有講呀 二十節嗰個講
[00:13:45.840 --> 00:13:47.840]  叫我哋咩呀 乜嘢呀
[00:13:47.840 --> 00:13:49.840]  不治犯罪呀嘛
[00:13:49.840 --> 00:13:51.840]  要叫我哋免得我哋犯罪
[00:13:51.840 --> 00:13:53.840]  原來神叫我哋驚威神
[00:13:53.840 --> 00:13:55.840]  就係免得犯罪
[00:13:55.840 --> 00:13:57.840]  因為犯罪會帶嚟罪的咒咒
[00:13:57.840 --> 00:13:59.840]  會帶嚟死亡
[00:13:59.840 --> 00:14:01.840]  正正就係百姓最怕嘅 佢怕死
[00:14:01.840 --> 00:14:03.840]  其實神就話你要靠近我
[00:14:03.840 --> 00:14:05.840]  驚威我 以至你不至於死
[00:14:05.840 --> 00:14:09.840]  即係正正係神係保障我哋
[00:14:09.840 --> 00:14:11.840]  咁我話驚威嘅
[00:14:11.840 --> 00:14:13.840]  驚威神嘅係點呢
[00:14:13.840 --> 00:14:15.840]  驚威神嘅 聖經裏面講
[00:14:15.840 --> 00:14:17.840]  佢就會遠離惡事
[00:14:17.840 --> 00:14:19.840]  咩叫驚威呢 就係遠離惡事
[00:14:19.840 --> 00:14:21.840]  因為我係懼怕神
[00:14:21.840 --> 00:14:23.840]  因為神係輕慢不得嘅
[00:14:23.840 --> 00:14:25.840]  神則會懲罰嘅 神講嘅係真嘅
[00:14:25.840 --> 00:14:27.840]  以致我哋點呀 知道
[00:14:27.840 --> 00:14:29.840]  我哋要離開罪惡
[00:14:29.840 --> 00:14:31.840]  所以我哋要有人
[00:14:31.840 --> 00:14:33.840]  有人係我心裏面呢
[00:14:33.840 --> 00:14:35.840]  幫助我哋 神幫我哋
[00:14:35.840 --> 00:14:37.840]  其實係一種助力嚟嘅
[00:14:37.840 --> 00:14:43.840]  我睇一個電視
[00:14:43.840 --> 00:14:45.840]  即係睇一個電視節目
[00:14:45.840 --> 00:14:47.840]  有一個主持人就訪問一個小朋友
[00:14:47.840 --> 00:14:49.840]  即係嗰啲咩天才兒童主義處女啦
[00:14:49.840 --> 00:14:51.840]  咁呀好犀利嘅
[00:14:51.840 --> 00:14:53.840]  佢嗰啲古詩呢 古代嘅詩呢
[00:14:53.840 --> 00:14:55.840]  嘩 倒轉咁背出嚟嘅
[00:14:55.840 --> 00:14:57.840]  幾歲大嘅啫 唔知
[00:14:57.840 --> 00:14:59.840]  6歲啫
[00:14:59.840 --> 00:15:01.840]  咁但係有一個問題呢就係
[00:15:01.840 --> 00:15:03.840]  佢上到去節目嗰度呢
[00:15:03.840 --> 00:15:05.840]  啲細路仔唔係聽你講㗎嘛
[00:15:05.840 --> 00:15:07.840]  周圍郁呀 銀呀咁樣呀
[00:15:07.840 --> 00:15:09.840]  問佢呢 佢又唔答呀 唔出聲
[00:15:09.840 --> 00:15:11.840]  咁個主持人都已經滴曬汗㗎
[00:15:11.840 --> 00:15:13.840]  跟住呢 佢話
[00:15:13.840 --> 00:15:15.840]  如果你唔答我呢
