
[00:00:00.000 --> 00:00:05.000]  這個出去了有一段時間
[00:02:55.000 --> 00:03:03.000]  就是指的 耶穌他所來自的這一個族群 這個民族
[00:03:03.000 --> 00:03:07.000]  要使他們復興
[00:03:07.000 --> 00:03:11.000]  好了 這是第一個 這是主耶穌的使命 對不對
[00:03:11.000 --> 00:03:14.000]  可是接著他說什麼呢
[00:03:14.000 --> 00:03:20.000]  他說 以色列中得保全的歸回 你注意看這個紅字
[00:03:20.000 --> 00:03:24.000]  他說什麼 這是一件什麼事情
[00:03:24.000 --> 00:03:26.000]  這是一件什麼事情
[00:03:26.000 --> 00:03:31.000]  小事啊 這是一件小事
[00:03:31.000 --> 00:03:34.000]  想想看 對我們來講
[00:03:34.000 --> 00:03:39.000]  哎呀 我們何等的渴望我們今天凌涼堂復興 有沒有
[00:03:39.000 --> 00:03:41.000]  可不可望
[00:03:41.000 --> 00:03:45.000]  哎 你說不用 凌涼堂已經很復興了 你看 是不是
[00:03:45.000 --> 00:03:49.000]  現在丁子梅 你真了解什麼叫復興 你就知道
[00:03:49.000 --> 00:03:53.000]  我們真的是離復興的路還很長遠
[00:03:53.000 --> 00:03:58.000]  當復興來臨的時候 你可以看見人他只有一件事情
[00:03:58.000 --> 00:04:01.000]  他就是要愛主 就是侍奉主
[00:04:01.000 --> 00:04:03.000]  人沒有別的追求
[00:04:03.000 --> 00:04:06.000]  這世上的一切不再成為他的滿足
[00:04:06.000 --> 00:04:09.000]  他全心全意的就是願意奉獻給神
[00:04:09.000 --> 00:04:12.000]  不僅僅是年輕人如此 老年人也是如此
[00:04:12.000 --> 00:04:15.000]  這個才叫做復興
[00:04:15.000 --> 00:04:20.000]  復興帶來的一個結果一定是福音廣傳
[00:04:20.000 --> 00:04:23.000]  所以他說 這才是小事
[00:04:23.000 --> 00:04:26.000]  因為還有一件更大的事情在後面是什麼呢
[00:04:26.000 --> 00:04:30.000]  他說我還要使你做外邦人的光
[00:04:30.000 --> 00:04:34.000]  叫你施行我的救恩 直到地極
[00:04:34.000 --> 00:04:37.000]  這些聖經讀起來有沒有很熟悉
[00:04:37.000 --> 00:04:41.000]  所以接著我們要來看使徒行傳一章八節
[00:04:41.000 --> 00:04:44.000]  使徒行傳一章八節剛才我們念了 對不對
[00:04:44.000 --> 00:04:48.000]  好了 那麼
[00:04:48.000 --> 00:04:51.000]  我們在這段聖經之前
[00:04:51.000 --> 00:04:54.000]  我們通常大概都背使徒行傳一章八節 是不是
[00:04:54.000 --> 00:04:58.000]  現在我們開始恢復吃午餐了 是嗎 對不對
[00:04:58.000 --> 00:05:02.000]  所以今天吃午餐之前請打飯的
[00:05:02.000 --> 00:05:05.000]  每一個來打飯的時候
[00:05:05.000 --> 00:05:14.000]  拿飯的時候先請他把使徒行傳一章八節背完
[00:05:14.000 --> 00:05:16.000]  特別是李良唐的這一節聖經
[00:05:16.000 --> 00:05:19.000]  絕對不能夠不會背 好不好
[00:05:19.000 --> 00:05:23.000]  但是主耶穌在講這一節聖經之前
[00:05:23.000 --> 00:05:25.000]  這上面在講什麼呢
[00:05:25.000 --> 00:05:28.000]  原來當耶穌跟門徒們聚集的時候
[00:05:28.000 --> 00:05:31.000]  耶穌就告訴他們說不要離開耶路撒冷
[00:05:31.000 --> 00:05:32.000]  要等候福所應許的
[00:05:32.000 --> 00:05:36.000]  就是神所應許的聖靈要交貫在他們身上
[00:05:36.000 --> 00:05:38.000]  當主耶穌提了這個
[00:05:38.000 --> 00:05:41.000]  你仔細跟著耶穌的脈絡
[00:05:41.000 --> 00:05:43.000]  耶穌在這邊講的是說
[00:05:43.000 --> 00:05:45.000]  你們不要離開耶路撒冷
[00:05:45.000 --> 00:05:48.000]  你們要等候什麼東西
[00:05:48.000 --> 00:05:51.000]  等候什麼 聖靈對不對
[00:05:51.000 --> 00:05:57.000]  好了 那門徒們接著問耶穌什麼事情
[00:05:57.000 --> 00:05:59.000]  門徒問耶穌什麼
[00:05:59.000 --> 00:06:00.000]  門徒問耶穌說
[00:06:00.000 --> 00:06:06.000]  主啊 你復興以色列國就在這時候嗎
[00:06:06.000 --> 00:06:08.000]  你不仔細去看的話
[00:06:08.000 --> 00:06:12.000]  你會覺得他們問得還蠻對路的 是不是
[00:06:12.000 --> 00:06:13.000]  你要了解
[00:06:13.000 --> 00:06:18.000]  其實這些門徒們跟隨耶穌跟了三年半
[00:06:18.000 --> 00:06:24.000]  但是他們腦袋裡面對於主耶穌再來
[00:06:24.000 --> 00:06:26.000]  主耶穌來的目的
[00:06:26.000 --> 00:06:30.000]  其實他們還是很多時候不太清楚
[00:06:30.000 --> 00:06:35.000]  所以他們以為這個舊約所說的彌賽也來了
[00:06:35.000 --> 00:06:38.000]  要來復興以色列
[00:06:38.000 --> 00:06:41.000]  他們想像的是一個政治的
[00:06:41.000 --> 00:06:43.000]  一個政治上面的復興
[00:06:43.000 --> 00:06:51.000]  所以他們說你復興以色列國就在這時候嗎
[00:06:51.000 --> 00:06:55.000]  請記得主耶穌在跟門徒們這個對話
[00:06:55.000 --> 00:06:59.000]  耶穌當時候是什麼樣的一個情況
[00:06:59.000 --> 00:07:08.000]  可不可以告訴我
[00:07:08.000 --> 00:07:13.000]  耶穌是在一個什麼狀態
[00:07:13.000 --> 00:07:15.000]  復活了對不對
[00:07:15.000 --> 00:07:18.000]  耶穌第三天從死裡復活了對不對
[00:07:18.000 --> 00:07:20.000]  所以耶穌復活的時候
[00:07:20.000 --> 00:07:23.000]  向門徒們顯現跟他們說話
[00:07:23.000 --> 00:07:25.000]  前途之輩
[00:07:25.000 --> 00:07:28.000]  不是耶穌在世上還是一個肉身的時候
[00:07:28.000 --> 00:07:29.000]  你懂我意思嗎
[00:07:29.000 --> 00:07:31.000]  耶穌已經從死裡復活了
[00:07:31.000 --> 00:07:33.000]  然後向門徒們顯現
[00:07:33.000 --> 00:07:37.000]  然後告訴他們很重要的這段話
[00:07:37.000 --> 00:07:41.000]  門徒說主啊你復興以色列國就在這時候嗎
[00:07:41.000 --> 00:07:42.000]  他們想像的是
[00:07:42.000 --> 00:07:44.000]  耶穌你已經從死裡復活了
[00:07:44.000 --> 00:07:45.000]  太好了
[00:07:45.000 --> 00:07:47.000]  現在有一個偉大的彌賽亞
[00:07:47.000 --> 00:07:52.000]  帶領我們要把以色列國再重新的復興起來
[00:07:52.000 --> 00:07:55.000]  親愛的劉子妹
[00:07:55.000 --> 00:07:58.000]  他們想的不是屬靈上面的復興
[00:07:58.000 --> 00:08:03.000]  他們想像的是一個政治性的一個國家的復興
[00:08:03.000 --> 00:08:05.000]  所以當他們問這句話的時候
[00:08:05.000 --> 00:08:07.000]  主耶穌的回答是怎麼樣
[00:08:07.000 --> 00:08:11.000]  你注意看
[00:08:11.000 --> 00:08:14.000]  這時候就需要戲劇深進了
[00:08:14.000 --> 00:08:18.000]  我用這一個嘗試用差的口吻
[00:08:18.000 --> 00:08:20.000]  耶穌就對他們說
[00:08:20.000 --> 00:08:23.000]  憑著自己的權柄鎖定的時候
[00:08:23.000 --> 00:08:26.000]  日期不是你們可以知道的
[00:08:26.000 --> 00:08:29.000]  請問耶穌講這段話的回答他們的時候
[00:08:29.000 --> 00:08:33.000]  耶穌是歡喜快樂聽他們這樣問呢
[00:08:33.000 --> 00:08:37.000]  還是有一點責備他們的口吻
[00:08:37.000 --> 00:08:40.000]  責備 為什麼責備
[00:08:40.000 --> 00:08:44.000]  耶穌說你們搞不清楚啊
[00:08:44.000 --> 00:08:46.000]  你們跟了我這麼久
[00:08:46.000 --> 00:08:48.000]  你還不知道吧
[00:08:48.000 --> 00:08:52.000]  我來不是要來建立地上的國度的
[00:08:52.000 --> 00:08:54.000]  我來是要建立什麼
[00:08:54.000 --> 00:08:59.000]  建立要讓天國來領導 是不是
[00:08:59.000 --> 00:09:04.000]  所以呢 耶穌說你們問的這個問題問錯了
[00:09:04.000 --> 00:09:06.000]  我不是要來復興以色列國
[00:09:06.000 --> 00:09:08.000]  我不是要來使以色列這個國家
[00:09:08.000 --> 00:09:10.000]  成為一個政治性的一個強大的國家
[00:09:10.000 --> 00:09:13.000]  我來的目的是要使以色列
[00:09:13.000 --> 00:09:15.000]  成為一個祝福萬邦的
[00:09:15.000 --> 00:09:17.000]  祂要做外邦人的光
[00:09:17.000 --> 00:09:19.000]  祂要施行神的救恩
[00:09:19.000 --> 00:09:22.000]  直到第幾 愛門
[00:09:22.000 --> 00:09:27.000]  這才是大事
[00:09:27.000 --> 00:09:30.000]  所以耶穌接著話鋒一轉
[00:09:30.000 --> 00:09:35.000]  但聖靈降臨在你們身上
[00:09:35.000 --> 00:09:39.000]  做什麼
[00:09:39.000 --> 00:09:42.000]  你們就得著能力
[00:09:42.000 --> 00:09:45.000]  然後從耶路撒冷 猶太群體 撒瑪利亞
[00:09:45.000 --> 00:09:49.000]  直到地級作主的見證 看得了嗎
[00:09:49.000 --> 00:09:55.000]  這是大使命
[00:09:55.000 --> 00:09:58.000]  那麼你可以看見
[00:09:58.000 --> 00:10:02.000]  以賽亞書四十九章跟使徒心傳第一章
[00:10:02.000 --> 00:10:04.000]  這兩個緊緊地把我們看見
[00:10:04.000 --> 00:10:07.000]  整個聖經裡面
[00:10:07.000 --> 00:10:12.000]  復興跟宣教把它結合在一起
[00:10:12.000 --> 00:10:15.000]  但是今天unfortunately
[00:10:15.000 --> 00:10:20.000]  主的教會要不然就中一邊
[00:10:20.000 --> 00:10:23.000]  要不然就中另外一邊
[00:10:23.000 --> 00:10:28.000]  兩個同時重的 同時看重的
[00:10:28.000 --> 00:10:32.000]  不多
[00:10:32.000 --> 00:10:36.000]  切忌之輩
[00:10:36.000 --> 00:10:40.000]  我們從聖經裡面來看
[00:10:40.000 --> 00:10:43.000]  每一次你看初代教會
[00:10:43.000 --> 00:10:46.000]  當這個門徒們聽見耶穌講說
[00:10:46.000 --> 00:10:48.000]  要在耶路撒冷等候對不對
[00:10:48.000 --> 00:10:50.000]  然後門徒們就一起聚集禱告
[00:10:50.000 --> 00:10:53.000]  然後接著五行節降臨
[00:10:53.000 --> 00:10:56.000]  門徒們就怎麼樣
[00:10:56.000 --> 00:10:59.000]  就被聖靈充滿 就開始傳一福音 是不是
[00:10:59.000 --> 00:11:01.000]  彼得站起來 一次講道
[00:11:01.000 --> 00:11:03.000]  五千人就歸主了 是不是
[00:11:03.000 --> 00:11:04.000]  好了 初代的教會
[00:11:04.000 --> 00:11:07.000]  耶路撒冷教會就這樣建立起來了
[00:11:07.000 --> 00:11:09.000]  建立起來之後他們天天在一起
[00:11:09.000 --> 00:11:11.000]  唱詩 讚美
[00:11:11.000 --> 00:11:14.000]  彼此用餐 剝餅 祈禱
[00:11:14.000 --> 00:11:16.000]  多麼美好的一件事情
[00:11:16.000 --> 00:11:18.000]  讚美神得眾民的喜愛
[00:11:18.000 --> 00:11:21.000]  主就把得救的人數天天加給他們
[00:11:21.000 --> 00:11:23.000]  阿門
[00:11:23.000 --> 00:11:27.000]  你可不可望 離娘堂像這樣子的教會
[00:11:27.000 --> 00:11:31.000]  可望嗎
[00:11:31.000 --> 00:11:35.000]  有時候我們唱了二十分鐘歌之後就覺得說
[00:11:35.000 --> 00:11:39.000]  哎呀 怎麼還不講道
[00:11:39.000 --> 00:11:40.000]  是不是
[00:11:40.000 --> 00:11:43.000]  然後聽了講道 聽了二十分鐘之後又說
[00:11:43.000 --> 00:11:45.000]  怎麼還不結束
[00:11:45.000 --> 00:11:47.000]  等於說 坦白講
[00:11:47.000 --> 00:11:49.000]  有的時候我們自己都覺得
[00:11:49.000 --> 00:11:51.000]  我怎麼會這樣子
[00:11:51.000 --> 00:11:52.000]  如果你沒有這種自覺
[00:11:52.000 --> 00:12:00.000]  那可能你真的是
[00:12:00.000 --> 00:12:01.000]  竹子妹
[00:12:01.000 --> 00:12:05.000]  如果你稍微可慕的話
[00:12:05.000 --> 00:12:06.000]  你真的會覺得說
[00:12:06.000 --> 00:12:11.000]  為什麼我們屬靈的光景是這樣子的
[00:12:11.000 --> 00:12:13.000]  親愛的竹子妹
[00:12:13.000 --> 00:12:22.000]  我第一次到中國大陸去服事的時候
[00:12:22.000 --> 00:12:24.000]  他們什麼都沒有
[00:12:24.000 --> 00:12:25.000]  樂器
[00:12:25.000 --> 00:12:27.000]  什麼都沒有就是了
[00:12:27.000 --> 00:12:29.000]  清唱
[00:12:29.000 --> 00:12:32.000]  常常就是一個或兩個
[00:12:32.000 --> 00:12:36.000]  兩個竹子妹就在那邊台上就帶進拜
[00:12:36.000 --> 00:12:38.000]  可是我告訴你
[00:12:38.000 --> 00:12:40.000]  他們詩歌一首接一首的唱
[00:12:40.000 --> 00:12:41.000]  一首接一首的唱
[00:12:41.000 --> 00:12:43.000]  唱得不停啊
[00:12:43.000 --> 00:12:47.000]  有時候唱一個小時唱不完啊
[00:12:47.000 --> 00:12:49.000]  哎呀 唱詩歌可以唱得這麼喜樂啊
[00:12:49.000 --> 00:12:52.000]  親愛的竹子妹
[00:12:52.000 --> 00:12:53.000]  你有經歷過嗎
[00:12:53.000 --> 00:12:54.000]  你經歷過
[00:12:54.000 --> 00:12:56.000]  你就不會滿足只是這樣子
[00:12:56.000 --> 00:12:57.000]  哎呀 好像只是
[00:12:57.000 --> 00:12:59.000]  有人把唱詩歌
[00:12:59.000 --> 00:13:00.000]  有些教會 不是我們教會
[00:13:00.000 --> 00:13:03.000]  有些教會把唱詩歌當作是一個
[00:13:03.000 --> 00:13:06.000]  等人的一個時間
[00:13:06.000 --> 00:13:07.000]  很可憐啊
[00:13:07.000 --> 00:13:09.000]  不是的
[00:13:09.000 --> 00:13:10.000]  親愛的竹子妹
[00:13:10.000 --> 00:13:11.000]  敬拜神
[00:13:11.000 --> 00:13:13.000]  神就在我們中間
[00:13:13.000 --> 00:13:15.000]  那是何等歡喜快樂的事情
[00:13:15.000 --> 00:13:18.000]  初代的教會耶路撒冷教會就是如此
[00:13:18.000 --> 00:13:19.000]  當復興臨到的時候
[00:13:19.000 --> 00:13:22.000]  整個會中活起來了
[00:13:22.000 --> 00:13:25.000]  這120個人被聖靈充滿之後
[00:13:25.000 --> 00:13:26.000]  他們活了
[00:13:26.000 --> 00:13:28.000]  接著他們傳福音給別人
[00:13:28.000 --> 00:13:29.000]  別人信主
[00:13:29.000 --> 00:13:30.000]  接著人數增加
[00:13:30.000 --> 00:13:32.000]  教會成為這麼大的一個教會
[00:13:32.000 --> 00:13:34.000]  重點不是這個教會
[00:13:34.000 --> 00:13:35.000]  成為一個Megachurch
[00:13:35.000 --> 00:13:37.000]  重點是這個教會
[00:13:37.000 --> 00:13:39.000]  成為一個有生命的教會
[00:13:39.000 --> 00:13:40.000]  這個教會成為一個
[00:13:40.000 --> 00:13:42.000]  充滿了神同在的教會
[00:13:42.000 --> 00:13:44.000]  所以呢
[00:13:44.000 --> 00:13:48.000]  竹子妹們聚會聚不厭啊
[00:13:48.000 --> 00:13:51.000]  那親愛的竹子妹
[00:13:51.000 --> 00:13:53.000]  可是你看
[00:13:53.000 --> 00:13:56.000]  神的心意不要他們只是在這裡
[00:13:56.000 --> 00:13:58.000]  接著
[00:13:58.000 --> 00:14:00.000]  後來逼迫就來臨了
[00:14:00.000 --> 00:14:01.000]  逼迫來臨
[00:14:01.000 --> 00:14:03.000]  帶來一個結果是什麼呢
[00:14:03.000 --> 00:14:05.000]  這些信徒就分散出去了
[00:14:05.000 --> 00:14:07.000]  對不對
[00:14:07.000 --> 00:14:09.000]  分散出去了
[00:14:09.000 --> 00:14:10.000]  哎呀
[00:14:10.000 --> 00:14:11.000]  照人來看是不好
[00:14:11.000 --> 00:14:13.000]  但事實上這個分散出去之後
[00:14:13.000 --> 00:14:15.000]  撒瑪麗亞猶太拳帝
[00:14:15.000 --> 00:14:18.000]  就開始把這個福音傳到了
[00:14:18.000 --> 00:14:19.000]  就照《使徒心傳》
[00:14:19.000 --> 00:14:20.000]  殷三八節所說的
[00:14:20.000 --> 00:14:24.000]  撒瑪麗亞猶太拳帝
[00:14:24.000 --> 00:14:27.000]  都聽見了福音
[00:14:27.000 --> 00:14:29.000]  福音就這樣傳播出去了
[00:14:29.000 --> 00:14:31.000]  直到了保羅根巴拉巴
[00:14:31.000 --> 00:14:33.000]  被呼召出來
[00:14:33.000 --> 00:14:36.000]  就開啟了向外邦人傳福音
[00:14:36.000 --> 00:14:39.000]  從十一章第九節到十八章二十二節
[00:14:39.000 --> 00:14:43.000]  安提阿就成為了世界宣教的起站
[00:14:43.000 --> 00:14:45.000]  很可惜這一次土耳其大地震
[00:14:45.000 --> 00:14:48.000]  把安提阿震掉了
[00:14:48.000 --> 00:14:50.000]  我也覺得很遺憾
[00:14:50.000 --> 00:14:54.000]  我們第一次去土耳其
[00:14:54.000 --> 00:14:57.000]  這個新約之旅的時候呢
[00:14:57.000 --> 00:15:00.000]  當時候沒有去到安提阿
[00:15:00.000 --> 00:15:01.000]  因為那個時候
[00:15:01.000 --> 00:15:04.000]  就安提阿是比較遠一點的地方
[00:15:04.000 --> 00:15:07.000]  但是 親愛的孩子們
[00:15:07.000 --> 00:15:11.000]  安提阿這一個教會
[00:15:11.000 --> 00:15:14.000]  其實它並沒有像耶路撒冷教會
[00:15:14.000 --> 00:15:18.000]  那麼樣子的人數眾多
[00:15:18.000 --> 00:15:20.000]  好像是讓大家真是羨慕
[00:15:20.000 --> 00:15:23.000]  就像今天很多人羨慕大教會一樣
[00:15:23.000 --> 00:15:27.000]  但是安提阿卻是在整個聖經裡面
[00:15:27.000 --> 00:15:28.000]  讓我們看見
[00:15:28.000 --> 00:15:30.000]  它扮演一個最重要的角色
[00:15:30.000 --> 00:15:32.000]  就是它開啟了異文化
[00:15:32.000 --> 00:15:36.000]  異文化向外邦人傳福音的一個開始
[00:15:36.000 --> 00:15:41.000]  就是從安提阿開始
[00:15:41.000 --> 00:15:43.000]  所以 丟字兵
[00:15:43.000 --> 00:15:45.000]  初代的教會讓我們看見
[00:15:45.000 --> 00:15:49.000]  神的心意是要復興以色列
[00:15:49.000 --> 00:15:51.000]  然後呢
[00:15:51.000 --> 00:15:54.000]  然後要不是只是以色列被復興
[00:15:54.000 --> 00:15:56.000]  要使他們這起來之後
[00:15:56.000 --> 00:15:59.000]  接著以色列就要成為外邦人的光
[00:15:59.000 --> 00:16:05.000]  把福音怎麼樣 傳播直到地基
[00:16:05.000 --> 00:16:10.000]  那麼接著我們來看
[00:16:10.000 --> 00:16:17.000]  從教會的歷史裡面來看
[00:16:17.000 --> 00:16:19.000]  我這個只是舉其中一位
[00:16:19.000 --> 00:16:22.000]  如果要舉一個一個講的話
[00:16:22.000 --> 00:16:24.000]  絕對不夠時間
[00:16:24.000 --> 00:16:28.000]  我在神學院教課是要教一個學期的課
[00:16:28.000 --> 00:16:32.000]  但是我就舉英國大復興來做一個比例
[00:16:32.000 --> 00:16:37.000]  有人說如果英國沒有經歷大復興
[00:16:37.000 --> 00:16:42.000]  英國就會像法國發生大革命那種情形一樣
[00:16:42.000 --> 00:16:49.000]  那麼上帝使用約翰衛斯理
[00:16:49.000 --> 00:16:52.000]  當時候這個約翰衛斯理
[00:16:52.000 --> 00:16:55.000]  他們這一群人
[00:16:55.000 --> 00:16:59.000]  就組成了一個叫Holy Club
[00:16:59.000 --> 00:17:04.000]  聖潔的一個
[00:17:04.000 --> 00:17:06.000]  我們中文翻成俱樂部我覺得不太好
[00:17:06.000 --> 00:17:08.000]  因為俱樂部好像
[00:17:08.000 --> 00:17:10.000]  他們就是Holy Club
[00:17:10.000 --> 00:17:14.000]  聖潔的一個小組或者聖潔的一個團體
[00:17:14.000 --> 00:17:17.000]  他們組織起來這樣子的一個聖潔團體
[00:17:17.000 --> 00:17:20.000]  他們就追求聖潔 追求跟神的關係
[00:17:20.000 --> 00:17:25.000]  在當時候的英國 國教派一種形式化
[00:17:25.000 --> 00:17:30.000]  整個的社會很糟糕 罪惡滿盈
[00:17:30.000 --> 00:17:32.000]  那麼甚至教會也是如此
[00:17:32.000 --> 00:17:36.000]  英國國教的這些的教師 這些的牧師們
[00:17:36.000 --> 00:17:38.000]  就已經被形成一種
[00:17:38.000 --> 00:17:41.000]  是以宗教 以做牧師
[00:17:41.000 --> 00:17:43.000]  做的一個職業的一個情況
[00:17:43.000 --> 00:17:46.000]  所以就變成是
[00:17:46.000 --> 00:17:49.000]  以利是圖的這種的情況
[00:17:49.000 --> 00:17:54.000]  在這種情況之下神興起了約翰·威斯利出來
[00:17:54.000 --> 00:17:57.000]  但是約翰·威斯利不被接納
[00:17:57.000 --> 00:17:59.000]  不被接納
[00:17:59.000 --> 00:18:03.000]  英國國教派不准他在教堂裡面講道
[00:18:03.000 --> 00:18:07.000]  既然不准我在教堂講道 去哪講道
[00:18:07.000 --> 00:18:09.000]  走在戶外講道
[00:18:09.000 --> 00:18:14.000]  所以約翰·威斯利就開始了路天步道的一個開始
[00:18:14.000 --> 00:18:19.000]  他跟另外一個叫懷特斐
[00:18:19.000 --> 00:18:22.000]  兩個人出去之後路天步道
[00:18:22.000 --> 00:18:25.000]  走在礦工裡面 對著礦工講道
[00:18:25.000 --> 00:18:27.000]  有時候他對著一萬多個
[00:18:27.000 --> 00:18:30.000]  記得我在看他的傳記裡面講到說
[00:18:30.000 --> 00:18:34.000]  他對著一萬人的礦工在那邊講道
[00:18:34.000 --> 00:18:39.000]  當他講道到一個地步認罪悔改的淚水流下來
[00:18:39.000 --> 00:18:43.000]  這些礦工的眼睛裡面流出了兩行的眼淚
[00:18:43.000 --> 00:18:48.000]  把他的黑黑的臉就洗刷了兩行白白的
[00:18:48.000 --> 00:18:54.000]  神藉著約翰·威斯利
[00:18:54.000 --> 00:18:58.000]  藉著這一批的尋道會的這些的傳道人
[00:18:58.000 --> 00:19:02.000]  就帶來了當時候的整個英國 英倫三島
[00:19:02.000 --> 00:19:06.000]  甚至美洲十三州的這些殖民地的復興
[00:19:06.000 --> 00:19:08.000]  因著這樣子的復興
[00:19:08.000 --> 00:19:13.000]  所以福音也就這樣子傳遍了當時候的英倫三島
[00:19:13.000 --> 00:19:20.000]  英國大復興很自然的帶來一個結果
[00:19:20.000 --> 00:19:25.000]  就是福音廣傳 就是宣教的工作的看法
[00:19:25.000 --> 00:19:29.000]  所以從歷史上面我們也再一次的看見這一個事實
[00:19:29.000 --> 00:19:30.000]  再給大家舉一個例子
[00:19:30.000 --> 00:19:33.000]  這是跟我們美國有關係的
[00:19:33.000 --> 00:19:38.000]  在美國在一百多年前1907年的時候
[00:19:38.000 --> 00:19:41.000]  曾經發生了一次大復興
[00:19:41.000 --> 00:19:44.000]  就是在我們洛杉磯的阿蘇薩街
[00:19:44.000 --> 00:19:49.000]  不是那個阿蘇薩大學那個阿蘇薩
[00:19:49.000 --> 00:19:52.000]  是洛杉磯當地有一個阿蘇薩街
[00:19:52.000 --> 00:19:56.000]  現在你去看已經沒有那個遺址了
[00:19:56.000 --> 00:19:59.000]  但是那個街還在
[00:19:59.000 --> 00:20:05.000]  那麼當年神借著一個黑人的奴隸的兒子
[00:20:05.000 --> 00:20:08.000]  叫做威廉西蒙
[00:20:08.000 --> 00:20:12.000]  他還是獨眼的 一隻眼睛瞎的
[00:20:12.000 --> 00:20:14.000]  沒受過什麼教育
[00:20:14.000 --> 00:20:16.000]  當時候黑人地位非常的低
[00:20:16.000 --> 00:20:19.000]  他是一個黑人的奴隸的兒子
[00:20:19.000 --> 00:20:24.000]  這樣子的一個人 你想上帝可以使用他嗎
[00:20:24.000 --> 00:20:28.000]  可是他對神有一個單純可惡的心
[00:20:28.000 --> 00:20:30.000]  他可慕看見復興
[00:20:30.000 --> 00:20:33.000]  所以他為復興禱告了很多年
[00:20:33.000 --> 00:20:37.000]  就在這個左邊這個樓
[00:20:37.000 --> 00:20:41.000]  就是當年的他們這個教堂叫做使徒信心會
[00:20:41.000 --> 00:20:44.000]  那麼他就跟幾個人就聚在那個地方
[00:20:44.000 --> 00:20:46.000]  一起禱告 禱告 禱告
[00:20:46.000 --> 00:20:50.000]  禱告到有一天聖靈澆灌下來
[00:20:50.000 --> 00:20:53.000]  然後呢他們都被聖靈充滿
[00:20:53.000 --> 00:20:57.000]  就有點像這個Asbury Revival一樣
[00:20:57.000 --> 00:21:00.000]  聽聞當時候沒有Internet沒有這些的
[00:21:00.000 --> 00:21:03.000]  但是當時候洛杉磯時報爆出來
[00:21:03.000 --> 00:21:09.000]  也是一樣全美國全世界各地的人湧到這個地方去
[00:21:09.000 --> 00:21:13.000]  因此復興的火就藉著這一次的禱告
[00:21:13.000 --> 00:21:20.000]  這一次的復興就擴展到全世界各地去
[00:21:20.000 --> 00:21:22.000]  單單以美國來講
