
[00:00:00.000 --> 00:00:05.860]  我們可以想像一下 每逢新朋友也好 舊朋友也好 見到面的時候
[00:05:52.180 --> 00:06:01.180]  有希望這三個字是他用得最多的一個藥方
[00:06:01.180 --> 00:06:10.180]  他說差不多什麼病都可以治得好的
[00:06:10.180 --> 00:06:22.180]  另一個醫生又說 如果讓病人覺得自己已經沒有希望
[00:06:22.180 --> 00:06:26.180]  病人很快就會死亡
[00:06:26.180 --> 00:06:31.180]  所以希望沒有什麼渣拿 很抽象
[00:06:31.180 --> 00:06:33.180]  你說有希望就行 沒希望就行
[00:06:33.180 --> 00:06:40.180]  但當你真的覺得自己沒有希望的時候 會死亡
[00:06:40.180 --> 00:06:44.180]  所以很重要 希望很重要
[00:06:44.180 --> 00:06:49.180]  而這個希望不是世人或世物可以給予我們
[00:06:49.180 --> 00:06:52.180]  只有神才可以給予我們這種
[00:06:52.180 --> 00:07:04.180]  不渣拿但可以感受到有或沒有的力量或希望
[00:07:04.180 --> 00:07:10.180]  我又想起每逢探望弟兄姊妹或與弟兄姊妹來往聊天的時候
[00:07:10.180 --> 00:07:16.180]  久不久都會聽到他們遇到一些困難 甚至是很大的困難
[00:07:16.180 --> 00:07:21.180]  在人的角度看來是很難去解決得到
[00:07:21.180 --> 00:07:26.180]  很痛苦的 是不是
[00:07:26.180 --> 00:07:33.180]  但這些困難真的只能靠著神 靠祈禱
[00:07:33.180 --> 00:07:42.180]  靠神的話語來幫助他們渡過這些困難
[00:07:42.180 --> 00:07:45.180]  因為神會賜給人希望
[00:07:45.180 --> 00:07:52.180]  靠著神所賜的希望來渡過這些難關
[00:07:52.180 --> 00:07:56.180]  我所說的渡過難關
[00:07:56.180 --> 00:08:01.180]  不是指那些困難順利解決了
[00:08:01.180 --> 00:08:06.180]  所以渡過難關就沒事了 當然有希望
[00:08:06.180 --> 00:08:12.180]  我所指的渡過難關 是困難仍然存在
[00:08:12.180 --> 00:08:15.180]  譬如有病的仍然是病
[00:08:15.180 --> 00:08:18.180]  有工作不順利的仍然是工作不順利
[00:08:18.180 --> 00:08:24.180]  有關係破裂的仍然是關係破裂
[00:08:24.180 --> 00:08:37.180]  只不過仍然在困難裡靠著神賜給的希望來渡過每一天
[00:08:37.180 --> 00:08:42.180]  我來了這個教會服事快有十三年了
[00:08:42.180 --> 00:08:45.180]  據我自己的印象和據我所知
[00:08:45.180 --> 00:08:48.180]  在我們當中 其實真的有一些弟兄姊妹
[00:08:48.180 --> 00:08:55.180]  他們所遇的困難還未能解決
[00:08:55.180 --> 00:08:59.180]  他們的困難在我來之前可能已經有了
[00:08:59.180 --> 00:09:01.180]  到現在仍然存在
[00:09:01.180 --> 00:09:04.180]  有病的仍然是有病
[00:09:04.180 --> 00:09:08.180]  有困擾的仍然是有困擾
[00:09:08.180 --> 00:09:13.180]  工作或經濟方面仍然有問題
[00:09:13.180 --> 00:09:18.180]  關係破裂的仍然是關係很惡劣
[00:09:18.180 --> 00:09:26.180]  是不能順利解決的 仍然這樣繼續下去
[00:09:26.180 --> 00:09:30.180]  每一個主日回來見到他們的時候
[00:09:30.180 --> 00:09:34.180]  只能夠有時候很急速地打個招呼
[00:09:34.180 --> 00:09:39.180]  他當然會說好 其實我知道不是很好
[00:09:39.180 --> 00:09:43.180]  但是有時候真的很抱歉
[00:09:43.180 --> 00:09:48.180]  沒有時間真的可以個別詳細談一談
[00:09:48.180 --> 00:09:54.180]  一起祈禱 安慰一下 鼓勵一下他們
[00:09:54.180 --> 00:09:59.180]  但是另外一方面又覺得為他們很感謝神
[00:09:59.180 --> 00:10:03.180]  就是因為看到他們困難仍然存在
[00:10:03.180 --> 00:10:07.180]  但是他們就是靠著神的恩典 靠著神的希望
[00:10:07.180 --> 00:10:10.180]  一天一天 一個星期一個星期這樣過
[00:10:10.180 --> 00:10:15.180]  仍然可以撐下去
[00:10:15.180 --> 00:10:18.180]  仍然可以回來去敬拜神
[00:10:18.180 --> 00:10:23.180]  我為他們都是感恩
[00:10:23.180 --> 00:10:26.180]  在他們身上我看到他們真的活出了
[00:10:26.180 --> 00:10:35.180]  在神裏面有希望
[00:10:56.180 --> 00:10:58.180]  50節
[00:10:58.180 --> 00:11:07.180]  「這話將我救活了 我在患難中因此得安慰」
[00:11:07.180 --> 00:11:12.180]  這兩節經文是寫詩的人
[00:11:12.180 --> 00:11:15.180]  他向神做的一個祈禱
[00:11:15.180 --> 00:11:22.180]  他求神記住他所應許的說話
[00:11:22.180 --> 00:11:26.180]  叫神記得他自己說過什麼
[00:11:26.180 --> 00:11:34.180]  他自己認定神的話語能夠令他活得有盼望
[00:11:34.180 --> 00:11:39.180]  神的話語能夠甚至保存他的生命
[00:11:39.180 --> 00:11:41.180]  就算在患難裏面
[00:11:41.180 --> 00:11:46.180]  他都因為這樣可以得到安慰
[00:11:46.180 --> 00:11:52.180]  詩的作者他求神記住自己說過什麼
[00:11:52.180 --> 00:12:01.180]  其實是作者自己要記住神說過什麼才是真的
[00:12:01.180 --> 00:12:06.180]  我們想別人幫忙或者賜恩惠
[00:12:06.180 --> 00:12:16.180]  我記得你曾經說過什麼 你可不可以現在幫幫我
[00:12:16.180 --> 00:12:22.180]  你不能不記得別人說什麼 你要跟別人說
[00:12:22.180 --> 00:12:28.180]  所以我們要記得神究竟跟我們應許過什麼
[00:12:28.180 --> 00:12:37.180]  以致詩的作者這麼有信心和這麼想神來紀念他
[00:12:37.180 --> 00:12:46.180]  他很肯定神會給他有希望和安慰
[00:12:46.180 --> 00:12:49.180]  我相信大家都很想知道
[00:12:49.180 --> 00:12:55.180]  神究竟應許過什麼話
[00:12:55.180 --> 00:13:00.180]  祂說過什麼令我們有盼望和安慰
[00:13:00.180 --> 00:13:03.180]  我和大家去看一些經文
[00:13:03.180 --> 00:13:09.180]  我們先看詩篇119篇裏面的經文
[00:13:09.180 --> 00:13:12.180]  我特別選一些有字眼的
[00:13:12.180 --> 00:13:14.180]  「照你的話」
[00:13:14.180 --> 00:13:16.180]  就是執著這句話
[00:13:16.180 --> 00:13:19.180]  你講過的 神你講過的說話
[00:13:19.180 --> 00:13:24.180]  我們看看有什麼聖經是這樣說的
[00:13:24.180 --> 00:13:27.180]  我們看119篇18節
[00:13:27.180 --> 00:13:30.180]  當然這是我們向神祈禱
[00:13:30.180 --> 00:13:33.180]  首先我們要求神開我們的眼睛
[00:13:33.180 --> 00:13:38.180]  讓我們能夠看到祂律法中的奇妙
[00:13:38.180 --> 00:13:39.180]  這個很重要
[00:13:39.180 --> 00:13:41.180]  我們就算是靈修 看聖經
[00:13:41.180 --> 00:13:44.180]  有時候也可以這樣做 或者要這樣做
[00:13:44.180 --> 00:13:46.180]  打開聖經的時候 首先告訴神
[00:13:46.180 --> 00:13:50.180]  求神幫助我們 開我們的眼睛
[00:13:50.180 --> 00:13:56.180]  讓我們能夠看到神的話語的奇妙
[00:13:56.180 --> 00:14:00.180]  我們看25節
[00:14:00.180 --> 00:14:03.180]  我的性命幾乎歸於塵土
[00:14:03.180 --> 00:14:07.180]  求祢照祢的話 將我救活
[00:14:07.180 --> 00:14:10.180]  這句聖經當然可以這樣解釋為
[00:14:10.180 --> 00:14:11.180]  當我們有性命危險的時候
[00:14:11.180 --> 00:14:16.180]  我們向神呼求 神會來拯救我們
[00:14:16.180 --> 00:14:20.180]  但是我們也可以將這個聖經解為
[00:14:20.180 --> 00:14:24.180]  在生活上我們遇到很大的困難
[00:14:24.180 --> 00:14:30.180]  難到我們不想繼續活下去
[00:14:30.180 --> 00:14:34.180]  在這個時候 祂就應許祂的話
[00:14:34.180 --> 00:14:44.180]  能夠將我們沉睡至死的靈來復甦
[00:14:44.180 --> 00:14:48.180]  救活這個字也可以解釋為
[00:14:48.180 --> 00:14:55.180]  復甦或者是甦醒的意思
[00:14:55.180 --> 00:14:57.180]  28節
[00:14:57.180 --> 00:15:00.180]  我的心因仇苦而消化
[00:15:00.180 --> 00:15:04.180]  求祢照祢的話 使我堅立
[00:15:04.180 --> 00:15:12.180]  當我們遇到心裡有很大的仇苦的時候
[00:15:12.180 --> 00:15:17.180]  這仇苦就是帶到我們不想再走主的路的時候
[00:15:17.180 --> 00:15:20.180]  想離開
[00:15:20.180 --> 00:15:24.180]  在這個時候 神的話語就應許我們
[00:15:24.180 --> 00:15:31.180]  祂的話語能夠再一次去堅定我們走神的路
[00:15:31.180 --> 00:15:33.180]  這個很重要
[00:15:33.180 --> 00:15:38.180]  我們很多時候真的沒什麼力氣再走神的路
[00:15:38.180 --> 00:15:43.180]  但是在這個時候 神的話語會提醒你
[00:15:43.180 --> 00:15:45.180]  會再一次堅定你
[00:15:45.180 --> 00:15:48.180]  你要堅持走在神的路上
[00:15:48.180 --> 00:15:56.180]  因為這是一條蒙福的路
[00:15:56.180 --> 00:15:59.180]  第41節
[00:15:59.180 --> 00:16:04.180]  耶和華說 願祢照祢的話 使祢的慈愛
[00:16:04.180 --> 00:16:07.180]  就是祢的救恩臨到我身上
[00:16:07.180 --> 00:16:11.180]  這句聖經更加是非常重要
[00:16:11.180 --> 00:16:14.180]  如果你是無道的朋友
[00:16:14.180 --> 00:16:20.180]  或者你是想信耶穌的人
[00:16:20.180 --> 00:16:22.180]  你很想得到救恩
[00:16:22.180 --> 00:16:25.180]  這句聖經就是你的禱告
[00:16:25.180 --> 00:16:29.180]  你可以用這句聖經來向神禱告
[00:16:29.180 --> 00:16:33.180]  求神說 照祢的話語寫祢的慈愛
[00:16:33.180 --> 00:16:36.180]  寫祢的救恩臨到我的身上
[00:16:36.180 --> 00:16:40.180]  因為神願意使萬人得救
[00:16:40.180 --> 00:16:42.180]  不願意一人沉淪
[00:16:42.180 --> 00:16:43.180]  祂說過的
[00:16:43.180 --> 00:16:45.180]  所以你求祂 祂就會賜給你
[00:16:45.180 --> 00:16:52.180]  我當年做無道者的時候
[00:16:52.180 --> 00:16:55.180]  當初想信耶穌的時候
[00:16:55.180 --> 00:16:59.180]  就是曾經做過一個類似這樣的禱告
[00:16:59.180 --> 00:17:02.180]  結果神是信實的
[00:17:02.180 --> 00:17:06.180]  祂就按著祂的應許
[00:17:06.180 --> 00:17:14.180]  賜給我能夠去認識祂 接受祂
[00:17:14.180 --> 00:17:22.180]  我們跳去看58節
[00:17:22.180 --> 00:17:23.180]  58節是說
[00:17:23.180 --> 00:17:28.180]  我一心求過祢的恩
[00:17:28.180 --> 00:17:31.180]  願祢照祢的話憐憫我
[00:17:31.180 --> 00:17:39.180]  這個恩字
[00:17:39.180 --> 00:17:41.180]  這句話的恩字
[00:17:41.180 --> 00:17:43.180]  原文的字是面字
[00:17:43.180 --> 00:17:45.180]  我們在聖經裡面看到
[00:17:45.180 --> 00:17:47.180]  特別是詩篇裡面
[00:17:47.180 --> 00:17:49.180]  往往說尋求神的面
[00:17:49.180 --> 00:17:52.180]  當然尋求神的面是什麼意思呢?
[00:17:52.180 --> 00:17:53.180]  就是想求祂施恩
[00:17:53.180 --> 00:17:57.180]  所以翻譯的時候也做尋求祂的恩
[00:17:57.180 --> 00:18:00.180]  其實是我一心求過祢的恩
[00:18:00.180 --> 00:18:07.180]  我全心尋求祢的面
[00:18:07.180 --> 00:18:12.180]  願以神去照著祂的話憐憫我們
[00:18:12.180 --> 00:18:16.180]  因為祂說過祂會光照我們
[00:18:16.180 --> 00:18:17.180]  我們尋求祂的面
[00:18:17.180 --> 00:18:20.180]  祂就用祂的念光光照我們
[00:18:20.180 --> 00:18:31.180]  就是施恩看顧保守我們
[00:18:31.180 --> 00:18:37.180]  154節
[00:18:37.180 --> 00:18:40.180]  求祢為我辯屈救贖我
[00:18:40.180 --> 00:18:43.180]  照祢的話將我救活
[00:18:43.180 --> 00:18:45.180]  這裡就是告訴我們
[00:18:45.180 --> 00:18:46.180]  當我們受屈的時候
[00:18:46.180 --> 00:18:49.180]  被人屈枉的時候
[00:18:49.180 --> 00:18:54.180]  神應許祂會為我們辯屈
[00:18:54.180 --> 00:18:57.180]  因為聖經另外一道說
[00:18:57.180 --> 00:19:00.180]  神說申冤在我
[00:19:00.180 --> 00:19:03.180]  我必報應
[00:19:03.180 --> 00:19:05.180]  我們不用自己去報仇
[00:19:05.180 --> 00:19:08.180]  神會主持公道
[00:19:08.180 --> 00:19:14.180]  神會為我們申冤
[00:19:14.180 --> 00:19:16.180]  所以我們有什麼困難
[00:19:16.180 --> 00:19:18.180]  或者有什麼愁口
[00:19:18.180 --> 00:19:19.180]  不要自己來
[00:19:19.180 --> 00:19:21.180]  不要自己去處理
[00:19:21.180 --> 00:19:24.180]  交給神處理
[00:19:24.180 --> 00:19:27.180]  我們看到
[00:19:27.180 --> 00:19:29.180]  剛才這麼多經文
[00:19:29.180 --> 00:19:31.180]  我們看到神在各方面
[00:19:31.180 --> 00:19:33.180]  各方面或者各種情況之下
[00:19:33.180 --> 00:19:41.180]  其實祂應許了會看顧保守我們
[00:19:41.180 --> 00:19:46.180]  我又去看第51節
[00:19:46.180 --> 00:19:48.180]  這個是今天主要的經文
[00:19:48.180 --> 00:19:50.180]  要講的主要經文
[00:19:50.180 --> 00:19:53.180]  驕傲的人甚冒慢我
[00:19:53.180 --> 00:19:59.180]  我卻未曾離棄偏離祢的律法
[00:19:59.180 --> 00:20:04.180]  當我們遇到別人去侮辱我們
[00:20:04.180 --> 00:20:06.180]  去譏笑我們的時候
[00:20:06.180 --> 00:20:08.180]  我們當然不容易受
[00:20:08.180 --> 00:20:10.180]  受不住
[00:20:10.180 --> 00:20:11.180]  受不住的時候
[00:20:11.180 --> 00:20:15.180]  我們當然可以離開那些人
[00:20:15.180 --> 00:20:21.180]  但是我們千萬不要離開神的話語
[00:20:21.180 --> 00:20:24.180]  往往有時候我們會反過來
[00:20:24.180 --> 00:20:27.180]  我們有時候
[00:20:27.180 --> 00:20:28.180]  特別在教會裏面
[00:20:28.180 --> 00:20:32.180]  因為一些人的一些說話
[00:20:32.180 --> 00:20:34.180]  我們怎樣
[00:20:34.180 --> 00:20:36.180]  不單止惱怒了那個人
[00:20:36.180 --> 00:20:37.180]  接著怎樣
[00:20:37.180 --> 00:20:39.180]  惱怒了神
[00:20:39.180 --> 00:20:42.180]  以後不再來教會
[00:20:42.180 --> 00:20:44.180]  這裡告訴我們
[00:20:44.180 --> 00:20:46.180]  冒慢我們的人
[00:20:46.180 --> 00:20:48.180]  神會為我們伸冤
[00:20:48.180 --> 00:20:52.180]  我們只要不要離開神的命令
[00:20:52.180 --> 00:21:00.180]  神的話語
[00:21:00.180 --> 00:21:05.180]  第54節
[00:21:05.180 --> 00:21:07.180]  我在世寄居
[00:21:07.180 --> 00:21:10.180]  數來以祢的律例為詩歌
[00:21:10.180 --> 00:21:12.180]  寄居很簡單
[00:21:12.180 --> 00:21:15.180]  暫時住先寄人籬下
[00:21:15.180 --> 00:21:21.180]  或者我們平時叫Sleepover
[00:21:21.180 --> 00:21:25.180]  寄居的人不會買很多日用品
[00:21:25.180 --> 00:21:26.180]  不會
[00:21:26.180 --> 00:21:31.180]  寄居的人不會買很多娛樂用品
[00:21:31.180 --> 00:21:35.180]  寄居的人也不會買很多昂貴的裝飾品
[00:21:35.180 --> 00:21:36.180]  快要搬了
[00:21:36.180 --> 00:21:37.180]  隨時搬了
[00:21:37.180 --> 00:21:39.180]  你買那麼多東西來幹嘛
[00:21:39.180 --> 00:21:43.180]  不懂得這樣想
[00:21:43.180 --> 00:21:45.180]  這句聖經告訴我們
[00:21:45.180 --> 00:21:47.180]  我們的生活
[00:21:47.180 --> 00:21:50.180]  應該好像一個寄居的人
[00:21:50.180 --> 00:21:53.180]  不要花那麼多心機、時間、金錢
[00:21:53.180 --> 00:21:55.180]  在物質上
[00:21:55.180 --> 00:22:00.180]  或者在我們居住的環境、房屋上
[00:22:00.180 --> 00:22:04.180]  我們應該多花心機、時間、金錢
[00:22:04.180 --> 00:22:11.180]  在神的話語上
[00:22:11.180 --> 00:22:16.180]  我們要看重神的話語多一點
[00:22:16.180 --> 00:22:18.180]  總括來說
[00:22:18.180 --> 00:22:20.180]  神是會允許我們
[00:22:20.180 --> 00:22:22.180]  在各種情況之下
[00:22:22.180 --> 00:22:24.180]  施恩來幫助我們
[00:22:24.180 --> 00:22:26.180]  但我們不要誤會
[00:22:26.180 --> 00:22:29.180]  不要誤會以為神施恩看顧
[00:22:29.180 --> 00:22:34.180]  必定事情會順利發展
[00:22:34.180 --> 00:22:38.180]  或者所有不好的事情都會過去
[00:22:38.180 --> 00:22:41.180]  這個不一定是這樣
[00:22:41.180 --> 00:22:44.180]  因為聖經裡面也不是這樣說
[00:22:44.180 --> 00:22:46.180]  我們需要有一個平衡
[00:22:46.180 --> 00:22:48.180]  對神的話語的認識有一個平衡
[00:22:48.180 --> 00:22:50.180]  神一方面會施恩看顧
[00:22:50.180 --> 00:22:52.180]  但神一方面會怎樣
[00:22:52.180 --> 00:22:53.180]  不知道為什麼
[00:22:53.180 --> 00:22:57.180]  祂是不聽禱告
[00:22:57.180 --> 00:23:00.180]  我們初信主的時候
[00:23:00.180 --> 00:23:02.180]  常常會聽到別人分享
[00:23:02.180 --> 00:23:04.180]  神怎樣看顧、保守
[00:23:04.180 --> 00:23:06.180]  事情怎樣順利解決
[00:23:06.180 --> 00:23:08.180]  或者自己也會有這樣的經歷
[00:23:08.180 --> 00:23:12.180]  所以對神很有信心
[00:23:12.180 --> 00:23:15.180]  但是當我們信得久的時候
[00:23:15.180 --> 00:23:17.180]  我們開始知道
[00:23:17.180 --> 00:23:20.180]  或者越來越知道
[00:23:20.180 --> 00:23:25.180]  不蒙英允的禱告是越來越多
[00:23:25.180 --> 00:23:27.180]  我講過
[00:23:27.180 --> 00:23:28.180]  十幾二十年來
[00:23:28.180 --> 00:23:30.180]  有病的仍然是病
[00:23:30.180 --> 00:23:34.180]  關係破裂的仍然是破裂
[00:23:34.180 --> 00:23:37.180]  經濟有問題仍然是經濟有問題
[00:23:37.180 --> 00:23:39.180]  沒有好過
[00:23:39.180 --> 00:23:48.180]  只不過靠著神的恩典一天一天去度過
[00:23:48.180 --> 00:23:51.180]  基督徒和非基督徒的分別
[00:23:51.180 --> 00:23:58.180]  不是在困難或者患難的多少
[00:23:58.180 --> 00:23:59.180]  不是因為信了耶穌
[00:23:59.180 --> 00:24:02.180]  從此就沒有困難
[00:24:02.180 --> 00:24:03.180]  不是因為信神
[00:24:03.180 --> 00:24:08.180]  所以一定健康
[00:24:08.180 --> 00:24:11.180]  信耶穌和不信耶穌的人的分別
[00:24:11.180 --> 00:24:15.180]  只不過是怎樣去面對困難
[00:24:15.180 --> 00:24:17.180]  不信耶穌的人
[00:24:17.180 --> 00:24:18.180]  他們很簡單
[00:24:18.180 --> 00:24:19.180]  有問題、有困難的時候
[00:24:19.180 --> 00:24:20.180]  有病的時候
[00:24:20.180 --> 00:24:22.180]  靠自己或者靠人
[00:24:22.180 --> 00:24:26.180]  找醫生找其他人幫助
[00:24:26.180 --> 00:24:31.180]  但當自己和人都不能夠處理問題
[00:24:31.180 --> 00:24:33.180]  解決問題的時候
[00:24:33.180 --> 00:24:34.180]  會怎樣呢
[00:24:34.180 --> 00:24:35.180]  會很失望
[00:24:35.180 --> 00:24:38.180]  甚至會絕望
[00:24:38.180 --> 00:24:41.180]  但基督徒遇到同樣困難的時候
[00:24:41.180 --> 00:24:45.180]  我們可以首先或者最後
[00:24:45.180 --> 00:24:46.180]  有些人說放到最後
[00:24:46.180 --> 00:24:52.180]  首先或者最後去依靠神
[00:24:52.180 --> 00:24:53.180]  依靠神的意思是
[00:24:53.180 --> 00:24:57.180]  雖然事情未能夠順利解決
[00:24:57.180 --> 00:24:59.180]  但卻能夠在患難裡面
[00:24:59.180 --> 00:25:02.180]  經歷到神所賜的平安
[00:25:02.180 --> 00:25:06.180]  因為這是神所應許我們有
[00:25:06.180 --> 00:25:12.180]  我們看約翰福音十六章三十三節
[00:25:12.180 --> 00:25:16.180]  這是耶穌對門徒說的
[00:25:42.180 --> 00:25:45.180]  他就靠著神的恩典
[00:25:45.180 --> 00:25:52.180]  承受了苦難
[00:25:52.180 --> 00:25:55.180]  約翰福音十四章十八節
[00:26:12.180 --> 00:26:14.180]  大家留意到嗎
[00:26:14.180 --> 00:26:16.180]  這幾節聖經都說到
[00:26:16.180 --> 00:26:19.180]  不是不會有困難
[00:26:19.180 --> 00:26:21.180]  卻是有困難的時候
[00:26:21.180 --> 00:26:25.180]  主耶穌會賜平安
[00:26:25.180 --> 00:26:28.180]  是我們意想不到的平安
[00:26:28.180 --> 00:26:30.180]  不是世人可以給我們的平安
[00:26:30.180 --> 00:26:32.180]  是神賜給我們獨特
[00:26:32.180 --> 00:26:35.180]  在心裡面的那種平安
[00:26:43.180 --> 00:26:49.180]  有學者這樣去形容一個信心的問題
[00:26:49.180 --> 00:26:53.180]  他說土告蒙英允
[00:26:53.180 --> 00:26:55.180]  因此我們很有信心
[00:26:55.180 --> 00:27:01.180]  這一種是孩童形式的信心
[00:27:01.180 --> 00:27:06.180]  但是當我們信主內不斷成長的時候
[00:27:06.180 --> 00:27:08.180]  我們開始要轉了
[00:27:08.180 --> 00:27:12.180]  就是土告不蒙英允仍然有信心
[00:27:12.180 --> 00:27:17.180]  這是忠心的信心
[00:27:17.180 --> 00:27:23.180]  信得過神雖然不聽土告
[00:27:23.180 --> 00:27:24.180]  不知道為什麼
[00:27:24.180 --> 00:27:27.180]  神在我們每一個人身上有獨特的計劃
[00:27:27.180 --> 00:27:28.180]  不知道為什麼
[00:27:28.180 --> 00:27:29.180]  他這次不聽我們土告
[00:27:29.180 --> 00:27:33.180]  或者這麼久都不聽我們這個土告
[00:27:33.180 --> 00:27:44.180]  但是我仍然深信神是愛我
[00:27:44.180 --> 00:27:47.180]  和大家講一個故事
[00:27:47.180 --> 00:27:49.180]  Philip Yancey 楊肥力
[00:27:49.180 --> 00:27:51.180]  他寫的一本書叫做
[00:27:51.180 --> 00:27:54.180]  Disappointment with God
[00:27:54.180 --> 00:27:57.180]  中文翻譯了這本書
[00:27:57.180 --> 00:28:00.180]  書名叫做《無語問上帝》
[00:28:00.180 --> 00:28:04.180]  這本書在我們的圖書館有得借
[00:28:04.180 --> 00:28:08.180]  他在書裏面記述了一個真實的故事
[00:28:08.180 --> 00:28:13.180]  是他訪問一個多災多難的朋友
[00:28:13.180 --> 00:28:17.180]  他稱他這個朋友叫做現代若白
[00:28:17.180 --> 00:28:20.180]  可想而知若白在舊約聖經裏面記載的
[00:28:20.180 --> 00:28:23.180]  一個最慘的人
[00:28:23.180 --> 00:28:27.180]  他說這個朋友叫做現代若白
[00:28:27.180 --> 00:28:31.180]  你可想而知他的遭遇有多慘
[00:28:31.180 --> 00:28:35.180]  這個朋友是一個虔誠的基督徒
[00:28:35.180 --> 00:28:39.180]  他情願賺少一點工資
[00:28:39.180 --> 00:28:42.180]  而情願去一個地方
[00:28:42.180 --> 00:28:44.180]  有更多機會來侍奉神
[00:28:44.180 --> 00:28:47.180]  在那裏工作
