
[00:00:00.000 --> 00:00:04.960]  讓我們繼續在禱告裏面去仰望主的同在
[00:03:23.360 --> 00:03:26.720]  就是說其實這個是一個字母詩
[00:03:26.720 --> 00:03:29.920]  有一個名字叫彌合詩
[00:03:29.920 --> 00:03:32.140]  英文叫acoustic
[00:03:32.140 --> 00:03:35.020]  但是我們就發現有一個很特別的現象
[00:03:35.020 --> 00:03:38.340]  就是在這裡少了一個字母
[00:03:38.340 --> 00:03:42.100]  少了一個字母開頭的詩
[00:03:42.100 --> 00:03:44.020]  於是很多人就想很多故事
[00:03:44.020 --> 00:03:46.720]  會不會是寫的人想不到
[00:03:46.720 --> 00:03:49.060]  或者各種原因
[00:03:49.060 --> 00:03:54.420]  原來後來一些聖經學者去研究的時候
[00:03:54.420 --> 00:04:00.820]  發現在希臘文的70事譯本裡面
[00:04:00.820 --> 00:04:03.320]  其實有這一節的
[00:04:03.320 --> 00:04:07.380]  剛才我們所說的
[00:04:07.380 --> 00:04:10.760]  m之後應該是n
[00:04:10.760 --> 00:04:12.520]  但是沒有了
[00:04:12.520 --> 00:04:13.340]  為什麼呢?
[00:04:13.340 --> 00:04:15.900]  原來後來他們就在
[00:04:15.900 --> 00:04:18.460]  我們知道大概在一九五幾年
[00:04:18.460 --> 00:04:20.620]  或者四幾年的時候
[00:04:20.620 --> 00:04:22.820]  我們發現了一個很重要的經卷
[00:04:22.820 --> 00:04:26.020]  就是昆蘭的死海古卷
[00:04:26.020 --> 00:04:27.340]  大家都知道
[00:04:27.340 --> 00:04:31.060]  因為最近的首抄本聖經都是大概一千年
[00:04:31.060 --> 00:04:32.860]  主後一千年
[00:04:32.860 --> 00:04:36.260]  但是這個昆蘭的古卷
[00:04:36.260 --> 00:04:43.900]  是可以追溯到主前的一二世紀
[00:04:43.900 --> 00:04:46.820]  所以是一個很古老的抄本
[00:04:46.820 --> 00:04:47.980]  所以我們看到
[00:04:47.980 --> 00:04:50.580]  原來這裡真的有一節
[00:04:50.580 --> 00:04:51.940]  可能小一點
[00:04:51.940 --> 00:04:55.780]  但是你看到跟這個n這個字是一樣的
[00:04:55.780 --> 00:04:57.260]  就是這一句
[00:04:57.260 --> 00:04:58.780]  這一句是什麼呢?
[00:04:58.780 --> 00:05:01.220]  英文就是說
[00:05:01.220 --> 00:05:07.260]  God is faithful in His work and is kind in all His works
[00:05:07.260 --> 00:05:09.060]  我們的解釋就是這樣
[00:05:09.060 --> 00:05:11.060]  剛才大家都讀過的
[00:05:11.060 --> 00:05:12.900]  如果剛才大家看到敬拜典
[00:05:12.900 --> 00:05:17.100]  你都看到他們特別將這一句突出了出來
[00:05:17.100 --> 00:05:20.380]  我們可以一起讀一讀這一句
[00:05:20.380 --> 00:05:24.420]  耶和華一切的話信實可靠
[00:05:24.420 --> 00:05:28.420]  他一切的作為都有慈愛
[00:05:28.420 --> 00:05:31.340]  為什麼這麼辛苦要去做考古
[00:05:31.340 --> 00:05:34.100]  去找回聖經的古卷
[00:05:34.100 --> 00:05:36.500]  這些人都是讓我們看見
[00:05:36.500 --> 00:05:38.100]  他們很珍惜聖經
[00:05:38.100 --> 00:05:42.060]  正如這句話給了我很多的啟發
[00:05:42.060 --> 00:05:44.900]  他說「神的話語信實可靠」
[00:05:44.900 --> 00:05:49.020]  今天我們的信仰就是建立在神的話語上面
[00:05:49.020 --> 00:05:51.540]  所以我們用很多心機、時間
[00:05:51.540 --> 00:05:53.180]  去研究聖經
[00:05:53.180 --> 00:05:54.580]  一點都不浪費
[00:05:54.580 --> 00:05:58.100]  這個是非常寶貴的一個經驗
[00:05:58.100 --> 00:05:59.980]  在找的過程裏面
[00:05:59.980 --> 00:06:03.860]  我記起小時候很矚目的一個場景
[00:06:03.860 --> 00:06:05.220]  是什麼呢?
[00:06:05.220 --> 00:06:08.540]  我記得我小時候經常會去曬字區
[00:06:08.540 --> 00:06:13.020]  因為我媽媽經常約了一些朋友去曬字區
[00:06:13.020 --> 00:06:15.900]  讓我們小朋友在街上玩
[00:06:15.900 --> 00:06:19.540]  有一次我見到有一個男人
[00:06:19.540 --> 00:06:21.460]  年輕人,很大隻
[00:06:21.460 --> 00:06:24.580]  走到一個坑渠口
[00:06:24.580 --> 00:06:26.780]  揭開這個坑渠
[00:06:26.780 --> 00:06:31.060]  然後用他的手挖那些淤泥出來
[00:06:31.060 --> 00:06:32.860]  嘩!我心想
[00:06:32.860 --> 00:06:37.820]  渠慕祖為什麼會這麼奮身去做這件事
[00:06:37.820 --> 00:06:40.340]  原來他不是渠慕祖來的
[00:06:40.340 --> 00:06:42.300]  他只不過是一個
[00:06:42.300 --> 00:06:46.100]  他挖完一個淤泥就挖另一個淤泥
[00:06:46.100 --> 00:06:50.220]  然後他原來在裏面找一些蠔子
[00:06:50.220 --> 00:06:51.900]  即是說有些人
[00:06:51.900 --> 00:06:55.860]  滾了一些蠔子到坑渠去撿回來
[00:06:55.860 --> 00:06:57.420]  撿完之後
[00:06:57.420 --> 00:06:58.940]  嘩!那麼觸目
[00:06:58.940 --> 00:07:00.420]  我就看他做什麼了
[00:07:00.420 --> 00:07:05.780]  原來拿一些蠔子去買了一瓶汽水喝
[00:07:05.780 --> 00:07:08.780]  聽起來其實是很噁心的一個故事
[00:07:08.780 --> 00:07:13.740]  但是我卻在裏面發現一個很寶貴的訊息
[00:07:13.740 --> 00:07:19.540]  他為了幾毫子淤泥都不怕去挖
[00:07:19.540 --> 00:07:21.940]  多骯髒都不怕去挖
[00:07:21.940 --> 00:07:23.860]  今天我們作為基督徒
[00:07:23.860 --> 00:07:27.380]  我們對神的話語的態度是什麼?
[00:07:27.380 --> 00:07:31.700]  神的話語是不是比金紙更加的可貴?
[00:07:31.700 --> 00:07:33.620]  今天我們有沒有這種精神
[00:07:33.620 --> 00:07:37.660]  努力去尋求、明白、認識上帝的話語呢?
[00:07:37.660 --> 00:07:38.900]  各位弟妹
[00:07:38.900 --> 00:07:41.740]  讓我們今天多一點時間
[00:07:41.740 --> 00:07:45.620]  停住在神的話語去了解、去研究
[00:07:45.620 --> 00:07:49.180]  因為神的話語信實、可靠
[00:07:49.180 --> 00:07:53.580]  祂的作為一切都是誠實、慈愛
[00:07:53.580 --> 00:07:56.500]  今天我們看這段經文
[00:07:56.500 --> 00:08:01.060]  我們嘗試從它的整體結構稍為了解一下
[00:08:01.060 --> 00:08:03.660]  我們會見到其實在屍體裏面
[00:08:03.660 --> 00:08:08.540]  經常會出現這個叫做交叉平衡的現象
[00:08:08.540 --> 00:08:12.660]  其實我們中國的古詩都是這樣
[00:08:12.660 --> 00:08:13.900]  寫對聯
[00:08:13.900 --> 00:08:20.140]  你最近是不是貼了兩張在你門口那裏?
[00:08:20.140 --> 00:08:21.340]  對呀
[00:08:21.340 --> 00:08:23.260]  平則又要對
[00:08:23.260 --> 00:08:25.940]  那些詞語又要對
[00:08:25.940 --> 00:08:29.620]  你會見到古人他們用文字的時候
[00:08:29.620 --> 00:08:32.620]  是一種很重要平衡的美麗
[00:08:32.620 --> 00:08:34.180]  所以我們也發現
[00:08:34.180 --> 00:08:38.020]  在詩篇裏面有這種平衡的美麗在裏面
[00:08:38.020 --> 00:08:41.860]  你會見到原來這段經文裏面
[00:08:41.860 --> 00:08:45.860]  它的頭尾是一樣的主題
[00:08:45.860 --> 00:08:50.700]  中間亦都是一個很近似的意思
[00:08:50.700 --> 00:08:55.340]  而最後第三個層次都是很接近的
[00:08:55.340 --> 00:08:57.940]  所以這種就稱為交叉平衡
[00:08:57.940 --> 00:09:01.580]  即是在裏面是一個很平衡的比對
[00:09:01.580 --> 00:09:03.020]  有什麼好處呢?
[00:09:03.020 --> 00:09:06.420]  古代的人他們沒有用標題、沒有用標點符號
[00:09:06.420 --> 00:09:09.740]  剛才大家看那些文字一大堆
[00:09:09.740 --> 00:09:11.500]  他們透過這種平衡
[00:09:11.500 --> 00:09:13.180]  方便去記憶
[00:09:13.180 --> 00:09:18.180]  亦都讓人很好的去了解整個的文意
[00:09:18.180 --> 00:09:20.380]  是一個很有趣的趣味
[00:09:20.380 --> 00:09:24.540]  亦都是一個很重要的訊息的傳遞
[00:09:24.540 --> 00:09:28.580]  所以這就是我們去了解這段經文的一個很重要的訊息
[00:09:28.580 --> 00:09:34.060]  所以我們今天會透過頭尾的經文
[00:09:34.060 --> 00:09:36.300]  即是這兩段共同的經文
[00:09:36.300 --> 00:09:37.460]  共同意思的經文
[00:09:37.460 --> 00:09:39.500]  我們放在一起來看
[00:09:39.500 --> 00:09:42.780]  看今天頂段的經文的解釋
[00:09:42.780 --> 00:09:44.660]  第一段剛才讀過的
[00:09:44.660 --> 00:09:48.100]  我的神我的王我要永遠的尊崇你
[00:09:48.100 --> 00:09:51.060]  我要永永遠遠的稱頌你的名
[00:09:51.060 --> 00:09:53.460]  我要天天稱頌你
[00:09:53.460 --> 00:09:57.500]  永永遠遠讚美你的名
[00:09:57.500 --> 00:09:59.100]  我們在這裏看到
[00:09:59.100 --> 00:10:01.340]  詩人一開始告訴我們
[00:10:01.340 --> 00:10:06.180]  讚美神原來是一件天天都要做的事
[00:10:06.180 --> 00:10:10.100]  亦都是一直做到永遠的事
[00:10:10.100 --> 00:10:11.780]  你可否想像得到
[00:10:11.780 --> 00:10:16.140]  今天你的敬拜可以天天進行的
[00:10:16.140 --> 00:10:18.700]  他說不行,我要上班
[00:10:18.700 --> 00:10:21.860]  我星期日才可以來這裏敬拜
[00:10:21.860 --> 00:10:23.180]  其實弟兄姊妹
[00:10:23.180 --> 00:10:27.460]  在我們每天的生活裏面都可以敬拜
[00:10:27.460 --> 00:10:31.780]  我們的敬拜不是停留在此時此地此刻
[00:10:31.780 --> 00:10:34.860]  我們的神是長遠活著
[00:10:34.860 --> 00:10:36.660]  永恆的上主
[00:10:36.660 --> 00:10:38.340]  在每時每地
[00:10:38.340 --> 00:10:40.300]  我們都可以敬拜我們的神
[00:10:40.300 --> 00:10:47.580]  我們敬拜是要從今天日日去到永遠一直的讚美
[00:10:47.580 --> 00:10:49.020]  並且我們在經文裏面
[00:10:49.020 --> 00:10:53.300]  我們看到一個很重要的進程
[00:10:53.300 --> 00:10:55.700]  整段經文我們看到一個很重要的進程
[00:10:55.700 --> 00:10:57.700]  是先由我開始
[00:10:57.700 --> 00:11:00.180]  去到我那代
[00:11:00.180 --> 00:11:03.020]  去到世世代代
[00:11:03.020 --> 00:11:06.500]  接著去到神的國度
[00:11:06.500 --> 00:11:09.980]  最後是整個天地萬物
[00:11:09.980 --> 00:11:11.740]  眾生萬有
[00:11:11.740 --> 00:11:14.460]  包括屬天屬地的一切
[00:11:14.460 --> 00:11:15.740]  一切的敬拜
[00:11:15.740 --> 00:11:19.180]  這個是在詩篇裏面呈現的
[00:11:19.180 --> 00:11:22.380]  讓我們看到一個敬拜的進程
[00:11:22.380 --> 00:11:25.060]  原來我們的敬拜是由我們開始
[00:11:25.060 --> 00:11:26.500]  我們傳給
[00:11:26.500 --> 00:11:29.940]  將我們的信仰繼續傳給我們的兒女
[00:11:29.940 --> 00:11:32.100]  兒女傳給他的兒女
[00:11:32.100 --> 00:11:36.300]  直至整個大地更多上帝的選民
[00:11:36.300 --> 00:11:37.940]  成為神的國度
[00:11:37.940 --> 00:11:40.780]  最後天地都來到讚美
[00:11:40.780 --> 00:11:44.860]  這個就是呈現給我們看見一個很重要的訊息
[00:11:44.860 --> 00:11:48.180]  原來我們的敬拜除了在此時此刻
[00:11:48.180 --> 00:11:49.860]  這個時空發生
[00:11:49.860 --> 00:11:52.420]  同時亦都是展望
[00:11:52.420 --> 00:11:54.020]  有一個遠景
[00:11:54.020 --> 00:11:55.820]  是展望到未來
[00:11:55.820 --> 00:11:57.940]  展望到將來
[00:11:57.940 --> 00:11:59.100]  甚至是超越時空
[00:11:59.100 --> 00:12:02.420]  我們是結合了歷世歷代
[00:12:02.420 --> 00:12:08.100]  過去、現在、將來所有上帝的子民
[00:12:08.100 --> 00:12:09.900]  以及天地萬物
[00:12:09.900 --> 00:12:13.060]  包括我們地上的人
[00:12:13.060 --> 00:12:14.260]  自然界
[00:12:14.260 --> 00:12:16.660]  甚至是在天上面
[00:12:16.660 --> 00:12:18.620]  上帝的天使、天君
[00:12:18.620 --> 00:12:20.740]  的一個這樣的場面
[00:12:20.740 --> 00:12:21.740]  想到這個時候
[00:12:21.740 --> 00:12:23.300]  我自己覺得很渺小
[00:12:23.300 --> 00:12:25.940]  我們人只是一個很小的個體
[00:12:25.940 --> 00:12:29.460]  但我們卻是能夠結合整個宇宙萬物
[00:12:29.460 --> 00:12:30.740]  來去敬拜上帝
[00:12:30.740 --> 00:12:35.420]  你是否想像得到這是多麼偉大的一個場面
[00:12:35.420 --> 00:12:36.820]  各位
[00:12:36.820 --> 00:12:38.500]  其實這件事
[00:12:38.500 --> 00:12:41.740]  在過去並不能夠這樣發生
[00:12:41.740 --> 00:12:43.220]  在聖經的舊約裏面
[00:12:43.220 --> 00:12:48.820]  我們知道為何會取耶路撒冷作為敬拜的地方
[00:12:48.820 --> 00:12:50.740]  是神特別指定
[00:12:50.740 --> 00:12:54.340]  是大衛特別指定
[00:12:54.340 --> 00:12:55.380]  這個地方
[00:12:55.380 --> 00:12:57.700]  他發現是天的門
[00:12:57.700 --> 00:12:59.580]  是通天的一個通道
[00:12:59.580 --> 00:13:04.140]  當時大衛犯了一個數點文數的罪
[00:13:04.140 --> 00:13:10.300]  即是他沒有按照春埃及記的規定
[00:13:10.300 --> 00:13:14.380]  附上半個錫克勒的贖價銀
[00:13:14.380 --> 00:13:15.860]  當他要數點文數
[00:13:15.860 --> 00:13:18.420]  其實是他要出征的過程
[00:13:18.420 --> 00:13:22.260]  在舊約規定一定要附上這個贖價銀
[00:13:22.260 --> 00:13:23.900]  所以他沒有這樣做的時候
[00:13:23.900 --> 00:13:27.980]  就將上帝的軍隊變成了自己的軍隊
[00:13:27.980 --> 00:13:30.020]  這個詳細的意思
[00:13:30.020 --> 00:13:33.260]  我們有時間和空間再討論
[00:13:33.260 --> 00:13:35.340]  但在這裏讓我們看到
[00:13:35.340 --> 00:13:37.340]  當時在聖經記載
[00:13:37.340 --> 00:13:42.540]  有一個天使站在阿爾南的禾牆那裏
[00:13:42.540 --> 00:13:43.740]  在耶路撒冷
[00:13:43.740 --> 00:13:46.860]  用劍來指著耶路撒冷
[00:13:46.860 --> 00:13:49.420]  而原來這個阿爾南的禾牆
[00:13:49.420 --> 00:13:53.500]  正正就是後來建聖殿的地方
[00:13:53.500 --> 00:13:57.220]  他在這裏大衛開始建聖殿
[00:13:57.220 --> 00:14:00.300]  其實這裏是一個通天的通道
[00:14:00.300 --> 00:14:02.900]  上帝在建聖殿的時候
[00:14:02.900 --> 00:14:07.500]  聖經形容火是從天上降下來這個地方
[00:14:07.500 --> 00:14:08.780]  所以我們知道
[00:14:08.780 --> 00:14:13.580]  上帝設定了耶路撒冷成為敬拜的中心
[00:14:13.580 --> 00:14:19.100]  後來有一些混種的猶太人
[00:14:19.100 --> 00:14:21.340]  我們稱為撒瑪利亞人
[00:14:21.340 --> 00:14:26.060]  他們就嘗試和耶路撒冷分庭抗禮
[00:14:26.060 --> 00:14:29.020]  他們在這個叫做基利森山的地方
[00:14:29.020 --> 00:14:31.100]  另外建了一個仿製品
[00:14:31.100 --> 00:14:34.300]  不可以說是假的
[00:14:34.300 --> 00:14:38.860]  他們自己想設立一個他們自己的敬拜中心
[00:14:38.860 --> 00:14:39.660]  所以你明白
[00:14:39.660 --> 00:14:43.860]  為什麼當耶穌見到撒瑪利亞婦人的時候
[00:14:43.860 --> 00:14:47.460]  撒瑪利亞婦人會問耶穌一個這麼特別的問題
[00:14:47.460 --> 00:14:51.620]  她說我的祖宗在這個山上敬拜
[00:14:51.620 --> 00:14:55.300]  究竟我們要在哪裏來敬拜
[00:14:55.300 --> 00:15:00.500]  其實以前我覺得這個婦人轉換了話題
[00:15:00.500 --> 00:15:04.020]  耶穌告訴她有五個丈夫的時候
[00:15:04.020 --> 00:15:05.740]  她突然間轉換了這個話題
[00:15:05.740 --> 00:15:07.420]  但是原來我今天要多謝她
[00:15:07.420 --> 00:15:09.140]  因為透過她
[00:15:09.140 --> 00:15:13.220]  我們明白到敬拜是一個很重要的訊息
[00:15:13.220 --> 00:15:15.100]  耶穌宣告說
[00:15:15.100 --> 00:15:18.420]  「事後將到,現在就是了」
[00:15:18.420 --> 00:15:22.700]  真正拜父的是用心靈和誠實敬拜他
[00:15:22.700 --> 00:15:26.100]  因為正要這樣的人敬拜他
[00:15:26.100 --> 00:15:27.100]  神是一個靈
[00:15:27.100 --> 00:15:31.220]  所以敬拜他的用心靈和誠實敬拜他
[00:15:31.220 --> 00:15:34.380]  這件事在舊約的時候不可能發生
[00:15:34.380 --> 00:15:37.740]  他們敬拜的中心設定了在耶路撒冷
[00:15:37.740 --> 00:15:39.500]  在某個時間
[00:15:39.500 --> 00:15:42.260]  每年大祭才要進入那個致勝所
[00:15:42.260 --> 00:15:44.820]  去為萬民贖罪
[00:15:44.820 --> 00:15:47.460]  但是在耶穌的時代開始
[00:15:47.460 --> 00:15:50.860]  他這個宣告是一個劃時代的宣告
[00:15:50.860 --> 00:15:54.860]  他宣告敬拜是用你的心靈和誠實
[00:15:54.860 --> 00:15:56.380]  不在這個山上
[00:15:56.380 --> 00:15:58.100]  也不在耶路撒冷
[00:15:58.100 --> 00:16:00.180]  只要我們在我們的心靈裏面
[00:16:00.180 --> 00:16:03.020]  用誠實來面對我們的主
[00:16:03.020 --> 00:16:05.180]  我們透過聖靈、透過真理
[00:16:05.180 --> 00:16:07.180]  就可以敬拜我們的上帝
[00:16:07.180 --> 00:16:08.380]  各位兄弟姐妹
[00:16:08.380 --> 00:16:11.700]  這是一個何等奇妙的事
[00:16:11.700 --> 00:16:15.660]  耶穌這個宣告是一個超越時空的宣告
[00:16:15.660 --> 00:16:16.940]  耶穌這個宣告說
[00:16:16.940 --> 00:16:19.980]  「事後將到,現在就是了」
[00:16:19.980 --> 00:16:23.380]  古人經常說「那個時間,那個時間」
[00:16:23.380 --> 00:16:26.820]  原來耶穌說「這個就是那個時間」
[00:16:26.820 --> 00:16:29.620]  超越了時間的限制
[00:16:29.620 --> 00:16:32.540]  你說要用這個山來敬拜
[00:16:32.540 --> 00:16:33.340]  我告訴你
[00:16:33.340 --> 00:16:36.180]  用你的心靈、誠實敬拜就可以了
[00:16:36.180 --> 00:16:41.420]  原來這句話是一個非常重要的訊息
[00:16:41.420 --> 00:16:43.340]  在我們的主
[00:16:43.340 --> 00:16:46.580]  在啟示錄裏面
[00:16:46.580 --> 00:16:48.140]  祂曾經宣告說
[00:16:48.140 --> 00:16:51.180]  「我是阿拉伯,我是和梅加」
[00:16:51.180 --> 00:16:55.660]  其實就是希臘文的頭、尾兩個英文字母
[00:16:55.660 --> 00:16:58.820]  「我是開始,我都是終結」
[00:16:58.820 --> 00:17:01.220]  所以在我們上主的面前
[00:17:01.220 --> 00:17:05.100]  所有的時間都變成了永恆的現在式
[00:17:05.100 --> 00:17:07.460]  沒有過去、沒有將來
[00:17:07.460 --> 00:17:10.260]  所有都是好像一張紙一樣
[00:17:10.260 --> 00:17:12.980]  赤露塘開在神的面前
[00:17:12.980 --> 00:17:13.980]  各位弟兄姐妹
[00:17:13.980 --> 00:17:18.140]  你能不能想像是甚麼一件事
[00:17:18.140 --> 00:17:21.020]  所以今天我們來到神的面前敬拜
[00:17:21.020 --> 00:17:24.140]  我們是超越了時間、空間的限制
[00:17:24.140 --> 00:17:28.340]  我們甚至可以和我們歷代的信徒一同敬拜
[00:17:28.340 --> 00:17:32.060]  我們超越了地上空間的限制
[00:17:32.060 --> 00:17:35.940]  我們真的可以去到寶座的面前敬拜
[00:17:35.940 --> 00:17:40.020]  我們在靈裏面去到神的寶座面前敬拜
[00:17:40.020 --> 00:17:43.140]  各位,這是我們過去不能夠想像的
[00:17:43.140 --> 00:17:46.140]  但是今天卻是發生在這個地上
[00:17:46.140 --> 00:17:49.660]  各位,我們不需要一定要等到主在來
[00:17:49.660 --> 00:17:52.300]  那個最終的敬拜
[00:17:52.300 --> 00:17:54.300]  我們今天在這個地方
[00:17:54.300 --> 00:17:56.340]  主亦都臨在我們當中
[00:17:56.340 --> 00:17:58.100]  聖靈工作的時候
[00:17:58.100 --> 00:17:59.860]  聖靈運行的時候
[00:17:59.860 --> 00:18:04.620]  祂的恩高能力、權柄就向會眾來傾流
[00:18:04.620 --> 00:18:05.940]  所以弟兄姐妹
[00:18:05.940 --> 00:18:09.260]  其實兩個世界
[00:18:09.260 --> 00:18:13.980]  屬靈的世界和我們這個世界是可以互相影響的
[00:18:13.980 --> 00:18:15.380]  有時候在我們的敬拜裏面
[00:18:15.380 --> 00:18:17.500]  我們真的很感受到
[00:18:17.500 --> 00:18:23.100]  我們很嘗試去設計每一個程序去發生
[00:18:23.100 --> 00:18:26.940]  但是很多時候我和敬拜隊
[00:18:26.940 --> 00:18:28.540]  沒有談過的
[00:18:28.540 --> 00:18:29.980]  事前沒有談過
[00:18:29.980 --> 00:18:31.180]  但是很多時候在敬拜裏面
[00:18:31.180 --> 00:18:33.780]  我會發覺為甚麼我要說的話
[00:18:33.780 --> 00:18:36.140]  或者我要表達的訊息
[00:18:36.140 --> 00:18:37.500]  有時候在師班
[00:18:37.500 --> 00:18:40.460]  在敬拜隊裏面,他們就唱了出來
[00:18:40.460 --> 00:18:41.940]  我很深信
[00:18:41.940 --> 00:18:45.300]  每一個敬拜都是聖靈帶領著我們
[00:18:45.300 --> 00:18:47.940]  只要我們願意信服聖靈的引導
[00:18:47.940 --> 00:18:52.780]  上帝會讓我們經歷到一個在地若天的敬拜
[00:18:52.780 --> 00:18:57.900]  其實天地互通是最重要的秘訣
[00:18:57.900 --> 00:18:59.420]  今天我們在地上的敬拜
[00:18:59.420 --> 00:19:07.140]  其實是在模仿天上的永恆的敬拜
[00:19:07.140 --> 00:19:09.380]  聖經裏面,在啟示錄裏面
[00:19:09.380 --> 00:19:11.180]  給我們看到
[00:19:11.180 --> 00:19:13.100]  在天上敬拜的時候
[00:19:13.100 --> 00:19:15.900]  有一個很特別的現象
[00:19:15.900 --> 00:19:19.900]  在主的周圍有二十四長老
[00:19:19.900 --> 00:19:22.940]  於是有一些解經的人就說
[00:19:22.940 --> 00:19:26.940]  二十四是怎樣來的呢?
[00:19:26.940 --> 00:19:28.940]  就是十二加十二
[00:19:28.940 --> 00:19:30.820]  於是就告訴我們
[00:19:30.820 --> 00:19:34.260]  可能是舊約的十二支派
[00:19:34.260 --> 00:19:36.700]  加上新約十二使徒
[00:19:36.700 --> 00:19:41.580]  所以這個就是神子民的一個代表
[00:19:41.580 --> 00:19:43.620]  當然我不反對這個說法
[00:19:43.620 --> 00:19:46.580]  但是我覺得有另一個說法
[00:19:46.580 --> 00:19:50.740]  可能會更加有意思
[00:19:50.740 --> 00:19:53.300]  或者可能有深一層的意思
[00:19:53.300 --> 00:19:57.060]  原來大衛
[00:19:57.060 --> 00:20:04.220]  本來他想為主建一座聖殿
[00:20:04.220 --> 00:20:06.100]  但是聖經告訴我們
[00:20:06.100 --> 00:20:08.860]  因為他的手流過很多人的血
[00:20:08.860 --> 00:20:13.540]  所以上帝只是沒有委派他來做這件事
[00:20:13.540 --> 00:20:16.100]  但是他又見到神的約慧
[00:20:16.100 --> 00:20:18.500]  沒有地方可以安放
[00:20:18.500 --> 00:20:23.020]  於是最後他就把他迎接到耶路撒冷
[00:20:23.020 --> 00:20:27.900]  放一個稱為大衛帳幕的地方
[00:20:27.900 --> 00:20:32.260]  當時他迎接到耶路撒冷的時候
[00:20:32.260 --> 00:20:35.380]  他在外面跳舞
