
[00:00:00.000 --> 00:00:06.440]  現在講到一個很經典的內容
[00:02:57.960 --> 00:02:59.960]  即是說你現在十多歲
[00:02:59.960 --> 00:03:02.440]  但是你嘗試著這些
[00:03:02.440 --> 00:03:04.240]  有些人以前我們的時代
[00:03:04.240 --> 00:03:08.120]  可能是二十多歲 三十多歲才會經驗到的事情
[00:03:08.120 --> 00:03:09.600]  可能是色情
[00:03:09.600 --> 00:03:14.280]  可能是一些剛才說過的酒或者毒品之類的東西
[00:03:14.280 --> 00:03:19.440]  今日的美國兒童可能很早已經是面對這些的事
[00:03:19.440 --> 00:03:21.360]  第四 在學校裏面
[00:03:21.360 --> 00:03:25.440]  一些的武力 一些的暴力的問題
[00:03:25.440 --> 00:03:28.360]  可能是言語的暴力 可能是行為上的暴力
[00:03:28.360 --> 00:03:31.480]  是造成了人要保護自己
[00:03:31.480 --> 00:03:34.560]  或者你要加入一個的一黨人裏面
[00:03:34.560 --> 00:03:36.560]  你才能夠保護自己
[00:03:36.560 --> 00:03:39.040]  第五 是物質主義
[00:03:39.040 --> 00:03:47.280]  第六 是過於肥胖或者是一些obsessivity
[00:03:47.280 --> 00:03:49.920]  即是說他是沉迷在某些的上面
[00:03:49.920 --> 00:03:52.560]  美國其中一個是肥的問題
[00:03:52.560 --> 00:03:55.920]  大概20% 兩成的小朋友都是過肥
[00:03:55.920 --> 00:03:58.160]  是很肥的過肥
[00:03:58.160 --> 00:03:59.440]  所以是一個很嚴重的問題
[00:03:59.440 --> 00:04:02.760]  當然還有一些問題可能是一些行為上面
[00:04:02.760 --> 00:04:04.200]  坐在那裏經常看電視
[00:04:04.200 --> 00:04:06.480]  坐在那裏經常打機不做運動
[00:04:06.480 --> 00:04:10.120]  坐在那裏經常發呆 無所事事
[00:04:10.120 --> 00:04:13.600]  是一種的沉迷的一種的狀況
[00:04:13.600 --> 00:04:18.400]  第七 是美國其中一個情況是教育不均勻
[00:04:18.400 --> 00:04:22.680]  在美國裏面很多的白人或者亞洲人受的教育好些
[00:04:22.680 --> 00:04:26.440]  但是黑人 藍美人他們青少年受的教育是
[00:04:26.440 --> 00:04:28.120]  那個機遇很不均衡
[00:04:28.120 --> 00:04:30.840]  所以因為你學裏面有問題
[00:04:30.840 --> 00:04:32.720]  所以也都將來有問題
[00:04:32.720 --> 00:04:34.320]  第八是經濟的問題
[00:04:34.320 --> 00:04:37.520]  第九都相類似是貧窮的問題
[00:04:37.520 --> 00:04:43.000]  第十 是個人主義令到很多人沒有了國家的觀念
[00:04:43.000 --> 00:04:46.360]  很多的青少年他不知道美國的精神是甚麼
[00:04:46.360 --> 00:04:50.360]  他知道自己的精神是甚麼 太過個人主義
[00:04:50.360 --> 00:04:52.840]  今日想和大家講的不是講這些東西
[00:04:52.840 --> 00:04:54.240]  不過是一個引言
[00:04:54.240 --> 00:04:58.160]  但是跟著這幾點可能和你會更加直接有關係
[00:04:58.160 --> 00:05:01.000]  今日我們要講的不單止是人的行為問題
[00:05:01.000 --> 00:05:03.320]  心裏面一些很重要的問題
[00:05:03.320 --> 00:05:05.600]  究竟我們面對著甚麼高牆
[00:05:05.600 --> 00:05:07.200]  在你和我的生命裏面
[00:05:07.200 --> 00:05:13.880]  我都年輕過 我都試過由九歲十歲已經是面對很多的問題
[00:05:13.880 --> 00:05:15.960]  很多人生的困難
[00:05:15.960 --> 00:05:19.240]  讀小學三、四年班已經是面對很大很大的掙扎
[00:05:19.240 --> 00:05:21.720]  但我想以下的問題請你望一望
[00:05:21.720 --> 00:05:23.760]  是英文的 不過很簡單的英文
[00:05:23.760 --> 00:05:26.880]  第一 一字過出哂
[00:05:26.880 --> 00:05:29.920]  下次幫我逐點出啊 Connie 唔該
[00:05:29.920 --> 00:05:30.800]  出哂貓
[00:05:30.800 --> 00:05:33.960]  第一 Who am I 即是說第一 我是哪一個
[00:05:33.960 --> 00:05:36.320]  今日我們都會問我是一個甚麼人
[00:05:36.320 --> 00:05:40.840]  一個身份的危機
[00:05:40.840 --> 00:05:42.240]  我是哪一個人
[00:05:42.240 --> 00:05:44.640]  我生存在這個世界 為甚麼會出現
[00:05:44.640 --> 00:05:47.840]  我是一個應該怎樣的人
[00:05:47.840 --> 00:05:50.040]  第二是 What am I
[00:05:50.040 --> 00:05:55.120]  即是說我的生命裏面
[00:05:55.120 --> 00:05:57.640]  是應該在一個很被尊崇的位置
[00:05:57.640 --> 00:06:01.160]  是平平無奇或者是很差的一個人
[00:06:01.160 --> 00:06:02.800]  其實我是一個甚麼人
[00:06:02.800 --> 00:06:04.400]  我們都要問自己
[00:06:04.400 --> 00:06:06.560]  因為這個和我們讀書
[00:06:06.560 --> 00:06:08.280]  和我們交朋友
[00:06:08.280 --> 00:06:09.400]  和我們上教會
[00:06:09.400 --> 00:06:11.080]  和我們去到哪個地方都很有關係
[00:06:11.080 --> 00:06:12.880]  我是甚麼人
[00:06:12.880 --> 00:06:15.280]  一個有人說是尊嚴的問題
[00:06:15.280 --> 00:06:16.920]  或者一個都是和身份有關係
[00:06:16.920 --> 00:06:18.760]  不過有少少不同
[00:06:18.760 --> 00:06:20.640]  第三 我是去哪裏呢
[00:06:20.640 --> 00:06:22.920]  我的前途的問題
[00:06:22.920 --> 00:06:25.160]  今日當我兒子讀大學
[00:06:25.160 --> 00:06:26.440]  我女兒現在報大學
[00:06:26.440 --> 00:06:27.720]  他們都問一個問題
[00:06:27.720 --> 00:06:29.520]  我將來是怎樣
[00:06:29.520 --> 00:06:31.360]  其實按我的女兒的性格
[00:06:31.360 --> 00:06:33.960]  我懷疑她可能去博演藝可能好
[00:06:33.960 --> 00:06:36.320]  因為她唱歌是都幾好聽的
[00:06:36.320 --> 00:06:37.440]  她喜歡自彈自唱
[00:06:37.440 --> 00:06:39.880]  喜歡唱歌 懂得法文 德文 英文
[00:06:39.880 --> 00:06:41.760]  都是很流利的
[00:06:41.760 --> 00:06:42.680]  她可能會做那些
[00:06:42.680 --> 00:06:43.680]  不過我相信在神裏面
[00:06:43.680 --> 00:06:45.480]  我不希望她去做那些
[00:06:45.480 --> 00:06:47.680]  我希望她繼續去學習
[00:06:47.680 --> 00:06:49.000]  繼續或者去委身
[00:06:49.000 --> 00:06:50.520]  她曾經奉獻過給神
[00:06:50.520 --> 00:06:52.400]  全世界做宣教士
[00:06:52.400 --> 00:06:53.560]  究竟我是哪一個呢
[00:06:53.560 --> 00:06:55.000]  我將來會去哪裏呢
[00:06:55.000 --> 00:06:56.800]  都是我們要問的問題
[00:06:56.800 --> 00:06:59.640]  或者第四是一個道德的問題
[00:06:59.640 --> 00:07:01.760]  甚麼是對和不對呢
[00:07:01.760 --> 00:07:02.880]  今日我們做很多的事情
[00:07:02.880 --> 00:07:04.200]  每天我們做很多的事情
[00:07:04.200 --> 00:07:05.280]  都有一個抉擇
[00:07:05.280 --> 00:07:06.400]  一出門口我們有一個抉擇
[00:07:06.400 --> 00:07:07.560]  一遇到一個困難
[00:07:07.560 --> 00:07:08.200]  遇到一個事情
[00:07:08.200 --> 00:07:09.320]  我們都有一個抉擇
[00:07:09.320 --> 00:07:10.680]  究竟我們做哪樣是對
[00:07:10.680 --> 00:07:12.720]  哪樣是不對
[00:07:12.720 --> 00:07:13.520]  我怎樣對自己
[00:07:13.520 --> 00:07:14.520]  我怎樣對人呢
[00:07:14.520 --> 00:07:18.040]  都有很多的問號在這裏
[00:07:18.040 --> 00:07:19.040]  這個是心態的
[00:07:19.040 --> 00:07:20.160]  是一個道德的問題
[00:07:20.160 --> 00:07:21.360]  第五點是一個
[00:07:21.360 --> 00:07:22.360]  What should I do
[00:07:22.360 --> 00:07:24.040]  是一個行為上面
[00:07:24.040 --> 00:07:26.960]  甚麼行為才是我應該有的表現呢
[00:07:26.960 --> 00:07:28.040]  我這樣坐
[00:07:28.040 --> 00:07:28.880]  我這樣做
[00:07:28.880 --> 00:07:29.960]  人家說話我怎樣做
[00:07:29.960 --> 00:07:31.200]  或者我這樣和人家交往
[00:07:31.200 --> 00:07:32.720]  或者我吃這東西不吃那東西
[00:07:32.720 --> 00:07:33.480]  喝這東西不喝那東西
[00:07:33.480 --> 00:07:35.360]  是甚麼行為是對的呢
[00:07:35.360 --> 00:07:38.720]  在一個群體裏怎樣表現自己呢
[00:07:38.720 --> 00:07:40.600]  或者第六
[00:07:40.600 --> 00:07:42.000]  是怎樣和人家相處
[00:07:42.000 --> 00:07:42.960]  一起生活的時候
[00:07:42.960 --> 00:07:44.880]  因為沒有一個人是一個人生活
[00:07:44.880 --> 00:07:46.840]  我們講到每一個人都有家庭
[00:07:46.840 --> 00:07:48.960]  原則上應該都有一個家庭
[00:07:48.960 --> 00:07:49.720]  你和你的父母
[00:07:49.720 --> 00:07:51.000]  你的兄弟姊妹
[00:07:51.000 --> 00:07:51.920]  你回到學校裏面
[00:07:51.920 --> 00:07:53.400]  有你的同學相處
[00:07:53.400 --> 00:07:55.200]  那我怎樣和人家相處呢
[00:07:55.200 --> 00:07:57.520]  我是不是那個孤島的生活呢
[00:07:57.520 --> 00:07:59.840]  這些都是我們要問的問題
[00:07:59.840 --> 00:08:01.040]  這些都是
[00:08:01.040 --> 00:08:02.000]  如果處理得不好
[00:08:02.000 --> 00:08:03.680]  就好像人生的高牆一樣
[00:08:03.680 --> 00:08:05.480]  在那裏一一的建立
[00:08:05.480 --> 00:08:06.680]  是難阻住我們
[00:08:06.680 --> 00:08:07.960]  或者你可以說保護你
[00:08:07.960 --> 00:08:09.600]  但都是一個難阻
[00:08:09.600 --> 00:08:12.200]  令到你不知道無可適從
[00:08:12.200 --> 00:08:13.480]  你不知道怎樣做
[00:08:13.480 --> 00:08:14.720]  你不知道走前面的路
[00:08:14.720 --> 00:08:16.560]  你不知道怎樣去表現自己
[00:08:16.560 --> 00:08:18.560]  你不知道怎樣和人家相處
[00:08:18.560 --> 00:08:22.000]  這些可以都是你人生的高牆
[00:08:22.000 --> 00:08:23.480]  我不知道你有沒有看過
[00:08:23.480 --> 00:08:24.560]  好像隔壁那個
[00:08:24.560 --> 00:08:25.440]  有沒有爬過那麼高
[00:08:25.440 --> 00:08:27.560]  不知道十幾層樓那麼高的那些攀石
[00:08:27.560 --> 00:08:29.520]  如果沒有了一些東西
[00:08:29.520 --> 00:08:31.280]  高牆很難去面對
[00:08:31.280 --> 00:08:33.560]  很難去對
[00:08:33.560 --> 00:08:35.960]  今天我們所講的故事其實很簡單
[00:08:35.960 --> 00:08:37.360]  剛才已經提過
[00:08:37.360 --> 00:08:39.360]  這個故事是源於
[00:08:39.360 --> 00:08:41.560]  神對阿伯拉罕有一個應許
[00:08:41.560 --> 00:08:43.280]  一個流瀨與物之地
[00:08:43.280 --> 00:08:44.520]  有一個地方叫迦南
[00:08:44.520 --> 00:08:45.760]  是很漂亮的地方
[00:08:45.760 --> 00:08:47.360]  是很豐富的出產
[00:08:47.360 --> 00:08:50.320]  但是當時阿伯拉罕
[00:08:50.320 --> 00:08:53.760]  他本身那個地方不是那麼豐盛
[00:08:53.760 --> 00:08:55.280]  神應許 神揀選了他們
[00:08:55.280 --> 00:08:58.280]  要應許他的後裔要進入這個地方
[00:08:58.280 --> 00:09:01.640]  但是一路歷史以來
[00:09:01.640 --> 00:09:06.720]  他的後代被埃及人去牢籠
[00:09:06.720 --> 00:09:09.680]  在四百年裏面做了奴隸
[00:09:09.680 --> 00:09:10.240]  入不到去
[00:09:10.240 --> 00:09:11.800]  最後他想進去的時候
[00:09:11.800 --> 00:09:13.040]  派探子進去
[00:09:13.040 --> 00:09:14.160]  派了多少個探子進去
[00:09:14.160 --> 00:09:17.040]  大家知不知道
[00:09:17.040 --> 00:09:18.640]  十二個探子
[00:09:18.640 --> 00:09:21.400]  但是這個十二個探子在迦南的地方回來之後
[00:09:21.400 --> 00:09:23.240]  有十個人他沒有信心
[00:09:23.240 --> 00:09:25.000]  哇 那個人很高大威猛
[00:09:25.000 --> 00:09:27.000]  我不能勝得過
[00:09:27.000 --> 00:09:28.520]  只有兩個
[00:09:28.520 --> 00:09:36.800]  是約書亞和加勒
[00:09:36.800 --> 00:09:38.440]  有兩個人進去很有信心
[00:09:38.440 --> 00:09:40.000]  所以神會給他們
[00:09:40.000 --> 00:09:41.240]  但是因為他們沒有信心
[00:09:41.240 --> 00:09:44.720]  神懲罰他們在四十年在曠野裏面漂流
[00:09:44.720 --> 00:09:45.720]  今天要講到
[00:09:45.720 --> 00:09:48.040]  這個故事在約書亞的第六章
[00:09:48.040 --> 00:09:48.880]  就是講到
[00:09:48.880 --> 00:09:50.040]  過了四十年之後
[00:09:50.040 --> 00:09:51.160]  神又帶領他們進去
[00:09:51.160 --> 00:09:52.760]  因為已經懲罰完了
[00:09:52.760 --> 00:09:53.840]  他們進去四十天
[00:09:53.840 --> 00:09:57.160]  那個不信任神用四十年懲罰了他們
[00:09:57.160 --> 00:09:58.680]  過往那一代都死了
[00:09:58.680 --> 00:10:00.400]  那些超過四十歲
[00:10:00.400 --> 00:10:02.560]  除了約書亞和加勒的都死了
[00:10:02.560 --> 00:10:04.080]  這個時候面對的是
[00:10:04.080 --> 00:10:07.120]  很多的人都在四十歲以下
[00:10:07.120 --> 00:10:08.280]  或者有些真是十幾歲
[00:10:08.280 --> 00:10:10.040]  好像和你們這樣的年紀
[00:10:10.040 --> 00:10:11.560]  面對一個新的挑戰
[00:10:11.560 --> 00:10:15.040]  還有一個神應許他們的地方
[00:10:15.040 --> 00:10:16.560]  神已經做了事了
[00:10:16.560 --> 00:10:18.920]  如果有經文可以幫我撥一些經文出來
[00:10:18.920 --> 00:10:22.240]  下面的經文
[00:10:22.240 --> 00:10:23.560]  在第四章第七節那裏
[00:10:23.560 --> 00:10:26.120]  講到神用一個神跡
[00:10:26.120 --> 00:10:29.720]  將一個藥櫃在藥彈河裏面斷了水
[00:10:29.720 --> 00:10:31.480]  然後他們可以走過藥彈河
[00:10:31.480 --> 00:10:33.280]  進入這個迦南地
[00:10:33.280 --> 00:10:35.560]  這個神跡就好像昔日摩西
[00:10:35.560 --> 00:10:37.440]  帶領死人經過紅海一樣
[00:10:37.440 --> 00:10:39.960]  所以約書亞都是同樣一個這樣的領袖
[00:10:39.960 --> 00:10:42.120]  能夠帶領他們經過一個河
[00:10:42.120 --> 00:10:43.520]  原本是濕的
[00:10:43.520 --> 00:10:46.320]  神的藥櫃應該有神跡的顯現
[00:10:46.320 --> 00:10:48.560]  所以這個藥櫃的前進
[00:10:48.560 --> 00:10:50.160]  是沒有被水攔阻
[00:10:50.160 --> 00:10:51.880]  不會浸到藥櫃濕了
[00:10:51.880 --> 00:10:53.040]  是乾了
[00:10:53.040 --> 00:10:55.520]  這樣帶領以色列人進入這個迦南的地
[00:10:55.520 --> 00:10:58.600]  神用神跡去開始這件事
[00:10:58.600 --> 00:11:00.080]  第四章十三節那裏講到
[00:11:00.080 --> 00:11:02.240]  當時有四萬人準備好打仗
[00:11:02.240 --> 00:11:04.280]  因為這四十年裏面
[00:11:04.280 --> 00:11:05.960]  這班人其實不需要打仗
[00:11:05.960 --> 00:11:07.800]  因為神和他們同在曠野裏面
[00:11:07.800 --> 00:11:08.600]  他們沒有敵人
[00:11:08.600 --> 00:11:10.760]  在曠野可能有些猛獸
[00:11:10.760 --> 00:11:13.320]  但是他們知道的
[00:11:13.320 --> 00:11:14.360]  知道過了這四十年
[00:11:14.360 --> 00:11:15.280]  因為神和他們講
[00:11:15.280 --> 00:11:16.040]  和摩西講
[00:11:16.040 --> 00:11:17.080]  過了四十年之後
[00:11:17.080 --> 00:11:18.720]  你就要進入這個地方
[00:11:18.720 --> 00:11:22.000]  所以有一班人很預備自己
[00:11:22.000 --> 00:11:23.520]  他知道四十年一到
[00:11:23.520 --> 00:11:24.240]  神的時候到
[00:11:24.240 --> 00:11:26.800]  就要進入這個地方
[00:11:26.800 --> 00:11:29.680]  很興奮要打這場仗
[00:11:29.680 --> 00:11:30.240]  各位少年
[00:11:30.240 --> 00:11:31.680]  我不知道你怎樣預備你自己
[00:11:31.680 --> 00:11:32.760]  或者你那十幾歲覺得
[00:11:32.760 --> 00:11:35.000]  有些特別開始生老鼠
[00:11:35.000 --> 00:11:36.720]  或者你有些美貌
[00:11:36.720 --> 00:11:38.200]  你有些可以表現的地方
[00:11:38.200 --> 00:11:39.800]  嘩!我開始做人了
[00:11:39.800 --> 00:11:41.360]  我可以表現自己了
[00:11:41.360 --> 00:11:43.280]  我可以去發揮自己了
[00:11:43.280 --> 00:11:44.520]  這是一個這樣的過程
[00:11:44.520 --> 00:11:46.760]  當時他們的心情對峙
[00:11:46.760 --> 00:11:47.640]  嘩!我們很棒
[00:11:47.640 --> 00:11:49.040]  進去就砍下他們
[00:11:49.040 --> 00:11:50.040]  四十年之前
[00:11:50.040 --> 00:11:51.720]  我們的父親輩不行
[00:11:51.720 --> 00:11:52.320]  死光了
[00:11:52.320 --> 00:11:53.000]  死光了
[00:11:53.000 --> 00:11:53.680]  沒有辦法了
[00:11:53.680 --> 00:11:54.720]  現在我們起來了
[00:11:54.720 --> 00:11:55.520]  我們就是領袖
[00:11:55.520 --> 00:11:57.200]  我們要面對進去了
[00:11:57.200 --> 00:11:58.600]  他們很有自信
[00:11:58.600 --> 00:12:00.760]  這樣進入這個地方
[00:12:00.760 --> 00:12:01.480]  下一節
[00:12:01.480 --> 00:12:04.920]  而在那個時候
[00:12:04.920 --> 00:12:06.760]  他們很興奮的另一件事情
[00:12:06.760 --> 00:12:08.800]  就是他們能夠進入這個地方
[00:12:08.800 --> 00:12:11.400]  去食用那裏的出產
[00:12:11.400 --> 00:12:12.800]  大家知不知道曠野四十年
[00:12:12.800 --> 00:12:14.200]  他們吃甚麼的
[00:12:14.200 --> 00:12:15.440]  吃麻辣
[00:12:15.440 --> 00:12:17.520]  麻辣是一種很淡淡的
[00:12:17.520 --> 00:12:18.800]  一些小小甜味
[00:12:18.800 --> 00:12:20.720]  一些原點在天上降下來
[00:12:20.720 --> 00:12:21.960]  去食那些鵪鶉
[00:12:21.960 --> 00:12:24.200]  其實食了四十年
[00:12:24.200 --> 00:12:24.840]  是很悶
[00:12:24.840 --> 00:12:27.520]  是很窒息的
[00:12:27.520 --> 00:12:29.440]  根本不想再食這些東西
[00:12:29.440 --> 00:12:30.400]  過了四十年之後
[00:12:30.400 --> 00:12:33.840]  他們進去就食到那裏的出產
[00:12:33.840 --> 00:12:35.440]  是能夠無烤餅
[00:12:35.440 --> 00:12:36.320]  還有其他的菊
[00:12:36.320 --> 00:12:38.360]  有不同的一些食品
[00:12:38.360 --> 00:12:40.400]  他們就停止了食了四十年
[00:12:40.400 --> 00:12:44.080]  這些很淡很不好食的東西
[00:12:44.080 --> 00:12:46.240]  他們生命有種很大的興奮
[00:12:46.240 --> 00:12:48.200]  預備進入去
[00:12:48.200 --> 00:12:53.800]  這個就是今天這個故事的背景
[00:12:53.800 --> 00:12:55.080]  不過這個故事
[00:12:55.080 --> 00:12:58.840]  我想藉著幾段的內容
[00:12:58.840 --> 00:12:59.720]  跟大家分享
[00:12:59.720 --> 00:13:02.040]  耶利哥成門緊閉
[00:13:02.040 --> 00:13:03.360]  在六章第一節講到
[00:13:03.360 --> 00:13:05.800]  大臣說要交了給他們
[00:13:05.800 --> 00:13:07.400]  他們要行六日
[00:13:07.400 --> 00:13:08.400]  每日行一次
[00:13:08.400 --> 00:13:10.000]  第七日要行七次
[00:13:10.000 --> 00:13:11.960]  這個故事大家都很明白
[00:13:11.960 --> 00:13:17.360]  於是總共行多少次
[00:13:17.360 --> 00:13:18.320]  十三次
[00:13:18.320 --> 00:13:19.440]  大家英文又不行
[00:13:19.440 --> 00:13:20.000]  數學又不行
[00:13:20.000 --> 00:13:21.040]  中文又不行
[00:13:21.040 --> 00:13:22.040]  真的不行
[00:13:22.040 --> 00:13:23.240]  是我不行
[00:13:23.240 --> 00:13:24.120]  行了十三次
[00:13:24.120 --> 00:13:26.640]  大臣就將他們賜給他們
[00:13:26.640 --> 00:13:28.160]  最後他們呼喊
[00:13:28.160 --> 00:13:30.040]  安排了有神的藥櫃
[00:13:30.040 --> 00:13:31.600]  神的藥櫃前面有祭司
[00:13:31.600 --> 00:13:33.680]  祭司前面有戰士
[00:13:33.680 --> 00:13:34.880]  幾萬人在那裏
[00:13:34.880 --> 00:13:38.040]  這樣去行這十三次
[00:13:38.040 --> 00:13:39.480]  大臣講了要給他們的
[00:13:39.480 --> 00:13:40.880]  但是我想有三點
[00:13:40.880 --> 00:13:42.640]  其實我今天講到真的很短
[00:13:42.640 --> 00:13:44.520]  只有三點跟大家分享
[00:13:44.520 --> 00:13:47.200]  第一是生命的主權問題
[00:13:47.200 --> 00:13:50.200]  在五章十三節到十四節
[00:13:50.200 --> 00:13:52.440]  當要進入耶利哥成的時候
[00:13:52.440 --> 00:13:54.080]  下一章
[00:13:54.080 --> 00:13:59.520]  神就對約書亞一個顯現
[00:13:59.520 --> 00:14:00.640]  在五章十三節
[00:14:00.640 --> 00:14:02.640]  約書亞靠近耶利哥成的時候
[00:14:02.640 --> 00:14:04.320]  舉目觀看
[00:14:04.320 --> 00:14:06.560]  但是看到有一個人手裏拿了一把劍
[00:14:06.560 --> 00:14:07.240]  拔了出來
[00:14:07.240 --> 00:14:08.960]  在對面站在那裏
[00:14:08.960 --> 00:14:11.040]  約書亞就去到那裏問他
[00:14:11.040 --> 00:14:13.840]  你是幫我們還是幫我們的敵人呢
[00:14:13.840 --> 00:14:16.680]  這個站在那裏拿著一把劍的就說
[00:14:16.680 --> 00:14:17.840]  不是
[00:14:17.840 --> 00:14:21.800]  我來是要做你們軍隊的元帥
[00:14:21.800 --> 00:14:24.840]  約書亞就俯伏在地上下拜
[00:14:24.840 --> 00:14:29.520]  他說我主有甚麼吩咐僕人呢
[00:14:29.520 --> 00:14:32.040]  第一是生命主權的問題
[00:14:32.040 --> 00:14:36.720]  當約書亞和他這些在抗疫經過了四十年的
[00:14:36.720 --> 00:14:39.200]  在聖經文化四十歲以下都是青少年
[00:14:39.200 --> 00:14:41.040]  因為他們可能到百幾歲
[00:14:41.040 --> 00:14:42.200]  七八十歲
[00:14:42.200 --> 00:14:43.560]  加勒是到八十五歲
[00:14:43.560 --> 00:14:45.160]  還說我很強壯還可以打
[00:14:45.160 --> 00:14:47.520]  所以其實四十歲以下的就好像你們
[00:14:47.520 --> 00:14:49.160]  那個年齡的相對
[00:14:49.160 --> 00:14:50.200]  他很興奮
[00:14:50.200 --> 00:14:52.200]  很想進去打一場仗
[00:14:52.200 --> 00:14:54.280]  約書亞承繼了摩西之後
[00:14:54.280 --> 00:14:57.080]  他覺得摩西適合幾歲去挑戰法老
[00:14:57.080 --> 00:14:58.360]  去做這樣做那樣
[00:14:58.360 --> 00:14:59.440]  今天輪到我了
[00:14:59.440 --> 00:15:01.560]  我要去攻陷這個第一局的爭戰
[00:15:01.560 --> 00:15:02.720]  過了四十年的抗疫
[00:15:02.720 --> 00:15:06.680]  第一個我要贏取的地方
[00:15:06.680 --> 00:15:09.680]  但是這個時候有一個人
[00:15:09.680 --> 00:15:10.600]  從聖經的神學
