
[00:00:00.000 --> 00:00:07.000]  我們今天有一個題目就是「主恩救容,願神祝福我們,請我們一起禱告」
[00:01:50.000 --> 00:01:52.000]  有一位女士就說
[00:01:52.000 --> 00:01:56.000]  嘩!這篇道真是非常之好
[00:01:56.000 --> 00:01:58.000]  史佈鎮就說
[00:01:58.000 --> 00:02:00.000]  是的,女士
[00:02:00.000 --> 00:02:03.000]  當我一走下台的時候講完道
[00:02:03.000 --> 00:02:06.000]  其實魔鬼就有很細的聲音
[00:02:06.000 --> 00:02:08.000]  細細的在耳邊說
[00:02:08.000 --> 00:02:10.000]  都跟你講類似的話
[00:02:10.000 --> 00:02:11.000]  什麼意思呢?
[00:02:11.000 --> 00:02:13.000]  史佈鎮覺得
[00:02:13.000 --> 00:02:16.000]  真誠的稱讚是好的,沒有問題的
[00:02:16.000 --> 00:02:18.000]  但是撒旦往往
[00:02:18.000 --> 00:02:20.000]  在信徒裡面
[00:02:20.000 --> 00:02:22.000]  講一些有些成就
[00:02:22.000 --> 00:02:24.000]  就會挑起他的驕傲
[00:02:24.000 --> 00:02:27.000]  這個往往是撒旦的策略
[00:02:27.000 --> 00:02:29.000]  其實在我們的人生
[00:02:29.000 --> 00:02:31.000]  神給我們很多恩典
[00:02:31.000 --> 00:02:34.000]  有些處境我們感覺到很成功
[00:02:34.000 --> 00:02:37.000]  很稱心滿意的
[00:02:37.000 --> 00:02:40.000]  我們可能會去自我膨脹
[00:02:40.000 --> 00:02:41.000]  但是有時候
[00:02:41.000 --> 00:02:44.000]  神會也都讓我們經歷過一些低谷
[00:02:44.000 --> 00:02:45.000]  一些軟弱
[00:02:45.000 --> 00:02:48.000]  或者我們的黑暗面有很多困難
[00:02:48.000 --> 00:02:50.000]  有時候我們不知道怎樣去面對的時候
[00:02:50.000 --> 00:02:53.000]  我們會變得很抑鬱、沮喪
[00:02:53.000 --> 00:02:56.000]  或者缺乏我們的勇氣繼續前行
[00:02:56.000 --> 00:02:58.000]  無論怎樣的情況都是
[00:02:58.000 --> 00:03:01.000]  都是很多的問題
[00:03:01.000 --> 00:03:03.000]  但是我們看到今天這段經文
[00:03:03.000 --> 00:03:04.000]  很寶貝地告訴我們
[00:03:04.000 --> 00:03:06.000]  其實我們不應該這樣生活的
[00:03:06.000 --> 00:03:09.000]  我們看到神的恩典在我們的生命裡面
[00:03:09.000 --> 00:03:11.000]  無論是高低
[00:03:11.000 --> 00:03:13.000]  神的恩典是夠我們用的
[00:03:13.000 --> 00:03:16.000]  我們怎麼用神的恩典過我們的生活
[00:03:16.000 --> 00:03:18.000]  這個就是一個很重要的
[00:03:18.000 --> 00:03:20.000]  寶羅他的經歷告訴我們
[00:03:20.000 --> 00:03:23.000]  他怎樣看高低一些的經歷
[00:03:23.000 --> 00:03:26.000]  或者我們看這段經文之前
[00:03:26.000 --> 00:03:29.000]  我們在哥倫多後書十二章
[00:03:29.000 --> 00:03:30.000]  一到十節
[00:03:30.000 --> 00:03:32.000]  之前的經文講到什麼呢
[00:03:32.000 --> 00:03:34.000]  就是原來哥倫多教會
[00:03:34.000 --> 00:03:37.000]  有一些叫做超級使徒
[00:03:37.000 --> 00:03:40.000]  這些超級使徒其實是假教師
[00:03:40.000 --> 00:03:42.000]  他們來到做什麼有什麼特點呢
[00:03:42.000 --> 00:03:44.000]  他們的特點就是喜歡自誇的
[00:03:44.000 --> 00:03:46.000]  很喜歡自己推薦自己
[00:03:46.000 --> 00:03:48.000]  哇!你看我多厲害
[00:03:48.000 --> 00:03:51.000]  我有很多高級的
[00:03:51.000 --> 00:03:55.000]  同時他要貶低寶羅這個使徒的權柄
[00:03:55.000 --> 00:04:00.000]  因為很想會眾去聽他們說話
[00:04:00.000 --> 00:04:02.000]  寶羅為了這樣的緣故
[00:04:02.000 --> 00:04:05.000]  他覺得不可以讓這些超級使徒
[00:04:05.000 --> 00:04:07.000]  這樣去講這些東西
[00:04:07.000 --> 00:04:09.000]  於是乎他在第十章
[00:04:09.000 --> 00:04:13.000]  一直到我們接下來這段經文之前
[00:04:13.000 --> 00:04:15.000]  他特別講到
[00:04:15.000 --> 00:04:18.000]  沒辦法如果你們這樣自誇
[00:04:18.000 --> 00:04:19.000]  我如果要自誇
[00:04:19.000 --> 00:04:22.000]  我比你們更加多東西可以自誇
[00:04:22.000 --> 00:04:24.000]  雖然他一直都沒有這樣做
[00:04:24.000 --> 00:04:27.000]  所以他在這段經文之前一段
[00:04:27.000 --> 00:04:30.000]  他講他自己的資格在哪裡
[00:04:30.000 --> 00:04:33.000]  第一他說我是一個純正的以色列人
[00:04:33.000 --> 00:04:35.000]  如果論說神的用人
[00:04:35.000 --> 00:04:37.000]  我更加是神的用人
[00:04:37.000 --> 00:04:40.000]  因為神的用人就是為神受苦
[00:04:40.000 --> 00:04:43.000]  他有很多被監禁
[00:04:43.000 --> 00:04:44.000]  被鞭打
[00:04:44.000 --> 00:04:46.000]  他甚至乎有一天
[00:04:46.000 --> 00:04:49.000]  一天一夜在海裏面掙扎
[00:04:49.000 --> 00:04:52.000]  我不知道大家有沒有為主去這樣做
[00:04:52.000 --> 00:04:54.000]  即是命都沒有
[00:04:54.000 --> 00:04:57.000]  他說如果要去誇口
[00:04:57.000 --> 00:04:59.000]  我有很多東西要誇口
[00:04:59.000 --> 00:05:01.000]  來到這一段更加厲害
[00:05:01.000 --> 00:05:04.000]  寶羅講一件很特別的事情
[00:05:04.000 --> 00:05:07.000]  就是一個很超自然的經歷
[00:05:07.000 --> 00:05:10.000]  恐怕所有的所謂超級仕途
[00:05:10.000 --> 00:05:12.000]  沒有一個人能夠有這個經歷
[00:05:12.000 --> 00:05:14.000]  或者我們看看這個經歷是怎樣
[00:05:14.000 --> 00:05:17.000]  我們看看神比寶羅
[00:05:17.000 --> 00:05:20.000]  就是一個很高的尊榮
[00:05:20.000 --> 00:05:24.000]  我們先看十二章第一至六節
[00:05:24.000 --> 00:05:26.000]  或者請聽我讀出
[00:05:26.000 --> 00:05:31.000]  雖然第一節
[00:05:31.000 --> 00:05:33.000]  雖然我自誇無益
[00:05:33.000 --> 00:05:35.000]  我還是不得不誇
[00:05:35.000 --> 00:05:41.000]  我現在要提到主的遺像和啟示
[00:05:41.000 --> 00:05:43.000]  我認識一個在基督裏的人
[00:05:43.000 --> 00:05:45.000]  他在十四年前
[00:05:45.000 --> 00:05:48.000]  被提到第三層天上去
[00:05:48.000 --> 00:05:50.000]  或在身內我不知道
[00:05:50.000 --> 00:05:52.000]  或在身外我也不知道
[00:05:52.000 --> 00:05:54.000]  只有神知道
[00:05:54.000 --> 00:05:56.000]  我認識的這樣的一個人
[00:05:56.000 --> 00:05:58.000]  或在身內
[00:05:58.000 --> 00:06:00.000]  或在身外
[00:06:00.000 --> 00:06:03.000]  我也不知道只有神知道
[00:06:03.000 --> 00:06:05.000]  他被提到樂園裏
[00:06:05.000 --> 00:06:08.000]  聽見隱蔽的言語是人不可說的
[00:06:08.000 --> 00:06:10.000]  為這人我要誇口
[00:06:10.000 --> 00:06:11.000]  但為我自己
[00:06:11.000 --> 00:06:13.000]  除了我的軟弱之外
[00:06:13.000 --> 00:06:15.000]  我並不誇口
[00:06:15.000 --> 00:06:20.000]  就算我願意誇口也不算狂
[00:06:20.000 --> 00:06:23.000]  因為我會說實話
[00:06:23.000 --> 00:06:25.000]  只是我絕口不談
[00:06:25.000 --> 00:06:28.000]  恐怕有人把我看得太高了
[00:06:28.000 --> 00:06:30.000]  於是他在我
[00:06:30.000 --> 00:06:34.000]  過於他在我身上所看見所聽見的
[00:06:34.000 --> 00:06:36.000]  保羅提到一個很特別的經歷
[00:06:36.000 --> 00:06:38.000]  他說我不是想說的
[00:06:38.000 --> 00:06:40.000]  雖然自誇無益
[00:06:40.000 --> 00:06:43.000]  但是不能不誇
[00:06:43.000 --> 00:06:45.000]  有什麼情況呢
[00:06:45.000 --> 00:06:47.000]  他提到主的遺像
[00:06:47.000 --> 00:06:49.000]  見到一些的遺像
[00:06:49.000 --> 00:06:51.000]  和神給他的啟示
[00:06:51.000 --> 00:06:53.000]  他就說到一件事情
[00:06:53.000 --> 00:06:56.000]  我認識一個在基督裏的人
[00:06:56.000 --> 00:06:58.000]  簡單來說這個人是很普通的
[00:06:58.000 --> 00:06:59.000]  他只是在基督裏面
[00:06:59.000 --> 00:07:00.000]  這個很重要
[00:07:00.000 --> 00:07:01.000]  他強調他是基督
[00:07:01.000 --> 00:07:03.000]  等於有人說
[00:07:03.000 --> 00:07:05.000]  我要講一個見證
[00:07:05.000 --> 00:07:06.000]  有一個基督徒我認識
[00:07:06.000 --> 00:07:08.000]  有一個基督徒等等
[00:07:08.000 --> 00:07:10.000]  他是一個基督徒
[00:07:10.000 --> 00:07:12.000]  普通的一個基督徒
[00:07:12.000 --> 00:07:16.000]  他十四年前被提到三層天上去
[00:07:16.000 --> 00:07:18.000]  什麼是三層天呢
[00:07:18.000 --> 00:07:20.000]  一般的理解就是
[00:07:20.000 --> 00:07:25.000]  我們現在這個天空
[00:07:25.000 --> 00:07:26.000]  第一個天
[00:07:26.000 --> 00:07:27.000]  穿過這個大氣層
[00:07:27.000 --> 00:07:29.000]  去到一個宇宙當中
[00:07:29.000 --> 00:07:31.000]  很多星宿的領域
[00:07:31.000 --> 00:07:32.000]  這個第二層
[00:07:32.000 --> 00:07:34.000]  如果再去進深
[00:07:34.000 --> 00:07:36.000]  這個可能我們想像得到
[00:07:36.000 --> 00:07:38.000]  可能是一個靈界的領域
[00:07:38.000 --> 00:07:40.000]  這裡講到三層天
[00:07:40.000 --> 00:07:42.000]  是神居住的地方
[00:07:42.000 --> 00:07:43.000]  你想想
[00:07:43.000 --> 00:07:45.000]  一路去到神居住的地方
[00:07:45.000 --> 00:07:48.000]  就是說有神親自和他在一起
[00:07:48.000 --> 00:07:50.000]  我相信沒有一個的經歷
[00:07:50.000 --> 00:07:51.000]  大得過這個
[00:07:51.000 --> 00:07:54.000]  親自和神去到神的地方
[00:07:54.000 --> 00:07:56.000]  然後呢
[00:07:56.000 --> 00:07:57.000]  但這個經歷
[00:07:57.000 --> 00:07:58.000]  保羅怎麼說呢
[00:07:58.000 --> 00:08:00.000]  他說話在心內我不知道
[00:08:00.000 --> 00:08:03.000]  話在心外我不知道
[00:08:03.000 --> 00:08:04.000]  講一句由我不知道
[00:08:04.000 --> 00:08:06.000]  講一句我不知道
[00:08:06.000 --> 00:08:08.000]  很強調我不知道
[00:08:08.000 --> 00:08:11.000]  但是他說只有神知道
[00:08:11.000 --> 00:08:13.000]  那麼這個
[00:08:13.000 --> 00:08:14.000]  他怎麼不知道什麼呢
[00:08:14.000 --> 00:08:16.000]  都不知道究竟是一個
[00:08:16.000 --> 00:08:20.000]  整個身體被提到
[00:08:20.000 --> 00:08:25.000]  提到是一個很猛烈的扯起
[00:08:25.000 --> 00:08:27.000]  究竟整個身體扯到一個
[00:08:27.000 --> 00:08:30.000]  三層天一路一路這樣
[00:08:30.000 --> 00:08:32.000]  還是在身外
[00:08:32.000 --> 00:08:34.000]  就是說不是這個身體
[00:08:34.000 --> 00:08:36.000]  可能是整個時空
[00:08:36.000 --> 00:08:38.000]  神給他經歷一個
[00:08:38.000 --> 00:08:41.000]  特別神秘的時空
[00:08:41.000 --> 00:08:42.000]  讓他經歷
[00:08:42.000 --> 00:08:43.000]  他不知道
[00:08:43.000 --> 00:08:44.000]  然後呢
[00:08:44.000 --> 00:08:46.000]  這個經歷很特別
[00:08:46.000 --> 00:08:48.000]  不只是去到一個地域
[00:08:48.000 --> 00:08:50.000]  他講到神向他啟示
[00:08:50.000 --> 00:08:52.000]  第三節繼續說
[00:08:52.000 --> 00:08:54.000]  他說我認識的這一個人
[00:08:54.000 --> 00:08:55.000]  或在心內
[00:08:55.000 --> 00:08:56.000]  他再重複
[00:08:56.000 --> 00:08:57.000]  或在心外
[00:08:57.000 --> 00:08:58.000]  或在心外
[00:08:58.000 --> 00:09:00.000]  我都不知道
[00:09:00.000 --> 00:09:01.000]  又強調不知道
[00:09:01.000 --> 00:09:02.000]  然後呢
[00:09:02.000 --> 00:09:04.000]  只有神知道
[00:09:04.000 --> 00:09:05.000]  然後就重複
[00:09:05.000 --> 00:09:07.000]  加多了一些元素
[00:09:07.000 --> 00:09:10.000]  他說他被提到樂園裡
[00:09:10.000 --> 00:09:12.000]  這個三層天
[00:09:12.000 --> 00:09:14.000]  更加多的形容
[00:09:14.000 --> 00:09:16.000]  就是樂園
[00:09:16.000 --> 00:09:19.000]  這個地方講得很美好
[00:09:19.000 --> 00:09:21.000]  聖經提到路加福音
[00:09:21.000 --> 00:09:23.000]  主耶穌被釘的時候
[00:09:23.000 --> 00:09:27.000]  有一位要釘死的
[00:09:27.000 --> 00:09:28.000]  就說
[00:09:28.000 --> 00:09:30.000]  跟主耶穌說
[00:09:30.000 --> 00:09:32.000]  當祢降臨的時候
[00:09:32.000 --> 00:09:33.000]  求祢紀念我
[00:09:33.000 --> 00:09:34.000]  耶穌就說
[00:09:34.000 --> 00:09:37.000]  今天祢就要跟我在樂園裡見
[00:09:37.000 --> 00:09:39.000]  一個非常之美麗的地方
[00:09:39.000 --> 00:09:40.000]  保羅能夠去到
[00:09:40.000 --> 00:09:41.000]  不單止
[00:09:41.000 --> 00:09:45.000]  還聽到一個很特別的啟示
[00:09:45.000 --> 00:09:46.000]  這裡怎麼說呢
[00:09:46.000 --> 00:09:49.000]  他說聽見隱蔽的言語
[00:09:49.000 --> 00:09:51.000]  是人不可說的
[00:09:51.000 --> 00:09:53.000]  隱蔽的言語就是說
[00:09:53.000 --> 00:09:54.000]  太過神聖
[00:09:54.000 --> 00:09:55.000]  不能夠從人
[00:09:55.000 --> 00:09:57.000]  不能夠說出來
[00:09:57.000 --> 00:09:58.000]  哇
[00:09:58.000 --> 00:09:59.000]  這些啟示
[00:09:59.000 --> 00:10:01.000]  連說都不可以說
[00:10:01.000 --> 00:10:02.000]  還有呢
[00:10:02.000 --> 00:10:03.000]  不是人可以說的
[00:10:03.000 --> 00:10:06.000]  就是人不容許說出來
[00:10:06.000 --> 00:10:07.000]  哇 這麼厲害
[00:10:07.000 --> 00:10:09.000]  這個啟示究竟是什麼呢
[00:10:09.000 --> 00:10:10.000]  沒有人知道
[00:10:10.000 --> 00:10:12.000]  只有保羅知道
[00:10:12.000 --> 00:10:14.000]  而保羅不能夠跟其他人說
[00:10:14.000 --> 00:10:16.000]  哇 你想想
[00:10:16.000 --> 00:10:19.000]  究竟是什麼人呢
[00:10:19.000 --> 00:10:21.000]  這裡是一個人
[00:10:21.000 --> 00:10:22.000]  究竟這個是誰呢
[00:10:22.000 --> 00:10:23.000]  這個我要探討一下
[00:10:23.000 --> 00:10:25.000]  我們一起探討一下
[00:10:25.000 --> 00:10:27.000]  哇 連這些
[00:10:27.000 --> 00:10:28.000]  沒有一個人能夠聽到
[00:10:28.000 --> 00:10:29.000]  只有這個人
[00:10:29.000 --> 00:10:31.000]  他才能聽到
[00:10:31.000 --> 00:10:32.000]  好了 我們就問
[00:10:32.000 --> 00:10:34.000]  這個人究竟是誰呢
[00:10:34.000 --> 00:10:37.000]  大家猜不猜得到是誰呢
[00:10:37.000 --> 00:10:40.000]  你猜不猜得到是誰呢
[00:10:40.000 --> 00:10:41.000]  保羅
[00:10:41.000 --> 00:10:42.000]  你肯定
[00:10:42.000 --> 00:10:45.000]  100%
[00:10:45.000 --> 00:10:47.000]  我們看到這裡
[00:10:47.000 --> 00:10:48.000]  我們也在這裡
[00:10:48.000 --> 00:10:50.000]  看看上文下文
[00:10:50.000 --> 00:10:51.000]  你看看
[00:10:51.000 --> 00:10:53.000]  其實真的很含糊
[00:10:53.000 --> 00:10:56.000]  但是保羅卻給了一些暗示
[00:10:56.000 --> 00:10:58.000]  他很明顯
[00:10:58.000 --> 00:11:01.000]  似乎是想告訴他
[00:11:01.000 --> 00:11:03.000]  他想說又不想說
[00:11:03.000 --> 00:11:04.000]  他是他
[00:11:04.000 --> 00:11:05.000]  但是他又不想是他
[00:11:05.000 --> 00:11:08.000]  所以我們看到這些經文
[00:11:08.000 --> 00:11:09.000]  其實簡單來說
[00:11:09.000 --> 00:11:10.000]  我們看看上下文
[00:11:10.000 --> 00:11:11.000]  是不是保羅呢
[00:11:11.000 --> 00:11:14.000]  我們分析一下
[00:11:14.000 --> 00:11:15.000]  首先第一節說
[00:11:15.000 --> 00:11:17.000]  雖然自誇無益
[00:11:17.000 --> 00:11:18.000]  什麼叫自誇
[00:11:18.000 --> 00:11:21.000]  保羅自誇 是不是
[00:11:21.000 --> 00:11:23.000]  但是我還是不得不誇
[00:11:23.000 --> 00:11:24.000]  是不是
[00:11:24.000 --> 00:11:25.000]  他自己誇自誇
[00:11:25.000 --> 00:11:27.000]  很明顯他是在說自己
[00:11:27.000 --> 00:11:28.000]  還要之前
[00:11:28.000 --> 00:11:30.000]  他在說他自己的資格
[00:11:30.000 --> 00:11:31.000]  他自己的資歷
[00:11:31.000 --> 00:11:32.000]  可能在這裡
[00:11:32.000 --> 00:11:34.000]  他一定是在說自己
[00:11:34.000 --> 00:11:35.000]  但是他又不想說自己
[00:11:35.000 --> 00:11:37.000]  因為什麼原因
[00:11:37.000 --> 00:11:39.000]  誇口無益
[00:11:39.000 --> 00:11:40.000]  我不想說
[00:11:40.000 --> 00:11:43.000]  於是用了很謙卑的方式去說
[00:11:43.000 --> 00:11:44.000]  他怎樣說
[00:11:44.000 --> 00:11:46.000]  他用第三者抽離的角度去看
[00:11:46.000 --> 00:11:47.000]  有一個人
[00:11:47.000 --> 00:11:49.000]  有一個人這樣
[00:11:49.000 --> 00:11:52.000]  然後他很謙卑
[00:11:52.000 --> 00:11:53.000]  你留意他怎樣描寫
[00:11:53.000 --> 00:11:56.000]  他不是高舉這個人的
[00:11:56.000 --> 00:11:57.000]  他是一個基督徒
[00:11:57.000 --> 00:11:58.000]  他是基督裡面的
[00:11:58.000 --> 00:11:59.000]  但是他呢
[00:11:59.000 --> 00:12:01.000]  他連怎樣被抽離呢
[00:12:01.000 --> 00:12:04.000]  連保羅都不知道
[00:12:04.000 --> 00:12:05.000]  或是辛愛 或是辛愛
[00:12:05.000 --> 00:12:07.000]  他重複兩次
[00:12:07.000 --> 00:12:10.000]  然後強調神知道
[00:12:10.000 --> 00:12:11.000]  就是說整件事情呢
[00:12:11.000 --> 00:12:13.000]  其實這個人發生什麼事
[00:12:13.000 --> 00:12:15.000]  他都不知道什麼事
[00:12:15.000 --> 00:12:16.000]  被人提了去
[00:12:16.000 --> 00:12:17.000]  這個經歷
[00:12:17.000 --> 00:12:21.000]  完全是神自己的工作
[00:12:21.000 --> 00:12:22.000]  還有
[00:12:22.000 --> 00:12:24.000]  他說這件事情發生什麼事
[00:12:24.000 --> 00:12:26.000]  十四年前
[00:12:26.000 --> 00:12:27.000]  十四年前
[00:12:27.000 --> 00:12:28.000]  如果這樣說
[00:12:28.000 --> 00:12:30.000]  就是說保羅寫這件事情
[00:12:30.000 --> 00:12:31.000]  寫了一封信
[00:12:31.000 --> 00:12:33.000]  大概主後五十六年
[00:12:33.000 --> 00:12:34.000]  十四年前
[00:12:34.000 --> 00:12:37.000]  就是大概公元後
[00:12:37.000 --> 00:12:39.000]  就是主後四十二年左右
[00:12:39.000 --> 00:12:40.000]  十四年裡面
[00:12:40.000 --> 00:12:43.000]  保羅一句沒有說
[00:12:43.000 --> 00:12:44.000]  沒有自誇
[00:12:44.000 --> 00:12:46.000]  沒有將這個極經歷拿來
[00:12:46.000 --> 00:12:47.000]  好像很厲害
[00:12:47.000 --> 00:12:48.000]  你想想
[00:12:48.000 --> 00:12:50.000]  如果你是傳道人
[00:12:50.000 --> 00:12:52.000]  你去跟別人傳福音
[00:12:52.000 --> 00:12:55.000]  哇 我上過三重天丘
[00:12:55.000 --> 00:12:56.000]  去過樂園
[00:12:56.000 --> 00:12:57.000]  這個 哇 厲害
[00:12:57.000 --> 00:12:58.000]  人家說
[00:12:58.000 --> 00:13:01.000]  這個超級大聖人
[00:13:01.000 --> 00:13:02.000]  這個保羅
[00:13:02.000 --> 00:13:03.000]  很厲害
[00:13:03.000 --> 00:13:05.000]  他去過見過神
[00:13:05.000 --> 00:13:07.000]  他可以這樣做
[00:13:07.000 --> 00:13:09.000]  但是他沒有這樣
[00:13:09.000 --> 00:13:10.000]  不需要
[00:13:10.000 --> 00:13:12.000]  他誇只誇十字架
[00:13:12.000 --> 00:13:15.000]  這個才是神的大能
[00:13:15.000 --> 00:13:18.000]  所以他很謙卑
[00:13:18.000 --> 00:13:20.000]  去講這件事情
[00:13:20.000 --> 00:13:21.000]  沒錯
[00:13:21.000 --> 00:13:24.000]  這個人或者保羅
[00:13:24.000 --> 00:13:27.000]  是很了不起的一個經歷
[00:13:27.000 --> 00:13:30.000]  但是要稱讚的
[00:13:30.000 --> 00:13:31.000]  不是這個人
[00:13:31.000 --> 00:13:32.000]  而是神自己
[00:13:32.000 --> 00:13:33.000]  所以保羅在
[00:13:33.000 --> 00:13:35.000]  你會發覺很一致的
[00:13:35.000 --> 00:13:36.000]  在《哥倫多後書》
[00:13:36.000 --> 00:13:37.000]  如果我讀大家
[00:13:37.000 --> 00:13:40.000]  第十章第十七節這裡有句話
[00:13:40.000 --> 00:13:41.000]  他說
[00:13:41.000 --> 00:13:44.000]  但誇耀的該誇耀主
[00:13:44.000 --> 00:13:46.000]  誇耀主
[00:13:46.000 --> 00:13:47.000]  很多時候
[00:13:47.000 --> 00:13:50.000]  你看看保羅的心態
[00:13:50.000 --> 00:13:53.000]  就是他不想別人看高過他
[00:13:53.000 --> 00:13:54.000]  這裡他說
[00:13:54.000 --> 00:13:56.000]  為者的人
[00:13:56.000 --> 00:13:57.000]  他又是這樣說
[00:13:57.000 --> 00:13:58.000]  為者的人
[00:13:58.000 --> 00:14:00.000]  我要誇口
[00:14:00.000 --> 00:14:02.000]  他這個經歷是很值得
[00:14:02.000 --> 00:14:05.000]  被神獨特的一個
[00:14:05.000 --> 00:14:09.000]  或者你叫做尊榮
[00:14:09.000 --> 00:14:10.000]  我要誇口
[00:14:10.000 --> 00:14:11.000]  但我自己
[00:14:11.000 --> 00:14:13.000]  除了我的軟弱以外
[00:14:13.000 --> 00:14:17.000]  我並不誇口
[00:14:17.000 --> 00:14:19.000]  但為我自己
[00:14:19.000 --> 00:14:20.000]  很明顯他跟這個人有關係
[00:14:20.000 --> 00:14:22.000]  這個經歷有關係
[00:14:22.000 --> 00:14:24.000]  但是他將他分開
[00:14:24.000 --> 00:14:25.000]  第三者說了他
[00:14:25.000 --> 00:14:26.000]  而我自己
[00:14:26.000 --> 00:14:27.000]  這件事情對我來說
[00:14:27.000 --> 00:14:28.000]  我不會誇口
[00:14:28.000 --> 00:14:29.000]  我誇口什麼
[00:14:29.000 --> 00:14:31.000]  我誇口我的軟弱
[00:14:31.000 --> 00:14:32.000]  這很奇怪
[00:14:32.000 --> 00:14:33.000]  剛才我們都說
[00:14:33.000 --> 00:14:34.000]  如果你有這麼大的經歷
[00:14:34.000 --> 00:14:35.000]  你不說
[00:14:35.000 --> 00:14:36.000]  一句話都不說
[00:14:36.000 --> 00:14:38.000]  十四年都不說
[00:14:38.000 --> 00:14:39.000]  這次唯有
[00:14:39.000 --> 00:14:41.000]  要這樣誇口他才說
[00:14:41.000 --> 00:14:43.000]  但更加奇怪的是
[00:14:43.000 --> 00:14:45.000]  我誇如果我誇
[00:14:45.000 --> 00:14:46.000]  誇耀自己的軟弱
[00:14:46.000 --> 00:14:49.000]  你會不會這樣誇耀自己的軟弱
[00:14:49.000 --> 00:14:50.000]  我今天病了
[00:14:50.000 --> 00:14:51.000]  我去打電話給別人
[00:14:51.000 --> 00:14:53.000]  我很想誇耀一下
[00:14:53.000 --> 00:14:54.000]  我是病了
[00:14:54.000 --> 00:14:56.000]  你會不會這樣做
[00:14:56.000 --> 00:14:57.000]  你會不會這樣做
[00:14:57.000 --> 00:14:58.000]  我今天很失敗
[00:14:58.000 --> 00:15:01.000]  我在公司裡面被老闆罵
[00:15:01.000 --> 00:15:02.000]  我今天
[00:15:02.000 --> 00:15:03.000]  某某
[00:15:03.000 --> 00:15:05.000]  我要跟你說一件很誇耀的事
[00:15:05.000 --> 00:15:07.000]  我今天被老闆罵
[00:15:07.000 --> 00:15:10.000]  有沒有試過這樣的
[00:15:10.000 --> 00:15:11.000]  沒有的
[00:15:11.000 --> 00:15:13.000]  我們那些不開心的東西
[00:15:13.000 --> 00:15:15.000]  我們那些弱點
[00:15:15.000 --> 00:15:17.000]  我們隱藏
[00:15:17.000 --> 00:15:19.000]  我們覺得很光榮的東西
[00:15:19.000 --> 00:15:21.000]  就好像播音筒一樣
[00:15:21.000 --> 00:15:24.000]  我們會說得很大
[00:15:24.000 --> 00:15:26.000]  保羅很奇妙
[00:15:26.000 --> 00:15:29.000]  他會不讓自己這樣做
[00:15:29.000 --> 00:15:30.000]  謙卑
[00:15:30.000 --> 00:15:32.000]  所以他不想人
[00:15:32.000 --> 00:15:35.000]  他說恐怕有人把我看得太高
[00:15:35.000 --> 00:15:37.000]  過於他在我身上所看見
[00:15:37.000 --> 00:15:39.000]  所聽見
[00:15:39.000 --> 00:15:41.000]  保羅的生命原來
[00:15:41.000 --> 00:15:44.000]  知道怎樣去處一些高位
[00:15:44.000 --> 00:15:46.000]  很重要
