
[00:00:00.000 --> 00:00:04.040]  今次講到的題目是
[00:02:31.120 --> 00:02:33.660]  是應該一次過發生
[00:02:33.660 --> 00:02:35.620]  就是我們信主的人
[00:02:35.620 --> 00:02:37.500]  是奉主耶穌基督的名
[00:02:37.500 --> 00:02:40.000]  又藉著我們神的靈
[00:02:40.000 --> 00:02:42.160]  已經三個動作
[00:02:42.160 --> 00:02:44.760]  洗淨成聖清二
[00:02:44.760 --> 00:02:47.500]  是一次過這樣
[00:02:47.500 --> 00:02:50.600]  來承受在我們身上
[00:02:50.600 --> 00:02:53.400]  我們看聖經
[00:02:53.400 --> 00:02:55.720]  如果能夠懂得看英文的
[00:02:55.720 --> 00:02:58.480]  就嘗試多看幾個版本的英文聖經
[00:02:58.480 --> 00:03:03.780]  就會近乎圓文的意思多一點
[00:03:03.780 --> 00:03:10.320]  我們就找了英文版本
[00:03:10.320 --> 00:03:12.820]  很重要就是中間紅色那幾句
[00:03:12.820 --> 00:03:14.600]  就是配合了上面紅色
[00:03:14.600 --> 00:03:16.860]  已經洗淨成聖清二
[00:03:16.860 --> 00:03:19.400]  英文那一段是King James Version
[00:03:19.400 --> 00:03:21.540]  "And such were some of you"
[00:03:21.540 --> 00:03:22.680]  "but ye are"
[00:03:22.680 --> 00:03:23.580]  就是"you"的意思
[00:03:23.580 --> 00:03:25.180]  "but ye are washed"
[00:03:25.180 --> 00:03:26.780]  "but ye are sanctified"
[00:03:26.780 --> 00:03:28.380]  "but ye are justified"
[00:03:28.380 --> 00:03:29.920]  "in the name of the Lord Jesus"
[00:03:29.920 --> 00:03:32.780]  "and by the spirit of our Lord our God"
[00:03:32.780 --> 00:03:36.460]  這一句是希臘文
[00:03:36.460 --> 00:03:38.460]  所謂圓文聖經
[00:03:38.460 --> 00:03:40.660]  就是寫《新約聖經》的人
[00:03:40.660 --> 00:03:42.300]  圓字一寫下去
[00:03:42.300 --> 00:03:45.260]  是用這個文字希臘文來寫的
[00:03:45.260 --> 00:03:47.000]  這些字很多都不會讀
[00:03:47.000 --> 00:03:50.700]  幸好有英文譯音版
[00:03:50.700 --> 00:03:52.600]  讀起來也差不多
[00:03:52.600 --> 00:03:58.340]  "Allah" "Apollio" "Allah" "Hadjiyus" "Allah" "Dinkeou"
[00:03:58.340 --> 00:03:59.620]  就是這麼上下
[00:03:59.620 --> 00:04:02.620]  我想給你看的就是
[00:04:02.620 --> 00:04:03.920]  看到這裡有"Allah"
[00:04:03.920 --> 00:04:04.720]  這裡有"Allah"
[00:04:04.720 --> 00:04:06.020]  這裡有"Allah"
[00:04:06.020 --> 00:04:07.820]  這個希臘文就是這樣的
[00:04:07.820 --> 00:04:10.860]  這個字
[00:04:10.860 --> 00:04:18.660]  英文的語氣和鋪排就比較近似
[00:04:18.660 --> 00:04:20.260]  "but ye are washed"
[00:04:20.260 --> 00:04:21.700]  "but ye are sanctified"
[00:04:21.700 --> 00:04:23.300]  "but ye are justified"
[00:04:23.300 --> 00:04:26.240]  是三個連續的詞
[00:04:26.240 --> 00:04:29.340]  放在同一個樣式下
[00:04:29.340 --> 00:04:32.680]  說你是已經被洗乾淨
[00:04:32.680 --> 00:04:34.980]  你是已經成性
[00:04:34.980 --> 00:04:36.920]  你是已經清儀
[00:04:36.920 --> 00:04:41.720]  語氣其實中文版也沒有這麼好,差了一點
[00:04:41.720 --> 00:04:45.300]  按照英文版或者原有的希臘文
[00:04:45.300 --> 00:04:47.460]  就應該讀起來是
[00:04:47.460 --> 00:04:51.660]  "But ye are washed"
[00:04:51.660 --> 00:04:52.800]  "but ye are sanctified"
[00:04:52.800 --> 00:04:53.940]  "but ye are justified"
[00:04:53.940 --> 00:04:55.240]  "but ye are justified"
[00:04:55.240 --> 00:04:56.600]  這樣比較對
[00:04:56.600 --> 00:04:58.040]  差不多
[00:04:58.040 --> 00:04:59.640]  只是差了一點
[00:04:59.640 --> 00:05:02.880]  沒有這個"已經"在每一個字之前
[00:05:02.880 --> 00:05:13.020]  你就好像覺得幾個之間的地位和重要性
[00:05:13.020 --> 00:05:15.860]  沒有擺出來
[00:05:15.860 --> 00:05:19.260]  好像原文那樣並列
[00:05:19.260 --> 00:05:21.400]  原文這樣擺出來並列
[00:05:21.400 --> 00:05:24.740]  就是說這個洗乾淨
[00:05:24.740 --> 00:05:25.900]  成性
[00:05:25.900 --> 00:05:27.340]  清儀
[00:05:27.340 --> 00:05:29.940]  是一起來的
[00:05:29.940 --> 00:05:31.380]  我們信主的時候
[00:05:31.380 --> 00:05:34.180]  是奉耶穌基督的名
[00:05:34.180 --> 00:05:36.780]  藉著神的靈
[00:05:36.780 --> 00:05:38.180]  三件事情
[00:05:38.180 --> 00:05:38.980]  洗淨
[00:05:38.980 --> 00:05:39.680]  成性
[00:05:39.680 --> 00:05:40.520]  清儀
[00:05:40.520 --> 00:05:42.120]  這是什麼意思呢?
[00:05:42.120 --> 00:05:44.920]  就是說我們信耶穌的時候
[00:05:44.920 --> 00:05:47.560]  你一信那一刻
[00:05:47.560 --> 00:05:50.300]  神就將你洗乾淨
[00:05:50.300 --> 00:05:52.800]  我們剛才領受這個餅和杯
[00:05:52.800 --> 00:05:53.900]  那個血
[00:05:53.900 --> 00:05:55.800]  耶穌流出來的血
[00:05:55.800 --> 00:05:56.460]  是怎樣呢?
[00:05:56.460 --> 00:05:58.600]  洗淨我們的罪
[00:05:58.600 --> 00:06:01.440]  你一信的時候,耶穌就洗淨你的罪
[00:06:01.440 --> 00:06:03.480]  你願意說你的罪
[00:06:03.480 --> 00:06:05.580]  做了很多神喜悅的事情
[00:06:05.580 --> 00:06:07.780]  那些在神看來是罪
[00:06:07.780 --> 00:06:09.220]  因著這些事情
[00:06:09.220 --> 00:06:10.020]  你的罪
[00:06:10.020 --> 00:06:11.780]  你不能夠去到神的面前
[00:06:11.780 --> 00:06:13.020]  你骯髒
[00:06:13.020 --> 00:06:15.820]  就像一個小孩子玩到滿身骯髒的時候
[00:06:15.820 --> 00:06:16.960]  過來抱一抱
[00:06:16.960 --> 00:06:17.920]  你馬上彈開
[00:06:17.920 --> 00:06:18.760]  停
[00:06:18.760 --> 00:06:19.760]  是吧?
[00:06:19.760 --> 00:06:21.860]  洗手、洗澡、換衣服
[00:06:21.860 --> 00:06:22.960]  先洗乾淨
[00:06:22.960 --> 00:06:24.760]  才擁抱你
[00:06:24.760 --> 00:06:26.160]  我們的神也是
[00:06:26.160 --> 00:06:28.740]  當我們做了很多事情
[00:06:28.740 --> 00:06:29.500]  得罪神
[00:06:29.500 --> 00:06:30.840]  不是神喜悅的
[00:06:30.840 --> 00:06:32.000]  就滿身罪污
[00:06:32.000 --> 00:06:34.400]  不可以隨便說去到神面前
[00:06:34.400 --> 00:06:36.280]  那怎麼辦呢?
[00:06:36.280 --> 00:06:38.740]  耶穌就有方法
[00:06:38.740 --> 00:06:39.680]  你肯信耶穌
[00:06:39.680 --> 00:06:40.680]  將你的污穢
[00:06:40.680 --> 00:06:41.740]  全給了耶穌
[00:06:41.740 --> 00:06:43.720]  耶穌在十字架上所做的事情
[00:06:43.720 --> 00:06:44.920]  代替了你
[00:06:44.920 --> 00:06:46.120]  你就洗乾淨
[00:06:46.120 --> 00:06:47.660]  洗乾淨
[00:06:47.660 --> 00:06:49.060]  不僅是洗乾淨這麼簡單
[00:06:49.060 --> 00:06:50.120]  這個原來是說
[00:06:50.120 --> 00:06:51.060]  洗淨的時候
[00:06:51.060 --> 00:06:53.460]  接著是成聖清儀
[00:06:54.360 --> 00:06:57.060]  聖經裡面一直說我們清義、我們成聖
[00:06:57.060 --> 00:06:58.760]  原來如果有人肯信的時候
[00:06:58.760 --> 00:06:59.960]  你一信那一刻
[00:06:59.960 --> 00:07:01.940]  這些事情全部一次過搞定
[00:07:01.940 --> 00:07:06.440]  沒有說你練功十年之後
[00:07:06.440 --> 00:07:07.780]  你就清義一級
[00:07:07.780 --> 00:07:09.940]  再信主二十年
[00:07:09.940 --> 00:07:11.140]  你就成聖三級
[00:07:11.140 --> 00:07:12.140]  沒有的
[00:07:12.140 --> 00:07:13.440]  一信耶穌
[00:07:13.440 --> 00:07:15.580]  你成聖就是清義
[00:07:15.580 --> 00:07:16.780]  那倒不是
[00:07:16.780 --> 00:07:19.860]  有些牧師、解聖經那些
[00:07:19.860 --> 00:07:22.120]  還有很多東西
[00:07:22.120 --> 00:07:25.420]  重要的是我們現在要首先認定
[00:07:25.420 --> 00:07:27.220]  聖經裡面是這麼說的
[00:07:27.220 --> 00:07:29.100]  我們一信耶穌
[00:07:29.100 --> 00:07:31.260]  就是已經洗淨成聖、清義
[00:07:31.260 --> 00:07:32.460]  已經是了
[00:07:32.460 --> 00:07:34.700]  你做不到
[00:07:34.700 --> 00:07:36.400]  是另一點問題
[00:07:36.400 --> 00:07:39.100]  我們現在嘗試再看下去
[00:07:39.100 --> 00:07:40.780]  聖經再有說
[00:07:40.780 --> 00:07:43.240]  清義、成聖是怎麼說的
[00:07:43.240 --> 00:07:44.580]  但是這個經文
[00:07:44.580 --> 00:07:47.180]  哥林多前書六章十一節很重要
[00:07:47.180 --> 00:07:49.420]  我們要看《羅馬書》
[00:07:49.420 --> 00:07:53.280]  《羅馬書》是使徒保羅寫給羅馬教會
[00:07:53.280 --> 00:07:54.580]  告訴他們
[00:07:54.580 --> 00:07:56.280]  你們所信的舊因
[00:07:56.280 --> 00:07:57.560]  其實是怎樣的
[00:07:57.560 --> 00:07:59.960]  很有次序、很有鋪排
[00:07:59.960 --> 00:08:01.800]  慢慢一路去解釋
[00:08:01.800 --> 00:08:04.560]  所以很多初信主的人
[00:08:04.560 --> 00:08:06.800]  雖然《羅馬書》是深一點
[00:08:06.800 --> 00:08:11.000]  但是鋪排去展示舊因是怎樣
[00:08:11.000 --> 00:08:12.340]  是非常好
[00:08:12.340 --> 00:08:15.300]  我們會由三章到七章
[00:08:15.300 --> 00:08:17.240]  每章抽一點點來讀
[00:08:17.240 --> 00:08:20.080]  讓你們知道保羅所說的信
[00:08:20.080 --> 00:08:21.680]  和清義是怎樣的
[00:08:21.680 --> 00:08:23.940]  《羅馬書》三章二十八節那一章
[00:08:23.940 --> 00:08:24.580]  保羅說
[00:08:24.580 --> 00:08:26.020]  所以我們看定了
[00:08:26.020 --> 00:08:27.320]  人清義
[00:08:27.320 --> 00:08:28.480]  就是剛才說的清義
[00:08:28.480 --> 00:08:29.220]  Justify
[00:08:29.220 --> 00:08:31.420]  就是在神面前變成了無罪
[00:08:31.420 --> 00:08:32.420]  叫清義
[00:08:32.420 --> 00:08:34.700]  為什麼要在神面前變成無罪呢?
[00:08:34.700 --> 00:08:37.560]  原來人清義是因若損
[00:08:37.560 --> 00:08:40.500]  不在乎遵行律法
[00:08:40.500 --> 00:08:44.100]  特別是保羅寫給很多信徒
[00:08:44.100 --> 00:08:46.500]  以前有些猶太教背景的
[00:08:46.500 --> 00:08:47.600]  在舊約裡面
[00:08:47.600 --> 00:08:48.840]  就是要遵守律法
[00:08:48.840 --> 00:08:50.800]  到時期的時候
[00:08:50.800 --> 00:08:52.000]  你要憲制
[00:08:52.000 --> 00:08:54.180]  按律法來做每一件事
[00:08:54.180 --> 00:08:56.020]  那麼你在神面前
[00:08:56.020 --> 00:08:57.140]  就OK了
[00:08:57.140 --> 00:08:58.720]  如果你不遵守
[00:08:58.720 --> 00:08:59.680]  抓這個律法
[00:08:59.680 --> 00:09:01.180]  你就有問題了
[00:09:01.180 --> 00:09:02.560]  神就追討你了
[00:09:02.560 --> 00:09:04.220]  所以在守律法
[00:09:04.220 --> 00:09:06.620]  是對猶太人非常重要
[00:09:06.620 --> 00:09:11.460]  猶太人以往一直都是按守律法來得神喜悅的
[00:09:11.460 --> 00:09:12.200]  不過
[00:09:12.200 --> 00:09:14.600]  自從耶穌成就了舊因之後
[00:09:14.600 --> 00:09:16.000]  保羅現在跟他們解釋
[00:09:16.500 --> 00:09:17.560]  搞清楚
[00:09:17.560 --> 00:09:20.300]  叫他們看清楚
[00:09:20.300 --> 00:09:22.400]  原來人清義
[00:09:22.400 --> 00:09:24.640]  得以在神面前稱作無罪
[00:09:24.640 --> 00:09:26.340]  是因為順
[00:09:26.340 --> 00:09:28.480]  不是因為你守律法
[00:09:28.480 --> 00:09:29.480]  這個很重要
[00:09:29.480 --> 00:09:31.640]  所以恩順清義
[00:09:31.640 --> 00:09:33.480]  為什麼在馬丁路德的時代
[00:09:33.480 --> 00:09:35.080]  將這個抽出來
[00:09:35.080 --> 00:09:37.820]  很鮮明地講給人聽
[00:09:37.820 --> 00:09:39.120]  恩順清義
[00:09:39.120 --> 00:09:41.220]  讓人能夠很容易記得
[00:09:41.220 --> 00:09:43.360]  原來清義是因為順的
[00:09:45.700 --> 00:09:47.920]  下一節聖經的第二章
[00:09:47.920 --> 00:09:50.000]  羅馬書四章二至五節
[00:09:50.000 --> 00:09:52.460]  於是保羅繼續去講解
[00:09:52.460 --> 00:09:54.840]  他們的祖宗阿伯拉罕
[00:09:54.840 --> 00:09:56.740]  跟神開始納約
[00:09:56.740 --> 00:09:58.340]  成為他們信心之父
[00:09:58.340 --> 00:09:58.980]  哇
[00:09:58.980 --> 00:10:00.540]  這個阿伯拉罕
[00:10:00.540 --> 00:10:05.040]  倘若他是因為行為而清義
[00:10:05.040 --> 00:10:06.340]  就有可誇了
[00:10:06.340 --> 00:10:09.880]  只是在神面前其實沒有什麼可誇的
[00:10:09.880 --> 00:10:11.080]  聖經怎麼講呢?
[00:10:11.080 --> 00:10:11.920]  聖經說
[00:10:11.920 --> 00:10:16.120]  "阿伯拉罕信神,這就算為他的義"
[00:10:16.120 --> 00:10:19.360]  "阿伯拉罕"是"信"這個動作
[00:10:19.360 --> 00:10:22.860]  "信神,這就算為他的義"
[00:10:22.860 --> 00:10:24.660]  跟前面那一句一樣
[00:10:24.660 --> 00:10:26.700]  因為順而清義
[00:10:26.700 --> 00:10:30.340]  因為做公而得公價就不算恩典了
[00:10:30.340 --> 00:10:33.080]  做了事情有報酬是應份的
[00:10:33.080 --> 00:10:33.880]  該得的
[00:10:33.880 --> 00:10:36.940]  "唯有不做公,無事做過"
[00:10:37.620 --> 00:10:42.080]  "只信稱罪人為義的神"
[00:10:42.080 --> 00:10:43.820]  只是信神
[00:10:43.820 --> 00:10:46.620]  "阿伯拉罕信神,這就算為他的義"
[00:10:46.620 --> 00:10:49.220]  因此這一書給我們看到
[00:10:49.220 --> 00:10:52.460]  信並不是一個功勞
[00:10:52.460 --> 00:10:53.860]  我們能夠信
[00:10:53.860 --> 00:10:55.460]  我們信或肯信
[00:10:55.460 --> 00:10:58.040]  不是你很了不起
[00:10:58.040 --> 00:10:59.400]  你現在肯信這個神
[00:10:59.400 --> 00:11:00.000]  不是的
[00:11:00.000 --> 00:11:02.940]  你這個信是完全沒有什麼價值的
[00:11:02.940 --> 00:11:04.440]  不是一個工作
[00:11:04.440 --> 00:11:06.640]  你只是信而已
[00:11:06.940 --> 00:11:10.080]  信就好像心靈上的一隻手
[00:11:10.080 --> 00:11:11.480]  你如果跌進海裡
[00:11:11.480 --> 00:11:12.780]  跌進泥沼裡
[00:11:12.780 --> 00:11:13.920]  別人要救你
[00:11:13.920 --> 00:11:15.980]  把手遞上來
[00:11:15.980 --> 00:11:18.260]  你只是遞一遞手上去
[00:11:18.260 --> 00:11:19.520]  其實你的手也沒有力
[00:11:19.520 --> 00:11:20.920]  你遞一遞手上去
[00:11:20.920 --> 00:11:23.360]  就被祂抓住你就拔你上來
[00:11:23.360 --> 00:11:24.760]  你其實是沒有功勞的
[00:11:24.760 --> 00:11:29.940]  所以信不是一個有功勞在神面前可誇的事情
[00:11:29.940 --> 00:11:32.200]  是信願意去接受的
[00:11:32.200 --> 00:11:33.740]  這一書
[00:11:33.740 --> 00:11:37.280]  聖經說這個信,因著這樣信
[00:11:37.280 --> 00:11:39.180]  神就算為義了
[00:11:39.180 --> 00:11:41.640]  所以我們因信稱義是對的
[00:11:41.640 --> 00:11:43.920]  我們告訴別人你信耶穌
[00:11:43.920 --> 00:11:46.720]  你的罪在神面前就得以塗抹了
[00:11:46.720 --> 00:11:47.580]  這是對的
[00:11:47.580 --> 00:11:48.720]  是聖經這樣說的
[00:11:48.720 --> 00:11:50.020]  我們只是信
[00:11:50.020 --> 00:11:52.620]  願意將這個罪交給神
[00:11:52.620 --> 00:11:54.220]  我們就稱為義
[00:11:54.220 --> 00:11:55.800]  下一章
[00:11:55.800 --> 00:11:58.460]  保羅繼續在《羅馬書》那裡說
[00:11:58.460 --> 00:12:01.460]  我們既然是因信稱義
[00:12:02.260 --> 00:12:05.840]  就藉著我們的主耶穌基督得與神和好
[00:12:05.840 --> 00:12:09.800]  這個接著發生是很重要的
[00:12:09.800 --> 00:12:13.140]  稱義不稱義是無所謂的
[00:12:13.140 --> 00:12:14.940]  你說有罪就有罪
[00:12:14.940 --> 00:12:16.720]  你說沒有罪就沒有罪
[00:12:16.720 --> 00:12:19.920]  但最重要的是跟神的關係
[00:12:19.920 --> 00:12:22.080]  你以前滿身罪污
[00:12:22.080 --> 00:12:23.560]  罪未得到解決的時候
[00:12:23.560 --> 00:12:26.560]  你不能去到永生神的面前
[00:12:26.560 --> 00:12:28.660]  跟祂有任何的關聯
[00:12:28.660 --> 00:12:30.860]  一切的美事出於神
[00:12:30.860 --> 00:12:31.960]  你要善良
[00:12:31.960 --> 00:12:33.100]  你不跟神在一起
[00:12:33.100 --> 00:12:34.060]  你沒有善良
[00:12:34.060 --> 00:12:35.200]  你要愛
[00:12:35.200 --> 00:12:36.260]  你不跟神在一起
[00:12:36.260 --> 00:12:37.060]  你沒有愛
[00:12:37.060 --> 00:12:38.240]  你憐憫
[00:12:38.240 --> 00:12:39.100]  你不跟神在一起
[00:12:39.100 --> 00:12:40.100]  你沒有憐憫
[00:12:40.100 --> 00:12:41.240]  沒有和平
[00:12:41.240 --> 00:12:42.500]  沒有和諧
[00:12:42.500 --> 00:12:45.240]  所有美善的事情都跟你無分
[00:12:45.240 --> 00:12:48.340]  這個神一切美善的源頭
[00:12:48.340 --> 00:12:49.920]  你跟祂和好
[00:12:49.920 --> 00:12:50.880]  回到祂身邊
[00:12:50.880 --> 00:12:52.120]  成為祂的兒女
[00:12:52.120 --> 00:12:53.780]  神一切的美善
[00:12:53.780 --> 00:12:54.980]  都是你的
[00:12:54.980 --> 00:12:58.420]  所以這裡與神和好很重要
[00:12:58.420 --> 00:12:59.420]  信了耶穌之後
[00:12:59.420 --> 00:13:03.020]  為什麼心靈上會有平安又喜樂
[00:13:03.020 --> 00:13:04.100]  沒錢又喜樂
[00:13:04.100 --> 00:13:05.260]  受苦又喜樂
[00:13:05.260 --> 00:13:07.500]  以前的人被人追殺都喜樂
[00:13:07.500 --> 00:13:09.700]  保羅被人關在監獄裡
[00:13:09.700 --> 00:13:10.940]  都不知道生死如何
[00:13:10.940 --> 00:13:12.440]  都喜樂唱詩呢?
[00:13:12.440 --> 00:13:15.100]  因為與神和好
[00:13:15.100 --> 00:13:17.580]  已經跟神在一起
[00:13:17.580 --> 00:13:21.080]  六章十九至二十二節
[00:13:21.080 --> 00:13:22.620]  這一節
[00:13:22.620 --> 00:13:25.480]  其實重要的是紅色的那些
[00:13:25.480 --> 00:13:26.820]  不過既然是幾節聖經
[00:13:26.820 --> 00:13:27.980]  所以就讀完了
[00:13:27.980 --> 00:13:28.980]  保羅說
[00:13:28.980 --> 00:13:30.420]  我因你們肉體的軟弱
[00:13:30.420 --> 00:13:32.420]  就照人的常話
[00:13:32.420 --> 00:13:33.660]  意思是什麼呢?
[00:13:33.660 --> 00:13:34.520]  就是說
[00:13:34.520 --> 00:13:36.400]  想要解釋一些事情
[00:13:36.400 --> 00:13:38.700]  其實這樣解釋是很正確的
[00:13:38.700 --> 00:13:39.560]  不過
[00:13:39.560 --> 00:13:41.400]  你們的領悟能力很低
[00:13:41.400 --> 00:13:44.800]  你們這樣說又好像不太明白
[00:13:44.800 --> 00:13:46.300]  那就粗俗一點
[00:13:46.300 --> 00:13:50.040]  放低一些說法
[00:13:50.040 --> 00:13:51.780]  讓你容易明白
[00:13:51.780 --> 00:13:53.440]  保羅的意思就是這樣
[00:13:53.440 --> 00:13:54.540]  人的常話
[00:13:54.540 --> 00:13:56.240]  怎麼解釋這件事呢?
[00:13:56.240 --> 00:13:56.880]  他就說
[00:13:56.880 --> 00:13:58.240]  你們以前
[00:13:58.240 --> 00:13:59.220]  這群人
[00:13:59.220 --> 00:14:01.320]  是將肢體
[00:14:01.320 --> 00:14:02.720]  就是將身體各部分
[00:14:02.720 --> 00:14:03.980]  眼耳口鼻手腳
[00:14:03.980 --> 00:14:06.260]  專做一些不法不潔的事情
[00:14:06.260 --> 00:14:11.160]  以前就是將身體獻給這些不法不義作奴僕
[00:14:11.160 --> 00:14:12.660]  作奴僕是什麼呢?
[00:14:12.660 --> 00:14:13.900]  就是你自己沒有主權
[00:14:13.900 --> 00:14:15.440]  主人說
[00:14:15.440 --> 00:14:16.160]  拿手來
[00:14:16.160 --> 00:14:16.860]  你就拿手來
[00:14:16.860 --> 00:14:18.100]  走過來
[00:14:18.100 --> 00:14:18.740]  你就走過來
[00:14:18.740 --> 00:14:20.400]  你沒有權說
[00:14:20.400 --> 00:14:21.400]  No
[00:14:21.400 --> 00:14:22.400]  那叫做奴僕
[00:14:22.400 --> 00:14:25.680]  獻給罪作奴僕
[00:14:25.680 --> 00:14:27.880]  被不義不法作奴僕就是這樣
[00:14:28.480 --> 00:14:31.380]  你沒有辦法不去犯罪
[00:14:31.380 --> 00:14:35.180]  你沒有辦法不去做這些不義不潔的行為
[00:14:35.180 --> 00:14:37.180]  那叫做獻了作奴僕
[00:14:37.180 --> 00:14:39.180]  所以已至於不法了
[00:14:39.180 --> 00:14:40.260]  不過現在怎麼樣呢?
[00:14:40.260 --> 00:14:41.060]  現今
[00:14:41.060 --> 00:14:43.220]  也要照樣將你的肢體
[00:14:43.220 --> 00:14:44.320]  現在你信了耶穌了
[00:14:44.320 --> 00:14:46.200]  你要將你的肢體身體各部分
[00:14:46.200 --> 00:14:46.900]  全人
[00:14:46.900 --> 00:14:48.860]  你要獻給異義作奴僕
[00:14:48.860 --> 00:14:51.540]  異義就是沒有犯罪
[00:14:51.540 --> 00:14:53.600]  所以做所有的事情都是正確的
[00:14:53.600 --> 00:14:57.240]  獻給異義作奴僕就會成性了
[00:14:58.240 --> 00:15:00.600]  因為你們作罪的奴僕的時候
[00:15:00.600 --> 00:15:03.680]  是被不義約束了
[00:15:03.680 --> 00:15:07.240]  現在你們看以前那些
[00:15:07.240 --> 00:15:08.520]  看為害羞的事
[00:15:08.520 --> 00:15:09.420]  羞恥的事
[00:15:09.420 --> 00:15:11.720]  其實有什麼果子都沒有
[00:15:11.720 --> 00:15:13.060]  那些結果是死的
[00:15:13.060 --> 00:15:14.320]  當你信了主的時候
[00:15:14.320 --> 00:15:16.760]  回頭看你就會很清晰
[00:15:16.760 --> 00:15:17.920]  認定這件事
[00:15:17.920 --> 00:15:19.700]  為什麼以前那麼傻呢?
[00:15:19.700 --> 00:15:21.160]  但是現今又如何呢?
[00:15:21.160 --> 00:15:24.140]  現今既從罪裡得了釋放
[00:15:24.140 --> 00:15:25.960]  我們的罪解脫了
[00:15:25.960 --> 00:15:27.360]  從罪裡釋放了出來
[00:15:27.360 --> 00:15:29.540]  就作了神的奴僕了
[00:15:29.540 --> 00:15:31.600]  作了神的奴僕
[00:15:31.600 --> 00:15:32.680]  就聽神的話了
[00:15:32.680 --> 00:15:34.440]  神叫你怎樣你就怎樣
[00:15:34.440 --> 00:15:37.040]  會是什麼後果呢?
[00:15:37.040 --> 00:15:39.140]  就是有成性的果子了
[00:15:39.140 --> 00:15:40.680]  就是說
[00:15:40.680 --> 00:15:41.920]  你信了
[00:15:41.920 --> 00:15:43.720]  你成為了神的兒女
[00:15:43.720 --> 00:15:46.880]  你成為了與神和好的狀態
[00:15:46.880 --> 00:15:49.560]  你其實就已經有了成性的果子了
[00:15:49.560 --> 00:15:52.260]  接著的結局就是永生
[00:15:52.260 --> 00:15:53.660]  明白嗎?
[00:15:53.660 --> 00:15:56.060]  所以剛才提第一節的聖經
[00:15:56.260 --> 00:15:57.860]  我們洗乾淨
[00:15:57.860 --> 00:16:00.740]  成性、清義是一次性的
[00:16:00.740 --> 00:16:02.140]  記住這一點
[00:16:02.140 --> 00:16:06.680]  約翰福音
[00:16:06.680 --> 00:16:08.840]  司徒約翰所寫的
[00:16:08.840 --> 00:16:14.820]  記載耶穌和父神的一個祈禱
[00:16:14.820 --> 00:16:21.720]  說求神用真理使這些信的人成性
[00:16:21.720 --> 00:16:23.320]  你的道就是真理
