
[00:00:00.000 --> 00:00:03.500]  神啊,我們就在以下的時間
[00:06:40.000 --> 00:06:42.000]  但是他就是敵不過
[00:06:42.000 --> 00:06:44.000]  這個情慾的試探
[00:06:44.000 --> 00:06:46.000]  在這個時候
[00:06:46.000 --> 00:06:48.000]  大衛
[00:06:48.000 --> 00:06:50.000]  他犯了罪
[00:06:50.000 --> 00:06:52.000]  但他就以罪冚罪
[00:06:52.000 --> 00:06:54.000]  這是我們很多時的一個方式
[00:06:54.000 --> 00:06:56.000]  雪球好像越滾越大
[00:06:56.000 --> 00:06:58.000]  因為他知道
[00:06:58.000 --> 00:07:00.000]  怎麼辦
[00:07:00.000 --> 00:07:02.000]  拔屎吧懷了淫
[00:07:02.000 --> 00:07:04.000]  於是
[00:07:04.000 --> 00:07:06.000]  他就用他的方式
[00:07:06.000 --> 00:07:08.000]  三次就想
[00:07:08.000 --> 00:07:10.000]  從前線召回
[00:07:10.000 --> 00:07:12.000]  烏尼亞
[00:07:12.000 --> 00:07:14.000]  回家
[00:07:14.000 --> 00:07:16.000]  希望瞞天過海
[00:07:16.000 --> 00:07:18.000]  但是
[00:07:18.000 --> 00:07:20.000]  事與願違
[00:07:20.000 --> 00:07:22.000]  忠心耿耿的
[00:07:22.000 --> 00:07:24.000]  烏尼亞他沒有回家
[00:07:24.000 --> 00:07:26.000]  所以
[00:07:26.000 --> 00:07:28.000]  正正是因為這樣
[00:07:28.000 --> 00:07:30.000]  令到他
[00:07:30.000 --> 00:07:32.000]  在一種想掩飾他的罪的底下
[00:07:32.000 --> 00:07:34.000]  他就
[00:07:34.000 --> 00:07:36.000]  很有計劃地
[00:07:36.000 --> 00:07:38.000]  就使出一刀叫借刀殺人
[00:07:38.000 --> 00:07:40.000]  再一次
[00:07:40.000 --> 00:07:42.000]  送回烏尼亞
[00:07:42.000 --> 00:07:44.000]  去什麼呢
[00:07:44.000 --> 00:07:46.000]  不只是戰場
[00:07:46.000 --> 00:07:48.000]  是送到前方
[00:07:48.000 --> 00:07:50.000]  是必死的
[00:07:50.000 --> 00:07:52.000]  他知道他一定死的
[00:07:52.000 --> 00:07:54.000]  所以就再一次
[00:07:54.000 --> 00:07:56.000]  計謀就是這樣成立了
[00:07:56.000 --> 00:07:58.000]  在這個時候
[00:07:58.000 --> 00:08:00.000]  大衛
[00:08:00.000 --> 00:08:04.000]  他沒有在這裏
[00:08:04.000 --> 00:08:06.000]  覺得難過
[00:08:06.000 --> 00:08:08.000]  因為他在這裏
[00:08:08.000 --> 00:08:10.000]  我們知道
[00:08:10.000 --> 00:08:12.000]  罪是遮掩了
[00:08:12.000 --> 00:08:14.000]  他的良知
[00:08:14.000 --> 00:08:16.000]  當
[00:08:16.000 --> 00:08:18.000]  烏尼亞
[00:08:18.000 --> 00:08:20.000]  知道過了身之後
[00:08:20.000 --> 00:08:22.000]  五日子過完之後
[00:08:22.000 --> 00:08:24.000]  他就收藏了
[00:08:24.000 --> 00:08:26.000]  拔屎吧
[00:08:26.000 --> 00:08:28.000]  你知道他已經有多少
[00:08:28.000 --> 00:08:30.000]  的飛奔
[00:08:30.000 --> 00:08:34.000]  在這個時候
[00:08:34.000 --> 00:08:36.000]  我們知道
[00:08:36.000 --> 00:08:38.000]  神眼中
[00:08:38.000 --> 00:08:40.000]  看為惡的事
[00:08:40.000 --> 00:08:42.000]  你看不看到
[00:08:42.000 --> 00:08:44.000]  三個的罪行
[00:08:44.000 --> 00:08:46.000]  在他的身上
[00:08:46.000 --> 00:08:48.000]  三宗罪
[00:08:48.000 --> 00:08:50.000]  下一章裏面
[00:08:50.000 --> 00:08:52.000]  說到
[00:08:52.000 --> 00:08:54.000]  他犯了姦淫罪
[00:08:54.000 --> 00:08:56.000]  他犯了貪戀
[00:08:56.000 --> 00:08:58.000]  人妻子的罪
[00:08:58.000 --> 00:09:00.000]  只是殺人罪
[00:09:00.000 --> 00:09:02.000]  已經足夠他
[00:09:02.000 --> 00:09:04.000]  如果以命還命
[00:09:04.000 --> 00:09:06.000]  已經足夠
[00:09:06.000 --> 00:09:08.000]  大衛死有可原
[00:09:08.000 --> 00:09:12.000]  所以
[00:09:12.000 --> 00:09:14.000]  大衛
[00:09:14.000 --> 00:09:16.000]  他在這個時候
[00:09:16.000 --> 00:09:18.000]  他已經
[00:09:18.000 --> 00:09:20.000]  落到一個地步
[00:09:20.000 --> 00:09:22.000]  就是他一而再再而三
[00:09:22.000 --> 00:09:24.000]  藐視神自己
[00:09:24.000 --> 00:09:26.000]  的命令
[00:09:26.000 --> 00:09:28.000]  於是在
[00:09:28.000 --> 00:09:30.000]  撒慕爾記下第十一章裏面
[00:09:30.000 --> 00:09:32.000]  說到
[00:09:32.000 --> 00:09:34.000]  有幾個字要留意
[00:09:34.000 --> 00:09:36.000]  耶和華甚不喜悅
[00:09:36.000 --> 00:09:38.000]  耶和華
[00:09:38.000 --> 00:09:40.000]  甚不喜悅
[00:09:40.000 --> 00:09:42.000]  這件事
[00:09:42.000 --> 00:09:46.000]  由於
[00:09:46.000 --> 00:09:48.000]  這些惡行是故意的
[00:09:48.000 --> 00:09:50.000]  是有計劃的
[00:09:50.000 --> 00:09:52.000]  神藉著那丹仙芝的口
[00:09:52.000 --> 00:09:54.000]  就將審判
[00:09:54.000 --> 00:09:56.000]  懲罰的後果
[00:09:56.000 --> 00:09:58.000]  一併的來對
[00:09:58.000 --> 00:10:00.000]  大衛宣告
[00:10:00.000 --> 00:10:04.000]  當人犯了罪之後
[00:10:04.000 --> 00:10:06.000]  罪的認罰
[00:10:06.000 --> 00:10:08.000]  就來到
[00:10:08.000 --> 00:10:10.000]  我們看
[00:10:10.000 --> 00:10:12.000]  第十一第十二節
[00:10:12.000 --> 00:10:14.000]  第十一第十二節
[00:10:14.000 --> 00:10:16.000]  這裏這樣說
[00:10:16.000 --> 00:10:18.000]  耶和華如此說
[00:10:18.000 --> 00:10:20.000]  我必從你的家中
[00:10:20.000 --> 00:10:22.000]  興起禍患
[00:10:22.000 --> 00:10:24.000]  攻擊你
[00:10:24.000 --> 00:10:26.000]  我必在你眼前擺你的飛殯賜給別人
[00:10:26.000 --> 00:10:28.000]  他在日光之下
[00:10:28.000 --> 00:10:30.000]  就與他們同寢
[00:10:30.000 --> 00:10:32.000]  你在暗中
[00:10:32.000 --> 00:10:34.000]  行這件事
[00:10:34.000 --> 00:10:36.000]  我卻要在以色列眾人面前
[00:10:36.000 --> 00:10:38.000]  在日光之下
[00:10:38.000 --> 00:10:40.000]  來報應你
[00:10:40.000 --> 00:10:42.000]  弟兄姊妹
[00:10:42.000 --> 00:10:44.000]  我們以為我們做了些事
[00:10:44.000 --> 00:10:46.000]  神不知鬼不覺
[00:10:46.000 --> 00:10:48.000]  在暗中做
[00:10:48.000 --> 00:10:50.000]  我們以為可以瞞天過海
[00:10:50.000 --> 00:10:52.000]  但是
[00:10:52.000 --> 00:10:54.000]  神是一個監察人心的神
[00:10:54.000 --> 00:10:56.000]  你有什麼
[00:10:56.000 --> 00:10:58.000]  可以瞞得過神呢
[00:10:58.000 --> 00:11:00.000]  當神說他甚不喜悅的時候
[00:11:00.000 --> 00:11:02.000]  在這個時候
[00:11:02.000 --> 00:11:04.000]  就將
[00:11:04.000 --> 00:11:06.000]  透過拿丹仙芝
[00:11:06.000 --> 00:11:08.000]  很清楚的
[00:11:08.000 --> 00:11:10.000]  將這個審判的理由告訴他
[00:11:10.000 --> 00:11:12.000]  刀過彎
[00:11:12.000 --> 00:11:14.000]  刀劍
[00:11:14.000 --> 00:11:16.000]  不會離開他的家
[00:11:16.000 --> 00:11:20.000]  我們看見
[00:11:20.000 --> 00:11:22.000]  在聖經裏面說
[00:11:22.000 --> 00:11:26.000]  他要眼見自己的飛殯
[00:11:26.000 --> 00:11:28.000]  在日光之下
[00:11:28.000 --> 00:11:30.000]  來與別人
[00:11:30.000 --> 00:11:32.000]  同寢
[00:11:32.000 --> 00:11:34.000]  他
[00:11:34.000 --> 00:11:36.000]  玷污了
[00:11:36.000 --> 00:11:38.000]  別人的妻子
[00:11:38.000 --> 00:11:40.000]  你知道嗎
[00:11:40.000 --> 00:11:42.000]  連他自己的女兒
[00:11:42.000 --> 00:11:44.000]  被
[00:11:44.000 --> 00:11:46.000]  他的女兒被他的
[00:11:46.000 --> 00:11:48.000]  同父異母的兄長
[00:11:48.000 --> 00:11:50.000]  來玷污
[00:11:50.000 --> 00:11:52.000]  他借阿滿人的刀
[00:11:52.000 --> 00:11:54.000]  來殺害
[00:11:54.000 --> 00:11:56.000]  這個義人
[00:11:56.000 --> 00:11:58.000]  烏尼亞
[00:11:58.000 --> 00:12:00.000]  破壞別人的家庭
[00:12:00.000 --> 00:12:02.000]  結果
[00:12:02.000 --> 00:12:04.000]  從此之後
[00:12:04.000 --> 00:12:06.000]  神說他的家
[00:12:06.000 --> 00:12:08.000]  刀劍不離
[00:12:08.000 --> 00:12:10.000]  你知道嗎
[00:12:10.000 --> 00:12:12.000]  大衛
[00:12:12.000 --> 00:12:14.000]  自己曾經說
[00:12:14.000 --> 00:12:18.000]  賠償的條例
[00:12:18.000 --> 00:12:20.000]  四倍的應該償還
[00:12:20.000 --> 00:12:22.000]  你知道嗎
[00:12:22.000 --> 00:12:24.000]  他有四個兒子
[00:12:24.000 --> 00:12:26.000]  死在
[00:12:26.000 --> 00:12:28.000]  刀劍之下
[00:12:28.000 --> 00:12:32.000]  慘死了
[00:12:32.000 --> 00:12:38.000]  神是興蠻不得
[00:12:38.000 --> 00:12:40.000]  印訟的是什麼
[00:12:40.000 --> 00:12:42.000]  收的
[00:12:42.000 --> 00:12:44.000]  都是什麼
[00:12:44.000 --> 00:12:48.000]  我們看文素記第十四章
[00:12:48.000 --> 00:12:50.000]  第十八節
[00:12:50.000 --> 00:12:52.000]  在這裡再一次提醒我們
[00:12:52.000 --> 00:12:54.000]  雖然神是一個憐憫的神
[00:12:54.000 --> 00:12:56.000]  耶和華不輕而發怒
[00:12:56.000 --> 00:12:58.000]  並且有豐盛的慈愛
[00:12:58.000 --> 00:13:00.000]  赦免
[00:13:00.000 --> 00:13:02.000]  罪孽和過犯
[00:13:02.000 --> 00:13:04.000]  但是留意
[00:13:04.000 --> 00:13:06.000]  神同時是一個公義的神
[00:13:06.000 --> 00:13:08.000]  萬不以有罪
[00:13:08.000 --> 00:13:10.000]  為無罪
[00:13:10.000 --> 00:13:12.000]  必追討他的罪
[00:13:12.000 --> 00:13:14.000]  至父及子
[00:13:14.000 --> 00:13:16.000]  直到三、四代
[00:13:16.000 --> 00:13:18.000]  你今天
[00:13:18.000 --> 00:13:20.000]  所犯的罪
[00:13:20.000 --> 00:13:22.000]  如果你不去清理
[00:13:22.000 --> 00:13:26.000]  你的罪
[00:13:26.000 --> 00:13:28.000]  所要承擔的後果
[00:13:28.000 --> 00:13:30.000]  是一個極重的後果
[00:13:30.000 --> 00:13:32.000]  牽連
[00:13:32.000 --> 00:13:34.000]  你的後代
[00:13:34.000 --> 00:13:36.000]  可能我們覺得
[00:13:36.000 --> 00:13:38.000]  我們不是一人做事
[00:13:38.000 --> 00:13:40.000]  一人當嗎
[00:13:40.000 --> 00:13:42.000]  但同樣
[00:13:42.000 --> 00:13:44.000]  在《出一甲記》提醒我們一樣東西
[00:13:44.000 --> 00:13:46.000]  當我們覺得
[00:13:46.000 --> 00:13:48.000]  如果神這麼重
[00:13:48.000 --> 00:13:50.000]  的時候
[00:13:50.000 --> 00:13:52.000]  你看到神的恩典更加大
[00:13:52.000 --> 00:13:54.000]  神說
[00:13:54.000 --> 00:13:56.000]  愛我守我誡命的人
[00:13:56.000 --> 00:13:58.000]  我必向他們
[00:13:58.000 --> 00:14:00.000]  發慈愛
[00:14:00.000 --> 00:14:02.000]  直到千代
[00:14:04.000 --> 00:14:06.000]  神的愛
[00:14:06.000 --> 00:14:08.000]  遠遠
[00:14:08.000 --> 00:14:10.000]  超過他的刑罰
[00:14:10.000 --> 00:14:14.000]  神萬不以有罪
[00:14:14.000 --> 00:14:16.000]  為無罪
[00:14:16.000 --> 00:14:18.000]  而以神豐盛的慈愛
[00:14:18.000 --> 00:14:20.000]  他願意赦免那些
[00:14:20.000 --> 00:14:22.000]  願意誠心悔改的人
[00:14:22.000 --> 00:14:28.000]  所以我們知道
[00:14:28.000 --> 00:14:30.000]  在第十三、第十四節裏
[00:14:32.000 --> 00:14:34.000]  大衛有一個反應
[00:14:34.000 --> 00:14:36.000]  值得我們一起去學習
[00:14:36.000 --> 00:14:40.000]  第十三節裏這樣說
[00:14:40.000 --> 00:14:42.000]  大衛在當時裏
[00:14:42.000 --> 00:14:44.000]  聽到
[00:14:44.000 --> 00:14:46.000]  這個就是你了
[00:14:46.000 --> 00:14:48.000]  而聽完這些
[00:14:48.000 --> 00:14:50.000]  刑罰之後
[00:14:50.000 --> 00:14:52.000]  他很沮喪
[00:14:52.000 --> 00:14:54.000]  他做了一件正確的事
[00:14:54.000 --> 00:14:56.000]  大衛即時對蘭丹說
[00:14:56.000 --> 00:14:58.000]  我得罪
[00:14:58.000 --> 00:15:00.000]  耶和華了
[00:15:00.000 --> 00:15:02.000]  我得罪了耶和華
[00:15:02.000 --> 00:15:06.000]  他不單止得罪人
[00:15:06.000 --> 00:15:08.000]  難怪我們說
[00:15:08.000 --> 00:15:10.000]  大衛是一個合神心意的人
[00:15:10.000 --> 00:15:12.000]  他明白到
[00:15:12.000 --> 00:15:14.000]  神自己的心
[00:15:14.000 --> 00:15:16.000]  你是得罪了神
[00:15:16.000 --> 00:15:24.000]  我得罪耶和華了
[00:15:24.000 --> 00:15:26.000]  然後先知蘭丹對他說
[00:15:26.000 --> 00:15:28.000]  耶和華已經除掉了你的罪
[00:15:28.000 --> 00:15:30.000]  你必不至於死
[00:15:30.000 --> 00:15:36.000]  由於大衛這個迅速的悔改
[00:15:36.000 --> 00:15:38.000]  他不至於死
[00:15:38.000 --> 00:15:42.000]  不過他仍然要承擔
[00:15:42.000 --> 00:15:44.000]  蓄意犯罪的結果
[00:15:44.000 --> 00:15:46.000]  在這裏說到
[00:15:46.000 --> 00:15:48.000]  你所得的孩子
[00:15:48.000 --> 00:15:50.000]  必定要死
[00:15:50.000 --> 00:15:54.000]  有人說
[00:15:54.000 --> 00:15:56.000]  這是神將罪惡除掉的行動之一
[00:15:58.000 --> 00:16:00.000]  當
[00:16:00.000 --> 00:16:02.000]  蘭丹離開之後
[00:16:02.000 --> 00:16:04.000]  他立刻將這個
[00:16:04.000 --> 00:16:06.000]  短短的一句
[00:16:06.000 --> 00:16:08.000]  好像一句很簡單的
[00:16:08.000 --> 00:16:10.000]  一個懺悔
[00:16:10.000 --> 00:16:14.000]  我得罪了耶和華了
[00:16:14.000 --> 00:16:16.000]  很快
[00:16:16.000 --> 00:16:18.000]  就將這一句
[00:16:18.000 --> 00:16:20.000]  懺悔寫成
[00:16:20.000 --> 00:16:22.000]  詩篇第五十一篇
[00:16:26.000 --> 00:16:28.000]  一個認罪
[00:16:28.000 --> 00:16:30.000]  痛悔的討論
[00:16:30.000 --> 00:16:32.000]  總共有十九節
[00:16:32.000 --> 00:16:34.000]  你可以回去慢慢看
[00:16:34.000 --> 00:16:38.000]  在中間裏
[00:16:38.000 --> 00:16:40.000]  我們看一看
[00:16:40.000 --> 00:16:42.000]  我們看一看
[00:16:42.000 --> 00:16:44.000]  就是
[00:16:44.000 --> 00:16:46.000]  回到
[00:16:46.000 --> 00:16:48.000]  第十大點裏
[00:16:48.000 --> 00:16:50.000]  第三悔改
[00:16:50.000 --> 00:16:52.000]  得赦免這個powerpoint裏
[00:16:52.000 --> 00:16:54.000]  在中間裏
[00:16:54.000 --> 00:16:56.000]  第十三第十四節
[00:16:56.000 --> 00:16:58.000]  說到什麼呢
[00:16:58.000 --> 00:17:00.000]  說到
[00:17:00.000 --> 00:17:02.000]  宗賢大衛
[00:17:02.000 --> 00:17:04.000]  他藐視
[00:17:04.000 --> 00:17:06.000]  行神為
[00:17:06.000 --> 00:17:08.000]  眼中渴為惡的事
[00:17:08.000 --> 00:17:10.000]  他也知道這個刑罰
[00:17:10.000 --> 00:17:12.000]  要臨到
[00:17:12.000 --> 00:17:16.000]  在這個時候
[00:17:16.000 --> 00:17:18.000]  他做了一件正確的事
[00:17:18.000 --> 00:17:20.000]  他就悔改
[00:17:20.000 --> 00:17:22.000]  他就悔改
[00:17:22.000 --> 00:17:24.000]  你說
[00:17:24.000 --> 00:17:26.000]  悔改得赦免
[00:17:26.000 --> 00:17:28.000]  在詩篇裏
[00:17:28.000 --> 00:17:30.000]  五十一篇裏
[00:17:30.000 --> 00:17:32.000]  大衛
[00:17:32.000 --> 00:17:34.000]  他
[00:17:34.000 --> 00:17:36.000]  知道
[00:17:36.000 --> 00:17:38.000]  神喜愛什麼
[00:17:38.000 --> 00:17:40.000]  他知道神要的是什麼
[00:17:40.000 --> 00:17:44.000]  神愛的是什麼
[00:17:44.000 --> 00:17:46.000]  喜愛的是一個誠實的心
[00:17:46.000 --> 00:17:50.000]  我們看回第六節
[00:17:50.000 --> 00:17:52.000]  他說你所喜愛的
[00:17:52.000 --> 00:17:54.000]  是內裡的誠實
[00:17:54.000 --> 00:17:56.000]  你在我隱密處
[00:17:56.000 --> 00:17:58.000]  必使我得智慧
[00:17:58.000 --> 00:18:00.000]  內裡的誠實
[00:18:00.000 --> 00:18:04.000]  無虛假
[00:18:04.000 --> 00:18:06.000]  不再砌詞
[00:18:06.000 --> 00:18:08.000]  不再為自己所做的來堆砌
[00:18:08.000 --> 00:18:10.000]  一些原因
[00:18:10.000 --> 00:18:12.000]  我不知道你有沒有在你身邊
[00:18:12.000 --> 00:18:14.000]  你遇過
[00:18:14.000 --> 00:18:16.000]  有些人犯了罪做錯事
[00:18:16.000 --> 00:18:18.000]  他總有他的原因
[00:18:18.000 --> 00:18:20.000]  不關他的事
[00:18:20.000 --> 00:18:24.000]  不需要
[00:18:24.000 --> 00:18:26.000]  因為神明白你
[00:18:26.000 --> 00:18:28.000]  神喜愛的只是什麼
[00:18:28.000 --> 00:18:30.000]  你面對真實的
[00:18:30.000 --> 00:18:32.000]  面對自己的心
[00:18:32.000 --> 00:18:34.000]  你犯罪就是犯罪
[00:18:34.000 --> 00:18:36.000]  不會因為你有足夠的原因
[00:18:36.000 --> 00:18:38.000]  那個就不成為罪
[00:18:38.000 --> 00:18:42.000]  內裡的誠實
