
[00:00:00.000 --> 00:00:04.000]  我們盼望真的在過那個疫情可以
[00:06:26.720 --> 00:06:28.920]  Physical Mental跟那個Social
[00:06:28.920 --> 00:06:30.480]  這個是三方面
[00:06:30.480 --> 00:06:34.240]  曾經在那個世界衛生組織
[00:06:34.240 --> 00:06:36.240]  他們有定義有想過
[00:06:36.240 --> 00:06:38.080]  會不會把一個叫Spiritual
[00:06:38.720 --> 00:06:41.040]  這個心靈的那個方面
[00:06:41.040 --> 00:06:44.480]  把它加到那個健康的定義當中
[00:06:44.480 --> 00:06:46.480]  當然如果要把那個Spiritual
[00:06:46.480 --> 00:06:48.880]  那個心靈的健康加進去的時候
[00:06:48.880 --> 00:06:50.640]  是個很大的工程
[00:06:50.640 --> 00:06:51.960]  要討論很多
[00:06:51.960 --> 00:06:54.800]  曾經他們在有一段時間討論蠻多的
[00:06:54.800 --> 00:06:57.120]  但最後還是沒有把那個Spiritual
[00:06:57.120 --> 00:06:59.040]  那個心靈健康加上去
[00:06:59.040 --> 00:07:02.240]  其實從信仰的角度來看
[00:07:02.240 --> 00:07:03.960]  我很想跟各位分享
[00:07:03.960 --> 00:07:06.160]  其實我們要明白一個人的健康
[00:07:06.160 --> 00:07:09.480]  真的不單只是只有身體 精神 心理
[00:07:09.480 --> 00:07:11.760]  或許你跟人的關係
[00:07:11.760 --> 00:07:14.360]  更重要其實是從信仰角度來看
[00:07:14.360 --> 00:07:16.840]  你的心靈健康嗎
[00:07:16.840 --> 00:07:20.240]  這是一個Spiritual Perspective
[00:07:20.240 --> 00:07:23.040]  那個在不同的屬靈
[00:07:23.040 --> 00:07:24.320]  那個心靈的層面
[00:07:24.320 --> 00:07:28.560]  尤其如果大家在香港
[00:07:28.560 --> 00:07:32.280]  因為在其他地方比較不一定有
[00:07:32.280 --> 00:07:34.520]  在香港我們在當中
[00:07:34.520 --> 00:07:38.480]  如果你有機會去醫院去探訪
[00:07:38.480 --> 00:07:40.320]  或許真的很不幸的話
[00:07:40.320 --> 00:07:42.080]  你在醫院病倒了
[00:07:42.080 --> 00:07:44.080]  其實醫院裡面的服務
[00:07:44.080 --> 00:07:48.400]  現在在香港很全面的一個是怎麼樣呢
[00:07:48.400 --> 00:07:50.400]  我們不單只有醫生 有護士
[00:07:50.400 --> 00:07:53.640]  有其他的那個醫療的部門的人員
[00:07:53.640 --> 00:07:54.840]  我們還有一個叫什麼
[00:07:54.840 --> 00:07:56.800]  叫院務
[00:07:56.800 --> 00:07:58.240]  我不曉得你有沒有聽過
[00:07:58.240 --> 00:07:59.880]  或是說你到醫院探訪
[00:07:59.880 --> 00:08:02.440]  或是說你曾經真的成為病人
[00:08:02.440 --> 00:08:03.280]  在醫院的時候
[00:08:03.280 --> 00:08:07.320]  其實我們有一個比較特別的部門
[00:08:07.320 --> 00:08:08.800]  其實在香港已經很久
[00:08:08.800 --> 00:08:11.200]  它已經有超過30年的歷史了
[00:08:11.200 --> 00:08:13.000]  在很多的醫院都有
[00:08:13.000 --> 00:08:15.240]  當然有少部分的醫院可能還沒有
[00:08:15.240 --> 00:08:16.720]  那個叫院務
[00:08:16.720 --> 00:08:21.560]  大概比較正是個醫院裡面的牧師吧
[00:08:21.560 --> 00:08:23.000]  大概是 你可以
[00:08:23.000 --> 00:08:24.680]  他其實也不是一定是牧師
[00:08:24.680 --> 00:08:25.440]  他不一定是牧師
[00:08:25.440 --> 00:08:29.800]  他是在醫院裡面做一個牧養的關懷的人
[00:08:29.800 --> 00:08:31.360]  一個工作人員
[00:08:31.360 --> 00:08:34.240]  在其他地方可能有些不同的翻譯
[00:08:34.240 --> 00:08:36.880]  但我們英文就叫Trapant
[00:08:36.880 --> 00:08:39.120]  就是一個Hospital Trapant
[00:08:39.120 --> 00:08:40.480]  他就是有這樣子
[00:08:40.480 --> 00:08:43.040]  他不是醫生也不是護士
[00:08:43.040 --> 00:08:46.800]  那他就是一個做心靈關顧的人
[00:08:46.800 --> 00:08:49.120]  當一個人進到醫院裡面
[00:08:49.120 --> 00:08:50.520]  其實你知道他需要的
[00:08:50.520 --> 00:08:54.160]  不單只是那個他要適合的藥物
[00:08:54.160 --> 00:08:55.520]  或者說他要找醫生
[00:08:55.520 --> 00:08:58.440]  幫他做一個很大的手術也好
[00:08:58.440 --> 00:09:00.520]  他這個治療是很重要啦
[00:09:00.520 --> 00:09:02.800]  但是你知道在人進到醫院的時候
[00:09:02.800 --> 00:09:06.320]  他最擔心的是什麼
[00:09:06.320 --> 00:09:09.480]  對嘛 我們就形容說他走進去的
[00:09:09.480 --> 00:09:11.080]  他最擔心的是什麼
[00:09:11.080 --> 00:09:13.280]  躺著出來
[00:09:13.280 --> 00:09:14.480]  我不曉得你有沒有聽過
[00:09:14.480 --> 00:09:17.280]  說你自己有進醫院的經驗的話
[00:09:17.280 --> 00:09:18.760]  有可能就是我走進去
[00:09:18.760 --> 00:09:21.560]  但是我很擔心我會躺著出來
[00:09:21.560 --> 00:09:24.280]  就是這樣子的狀況
[00:09:24.280 --> 00:09:25.960]  所以人到醫院的時候
[00:09:25.960 --> 00:09:26.760]  我告訴你
[00:09:26.760 --> 00:09:28.080]  我有一段時間
[00:09:28.080 --> 00:09:32.280]  其實我也去在醫院當這個院務的工作
[00:09:32.280 --> 00:09:35.560]  所以我真的跟有些病人聊天的時候
[00:09:35.560 --> 00:09:37.720]  他的擔心是這樣子
[00:09:37.720 --> 00:09:40.760]  你不管他是大的病還是小的病
[00:09:40.760 --> 00:09:41.560]  小病的時候
[00:09:41.560 --> 00:09:43.960]  有時候他會很擔心變成大的病
[00:09:43.960 --> 00:09:46.320]  所以他就很擔心他走進去的時候
[00:09:46.320 --> 00:09:48.160]  他會躺著出來
[00:09:48.160 --> 00:09:50.200]  所以他到醫院的人
[00:09:50.200 --> 00:09:54.200]  他就會很容易去想到死亡
[00:09:54.200 --> 00:09:56.520]  這就是他們心靈上的需要
[00:09:56.520 --> 00:09:59.440]  這個死亡不單只是心理上
[00:09:59.440 --> 00:10:01.960]  有可能你說這是一個心理問題吧
[00:10:01.960 --> 00:10:03.280]  其實也不一定
[00:10:03.280 --> 00:10:05.000]  我告訴你有可能
[00:10:05.000 --> 00:10:09.040]  但最重要是他面對死亡的挑戰的時候
[00:10:09.040 --> 00:10:12.720]  你知道你面對死亡的挑戰是什麼
[00:10:12.720 --> 00:10:15.120]  你會想過死亡嗎
[00:10:15.120 --> 00:10:20.160]  你想到死的時候你會擔心什麼
[00:10:20.160 --> 00:10:23.920]  死了以後去哪裡
[00:10:23.920 --> 00:10:25.040]  我不曉得你有沒有想過
[00:10:25.040 --> 00:10:26.200]  可能你太年輕了
[00:10:26.200 --> 00:10:27.880]  你大概也還沒想過
[00:10:27.880 --> 00:10:28.880]  你不知道
[00:10:28.880 --> 00:10:29.920]  但我告訴你
[00:10:29.920 --> 00:10:32.000]  當然這個COVID-19
[00:10:32.000 --> 00:10:33.560]  這個新冠肺炎
[00:10:33.560 --> 00:10:34.840]  大概對年輕人來說
[00:10:34.840 --> 00:10:37.280]  很有可能不是很大的威脅
[00:10:37.280 --> 00:10:40.920]  我們都知道大部分他們死亡的人
[00:10:40.920 --> 00:10:42.000]  都是比較年長
[00:10:42.000 --> 00:10:45.800]  有很多的長期的病患的人
[00:10:45.800 --> 00:10:47.000]  所以對年輕人來說
[00:10:47.000 --> 00:10:52.160]  可能說這是比較沒有太對你的影響
[00:10:52.160 --> 00:10:54.480]  但如果回到2003年
[00:10:54.480 --> 00:10:56.240]  在那個SARS的時候
[00:10:56.240 --> 00:10:59.240]  其實那個時候我們都比較驚慌
[00:10:59.240 --> 00:11:03.160]  因為SARS大概是對不同年紀的人
[00:11:03.160 --> 00:11:06.800]  死亡的影響都很大
[00:11:06.800 --> 00:11:09.360]  所以你有聽過我們在SARS的時候
[00:11:09.360 --> 00:11:12.000]  有些醫生、醫療人員
[00:11:12.000 --> 00:11:15.840]  他們都是真的在死亡的邊緣上
[00:11:15.840 --> 00:11:19.880]  所以當人面對病患的時候
[00:11:19.880 --> 00:11:24.600]  他們自然就想到有可能死
[00:11:24.600 --> 00:11:26.880]  另外一個面對的心靈上的需要
[00:11:26.880 --> 00:11:31.880]  就是死了以後我要去哪裡
[00:11:31.880 --> 00:11:33.440]  就是這樣子
[00:11:33.440 --> 00:11:38.160]  所以這個就是在心靈的健康上的需要
[00:11:38.160 --> 00:11:41.400]  我們最近教會在我們讀經的計畫當中
[00:11:41.400 --> 00:11:45.320]  我們讀到一個叫以西節書在舊約當中
[00:11:45.320 --> 00:11:48.360]  另外的我們也讀過最近是耶律米書
[00:11:48.360 --> 00:11:52.480]  這兩段的經文我想跟各位來看是什麼呢
[00:11:52.480 --> 00:11:58.000]  這裡是形容當時候先知給他們那些人的警告
[00:11:58.000 --> 00:12:01.800]  而且形容他們是一個怎麼樣的人
[00:12:01.800 --> 00:12:04.880]  第一段的以西節書第三章第七節
[00:12:04.880 --> 00:12:07.360]  這個先知告訴我們說
[00:12:07.360 --> 00:12:11.800]  當時候的以色列人他們是一個怎麼樣的人
[00:12:11.800 --> 00:12:13.120]  他怎麼樣形容
[00:12:13.120 --> 00:12:18.560]  以色列全家是額肩心硬的人
[00:12:18.560 --> 00:12:20.920]  這個是好還是不好
[00:12:20.920 --> 00:12:22.040]  真的不好嗎
[00:12:22.040 --> 00:12:24.040]  這不是很堅硬的心
[00:12:24.040 --> 00:12:25.840]  那我的心很堅硬
[00:12:25.840 --> 00:12:27.240]  所以很強壯啊
[00:12:27.240 --> 00:12:28.680]  很強壯就是好嘛
[00:12:28.680 --> 00:12:30.320]  那個心臟病很厲害的
[00:12:30.320 --> 00:12:31.040]  我告訴你
[00:12:31.040 --> 00:12:32.560]  有些人運動的時候
[00:12:32.560 --> 00:12:38.360]  打球啊還是在郊外走走的時候都會死掉
[00:12:38.360 --> 00:12:41.000]  你知道最大的原因是什麼
[00:12:41.000 --> 00:12:42.560]  就是心臟問題
[00:12:42.560 --> 00:12:45.120]  如果這個形容說額肩心硬的人
[00:12:45.120 --> 00:12:47.840]  是不是那個心很強壯的意思呢
[00:12:47.840 --> 00:12:51.200]  大概我們都知道其實不是因為他的心強壯
[00:12:51.200 --> 00:12:53.000]  其實可能是一個很頑固的人
[00:12:53.000 --> 00:12:55.400]  或者是很硬心的人
[00:12:55.400 --> 00:12:57.560]  然後耶律米先知告訴我們
[00:12:57.560 --> 00:13:00.280]  另外一個形容人的心是怎麼樣
[00:13:00.280 --> 00:13:04.240]  人心比萬物都詭詐
[00:13:04.240 --> 00:13:09.800]  你就知道人的心其實是一個不太好的心
[00:13:09.800 --> 00:13:14.120]  我們常說一個人心理比較好還是不好
[00:13:14.120 --> 00:13:16.920]  就從心來去形容一個人
[00:13:16.920 --> 00:13:18.640]  但在咒曰的時候
[00:13:18.640 --> 00:13:19.720]  我告訴你
[00:13:19.720 --> 00:13:23.040]  這個咒曰用一個心來形容一個人的時候
[00:13:23.040 --> 00:13:25.400]  其實不單只是講到他的心
[00:13:25.400 --> 00:13:27.840]  其實他就是講到整個全人
[00:13:27.840 --> 00:13:29.880]  就是一個整個人是一個怎麼樣
[00:13:29.880 --> 00:13:33.760]  這個心就是代表這個人是一個怎麼樣的人
[00:13:33.760 --> 00:13:36.080]  他不只是要把他分開身體
[00:13:36.080 --> 00:13:39.920]  心理人際關係還是心靈方面
[00:13:39.920 --> 00:13:41.080]  其實在咒曰的時候
[00:13:41.080 --> 00:13:43.160]  他沒有這樣子的分開的
[00:13:43.160 --> 00:13:46.800]  他的心就是形容一個人整個人是一個怎麼樣
[00:13:46.800 --> 00:13:49.640]  所以如果形容這個人是額肩心硬的
[00:13:49.640 --> 00:13:53.080]  大概就是這個人是很硬的人
[00:13:53.080 --> 00:13:55.680]  他是可能是好還是不好吧
[00:13:55.680 --> 00:13:56.680]  但最重要是
[00:13:56.680 --> 00:13:59.800]  如果耶律米先知說他是一個怎麼樣
[00:13:59.800 --> 00:14:01.200]  詭詐的心
[00:14:01.200 --> 00:14:05.520]  他大概就是形容這個人就是一個很詭詐的人
[00:14:05.520 --> 00:14:07.480]  但這個人心比萬物都詭詐
[00:14:07.480 --> 00:14:11.320]  其實不只是指那個以色列人
[00:14:11.320 --> 00:14:15.960]  他大概是通指我們每一個人都有可能是
[00:14:15.960 --> 00:14:20.680]  我們要常常去怎麼樣看我們這個詭詐的心
[00:14:20.680 --> 00:14:22.880]  這個另外他的形容是怎麼樣
[00:14:22.880 --> 00:14:24.760]  這個人心詭詐
[00:14:24.760 --> 00:14:26.600]  然後他形容怎麼樣
[00:14:26.600 --> 00:14:28.920]  壞到極處
[00:14:28.920 --> 00:14:32.800]  其實這個壞到極處在當時候那個形容詞
[00:14:32.800 --> 00:14:34.600]  不單只是講到壞到極處
[00:14:34.600 --> 00:14:37.480]  他是跟那個醫學有點關係的
[00:14:37.480 --> 00:14:39.040]  他是講到這個壞到極處
[00:14:39.040 --> 00:14:42.480]  這是跟這個病的差不多
[00:14:42.480 --> 00:14:45.000]  他是講到一個無法醫治的
[00:14:45.000 --> 00:14:45.960]  這個壞到極處
[00:14:45.960 --> 00:14:48.800]  這是講到當時候那個人是無法醫治
[00:14:48.800 --> 00:14:50.800]  那個心是無法醫治
[00:14:50.800 --> 00:14:53.080]  這是講到人心詭詐
[00:14:53.080 --> 00:14:56.240]  這是像一個病人一個很嚴重的病的人
[00:14:56.240 --> 00:14:59.760]  他病到一個地步就是沒有辦法再醫好
[00:14:59.760 --> 00:15:02.240]  所以這就是講到一個人
[00:15:02.240 --> 00:15:05.480]  人真的有時候是壞到一個極處的時候
[00:15:05.480 --> 00:15:06.840]  他的很詭詐
[00:15:06.840 --> 00:15:08.120]  他是壞透了
[00:15:08.120 --> 00:15:11.760]  而且是沒辦法去醫治
[00:15:11.760 --> 00:15:15.480]  當然如果待會我們講到語系結束的時候講到
[00:15:15.480 --> 00:15:20.440]  就是人心需要從一個石頭的心
[00:15:20.440 --> 00:15:23.560]  換為一個心的心
[00:15:23.560 --> 00:15:25.760]  另外我想跟各位看
[00:15:25.760 --> 00:15:28.080]  如果真的死亡是讓我們想到
[00:15:28.080 --> 00:15:31.480]  死了以後去哪裡的一個問題
[00:15:31.480 --> 00:15:34.640]  我們通常都會在我們的信仰上說
[00:15:34.640 --> 00:15:36.240]  我們死了以後
[00:15:36.240 --> 00:15:38.600]  我們就會有機會見到神
[00:15:38.600 --> 00:15:43.640]  見到我們這個聖經上所講到這位創造主
[00:15:43.640 --> 00:15:45.480]  我們會見到神的時候
[00:15:45.480 --> 00:15:52.160]  神會問我們的心是一個怎麼樣的心
[00:15:52.160 --> 00:15:53.800]  神不會問我
[00:15:53.800 --> 00:15:56.880]  你每一個禮拜到教會
[00:15:56.880 --> 00:15:58.520]  有沒有到教會了
[00:15:58.520 --> 00:16:01.360]  你一年到教會多少次
[00:16:01.360 --> 00:16:05.480]  還是你每一次到教會會不會很準時沒有遲到
[00:16:05.480 --> 00:16:07.120]  還是你作為基督徒
[00:16:07.120 --> 00:16:11.200]  神也不會問你每天有沒有讀聖經靈修
[00:16:11.200 --> 00:16:13.600]  神其實也不會問這麼多的問題
[00:16:13.600 --> 00:16:18.240]  我是想神會問我們的心是一個怎麼樣的心
[00:16:18.240 --> 00:16:23.000]  我們的心到底是像所說的比萬物都詭詐
[00:16:23.000 --> 00:16:26.000]  還是我是一個虛心的人
[00:16:26.000 --> 00:16:29.480]  還是講到八福裡面我們有很多不同的心
[00:16:29.480 --> 00:16:33.200]  我們是否有一個連續人的心
[00:16:33.200 --> 00:16:35.040]  我們是有一個親心
[00:16:35.040 --> 00:16:37.880]  這個是在八福裡面我們會講到
[00:16:37.880 --> 00:16:42.000]  所以我會相信神是會問我們的心
[00:16:42.000 --> 00:16:43.280]  祂怎樣問呢
[00:16:43.280 --> 00:16:46.880]  大概在一個如果你有看病的經驗
[00:16:46.880 --> 00:16:49.320]  神就好像一個很大的醫生
[00:16:49.320 --> 00:16:51.120]  祂一個大的醫生
[00:16:51.120 --> 00:16:54.920]  醫生你看病的時候通常都要聽診
[00:16:54.920 --> 00:17:00.680]  就是聽聽你的心臟是怎麼樣 你的肺是怎麼樣
[00:17:00.680 --> 00:17:04.320]  所以神社上一個醫生要聽聽我們的心
[00:17:04.320 --> 00:17:06.280]  也會問我們的心
[00:17:06.280 --> 00:17:07.720]  到底我們的心
[00:17:07.720 --> 00:17:10.360]  大概是一個我們的spiritual那方面
[00:17:10.360 --> 00:17:12.960]  我們的心靈方面是怎麼樣
[00:17:12.960 --> 00:17:15.960]  其實還是回到我最原來的時候
[00:17:15.960 --> 00:17:18.640]  就是問我們整個人是怎麼樣
[00:17:18.640 --> 00:17:20.120]  但我們這整個人
[00:17:20.120 --> 00:17:22.840]  我想跟各位說從信仰的角度來看
[00:17:22.840 --> 00:17:25.760]  我們是從心靈開始
[00:17:25.760 --> 00:17:29.160]  我們最重要的不單是你身體有沒有病
[00:17:29.160 --> 00:17:31.560]  你的心理精神狀態是怎麼樣
[00:17:31.560 --> 00:17:33.600]  你跟人之間的關係好不好
[00:17:33.600 --> 00:17:37.680]  當然這個我們都要希望都是健康
[00:17:37.680 --> 00:17:39.480]  但我相信神問我們的心
[00:17:39.480 --> 00:17:41.880]  最重要是問你的心靈
[00:17:41.880 --> 00:17:43.360]  你的spiritual
[00:17:43.360 --> 00:17:46.760]  你那個心靈狀態是怎麼樣
[00:17:46.760 --> 00:17:52.000]  所以我們一個人的健康應該從我們的心靈開始
[00:17:52.000 --> 00:17:55.920]  因為我們的神就是創造我們這個人
[00:17:55.920 --> 00:17:59.800]  最重要的一部分就是我們的心靈
[00:17:59.800 --> 00:18:03.880]  所以在《以西傑書》第36章裡面講到
[00:18:03.880 --> 00:18:08.600]  如果我們的心是一個很硬的心
[00:18:08.600 --> 00:18:10.280]  或許他這邊引用就是說
[00:18:10.280 --> 00:18:11.880]  他的形容是怎麼樣呢
[00:18:11.880 --> 00:18:15.000]  當中是說我從你們的肉體中
[00:18:15.000 --> 00:18:17.920]  除掉你的實心
[00:18:17.920 --> 00:18:20.120]  賜給你們的肉心
[00:18:20.120 --> 00:18:23.040]  那這個最重要不單只是一個肉心
[00:18:23.040 --> 00:18:24.960]  其實是一個心的心
[00:18:24.960 --> 00:18:31.520]  神要幫我們造一個心的心
[00:18:31.520 --> 00:18:33.320]  這個少了一張
[00:18:33.320 --> 00:18:36.360]  沒關係
[00:18:36.360 --> 00:18:38.680]  它當中是36章
[00:18:38.680 --> 00:18:40.200]  如果大家回去再看
[00:18:40.200 --> 00:18:41.480]  這個少了一張
[00:18:41.480 --> 00:18:45.280]  它是神會把我們這個心的心給我們
