
[00:00:00.000 --> 00:00:08.000]  不知大家覺不覺得香港人都頗注重養生
[00:05:22.000 --> 00:05:27.000]  而是我們一起要將這個經文實踐出來
[00:05:27.000 --> 00:05:28.000]  活出來
[00:05:28.000 --> 00:05:30.000]  我們一起祈禱
[00:05:30.000 --> 00:05:35.000]  主耶穌多謝祢提醒我們
[00:05:35.000 --> 00:05:39.000]  我們的生命不只是我們看得到的
[00:05:39.000 --> 00:05:41.000]  我們更加要關注的是
[00:05:41.000 --> 00:05:43.000]  我們看不見
[00:05:43.000 --> 00:05:45.000]  天上變
[00:05:45.000 --> 00:05:47.000]  祢為我們
[00:05:47.000 --> 00:05:49.000]  在我們生命裡面
[00:05:49.000 --> 00:05:54.000]  預備了一個很寶貴永恆的生命
[00:05:54.000 --> 00:05:57.000]  讓我們不要被看不見的東西
[00:05:57.000 --> 00:05:59.000]  純純分散了我們的注意力
[00:05:59.000 --> 00:06:03.000]  或者拿了我們的關注
[00:06:03.000 --> 00:06:06.000]  讓我們更加關注的是
[00:06:06.000 --> 00:06:08.000]  祢給我們更寶貴
[00:06:08.000 --> 00:06:11.000]  非常寶貴的這個靈性的生命
[00:06:11.000 --> 00:06:13.000]  我們不可或缺的
[00:06:13.000 --> 00:06:16.000]  我們要好好護養的
[00:06:16.000 --> 00:06:18.000]  這個靈性的生命
[00:06:18.000 --> 00:06:20.000]  求聖靈幫助我們
[00:06:20.000 --> 00:06:22.000]  幫助我們
[00:06:22.000 --> 00:06:24.000]  能夠將這一段經文
[00:06:24.000 --> 00:06:26.000]  去實踐
[00:06:26.000 --> 00:06:28.000]  給我們有力量
[00:06:28.000 --> 00:06:30.000]  給我們有決心
[00:06:30.000 --> 00:06:32.000]  我們多謝祢
[00:06:32.000 --> 00:06:33.000]  聽我們的祈禱
[00:06:33.000 --> 00:06:34.000]  奉主耶穌名求
[00:06:34.000 --> 00:06:36.000]  阿們
[00:06:36.000 --> 00:06:39.000]  二二節一開始的時候
[00:06:39.000 --> 00:06:41.000]  耶穌就說
[00:06:41.000 --> 00:06:44.000]  所以我告訴你們
[00:06:44.000 --> 00:06:46.000]  不要為生命憂慮吃什麼
[00:06:46.000 --> 00:06:51.000]  為身體憂慮穿什麼
[00:06:51.000 --> 00:06:54.000]  這裡很明顯你會看到
[00:06:54.000 --> 00:06:56.000]  不要為生命憂慮
[00:06:56.000 --> 00:06:59.000]  這個生命是講一個物質的生命
[00:06:59.000 --> 00:07:00.000]  physical
[00:07:00.000 --> 00:07:03.000]  包括你的生命
[00:07:03.000 --> 00:07:04.000]  你的命
[00:07:04.000 --> 00:07:05.000]  你的情感
[00:07:05.000 --> 00:07:07.000]  或者你的思想各樣
[00:07:07.000 --> 00:07:09.000]  為什麼不要憂慮呢
[00:07:09.000 --> 00:07:11.000]  是因為
[00:07:11.000 --> 00:07:14.000]  你的生命是勝過飲食
[00:07:14.000 --> 00:07:19.000]  身體是大過衣裳
[00:07:19.000 --> 00:07:22.000]  原來養護物質的生命
[00:07:22.000 --> 00:07:24.000]  沒錯我們剛才說了
[00:07:24.000 --> 00:07:25.000]  要注意飲食運動
[00:07:25.000 --> 00:07:26.000]  諸如此類的東西
[00:07:26.000 --> 00:07:27.000]  但是
[00:07:27.000 --> 00:07:30.000]  生命不只是這樣的
[00:07:30.000 --> 00:07:32.000]  勝於這個的形
[00:07:32.000 --> 00:07:33.000]  是一個形容詞來的
[00:07:33.000 --> 00:07:34.000]  就是說大量
[00:07:34.000 --> 00:07:35.000]  更多
[00:07:35.000 --> 00:07:37.000]  更加
[00:07:37.000 --> 00:07:40.000]  生命的數量份量上面
[00:07:40.000 --> 00:07:41.000]  是大過飲食
[00:07:41.000 --> 00:07:46.000]  以及衣裳
[00:07:46.000 --> 00:07:47.000]  無可否認
[00:07:47.000 --> 00:07:50.000]  養活生命是需要吃
[00:07:50.000 --> 00:07:51.000]  以及穿
[00:07:51.000 --> 00:07:52.000]  如果大家都知道
[00:07:52.000 --> 00:07:54.000]  這個馬斯樓
[00:07:54.000 --> 00:07:56.000]  生命的金字塔
[00:07:56.000 --> 00:07:58.000]  Hierarchy of Needs
[00:07:58.000 --> 00:08:00.000]  最基本就是最底層
[00:08:00.000 --> 00:08:01.000]  就是我們要有東西吃
[00:08:01.000 --> 00:08:02.000]  有衣服穿才行
[00:08:02.000 --> 00:08:03.000]  對不對
[00:08:03.000 --> 00:08:05.000]  但是這裡在說
[00:08:05.000 --> 00:08:07.000]  這些食物和衣著
[00:08:07.000 --> 00:08:10.000]  不是我生命的全部
[00:08:10.000 --> 00:08:12.000]  不要以為生命就是
[00:08:12.000 --> 00:08:14.000]  我很快樂地吃喝
[00:08:14.000 --> 00:08:15.000]  我很安逸地生活
[00:08:15.000 --> 00:08:17.000]  就是了
[00:08:17.000 --> 00:08:18.000]  甚至乎
[00:08:18.000 --> 00:08:21.000]  當耶穌面對試探的時候
[00:08:21.000 --> 00:08:23.000]  祂40天禁食
[00:08:23.000 --> 00:08:24.000]  沒有吃過東西
[00:08:24.000 --> 00:08:25.000]  很飢餓的時候
[00:08:25.000 --> 00:08:27.000]  祂竟然說
[00:08:27.000 --> 00:08:28.000]  人活著
[00:08:28.000 --> 00:08:30.000]  不是單靠食物
[00:08:30.000 --> 00:08:31.000]  乃是靠神
[00:08:31.000 --> 00:08:33.000]  口裡所說的話
[00:08:33.000 --> 00:08:34.000]  哇
[00:08:34.000 --> 00:08:37.000]  神的說話才養活我們
[00:08:37.000 --> 00:08:39.000]  所以我們不要本末倒置
[00:08:39.000 --> 00:08:41.000]  為吃什麼
[00:08:41.000 --> 00:08:42.000]  喝什麼憂慮
[00:08:42.000 --> 00:08:43.000]  不好意思
[00:08:43.000 --> 00:08:45.000]  他們不是主角
[00:08:45.000 --> 00:08:47.000]  接著耶穌就說
[00:08:47.000 --> 00:08:49.000]  你看看那些烏鴉
[00:08:49.000 --> 00:08:51.000]  烏鴉不懂謀生
[00:08:51.000 --> 00:08:52.000]  不懂耕種
[00:08:52.000 --> 00:08:53.000]  不懂儲蓄
[00:08:53.000 --> 00:08:54.000]  神養活他們
[00:08:54.000 --> 00:08:56.000]  雖然是一隻烏鴉
[00:08:56.000 --> 00:08:58.000]  甚至乎在《利未記》說
[00:08:58.000 --> 00:09:01.000]  他們是不潔的雀鳥
[00:09:01.000 --> 00:09:04.000]  但是神養活他們
[00:09:04.000 --> 00:09:07.000]  在詩篇147篇
[00:09:07.000 --> 00:09:13.000]  神說 神賜食物給提叫的小烏鴉
[00:09:13.000 --> 00:09:18.000]  哪管祂是不潔的小雀鳥
[00:09:18.000 --> 00:09:20.000]  即是BB小烏鴉
[00:09:20.000 --> 00:09:22.000]  但是神在養活
[00:09:22.000 --> 00:09:24.000]  每一個人的生命
[00:09:24.000 --> 00:09:26.000]  作為人
[00:09:26.000 --> 00:09:27.000]  我們以為
[00:09:27.000 --> 00:09:29.000]  我們可以自食其力
[00:09:29.000 --> 00:09:30.000]  我們自己養自己
[00:09:30.000 --> 00:09:31.000]  我長大了
[00:09:31.000 --> 00:09:33.000]  我自給自足了
[00:09:33.000 --> 00:09:35.000]  但是其實背後
[00:09:35.000 --> 00:09:39.000]  那位創造我們的上帝
[00:09:39.000 --> 00:09:40.000]  不論是人
[00:09:40.000 --> 00:09:42.000]  不論是飛鳥
[00:09:42.000 --> 00:09:46.000]  或者待會說的花草
[00:09:46.000 --> 00:09:48.000]  都是神養活
[00:09:48.000 --> 00:09:50.000]  每一個的受造物
[00:09:50.000 --> 00:09:52.000]  包括我們自己覺得
[00:09:52.000 --> 00:09:55.000]  我們可以自存自養的人
[00:09:55.000 --> 00:09:59.000]  其實都是上帝
[00:09:59.000 --> 00:10:00.000]  但是
[00:10:00.000 --> 00:10:01.000]  很多時候
[00:10:01.000 --> 00:10:04.000]  人就是太過自以為是
[00:10:04.000 --> 00:10:06.000]  我們會忘記了
[00:10:06.000 --> 00:10:08.000]  養育之恩
[00:10:08.000 --> 00:10:09.000]  我當然不是父母
[00:10:09.000 --> 00:10:11.000]  是上帝
[00:10:11.000 --> 00:10:12.000]  耶穌說
[00:10:12.000 --> 00:10:15.000]  我們甚至不能夠
[00:10:15.000 --> 00:10:20.000]  用幼女使壽數多加一刻
[00:10:20.000 --> 00:10:21.000]  這麼小的事
[00:10:21.000 --> 00:10:22.000]  我們也做不到
[00:10:22.000 --> 00:10:24.000]  多一秒鐘
[00:10:24.000 --> 00:10:25.000]  其實這裡是說長度
[00:10:25.000 --> 00:10:28.000]  不是說時間
[00:10:28.000 --> 00:10:30.000]  但是
[00:10:30.000 --> 00:10:31.000]  哎呀
[00:10:31.000 --> 00:10:33.000]  原來我們不可以主動
[00:10:33.000 --> 00:10:34.000]  這個憂慮
[00:10:34.000 --> 00:10:36.000]  是一個主動的動詞
[00:10:36.000 --> 00:10:38.000]  我們不能夠主動地
[00:10:38.000 --> 00:10:40.000]  去將自己的年日
[00:10:40.000 --> 00:10:42.000]  加多一點點都不行
[00:10:42.000 --> 00:10:43.000]  連這麼小的事
[00:10:43.000 --> 00:10:47.000]  我們也做不到
[00:10:47.000 --> 00:10:49.000]  但是耶穌不是說
[00:10:49.000 --> 00:10:50.000]  那就算了
[00:10:50.000 --> 00:10:51.000]  你們什麼都做不到
[00:10:51.000 --> 00:10:53.000]  那你放棄了
[00:10:53.000 --> 00:10:54.000]  不是的
[00:10:54.000 --> 00:10:55.000]  我們不要去到
[00:10:55.000 --> 00:10:57.000]  另外一個極點
[00:10:57.000 --> 00:10:58.000]  我們什麼都不做
[00:10:58.000 --> 00:11:00.000]  我們不計算
[00:11:00.000 --> 00:11:01.000]  沒錯
[00:11:01.000 --> 00:11:02.000]  我們是要盡責任
[00:11:02.000 --> 00:11:05.000]  和本分去預備工作
[00:11:05.000 --> 00:11:07.000]  正如小烏鴉
[00:11:07.000 --> 00:11:09.000]  不要小烏鴉
[00:11:09.000 --> 00:11:10.000]  小烏鴉不懂
[00:11:10.000 --> 00:11:11.000]  大烏鴉
[00:11:11.000 --> 00:11:12.000]  大烏鴉都要去找食物
[00:11:12.000 --> 00:11:15.000]  但如果不是神賜給他
[00:11:15.000 --> 00:11:17.000]  聖經裡面說
[00:11:17.000 --> 00:11:19.000]  他找不到
[00:11:19.000 --> 00:11:21.000]  是不是
[00:11:21.000 --> 00:11:23.000]  我想我們這幾年
[00:11:23.000 --> 00:11:26.000]  經歷過的疫情
[00:11:26.000 --> 00:11:28.000]  其實我們都學了一個
[00:11:28.000 --> 00:11:29.000]  好好的功課
[00:11:29.000 --> 00:11:31.000]  就是靠神
[00:11:31.000 --> 00:11:33.000]  依靠神
[00:11:33.000 --> 00:11:35.000]  我自己呢
[00:11:35.000 --> 00:11:37.000]  我記得好像在崇拜的時候說過
[00:11:37.000 --> 00:11:38.000]  是不是
[00:11:38.000 --> 00:11:39.000]  我三月初的時候
[00:11:39.000 --> 00:11:41.000]  也中了Omicron
[00:11:41.000 --> 00:11:43.000]  但其實我最擔心的
[00:11:43.000 --> 00:11:44.000]  不是自己
[00:11:44.000 --> 00:11:46.000]  是我的爸爸
[00:11:46.000 --> 00:11:47.000]  老爸
[00:11:47.000 --> 00:11:50.000]  今年92歲
[00:11:50.000 --> 00:11:54.000]  他除了幾萬宗的時候
[00:11:54.000 --> 00:11:55.000]  他
[00:11:55.000 --> 00:11:56.000]  好
[00:11:56.000 --> 00:11:57.000]  我叫外賣
[00:11:57.000 --> 00:11:58.000]  好
[00:11:58.000 --> 00:11:59.000]  但是他發覺
[00:11:59.000 --> 00:12:01.000]  原來一個叉燒飯
[00:12:01.000 --> 00:12:02.000]  加上這個
[00:12:02.000 --> 00:12:03.000]  是不是有運費的
[00:12:03.000 --> 00:12:05.000]  因為我沒有叫過
[00:12:05.000 --> 00:12:07.000]  原來是一百零五元的時候
[00:12:07.000 --> 00:12:08.000]  嘩
[00:12:08.000 --> 00:12:10.000]  他肉都吃了
[00:12:10.000 --> 00:12:11.000]  接著他就說
[00:12:11.000 --> 00:12:12.000]  好
[00:12:12.000 --> 00:12:15.000]  我自己走出去吃飯
[00:12:15.000 --> 00:12:16.000]  嘩
[00:12:16.000 --> 00:12:17.000]  真的
[00:12:17.000 --> 00:12:19.000]  他一個人住
[00:12:19.000 --> 00:12:20.000]  他住在大埔
[00:12:20.000 --> 00:12:21.000]  我在九龍
[00:12:21.000 --> 00:12:22.000]  我
[00:12:22.000 --> 00:12:24.000]  我簡直管不了他
[00:12:24.000 --> 00:12:25.000]  是不是
[00:12:25.000 --> 00:12:26.000]  他下山上來
[00:12:26.000 --> 00:12:27.000]  我也不知道
[00:12:27.000 --> 00:12:28.000]  是不是
[00:12:28.000 --> 00:12:30.000]  結果
[00:12:30.000 --> 00:12:32.000]  他就是這樣
[00:12:32.000 --> 00:12:33.000]  這幾萬宗的時候
[00:12:33.000 --> 00:12:34.000]  過了一個禮拜之後
[00:12:34.000 --> 00:12:35.000]  他繼續到街上吃飯
[00:12:35.000 --> 00:12:37.000]  接著上個月
[00:12:37.000 --> 00:12:39.000]  他的大廈又強檢
[00:12:39.000 --> 00:12:40.000]  不知道什麼事
[00:12:40.000 --> 00:12:41.000]  接著
[00:12:41.000 --> 00:12:42.000]  好擔心
[00:12:42.000 --> 00:12:43.000]  打電話
[00:12:43.000 --> 00:12:44.000]  我只能夠說
[00:12:44.000 --> 00:12:45.000]  你洗手
[00:12:45.000 --> 00:12:46.000]  小心
[00:12:46.000 --> 00:12:47.000]  完
[00:12:47.000 --> 00:12:49.000]  我只能夠做到這件事
[00:12:49.000 --> 00:12:50.000]  但是Touchwood
[00:12:50.000 --> 00:12:51.000]  這個是鐵
[00:12:51.000 --> 00:12:52.000]  Touchwood
[00:12:52.000 --> 00:12:53.000]  是的
[00:12:53.000 --> 00:12:56.000]  他真的到現在
[00:12:56.000 --> 00:12:59.000]  他仍然安全
[00:12:59.000 --> 00:13:00.000]  嘩
[00:13:00.000 --> 00:13:01.000]  真的
[00:13:01.000 --> 00:13:03.000]  其實我只能夠相信上帝
[00:13:03.000 --> 00:13:06.000]  唯有上帝是保護他
[00:13:06.000 --> 00:13:09.000]  正如上帝保護小胡
[00:13:09.000 --> 00:13:11.000]  我常常都問小朋友
[00:13:11.000 --> 00:13:13.000]  打完八號風球
[00:13:13.000 --> 00:13:14.000]  你有沒有看到那些小鳥
[00:13:14.000 --> 00:13:15.000]  全都掉在地上
[00:13:15.000 --> 00:13:17.000]  屍橫遍野
[00:13:17.000 --> 00:13:19.000]  沒有
[00:13:19.000 --> 00:13:21.000]  因為上帝看顧著他們
[00:13:21.000 --> 00:13:22.000]  是不是
[00:13:22.000 --> 00:13:23.000]  一隻小鳥
[00:13:23.000 --> 00:13:24.000]  哪裏躲
[00:13:24.000 --> 00:13:26.000]  說會躲在安全的地方
[00:13:26.000 --> 00:13:27.000]  他們不懂
[00:13:27.000 --> 00:13:29.000]  好了
[00:13:29.000 --> 00:13:30.000]  再舉一個例子
[00:13:30.000 --> 00:13:31.000]  27節
[00:13:31.000 --> 00:13:32.000]  百合花
[00:13:32.000 --> 00:13:34.000]  百合花怎樣成長
[00:13:34.000 --> 00:13:35.000]  不知道
[00:13:35.000 --> 00:13:36.000]  他沒有上班
[00:13:36.000 --> 00:13:38.000]  他怎樣變得這麼漂亮
[00:13:38.000 --> 00:13:40.000]  但是百合花的榮耀
[00:13:40.000 --> 00:13:43.000]  比起所羅門極榮華的時候
[00:13:43.000 --> 00:13:44.000]  更榮耀
[00:13:44.000 --> 00:13:46.000]  這個所羅門極榮華
[00:13:46.000 --> 00:13:49.000]  應該是翻譯為榮耀
[00:13:49.000 --> 00:13:51.000]  而這個榮耀這個字
[00:13:51.000 --> 00:13:54.000]  是有神聖的意思
[00:13:54.000 --> 00:13:57.000]  即是在形容上帝的榮耀
[00:13:57.000 --> 00:14:01.000]  或是耶穌基督救主的榮耀
[00:14:01.000 --> 00:14:02.000]  嘩
[00:14:02.000 --> 00:14:05.000]  原來所羅門帶什麼
[00:14:05.000 --> 00:14:06.000]  金銀珠寶
[00:14:06.000 --> 00:14:07.000]  是不是
[00:14:07.000 --> 00:14:09.000]  但是都不及做
[00:14:09.000 --> 00:14:13.000]  物主所做的一朵百合花
[00:14:13.000 --> 00:14:16.000]  其實神造的花
[00:14:16.000 --> 00:14:20.000]  所散發出的是神聖的榮耀
[00:14:20.000 --> 00:14:23.000]  哪管你是金銀寶石
[00:14:23.000 --> 00:14:26.000]  都不及神聖的榮耀
[00:14:26.000 --> 00:14:27.000]  這麼榮耀
[00:14:27.000 --> 00:14:28.000]  嘩
[00:14:28.000 --> 00:14:30.000]  很厲害
[00:14:30.000 --> 00:14:31.000]  那我就想
[00:14:31.000 --> 00:14:32.000]  唉
[00:14:32.000 --> 00:14:33.000]  糟了這次
[00:14:33.000 --> 00:14:34.000]  姐妹們
[00:14:34.000 --> 00:14:35.000]  從此以後
[00:14:35.000 --> 00:14:36.000]  我們沒有任何的藉口
[00:14:36.000 --> 00:14:38.000]  我們可以買金銀珠寶
[00:14:38.000 --> 00:14:41.000]  我們帶一朵花就行了
[00:14:41.000 --> 00:14:42.000]  唉
[00:14:42.000 --> 00:14:43.000]  好了
[00:14:43.000 --> 00:14:44.000]  不單止百合花
[00:14:44.000 --> 00:14:46.000]  還有野草
[00:14:46.000 --> 00:14:48.000]  野草是今天生長
[00:14:48.000 --> 00:14:50.000]  明天閣下枯乾
[00:14:50.000 --> 00:14:53.000]  神給它這樣的裝飾
[00:14:53.000 --> 00:14:54.000]  這樣的裝飾
[00:14:54.000 --> 00:14:56.000]  是在說穿衣服
[00:14:56.000 --> 00:15:01.000]  穿上衣服
[00:15:01.000 --> 00:15:02.000]  是不是用這個
[00:15:02.000 --> 00:15:03.000]  唉
[00:15:03.000 --> 00:15:04.000]  好
[00:15:04.000 --> 00:15:05.000]  來了
[00:15:05.000 --> 00:15:09.000]  好了
[00:15:09.000 --> 00:15:10.000]  嘩
[00:15:10.000 --> 00:15:13.000]  原來野草都有衣服穿
[00:15:13.000 --> 00:15:14.000]  真的很厲害
[00:15:14.000 --> 00:15:16.000]  耶穌舉了一個百合花的例子
[00:15:16.000 --> 00:15:18.000]  它說明神所創造的是
[00:15:18.000 --> 00:15:20.000]  遠勝過我們人所設計
[00:15:20.000 --> 00:15:21.000]  我所配搭
[00:15:21.000 --> 00:15:24.000]  我們所有的心思
[00:15:24.000 --> 00:15:26.000]  而野草就是
[00:15:26.000 --> 00:15:28.000]  只有一天的生命
[00:15:28.000 --> 00:15:29.000]  這麼卑微
[00:15:29.000 --> 00:15:31.000]  這麼短暫的生命
[00:15:31.000 --> 00:15:35.000]  但神竟然給他們衣服穿
[00:15:35.000 --> 00:15:36.000]  神所預備的是
[00:15:36.000 --> 00:15:39.000]  勝過人所預備的
[00:15:39.000 --> 00:15:41.000]  甚至一些我們以為
[00:15:41.000 --> 00:15:42.000]  唉
[00:15:42.000 --> 00:15:43.000]  小草而已
[00:15:43.000 --> 00:15:46.000]  不用這麼著緊它
[00:15:46.000 --> 00:15:48.000]  不是呀
[00:15:48.000 --> 00:15:49.000]  你不用怕
[00:15:49.000 --> 00:15:51.000]  神也會看顧到小草
[00:15:51.000 --> 00:15:53.000]  哪管是我們
[00:15:53.000 --> 00:15:54.000]  何況我們
[00:15:54.000 --> 00:15:57.000]  上帝也會看顧到小草
[00:15:57.000 --> 00:15:58.000]  所以
[00:15:58.000 --> 00:16:01.000]  我們不要再做小信的人
[00:16:01.000 --> 00:16:05.000]  就算是一國之君所落門
[00:16:05.000 --> 00:16:07.000]  一世也不用憂
[00:16:07.000 --> 00:16:09.000]  不好意思
[00:16:09.000 --> 00:16:12.000]  你也不給百合花
[00:16:12.000 --> 00:16:14.000]  我不知道我們在座當中
[00:16:14.000 --> 00:16:19.000]  你是否都很富有
[00:16:19.000 --> 00:16:22.000]  好像鎖羅門的封城
[00:16:22.000 --> 00:16:25.000]  請你不要自恥
[00:16:25.000 --> 00:16:26.000]  不好意思
[00:16:26.000 --> 00:16:29.000]  我們不是說有錢就是有罪
[00:16:29.000 --> 00:16:30.000]  大家不要誤會
[00:16:30.000 --> 00:16:31.000]  但是
[00:16:31.000 --> 00:16:34.000]  錢卻可以成為我們的網絡
[00:16:34.000 --> 00:16:37.000]  如果大家記得前一段
[00:16:37.000 --> 00:16:40.000]  講的是一個財主
[00:16:40.000 --> 00:16:42.000]  就是因為他
[00:16:42.000 --> 00:16:43.000]  今年豐收
[00:16:43.000 --> 00:16:44.000]  我拆掉我的倉庫
[00:16:44.000 --> 00:16:45.000]  建一個大一點的
[00:16:45.000 --> 00:16:48.000]  然後我永世都無憂
[00:16:48.000 --> 00:16:50.000]  誰知道
[00:16:50.000 --> 00:16:52.000]  然後他就沒了性命
[00:16:52.000 --> 00:16:54.000]  其實上帝要告訴他
[00:16:54.000 --> 00:16:55.000]  錢不是你的靠山
[00:16:55.000 --> 00:16:58.000]  錢不是你的安全感
[00:16:58.000 --> 00:17:01.000]  神才是我們的靠山
[00:17:01.000 --> 00:17:05.000]  神才是我們生命的主宰
