
[00:00:00.000 --> 00:00:03.960]  在英文裏面有一個ING
[00:01:54.640 --> 00:01:56.200]  其實在說什麼呢?
[00:01:56.200 --> 00:02:00.000]  如果根據這段經文的說法
[00:02:00.000 --> 00:02:02.960]  究竟你和我今天是活的
[00:02:02.960 --> 00:02:06.120]  還是死的呢?
[00:02:06.120 --> 00:02:09.280]  基督徒怕不怕死的?
[00:02:09.280 --> 00:02:12.280]  怕 還是不怕?
[00:02:12.280 --> 00:02:16.200]  有人輕輕地說
[00:02:16.200 --> 00:02:19.520]  我會說其實基督徒都怕死的
[00:02:19.520 --> 00:02:21.240]  你問我 我都怕死的
[00:02:21.240 --> 00:02:25.200]  因為我都怕死會帶來的辛苦和分離
[00:02:25.200 --> 00:02:26.960]  基督徒都怕死的
[00:02:26.960 --> 00:02:29.800]  不過基督徒就不怕說「死」
[00:02:29.800 --> 00:02:32.440]  甚至我們說我們要好好地去說
[00:02:32.440 --> 00:02:34.400]  我們要認真地去想
[00:02:34.400 --> 00:02:37.600]  因為當我們知道「死」是什麼一回事的時候
[00:02:37.600 --> 00:02:41.040]  我們才懂得怎樣去活
[00:02:41.040 --> 00:02:44.200]  《已忽所書》是一本講教會的書
[00:02:44.200 --> 00:02:47.080]  所以是很適合我們一起去讀的
[00:02:47.080 --> 00:02:52.160]  讓我們知道在教會裡面聚集的是什麼人
[00:02:52.160 --> 00:02:53.280]  在這個世界
[00:02:53.280 --> 00:02:54.080]  不同的民族
[00:02:54.080 --> 00:02:54.880]  不同的語言
[00:02:54.880 --> 00:02:56.400]  都有教會的
[00:02:56.400 --> 00:02:58.680]  究竟這麼多間教會
[00:02:58.680 --> 00:03:04.240]  我們共同的基礎和經驗是什麼呢?
[00:03:04.240 --> 00:03:10.160]  教會在神的榮耀計劃裡面的角色和地位是什麼呢?
[00:03:10.160 --> 00:03:12.120]  我們作為教會的一份子
[00:03:12.120 --> 00:03:14.360]  我們日常生活行事為人
[00:03:14.360 --> 00:03:16.320]  又應該是怎樣的呢?
[00:03:16.320 --> 00:03:18.560]  《已忽所書》只有短短六章
[00:03:18.560 --> 00:03:21.280]  但是它的信息非常豐富
[00:03:21.280 --> 00:03:24.120]  上個月Andy教師就和我們打頭陣
[00:03:24.120 --> 00:03:26.400]  開始講第一章
[00:03:26.400 --> 00:03:33.320]  記不記得他的題目是什麼呢?
[00:03:33.320 --> 00:03:34.520]  啊!
[00:03:34.520 --> 00:03:37.520]  你回想起那套戲
[00:03:37.520 --> 00:03:39.880]  Andy教師的題目叫「神尋記」
[00:03:39.880 --> 00:03:42.680]  神去找人的一個記錄
[00:03:42.680 --> 00:03:43.640]  一個傳記
[00:03:43.640 --> 00:03:45.920]  Andy教師很用心去寫
[00:03:45.920 --> 00:03:47.360]  去想他的題目
[00:03:47.360 --> 00:03:49.120]  幫助你記得
[00:03:49.120 --> 00:03:51.360]  在那一章的這一段裡面
[00:03:51.360 --> 00:03:52.840]  保羅就去重讚
[00:03:52.840 --> 00:03:54.640]  首先去重讚三一神
[00:03:54.640 --> 00:03:56.520]  聖父、聖子、聖靈
[00:03:56.520 --> 00:03:58.760]  然後上個禮拜呂牧師
[00:03:58.760 --> 00:04:03.720]  又以第一章去為修信的人祈禱的那一段
[00:04:03.720 --> 00:04:06.000]  鼓勵我們要齊心努力
[00:04:06.000 --> 00:04:07.520]  認識基督
[00:04:07.520 --> 00:04:09.280]  接著今天就進入第二章
[00:04:09.280 --> 00:04:13.520]  可以說是保羅這封寫給教會的信的正文
[00:04:13.520 --> 00:04:15.640]  而今天讀的二章一至十節
[00:04:15.640 --> 00:04:17.720]  更加可以說是在聖經裡面
[00:04:17.720 --> 00:04:21.960]  講救恩講得最清晰的經文之一
[00:04:21.960 --> 00:04:23.840]  其中的第八、第九節
[00:04:23.840 --> 00:04:25.840]  更加經常是被選用
[00:04:25.840 --> 00:04:28.720]  作為保羅的本符因
[00:04:28.720 --> 00:04:35.040]  也因著信的救恩論的基礎
[00:04:35.040 --> 00:04:36.320]  在我的PowerPoint裡面
[00:04:36.320 --> 00:04:40.000]  我就將這一段經文二不所需二章一至十節
[00:04:40.000 --> 00:04:41.480]  分為三頁
[00:04:41.480 --> 00:04:45.440]  每一頁開頭都有兩個字
[00:04:45.440 --> 00:04:47.960]  讓我們留意一下
[00:04:47.960 --> 00:04:50.320]  這裡順著經文排
[00:04:50.320 --> 00:04:55.240]  這兩個字分別是「從前」、「然而」和「為要」
[00:04:55.240 --> 00:04:57.480]  「從前」是怎樣的呢?
[00:04:57.480 --> 00:05:01.760]  「然而」中間有一個轉捩點出現了
[00:05:01.760 --> 00:05:05.320]  「為要」之後變成怎樣呢?
[00:05:05.320 --> 00:05:08.160]  我們首先順著經文去讀一次
[00:05:08.160 --> 00:05:10.800]  二不所需二章一至十節
[00:05:10.800 --> 00:05:15.880]  「從前你們因著自己的過犯罪惡而死了
[00:05:15.880 --> 00:05:19.640]  那次你們再過犯罪惡終生了
[00:05:19.640 --> 00:05:21.720]  循從今世的宗族
[00:05:21.720 --> 00:05:24.800]  順服空中掌權者的領袖
[00:05:24.800 --> 00:05:29.360]  就似現在活躍的人心中運行的邪靈
[00:05:29.360 --> 00:05:33.240]  我們從前也都生活在他門當中
[00:05:33.240 --> 00:05:35.360]  放縱肉體的私慾
[00:05:35.360 --> 00:05:38.760]  隨著肉體和心中的意念去做
[00:05:38.760 --> 00:05:40.240]  和別人一樣
[00:05:40.240 --> 00:05:43.360]  生來就是該受罰的人
[00:05:43.360 --> 00:05:46.640]  然而神有豐富的憐憫
[00:05:46.640 --> 00:05:49.320]  因著他愛我們的大愛
[00:05:49.320 --> 00:05:53.080]  竟在我們因過犯而死了的時候
[00:05:53.080 --> 00:05:56.000]  使我們與基督一同活過來
[00:05:56.000 --> 00:05:59.200]  可見你們得救是本福恩
[00:05:59.200 --> 00:06:02.160]  他又使我們在基督耶穌裡
[00:06:02.160 --> 00:06:03.880]  與他一同復活
[00:06:03.880 --> 00:06:06.120]  一同坐在天上
[00:06:06.120 --> 00:06:09.280]  為要把他極豐富的恩典
[00:06:09.280 --> 00:06:11.720]  就使他在基督耶穌裡
[00:06:11.720 --> 00:06:14.160]  向我們所施的恩賜
[00:06:14.160 --> 00:06:16.920]  顯微及後來的世代
[00:06:16.920 --> 00:06:19.480]  你們得救是本福恩
[00:06:19.480 --> 00:06:20.960]  也因著信
[00:06:20.960 --> 00:06:23.200]  這並不是出於自己
[00:06:23.200 --> 00:06:25.160]  而是神所賜的
[00:06:25.160 --> 00:06:27.240]  也不是出於行為
[00:06:27.240 --> 00:06:29.280]  免得有人自誇
[00:06:29.280 --> 00:06:31.600]  我們是他所做之物
[00:06:31.600 --> 00:06:34.320]  在基督耶穌裡創造的
[00:06:34.320 --> 00:06:36.480]  為要使我們行事
[00:06:36.480 --> 00:06:42.120]  就是神早已預備好要我們做的
[00:06:42.120 --> 00:06:43.760]  從前
[00:06:43.760 --> 00:06:47.000]  如果我用一個英文字 就是「I」字
[00:06:47.000 --> 00:06:49.120]  「I」字是英文的「I」
[00:06:49.120 --> 00:06:50.840]  代表我的意思
[00:06:50.840 --> 00:06:54.800]  從前 我是怎樣的
[00:06:54.800 --> 00:06:57.840]  如果我們將剛才讀過第一至三節的經文
[00:06:57.840 --> 00:06:59.800]  稍為重做一下
[00:06:59.800 --> 00:07:01.840]  意思就是這樣
[00:07:01.840 --> 00:07:04.000]  從前 或者那個時候
[00:07:04.000 --> 00:07:06.640]  就是大家未信耶穌之前
[00:07:06.640 --> 00:07:09.040]  你們 就是在說已不所書的讀者
[00:07:09.040 --> 00:07:13.720]  就是那些不是猶太人的外邦信徒
[00:07:13.720 --> 00:07:19.120]  「外邦」是指猶太人以外的人
[00:07:19.120 --> 00:07:21.600]  的確在舊約聖經裡
[00:07:21.600 --> 00:07:24.880]  猶太人是有神獨特的揀選
[00:07:24.880 --> 00:07:26.000]  但是到了新約
[00:07:26.000 --> 00:07:28.600]  耶穌基督的救恩就不分種族了
[00:07:28.600 --> 00:07:31.840]  不再分猶太人還是外邦人
[00:07:31.840 --> 00:07:33.960]  總之就是給所有民族的人
[00:07:33.960 --> 00:07:35.960]  然後保羅說「我們」
[00:07:35.960 --> 00:07:41.240]  這裡就是包括保羅在內的猶太信徒
[00:07:41.240 --> 00:07:43.800]  保羅說「我們」「你們」
[00:07:43.800 --> 00:07:46.720]  未信耶穌之前其實都是一樣的
[00:07:46.720 --> 00:07:49.720]  沒有因為我們的出身而有什麼特權
[00:07:49.720 --> 00:07:52.600]  「你們」「我們」一樣都是怎樣呢?
[00:07:52.600 --> 00:07:56.480]  就是因著自己的過犯罪惡而死
[00:07:56.480 --> 00:07:59.000]  保羅形容那時候人的狀態
[00:07:59.000 --> 00:08:01.120]  就好像一個死的狀態一樣
[00:08:01.120 --> 00:08:04.480]  是被自己所犯的罪害死
[00:08:04.480 --> 00:08:05.960]  具體來說
[00:08:05.960 --> 00:08:08.960]  世界既然是神所創造的
[00:08:08.960 --> 00:08:11.240]  如果人拒絕神
[00:08:11.240 --> 00:08:15.720]  選擇一個與神割斷關係的生活
[00:08:15.720 --> 00:08:18.160]  那會是一個怎樣的生活呢?
[00:08:18.160 --> 00:08:22.480]  那時候行事為人的準則又會是什麼呢?
[00:08:22.480 --> 00:08:24.080]  經文接著就說
[00:08:24.080 --> 00:08:27.520]  這種生活主要由三方面的力量
[00:08:27.520 --> 00:08:30.240]  去主導人怎樣做決定
[00:08:30.240 --> 00:08:34.400]  第一就是隨從今世的風俗
[00:08:34.400 --> 00:08:36.600]  現今世界的風俗習慣
[00:08:36.600 --> 00:08:41.080]  它的價值觀、世界觀其實不是全部都是壞的
[00:08:41.080 --> 00:08:44.200]  都會有好的、壞的或者是一些相對的
[00:08:44.200 --> 00:08:46.200]  但是就是與神無關的
[00:08:46.200 --> 00:08:50.000]  是一個與神隔絕的社會價值系統
[00:08:50.000 --> 00:08:54.520]  即使有多少的進步、學問、經驗、財富
[00:08:54.520 --> 00:08:59.280]  也沒有辦法將人引導到世界的創造主那裡
[00:08:59.280 --> 00:09:02.160]  這些風俗、社會的風氣
[00:09:02.160 --> 00:09:05.400]  就好像空氣一樣包圍著我們
[00:09:05.400 --> 00:09:09.160]  在英文 The Message 版本的翻譯也很有趣
[00:09:09.160 --> 00:09:10.360]  意思就是說
[00:09:10.360 --> 00:09:12.960]  當人吸進去的肺那些
[00:09:12.960 --> 00:09:17.240]  全部都是那些污濁的不順
[00:09:17.240 --> 00:09:19.920]  我們呼出來的很自然就是
[00:09:19.920 --> 00:09:23.960]  活逆和不順從
[00:09:23.960 --> 00:09:26.120]  第二就是
[00:09:26.120 --> 00:09:28.840]  信服空中掌權者的領袖
[00:09:28.840 --> 00:09:32.560]  就是現今活逆的人心中運行的邪靈
[00:09:32.560 --> 00:09:36.400]  這個是邪惡的勢力,即是魔鬼撒旦
[00:09:36.400 --> 00:09:38.680]  聖經很清楚地告訴我們
[00:09:38.680 --> 00:09:42.400]  是有靈界敵黨神的邪惡勢力的
[00:09:42.400 --> 00:09:44.240]  祂在人之上
[00:09:44.240 --> 00:09:46.120]  但是祂不是與神同等的
[00:09:46.120 --> 00:09:48.200]  祂本質是與神對抗的
[00:09:48.200 --> 00:09:51.520]  也是統治這個罪惡世界的王
[00:09:51.520 --> 00:09:54.920]  祂專門就是要破壞神與人
[00:09:54.920 --> 00:09:56.920]  人與人的關係
[00:09:56.920 --> 00:09:58.480]  不過祂有多厲害都好
[00:09:58.480 --> 00:10:01.160]  其實祂仍然都在神的治理之下
[00:10:01.160 --> 00:10:06.480]  祂的行為同樣是受到神的認可或者控制
[00:10:06.480 --> 00:10:10.600]  其實魔鬼本身就已經好像一些咆哮的獅子
[00:10:10.600 --> 00:10:11.800]  聖經是這樣形容的
[00:10:11.800 --> 00:10:14.720]  祂就好像一隻很餓的獅子
[00:10:14.720 --> 00:10:16.160]  周圍行趣事
[00:10:16.160 --> 00:10:20.640]  就找那些祂想吃的人就吃了它
[00:10:20.640 --> 00:10:21.480]  既然這麼危險
[00:10:21.480 --> 00:10:25.000]  如果有人主動去接觸這些邪惡的靈
[00:10:25.000 --> 00:10:26.960]  其實就更加危險
[00:10:26.960 --> 00:10:30.680]  甚至是一個自殺式的行為
[00:10:30.680 --> 00:10:34.200]  第三方面就是放縱肉體的私慾
[00:10:34.200 --> 00:10:37.880]  隨著肉體和心中的意念去做
[00:10:37.880 --> 00:10:39.040]  各種的私慾
[00:10:39.040 --> 00:10:42.920]  就包括你想得到的各種肉體的情慾
[00:10:42.920 --> 00:10:48.840]  包括我們對食物、性、物質、權力等等的慾望
[00:10:48.840 --> 00:10:52.120]  當人很想去滿足這些慾望的時候
[00:10:52.120 --> 00:10:59.880]  就引發了很多的貪婪、爭奪、欺騙、放縱等等
[00:10:59.880 --> 00:11:01.880]  生來就是該受罰的人
[00:11:01.880 --> 00:11:06.920]  這樣的生活是糟蹋了神原本甚好的創造
[00:11:06.920 --> 00:11:08.920]  必然就是會自食其果
[00:11:08.920 --> 00:11:11.640]  死在這些罪惡過犯之中
[00:11:11.640 --> 00:11:15.240]  而且人的罪不單止是個人的事
[00:11:15.240 --> 00:11:17.080]  這個人很壞
[00:11:17.080 --> 00:11:19.280]  但是每個人都是這樣的時候
[00:11:19.280 --> 00:11:26.480]  人和人之間就會因此去互相碰撞、爭奪、彼此傷害
[00:11:26.480 --> 00:11:29.560]  如果沒有其他的因素出現
[00:11:29.560 --> 00:11:33.520]  懲罰、死亡就已經是必然的結局
[00:11:33.520 --> 00:11:35.520]  沒有希望了
[00:11:35.520 --> 00:11:42.160]  從前保羅就是在說我們猶太基督徒
[00:11:42.160 --> 00:11:44.600]  你們非猶太裔的基督徒
[00:11:44.600 --> 00:11:48.040]  以致今天的我們在未信耶穌之前
[00:11:48.040 --> 00:11:51.000]  就是活在這三方面的法則底下
[00:11:51.000 --> 00:11:54.080]  世界的風俗、魔鬼的搞擾
[00:11:54.080 --> 00:11:56.080]  自己的慾望
[00:11:56.080 --> 00:11:59.440]  這個也在解釋為什麼我們看新聞的時候
[00:11:59.440 --> 00:12:02.800]  無論是本地新聞、國際新聞
[00:12:02.800 --> 00:12:05.760]  有時候都會看到越來越灰
[00:12:05.760 --> 00:12:07.920]  或者另一種狀態就是
[00:12:07.920 --> 00:12:10.920]  變得越來越冷酷、冷酷無情
[00:12:10.920 --> 00:12:12.840]  當每天都是打仗的消息
[00:12:12.840 --> 00:12:14.960]  再看,跟昨天一樣
[00:12:14.960 --> 00:12:16.960]  都沒什麼感覺了
[00:12:16.960 --> 00:12:20.760]  人不是不知道這些問題
[00:12:20.760 --> 00:12:25.200]  或者不是不知道這些問題所引發的後果是多麼的壞
[00:12:25.200 --> 00:12:30.720]  但是人裡面的自私、貪婪、仇恨、放縱、承辱等等
[00:12:30.720 --> 00:12:33.680]  並沒有因為科技發達了
[00:12:33.680 --> 00:12:35.080]  財富增加了
[00:12:35.080 --> 00:12:38.480]  或者知識、學問的增長而消失
[00:12:38.480 --> 00:12:42.600]  反而更加好像耶穌要預言末世的時候
[00:12:42.600 --> 00:12:45.240]  這個世界的現象
[00:12:45.240 --> 00:12:47.720]  耶穌其實在二千年前就已經說
[00:12:47.720 --> 00:12:49.720]  到末世的時候會怎樣
[00:12:49.720 --> 00:12:51.440]  在《馬太福音》那裡說
[00:12:51.440 --> 00:12:56.360]  「民要攻打民,國要攻打國
[00:12:56.360 --> 00:13:01.440]  多處必有饑荒地震,這都是災難的起頭」
[00:13:01.440 --> 00:13:03.640]  那時候會有很多人跌倒
[00:13:03.640 --> 00:13:07.160]  也都會彼此陷害、彼此憎恨
[00:13:07.160 --> 00:13:10.640]  「且有好些假先知起來迷惑許多人
[00:13:10.640 --> 00:13:12.760]  因為不法的事增多
[00:13:12.760 --> 00:13:16.680]  許多人的愛心漸漸冷淡了」
[00:13:16.680 --> 00:13:19.560]  是不是都好像現在的寫照
[00:13:19.560 --> 00:13:23.200]  現在就算你在路邊見到有個人有需要
[00:13:23.200 --> 00:13:25.040]  你都要想清楚一點
[00:13:25.040 --> 00:13:27.040]  因為都不一定是真的
[00:13:27.040 --> 00:13:31.000]  這樣我們會不會變得越來越冷漠
[00:13:31.000 --> 00:13:32.120]  面對這個世界
[00:13:32.120 --> 00:13:37.760]  我們已經沒有那份心想去做呢
[00:13:37.760 --> 00:13:41.320]  這樣的情況如果沒有其他的因素出現
[00:13:41.320 --> 00:13:44.280]  懲罰、死亡就是必然的結局
[00:13:44.280 --> 00:13:47.320]  沒有希望了
[00:13:47.320 --> 00:13:49.880]  「然而」
[00:13:49.880 --> 00:13:50.880]  「NG」
[00:13:50.880 --> 00:13:54.360]  用「N」和「G」去代表神
[00:13:54.360 --> 00:13:57.640]  當「NG」拍到「I」的時候
[00:13:57.640 --> 00:13:58.920]  就是「然而」
[00:13:58.920 --> 00:14:00.240]  「神出手了」
[00:14:00.240 --> 00:14:03.360]  聖經裏面接著就說
[00:14:03.360 --> 00:14:03.960]  「然而」
[00:14:03.960 --> 00:14:05.120]  「神是怎樣的」
[00:14:05.120 --> 00:14:07.360]  「神有豐盛的憐憫」
[00:14:07.360 --> 00:14:09.960]  「祂有愛我們的大愛」
[00:14:09.960 --> 00:14:13.000]  「在我們因為過犯而死的時候」
[00:14:13.000 --> 00:14:17.360]  「使我們和基督一起活或者復活過來」
[00:14:17.360 --> 00:14:19.960]  「一起坐在天上面」
[00:14:19.960 --> 00:14:24.080]  「可見你們得救是本乎因也因著信」
[00:14:24.080 --> 00:14:27.280]  「這個並不是出於自己或者行為」
[00:14:27.280 --> 00:14:28.720]  「而是神所賜的」
[00:14:28.720 --> 00:14:30.960]  「免得有人自誇」
[00:14:30.960 --> 00:14:33.080]  「我們是祂所做之物」
[00:14:33.080 --> 00:14:35.520]  「在基督耶穌裏創造的」
[00:14:35.520 --> 00:14:35.920]  沒錯
[00:14:35.920 --> 00:14:37.920]  一開始神創造這個世界
[00:14:37.920 --> 00:14:38.840]  創造了人
[00:14:38.840 --> 00:14:40.720]  我們當然是祂做的
[00:14:40.720 --> 00:14:44.400]  但是這個人壞了和神斷絕了
[00:14:44.400 --> 00:14:46.320]  所以在基督耶穌裏面
[00:14:46.320 --> 00:14:48.840]  祂再一次給我們新的生命
[00:14:48.840 --> 00:14:52.160]  祂給我們有重新活著的機會
[00:14:52.160 --> 00:14:57.920]  是因著神的憐憫和愛
[00:14:57.920 --> 00:15:01.000]  我看到一個故事是這樣說的
[00:15:01.000 --> 00:15:04.200]  首先它說在英國有一個牧師
[00:15:04.200 --> 00:15:06.480]  有一天他在逛街
[00:15:06.480 --> 00:15:09.240]  逛街的時候他見到有一個男孩子
[00:15:09.240 --> 00:15:12.400]  手上拿著一隻鳥籠
[00:15:12.400 --> 00:15:14.440]  向著牧師一直走過來
[00:15:14.440 --> 00:15:16.920]  籠裏面有三隻小鳥
[00:15:16.920 --> 00:15:21.440]  好像很冷又很害怕地在顫顫顫
[00:15:21.440 --> 00:15:23.520]  牧師見到就叫著那個男孩子
[00:15:23.520 --> 00:15:26.920]  「啊!小孩你拿著什麼呀?」
[00:15:26.920 --> 00:15:27.520]  那個男孩子就說
[00:15:27.520 --> 00:15:28.680]  「哦!沒什麼」
[00:15:28.680 --> 00:15:32.400]  「我剛剛捉了幾隻老鳥而已」
[00:15:32.400 --> 00:15:34.920]  「那你打算怎樣對牠們呀?」
[00:15:34.920 --> 00:15:37.760]  「哦!我會拿牠們回家玩」
[00:15:37.760 --> 00:15:38.680]  「我會拔牠們的毛」
[00:15:38.680 --> 00:15:41.600]  「讓牠們互相去打對方」
[00:15:41.600 --> 00:15:44.040]  「這樣就有好戲看了」
[00:15:44.040 --> 00:15:45.440]  「哇!但是你這樣玩」
[00:15:45.440 --> 00:15:48.360]  「你遲早都會玩厭的」
[00:15:48.360 --> 00:15:49.000]  這個男孩子就說
[00:15:49.000 --> 00:15:49.960]  「哦!不要緊」
[00:15:49.960 --> 00:15:51.560]  「我家還有一隻貓」
[00:15:51.560 --> 00:15:53.640]  「牠最喜歡捉小鳥了」
[00:15:53.640 --> 00:15:54.920]  「我會將牠們放在一起」
[00:15:54.920 --> 00:15:58.200]  「就看看這隻貓怎樣捉牠了」
[00:15:58.200 --> 00:16:02.960]  這個牧師聽完之後就安靜了一會兒
[00:16:02.960 --> 00:16:04.480]  然後他就問
[00:16:04.480 --> 00:16:08.000]  「啊!我想買了你這幾隻小鳥」
[00:16:08.000 --> 00:16:11.760]  「你想要多少錢啊?」
[00:16:11.760 --> 00:16:13.120]  這個男孩子就說
[00:16:13.120 --> 00:16:14.360]  「咦!先生」
[00:16:14.360 --> 00:16:17.160]  「你不會真的想買這幾隻小鳥吧?」
[00:16:17.160 --> 00:16:18.760]  「牠們又不會唱歌」
[00:16:18.760 --> 00:16:21.040]  「牠們又不是長得特別好看」
[00:16:21.040 --> 00:16:22.360]  「如果你有錢」
[00:16:22.360 --> 00:16:24.160]  「你去街市那裡選吧」
[00:16:24.160 --> 00:16:25.960]  「大把小鳥漂亮很多」
[00:16:25.960 --> 00:16:29.640]  「可以讓你買啦」
[00:16:29.640 --> 00:16:30.320]  牧師就說
[00:16:30.320 --> 00:16:33.320]  「嗯!但是我真的很想買了牠們啊」
[00:16:33.320 --> 00:16:34.800]  「多少錢啊?」
[00:16:34.800 --> 00:16:36.840]  這個男孩子看著這個人
[00:16:36.840 --> 00:16:38.760]  覺得很傻
[00:16:38.760 --> 00:16:40.040]  然後隨口就說了
[00:16:40.040 --> 00:16:42.160]  「十英鎊吧」
[00:16:42.160 --> 00:16:44.280]  這個牧師就在他的袋子裡
[00:16:44.280 --> 00:16:46.480]  拿了十英鎊給這個男孩子
[00:16:46.480 --> 00:16:48.640]  拿了那個鳥籠回來
[00:16:48.640 --> 00:16:50.960]  這個男孩子就走了
[00:16:50.960 --> 00:16:53.040]  於是這個牧師就很小心翼翼地
[00:16:53.040 --> 00:16:54.640]  去到街頭那裡
[00:16:54.640 --> 00:16:55.840]  那裡有一棵樹
[00:16:55.840 --> 00:16:57.120]  有一個草地
[00:16:57.120 --> 00:16:59.760]  他就將那個鳥籠慢慢打開
[00:16:59.760 --> 00:17:01.240]  然後拍一拍牠
[00:17:01.240 --> 00:17:03.960]  去讓這幾隻小鳥飛出來
[00:17:03.960 --> 00:17:07.240]  重獲自由
[00:17:07.240 --> 00:17:08.920]  在這件事之後
[00:17:08.920 --> 00:17:11.960]  牧師就在一次的講台上
[00:17:11.960 --> 00:17:14.240]  講了一個故事
[00:17:14.240 --> 00:17:14.760]  他就說
[00:17:14.760 --> 00:17:19.000]  「嗯!有一天撒旦就和耶穌聊天了」
[00:17:19.000 --> 00:17:22.840]  「撒旦剛剛從伊甸園出來」
[00:17:22.840 --> 00:17:24.560]  他名字很難唸
[00:17:24.560 --> 00:17:26.480]  「行災樂禍自吹自擂」
[00:17:26.480 --> 00:17:27.760]  這樣就說
[00:17:27.760 --> 00:17:29.680]  「我剛剛捉了下面那個」
[00:17:29.680 --> 00:17:31.120]  「充滿人的世界」
[00:17:31.120 --> 00:17:34.040]  「我整了一個陷阱、一個圈套出來」
[00:17:34.040 --> 00:17:35.200]  「他們根本招架不住」
[00:17:35.200 --> 00:17:37.400]  「被我一網打盡」
[00:17:37.400 --> 00:17:38.120]  耶穌就問
[00:17:38.120 --> 00:17:40.320]  「咦!那你打算怎樣?」
[00:17:40.320 --> 00:17:42.920]  「哦!我要拿他們來玩」
[00:17:42.920 --> 00:17:46.000]  「叫他們喝酒、吸毒、淫亂」
[00:17:46.000 --> 00:17:48.680]  「我要教他們怎樣結婚又離婚」
[00:17:48.680 --> 00:17:51.160]  「彼此仇恨、虐待」
[00:17:51.160 --> 00:17:53.640]  「我要教他們去發明槍彈、武器」
[00:17:53.640 --> 00:17:56.360]  「核武器、彼此殘殺」
[00:17:56.360 --> 00:17:58.000]  「我要令到他們為了這個世界」
[00:17:58.000 --> 00:18:00.600]  「忙到妥妥齡、休息不到」
[00:18:00.600 --> 00:18:01.640]  「就算停下來」
[00:18:01.640 --> 00:18:05.680]  「也只是在看電視、看電腦、看手機」
[00:18:05.680 --> 00:18:06.920]  「我總是想到一些新的東西」
[00:18:06.920 --> 00:18:09.440]  「可以折磨他們的」
[00:18:09.440 --> 00:18:10.560]  耶穌就問他
[00:18:10.560 --> 00:18:14.480]  「嗯!那你之後打算怎樣處置他們?」
