
[00:00:00.000 --> 00:00:04.440]  聖經裡風暴的記載常常讓我們想起自己的人生
[00:03:38.960 --> 00:03:41.160]  菲斯都和希律王
[00:03:41.160 --> 00:03:44.280]  阿基伯面前再度接受審訊
[00:03:44.280 --> 00:03:45.760]  在這兩個人的審訊之後
[00:03:45.760 --> 00:03:48.600]  他們都找不到保羅有什麼罪狀
[00:03:48.600 --> 00:03:50.040]  以致想釋放他
[00:03:50.040 --> 00:03:54.280]  不過因為保羅執意要向凱撒上訴
[00:03:54.280 --> 00:03:56.920]  向當時的皇帝尼祿王上訴
[00:03:56.920 --> 00:04:01.840]  於是阿基伯王唯有將他送去羅馬
[00:04:01.840 --> 00:04:03.520]  於是在那一年
[00:04:03.520 --> 00:04:05.320]  保羅連同其他的囚犯
[00:04:05.320 --> 00:04:08.960]  被伯夫長帶上一艘前往羅馬的船隻
[00:04:08.960 --> 00:04:12.160]  誰知這個航程就是多災多難
[00:04:12.160 --> 00:04:14.480]  航程的起初已經不順風
[00:04:14.480 --> 00:04:17.000]  一而再再而三不斷遇上阻滯
[00:04:17.000 --> 00:04:20.120]  而且有第四第五個危難即將來臨
[00:04:20.120 --> 00:04:22.680]  我們一起看看
[00:04:22.680 --> 00:04:25.360]  他們百多人其實很順利地
[00:04:25.360 --> 00:04:28.360]  由該撒尼亞坐船去到西頓
[00:04:28.360 --> 00:04:31.200]  不過在西頓去美拉那一程
[00:04:31.200 --> 00:04:33.040]  就遇上了逆風
[00:04:33.040 --> 00:04:36.480]  這是第十七章第四第五節的記載
[00:04:36.480 --> 00:04:38.360]  而在這個時候
[00:04:38.360 --> 00:04:40.920]  他們本來有一個時間上的優勢
[00:04:40.920 --> 00:04:44.880]  但因為這個逆風失去了先機
[00:04:44.880 --> 00:04:46.080]  在美拉這個地方
[00:04:46.080 --> 00:04:47.520]  伯夫長找到另一艘船
[00:04:47.520 --> 00:04:50.280]  是可以遠航去到意大利的船
[00:04:50.280 --> 00:04:51.920]  本應是好事
[00:04:51.920 --> 00:04:53.760]  這艘船在聖經記載
[00:04:53.760 --> 00:04:56.720]  是由埃及阿歷山泰趕來
[00:04:56.720 --> 00:04:58.360]  要經過這些地方
[00:04:58.360 --> 00:05:02.080]  最終去到意大利本國的大船
[00:05:02.080 --> 00:05:03.320]  根據考古國家的記載
[00:05:03.320 --> 00:05:05.720]  這種船是運糧的船
[00:05:05.720 --> 00:05:06.840]  運糧食的船
[00:05:06.840 --> 00:05:08.760]  運墨紙的船
[00:05:08.760 --> 00:05:11.800]  因為當時羅馬人和埃及這些地方
[00:05:11.800 --> 00:05:13.920]  簽訂了很多合約合同
[00:05:13.920 --> 00:05:18.080]  埃及定期要將糧食運送到羅馬本土
[00:05:18.080 --> 00:05:20.400]  所以這艘船的運貨量很大
[00:05:20.400 --> 00:05:21.720]  很大隻
[00:05:21.720 --> 00:05:24.840]  可以搭載二百多人
[00:05:24.840 --> 00:05:26.200]  它行得比較慢
[00:05:26.200 --> 00:05:27.680]  但因為它大隻
[00:05:27.680 --> 00:05:29.600]  應該是比較穩定的
[00:05:29.600 --> 00:05:31.600]  是有優勢的
[00:05:31.600 --> 00:05:34.920]  但從美拉航行開始
[00:05:34.920 --> 00:05:38.360]  這艘船是受到風的極力阻擋
[00:05:38.360 --> 00:05:42.080]  是幾經艱苦才可以去到
[00:05:42.080 --> 00:05:44.640]  另一個目的地美港
[00:05:44.640 --> 00:05:48.040]  他們在這個位置失去了一個優勢
[00:05:48.040 --> 00:05:49.080]  大的優勢
[00:05:49.080 --> 00:05:50.480]  定的優勢
[00:05:50.480 --> 00:05:53.800]  在風浪面前都算不得甚麼
[00:05:53.800 --> 00:05:56.560]  而在美港稍為停留的時候
[00:05:56.560 --> 00:05:59.040]  保羅就去強烈勸喻白夫長
[00:05:59.040 --> 00:06:01.760]  你留在這個地方去過冬
[00:06:01.760 --> 00:06:07.080]  但白夫長聽從船主船長專業的意見
[00:06:07.080 --> 00:06:10.400]  失去了一個警覺性
[00:06:10.400 --> 00:06:14.240]  他依然希望可以去到另一個港口
[00:06:14.240 --> 00:06:16.760]  過冬過得更舒服
[00:06:16.760 --> 00:06:17.840]  他們繼續航行
[00:06:17.840 --> 00:06:20.000]  從美港出發
[00:06:20.000 --> 00:06:21.160]  一開始他們就說
[00:06:21.160 --> 00:06:22.360]  是呀好呀
[00:06:22.360 --> 00:06:24.400]  遇上南風好呀
[00:06:24.400 --> 00:06:27.600]  你可以想像南風就是在這個圖的下面
[00:06:27.600 --> 00:06:28.920]  一路吹上去
[00:06:28.920 --> 00:06:31.280]  即是可以慢慢將他們吹去意大利本土
[00:06:31.280 --> 00:06:32.800]  是好的風
[00:06:32.800 --> 00:06:34.840]  誰知他們走了沒多久
[00:06:34.840 --> 00:06:36.720]  風就急向轉彎
[00:06:36.720 --> 00:06:40.200]  遇上一個颱風級別的東北巨風
[00:06:40.200 --> 00:06:44.360]  所以船要不斷在海中漂流
[00:06:44.360 --> 00:06:46.280]  他們要不斷拋棄所有東西
[00:06:46.280 --> 00:06:48.080]  將貨物拋到海中
[00:06:48.080 --> 00:06:50.160]  將器具拋到海中
[00:06:50.160 --> 00:06:52.240]  他們沒有辦法控制船
[00:06:52.240 --> 00:06:55.440]  在這個位置他們失去了控制
[00:06:55.440 --> 00:06:57.240]  而經過一個小島
[00:06:57.240 --> 00:06:59.960]  一個小島叫高達的小島
[00:06:59.960 --> 00:07:02.440]  他們原本拉著一隻救生艇
[00:07:02.440 --> 00:07:04.480]  有事的時候可以逃亡
[00:07:04.480 --> 00:07:09.080]  這隻救生艇也差點被風吹斷繩要漂走
[00:07:09.080 --> 00:07:10.200]  他們要收回艇
[00:07:10.200 --> 00:07:13.480]  很勉強很辛苦才收回
[00:07:13.480 --> 00:07:18.760]  但是這個時候風浪仍然將他們困在當中
[00:07:18.760 --> 00:07:24.360]  聖經說他們幾乎是不見天日
[00:07:24.360 --> 00:07:27.640]  困在風暴巨風裏面
[00:07:27.640 --> 00:07:29.360]  幾日幾夜
[00:07:29.360 --> 00:07:32.880]  沒有任何光進入風暴當中
[00:07:32.880 --> 00:07:34.680]  是一片黑暗
[00:07:34.680 --> 00:07:37.760]  古代航行靠看星
[00:07:37.760 --> 00:07:40.120]  看不到星空或者太陽
[00:07:40.120 --> 00:07:43.080]  根本不知道自己的方位在哪裏
[00:07:43.080 --> 00:07:44.640]  在這個時候
[00:07:44.640 --> 00:07:49.680]  這隻船完全失去了方向
[00:07:49.680 --> 00:07:54.800]  連續五個失去讓這隻船人陷入絕望裏面
[00:07:54.800 --> 00:07:56.080]  所以路加這樣寫
[00:07:56.080 --> 00:08:01.680]  這樣看來我們連生還的希望都沒有了
[00:08:01.680 --> 00:08:05.280]  你留意,路加是寫「我們」
[00:08:05.280 --> 00:08:07.000]  他不是說那些水手
[00:08:07.000 --> 00:08:09.400]  他不是說那些八夫長和士兵
[00:08:09.400 --> 00:08:11.360]  或者那些愛邦人、埃及人
[00:08:11.360 --> 00:08:12.200]  不是
[00:08:12.200 --> 00:08:13.880]  他說「我們」
[00:08:13.880 --> 00:08:15.880]  這一船人
[00:08:15.880 --> 00:08:17.320]  你看見即使作為信徒
[00:08:17.320 --> 00:08:18.960]  落在這樣的絕境
[00:08:18.960 --> 00:08:22.000]  一連續的五次失去
[00:08:22.000 --> 00:08:24.760]  看不到有任何出路
[00:08:24.760 --> 00:08:27.120]  你說用不用這麼害怕?
[00:08:27.120 --> 00:08:30.000]  是的,我們安坐家中看著螢幕
[00:08:30.000 --> 00:08:34.520]  很難去感受到那船人有什麼絕望感
[00:08:34.520 --> 00:08:36.600]  或者你這樣去想像
[00:08:36.600 --> 00:08:40.600]  如果你有去主題公園玩過海盜船
[00:08:40.600 --> 00:08:44.040]  大概你會明白什麼是驚濤駭浪
[00:08:44.040 --> 00:08:47.000]  這隻船一時被浪推得很高
[00:08:47.000 --> 00:08:50.040]  一時又跌下來推得很低
[00:08:50.040 --> 00:08:53.320]  讓你玩五分鐘海盜船叫做刺激
[00:08:53.320 --> 00:08:56.920]  連續玩一個小時叫做過癮或者瘋狂
[00:08:56.920 --> 00:09:02.760]  如果連續玩幾天是要命的
[00:09:02.760 --> 00:09:06.200]  連續幾天在一個黑暗之中
[00:09:06.200 --> 00:09:08.240]  被風暴當中
[00:09:08.240 --> 00:09:10.600]  風吹雨打
[00:09:10.600 --> 00:09:15.200]  在海中不斷浮浮沉沉到一個極點
[00:09:15.200 --> 00:09:16.600]  你完全不知道自己在做什麼
[00:09:16.600 --> 00:09:19.280]  什麼都控制不了
[00:09:19.280 --> 00:09:21.520]  所以路加這樣寫
[00:09:21.520 --> 00:09:24.240]  被狂風大浪吹迫著
[00:09:24.240 --> 00:09:27.800]  好像連生還的希望都看不到任何出路
[00:09:27.800 --> 00:09:29.960]  這幅是怎樣的圖畫?弟兄姊妹
[00:09:29.960 --> 00:09:31.760]  一個完全沒有依靠
[00:09:31.760 --> 00:09:33.360]  因為沒有光
[00:09:33.360 --> 00:09:36.160]  日又沒有夜又沒有黑雲密佈
[00:09:36.160 --> 00:09:39.160]  一個很嚴重絕望的處境
[00:09:39.160 --> 00:09:44.560]  多方面將你夾擊的寫照
[00:09:44.560 --> 00:09:49.560]  在海中心遇到風暴無處可躲
[00:09:49.560 --> 00:09:50.920]  保羅是對的
[00:09:50.920 --> 00:09:53.360]  他早就提及了在美港那裡
[00:09:53.360 --> 00:09:55.760]  你們應該留在那裡過冬
[00:09:55.760 --> 00:09:57.200]  就算那個地方很小
[00:09:57.200 --> 00:09:59.760]  不太適合水手去過冬
[00:09:59.760 --> 00:10:00.840]  大伯父還不來
[00:10:00.840 --> 00:10:01.760]  還是拼一拼
[00:10:01.760 --> 00:10:03.480]  但就是失敗了
[00:10:03.480 --> 00:10:06.280]  他們承受著這個人錯誤的決定
[00:10:06.280 --> 00:10:09.160]  就算有一個失去希望
[00:10:09.160 --> 00:10:10.880]  完全絕望
[00:10:10.880 --> 00:10:14.880]  要向大海屈服的處境
[00:10:14.880 --> 00:10:15.360]  弟兄姊妹
[00:10:15.360 --> 00:10:19.120]  你的人生會不會去到某些位置
[00:10:19.120 --> 00:10:22.160]  你覺得是這樣的感受?
[00:10:22.160 --> 00:10:24.400]  這樣看來
[00:10:24.400 --> 00:10:28.640]  連生還的希望都沒有了
[00:10:28.640 --> 00:10:29.880]  你看見的
[00:10:29.880 --> 00:10:32.840]  你所依靠的一切一切
[00:10:32.840 --> 00:10:36.560]  不斷失去
[00:10:36.560 --> 00:10:37.920]  失去控制
[00:10:37.920 --> 00:10:39.840]  失去優勢
[00:10:39.840 --> 00:10:43.240]  失去方向
[00:10:43.240 --> 00:10:44.640]  而最後
[00:10:44.640 --> 00:10:46.360]  袁文直這一節
[00:10:46.360 --> 00:10:48.560]  更加清楚地讓我們看到
[00:10:48.560 --> 00:10:50.840]  是我們拋棄了
[00:10:50.840 --> 00:10:52.680]  他們拋一些貨物到海裡
[00:10:52.680 --> 00:10:54.240]  拋一些工具到海裡
[00:10:54.240 --> 00:10:59.840]  最後連獲救的希望都拋到海裡
[00:10:59.840 --> 00:11:00.880]  聖經是這樣形容
[00:11:00.880 --> 00:11:02.400]  讓我們看到
[00:11:02.400 --> 00:11:05.800]  這個完全絕望的處境
[00:11:05.800 --> 00:11:10.880]  整船人好像沒有機會獲救了
[00:11:10.880 --> 00:11:11.960]  當我們人生跌入一個
[00:11:11.960 --> 00:11:14.240]  無法抵擋的風暴
[00:11:14.240 --> 00:11:15.800]  束手無策
[00:11:15.800 --> 00:11:18.040]  動彈不得
[00:11:18.040 --> 00:11:21.080]  看來,這樣看來
[00:11:21.080 --> 00:11:23.360]  沒有任何盼望
[00:11:23.360 --> 00:11:27.120]  頂尖我們仍然不要放棄
[00:11:27.120 --> 00:11:29.400]  我們仍然可以知道
[00:11:29.400 --> 00:11:31.600]  我們要迎難償
[00:11:31.600 --> 00:11:35.440]  在絕處可以祈求到有出路
[00:11:35.440 --> 00:11:37.240]  所以讓我們在這個困境當中
[00:11:37.240 --> 00:11:39.960]  繼續聽聖經的說話
[00:11:39.960 --> 00:11:40.880]  你說:行了,牧師
[00:11:40.880 --> 00:11:42.320]  你當然要跟我說
[00:11:42.320 --> 00:11:43.880]  保羅是英雄人物
[00:11:43.880 --> 00:11:45.480]  滿有信心
[00:11:45.480 --> 00:11:46.760]  你要有信心
[00:11:46.760 --> 00:11:50.080]  你有信心就可以開創前路
[00:11:50.080 --> 00:11:51.600]  沒錯,我們需要信心
[00:11:51.600 --> 00:11:54.560]  但如果我們在這篇章裡理解
[00:11:54.560 --> 00:11:57.560]  就錯過了路加的用意
[00:11:57.560 --> 00:11:59.640]  保羅在大家都絕望的時候
[00:11:59.640 --> 00:12:03.720]  他自己是否真的信心滿滿呢?
[00:12:03.720 --> 00:12:05.160]  聖經沒有寫得很清楚
[00:12:05.160 --> 00:12:07.120]  雖然他未必是絕望
[00:12:07.120 --> 00:12:08.160]  但至少我們看到
[00:12:08.160 --> 00:12:09.880]  在那連續幾天的
[00:12:09.880 --> 00:12:12.760]  不見天日的航行當中
[00:12:12.760 --> 00:12:14.560]  沒有寫過保羅怎樣
[00:12:14.560 --> 00:12:17.080]  大概他都是束手無策
[00:12:17.080 --> 00:12:22.200]  只能夠坐在船上不斷等候
[00:12:22.200 --> 00:12:23.960]  可能他會祈禱
[00:12:23.960 --> 00:12:26.040]  他會求神幫助
[00:12:26.040 --> 00:12:28.200]  但連續不斷
[00:12:28.200 --> 00:12:31.360]  連玩一個星期海盜船
[00:12:31.360 --> 00:12:35.400]  你想像他的心情會是怎樣
[00:12:35.400 --> 00:12:36.440]  所以我們不需要想像
[00:12:36.440 --> 00:12:37.800]  保羅就是一個屬靈偉人
[00:12:37.800 --> 00:12:38.800]  天不怕地不怕
[00:12:38.800 --> 00:12:40.360]  他會不會害怕?
[00:12:40.360 --> 00:12:41.560]  我想他絕對會害怕
[00:12:41.560 --> 00:12:43.960]  就算不顧一條命
[00:12:43.960 --> 00:12:46.360]  他都是很想拼命完成使命的人
[00:12:46.360 --> 00:12:49.120]  他無論如何都想去到羅馬
[00:12:49.120 --> 00:12:52.400]  無論如何都要去海撒面前見證
[00:12:52.400 --> 00:12:55.800]  去講耶穌基督的福音
[00:12:55.800 --> 00:12:59.240]  但在二十七章到第二十節
[00:12:59.240 --> 00:13:02.640]  仍然好像見不到上帝在做什麼
[00:13:02.640 --> 00:13:03.600]  到第二十一節
[00:13:03.600 --> 00:13:07.520]  保羅終於在那開口說話
[00:13:07.520 --> 00:13:08.440]  那裡說
[00:13:08.440 --> 00:13:09.560]  大家很久沒有吃飯
[00:13:09.560 --> 00:13:12.600]  保羅就站起來跟他們說
[00:13:12.600 --> 00:13:16.040]  勸他們要放心
[00:13:16.040 --> 00:13:17.760]  從上文去推斷
[00:13:17.760 --> 00:13:20.120]  那時候已經離開了美港的地方
[00:13:20.120 --> 00:13:21.320]  大約三天
[00:13:21.320 --> 00:13:22.560]  再過幾天
[00:13:22.560 --> 00:13:24.920]  很可能已經過了六七天的時間
[00:13:24.920 --> 00:13:28.120]  在那個風暴當中被困
[00:13:28.120 --> 00:13:31.440]  這裡他說大家要放心
[00:13:31.440 --> 00:13:33.160]  勸大家放心
[00:13:33.160 --> 00:13:34.920]  更加直接翻譯是
[00:13:34.920 --> 00:13:39.240]  我現在要強烈地勸告你們
[00:13:39.240 --> 00:13:40.520]  振作精神
[00:13:40.520 --> 00:13:44.240]  提起精神
[00:13:44.240 --> 00:13:47.320]  保羅為什麼在這個時候
[00:13:47.320 --> 00:13:49.160]  在接連五個的失去之後
[00:13:49.160 --> 00:13:53.040]  他會站起來強烈勸喻大家
[00:13:53.040 --> 00:13:53.920]  振作
[00:13:53.920 --> 00:13:55.640]  放心
[00:13:55.640 --> 00:13:57.000]  故事的轉捩點就是
[00:13:57.000 --> 00:13:58.720]  在保羅的前一晚
[00:13:58.720 --> 00:13:59.720]  在這個風浪當中
[00:13:59.720 --> 00:14:01.320]  他得到一個意象
[00:14:01.320 --> 00:14:04.640]  而這是神自己的作為
[00:14:04.640 --> 00:14:07.560]  他說:因為我所歸屬所侍奉的神
[00:14:07.560 --> 00:14:12.240]  祂的使者昨天夜裡站在我的旁邊
[00:14:12.240 --> 00:14:16.400]  主派祂的使者在保羅的身旁
[00:14:16.400 --> 00:14:18.480]  在這艘船上
[00:14:18.480 --> 00:14:23.400]  在這艘不斷被浪、風和雨打擊的船當中
[00:14:23.400 --> 00:14:27.400]  在這個完全黑暗一片的風暴裡面
[00:14:27.400 --> 00:14:29.520]  主派祂的使者
[00:14:29.520 --> 00:14:32.720]  站在祂的僕人旁邊
[00:14:32.720 --> 00:14:34.080]  路加爾我們讀到的就是
[00:14:34.080 --> 00:14:36.640]  不是保羅多有信心
[00:14:36.640 --> 00:14:39.440]  而是要看見另一個事實
[00:14:39.440 --> 00:14:40.520]  另一個現實
[00:14:40.520 --> 00:14:42.520]  就是上帝在掌管
[00:14:42.520 --> 00:14:45.360]  祂仍然有作為
[00:14:45.360 --> 00:14:47.920]  這個事實讓保羅自己
[00:14:47.920 --> 00:14:48.880]  到了第21節
[00:14:48.880 --> 00:14:52.960]  終於都振作精神了
[00:14:52.960 --> 00:14:56.680]  由我們都拋棄了希望
[00:14:56.680 --> 00:14:59.240]  轉為祂自己振作精神
[00:14:59.240 --> 00:15:03.200]  站起來去說話
[00:15:03.200 --> 00:15:05.280]  這個信心
[00:15:05.280 --> 00:15:06.480]  透過這個使者
[00:15:06.480 --> 00:15:09.000]  加添了給保羅
[00:15:09.000 --> 00:15:11.320]  這是上帝自己的工作
[00:15:11.320 --> 00:15:13.000]  是祂的恩典
[00:15:13.000 --> 00:15:14.840]  正如頭目師經常說
[00:15:14.840 --> 00:15:17.600]  神主權的恩典
[00:15:17.600 --> 00:15:18.720]  你有這樣的信心
[00:15:18.720 --> 00:15:20.720]  都是神賜給你的
[00:15:20.720 --> 00:15:22.480]  一切都是恩典
[00:15:22.480 --> 00:15:24.880]  在神的作為裡面
[00:15:24.880 --> 00:15:27.000]  祂賜給你的信心
[00:15:27.000 --> 00:15:29.720]  你就能夠有信心
[00:15:29.720 --> 00:15:33.520]  這個現實就是反映在我們眼見的事以上
[00:15:33.520 --> 00:15:35.840]  是這個世界教我們
[00:15:35.840 --> 00:15:37.000]  有圖為證
[00:15:37.000 --> 00:15:38.920]  眼見為憑
[00:15:38.920 --> 00:15:41.000]  這是世人處事的原則
[00:15:41.000 --> 00:15:42.160]  不過
[00:15:42.160 --> 00:15:43.200]  風暴不停
[00:15:43.200 --> 00:15:44.240]  無處可逃
[00:15:44.240 --> 00:15:46.320]  在船上的人可以看見
[00:15:46.320 --> 00:15:47.400]  什麼樣的現實呢?
[00:15:47.400 --> 00:15:48.960]  就是沒有救了
[00:15:48.960 --> 00:15:51.520]  但是路加在這裡寫天使
[00:15:51.520 --> 00:15:54.080]  如果你讀《路加福音》和《使徒行傳》
[00:15:54.080 --> 00:15:56.080]  每一次出現天使
[00:15:56.080 --> 00:15:59.160]  路加就是要幫我們這群讀聖經的人
[00:15:59.160 --> 00:16:01.080]  看見在這個日光之上
[00:16:01.080 --> 00:16:05.080]  有另一個現實
[00:16:05.080 --> 00:16:06.240]  在《使徒行傳》第一章
[00:16:06.240 --> 00:16:08.200]  當耶穌升天的時候
[00:16:08.200 --> 00:16:10.240]  就有天使出現
[00:16:10.240 --> 00:16:12.680]  當那些人看不到耶穌
[00:16:12.680 --> 00:16:14.880]  耶穌有塊雲接了他們上去
[00:16:14.880 --> 00:16:16.160]  看不到耶穌
[00:16:16.160 --> 00:16:17.520]  忽然就有兩個人
[00:16:17.520 --> 00:16:18.200]  路加記載
[00:16:18.200 --> 00:16:19.440]  身穿白衣
[00:16:19.440 --> 00:16:21.880]  站在他們旁邊
[00:16:21.880 --> 00:16:23.680]  跟他們說話
[00:16:23.680 --> 00:16:25.000]  保羅在這個風暴當中
[00:16:25.000 --> 00:16:27.040]  他能夠站起來告訴大家
[00:16:27.040 --> 00:16:28.960]  強烈勸告大家
[00:16:28.960 --> 00:16:30.360]  是因為他得著
[00:16:30.360 --> 00:16:31.800]  上帝加添的信心
[00:16:31.800 --> 00:16:33.240]  這個恩典
[00:16:33.240 --> 00:16:35.440]  得著神話語的啟示
[00:16:35.440 --> 00:16:37.200]  去幫助他同船的人
[00:16:37.200 --> 00:16:38.160]  包括他自己
[00:16:38.160 --> 00:16:40.160]  看見另一個現實
[00:16:40.160 --> 00:16:41.280]  在這個風暴以外
[00:16:41.280 --> 00:16:42.320]  在這個風暴以上
[00:16:42.320 --> 00:16:46.200]  有另一個現實
[00:16:46.200 --> 00:16:48.000]  天使的出現
[00:16:48.000 --> 00:16:49.560]  告訴大家
[00:16:49.560 --> 00:16:54.080]  上帝在掌管
[00:16:54.080 --> 00:16:54.920]  掌管什麼呢?
[00:16:54.920 --> 00:16:57.640]  過去上帝所應許的
[00:16:57.640 --> 00:17:00.560]  必定會出現
[00:17:00.560 --> 00:17:02.360]  必定
[00:17:02.360 --> 00:17:03.720]  這個字是很重要的字
[00:17:03.720 --> 00:17:04.920]  每一次在司徒林傳出現
[00:17:04.920 --> 00:17:06.160]  你都要留意
[00:17:06.160 --> 00:17:08.320]  必定或必須
[00:17:08.320 --> 00:17:09.720]  過去神交託了任務
[00:17:09.720 --> 00:17:11.800]  保羅是必定可以完成的
[00:17:11.800 --> 00:17:12.960]  沒有任何事情
[00:17:12.960 --> 00:17:14.840]  可以阻擋神的主權
[00:17:14.840 --> 00:17:15.640]  前幾次
[00:17:15.640 --> 00:17:18.040]  無論猶太人的追擊
[00:17:18.040 --> 00:17:19.240]  接二連三
[00:17:19.240 --> 00:17:23.280]  由官長套到希律王的審訊
[00:17:23.280 --> 00:17:24.480]  沒有一個人
[00:17:24.480 --> 00:17:28.440]  可以阻擋到保羅的使命
[00:17:28.440 --> 00:17:33.240]  現在連風浪都不能阻擋到神
[00:17:33.240 --> 00:17:35.440]  必定
[00:17:35.440 --> 00:17:38.360]  所以保羅不要害怕
[00:17:38.360 --> 00:17:40.280]  讓他知道一切都在神的手中
[00:17:40.280 --> 00:17:41.480]  你從天使的說話
[00:17:41.480 --> 00:17:43.200]  你就聽到了
[00:17:43.200 --> 00:17:44.360]  這位屬靈偉人
[00:17:44.360 --> 00:17:46.200]  他的心情是怎樣的呢?
[00:17:46.200 --> 00:17:48.080]  害怕
[00:17:48.080 --> 00:17:49.840]  所以天使要說
[00:17:49.840 --> 00:17:51.240]  不要害怕
[00:17:51.240 --> 00:17:52.800]  是不是?
[00:17:52.800 --> 00:17:54.480]  怎麼會不害怕呢?
[00:17:54.480 --> 00:17:57.440]  各位害怕並不可恥
