
[00:00:00.000 --> 00:00:02.800]  如果還在那些年
[00:01:50.200 --> 00:01:52.200]  都是虛空的
[00:01:52.200 --> 00:01:59.200]  你趁著年幼衰敗的日子尚未來到
[00:01:59.200 --> 00:02:00.700]  就似你所說
[00:02:00.700 --> 00:02:03.200]  我毫無喜樂的那些年日
[00:02:03.200 --> 00:02:05.200]  未曾臨近之先
[00:02:05.200 --> 00:02:07.700]  當紀念做你的主
[00:02:07.700 --> 00:02:10.700]  經文背景告訴我們
[00:02:10.700 --> 00:02:12.700]  傳道者
[00:02:12.700 --> 00:02:14.200]  即傳道書的作者
[00:02:14.200 --> 00:02:15.200]  在第十一章
[00:02:15.200 --> 00:02:16.700]  基本上有兩個呼籲
[00:02:16.700 --> 00:02:18.200]  第一個呼籲是
[00:02:18.200 --> 00:02:20.200]  在一至六節呼籲讀者
[00:02:20.200 --> 00:02:22.700]  要投入一個信心的探險
[00:02:22.700 --> 00:02:24.700]  怎樣過一個信心的生活
[00:02:24.700 --> 00:02:26.700]  來到第七節之後
[00:02:26.700 --> 00:02:29.200]  呼籲人要快樂
[00:02:29.200 --> 00:02:31.700]  那種快樂是從內裡
[00:02:31.700 --> 00:02:34.700]  開心滿足出來的
[00:02:34.700 --> 00:02:38.200]  我選了其中的三節
[00:02:38.200 --> 00:02:40.200]  即是十一章九節
[00:02:40.200 --> 00:02:41.700]  至十二章一節
[00:02:41.700 --> 00:02:44.700]  講一個真正滿足快樂的人生
[00:02:44.700 --> 00:02:45.700]  那四個特質
[00:02:45.700 --> 00:02:48.200]  第一是一個追尋理想的人生
[00:02:48.200 --> 00:02:51.200]  就好像Helen跟我們分享一樣
[00:02:51.200 --> 00:02:52.200]  傳道者說
[00:02:52.200 --> 00:02:54.700]  少年人啊!你在幼年時當快樂
[00:02:54.700 --> 00:02:55.700]  在幼年的日子
[00:02:55.700 --> 00:02:57.200]  使你的心寬暢
[00:02:57.200 --> 00:02:58.700]  行你心所願行的
[00:02:58.700 --> 00:03:01.200]  看你眼所愛看的
[00:03:01.200 --> 00:03:02.700]  幼年的時候
[00:03:02.700 --> 00:03:03.700]  剛才我說何時呢?
[00:03:03.700 --> 00:03:04.700]  是呀!聖經說
[00:03:04.700 --> 00:03:07.200]  可能是十幾歲、二十幾歲
[00:03:07.200 --> 00:03:08.200]  到三十幾歲
[00:03:08.200 --> 00:03:10.200]  都還可以是幼年的時候
[00:03:10.200 --> 00:03:12.700]  總之趁你年輕的時候
[00:03:12.700 --> 00:03:16.700]  年青力壯的時候
[00:03:17.700 --> 00:03:19.700]  充滿活力的時候
[00:03:19.700 --> 00:03:21.700]  有理想的時候
[00:03:21.700 --> 00:03:25.700]  年青跟年紀大有什麼分別呢?
[00:03:25.700 --> 00:03:28.700]  我相信你們可以比較得到
[00:03:28.700 --> 00:03:29.700]  如果做爸爸媽媽
[00:03:29.700 --> 00:03:31.200]  你跟你的子女比較一下
[00:03:31.200 --> 00:03:32.700]  如果已經榮升為人
[00:03:32.700 --> 00:03:34.200]  爺爺媽媽公公婆婆的
[00:03:34.200 --> 00:03:36.200]  你都可以跟那些年輕人比較一下
[00:03:36.200 --> 00:03:37.700]  我相信大家都會明白
[00:03:37.700 --> 00:03:41.200]  年輕人體力、精神是較旺盛的
[00:03:41.200 --> 00:03:42.700]  很充沛的
[00:03:42.700 --> 00:03:46.700]  他們的負擔和責任都是少一點的
[00:03:46.700 --> 00:03:49.700]  忌諱和怕的東西都是會少一點的
[00:03:49.700 --> 00:03:51.700]  所以年輕代表著剛才我說的
[00:03:51.700 --> 00:03:55.700]  充滿活力、有衝勁、有理想、有願望
[00:03:55.700 --> 00:03:57.700]  甚至有自由和有空間的
[00:03:57.700 --> 00:03:58.700]  舉個例子
[00:03:58.700 --> 00:04:01.700]  現在我們教會經常都搞營會
[00:04:01.700 --> 00:04:04.700]  包括我們長者都有去宿營的
[00:04:04.700 --> 00:04:06.700]  或者我們會去旅行
[00:04:06.700 --> 00:04:09.700]  甚至我們做的工作的轉變
[00:04:09.700 --> 00:04:11.700]  你比較一下
[00:04:11.700 --> 00:04:14.700]  如果已經是四十歲以後
[00:04:14.700 --> 00:04:18.700]  跟那些十幾二十歲的很不同
[00:04:18.700 --> 00:04:19.700]  去宿營的地方
[00:04:19.700 --> 00:04:21.700]  學生還可以通宵達旦的
[00:04:21.700 --> 00:04:23.700]  十二點不睡
[00:04:23.700 --> 00:04:26.700]  閒閒地一點兩點三點都不睡
[00:04:26.700 --> 00:04:28.700]  但是差不多了
[00:04:28.700 --> 00:04:30.700]  或者上了年紀不用做四十歲
[00:04:30.700 --> 00:04:33.700]  三十歲的那些都已經不能捱了
[00:04:33.700 --> 00:04:36.700]  我們剛剛上個星期上水堂和葵涌堂
[00:04:36.700 --> 00:04:38.700]  去營地讀經營
[00:04:38.700 --> 00:04:39.700]  我們一班婦女
[00:04:39.700 --> 00:04:43.700]  十二點的眼睛就自然閉起來了
[00:04:43.700 --> 00:04:46.700]  那班小學生一點還很精神
[00:04:46.700 --> 00:04:48.700]  兩點還很精神
[00:04:48.700 --> 00:04:49.700]  第二天告訴我
[00:04:49.700 --> 00:04:51.700]  吳牧師我昨晚四點才睡
[00:04:51.700 --> 00:04:53.700]  連續兩晚
[00:04:53.700 --> 00:04:55.700]  你要不要睡午覺
[00:04:55.700 --> 00:04:56.700]  不用
[00:04:56.700 --> 00:05:00.700]  他們有的是精神體力
[00:05:00.700 --> 00:05:03.700]  有時候又說去旅行
[00:05:03.700 --> 00:05:04.700]  年輕的時候
[00:05:04.700 --> 00:05:06.700]  我們就說去姦婦團的沒問題
[00:05:06.700 --> 00:05:09.700]  背囊住的地方便宜一點都不要緊
[00:05:09.700 --> 00:05:12.700]  最重要是因為酒店你都不會享受
[00:05:12.700 --> 00:05:13.700]  早出晚歸
[00:05:13.700 --> 00:05:15.700]  只睡一覺隨便
[00:05:15.700 --> 00:05:17.700]  但是現在不行
[00:05:17.700 --> 00:05:18.700]  頂姐妹
[00:05:18.700 --> 00:05:20.700]  有經濟的能力
[00:05:20.700 --> 00:05:21.700]  當然住好一點
[00:05:21.700 --> 00:05:23.700]  當然有吃好一點
[00:05:23.700 --> 00:05:26.700]  我們不是很捱得了
[00:05:26.700 --> 00:05:28.700]  如果說轉工
[00:05:28.700 --> 00:05:30.700]  為理想
[00:05:30.700 --> 00:05:32.700]  是不是人人都好像Helen這樣
[00:05:32.700 --> 00:05:33.700]  再讀三年
[00:05:33.700 --> 00:05:34.700]  多少學費
[00:05:34.700 --> 00:05:35.700]  又不單單學費
[00:05:35.700 --> 00:05:37.700]  三年沒有收入
[00:05:37.700 --> 00:05:38.700]  你有負擔的
[00:05:38.700 --> 00:05:39.700]  有子女
[00:05:39.700 --> 00:05:40.700]  你要養的
[00:05:40.700 --> 00:05:42.700]  還要供養父母
[00:05:42.700 --> 00:05:44.700]  不容易
[00:05:44.700 --> 00:05:46.700]  要轉行已經不容易
[00:05:46.700 --> 00:05:49.700]  要從頭再來很困難
[00:05:49.700 --> 00:05:51.700]  年輕人
[00:05:51.700 --> 00:05:52.700]  是有的特質
[00:05:52.700 --> 00:05:53.700]  是有理想
[00:05:53.700 --> 00:05:55.700]  傳道者就說
[00:05:55.700 --> 00:05:57.700]  你要趁這個的時候快樂
[00:05:57.700 --> 00:05:59.700]  你做你心想做的
[00:05:59.700 --> 00:06:01.700]  看你眼想看的
[00:06:01.700 --> 00:06:03.700]  一看到這裡我們就很害怕
[00:06:03.700 --> 00:06:04.700]  心想做的
[00:06:04.700 --> 00:06:05.700]  什麼都可以
[00:06:05.700 --> 00:06:07.700]  我們想到多數很負面的
[00:06:07.700 --> 00:06:09.700]  年輕人心想做的是什麼呢
[00:06:09.700 --> 00:06:11.700]  想一些負面的
[00:06:11.700 --> 00:06:12.700]  當然想吸毒
[00:06:12.700 --> 00:06:13.700]  當然想去偷
[00:06:13.700 --> 00:06:15.700]  當然想去搶
[00:06:15.700 --> 00:06:17.700]  當然想去打架
[00:06:17.700 --> 00:06:19.700]  甚至出賣自己身體
[00:06:19.700 --> 00:06:21.700]  年輕人現在找暑期工很難的
[00:06:21.700 --> 00:06:25.700]  那些學生就去做援交
[00:06:25.700 --> 00:06:27.700]  逼同學去做援交
[00:06:27.700 --> 00:06:29.700]  賺錢
[00:06:29.700 --> 00:06:31.700]  去飛車
[00:06:31.700 --> 00:06:33.700]  總是會想年輕人這些負面的
[00:06:33.700 --> 00:06:35.700]  眼想看的
[00:06:35.700 --> 00:06:37.700]  也是會想負面的
[00:06:37.700 --> 00:06:38.700]  為什麼呢
[00:06:38.700 --> 00:06:40.700]  鼓勵家長上網
[00:06:40.700 --> 00:06:42.700]  網頁要封閉
[00:06:42.700 --> 00:06:44.700]  有些網頁不可以讓他看
[00:06:44.700 --> 00:06:46.700]  因為總是怕他會看什麼
[00:06:46.700 --> 00:06:48.700]  看一些違禁品
[00:06:48.700 --> 00:06:50.700]  禁書
[00:06:50.700 --> 00:06:52.700]  禁的網頁
[00:06:52.700 --> 00:06:54.700]  網站
[00:06:54.700 --> 00:06:55.700]  三級片
[00:06:55.700 --> 00:06:56.700]  暴力片
[00:06:56.700 --> 00:06:57.700]  經歷片
[00:06:57.700 --> 00:06:59.700]  總是覺得年輕人就是這樣
[00:06:59.700 --> 00:07:01.700]  但其實我們可以想想
[00:07:01.700 --> 00:07:03.700]  年輕人心想做的
[00:07:03.700 --> 00:07:05.700]  和眼想看的可以是正面
[00:07:05.700 --> 00:07:07.700]  心想做的
[00:07:07.700 --> 00:07:09.700]  可以是理想
[00:07:09.700 --> 00:07:11.700]  我想做一個音樂家
[00:07:11.700 --> 00:07:13.700]  我想做一個藝術家
[00:07:13.700 --> 00:07:15.700]  我想做一個老師
[00:07:15.700 --> 00:07:17.700]  我想做一個科學家
[00:07:17.700 --> 00:07:19.700]  我想做一個醫生
[00:07:19.700 --> 00:07:21.700]  年輕人可以有的是理想
[00:07:21.700 --> 00:07:23.700]  甚至眼睛想看的是什麼
[00:07:23.700 --> 00:07:25.700]  不一定是不好的東西
[00:07:25.700 --> 00:07:27.700]  我們年輕人眼界很窄
[00:07:27.700 --> 00:07:29.700]  特別香港人
[00:07:29.700 --> 00:07:31.700]  我們很少去其他地方
[00:07:31.700 --> 00:07:33.700]  但現在學校很好
[00:07:33.700 --> 00:07:35.700]  有什麼交流團
[00:07:35.700 --> 00:07:37.700]  去國內體驗交流
[00:07:37.700 --> 00:07:39.700]  去到世界各地
[00:07:39.700 --> 00:07:41.700]  去看多些
[00:07:41.700 --> 00:07:43.700]  見識多些
[00:07:43.700 --> 00:07:45.700]  新奇的事物
[00:07:45.700 --> 00:07:47.700]  健康的事物
[00:07:47.700 --> 00:07:49.700]  年輕人可以是這樣
[00:07:49.700 --> 00:07:51.700]  傳道者在這裡強調
[00:07:51.700 --> 00:07:53.700]  年輕人要把握年輕的時候
[00:07:53.700 --> 00:07:55.700]  還是自由的時候
[00:07:55.700 --> 00:07:57.700]  無拘無束的時候
[00:07:57.700 --> 00:07:59.700]  追尋一下你的理想
[00:07:59.700 --> 00:08:01.700]  因為還在年輕的時候
[00:08:01.700 --> 00:08:03.700]  你有理想可言
[00:08:03.700 --> 00:08:05.700]  我現在就講四國的年輕人
[00:08:05.700 --> 00:08:07.700]  22歲至26歲
[00:08:07.700 --> 00:08:09.700]  尋夢
[00:08:09.700 --> 00:08:11.700]  尋什麼夢呢
[00:08:11.700 --> 00:08:13.700]  就是單車夢
[00:08:13.700 --> 00:08:15.700]  踩單車環遊14國
[00:08:15.700 --> 00:08:17.700]  他很想告訴別人
[00:08:17.700 --> 00:08:19.700]  去旅行不一定要好車子
[00:08:19.700 --> 00:08:21.700]  踩單車就可以了
[00:08:21.700 --> 00:08:23.700]  總有些地方
[00:08:23.700 --> 00:08:25.700]  應該要坐飛機
[00:08:25.700 --> 00:08:27.700]  不然去不到
[00:08:27.700 --> 00:08:29.700]  但其他的時候就踩單車去
[00:08:29.700 --> 00:08:31.700]  踩到下年1月
[00:08:31.700 --> 00:08:33.700]  去巴黎的地方
[00:08:33.700 --> 00:08:35.700]  幾個月的時間
[00:08:35.700 --> 00:08:37.700]  不容易
[00:08:37.700 --> 00:08:39.700]  但他就是這樣
[00:08:39.700 --> 00:08:41.700]  還是年輕
[00:08:41.700 --> 00:08:43.700]  捱得苦
[00:08:43.700 --> 00:08:45.700]  可以跌下受傷起來再來
[00:08:45.700 --> 00:08:47.700]  沒錢不要緊
[00:08:47.700 --> 00:08:49.700]  面子成年人可能會講究一點
[00:08:49.700 --> 00:08:51.700]  計較一點
[00:08:51.700 --> 00:08:53.700]  不敢問人
[00:08:53.700 --> 00:08:55.700]  以前沒有車坐隨時截人地
[00:08:55.700 --> 00:08:57.700]  請送我一程
[00:08:57.700 --> 00:08:59.700]  年輕的時候可以
[00:08:59.700 --> 00:09:03.700]  年輕人趁年輕的時候追尋理想
[00:09:03.700 --> 00:09:05.700]  他是不是真的可以
[00:09:05.700 --> 00:09:07.700]  什麼都不用理會
[00:09:07.700 --> 00:09:09.700]  會不會很不負責任
[00:09:09.700 --> 00:09:11.700]  我們想到的東西傳道者都想到了
[00:09:11.700 --> 00:09:13.700]  所以在11章9節傳道者就說
[00:09:13.700 --> 00:09:15.700]  「卻要知道為者一切的事
[00:09:15.700 --> 00:09:17.700]  神必審問你」
[00:09:17.700 --> 00:09:19.700]  做了一個很重要的包底
[00:09:19.700 --> 00:09:21.700]  你可以
[00:09:21.700 --> 00:09:23.700]  什麼你都可以做
[00:09:23.700 --> 00:09:25.700]  但跟著怎樣
[00:09:25.700 --> 00:09:27.700]  神必審問你
[00:09:27.700 --> 00:09:29.700]  我們要過一個追尋理想的人生
[00:09:29.700 --> 00:09:33.700]  同樣是一個負責任的人生
[00:09:33.700 --> 00:09:35.700]  神必審問你
[00:09:35.700 --> 00:09:37.700]  是講到我們生命的主
[00:09:37.700 --> 00:09:39.700]  關心我們的生活
[00:09:39.700 --> 00:09:41.700]  並且你會按照
[00:09:41.700 --> 00:09:43.700]  人的行為來施行審判
[00:09:43.700 --> 00:09:45.700]  所以人要為
[00:09:45.700 --> 00:09:47.700]  自己所做的事情
[00:09:47.700 --> 00:09:49.700]  向上帝負責任
[00:09:49.700 --> 00:09:51.700]  他會審問
[00:09:51.700 --> 00:09:53.700]  年輕人追尋理想是重要
[00:09:53.700 --> 00:09:55.700]  但同樣
[00:09:55.700 --> 00:09:57.700]  要為自己所做的負上責任
[00:09:57.700 --> 00:09:59.700]  今天有太多人
[00:09:59.700 --> 00:10:01.700]  的生活
[00:10:01.700 --> 00:10:03.700]  是不負責任
[00:10:03.700 --> 00:10:05.700]  不願意為自己負責任
[00:10:05.700 --> 00:10:07.700]  不願意為他人負責任
[00:10:07.700 --> 00:10:09.700]  過一個不願意負責任的人生
[00:10:09.700 --> 00:10:11.700]  前幾天看了一個報道
[00:10:11.700 --> 00:10:13.700]  就講一對父母
[00:10:13.700 --> 00:10:15.700]  不是那些丟下子女
[00:10:15.700 --> 00:10:17.700]  那些不負責任
[00:10:17.700 --> 00:10:19.700]  那些可能我們都聽得多
[00:10:19.700 --> 00:10:21.700]  這是講什麼呢
[00:10:21.700 --> 00:10:23.700]  美國一對父母
[00:10:23.700 --> 00:10:25.700]  帶一個五歲的女兒
[00:10:25.700 --> 00:10:27.700]  去北美洲一個地方旅行
[00:10:27.700 --> 00:10:29.700]  參加當地的公司
[00:10:29.700 --> 00:10:31.700]  籌辦什麼活動呢
[00:10:31.700 --> 00:10:33.700]  你們不太能看到
[00:10:33.700 --> 00:10:35.700]  因為Youtube沒有圖片
[00:10:35.700 --> 00:10:37.700]  和鯊魚一起游水的活動
[00:10:37.700 --> 00:10:39.700]  帶一個五歲的女兒
[00:10:39.700 --> 00:10:41.700]  丟下子女在那裡
[00:10:41.700 --> 00:10:43.700]  和鯊魚一起游
[00:10:43.700 --> 00:10:45.700]  九分鐘的短片
[00:10:45.700 --> 00:10:47.700]  他上載出來
[00:10:47.700 --> 00:10:49.700]  你可以看的
[00:10:49.700 --> 00:10:51.700]  這個題目就有了
[00:10:51.700 --> 00:10:53.700]  教練就怎樣用繩子
[00:10:53.700 --> 00:10:55.700]  綁著那些肉
[00:10:55.700 --> 00:10:57.700]  拋到海裡
[00:10:57.700 --> 00:11:01.700]  鯊魚就追著來搶食
[00:11:01.700 --> 00:11:03.700]  但五歲的女兒就在附近游
[00:11:03.700 --> 00:11:07.700]  看到這些情況
[00:11:07.700 --> 00:11:09.700]  那些人就覺得
[00:11:09.700 --> 00:11:11.700]  你們父母有沒有搞錯
[00:11:11.700 --> 00:11:13.700]  為什麼父母這麼不負責任
[00:11:13.700 --> 00:11:17.700]  將女兒放在這麼危險的地方
[00:11:17.700 --> 00:11:19.700]  你猜父母怎麼回答呢
[00:11:19.700 --> 00:11:21.700]  父母就說
[00:11:21.700 --> 00:11:23.700]  其實生活每一天都有危險
[00:11:23.700 --> 00:11:25.700]  生活每一天都有危險
[00:11:25.700 --> 00:11:27.700]  他沒有繼續說下去
[00:11:27.700 --> 00:11:29.700]  我又想像到
[00:11:29.700 --> 00:11:31.700]  其實我們走出街
[00:11:31.700 --> 00:11:33.700]  會不會有危險
[00:11:33.700 --> 00:11:35.700]  都會有
[00:11:35.700 --> 00:11:37.700]  不知道有沒有東西掉下來
[00:11:37.700 --> 00:11:39.700]  我們走過馬路小心
[00:11:39.700 --> 00:11:41.700]  但可能車子不小心
[00:11:41.700 --> 00:11:43.700]  有人會搶你的東西
[00:11:43.700 --> 00:11:45.700]  或者有人來打劫你
[00:11:45.700 --> 00:11:47.700]  或者會謀殺你
[00:11:47.700 --> 00:11:49.700]  就是這樣
[00:11:49.700 --> 00:11:51.700]  但這些在我們看來
[00:11:51.700 --> 00:11:53.700]  覺得不能避開
[00:11:53.700 --> 00:11:55.700]  但放女兒在游泳池可以避開
[00:11:55.700 --> 00:11:57.700]  為什麼父母這麼不負責任
[00:11:57.700 --> 00:11:59.700]  為了滿足自己的慾望
[00:11:59.700 --> 00:12:01.700]  很想女兒
[00:12:01.700 --> 00:12:03.700]  來經驗一下這些人生
[00:12:03.700 --> 00:12:05.700]  就是這樣
[00:12:05.700 --> 00:12:07.700]  年輕人不負責任的例子
[00:12:07.700 --> 00:12:11.700]  多得不可聲數
[00:12:11.700 --> 00:12:13.700]  小時候拍拖
[00:12:13.700 --> 00:12:15.700]  然後分手
[00:12:15.700 --> 00:12:17.700]  不傷感情就算了
[00:12:17.700 --> 00:12:19.700]  當她是小孩子
[00:12:19.700 --> 00:12:21.700]  我們叫做Puppy Love
[00:12:21.700 --> 00:12:23.700]  拍拍拍
[00:12:23.700 --> 00:12:25.700]  發生關係
[00:12:25.700 --> 00:12:27.700]  有小朋友
[00:12:27.700 --> 00:12:29.700]  母親節時都說過
[00:12:29.700 --> 00:12:31.700]  誰照顧
[00:12:31.700 --> 00:12:33.700]  不是他們照顧
[00:12:33.700 --> 00:12:35.700]  是婆婆照顧
[00:12:35.700 --> 00:12:37.700]  甚至上班
[00:12:37.700 --> 00:12:39.700]  上班不開心
[00:12:39.700 --> 00:12:41.700]  就不上班
[00:12:41.700 --> 00:12:43.700]  做三個月
[00:12:43.700 --> 00:12:45.700]  然後找工作
[00:12:45.700 --> 00:12:47.700]  再做三個月又不做兩個月
[00:12:47.700 --> 00:12:49.700]  或者不喜歡上班
[00:12:49.700 --> 00:12:51.700]  要請假都不打回公司
[00:12:51.700 --> 00:12:53.700]  很多這些不負責任的行為
[00:12:53.700 --> 00:12:55.700]  年輕人是會的
[00:12:55.700 --> 00:12:57.700]  看傳道者說
[00:12:57.700 --> 00:12:59.700]  做你心想做的
[00:12:59.700 --> 00:13:01.700]  看你眼想要看
[00:13:01.700 --> 00:13:03.700]  不過記得
[00:13:03.700 --> 00:13:05.700]  所做的一切
[00:13:05.700 --> 00:13:07.700]  要向上帝負責任
[00:13:07.700 --> 00:13:09.700]  要為自己負責任
[00:13:09.700 --> 00:13:11.700]  哈佛大學曾經有一個研究
[00:13:11.700 --> 00:13:13.700]  至少培養小朋友負責任
[00:13:13.700 --> 00:13:15.700]  都很重要
[00:13:15.700 --> 00:13:17.700]  男孩子
[00:13:17.700 --> 00:13:19.700]  特別是男孩子
[00:13:19.700 --> 00:13:21.700]  小時候幫媽媽做家務
[00:13:21.700 --> 00:13:23.700]  長大後
[00:13:23.700 --> 00:13:25.700]  是有責任感
[00:13:25.700 --> 00:13:27.700]  長大後會更快樂
[00:13:27.700 --> 00:13:29.700]  人際、家庭、工作
[00:13:29.700 --> 00:13:31.700]  更有滿足感
[00:13:31.700 --> 00:13:33.700]  所以姐妹如果你家中有小孩子
[00:13:33.700 --> 00:13:35.700]  特別是男孩子
[00:13:35.700 --> 00:13:37.700]  小時候要分配一些東西給他做
[00:13:37.700 --> 00:13:39.700]  要過負責任的人生
[00:13:39.700 --> 00:13:41.700]  第三
[00:13:41.700 --> 00:13:43.700]  第十支
[00:13:43.700 --> 00:13:45.700]  請聽我讀
[00:13:45.700 --> 00:13:47.700]  所以你當從心中
[00:13:47.700 --> 00:13:49.700]  除掉受煩
[00:13:49.700 --> 00:13:51.700]  從肉體黑去邪惡
[00:13:51.700 --> 00:13:53.700]  因為一生的開端和幼年之時
[00:13:53.700 --> 00:13:55.700]  到時虛空的
[00:13:55.700 --> 00:13:57.700]  虛空即是暴風
[00:13:57.700 --> 00:13:59.700]  你捉不緊的
[00:13:59.700 --> 00:14:01.700]  你掌握不到的
[00:14:01.700 --> 00:14:03.700]  傳道者勸誡年輕人
[00:14:03.700 --> 00:14:05.700]  要有理想的同時
[00:14:05.700 --> 00:14:07.700]  都要為自己的人生負責
[00:14:07.700 --> 00:14:09.700]  想要滿足想要快樂
[00:14:09.700 --> 00:14:11.700]  除了這樣還要怎樣呢
[00:14:11.700 --> 00:14:13.700]  要除掉心中的受煩
[00:14:13.700 --> 00:14:15.700]  從肉體黑去邪惡
[00:14:15.700 --> 00:14:17.700]  這兩者加起來
[00:14:17.700 --> 00:14:19.700]  其實可以這樣說是一個積極的人生
[00:14:19.700 --> 00:14:21.700]  為什麼呢
[00:14:21.700 --> 00:14:23.700]  受煩
[00:14:23.700 --> 00:14:25.700]  和肉體的邪惡
[00:14:25.700 --> 00:14:27.700]  對內在
[00:14:27.700 --> 00:14:29.700]  對我們心靈
[00:14:29.700 --> 00:14:31.700]  對我們外在都是不健康的
[00:14:31.700 --> 00:14:33.700]  所以你不會快樂
[00:14:33.700 --> 00:14:35.700]  受煩是指我們粉身疾足
[00:14:35.700 --> 00:14:37.700]  有令人激氣
[00:14:37.700 --> 00:14:39.700]  憂傷
[00:14:39.700 --> 00:14:41.700]  急躁的事
[00:14:41.700 --> 00:14:43.700]  年輕人特別多
[00:14:43.700 --> 00:14:45.700]  當然年紀大的也有
[00:14:45.700 --> 00:14:47.700]  年輕人
[00:14:47.700 --> 00:14:49.700]  不知為什麼放學回家
[00:14:49.700 --> 00:14:51.700]  生氣的樣子
[00:14:51.700 --> 00:14:53.700]  你問他一句「喝不喝湯呀」
[00:14:53.700 --> 00:14:55.700]  「不喝呀」
[00:14:55.700 --> 00:14:57.700]  「吃不吃飯呀」
[00:14:57.700 --> 00:14:59.700]  「都說不吃啦」
[00:14:59.700 --> 00:15:01.700]  其實可能你問他一次
[00:15:01.700 --> 00:15:03.700]  那些煩的就會從裡面出來
[00:15:03.700 --> 00:15:05.700]  我昨天和今早在小熟
[00:15:05.700 --> 00:15:07.700]  我都是說這篇
[00:15:07.700 --> 00:15:09.700]  他說「不是呀,很多時父母都是這樣」
[00:15:09.700 --> 00:15:11.700]  「我問他一個問題」
[00:15:11.700 --> 00:15:13.700]  「好像想殺了我」
[00:15:13.700 --> 00:15:15.700]  其實我都沒有得罪他
[00:15:15.700 --> 00:15:17.700]  所以原來我們心中有受煩
[00:15:17.700 --> 00:15:19.700]  不只是年輕人的特質
[00:15:19.700 --> 00:15:21.700]  我們成年人也很多
[00:15:21.700 --> 00:15:23.700]  粉身疾足
[00:15:23.700 --> 00:15:25.700]  有什麼悲憤呢
[00:15:25.700 --> 00:15:27.700]  年輕人和成年人也很多
[00:15:27.700 --> 00:15:29.700]  可能我們覺得身不逢時
[00:15:29.700 --> 00:15:31.700]  現在考中六那些
[00:15:31.700 --> 00:15:33.700]  白老鼠
[00:15:33.700 --> 00:15:35.700]  父母很喜歡在農年的時候生孩子
[00:15:35.700 --> 00:15:37.700]  但農年已經是最競爭強的
[00:15:37.700 --> 00:15:39.700]  為什麼要生學校呢
[00:15:39.700 --> 00:15:43.700]  「制度不好」
[00:15:43.700 --> 00:15:45.700]  「社會環境不好」
[00:15:45.700 --> 00:15:47.700]  「學校不好」
[00:15:47.700 --> 00:15:49.700]  「老師不好」
