
[00:00:00.000 --> 00:00:04.760]  我今天講到的題目是「更上一層樓」
[00:05:46.560 --> 00:05:49.840]  但這個是帶有權威性的命令
[00:05:49.840 --> 00:05:53.280]  如果上帝真的好像第一章到第十一章
[00:05:53.280 --> 00:05:56.480]  他的無條件百分之一百
[00:05:56.480 --> 00:06:01.160]  毀身拯救幫助你們羅馬的信徒
[00:06:01.160 --> 00:06:03.400]  你的回應就是百分之一百
[00:06:03.400 --> 00:06:05.760]  毀身跟從上帝
[00:06:05.760 --> 00:06:10.200]  所以因為上帝所以人要這樣回應
[00:06:10.200 --> 00:06:15.000]  是超越勸你慢慢來
[00:06:15.000 --> 00:06:17.480]  上帝大概八折可以嗎?
[00:06:17.480 --> 00:06:18.400]  大概六折
[00:06:18.400 --> 00:06:19.280]  便宜一點
[00:06:19.280 --> 00:06:19.960]  跟隨你一點
[00:06:19.960 --> 00:06:20.840]  我也不是不跟隨你的
[00:06:20.840 --> 00:06:22.480]  不過跟隨一點可以嗎?
[00:06:22.480 --> 00:06:24.200]  回望一下可以嗎?
[00:06:24.200 --> 00:06:26.080]  如果在這段經文上帝說
[00:06:26.080 --> 00:06:30.000]  「受聲了,不行了,不用再問了」
[00:06:30.000 --> 00:06:31.720]  百分之一百
[00:06:31.720 --> 00:06:32.840]  望著神
[00:06:32.840 --> 00:06:34.520]  有百分之一百回應
[00:06:34.520 --> 00:06:38.680]  我重申因為你百分之一百投入毀身
[00:06:38.680 --> 00:06:42.440]  所以我望著這件事
[00:06:42.440 --> 00:06:45.440]  我回應百分之一百的毀身
[00:06:45.440 --> 00:06:47.920]  今天我們人一定有些動力
[00:06:47.920 --> 00:06:49.240]  有些能量
[00:06:49.240 --> 00:06:50.280]  有些資源
[00:06:50.280 --> 00:06:51.240]  有些能力
[00:06:51.240 --> 00:06:52.760]  有些力量
[00:06:52.760 --> 00:06:53.960]  去做一些事情
[00:06:53.960 --> 00:06:55.840]  那些事情所做的一切
[00:06:55.840 --> 00:06:59.000]  是在社會裡面的動作所做的一切
[00:06:59.000 --> 00:06:59.960]  家庭裡面
[00:06:59.960 --> 00:07:04.080]  或者同時在教會裡面所做的事情
[00:07:04.080 --> 00:07:05.280]  那些推動力
[00:07:05.280 --> 00:07:06.840]  是否由於上帝愛愛
[00:07:06.840 --> 00:07:09.920]  我回應上帝而做的呢?
[00:07:09.920 --> 00:07:11.000]  如果不是
[00:07:11.000 --> 00:07:12.160]  稍一不是
[00:07:12.160 --> 00:07:13.320]  不覺意
[00:07:13.320 --> 00:07:14.800]  不是的呢?
[00:07:14.800 --> 00:07:16.800]  那一定不是出自神的心意
[00:07:16.800 --> 00:07:19.400]  上帝一定不喜歡的
[00:07:19.400 --> 00:07:20.320]  如果你說
[00:07:20.320 --> 00:07:22.800]  我做了這些事情
[00:07:22.800 --> 00:07:24.360]  我也有幫助到別人
[00:07:24.360 --> 00:07:26.120]  究竟那件事
[00:07:26.120 --> 00:07:27.800]  是為榮耀你的名
[00:07:27.800 --> 00:07:30.240]  你的面子的緣故
[00:07:30.240 --> 00:07:31.280]  出你的名
[00:07:31.280 --> 00:07:32.560]  還是別人給你壓力
[00:07:32.560 --> 00:07:34.080]  人人都這樣做
[00:07:34.080 --> 00:07:35.680]  我不做好像不太好
[00:07:35.680 --> 00:07:38.080]  裝模作樣再做出來
[00:07:38.080 --> 00:07:40.080]  《新約》《使徒行轉》
[00:07:40.080 --> 00:07:41.480]  有一對夫婦
[00:07:41.480 --> 00:07:43.560]  就是當時環境壓力要面子
[00:07:43.560 --> 00:07:46.320]  很多人都變了財物
[00:07:46.320 --> 00:07:47.840]  來幫助周濟窮人
[00:07:47.840 --> 00:07:49.440]  然後一起的信徒生活
[00:07:49.440 --> 00:07:50.560]  她看到之後
[00:07:50.560 --> 00:07:51.320]  如果我不做
[00:07:51.320 --> 00:07:53.000]  不就樣子很壞嗎?
[00:07:53.000 --> 00:07:55.240]  這個是我的解釋
[00:07:55.240 --> 00:07:56.280]  然後她就說
[00:07:56.280 --> 00:07:57.200]  裝模作樣
[00:07:57.200 --> 00:07:59.320]  我賣光了房產的《使徒》
[00:07:59.320 --> 00:08:00.480]  這些都是我所有的
[00:08:00.480 --> 00:08:01.160]  我奉獻了
[00:08:01.160 --> 00:08:02.480]  賣出很大的面子
[00:08:02.480 --> 00:08:04.320]  很風光
[00:08:04.320 --> 00:08:05.320]  但是她想欺騙《使徒》
[00:08:05.320 --> 00:08:05.920]  《使徒》又不是
[00:08:05.920 --> 00:08:06.880]  被聖靈感動之後
[00:08:06.880 --> 00:08:08.000]  一看
[00:08:08.000 --> 00:08:08.600]  導破
[00:08:08.600 --> 00:08:09.520]  這些不是你全部
[00:08:09.520 --> 00:08:10.560]  為什麼你要欺騙別人呢?
[00:08:10.560 --> 00:08:11.160]  不是欺騙別人
[00:08:11.160 --> 00:08:12.000]  是欺騙上帝
[00:08:12.000 --> 00:08:13.440]  欺騙聖靈
[00:08:13.440 --> 00:08:14.840]  接著上帝的懲罰就臨到
[00:08:14.840 --> 00:08:16.480]  馬上臨到
[00:08:16.480 --> 00:08:18.160]  這對夫婦姓什麼的?
[00:08:18.160 --> 00:08:20.720]  她老公姓什麼?
[00:08:20.720 --> 00:08:22.240]  啊?
[00:08:22.240 --> 00:08:24.920]  你們家母上諸一赫嗎?
[00:08:24.920 --> 00:08:27.920]  姓阿萊利
[00:08:27.920 --> 00:08:28.800]  什麼?
[00:08:28.800 --> 00:08:29.760]  阿萊利嗎?
[00:08:29.760 --> 00:08:30.720]  跟她妻子
[00:08:30.720 --> 00:08:32.760]  這樣的事情
[00:08:32.760 --> 00:08:36.360]  你說她都奉獻了一截
[00:08:36.360 --> 00:08:38.360]  她也是做了一些事情
[00:08:38.360 --> 00:08:39.400]  她的動力是什麼?
[00:08:39.400 --> 00:08:40.760]  面子
[00:08:40.760 --> 00:08:42.800]  別人的壓力或者面子
[00:08:42.800 --> 00:08:44.320]  自己
[00:08:44.320 --> 00:08:45.320]  自己事主
[00:08:45.320 --> 00:08:46.240]  不是耶穌事主
[00:08:46.240 --> 00:08:48.960]  我都做了
[00:08:48.960 --> 00:08:50.160]  那時候上帝說不行的
[00:08:50.160 --> 00:08:51.680]  你不要以為你做了一些事情
[00:08:51.680 --> 00:08:53.920]  無論你那筆錢有多大
[00:08:53.920 --> 00:08:55.720]  上帝說
[00:08:55.720 --> 00:08:57.960]  我要你的幫助嗎?
[00:08:57.960 --> 00:08:59.440]  我們不要將這個民間信仰
[00:08:59.440 --> 00:09:02.440]  混在我們基督教信耶穌信仰裡面
[00:09:02.440 --> 00:09:04.080]  我不燒香餓死你
[00:09:04.080 --> 00:09:05.960]  我就餓死你
[00:09:05.960 --> 00:09:07.400]  我不燒金銀衣紙餓死你
[00:09:07.400 --> 00:09:08.240]  做遊行野鬼
[00:09:08.240 --> 00:09:10.080]  你死了
[00:09:10.080 --> 00:09:11.160]  哇
[00:09:11.160 --> 00:09:12.080]  要人做一些事情
[00:09:12.080 --> 00:09:13.600]  上帝說我的事情要你做
[00:09:13.600 --> 00:09:17.720]  整個山頭的牛羊都是我的
[00:09:17.720 --> 00:09:19.880]  要你獻祭
[00:09:19.880 --> 00:09:21.600]  整個宇宙都是我的
[00:09:21.600 --> 00:09:25.000]  要你去傳道
[00:09:25.000 --> 00:09:26.680]  我要你生活有見證
[00:09:26.680 --> 00:09:28.480]  是需要你靠你
[00:09:28.480 --> 00:09:30.200]  不靠你我餓死了
[00:09:30.200 --> 00:09:31.400]  不是上帝說
[00:09:31.400 --> 00:09:32.520]  我根本就不需要你
[00:09:32.520 --> 00:09:36.000]  是需要你回應愛上帝
[00:09:36.000 --> 00:09:37.080]  不是你有多少
[00:09:37.080 --> 00:09:39.080]  你有多少都是我給你的
[00:09:39.080 --> 00:09:41.120]  所以這裡說到動機
[00:09:41.120 --> 00:09:44.000]  今天我們生活
[00:09:44.000 --> 00:09:45.960]  學習
[00:09:45.960 --> 00:09:47.840]  在社會裡面有投入
[00:09:47.840 --> 00:09:49.120]  有建樹
[00:09:49.120 --> 00:09:51.480]  在教會裡面有幫助人
[00:09:51.480 --> 00:09:52.600]  有建立別人
[00:09:52.600 --> 00:09:53.800]  所做所不做
[00:09:53.800 --> 00:09:54.760]  所有的事情
[00:09:54.760 --> 00:09:58.760]  這個動力
[00:09:58.760 --> 00:09:59.880]  是否由於上帝
[00:09:59.880 --> 00:10:03.000]  你真的好
[00:10:03.000 --> 00:10:04.560]  沒有人是完全的
[00:10:04.560 --> 00:10:05.680]  不過如果我們說
[00:10:05.680 --> 00:10:07.840]  聽見上帝這個呼喚
[00:10:07.840 --> 00:10:09.560]  聖靈對我們說話的話
[00:10:09.560 --> 00:10:11.800]  應該馬上禱告上帝幫我
[00:10:11.800 --> 00:10:12.880]  你檢討一下我
[00:10:12.880 --> 00:10:14.280]  幫我
[00:10:14.280 --> 00:10:17.080]  照亮我的人生
[00:10:17.080 --> 00:10:17.960]  我需要你的拯救
[00:10:17.960 --> 00:10:19.040]  你拯救的時候
[00:10:19.040 --> 00:10:20.600]  已經知道我不行了
[00:10:20.600 --> 00:10:21.960]  現在我只是在學習
[00:10:21.960 --> 00:10:23.440]  我還有其他進步的地方
[00:10:23.440 --> 00:10:25.760]  你告訴我應該進步哪些地方
[00:10:25.760 --> 00:10:28.400]  哪些動機
[00:10:28.400 --> 00:10:30.640]  不是很潔淨
[00:10:30.640 --> 00:10:32.400]  好像你說的那麼清心
[00:10:32.400 --> 00:10:34.840]  是為你的緣故呢
[00:10:34.840 --> 00:10:36.040]  上帝你幫幫我
[00:10:36.040 --> 00:10:40.440]  我願意學習
[00:10:40.440 --> 00:10:43.400]  究竟我們怎樣去學習呢
[00:10:43.400 --> 00:10:45.280]  其中一樣東西我提議
[00:10:45.280 --> 00:10:47.760]  就是有時間安靜一下
[00:10:47.760 --> 00:10:49.640]  在我們繁忙的生活裡面
[00:10:49.640 --> 00:10:53.560]  找一段安靜的時候是困難的
[00:10:53.560 --> 00:10:57.160]  所以是一個刻意紀律
[00:10:57.160 --> 00:10:59.520]  在壞習慣
[00:10:59.520 --> 00:11:01.360]  沒有安靜想一想
[00:11:01.360 --> 00:11:03.440]  反思自己
[00:11:03.440 --> 00:11:05.360]  狠批自己
[00:11:05.360 --> 00:11:08.800]  用真理狠批自己的習慣的時候
[00:11:08.800 --> 00:11:09.960]  是需要建立的
[00:11:09.960 --> 00:11:11.680]  建立一個好的習慣
[00:11:11.680 --> 00:11:14.560]  是需要不斷去做的
[00:11:14.560 --> 00:11:15.960]  那麼究竟實際是怎樣呢
[00:11:15.960 --> 00:11:18.280]  如果一個星期找一次十五分鐘
[00:11:18.280 --> 00:11:21.720]  去安靜定時定規定格這樣做
[00:11:21.720 --> 00:11:24.280]  似乎是少一點
[00:11:24.280 --> 00:11:26.160]  我提議大家考慮
[00:11:26.160 --> 00:11:27.440]  如果你沒有這樣的習慣
[00:11:27.440 --> 00:11:28.640]  要建立一個習慣
[00:11:28.640 --> 00:11:31.160]  一個星期
[00:11:31.160 --> 00:11:33.520]  每一天有十五分鐘
[00:11:33.520 --> 00:11:35.160]  一個星期有五天
[00:11:35.160 --> 00:11:37.040]  兩天休息
[00:11:37.040 --> 00:11:38.920]  這個牧師是不是很好
[00:11:38.920 --> 00:11:41.400]  打個七折給你
[00:11:41.400 --> 00:11:43.280]  已經不錯了
[00:11:43.280 --> 00:11:47.120]  你下次記得叫他回來港島
[00:11:47.120 --> 00:11:49.880]  一個星期開始找五天
[00:11:49.880 --> 00:11:51.400]  每天有十五分鐘
[00:11:51.400 --> 00:11:52.760]  安靜一下
[00:11:52.760 --> 00:11:54.800]  神你是真的挺好的
[00:11:54.800 --> 00:11:56.240]  我感謝你
[00:11:56.240 --> 00:11:57.760]  你幫我想想
[00:11:57.760 --> 00:12:00.440]  這個我要回應你的恩典
[00:12:00.440 --> 00:12:03.400]  我想動機所做的一切
[00:12:03.400 --> 00:12:06.240]  社會或教會之內
[00:12:06.240 --> 00:12:09.600]  是回應你的愛
[00:12:09.600 --> 00:12:10.720]  所有的動力
[00:12:10.720 --> 00:12:13.120]  如果那個動力不是出自神
[00:12:13.120 --> 00:12:15.480]  一定是神所不起悅的
[00:12:15.480 --> 00:12:16.360]  你想想
[00:12:16.360 --> 00:12:18.200]  我們一定擁有一些能力
[00:12:18.200 --> 00:12:20.080]  如果那些能力的運用
[00:12:20.080 --> 00:12:22.120]  不是因為為了上帝
[00:12:22.120 --> 00:12:23.880]  一定是為了別的事
[00:12:23.880 --> 00:12:26.600]  那件事一定是不對的
[00:12:26.600 --> 00:12:28.160]  這裡就是叫
[00:12:28.160 --> 00:12:29.120]  說當時收信的人
[00:12:29.120 --> 00:12:30.720]  相信了耶穌
[00:12:30.720 --> 00:12:33.200]  但是聖靈感動
[00:12:33.200 --> 00:12:36.720]  使徒保羅提醒信徒
[00:12:36.720 --> 00:12:39.880]  重新常常望向上帝
[00:12:39.880 --> 00:12:42.920]  成為我們的推動力
[00:12:42.920 --> 00:12:47.040]  驅動力和鼓勵去繼續我們人生
[00:12:47.040 --> 00:12:48.080]  下一張有張影片
[00:12:48.080 --> 00:12:51.240]  我很開心收到在Facebook
[00:12:51.240 --> 00:12:54.120]  有沒有見過?
[00:12:54.120 --> 00:12:55.640]  有沒有見過?
[00:12:55.640 --> 00:12:56.320]  沒有吧?
[00:12:56.320 --> 00:12:57.600]  不要緊吧
[00:12:57.600 --> 00:13:00.320]  這個就說到這個踩單車的人
[00:13:00.320 --> 00:13:01.240]  他已經很努力
[00:13:01.240 --> 00:13:03.600]  你看他的單車已經側側的
[00:13:03.600 --> 00:13:04.600]  當然是左右左右
[00:13:04.600 --> 00:13:05.600]  踩得很辛苦
[00:13:05.600 --> 00:13:07.480]  然後還是上車的
[00:13:07.480 --> 00:13:08.720]  但是他很有動力
[00:13:08.720 --> 00:13:09.880]  他不疲倦地
[00:13:09.880 --> 00:13:11.480]  他疲倦都不要疲倦
[00:13:11.480 --> 00:13:12.560]  都要繼續努力
[00:13:12.560 --> 00:13:13.360]  向前走
[00:13:13.360 --> 00:13:14.560]  因為他有動力
[00:13:14.560 --> 00:13:15.320]  有動機
[00:13:15.320 --> 00:13:16.280]  有motivation
[00:13:16.280 --> 00:13:20.840]  什麼使得他有動力?
[00:13:20.840 --> 00:13:22.240]  後面是
[00:13:22.240 --> 00:13:22.960]  如果他說
[00:13:22.960 --> 00:13:25.160]  要麼你變成午餐
[00:13:25.160 --> 00:13:27.800]  要麼你就踩快一點
[00:13:27.800 --> 00:13:30.600]  他有動力
[00:13:30.600 --> 00:13:31.480]  但是這幅圖
[00:13:31.480 --> 00:13:33.560]  你不要誤會
[00:13:33.560 --> 00:13:34.480]  那個踩單車
[00:13:34.480 --> 00:13:35.840]  不是唯一有動力
[00:13:35.840 --> 00:13:37.160]  有動機的人
[00:13:37.160 --> 00:13:40.960]  還有一件事很有動力的
[00:13:40.960 --> 00:13:42.480]  那是什麼?
[00:13:42.480 --> 00:13:44.160]  後面那隻熊
[00:13:44.160 --> 00:13:46.040]  他的動力在哪裡?
[00:13:46.040 --> 00:13:48.120]  他看見午餐
[00:13:48.120 --> 00:13:49.040]  哇
[00:13:49.040 --> 00:13:50.120]  好東西好吃
[00:13:50.120 --> 00:13:52.280]  我跑快一點就可以了
[00:13:52.280 --> 00:13:56.480]  一定有些動力漸變
[00:13:56.480 --> 00:13:59.640]  今天我們生活
[00:13:59.640 --> 00:14:02.840]  教會以外在社會當中
[00:14:02.840 --> 00:14:06.920]  教會之內所謂的服侍活動
[00:14:06.920 --> 00:14:10.400]  什麼是我們的動力?
[00:14:10.400 --> 00:14:13.240]  不是我們個人的彰顯
[00:14:13.240 --> 00:14:15.000]  我們是榮耀上帝
[00:14:15.000 --> 00:14:16.480]  做上帝的事幹
[00:14:16.480 --> 00:14:18.000]  如果很有動力
[00:14:18.000 --> 00:14:19.080]  接著的聖經
[00:14:19.080 --> 00:14:20.920]  還有很清楚的內容
[00:14:20.920 --> 00:14:22.880]  這個就叫做動力
[00:14:22.880 --> 00:14:24.160]  一心一意
[00:14:24.160 --> 00:14:25.320]  侍奉上帝
[00:14:25.320 --> 00:14:27.040]  是比較斯文的侍奉上帝
[00:14:27.040 --> 00:14:29.920]  因為大家是斯文的乖的教會
[00:14:29.920 --> 00:14:31.320]  如果不乖的教會
[00:14:31.320 --> 00:14:32.600]  就是對象不乖
[00:14:32.600 --> 00:14:34.720]  就說服侍
[00:14:34.720 --> 00:14:38.280]  做老闆喜歡做的事
[00:14:38.280 --> 00:14:41.040]  是啊,就是做老闆喜歡做的事
[00:14:41.040 --> 00:14:42.760]  你想想好像一個侍應生
[00:14:42.760 --> 00:14:44.360]  見到一個顧客說
[00:14:44.360 --> 00:14:46.840]  老闆,喝什麼?
[00:14:46.840 --> 00:14:48.560]  茶或咖啡?
[00:14:48.560 --> 00:14:50.360]  冷還是熱?
[00:14:50.360 --> 00:14:52.400]  少甜還是多甜?
[00:14:52.400 --> 00:14:53.920]  要不要奶?
[00:14:53.920 --> 00:14:56.040]  你說你喜歡怎樣就怎樣
[00:14:56.040 --> 00:14:58.320]  你來這裡做顧客
[00:14:58.320 --> 00:15:00.640]  我是服侍你的
[00:15:00.640 --> 00:15:02.320]  上帝你是主人
[00:15:02.320 --> 00:15:06.520]  你又不惜一切來拯救我和人類
[00:15:06.520 --> 00:15:08.320]  你對我這麼好
[00:15:08.320 --> 00:15:09.560]  又這麼有能力
[00:15:09.560 --> 00:15:12.640]  你一定會指出一條光明的道路給我走
[00:15:12.640 --> 00:15:14.120]  你說怎樣就怎樣
[00:15:14.120 --> 00:15:16.520]  這個就是服侍
[00:15:16.520 --> 00:15:16.960]  聖德說
[00:15:16.960 --> 00:15:20.840]  將全心全意推動我們是神的愛
[00:15:20.840 --> 00:15:23.440]  去做一些過活我們的人生
[00:15:23.440 --> 00:15:24.320]  過活人生
[00:15:24.320 --> 00:15:27.520]  叫做侍奉上帝的人生
[00:15:27.520 --> 00:15:30.480]  在這段經文裡面說
[00:15:30.480 --> 00:15:32.200]  將身體獻上
[00:15:32.200 --> 00:15:34.760]  當作活祭
[00:15:34.760 --> 00:15:36.880]  是舊約的比喻詞
[00:15:36.880 --> 00:15:41.200]  祭物是將好的生畜
[00:15:41.200 --> 00:15:43.160]  好的農作物
[00:15:43.160 --> 00:15:45.040]  放在祭壇上
[00:15:45.040 --> 00:15:46.000]  給上帝
[00:15:46.000 --> 00:15:50.200]  完全給了上帝
[00:15:50.200 --> 00:15:51.400]  今天我們的生活
[00:15:51.400 --> 00:15:52.400]  就是我們的身體
[00:15:52.400 --> 00:15:53.280]  只有一個軀殼
[00:15:53.280 --> 00:15:54.440]  只有你的身體
[00:15:54.440 --> 00:15:56.040]  怎樣榮耀神
[00:15:56.040 --> 00:15:57.200]  讚美神
[00:15:57.200 --> 00:15:57.800]  幫助人
[00:15:57.800 --> 00:15:59.440]  全部都是出自你的身體
[00:15:59.440 --> 00:16:00.960]  這個身體
[00:16:00.960 --> 00:16:02.040]  你只有一句
[00:16:02.040 --> 00:16:04.560]  全部當祭物燒在壇上
[00:16:04.560 --> 00:16:05.800]  不過幸好不是真的燒
[00:16:05.800 --> 00:16:07.000]  只是比喻
[00:16:07.000 --> 00:16:08.120]  但是比喻就是
[00:16:08.120 --> 00:16:10.880]  所有的是屬於上帝
[00:16:10.880 --> 00:16:12.680]  祭物是死的
[00:16:12.680 --> 00:16:13.920]  活的一定不是祭物
[00:16:13.920 --> 00:16:14.600]  但是這裡說
