
[00:00:00.000 --> 00:00:12.220]  教宗早幾星期前,成為六百年來第一個在任期間辭職的教宗。
[00:06:41.100 --> 00:06:46.020]  反而就是有種服侍男負責人的作用而已。
[00:06:46.020 --> 00:06:47.980]  他是用這樣子的一個方法,
[00:06:47.980 --> 00:06:50.100]  接著再吸引更多的一些女性,
[00:06:50.100 --> 00:06:54.500]  請這些女性去散佈這些末日說的謠言,
[00:06:54.500 --> 00:06:58.180]  進而向老人小孩下手。
[00:06:58.180 --> 00:07:02.180]  好,當我們看過這一段影片的時間,
[00:07:02.180 --> 00:07:07.940]  我們看到在中國大陸本身最近已經上千個人被抓了,
[00:07:07.940 --> 00:07:10.820]  全能神教會也都叫做東方閃電,
[00:07:10.820 --> 00:07:13.540]  他們非常清楚的查了,
[00:07:13.540 --> 00:07:18.860]  其實來來去去是一個教物理的老師,
[00:07:18.860 --> 00:07:20.300]  是一個先生,
[00:07:20.300 --> 00:07:23.780]  曾經加入過呼喊派,
[00:07:23.780 --> 00:07:27.620]  然後接著呢,後來就自創他自己一套的理論,
[00:07:27.620 --> 00:07:29.900]  開始寫這個書,
[00:07:29.900 --> 00:07:34.460]  他的目的是要塑造他自己去成為一個宗教的教主,
[00:07:34.460 --> 00:07:37.300]  但是他自己塑造他自己成為宗教教主呢,
[00:07:37.300 --> 00:07:39.220]  他明知道一定有問題,
[00:07:39.220 --> 00:07:41.380]  因為這樣一個緣故,在他塑造的裏面,
[00:07:41.380 --> 00:07:45.940]  他就用了他的情婦來做女基督,
[00:07:45.940 --> 00:07:50.740]  而這個情婦呢,是一個精神有問題的人,
[00:07:50.740 --> 00:07:55.980]  高考都不合格,患了精神病,
[00:07:55.980 --> 00:08:00.740]  但是他就是用了她來塑造這個女基督,
[00:08:00.740 --> 00:08:03.860]  但實際上她的身份一直都沒有暴露的,
[00:08:03.860 --> 00:08:07.300]  直到後來被人一直追追追追追的時間,
[00:08:07.300 --> 00:08:11.900]  然後開始逐步去揭露了這些東西出來,
[00:08:11.900 --> 00:08:15.820]  而他們兩個已經是逃了去美國,
[00:08:15.820 --> 00:08:19.420]  就在美國的那個地方,紐約的地方,
[00:08:19.420 --> 00:08:22.820]  成為他們的總部,繼續不斷寫書,
[00:08:22.820 --> 00:08:25.140]  然後來到中國,來到各地,
[00:08:25.140 --> 00:08:29.620]  去叫這些人去傳揚他們的所謂信仰,
[00:08:29.620 --> 00:08:30.900]  我們看一看,
[00:08:30.900 --> 00:08:36.380]  末世論到底和異端有什麼關係呢?
[00:08:36.380 --> 00:08:39.500]  留意看到各個不同的異端,
[00:08:39.500 --> 00:08:43.460]  這些異端包括統一教,
[00:08:43.460 --> 00:08:46.340]  這個是韓國出來的異端,
[00:08:46.340 --> 00:08:49.860]  包括到攝理教,韓國出來的異端,
[00:08:49.860 --> 00:08:55.420]  也包括到很多不同的中國,美國出來的異端,
[00:08:55.420 --> 00:08:59.260]  好像大衛支派的大衛摩西,
[00:08:59.260 --> 00:09:03.580]  大衛哥勒斯,摩門教的史密約瑟,
[00:09:03.580 --> 00:09:07.140]  爺政的Charles Russell等等,
[00:09:07.140 --> 00:09:09.140]  這一大堆的異端,
[00:09:09.140 --> 00:09:11.580]  當你詳細去理解的時候,
[00:09:11.580 --> 00:09:18.220]  你發覺到這些異端全部都和末世論有關,
[00:09:18.220 --> 00:09:22.460]  而且在末世論裏面是有偏差的,
[00:09:22.460 --> 00:09:30.180]  現在我就很想逐一逐一來跟大家分析這些異端,
[00:09:30.180 --> 00:09:35.260]  首先給我們看看聖經裏面給我們的警告,
[00:09:35.260 --> 00:09:40.740]  馬太福音24章第5節,我們一起去讀一讀經文,
[00:09:40.740 --> 00:09:42.540]  第一段的經文,
[00:09:42.540 --> 00:09:45.140]  馬太福音的24章第5節,
[00:09:45.140 --> 00:09:49.420]  找到的時候我們一起讀5、11和24節,一起來,
[00:09:49.420 --> 00:09:53.540]  因為將來有好些人冒我的名來說,
[00:09:53.540 --> 00:09:57.020]  我是基督,並且要迷惑許多人,
[00:09:57.020 --> 00:10:00.540]  而且有好些假先知起來,
[00:10:00.540 --> 00:10:04.100]  因為假基督、假先知將要起來,
[00:10:04.100 --> 00:10:06.820]  顯大神蹟、大奇事,
[00:10:06.820 --> 00:10:10.580]  倘若能行,連選民也就迷惑了,
[00:10:10.580 --> 00:10:12.380]  連續三節的聖經,
[00:10:12.380 --> 00:10:14.020]  耶穌基督臨升天前,
[00:10:14.020 --> 00:10:16.940]  這個警告提醒我們,
[00:10:16.940 --> 00:10:20.860]  就是當主再來的日子臨近,
[00:10:20.860 --> 00:10:24.380]  或者世界末日臨近之前,
[00:10:24.380 --> 00:10:28.780]  其中一個第一個的預兆,就是宗教上的預兆,
[00:10:28.780 --> 00:10:32.260]  宗教上的預兆,他一早講得清清楚楚,
[00:10:32.260 --> 00:10:34.900]  是會有人冒他的名來說,
[00:10:34.900 --> 00:10:37.420]  他是基督,
[00:10:37.420 --> 00:10:40.220]  然後他冒了耶穌的名來說,
[00:10:40.220 --> 00:10:41.540]  他是基督之後,
[00:10:41.540 --> 00:10:44.940]  還要迷惑許多人,
[00:10:44.940 --> 00:10:48.900]  第二,不單止有很多假基督會出來,
[00:10:48.900 --> 00:10:51.940]  能夠迷惑許多人,
[00:10:51.940 --> 00:10:56.940]  第二部分,也有很多的假先知會起來,
[00:10:56.940 --> 00:11:01.380]  又同樣他們能夠迷惑多人,
[00:11:01.380 --> 00:11:03.700]  然後就是第三方面,
[00:11:03.700 --> 00:11:06.860]  假基督、假先知他們起來的時候,
[00:11:06.860 --> 00:11:09.660]  會顯大神蹟、大奇事,
[00:11:09.660 --> 00:11:11.140]  倘若能行的時候,
[00:11:11.140 --> 00:11:15.140]  連選民都會被迷惑的,
[00:11:15.140 --> 00:11:17.340]  我們面對這些,
[00:11:17.340 --> 00:11:19.460]  耶穌提醒我們,
[00:11:19.460 --> 00:11:22.980]  到底各個的分辨在哪裏呢?
[00:11:22.980 --> 00:11:25.940]  三十六節,我請大家一起來讀,
[00:11:25.940 --> 00:11:27.940]  三十六節一起來,
[00:11:27.940 --> 00:11:39.740]  耶穌提醒我們,
[00:11:39.740 --> 00:11:41.140]  至於主再來的日子,
[00:11:41.140 --> 00:11:43.140]  那個時辰是沒有人知,
[00:11:43.140 --> 00:11:44.820]  連天上的使者都不知道,
[00:11:44.820 --> 00:11:48.340]  人子也不知,唯獨父知道,
[00:11:48.340 --> 00:11:50.900]  耶穌留下了一個這樣的伏線,
[00:11:50.900 --> 00:11:54.140]  留下了一個這麼明顯的教導給我們之後,
[00:11:54.140 --> 00:11:58.140]  然後就透過這樣給我們任何的信徒,
[00:11:58.140 --> 00:12:00.820]  你只要對聖經熟悉一點,
[00:12:00.820 --> 00:12:02.100]  你就會明白,
[00:12:02.100 --> 00:12:06.420]  任何一個人稱自己是基督,
[00:12:06.420 --> 00:12:09.620]  稱自己是末世最大的先知,
[00:12:09.620 --> 00:12:13.820]  你一定要提醒精神,
[00:12:13.820 --> 00:12:19.180]  因為一般的先知,基督不是自己稱自己的,
[00:12:19.180 --> 00:12:21.460]  如果我們在這方面不提醒精神的時候,
[00:12:21.460 --> 00:12:25.020]  我們隨時會進入迷惑的當中,
[00:12:25.020 --> 00:12:29.980]  而稱這些一定是假基督、假先知,
[00:12:29.980 --> 00:12:33.580]  我們看看二端說基督已經來到,
[00:12:33.580 --> 00:12:36.100]  而他們的教主就是基督,
[00:12:36.100 --> 00:12:40.180]  他們的教主就是最偉大的先知,
[00:12:40.180 --> 00:12:43.820]  這些假基督包括文鮮明和一教,
[00:12:43.820 --> 00:12:46.260]  我們怎知道他是假的呢?
[00:12:46.260 --> 00:12:48.420]  因為很簡單,
[00:12:48.420 --> 00:12:51.140]  聖經裡面說到沒有人知道基督何時回來,
[00:12:51.140 --> 00:12:52.860]  有甚麼理由靜悄悄地來到,
[00:12:52.860 --> 00:12:54.860]  來到之後,到結婚的時候,
[00:12:54.860 --> 00:12:56.380]  他說他就是基督了,
[00:12:56.380 --> 00:12:59.180]  怎麼可能呢?
[00:12:59.180 --> 00:13:02.020]  耶穌說我怎樣去,我就要怎樣來,
[00:13:02.020 --> 00:13:04.860]  不會說突然間到結婚的時候,
[00:13:04.860 --> 00:13:06.780]  就說他就是基督了,
[00:13:06.780 --> 00:13:10.420]  而另一方面,他說三位一體從頭到尾都未成就,
[00:13:10.420 --> 00:13:13.060]  直到文鮮明結婚的時候,
[00:13:13.060 --> 00:13:19.460]  文鮮明的太太加上上帝就組成了三位一體,
[00:13:19.460 --> 00:13:21.180]  那為甚麼耶穌都未成就呢?
[00:13:21.180 --> 00:13:23.380]  因為耶穌未結婚,
[00:13:23.380 --> 00:13:24.940]  本來耶穌結婚,
[00:13:24.940 --> 00:13:29.100]  就是耶穌、阿耶太加上神,
[00:13:29.100 --> 00:13:30.940]  就是三位一體的,
[00:13:30.940 --> 00:13:34.420]  但是可惜耶穌未結婚就死了,
[00:13:34.420 --> 00:13:38.460]  所以就未成就,
[00:13:38.460 --> 00:13:41.300]  很可惜,文鮮明又不爭氣,
[00:13:41.300 --> 00:13:44.340]  第一不爭氣,他不止一個太太,
[00:13:44.340 --> 00:13:46.580]  是N個,
[00:13:46.580 --> 00:13:52.660]  到底哪個才是三位一體的那個位呢?
[00:13:52.660 --> 00:13:54.460]  變來變去的嗎?
[00:13:54.460 --> 00:13:58.060]  第二不爭氣的,他都死了,
[00:13:58.060 --> 00:13:59.740]  所以這個是不爭氣的,
[00:13:59.740 --> 00:14:02.900]  另外還有一個David Moses,大衛摩西,
[00:14:02.900 --> 00:14:04.300]  又是死了,
[00:14:04.300 --> 00:14:06.460]  曾經有一段時間來到香港的時候,
[00:14:06.460 --> 00:14:08.340]  影響很多的中學,
[00:14:08.340 --> 00:14:10.540]  一些的中學生,特別是女生,
[00:14:10.540 --> 00:14:13.540]  瘋狂歸入了他們的裏面,
[00:14:13.540 --> 00:14:16.740]  然後用性來做傳教,
[00:14:16.740 --> 00:14:21.340]  是和人上床來傳教,
[00:14:21.340 --> 00:14:23.900]  記得那個時間,
[00:14:23.900 --> 00:14:27.700]  香港電台都曾經製作過一套影片,
[00:14:27.700 --> 00:14:31.100]  叫做《誰來愛我們》,
[00:14:31.100 --> 00:14:33.420]  我不知道有多少人有看過那套影片,
[00:14:33.420 --> 00:14:35.100]  可不可以舉手?
[00:14:35.100 --> 00:14:36.940]  有多少人有看過?
[00:14:36.940 --> 00:14:38.620]  我相信看過的時候,
[00:14:38.620 --> 00:14:41.060]  就看到一些人的現身說法,
[00:14:41.060 --> 00:14:45.620]  這個教派怎樣來滲透在學校當中,
[00:14:45.620 --> 00:14:50.180]  另外一個人叫大衛哥勒斯,David Koresh,
[00:14:50.180 --> 00:14:56.100]  是在Bela附近,
[00:14:56.100 --> 00:14:57.420]  這個人,
[00:14:57.420 --> 00:14:58.900]  他就說他就是大衛,
[00:14:58.900 --> 00:15:02.460]  是坐在大衛寶座上的這個大衛,
[00:15:02.460 --> 00:15:04.260]  他要來了,
[00:15:04.260 --> 00:15:06.340]  他來,因為他是尼賽亞,
[00:15:06.340 --> 00:15:10.180]  他來是要帶領人進入這個尼賽亞的國度,
[00:15:10.180 --> 00:15:12.180]  另外一個摩門教的史密約瑟,
[00:15:12.180 --> 00:15:15.300]  他就說他就是最偉大的先知,
[00:15:15.300 --> 00:15:17.500]  能夠知道所有神的奧秘,
[00:15:17.500 --> 00:15:21.740]  又能夠將在聖經都沒有說的,
[00:15:21.740 --> 00:15:25.940]  是有關神對美洲的特別的旨意,
[00:15:25.940 --> 00:15:27.140]  去說出來,
[00:15:27.140 --> 00:15:30.180]  就是今頁片裏面的摩門經,
[00:15:30.180 --> 00:15:33.900]  另外安息日會有一個叫Allen G. White,
[00:15:33.900 --> 00:15:36.540]  他們其中一個的創辦人,
[00:15:36.540 --> 00:15:41.900]  預言耶穌會在1844年回來,
[00:15:41.900 --> 00:15:46.340]  而攝理教的鄭明識更加是邪教的大教主,
[00:15:46.340 --> 00:15:49.380]  無數的女性和他發生的關係,
[00:15:49.380 --> 00:15:51.780]  東方閃電,女基督,
[00:15:51.780 --> 00:15:54.860]  都是一一這些的邪教,
[00:15:54.860 --> 00:15:57.300]  我們今天有很多的人見到這麼多的邪教,
[00:15:57.300 --> 00:15:58.420]  這麼多的異端,
[00:15:58.420 --> 00:16:01.820]  心裏面就會有一種很大的反應,
[00:16:01.820 --> 00:16:03.820]  神呀,你在哪裏?
[00:16:03.820 --> 00:16:05.580]  為甚麼會這樣?
[00:16:05.580 --> 00:16:06.500]  原因在哪裏?
[00:16:06.500 --> 00:16:08.580]  就是因為我們的信念裏面,
[00:16:08.580 --> 00:16:12.220]  我們有一些不切實際的期望,
[00:16:12.220 --> 00:16:14.660]  就好像當我們做手術,
[00:16:14.660 --> 00:16:16.780]  好像我的手做手術前,
[00:16:16.780 --> 00:16:19.300]  如果我有一個不切實際的期望,
[00:16:19.300 --> 00:16:21.260]  就以為我做完手術之後,
[00:16:21.260 --> 00:16:24.940]  我一切的東西比以前更加舒服,
[00:16:24.940 --> 00:16:27.220]  不會痛,不會腥,
[00:16:27.220 --> 00:16:29.460]  我想我一定會絕望的,
[00:16:29.460 --> 00:16:31.980]  但幸好醫生一早告訴我,
[00:16:31.980 --> 00:16:34.140]  做完手術之後,你會痛的,
[00:16:34.140 --> 00:16:36.260]  可能會腫的,你要吊起你的手,
[00:16:36.260 --> 00:16:38.820]  但是這個是會越來越好,
[00:16:38.820 --> 00:16:41.340]  他亦都告訴我做完這個手術的時候,
[00:16:41.340 --> 00:16:42.860]  你的手指是可以動的,
[00:16:42.860 --> 00:16:44.860]  但未做之前不要動,
[00:16:44.860 --> 00:16:47.380]  因為那些碎骨會弄得越來越碎,
[00:16:47.380 --> 00:16:50.180]  會移位,移得越來越多,
[00:16:50.180 --> 00:16:52.700]  所以我就是因為這樣的緣故,
[00:16:52.700 --> 00:16:56.660]  我們看完做完手術的確就好像他們所說的,
[00:16:56.660 --> 00:16:58.260]  完全一樣,
[00:16:58.260 --> 00:17:02.380]  當我有了這個切實際的期望,
[00:17:02.380 --> 00:17:03.900]  我對著那些的反應,
[00:17:03.900 --> 00:17:06.260]  我不覺得出奇,
[00:17:06.260 --> 00:17:07.740]  各位親愛的弟妹姐妹,
[00:17:07.740 --> 00:17:09.220]  今天都是一樣,
[00:17:09.220 --> 00:17:11.780]  我們面對著這麼多的異端邪教,
[00:17:11.780 --> 00:17:15.140]  道德的敗壞,天災人禍的越來越多,
[00:17:15.140 --> 00:17:18.820]  到底我們覺得這個是意料之外的東西,
[00:17:18.820 --> 00:17:22.380]  還是意料之內的東西呢?
[00:17:22.380 --> 00:17:24.500]  我們對聖經熟悉的時候,
[00:17:24.500 --> 00:17:26.260]  我們就會明白,
[00:17:26.260 --> 00:17:30.340]  其實聖經耶穌基督早就說清楚了,
[00:17:30.340 --> 00:17:31.700]  接著第二,
[00:17:31.700 --> 00:17:35.380]  異端說基督已經在某年某月某日再來,
[00:17:35.380 --> 00:17:37.500]  我們就看得很清楚,
[00:17:37.500 --> 00:17:39.300]  這些的異端,
[00:17:39.300 --> 00:17:41.180]  包括到甚麼異端呢?
[00:17:41.180 --> 00:17:45.860]  基督復臨安息日會說1844年耶穌再來,
[00:17:45.860 --> 00:17:49.980]  耶徵說1914年耶穌再來,
[00:17:49.980 --> 00:17:54.980]  錫安教會曾經預言到1994年回來,
[00:17:54.980 --> 00:17:56.700]  1995年耶穌回來,
[00:17:56.700 --> 00:18:03.300]  1999年12月31日晚上11點59分耶穌再回來,
[00:18:03.300 --> 00:18:05.140]  2000年耶穌再回來,
[00:18:05.140 --> 00:18:10.260]  又預言2012年12月21日耶穌再回來,
[00:18:10.260 --> 00:18:12.940]  這個襄陽水的教會,
[00:18:12.940 --> 00:18:16.020]  很多次預言耶穌再回來,
[00:18:16.020 --> 00:18:18.380]  沒有一次中的,
[00:18:18.380 --> 00:18:19.660]  東方閃電,
[00:18:19.660 --> 00:18:25.780]  又預言當女基督開始出來傳道的時候,
[00:18:25.780 --> 00:18:28.260]  耶穌已經再回來了,
[00:18:28.260 --> 00:18:33.980]  接著後來又說2012年12月21日基督會再回來,
[00:18:33.980 --> 00:18:35.820]  所以很多的矛盾,
[00:18:35.820 --> 00:18:38.820]  如果一早已經回來,為甚麼又再回來呢?
[00:18:38.820 --> 00:18:41.220]  這個就是他們的問題,
[00:18:41.220 --> 00:18:46.540]  但是耶穌在祂自己臨升天前的預言,
[00:18:46.540 --> 00:18:50.140]  祂說得非常非常清楚,
[00:18:50.140 --> 00:18:53.260]  祂說的是甚麼呢?
[00:18:53.260 --> 00:19:00.060]  我們一起再讀一次第36節的經文,
[00:19:00.060 --> 00:19:05.140]  我們一起讀,
[00:19:05.140 --> 00:19:11.860]  「連天上的使者也不知道。」
[00:19:11.860 --> 00:19:14.060]  在這段聖經當中,
[00:19:14.060 --> 00:19:19.020]  首先讓我們看見任何人說到耶穌何時回來,
[00:19:19.020 --> 00:19:20.620]  你可以寫一包單,
[00:19:20.620 --> 00:19:22.620]  這個叫做疑端,
[00:19:22.620 --> 00:19:28.380]  因為它和耶穌基督所說的是相背而馳,
[00:19:28.380 --> 00:19:31.820]  耶穌說得非常清楚,是沒有人可以知道的,
[00:19:31.820 --> 00:19:34.860]  有一些疑端就好像東方閃電,
[00:19:34.860 --> 00:19:37.260]  他們在說,
[00:19:37.260 --> 00:19:38.860]  耶穌說祂也不知道,
[00:19:38.860 --> 00:19:41.260]  那就是說祂不是全能,
[00:19:41.260 --> 00:19:43.420]  但是女基督是全能神,
[00:19:43.420 --> 00:19:45.980]  所以比耶穌更厲害,
[00:19:45.980 --> 00:19:47.980]  但是實際上,
[00:19:47.980 --> 00:19:53.580]  祂不知道沒有事實根據的東西,
[00:19:53.580 --> 00:19:55.260]  是沒有人會相信的,
[00:19:55.260 --> 00:19:56.700]  這個女基督是誰,
[00:19:56.700 --> 00:19:58.780]  被人揭露出來的時候,
[00:19:58.780 --> 00:20:02.220]  你見到現在完全一句都不提,
[00:20:02.220 --> 00:20:04.540]  女基督是誰,
[00:20:04.540 --> 00:20:06.700]  然後我們看回耶穌基督在這個地方,
[00:20:06.700 --> 00:20:11.980]  是不是說耶穌基督不是全知的呢?
[00:20:11.980 --> 00:20:13.660]  其實不是,
[00:20:13.660 --> 00:20:15.660]  我們讓大家知道一下,
[00:20:15.660 --> 00:20:17.500]  羅馬書的十一章二十五、二十六節,
[00:20:17.500 --> 00:20:19.100]  耶穌講到有一句,
[00:20:19.100 --> 00:20:22.620]  保羅講到主的再來,
[00:20:22.620 --> 00:20:25.100]  和外邦人全家歸主,
[00:20:25.100 --> 00:20:27.580]  以色列全家得救的關係,
[00:20:27.580 --> 00:20:29.820]  非常清楚,
[00:20:29.820 --> 00:20:31.020]  保羅說,
[00:20:31.020 --> 00:20:32.620]  現在的以色列人當中,
[00:20:32.620 --> 00:20:35.980]  有幾分是硬心的,
[00:20:35.980 --> 00:20:42.060]  但是當外邦人的數目填滿之後,
[00:20:42.060 --> 00:20:45.500]  以色列就要全家歸主,
[00:20:45.500 --> 00:20:47.500]  那以色列全家歸主,
[00:20:47.500 --> 00:20:50.460]  和主的再來有什麼關係呢?
[00:20:50.460 --> 00:20:53.100]  其實就是息息相關,
[00:20:53.100 --> 00:20:56.300]  原來當外邦人的數目填滿,
[00:20:56.300 --> 00:20:57.660]  什麼叫數目填滿呢?
[00:20:57.660 --> 00:21:00.460]  就是外邦人得救的數目,
[00:21:00.460 --> 00:21:02.060]  救數了,
[00:21:02.060 --> 00:21:05.340]  那我們就問一個問題,
[00:21:05.340 --> 00:21:08.380]  什麼叫救數?
[00:21:08.380 --> 00:21:10.860]  我想問一問大家,
[00:21:10.860 --> 00:21:15.420]  有多少人感覺到這個世界天災人禍疾病,
[00:21:15.420 --> 00:21:16.860]  是越來越多,
[00:21:16.860 --> 00:21:19.260]  道德是越來越烏煙瘴氣,
[00:21:19.260 --> 00:21:21.340]  可不可以舉手,有多少人覺得?
[00:21:21.340 --> 00:21:23.340]  那我又想問一問有多少人,
[00:21:23.340 --> 00:21:25.500]  如果主再來早一點,
[00:21:25.500 --> 00:21:26.780]  是更加好的,
[00:21:26.780 --> 00:21:29.020]  可不可以舉手,有多少人?
[00:21:29.020 --> 00:21:31.500]  真的,
[00:21:31.500 --> 00:21:33.980]  兄弟姐妹,
[00:21:33.980 --> 00:21:36.540]  我相信等待主再來,
[00:21:36.540 --> 00:21:38.220]  越快越好的那些,
[00:21:38.220 --> 00:21:40.380]  就是我們沒有後悔的時候,
[00:21:40.380 --> 00:21:41.580]  我肯定得救,
[00:21:41.580 --> 00:21:43.820]  第二,我們最愛的人,
[00:21:43.820 --> 00:21:45.500]  我已經帶了信,
[00:21:45.500 --> 00:21:47.820]  你就一定會越快越好,
[00:21:47.820 --> 00:21:50.620]  但當你發覺到最愛的那些還未信,
[00:21:50.620 --> 00:21:53.340]  我希望能夠多點時間先搞定他,
[00:21:53.340 --> 00:21:54.780]  那我想問多一句,
[00:21:54.780 --> 00:21:56.860]  有多少人想,
[00:21:56.860 --> 00:21:58.380]  如果你有這個選擇,
[00:21:58.380 --> 00:22:00.540]  而神又肯應穩你的,
[00:22:00.540 --> 00:22:02.700]  就是你最愛的那些都信主,
[00:22:02.700 --> 00:22:04.780]  然後主就越快來就越好,
[00:22:04.780 --> 00:22:06.540]  可不可以舉手,有多少人?
[00:22:06.540 --> 00:22:08.540]  嘩,每個人都舉手,
[00:22:08.540 --> 00:22:10.940]  各位弟姐妹,
[00:22:10.940 --> 00:22:13.020]  在這段聖經當中,
[00:22:13.020 --> 00:22:18.060]  聖經就說外邦人得救的數目天滿了,
[00:22:18.060 --> 00:22:19.180]  主就要回來,
[00:22:19.180 --> 00:22:21.260]  以色列就會全家得救,
[00:22:21.260 --> 00:22:25.580]  全家得救不是等於主再來前,
[00:22:25.580 --> 00:22:27.740]  他就是全家得救,
[00:22:27.740 --> 00:22:29.980]  你要記得這一點,
