
[00:00:00.000 --> 00:00:02.240]  當我自己二十多年前回到香港
[00:03:24.100 --> 00:03:25.440]  在天上有空可以做撒旦
[00:03:25.440 --> 00:03:27.060]  有空可以和神聊天
[00:03:27.060 --> 00:03:29.440]  神就應酬他 和他聊天
[00:03:29.440 --> 00:03:34.140]  而且將約伯成為了一個賭注
[00:03:34.140 --> 00:03:35.740]  把約伯放在桌上
[00:03:35.740 --> 00:03:37.840]  這個上帝是甚麼上帝呢
[00:03:37.840 --> 00:03:39.120]  同樣這個上帝
[00:03:39.120 --> 00:03:43.420]  是可以批准撒旦這個控訴者
[00:03:43.420 --> 00:03:45.080]  你知道撒旦是一個控訴者
[00:03:45.080 --> 00:03:46.580]  他經常控告我們有罪
[00:03:46.580 --> 00:03:49.160]  所以有時你在耳朵那邊聽到你有罪
[00:03:49.160 --> 00:03:50.420]  多數是指撒旦
[00:03:50.420 --> 00:03:52.920]  「撒旦走開 別說我是罪人」
[00:03:52.920 --> 00:03:54.520]  他是一個控訴者
[00:03:54.520 --> 00:03:58.760]  他容讓控訴者不斷追逐著約伯
[00:03:58.760 --> 00:04:01.300]  令他一夜之間失去所有東西
[00:04:01.300 --> 00:04:03.600]  令他一夜之間失去健康
[00:04:03.600 --> 00:04:07.300]  同樣上帝也容讓撒旦
[00:04:07.300 --> 00:04:12.240]  不斷將任何東西放在約伯身上
[00:04:12.240 --> 00:04:15.380]  但這個神又規範了撒旦的工作
[00:04:15.380 --> 00:04:17.380]  他將約伯附近
[00:04:17.380 --> 00:04:18.820]  好像有一個規範
[00:04:18.820 --> 00:04:21.720]  跟撒旦說是一個規範以外的事
[00:04:21.720 --> 00:04:22.560]  由你來處理
[00:04:22.560 --> 00:04:24.780]  但這個規範裡的事你不可以處理
[00:04:24.780 --> 00:04:28.420]  即是說約伯的命仍然在我手中
[00:04:28.420 --> 00:04:30.360]  命你不可以拿走
[00:04:30.360 --> 00:04:32.500]  一切的東西你都可以拿走
[00:04:32.500 --> 00:04:34.360]  到最後我們發覺
[00:04:34.360 --> 00:04:38.260]  這個上帝是默然不語
[00:04:38.260 --> 00:04:41.140]  約伯不斷找他
[00:04:41.140 --> 00:04:42.940]  很想跟他直接對話
[00:04:42.940 --> 00:04:47.480]  但似乎這個上帝仍然沒有出聲
[00:04:47.480 --> 00:04:49.740]  最低限度去到二十多章的時候
[00:04:49.740 --> 00:04:52.420]  上帝仍然是一句說話
[00:04:52.420 --> 00:04:54.480]  都沒有跟約伯去說
[00:04:54.480 --> 00:04:56.860]  他反而跟撒旦聊天
[00:04:56.860 --> 00:04:59.820]  卻不跟約伯去聊天
[00:04:59.820 --> 00:05:02.760]  這個神是甚麼神 為甚麼
[00:05:02.760 --> 00:05:04.720]  我們的神 從小到大
[00:05:04.720 --> 00:05:07.440]  我們所認識的神是一位慈父
[00:05:07.440 --> 00:05:09.860]  是一位有鬍子的
[00:05:09.860 --> 00:05:12.040]  是一位慈父 很慈祥的
[00:05:12.040 --> 00:05:14.300]  是寬恕人七十個七次
[00:05:14.300 --> 00:05:15.540]  我們看我們的神
[00:05:15.540 --> 00:05:19.080]  是一位充滿慈愛 擁抱你
[00:05:19.080 --> 00:05:22.380]  可以讓約翰靠在耶穌身上
[00:05:22.380 --> 00:05:23.940]  跟耶穌說 耶穌啊
[00:05:23.940 --> 00:05:26.620]  誰是出賣你的人
[00:05:26.620 --> 00:05:28.420]  小聲跟耶穌聊天
[00:05:28.420 --> 00:05:29.880]  我們看到這個上帝
[00:05:29.880 --> 00:05:32.320]  是一個像浪子比喻的爸爸
[00:05:32.320 --> 00:05:34.420]  他可以在門口等浪子
[00:05:34.420 --> 00:05:36.360]  回來啊 回來啊 回來啊
[00:05:36.360 --> 00:05:37.520]  到他真的回來的時候
[00:05:37.520 --> 00:05:38.460]  花光了錢
[00:05:38.460 --> 00:05:40.700]  這個五逆仔花光了錢
[00:05:40.700 --> 00:05:42.060]  仍然做一隻牛給他吃
[00:05:42.060 --> 00:05:43.560]  做一件衣服給他穿
[00:05:43.560 --> 00:05:45.600]  給他戒指戴 怎麼搞的
[00:05:45.600 --> 00:05:47.100]  這個神真好
[00:05:47.100 --> 00:05:48.940]  我們的神就是這麼好的神
[00:05:48.940 --> 00:05:50.540]  在《喜伯留書》第四章說
[00:05:50.540 --> 00:05:53.680]  我們的神凡事都受過試探
[00:05:53.680 --> 00:05:55.980]  祂知道你和我的難處
[00:05:55.980 --> 00:05:59.180]  祂明白我們的軟弱
[00:05:59.180 --> 00:06:01.160]  這個神真好
[00:06:01.160 --> 00:06:04.120]  但是看著這個約伯記的神
[00:06:04.120 --> 00:06:07.860]  並不是我們所認識的神
[00:06:07.860 --> 00:06:09.220]  我們的神觀
[00:06:09.220 --> 00:06:13.900]  是比較上對這個神很慈祥 很憐憫
[00:06:13.900 --> 00:06:17.000]  很有愛 所謂大愛的
[00:06:17.000 --> 00:06:18.800]  你犯任何的罪都不要緊
[00:06:18.800 --> 00:06:21.540]  你今天犯罪 任何罪
[00:06:21.540 --> 00:06:22.700]  只要你認罪就行
[00:06:22.700 --> 00:06:24.640]  就算你不悔改都無所謂
[00:06:24.640 --> 00:06:25.640]  因為上帝愛你
[00:06:25.640 --> 00:06:29.320]  因為上帝宽恕你七十個七次
[00:06:29.320 --> 00:06:31.780]  所以今天很多人會說認罪
[00:06:31.780 --> 00:06:34.480]  但是今天我們很少說去悔改
[00:06:34.480 --> 00:06:35.960]  我們很多時候說認罪
[00:06:35.960 --> 00:06:37.220]  壞了就壞了
[00:06:37.220 --> 00:06:38.960]  反正上帝都宽恕我的
[00:06:38.960 --> 00:06:40.960]  我知道我昨天不應該犯姦淫
[00:06:40.960 --> 00:06:41.960]  不過犯了又怎樣
[00:06:41.960 --> 00:06:44.360]  對不起 明天又要犯
[00:06:44.360 --> 00:06:46.600]  不要緊 因為上帝是大愛
[00:06:46.600 --> 00:06:48.200]  博愛
[00:06:48.200 --> 00:06:51.100]  上帝的愛是永不止息
[00:06:51.100 --> 00:06:52.800]  多偉大
[00:06:52.800 --> 00:06:53.740]  所以從小到大
[00:06:53.740 --> 00:06:57.040]  我們很多時候覺得神很好
[00:06:57.040 --> 00:06:59.480]  我們的神對我們太好了
[00:06:59.480 --> 00:07:01.580]  我們記得小時候我們上主學
[00:07:01.580 --> 00:07:03.280]  我們有番兒童崇拜
[00:07:03.280 --> 00:07:05.080]  哥哥姐姐對我們的教導
[00:07:05.080 --> 00:07:07.180]  神的慈愛大到一個地步
[00:07:07.180 --> 00:07:08.320]  我們無法忘記
[00:07:08.320 --> 00:07:09.820]  甚至教會真是好
[00:07:09.820 --> 00:07:10.720]  每次上主學
[00:07:10.720 --> 00:07:11.820]  每次上兒童崇拜
[00:07:11.820 --> 00:07:13.060]  我們一定記得
[00:07:13.060 --> 00:07:14.660]  由小到大一定記得
[00:07:14.660 --> 00:07:16.520]  去到多少歲都記得
[00:07:16.520 --> 00:07:20.000]  當時有查點
[00:07:20.000 --> 00:07:21.800]  一定有查點
[00:07:21.800 --> 00:07:23.060]  弟兄姊妹
[00:07:23.060 --> 00:07:23.900]  我們的上帝
[00:07:23.900 --> 00:07:25.660]  看著約百多個上帝
[00:07:25.660 --> 00:07:29.140]  似乎不是我們所認識的上帝
[00:07:29.140 --> 00:07:30.680]  但去到啟示錄
[00:07:30.680 --> 00:07:31.680]  同樣的
[00:07:31.680 --> 00:07:32.580]  去到啟示錄我們發覺
[00:07:32.580 --> 00:07:33.980]  我們的上帝
[00:07:33.980 --> 00:07:37.440]  原來有七因七好七患的災難
[00:07:37.440 --> 00:07:38.620]  這些災難
[00:07:38.620 --> 00:07:40.520]  原來上帝可以令到地上
[00:07:40.520 --> 00:07:41.980]  四分之一的人死光
[00:07:41.980 --> 00:07:44.320]  可以令到地上三分之一的人死光
[00:07:44.320 --> 00:07:46.120]  上帝容讓昆塵
[00:07:46.120 --> 00:07:47.220]  即是那些疫情
[00:07:47.220 --> 00:07:49.120]  那些疫病來到這個世界上
[00:07:49.120 --> 00:07:51.520]  來將地上所有的東西燒光
[00:07:51.520 --> 00:07:53.020]  來死光
[00:07:53.020 --> 00:07:55.440]  吃魚 魚都死光
[00:07:55.440 --> 00:07:56.460]  弟兄姊妹
[00:07:56.460 --> 00:07:59.600]  上帝有祂嚴厲的一面
[00:07:59.600 --> 00:08:01.000]  以致到當我們看著
[00:08:01.000 --> 00:08:03.440]  約百多個上帝的描述的時候
[00:08:03.440 --> 00:08:04.480]  我們會問為甚麼
[00:08:04.480 --> 00:08:05.080]  為甚麼會問為甚麼
[00:08:05.080 --> 00:08:07.680]  因為我們覺得在我們的觀念裡邊的神觀
[00:08:07.680 --> 00:08:08.620]  不應該是這樣
[00:08:08.620 --> 00:08:09.540]  我們的神觀就說
[00:08:09.540 --> 00:08:10.780]  信耶穌真是很好的
[00:08:10.780 --> 00:08:11.720]  信耶穌說好不好
[00:08:11.720 --> 00:08:13.420]  我們有平安 有喜悅 有豐盛
[00:08:13.420 --> 00:08:14.920]  嘩 不得了
[00:08:14.920 --> 00:08:16.320]  買哪隻股票都升
[00:08:16.320 --> 00:08:18.760]  信耶穌之後 豐盛
[00:08:18.760 --> 00:08:21.220]  我們的豐盛 我們的平安 我們的喜悅
[00:08:21.220 --> 00:08:23.700]  永遠只是放在我們所擁有的東西
[00:08:23.700 --> 00:08:24.820]  或者我們的環境
[00:08:24.820 --> 00:08:25.720]  只要環境一變
[00:08:25.720 --> 00:08:27.100]  哦 上帝不愛我
[00:08:27.100 --> 00:08:28.360]  上帝讓我不開心
[00:08:28.360 --> 00:08:30.300]  回來教會不開心
[00:08:30.300 --> 00:08:31.440]  弟兄姊妹
[00:08:31.440 --> 00:08:32.300]  我們有沒有想過
[00:08:32.300 --> 00:08:34.140]  上帝的慈愛那邊
[00:08:34.140 --> 00:08:35.580]  仍然有公義
[00:08:35.580 --> 00:08:37.380]  究竟愛是永不止息
[00:08:37.380 --> 00:08:39.640]  這幾個字怎麼解釋呢
[00:08:39.640 --> 00:08:40.840]  我曾經和師母
[00:08:40.840 --> 00:08:42.980]  為了一句聖經
[00:08:42.980 --> 00:08:44.620]  試過一個爭論
[00:08:44.620 --> 00:08:46.340]  在神學上的爭論
[00:08:46.340 --> 00:08:47.380]  誰贏 誰輸
[00:08:47.380 --> 00:08:48.880]  不告訴他
[00:08:48.880 --> 00:08:50.020]  弟兄姊妹
[00:08:50.020 --> 00:08:53.320]  甚麼叫做愛是永不止息
[00:08:53.320 --> 00:08:54.920]  我們很喜歡這句聖經
[00:08:54.920 --> 00:08:55.660]  愛偏
[00:08:55.660 --> 00:08:58.560]  嘩 恆久有恩愛 有恩慈
[00:08:58.560 --> 00:09:00.500]  愛是不嫉妒 不自誇 不張狂
[00:09:00.500 --> 00:09:01.860]  不作害羞的事
[00:09:01.860 --> 00:09:03.400]  嘩 厲害
[00:09:03.400 --> 00:09:04.960]  弟兄姊妹
[00:09:04.960 --> 00:09:06.340]  但是另一方面
[00:09:06.340 --> 00:09:08.200]  當我們看回聖經的時候
[00:09:08.200 --> 00:09:10.380]  原來今天我們問為甚麼
[00:09:10.380 --> 00:09:11.680]  是因為正正因為
[00:09:11.680 --> 00:09:14.180]  很多時候我們對神的觀念
[00:09:14.180 --> 00:09:17.340]  我們的認識是不完全
[00:09:17.340 --> 00:09:19.140]  我們對福音的認識
[00:09:19.140 --> 00:09:20.420]  都不完全
[00:09:20.420 --> 00:09:21.720]  以致到我們覺得
[00:09:21.720 --> 00:09:23.960]  我們福音就是得一邊
[00:09:23.960 --> 00:09:25.280]  沒有了另一邊
[00:09:25.280 --> 00:09:27.820]  甚至有時不關教會事
[00:09:27.820 --> 00:09:29.720]  有時可能是我們自己的問題
[00:09:29.720 --> 00:09:31.700]  就是你知道我們的耳朵很有趣
[00:09:31.700 --> 00:09:33.660]  神做我們的耳朵很奇妙
[00:09:33.660 --> 00:09:35.400]  就是我們不想聽
[00:09:35.400 --> 00:09:37.200]  就忽然聽不到 不知道為甚麼
[00:09:37.200 --> 00:09:38.300]  就等於你家裏
[00:09:38.300 --> 00:09:40.100]  譬如你做夫婦聊天
[00:09:40.100 --> 00:09:41.880]  聊天不喜歡聽太太說話
[00:09:41.880 --> 00:09:44.100]  你忽然聽不到
[00:09:44.100 --> 00:09:45.200]  很自然的
[00:09:45.200 --> 00:09:47.220]  上帝做耳朵就是這麼奇妙
[00:09:47.220 --> 00:09:48.940]  不合聽就不聽
[00:09:48.940 --> 00:09:50.320]  這個上帝這麼兇不合聽
[00:09:50.320 --> 00:09:51.580]  走開一點
[00:09:51.580 --> 00:09:53.580]  我不要這個上帝
[00:09:53.580 --> 00:09:54.780]  我要的上帝就是
[00:09:54.780 --> 00:09:56.780]  合聽的上帝
[00:09:56.780 --> 00:09:57.420]  但是弟兄姊妹
[00:09:57.420 --> 00:09:59.160]  當我們看回聖經的時候
[00:09:59.160 --> 00:10:02.360]  強尉保羅 使徒保羅
[00:10:02.360 --> 00:10:05.100]  使徒保羅是一個很出色的神學家
[00:10:05.100 --> 00:10:07.200]  他能夠寫羅馬書
[00:10:07.200 --> 00:10:09.000]  他可以寫迦太提書
[00:10:09.000 --> 00:10:10.000]  一個很出色
[00:10:10.000 --> 00:10:14.480]  他對神學很清晰的一個使徒
[00:10:14.480 --> 00:10:16.140]  同樣他是一個宣教士
[00:10:16.140 --> 00:10:17.740]  因為他從來
[00:10:17.740 --> 00:10:19.320]  他曾經說過一句話
[00:10:19.320 --> 00:10:21.920]  總之福音未去過的地方
[00:10:21.920 --> 00:10:23.540]  我就去 很厲害
[00:10:23.540 --> 00:10:25.160]  去一些地方從來沒有人去過的
[00:10:25.160 --> 00:10:26.720]  我要第一個去到那邊
[00:10:26.720 --> 00:10:27.720]  去傳福音
[00:10:27.720 --> 00:10:29.320]  一個很出色的宣教士
[00:10:29.320 --> 00:10:31.320]  建立無數的教會
[00:10:31.320 --> 00:10:32.660]  同樣他是一個牧者
[00:10:32.660 --> 00:10:34.420]  一個很出色的牧者
[00:10:34.420 --> 00:10:35.960]  因為他能夠寫出
[00:10:35.960 --> 00:10:38.400]  提摩太前後書和提多書
[00:10:38.400 --> 00:10:41.000]  以致他要幫一些準牧師
[00:10:41.000 --> 00:10:42.300]  一些年輕的牧師
[00:10:42.300 --> 00:10:43.560]  如何建立教會
[00:10:43.560 --> 00:10:44.800]  有什麼體制
[00:10:44.800 --> 00:10:45.980]  如何選擇執事
[00:10:45.980 --> 00:10:46.980]  如何選擇長老
[00:10:46.980 --> 00:10:48.380]  他全部都說了
[00:10:48.380 --> 00:10:51.280]  一個強尉保羅
[00:10:51.280 --> 00:10:52.780]  出色的宣教士
[00:10:52.780 --> 00:10:54.080]  出色的牧者
[00:10:54.080 --> 00:10:55.680]  出色的神學家
[00:10:55.680 --> 00:10:58.260]  集三樣很出色的積分
[00:10:58.260 --> 00:11:00.260]  在一個人身上的保羅
[00:11:00.260 --> 00:11:01.480]  他忽然間說了一句聖經
[00:11:01.480 --> 00:11:03.520]  我們讀讀羅馬書第十一章
[00:11:03.520 --> 00:11:05.260]  我們一起讀 準備 1 2 3
[00:11:05.260 --> 00:11:09.000]  心在神豐富的智慧和知識
[00:11:09.000 --> 00:11:11.600]  他的判斷何其難測
[00:11:11.600 --> 00:11:15.500]  他的蹤跡何其難尋
[00:11:15.500 --> 00:11:17.040]  保羅說的
[00:11:17.040 --> 00:11:19.580]  他說上帝所做的事
[00:11:19.580 --> 00:11:21.480]  所作的判斷
[00:11:21.480 --> 00:11:23.840]  是深不可測的
[00:11:23.840 --> 00:11:27.020]  上帝的蹤跡在哪裡
[00:11:27.020 --> 00:11:28.120]  是找不到的
[00:11:28.120 --> 00:11:30.020]  所以約伯找不到是不出奇的
[00:11:30.020 --> 00:11:31.720]  大家明白嗎
[00:11:31.720 --> 00:11:33.760]  他說神的知識和智慧
[00:11:33.760 --> 00:11:35.360]  豐富到一個地步
[00:11:35.360 --> 00:11:36.560]  大到一個地步
[00:11:36.560 --> 00:11:39.520]  他說今天他所要作的決定
[00:11:39.520 --> 00:11:41.400]  有時你和我同一身
[00:11:41.400 --> 00:11:43.000]  都未必明白的
[00:11:43.000 --> 00:11:43.800]  但另一方面
[00:11:43.800 --> 00:11:45.100]  祂在哪裡
[00:11:45.100 --> 00:11:46.360]  你未必知道
[00:11:46.360 --> 00:11:47.540]  先知以察亞
[00:11:47.540 --> 00:11:49.200]  同樣說了類似的話
[00:11:49.200 --> 00:11:50.640]  他說耶和華說
[00:11:50.640 --> 00:11:53.280]  我的意念非同你們的意念
[00:11:53.280 --> 00:11:55.640]  我的道路非同你們的道路
[00:11:55.640 --> 00:11:57.320]  天怎樣高過地
[00:11:57.320 --> 00:11:59.880]  照樣我的道路高過你們的道路
[00:11:59.880 --> 00:12:03.120]  我的意念高過你們的意念
[00:12:03.120 --> 00:12:04.760]  先知以察亞同樣說
[00:12:04.760 --> 00:12:06.320]  今天上帝想的事
[00:12:06.320 --> 00:12:08.320]  和我們想的事其實是不同的
[00:12:08.320 --> 00:12:09.520]  以致我們很多時
[00:12:09.520 --> 00:12:10.560]  我們作為人
[00:12:10.560 --> 00:12:11.800]  我們是有幸的人
[00:12:11.800 --> 00:12:13.300]  我們以為我們有幸的人
[00:12:13.300 --> 00:12:17.000]  可以明白一個無限上帝所做的事
[00:12:17.000 --> 00:12:19.300]  所以問為什麼的時候
[00:12:19.300 --> 00:12:20.360]  我們會問
[00:12:20.360 --> 00:12:21.800]  為什麼
[00:12:21.800 --> 00:12:23.840]  為什麼上帝是這樣
[00:12:23.840 --> 00:12:24.600]  有一個牧者
[00:12:24.600 --> 00:12:26.680]  一個神所重用的牧者叫陶書
[00:12:26.680 --> 00:12:28.240]  A.W. Tozer
[00:12:28.240 --> 00:12:29.240]  他曾經說過
[00:12:29.240 --> 00:12:32.380]  他說人很想
[00:12:32.380 --> 00:12:35.320]  立即將神縮小
[00:12:35.320 --> 00:12:37.720]  縮小到一個地步我可以掌控祂
[00:12:37.720 --> 00:12:39.720]  縮小到一個地步祂還要站在我旁邊
[00:12:39.720 --> 00:12:41.920]  有什麼事上帝幫我搞定祂
[00:12:41.920 --> 00:12:42.920]  你幫我搞定祂
[00:12:42.920 --> 00:12:43.960]  一不行就搞定祂
[00:12:43.960 --> 00:12:45.460]  所以我們基督徒很有趣的
[00:12:45.460 --> 00:12:47.620]  我們連叫的士叫不到
[00:12:47.620 --> 00:12:48.940]  都會祈禱
[00:12:48.940 --> 00:12:49.700]  是不是
[00:12:49.700 --> 00:12:50.940]  你試過沒有祈禱
[00:12:50.940 --> 00:12:51.940]  上帝沒有的士
[00:12:51.940 --> 00:12:52.840]  弄一輛的士來
[00:12:52.840 --> 00:12:53.840]  碰巧有的士在門口
[00:12:53.840 --> 00:12:56.980]  感謝上帝聽祈禱
[00:12:56.980 --> 00:12:59.240]  如果上帝不給你的士呢
[00:12:59.240 --> 00:13:00.480]  怎麼搞的上帝
[00:13:00.480 --> 00:13:02.840]  這麼小的事都做不到
[00:13:02.840 --> 00:13:03.580]  最好在旁邊
[00:13:03.580 --> 00:13:04.980]  上帝幫我搞定祂
[00:13:04.980 --> 00:13:05.820]  攔住祂
[00:13:05.820 --> 00:13:06.620]  攔住的士
[00:13:06.620 --> 00:13:07.680]  站在我面前
[00:13:07.680 --> 00:13:08.920]  最好在我面前開門
[00:13:08.920 --> 00:13:10.120]  不要被人搶
[00:13:10.120 --> 00:13:11.460]  弟兄姊妹
[00:13:11.460 --> 00:13:13.480]  我們的上帝是不是這樣的上帝
[00:13:13.480 --> 00:13:16.220]  我們將上帝完全局限在
[00:13:16.220 --> 00:13:19.000]  我們人的有幸裡面
[00:13:19.000 --> 00:13:20.560]  弟兄姊妹
[00:13:20.560 --> 00:13:21.600]  我們的上帝
[00:13:21.600 --> 00:13:23.500]  是不是這樣的上帝
[00:13:23.500 --> 00:13:24.840]  當我們去認識
[00:13:24.840 --> 00:13:26.500]  約百多個上帝的時候
[00:13:26.500 --> 00:13:27.300]  我們會覺得
[00:13:27.300 --> 00:13:28.500]  「搞錯」
[00:13:28.500 --> 00:13:31.180]  「這個上帝是這樣的」
[00:13:31.180 --> 00:13:32.900]  「不中聽」
[00:13:32.900 --> 00:13:35.020]  去到第三輪的對話
[00:13:35.020 --> 00:13:35.920]  第二位
[00:13:35.920 --> 00:13:37.580]  這個比格答
[00:13:37.580 --> 00:13:38.440]  這個比格答
[00:13:38.440 --> 00:13:41.220]  去到第三輪的說話的時候
[00:13:41.220 --> 00:13:42.560]  就在二十五章
[00:13:42.560 --> 00:13:43.420]  在二十五章那邊
[00:13:43.420 --> 00:13:44.220]  我們發覺
[00:13:44.220 --> 00:13:46.320]  當祂的三個朋友
[00:13:46.320 --> 00:13:47.720]  第一輪對話之後
[00:13:47.720 --> 00:13:48.860]  那個鎖法
[00:13:48.860 --> 00:13:51.100]  就開始說完第二輪之後
[00:13:51.100 --> 00:13:53.260]  祂就不再說話了
[00:13:53.260 --> 00:13:54.700]  因為祂覺得約百沒得救
[00:13:54.700 --> 00:13:55.440]  免得跟祂說
[00:13:55.440 --> 00:13:56.600]  浪費力氣
