
[00:00:00.000 --> 00:00:05.000]  各位,今日要和大家思想的經課
[00:08:05.000 --> 00:08:10.000]  是神用的憤怒的字
[00:08:10.000 --> 00:08:12.000]  在希臘文是有不同的
[00:08:12.000 --> 00:08:14.000]  是含有一種激情
[00:08:14.000 --> 00:08:17.000]  一種活力和動力的
[00:08:17.000 --> 00:08:19.000]  而人的憤怒
[00:08:19.000 --> 00:08:23.000]  很多時候是含有一種不安
[00:08:23.000 --> 00:08:25.000]  和很熱的
[00:08:25.000 --> 00:08:27.000]  很生氣的
[00:08:27.000 --> 00:08:29.000]  大家你試過發很大怒嗎
[00:08:29.000 --> 00:08:31.000]  全身都生氣了
[00:08:31.000 --> 00:08:33.000]  真的好像火球一樣
[00:08:33.000 --> 00:08:36.000]  誰碰到你就不行了
[00:08:36.000 --> 00:08:38.000]  火就爆了
[00:08:38.000 --> 00:08:40.000]  這種人的憤怒
[00:08:40.000 --> 00:08:44.000]  很多時候會落入這種的境況裡
[00:08:44.000 --> 00:08:47.000]  我們試一下學習神的憤怒
[00:08:47.000 --> 00:08:50.000]  神的憤怒反而是充滿了
[00:08:50.000 --> 00:08:52.000]  有一種目標的
[00:08:52.000 --> 00:08:54.000]  理想的去發的
[00:08:54.000 --> 00:08:57.000]  一種衝勁
[00:08:57.000 --> 00:08:59.000]  所以大家你要留意了
[00:08:59.000 --> 00:09:02.000]  你發的怒到底是意怒
[00:09:02.000 --> 00:09:05.000]  抑或你純粹是憤怒
[00:09:05.000 --> 00:09:08.000]  要宣發自己的不滿呢
[00:09:08.000 --> 00:09:11.000]  所以生氣卻不要犯罪
[00:09:11.000 --> 00:09:13.000]  這是聖經提醒我們的
[00:09:13.000 --> 00:09:15.000]  當一個人發怒的時候
[00:09:15.000 --> 00:09:17.000]  你就要小心了
[00:09:17.000 --> 00:09:20.000]  你容易掉落罪的網絡
[00:09:20.000 --> 00:09:22.000]  就算你是意怒也一樣
[00:09:22.000 --> 00:09:24.000]  意怒你要發的時候
[00:09:24.000 --> 00:09:27.000]  你在不適當的時候發
[00:09:27.000 --> 00:09:29.000]  亂發意怒
[00:09:29.000 --> 00:09:33.000]  也是會造成破壞的
[00:09:33.000 --> 00:09:36.000]  耶穌為什麼發怒呢
[00:09:36.000 --> 00:09:39.000]  當我們看這段經文的時候
[00:09:39.000 --> 00:09:42.000]  有幾件事我們要簡單說說
[00:09:42.000 --> 00:09:44.000]  耶穌的發怒
[00:09:44.000 --> 00:09:48.000]  是因為他看到聖殿已經有不潔
[00:09:48.000 --> 00:09:51.000]  有不公平的地方
[00:09:51.000 --> 00:09:54.000]  在那裡我們用現代術語
[00:09:54.000 --> 00:09:56.000]  有特許經營店
[00:09:56.000 --> 00:10:01.000]  有些人在聖殿裡要發聖殿財
[00:10:01.000 --> 00:10:05.000]  在馬太福音21:12-17記載了
[00:10:05.000 --> 00:10:11.000]  聖殿裡有兌換銀錢和販賣甲子的事情
[00:10:11.000 --> 00:10:14.000]  為什麼有這個現象呢
[00:10:14.000 --> 00:10:19.000]  就是當有些猶太人或者外邦人
[00:10:19.000 --> 00:10:23.000]  當他們來到聖殿要準備獻祭
[00:10:23.000 --> 00:10:28.000]  獻祭多數是為了贖罪和與神和好的
[00:10:28.000 --> 00:10:30.000]  有一個很好的目的
[00:10:30.000 --> 00:10:36.000]  他們帶來的牛羊或者甲子或者斑溝
[00:10:36.000 --> 00:10:39.000]  他們自己帶來的
[00:10:39.000 --> 00:10:43.000]  就要經過聖殿的祭司來看一下
[00:10:43.000 --> 00:10:47.000]  是不是完全沒有瑕疵的
[00:10:47.000 --> 00:10:52.000]  大部分外面帶來的物件
[00:10:52.000 --> 00:10:56.000]  祭司都會發現很有瑕疵
[00:10:56.000 --> 00:11:01.000]  因此在聖殿裡有一些特權人士
[00:11:01.000 --> 00:11:05.000]  他們就說他們賣在聖殿裡的
[00:11:05.000 --> 00:11:09.000]  無論斑溝、甲子、牛、羊
[00:11:09.000 --> 00:11:13.000]  都是符合祭司的眼光
[00:11:13.000 --> 00:11:18.000]  但是可能會貴一倍甚至兩倍
[00:11:18.000 --> 00:11:24.000]  因此就會有一班特權人士在那裡經營
[00:11:24.000 --> 00:11:31.000]  在聖殿裡買的那些獻祭的祭品特別貴
[00:11:31.000 --> 00:11:34.000]  那些錢就落在哪些人的口袋裡呢?
[00:11:34.000 --> 00:11:39.000]  大家想想,得到祭司的允許
[00:11:39.000 --> 00:11:43.000]  那些販賣的人士
[00:11:43.000 --> 00:11:47.000]  他也收到很多利益
[00:11:47.000 --> 00:11:52.000]  另外就是在耶路撒冷
[00:11:52.000 --> 00:11:55.000]  他們要來奉獻的時候
[00:11:55.000 --> 00:12:00.000]  他們是不可以用羅馬的幣
[00:12:00.000 --> 00:12:05.000]  羅馬的幣裡有凱撒大帝的像是他們拜過的
[00:12:05.000 --> 00:12:11.000]  怎麼可以用凱撒的錢幣來奉獻給上帝呢?
[00:12:11.000 --> 00:12:17.000]  所以他們來的時候又要兌換猶太人的錢幣
[00:12:17.000 --> 00:12:19.000]  於是就糟糕了
[00:12:19.000 --> 00:12:23.000]  那些猶太人在聖殿裡兌換的錢幣
[00:12:23.000 --> 00:12:25.000]  全部都提高了
[00:12:25.000 --> 00:12:29.000]  又落了錢在別人的口袋裡
[00:12:29.000 --> 00:12:34.000]  各位,對於貧窮又很想來敬拜上帝的人
[00:12:34.000 --> 00:12:36.000]  他又想獻祭的時候
[00:12:36.000 --> 00:12:40.000]  他又被剝削了
[00:12:40.000 --> 00:12:45.000]  耶穌基督很清楚這個情況
[00:12:45.000 --> 00:12:48.000]  所以耶穌祂發火
[00:12:48.000 --> 00:12:51.000]  還有第二個發火的地方就是
[00:12:51.000 --> 00:12:59.000]  他們在哪裡兌換錢幣和購買祭物呢?
[00:12:59.000 --> 00:13:02.000]  就是在聖殿的外院
[00:13:02.000 --> 00:13:05.000]  又叫做外邦人院
[00:13:05.000 --> 00:13:10.000]  以前的外邦人院就是給外邦人在那裡
[00:13:10.000 --> 00:13:16.000]  他們不可以去內院給猶太人去敬拜
[00:13:16.000 --> 00:13:20.000]  他們只能夠在外面的院
[00:13:20.000 --> 00:13:27.000]  外邦人也有機會在那裡獻祭和敬拜上帝
[00:13:27.000 --> 00:13:29.000]  但是有些猶太人覺得
[00:13:29.000 --> 00:13:33.000]  我們的上帝為什麼給外邦人來拜呢?
[00:13:33.000 --> 00:13:36.000]  還有他們想一想
[00:13:36.000 --> 00:13:41.000]  很多販賣甲子、牛羊的那些人覺得
[00:13:41.000 --> 00:13:44.000]  最好的就是他們一來到聖殿
[00:13:44.000 --> 00:13:47.000]  有個地方來擺賣
[00:13:47.000 --> 00:13:49.000]  他們可以高價在那裡賣出
[00:13:49.000 --> 00:13:51.000]  然後有收入
[00:13:51.000 --> 00:13:54.000]  所以這個外邦人院已經變成了
[00:13:54.000 --> 00:13:58.000]  不可以再敬拜上帝了
[00:13:58.000 --> 00:14:03.000]  外邦人院就變成了一個買賣的地方
[00:14:03.000 --> 00:14:05.000]  因此耶穌很憤怒
[00:14:05.000 --> 00:14:10.000]  他們竟然把上帝的殿變成賊窩
[00:14:10.000 --> 00:14:14.000]  還有變成一個買賣商品的地方
[00:14:14.000 --> 00:14:18.000]  你是耶穌你憤不憤怒呢?各位
[00:14:18.000 --> 00:14:22.000]  在當代那些外邦人或者窮苦的人
[00:14:22.000 --> 00:14:23.000]  他們憤不憤怒呢?
[00:14:23.000 --> 00:14:25.000]  他們一樣很憤怒
[00:14:25.000 --> 00:14:28.000]  不能敬拜上帝
[00:14:28.000 --> 00:14:30.000]  他們在外院
[00:14:30.000 --> 00:14:32.000]  所以他們很憤怒
[00:14:32.000 --> 00:14:34.000]  耶穌這種憤怒
[00:14:34.000 --> 00:14:36.000]  我們看回舊約的時候
[00:14:36.000 --> 00:14:40.000]  有一種宗教上的疑慮
[00:14:40.000 --> 00:14:44.000]  這種疑慮也是上帝的憤怒
[00:14:44.000 --> 00:14:46.000]  上帝的憤怒是指
[00:14:46.000 --> 00:14:51.000]  上帝期望人成為良善的、合法的
[00:14:51.000 --> 00:14:55.000]  他們竟然不跟著上帝去做
[00:14:55.000 --> 00:15:00.000]  所以上帝就很憤怒
[00:15:00.000 --> 00:15:02.000]  所以弟兄姊妹
[00:15:02.000 --> 00:15:04.000]  耶穌基督的憤怒
[00:15:04.000 --> 00:15:07.000]  是代表了兩種憤怒
[00:15:07.000 --> 00:15:08.000]  第一個憤怒
[00:15:08.000 --> 00:15:10.000]  他站在他是神的兒子
[00:15:10.000 --> 00:15:14.000]  上帝的代表
[00:15:14.000 --> 00:15:16.000]  他有上帝的憤怒的心
[00:15:16.000 --> 00:15:17.000]  第二
[00:15:17.000 --> 00:15:20.000]  他看到那些被剝削
[00:15:20.000 --> 00:15:24.000]  那些不能敬拜上帝的外邦人
[00:15:24.000 --> 00:15:25.000]  他很憤怒
[00:15:25.000 --> 00:15:29.000]  因為上帝不只是給猶太人
[00:15:29.000 --> 00:15:31.000]  上帝是給普世的
[00:15:31.000 --> 00:15:33.000]  在耶穌的年代
[00:15:33.000 --> 00:15:36.000]  這個觀念已經產生
[00:15:36.000 --> 00:15:40.000]  上帝不只是愛猶太人
[00:15:40.000 --> 00:15:43.000]  上帝愛世人
[00:15:43.000 --> 00:15:47.000]  甚至把他的獨失都賜給他們
[00:15:47.000 --> 00:15:49.000]  當大家看到的時候
[00:15:49.000 --> 00:15:51.000]  你會看到主耶穌基督
[00:15:51.000 --> 00:15:55.000]  他的憤怒的原因
[00:15:55.000 --> 00:15:57.000]  但是異怒
[00:15:57.000 --> 00:16:00.000]  特別是一個不公不義的社會裡
[00:16:00.000 --> 00:16:04.000]  我們有時要敢怒而不敢言
[00:16:04.000 --> 00:16:06.000]  因為你一言的話
[00:16:06.000 --> 00:16:08.000]  可能你會受傷
[00:16:08.000 --> 00:16:12.000]  甚至你的家人朋友受傷
[00:16:12.000 --> 00:16:14.000]  但是一個異人
[00:16:14.000 --> 00:16:16.000]  他不敢發異怒
[00:16:16.000 --> 00:16:18.000]  他能夠在適當的時候
[00:16:18.000 --> 00:16:20.000]  適當的情景
[00:16:20.000 --> 00:16:22.000]  來發異怒
[00:16:22.000 --> 00:16:24.000]  正如耶穌基督
[00:16:24.000 --> 00:16:26.000]  他就在適當的地方
[00:16:26.000 --> 00:16:27.000]  他來嬲怒
[00:16:27.000 --> 00:16:29.000]  大家看到在當時
[00:16:29.000 --> 00:16:32.000]  沒有人夠膽去阻止耶穌
[00:16:32.000 --> 00:16:34.000]  可能是耶穌
[00:16:34.000 --> 00:16:37.000]  他真是很有holiness
[00:16:37.000 --> 00:16:38.000]  給人的感覺
[00:16:38.000 --> 00:16:41.000]  同樣耶穌是代表了
[00:16:41.000 --> 00:16:43.000]  當時一群群眾
[00:16:43.000 --> 00:16:45.000]  一群外邦人
[00:16:45.000 --> 00:16:46.000]  他們的嬲怒
[00:16:46.000 --> 00:16:49.000]  當權者也不敢馬上出來
[00:16:49.000 --> 00:16:51.000]  阻止耶穌
[00:16:51.000 --> 00:16:54.000]  耶穌能夠把握他的機會
[00:16:54.000 --> 00:16:56.000]  去表達他的嬲怒
[00:16:56.000 --> 00:16:58.000]  耶穌的憤怒
[00:16:58.000 --> 00:17:00.000]  是來自他火熱的一顆心
[00:17:00.000 --> 00:17:02.000]  所以約翰的作者
[00:17:02.000 --> 00:17:04.000]  他這樣描述耶穌
[00:17:04.000 --> 00:17:08.000]  他說想起經上有一句話
[00:17:08.000 --> 00:17:11.000]  我為你的電心裡焦急
[00:17:11.000 --> 00:17:13.000]  如同火燒
[00:17:13.000 --> 00:17:17.000]  這個字有很特別的意思
[00:17:17.000 --> 00:17:19.000]  焦急大家都知道
[00:17:19.000 --> 00:17:21.000]  就是很急很急
[00:17:21.000 --> 00:17:23.000]  如同火燒
[00:17:23.000 --> 00:17:25.000]  就是說一個人
[00:17:25.000 --> 00:17:29.000]  急到想馬上吃掉他
[00:17:29.000 --> 00:17:33.000]  急到要馬上吃掉他
[00:17:33.000 --> 00:17:37.000]  各位,為何猶太人有這個思想呢?
[00:17:37.000 --> 00:17:39.000]  如同火燒
[00:17:39.000 --> 00:17:44.000]  我有一次看到三個青年
[00:17:44.000 --> 00:17:46.000]  三個都喜歡朱古力
[00:17:46.000 --> 00:17:50.000]  全盒只有一顆朱古力
[00:17:50.000 --> 00:17:53.000]  每個都在吃
[00:17:53.000 --> 00:17:57.000]  誰最快就拿來吃
[00:17:57.000 --> 00:17:59.000]  各位,他想形容
[00:17:59.000 --> 00:18:01.000]  如果你肚餓
[00:18:01.000 --> 00:18:03.000]  你很想吃一樣東西
[00:18:03.000 --> 00:18:05.000]  而這東西在你眼前
[00:18:05.000 --> 00:18:07.000]  你就會很焦急
[00:18:07.000 --> 00:18:09.000]  馬上擁有它
[00:18:09.000 --> 00:18:11.000]  是這樣的意思
[00:18:11.000 --> 00:18:13.000]  如同火燒
[00:18:13.000 --> 00:18:17.000]  就是耶穌有一種上帝的憤怒
[00:18:17.000 --> 00:18:20.000]  耶穌的憤怒造成了幾個結果
[00:18:20.000 --> 00:18:24.000]  他的憤怒有幾個表現
[00:18:24.000 --> 00:18:27.000]  第一,他引起了注意
[00:18:27.000 --> 00:18:29.000]  耶穌進了神的殿
[00:18:29.000 --> 00:18:32.000]  就趕出殿裡一起作買賣的人
[00:18:32.000 --> 00:18:35.000]  又推倒那些兌換銀錢的人
[00:18:35.000 --> 00:18:37.000]  是賣鴿子的人
[00:18:37.000 --> 00:18:40.000]  賣鴿子的人是賣給什麼人呢?
[00:18:40.000 --> 00:18:43.000]  為什麼約翰特別提呢?
[00:18:43.000 --> 00:18:49.000]  買牛買羊的人很有錢
[00:18:49.000 --> 00:18:53.000]  有些窮人買不起一隻牛一隻羊
[00:18:53.000 --> 00:18:55.000]  就是買鴿子那些
[00:18:55.000 --> 00:18:57.000]  或者班溝,是最便宜的
[00:18:57.000 --> 00:18:59.000]  連那些最便宜的窮人
[00:18:59.000 --> 00:19:04.000]  他們都用很高價賣給他們賺錢
[00:19:04.000 --> 00:19:07.000]  所以耶穌特別針對這件事
[00:19:07.000 --> 00:19:10.000]  耶穌的憤怒
[00:19:10.000 --> 00:19:15.000]  是引起了當權者都要關注
[00:19:15.000 --> 00:19:20.000]  不單止引起群眾的注意
[00:19:20.000 --> 00:19:23.000]  是當權者都要關注
[00:19:23.000 --> 00:19:28.000]  耶穌將他的憤怒化成了一種合理的行動
[00:19:28.000 --> 00:19:31.000]  當然你可以說不是很合理
[00:19:31.000 --> 00:19:33.000]  走去推倒別人的東西
[00:19:33.000 --> 00:19:37.000]  這種行動是表達了很多群眾
[00:19:37.000 --> 00:19:40.000]  他們很想做,但他們不敢去做
[00:19:40.000 --> 00:19:43.000]  耶穌將它化為一個力量出來
[00:19:43.000 --> 00:19:47.000]  將憤怒化為抗議表達不滿
[00:19:47.000 --> 00:19:52.000]  讓對方不要再過分
[00:19:52.000 --> 00:19:55.000]  這是在合宜的時間應該去做的
[00:19:55.000 --> 00:19:58.000]  所以耶穌這個行動
[00:19:58.000 --> 00:20:02.000]  變為一種社會性的憤怒出現
[00:20:02.000 --> 00:20:06.000]  他要當權者去想想他們所做的事
[00:20:06.000 --> 00:20:11.000]  他們所做的事是多麼不仁不義不應
[00:20:11.000 --> 00:20:13.000]  所以弟兄姊妹
[00:20:13.000 --> 00:20:17.000]  耶穌在這裡所做的事
[00:20:17.000 --> 00:20:20.000]  他是有意義的
[00:20:20.000 --> 00:20:23.000]  當然耶穌這樣做的時候
[00:20:23.000 --> 00:20:25.000]  他換來一個代價
[00:20:25.000 --> 00:20:29.000]  那些當權者,那些祭司長
[00:20:29.000 --> 00:20:32.000]  他們聯合起來
[00:20:32.000 --> 00:20:36.000]  在那一次,耶穌夠膽來踢鬥
[00:20:36.000 --> 00:20:38.000]  已經非常憤怒
[00:20:38.000 --> 00:20:41.000]  在那一刻已經定了
[00:20:41.000 --> 00:20:45.000]  一定要將耶穌剷除
[00:20:45.000 --> 00:20:48.000]  耶穌根本不怕死
[00:20:48.000 --> 00:20:50.000]  來到就是要上十字架
[00:20:50.000 --> 00:20:52.000]  你剷除他
[00:20:52.000 --> 00:20:55.000]  他就上十字架的路
[00:20:55.000 --> 00:20:58.000]  來救贖世人
[00:20:58.000 --> 00:21:01.000]  當然我們不是耶穌
[00:21:01.000 --> 00:21:05.000]  如果你的憤怒導致
[00:21:05.000 --> 00:21:08.000]  當權者要將你剷除的話
[00:21:08.000 --> 00:21:10.000]  你真的要想一想
[00:21:10.000 --> 00:21:12.000]  不要個個走出來
[00:21:12.000 --> 00:21:14.000]  我做上帝,我做耶穌
[00:21:14.000 --> 00:21:16.000]  亂來的,各位
[00:21:16.000 --> 00:21:19.000]  當權者,你不單止動不了他
[00:21:19.000 --> 00:21:21.000]  被他動回來,你更糟糕
[00:21:21.000 --> 00:21:25.000]  你的憤怒只不過是發作
[00:21:25.000 --> 00:21:28.000]  所以在這裡你還是要去想
[00:21:28.000 --> 00:21:33.000]  好了,耶穌也引起當權者的關注
[00:21:33.000 --> 00:21:35.000]  所以當權者的那些人
[00:21:35.000 --> 00:21:37.000]  就去問耶穌一個問題
[00:21:37.000 --> 00:21:43.000]  「你寄作者,奢侈還顯什麼神蹟給我們看?」
[00:21:43.000 --> 00:21:49.000]  主耶穌當眾去猶太的當權者來挑戰
