
[00:00:00.000 --> 00:00:02.580]  菩提姐妹,讓我們先聽神的禱語
[00:02:38.240 --> 00:02:39.200]  有些人認為
[00:02:39.200 --> 00:02:41.080]  我不害你就是有「良心」了
[00:02:41.080 --> 00:02:41.880]  另一個極端
[00:02:41.880 --> 00:02:42.560]  有些人就是
[00:02:42.560 --> 00:02:43.760]  不做那些好事
[00:02:43.760 --> 00:02:44.640]  去幫助別人呢
[00:02:44.640 --> 00:02:47.400]  又覺得不是過得自己的「良心」
[00:02:47.400 --> 00:02:48.400]  有些人覺得呢
[00:02:48.400 --> 00:02:49.600]  如果不去做好事呢
[00:02:49.600 --> 00:02:51.080]  就過不了自己的「良心」
[00:02:51.080 --> 00:02:52.840]  似乎各執一詞
[00:02:52.840 --> 00:02:53.840]  似乎呢
[00:02:53.840 --> 00:02:54.680]  各執一詞
[00:02:54.680 --> 00:02:56.640]  各人為「良心」去定義
[00:02:57.080 --> 00:02:58.720]  各人呢為「良心」去定義
[00:02:58.720 --> 00:03:00.440]  無論怎樣解釋好
[00:03:00.440 --> 00:03:02.080]  無論怎樣解釋
[00:03:02.080 --> 00:03:04.920]  都好像很飄渺的一種事情
[00:03:04.920 --> 00:03:06.640]  都是一件飄渺的事情
[00:03:06.640 --> 00:03:09.160]  但是當我們看回聖經的時候呢
[00:03:09.160 --> 00:03:11.000]  當我們看聖經的時候呢
[00:03:11.000 --> 00:03:12.640]  「良心」在聖經裡面
[00:03:12.640 --> 00:03:15.160]  其實有很清楚的介紹的
[00:03:15.160 --> 00:03:16.760]  「良心」呢在聖經中呢
[00:03:16.760 --> 00:03:18.240]  有清楚的介紹
[00:03:18.240 --> 00:03:19.320]  如果我們去看到
[00:03:19.320 --> 00:03:22.280]  第四徒行傳第23章的第一節
[00:03:22.280 --> 00:03:25.360]  就在這裡介紹了這個「良心」這個題目出來了
[00:03:25.360 --> 00:03:28.040]  如果我們看第四徒行傳第23章的第一節呢
[00:03:28.040 --> 00:03:29.520]  就講了「良心」呢
[00:03:29.520 --> 00:03:31.320]  其實「良心」這個題目呢
[00:03:31.320 --> 00:03:33.160]  不單止在四徒行傳裡面
[00:03:33.160 --> 00:03:34.800]  在保羅的神學裡面
[00:03:34.800 --> 00:03:36.160]  也都經常提到
[00:03:36.160 --> 00:03:39.720]  尤其是在提摩太書的當中
[00:03:39.720 --> 00:03:42.640]  「良心」呢不只是在第四徒行傳中提到
[00:03:42.640 --> 00:03:44.280]  而是在保羅所講的東西
[00:03:44.280 --> 00:03:46.080]  在提摩太書中也提到
[00:03:46.080 --> 00:03:48.920]  在這裡第23章的第一節
[00:03:48.920 --> 00:03:52.160]  保羅向猶太人的公會的人這樣說
[00:03:52.320 --> 00:03:57.160]  在第23章保羅對公會的人說
[00:03:57.160 --> 00:03:58.120]  「弟兄們啊
[00:03:58.120 --> 00:04:00.800]  我在神的面前行事為人
[00:04:00.800 --> 00:04:03.920]  都是憑著良心直到今日」
[00:04:03.920 --> 00:04:05.080]  保羅說
[00:04:05.080 --> 00:04:05.720]  「弟兄們啊
[00:04:05.720 --> 00:04:07.480]  我在神面前行事為人
[00:04:07.480 --> 00:04:09.800]  都是憑著良心直到今日」
[00:04:09.800 --> 00:04:11.600]  保羅為了「良心」
[00:04:11.600 --> 00:04:13.760]  「Synodicis」這個字
[00:04:13.760 --> 00:04:16.520]  他留了一個很清楚的定義
[00:04:16.520 --> 00:04:19.840]  保羅為「良心」有一個很清楚的定義
[00:04:19.840 --> 00:04:21.040]  「Synodicis」這個字
[00:04:21.040 --> 00:04:22.840]  是解作一種在神的裏面
[00:04:22.840 --> 00:04:27.160]  被上帝監察著的一種內註性情
[00:04:27.160 --> 00:04:30.600]  「良心」是被上帝監察的一種性情
[00:04:30.600 --> 00:04:32.000]  不是我自己定的
[00:04:32.000 --> 00:04:33.400]  不是我們自己定的
[00:04:33.400 --> 00:04:35.800]  而是神為我們而定的
[00:04:35.800 --> 00:04:37.280]  是神為我們而定的
[00:04:37.280 --> 00:04:38.520]  換句話來說
[00:04:38.520 --> 00:04:39.440]  換句話講
[00:04:39.440 --> 00:04:41.600]  保羅對「良心」的解釋就是說
[00:04:41.600 --> 00:04:44.040]  當一個人和神的心思
[00:04:44.040 --> 00:04:46.760]  是能夠緊緊掛鉤的話
[00:04:46.760 --> 00:04:51.280]  保羅認為「良心」如果是跟神可以一起掛鉤的話
[00:04:51.280 --> 00:04:54.280]  人就能夠有一種像上帝一樣
[00:04:54.280 --> 00:04:56.200]  辨別對錯的能力
[00:04:56.200 --> 00:04:57.840]  人就能夠像上帝一樣
[00:04:57.840 --> 00:05:00.640]  對善錯有一個辨別能力
[00:05:00.640 --> 00:05:03.120]  而有辨別的能力有什麼重要性呢?
[00:05:03.120 --> 00:05:04.880]  辨別能力有什麼重要性呢?
[00:05:04.880 --> 00:05:07.080]  當你知道什麼叫做對什麼錯
[00:05:07.080 --> 00:05:08.760]  從神的標準的時候
[00:05:08.760 --> 00:05:11.280]  去看每一件事就很不同了
[00:05:11.280 --> 00:05:13.000]  當你知道什麼是對什麼是錯
[00:05:13.000 --> 00:05:14.240]  從神的標準來看
[00:05:14.240 --> 00:05:15.440]  事情就不一樣了
[00:05:15.440 --> 00:05:19.400]  你做事就會知道什麼叫做有所分寸
[00:05:19.400 --> 00:05:22.480]  你做事就覺得會有所分寸
[00:05:22.480 --> 00:05:25.480]  其實中國人說我們做人有分寸
[00:05:25.480 --> 00:05:27.280]  其實很有意思的一句話
[00:05:27.280 --> 00:05:31.400]  中國人對有分寸這個詞有很大的意思
[00:05:31.400 --> 00:05:36.240]  我小時候家裡還有人自己做衣服
[00:05:36.240 --> 00:05:38.960]  我小時候家裡還有人自己做衣服
[00:05:38.960 --> 00:05:40.840]  你家裡有沒有人自己做衣服?
[00:05:40.840 --> 00:05:41.560]  有吧?
[00:05:41.560 --> 00:05:43.040]  你家裡也有自己做衣服嗎?
[00:05:43.040 --> 00:05:45.400]  做衣服的人一定有一把尺子
[00:05:45.400 --> 00:05:47.720]  做衣服的人一定有一把尺子
[00:05:47.720 --> 00:05:52.000]  我小時候就發現那把尺子跟我在學校讀的那把尺子不一樣
[00:05:52.000 --> 00:05:55.760]  我才發現那把做衣服的尺子跟我在學校用的尺子不一樣
[00:05:55.760 --> 00:05:57.360]  那把尺子很特別
[00:05:57.360 --> 00:05:58.280]  尺子很特別
[00:05:58.280 --> 00:06:00.320]  那些寸啊、分啊
[00:06:00.320 --> 00:06:01.800]  我們是這樣定的
[00:06:01.800 --> 00:06:06.240]  跟我們西方用的那把寸尺子是不一樣的
[00:06:06.240 --> 00:06:09.640]  做衣服的尺子有寸啊、有分啊
[00:06:09.640 --> 00:06:12.600]  跟我們西方人用的尺子不一樣
[00:06:12.600 --> 00:06:14.760]  我在家裡就拿了那把尺子
[00:06:14.760 --> 00:06:16.560]  我就將家裡的尺子拿過來
[00:06:16.560 --> 00:06:18.040]  當然是靜悄悄地拿
[00:06:18.040 --> 00:06:19.480]  從頭到尾拿過來
[00:06:19.480 --> 00:06:20.560]  不要讓家裡人知道
[00:06:20.560 --> 00:06:22.440]  無緣無故找了一把尺子出來
[00:06:22.440 --> 00:06:23.720]  讓家裡人知道
[00:06:23.720 --> 00:06:25.720]  就拿回學校給老師看
[00:06:25.720 --> 00:06:27.240]  就拿到學校讓老師看
[00:06:27.240 --> 00:06:29.080]  老師就跟我說
[00:06:29.080 --> 00:06:31.920]  喂,老師啊,不同的啊
[00:06:31.920 --> 00:06:33.400]  我們的尺寸
[00:06:33.400 --> 00:06:34.080]  我就跟老師說
[00:06:34.080 --> 00:06:36.040]  這把尺子跟我們用的不一樣
[00:06:36.040 --> 00:06:38.560]  我說哪個才是對的?
[00:06:38.560 --> 00:06:40.080]  哪個才是對的呢?
[00:06:40.080 --> 00:06:42.280]  然後我的老師就這樣跟我說
[00:06:42.280 --> 00:06:43.280]  老師就跟我說
[00:06:43.280 --> 00:06:45.360]  今天我不是跟你說數學課
[00:06:45.360 --> 00:06:47.320]  我今天不講數學
[00:06:47.320 --> 00:06:49.600]  我跟你說一下怎麼做人
[00:06:49.600 --> 00:06:51.080]  跟你說怎麼做人
[00:06:51.080 --> 00:06:53.600]  這些東西我想西方學校很少教的
[00:06:53.600 --> 00:06:55.960]  這些東西在西方學校很少教
[00:06:55.960 --> 00:06:57.640]  中國人的尺子裡
[00:06:57.640 --> 00:06:59.120]  中國人的尺子裡
[00:06:59.120 --> 00:07:00.480]  通常就會說
[00:07:00.480 --> 00:07:01.640]  通常會講
[00:07:01.640 --> 00:07:03.200]  在這裡上面
[00:07:03.200 --> 00:07:04.640]  有多少分
[00:07:04.640 --> 00:07:06.160]  有分
[00:07:06.160 --> 00:07:07.160]  多少寸
[00:07:07.160 --> 00:07:08.520]  有寸
[00:07:08.520 --> 00:07:10.840]  用這個來做量度的單位
[00:07:10.840 --> 00:07:12.800]  用這個來做量度的單位
[00:07:12.800 --> 00:07:16.680]  是量度當中最微細的一個單位
[00:07:16.680 --> 00:07:18.840]  是量度當中最微細的一個單位
[00:07:18.840 --> 00:07:19.760]  那你不要跟我爭辯了
[00:07:19.760 --> 00:07:21.000]  今天有Nino
[00:07:21.000 --> 00:07:23.960]  很微細微細到納米技術
[00:07:23.960 --> 00:07:24.920]  不是講這個
[00:07:24.920 --> 00:07:27.040]  他說這個是象徵著什麼呢?
[00:07:27.040 --> 00:07:28.560]  這個象徵著什麼呢?
[00:07:28.560 --> 00:07:31.840]  做人做事有一個尺度
[00:07:31.840 --> 00:07:33.680]  做人做事要有一個尺度
[00:07:33.680 --> 00:07:36.680]  它有一個衡量的標準
[00:07:36.680 --> 00:07:38.200]  有一個衡量的標準
[00:07:38.200 --> 00:07:39.680]  所有做衣服的人
[00:07:39.680 --> 00:07:40.640]  所有做衣服的人
[00:07:40.640 --> 00:07:44.120]  都必須跟這個衡量的標準來做事
[00:07:44.120 --> 00:07:46.120]  都要根據這個衡量的標準來做事
[00:07:46.120 --> 00:07:47.920]  而聖經裡面
[00:07:47.920 --> 00:07:48.720]  而在聖經裡面
[00:07:48.720 --> 00:07:52.680]  保羅提到這個衡量的標準不是人所定
[00:07:52.680 --> 00:07:54.480]  保羅提倡這個衡量標準
[00:07:54.480 --> 00:07:56.000]  而不是由人來定的
[00:07:56.000 --> 00:07:57.840]  而是由神而定的
[00:07:57.840 --> 00:07:59.080]  是由神定的
[00:07:59.080 --> 00:08:01.360]  我老師講完這番話之後呢?
[00:08:01.360 --> 00:08:02.640]  我老師講完這句話之後呢?
[00:08:02.640 --> 00:08:04.440]  他接著再跟我說了一樣東西
[00:08:04.440 --> 00:08:05.400]  他跟著跟我講
[00:08:05.400 --> 00:08:09.040]  他有沒有留意中國人的重量都不同的?
[00:08:09.040 --> 00:08:11.680]  他有沒有留意中國人的重量單位也不一樣的?
[00:08:11.680 --> 00:08:12.400]  是啊
[00:08:12.400 --> 00:08:13.760]  我也覺得是的
[00:08:13.760 --> 00:08:14.920]  我覺得也是不一樣的
[00:08:14.920 --> 00:08:17.840]  在學校讀的那些叫公斤
[00:08:17.840 --> 00:08:19.520]  在學校是用的公斤
[00:08:19.520 --> 00:08:22.320]  我們在家裡用的那些是唐人的法碼
[00:08:22.320 --> 00:08:24.760]  那些斤數又不同的
[00:08:24.760 --> 00:08:28.960]  在家裡唐人用的是不同的斤數
[00:08:28.960 --> 00:08:32.640]  你知不知道一斤唐人的重量
[00:08:32.640 --> 00:08:34.120]  一斤是多少呢?
[00:08:34.120 --> 00:08:38.560]  你知道一斤是相當於多少嗎?
[00:08:38.560 --> 00:08:40.000]  大陸是十兩的
[00:08:40.000 --> 00:08:40.560]  OK?
[00:08:40.560 --> 00:08:42.440]  大陸是十兩
[00:08:42.440 --> 00:08:44.080]  正式是十六兩的
[00:08:44.080 --> 00:08:45.280]  正式應該是十六兩
[00:08:45.280 --> 00:08:47.600]  那我該相信哪一個呢?
[00:08:47.600 --> 00:08:49.440]  要相信用哪一個呢?
[00:08:49.440 --> 00:08:51.760]  然後他老師說你就不要問我了
[00:08:51.760 --> 00:08:52.720]  我就說你不要問我
[00:08:52.720 --> 00:08:55.600]  你問做磅的那個人
[00:08:55.600 --> 00:08:57.880]  你就去問做那個磅的人
[00:08:57.880 --> 00:09:00.000]  我家裡是做生意的
[00:09:00.000 --> 00:09:01.200]  我家裡人是做生意的
[00:09:01.200 --> 00:09:03.920]  從小就玩磅玩到大
[00:09:03.920 --> 00:09:04.840]  被媽媽罵的
[00:09:04.840 --> 00:09:07.840]  一跳上磅就被媽媽罵的
[00:09:07.840 --> 00:09:10.280]  小時候經常是在那個磅上去玩
[00:09:10.280 --> 00:09:12.040]  你知不知道為什麼要罵?
[00:09:12.040 --> 00:09:13.200]  知道為什麼要被罵
[00:09:13.200 --> 00:09:15.600]  你見過那些磅是怎麼樣的?
[00:09:15.600 --> 00:09:16.960]  家裡那個磅是什麼樣的?
[00:09:16.960 --> 00:09:19.920]  或者是藥材舖釘著的那些
[00:09:19.920 --> 00:09:22.840]  好像手裡拿個線釘起來的那個磅
[00:09:22.840 --> 00:09:24.280]  我見過的磅呢?
[00:09:24.280 --> 00:09:25.840]  我玩大的那些磅呢?
[00:09:25.840 --> 00:09:27.680]  我小時候玩的那個磅
[00:09:27.680 --> 00:09:29.400]  整個人都放得上去的
[00:09:29.400 --> 00:09:30.760]  人都可以整個踩上去
[00:09:30.760 --> 00:09:32.000]  一個大平台
[00:09:32.000 --> 00:09:32.800]  一個平台
[00:09:32.800 --> 00:09:36.760]  然後有一個柱子動在這裡的
[00:09:36.760 --> 00:09:37.840]  有一個柱子
[00:09:37.840 --> 00:09:38.680]  好像柱子一樣的東西
[00:09:38.680 --> 00:09:39.800]  你想見下在哪裡呢?
[00:09:39.800 --> 00:09:41.320]  我見過多倫多有
[00:09:41.320 --> 00:09:42.840]  我在多倫多也見過
[00:09:42.840 --> 00:09:44.560]  你走去distillery
[00:09:44.560 --> 00:09:46.480]  在那個釀酒區
[00:09:46.480 --> 00:09:50.280]  釀酒區
[00:09:50.280 --> 00:09:52.440]  裡面有一個博物館
[00:09:52.440 --> 00:09:54.200]  專門賣首飾品的
[00:09:54.200 --> 00:09:55.400]  裡面有四部
[00:09:55.400 --> 00:09:57.800]  有一個博物館專門賣首飾品的
[00:09:57.800 --> 00:09:58.840]  它裡面有一個大磅
[00:09:58.840 --> 00:10:00.600]  我好開心啊我見到
[00:10:00.600 --> 00:10:01.520]  我看了很開心
[00:10:01.520 --> 00:10:03.680]  這麼多年不能跳那道磅呢?
[00:10:03.680 --> 00:10:05.240]  這麼多年都不能跳上去呢?
[00:10:05.240 --> 00:10:06.920]  不可以跳因為那道磅是舊的
[00:10:06.920 --> 00:10:08.680]  因為那道磅是舊的
[00:10:08.680 --> 00:10:11.320]  為什麼我媽媽這麼多年都叫我不要跳那道磅呢?
[00:10:11.320 --> 00:10:12.600]  不要玩那道磅呢?
[00:10:12.600 --> 00:10:15.240]  為什麼我媽媽就說不要去玩那道磅呢?
[00:10:15.240 --> 00:10:17.880]  那道磅是用來做生意的
[00:10:17.880 --> 00:10:19.000]  原來是做生意的
[00:10:19.000 --> 00:10:20.400]  你跳壞了它
[00:10:20.400 --> 00:10:21.240]  做壞了
[00:10:21.240 --> 00:10:23.280]  跳著跳著的時候它鬆了
[00:10:23.280 --> 00:10:24.480]  就鬆了
[00:10:24.480 --> 00:10:26.840]  你秤貨給人要秤多一點給人的
[00:10:26.840 --> 00:10:28.680]  秤貨的時候又秤不準了
[00:10:28.680 --> 00:10:30.160]  因為不準嘛
[00:10:30.160 --> 00:10:31.600]  你以為一磅一斤
[00:10:31.600 --> 00:10:34.440]  原來一百斤一擔
[00:10:34.440 --> 00:10:36.360]  原來要多多十斤下去的
[00:10:36.360 --> 00:10:38.080]  那就虧本了
[00:10:38.080 --> 00:10:40.560]  秤多了就虧本了
[00:10:40.560 --> 00:10:45.080]  所以磅全部是有一個規定的
[00:10:45.080 --> 00:10:47.400]  所以這個磅和寸都有規定的
[00:10:47.400 --> 00:10:50.600]  而且不斷要找人去調教的定時
[00:10:50.600 --> 00:10:53.040]  要不同的找人去調教
[00:10:53.040 --> 00:10:55.760]  人家調教完就貼個貼紙下去的
[00:10:55.760 --> 00:10:57.800]  調整完要是貼個貼紙在上面
[00:10:57.800 --> 00:11:00.160]  如果沒有貼紙的磅你就不要去買東西了
[00:11:00.160 --> 00:11:03.680]  如果沒有貼紙的秤你就不要去買了
[00:11:03.680 --> 00:11:05.080]  加拿大都一樣的
[00:11:05.080 --> 00:11:05.960]  在加拿大一樣
[00:11:05.960 --> 00:11:07.320]  你們有沒有去加油啊?
[00:11:07.320 --> 00:11:08.400]  有沒有去加油的?
[00:11:08.400 --> 00:11:10.080]  加油的時候有沒有留意
[00:11:10.080 --> 00:11:12.640]  每個油泵上面有一張貼紙的?
[00:11:12.640 --> 00:11:14.560]  在每個油泵上有個貼紙
[00:11:14.560 --> 00:11:16.800]  圓形的打著日期的
[00:11:16.800 --> 00:11:18.160]  有圓形的有日期的
[00:11:18.160 --> 00:11:20.720]  證明那天是有人驗過這個油泵
[00:11:20.720 --> 00:11:23.120]  是給的量數是對的
[00:11:23.120 --> 00:11:24.960]  證明了有人驗過驗證過
[00:11:24.960 --> 00:11:27.080]  說那個油給的磅數是對的
[00:11:27.080 --> 00:11:29.280]  我講這麼多給大家聽是什麼呢?
[00:11:29.280 --> 00:11:30.480]  講這麼多是為什麼呢?
[00:11:30.480 --> 00:11:31.840]  不是教大家數學
[00:11:31.840 --> 00:11:32.600]  不是教大家數學
[00:11:32.600 --> 00:11:34.200]  而是想告訴大家
[00:11:34.200 --> 00:11:34.920]  告訴大家
[00:11:34.920 --> 00:11:37.760]  每樣的份量
[00:11:37.760 --> 00:11:38.640]  每樣的份量
[00:11:38.640 --> 00:11:39.800]  亮度
[00:11:39.800 --> 00:11:40.360]  亮度
[00:11:40.360 --> 00:11:41.680]  都有一個標準
[00:11:41.680 --> 00:11:42.480]  都有標準
[00:11:42.480 --> 00:11:43.840]  而這個標準
[00:11:43.840 --> 00:11:44.240]  而這個標準
[00:11:44.240 --> 00:11:46.080]  在人的世界裡面
[00:11:46.080 --> 00:11:46.680]  在人的世界裡面
[00:11:46.680 --> 00:11:48.120]  它經常都會變的
[00:11:48.120 --> 00:11:49.320]  經常會變
[00:11:49.320 --> 00:11:50.600]  所以經常要教
[00:11:50.600 --> 00:11:51.440]  所以經常要調教
[00:11:51.440 --> 00:11:53.360]  但是如果我們的人生
[00:11:53.360 --> 00:11:54.560]  而我們的人生
[00:11:54.560 --> 00:11:55.840]  在神的裡面
[00:11:55.840 --> 00:11:58.160]  受上帝不斷的管束著
[00:11:58.160 --> 00:12:00.400]  而在神裡面受上帝的管束呢
[00:12:00.400 --> 00:12:03.720]  上帝管著你這就叫做良心了
[00:12:03.720 --> 00:12:05.080]  而上帝管著呢
[00:12:05.080 --> 00:12:06.320]  這個就叫做良心
[00:12:06.320 --> 00:12:08.400]  所以如果你有一個正確的秤
[00:12:08.400 --> 00:12:12.000]  正確的份量去做買賣的時候呢
[00:12:12.000 --> 00:12:15.080]  如果有一個合適的秤去做買賣的話
[00:12:15.080 --> 00:12:17.400]  這種的商人叫做什麼商人呢?
[00:12:17.400 --> 00:12:18.680]  這樣的商人是什麼呢?
[00:12:18.680 --> 00:12:20.640]  叫做良心商人
[00:12:20.640 --> 00:12:22.200]  叫做良心商人
[00:12:22.200 --> 00:12:25.760]  如果不跟這個標準去做生意的人呢?
[00:12:25.760 --> 00:12:27.240]  如果不跟著標準去做生意的人呢?
[00:12:27.240 --> 00:12:28.920]  我們叫這些叫做什麼人呢?
[00:12:28.920 --> 00:12:30.040]  我們稱這些人是什麼呢?
[00:12:30.040 --> 00:12:31.120]  兩個字就講完了
[00:12:31.120 --> 00:12:32.440]  奸商
[00:12:32.440 --> 00:12:33.400]  奸商
[00:12:33.400 --> 00:12:34.560]  所以弟兄姊妹
[00:12:34.560 --> 00:12:38.280]  良心是一個很重要的原則
[00:12:38.280 --> 00:12:40.600]  良心呢是一個很重要的原則
[00:12:40.600 --> 00:12:47.680]  而保羅在這裡一開始跟當地耶路撒冷的工會去討論的時候
[00:12:47.680 --> 00:12:51.640]  保羅一開始從當地的耶路撒冷工會去討論的時候
[00:12:51.640 --> 00:12:54.600]  他將他自己定清楚給大家知道
[00:12:54.600 --> 00:12:56.200]  他將定清楚
[00:12:56.200 --> 00:12:57.800]  他的人生啊
[00:12:58.000 --> 00:13:00.960]  他的人生是活在上帝的面前
[00:13:00.960 --> 00:13:02.640]  是活在上帝面前
[00:13:02.640 --> 00:13:05.080]  過得過上帝這個準則的
[00:13:05.080 --> 00:13:06.680]  過得上帝的準則
[00:13:06.680 --> 00:13:08.760]  而今天我們所看的這段聖經
[00:13:08.760 --> 00:13:10.160]  而我們今天看的這段聖經
[00:13:10.160 --> 00:13:13.440]  就是要告訴我們知道我們怎樣作為一個基督徒
[00:13:13.440 --> 00:13:15.680]  讓我們知道怎樣作為基督徒
[00:13:15.680 --> 00:13:17.680]  能夠活在上帝的面前
[00:13:17.680 --> 00:13:18.920]  活在上帝的面前
[00:13:18.920 --> 00:13:20.440]  是過得上帝的
[00:13:20.440 --> 00:13:21.680]  是過得上帝的
[00:13:21.680 --> 00:13:23.560]  而今天我們知道
[00:13:23.560 --> 00:13:24.600]  而在今天
[00:13:24.600 --> 00:13:28.160]  雖然我們在這個地上好像我們見不到上帝一樣
[00:13:28.160 --> 00:13:31.240]  而在今天見不到上帝
[00:13:31.240 --> 00:13:32.720]  但只要你是基督徒
[00:13:32.720 --> 00:13:34.120]  而只要你是基督徒
[00:13:34.120 --> 00:13:36.000]  是屬神的子民
[00:13:36.000 --> 00:13:37.120]  屬神的子民
[00:13:37.120 --> 00:13:41.240]  你就會被上帝這個標準去量度著你
[00:13:41.240 --> 00:13:44.560]  你就會上帝的神的標準去量度著你
[00:13:44.560 --> 00:13:45.280]  管束著你
[00:13:45.280 --> 00:13:47.440]  當你有上帝這把尺
[00:13:47.440 --> 00:13:48.880]  當你有上帝這把尺
[00:13:48.880 --> 00:13:50.160]  有這個良器
[00:13:50.160 --> 00:13:51.040]  有這個良器
[00:13:51.040 --> 00:13:52.880]  你就知道哪個是真
[00:13:53.600 --> 00:13:55.080]  你就會知道什麼是真
[00:13:55.080 --> 00:13:55.840]  哪個是假
[00:13:55.840 --> 00:13:56.560]  哪個是假
[00:13:56.560 --> 00:13:57.600]  哪個是對
[00:13:57.600 --> 00:13:58.280]  哪個是對
[00:13:58.280 --> 00:13:59.040]  哪個是錯
[00:13:59.040 --> 00:13:59.920]  哪個是錯
[00:13:59.920 --> 00:14:02.200]  而這個對與錯的關係
[00:14:02.200 --> 00:14:03.400]  而這個對與錯的關係
[00:14:03.400 --> 00:14:05.800]  在聖經裡面是一個很重要的題目
[00:14:05.800 --> 00:14:07.680]  在聖經當中是一個很重要的題目
[00:14:07.680 --> 00:14:09.920]  在《創世紀》已經在講這個題目了
[00:14:09.920 --> 00:14:11.320]  在《創世紀》已經在講這個題目了
[00:14:11.320 --> 00:14:12.160]  在《創世紀》已經在講這個題目了 看不看得到?
[00:14:12.160 --> 00:14:12.560]  在《創世紀》已經在講這個題目了
[00:14:12.560 --> 00:14:12.560]  在《創世紀》已經在講這個題目了
