
[00:00:00.000 --> 00:00:04.600]  「眾讚崇拜 身心也奉獻」
[00:02:44.800 --> 00:02:49.300]  無端端為何會唱起一首贊尼詩來呢
[00:02:49.300 --> 00:02:52.300]  我們要看整個羅馬書
[00:02:52.300 --> 00:02:56.300]  羅馬書由第一章到十一章
[00:02:56.300 --> 00:02:59.300]  主要是講一件事
[00:02:59.300 --> 00:03:01.300]  我們有罪
[00:03:01.300 --> 00:03:03.300]  我們不配得
[00:03:03.300 --> 00:03:06.300]  我們應該死在罪惡禍犯裡
[00:03:06.300 --> 00:03:09.300]  但是我們因為信
[00:03:09.300 --> 00:03:11.300]  能夠得清為二
[00:03:11.300 --> 00:03:15.300]  然後在羅馬書十二章一節往後
[00:03:15.300 --> 00:03:17.300]  我們信了
[00:03:17.300 --> 00:03:19.300]  我們得清為二
[00:03:19.300 --> 00:03:21.300]  我們的信徒生活是什麼
[00:03:21.300 --> 00:03:23.300]  來到這裡
[00:03:23.300 --> 00:03:25.300]  十一章三十三到三十六節
[00:03:25.300 --> 00:03:28.300]  突然間在中間有一首贊尼詩
[00:03:28.300 --> 00:03:29.300]  大家有沒有想過
[00:03:29.300 --> 00:03:34.300]  為什麼保羅來到這一刻
[00:03:34.300 --> 00:03:36.300]  羅馬書寫到這裡
[00:03:36.300 --> 00:03:39.300]  突然間他就要敬歎要贊尼
[00:03:39.300 --> 00:03:41.300]  要唱贊尼詩呢
[00:03:41.300 --> 00:03:43.300]  我們就要看神文下理
[00:03:43.300 --> 00:03:45.300]  剛才都大概略略講過
[00:03:45.300 --> 00:03:46.300]  如果大家想看多一點
[00:03:46.300 --> 00:03:49.300]  就由第九章一直看到十一章三十二節
[00:03:49.300 --> 00:03:51.300]  你就會清晰一點
[00:03:51.300 --> 00:03:53.300]  不過只是看前一節
[00:03:53.300 --> 00:03:55.300]  我們都會有一點點端倪
[00:03:55.300 --> 00:03:57.300]  前一節十一章三十二節
[00:03:57.300 --> 00:04:00.300]  他說因為神把眾人都
[00:04:00.300 --> 00:04:01.300]  用了一個動詞
[00:04:01.300 --> 00:04:02.300]  圈
[00:04:02.300 --> 00:04:04.300]  圈在
[00:04:04.300 --> 00:04:05.300]  什麼呢
[00:04:05.300 --> 00:04:07.300]  圈住他這群眾人
[00:04:07.300 --> 00:04:09.300]  其實之前你看前面
[00:04:09.300 --> 00:04:14.300]  眾人是指到猶太人和外邦人
[00:04:14.300 --> 00:04:17.300]  什麼猶太人什麼外邦人
[00:04:17.300 --> 00:04:18.300]  都被上帝圈住
[00:04:18.300 --> 00:04:23.300]  他們都是落在不信服的裡面
[00:04:23.300 --> 00:04:26.300]  然後又用了另外一個動詞
[00:04:26.300 --> 00:04:30.300]  為的是要憐憫眾人
[00:04:30.300 --> 00:04:31.300]  另外一個動詞就是憐憫
[00:04:31.300 --> 00:04:32.300]  圈
[00:04:32.300 --> 00:04:34.300]  圈住來做什麼
[00:04:34.300 --> 00:04:36.300]  圈住來憐憫
[00:04:36.300 --> 00:04:37.300]  憐憫什麼人
[00:04:37.300 --> 00:04:39.300]  不信服的人
[00:04:39.300 --> 00:04:42.300]  保羅在羅馬書前面的論述
[00:04:42.300 --> 00:04:44.300]  其實我們都很清楚
[00:04:44.300 --> 00:04:47.300]  三章廿三次大家都識背了
[00:04:47.300 --> 00:04:49.300]  世人都犯了罪
[00:04:49.300 --> 00:04:51.300]  規矩了上帝的榮耀
[00:04:51.300 --> 00:04:52.300]  在上帝的法庭前面
[00:04:52.300 --> 00:04:54.300]  人人都有罪
[00:04:54.300 --> 00:04:57.300]  無論是猶太人還是外邦人
[00:04:57.300 --> 00:05:03.300]  都是落在罪的裡面
[00:05:03.300 --> 00:05:06.300]  都被上帝圈住上來
[00:05:06.300 --> 00:05:08.300]  都是不信服的人
[00:05:08.300 --> 00:05:10.300]  就是說其實沒有一個人
[00:05:10.300 --> 00:05:12.300]  無論是猶太人或者外邦人
[00:05:12.300 --> 00:05:14.300]  沒有一個人有資格
[00:05:14.300 --> 00:05:15.300]  去得到上帝的憐憫
[00:05:15.300 --> 00:05:16.300]  因為我們不信服
[00:05:16.300 --> 00:05:18.300]  我們不是因為我們做了什麼好事
[00:05:18.300 --> 00:05:20.300]  所以上帝會憐憫我們
[00:05:20.300 --> 00:05:22.300]  但是就感恩了
[00:05:22.300 --> 00:05:24.300]  我們人唯一的盼望
[00:05:24.300 --> 00:05:26.300]  就是上帝真是忘恩帶死
[00:05:26.300 --> 00:05:28.300]  賜恩給我們
[00:05:28.300 --> 00:05:29.300]  真是感恩
[00:05:29.300 --> 00:05:30.300]  上帝真是這樣做
[00:05:30.300 --> 00:05:33.300]  神要彰顯祂最終的心意
[00:05:33.300 --> 00:05:36.300]  就是要憐憫被圈住上來的人
[00:05:36.300 --> 00:05:37.300]  就是什麼人
[00:05:37.300 --> 00:05:39.300]  所有人
[00:05:39.300 --> 00:05:42.300]  無論是猶太人或者是外邦人
[00:05:42.300 --> 00:05:44.300]  只有信耶穌
[00:05:44.300 --> 00:05:46.300]  才能夠得救
[00:05:46.300 --> 00:05:49.300]  這個就是保羅在《羅馬書》
[00:05:49.300 --> 00:05:53.300]  講到論證的最高峰
[00:05:53.300 --> 00:05:56.300]  就是說神特意毫無區分地
[00:05:56.300 --> 00:06:00.300]  去憐憫所有的人
[00:06:00.300 --> 00:06:02.300]  就是那些不信服祂的人
[00:06:02.300 --> 00:06:05.300]  都是被憐憫之列
[00:06:05.300 --> 00:06:08.300]  所以論證到這個時刻
[00:06:08.300 --> 00:06:10.300]  保羅就是不得不
[00:06:10.300 --> 00:06:14.300]  俯伏在主的面前衷心地下拜
[00:06:14.300 --> 00:06:16.300]  唱起贊美斯尼
[00:06:16.300 --> 00:06:18.300]  歌頌上帝莫測的
[00:06:18.300 --> 00:06:22.300]  奇妙莫測的救恩和旨意
[00:06:22.300 --> 00:06:24.300]  還有計劃和應許
[00:06:24.300 --> 00:06:26.300]  如果我們看看直譯
[00:06:26.300 --> 00:06:29.300]  整個這個段落的直譯
[00:06:29.300 --> 00:06:33.300]  其實藍色的字在和合本或者和修版
[00:06:33.300 --> 00:06:34.300]  都沒有翻譯出來的
[00:06:34.300 --> 00:06:35.300]  第一個字
[00:06:35.300 --> 00:06:37.300]  O
[00:06:37.300 --> 00:06:40.300]  因為或是或是
[00:06:40.300 --> 00:06:44.300]  其實是一首很工整的詩歌
[00:06:44.300 --> 00:06:46.300]  主要分了三段
[00:06:46.300 --> 00:06:48.300]  由O到何其蘭
[00:06:48.300 --> 00:06:50.300]  足跡那裏
[00:06:50.300 --> 00:06:53.300]  接著是三十四、三十五節的幾個文句
[00:06:53.300 --> 00:07:01.300]  然後就是三十六節的三個片語
[00:07:01.300 --> 00:07:04.300]  最後有一個總結
[00:07:04.300 --> 00:07:07.300]  成為一個工整的詩歌
[00:07:07.300 --> 00:07:10.300]  如果直譯就是這樣的
[00:07:10.300 --> 00:07:13.300]  奧奧森哉臣的豐富智慧和知識
[00:07:13.300 --> 00:07:15.300]  如果你看和合本的話
[00:07:15.300 --> 00:07:16.300]  和修版就改了
[00:07:16.300 --> 00:07:18.300]  和合本的話
[00:07:18.300 --> 00:07:21.300]  臣豐富的智慧和知識
[00:07:21.300 --> 00:07:23.300]  就當作是一個形容後面那兩個字
[00:07:23.300 --> 00:07:25.300]  但如果你看深一點
[00:07:25.300 --> 00:07:27.300]  看這三個名詞
[00:07:27.300 --> 00:07:29.300]  是三樣東西
[00:07:29.300 --> 00:07:31.300]  為什麼我要這麼強調是三樣東西
[00:07:31.300 --> 00:07:34.300]  大家可以看到
[00:07:34.300 --> 00:07:36.300]  臣的豐富智慧和知識
[00:07:36.300 --> 00:07:38.300]  接著有三個文句
[00:07:38.300 --> 00:07:39.300]  誰知主的心
[00:07:39.300 --> 00:07:40.300]  誰做過他的謀事
[00:07:40.300 --> 00:07:42.300]  誰先吸了他
[00:07:42.300 --> 00:07:45.300]  接著有三個片語
[00:07:45.300 --> 00:07:46.300]  萬有都是源於他
[00:07:46.300 --> 00:07:47.300]  藉著他
[00:07:47.300 --> 00:07:48.300]  歸於他
[00:07:48.300 --> 00:07:51.300]  很工整的一首詩歌
[00:07:51.300 --> 00:07:55.300]  其實這個就是直譯
[00:07:55.300 --> 00:07:58.300]  何其蘭測是上帝的判斷
[00:07:58.300 --> 00:08:00.300]  何其蘭尋是他的足跡
[00:08:00.300 --> 00:08:01.300]  誰知主的心
[00:08:01.300 --> 00:08:02.300]  誰做過他的謀事
[00:08:02.300 --> 00:08:03.300]  誰先吸了他
[00:08:03.300 --> 00:08:05.300]  然後來償還
[00:08:05.300 --> 00:08:07.300]  這是一些文句
[00:08:07.300 --> 00:08:12.300]  然後再提醒我們
[00:08:12.300 --> 00:08:14.300]  所有的東西都從上帝而來
[00:08:14.300 --> 00:08:16.300]  源於他 藉著他 歸於他
[00:08:16.300 --> 00:08:21.300]  最後就是榮耀歸給上帝
[00:08:21.300 --> 00:08:31.300]  「奧」這個字
[00:08:31.300 --> 00:08:33.300]  在新約裏面
[00:08:33.300 --> 00:08:35.300]  做句子的開頭
[00:08:35.300 --> 00:08:37.300]  只是有這個字
[00:08:37.300 --> 00:08:41.300]  根據聖經學者所說
[00:08:41.300 --> 00:08:43.300]  「奧」
[00:08:43.300 --> 00:08:46.300]  正確的意思就是「驚訝」
[00:08:46.300 --> 00:08:49.300]  驚訝的詞
[00:08:49.300 --> 00:08:50.300]  驚訝些甚麼
[00:08:50.300 --> 00:08:53.300]  作為一個讚嘆字的開頭
[00:08:53.300 --> 00:08:54.300]  驚訝些甚麼
[00:08:54.300 --> 00:08:59.300]  就是上帝的深深的奇妙
[00:08:59.300 --> 00:09:01.300]  上帝的奇妙
[00:09:01.300 --> 00:09:03.300]  上帝的深奧
[00:09:03.300 --> 00:09:05.300]  連同後面說何其蘭測
[00:09:05.300 --> 00:09:06.300]  何其蘭尋
[00:09:06.300 --> 00:09:09.300]  帶出了三重的讚嘆
[00:09:09.300 --> 00:09:11.300]  「奧」「哇」
[00:09:11.300 --> 00:09:14.300]  上帝很高深莫測
[00:09:14.300 --> 00:09:16.300]  「哇」真是
[00:09:16.300 --> 00:09:21.300]  這就是向上帝獻出最高的讚美
[00:09:21.300 --> 00:09:25.300]  為甚麼一句說話要說三次
[00:09:25.300 --> 00:09:28.300]  跟小朋友要說三次
[00:09:28.300 --> 00:09:32.300]  但要讚上帝要說三次
[00:09:32.300 --> 00:09:34.300]  萬分的多謝John
[00:09:34.300 --> 00:09:36.300]  萬分的
[00:09:36.300 --> 00:09:39.300]  很大的極大的讚美
[00:09:39.300 --> 00:09:42.300]  向上帝說讚嘆
[00:09:42.300 --> 00:09:45.300]  「哇」或者「Wonderful」
[00:09:45.300 --> 00:09:46.300]  「奇妙」
[00:09:46.300 --> 00:09:47.300]  因為這句說話
[00:09:47.300 --> 00:09:48.300]  如果大家認識
[00:09:48.300 --> 00:09:50.300]  十多年前有個期末師
[00:09:50.300 --> 00:09:54.300]  他常常都說「Wonderful」
[00:09:54.300 --> 00:09:59.300]  大家常常都看到上帝的奇妙
[00:09:59.300 --> 00:10:01.300]  我問問你和我自己
[00:10:01.300 --> 00:10:03.300]  何時你跟上帝說過
[00:10:03.300 --> 00:10:06.300]  「哇」「Oh」「Wonderful」
[00:10:06.300 --> 00:10:08.300]  最上一次是何時
[00:10:08.300 --> 00:10:09.300]  剛剛?
[00:10:09.300 --> 00:10:11.300]  唱讚美詩的時候?
[00:10:11.300 --> 00:10:15.300]  還是忘記了 不知道何時
[00:10:15.300 --> 00:10:18.300]  或者很久沒有讚嘆過上帝
[00:10:18.300 --> 00:10:20.300]  為甚麼這樣?
[00:10:20.300 --> 00:10:22.300]  希望藉著保羅這首詩歌
[00:10:22.300 --> 00:10:25.300]  再一次喚醒我們
[00:10:25.300 --> 00:10:28.300]  其實上帝有很多東西值得我們去讚
[00:10:28.300 --> 00:10:31.300]  我們信奉的是一個很奇妙的上帝
[00:10:31.300 --> 00:10:34.300]  值得我們去「哇」「Oh」
[00:10:34.300 --> 00:10:35.300]  好像期末師這樣說
[00:10:35.300 --> 00:10:38.300]  「Wonderful」
[00:10:38.300 --> 00:10:40.300]  希望我們都能夠彼此提醒
[00:10:40.300 --> 00:10:43.300]  上帝有很多東西值得我們去稱讚
[00:10:43.300 --> 00:10:46.300]  首先我們再說下面
[00:10:46.300 --> 00:10:49.300]  剛才說到有三個名詞
[00:10:49.300 --> 00:10:51.300]  豐富智慧和知識
[00:10:51.300 --> 00:10:54.300]  我們逐個嘗試分析一下
[00:10:54.300 --> 00:10:58.300]  心災指向就是這三個名詞
[00:10:58.300 --> 00:11:04.300]  豐富指向上帝
[00:11:04.300 --> 00:11:06.300]  剛才我也讀漏了
[00:11:06.300 --> 00:11:10.300]  「心災」這個字
[00:11:10.300 --> 00:11:15.300]  這個字在臨前二章八至十節都出現過
[00:11:15.300 --> 00:11:16.300]  這個世上
[00:11:16.300 --> 00:11:19.300]  這智慧世上有權位的人
[00:11:19.300 --> 00:11:21.300]  沒有一個知道
[00:11:21.300 --> 00:11:22.300]  他們如果知道
[00:11:22.300 --> 00:11:25.300]  就不會把榮耀的主釘在十字架上
[00:11:25.300 --> 00:11:27.300]  好像經上所記載
[00:11:27.300 --> 00:11:28.300]  神為愛他的人
[00:11:28.300 --> 00:11:30.300]  所預備的是眼睛未曾看見
[00:11:30.300 --> 00:11:32.300]  耳朵未曾聽見
[00:11:32.300 --> 00:11:34.300]  人心也未曾想到的
[00:11:34.300 --> 00:11:37.300]  只有神藉著聖靈向我們顯明
[00:11:37.300 --> 00:11:39.300]  因為聖靈參透萬事
[00:11:39.300 --> 00:11:41.300]  就是神
[00:11:41.300 --> 00:11:44.300]  心傲的事也參透了
[00:11:44.300 --> 00:11:47.300]  這個「心災」其實是說到
[00:11:47.300 --> 00:11:52.300]  上帝心傲的事情
[00:11:52.300 --> 00:11:54.300]  其實「心災」這個字
[00:11:54.300 --> 00:11:58.300]  可以解釋為「心傲」、「心道」
[00:11:58.300 --> 00:12:02.300]  因為如果真的沒有上帝的啟示的話
[00:12:02.300 --> 00:12:08.300]  神的心意和充滿憐憫的大愛大能
[00:12:08.300 --> 00:12:11.300]  這個奇妙的救恩計劃
[00:12:11.300 --> 00:12:14.300]  是沒有人能夠洞察得到的
[00:12:14.300 --> 00:12:18.300]  保羅經歷了《羅馬書》第九章、第十章、第十一章
[00:12:18.300 --> 00:12:25.300]  三章裏不斷反駁各種人對上帝的指控
[00:12:25.300 --> 00:12:28.300]  或者對上帝不好的態度之後
[00:12:28.300 --> 00:12:35.300]  保羅最後就以「噢!心災」來讚歎上帝
[00:12:35.300 --> 00:12:39.300]  現在才去到三個名詞
[00:12:39.300 --> 00:12:46.300]  豐富這個名詞就是指導神有無窮的資源和慈愛
[00:12:46.300 --> 00:12:50.300]  如果我們看《羅馬書》十章十二至十三節
[00:12:50.300 --> 00:12:53.300]  說到猶太人和希臘人沒有分別
[00:12:53.300 --> 00:12:55.300]  因為眾人都有同一位主
[00:12:55.300 --> 00:12:59.300]  「厚待」這個字就是同一個字根
[00:12:59.300 --> 00:13:02.300]  就是「豐富」這個字
[00:13:02.300 --> 00:13:05.300]  厚待一切求告的人
[00:13:05.300 --> 00:13:08.300]  因為凡求告主的就必得救
[00:13:08.300 --> 00:13:14.300]  這個字「豐富」是指神對世人的愛和幫助
[00:13:14.300 --> 00:13:18.300]  祂的愛是長闊中心、深不可測
[00:13:18.300 --> 00:13:21.300]  就是指向這個東西的豐富
[00:13:21.300 --> 00:13:25.300]  當然我們「豐富」是指上帝公認的豐富
[00:13:25.300 --> 00:13:29.300]  而這裡主要是指上帝「厚待」人
[00:13:29.300 --> 00:13:30.300]  怎樣「厚待」人呢?
[00:13:30.300 --> 00:13:34.300]  要一切信祂的人都能夠得救
[00:13:34.300 --> 00:13:36.300]  這個是「豐富」
[00:13:36.300 --> 00:13:39.300]  另外那個就是「智慧」
[00:13:39.300 --> 00:13:42.300]  「智慧」是指甚麼呢?
[00:13:42.300 --> 00:13:45.300]  其實就是指救恩的藍圖
[00:13:45.300 --> 00:13:48.300]  不好意思,我想放在一板比較密
[00:13:48.300 --> 00:13:50.300]  不如我就讀出來
[00:13:50.300 --> 00:13:51.300]  智慧人在哪裏呢?
[00:13:51.300 --> 00:13:52.300]  民事在哪裏呢?
[00:13:52.300 --> 00:13:54.300]  世上的辨識在哪裏呢?
[00:13:54.300 --> 00:13:58.300]  神豈不知道世上的智慧變成愚蠢呢?
[00:13:58.300 --> 00:14:01.300]  世人憑自己的智慧既不認識神
[00:14:01.300 --> 00:14:06.300]  神就樂意用人所當作愚蠢的道理
[00:14:06.300 --> 00:14:09.300]  拯救那些信的人
[00:14:09.300 --> 00:14:10.300]  人以為自己很聰明
[00:14:10.300 --> 00:14:15.300]  但上帝就用人覺得很蠢的方法去拯救我們
[00:14:15.300 --> 00:14:16.300]  是誰比較聰明呢?
[00:14:16.300 --> 00:14:18.300]  大家想想
[00:14:18.300 --> 00:14:21.300]  釘在十字架上的基督耶穌
[00:14:21.300 --> 00:14:23.300]  對一般人來講是怎樣呢?
[00:14:23.300 --> 00:14:25.300]  這個就是神的智慧
[00:14:25.300 --> 00:14:30.300]  22節說「猶太人是要神的,希臘人是要求智慧」
[00:14:30.300 --> 00:14:34.300]  我們卻是全釘十字架的基督
[00:14:34.300 --> 00:14:37.300]  在猶太人為半腳石
[00:14:37.300 --> 00:14:39.300]  因為十字架其實是一個半腳石
[00:14:39.300 --> 00:14:40.300]  是一個羞恥的記號
[00:14:40.300 --> 00:14:42.300]  在外邦人看為愚蠢的
[00:14:42.300 --> 00:14:48.300]  但是對於那些蒙召的無論是猶太人或希臘人
[00:14:48.300 --> 00:14:50.300]  基督總為神的能力
[00:14:50.300 --> 00:14:51.300]  神的智慧
[00:14:51.300 --> 00:14:54.300]  因為神的愚蠢給人智慧
[00:14:54.300 --> 00:14:56.300]  神的軟弱給人強壯
[00:14:56.300 --> 00:15:00.300]  神的智慧就在這裡彰顯
[00:15:00.300 --> 00:15:02.300]  就在救恩計劃裡彰顯
[00:15:02.300 --> 00:15:05.300]  雖然以色列人硬著頸汗拒絕上帝
[00:15:05.300 --> 00:15:08.300]  拒絕福音,拒絕耶穌
[00:15:08.300 --> 00:15:12.300]  但是神竟然用祂奇妙的計劃
[00:15:12.300 --> 00:15:16.300]  又救萬民,又救以色列人
[00:15:16.300 --> 00:15:18.300]  這就是上帝的智慧
[00:15:18.300 --> 00:15:21.300]  第三個名詞不要期望下有什麼
[00:15:21.300 --> 00:15:22.300]  就是說什麼
[00:15:22.300 --> 00:15:23.300]  知識大家都知道
[00:15:23.300 --> 00:15:24.300]  什麼是知識?
[00:15:24.300 --> 00:15:25.300]  知道的東西
[00:15:25.300 --> 00:15:26.300]  知道的東西就是知識
[00:15:26.300 --> 00:15:29.300]  但其實這裡就指到我們作為人
[00:15:29.300 --> 00:15:34.300]  真的不能夠完全知道神奇妙的揀選和旨意
[00:15:34.300 --> 00:15:37.300]  我們英文人經常都會說一句
[00:15:37.300 --> 00:15:38.300]  Oh, only God knows
[00:15:38.300 --> 00:15:39.300]  Who knows?
[00:15:39.300 --> 00:15:40.300]  Only God knows
[00:15:40.300 --> 00:15:42.300]  真的,只有上帝知道
[00:15:42.300 --> 00:15:44.300]  有很多東西是我們不明白
[00:15:44.300 --> 00:15:45.300]  猜不到
[00:15:45.300 --> 00:15:49.300]  但是上帝真的知道
[00:15:49.300 --> 00:15:52.300]  普羅進一步約講述上帝的計劃
[00:15:52.300 --> 00:15:54.300]  奧妙就用了
[00:15:54.300 --> 00:15:56.300]  後面沒有powerpoint
[00:15:56.300 --> 00:15:57.300]  剛才第一堂有人問我
[00:15:57.300 --> 00:15:58.300]  你忘記按powerpoint嗎?
[00:15:58.300 --> 00:15:59.300]  不是,沒有的
[00:15:59.300 --> 00:16:11.300]  有兩個字,用了判斷和足跡
[00:16:11.300 --> 00:16:14.300]  剛才這裡按上去就有了
[00:16:14.300 --> 00:16:20.300]  賀其蘭參是他的判斷
[00:16:20.300 --> 00:16:22.300]  賀其蘭尋是他的足跡
[00:16:22.300 --> 00:16:27.300]  這兩個字比較特別
[00:16:27.300 --> 00:16:30.300]  這兩個字是怎樣呢?
[00:16:30.300 --> 00:16:37.300]  因為其實講上帝救贖計劃奧妙的時候
[00:16:37.300 --> 00:16:40.300]  他就用了判斷和足跡這兩個字來展述
[00:16:40.300 --> 00:16:42.300]  判斷英文就是judgment
[00:16:42.300 --> 00:16:44.300]  英文是比較豐富
[00:16:44.300 --> 00:16:50.300]  但中文就用同一個字在其他地方翻譯
[00:16:50.300 --> 00:16:52.300]  是可以譯為審判
[00:16:52.300 --> 00:16:54.300]  judgment也是一個審判
[00:16:54.300 --> 00:16:56.300]  也是一個判斷
[00:16:56.300 --> 00:17:03.300]  但在這裡連於上帝高深莫測的救恩計劃的時候
[00:17:03.300 --> 00:17:09.300]  就是指向了上帝的計劃、企圖和心意
[00:17:09.300 --> 00:17:11.300]  所以是一個判斷
[00:17:11.300 --> 00:17:15.300]  上帝的判斷、上帝的心意、上帝的計劃
[00:17:15.300 --> 00:17:20.300]  上帝計劃裡面一方面是審判以色列人的剛硬
[00:17:20.300 --> 00:17:26.300]  但另一方面他竟然用同一個計劃,那麼深奧的計劃
[00:17:26.300 --> 00:17:30.300]  要激勵這些以色列人全家得救
[00:17:30.300 --> 00:17:34.300]  不單止以色列人,還有所有的人
[00:17:34.300 --> 00:17:36.300]  另外一個字就是足跡
[00:17:36.300 --> 00:17:38.300]  足跡在很多不同的地方
[00:17:38.300 --> 00:17:40.300]  如果用在人的身上
[00:17:40.300 --> 00:17:44.300]  學多斯的字就是道路
[00:17:44.300 --> 00:17:48.300]  上帝的道路、上帝的足跡
[00:17:48.300 --> 00:17:50.300]  上帝的救恩計劃裡面
[00:17:50.300 --> 00:17:52.300]  何其難尋何其難捉
[00:17:52.300 --> 00:17:57.300]  是他的足跡,他的計劃
[00:17:57.300 --> 00:18:00.300]  為什麼我說這兩個字很特別呢
[00:18:00.300 --> 00:18:02.300]  兩個字都是複數
[00:18:02.300 --> 00:18:06.300]  無論是judgment這個字
[00:18:06.300 --> 00:18:08.300]  crima,判斷這個字
[00:18:08.300 --> 00:18:11.300]  或者hodox這個字,即是足跡這個字
[00:18:11.300 --> 00:18:15.300]  是中數的,中數的兩個字
[00:18:15.300 --> 00:18:17.300]  兩個希臘文字
[00:18:17.300 --> 00:18:19.300]  代表了神的計劃藍圖
[00:18:19.300 --> 00:18:24.300]  不單止是深奧、難測
[00:18:24.300 --> 00:18:26.300]  還是心思細密
[00:18:26.300 --> 00:18:28.300]  也反映出神的心腸
[00:18:28.300 --> 00:18:30.300]  是何等的深度
[00:18:30.300 --> 00:18:34.300]  有深度的憐憫、慈愛和智慧
[00:18:34.300 --> 00:18:36.300]  古羅來到這裡
[00:18:36.300 --> 00:18:41.300]  想起上帝救贖計劃的藍圖的時候
[00:18:41.300 --> 00:18:44.300]  他真的說,我真的猜不到
[00:18:44.300 --> 00:18:48.300]  上帝的計劃真的猜不到
[00:18:48.300 --> 00:18:50.300]  雖然上帝的計劃
[00:18:50.300 --> 00:18:52.300]  上帝的心思這麼神密
[00:18:52.300 --> 00:18:53.300]  上帝這麼厲害
[00:18:53.300 --> 00:18:56.300]  但有時我們就回想
[00:18:56.300 --> 00:19:00.300]  雖然上帝這麼深奧
[00:19:00.300 --> 00:19:04.300]  他的計劃、他的尾線這麼奇妙
