
[00:00:00.000 --> 00:00:07.480]  OK 今日跟大家講的題目叫 虛假情真的面貌
[00:04:01.200 --> 00:04:03.440]  第三個就是和關係的裏面
[00:04:03.440 --> 00:04:07.920]  弟兄姊妹之間的關係裏面呈現什麼叫做說謊話
[00:04:07.920 --> 00:04:13.440]  其實整本書就是圍著這三方面不斷重複 重疊
[00:04:13.440 --> 00:04:17.600]  互相交錯去呈現這本書
[00:04:17.600 --> 00:04:20.000]  這本書如果查一下
[00:04:20.000 --> 00:04:22.000]  我想是新約二十七卷裏面
[00:04:22.000 --> 00:04:25.840]  其中一卷最難 結構最不清楚的一本書
[00:04:25.840 --> 00:04:28.400]  就是說如果你看十本主題書
[00:04:28.400 --> 00:04:31.200]  它告訴你大綱是怎樣的 每個都不同
[00:04:31.200 --> 00:04:34.400]  大家看這個分段的位置都好像很模糊
[00:04:34.400 --> 00:04:38.320]  它就在looping looping 這三樣東西不斷重複地講
[00:04:38.320 --> 00:04:41.120]  是因為這本書裏面有一班人
[00:04:41.120 --> 00:04:45.600]  稱為敵對者 假教師 甚至是敵基督
[00:04:45.600 --> 00:04:48.000]  這些人就是說謊話的人
[00:04:48.000 --> 00:04:49.760]  約翰形容這些人做說謊話
[00:04:49.760 --> 00:04:54.160]  從這三方面去形容他們是怎樣的
[00:04:54.160 --> 00:04:55.680]  他們是那些什麼人呢
[00:04:55.680 --> 00:04:58.560]  說跟神在一起 跟神關係很密切的
[00:04:58.560 --> 00:05:00.800]  不過行黑暗的裏面 行事為人
[00:05:00.800 --> 00:05:03.520]  一個就是他們是不認耶穌是基督的
[00:05:03.520 --> 00:05:05.280]  信仰上有偏差
[00:05:05.280 --> 00:05:08.400]  第三個就是在關係裏面有偏差
[00:05:08.400 --> 00:05:11.920]  說愛神 誰知道弟兄姊妹之間是完全不能相愛
[00:05:11.920 --> 00:05:13.920]  充滿恨
[00:05:13.920 --> 00:05:17.280]  今天我很想看的經文是跟第一段有關的
[00:05:17.280 --> 00:05:24.000]  就是怎樣從這個說謊話的反駁裏面
[00:05:24.000 --> 00:05:30.000]  去看一個講真的 虛假情真的面貌是怎樣的
[00:05:30.000 --> 00:05:32.240]  好 我們試試看今天這段經文
[00:05:32.240 --> 00:05:35.760]  一章五節到二章二節的這段經文
[00:05:35.760 --> 00:05:37.600]  我們看看今天大家一起
[00:05:37.600 --> 00:05:40.320]  我想請姊妹讀五到七節
[00:05:40.320 --> 00:05:44.160]  弟兄讀八到十節
[00:05:44.160 --> 00:05:45.680]  然後我讀最後那兩節
[00:05:45.680 --> 00:05:47.120]  請姊妹先
[00:05:47.120 --> 00:05:48.560]  好 接著二章一節
[00:05:48.560 --> 00:05:51.440]  我小姊們 我將這些話寫給你們
[00:05:51.440 --> 00:05:53.680]  只要叫你們不犯罪
[00:05:53.680 --> 00:05:56.240]  若有人犯罪 在乎那裡
[00:05:56.240 --> 00:06:00.080]  我們有一位宗保 就善那義者 耶穌基督
[00:06:00.080 --> 00:06:02.480]  他為我們的罪作了挽回祭
[00:06:02.480 --> 00:06:04.480]  不是單為我們的罪
[00:06:04.480 --> 00:06:07.920]  也是為普天下人的罪
[00:06:07.920 --> 00:06:10.480]  這幾節經文有個特別的地方
[00:06:10.480 --> 00:06:12.480]  就是有很多個若
[00:06:12.480 --> 00:06:14.480]  即是那個if 若果的字
[00:06:14.480 --> 00:06:16.080]  它出現了六次
[00:06:16.080 --> 00:06:20.560]  差不多由第六節開始
[00:06:20.560 --> 00:06:23.760]  它就每一句其實原文都是用個若字開始的
[00:06:23.760 --> 00:06:27.840]  如果我們說跟神相交
[00:06:27.840 --> 00:06:30.160]  第七節說如果我們在
[00:06:30.160 --> 00:06:31.680]  我們若在光明中行
[00:06:31.680 --> 00:06:34.000]  第八節說如果我們說自己無罪
[00:06:34.000 --> 00:06:36.960]  第九節說如果我們有認自己的罪
[00:06:36.960 --> 00:06:40.400]  第十節說若我們說自己沒有犯過罪
[00:06:40.400 --> 00:06:43.760]  全部都是這樣結構 這樣去組織起來
[00:06:43.760 --> 00:06:47.360]  它這樣說是因為中間有一些的若果
[00:06:47.360 --> 00:06:49.200]  是那些敵對者說的
[00:06:49.200 --> 00:06:50.960]  它就抽他們的罪人出來這樣說
[00:06:50.960 --> 00:06:52.960]  然後回應反駁
[00:06:52.960 --> 00:06:54.960]  帶出若何人很想說的
[00:06:54.960 --> 00:06:56.960]  什麼叫做「真」
[00:06:56.960 --> 00:06:58.960]  好了
[00:06:58.960 --> 00:07:00.960]  虛假情真
[00:07:00.960 --> 00:07:02.960]  我覺得這段經文第一個告訴我們
[00:07:02.960 --> 00:07:04.960]  原來有個基礎
[00:07:04.960 --> 00:07:06.960]  一開始一章第五節
[00:07:06.960 --> 00:07:08.960]  它不是先說人的
[00:07:08.960 --> 00:07:10.960]  它說什麼
[00:07:10.960 --> 00:07:12.960]  神就是光
[00:07:12.960 --> 00:07:14.960]  在他毫無黑暗
[00:07:14.960 --> 00:07:16.960]  這是我們從主所聽見
[00:07:16.960 --> 00:07:18.960]  又報給你們的訊息
[00:07:18.960 --> 00:07:22.960]  人能夠成為真實那一面呈現出來
[00:07:22.960 --> 00:07:24.960]  人能夠彼此相愛
[00:07:24.960 --> 00:07:26.960]  人能夠認識耶穌
[00:07:26.960 --> 00:07:28.960]  全部都是有一個開始的
[00:07:28.960 --> 00:07:30.960]  就是因為我們的神
[00:07:30.960 --> 00:07:32.960]  他是什麼呢 聖經說他是光
[00:07:32.960 --> 00:07:34.960]  耶穌基督說我們從主
[00:07:34.960 --> 00:07:36.960]  從耶穌聽見了
[00:07:36.960 --> 00:07:38.960]  在世的耶穌 約翰從在世的耶穌聽見了
[00:07:38.960 --> 00:07:40.960]  然後就告訴你們的訊息
[00:07:40.960 --> 00:07:42.960]  神是光來的
[00:07:42.960 --> 00:07:44.960]  在他裡面是毫無黑暗的
[00:07:44.960 --> 00:07:46.960]  這個是基礎來的
[00:07:46.960 --> 00:07:48.960]  如果我說我們要成為光
[00:07:48.960 --> 00:07:50.960]  我們要成為光明之子
[00:07:50.960 --> 00:07:52.960]  不是因為我們光明磊落
[00:07:52.960 --> 00:07:54.960]  人是很難的
[00:07:54.960 --> 00:07:56.960]  是因為有個基礎
[00:07:56.960 --> 00:07:58.960]  就是我們跟隨的神
[00:07:58.960 --> 00:08:00.960]  祂是光
[00:08:00.960 --> 00:08:02.960]  因為祂是光
[00:08:02.960 --> 00:08:04.960]  我們跟隨祂
[00:08:04.960 --> 00:08:06.960]  我們才可以說我們可以真
[00:08:06.960 --> 00:08:08.960]  這是個基礎
[00:08:08.960 --> 00:08:10.960]  因為我們跟隨的神
[00:08:10.960 --> 00:08:12.960]  是一位光明的神
[00:08:12.960 --> 00:08:14.960]  神是光
[00:08:14.960 --> 00:08:16.960]  雖然說好像很淺
[00:08:16.960 --> 00:08:18.960]  但其實是很深的
[00:08:18.960 --> 00:08:20.960]  因為約翰
[00:08:20.960 --> 00:08:22.960]  無論是約翰福音還是約翰日書
[00:08:22.960 --> 00:08:24.960]  都是用一些很淺的東西
[00:08:24.960 --> 00:08:26.960]  一些很淺的現象
[00:08:26.960 --> 00:08:28.960]  光我們都見過 經驗過
[00:08:28.960 --> 00:08:30.960]  是說一些很深的東西
[00:08:30.960 --> 00:08:32.960]  什麼叫神是光呢
[00:08:32.960 --> 00:08:34.960]  通常是說神是榮耀
[00:08:34.960 --> 00:08:36.960]  神是聖潔 神是啟示
[00:08:36.960 --> 00:08:38.960]  神是誠信 神是公義
[00:08:38.960 --> 00:08:40.960]  這些東西加起來就是神是光
[00:08:40.960 --> 00:08:42.960]  他要對比黑暗
[00:08:42.960 --> 00:08:44.960]  因為裡面是沒有黑暗的
[00:08:44.960 --> 00:08:46.960]  光就看到
[00:08:46.960 --> 00:08:48.960]  有光就看到
[00:08:48.960 --> 00:08:50.960]  黑暗就看不到
[00:08:50.960 --> 00:08:52.960]  所以耶穌就說什麼
[00:08:52.960 --> 00:08:54.960]  我是世界的光
[00:08:54.960 --> 00:08:56.960]  跟隨我的
[00:08:56.960 --> 00:08:58.960]  就不在黑暗裡走
[00:08:58.960 --> 00:09:00.960]  這樣說其實都不難明的
[00:09:00.960 --> 00:09:02.960]  但你想多一點
[00:09:02.960 --> 00:09:04.960]  其實又不是很容易明白
[00:09:04.960 --> 00:09:06.960]  神是光
[00:09:06.960 --> 00:09:08.960]  耶穌說他是世界的光
[00:09:08.960 --> 00:09:10.960]  好了 當他這樣去宣告了之後
[00:09:10.960 --> 00:09:12.960]  他就說
[00:09:12.960 --> 00:09:14.960]  我們若說是與神相交
[00:09:14.960 --> 00:09:16.960]  卻仍在黑暗裡行
[00:09:16.960 --> 00:09:18.960]  就是在說謊
[00:09:18.960 --> 00:09:20.960]  這句話是引用敵對者說的
[00:09:20.960 --> 00:09:22.960]  因為他們說我是跟神相交的
[00:09:22.960 --> 00:09:24.960]  我跟神相交當然跟神關係很好的
[00:09:24.960 --> 00:09:26.960]  很密切的
[00:09:26.960 --> 00:09:28.960]  不過他們的生活 他們行事為人
[00:09:28.960 --> 00:09:30.960]  在黑暗裡
[00:09:30.960 --> 00:09:32.960]  所以約翰就說什麼
[00:09:32.960 --> 00:09:34.960]  說謊
[00:09:34.960 --> 00:09:36.960]  他們不是跟神相交
[00:09:36.960 --> 00:09:38.960]  不是在行真理
[00:09:38.960 --> 00:09:40.960]  他們的生活
[00:09:40.960 --> 00:09:42.960]  或者他們的道德生活
[00:09:42.960 --> 00:09:44.960]  操守在黑暗裡
[00:09:44.960 --> 00:09:46.960]  光明是屬於神的
[00:09:46.960 --> 00:09:48.960]  是神的屬性
[00:09:48.960 --> 00:09:50.960]  如果我們一群跟隨神的人
[00:09:50.960 --> 00:09:52.960]  我們都應該呈現這種性質
[00:09:52.960 --> 00:09:54.960]  這種特性
[00:09:54.960 --> 00:09:58.960]  這樣說似乎有點抽象
[00:09:58.960 --> 00:10:00.960]  所以我想說一下
[00:10:00.960 --> 00:10:02.960]  約翰福音
[00:10:02.960 --> 00:10:04.960]  裡面有一些例子
[00:10:04.960 --> 00:10:06.960]  什麼叫光 什麼叫暗
[00:10:06.960 --> 00:10:08.960]  什麼叫在神裡
[00:10:08.960 --> 00:10:10.960]  是毫無黑暗
[00:10:10.960 --> 00:10:12.960]  大家記不記得約翰福音裡
[00:10:12.960 --> 00:10:14.960]  曾經說過尼哥底姆
[00:10:14.960 --> 00:10:16.960]  這個事件
[00:10:16.960 --> 00:10:18.960]  第三章說
[00:10:18.960 --> 00:10:20.960]  尼哥底姆
[00:10:20.960 --> 00:10:22.960]  去見耶穌
[00:10:22.960 --> 00:10:24.960]  跟耶穌說重生
[00:10:24.960 --> 00:10:26.960]  這個故事
[00:10:26.960 --> 00:10:28.960]  曾經有沒有說過他什麼時候去
[00:10:28.960 --> 00:10:30.960]  晚上
[00:10:30.960 --> 00:10:32.960]  尼哥底姆晚上去見耶穌
[00:10:32.960 --> 00:10:34.960]  跟他論重生
[00:10:34.960 --> 00:10:36.960]  大家知道廣播裡
[00:10:36.960 --> 00:10:38.960]  耶穌就挑戰他
[00:10:38.960 --> 00:10:40.960]  你是以色列人的老師
[00:10:40.960 --> 00:10:42.960]  什麼叫重生
[00:10:42.960 --> 00:10:44.960]  你都不懂
[00:10:44.960 --> 00:10:46.960]  你枉為以色列人的老師
[00:10:46.960 --> 00:10:48.960]  第四章他就跳去
[00:10:48.960 --> 00:10:50.960]  另一個場景
[00:10:50.960 --> 00:10:52.960]  他就接觸薩瑪利亞的婦人
[00:10:52.960 --> 00:10:54.960]  下一章說這件事
[00:10:54.960 --> 00:10:56.960]  大家記不記得那段經文
[00:10:56.960 --> 00:10:58.960]  那個接觸是在什麼時候
[00:10:58.960 --> 00:11:00.960]  在正中午
[00:11:00.960 --> 00:11:02.960]  他就接觸薩瑪利亞的婦人
[00:11:02.960 --> 00:11:04.960]  這個刻意有個對比
[00:11:04.960 --> 00:11:06.960]  晚上
[00:11:06.960 --> 00:11:08.960]  他接觸尼哥底姆
[00:11:08.960 --> 00:11:10.960]  這個人好像是一個
[00:11:10.960 --> 00:11:12.960]  猶太人的老師
[00:11:12.960 --> 00:11:14.960]  他應該對真理很理解
[00:11:14.960 --> 00:11:16.960]  但他不明白什麼叫重生
[00:11:16.960 --> 00:11:18.960]  他不理解
[00:11:18.960 --> 00:11:20.960]  但這個半個
[00:11:20.960 --> 00:11:22.960]  或者說只有一半的血統
[00:11:22.960 --> 00:11:24.960]  是屬於猶太人的血統
[00:11:24.960 --> 00:11:26.960]  薩瑪利亞的女人
[00:11:26.960 --> 00:11:28.960]  一個甚至生命裡有很多問題
[00:11:28.960 --> 00:11:30.960]  跟五個人同居過的
[00:11:30.960 --> 00:11:32.960]  這個女人
[00:11:32.960 --> 00:11:34.960]  在日光之下他跟耶穌相遇
[00:11:34.960 --> 00:11:36.960]  最後怎樣
[00:11:36.960 --> 00:11:38.960]  這個女人
[00:11:38.960 --> 00:11:40.960]  他發現跟他聊天的這個
[00:11:40.960 --> 00:11:42.960]  就是尼塞亞
[00:11:42.960 --> 00:11:44.960]  這個人不就是尼塞亞
[00:11:44.960 --> 00:11:46.960]  他認到他是誰
[00:11:46.960 --> 00:11:48.960]  然後他生命裡有一個翻天覆地的改變
[00:11:48.960 --> 00:11:50.960]  帶他回到村裡
[00:11:50.960 --> 00:11:52.960]  結果怎樣呢
[00:11:52.960 --> 00:11:54.960]  整條村的人都能夠承認認識耶穌
[00:11:54.960 --> 00:11:56.960]  大家見不見到
[00:11:56.960 --> 00:11:58.960]  黑暗和光明
[00:11:58.960 --> 00:12:00.960]  在不同的對比之下顯露出來
[00:12:00.960 --> 00:12:02.960]  什麼叫黑暗呢
[00:12:02.960 --> 00:12:04.960]  就是你對神一種閉塞
[00:12:04.960 --> 00:12:06.960]  一種不認識
[00:12:06.960 --> 00:12:08.960]  不了解
[00:12:08.960 --> 00:12:10.960]  光明是什麼呢
[00:12:10.960 --> 00:12:12.960]  就是你裡面的靈性打開
[00:12:12.960 --> 00:12:14.960]  你明白認識耶穌是誰
[00:12:14.960 --> 00:12:16.960]  再說一個例子
[00:12:16.960 --> 00:12:18.960]  在楊枯陵裡
[00:12:18.960 --> 00:12:20.960]  耶穌跟他的門徒
[00:12:20.960 --> 00:12:22.960]  晚餐
[00:12:22.960 --> 00:12:24.960]  最後一晚
[00:12:24.960 --> 00:12:26.960]  吃完晚餐之後
[00:12:26.960 --> 00:12:28.960]  他就去猶大
[00:12:28.960 --> 00:12:30.960]  聖經有一節記載
[00:12:30.960 --> 00:12:32.960]  耶穌給他一個餅
[00:12:32.960 --> 00:12:34.960]  他拿了餅之後
[00:12:34.960 --> 00:12:36.960]  他就起來了
[00:12:36.960 --> 00:12:38.960]  出去
[00:12:38.960 --> 00:12:40.960]  你要做的事就去做
[00:12:40.960 --> 00:12:42.960]  他出去做什麼
[00:12:42.960 --> 00:12:44.960]  他就要出賣耶穌
[00:12:44.960 --> 00:12:46.960]  聖經接著說
[00:12:46.960 --> 00:12:48.960]  當猶大出賣耶穌走出去的時候
[00:12:48.960 --> 00:12:50.960]  聖經加多一句
[00:12:50.960 --> 00:12:52.960]  是其他福音書沒有說的
[00:12:52.960 --> 00:12:54.960]  哪時是夜間了
[00:12:54.960 --> 00:12:56.960]  猶大這個邪惡的意思
[00:12:56.960 --> 00:12:58.960]  撒旦在他心裡
[00:12:58.960 --> 00:13:00.960]  做了一些事
[00:13:00.960 --> 00:13:02.960]  他要出賣耶穌
[00:13:02.960 --> 00:13:04.960]  這件事當然固然說是夜晚
[00:13:04.960 --> 00:13:06.960]  真是現實的夜晚
[00:13:06.960 --> 00:13:08.960]  但同時在說另一件事
[00:13:08.960 --> 00:13:10.960]  他出去的時候
[00:13:10.960 --> 00:13:12.960]  晚上黑暗
[00:13:12.960 --> 00:13:14.960]  他的心裡被黑暗所籠罩
[00:13:14.960 --> 00:13:16.960]  所充滿
[00:13:16.960 --> 00:13:18.960]  所以這裡說
[00:13:18.960 --> 00:13:20.960]  如果一個人
[00:13:20.960 --> 00:13:22.960]  他要去假情真
[00:13:22.960 --> 00:13:24.960]  要說謊話的話
[00:13:24.960 --> 00:13:26.960]  一個很重要的基礎就是要明白
[00:13:26.960 --> 00:13:28.960]  我們跟隨的神是一個光明的神
[00:13:28.960 --> 00:13:30.960]  在他裡面毫無黑暗
[00:13:30.960 --> 00:13:32.960]  如果是這樣的話
[00:13:32.960 --> 00:13:34.960]  我們就會行在光明中間
[00:13:34.960 --> 00:13:38.960]  好像神在光明中一樣
[00:13:38.960 --> 00:13:40.960]  我們跟隨耶穌的人
[00:13:40.960 --> 00:13:42.960]  跟隨這位光明的神的人
[00:13:42.960 --> 00:13:44.960]  就可以彼此相交
[00:13:44.960 --> 00:13:46.960]  就不會大家斷絕
[00:13:46.960 --> 00:13:48.960]  大家不會來往
[00:13:48.960 --> 00:13:50.960]  而且耶穌的血都洗淨我們一切的罪
[00:13:50.960 --> 00:13:52.960]  如果我們說
[00:13:52.960 --> 00:13:54.960]  我們要做去假情真
[00:13:54.960 --> 00:13:56.960]  這個生命裡面是這樣呈現的話
[00:13:56.960 --> 00:13:58.960]  我們第一件事要知道
[00:13:58.960 --> 00:14:00.960]  我們要掌握著
[00:14:00.960 --> 00:14:02.960]  我們要明白
[00:14:02.960 --> 00:14:04.960]  不是我們夠光明
[00:14:04.960 --> 00:14:06.960]  人很難光明
[00:14:06.960 --> 00:14:08.960]  人人都有陰暗面
[00:14:08.960 --> 00:14:10.960]  但我們要知道我們跟隨的神
[00:14:10.960 --> 00:14:12.960]  是一個光明的神
[00:14:12.960 --> 00:14:14.960]  光明是他的
[00:14:14.960 --> 00:14:16.960]  我們才有機會行在光明的裡面
[00:14:16.960 --> 00:14:18.960]  我們才不會被邪惡
[00:14:18.960 --> 00:14:20.960]  入侵我們生命的中間
[00:14:20.960 --> 00:14:24.960]  好了
[00:14:24.960 --> 00:14:26.960]  他接著說了一句
[00:14:26.960 --> 00:14:28.960]  所以連帶下去的第二段
[00:14:28.960 --> 00:14:30.960]  他說第八節到第十節
[00:14:30.960 --> 00:14:32.960]  這段我們比較熟悉
[00:14:32.960 --> 00:14:34.960]  這段經文
[00:14:34.960 --> 00:14:36.960]  這裡說的是什麼呢
[00:14:36.960 --> 00:14:38.960]  就是去假情真的實況
[00:14:38.960 --> 00:14:40.960]  第八節說
[00:14:40.960 --> 00:14:42.960]  我們若說自己無罪
[00:14:42.960 --> 00:14:44.960]  便是自欺真理不在我們心裡了
[00:14:44.960 --> 00:14:46.960]  其實他在引用
[00:14:46.960 --> 00:14:48.960]  那些敵對者的說話
[00:14:48.960 --> 00:14:50.960]  他說什麼我沒有罪的
[00:14:50.960 --> 00:14:52.960]  他說你說你沒有罪
[00:14:52.960 --> 00:14:54.960]  說謊啦
[00:14:54.960 --> 00:14:56.960]  第十節
[00:14:56.960 --> 00:14:58.960]  那裡說
[00:14:58.960 --> 00:15:00.960]  我們若說自己沒有犯過罪
[00:15:00.960 --> 00:15:02.960]  便以神為說方的
[00:15:02.960 --> 00:15:04.960]  他的道也不在我們心裡了
[00:15:04.960 --> 00:15:06.960]  意思就是說
[00:15:06.960 --> 00:15:08.960]  剛才那個是我們沒有罪
[00:15:08.960 --> 00:15:10.960]  這個說我們沒有犯過罪
[00:15:10.960 --> 00:15:12.960]  兩句說話都是來自那些敵對者
[00:15:12.960 --> 00:15:14.960]  他說
[00:15:14.960 --> 00:15:16.960]  如果我們說我們沒有犯過罪
[00:15:16.960 --> 00:15:18.960]  那你就是當神說謊
[00:15:18.960 --> 00:15:20.960]  他的道
[00:15:20.960 --> 00:15:22.960]  也不在我們心裡了
[00:15:22.960 --> 00:15:24.960]  什麼叫沒有罪
[00:15:24.960 --> 00:15:26.960]  這個有些人解釋為
[00:15:26.960 --> 00:15:28.960]  我們的罪行為或罪性情
[00:15:28.960 --> 00:15:30.960]  無論誰也好
[00:15:30.960 --> 00:15:32.960]  無論罪性情也好罪行為也好
[00:15:32.960 --> 00:15:34.960]  有時也很難分得那麼清楚
[00:15:34.960 --> 00:15:36.960]  總而言之
[00:15:36.960 --> 00:15:38.960]  如果我們說自己沒有罪性
[00:15:38.960 --> 00:15:40.960]  或者說我們本身沒有罪行為
[00:15:40.960 --> 00:15:42.960]  或者說我們沒有犯過罪
[00:15:42.960 --> 00:15:44.960]  這件事
[00:15:44.960 --> 00:15:46.960]  是說謊的
[00:15:46.960 --> 00:15:48.960]  這件事就在黑暗裡
[00:15:48.960 --> 00:15:50.960]  這件事根本上
[00:15:50.960 --> 00:15:52.960]  不同神的真理
[00:15:52.960 --> 00:15:54.960]  就不在我們中間
[00:15:54.960 --> 00:15:56.960]  所以虛假情真的實況
[00:15:56.960 --> 00:15:58.960]  是怎樣的呢
[00:15:58.960 --> 00:16:00.960]  就要承認其實我和你
[00:16:00.960 --> 00:16:02.960]  都只不過是一個罪人
[00:16:02.960 --> 00:16:04.960]  我們有罪的性情
[00:16:04.960 --> 00:16:06.960]  我們都有罪的行為
[00:16:06.960 --> 00:16:08.960]  在我們生命的中間
[00:16:08.960 --> 00:16:10.960]  我們是有的
[00:16:10.960 --> 00:16:12.960]  所以每個人都有
[00:16:12.960 --> 00:16:14.960]  第九節就說出路
[00:16:14.960 --> 00:16:16.960]  我們若認自己的罪
[00:16:16.960 --> 00:16:18.960]  所以
[00:16:18.960 --> 00:16:20.960]  什麼叫虛假情真的實況
[00:16:20.960 --> 00:16:22.960]  就是我們承認我們都是一個有罪的人
[00:16:22.960 --> 00:16:24.960]  願意去承認
[00:16:24.960 --> 00:16:26.960]  我們若認自己的罪
[00:16:26.960 --> 00:16:30.960]  那這個生命
[00:16:30.960 --> 00:16:32.960]  就有盼望
[00:16:32.960 --> 00:16:34.960]  有希望
[00:16:34.960 --> 00:16:36.960]  大家知不知道
[00:16:36.960 --> 00:16:38.960]  承認自己有罪是一件很不容易的事
[00:16:40.960 --> 00:16:42.960]  很不容易的
[00:16:42.960 --> 00:16:44.960]  嗯
[00:16:44.960 --> 00:16:46.960]  不知道大家有沒有去過法庭呢
[00:16:46.960 --> 00:16:48.960]  旁聽
[00:16:48.960 --> 00:16:50.960]  不是說你去
[00:16:50.960 --> 00:16:52.960]  被人審的話
[00:16:52.960 --> 00:16:54.960]  你去旁聽
[00:16:54.960 --> 00:16:56.960]  你支持朋友
[00:16:56.960 --> 00:16:58.960]  如果你去那裡
[00:16:58.960 --> 00:17:00.960]  那個犯人他認罪
[00:17:00.960 --> 00:17:02.960]  他認罪的話
[00:17:02.960 --> 00:17:04.960]  其實有什麼結果呢
[00:17:04.960 --> 00:17:06.960]  判刑會減了三分一
[00:17:06.960 --> 00:17:08.960]  三分一
[00:17:08.960 --> 00:17:10.960]  刑期會減了
[00:17:10.960 --> 00:17:12.960]  有時候是超過了
[00:17:12.960 --> 00:17:14.960]  所謂求情信的
[00:17:14.960 --> 00:17:16.960]  那些減刑得來的結果
[00:17:16.960 --> 00:17:18.960]  在法庭
