
[00:00:00.000 --> 00:00:02.000]  各位來賓各位弟子尖輩平安
[00:06:56.000 --> 00:06:57.000]  當然有些人就會想
[00:06:57.000 --> 00:07:00.000]  每條大路都是通羅馬
[00:07:00.000 --> 00:07:02.000]  最後都是去那個地方
[00:07:02.000 --> 00:07:04.000]  我們不用關心那麼多
[00:07:04.000 --> 00:07:05.000]  都是同樣的
[00:07:05.000 --> 00:07:07.000]  我們有路就走
[00:07:07.000 --> 00:07:09.000]  他們沒有想到人生的問題
[00:07:09.000 --> 00:07:10.000]  沒有想到自己的需要
[00:07:10.000 --> 00:07:11.000]  沒有想到
[00:07:11.000 --> 00:07:13.000]  哪些是重要的事情
[00:07:13.000 --> 00:07:16.000]  我們每天就這樣過我們生活
[00:07:16.000 --> 00:07:18.000]  或者這裏聽到有什麼聲音
[00:07:18.000 --> 00:07:19.000]  值得我們去追求
[00:07:19.000 --> 00:07:20.000]  我們就找這裏
[00:07:20.000 --> 00:07:21.000]  哪些是值得我們
[00:07:21.000 --> 00:07:24.000]  一起去關心的事
[00:07:24.000 --> 00:07:25.000]  我們可能就去
[00:07:25.000 --> 00:07:27.000]  人云亦云
[00:07:27.000 --> 00:07:29.000]  我們就這樣走在一起
[00:07:29.000 --> 00:07:31.000]  但是究竟
[00:07:31.000 --> 00:07:32.000]  耶穌說
[00:07:32.000 --> 00:07:35.000]  只有唯一的道路
[00:07:35.000 --> 00:07:37.000]  因為祂自己說
[00:07:37.000 --> 00:07:38.000]  祂是起初
[00:07:38.000 --> 00:07:40.000]  我是結束
[00:07:40.000 --> 00:07:41.000]  因為原來
[00:07:41.000 --> 00:07:42.000]  在我們人生裏面
[00:07:42.000 --> 00:07:44.000]  雖然我們短短寒暑幾十年
[00:07:44.000 --> 00:07:45.000]  沒錯
[00:07:45.000 --> 00:07:46.000]  我們人生走的路
[00:07:46.000 --> 00:07:47.000]  當然不是馬路
[00:07:47.000 --> 00:07:48.000]  我們人生的路
[00:07:48.000 --> 00:07:50.000]  我們自己的生命之道
[00:07:50.000 --> 00:07:52.000]  生命之路是怎樣
[00:07:52.000 --> 00:07:53.000]  但是
[00:07:53.000 --> 00:07:54.000]  同時間我們其實想想
[00:07:54.000 --> 00:07:55.000]  整個人類
[00:07:55.000 --> 00:07:59.000]  原來我們是有神創造宇宙萬物
[00:07:59.000 --> 00:08:01.000]  是神賜給我們的生命
[00:08:01.000 --> 00:08:03.000]  這個世界是神所創造
[00:08:03.000 --> 00:08:04.000]  但是
[00:08:04.000 --> 00:08:05.000]  在聖經裏面所說
[00:08:05.000 --> 00:08:06.000]  神都說
[00:08:06.000 --> 00:08:08.000]  這個世界會有一天結束
[00:08:08.000 --> 00:08:09.000]  因為結束的時候
[00:08:09.000 --> 00:08:11.000]  人去哪裏呢
[00:08:11.000 --> 00:08:13.000]  人類會去到哪裏呢
[00:08:13.000 --> 00:08:14.000]  原來有一個地方
[00:08:14.000 --> 00:08:17.000]  可以去到一個父神那裏
[00:08:17.000 --> 00:08:20.000]  去到一個永恆的天國裏面
[00:08:20.000 --> 00:08:21.000]  這個是我們要知道
[00:08:21.000 --> 00:08:24.000]  是全人類都應該知道的事情
[00:08:24.000 --> 00:08:25.000]  所以耶穌說
[00:08:25.000 --> 00:08:26.000]  我是起初
[00:08:26.000 --> 00:08:27.000]  我是結束
[00:08:27.000 --> 00:08:30.000]  表示祂是在一個創造宇宙萬物的時候
[00:08:30.000 --> 00:08:31.000]  在這裏
[00:08:31.000 --> 00:08:33.000]  將來這個世界沒了
[00:08:33.000 --> 00:08:34.000]  祂亦在這裏
[00:08:34.000 --> 00:08:36.000]  祂是唯一的道路
[00:08:36.000 --> 00:08:39.000]  能夠去通往到永恆的生命裏面
[00:08:39.000 --> 00:08:42.000]  通往到永恆的國度裏面
[00:08:42.000 --> 00:08:44.000]  但很多時候我們不知道
[00:08:44.000 --> 00:08:46.000]  很多時候我們會覺得
[00:08:46.000 --> 00:08:48.000]  我們走自己的路就算了
[00:08:48.000 --> 00:08:51.000]  但當我們去到一個人生的難處
[00:08:51.000 --> 00:08:52.000]  關頭的時候
[00:08:52.000 --> 00:08:53.000]  你會發覺
[00:08:53.000 --> 00:08:55.000]  人很多時候沒有路走
[00:08:55.000 --> 00:08:57.000]  很多時候路走得不暢順
[00:08:57.000 --> 00:09:02.000]  我們才會想到人生的問題
[00:09:02.000 --> 00:09:05.000]  原來因為罪的緣故
[00:09:05.000 --> 00:09:08.000]  將我們與神隔絕了
[00:09:08.000 --> 00:09:10.000]  我們不能夠去到天父那裏
[00:09:10.000 --> 00:09:12.000]  不能夠去到神那裏
[00:09:12.000 --> 00:09:13.000]  我們不能夠認識神
[00:09:13.000 --> 00:09:14.000]  就是一個罪
[00:09:14.000 --> 00:09:17.000]  隔絕了我們一個生命
[00:09:17.000 --> 00:09:21.000]  所以耶穌說只有祂自己
[00:09:21.000 --> 00:09:24.000]  沒有人可以藉著其他的方法
[00:09:24.000 --> 00:09:26.000]  只有藉著耶穌基督
[00:09:26.000 --> 00:09:28.000]  才能夠去到父神那裏
[00:09:28.000 --> 00:09:30.000]  這個罪是影響了我們
[00:09:30.000 --> 00:09:34.000]  這個罪也影響了我們人生很多的問題
[00:09:34.000 --> 00:09:35.000]  就算我剛才所說
[00:09:35.000 --> 00:09:39.000]  我們希望有好的學業
[00:09:39.000 --> 00:09:41.000]  希望有好的工作
[00:09:41.000 --> 00:09:42.000]  希望有好的婚姻
[00:09:42.000 --> 00:09:45.000]  希望有好的生活
[00:09:45.000 --> 00:09:48.000]  但是很多時候也是因為我們的罪
[00:09:48.000 --> 00:09:51.000]  影響我們 破壞我們的人生
[00:09:51.000 --> 00:09:53.000]  最近聽到一個消息
[00:09:53.000 --> 00:09:56.000]  在大概一兩個星期前
[00:09:56.000 --> 00:09:58.000]  澳門有一個賭場
[00:09:58.000 --> 00:10:01.000]  發生了一個縱火案
[00:10:01.000 --> 00:10:04.000]  有一個人在賭場的酒店房間
[00:10:04.000 --> 00:10:07.000]  在樓上燒了
[00:10:07.000 --> 00:10:10.000]  燒了之後自己跳樓自殺
[00:10:10.000 --> 00:10:14.000]  原來那個是一個內地的賭客
[00:10:14.000 --> 00:10:16.000]  來到澳門
[00:10:16.000 --> 00:10:19.000]  他竟然一夜之間
[00:10:19.000 --> 00:10:23.000]  可以輸了三十多億
[00:10:23.000 --> 00:10:25.000]  你也說
[00:10:25.000 --> 00:10:29.000]  他找了一個燒錢的方法
[00:10:29.000 --> 00:10:31.000]  找到燒錢的方法
[00:10:31.000 --> 00:10:33.000]  認識了賭博的威力
[00:10:33.000 --> 00:10:36.000]  賠償自己的生命
[00:10:36.000 --> 00:10:38.000]  你也想不到有這個可能
[00:10:38.000 --> 00:10:41.000]  給三十億你也要用一段時間
[00:10:41.000 --> 00:10:44.000]  賭博就是這樣
[00:10:44.000 --> 00:10:46.000]  一醉就捆綁住他
[00:10:46.000 --> 00:10:48.000]  後來當然他什麼都沒有
[00:10:48.000 --> 00:10:50.000]  很怒氣
[00:10:50.000 --> 00:10:58.000]  唯有泄憤 縱火 然後跳樓
[00:10:58.000 --> 00:11:00.000]  有時候就是這樣
[00:11:00.000 --> 00:11:04.000]  我們以為我們所得的東西
[00:11:04.000 --> 00:11:06.000]  是這麼艱難得到
[00:11:06.000 --> 00:11:08.000]  或者有時候我們以為生命
[00:11:08.000 --> 00:11:10.000]  是會這麼暢順
[00:11:10.000 --> 00:11:12.000]  我們是控制不了我們的生命
[00:11:12.000 --> 00:11:14.000]  不能夠掌管我們
[00:11:14.000 --> 00:11:16.000]  把握我們的生命
[00:11:16.000 --> 00:11:19.000]  但是即使可能會這樣
[00:11:19.000 --> 00:11:21.000]  走投無路也好
[00:11:21.000 --> 00:11:23.000]  但是耶穌說
[00:11:23.000 --> 00:11:25.000]  在他裡面是有出路
[00:11:25.000 --> 00:11:29.000]  在他裡面是可以奉他的名
[00:11:29.000 --> 00:11:30.000]  能夠去禱告
[00:11:30.000 --> 00:11:32.000]  能夠向著天父禱告
[00:11:32.000 --> 00:11:36.000]  能夠開通這條永生的道路
[00:11:36.000 --> 00:11:38.000]  能夠得著永恆的生命
[00:11:38.000 --> 00:11:40.000]  所以耶穌說我是道路
[00:11:40.000 --> 00:11:42.000]  我是真理 我是生命
[00:11:42.000 --> 00:11:44.000]  講到真理
[00:11:44.000 --> 00:11:46.000]  耶穌說我是真理
[00:11:46.000 --> 00:11:48.000]  但是今天這個世代裡面
[00:11:48.000 --> 00:11:51.000]  可以說沒有真理的世代
[00:11:51.000 --> 00:11:53.000]  很多人都不喜歡聽什麼叫真理
[00:11:53.000 --> 00:11:56.000]  一講到真理就是權威
[00:11:56.000 --> 00:11:58.000]  因為真理就是必然的事情
[00:11:58.000 --> 00:11:59.000]  絕對的事情
[00:11:59.000 --> 00:12:01.000]  現在哪裡有絕對的事情
[00:12:01.000 --> 00:12:04.000]  很多事情是非黑白都不是這麼清楚
[00:12:04.000 --> 00:12:07.000]  現在很多事情是灰色的地帶
[00:12:07.000 --> 00:12:10.000]  很多人看一件事有不同的角度去看
[00:12:10.000 --> 00:12:13.000]  根本沒有絕對的真理在裡面
[00:12:13.000 --> 00:12:15.000]  所以一講到真理的時候
[00:12:15.000 --> 00:12:18.000]  我們就不願意去聽
[00:12:18.000 --> 00:12:20.000]  但是我剛才說
[00:12:20.000 --> 00:12:23.000]  我們要找到這條十字架的道路
[00:12:23.000 --> 00:12:26.000]  要認識這是救贖的真理
[00:12:26.000 --> 00:12:29.000]  因為救贖的真理大家都要去知道
[00:12:29.000 --> 00:12:32.000]  因為剛才我說人陷在罪裡面
[00:12:32.000 --> 00:12:35.000]  有時候我們沒辦法可以自己去救自己
[00:12:35.000 --> 00:12:38.000]  沒辦法我們可以脫離罪裡面的枷鎖
[00:12:38.000 --> 00:12:41.000]  甚至於人心黑暗的地方
[00:12:41.000 --> 00:12:42.000]  我們立志要做好
[00:12:42.000 --> 00:12:46.000]  但是我們都不能夠去改變我們自己
[00:12:46.000 --> 00:12:49.000]  唯有救贖的真理就能夠幫助我們
[00:12:49.000 --> 00:12:53.000]  就能夠讓我們可以得到一個罪的解決
[00:12:53.000 --> 00:12:58.000]  得到耶穌基督一個十字架救贖的真理
[00:12:58.000 --> 00:13:01.000]  就是他自己親自來到這個世界裡面
[00:13:01.000 --> 00:13:05.000]  能夠知道我們的罪惡
[00:13:05.000 --> 00:13:07.000]  知道我們內心裡面很多的艱難
[00:13:07.000 --> 00:13:11.000]  很多黑暗的地方我們不能夠去掌管
[00:13:11.000 --> 00:13:13.000]  他能夠去幫助我們
[00:13:13.000 --> 00:13:15.000]  因為耶穌說他來到這個世界
[00:13:15.000 --> 00:13:17.000]  道成了肉身
[00:13:17.000 --> 00:13:19.000]  神親自成為了人
[00:13:19.000 --> 00:13:21.000]  來到這個世界充充滿滿
[00:13:21.000 --> 00:13:23.000]  有恩典有真理
[00:13:23.000 --> 00:13:25.000]  他不單有真理
[00:13:25.000 --> 00:13:28.000]  這個事實是唯一他可以去拯救我們
[00:13:28.000 --> 00:13:31.000]  但是更加的是他充滿了愛
[00:13:31.000 --> 00:13:33.000]  充滿了恩典
[00:13:33.000 --> 00:13:36.000]  他想幫助我們離開
[00:13:36.000 --> 00:13:39.000]  在這些黑暗罪惡的困所
[00:13:39.000 --> 00:13:41.000]  這些艱難的裡面
[00:13:41.000 --> 00:13:43.000]  所以這是救贖的真理
[00:13:43.000 --> 00:13:46.000]  所以耶穌基督知道人已經在
[00:13:46.000 --> 00:13:49.000]  因為罪的緣故和神隔絕了
[00:13:49.000 --> 00:13:54.000]  他來到我們當中能夠幫助我們
[00:13:54.000 --> 00:13:55.000]  所以他在世的時候
[00:13:55.000 --> 00:13:57.000]  釘身十字架流出補血
[00:13:57.000 --> 00:13:59.000]  這是赦罪的恩典
[00:13:59.000 --> 00:14:03.000]  只要我們能夠可以去接受耶穌基督
[00:14:03.000 --> 00:14:05.000]  神救贖的恩典
[00:14:05.000 --> 00:14:08.000]  今天仍然能夠去幫助我們
[00:14:08.000 --> 00:14:11.000]  今天仍然能夠去赦免我們
[00:14:11.000 --> 00:14:17.000]  對我們仍然有產生的功效在裡面
[00:14:17.000 --> 00:14:22.000]  所以我們要思想到人生終極的問題的時候
[00:14:22.000 --> 00:14:24.000]  我們就要明白
[00:14:24.000 --> 00:14:26.000]  耶穌說我就是真理
[00:14:26.000 --> 00:14:28.000]  我們在哪裡看到呢
[00:14:28.000 --> 00:14:30.000]  當然我們在聖經裡面
[00:14:30.000 --> 00:14:32.000]  我們看到神的說話
[00:14:32.000 --> 00:14:33.000]  因為耶穌基督是神
[00:14:33.000 --> 00:14:35.000]  祂所說的話就是來自神
[00:14:35.000 --> 00:14:37.000]  祂所行的事情就是來自神
[00:14:37.000 --> 00:14:40.000]  祂就自己彰顯了一個真理在裡面
[00:14:40.000 --> 00:14:43.000]  所以聖經裡面已經告訴我們
[00:14:43.000 --> 00:14:46.000]  很多關於神愛我們的事情
[00:14:46.000 --> 00:14:50.000]  耶穌基督是有救世幫助我們的事情
[00:14:50.000 --> 00:14:52.000]  所以今天我們都是明言
[00:14:52.000 --> 00:14:53.000]  每一次在崇拜裡面
[00:14:53.000 --> 00:14:55.000]  我們一定是讀神的話語
[00:14:55.000 --> 00:14:57.000]  我們一定是去宣講神的話語
[00:14:57.000 --> 00:15:00.000]  因為唯有這個是聖經的記載
[00:15:00.000 --> 00:15:01.000]  是真理
[00:15:01.000 --> 00:15:02.000]  我們要認識真理
[00:15:02.000 --> 00:15:04.000]  要明白真理
[00:15:04.000 --> 00:15:06.000]  所以歷史上很多的偉人對於聖經
[00:15:06.000 --> 00:15:09.000]  都有很多的評論在裡面
[00:15:09.000 --> 00:15:13.000]  我看到有幾個所謂的領袖
[00:15:13.000 --> 00:15:15.000]  法國的拿破侖說
[00:15:15.000 --> 00:15:17.000]  聖經裡面有無窮的寶藏
[00:15:17.000 --> 00:15:19.000]  有無上的寶分
[00:15:19.000 --> 00:15:21.000]  有奧秘的力量
[00:15:21.000 --> 00:15:23.000]  有感人的心在裡面
[00:15:23.000 --> 00:15:25.000]  所以聖經不是一本死書
[00:15:25.000 --> 00:15:26.000]  是一本活物
[00:15:26.000 --> 00:15:28.000]  是一種大能
[00:15:28.000 --> 00:15:33.000]  順知者生亦知者亡
[00:15:33.000 --> 00:15:36.000]  所以可以看到這是真理
[00:15:36.000 --> 00:15:38.000]  美國的華盛頓總統就說
[00:15:38.000 --> 00:15:41.000]  如果不是靠著神和聖經的指引
[00:15:41.000 --> 00:15:45.000]  人不能夠正確地管理這個世界
[00:15:45.000 --> 00:15:47.000]  美國總統林肯就說
[00:15:47.000 --> 00:15:49.000]  關於這本偉大的書
[00:15:49.000 --> 00:15:54.000]  有些人說是神賜給人類最好的禮物
[00:15:54.000 --> 00:15:56.000]  因為一切都能夠藉著
[00:15:56.000 --> 00:15:59.000]  救主耶穌基督給我們的恩典
[00:15:59.000 --> 00:16:02.000]  能夠成為人的福祉
[00:16:02.000 --> 00:16:04.000]  中國的孫中山這樣說
[00:16:04.000 --> 00:16:06.000]  聖經告訴我們
[00:16:06.000 --> 00:16:08.000]  你的光要照亮別人
[00:16:08.000 --> 00:16:12.000]  使大家知道應該走在哪一條路裡面
[00:16:12.000 --> 00:16:14.000]  邱吉爾就這樣說
[00:16:14.000 --> 00:16:18.000]  我們可以放心依靠一個堅固無比的
[00:16:18.000 --> 00:16:24.000]  因為這本聖經是在盤石的上面
[00:16:24.000 --> 00:16:27.000]  俄國也有人說
[00:16:27.000 --> 00:16:31.000]  俄國列寧這樣說
[00:16:31.000 --> 00:16:34.000]  他說我死了之後
[00:16:34.000 --> 00:16:38.000]  你不要在我身上蓋這些檔期
[00:16:38.000 --> 00:16:41.000]  你是蓋著一個十字架
[00:16:41.000 --> 00:16:45.000]  原來這個在俄國專稱為國父的人
[00:16:45.000 --> 00:16:48.000]  他的房間最後的擺設是什麼呢?
[00:16:48.000 --> 00:16:52.000]  就是他的書桌裡面有一本聖經
[00:16:52.000 --> 00:16:56.000]  是他人生裡面最後讀的一本書
[00:16:56.000 --> 00:16:58.000]  就是聖經
[00:16:58.000 --> 00:17:00.000]  所以我們看到
