
[00:00:00.000 --> 00:00:02.500]  各位午安,主內平安
[00:02:13.500 --> 00:02:19.500]  回流回來香港,可以見爸爸的就是每年暑假十天左右的假期
[00:02:19.500 --> 00:02:28.500]  在護老院裡看著爸爸,跟他擦擦面,餵他吃東西,剪指甲
[00:02:28.500 --> 00:02:35.500]  感受到那種完全沒有半點的功利主義
[00:02:35.500 --> 00:02:40.500]  很單純,很美麗,在親情裡那種結連
[00:02:40.500 --> 00:02:47.500]  你跟一個已經腦退化的爸爸,可以時空交錯地聊天
[00:02:47.500 --> 00:02:51.500]  甚至可以只是坐在那裡,一聲不響
[00:02:51.500 --> 00:03:00.500]  但你會深切看到我在陪伴他,他在陪伴我,那份福氣在那裡
[00:03:00.500 --> 00:03:07.500]  走過這段歷程,體會到親情是在很微妙的互動關係裡
[00:03:07.500 --> 00:03:15.500]  在彼此的生命裡,一點一滴累積,佔據了一個很重要的位置
[00:03:15.500 --> 00:03:20.500]  今天很想從爾忽所書的六章一至四節
[00:03:20.500 --> 00:03:24.500]  一同思想一些我們親子關係的建立
[00:03:24.500 --> 00:03:29.500]  我們首先看看爾忽所書上文一些的教導
[00:03:29.500 --> 00:03:34.500]  多謝剛才主席為我們讀出一些輔助的經文
[00:03:34.500 --> 00:03:40.500]  在五章時,保羅提到,要做一個有智慧的人
[00:03:40.500 --> 00:03:44.500]  一定要明白上帝的心意,而這份智慧從何而來呢?
[00:03:44.500 --> 00:03:46.500]  就是由聖靈所賜的
[00:03:46.500 --> 00:03:52.500]  所以他說,不要醉酒,酒能使人放蕩,要被聖靈充滿
[00:03:52.500 --> 00:03:55.500]  被聖靈充滿並不是在某個時刻
[00:03:55.500 --> 00:03:59.500]  發生一些很短暫,很特殊,與別不同的屬靈經歷
[00:03:59.500 --> 00:04:04.500]  被聖靈充滿是一個持續,長時間,長期的狀態
[00:04:04.500 --> 00:04:10.500]  信徒在生活的每一個細節,無時無刻,被聖靈去掌管
[00:04:10.500 --> 00:04:15.500]  保羅用醉酒之後失控的表現
[00:04:15.500 --> 00:04:19.500]  去襯托出相對一個被聖靈充滿的生命
[00:04:19.500 --> 00:04:25.500]  有聖靈同在,神的掌管的信徒是有節制,有分寸
[00:04:25.500 --> 00:04:30.500]  做事是按照聖經合二的表現
[00:04:30.500 --> 00:04:36.500]  信仰如果要落實,我們要兌現在生活上很多的場景
[00:04:36.500 --> 00:04:40.500]  家庭自然是一個很基本的單位
[00:04:40.500 --> 00:04:45.500]  保羅就按照當時的社會形態提出了家庭的規範
[00:04:45.500 --> 00:04:49.500]  列出了在家庭裡基本的三個人際關係
[00:04:49.500 --> 00:04:55.500]  包括夫妻、父母和子女,還有主僕
[00:04:55.500 --> 00:04:59.500]  其中他說最關鍵的就是剛才5章21節的
[00:04:59.500 --> 00:05:04.500]  要全敬畏基督的心,彼此去信服
[00:05:04.500 --> 00:05:08.500]  我們看見在訂立家庭規範裡
[00:05:08.500 --> 00:05:13.500]  保羅一方面依循著當時社會傳統的權力架構
[00:05:13.500 --> 00:05:18.500]  但是他要求有更加高層次的衛生
[00:05:18.500 --> 00:05:21.500]  就是要衛生在基督裡面
[00:05:21.500 --> 00:05:24.500]  今天我們會看其中6章1節4節
[00:05:24.500 --> 00:05:27.500]  父母和子女的關係
[00:05:27.500 --> 00:05:34.500]  我們首先要簡單概覽一下6章1節4節的框架是怎樣
[00:05:34.500 --> 00:05:38.500]  1節到3節是對子女的勸勉
[00:05:38.500 --> 00:05:43.500]  第4節是對父親的勸勉,你看見有一個平衡
[00:05:43.500 --> 00:05:46.500]  在1節3節給子女的勸勉裡
[00:05:46.500 --> 00:05:51.500]  最主要的吩咐是要在主裡面聽從父母
[00:05:51.500 --> 00:05:56.500]  然後說了兩個理由,第一個,這是理所當然的
[00:05:56.500 --> 00:05:59.500]  接著進一步按聖經的理據
[00:05:59.500 --> 00:06:03.500]  按照當時舊約裡面10節其中第5節的吩咐
[00:06:03.500 --> 00:06:05.500]  要孝敬父母
[00:06:05.500 --> 00:06:08.500]  有一點難明白的,這裡寫著
[00:06:08.500 --> 00:06:11.500]  按字面就是孝敬父母,神鷹會長壽
[00:06:11.500 --> 00:06:14.500]  稍後我們稍後再看
[00:06:14.500 --> 00:06:18.500]  第2部分第4節是給父親的勸勉
[00:06:18.500 --> 00:06:20.500]  有兩方面的行動
[00:06:20.500 --> 00:06:23.500]  一個不好做的就是激怒兒女
[00:06:23.500 --> 00:06:29.500]  你要做的就按照主的教導和圈街養育他們
[00:06:29.500 --> 00:06:33.500]  我們先來看第1部分1至3節
[00:06:33.500 --> 00:06:36.500]  親子關係裡對子女的勸勉
[00:06:36.500 --> 00:06:40.500]  這裡說作兒女的要在主裡面聽從父母
[00:06:40.500 --> 00:06:44.500]  聽從不是單單我聽你的命令
[00:06:44.500 --> 00:06:49.500]  而是知道自己的遺憾是從屬在父母之下
[00:06:49.500 --> 00:06:52.500]  要信服父母的權柄
[00:06:52.500 --> 00:06:55.500]  這裡強調在主裡面聽從
[00:06:55.500 --> 00:07:01.500]  意味著聽從父母是人去信服上帝的吩咐
[00:07:01.500 --> 00:07:04.500]  和主去建立關係的其中一部分
[00:07:04.500 --> 00:07:09.500]  也預設了子女可以拒絕父母一些違背信仰的要求
[00:07:09.500 --> 00:07:13.500]  保羅這裡提出了兩個理由
[00:07:13.500 --> 00:07:16.500]  第一個他說這裡是理所當然的
[00:07:16.500 --> 00:07:19.500]  如果從當時的文化背景去看
[00:07:19.500 --> 00:07:22.500]  無論是希臘人或者羅馬人
[00:07:22.500 --> 00:07:25.500]  他也教導子女要敬重父母
[00:07:25.500 --> 00:07:29.500]  中國人也說不幸以孝為先
[00:07:29.500 --> 00:07:32.500]  很多文化裡兒女要聽從父母
[00:07:32.500 --> 00:07:37.500]  在社會的倫理關係上是無從置疑的要求
[00:07:37.500 --> 00:07:42.500]  從創世的自然秩序去看
[00:07:42.500 --> 00:07:46.500]  年幼的受造物他們無知也沒什麼能力
[00:07:46.500 --> 00:07:51.500]  需要父母的保護教導也是順理成章的事
[00:07:51.500 --> 00:07:58.500]  不過保羅沒有單單從一個道德倫理的角度去論述
[00:07:58.500 --> 00:08:02.500]  他更加引用十誡裡面的第五誡
[00:08:02.500 --> 00:08:06.500]  來加強信徒要聽從父母的理據
[00:08:06.500 --> 00:08:08.500]  他這樣說
[00:08:08.500 --> 00:08:12.500]  當孝敬父母使你得福在世長壽
[00:08:12.500 --> 00:08:15.500]  這是第一條大應許的誡命
[00:08:15.500 --> 00:08:20.500]  孝敬父母應該比聽從父母是寬闊很多的
[00:08:20.500 --> 00:08:27.500]  神將養育孩子的責任的權柄加給父母
[00:08:27.500 --> 00:08:30.500]  父母要養育兒女成人
[00:08:30.500 --> 00:08:36.500]  兒女要承認父母是他們在地上賜予生命的賜予者
[00:08:36.500 --> 00:08:39.500]  並感謝他們的養育渠路
[00:08:39.500 --> 00:08:42.500]  要信服他們的權威教導
[00:08:42.500 --> 00:08:45.500]  特別當父母年長的時候
[00:08:45.500 --> 00:08:49.500]  孝敬父母也意味著仍然要尊重他們的地位
[00:08:49.500 --> 00:08:52.500]  要供養照顧他們的需要
[00:08:52.500 --> 00:08:54.500]  有些有趣的
[00:08:54.500 --> 00:08:59.500]  這裡好像提到孝敬父母會帶來一個附加的祝福會長壽
[00:08:59.500 --> 00:09:01.500]  那怎樣理解呢?
[00:09:01.500 --> 00:09:04.500]  所以我們需要去看聖經裡
[00:09:04.500 --> 00:09:08.500]  其中兩處記載十誡的經文
[00:09:08.500 --> 00:09:11.500]  我只讀一次
[00:09:11.500 --> 00:09:14.500]  塞吉記二十章十二節
[00:09:14.500 --> 00:09:17.500]  當孝敬父母使你的日子
[00:09:17.500 --> 00:09:21.500]  在耶和華里神所賜你的地上得而長久
[00:09:21.500 --> 00:09:23.500]  生命紀念章十六節
[00:09:23.500 --> 00:09:25.500]  當孝敬父母
[00:09:25.500 --> 00:09:28.500]  正如耶和華里神所吩咐的
[00:09:28.500 --> 00:09:30.500]  使你得福並使你的日子
[00:09:30.500 --> 00:09:34.500]  在耶和華里神所賜給你的地上得而長久
[00:09:34.500 --> 00:09:37.500]  我們按這兩段經文來記載
[00:09:37.500 --> 00:09:39.500]  原意是說
[00:09:39.500 --> 00:09:41.500]  使你的日子
[00:09:41.500 --> 00:09:45.500]  在耶和華賜你的地上得而長久
[00:09:45.500 --> 00:09:50.500]  似乎跟壽壽無關
[00:09:50.500 --> 00:09:52.500]  而是答應以色列文
[00:09:52.500 --> 00:09:54.500]  他們可以在神所賜的加南地
[00:09:54.500 --> 00:09:56.500]  長久居住
[00:09:56.500 --> 00:10:00.500]  不會被其他國家驅逐出去
[00:10:00.500 --> 00:10:04.500]  以色列文如果想在英雄地蒙福
[00:10:04.500 --> 00:10:06.500]  享受快樂的生活
[00:10:06.500 --> 00:10:08.500]  就要遵守上帝當時給他們的誡命
[00:10:08.500 --> 00:10:12.500]  特別孝敬父母這一環節
[00:10:12.500 --> 00:10:14.500]  而以夫所書當時的處境
[00:10:14.500 --> 00:10:16.500]  對象不是猶太人
[00:10:16.500 --> 00:10:19.500]  也包含許多信主的外邦人
[00:10:19.500 --> 00:10:21.500]  難道真的刻盡己任
[00:10:21.500 --> 00:10:22.500]  供養父母
[00:10:22.500 --> 00:10:24.500]  一定可以活到一把年紀
[00:10:24.500 --> 00:10:26.500]  沒理由是這樣,是嗎?
[00:10:26.500 --> 00:10:28.500]  究竟為什麼呢?
[00:10:28.500 --> 00:10:30.500]  十誡的前四誡是說
[00:10:30.500 --> 00:10:32.500]  愛與上帝的關係
[00:10:32.500 --> 00:10:36.500]  五至十誡是人與人的相交
[00:10:36.500 --> 00:10:38.500]  這些教導是關乎到
[00:10:38.500 --> 00:10:40.500]  上帝指明他的身份
[00:10:40.500 --> 00:10:42.500]  從內裡的信念
[00:10:42.500 --> 00:10:45.500]  引發一些外在的行為
[00:10:45.500 --> 00:10:50.500]  家庭是一個最基本的生活單位
[00:10:50.500 --> 00:10:54.500]  最大影響我們人際關係的和諧、穩定
[00:10:54.500 --> 00:10:58.500]  如果我們想在上帝賜福之下
[00:10:58.500 --> 00:11:00.500]  享受各樣的豐盛
[00:11:00.500 --> 00:11:04.500]  家庭作為一個最基本的屬靈基地
[00:11:04.500 --> 00:11:08.500]  我們要好好去看重
[00:11:08.500 --> 00:11:11.500]  遵守孝敬父母這條誡命
[00:11:11.500 --> 00:11:14.500]  很自然是一個很重要的基礎
[00:11:16.500 --> 00:11:20.500]  十誡的要求是單向子女
[00:11:20.500 --> 00:11:23.500]  要對父母的態度
[00:11:23.500 --> 00:11:26.500]  但保羅在二筆所書的教導是雙向
[00:11:26.500 --> 00:11:29.500]  然後他提到父母如何對待子女
[00:11:29.500 --> 00:11:32.500]  我們看第二部分第四節
[00:11:32.500 --> 00:11:36.500]  父親的你們不要激怒兒女
[00:11:36.500 --> 00:11:41.500]  但要照著主的教導和勸誡養育他們
[00:11:41.500 --> 00:11:43.500]  保羅在上文說
[00:11:43.500 --> 00:11:46.500]  子女要聽從父母
[00:11:46.500 --> 00:11:49.500]  但來到這裡他只說勸勉父親
[00:11:49.500 --> 00:11:52.500]  沒有說母親的責任
[00:11:52.500 --> 00:11:55.500]  但在當時的父系社會裡
[00:11:55.500 --> 00:11:57.500]  父親是一家之主
[00:11:57.500 --> 00:11:59.500]  這樣的講述是很正常的
[00:11:59.500 --> 00:12:02.500]  所以這個教訓如果套用在今天
[00:12:02.500 --> 00:12:05.500]  其實可以應用在父親母親身上
[00:12:05.500 --> 00:12:09.500]  保羅首先從反面的角度入手
[00:12:09.500 --> 00:12:12.500]  他說做父親的不要激怒兒女
[00:12:12.500 --> 00:12:16.500]  激怒就是指引發他們動怒
[00:12:16.500 --> 00:12:19.500]  看回一些資料
[00:12:19.500 --> 00:12:22.500]  當時希羅世紀一個父系的架構裡
[00:12:22.500 --> 00:12:24.500]  父親擁有很大的權力
[00:12:24.500 --> 00:12:28.500]  他們操縱了很多初生嬰兒的生死權
[00:12:28.500 --> 00:12:31.500]  特別女嬰很多時候被人遺棄
[00:12:31.500 --> 00:12:33.500]  父親有權把子女
[00:12:33.500 --> 00:12:37.500]  特別是女兒賣去做奴隸
[00:12:37.500 --> 00:12:40.500]  父親可以隨便要兒女呼呼喝喝
[00:12:40.500 --> 00:12:43.500]  做很多粗重的工作
[00:12:43.500 --> 00:12:45.500]  在古代社會裡
[00:12:45.500 --> 00:12:49.500]  父親擁有很大的操縱權
[00:12:49.500 --> 00:12:51.500]  往往過於嚴苛
[00:12:51.500 --> 00:12:56.500]  保羅在提醒做父親的不要激怒兒女
[00:12:56.500 --> 00:13:03.500]  不單單是調節一個教育兒女的理念
[00:13:03.500 --> 00:13:07.500]  更加是回應當時整個社會傳統的
[00:13:07.500 --> 00:13:12.500]  權力架構下如何去活出基督信仰
[00:13:12.500 --> 00:13:16.500]  不要被當時世俗的價值觀支配
[00:13:16.500 --> 00:13:19.500]  濫用權力苦待你的兒女
[00:13:19.500 --> 00:13:24.500]  看每一個生命是上帝創造有價值
[00:13:24.500 --> 00:13:29.500]  如果我們單單從一個教養的角度去看
[00:13:29.500 --> 00:13:31.500]  不要激怒兒女
[00:13:31.500 --> 00:13:35.500]  避免他們產生跟自己對立的關係
[00:13:35.500 --> 00:13:38.500]  以致父母什麼都聽不入耳
[00:13:38.500 --> 00:13:41.500]  讓孩子有足夠的尊重
[00:13:41.500 --> 00:13:45.500]  用很平和的態度教導他們
[00:13:45.500 --> 00:13:46.500]  用心去聆聽
[00:13:46.500 --> 00:13:49.500]  這些理念很有時代感
[00:13:49.500 --> 00:13:52.500]  跟今天的教育心理學很近似
[00:13:52.500 --> 00:13:54.500]  也是很合宜的
[00:13:54.500 --> 00:13:56.500]  不過我相信
[00:13:56.500 --> 00:13:57.500]  除此以外
[00:13:57.500 --> 00:14:01.500]  我們更可以從一個熟齡的層面去詮釋
[00:14:01.500 --> 00:14:05.500]  而不所謂有一節經文大家可能都很熟悉
[00:14:05.500 --> 00:14:08.500]  生氣卻不要犯罪
[00:14:08.500 --> 00:14:10.500]  不可含怒到日落
[00:14:10.500 --> 00:14:13.500]  不可給魔鬼留地步
[00:14:13.500 --> 00:14:17.500]  父母、房子、子女
[00:14:17.500 --> 00:14:22.500]  因為一些關係負面的建立的時候
[00:14:22.500 --> 00:14:24.500]  以致他們動怒
[00:14:24.500 --> 00:14:26.500]  就容易是一個犯罪
[00:14:26.500 --> 00:14:33.500]  甚至是被魔鬼挑釁的一個網絡裏面
[00:14:33.500 --> 00:14:38.500]  所以這也是一個熟齡的層面
[00:14:38.500 --> 00:14:41.500]  講完負面不可以做的
[00:14:41.500 --> 00:14:45.500]  保羅就提到正面要做的事了
[00:14:45.500 --> 00:14:50.500]  要照著主的教導和勸誡養育他們
[00:14:50.500 --> 00:14:53.500]  教導他們做應該做的事
[00:14:53.500 --> 00:14:57.500]  勸誡他們做一些不應該做的事
[00:14:57.500 --> 00:15:01.500]  保羅在這裏再次強調要在主的心意裏面
[00:15:01.500 --> 00:15:03.500]  我們看見第一
[00:15:03.500 --> 00:15:07.500]  規範著當時的父母不要自以為是
[00:15:07.500 --> 00:15:09.500]  任意而行
[00:15:09.500 --> 00:15:11.500]  第二個
[00:15:11.500 --> 00:15:14.500]  也確保在子女成長的過程
[00:15:14.500 --> 00:15:16.500]  不是單單養大他們
[00:15:16.500 --> 00:15:21.500]  要幫他們在真理裏面一路奔途他們成長
[00:15:21.500 --> 00:15:23.500]  期盼他們長大之後
[00:15:23.500 --> 00:15:26.500]  可以成為一個合神心意
[00:15:26.500 --> 00:15:29.500]  一個愛主的生命
[00:15:29.500 --> 00:15:31.500]  我們看完保羅
[00:15:31.500 --> 00:15:35.500]  分別對子女和父母的勸勉之後
[00:15:35.500 --> 00:15:37.500]  來一個小結
[00:15:37.500 --> 00:15:39.500]  首先在當時的社會
[00:15:39.500 --> 00:15:41.500]  就算今天也是
[00:15:41.500 --> 00:15:44.500]  基督信仰往往被人覺得好像是
[00:15:44.500 --> 00:15:46.500]  可能和一些我們傳統的制度
[00:15:46.500 --> 00:15:50.500]  或者價值觀會發生一些衝突
[00:15:50.500 --> 00:15:52.500]  我們看見在保羅的教導
[00:15:52.500 --> 00:15:56.500]  他不是要破壞社會秩序和禮儀
[00:15:56.500 --> 00:16:01.500]  他很努力去認同當時社會傳統的權力架構
[00:16:01.500 --> 00:16:03.500]  不過
[00:16:03.500 --> 00:16:06.500]  他要求有更加高層次的衛生
[00:16:06.500 --> 00:16:10.500]  就是要衛生在基督裏面
[00:16:10.500 --> 00:16:13.500]  我們看到無論要求子女在主裏面
[00:16:13.500 --> 00:16:16.500]  去聽從父母
[00:16:16.500 --> 00:16:19.500]  或者父母在主裏面去教養孩子
[00:16:19.500 --> 00:16:24.500]  這個不單單是一個道德的要求
[00:16:24.500 --> 00:16:25.500]  這麼簡單
[00:16:25.500 --> 00:16:30.500]  這是突出了在神裏面那種的慰憤
[00:16:30.500 --> 00:16:33.500]  這是一個我們的信仰見證
[00:16:33.500 --> 00:16:35.500]  信仰的實踐
[00:16:35.500 --> 00:16:37.500]  也回應了上文說
[00:16:37.500 --> 00:16:39.500]  一個有聖靈同在
[00:16:39.500 --> 00:16:41.500]  被神的靈掌管的生命
[00:16:41.500 --> 00:16:44.500]  應該在生活裏面不同的範疇
[00:16:44.500 --> 00:16:46.500]  會做一個有節制
[00:16:46.500 --> 00:16:48.500]  有上帝的帶領
[00:16:48.500 --> 00:16:50.500]  有生命的流露
[00:16:50.500 --> 00:16:52.500]  這是一個信仰見證
[00:16:52.500 --> 00:16:54.500]  第二點
[00:16:54.500 --> 00:16:58.500]  在當時一個父系強權的社會下
[00:16:58.500 --> 00:17:00.500]  我有點意外
[00:17:00.500 --> 00:17:03.500]  保羅仍然要做一個平衡的教導
[00:17:03.500 --> 00:17:07.500]  特別提到對父親要作出一些勸勉
[00:17:07.500 --> 00:17:11.500]  強調親子的關係是雙向
[00:17:11.500 --> 00:17:16.500]  雖然神將孝敬父母的命令
[00:17:16.500 --> 00:17:18.500]  頒布給子女
[00:17:18.500 --> 00:17:20.500]  很多時候我們很簡單看
[00:17:20.500 --> 00:17:22.500]  子女就要孝敬父母
[00:17:22.500 --> 00:17:26.500]  但是同時父母有責任
[00:17:26.500 --> 00:17:29.500]  要照著主的吩咐去教養他們
[00:17:29.500 --> 00:17:34.500]  正確地幫孩子去鎮定
[00:17:34.500 --> 00:17:36.500]  在主裏面你要尊重
[00:17:36.500 --> 00:17:39.500]  你要服從一些權威的基礎
[00:17:39.500 --> 00:17:41.500]  如果父母失職的話
[00:17:41.500 --> 00:17:43.500]  孩子根本沒有辦法理解
[00:17:43.500 --> 00:17:45.500]  沒有辦法去學習
[00:17:45.500 --> 00:17:49.500]  又怎樣做到孝敬父母的要求呢
[00:17:49.500 --> 00:17:54.500]  所以看見建立一個美好的親子關係
[00:17:54.500 --> 00:17:59.500]  其實是雙方同時都有責任
[00:17:59.500 --> 00:18:01.500]  回應跟我們學習的經文
[00:18:01.500 --> 00:18:03.500]  我們思想一下
[00:18:03.500 --> 00:18:06.500]  怎樣在生活裏面去做一些實踐
[00:18:06.500 --> 00:18:09.500]  我想提出其中的三點
[00:18:09.500 --> 00:18:10.500]  第一
[00:18:10.500 --> 00:18:16.500]  家庭是建立信仰的第一個屬靈基地
[00:18:16.500 --> 00:18:19.500]  家人朝夕共對
[00:18:19.500 --> 00:18:22.500]  如果家裏面有些未信主的爸爸
[00:18:22.500 --> 00:18:23.500]  或者孩子
[00:18:23.500 --> 00:18:25.500]  更加是坦蕩蕩見證出
[00:18:25.500 --> 00:18:28.500]  一些我們真實的信仰
[00:18:28.500 --> 00:18:30.500]  基督徒的父母也好
[00:18:30.500 --> 00:18:31.500]  子女也好
[00:18:31.500 --> 00:18:33.500]  其實有時候我們不知不覺
[00:18:33.500 --> 00:18:35.500]  可能有兩副面孔都不定
[00:18:35.500 --> 00:18:36.500]  在外面很敬虔
[00:18:36.500 --> 00:18:38.500]  回到家
[00:18:38.500 --> 00:18:40.500]  好像在開玩笑
[00:18:40.500 --> 00:18:43.500]  好像有一個脫了羊皮的豺狼
[00:18:43.500 --> 00:18:46.500]  我真的聽過一些信義代的年輕人
[00:18:46.500 --> 00:18:47.500]  他們這樣說
[00:18:47.500 --> 00:18:52.500]  父母在教會裏面是很衛生的信徒領袖
[00:18:52.500 --> 00:18:55.500]  不過在家裏面是第二個樣子
[00:18:55.500 --> 00:18:57.500]  以致他們對基督信仰有懷疑
[00:18:57.500 --> 00:18:59.500]  他們不想回來教會
[00:18:59.500 --> 00:19:04.500]  是我真真實實從信義代的口中聽過的事
[00:19:04.500 --> 00:19:07.500]  我們往往在家裏
[00:19:07.500 --> 00:19:10.500]  我們對一些跟我們關係最親密的人
[00:19:10.500 --> 00:19:13.500]  覺得可以憎我留怒
[00:19:13.500 --> 00:19:16.500]  我們態度變得差了很多
[00:19:16.500 --> 00:19:18.500]  其實有時候我們表裏一致
[00:19:18.500 --> 00:19:20.500]  會不會也顯示到
[00:19:20.500 --> 00:19:23.500]  我們自己的屬靈生命有我們的軟弱呢
[00:19:23.500 --> 00:19:25.500]  需要檢視一下
[00:19:25.500 --> 00:19:26.500]  看《摩擦前書》
[00:19:26.500 --> 00:19:28.500]  有張八字這樣說
[00:19:28.500 --> 00:19:31.500]  若有人不照顧親屬
[00:19:31.500 --> 00:19:33.500]  尤其是自己家裏的人
[00:19:33.500 --> 00:19:35.500]  就是背棄信仰
[00:19:35.500 --> 00:19:39.500]  還不如不信的人
[00:19:39.500 --> 00:19:40.500]  第二點
[00:19:40.500 --> 00:19:42.500]  如果你要管教孩子的
[00:19:42.500 --> 00:19:44.500]  首先一定要管制自己
[00:19:44.500 --> 00:19:46.500]  這個大家都明白
[00:19:46.500 --> 00:19:48.500]  兒女不是我們的財產
[00:19:48.500 --> 00:19:52.500]  是天父給我們託管
[00:19:52.500 --> 00:19:53.500]  說了很多次了
[00:19:53.500 --> 00:19:55.500]  一個活在聖靈裏面
[00:19:55.500 --> 00:19:57.500]  有神掌管的生命
[00:19:57.500 --> 00:20:00.500]  是有節制有俠義的表現
[00:20:00.500 --> 00:20:04.500]  被上帝掌管的父母
[00:20:04.500 --> 00:20:08.500]  他們應該身教言教
[00:20:08.500 --> 00:20:13.500]  他們能夠很悉切地執行管教
[00:20:13.500 --> 00:20:14.500]  不去激怒兒女
[00:20:14.500 --> 00:20:16.500]  首先他們自己要操練一些
[00:20:16.500 --> 00:20:18.500]  對自己的節制
[00:20:18.500 --> 00:20:20.500]  控制自己很多的脾氣
[00:20:20.500 --> 00:20:25.500]  小心不要因為想抒發自己的情緒
[00:20:25.500 --> 00:20:27.500]  於是去動怒
[00:20:27.500 --> 00:20:30.500]  一個充滿暴力軟弱的家庭
[00:20:30.500 --> 00:20:35.500]  往往成為一個很負面的惡性循環
[00:20:35.500 --> 00:20:38.500]  第三點是我今晚最想說的
[00:20:38.500 --> 00:20:41.500]  敲驚父母教導我們
[00:20:41.500 --> 00:20:43.500]  不要用一個經濟效益
[00:20:43.500 --> 00:20:47.500]  來衡量我們的親子關係
[00:20:47.500 --> 00:20:50.500]  《心言二十三章二十二節》這樣說
[00:20:50.500 --> 00:20:52.500]  你要聽從生理的父親
[00:20:52.500 --> 00:20:57.500]  不可因母親年老而輕看他
[00:20:57.500 --> 00:20:58.500]  當我們的父母
[00:20:58.500 --> 00:21:02.500]  當我們小時候什麼都不懂
[00:21:02.500 --> 00:21:04.500]  父母身壯力健
[00:21:04.500 --> 00:21:05.500]  功書教學
[00:21:05.500 --> 00:21:08.500]  特別如果你的父母知識很廣泊
[00:21:08.500 --> 00:21:10.500]  你真的當她是偶像崇拜
[00:21:10.500 --> 00:21:13.500]  你聽從她是很自然的事
[00:21:13.500 --> 00:21:16.500]  真正孝敬父母的挑戰
[00:21:16.500 --> 00:21:22.500]  最關鍵的不是在父母最有威嚴的時候
[00:21:22.500 --> 00:21:25.500]  是他們已經失去了昔日的光彩
[00:21:25.500 --> 00:21:29.500]  需要依賴人照顧的時候
[00:21:29.500 --> 00:21:32.500]  當父母年長的時候
[00:21:32.500 --> 00:21:36.500]  如果我們只是用一個功利主義
[00:21:36.500 --> 00:21:38.500]  去看這件事的話
[00:21:38.500 --> 00:21:39.500]  可能我們覺得
[00:21:39.500 --> 00:21:41.500]  這個成為我的負資產
[00:21:41.500 --> 00:21:43.500]  給我有很多的重擔
[00:21:43.500 --> 00:21:46.500]  甚至可能很多父母
[00:21:46.500 --> 00:21:51.500]  覺得自己是子女的陀女都不定
[00:21:51.500 --> 00:21:52.500]  如果我們看見的
[00:21:52.500 --> 00:21:57.500]  只是一個要花很多時間去照顧的老人家
[00:21:57.500 --> 00:21:58.500]  被迫要承擔這個責任
[00:21:58.500 --> 00:22:00.500]  我們會很辛苦
[00:22:00.500 --> 00:22:03.500]  但是如果我們看見的是一個
[00:22:03.500 --> 00:22:05.500]  年乾歲濕
[00:22:05.500 --> 00:22:07.500]  功書教學
[00:22:07.500 --> 00:22:10.500]  負上很多引入渠路的父母
[00:22:10.500 --> 00:22:14.500]  當父母年長變得沒那麼體面的時候
[00:22:14.500 --> 00:22:18.500]  我們更加要加倍給他們有尊嚴
