
[00:00:00.000 --> 00:00:02.960]  咁我哋呢繼續睇我哋呢個嘅series喇
[00:01:09.520 --> 00:01:11.840]  或者呢行路呢唔可以多個半英里呀
[00:01:11.840 --> 00:01:14.560]  如果嗰啲係非常之保守嘅
[00:01:14.560 --> 00:01:16.000]  就會半英里之內
[00:01:16.000 --> 00:01:18.320]  淨係半英里之內可以travel嘅啫
[00:01:18.320 --> 00:01:20.080]  呢啲都係代理幾新奇嘅
[00:01:20.080 --> 00:01:21.840]  其實呢唔係淨係喺嗰度係咁啦
[00:01:21.840 --> 00:01:24.080]  美國呢都有唔同嘅角落呢係咁樣嘅
[00:01:24.080 --> 00:01:26.960]  如果你有去過New York嘅 Brooklyn
[00:01:26.960 --> 00:01:28.960]  呀一啲比較多猶太人住嘅地方
[00:01:28.960 --> 00:01:30.560]  或者我哋只係嗰個北邊
[00:01:30.560 --> 00:01:32.320]  Skokie
[00:01:32.320 --> 00:01:34.320]  亦都有好多唔同嘅猶太人呢
[00:01:34.320 --> 00:01:36.320]  喺嗰度聚居呢咁呢佢哋就會呢
[00:01:36.320 --> 00:01:39.920]  係實行呢一個嘅安息日嘅
[00:01:39.920 --> 00:01:41.840]  安息日
[00:01:41.840 --> 00:01:44.640]  顧名思義就係安息唔做嘢係咪
[00:01:44.640 --> 00:01:46.480]  咁所以呢有好多我哋覺得
[00:01:46.480 --> 00:01:49.440]  現代人覺得比較新奇啲嘅嘢就會出現
[00:01:49.440 --> 00:01:51.200]  譬如呢度有幾張相想畀你睇下
[00:01:51.200 --> 00:01:53.840]  有一啲嘅大樓下一啲嘅高樓大廈
[00:01:53.840 --> 00:01:57.040]  就會有一啲嘅安息日嘅電梯嘅
[00:01:57.040 --> 00:01:58.560]  Shobart Elevator
[00:01:58.560 --> 00:02:01.600]  咁呢度睇到Shobart Elevator就係乜嘢
[00:02:01.600 --> 00:02:04.080]  咁就會係program咗
[00:02:04.080 --> 00:02:06.640]  以至呢星期五嘅新單開始
[00:02:06.640 --> 00:02:10.480]  咁呢個嘅電梯呢就會每層停一次
[00:02:10.480 --> 00:02:12.640]  每層停一次每層停一次咁樣
[00:02:12.640 --> 00:02:15.120]  咁為咗乜嘢
[00:02:15.120 --> 00:02:16.800]  為咗你唔會打火喇係咪
[00:02:16.800 --> 00:02:19.040]  因為你撳掣就會打火喇係咪
[00:02:19.040 --> 00:02:21.040]  即係撳掣就會著燈係咪
[00:02:21.040 --> 00:02:23.040]  咁所以呢啲比較新奇啲嘅嘢
[00:02:23.040 --> 00:02:25.040]  呢一個呢幾過癮喇
[00:02:25.040 --> 00:02:28.560]  呢個係酒店嘅一個Shobart Elevator
[00:02:28.560 --> 00:02:31.200]  咁佢呢就有兩部嘅Elevator
[00:02:31.200 --> 00:02:32.960]  第一部喺右手邊嗰部
[00:02:32.960 --> 00:02:35.280]  Elevator A
[00:02:35.280 --> 00:02:37.760]  你見唔見到佢想講乜嘢
[00:02:37.760 --> 00:02:41.280]  由下面basement二樓即係lower floor二樓
[00:02:41.280 --> 00:02:43.520]  去到ground floor零啦
[00:02:43.520 --> 00:02:45.840]  跟住佢會續層停一二三四咁樣
[00:02:45.840 --> 00:02:47.600]  然之後呢佢就會落返嚟
[00:02:47.600 --> 00:02:49.440]  然後再兜返轉
[00:02:49.440 --> 00:02:53.520]  如果你要四樓去落一樓嘅話咁點
[00:02:53.520 --> 00:02:56.400]  你就兜個大轉係咪
[00:02:56.400 --> 00:03:00.240]  呢個呢呢個Elevator D
[00:03:00.240 --> 00:03:02.080]  就會跳上去五樓開始喇
[00:03:02.080 --> 00:03:04.160]  跟住五樓至到九樓就續層停
[00:03:04.160 --> 00:03:07.040]  然之後呢就會再返返轉頭咁樣
[00:03:07.040 --> 00:03:10.560]  呢個呢幾得意喎我覺得
[00:03:10.560 --> 00:03:13.760]  In case of fire, do not use the elevator.
[00:03:13.760 --> 00:03:16.160]  Of course, right?
[00:03:16.160 --> 00:03:18.720]  即係火警嘅時候
[00:03:18.720 --> 00:03:20.400]  你梗唔好搭電梯啦係咪
[00:03:20.400 --> 00:03:22.080]  但如果你真係搭錯電梯嘅話
[00:03:22.080 --> 00:03:23.440]  咁又點呀
[00:03:23.440 --> 00:03:25.120]  你搭錯個Shabat elevator
[00:03:25.120 --> 00:03:28.160]  可能呢真係生命有危險
[00:03:28.160 --> 00:03:32.640]  因為佢可能會載你上去
[00:03:32.640 --> 00:03:34.480]  咁呢啲都係好有趣嘅嘢
[00:03:34.480 --> 00:03:36.320]  就係講到Shabat
[00:03:36.320 --> 00:03:37.520]  停止
[00:03:37.520 --> 00:03:40.400]  聖經裏面呢用好多呢啲咁嘅動詞名詞呢
[00:03:40.400 --> 00:03:41.760]  你都形容
[00:03:41.760 --> 00:03:43.680]  乜嘢叫安息
[00:03:43.680 --> 00:03:46.960]  咁我哋睇其中一段幾段嘅經文
[00:03:46.960 --> 00:03:50.080]  創世紀第二章
[00:03:50.080 --> 00:03:53.600]  呢度第一次記載所謂同安息日有關
[00:03:53.600 --> 00:03:55.680]  創世紀第二章
[00:03:55.680 --> 00:03:57.600]  天地嘅萬物已經做齊
[00:03:57.600 --> 00:03:59.040]  到第七日
[00:03:59.040 --> 00:04:02.480]  上帝造物的功已經完畢
[00:04:02.480 --> 00:04:05.680]  就是在第七日
[00:04:05.680 --> 00:04:08.320]  揭了他一切的功
[00:04:08.320 --> 00:04:09.920]  安息了
[00:04:09.920 --> 00:04:12.160]  上帝賜福比第七日定為聖日
[00:04:12.160 --> 00:04:13.040]  因為在這一日
[00:04:13.040 --> 00:04:16.240]  他揭了他一切創造的功
[00:04:16.240 --> 00:04:18.400]  就安息了
[00:04:18.400 --> 00:04:20.080]  但這段聖經
[00:04:20.080 --> 00:04:25.600]  就係喺六日創世之後記載嘅
[00:04:25.600 --> 00:04:26.960]  你記得有六日
[00:04:26.960 --> 00:04:28.320]  有晚上有早晨
[00:04:28.320 --> 00:04:29.760]  有晚上有早晨
[00:04:29.760 --> 00:04:31.520]  因為佢哋計一日嘅開始
[00:04:31.520 --> 00:04:33.440]  佢嗰時係晚上開始計嘅
[00:04:33.440 --> 00:04:34.960]  由晚上生丹
[00:04:34.960 --> 00:04:36.720]  到第二日嘅早晨
[00:04:36.720 --> 00:04:37.440]  就有六日
[00:04:37.440 --> 00:04:40.400]  上帝就創造咗萬有
[00:04:40.400 --> 00:04:42.880]  一切都係非常之美好嘅
[00:04:42.880 --> 00:04:45.280]  一切都係very good
[00:04:45.280 --> 00:04:47.520]  然之後就記載第七日
[00:04:47.520 --> 00:04:49.520]  二章第一節
[00:04:49.520 --> 00:04:51.360]  佢話一切都造成
[00:04:51.360 --> 00:04:54.560]  然之後
[00:04:54.560 --> 00:04:59.680]  上帝就停止咗佢嘅工作
[00:04:59.680 --> 00:05:02.240]  係咪佢攰呀
[00:05:02.240 --> 00:05:04.160]  係咪佢太過辛苦呀
[00:05:04.160 --> 00:05:05.440]  所以好似我哋咁樣
[00:05:05.440 --> 00:05:06.640]  返咗成個禮拜功咁樣
[00:05:06.640 --> 00:05:08.480]  終於可以休息啦
[00:05:08.480 --> 00:05:10.320]  終於可以停落嚟啦
[00:05:10.320 --> 00:05:12.080]  係咪咁樣
[00:05:12.080 --> 00:05:13.280]  似乎又唔係喎
[00:05:13.280 --> 00:05:15.200]  佢話停了
[00:05:15.200 --> 00:05:18.240]  佢之前一切嘅工作
[00:05:18.240 --> 00:05:20.720]  兩次提到
[00:05:20.720 --> 00:05:22.560]  協料他一切嘅工作
[00:05:22.560 --> 00:05:25.520]  即係之前六日嘅工作
[00:05:25.520 --> 00:05:27.280]  就係因為咁嘅緣故
[00:05:27.280 --> 00:05:28.480]  停止咗
[00:05:28.480 --> 00:05:30.560]  跟住有第七日
[00:05:30.560 --> 00:05:32.480]  於是乎猶太人嘅文獻
[00:05:32.480 --> 00:05:34.720]  或者舊約裏面嘅經文
[00:05:34.720 --> 00:05:37.520]  就會用呢一個作為一個基礎
[00:05:37.520 --> 00:05:41.360]  嚟到去宣佈有安息日嘅誡命
[00:05:41.360 --> 00:05:44.240]  安息日誡命其中一個最熟嘅經文
[00:05:44.240 --> 00:05:47.120]  就係出阿及記二十章第八節
[00:05:47.120 --> 00:05:48.480]  呢度講到十誡
[00:05:48.480 --> 00:05:50.240]  第四誡你記得
[00:05:50.240 --> 00:05:51.440]  第四誡
[00:05:51.440 --> 00:05:53.680]  就係講到安息日嘅誡命
[00:05:53.680 --> 00:05:56.400]  佢話當紀念安息日首為聖日
[00:05:56.400 --> 00:05:59.440]  六日你要勞督你一切嘅功
[00:05:59.440 --> 00:06:01.280]  但第七日係向堯華
[00:06:01.280 --> 00:06:04.240]  你上帝當守安息日
[00:06:04.240 --> 00:06:05.280]  這一日
[00:06:05.280 --> 00:06:08.080]  你和你嘅兒女伏婢生畜
[00:06:08.080 --> 00:06:10.720]  同埋城裏面寄居嘅客裏
[00:06:10.720 --> 00:06:13.120]  無論何功都不可作
[00:06:13.120 --> 00:06:15.680]  因為六日之內
[00:06:15.680 --> 00:06:18.080]  堯華做天地海同埋其中嘅萬物
[00:06:18.080 --> 00:06:20.560]  第七日就停了
[00:06:20.560 --> 00:06:21.680]  安息完
[00:06:21.680 --> 00:06:25.120]  所以堯華次福與安息日
[00:06:25.120 --> 00:06:29.600]  定為聖日
[00:06:29.600 --> 00:06:31.280]  第五
[00:06:31.280 --> 00:06:32.800]  星期五嘅晚上
[00:06:32.800 --> 00:06:34.720]  開始咗呢個安息日
[00:06:34.720 --> 00:06:36.240]  一切都停工
[00:06:36.240 --> 00:06:40.400]  一切都係暫止住
[00:06:40.400 --> 00:06:43.680]  好似喺一篇樂章
[00:06:43.680 --> 00:06:45.840]  你聽一首歌
[00:06:45.840 --> 00:06:47.760]  有幽子符
[00:06:47.760 --> 00:06:51.200]  停低落嚟
[00:06:51.200 --> 00:06:53.760]  安息日會唔會就係提我哋
[00:06:53.760 --> 00:06:57.600]  喺生命裏面係需要有一個咁嘅韻律
[00:06:57.600 --> 00:07:00.320]  一個咁嘅韻律
[00:07:00.320 --> 00:07:01.840]  六日
[00:07:01.840 --> 00:07:03.120]  你唔係偷懶
[00:07:03.120 --> 00:07:04.880]  你要作功
[00:07:04.880 --> 00:07:06.480]  但到第七日
[00:07:06.480 --> 00:07:08.640]  你就要停低落
[00:07:08.640 --> 00:07:09.840]  呢個誡命
[00:07:09.840 --> 00:07:13.680]  寫嘅時候就係基於《創世紀》第二章嗰度所講
[00:07:13.680 --> 00:07:16.480]  上帝就係咁樣做嘢
[00:07:16.480 --> 00:07:18.000]  所以有呢個誡命
[00:07:18.000 --> 00:07:19.840]  人呢就係點呀
[00:07:19.840 --> 00:07:21.440]  好似上帝一樣
[00:07:21.440 --> 00:07:23.440]  就要去停止
[00:07:23.440 --> 00:07:26.000]  停工嘅
[00:07:26.000 --> 00:07:28.000]  但你再睇返頭先嗰段經
[00:07:28.000 --> 00:07:31.840]  第二章
[00:07:31.840 --> 00:07:35.680]  上帝停止咗佢一切嘅工作
[00:07:35.680 --> 00:07:37.200]  第七日
[00:07:37.200 --> 00:07:38.960]  安息了
[00:07:38.960 --> 00:07:40.960]  上帝就次複畀第七日
[00:07:40.960 --> 00:07:43.280]  定為聖日
[00:07:43.280 --> 00:07:45.120]  He blessed the day
[00:07:45.120 --> 00:07:46.640]  然之後
[00:07:46.640 --> 00:07:48.240]  Sanctify
[00:07:48.240 --> 00:07:49.760]  佢將佢定為聖日
[00:07:49.760 --> 00:07:53.040]  即係將佢分別出嚟嘅意思
[00:07:53.040 --> 00:07:54.400]  好奇怪
[00:07:54.400 --> 00:07:56.160]  上帝開始做嘢
[00:07:56.160 --> 00:07:58.480]  創立萬有嘅時候
[00:07:58.480 --> 00:08:00.240]  佢冇
[00:08:00.240 --> 00:08:02.240]  Sanctify任何嘢嘅
[00:08:02.240 --> 00:08:04.880]  冇一個地方定為聖地
[00:08:04.880 --> 00:08:08.160]  冇一個地點定為一個神聖嘅地點
[00:08:08.160 --> 00:08:12.160]  佢冇一個空間定為所謂Holy嘅
[00:08:12.160 --> 00:08:15.280]  第一樣嘢佢定為聖嘅係乜嘢
[00:08:15.280 --> 00:08:16.640]  Sanctify
[00:08:16.640 --> 00:08:18.640]  係時間
[00:08:18.640 --> 00:08:20.800]  唔係Space
[00:08:20.800 --> 00:08:22.800]  而係Time
[00:08:22.800 --> 00:08:25.600]  Sacred Time
[00:08:25.600 --> 00:08:27.600]  乜嘢意思
[00:08:27.600 --> 00:08:28.960]  定為聖
[00:08:28.960 --> 00:08:31.040]  即係分別為聖
[00:08:31.040 --> 00:08:32.320]  Sanctify
[00:08:32.320 --> 00:08:34.080]  你知到呢啲咁嘅字眼
[00:08:34.080 --> 00:08:37.840]  通常都係嗰啲祭司嘅文件都唔出現嘅
[00:08:37.840 --> 00:08:40.240]  或者聖殿裏面嘅文件
[00:08:40.240 --> 00:08:44.000]  即係講到聖殿嘅器皿
[00:08:44.000 --> 00:08:45.840]  乜嘢金碗呀等等
[00:08:45.840 --> 00:08:47.440]  金燈台呀等等
[00:08:47.440 --> 00:08:48.880]  油呀
[00:08:48.880 --> 00:08:50.640]  全部都係物件嚟嘅
[00:08:50.640 --> 00:08:52.560]  就係將呢啲嘅物件
[00:08:52.560 --> 00:08:54.160]  將呢啲嘅嘢
[00:08:54.160 --> 00:08:55.920]  所謂定為聖
[00:08:55.920 --> 00:08:57.280]  Sanctify
[00:08:57.280 --> 00:08:58.960]  將佢Set apart
[00:08:58.960 --> 00:09:01.600]  即係話呢啲嘢係特別唔同啲嘅
[00:09:01.600 --> 00:09:04.160]  呢啲嘢係特別同其他嘢係唔同嘅
[00:09:04.160 --> 00:09:07.200]  有聖與俗之分
[00:09:07.200 --> 00:09:08.640]  咁呢個好奇怪
[00:09:08.640 --> 00:09:11.760]  上帝第一樣嘢定為聖嘅
[00:09:11.760 --> 00:09:13.600]  係時間
[00:09:13.600 --> 00:09:16.800]  係生命裏面一段嘅時間
[00:09:16.800 --> 00:09:19.040]  唔係一啲嘅物品
[00:09:19.040 --> 00:09:22.720]  咁現代人有一個弊病
[00:09:22.720 --> 00:09:25.520]  就係我哋冇
[00:09:25.520 --> 00:09:28.720]  時間上面冇分別
[00:09:28.720 --> 00:09:30.480]  即係我哋一個禮拜七日
[00:09:30.480 --> 00:09:32.800]  每日二十四小時
[00:09:32.800 --> 00:09:34.960]  我哋都捍衛一樣嘅
[00:09:34.960 --> 00:09:36.640]  Sacrifice
[00:09:36.640 --> 00:09:38.800]  兩樣嘢都一模一樣
[00:09:38.800 --> 00:09:40.960]  每時每分都係一樣
[00:09:40.960 --> 00:09:43.440]  時間只不過係我哋嘅工具
[00:09:43.440 --> 00:09:45.120]  我哋嘅Tool
[00:09:45.120 --> 00:09:46.720]  我哋想達至某一個目的
[00:09:46.720 --> 00:09:48.240]  我哋希望有生產
[00:09:48.240 --> 00:09:50.320]  我哋就用時間
[00:09:50.320 --> 00:09:52.800]  去達到我哋嘅目的
[00:09:52.800 --> 00:09:58.480]  然後我哋希望能夠達到某一啲嘅目標
[00:09:58.480 --> 00:10:00.640]  咁我哋就用個時間
[00:10:00.640 --> 00:10:03.600]  去成為一個途徑
[00:10:03.600 --> 00:10:08.480]  as a means to some other end
[00:10:08.480 --> 00:10:12.560]  呢個安息人就將佢反返轉過嚟
[00:10:12.560 --> 00:10:15.120]  原來時間唔係隻工具
[00:10:15.120 --> 00:10:17.440]  唔係我哋用嘅嘢咁簡單
[00:10:17.440 --> 00:10:20.160]  上帝定為聖
[00:10:20.160 --> 00:10:22.960]  喺第七日捍衛神聖
[00:10:22.960 --> 00:10:25.920]  Sacred time
[00:10:25.920 --> 00:10:28.240]  喺你生命裏面
[00:10:28.240 --> 00:10:30.640]  有冇時間係Sacred嘅
[00:10:30.640 --> 00:10:32.400]  神聖嘅時間
[00:10:32.400 --> 00:10:33.920]  即係呢段時間
[00:10:33.920 --> 00:10:36.640]  係同其他時間係完全唔同
[00:10:36.640 --> 00:10:37.840]  呢個time
[00:10:37.840 --> 00:10:39.600]  呢個period
[00:10:39.600 --> 00:10:42.640]  係完全同其他嘢係唔同
[00:10:42.640 --> 00:10:44.240]  呢個好有趣
[00:10:44.240 --> 00:10:47.520]  有一個好出名嘅猶太嘅拉比叫做Abraham Herschel
[00:10:47.520 --> 00:10:48.880]  咁佢寫咗本書呢
[00:10:48.880 --> 00:10:51.040]  係卡城嚟㗎喇幾乎
[00:10:51.040 --> 00:10:53.920]  猶太人嘅文獻或者甚至基督教嘅文獻
[00:10:53.920 --> 00:10:55.760]  係講Survival
[00:10:55.760 --> 00:10:57.360]  Sabbath
[00:10:57.360 --> 00:11:00.160]  咁呢一個嘅拉比呢係二十世紀嘅時候
[00:11:00.160 --> 00:11:01.760]  一個好重要嘅拉比
[00:11:01.760 --> 00:11:03.360]  佢寫
[00:11:03.360 --> 00:11:06.640]  Survival嘅時候係寫乜嘢
[00:11:06.640 --> 00:11:10.160]  佢話There is a realm of time
[00:11:10.160 --> 00:11:13.920]  where the goal is not to have but to be
[00:11:13.920 --> 00:11:16.480]  not to own but to give
[00:11:16.480 --> 00:11:19.920]  not to control but to share
[00:11:19.920 --> 00:11:25.200]  not to subdue but to be in accord
[00:11:25.200 --> 00:11:28.320]  喺生命裏面有好多唔同嘅領域
[00:11:28.320 --> 00:11:31.680]  佢話時間講到Survival嘅時候
[00:11:31.680 --> 00:11:34.080]  上帝定為聖嘅嘢
[00:11:34.080 --> 00:11:36.640]  嗰段嘅時間The sacred time
[00:11:36.640 --> 00:11:39.520]  唔係要我哋去佔領嘅
[00:11:39.520 --> 00:11:42.240]  亦都唔係我哋要去control
[00:11:42.240 --> 00:11:44.720]  而係我哋去share
[00:11:44.720 --> 00:11:47.440]  喺呢段嘅時間The sacred time
[00:11:47.440 --> 00:11:49.600]  is to be
[00:11:49.600 --> 00:11:51.440]  喺嗰度存有
[00:11:51.440 --> 00:11:55.360]  唔係佔有
[00:11:55.360 --> 00:11:57.360]  咩意思
[00:11:57.360 --> 00:12:00.240]  會唔會喺聖經裏面
[00:12:00.240 --> 00:12:02.720]  提到安息日嘅時候
[00:12:02.720 --> 00:12:04.960]  Sabbath
[00:12:04.960 --> 00:12:06.960]  當然話停工啦係咪
[00:12:06.960 --> 00:12:09.280]  即係應該係同我哋之前嗰六日做嘅嘢
[00:12:09.280 --> 00:12:12.160]  係有所不同
[00:12:12.160 --> 00:12:14.480]  咁有啲乜嘢不同
[00:12:14.480 --> 00:12:16.560]  每每提到Survival嘅時候
[00:12:16.560 --> 00:12:19.360]  就係同乜嘢有關
[00:12:19.360 --> 00:12:20.240]  譬如呢段聖經
[00:12:20.240 --> 00:12:21.840]  你未記
[00:12:21.840 --> 00:12:23.600]  23章第3嘢
[00:12:23.600 --> 00:12:25.520]  佢話六日你要作供
[00:12:25.520 --> 00:12:26.880]  第七日呢
[00:12:26.880 --> 00:12:30.080]  就係Sacred
[00:12:30.080 --> 00:12:31.840]  Sabbath
[00:12:31.840 --> 00:12:33.760]  聖安息日
[00:12:33.760 --> 00:12:36.800]  當有聖會
[00:12:36.800 --> 00:12:39.520]  Holy assembly
[00:12:39.520 --> 00:12:41.360]  你哋十五魔功都不可作
[00:12:41.360 --> 00:12:43.520]  者是在你哋一切嘅住處
[00:12:43.520 --> 00:12:46.960]  向耶和華守安息日
[00:12:46.960 --> 00:12:48.080]  耶和華的節期
[00:12:48.080 --> 00:12:49.840]  就係你
[00:12:49.840 --> 00:12:54.320]  到了日期要宣告為聖會
[00:12:54.320 --> 00:12:55.680]  乃是這些
[00:12:55.680 --> 00:12:58.240]  前後就講到一啲Festival
[00:12:58.240 --> 00:12:59.920]  一啲嘅時間
[00:12:59.920 --> 00:13:02.480]  一年裏面有可能唔同嘅特別嘅時間
[00:13:02.480 --> 00:13:05.280]  甚至一個禮拜有唔同嘅時間
[00:13:05.280 --> 00:13:06.720]  就係定為聖嘅
[00:13:06.720 --> 00:13:08.080]  做乜嘢
[00:13:08.080 --> 00:13:09.680]  聖會
[00:13:09.680 --> 00:13:11.600]  即係話佢哋聚集
[00:13:11.600 --> 00:13:14.720]  會去敬拜
[00:13:14.720 --> 00:13:17.600]  返返去創世紀第二章
[00:13:17.600 --> 00:13:20.160]  到底講到Sabbath嘅時候
[00:13:20.160 --> 00:13:22.000]  講到安息日嘅時候
[00:13:22.000 --> 00:13:25.440]  係乜嘢意思
[00:13:25.440 --> 00:13:27.520]  好多時我哋現代人睇嘅時候
[00:13:27.520 --> 00:13:28.640]  我哋就覺得
[00:13:28.640 --> 00:13:29.920]  可能佢做完嘢
[00:13:29.920 --> 00:13:31.200]  累啦
[00:13:31.200 --> 00:13:32.960]  所以佢哋休息下
[00:13:32.960 --> 00:13:33.760]  啱吖
[00:13:33.760 --> 00:13:36.560]  好似我哋六日做完嘢好辛苦
[00:13:36.560 --> 00:13:39.520]  咁我哋就停得落嚟
[00:13:39.520 --> 00:13:42.560]  絕對當然唔係話上帝累啦
[00:13:42.560 --> 00:13:45.200]  上帝唔似我哋
[00:13:45.200 --> 00:13:47.920]  你睇返嗰個嘅
[00:13:47.920 --> 00:13:50.560]  形容創造世界嘅時候
[00:13:50.560 --> 00:13:52.880]  嗰啲嘅字眼
[00:13:52.880 --> 00:13:54.800]  係有啲咩特別呢
[00:13:54.800 --> 00:13:57.760]  如果你換一換你個角色
[00:13:57.760 --> 00:14:01.120]  你係當時以色列人
[00:14:01.120 --> 00:14:05.040]  你係一個祭司咁樣
[00:14:05.040 --> 00:14:06.320]  你會聽到啲字眼嘅時候
[00:14:06.320 --> 00:14:08.880]  諗到啲乜嘢
[00:14:08.880 --> 00:14:10.320]  上帝話乜嘢
[00:14:10.320 --> 00:14:12.080]  佢一切都做起啦
[00:14:12.080 --> 00:14:13.280]  係咪
[00:14:13.280 --> 00:14:14.000]  如果你係個祭司
[00:14:14.000 --> 00:14:15.840]  你就會諗起
[00:14:15.840 --> 00:14:17.680]  係做換目
[00:14:17.680 --> 00:14:20.560]  換目就係上帝住喺我哋中間
[00:14:20.560 --> 00:14:21.680]  上帝嘅同在
[00:14:21.680 --> 00:14:23.760]  佢係一個標旗位
[00:14:23.760 --> 00:14:25.680]  即係佢嘅39章呢度
[00:14:25.680 --> 00:14:28.000]  佢話章目就算換目
[00:14:28.000 --> 00:14:31.360]  一切嘅工就咁樣完了
[00:14:31.360 --> 00:14:34.000]  凡佢話所吩咐摩世嘅
[00:14:34.000 --> 00:14:36.560]  以色列人就照樣做完
[00:14:36.560 --> 00:14:38.640]  一切嘅工作都完了
[00:14:38.640 --> 00:14:40.640]  呢句說話一次又一次
[00:14:40.640 --> 00:14:43.600]  喺建造換目嘅時候出現
[00:14:43.600 --> 00:14:44.880]  所以如果你用咁嘅字眼
[00:14:44.880 --> 00:14:46.480]  嚟到去睇返
[00:14:46.480 --> 00:14:47.600]  創世嘅第一章
[00:14:47.600 --> 00:14:49.680]  上帝創立呢個世界嘅時候
[00:14:49.680 --> 00:14:50.880]  其實佢就創立呢個世界
[00:14:50.880 --> 00:14:52.640]  好似創立一個換目咁
[00:14:52.640 --> 00:14:54.640]  去到為自己建一個嘅聖所
[00:14:54.640 --> 00:14:56.480]  一個嘅聖殿
[00:14:56.480 --> 00:14:58.720]  如果你咁睇創世嘅第一章
[00:14:58.720 --> 00:15:00.800]  佢就唔係純粹講緊一啲
[00:15:00.800 --> 00:15:03.040]  星球呀,九大行星呀
[00:15:03.040 --> 00:15:05.280]  全部嘢放好一齊
[00:15:05.280 --> 00:15:08.160]  唔係一種純粹物理上面
[00:15:08.160 --> 00:15:11.280]  物質上面嘅擺設
[00:15:11.280 --> 00:15:13.200]  而係一個聖所嚟
[00:15:13.200 --> 00:15:14.400]  整個宇宙
[00:15:14.400 --> 00:15:17.120]  整個嘅Cosmos
[00:15:17.120 --> 00:15:18.400]  Universe
[00:15:18.400 --> 00:15:21.360]  原來就係上帝嘅聖所
[00:15:21.360 --> 00:15:24.000]  宇宙就好似上帝嘅聖殿
[00:15:24.000 --> 00:15:26.880]  萬有上帝所安排嘅嘢
[00:15:26.880 --> 00:15:31.280]  無論係天上面嘅太陽月亮
[00:15:31.280 --> 00:15:33.360]  地上面嘅走獸等等
[00:15:33.360 --> 00:15:35.600]  都好似聖所裡面
[00:15:35.600 --> 00:15:38.080]  換目裡面嗰啲嘅傢私
[00:15:38.080 --> 00:15:39.760]  一個換目有嘅
[00:15:39.760 --> 00:15:41.280]  就係好多唔同嘅器具
[00:15:41.280 --> 00:15:42.880]  唔係純粹一個空嘅
[00:15:42.880 --> 00:15:44.560]  一個場所
[00:15:44.560 --> 00:15:45.360]  裡面有啲咩呀
[00:15:45.360 --> 00:15:46.720]  金燈台呀,陳設餅呀
[00:15:46.720 --> 00:15:49.280]  唔同嘅擺設
[00:15:49.280 --> 00:15:51.280]  就全部嘢好似摩西佢哋整換目
[00:15:51.280 --> 00:15:52.640]  整Tabernacle嘅時候
[00:15:52.640 --> 00:15:53.600]  呢樣嘢放喺邊度
[00:15:53.600 --> 00:15:54.720]  呢樣嘢放喺邊度
[00:15:54.720 --> 00:15:56.000]  然之後呢樣嘢放喺外面嘅
[00:15:56.000 --> 00:15:57.760]  有啲嘢放喺裏面嘅
[00:15:57.760 --> 00:15:58.720]  就係咁樣安排
[00:15:58.720 --> 00:16:00.720]  咁樣arrange咗
[00:16:00.720 --> 00:16:02.160]  完咗之後就點樣
