
[00:00:00.000 --> 00:00:04.720]  今天我們來到馬太福音的時間
[00:03:36.880 --> 00:03:40.640]  上帝的話語是要我們真正得到釋放的
[00:03:40.640 --> 00:03:44.520]  所以當我們重新面對這個話題的時候
[00:03:44.520 --> 00:03:47.880]  神要祂的天國在地上彰顯
[00:03:47.880 --> 00:03:52.160]  爲什麼祂一講就要提到婚姻的問題呢
[00:03:52.160 --> 00:03:54.120]  一講到神聖的婚姻
[00:03:54.120 --> 00:03:55.240]  祂是不是高高在上
[00:03:55.240 --> 00:03:58.440]  是沒有辦法去達成的呢
[00:03:58.440 --> 00:04:00.480]  基督教是不是真的那麼嚴的呢
[00:04:00.480 --> 00:04:02.920]  是真的不可以說離婚的呢
[00:04:02.920 --> 00:04:06.200]  如果我有什麼情況
[00:04:06.200 --> 00:04:07.520]  這樣都不行的嗎
[00:04:07.520 --> 00:04:09.440]  神不是說很愛我的嗎
[00:04:09.440 --> 00:04:10.520]  坦白講
[00:04:10.520 --> 00:04:13.720]  重新再去研讀這段經文的時候
[00:04:13.720 --> 00:04:15.720]  過往牧會我們通常都說
[00:04:15.720 --> 00:04:18.920]  你儘量祈禱求神幫助你
[00:04:18.920 --> 00:04:22.000]  看你怎麼可以去接納去寬恕
[00:04:22.000 --> 00:04:23.200]  我們都不是很想回答
[00:04:23.200 --> 00:04:25.120]  究竟離婚行不行的
[00:04:25.120 --> 00:04:26.080]  但是講真的
[00:04:26.080 --> 00:04:26.880]  丁子梅
[00:04:26.880 --> 00:04:28.800]  其實婚姻裏面
[00:04:28.800 --> 00:04:33.360]  是不是一向都不應該預了離婚這兩個字的
[00:04:33.360 --> 00:04:34.480]  是不是
[00:04:34.480 --> 00:04:36.160]  我們經常講結婚
[00:04:36.160 --> 00:04:37.200]  結婚一起
[00:04:37.200 --> 00:04:37.840]  結婚的時候
[00:04:37.840 --> 00:04:40.440]  通常在婚禮聽到什麼
[00:04:40.440 --> 00:04:43.200]  一定聽到他們的誓詞
[00:04:43.200 --> 00:04:47.720]  他們經常都說無論禍福疾病痛苦
[00:04:47.720 --> 00:04:49.720]  他們都什麼什麼的
[00:04:49.720 --> 00:04:50.600]  最重要的
[00:04:50.600 --> 00:04:53.400]  最後一定是說此生此世
[00:04:53.400 --> 00:04:54.240]  自死不移
[00:04:54.240 --> 00:04:55.480]  有沒有人聽過
[00:04:55.480 --> 00:04:56.720]  有沒有人見證過
[00:04:56.720 --> 00:04:57.760]  有是不是
[00:04:57.760 --> 00:04:58.720]  但是很坦白
[00:04:58.720 --> 00:05:01.120]  你沒有人聽過婚禮會這樣的
[00:05:01.120 --> 00:05:03.200]  如果你十年八年後
[00:05:03.200 --> 00:05:05.000]  肥得像豬一樣
[00:05:05.000 --> 00:05:07.880]  又或者你變成了光頭
[00:05:07.880 --> 00:05:10.080]  又或者原來你不會煮飯
[00:05:10.080 --> 00:05:12.400]  房子搞得好像垃圾缸一樣
[00:05:12.400 --> 00:05:13.520]  又或者不是
[00:05:13.520 --> 00:05:15.000]  你只顧着玩遊戲
[00:05:15.000 --> 00:05:16.840]  子女你不用理
[00:05:16.840 --> 00:05:18.080]  如果你是這樣
[00:05:18.080 --> 00:05:20.520]  我不保證愛你一生一世
[00:05:20.520 --> 00:05:23.440]  有沒有聽過這種婚姻的誓詞
[00:05:23.440 --> 00:05:24.200]  沒有
[00:05:24.200 --> 00:05:25.400]  想清楚
[00:05:25.400 --> 00:05:28.080]  我們表面聽的是藍色
[00:05:28.080 --> 00:05:31.160]  心裏面他們在講什麼
[00:05:31.160 --> 00:05:32.840]  紅色的
[00:05:32.840 --> 00:05:34.440]  現在的婚姻根本就是這樣
[00:05:34.440 --> 00:05:35.800]  很多很有趣的
[00:05:35.800 --> 00:05:37.080]  不信耶穌的人
[00:05:37.080 --> 00:05:38.520]  都堅持想進教堂
[00:05:38.520 --> 00:05:39.760]  來行婚禮
[00:05:39.760 --> 00:05:41.240]  他們都不相信上帝
[00:05:41.240 --> 00:05:43.280]  不喜歡上帝對婚姻的要求
[00:05:43.280 --> 00:05:44.840]  他們都想進教堂
[00:05:44.840 --> 00:05:47.560]  不過外面是藍色的
[00:05:47.560 --> 00:05:50.720]  裏面心底是紅色的
[00:05:50.720 --> 00:05:53.120]  其實上帝對我們婚姻的要求
[00:05:53.120 --> 00:05:53.960]  這麼嚴格
[00:05:53.960 --> 00:05:55.840]  是不是對我們很苛刻呢
[00:05:55.840 --> 00:05:57.400]  我們說上帝是我們的天父
[00:05:57.400 --> 00:05:58.480]  祂愛我們
[00:05:58.480 --> 00:06:00.480]  祂這麼嚴格的要求背後
[00:06:00.480 --> 00:06:02.080]  其實真的有祂的好的心意
[00:06:02.080 --> 00:06:04.120]  就正如我們做父母一樣
[00:06:04.120 --> 00:06:05.040]  你想想
[00:06:05.040 --> 00:06:07.560]  神要我們有穩固的婚姻
[00:06:07.560 --> 00:06:10.160]  是因爲希望我們有敬虔的下一代
[00:06:10.160 --> 00:06:12.160]  一代一代傳承下去
[00:06:12.160 --> 00:06:16.760]  小朋友是在父母的愛裏面成長
[00:06:16.760 --> 00:06:18.920]  連生出來的父母
[00:06:18.920 --> 00:06:21.280]  都不能夠饒恕
[00:06:21.280 --> 00:06:22.360]  都不能夠包容
[00:06:22.360 --> 00:06:24.400]  都不能夠毀心和堅持
[00:06:24.400 --> 00:06:26.280]  這樣對於一個小朋友來說
[00:06:26.280 --> 00:06:27.160]  什麼叫愛
[00:06:27.160 --> 00:06:28.680]  什麼叫關係呢
[00:06:28.680 --> 00:06:30.440]  同樣每一個進入婚姻的人
[00:06:30.440 --> 00:06:31.360]  都想幸福
[00:06:31.360 --> 00:06:33.640]  所以上帝想我們一生一世
[00:06:33.640 --> 00:06:35.760]  背後是祂很大的心意
[00:06:35.760 --> 00:06:37.920]  希望我們活在快樂裏面
[00:06:37.920 --> 00:06:39.720]  但當然我不得不承認
[00:06:39.720 --> 00:06:41.920]  上帝的心意和人的軟弱
[00:06:41.920 --> 00:06:43.160]  是兩回事
[00:06:43.160 --> 00:06:44.280]  正如做父母的
[00:06:44.280 --> 00:06:46.680]  我們都很想子女怎樣怎樣
[00:06:46.680 --> 00:06:48.760]  但到子女不是這樣的時候
[00:06:48.760 --> 00:06:50.960]  你說父母可以怎麼做呢
[00:06:50.960 --> 00:06:51.920]  上帝是愛
[00:06:51.920 --> 00:06:53.760]  祂親自去示範
[00:06:53.760 --> 00:06:55.640]  什麼叫真正的愛
[00:06:55.640 --> 00:06:57.280]  愛裏面是有包容
[00:06:57.280 --> 00:06:58.920]  有寬恕
[00:06:58.920 --> 00:07:00.760]  事實上人是軟弱的
[00:07:00.760 --> 00:07:02.200]  你和我都是軟弱
[00:07:02.200 --> 00:07:03.440]  我們無論認識主
[00:07:03.440 --> 00:07:05.440]  甚至我未識認識主的時候
[00:07:05.440 --> 00:07:06.800]  我們都會得罪神
[00:07:06.800 --> 00:07:10.520]  我們都不會走在神的心意裏面
[00:07:10.520 --> 00:07:11.960]  面對現在這個社會
[00:07:11.960 --> 00:07:13.120]  你要講政見的問題
[00:07:13.120 --> 00:07:14.280]  真的很困難
[00:07:14.280 --> 00:07:16.520]  所有這些形容詞
[00:07:16.520 --> 00:07:19.400]  已經不是再形容未信主的人了
[00:07:19.400 --> 00:07:20.640]  在教會里面
[00:07:20.640 --> 00:07:21.560]  信了主的
[00:07:21.560 --> 00:07:23.640]  甚至信徒的領袖
[00:07:23.640 --> 00:07:25.560]  甚至我們的傳道牧師
[00:07:25.560 --> 00:07:27.840]  其實都同樣是軟弱的人
[00:07:27.840 --> 00:07:29.920]  都在這些問題裏面
[00:07:29.920 --> 00:07:32.240]  但是上帝的愛
[00:07:32.240 --> 00:07:34.040]  是沒有離開過我們
[00:07:34.040 --> 00:07:34.640]  聖經說
[00:07:34.640 --> 00:07:37.680]  只要每一個人願意去悔改的時候
[00:07:37.680 --> 00:07:40.280]  上帝是重新去接納
[00:07:40.280 --> 00:07:41.560]  所以有人會問
[00:07:41.560 --> 00:07:43.200]  究竟我離了婚之後
[00:07:43.200 --> 00:07:43.960]  可不可以再結婚
[00:07:43.960 --> 00:07:44.560]  諸如此類
[00:07:44.560 --> 00:07:46.920]  我們都感恩教會走了一段很長的路
[00:07:46.920 --> 00:07:48.680]  和一段很艱辛的路
[00:07:48.680 --> 00:07:52.400]  我們現在已經可以爲一些重婚的弟兄姊妹
[00:07:52.400 --> 00:07:53.920]  來主持婚禮
[00:07:53.920 --> 00:07:56.280]  但是我們是很苛刻的
[00:07:56.280 --> 00:07:57.520]  在我們的婚禮裏面
[00:07:57.520 --> 00:07:59.680]  我們需要在誓詞裏面
[00:07:59.680 --> 00:08:00.560]  公開表明
[00:08:00.560 --> 00:08:03.600]  他曾經有一段甚不喜悅的婚姻
[00:08:03.600 --> 00:08:07.280]  他會向他的另一半道歉
[00:08:07.280 --> 00:08:11.760]  也希望在場的親友見證他的悔改
[00:08:11.760 --> 00:08:14.200]  每一次你問我
[00:08:14.200 --> 00:08:16.400]  去參加婚禮的弟兄姊妹
[00:08:16.400 --> 00:08:20.680]  當突然間聽到有一段這樣的誓詞
[00:08:20.680 --> 00:08:23.600]  其實每一個在場的嘉賓
[00:08:23.600 --> 00:08:25.760]  眼裏面都是泛淚光
[00:08:25.760 --> 00:08:27.320]  很感動
[00:08:27.320 --> 00:08:28.720]  很感動是什麼
[00:08:28.720 --> 00:08:30.720]  我們不僅見證了一對男男女女
[00:08:30.720 --> 00:08:31.960]  他們很恩愛
[00:08:31.960 --> 00:08:33.440]  怎樣追求
[00:08:33.440 --> 00:08:35.600]  而是在那一刻反而我們見到
[00:08:35.600 --> 00:08:37.600]  什麼叫真正的愛
[00:08:37.600 --> 00:08:39.360]  真正的寬恕
[00:08:39.360 --> 00:08:40.760]  真正的包容
[00:08:40.760 --> 00:08:42.360]  一起去承擔
[00:08:42.360 --> 00:08:43.400]  所以弟兄姊妹
[00:08:43.400 --> 00:08:45.960]  在這個教裏面不要害怕我們犯錯
[00:08:45.960 --> 00:08:46.600]  我們真是人
[00:08:46.600 --> 00:08:47.880]  我們都很軟弱
[00:08:47.880 --> 00:08:50.040]  但是上帝的救恩就是說
[00:08:50.040 --> 00:08:52.120]  只要你願意悔改的時候
[00:08:52.120 --> 00:08:55.840]  上帝的祝福仍然會臨在我們身上
[00:08:55.840 --> 00:08:57.080]  所以從這樣的角度
[00:08:57.080 --> 00:08:59.440]  再去面對上帝對婚姻的要求
[00:08:59.440 --> 00:09:01.200]  我們不用刻意逃避
[00:09:01.200 --> 00:09:04.160]  也不用刻意去扭曲
[00:09:04.160 --> 00:09:05.880]  上帝的真理
[00:09:05.880 --> 00:09:07.080]  是最好的標準
[00:09:07.080 --> 00:09:08.960]  希望你和我去跟從
[00:09:08.960 --> 00:09:10.240]  但是正如聖經所說
[00:09:10.240 --> 00:09:11.360]  如果別人犯奸淫
[00:09:11.360 --> 00:09:12.120]  那怎麼辦
[00:09:12.120 --> 00:09:13.240]  耶穌說不要緊了
[00:09:13.240 --> 00:09:14.640]  你們都離婚了
[00:09:14.640 --> 00:09:16.360]  於是弟兄姊妹就很開心了
[00:09:16.360 --> 00:09:17.680]  其實不是很開心
[00:09:17.680 --> 00:09:18.960]  他們就說那行啦
[00:09:18.960 --> 00:09:20.080]  我終於捉到那個壞人了
[00:09:20.080 --> 00:09:21.680]  找到證據確鑿了
[00:09:21.680 --> 00:09:23.160]  那我可以離婚了
[00:09:23.160 --> 00:09:24.720]  是不是這樣的呢
[00:09:24.720 --> 00:09:26.480]  以前我們都很難回答的
[00:09:26.480 --> 00:09:28.640]  寧教人打仔
[00:09:28.640 --> 00:09:30.440]  就莫嫁人婚妻
[00:09:30.440 --> 00:09:31.720]  當弟兄姊妹
[00:09:31.720 --> 00:09:32.920]  個個走過來問你的時候
[00:09:32.920 --> 00:09:34.720]  其實就很想找你的嘴
[00:09:34.720 --> 00:09:36.920]  去肯定自己做的事情是對的
[00:09:36.920 --> 00:09:39.680]  所以我們做同工都很難回答他
[00:09:39.680 --> 00:09:40.760]  但是我都感恩的
[00:09:40.760 --> 00:09:42.400]  都沒了那二十多年了
[00:09:42.400 --> 00:09:44.000]  這次再去研究這個
[00:09:44.000 --> 00:09:46.640]  不可以避免的題目的時候
[00:09:46.640 --> 00:09:47.360]  弟兄姊妹
[00:09:47.360 --> 00:09:48.840]  從今天開始你再問我
[00:09:48.840 --> 00:09:50.560]  我可以很清晰地告訴你
[00:09:50.560 --> 00:09:52.000]  NO
[00:09:52.000 --> 00:09:54.120]  即使犯奸淫
[00:09:54.120 --> 00:09:57.600]  在馬太鋪陳和他記載的時候
[00:09:57.600 --> 00:10:01.320]  他說耶穌准許他們離婚
[00:10:01.320 --> 00:10:02.840]  背後是說什麼
[00:10:02.840 --> 00:10:05.240]  他說你們心硬
[00:10:05.240 --> 00:10:06.240]  我不知道你有沒有留意
[00:10:06.240 --> 00:10:07.440]  你回去可以再看
[00:10:07.440 --> 00:10:09.520]  耶穌說你們心硬
[00:10:09.520 --> 00:10:11.080]  所以你可以離婚
[00:10:11.080 --> 00:10:12.320]  意思是什麼
[00:10:12.320 --> 00:10:16.440]  原來不是犯奸淫就一定要離婚
[00:10:16.440 --> 00:10:18.560]  是因爲你們心硬
[00:10:18.560 --> 00:10:19.360]  那算了
[00:10:19.360 --> 00:10:20.800]  你可以離婚
[00:10:20.800 --> 00:10:22.480]  原因是說什麼呢
[00:10:22.480 --> 00:10:24.000]  當一方
[00:10:24.000 --> 00:10:25.080]  當他心硬
[00:10:25.080 --> 00:10:27.240]  不知悔改
[00:10:27.240 --> 00:10:29.520]  即是說他對太太不忠的時候
[00:10:29.520 --> 00:10:30.840]  他犯奸淫的時候
[00:10:30.840 --> 00:10:32.080]  他仍然心硬
[00:10:32.080 --> 00:10:33.960]  不知悔改的時候
[00:10:33.960 --> 00:10:35.840]  上帝要保護另外一個
[00:10:35.840 --> 00:10:37.960]  上帝要停止這個罪
[00:10:37.960 --> 00:10:39.480]  再在這裏傷害人
[00:10:39.480 --> 00:10:41.000]  所以上帝說
[00:10:41.000 --> 00:10:42.680]  OK
[00:10:42.680 --> 00:10:44.720]  你們可以離婚
[00:10:44.720 --> 00:10:47.440]  但是另一方面
[00:10:47.440 --> 00:10:49.640]  如果你是受傷害的那個
[00:10:49.640 --> 00:10:51.240]  如果你也心硬
[00:10:51.240 --> 00:10:52.880]  你也可以離婚
[00:10:52.880 --> 00:10:56.200]  因爲當一個人心硬會怎麼樣
[00:10:56.200 --> 00:10:57.840]  當一個人心硬是很恐怖的
[00:10:57.840 --> 00:10:59.400]  我上兩個星期跌倒
[00:10:59.400 --> 00:11:01.160]  大家有些人都知道
[00:11:01.160 --> 00:11:03.720]  跌倒、瘀傷那些都是小事
[00:11:03.720 --> 00:11:07.160]  但是突然胸骨透氣的位置很痛
[00:11:07.160 --> 00:11:08.280]  因爲我想你跌過
[00:11:08.280 --> 00:11:10.280]  可能是因爲弄傷了氣門
[00:11:10.280 --> 00:11:11.160]  我透了一個多星期
[00:11:11.160 --> 00:11:14.360]  終於找了個很好的醫師去處理
[00:11:14.360 --> 00:11:15.600]  我就說透氣很痛
[00:11:15.600 --> 00:11:18.520]  是不是震驚呢
[00:11:18.520 --> 00:11:20.720]  但我X光就說我沒有水骨
[00:11:20.720 --> 00:11:21.480]  他說不是
[00:11:21.480 --> 00:11:25.000]  原來我們人體創造是很奇妙的
[00:11:25.000 --> 00:11:27.280]  你和我身體有很多軟組織
[00:11:27.280 --> 00:11:29.840]  微細的筋絡那些
[00:11:29.840 --> 00:11:31.360]  當我一跌的時候
[00:11:31.360 --> 00:11:33.480]  它們就會鎖緊
[00:11:33.480 --> 00:11:37.360]  變成堅硬來保護我裏面的內臟
[00:11:37.360 --> 00:11:39.800]  但是當你站起來的時候
[00:11:39.800 --> 00:11:41.360]  再透氣的時候
[00:11:41.360 --> 00:11:42.440]  因爲它們鎖住了
[00:11:42.440 --> 00:11:43.840]  它們不懂得放鬆
[00:11:43.840 --> 00:11:45.400]  於是透氣就會痛
[00:11:45.400 --> 00:11:47.560]  原來這個鎖緊
[00:11:47.560 --> 00:11:50.840]  對我來說是一個保護的系統
[00:11:50.840 --> 00:11:52.720]  心硬也是
[00:11:52.720 --> 00:11:55.320]  當你被別人傷害
[00:11:55.320 --> 00:11:57.880]  當你被別人出賣
[00:11:57.880 --> 00:11:59.440]  無論是夫婦關係也好
[00:11:59.440 --> 00:12:00.720]  朋友關係也好
[00:12:00.720 --> 00:12:03.040]  甚至弟兄姐妹的關係裏面
[00:12:03.040 --> 00:12:04.480]  我們都會受傷
[00:12:04.480 --> 00:12:06.120]  一次、兩次
[00:12:06.120 --> 00:12:07.480]  你會絕望
[00:12:07.480 --> 00:12:09.000]  你會不想溝通
[00:12:09.000 --> 00:12:10.480]  也不想再說話
[00:12:10.480 --> 00:12:12.080]  你不會再聽他說話了
[00:12:12.080 --> 00:12:13.240]  因爲你心死了
[00:12:13.240 --> 00:12:15.160]  你不會再信任他
[00:12:15.160 --> 00:12:16.400]  在這個時候
[00:12:16.400 --> 00:12:17.720]  我們心硬
[00:12:17.720 --> 00:12:19.520]  最恐怖就是
[00:12:19.520 --> 00:12:22.680]  當你在婚姻的關係裏面
[00:12:22.680 --> 00:12:24.880]  被傷害到一個位置的時候
[00:12:24.880 --> 00:12:26.800]  我們會變態
[00:12:26.800 --> 00:12:28.880]  我們會想報仇
[00:12:28.880 --> 00:12:32.320]  你有依賴
[00:12:32.320 --> 00:12:34.960]  我就義工
[00:12:34.960 --> 00:12:35.720]  是吧
[00:12:35.720 --> 00:12:36.960]  現在很公平的
[00:12:36.960 --> 00:12:38.960]  你們不是說男女平等的嗎
[00:12:38.960 --> 00:12:40.120]  你曖昧
[00:12:40.120 --> 00:12:42.320]  我又曖昧
[00:12:42.320 --> 00:12:43.880]  你明白我的意思嗎
[00:12:43.880 --> 00:12:45.040]  當我們在
[00:12:45.040 --> 00:12:47.480]  就算被人傷害過也好
[00:12:47.480 --> 00:12:49.440]  原來我們不處理的時候
[00:12:49.440 --> 00:12:50.960]  我們的心就會硬
[00:12:50.960 --> 00:12:53.080]  以後我們會犯罪
[00:12:53.080 --> 00:12:55.600]  我們初初是被罪所傷害
[00:12:55.600 --> 00:12:58.320]  但是我們不處理的時候
[00:12:58.320 --> 00:13:00.080]  魔鬼就有機可乘
[00:13:00.080 --> 00:13:02.920]  令我們傷害別人的那個
[00:13:02.920 --> 00:13:05.320]  所以在親密關係裏面
[00:13:05.320 --> 00:13:07.160]  無論一家人
[00:13:07.160 --> 00:13:08.000]  夫婦
[00:13:08.000 --> 00:13:09.040]  親子
[00:13:09.040 --> 00:13:11.560]  甚至我們說主內一家的姐妹
[00:13:11.560 --> 00:13:13.960]  爲什麼會出現這麼多的問題呢
[00:13:13.960 --> 00:13:16.760]  其實有時候犯錯的是一方
[00:13:16.760 --> 00:13:18.280]  但是被受傷害的
[00:13:18.280 --> 00:13:20.120]  都是一個很大的危險
[00:13:20.120 --> 00:13:22.640]  所以在犯奸淫這件事裏面
[00:13:22.640 --> 00:13:23.400]  主耶穌就說
[00:13:23.400 --> 00:13:25.360]  如果你們都心硬的時候
[00:13:25.360 --> 00:13:27.320]  那你們就休慼了
[00:13:27.320 --> 00:13:28.280]  原因是什麼
[00:13:28.280 --> 00:13:30.120]  我們要保守我們的心
[00:13:30.120 --> 00:13:31.840]  因爲一生的果效
[00:13:31.840 --> 00:13:33.280]  是由心發出
[00:13:33.280 --> 00:13:36.040]  你可以不再和他做朋友
[00:13:36.040 --> 00:13:39.320]  但是你不要把自己放在一個恨裏面
[00:13:39.320 --> 00:13:41.240]  這個是很重要的
[00:13:41.240 --> 00:13:42.200]  事實上
[00:13:42.200 --> 00:13:43.600]  我們人際關係
[00:13:43.600 --> 00:13:46.720]  是最能彰顯上帝的國度在我們當中
[00:13:46.720 --> 00:13:48.880]  我們如何能夠彼此相愛
[00:13:48.880 --> 00:13:52.280]  就能夠讓別人在我們身上看見上帝的榮美
[00:13:52.280 --> 00:13:54.000]  我上次也說過
[00:13:54.000 --> 00:13:56.280]  我們這座大廈
[00:13:56.280 --> 00:13:58.840]  有一羣secure先生
[00:13:58.840 --> 00:14:00.600]  他們能不能夠信住呢
[00:14:00.600 --> 00:14:01.960]  其實也很看星期日
[00:14:01.960 --> 00:14:04.760]  我們這幾家教會的表現
[00:14:04.760 --> 00:14:05.680]  很特別
[00:14:05.680 --> 00:14:08.560]  這裏一樓 六樓 八樓有三家教會
[00:14:08.560 --> 00:14:11.440]  大家都在搶那幾部升降機
[00:14:11.440 --> 00:14:12.280]  丁子妹
[00:14:12.280 --> 00:14:13.880]  你進來排隊的時候
[00:14:13.880 --> 00:14:15.880]  你是什麼樣子的
[00:14:15.880 --> 00:14:16.480]  是吧
[00:14:16.480 --> 00:14:20.080]  你見到旁邊的教會又在排隊的時候
[00:14:20.080 --> 00:14:22.280]  你是什麼樣的態度
[00:14:22.280 --> 00:14:23.640]  你有沒有想過
[00:14:23.640 --> 00:14:26.000]  究竟下面這羣secure先生在做事
[00:14:26.000 --> 00:14:29.920]  看着我們這羣星期日出現的基督徒的時候
[00:14:29.920 --> 00:14:31.960]  他們看到的是什麼樣的
[00:14:31.960 --> 00:14:33.080]  人際關係
[00:14:33.080 --> 00:14:36.600]  是最能夠彰顯上帝愛的那種表現
[00:14:36.600 --> 00:14:37.320]  當然
[00:14:37.320 --> 00:14:39.520]  我們最親密的關係
[00:14:39.520 --> 00:14:40.560]  可能父母
[00:14:40.560 --> 00:14:42.160]  兄弟姐妹
[00:14:42.160 --> 00:14:43.200]  我們是無法選擇的
[00:14:43.200 --> 00:14:43.600]  是吧
[00:14:43.600 --> 00:14:45.240]  爹地媽咪不是我們選擇的
[00:14:45.240 --> 00:14:47.520]  他生出來的弟妹又沒有問過我們
