
[00:00:00.000 --> 00:00:04.500]  今天我要跟各位分享的信息是我每個月第一個禮拜就要分享的
[00:04:31.000 --> 00:04:36.000]  這是一個童話的故事
[00:04:36.000 --> 00:04:37.000]  綠野仙中
[00:04:37.000 --> 00:04:38.000]  The Wizard of Oz
[00:04:38.000 --> 00:04:40.000]  對不對
[00:04:40.000 --> 00:04:42.000]  這個電影呢
[00:04:42.000 --> 00:04:44.000]  也是一個童話故事
[00:04:44.000 --> 00:04:46.000]  我以前看過幾次
[00:04:46.000 --> 00:04:48.000]  我覺得蠻好的
[00:04:48.000 --> 00:04:52.000]  這個電影基本上大體是說
[00:04:52.000 --> 00:04:54.000]  有一個女孩叫Dorothy
[00:04:54.000 --> 00:04:58.000]  俄羅斯 朵莉絲
[00:04:58.000 --> 00:05:01.000]  住在Kansas City
[00:05:01.000 --> 00:05:04.000]  Kansas這個州
[00:05:04.000 --> 00:05:06.000]  那麼有一天龍捲風
[00:05:06.000 --> 00:05:08.000]  把她跟她的小狗Toto
[00:05:08.000 --> 00:05:10.000]  把她推到一個
[00:05:10.000 --> 00:05:13.000]  奇異的世界裡面去了
[00:05:13.000 --> 00:05:15.000]  結果她想回家
[00:05:15.000 --> 00:05:19.000]  結果她去問這個好巫婆
[00:05:19.000 --> 00:05:21.000]  說我要怎麼樣回家
[00:05:21.000 --> 00:05:22.000]  好巫婆跟她說
[00:05:22.000 --> 00:05:25.000]  你要到翡翠城
[00:05:25.000 --> 00:05:26.000]  Emerald City
[00:05:26.000 --> 00:05:27.000]  我也查過
[00:05:27.000 --> 00:05:30.000]  Kansas真的有一個Emerald City
[00:05:30.000 --> 00:05:33.000]  那麼所以她就往
[00:05:33.000 --> 00:05:36.000]  翡翠城去了
[00:05:36.000 --> 00:05:40.000]  那麼途中就碰到三個同伴
[00:05:40.000 --> 00:05:42.000]  跟她一起去
[00:05:42.000 --> 00:05:46.000]  其中一個就是稻草人
[00:05:46.000 --> 00:05:48.000]  稻草人呢
[00:05:48.000 --> 00:05:50.000]  他說我沒有智慧
[00:05:50.000 --> 00:05:52.000]  我沒有聰明
[00:05:52.000 --> 00:05:54.000]  他說我也去
[00:05:54.000 --> 00:05:55.000]  因為我要去Emerald City
[00:05:55.000 --> 00:05:57.000]  找The Wizard of Oz
[00:05:57.000 --> 00:06:02.000]  找那個奇妙的奧斯
[00:06:02.000 --> 00:06:06.000]  那麼叫他給我有聰明智慧
[00:06:06.000 --> 00:06:08.000]  所以就一起走
[00:06:08.000 --> 00:06:10.000]  又碰到一個
[00:06:10.000 --> 00:06:13.000]  我們叫鐵橋夫
[00:06:13.000 --> 00:06:16.000]  實際上是Tim Lumberman
[00:06:16.000 --> 00:06:18.000]  西橋夫
[00:06:18.000 --> 00:06:19.000]  那麼西橋夫也是說
[00:06:19.000 --> 00:06:20.000]  那我也要去
[00:06:20.000 --> 00:06:22.000]  我要去找那個
[00:06:22.000 --> 00:06:23.000]  Wizard of Oz
[00:06:23.000 --> 00:06:24.000]  找那個Oz
[00:06:24.000 --> 00:06:27.000]  我要去跟他要一個心
[00:06:27.000 --> 00:06:29.000]  因為我沒有心
[00:06:29.000 --> 00:06:30.000]  我沒有信心
[00:06:30.000 --> 00:06:32.000]  我沒有一個分辨的心
[00:06:32.000 --> 00:06:35.000]  所以他也就一起來了
[00:06:35.000 --> 00:06:37.000]  然後又碰到一隻獅子
[00:06:37.000 --> 00:06:38.000]  這個獅子一聽說
[00:06:38.000 --> 00:06:39.000]  他也好高興
[00:06:39.000 --> 00:06:41.000]  他說我也要去
[00:06:41.000 --> 00:06:44.000]  因為我是一個膽小的獅子
[00:06:44.000 --> 00:06:47.000]  我要去跟這個Oz去求
[00:06:47.000 --> 00:06:49.000]  給我一個勇氣
[00:06:49.000 --> 00:06:52.000]  一個剛強壯膽的心
[00:06:52.000 --> 00:06:54.000]  所以他們四個人
[00:06:54.000 --> 00:06:55.000]  在家的小狗
[00:06:55.000 --> 00:06:58.000]  就一路往Emerald City去
[00:06:58.000 --> 00:07:00.000]  終於到了那裡
[00:07:00.000 --> 00:07:03.000]  找到了這個Oz
[00:07:03.000 --> 00:07:05.000]  那麼Oz跟他們說
[00:07:05.000 --> 00:07:07.000]  你們所求的
[00:07:07.000 --> 00:07:08.000]  我可以
[00:07:08.000 --> 00:07:10.000]  但是你們要先去幫我
[00:07:10.000 --> 00:07:13.000]  把這個壞巫婆
[00:07:13.000 --> 00:07:14.000]  把她殺掉
[00:07:14.000 --> 00:07:18.000]  我就成就你們的願望
[00:07:18.000 --> 00:07:19.000]  所以他們就去
[00:07:19.000 --> 00:07:21.000]  把壞巫婆殺掉了
[00:07:21.000 --> 00:07:24.000]  再回到這個Oz這邊來
[00:07:24.000 --> 00:07:26.000]  跟他要求這個願望
[00:07:26.000 --> 00:07:29.000]  結果這個Oz說了一句話
[00:07:29.000 --> 00:07:32.000]  他說稻草人啊
[00:07:32.000 --> 00:07:34.000]  你一路上
[00:07:34.000 --> 00:07:36.000]  不是彰顯出你的聰明智慧
[00:07:36.000 --> 00:07:38.000]  你出了好多的點子嗎
[00:07:38.000 --> 00:07:40.000]  你已經得到了
[00:07:40.000 --> 00:07:42.000]  那個聰明智慧了
[00:07:42.000 --> 00:07:46.000]  然後跟這個鐵橋夫說
[00:07:46.000 --> 00:07:48.000]  你一路上
[00:07:48.000 --> 00:07:50.000]  你憑著信心一路往前走
[00:07:50.000 --> 00:07:52.000]  排除了萬難
[00:07:52.000 --> 00:07:53.000]  達到了這個目的
[00:07:53.000 --> 00:07:55.000]  你不是已經有了信心
[00:07:55.000 --> 00:07:57.000]  你已經有了心嗎
[00:07:57.000 --> 00:07:58.000]  對啊
[00:07:58.000 --> 00:08:01.000]  然後跟這個膽小獅子說
[00:08:01.000 --> 00:08:03.000]  你在一路上表現出的
[00:08:03.000 --> 00:08:04.000]  剛強壯膽
[00:08:04.000 --> 00:08:05.000]  勇猛的心
[00:08:05.000 --> 00:08:07.000]  克服了許多困難
[00:08:07.000 --> 00:08:10.000]  你不是已經得到了嗎
[00:08:10.000 --> 00:08:11.000]  他說對啊
[00:08:11.000 --> 00:08:13.000]  所以大家都好高高興興
[00:08:13.000 --> 00:08:15.000]  這個Dorothy
[00:08:15.000 --> 00:08:18.000]  她也是也回到了
[00:08:18.000 --> 00:08:22.000]  回到她的家去了
[00:08:22.000 --> 00:08:24.000]  這個故事就給我一個啟示
[00:08:24.000 --> 00:08:26.000]  就是今天我要來用在
[00:08:26.000 --> 00:08:28.000]  我的獎章的
[00:08:28.000 --> 00:08:30.000]  換到我去
[00:08:30.000 --> 00:08:33.000]  因為是這樣子的
[00:08:33.000 --> 00:08:35.000]  我們這整個世界
[00:08:35.000 --> 00:08:37.000]  今天這個世界
[00:08:37.000 --> 00:08:39.000]  就好像
[00:08:39.000 --> 00:08:40.000]  這個
[00:08:40.000 --> 00:08:43.000]  Wizard of Oz這個電影講的
[00:08:43.000 --> 00:08:45.000]  說我們處在一個世界
[00:08:45.000 --> 00:08:47.000]  是佈滿了許多困苦患難
[00:08:47.000 --> 00:08:49.000]  還有許許多多
[00:08:49.000 --> 00:08:51.000]  跌破人眼鏡的事情
[00:08:51.000 --> 00:08:53.000]  你知道嗎
[00:08:53.000 --> 00:08:55.000]  比如說中美的貿易
[00:08:55.000 --> 00:08:58.000]  或者是許多國家的幣都
[00:08:58.000 --> 00:09:00.000]  幣值都開始貶了
[00:09:00.000 --> 00:09:01.000]  許多的困苦患難
[00:09:01.000 --> 00:09:03.000]  許多的難民出現了
[00:09:03.000 --> 00:09:05.000]  還有許許多多甚至於
[00:09:05.000 --> 00:09:07.000]  將要來的戰爭
[00:09:07.000 --> 00:09:08.000]  有人說
[00:09:08.000 --> 00:09:11.000]  很可能第三次世界大戰
[00:09:11.000 --> 00:09:14.000]  就要開始了
[00:09:14.000 --> 00:09:16.000]  我們來到神的面前
[00:09:16.000 --> 00:09:19.000]  我們說這個世界
[00:09:19.000 --> 00:09:21.000]  就好像
[00:09:21.000 --> 00:09:24.000]  這個Dorothy在那個世界一樣
[00:09:24.000 --> 00:09:27.000]  許許多多的困苦患難
[00:09:27.000 --> 00:09:29.000]  要好像我們的生命一樣
[00:09:29.000 --> 00:09:31.000]  我們的生活一樣
[00:09:31.000 --> 00:09:34.000]  我們生活也有許多的困苦患難
[00:09:34.000 --> 00:09:36.000]  那麼我們要怎麼樣
[00:09:36.000 --> 00:09:38.000]  能夠勝過我們的環境
[00:09:38.000 --> 00:09:40.000]  我們要怎麼樣能夠
[00:09:40.000 --> 00:09:43.000]  勝過這個世界
[00:09:43.000 --> 00:09:45.000]  我就是要像這三個
[00:09:45.000 --> 00:09:47.000]  同伴一樣
[00:09:47.000 --> 00:09:50.000]  求神給我們一個信心
[00:09:50.000 --> 00:09:53.000]  求神給我們聰明智慧
[00:09:53.000 --> 00:09:58.000]  求神給我們一個剛強壯大
[00:09:58.000 --> 00:10:00.000]  一個勇敢的心
[00:10:00.000 --> 00:10:03.000]  讓我們能夠勝過這個世界
[00:10:03.000 --> 00:10:06.000]  因為這個世界
[00:10:06.000 --> 00:10:10.000]  一波一波的風浪
[00:10:10.000 --> 00:10:12.000]  讓我們喘息不了
[00:10:12.000 --> 00:10:15.000]  我們的生命也是接二連三的
[00:10:15.000 --> 00:10:19.000]  許多的挫折還有困難
[00:10:19.000 --> 00:10:22.000]  我們不也是喘不過氣來嗎
[00:10:22.000 --> 00:10:24.000]  所以讓我們來到神的面前
[00:10:24.000 --> 00:10:28.000]  求神來帶領我們保守我們
[00:10:28.000 --> 00:10:33.000]  讓我們能夠領受勝過這個環境
[00:10:33.000 --> 00:10:36.000]  勝過這個世界的恩高
[00:10:36.000 --> 00:10:41.000]  因為如約翰一書五章四節說的
[00:10:41.000 --> 00:10:46.000]  他說凡從生生的就勝過世界
[00:10:46.000 --> 00:10:50.000]  今天我們就要從信心、智慧、勇氣
[00:10:50.000 --> 00:10:55.000]  三方面來怎麼樣我們能夠勝過這個環境
[00:10:55.000 --> 00:10:57.000]  讓我們低頭禱告
[00:10:57.000 --> 00:11:00.000]  阿爸父我們感謝你我們讚美你
[00:11:00.000 --> 00:11:03.000]  因為你是又真又活的神
[00:11:03.000 --> 00:11:05.000]  求你來做那奇妙的事情
[00:11:05.000 --> 00:11:09.000]  讓我們的生命因為有你而不再一樣
[00:11:09.000 --> 00:11:11.000]  是的感謝神讚美神
[00:11:11.000 --> 00:11:13.000]  願榮耀歸你
[00:11:13.000 --> 00:11:15.000]  平安喜樂歸我們的弟兄姊妹同工們
[00:11:15.000 --> 00:11:17.000]  禱告奉主耶穌基督的名
[00:11:17.000 --> 00:11:19.000]  阿們
[00:11:19.000 --> 00:11:21.000]  我們要勝過這個世界
[00:11:21.000 --> 00:11:25.000]  我認為最重要的是要有一個得勝的
[00:11:25.000 --> 00:11:27.000]  要有一個得勝的信心
[00:11:27.000 --> 00:11:32.000]  你要確信我們的神仍然在掌權作王
[00:11:32.000 --> 00:11:34.000]  就好像先前我們念的
[00:11:34.000 --> 00:11:39.000]  因為凡從生生的就勝過這個世界
[00:11:39.000 --> 00:11:40.000]  哈雷路亞
[00:11:40.000 --> 00:11:44.000]  我們要學那個鐵橋夫
[00:11:44.000 --> 00:11:46.000]  能夠得著那一顆心
[00:11:46.000 --> 00:11:49.000]  我們講的信心
[00:11:49.000 --> 00:11:52.000]  不是說我相信
[00:11:52.000 --> 00:11:54.000]  我相信什麼會發生
[00:11:54.000 --> 00:11:58.000]  而是信靠仰望神的心
[00:11:58.000 --> 00:12:01.000]  因為如果你憑著你的相信
[00:12:01.000 --> 00:12:03.000]  你相信什麼事情
[00:12:03.000 --> 00:12:05.000]  那是你的wish
[00:12:05.000 --> 00:12:07.000]  但是我們講的是
[00:12:07.000 --> 00:12:09.000]  從神而來的信心
[00:12:09.000 --> 00:12:12.000]  你怎麼樣信靠仰望他
[00:12:12.000 --> 00:12:15.000]  而這個信心
[00:12:15.000 --> 00:12:17.000]  按照保羅說
[00:12:17.000 --> 00:12:20.000]  這是一個恩賜
[00:12:20.000 --> 00:12:22.000]  這個恩賜
[00:12:22.000 --> 00:12:24.000]  保羅說我們有智慧的言語
[00:12:24.000 --> 00:12:25.000]  知識的言語
[00:12:25.000 --> 00:12:26.000]  還有說方言
[00:12:26.000 --> 00:12:27.000]  翻方言
[00:12:27.000 --> 00:12:28.000]  還有信心
[00:12:28.000 --> 00:12:31.000]  所以連信心都是恩賜
[00:12:31.000 --> 00:12:36.000]  所以我們說要來領受勝過世界的恩賜
[00:12:36.000 --> 00:12:39.000]  就是信心的恩賜
[00:12:39.000 --> 00:12:40.000]  當然了
[00:12:40.000 --> 00:12:43.000]  你知道我們講了
[00:12:43.000 --> 00:12:45.000]  講到恩賜
[00:12:45.000 --> 00:12:46.000]  講到恩高
[00:12:46.000 --> 00:12:48.000]  講到恩寵
[00:12:48.000 --> 00:12:49.000]  講到聖靈
[00:12:49.000 --> 00:12:51.000]  常常有的時候我們分不清楚
[00:12:51.000 --> 00:12:53.000]  所以讓我稍微來解釋一下
[00:12:53.000 --> 00:12:55.000]  什麼叫恩賜
[00:12:55.000 --> 00:12:56.000]  什麼叫才幹
[00:12:56.000 --> 00:12:58.000]  什麼叫恩高
[00:12:58.000 --> 00:13:02.000]  什麼叫恩寵
[00:13:02.000 --> 00:13:04.000]  那我請問你
[00:13:04.000 --> 00:13:06.000]  有的人生下來
[00:13:06.000 --> 00:13:09.000]  身體就比別人強壯
[00:13:09.000 --> 00:13:12.000]  他可以參加奧林匹克運動會
[00:13:12.000 --> 00:13:13.000]  跑得比人家快
[00:13:13.000 --> 00:13:15.000]  游泳游得比人家快
[00:13:15.000 --> 00:13:16.000]  或者是什麼
[00:13:16.000 --> 00:13:18.000]  這叫做你的天賦
[00:13:18.000 --> 00:13:20.000]  你天生下來就是
[00:13:20.000 --> 00:13:22.000]  你的記憶力比人家好
[00:13:22.000 --> 00:13:23.000]  你做事比人家勤快
[00:13:23.000 --> 00:13:25.000]  你的腦筋比人家好
[00:13:25.000 --> 00:13:27.000]  這是我們生下來
[00:13:27.000 --> 00:13:30.000]  就是神賜給我們的
[00:13:30.000 --> 00:13:32.000]  這叫做天賦
[00:13:32.000 --> 00:13:34.000]  這叫做才幹
[00:13:34.000 --> 00:13:37.000]  因為聖經上面講這叫做talent
[00:13:37.000 --> 00:13:40.000]  這是神賦予我們的
[00:13:40.000 --> 00:13:42.000]  你這個天賦呢
[00:13:42.000 --> 00:13:43.000]  你這個才幹
[00:13:43.000 --> 00:13:46.000]  你靠著後天的努力
[00:13:46.000 --> 00:13:49.000]  你也可以達到一些的
[00:13:49.000 --> 00:13:52.000]  你也可以不斷地操練
[00:13:52.000 --> 00:13:55.000]  你可以也是越跑越快
[00:13:55.000 --> 00:13:58.000]  你不斷地舉重鍛鍊
[00:13:58.000 --> 00:14:00.000]  你也可以越舉越重
[00:14:00.000 --> 00:14:03.000]  但是到了某一個極限的時候
[00:14:03.000 --> 00:14:05.000]  你就沒有辦法超越
[00:14:05.000 --> 00:14:08.000]  所以這是我們的天賦
[00:14:08.000 --> 00:14:10.000]  我們與生俱來
[00:14:10.000 --> 00:14:11.000]  比如有的人
[00:14:11.000 --> 00:14:14.000]  彈鋼琴彈得很好
[00:14:14.000 --> 00:14:15.000]  是不是
[00:14:15.000 --> 00:14:18.000]  或許是神給他這個天賦
[00:14:18.000 --> 00:14:22.000]  但是什麼叫恩賜呢
[00:14:22.000 --> 00:14:24.000]  當我們的天賦
[00:14:24.000 --> 00:14:26.000]  我們的才幹
[00:14:26.000 --> 00:14:29.000]  被神所用的時候
[00:14:29.000 --> 00:14:31.000]  這就成為恩賜
[00:14:31.000 --> 00:14:34.000]  假如我很會彈鋼琴
[00:14:34.000 --> 00:14:39.000]  那麼我在教會你們為神施琴
[00:14:39.000 --> 00:14:41.000]  我以前在世界上面
[00:14:41.000 --> 00:14:44.000]  人家說我是鳴鋼琴家
[00:14:44.000 --> 00:14:46.000]  但是我現在在教會你們施琴
[00:14:46.000 --> 00:14:50.000]  人家說你真的有施琴的恩賜
[00:14:50.000 --> 00:14:53.000]  當你的才幹被神用的時候
[00:14:53.000 --> 00:14:55.000]  就成為恩賜了
[00:14:55.000 --> 00:14:59.000]  那麼當你被神所用了
[00:14:59.000 --> 00:15:02.000]  神也會賜給你恩賜
[00:15:02.000 --> 00:15:04.000]  我就很清楚
[00:15:04.000 --> 00:15:08.000]  我本來是沒有恩賜的人
[00:15:08.000 --> 00:15:11.000]  我講過不止一次
[00:15:11.000 --> 00:15:17.000]  我去那種靈恩大會去
[00:15:17.000 --> 00:15:19.000]  去聽講演
[00:15:19.000 --> 00:15:23.000]  聽恩賜等等
[00:15:23.000 --> 00:15:27.000]  我們完了都希望能夠到前面去
[00:15:27.000 --> 00:15:29.000]  請這個講員給我們按手
[00:15:29.000 --> 00:15:31.000]  賦予我們恩賜
[00:15:31.000 --> 00:15:33.000]  我就記得很清楚
[00:15:33.000 --> 00:15:35.000]  那個講員按手按在我頭上
[00:15:35.000 --> 00:15:36.000]  他嗶哩叭啦半天
[00:15:36.000 --> 00:15:40.000]  他說你一點恩賜都沒有
[00:15:40.000 --> 00:15:42.000]  你知道嗎
[00:15:42.000 --> 00:15:43.000]  我記得很清楚
[00:15:43.000 --> 00:15:44.000]  我說我趕快倒下去
[00:15:44.000 --> 00:15:45.000]  我死了也罷
[00:15:45.000 --> 00:15:46.000]  我還要做牧師了
[00:15:46.000 --> 00:15:50.000]  我一點恩賜都沒有
[00:15:50.000 --> 00:15:54.000]  但是當我願意被神用的時候
[00:15:54.000 --> 00:15:56.000]  我吉他也會了
[00:15:56.000 --> 00:15:59.000]  我以前連聲音都不會有
[00:15:59.000 --> 00:16:01.000]  現在我聲音也出來了
[00:16:01.000 --> 00:16:02.000]  最近一年兩年
[00:16:02.000 --> 00:16:04.000]  我鼓也學會了
[00:16:04.000 --> 00:16:07.000]  我打鼓打架子鼓都會了
[00:16:07.000 --> 00:16:09.000]  最近我還在學口琴
[00:16:09.000 --> 00:16:10.000]  說不定哪天我就上來
[00:16:10.000 --> 00:16:13.000]  用口琴來吹了
[00:16:13.000 --> 00:16:15.000]  這就叫恩賜
[00:16:15.000 --> 00:16:17.000]  你願意被神所用
[00:16:17.000 --> 00:16:20.000]  神就要加恩賜給你
[00:16:20.000 --> 00:16:23.000]  那個需要的恩賜
[00:16:23.000 --> 00:16:27.000]  你願意被神所用
[00:16:27.000 --> 00:16:29.000]  你的天賦你的才幹
[00:16:29.000 --> 00:16:32.000]  就成為你的恩賜了
[00:16:32.000 --> 00:16:33.000]  所以感謝神
[00:16:33.000 --> 00:16:36.000]  那麼什麼叫恩高呢
[00:16:36.000 --> 00:16:38.000]  恩高的意思是說
[00:16:38.000 --> 00:16:42.000]  當恩賜彰顯的時候
[00:16:42.000 --> 00:16:44.000]  譬如講說
[00:16:44.000 --> 00:16:47.000]  有的人
[00:16:47.000 --> 00:16:50.000]  人家說他很會為人家按手禱告
[00:16:50.000 --> 00:16:52.000]  並就醫治
[00:16:52.000 --> 00:16:54.000]  並就得醫治
[00:16:54.000 --> 00:16:58.000]  他不是每一次按手都可以的
[00:16:58.000 --> 00:17:01.000]  只有在聖靈在運作的時候
[00:17:01.000 --> 00:17:03.000]  聖靈動功的時候
[00:17:03.000 --> 00:17:05.000]  他按手
[00:17:05.000 --> 00:17:09.000]  那個時候恩賜才彰顯出來
[00:17:09.000 --> 00:17:13.000]  那就叫恩高
[00:17:13.000 --> 00:17:14.000]  譬如講說
[00:17:14.000 --> 00:17:15.000]  我有的時候去參加
[00:17:15.000 --> 00:17:20.000]  聖靈的大會的時候
[00:17:20.000 --> 00:17:21.000]  我以前不知道
[00:17:21.000 --> 00:17:26.000]  世界級的講員在台上
[00:17:26.000 --> 00:17:27.000]  他講了半天
[00:17:27.000 --> 00:17:29.000]  漫天亂講
[00:17:29.000 --> 00:17:31.000]  跟他今天要講的什麼醫治
[00:17:31.000 --> 00:17:33.000]  或什麼完全無關
[00:17:33.000 --> 00:17:35.000]  或者他要給你分次恩賜
[00:17:35.000 --> 00:17:36.000]  他要來醫治你什麼
[00:17:36.000 --> 00:17:37.000]  他完全不講
[00:17:37.000 --> 00:17:39.000]  他講他做的書
[00:17:39.000 --> 00:17:41.000]  他出的CD
[00:17:41.000 --> 00:17:44.000]  他又講幾個聖經裡面的話等等
[00:17:44.000 --> 00:17:46.000]  我有的時候以前不知道
[00:17:46.000 --> 00:17:48.000]  我就說你再不講我要走了
[00:17:48.000 --> 00:17:52.000]  你再不起來醫治我就要走了
[00:17:52.000 --> 00:17:54.000]  忽然間他就會說
[00:17:54.000 --> 00:17:55.000]  不知道為什麼
[00:17:55.000 --> 00:17:58.000]  他一定有慧眼
[00:17:58.000 --> 00:17:59.000]  忽然間他就說
[00:17:59.000 --> 00:18:01.000]  哎呀我看到聖靈來了
[00:18:01.000 --> 00:18:03.000]  有心臟病的人現在舉手
[00:18:03.000 --> 00:18:07.000]  你的心臟病要得到醫治
[00:18:07.000 --> 00:18:10.000]  我就是這樣子被醫治過一次
[00:18:10.000 --> 00:18:13.000]  所以我深信真的有這種事情
[00:18:13.000 --> 00:18:14.000]  我那個時候
[00:18:14.000 --> 00:18:17.000]  大概十五二十年前
[00:18:17.000 --> 00:18:18.000]  各位不相信
[00:18:18.000 --> 00:18:22.000]  我以前是靜心會的牧師
[00:18:22.000 --> 00:18:24.000]  我以前在聖和熙的時候
[00:18:24.000 --> 00:18:28.000]  我是靜心會的牧師
[00:18:28.000 --> 00:18:30.000]  那時候我剛來這邊的時候
[00:18:30.000 --> 00:18:33.000]  有一次到加拿大那邊
