
[00:00:00.000 --> 00:00:05.000]  復古慶再次能夠在當中跟大家分享聖經寶的話語
[00:03:06.000 --> 00:03:10.000]  這就是這段聖經裡的智慧
[00:03:10.000 --> 00:03:16.000]  所以如果我們要對付我們人性裡貪婪的慾望
[00:03:16.000 --> 00:03:21.000]  最大的力量不可以靠自己
[00:03:21.000 --> 00:03:23.000]  要轉向上帝
[00:03:23.000 --> 00:03:28.000]  就正如詩篇第一篇裡的兩節聖經所說
[00:03:28.000 --> 00:03:31.000]  不從惡人的計謀,不站罪人的道路
[00:03:31.000 --> 00:03:33.000]  不助蝕萬人的座位
[00:03:33.000 --> 00:03:37.000]  唯喜愛耶和華的律法,奏夜思想他的律法
[00:03:37.000 --> 00:03:39.000]  者人變為有福
[00:03:39.000 --> 00:03:41.000]  是轉向
[00:03:41.000 --> 00:03:45.000]  就是說你要擺位,站在哪一邊是很重要的
[00:03:45.000 --> 00:03:49.000]  站在上帝那邊,還是站在世界那邊呢
[00:03:49.000 --> 00:03:54.000]  這個我們要懂得去擺這個位置
[00:03:54.000 --> 00:04:00.000]  聖經對於人性裡的貪戀,很明確地去警告我們
[00:04:00.000 --> 00:04:04.000]  貪婪可以說是人類一切悲劇的根源
[00:04:04.000 --> 00:04:06.000]  始祖亞當和夏娃
[00:04:06.000 --> 00:04:09.000]  一方面沒有守好上帝的吩咐
[00:04:09.000 --> 00:04:11.000]  而另一方面
[00:04:11.000 --> 00:04:14.000]  也是跟他們內心裡有一種
[00:04:14.000 --> 00:04:18.000]  渴求跟上帝一樣的分辨善惡的能力
[00:04:18.000 --> 00:04:21.000]  勝利那種慾望有關
[00:04:21.000 --> 00:04:25.000]  十誡裡幾條關於人倫關係上的誡命
[00:04:25.000 --> 00:04:28.000]  其實也間接地反映了
[00:04:28.000 --> 00:04:32.000]  人的貪婪為我們帶來生活裡嚴重的破壞
[00:04:32.000 --> 00:04:37.000]  可能我們因為貪婪而傷害身邊的人
[00:04:37.000 --> 00:04:41.000]  可能我們會因為貪婪而不惜一切破壞
[00:04:41.000 --> 00:04:46.000]  所有很多的人際的關係
[00:04:46.000 --> 00:04:49.000]  用謀財害命這四個字
[00:04:49.000 --> 00:04:52.000]  就可以去反映出
[00:04:52.000 --> 00:04:56.000]  貪婪所帶來的後果是多麼嚴重
[00:04:56.000 --> 00:04:58.000]  儒家呼音第十六章裡面記載了
[00:04:58.000 --> 00:05:01.000]  耶穌以不義的管家為題
[00:05:01.000 --> 00:05:05.000]  引導了我們去反省信仰生命
[00:05:05.000 --> 00:05:08.000]  侍奉馬門和侍奉主
[00:05:08.000 --> 00:05:12.000]  是上一次那段經文裡面的結論
[00:05:12.000 --> 00:05:16.000]  這個結論正在問我們要怎麼選擇
[00:05:16.000 --> 00:05:18.000]  而這個結論也成為了
[00:05:18.000 --> 00:05:21.000]  這個段落耶穌教訓法利菜人的前言
[00:05:21.000 --> 00:05:23.000]  這個罪曲
[00:05:23.000 --> 00:05:28.000]  這個比喻侍奉馬門與侍奉主當中的比喻
[00:05:28.000 --> 00:05:30.000]  帶出了一個
[00:05:30.000 --> 00:05:35.000]  「和跌先依,只有依未有他」的問題
[00:05:35.000 --> 00:05:39.000]  你真是笑,就是說你也差不多跟我這麼有經驗
[00:05:39.000 --> 00:05:42.000]  這是價值觀的思考
[00:05:42.000 --> 00:05:45.000]  到底在你的心裡面有些什麼呢?
[00:05:45.000 --> 00:05:50.000]  有沒有耶穌在當中呢?
[00:05:50.000 --> 00:05:54.000]  馬門和上帝二者選其一
[00:05:54.000 --> 00:05:56.000]  你會怎麼選擇?
[00:05:56.000 --> 00:05:58.000]  耶穌在上一個比喻
[00:05:58.000 --> 00:06:01.000]  這個不義管家的比喻裡面提醒我們
[00:06:01.000 --> 00:06:03.000]  要作「光明之子」
[00:06:03.000 --> 00:06:07.000]  要選擇跟隨這個永恆的上帝
[00:06:07.000 --> 00:06:10.000]  不過耶穌這個教導
[00:06:10.000 --> 00:06:14.000]  卻換來了法利菜人的嘲笑
[00:06:14.000 --> 00:06:18.000]  他們看不起耶穌的言論
[00:06:18.000 --> 00:06:23.000]  就是這樣,耶穌再進一步發出警告
[00:06:23.000 --> 00:06:25.000]  一個明確的警告
[00:06:25.000 --> 00:06:26.000]  第十四節的敘述
[00:06:26.000 --> 00:06:31.000]  首先以法利菜人的嘲笑行徑來襯托他們的貪婪
[00:06:31.000 --> 00:06:32.000]  這個愛在的表現
[00:06:32.000 --> 00:06:37.000]  也反映了他們背後的自我感覺良好的嚴重問題
[00:06:37.000 --> 00:06:41.000]  那個就是沒有自省的能力的問題
[00:06:41.000 --> 00:06:43.000]  這個自我感覺良好
[00:06:43.000 --> 00:06:48.000]  也成為了耶穌隨後在第十五節裡面對他們強烈批評的焦點
[00:06:48.000 --> 00:06:52.000]  自以為然,是他們的心魔
[00:06:52.000 --> 00:06:55.000]  這個心魔塞外了他們對上帝的話語
[00:06:55.000 --> 00:06:58.000]  上帝誡命的真誠投入
[00:06:58.000 --> 00:07:02.000]  他們對上帝的不敬
[00:07:02.000 --> 00:07:08.000]  他們正在為自己所做的事做辯護
[00:07:08.000 --> 00:07:11.000]  來到這裡,我想起《馬拉基書》當中
[00:07:11.000 --> 00:07:16.000]  反映了昔日的以色列人的態度一樣
[00:07:16.000 --> 00:07:19.000]  從前猶太人已經是這樣
[00:07:19.000 --> 00:07:25.000]  我們試試看《馬拉基書》當中有幾句說話
[00:07:25.000 --> 00:07:28.000]  《馬拉基書》第三章六節裡面
[00:07:28.000 --> 00:07:29.000]  上帝這樣說
[00:07:29.000 --> 00:07:31.000]  我耶穌說是不改變的
[00:07:31.000 --> 00:07:35.000]  所以,雅各的子孫,你們不自滅亡
[00:07:35.000 --> 00:07:37.000]  從你們祖先的日子以來
[00:07:37.000 --> 00:07:40.000]  你們就偏離我的律例而不遵守
[00:07:40.000 --> 00:07:42.000]  現在你們要轉向我
[00:07:42.000 --> 00:07:44.000]  我就轉向你們
[00:07:44.000 --> 00:07:46.000]  這是萬鈞之夜話說的
[00:07:46.000 --> 00:07:54.000]  你們卻說,我們如何轉向呢?
[00:07:54.000 --> 00:07:56.000]  上帝叫他們轉向
[00:07:56.000 --> 00:07:59.000]  他們就問怎樣轉向
[00:07:59.000 --> 00:08:01.000]  就這樣看這個中文
[00:08:01.000 --> 00:08:04.000]  就好像覺得問得很有理由
[00:08:04.000 --> 00:08:07.000]  其實如果這個「如何」這個字
[00:08:07.000 --> 00:08:12.000]  在希伯來文的原來就是什麼
[00:08:12.000 --> 00:08:15.000]  我們什麼轉向
[00:08:15.000 --> 00:08:18.000]  如何這個字可以解作什麼
[00:08:18.000 --> 00:08:21.000]  我們怎樣轉向
[00:08:21.000 --> 00:08:24.000]  或者是為什麼我們要轉向的含義
[00:08:24.000 --> 00:08:27.000]  人豈可搶奪神,你們竟搶奪我
[00:08:27.000 --> 00:08:31.000]  你們卻說,我們在何事上搶奪你呢?
[00:08:31.000 --> 00:08:38.000]  何事這個字同樣是什麼?我在什麼地方搶奪你?
[00:08:38.000 --> 00:08:40.000]  兩句簡單的對話
[00:08:40.000 --> 00:08:47.000]  反映了以色列人那種的傲慢與不敬
[00:08:47.000 --> 00:08:51.000]  蘇慕斯常說的,當上帝無道就是這樣
[00:08:51.000 --> 00:08:54.000]  他不是不知道上帝在這裏
[00:08:54.000 --> 00:08:57.000]  但當他無道這個才重要
[00:08:57.000 --> 00:08:59.000]  馬拉基書的斥責
[00:08:59.000 --> 00:09:05.000]  其實我們細心去對比一下耶穌當下的批判
[00:09:05.000 --> 00:09:09.000]  對法利塞人的批判其實是很多相似
[00:09:09.000 --> 00:09:13.000]  神知道法利塞人的心在想什麼
[00:09:13.000 --> 00:09:19.000]  不過他們自己沒有去正面去面對,去否認
[00:09:19.000 --> 00:09:23.000]  而這個否認卻是一個蔑視的表現
[00:09:23.000 --> 00:09:29.000]  耶穌已在人面前和在上帝面前來對比,來警告他們
[00:09:29.000 --> 00:09:31.000]  不要自欺
[00:09:31.000 --> 00:09:33.000]  在尊貴和可憎之間
[00:09:33.000 --> 00:09:37.000]  人要為自己的選擇做好心理準備
[00:09:37.000 --> 00:09:40.000]  因為是會有後果的
[00:09:40.000 --> 00:09:42.000]  第十五節裏面說
[00:09:42.000 --> 00:09:45.000]  你們是在人面前自稱為異的
[00:09:45.000 --> 00:09:47.000]  你們的心神卻知道
[00:09:47.000 --> 00:09:53.000]  因為人以為尊貴的,師神看為可憎乎的
[00:09:53.000 --> 00:09:55.000]  上帝會審判我們
[00:09:55.000 --> 00:09:59.000]  所以我們要先問問自己
[00:09:59.000 --> 00:10:05.000]  我是不是想成為一個在上帝面前污穢的人
[00:10:05.000 --> 00:10:08.000]  可憎這個字有污穢的含意
[00:10:08.000 --> 00:10:12.000]  我願不願意不顧後果
[00:10:12.000 --> 00:10:19.000]  來跟上帝這位尊貴聖潔的上帝脫離關係呢
[00:10:19.000 --> 00:10:24.000]  在第十五節裏面耶穌的話大有深層次的含意
[00:10:24.000 --> 00:10:27.000]  去叫我們想一想
[00:10:27.000 --> 00:10:32.000]  我們的判斷能夠高過上帝嗎
[00:10:32.000 --> 00:10:34.000]  上帝知道我們的心
[00:10:34.000 --> 00:10:39.000]  我們又知道上帝有多少
[00:10:39.000 --> 00:10:44.000]  甚至乎有時候我們要問自己
[00:10:44.000 --> 00:10:46.000]  我可不可以跟自己說
[00:10:46.000 --> 00:10:49.000]  我憑良心對得起良心
[00:10:49.000 --> 00:10:55.000]  這樣就可以為我自己所做的事去解釋解脫呢
[00:10:55.000 --> 00:10:57.000]  我甚至乎可不可以跟別人說
[00:10:57.000 --> 00:10:59.000]  我都幾好啊
[00:10:59.000 --> 00:11:02.000]  我好過那個小強啊
[00:11:02.000 --> 00:11:04.000]  自我感覺良好
[00:11:04.000 --> 00:11:11.000]  自意正正是當我們跟別人對比時很容易出現的盲點
[00:11:11.000 --> 00:11:14.000]  而其實那是自欺義議
[00:11:14.000 --> 00:11:19.000]  耶穌對法利塞人的教訓沒有停止在這個警告上
[00:11:19.000 --> 00:11:22.000]  因為隨即耶穌提出了
[00:11:22.000 --> 00:11:26.000]  能夠脫離自我感覺良好的意識束縛的出路
[00:11:26.000 --> 00:11:27.000]  換言之
[00:11:27.000 --> 00:11:34.000]  耶穌不是要一棍毆死我們一棍毆死這群自以為是的人
[00:11:34.000 --> 00:11:39.000]  而是提出了出路有拯救的
[00:11:39.000 --> 00:11:44.000]  第十六節裡面祂指向了一個出路
[00:11:44.000 --> 00:11:47.000]  就是指向由耶穌基督所開啟的新時代
[00:11:47.000 --> 00:11:49.000]  第十六節裡面說
[00:11:49.000 --> 00:11:51.000]  律法和先知到約翰為止
[00:11:51.000 --> 00:11:53.000]  從此神國的福音全開了
[00:11:53.000 --> 00:11:55.000]  人人努力要盡去
[00:11:55.000 --> 00:11:59.000]  律法和先知代表了舊約時期
[00:11:59.000 --> 00:12:00.000]  在這個時期
[00:12:00.000 --> 00:12:03.000]  上帝對以色列人啟示祂自己的方法
[00:12:03.000 --> 00:12:05.000]  就是透過律法
[00:12:05.000 --> 00:12:08.000]  律法書定定了要做的事情
[00:12:08.000 --> 00:12:11.000]  也定定了不可以做的事情
[00:12:11.000 --> 00:12:15.000]  律法書為上帝賜給人的福與和
[00:12:15.000 --> 00:12:17.000]  定下了這個準則
[00:12:17.000 --> 00:12:18.000]  而先知呢
[00:12:18.000 --> 00:12:24.000]  先知就不斷在歷史的演進當中
[00:12:24.000 --> 00:12:29.000]  歷史的長河裡面身體力行地提醒以色列人
[00:12:29.000 --> 00:12:33.000]  你們要對律法又有什麼態度
[00:12:33.000 --> 00:12:35.000]  簡單來說就是
[00:12:35.000 --> 00:12:39.000]  跟從的有福 違背的就有禍
[00:12:39.000 --> 00:12:43.000]  上帝這個安排目的是為了讓以色列人知道
[00:12:43.000 --> 00:12:47.000]  是有法可跟 有理可依的
[00:12:47.000 --> 00:12:50.000]  你放心吧 跟著我
[00:12:50.000 --> 00:12:55.000]  不從惡人計謀 不站罪人的道路
[00:12:55.000 --> 00:12:59.000]  喜愛耶和華的律法 者人有福
[00:12:59.000 --> 00:13:02.000]  然而舊約時代的安排
[00:13:02.000 --> 00:13:06.000]  卻未能為這些詭詐的人性帶來徹底的改變
[00:13:06.000 --> 00:13:08.000]  所以新時代出現的目的
[00:13:08.000 --> 00:13:12.000]  就是藉著上帝差派祂唯一的兒子耶穌基督
[00:13:12.000 --> 00:13:14.000]  來到這個世上
[00:13:14.000 --> 00:13:19.000]  為人悔罪的心帶來轉機
[00:13:19.000 --> 00:13:23.000]  還有機會的 不過你要好好把握
[00:13:23.000 --> 00:13:26.000]  神藉著祂的愛
[00:13:26.000 --> 00:13:29.000]  來感動人的不信和博弈
[00:13:29.000 --> 00:13:32.000]  挽回人性在罪裡面的含力
[00:13:32.000 --> 00:13:36.000]  免得最終害己害人
[00:13:36.000 --> 00:13:41.000]  這正是神對世人的憐憫
[00:13:41.000 --> 00:13:44.000]  律法和先知到約翰為止
[00:13:44.000 --> 00:13:47.000]  強調了新約時期的先知施洗約翰
[00:13:47.000 --> 00:13:50.000]  所具有的歷史性的標記
[00:13:50.000 --> 00:13:54.000]  從此 或者是說從那個時候開始
[00:13:54.000 --> 00:13:58.000]  正正是指著施洗約翰來說
[00:13:58.000 --> 00:14:00.000]  施洗約翰的出現
[00:14:00.000 --> 00:14:03.000]  原來是為了引導人歸向耶穌基督
[00:14:03.000 --> 00:14:06.000]  從此神國的福音全開了
[00:14:06.000 --> 00:14:09.000]  人人努力要進去這個宣告
[00:14:09.000 --> 00:14:11.000]  在希臘文中的努力這個字
[00:14:11.000 --> 00:14:17.000]  是用一個做在自己身上的語態來表達
[00:14:17.000 --> 00:14:18.000]  我再說一次
[00:14:18.000 --> 00:14:20.000]  努力這個字的意思就是
[00:14:20.000 --> 00:14:24.000]  你要為自己而努力
[00:14:24.000 --> 00:14:28.000]  耶穌用了這個語態來強調
[00:14:28.000 --> 00:14:31.000]  即是有什麼意思
[00:14:31.000 --> 00:14:33.000]  祂提醒我們
[00:14:33.000 --> 00:14:36.000]  你們要為自己著想
[00:14:36.000 --> 00:14:40.000]  耶穌擔心著緊我們
[00:14:40.000 --> 00:14:41.000]  來到這裡
[00:14:41.000 --> 00:14:42.000]  我們可以感受到
[00:14:42.000 --> 00:14:44.000]  耶穌對這幫人
[00:14:44.000 --> 00:14:47.000]  這幫法利塞人的憐惜
[00:14:47.000 --> 00:14:49.000]  在耶穌的心底裏面
[00:14:49.000 --> 00:14:52.000]  祂是很期盼著以色列人
[00:14:52.000 --> 00:14:57.000]  包括法利塞人回歸轉向
[00:14:57.000 --> 00:14:59.000]  認信這位上帝的兒子
[00:14:59.000 --> 00:15:01.000]  耶穌基督
[00:15:01.000 --> 00:15:05.000]  神所差派來的基督
[00:15:05.000 --> 00:15:08.000]  事實上從施洗約翰身上
[00:15:08.000 --> 00:15:12.000]  當時的人的確可以看到
[00:15:12.000 --> 00:15:14.000]  祂所做的角色
[00:15:14.000 --> 00:15:17.000]  正正是為尼塞亞這位救主
[00:15:17.000 --> 00:15:21.000]  預備人的心來迎接祂
[00:15:21.000 --> 00:15:24.000]  在第十五和十六節裏面
[00:15:24.000 --> 00:15:26.000]  耶穌提醒法利塞人
[00:15:26.000 --> 00:15:28.000]  你要轉念
[00:15:28.000 --> 00:15:30.000]  不要執迷不悔
[00:15:30.000 --> 00:15:32.000]  不要好像昔日的祭司那樣
[00:15:32.000 --> 00:15:34.000]  來輕視上帝
[00:15:34.000 --> 00:15:38.000]  輕視眼前這位耶穌基督
[00:15:38.000 --> 00:15:40.000]  或者今天
[00:15:40.000 --> 00:15:44.000]  我們不會像昔日的法利塞人那樣
[00:15:44.000 --> 00:15:46.000]  惹水
[00:15:46.000 --> 00:15:49.000]  藉著宗教信仰
[00:15:49.000 --> 00:15:52.000]  藉著社會地位去斂財
[00:15:52.000 --> 00:15:54.000]  我們不會像他們那樣
[00:15:54.000 --> 00:15:58.000]  置上帝的吩咐於不過
[00:15:58.000 --> 00:16:00.000]  甚至乎不會像他們那樣
[00:16:00.000 --> 00:16:03.000]  去自欺欺人的態度來盜人
[00:16:03.000 --> 00:16:05.000]  不過
[00:16:05.000 --> 00:16:07.000]  有一樣東西都值得我們再次
[00:16:07.000 --> 00:16:09.000]  深刻去思考
[00:16:09.000 --> 00:16:12.000]  就好像上次說分傳道的教導那樣
[00:16:12.000 --> 00:16:15.000]  我們試試從用錢的態度
[00:16:15.000 --> 00:16:17.000]  用錢的心態
[00:16:17.000 --> 00:16:19.000]  去思考我們對上帝的
[00:16:19.000 --> 00:16:22.000]  重視程度是多少呢
[00:16:22.000 --> 00:16:24.000]  就是說
[00:16:24.000 --> 00:16:25.000]  我們是怎樣用錢呢
[00:16:25.000 --> 00:16:27.000]  我們有沒有想過
[00:16:27.000 --> 00:16:29.000]  我們是以服侍上帝的心
[00:16:29.000 --> 00:16:33.000]  來用我們的金錢呢
[00:16:33.000 --> 00:16:35.000]  還是事實上
[00:16:35.000 --> 00:16:37.000]  在我們日常生活當中
[00:16:37.000 --> 00:16:39.000]  我們會不自覺地
[00:16:39.000 --> 00:16:43.000]  被金錢驅使著
[00:16:43.000 --> 00:16:51.000]  被物質世界推動著
[00:16:51.000 --> 00:16:53.000]  我們只重視
[00:16:53.000 --> 00:16:56.000]  物質世界帶來的滿足感
[00:16:56.000 --> 00:17:00.000]  但是忽略了上帝
[00:17:00.000 --> 00:17:04.000]  給我們的安全感和滿足
[00:17:04.000 --> 00:17:06.000]  詩篇二三篇裡面說
[00:17:06.000 --> 00:17:08.000]  「耶穌話是我的穆者
[00:17:08.000 --> 00:17:10.000]  我必不自缺乏」
[00:17:10.000 --> 00:17:12.000]  簡單的一句
[00:17:12.000 --> 00:17:13.000]  已經說了
[00:17:13.000 --> 00:17:17.000]  私人心裡看重的
[00:17:17.000 --> 00:17:19.000]  不單是物質的
[00:17:19.000 --> 00:17:21.000]  還是超越物質的
[00:17:21.000 --> 00:17:25.000]  創造物質的那位創造主
[00:17:25.000 --> 00:17:26.000]  那個位置
[00:17:26.000 --> 00:17:28.000]  他重視珍惜
[00:17:28.000 --> 00:17:31.000]  和這位創造主同行同在
[00:17:31.000 --> 00:17:35.000]  他重視在這位創造主裡面
[00:17:35.000 --> 00:17:38.000]  所得到的滿足
[00:17:38.000 --> 00:17:40.000]  耶穌基督
[00:17:40.000 --> 00:17:43.000]  懲辭懇辭地提醒法尼塞人
[00:17:43.000 --> 00:17:45.000]  你要努力
[00:17:45.000 --> 00:17:48.000]  你要努力地進入上帝的國
[00:17:48.000 --> 00:17:51.000]  在上帝的國裡面
[00:17:51.000 --> 00:17:53.000]  在耶和華的殿裡面
[00:17:53.000 --> 00:17:55.000]  那個意思
[00:17:55.000 --> 00:17:57.000]  正正就是私人所說
[00:17:57.000 --> 00:17:59.000]  住在耶和華殿中
[00:17:59.000 --> 00:18:03.000]  直到永遠的心情
[00:18:03.000 --> 00:18:04.000]  這段聖經提醒了我
[00:18:04.000 --> 00:18:06.000]  不要自欺
[00:18:06.000 --> 00:18:08.000]  我們小心不要被貪念
[00:18:08.000 --> 00:18:09.000]  支配了自己的心
[00:18:09.000 --> 00:18:11.000]  而離開上帝
[00:18:11.000 --> 00:18:14.000]  要重整自己的價值觀
[00:18:14.000 --> 00:18:16.000]  以上帝成為我們生命裡面
[00:18:16.000 --> 00:18:18.000]  最大的滿足
[00:18:18.000 --> 00:18:20.000]  以此來去克服
[00:18:20.000 --> 00:18:23.000]  我們心裡面的貪婪
[00:18:23.000 --> 00:18:28.000]  講完這句話之後
[00:18:28.000 --> 00:18:29.000]  來到第十七節
[00:18:29.000 --> 00:18:31.000]  和十八節這個段落
[00:18:31.000 --> 00:18:33.000]  耶穌在這裡
[00:18:33.000 --> 00:18:35.000]  已律法了永恆價值
[00:18:35.000 --> 00:18:39.000]  來去審判法尼塞人的知法犯法
[00:18:39.000 --> 00:18:43.000]  天地是上帝所做的物質世界
[00:18:43.000 --> 00:18:45.000]  律法是出於上帝的口
[00:18:45.000 --> 00:18:47.000]  所設立的非物質事物
[00:18:47.000 --> 00:18:50.000]  前者總有一天會過去
[00:18:50.000 --> 00:18:51.000]  會結束
[00:18:51.000 --> 00:18:53.000]  失去功用的一天
[00:18:53.000 --> 00:18:55.000]  而後者
[00:18:55.000 --> 00:18:57.000]  上帝的律法卻是永恆
[00:18:57.000 --> 00:18:59.000]  上帝的律法無論在什麼時候
[00:18:59.000 --> 00:19:01.000]  都在發揮功效
[00:19:01.000 --> 00:19:05.000]  提醒我們知道自己的罪行
[00:19:05.000 --> 00:19:08.000]  我嘗試舉一個例子
[00:19:08.000 --> 00:19:09.000]  很多年前
[00:19:09.000 --> 00:19:12.000]  我在神學院裡面
[00:19:12.000 --> 00:19:17.000]  和幾個弟兄聊天
[00:19:17.000 --> 00:19:20.000]  講的話題是講我們自己
[00:19:20.000 --> 00:19:24.000]  內心裡面的壞事
[00:19:24.000 --> 00:19:27.000]  很多年之後我來到窩福
[00:19:27.000 --> 00:19:29.000]  又某一個機會之下
[00:19:29.000 --> 00:19:32.000]  又和一班弟兄圍在一起
[00:19:32.000 --> 00:19:35.000]  又是講自己的壞事
[00:19:35.000 --> 00:19:38.000]  壞事內容就不要告訴你
[00:19:38.000 --> 00:19:41.000]  但是有一個很重要的經驗就是
[00:19:41.000 --> 00:19:42.000]  我們晚上打電腦的時候
[00:19:42.000 --> 00:19:45.000]  都有很多壞事會發生
[00:19:45.000 --> 00:19:46.000]  自己打電腦
[00:19:46.000 --> 00:19:47.000]  晚上的時候
[00:19:47.000 --> 00:19:51.000]  是很容易發生一些壞事的
[00:19:51.000 --> 00:19:54.000]  怎樣去留心這些事呢
[00:19:54.000 --> 00:19:55.000]  大家都有一個經驗就是
[00:19:55.000 --> 00:19:57.000]  突然間會想到
[00:19:57.000 --> 00:19:59.000]  耶穌在後面看著我
[00:19:59.000 --> 00:20:04.000]  在揭穿那些事
[00:20:04.000 --> 00:20:06.000]  這個是我們的反省
[00:20:06.000 --> 00:20:09.000]  給我們的提醒
[00:20:09.000 --> 00:20:12.000]  每次我想看壞事的時候
[00:20:12.000 --> 00:20:13.000]  我就會想一下
[00:20:13.000 --> 00:20:15.000]  耶穌在後面看著你
[00:20:15.000 --> 00:20:19.000]  壞小子
[00:20:19.000 --> 00:20:21.000]  律法不斷提醒我們
[00:20:21.000 --> 00:20:23.000]  正正有一個含義
[00:20:23.000 --> 00:20:28.000]  我們知道壞事才重要
[00:20:28.000 --> 00:20:30.000]  我們可以在這段裡面看到
[00:20:30.000 --> 00:20:32.000]  從修辭的技巧來理解
[00:20:32.000 --> 00:20:35.000]  「落空」和「廢」這兩個字
[00:20:35.000 --> 00:20:38.000]  前者是指希伯來文裡面
[00:20:38.000 --> 00:20:40.000]  那些字母
[00:20:40.000 --> 00:20:43.000]  一點一或上面的東西
[00:20:43.000 --> 00:20:47.000]  如果按照這個用語的表達
[00:20:47.000 --> 00:20:49.000]  應該相對來說
[00:20:49.000 --> 00:20:52.000]  你寫字「甩甩流流」
[00:20:52.000 --> 00:20:55.000]  少了「不」少了「點」
[00:20:55.000 --> 00:20:57.000]  中文可能就少了兩撇
[00:20:57.000 --> 00:20:59.000]  英文就少了一個字母
[00:20:59.000 --> 00:21:00.000]  這些老師就很明白
[00:21:00.000 --> 00:21:02.000]  那些學生發生什麼事
[00:21:02.000 --> 00:21:03.000]  這些錯失
[00:21:03.000 --> 00:21:04.000]  這些「甩甩流流」
[00:21:04.000 --> 00:21:07.000]  相對於這個世界結束
[00:21:07.000 --> 00:21:10.000]  來得是否容易一點
[00:21:10.000 --> 00:21:11.000]  絕對是
[00:21:11.000 --> 00:21:13.000]  但是耶穌用了一個
[00:21:13.000 --> 00:21:15.000]  很誇張的表達
[00:21:15.000 --> 00:21:18.000]  去提醒所有的人說
[00:21:18.000 --> 00:21:20.000]  上帝的話語是很真實
[00:21:20.000 --> 00:21:21.000]  很有權能的
[00:21:21.000 --> 00:21:23.000]  不會甩的
[00:21:23.000 --> 00:21:26.000]  你不用擔心都可以了
[00:21:26.000 --> 00:21:27.000]  換言之背後就說
[00:21:27.000 --> 00:21:29.000]  你要聰明一點
[00:21:29.000 --> 00:21:31.000]  第十七節所傳遞的是
[00:21:31.000 --> 00:21:33.000]  律法審判的真實
[00:21:33.000 --> 00:21:36.000]  它影襯著人性裡面的惡
[00:21:36.000 --> 00:21:39.000]  就是在第十八節裡面所提到的
