
[00:00:00.000 --> 00:00:04.000]  如果我們真的如主席所說
[00:02:36.000 --> 00:02:38.000]  甚至說了一個比喻
[00:02:38.000 --> 00:02:42.000]  讓我們知道祈禱是很寶貴很重要的
[00:02:42.000 --> 00:02:46.000]  其實為什麼耶穌要說禱告的教導呢?
[00:02:46.000 --> 00:02:49.000]  是因為在第一節裡面有一個門徒
[00:02:49.000 --> 00:02:52.000]  要求耶穌教他祈禱
[00:02:52.000 --> 00:02:55.000]  於是耶穌就在第二至第四節裡面
[00:02:55.000 --> 00:02:57.000]  說了一個主禱文
[00:02:57.000 --> 00:03:00.000]  教導他們怎麼去祈禱
[00:03:00.000 --> 00:03:01.000]  接著在五至十三節
[00:03:01.000 --> 00:03:03.000]  可以說是一個比喻
[00:03:03.000 --> 00:03:06.000]  是關於祈禱的
[00:03:06.000 --> 00:03:08.000]  當中我們看到神的應許
[00:03:08.000 --> 00:03:11.000]  是何等的寶貝
[00:03:11.000 --> 00:03:13.000]  為了使我們更加正確
[00:03:13.000 --> 00:03:16.000]  和重視有關祈禱
[00:03:16.000 --> 00:03:18.000]  我很希望今天的訊息
[00:03:18.000 --> 00:03:20.000]  讓每一位頂子妹
[00:03:20.000 --> 00:03:24.000]  我們要知道三件很重要的事實
[00:03:24.000 --> 00:03:25.000]  第一個知道
[00:03:25.000 --> 00:03:29.000]  要知道我們自己的需要
[00:03:29.000 --> 00:03:34.000]  要知道我們自己的需要
[00:03:34.000 --> 00:03:38.000]  和合本修訂本這樣記載
[00:03:38.000 --> 00:03:39.000]  耶穌對他們說
[00:03:39.000 --> 00:03:41.000]  你們中間誰有一個朋友
[00:03:41.000 --> 00:03:43.000]  半夜到他那裡去
[00:03:43.000 --> 00:03:44.000]  對他說
[00:03:44.000 --> 00:03:47.000]  朋友請借給我三個餅
[00:03:47.000 --> 00:03:48.000]  因為我有一個朋友
[00:03:48.000 --> 00:03:50.000]  旅途中來到我這裡
[00:03:50.000 --> 00:03:53.000]  我沒有東西招待他
[00:03:53.000 --> 00:03:55.000]  那人在裡面回答
[00:03:55.000 --> 00:03:57.000]  不要打擾我
[00:03:57.000 --> 00:03:59.000]  門已經關了
[00:03:59.000 --> 00:04:02.000]  孩子們也和我們在床上了
[00:04:02.000 --> 00:04:04.000]  我不能起來給你
[00:04:04.000 --> 00:04:06.000]  我告訴你們
[00:04:06.000 --> 00:04:09.000]  雖不因他是朋友起來給他
[00:04:09.000 --> 00:04:14.000]  也會因他不顧面子地直求
[00:04:14.000 --> 00:04:19.000]  起來照他所需要的給他
[00:04:19.000 --> 00:04:22.000]  為什麼這個比喻這麼奇怪呢
[00:04:22.000 --> 00:04:24.000]  究竟那班門徒
[00:04:24.000 --> 00:04:26.000]  明明耶穌說什麼呢
[00:04:26.000 --> 00:04:30.000]  為什麼半夜會有朋友來敲門呢
[00:04:30.000 --> 00:04:32.000]  我們會很擔心很害怕
[00:04:32.000 --> 00:04:34.000]  但原來是這樣的
[00:04:34.000 --> 00:04:36.000]  由於中東地方很熱
[00:04:36.000 --> 00:04:38.000]  那些人有什麼遠行
[00:04:38.000 --> 00:04:40.000]  都會利用晚上的時間
[00:04:40.000 --> 00:04:42.000]  希望可以避開了
[00:04:42.000 --> 00:04:44.000]  白天熱騰騰的時刻
[00:04:44.000 --> 00:04:47.000]  加上中東的地方
[00:04:47.000 --> 00:04:50.000]  款待客人
[00:04:50.000 --> 00:04:53.000]  是一件非常神聖的任務
[00:04:53.000 --> 00:04:55.000]  不單止要接待
[00:04:55.000 --> 00:04:56.000]  喝杯茶
[00:04:56.000 --> 00:04:57.000]  還要吃個包
[00:04:57.000 --> 00:04:59.000]  當然當時吃個餅
[00:04:59.000 --> 00:05:01.000]  這個大家可以看
[00:05:01.000 --> 00:05:03.000]  創世紀可以看到的
[00:05:03.000 --> 00:05:05.000]  可以說傳統是要好客
[00:05:05.000 --> 00:05:07.000]  接待那些旅行而來的人
[00:05:07.000 --> 00:05:09.000]  不論是認識的還是不認識的
[00:05:09.000 --> 00:05:11.000]  都要這樣做
[00:05:11.000 --> 00:05:15.000]  當時應該是沒有什麼心的餅店
[00:05:15.000 --> 00:05:17.000]  什麼拿的餅店
[00:05:17.000 --> 00:05:20.000]  也沒有這麼先進的防腐劑
[00:05:20.000 --> 00:05:22.000]  所以那些餅是家人
[00:05:22.000 --> 00:05:25.000]  主人家自己做的
[00:05:25.000 --> 00:05:27.000]  而且因為沒有防腐
[00:05:27.000 --> 00:05:29.000]  不可以等太久
[00:05:29.000 --> 00:05:32.000]  所以他們的餅不是太多
[00:05:32.000 --> 00:05:35.000]  可能這個朋友來到太晚的時候
[00:05:35.000 --> 00:05:38.000]  能夠接待他的餅已經吃完了
[00:05:38.000 --> 00:05:40.000]  那他來到怎麼辦呢
[00:05:40.000 --> 00:05:42.000]  我作為他的朋友
[00:05:42.000 --> 00:05:43.000]  如果不接待他
[00:05:43.000 --> 00:05:45.000]  這個是很難為情的
[00:05:45.000 --> 00:05:47.000]  也不符合傳統的
[00:05:47.000 --> 00:05:50.000]  唯一辦法就是去隔壁屋裡面
[00:05:50.000 --> 00:05:52.000]  找鄰舍幫忙
[00:05:52.000 --> 00:05:54.000]  要煮菜
[00:05:54.000 --> 00:05:56.000]  不夠鹽不夠豉油
[00:05:56.000 --> 00:05:58.000]  找隔壁主婦幫忙一樣
[00:05:58.000 --> 00:06:01.000]  有些窮的家人
[00:06:01.000 --> 00:06:03.000]  可能家裡房間在那裡
[00:06:03.000 --> 00:06:05.000]  廚房也在那裡
[00:06:05.000 --> 00:06:07.000]  廳也在那裡
[00:06:07.000 --> 00:06:08.000]  如果你敲門
[00:06:08.000 --> 00:06:10.000]  又出又入又敲
[00:06:10.000 --> 00:06:12.000]  就會吵醒全家人
[00:06:12.000 --> 00:06:15.000]  於是經文講到那位鄰舍
[00:06:15.000 --> 00:06:19.000]  似乎不是那麼給朋友面子
[00:06:19.000 --> 00:06:21.000]  現在這麼晚了
[00:06:21.000 --> 00:06:23.000]  關了門是什麼意思
[00:06:23.000 --> 00:06:25.000]  關了門其實是一個表示
[00:06:25.000 --> 00:06:26.000]  不要騷擾我
[00:06:26.000 --> 00:06:27.000]  好像我們按了個按鈕
[00:06:27.000 --> 00:06:29.000]  請勿騷擾一樣
[00:06:29.000 --> 00:06:31.000]  但這個朋友因為心急
[00:06:31.000 --> 00:06:33.000]  我有朋友要接待他
[00:06:33.000 --> 00:06:35.000]  也要試試敲門
[00:06:35.000 --> 00:06:37.000]  敲了這個鄰舍就說
[00:06:37.000 --> 00:06:39.000]  我已經關了門
[00:06:39.000 --> 00:06:42.000]  我已經表示不作任何的幫助
[00:06:42.000 --> 00:06:44.000]  加上我小孩已經睡在床裡面
[00:06:44.000 --> 00:06:47.000]  如果我和你炒些餅
[00:06:47.000 --> 00:06:49.000]  啪啪啪的時候
[00:06:49.000 --> 00:06:50.000]  一定會吵醒他們
[00:06:50.000 --> 00:06:52.000]  簡單來講
[00:06:52.000 --> 00:06:54.000]  他婉拒了他
[00:06:54.000 --> 00:06:55.000]  耶穌講到這裡的時候
[00:06:55.000 --> 00:06:56.000]  他又補充了
[00:06:56.000 --> 00:06:58.000]  他說我告訴你們
[00:06:58.000 --> 00:07:00.000]  雖不因他是朋友
[00:07:00.000 --> 00:07:03.000]  但因他不顧面子地直求和本
[00:07:03.000 --> 00:07:06.000]  就說情詞迫切
[00:07:06.000 --> 00:07:07.000]  講到底
[00:07:07.000 --> 00:07:09.000]  耶穌想告訴
[00:07:09.000 --> 00:07:11.000]  聽這個比喻的人知道
[00:07:11.000 --> 00:07:13.000]  最終這個鄰舍
[00:07:13.000 --> 00:07:15.000]  都會做的
[00:07:15.000 --> 00:07:17.000]  因為這個朋友
[00:07:17.000 --> 00:07:18.000]  真的很迫切
[00:07:18.000 --> 00:07:19.000]  現在我有朋友來
[00:07:19.000 --> 00:07:21.000]  如果你不幫我
[00:07:21.000 --> 00:07:23.000]  我很沒面子的
[00:07:23.000 --> 00:07:24.000]  而事實上
[00:07:24.000 --> 00:07:26.000]  這個鄰舍也因為面子的緣故
[00:07:26.000 --> 00:07:28.000]  因為傳統對旅客的要求
[00:07:28.000 --> 00:07:30.000]  他最終都會幫手
[00:07:30.000 --> 00:07:34.000]  正如香港
[00:07:34.000 --> 00:07:36.000]  有連鎖的食肆
[00:07:36.000 --> 00:07:38.000]  當某一個分店
[00:07:38.000 --> 00:07:40.000]  集團和那個集團的分店
[00:07:40.000 --> 00:07:42.000]  有需要的時候
[00:07:42.000 --> 00:07:44.000]  他們都會去
[00:07:44.000 --> 00:07:46.000]  其他同集團的店舖
[00:07:46.000 --> 00:07:48.000]  拿食材
[00:07:48.000 --> 00:07:50.000]  這個是我們都見過的
[00:07:50.000 --> 00:07:52.000]  這個比喻就告訴你
[00:07:52.000 --> 00:07:54.000]  因著這個朋友
[00:07:54.000 --> 00:07:56.000]  情詞迫切
[00:07:56.000 --> 00:07:58.000]  最終他都成就了
[00:07:58.000 --> 00:08:00.000]  拿到要拿的餅
[00:08:00.000 --> 00:08:02.000]  去接待那個遠行的朋友
[00:08:02.000 --> 00:08:06.000]  丁姊妹
[00:08:06.000 --> 00:08:08.000]  你和我知道自己的需要嗎?
[00:08:08.000 --> 00:08:12.000]  我有什麼需要?
[00:08:12.000 --> 00:08:14.000]  其他人有什麼需要?
[00:08:14.000 --> 00:08:16.000]  5月1號
[00:08:16.000 --> 00:08:18.000]  我自己的教會
[00:08:18.000 --> 00:08:20.000]  我自己所屬的同會去旅行
[00:08:20.000 --> 00:08:22.000]  是一個方性的旅行
[00:08:22.000 --> 00:08:24.000]  原本遇到一輛車
[00:08:24.000 --> 00:08:26.000]  但是反應熱烈
[00:08:26.000 --> 00:08:28.000]  變成兩輛車
[00:08:28.000 --> 00:08:30.000]  我就友情客串
[00:08:30.000 --> 00:08:32.000]  去幫手帶阻
[00:08:32.000 --> 00:08:34.000]  因為那裏有很多未信的朋友
[00:08:34.000 --> 00:08:36.000]  但是天文台預告
[00:08:36.000 --> 00:08:38.000]  那裏會龐陀大雨
[00:08:38.000 --> 00:08:40.000]  而我們的地方
[00:08:40.000 --> 00:08:42.000]  是全部禍害的
[00:08:42.000 --> 00:08:46.000]  我們一班囚委
[00:08:46.000 --> 00:08:48.000]  面對這個消息
[00:08:48.000 --> 00:08:50.000]  是沉重的
[00:08:50.000 --> 00:08:52.000]  但是如果
[00:08:52.000 --> 00:08:54.000]  難得有兩輛車
[00:08:54.000 --> 00:08:56.000]  差不多一半的人是未信耶穌
[00:08:56.000 --> 00:08:58.000]  是很興奮的旅行
[00:08:58.000 --> 00:09:00.000]  我們有機會去傳福音的時候
[00:09:00.000 --> 00:09:02.000]  如果因為大雨
[00:09:02.000 --> 00:09:04.000]  他們掃興 他們埋怨
[00:09:04.000 --> 00:09:06.000]  怎麼辦呢?
[00:09:06.000 --> 00:09:08.000]  我們呼求上帝
[00:09:08.000 --> 00:09:10.000]  可不可以為你的榮耀的緣故
[00:09:10.000 --> 00:09:12.000]  憐憫我們這次的旅行
[00:09:12.000 --> 00:09:14.000]  為了你的榮耀
[00:09:14.000 --> 00:09:16.000]  不叫我們因為天文台的預告
[00:09:16.000 --> 00:09:18.000]  對我們有任何的搞擾
[00:09:18.000 --> 00:09:20.000]  大家知道
[00:09:20.000 --> 00:09:22.000]  現在是6月1號
[00:09:22.000 --> 00:09:24.000]  雖不至於天朗氣清
[00:09:24.000 --> 00:09:26.000]  但是很舒服
[00:09:26.000 --> 00:09:28.000]  沒有雨 一滴雨都沒有
[00:09:28.000 --> 00:09:30.000]  連那些未信的
[00:09:30.000 --> 00:09:32.000]  參加旅行團的人都說
[00:09:32.000 --> 00:09:34.000]  真是天公造美
[00:09:34.000 --> 00:09:36.000]  他們只能夠說
[00:09:36.000 --> 00:09:38.000]  天公造美
[00:09:38.000 --> 00:09:40.000]  但是我們很知道
[00:09:40.000 --> 00:09:42.000]  Hallelujah 讚美我們的上帝
[00:09:42.000 --> 00:09:44.000]  因為你真是按照你的榮耀
[00:09:44.000 --> 00:09:46.000]  憐憫我們的呼求
[00:09:46.000 --> 00:09:48.000]  我們說為你的榮耀的緣故
[00:09:48.000 --> 00:09:50.000]  是為你的榮耀的緣故
[00:09:50.000 --> 00:09:52.000]  為了這班未信的人的需要
[00:09:52.000 --> 00:09:54.000]  你為我們成就一個美好的天氣
[00:09:54.000 --> 00:09:56.000]  事實
[00:09:56.000 --> 00:09:58.000]  上帝憐憫了我們
[00:09:58.000 --> 00:10:00.000]  當中我們有機會傳福音
[00:10:00.000 --> 00:10:02.000]  其中一個信了耶穌
[00:10:02.000 --> 00:10:04.000]  我們的會友
[00:10:04.000 --> 00:10:06.000]  陳以珊姊妹
[00:10:06.000 --> 00:10:08.000]  為了要確定她
[00:10:08.000 --> 00:10:10.000]  是神所揀選要進神學院裡面
[00:10:10.000 --> 00:10:12.000]  她大膽地
[00:10:12.000 --> 00:10:14.000]  向上帝祈求
[00:10:14.000 --> 00:10:16.000]  因為她不知道怎麼辦
[00:10:16.000 --> 00:10:18.000]  她應該去神學院
[00:10:18.000 --> 00:10:20.000]  她大膽地
[00:10:20.000 --> 00:10:22.000]  向上帝呼求
[00:10:22.000 --> 00:10:24.000]  給我一個印證
[00:10:24.000 --> 00:10:26.000]  結果在她的見證會裡告訴我們
[00:10:26.000 --> 00:10:28.000]  神成就了
[00:10:28.000 --> 00:10:30.000]  一件無法想像的
[00:10:30.000 --> 00:10:32.000]  妙不可言的事情
[00:10:32.000 --> 00:10:34.000]  神就是這麼奇妙
[00:10:34.000 --> 00:10:36.000]  問題是我們
[00:10:36.000 --> 00:10:38.000]  看不到自己的需要
[00:10:38.000 --> 00:10:40.000]  以致我們願意放下自己的面子
[00:10:40.000 --> 00:10:42.000]  向這位認識我們的上帝
[00:10:42.000 --> 00:10:44.000]  我們的阿爸父去呼求
[00:10:46.000 --> 00:10:48.000]  這裡提到的需要
[00:10:48.000 --> 00:10:50.000]  不只是現實的需要
[00:10:50.000 --> 00:10:52.000]  更加是一份
[00:10:52.000 --> 00:10:54.000]  關係正常的流露
[00:10:54.000 --> 00:10:58.000]  如果大家有留意聖經
[00:10:58.000 --> 00:11:00.000]  當主耶穌在世界的時候
[00:11:00.000 --> 00:11:02.000]  祂時時和上帝祈禱
[00:11:02.000 --> 00:11:04.000]  祂不會因為自己
[00:11:04.000 --> 00:11:06.000]  是神的意志
[00:11:06.000 --> 00:11:08.000]  祂是神就不用祈禱
[00:11:08.000 --> 00:11:10.000]  祂時時和上帝祈禱
[00:11:10.000 --> 00:11:12.000]  一來
[00:11:12.000 --> 00:11:14.000]  侍奉有很大需要
[00:11:14.000 --> 00:11:16.000]  二來祂也會為
[00:11:16.000 --> 00:11:18.000]  其他人的祈禱 為門徒
[00:11:18.000 --> 00:11:20.000]  為那些人去祈禱
[00:11:20.000 --> 00:11:22.000]  祂更加
[00:11:22.000 --> 00:11:24.000]  和上帝
[00:11:24.000 --> 00:11:26.000]  因著這份親密關係
[00:11:26.000 --> 00:11:28.000]  祂很願意
[00:11:28.000 --> 00:11:30.000]  和上帝來聊天
[00:11:30.000 --> 00:11:32.000]  所以祈禱
[00:11:32.000 --> 00:11:34.000]  所以祂的祈禱
[00:11:34.000 --> 00:11:36.000]  不會像我們這樣
[00:11:36.000 --> 00:11:38.000]  一條很長的清單
[00:11:38.000 --> 00:11:40.000]  上帝請你幫我結帳
[00:11:40.000 --> 00:11:42.000]  你不結帳我就不開心
[00:11:42.000 --> 00:11:44.000]  我下星期不上主日學
[00:11:44.000 --> 00:11:46.000]  不上崇拜
[00:11:46.000 --> 00:11:48.000]  不是
[00:11:48.000 --> 00:11:50.000]  我們的主耶穌很傾心吐耳
[00:11:50.000 --> 00:11:52.000]  好像在路加分第十章
[00:11:52.000 --> 00:11:54.000]  二十二節裡面
[00:11:54.000 --> 00:11:56.000]  祂和祂的土文裡面
[00:11:56.000 --> 00:11:58.000]  祂反映到
[00:11:58.000 --> 00:12:00.000]  祂和父神那種關係
[00:12:00.000 --> 00:12:02.000]  父明白祂 祂也明白父
[00:12:02.000 --> 00:12:04.000]  弟兄姊妹
[00:12:04.000 --> 00:12:06.000]  你看不到這個需要
[00:12:06.000 --> 00:12:08.000]  你看不到你和上帝的關係
[00:12:08.000 --> 00:12:10.000]  是這麼親密
[00:12:10.000 --> 00:12:12.000]  你有什麼需要 你向上帝祈禱
[00:12:12.000 --> 00:12:14.000]  只因為你和上帝
[00:12:14.000 --> 00:12:16.000]  是一份很重要的關係
[00:12:16.000 --> 00:12:18.000]  主耶穌示範了給我們知道
[00:12:18.000 --> 00:12:20.000]  主耶穌示範了我們要去到
[00:12:20.000 --> 00:12:22.000]  神的寶藏面前祈禱
[00:12:22.000 --> 00:12:24.000]  這個是我們作為
[00:12:24.000 --> 00:12:26.000]  神兒女的特權
[00:12:26.000 --> 00:12:28.000]  所以你不祈禱 你走寶
[00:12:28.000 --> 00:12:30.000]  弟兄姊妹
[00:12:30.000 --> 00:12:32.000]  你走了多少步
[00:12:32.000 --> 00:12:34.000]  算了 過去了 算了
[00:12:34.000 --> 00:12:36.000]  不要追究了 不要埋怨了
[00:12:36.000 --> 00:12:38.000]  從今天開始 你知道
[00:12:38.000 --> 00:12:40.000]  你自己的需要
[00:12:40.000 --> 00:12:42.000]  因為你有很多事情你是自己搞不定的
[00:12:42.000 --> 00:12:44.000]  你有很多事情是需要人幫助的
[00:12:44.000 --> 00:12:46.000]  更加需要上帝的幫助
[00:12:46.000 --> 00:12:50.000]  可能你身邊的家人
[00:12:50.000 --> 00:12:52.000]  患重病
[00:12:52.000 --> 00:12:56.000]  可能你自己正面對一個
[00:12:56.000 --> 00:12:58.000]  很大的困擾
[00:12:58.000 --> 00:13:02.000]  甚至你聽到社會上很多不負責任的言論
[00:13:02.000 --> 00:13:06.000]  這些令我們很沉重的
[00:13:06.000 --> 00:13:08.000]  是我們覺得肩膀是揹不了的
[00:13:08.000 --> 00:13:10.000]  是我們很憤怒的
[00:13:10.000 --> 00:13:12.000]  不知道怎麼解決的
[00:13:12.000 --> 00:13:14.000]  我們怎麼面對呢
[00:13:14.000 --> 00:13:16.000]  是不是擔心憂慮
[00:13:16.000 --> 00:13:18.000]  還是蓋上被子
[00:13:18.000 --> 00:13:20.000]  沒有眼睛看
[00:13:20.000 --> 00:13:22.000]  抑或
[00:13:22.000 --> 00:13:24.000]  我們將我們的
[00:13:24.000 --> 00:13:26.000]  重擔透過禱告
[00:13:26.000 --> 00:13:28.000]  交給我們的上帝
[00:13:28.000 --> 00:13:30.000]  因為我們知道我們的需要
[00:13:30.000 --> 00:13:32.000]  我們相信我們的上帝
[00:13:32.000 --> 00:13:34.000]  知道我們的需要
[00:13:34.000 --> 00:13:36.000]  我們迫切祈禱
[00:13:36.000 --> 00:13:40.000]  這個不是習慣
[00:13:40.000 --> 00:13:42.000]  我習慣說話很大聲
[00:13:42.000 --> 00:13:46.000]  女兒經常提醒我不要太大聲
[00:13:46.000 --> 00:13:50.000]  她關心我 怕我沒氣
[00:13:50.000 --> 00:13:56.000]  我們禱告大聲
[00:13:56.000 --> 00:13:58.000]  是因為我相信上帝
[00:13:58.000 --> 00:14:00.000]  是信實的
[00:14:02.000 --> 00:14:04.000]  我們的力度是反映
[00:14:04.000 --> 00:14:06.000]  我們對這件事的重視
[00:14:06.000 --> 00:14:08.000]  你不重視
[00:14:08.000 --> 00:14:10.000]  你不會用力迫切說話
[00:14:10.000 --> 00:14:12.000]  去要求別人幫忙
[00:14:12.000 --> 00:14:14.000]  你重視你才會這樣
[00:14:14.000 --> 00:14:16.000]  你不會說麻煩你幫忙
[00:14:16.000 --> 00:14:18.000]  你不著緊我怎麼幫你
[00:14:18.000 --> 00:14:24.000]  所以情詞迫切
[00:14:24.000 --> 00:14:26.000]  因為我真的有這個需要
[00:14:26.000 --> 00:14:28.000]  特別我解決不了的時候
[00:14:28.000 --> 00:14:30.000]  我知道只有上帝
[00:14:30.000 --> 00:14:32.000]  能夠幫到我的時候
[00:14:32.000 --> 00:14:34.000]  我就願意
[00:14:34.000 --> 00:14:36.000]  運用我作為神兒女的特權
[00:14:36.000 --> 00:14:38.000]  向上帝呼求
[00:14:38.000 --> 00:14:40.000]  所以大家知道
[00:14:40.000 --> 00:14:42.000]  你掌握嗎?
[00:14:42.000 --> 00:14:44.000]  你看不到你自己的需要
[00:14:44.000 --> 00:14:46.000]  你知不知道
[00:14:46.000 --> 00:14:48.000]  你自己在神面前有禱告的特權
[00:14:48.000 --> 00:14:52.000]  廚師的特權是什麼?
[00:14:52.000 --> 00:14:54.000]  你猜猜
[00:14:54.000 --> 00:14:56.000]  當然是先吃一口
[00:14:56.000 --> 00:14:58.000]  任何東西都要先吃
[00:14:58.000 --> 00:15:00.000]  這是他的特權
[00:15:00.000 --> 00:15:02.000]  不可以說他 要先試吃
[00:15:02.000 --> 00:15:04.000]  誰知道還未到
[00:15:04.000 --> 00:15:06.000]  你和我的特權是什麼?
[00:15:06.000 --> 00:15:08.000]  就是禱告
[00:15:08.000 --> 00:15:10.000]  如果我們不禱告
[00:15:10.000 --> 00:15:12.000]  我們就放棄了我們的權利
[00:15:12.000 --> 00:15:14.000]  第二件事我們要知道
[00:15:14.000 --> 00:15:16.000]  從經文裡面
[00:15:16.000 --> 00:15:18.000]  耶穌在這段比喻裡面
[00:15:18.000 --> 00:15:20.000]  我們要知道耶穌給我們的應許
[00:15:20.000 --> 00:15:22.000]  第九第十節
[00:15:22.000 --> 00:15:24.000]  華本修正本這樣說
[00:15:24.000 --> 00:15:26.000]  我又告訴你們
[00:15:26.000 --> 00:15:28.000]  扣門尋找就找到
[00:15:28.000 --> 00:15:30.000]  扣門就給你們開門
[00:15:30.000 --> 00:15:32.000]  因為凡祈求的就得著
[00:15:32.000 --> 00:15:34.000]  尋找的就找到
[00:15:34.000 --> 00:15:36.000]  扣門的就給他開門
[00:15:36.000 --> 00:15:38.000]  有些不同的字眼
[00:15:38.000 --> 00:15:40.000]  以上是耶穌在教導過程裡面
[00:15:40.000 --> 00:15:42.000]  給我們一個很重要的應許
[00:15:42.000 --> 00:15:44.000]  合不合聽?
[00:15:44.000 --> 00:15:46.000]  當然很合聽
[00:15:46.000 --> 00:15:48.000]  很興奮
[00:15:48.000 --> 00:15:50.000]  但是不是表示
[00:15:50.000 --> 00:15:52.000]  我們就可以
[00:15:52.000 --> 00:15:56.000]  網求 甚至我要求上帝
[00:15:56.000 --> 00:15:58.000]  既然你應許了
[00:15:58.000 --> 00:16:00.000]  我就要有求必應
[00:16:00.000 --> 00:16:02.000]  我們看看聖經
[00:16:02.000 --> 00:16:04.000]  我們看聖經不可以只看一節
[00:16:04.000 --> 00:16:06.000]  我們要整本聖經去理解
[00:16:06.000 --> 00:16:08.000]  去綜合
[00:16:08.000 --> 00:16:10.000]  掌握聖經的重心
[00:16:10.000 --> 00:16:12.000]  在《雅各書》四章那裡說
[00:16:12.000 --> 00:16:14.000]  你們求
[00:16:14.000 --> 00:16:16.000]  為什麼都求不到呢?
[00:16:16.000 --> 00:16:18.000]  是因為你們網求
[00:16:18.000 --> 00:16:20.000]  亂求
[00:16:20.000 --> 00:16:22.000]  亂求
[00:16:22.000 --> 00:16:24.000]  自私的求
[00:16:24.000 --> 00:16:26.000]  不合乎神的心意的求
[00:16:26.000 --> 00:16:28.000]  只不過浪費你們的燕落
[00:16:28.000 --> 00:16:30.000]  所以難怪上帝
[00:16:30.000 --> 00:16:32.000]  不聽你們的祈禱
[00:16:32.000 --> 00:16:34.000]  另外 以西多書20章31節下
[00:16:34.000 --> 00:16:36.000]  以斯尼加
[00:16:36.000 --> 00:16:38.000]  我豈能讓你們求問呢?
[00:16:38.000 --> 00:16:40.000]  主爺說
[00:16:40.000 --> 00:16:42.000]  我知在我永生在世
[00:16:42.000 --> 00:16:44.000]  我必不讓你們求問
[00:16:44.000 --> 00:16:46.000]  為什麼上帝
[00:16:46.000 --> 00:16:48.000]  不讓他們求問呢?
[00:16:48.000 --> 00:16:50.000]  為什麼上帝不讓他們一次又一次的
[00:16:50.000 --> 00:16:52.000]  去霸佔偶像
[00:16:52.000 --> 00:16:54.000]  上帝說我為什麼要聽你們的祈禱呢?
[00:16:54.000 --> 00:16:56.000]  所以在聖經告訴我們
[00:16:56.000 --> 00:16:58.000]  當我們亂求
[00:16:58.000 --> 00:17:00.000]  當我們仍然注重罪業的時候
