
[00:00:00.000 --> 00:00:03.060]  我們中國人差不多整個月
[00:01:39.780 --> 00:01:43.380]  去想想,過年還可以除了
[00:01:43.380 --> 00:01:46.100]  中國人那麼歡喜快樂,他們也很歡喜快樂
[00:01:46.100 --> 00:01:50.180]  有些什麼我們值得記憶,值得去反省的
[00:01:50.180 --> 00:01:54.020]  第一個他們要過的,是他們的年初一
[00:01:54.020 --> 00:01:56.500]  是叫崔國節
[00:01:56.500 --> 00:01:59.380]  提醒我們要專注在神的身上
[00:01:59.380 --> 00:02:01.620]  我們先讀這三節經文
[00:02:01.620 --> 00:02:04.340]  我們接著會講解內容的意思
[00:02:04.340 --> 00:02:07.380]  我們一起大聲在神的殿讀這三節經文
[00:02:07.380 --> 00:02:08.900]  1,2,3
[00:02:08.900 --> 00:02:33.860]  7月初一日
[00:02:33.860 --> 00:02:36.740]  是因為他們過年才讀這三節
[00:02:36.740 --> 00:02:40.500]  他們很特別的,大家沒看錯
[00:02:40.500 --> 00:02:45.540]  他們過年不是1月初一,是7月
[00:02:45.540 --> 00:02:48.820]  而且他們過年的時候有聖會
[00:02:48.820 --> 00:02:52.180]  叫大家不要做事,還會吹號角
[00:02:52.180 --> 00:02:54.580]  當然他們也會獻祭
[00:02:54.580 --> 00:02:57.300]  獻祭我們之前講過,不是神統我
[00:02:57.300 --> 00:02:59.140]  所有東西都是上帝創造
[00:02:59.140 --> 00:03:00.980]  我們獻祭是一個感恩
[00:03:00.980 --> 00:03:04.900]  上帝給我們,我們告訴上帝,我們多謝感謝
[00:03:04.900 --> 00:03:07.060]  而他的崔國很有趣
[00:03:07.060 --> 00:03:09.700]  他們在一個聖會,一個聚會裡面
[00:03:09.700 --> 00:03:12.660]  1月初一他們走過來有聚會,今天也是
[00:03:12.660 --> 00:03:14.740]  在聚會裡面他們會祈禱,讀經
[00:03:14.740 --> 00:03:17.060]  接著會吹號角
[00:03:17.060 --> 00:03:19.380]  吹號角是什麼聲音呢?
[00:03:19.380 --> 00:03:21.060]  我們聽一聽好嗎?
[00:03:21.060 --> 00:03:39.140]  (吹號角聲)
[00:03:39.140 --> 00:03:41.060]  大概是這樣
[00:03:41.060 --> 00:03:42.980]  為什麼吹號角一會兒會講
[00:03:42.980 --> 00:03:45.700]  為什麼7月也值得講一下
[00:03:45.700 --> 00:03:46.740]  不是1月呢?
[00:03:46.740 --> 00:03:51.460]  因為他們是用一個叫做宗教的禮法
[00:03:51.460 --> 00:03:54.580]  而七字呢,如果我們信主信得久就知道
[00:03:54.580 --> 00:03:56.900]  在我們信仰裡面,七字很特別
[00:03:56.900 --> 00:03:59.380]  七字代表完美
[00:03:59.380 --> 00:04:03.380]  而守安息日也是一個星期的第七日
[00:04:03.380 --> 00:04:05.940]  守安息日要我們停止工作
[00:04:05.940 --> 00:04:10.820]  我們等候,擁抱,慶祝,安靜
[00:04:10.820 --> 00:04:14.580]  在安息日裡面,特別當時
[00:04:14.580 --> 00:04:18.980]  上帝將以色列人,幫他們離開埃及的時間
[00:04:18.980 --> 00:04:22.020]  他們本來在埃及是做什麼的?
[00:04:22.020 --> 00:04:24.980]  是做奴隸的
[00:04:24.980 --> 00:04:26.740]  奴隸沒得休息
[00:04:26.740 --> 00:04:30.100]  在他們的字典裡面是沒有安息的
[00:04:30.100 --> 00:04:34.660]  所以當上帝拯救他們從埃及出來的時候
[00:04:34.660 --> 00:04:37.380]  他重新給他們,有你自己的時間
[00:04:37.380 --> 00:04:41.620]  有你的產物,是有屬於你的東西
[00:04:41.620 --> 00:04:45.380]  所以那天很重要,他們可以安靜下來,不用工作
[00:04:45.380 --> 00:04:48.900]  而安靜的時候,他想那群以色列人
[00:04:48.900 --> 00:04:56.340]  跟上帝再次有安靜、立約、回想的時間
[00:04:56.340 --> 00:05:01.780]  一年的第七個月份,是至聖的月份
[00:05:01.780 --> 00:05:04.740]  他們用來,是用來過年
[00:05:04.740 --> 00:05:08.660]  同樣,他們會停止休息,敬拜,慶祝
[00:05:08.660 --> 00:05:13.300]  在慶祝裡面,雖然他們跟我們一樣,是一家人
[00:05:13.300 --> 00:05:15.540]  很多不同的人一起走過來,會吃飯
[00:05:15.540 --> 00:05:18.980]  但是他們沒有狂歡敬食
[00:05:18.980 --> 00:05:19.940]  為什麼這麼說呢?
[00:05:19.940 --> 00:05:22.660]  因為我磅起,今早想磅一磅
[00:05:22.660 --> 00:05:24.820]  臨出門口前,我發現
[00:05:24.820 --> 00:05:27.540]  過去一個星期,我敬食完一輪
[00:05:27.540 --> 00:05:30.980]  重了2.5磅
[00:05:30.980 --> 00:05:33.700]  接下來真的要輕一點才行
[00:05:33.700 --> 00:05:35.380]  他們不同,他們有不同的東西吃
[00:05:35.380 --> 00:05:39.780]  但是他著重的東西,是人跟神之間
[00:05:39.780 --> 00:05:42.740]  重整關係的時刻
[00:05:42.740 --> 00:05:44.900]  他說什麼工作都不要做
[00:05:44.900 --> 00:05:48.820]  有盛會,放下手上的錢累
[00:05:48.820 --> 00:05:50.420]  放下手上的工作
[00:05:50.420 --> 00:05:53.300]  再次安靜,專注在上帝
[00:05:53.300 --> 00:05:57.700]  跟上帝同人的立約
[00:05:57.700 --> 00:06:02.820]  安靜下來,在我們今時今日都是不容易
[00:06:02.820 --> 00:06:05.700]  雖然我們不是奴隸,有沒有人今天是奴隸的?
[00:06:05.700 --> 00:06:07.060]  沒有吧?
[00:06:07.060 --> 00:06:10.180]  不知道我老婆會不會覺得是
[00:06:10.180 --> 00:06:12.500]  但是我們都很多東西忙
[00:06:12.500 --> 00:06:15.140]  工作、家庭、小孩、父母
[00:06:15.140 --> 00:06:16.580]  很多很多東西忙
[00:06:16.580 --> 00:06:18.500]  要我們安靜下來
[00:06:18.500 --> 00:06:20.580]  分別時間划出來
[00:06:20.580 --> 00:06:24.420]  跟上帝相遇,都不容易
[00:06:24.420 --> 00:06:28.740]  時間對我們來說好像很重要很重要一樣
[00:06:28.740 --> 00:06:32.260]  我記得在20年前,當我出來工作
[00:06:32.260 --> 00:06:35.140]  我做第二份工作,是做核數
[00:06:35.140 --> 00:06:37.380]  當時有一個挺優的郵差
[00:06:37.380 --> 00:06:39.060]  就是我差派了去
[00:06:39.060 --> 00:06:44.500]  一間比較多人看的電視台做核數
[00:06:44.500 --> 00:06:46.500]  比較多人看的那間
[00:06:46.500 --> 00:06:48.980]  又不說什麼名字,大家都知道
[00:06:48.980 --> 00:06:52.180]  那個是郵差,因為第一很多明星看
[00:06:52.180 --> 00:06:53.700]  我進去的時候,他跟我們說
[00:06:53.700 --> 00:06:57.220]  第一,你不可以找人簽名
[00:06:57.220 --> 00:07:00.660]  我見到很多明星,今天很紅,當時沒什麼人管
[00:07:00.660 --> 00:07:04.740]  第二,你做的東西不可以說裡面的內容
[00:07:04.740 --> 00:07:06.020]  當然我也不會說
[00:07:06.020 --> 00:07:08.740]  不過說一點點不關事秘密的東西
[00:07:08.740 --> 00:07:10.420]  我其中一樣要做的事
[00:07:10.420 --> 00:07:13.220]  就是我要看他每一個廣告的時間
[00:07:13.220 --> 00:07:18.500]  和他每一場做劇集的時間准不准
[00:07:18.500 --> 00:07:21.460]  例如1點10分
[00:07:21.460 --> 00:07:25.540]  第20秒到25秒的廣告是不是真的出現
[00:07:25.540 --> 00:07:28.020]  或者晚上8點10分
[00:07:28.020 --> 00:07:29.940]  30秒到35秒有沒有出現
[00:07:29.940 --> 00:07:35.300]  因為,如果大家知道每一個廣告很值錢
[00:07:35.300 --> 00:07:38.100]  現在的廣告,知不知道一秒全世界最貴的
[00:07:38.100 --> 00:07:40.580]  一秒鐘知不知道要給多少錢
[00:07:40.580 --> 00:07:43.380]  要給20萬
[00:07:43.380 --> 00:07:45.220]  中國大陸就6萬,美國20萬
[00:07:45.220 --> 00:07:48.180]  很貴的,所以很重要,一秒一秒要放進去
[00:07:48.180 --> 00:07:51.700]  但我就很享受,因為看電視就是上班
[00:07:51.700 --> 00:07:55.860]  很重要,好像時間我們不能少
[00:07:55.860 --> 00:07:59.540]  前兩個月,我和我的小朋友和家人去看一部電影
[00:07:59.540 --> 00:08:02.740]  暫時對我女兒來說是最喜歡看的電影
[00:08:02.740 --> 00:08:05.700]  是《孤星旅》,你是Mr. Lam
[00:08:05.700 --> 00:08:07.460]  有多少人看過這部電影?
[00:08:07.460 --> 00:08:08.580]  有很多
[00:08:08.580 --> 00:08:10.820]  其中裡面有一個場面
[00:08:10.820 --> 00:08:13.300]  很貼題,我覺得很值得提一下
[00:08:13.300 --> 00:08:17.300]  有一首歌叫《One Day More》
[00:08:17.300 --> 00:08:18.900]  再多一天
[00:08:18.900 --> 00:08:21.380]  One day more
[00:08:21.380 --> 00:08:22.260]  記得嗎?
[00:08:22.260 --> 00:08:24.980]  Another day, another destiny
[00:08:24.980 --> 00:08:27.140]  這部電影是講19世紀
[00:08:27.140 --> 00:08:30.420]  法國大革命第一次失敗的背景
[00:08:30.420 --> 00:08:34.180]  當時它講的故事是很真實的
[00:08:34.180 --> 00:08:37.460]  它的主角被人追捕,很危險
[00:08:37.460 --> 00:08:41.780]  他們唱了一首歌在劇集或者歌劇的中期
[00:08:41.780 --> 00:08:46.500]  不同的角色同一時間唱這首歌叫《再多一天》
[00:08:46.500 --> 00:08:50.900]  再多一天對不同的角色有不同的意義
[00:08:50.900 --> 00:08:55.140]  當時主角Sean,Roe Sean他這麼說
[00:08:55.140 --> 00:08:56.580]  他被人追捕
[00:08:56.580 --> 00:08:59.540]  他知道他逃避了很久,很亂
[00:08:59.540 --> 00:09:01.860]  但是他明天就要離開這個地方
[00:09:01.860 --> 00:09:05.940]  因為追捕他的人來到了
[00:09:05.940 --> 00:09:10.660]  接著鏡頭就轉去他的女兒和她女兒的男朋友
[00:09:10.660 --> 00:09:13.380]  剛剛兩情相悅,在讀書
[00:09:13.380 --> 00:09:15.700]  情竇初開,拍拖開始
[00:09:15.700 --> 00:09:18.820]  他們唱這首歌《One Day More》,再多一天
[00:09:18.820 --> 00:09:21.780]  他說我們剛剛遇見就要分開
[00:09:21.780 --> 00:09:23.700]  我怎麼可以再活下去
[00:09:23.700 --> 00:09:25.860]  在愛情的故事裡面
[00:09:25.860 --> 00:09:29.460]  在一天裡面又有不同的意思
[00:09:29.460 --> 00:09:33.860]  接著鏡頭轉去她女兒的男朋友和一群同學
[00:09:33.860 --> 00:09:36.740]  他們就是革命的分子
[00:09:36.740 --> 00:09:42.420]  是他們當日想推翻法國的君主制度
[00:09:42.420 --> 00:09:46.260]  他們《One Day More》的意思是Revolution,革命
[00:09:46.260 --> 00:09:49.380]  他們已經守住所有的人,拿了槍械
[00:09:49.380 --> 00:09:52.420]  他們唱了一首歌,還有一天我要起革命
[00:09:52.420 --> 00:09:55.460]  我的理想,我的夢想就要發生
[00:09:55.460 --> 00:09:57.460]  接著鏡頭轉去警察
[00:09:57.460 --> 00:10:01.220]  還有一天我要出來阻止這群學生
[00:10:01.220 --> 00:10:03.700]  阻止他們起革命
[00:10:03.700 --> 00:10:07.620]  再多一天,接著轉去有兩個小偷
[00:10:07.620 --> 00:10:10.900]  這兩個小偷很好笑,他說再多一天
[00:10:10.900 --> 00:10:16.180]  法國就大亂了,我可以偷東西賺錢
[00:10:16.180 --> 00:10:21.620]  再多一天,不知道對你今天是什麼意思
[00:10:21.620 --> 00:10:25.220]  但是上帝想在他設立的新年
[00:10:25.220 --> 00:10:28.740]  告訴我們,我們安靜,放下我們的東西
[00:10:28.740 --> 00:10:31.540]  專注在上帝的身上
[00:10:31.540 --> 00:10:35.860]  不要看了,看著上帝
[00:10:35.860 --> 00:10:42.500]  而在中間吹公羊的角有什麼意思呢?
[00:10:42.500 --> 00:10:45.140]  海發首席拉比叫Kohan
[00:10:45.140 --> 00:10:49.060]  在幾年前有人問他這個問題,他這樣回答
[00:10:49.060 --> 00:10:55.940]  他說吹角是藉著他的角聲,天然發出的聲音
[00:10:55.940 --> 00:10:59.620]  觸摸,蘇醒每一個人的心
[00:10:59.620 --> 00:11:02.580]  叫他們重回在安靜的裡面
[00:11:02.580 --> 00:11:04.580]  震撼他心的深處
[00:11:04.580 --> 00:11:11.860]  激發他敬畏上帝,專注上帝
[00:11:11.860 --> 00:11:15.940]  上年霍士新聞訪問一個猶太人的拉比
[00:11:15.940 --> 00:11:20.180]  就是老師,在美國,他問為什麼要慶祝新年
[00:11:20.180 --> 00:11:22.660]  他說慶祝新年第一個最重要的吹角節
[00:11:22.660 --> 00:11:29.700]  是要欣賞神的創造奇妙、美麗和尊榮
[00:11:29.700 --> 00:11:34.020]  讓我們現在再次聽一聽這個吹角聲
[00:11:34.020 --> 00:11:36.500]  我們閉上眼睛
[00:11:36.500 --> 00:11:39.140]  我們安靜在上帝的面前
[00:11:39.140 --> 00:11:42.980]  我們專注在上帝的身上
[00:11:42.980 --> 00:11:48.580]  他的恩典,他借耶穌基督向我們納約的救恩
[00:11:48.580 --> 00:11:50.580]  我們放下我們前去的事
[00:11:50.580 --> 00:11:53.060]  我們聆聽角聲,謝謝
[00:12:13.540 --> 00:12:15.540]  我們安靜地有簡單的祈禱
[00:12:15.540 --> 00:12:20.340]  我知道你當日借著角聲要蘇醒我們的心
[00:12:20.340 --> 00:12:23.140]  所以我們求你,你蘇醒我們的心
[00:12:23.140 --> 00:12:25.540]  叫我再次專注在你的身上
[00:12:25.540 --> 00:12:28.980]  我們並且知道你是坐著為王的主
[00:12:28.980 --> 00:12:32.980]  你是那個慈愛主,你同時是一個慈愛主
[00:12:32.980 --> 00:12:34.580]  你能夠堅持下去
[00:12:34.580 --> 00:12:36.500]  你能夠堅持下去
[00:12:36.500 --> 00:12:38.420]  你能夠堅持下去
[00:12:38.420 --> 00:12:40.260]  你能夠堅持下去
[00:12:40.260 --> 00:12:44.100]  你是那個慈愛主,你同時是一個審判的主
[00:12:44.100 --> 00:12:46.020]  神愛多謝你的創造
[00:12:46.020 --> 00:12:53.060]  更加感謝你借耶穌將你的納約推到高峰
[00:12:53.060 --> 00:12:54.740]  成為完美的約
[00:12:54.740 --> 00:12:56.180]  神愛多謝你
[00:12:56.180 --> 00:13:00.740]  讓我們定睛向你討告奉耶穌名口
[00:13:00.740 --> 00:13:02.020]  Amen
[00:13:02.020 --> 00:13:05.060]  第一個節旗,吹角節
[00:13:05.060 --> 00:13:09.060]  我們經歷了,用十分鐘經歷了一天的吹角節
[00:13:09.060 --> 00:13:12.340]  我們再下去,第二個節旗叫熟序日
[00:13:12.340 --> 00:13:15.780]  7月10號,是第二個節旗
[00:13:15.780 --> 00:13:17.300]  我們看看聖經
[00:13:17.300 --> 00:13:19.300]  提醒我們要做些什麼
[00:13:19.300 --> 00:13:20.580]  我們讀這兩章的經文
[00:13:20.580 --> 00:13:23.380]  分別記載在《文書記》和《利美記》
[00:13:23.380 --> 00:13:25.300]  我們一起大聲重讀
[00:13:25.300 --> 00:13:27.140]  1,2,3
[00:13:27.140 --> 00:13:30.740]  7月初十日,你們當有聖會
[00:13:30.740 --> 00:13:34.820]  (7月初十是熟序日)
[00:13:34.820 --> 00:13:37.700]  7月初十是熟序日
[00:13:37.700 --> 00:13:39.700]  7月初十是熟序日
[00:13:39.700 --> 00:13:43.700]  和初一一樣,有聖會,什麼都不要做
[00:13:43.700 --> 00:13:48.660]  而且,很重要的事,在裡面要專注上帝
[00:13:48.660 --> 00:13:50.660]  但不單止是專注
[00:13:50.660 --> 00:13:55.140]  要我們回望自己得罪上帝的地方
[00:13:55.140 --> 00:13:57.620]  我們的過犯,我們做得不好
[00:13:57.620 --> 00:13:59.620]  我們覺得有問題的東西
[00:13:59.620 --> 00:14:02.580]  上帝想在新年一開始
[00:14:02.580 --> 00:14:07.860]  我們要反思,並且回轉過來
[00:14:07.860 --> 00:14:09.860]  這件事很重要
[00:14:09.860 --> 00:14:11.860]  但我們可能問一個問題
[00:14:11.860 --> 00:14:17.140]  為什麼不在7月1號,要在7月10號呢
[00:14:17.140 --> 00:14:19.860]  為什麼不一次過做完
[00:14:19.860 --> 00:14:22.660]  原因是因為
[00:14:22.660 --> 00:14:28.180]  上帝當時設立是想我們準備整整十天
[00:14:28.180 --> 00:14:32.100]  是為我們的生命去反省
[00:14:32.100 --> 00:14:34.100]  不是很簡單的祈禱
[00:14:34.100 --> 00:14:36.980]  「神你寬恕我和我所有的過犯」
[00:14:36.980 --> 00:14:38.980]  上帝要我們自首我們的罪
[00:14:38.980 --> 00:14:42.980]  而他深信這件事是值得我們花時間去準備
[00:14:42.980 --> 00:14:45.540]  所以他們要用十天的時間
[00:14:45.540 --> 00:14:47.540]  而十天的時間
[00:14:47.540 --> 00:14:49.540]  他們明白,知道十天之後
[00:14:49.540 --> 00:14:52.660]  他清楚要向上帝交仗
[00:14:52.660 --> 00:14:55.780]  上帝是慈愛的主
[00:14:55.780 --> 00:14:58.260]  同樣他是審判的主
[00:14:58.260 --> 00:15:03.220]  十天之後他要知道上帝好像審判官一樣
[00:15:03.220 --> 00:15:06.580]  他要向我們審判
[00:15:06.580 --> 00:15:10.180]  中世紀一個猶太的神學家
[00:15:10.180 --> 00:15:14.900]  他這樣形容覺醒在贖罪日的重要
[00:15:14.900 --> 00:15:18.100]  他說覺醒要叫我們蘇醒我們的生命
[00:15:18.100 --> 00:15:20.100]  我們沈睡了的靈
[00:15:20.100 --> 00:15:22.100]  反省我們的行為
[00:15:22.100 --> 00:15:24.100]  反省我們痛悔
[00:15:24.100 --> 00:15:29.620]  並且紀念我們造物的主
[00:15:29.620 --> 00:15:33.060]  中國人我們都知道我們年廿八都要洗垃圾
[00:15:33.060 --> 00:15:35.060]  我們都有這樣的習俗
[00:15:35.060 --> 00:15:38.340]  知道舊的不去,新的不來
[00:15:38.340 --> 00:15:40.340]  不過在洗垃圾的時候
[00:15:40.340 --> 00:15:41.940]  我們都知道有些東西
[00:15:41.940 --> 00:15:44.580]  我就知道,我不知道你可能都知道
[00:15:44.580 --> 00:15:48.100]  有些東西是年廿八或者大掃除的時候
[00:15:48.100 --> 00:15:50.740]  你才見到那些污跡
[00:15:50.740 --> 00:15:53.460]  平時你見到很乾淨
[00:15:53.460 --> 00:15:55.460]  但是你大掃除的時候
[00:15:55.460 --> 00:15:59.300]  特別在那些沙發的底,一拿起
[00:15:59.300 --> 00:16:01.300]  原來是污路的
[00:16:01.300 --> 00:16:03.700]  平時見不到,因為見到沙發的面
[00:16:03.700 --> 00:16:05.700]  或者你的hifi的面很乾淨
[00:16:05.700 --> 00:16:08.260]  但當我們大掃除,一拿起的時候
[00:16:08.260 --> 00:16:10.260]  我們見到有些塵
[00:16:10.260 --> 00:16:13.700]  有些油煙在那些抽油煙機里
[00:16:13.700 --> 00:16:18.420]  是過年特別大掃除我們才找出來清洗
[00:16:18.420 --> 00:16:20.420]  我們會剪個漂亮的頭髮
[00:16:20.420 --> 00:16:22.420]  買一件新衣服都不頂
[00:16:22.420 --> 00:16:24.420]  那些污髒的東西
[00:16:24.420 --> 00:16:26.420]  在我們家裡很辛苦
[00:16:26.420 --> 00:16:28.420]  幾年前
[00:16:28.420 --> 00:16:30.420]  當我的小朋友出門口
[00:16:30.420 --> 00:16:32.420]  出街的時候,特別是放假
[00:16:32.420 --> 00:16:34.420]  他們很遲才起床
[00:16:34.420 --> 00:16:36.420]  我就會跟他們說快點去廁所
[00:16:36.420 --> 00:16:39.220]  刷牙洗臉,我們趕著出門口
[00:16:39.220 --> 00:16:41.220]  但是很多時候因為他們
[00:16:41.220 --> 00:16:44.980]  睡到最後一分鐘才起床
[00:16:44.980 --> 00:16:46.980]  可能我們也是
[00:16:46.980 --> 00:16:49.540]  一出門口的時候我就看一看他們的臉
[00:16:49.540 --> 00:16:52.900]  咦,我就會問,你有沒有洗臉
[00:16:52.900 --> 00:16:54.900]  有沒有刷牙
[00:16:54.900 --> 00:16:56.900]  他說,爸爸有
[00:16:56.900 --> 00:16:58.900]  那我看一看你的牙有沒有乾淨
[00:16:58.900 --> 00:17:00.900]  但是我摸一摸他的臉
[00:17:00.900 --> 00:17:05.220]  就跟沒有洗的那些特徵是一樣的
[00:17:05.220 --> 00:17:07.220]  例如有些東西粘著臉
[00:17:07.220 --> 00:17:10.020]  有些在不同的部位都發現有東西在那裡
[00:17:10.020 --> 00:17:12.020]  這時候我就會走去廁所
[00:17:12.020 --> 00:17:14.020]  摸一摸那塊毛巾
[00:17:14.020 --> 00:17:16.020]  咦,還乾的
[00:17:16.020 --> 00:17:20.020]  擦得很乾淨是很重要的
[00:17:20.020 --> 00:17:22.020]  當時以色列人
[00:17:22.020 --> 00:17:24.020]  他想
[00:17:24.020 --> 00:17:26.020]  神想他們在過年的時候擦得
[00:17:26.020 --> 00:17:28.020]  乾乾淨淨
[00:17:28.020 --> 00:17:30.020]  因為他知道那些污糟的東西不擦乾淨
[00:17:30.020 --> 00:17:32.020]  他過年是不舒服
[00:17:32.020 --> 00:17:34.020]  中國人的乾淨是外表
[00:17:34.020 --> 00:17:36.020]  很重要,都預表內面
[00:17:36.020 --> 00:17:38.020]  但是神知道
[00:17:38.020 --> 00:17:40.020]  我們不單止外表要乾淨
[00:17:40.020 --> 00:17:42.020]  裡面更加需要
[00:17:42.020 --> 00:17:44.020]  耶穌在馬福音七章
[00:17:44.020 --> 00:17:46.020]  十五節
[00:17:46.020 --> 00:17:48.020]  他提一樣更需要
[00:17:48.020 --> 00:17:50.020]  我們處理的污穢
[00:17:50.020 --> 00:17:52.020]  我們一起大聲讀這段經文
[00:17:52.020 --> 00:17:54.020]  一二三
[00:17:54.020 --> 00:17:56.020]  從外面進去的
[00:17:56.020 --> 00:18:02.020]  耶穌知道外面進去的不可以污穢
[00:18:02.020 --> 00:18:04.020]  裡面的就可以污穢人
[00:18:04.020 --> 00:18:06.020]  耶穌接著
[00:18:06.020 --> 00:18:08.020]  繼續解釋
[00:18:08.020 --> 00:18:10.020]  這一節的經文究竟是說什麼
[00:18:10.020 --> 00:18:12.020]  我們看看我們大聲讀
[00:18:12.020 --> 00:18:14.020]  這一節的經文
[00:18:14.020 --> 00:18:16.020]  一二三
[00:18:16.020 --> 00:18:18.020]  凡從外面進入的不能污穢人
[00:18:18.020 --> 00:18:20.020]  因為不是入他的心
[00:18:20.020 --> 00:18:22.020]  乃是入他的土縫
[00:18:22.020 --> 00:18:24.020]  又落到毛刺里
[00:18:24.020 --> 00:18:26.020]  從人裡面出來的
[00:18:26.020 --> 00:18:28.020]  才能污穢人
[00:18:28.020 --> 00:18:30.020]  因為從裡面
[00:18:30.020 --> 00:18:32.020]  就算從人心裡
[00:18:32.020 --> 00:18:34.020]  發出惡念,狗含,偷渡,凶殺,姦淫
[00:18:40.020 --> 00:18:42.020]  驕傲,狂妄
[00:18:42.020 --> 00:18:44.020]  這一切的惡
[00:18:44.020 --> 00:18:46.020]  都是從裡面出來
[00:18:46.020 --> 00:18:48.020]  且能污穢人
[00:18:48.020 --> 00:18:50.020]  這裡說了一個很重要的東西
[00:18:50.020 --> 00:18:52.020]  外面來的東西
[00:18:52.020 --> 00:18:54.020]  污穢了
[00:18:54.020 --> 00:18:56.020]  有沒有人試過肚子污穢
[00:18:56.020 --> 00:18:58.020]  有的揮揮手
[00:18:58.020 --> 00:19:00.020]  這麼少人試過
[00:19:00.020 --> 00:19:02.020]  真的很厲害
[00:19:02.020 --> 00:19:04.020]  污穢的東西進來
[00:19:04.020 --> 00:19:06.020]  污穢走了
[00:19:06.020 --> 00:19:08.020]  就算污穢不走
[00:19:08.020 --> 00:19:10.020]  有沒有人試過肚子污穢
[00:19:10.020 --> 00:19:12.020]  有沒有
[00:19:12.020 --> 00:19:14.020]  揮揮手,也有些
[00:19:14.020 --> 00:19:16.020]  我也試過肚子污穢
[00:19:16.020 --> 00:19:18.020]  整個晚上四個小時
[00:19:18.020 --> 00:19:20.020]  十幾次
[00:19:20.020 --> 00:19:22.020]  連辦公室都離開不了
[00:19:22.020 --> 00:19:24.020]  十五分鐘都污穢一次
[00:19:24.020 --> 00:19:26.020]  不過我知道污穢之後
[00:19:26.020 --> 00:19:28.020]  都沒有了,裡面沒有事
[00:19:28.020 --> 00:19:30.020]  不過耶穌說的不是那樣東西
[00:19:30.020 --> 00:19:32.020]  在你裡面,沒有人能幫到你
[00:19:32.020 --> 00:19:34.020]  是你自己,是上帝
[00:19:34.020 --> 00:19:36.020]  另一個訪問
[00:19:36.020 --> 00:19:38.020]  一個猶太人的拉比
[00:19:38.020 --> 00:19:40.020]  他說為什麼
[00:19:40.020 --> 00:19:42.020]  你這麼有趣
[00:19:42.020 --> 00:19:44.020]  先是感恩創造
[00:19:44.020 --> 00:19:46.020]  才再去贖罪
[00:19:46.020 --> 00:19:48.020]  不是先清洗贖罪
[00:19:48.020 --> 00:19:50.020]  才去
[00:19:50.020 --> 00:19:52.020]  紀念上帝的創造
[00:19:52.020 --> 00:19:54.020]  七月一,七月十
[00:19:54.020 --> 00:19:56.020]  他有這樣的答復
[00:19:56.020 --> 00:19:58.020]  我覺得很特別,很值得提
[00:19:58.020 --> 00:20:00.020]  他說為什麼,因為七月一號
[00:20:00.020 --> 00:20:02.020]  我們知道上帝的創造,我們感恩
[00:20:02.020 --> 00:20:04.020]  上帝給我們納約,我們感恩
[00:20:04.020 --> 00:20:06.020]  接下來的十天
[00:20:06.020 --> 00:20:08.020]  我們要好好
[00:20:08.020 --> 00:20:10.020]  反省
[00:20:10.020 --> 00:20:12.020]  究竟我們的生命
[00:20:12.020 --> 00:20:14.020]  令到上帝的創造納約
[00:20:14.020 --> 00:20:16.020]  是好了
[00:20:16.020 --> 00:20:18.020]  還是差了
