
[00:00:00.000 --> 00:00:06.360]  如果你有正經的,請你一路打開《但義利書》第一章
[00:03:26.880 --> 00:03:32.000]  首先要學他們的語言,語言很重要
[00:03:32.000 --> 00:03:36.120]  你作為一個宣教士也是,第一要學語言
[00:03:36.120 --> 00:03:38.320]  你要認同別人的文化,要知道
[00:03:38.320 --> 00:03:41.400]  這班被揀選的精英是怎樣
[00:03:41.400 --> 00:03:44.480]  將來其實是成為一個治理者
[00:03:44.480 --> 00:03:47.200]  所以他們面對還有一個問題
[00:03:47.200 --> 00:03:51.640]  就是他們自己聰明,滿有知識
[00:03:51.640 --> 00:03:54.840]  其中他們要面對的是甚麼呢
[00:03:54.840 --> 00:03:58.720]  是可能受同輩的排斥
[00:03:58.720 --> 00:04:01.200]  因為覺得好像以前那樣
[00:04:01.200 --> 00:04:04.480]  甚麼漢奸,日本統治香港的時候
[00:04:04.480 --> 00:04:10.080]  做漢奸會怎樣,他覺得會怎樣
[00:04:10.080 --> 00:04:12.320]  是幫日本人,或者當時他覺得
[00:04:12.320 --> 00:04:14.560]  你會幫巴比利人來欺負我們
[00:04:14.560 --> 00:04:16.600]  所以都會受到這個排斥
[00:04:16.600 --> 00:04:17.880]  面對的是這樣的情況
[00:04:17.880 --> 00:04:23.560]  第三,就是面對生活、宗教和文化的一個逼迫
[00:04:23.560 --> 00:04:26.640]  在當時的裏面,我們知道就是
[00:04:26.640 --> 00:04:31.320]  他們特別這班人被揀選出來之後
[00:04:31.320 --> 00:04:33.640]  要有三年的訓練,其中一件事
[00:04:33.640 --> 00:04:35.600]  他要改他第一件事是甚麼呢
[00:04:35.600 --> 00:04:39.560]  他們日常用的飲食,那個餐
[00:04:39.560 --> 00:04:42.520]  所以我們知道第一章記載的是甚麼
[00:04:42.520 --> 00:04:45.640]  就是他們將會吃黃的膳
[00:04:45.640 --> 00:04:48.600]  喝黃的酒,本來是挺好的
[00:04:48.600 --> 00:04:50.000]  本來有甚麼問題呢
[00:04:50.000 --> 00:04:51.640]  本來應該沒有問題的
[00:04:51.640 --> 00:04:53.320]  但是你要知道
[00:04:53.320 --> 00:04:56.920]  對於他們,但以你和他們那幾個朋友來說
[00:04:56.920 --> 00:05:00.560]  是一個有問題的事,為甚麼呢
[00:05:00.560 --> 00:05:02.480]  因為那些的膳食
[00:05:02.480 --> 00:05:05.720]  第一,我們知道就是
[00:05:05.720 --> 00:05:12.440]  他們是會面對一個就是猶太人的潔淨的條例
[00:05:12.440 --> 00:05:15.680]  這些在巴比倫的餐飲裏面
[00:05:15.680 --> 00:05:17.920]  基本上是一定犯法的
[00:05:17.920 --> 00:05:21.600]  第二,就是這些的食物
[00:05:21.600 --> 00:05:22.800]  通常都是怎樣呢
[00:05:22.800 --> 00:05:27.040]  因為巴比倫是一個異教的國家
[00:05:27.040 --> 00:05:29.760]  他們都會將這些東西祭過神
[00:05:29.760 --> 00:05:31.720]  所以在當中裏面
[00:05:31.720 --> 00:05:36.160]  其實他們面對上,他們生活在宗教上是一個很大的挑戰
[00:05:36.160 --> 00:05:37.360]  很大的逼迫在裏面
[00:05:37.360 --> 00:05:40.160]  更加是我們剛才說的文化
[00:05:40.160 --> 00:05:43.200]  因為要學他們的文字
[00:05:43.200 --> 00:05:46.760]  所以基本上他們是怎樣呢
[00:05:46.760 --> 00:05:49.760]  就好像三年要被洗腦一樣
[00:05:49.760 --> 00:05:53.160]  無論在文化上,在宗教上,在生活上
[00:05:53.160 --> 00:05:56.080]  都要改變過來,被洗腦
[00:05:56.080 --> 00:05:58.120]  所以洗腦式,你知道
[00:05:58.120 --> 00:06:02.400]  現在這次的反國民教科,就是反對甚麼呢
[00:06:02.400 --> 00:06:04.560]  很清晰的,就是說甚麼
[00:06:04.560 --> 00:06:07.400]  它的清晰的主旨就是怎樣呢
[00:06:07.400 --> 00:06:09.440]  怕被洗腦
[00:06:09.440 --> 00:06:13.120]  很清晰的,在整個運動裏面
[00:06:13.120 --> 00:06:14.760]  是怕被洗腦
[00:06:14.760 --> 00:06:16.200]  同樣這三年裏面
[00:06:16.200 --> 00:06:18.480]  其實但義利和他三個朋友
[00:06:18.480 --> 00:06:22.400]  都即將面對這樣的挑戰,這個逼迫
[00:06:22.400 --> 00:06:24.600]  我為甚麼說這是一個逼迫呢
[00:06:24.600 --> 00:06:26.480]  因為你要知道
[00:06:26.480 --> 00:06:28.600]  可能在我們的意識上
[00:06:28.600 --> 00:06:29.760]  逼迫是甚麼呢
[00:06:29.760 --> 00:06:32.920]  肉體上,被人鞭打,逼迫
[00:06:32.920 --> 00:06:36.760]  或者我們就是精神受折磨
[00:06:36.760 --> 00:06:39.200]  不斷地跑轟你
[00:06:39.200 --> 00:06:43.080]  不斷地說要你否定耶穌
[00:06:43.080 --> 00:06:45.000]  你覺得這些才是逼迫嗎
[00:06:45.000 --> 00:06:47.240]  其實不是的
[00:06:47.240 --> 00:06:51.040]  其實這是另類的逼迫,就是怎樣呢
[00:06:51.040 --> 00:06:54.360]  其實洗腦式都是另一種的逼迫
[00:06:54.360 --> 00:06:56.840]  但義利和他的幾個朋友
[00:06:56.840 --> 00:06:59.240]  是會面對這個情況
[00:06:59.240 --> 00:07:01.120]  所以我們知道
[00:07:01.120 --> 00:07:04.360]  但義利和他的朋友當時面對的處境
[00:07:04.360 --> 00:07:07.080]  是一個極之惡劣的處境
[00:07:07.080 --> 00:07:10.040]  你要知道,生活、宗教、文化
[00:07:10.040 --> 00:07:11.680]  如果你是作為一個宣教士
[00:07:11.680 --> 00:07:14.680]  你是很自願性去改變,是不是
[00:07:14.680 --> 00:07:16.040]  我不知道你知不知道
[00:07:16.040 --> 00:07:20.000]  Elkie她不是去了土耳其的,是不是
[00:07:20.000 --> 00:07:22.600]  她上個月有一封信回來
[00:07:22.600 --> 00:07:28.240]  其實她都覺得很辛苦
[00:07:28.240 --> 00:07:31.920]  習慣生活要改變
[00:07:31.920 --> 00:07:34.160]  她去那裏崇拜
[00:07:34.160 --> 00:07:37.720]  聽不到別人的語言
[00:07:37.720 --> 00:07:39.960]  她都覺得很辛苦
[00:07:39.960 --> 00:07:42.600]  很多事情是令她有點沮喪
[00:07:42.600 --> 00:07:44.320]  所以你要為她祈禱
[00:07:44.320 --> 00:07:49.000]  她已經帶著一個很有心在那裏宣教去學習
[00:07:49.000 --> 00:07:51.840]  但當她學土耳其話的時候
[00:07:51.840 --> 00:07:55.680]  她覺得很困難
[00:07:55.680 --> 00:07:57.400]  所以對於她來說
[00:07:57.400 --> 00:08:00.040]  面對很多的無奈
[00:08:00.040 --> 00:08:04.120]  甚至落到一個有沮喪的地步
[00:08:04.120 --> 00:08:05.840]  幸好可以感謝主
[00:08:05.840 --> 00:08:08.400]  她很快從這個沮喪裏面跳出來
[00:08:08.400 --> 00:08:09.520]  所以我們知道
[00:08:09.520 --> 00:08:13.320]  但義利和他的一班朋友去到那個時候
[00:08:13.320 --> 00:08:16.760]  他的環境不是一個令他覺得
[00:08:16.760 --> 00:08:25.320]  無所謂或者去到別的國家好像遊埠那樣
[00:08:25.320 --> 00:08:28.520]  不是,第一他是一個秘魯的
[00:08:28.520 --> 00:08:31.240]  他整個身份已經不同了
[00:08:31.240 --> 00:08:33.040]  秘魯的還要怎樣呢
[00:08:33.040 --> 00:08:34.920]  是要強行被同化
[00:08:34.920 --> 00:08:36.280]  不是自己自願的
[00:08:36.280 --> 00:08:40.720]  第三他面對生活宗教文化一個逼迫在裏面
[00:08:40.720 --> 00:08:44.400]  所以不是一個容易的環境
[00:08:44.400 --> 00:08:45.560]  我們見到但義利這樣
[00:08:45.560 --> 00:08:47.880]  但是我們看看
[00:08:47.880 --> 00:08:49.480]  雖然他這麼無奈
[00:08:49.480 --> 00:08:51.960]  這麼沮喪
[00:08:51.960 --> 00:08:54.520]  但是不是就這樣就算數呢
[00:08:54.520 --> 00:08:58.600]  不是,但聖經記載一章第八節
[00:08:58.600 --> 00:09:00.000]  就講到甚麼呢
[00:09:00.000 --> 00:09:03.000]  就講到但義利有另外一個心智
[00:09:03.000 --> 00:09:04.280]  不一樣的心智
[00:09:04.280 --> 00:09:06.200]  在這裏我們先讀下第八節
[00:09:06.200 --> 00:09:07.280]  我們一起讀好嗎
[00:09:07.280 --> 00:09:08.320]  預備起
[00:09:08.320 --> 00:09:11.680]  但義利卻立志不以王的善
[00:09:11.680 --> 00:09:16.480]  王所飲的酒玷污自己
[00:09:16.480 --> 00:09:21.560]  所以求太監長容他不玷污自己
[00:09:21.560 --> 00:09:24.080]  在這裏我們看見
[00:09:24.080 --> 00:09:26.440]  但義利有一個心智
[00:09:26.440 --> 00:09:27.480]  是一個不一樣的心智
[00:09:27.480 --> 00:09:32.040]  不是去面對這裏很氣餒的覺得
[00:09:32.040 --> 00:09:33.520]  哎呀,為甚麼環境會這樣
[00:09:33.520 --> 00:09:35.520]  賴光所有的環境
[00:09:35.520 --> 00:09:36.520]  不是這樣
[00:09:36.520 --> 00:09:38.720]  在這裏他面對的是甚麼呢
[00:09:38.720 --> 00:09:40.640]  他有一個心智在這裏講
[00:09:40.640 --> 00:09:42.320]  有一個甚麼的心智呢
[00:09:42.320 --> 00:09:44.280]  就是不用王善
[00:09:44.280 --> 00:09:46.760]  不飲王酒
[00:09:46.760 --> 00:09:49.120]  簡單來說就是怎樣
[00:09:49.120 --> 00:09:52.200]  不吃
[00:09:52.200 --> 00:09:53.640]  為他們預備的
[00:09:53.640 --> 00:09:55.520]  嘩,你可能會想
[00:09:55.520 --> 00:09:57.480]  怎麼搞的
[00:09:57.480 --> 00:10:00.160]  已經到這麼慘的階段
[00:10:00.160 --> 00:10:02.720]  吃都吃得好一點
[00:10:02.720 --> 00:10:04.640]  皇帝的餐食
[00:10:04.640 --> 00:10:07.880]  為甚麼你會這樣做出這個決定呢
[00:10:07.880 --> 00:10:09.760]  這個是他的立志
[00:10:09.760 --> 00:10:11.040]  其實一個立志
[00:10:11.040 --> 00:10:13.000]  是有一個信念在背後
[00:10:13.000 --> 00:10:14.320]  來支持著他
[00:10:14.320 --> 00:10:18.120]  不過我們再講下去之後
[00:10:18.120 --> 00:10:21.520]  為甚麼他不肯吃王的膳
[00:10:21.520 --> 00:10:23.400]  不肯飲王的酒呢
[00:10:23.400 --> 00:10:24.600]  你知不知道為甚麼
[00:10:24.600 --> 00:10:26.960]  是講了一個目的
[00:10:26.960 --> 00:10:28.280]  在這裏講了的
[00:10:28.280 --> 00:10:31.080]  知不知道
[00:10:31.080 --> 00:10:31.760]  是甚麼
[00:10:31.760 --> 00:10:34.200]  大聲一點,我聽到
[00:10:34.200 --> 00:10:35.200]  沒錯了
[00:10:35.200 --> 00:10:37.920]  是不想玷污自己
[00:10:37.920 --> 00:10:40.040]  是很清晰的,正如我所講
[00:10:40.040 --> 00:10:44.160]  現在反國民教育希望撤回的時候
[00:10:44.160 --> 00:10:45.880]  有一個很清晰的目標
[00:10:45.880 --> 00:10:48.840]  因為不想被洗腦
[00:10:48.840 --> 00:10:51.280]  不想我們的下一代被洗腦
[00:10:51.280 --> 00:10:52.320]  在這裏
[00:10:52.320 --> 00:10:54.080]  但以你他立這個志
[00:10:54.080 --> 00:10:55.280]  不吃王膳
[00:10:55.280 --> 00:10:56.400]  不飲王酒
[00:10:56.400 --> 00:10:58.040]  有一個很清晰的目標
[00:10:58.040 --> 00:11:00.120]  不玷污自己
[00:11:00.120 --> 00:11:02.520]  不玷污自己
[00:11:02.520 --> 00:11:08.680]  我們要提一提
[00:11:08.680 --> 00:11:10.200]  正如我們剛才所講
[00:11:10.200 --> 00:11:12.640]  這個王膳王酒
[00:11:12.640 --> 00:11:18.160]  是因為不合猶太人的一個潔淨的條例
[00:11:18.160 --> 00:11:20.640]  亦都因為他祭過偶像
[00:11:20.640 --> 00:11:22.160]  所以在他
[00:11:22.160 --> 00:11:23.120]  我們知道
[00:11:23.120 --> 00:11:24.800]  一個人的成長
[00:11:24.800 --> 00:11:26.600]  一個人當他有一個抉擇
[00:11:26.600 --> 00:11:28.920]  有一個立志的時候
[00:11:28.920 --> 00:11:31.800]  其實都受著他很多事的影響
[00:11:31.800 --> 00:11:33.720]  例如
[00:11:33.720 --> 00:11:34.960]  他剛才講到
[00:11:34.960 --> 00:11:37.360]  他在一個猶太人的家庭裏面
[00:11:37.360 --> 00:11:39.440]  猶太人的家庭裏面
[00:11:39.440 --> 00:11:40.440]  我想問
[00:11:40.440 --> 00:11:41.320]  特別是兒童部
[00:11:41.320 --> 00:11:42.600]  剛剛升上來的
[00:11:42.600 --> 00:11:43.960]  因為還有人在玩遊戲機
[00:11:43.960 --> 00:11:46.240]  就是兒童部裏面上來的人
[00:11:46.240 --> 00:11:48.720]  很喜歡做的事
[00:11:48.720 --> 00:11:49.480]  我想問你
[00:11:49.480 --> 00:11:50.600]  在玩遊戲機之餘
[00:11:50.600 --> 00:11:51.960]  可能你聽到我說話
[00:11:51.960 --> 00:11:53.400]  我問一個問題
[00:11:53.400 --> 00:11:55.760]  就是猶太人他的信仰
[00:11:55.760 --> 00:11:56.880]  宗教信仰
[00:11:56.880 --> 00:12:00.400]  是一個甚麼神的信仰
[00:12:00.400 --> 00:12:03.880]  猶太人的信仰?
[00:12:03.880 --> 00:12:07.080]  你幫他,好朋友幫他
[00:12:07.080 --> 00:12:11.080]  猶太人的信仰?
[00:12:11.080 --> 00:12:13.080]  猶太人的信仰,大義利弊
[00:12:13.080 --> 00:12:17.400]  你聽到甚麼神的信仰?
[00:12:17.400 --> 00:12:19.400]  是不是我們教會那些?
[00:12:19.400 --> 00:12:27.400]  基督教信仰?
[00:12:27.400 --> 00:12:28.600]  基督教信仰?
[00:12:28.600 --> 00:12:35.200]  基督教是源於猶太教的
[00:12:35.200 --> 00:12:38.600]  是一個甚麼信仰?
[00:12:38.600 --> 00:12:41.400]  好,你幫剛剛升上來的
[00:12:41.400 --> 00:12:42.800]  當然不認識了,是不是?
[00:12:42.800 --> 00:12:50.200]  那升了上來很久的
[00:12:50.200 --> 00:12:57.000]  是一個甚麼信仰?
[00:12:57.000 --> 00:13:01.400]  所以不要以為自己懂
[00:13:01.400 --> 00:13:02.800]  原來有些東西漏了
[00:13:02.800 --> 00:13:04.000]  不是你不懂
[00:13:04.000 --> 00:13:05.000]  是甚麼?
[00:13:05.000 --> 00:13:08.400]  猶太人的信仰是一神的信仰
[00:13:08.400 --> 00:13:13.000]  是耶和華是獨一的神的信仰
[00:13:13.000 --> 00:13:14.400]  十誡裏面第一誡
[00:13:14.400 --> 00:13:18.800]  「除我以外,不可有別的神」
[00:13:18.800 --> 00:13:20.400]  所以對於他來說
[00:13:20.400 --> 00:13:24.600]  這個信念,這個信仰是非常之重要
[00:13:24.600 --> 00:13:28.600]  為甚麼他不喝黃鮮?不吃黃鮮?不喝黃酒?
[00:13:28.600 --> 00:13:37.600]  因為他知道在他整個信仰裏面是不相同的
[00:13:37.600 --> 00:13:44.000]  所以他就立志在很大的信念裏面的背後
[00:13:44.000 --> 00:13:46.200]  因為他至少被教導
[00:13:46.200 --> 00:13:47.600]  我們只有一個真神
[00:13:47.600 --> 00:13:51.200]  除了耶和華以外
[00:13:51.200 --> 00:13:52.000]  這個很重要
[00:13:52.000 --> 00:13:55.800]  剛才說到基督教的信仰
[00:13:55.800 --> 00:13:57.400]  一神的信仰裏面
[00:13:57.400 --> 00:14:01.400]  其實我們今天基督教是源於猶太教
[00:14:01.400 --> 00:14:02.600]  他一神的信仰
[00:14:02.600 --> 00:14:05.400]  我們都信耶和華是獨一的真神
[00:14:05.400 --> 00:14:07.000]  不過我們信三位一體的
[00:14:07.000 --> 00:14:10.400]  我們知道耶穌已經來到
[00:14:10.400 --> 00:14:11.400]  作出這個拯救
[00:14:11.400 --> 00:14:12.800]  聖靈也在我們中間
[00:14:12.800 --> 00:14:13.600]  所以三位一體
[00:14:13.600 --> 00:14:16.800]  我們基督教也源於猶太教
[00:14:16.800 --> 00:14:18.200]  所以在當中裏面
[00:14:18.200 --> 00:14:24.000]  我們清楚知道他們是神的子民
[00:14:24.000 --> 00:14:26.400]  是獨一神的子民
[00:14:26.400 --> 00:14:28.000]  所以在中間裏面
[00:14:28.000 --> 00:14:31.400]  他說他要不玷污自己
[00:14:31.400 --> 00:14:32.600]  因為他們知道
[00:14:32.600 --> 00:14:35.400]  如果在他們的信仰裏面
[00:14:35.400 --> 00:14:42.800]  當他們在其他的神以外來包容的時候
[00:14:42.800 --> 00:14:43.600]  對他們來說
[00:14:43.600 --> 00:14:49.400]  他們有一個不潔在他們的生命裏面
[00:14:49.400 --> 00:14:51.600]  所以這個非常重要
[00:14:51.600 --> 00:14:57.000]  他對於自己的信仰是清清楚楚的
[00:14:57.000 --> 00:15:00.000]  他所做的決定是怎樣
[00:15:00.000 --> 00:15:05.200]  是知道自己為何作出這個決定
[00:15:05.200 --> 00:15:06.800]  一個原則
[00:15:06.800 --> 00:15:08.600]  一個信念
[00:15:08.600 --> 00:15:10.600]  如果我們清楚的時候
[00:15:10.600 --> 00:15:13.400]  我們會有行動
[00:15:13.400 --> 00:15:14.600]  去回應
[00:15:14.600 --> 00:15:17.200]  今天我不知道你的信仰是怎樣
[00:15:17.200 --> 00:15:18.400]  你今天回來
[00:15:18.400 --> 00:15:20.000]  升上來青少年
[00:15:20.000 --> 00:15:23.800]  已經可能一年兩年
[00:15:23.800 --> 00:15:24.800]  你回來崇拜
[00:15:24.800 --> 00:15:29.200]  你知不知道你在崇拜神呢
[00:15:29.200 --> 00:15:30.800]  我聽到很多時候說
[00:15:30.800 --> 00:15:33.200]  我們中一中二上來的同學
[00:15:33.200 --> 00:15:36.600]  還是拿著部機上來
[00:15:36.600 --> 00:15:41.000]  整個過程裏面去打機
[00:15:41.000 --> 00:15:42.000]  如果我們知道
[00:15:42.000 --> 00:15:45.600]  我們這個信仰是一個
[00:15:45.600 --> 00:15:48.400]  你所認識的神
[00:15:48.400 --> 00:15:50.600]  是一個大而可畏的神
[00:15:50.600 --> 00:15:53.400]  是一個不能被褻瀆
[00:15:53.400 --> 00:15:54.800]  藐視的神
[00:15:54.800 --> 00:15:57.600]  你一定不會這樣做
[00:15:57.600 --> 00:15:59.800]  你不敢這樣做
[00:15:59.800 --> 00:16:00.600]  因為你知道
[00:16:00.600 --> 00:16:01.800]  聖經告訴我們
[00:16:01.800 --> 00:16:05.000]  這個神是一個
[00:16:05.000 --> 00:16:10.400]  對我們每一個人所做的一切
[00:16:10.400 --> 00:16:12.400]  都會審判的神
[00:16:12.400 --> 00:16:14.200]  所以如果我們對這個神
[00:16:14.200 --> 00:16:15.800]  有更多更加認識的時候
[00:16:15.800 --> 00:16:16.800]  好像彈耳朵那樣
[00:16:16.800 --> 00:16:19.600]  他完全不敢輕視
[00:16:19.600 --> 00:16:21.600]  不敢疏忽
[00:16:21.600 --> 00:16:24.600]  當他來到這個神面前的時候
[00:16:24.600 --> 00:16:25.600]  他就每一天
[00:16:25.600 --> 00:16:27.000]  他都會這樣
[00:16:27.000 --> 00:16:28.000]  來到怎樣
[00:16:28.000 --> 00:16:30.600]  是表達他這個
[00:16:30.600 --> 00:16:33.200]  不玷污自己這個目的
[00:16:33.200 --> 00:16:35.000]  在他的生命裏面
[00:16:35.000 --> 00:16:36.400]  所以我們說
[00:16:36.400 --> 00:16:37.400]  在第八節裏面
[00:16:37.400 --> 00:16:39.000]  當這樣說的時候
[00:16:39.000 --> 00:16:41.200]  因為他堅守一個原則和信念
[00:16:41.200 --> 00:16:42.400]  他很想甚麼
[00:16:42.400 --> 00:16:45.200]  建造一個純潔的生命
[00:16:45.200 --> 00:16:47.000]  甚麼叫純潔的生命呢
[00:16:47.000 --> 00:16:49.200]  甚麼叫純潔的生命呢
[00:16:49.200 --> 00:16:51.800]  我們看看下一張PowerPoint
[00:16:51.800 --> 00:16:55.400]  好不好
[00:16:55.400 --> 00:16:58.400]  我不知道你看到些甚麼
[00:16:58.400 --> 00:16:59.800]  你看到些甚麼呢
[00:16:59.800 --> 00:17:03.200]  幫我讀出來好不好
[00:17:03.200 --> 00:17:09.800]  「出貓抄功課」
[00:17:09.800 --> 00:17:17.800]  「沉迷上網打機」
[00:17:17.800 --> 00:17:20.800]  「粗言穢語」
[00:17:20.800 --> 00:17:24.800]  「下酒吧去蒲」
[00:17:24.800 --> 00:17:27.400]  「生前性行為」
[00:17:27.400 --> 00:17:31.000]  突然間沒有聲音
[00:17:31.000 --> 00:17:32.000]  他們很小聲
[00:17:32.000 --> 00:17:36.800]  他們很小聲
[00:17:36.800 --> 00:17:37.600]  我不知道
[00:17:37.600 --> 00:17:41.600]  可能有些人覺得很遙遠
[00:17:41.600 --> 00:17:47.600]  「出貓抄功課」有沒有試過
[00:17:47.600 --> 00:17:52.600]  你的同工告訴我
[00:17:52.600 --> 00:17:54.400]  差不多每個人都有
[00:17:54.400 --> 00:17:56.200]  小時候「出貓抄功課」
[00:17:56.200 --> 00:17:57.800]  初中的時候是怎樣
[00:17:57.800 --> 00:18:01.600]  不抄就吃虧了
[00:18:01.600 --> 00:18:04.400]  接著就是「沉迷上網打機」
[00:18:04.400 --> 00:18:08.000]  現在也有人打機了
[00:18:08.000 --> 00:18:14.400]  崇拜裏面打機
[00:18:14.400 --> 00:18:17.800]  我想請各位青少年的領袖們
[00:18:17.800 --> 00:18:22.200]  你嚴格些去執行
[00:18:22.200 --> 00:18:24.400]  所有崇拜的時候
[00:18:24.400 --> 00:18:29.600]  是請你們將所有機收起來
[00:18:29.600 --> 00:18:33.800]  給自己一個機會
[00:18:33.800 --> 00:18:35.400]  控制一下自己
[00:18:35.400 --> 00:18:37.400]  在崇拜的時候不要打機
[00:18:37.400 --> 00:18:40.000]  因為你來到神的面前
[00:18:40.000 --> 00:18:46.400]  這個是極之不恰當的行為
[00:18:46.400 --> 00:18:49.000]  你來到敬拜神
[00:18:49.000 --> 00:18:52.200]  所以「沉迷上網打機」裏面
[00:18:52.200 --> 00:18:55.000]  年輕的我們不要說
[00:18:55.000 --> 00:18:57.000]  原來黃之鋒
[00:18:57.000 --> 00:18:58.800]  我看回他的Youtube
[00:18:58.800 --> 00:19:02.200]  他小學的時候也很沉迷打機
[00:19:02.200 --> 00:19:04.000]  但他改得很快
[00:19:04.000 --> 00:19:06.600]  幸好他改得很快
[00:19:06.600 --> 00:19:07.600]  不單是這樣
[00:19:07.600 --> 00:19:09.000]  第二就是
[00:19:09.000 --> 00:19:11.200]  到我們青少年的時候
[00:19:11.200 --> 00:19:14.600]  因為我們賀爾蒙的發展
[00:19:14.600 --> 00:19:15.800]  也有影響我們
[00:19:15.800 --> 00:19:18.600]  就是對於色情的網頁
[00:19:18.600 --> 00:19:22.000]  是非常之有興趣
[00:19:22.000 --> 00:19:23.600]  這個是很自然的
[00:19:23.600 --> 00:19:25.400]  是很大的引誘
[00:19:25.400 --> 00:19:27.200]  所以今天很多人去你的上網
[00:19:27.200 --> 00:19:29.200]  不單是男生
[00:19:29.200 --> 00:19:33.400]  女生也是
[00:19:33.400 --> 00:19:35.600]  我們要去逃避這件事
[00:19:35.600 --> 00:19:38.200]  我們要去逃避
[00:19:38.200 --> 00:19:40.600]  不要讓我們上網
[00:19:40.600 --> 00:19:43.400]  是成為我們很多時
[00:19:43.400 --> 00:19:44.000]  放很多時間
[00:19:44.000 --> 00:19:44.800]  因為為什麼呢
[00:19:44.800 --> 00:19:46.600]  有時是你不知不覺地
[00:19:46.600 --> 00:19:47.600]  我們上網也知道
[00:19:47.600 --> 00:19:49.200]  是彈東西出來的
[00:19:49.200 --> 00:19:50.000]  是不是
[00:19:50.000 --> 00:19:51.800]  不是你去主動的
[00:19:51.800 --> 00:19:53.400]  是他給你的
[00:19:53.400 --> 00:19:55.800]  所以求主幫助我們
[00:19:55.800 --> 00:19:58.400]  這些網頁是不應該再去看的
[00:19:58.400 --> 00:20:01.000]  近時我們做父母的是什麼呢
[00:20:01.000 --> 00:20:04.000]  說這件事擺在什麼呢
