
[00:00:00.000 --> 00:00:03.520]  各位聽眾,今日的題目是人在世圖拼博士
[00:03:24.880 --> 00:03:27.880]  你怎樣面對你自己的生活呢?
[00:03:27.880 --> 00:03:32.880]  同樣各位弟兄姊妹,我們都很想求聖靈幫助我們
[00:03:32.880 --> 00:03:35.880]  特別我們知道接下來
[00:03:35.880 --> 00:03:39.880]  神的日子,我們經常說神的日子來了
[00:03:39.880 --> 00:03:41.880]  雖然我們不知道什麼時候
[00:03:41.880 --> 00:03:46.880]  但是我們怎樣去預備去過我們這個日子呢?
[00:03:46.880 --> 00:03:49.880]  我們一起低頭再禱告
[00:03:49.880 --> 00:03:58.880]  親愛的天父,我求你聖靈在我們每一個人心裡面去工作
[00:03:58.880 --> 00:04:03.880]  藉著你的說話,聖經裡面的話語
[00:04:03.880 --> 00:04:10.880]  親自提醒我們,教導我們,鼓勵我們,責備我們
[00:04:10.880 --> 00:04:14.880]  讓我們明白你的真理
[00:04:14.880 --> 00:04:18.880]  今天我們作為一班願意跟從你的人
[00:04:18.880 --> 00:04:21.880]  我們知道我們應該要怎樣去做
[00:04:21.880 --> 00:04:24.880]  帶領以下這段時間
[00:04:24.880 --> 00:04:28.880]  聽我們的祈禱,奉耶穌基督的聖名求,阿們
[00:04:28.880 --> 00:04:30.880]  首先我們要看一下
[00:04:30.880 --> 00:04:33.880]  在第二節到第五節這裡
[00:04:33.880 --> 00:04:38.880]  說到當時很多人一個很現實的狀況
[00:04:38.880 --> 00:04:40.880]  什麼現實狀況?
[00:04:40.880 --> 00:04:42.880]  在第四節那裡說到
[00:04:42.880 --> 00:04:47.880]  很多人仍然在黑暗裡生活
[00:04:47.880 --> 00:04:54.880]  第五節形容到很多人是屬於黑暗的
[00:04:54.880 --> 00:04:56.880]  屬於夜晚的
[00:04:56.880 --> 00:04:59.880]  第三節,我們再看第三節
[00:04:59.880 --> 00:05:04.880]  這裡說,人正說平安穩妥的時候
[00:05:04.880 --> 00:05:06.880]  災禍忽然臨到他們
[00:05:06.880 --> 00:05:12.880]  如同慘難臨到懷胎的婦人一樣
[00:05:12.880 --> 00:05:15.880]  她們絕不能逃脫
[00:05:15.880 --> 00:05:20.880]  這裡說到特別是指一些未信主的人
[00:05:20.880 --> 00:05:23.880]  留意看節目,這個現實的處境
[00:05:23.880 --> 00:05:25.880]  是特別指一些未信主的人
[00:05:25.880 --> 00:05:29.880]  他們將會遇到他們現實的狀況
[00:05:29.880 --> 00:05:33.880]  他們會在罪裡面不斷地打滾
[00:05:33.880 --> 00:05:35.880]  我們也經歷過
[00:05:35.880 --> 00:05:38.880]  我們不知道是錯的
[00:05:38.880 --> 00:05:40.880]  甚至可能我們知道是錯的
[00:05:40.880 --> 00:05:43.880]  但是我們不會在那裡抽身出來
[00:05:43.880 --> 00:05:45.880]  我們也沒有能力抽身出來
[00:05:45.880 --> 00:05:48.880]  就好像活在黑暗裡不斷地打滾
[00:05:48.880 --> 00:05:50.880]  看不到曙光一樣
[00:05:50.880 --> 00:05:52.880]  在第七節
[00:05:52.880 --> 00:05:55.880]  這裡說
[00:05:55.880 --> 00:05:57.880]  因為睡了的人在夜間睡
[00:05:57.880 --> 00:05:59.880]  醉了的人在夜間睡,為什麼?
[00:05:59.880 --> 00:06:01.880]  好像很奇怪
[00:06:01.880 --> 00:06:05.880]  他們說晚上喝酒,晚上睡覺
[00:06:05.880 --> 00:06:07.880]  其實是指他們屬靈的狀況
[00:06:07.880 --> 00:06:10.880]  這群人因為他們未信耶穌
[00:06:10.880 --> 00:06:12.880]  所以他們對神的事情
[00:06:12.880 --> 00:06:14.880]  甚至對一些道德的事情
[00:06:14.880 --> 00:06:16.880]  很麻木
[00:06:16.880 --> 00:06:18.880]  他們沒有什麼標準
[00:06:18.880 --> 00:06:22.880]  他們不會跟著上帝的話去生活
[00:06:22.880 --> 00:06:24.880]  如果醉了就更加嚴重
[00:06:24.880 --> 00:06:26.880]  醉了就代表失控
[00:06:26.880 --> 00:06:28.880]  我們經常打開電視新聞報告
[00:06:28.880 --> 00:06:30.880]  經常看到有很多交通車
[00:06:30.880 --> 00:06:33.880]  就是因為那些人醉酒駕駛
[00:06:33.880 --> 00:06:36.880]  你試過喝醉了嗎?
[00:06:36.880 --> 00:06:38.880]  或者不單只是喝醉
[00:06:38.880 --> 00:06:41.880]  或者喝多了兩杯
[00:06:41.880 --> 00:06:44.880]  很自然地你覺得這個人
[00:06:44.880 --> 00:06:47.880]  就有一點失控
[00:06:47.880 --> 00:06:50.880]  有時平時不敢說的話
[00:06:50.880 --> 00:06:52.880]  或者不應該說的話
[00:06:52.880 --> 00:06:56.880]  你都控制不了自己說了出來,做了出來
[00:06:56.880 --> 00:06:57.880]  我也很久沒有喝醉酒了
[00:06:57.880 --> 00:07:00.880]  但是我記得我二十歲的時候
[00:07:00.880 --> 00:07:03.880]  因為某一些事情
[00:07:03.880 --> 00:07:05.880]  年輕人面對的事情很失意
[00:07:05.880 --> 00:07:09.880]  那天晚上有兩個朋友跟我一起喝酒
[00:07:09.880 --> 00:07:11.880]  很好,他們陪我
[00:07:11.880 --> 00:07:12.880]  聽我吐苦水
[00:07:12.880 --> 00:07:15.880]  但是他們沒怎麼喝,只是我喝
[00:07:15.880 --> 00:07:17.880]  一邊喝就喝醉了
[00:07:17.880 --> 00:07:19.880]  就睡在家裡睡了一晚
[00:07:19.880 --> 00:07:22.880]  第二天早上醒來整個人很頭痛
[00:07:22.880 --> 00:07:26.880]  喝醉酒的過程裡
[00:07:26.880 --> 00:07:28.880]  你甚至會做出一些你平時覺得
[00:07:28.880 --> 00:07:30.880]  不會做很失禮的事
[00:07:30.880 --> 00:07:33.880]  說一些不應該說的話
[00:07:33.880 --> 00:07:36.880]  因為我已經被酒精控制住
[00:07:36.880 --> 00:07:37.880]  失控了
[00:07:37.880 --> 00:07:39.880]  所以就形容到他們
[00:07:39.880 --> 00:07:41.880]  這一群未信耶穌的人
[00:07:41.880 --> 00:07:43.880]  他們都經常失控的
[00:07:43.880 --> 00:07:46.880]  因為他被這個世界的惡勢力
[00:07:46.880 --> 00:07:49.880]  這個世界邪惡的標準控制住他們
[00:07:49.880 --> 00:07:52.880]  身不由己
[00:07:52.880 --> 00:07:54.880]  所以我們看到這裡有兩個比喻
[00:07:54.880 --> 00:07:57.880]  第一個比喻
[00:07:57.880 --> 00:08:02.880]  當這些主的日子來到的時候
[00:08:02.880 --> 00:08:04.880]  未信耶穌的人他們怎麼樣
[00:08:04.880 --> 00:08:06.880]  第一,賊
[00:08:06.880 --> 00:08:08.880]  第二節說的是賊
[00:08:08.880 --> 00:08:10.880]  賊
[00:08:10.880 --> 00:08:13.880]  在帕斯你們遇過賊沒有?
[00:08:13.880 --> 00:08:17.880]  你們的車、房子遇過賊沒有?
[00:08:17.880 --> 00:08:19.880]  先做一下統計
[00:08:19.880 --> 00:08:23.880]  被賊綁架過的請舉手來看看
[00:08:25.880 --> 00:08:27.880]  都真的算不少了
[00:08:27.880 --> 00:08:30.880]  在我們這個房間的比例來說
[00:08:30.880 --> 00:08:31.880]  賊
[00:08:31.880 --> 00:08:35.880]  我們停車場來不來都會有賊來光顧
[00:08:35.880 --> 00:08:36.880]  真的說不定
[00:08:36.880 --> 00:08:38.880]  甚至可能我們現在聚會中
[00:08:38.880 --> 00:08:40.880]  外面可能某一輛車裡面
[00:08:40.880 --> 00:08:42.880]  有些袋子我們沒有收好
[00:08:42.880 --> 00:08:44.880]  或者看到有些東西比較值錢
[00:08:44.880 --> 00:08:46.880]  外面有些賊進來看一看
[00:08:46.880 --> 00:08:48.880]  可能打破人家的玻璃
[00:08:48.880 --> 00:08:50.880]  拿走你的東西
[00:08:50.880 --> 00:08:52.880]  現在走了也說不定
[00:08:54.880 --> 00:08:56.880]  但是那些賊會不會說
[00:08:56.880 --> 00:08:58.880]  敲我們門
[00:08:58.880 --> 00:08:59.880]  Hello
[00:08:59.880 --> 00:09:02.880]  我來看看你們的車有沒有貴重的東西
[00:09:02.880 --> 00:09:03.880]  Hello
[00:09:03.880 --> 00:09:06.880]  我預備打破哪輛車
[00:09:06.880 --> 00:09:08.880]  會不會?
[00:09:08.880 --> 00:09:16.880]  不會
[00:09:16.880 --> 00:09:19.880]  那些賊不會說明是賊
[00:09:19.880 --> 00:09:21.880]  他不是那些俠盜
[00:09:21.880 --> 00:09:24.880]  以前我們看的那些俠盜 鋤強扶弱那些俠盜
[00:09:24.880 --> 00:09:27.880]  專門告訴你我幾時幾日會來做什麼
[00:09:27.880 --> 00:09:30.880]  不是那些黑玫瑰那些
[00:09:30.880 --> 00:09:33.880]  賊就是賊
[00:09:33.880 --> 00:09:34.880]  他要來的時候
[00:09:34.880 --> 00:09:37.880]  在我們防不勝防的時候
[00:09:37.880 --> 00:09:40.880]  我們以為沒有這樣的可能性的時候
[00:09:40.880 --> 00:09:42.880]  他就來了
[00:09:42.880 --> 00:09:44.880]  特別那些節日 聖誕節那些
[00:09:44.880 --> 00:09:46.880]  更加要小心
[00:09:46.880 --> 00:09:50.880]  這裡告訴我們
[00:09:50.880 --> 00:09:52.880]  主的日子對於這班
[00:09:52.880 --> 00:09:54.880]  未信耶穌的人來說
[00:09:54.880 --> 00:09:56.880]  就好像賊一樣
[00:09:56.880 --> 00:09:58.880]  他們會心驚膽跳
[00:09:58.880 --> 00:10:00.880]  防不勝防
[00:10:00.880 --> 00:10:02.880]  就要面對這些損失
[00:10:02.880 --> 00:10:04.880]  這些災難
[00:10:04.880 --> 00:10:06.880]  第二個比喻
[00:10:06.880 --> 00:10:09.880]  這個比喻是我們弟兄不能夠去明白到的
[00:10:09.880 --> 00:10:12.880]  是姊妹
[00:10:12.880 --> 00:10:14.880]  有小朋友的姊妹
[00:10:14.880 --> 00:10:16.880]  他們才貼身的
[00:10:16.880 --> 00:10:18.880]  深入的體會過
[00:10:18.880 --> 00:10:20.880]  他們預備生小孩的時候
[00:10:20.880 --> 00:10:22.880]  那個痛苦
[00:10:22.880 --> 00:10:24.880]  那個陣痛
[00:10:24.880 --> 00:10:26.880]  雖然最近我看
[00:10:26.880 --> 00:10:28.880]  在網上看
[00:10:28.880 --> 00:10:30.880]  有些國家為了
[00:10:30.880 --> 00:10:32.880]  給青少年人開始體會一下
[00:10:32.880 --> 00:10:34.880]  女性那種
[00:10:34.880 --> 00:10:36.880]  生小孩的那種痛苦
[00:10:36.880 --> 00:10:38.880]  用一些現代科技
[00:10:38.880 --> 00:10:40.880]  讓他們去學習
[00:10:40.880 --> 00:10:42.880]  那些痛苦
[00:10:42.880 --> 00:10:44.880]  但始終不是那種
[00:10:44.880 --> 00:10:46.880]  十級痛苦
[00:10:46.880 --> 00:10:48.880]  哈哈
[00:10:48.880 --> 00:10:50.880]  這裡形容
[00:10:50.880 --> 00:10:54.880]  陣痛
[00:10:54.880 --> 00:10:58.880]  那種痛苦
[00:10:58.880 --> 00:11:02.880]  甚至
[00:11:02.880 --> 00:11:04.880]  我聽到很多姊妹的經驗
[00:11:04.880 --> 00:11:06.880]  她們想著小孩不會那麼快出生
[00:11:06.880 --> 00:11:08.880]  床都未買
[00:11:08.880 --> 00:11:10.880]  突然就來了
[00:11:10.880 --> 00:11:14.880]  所以你看到
[00:11:14.880 --> 00:11:16.880]  對於未信耶穌的人
[00:11:16.880 --> 00:11:18.880]  當主日子來的時候
[00:11:18.880 --> 00:11:20.880]  對他們來說
[00:11:20.880 --> 00:11:22.880]  不是一件好的事情
[00:11:22.880 --> 00:11:24.880]  是一件痛苦
[00:11:24.880 --> 00:11:26.880]  恐懼
[00:11:26.880 --> 00:11:28.880]  害怕的事情
[00:11:28.880 --> 00:11:34.880]  我們再看看
[00:11:34.880 --> 00:11:38.880]  對於未信耶穌的人
[00:11:38.880 --> 00:11:40.880]  他們有時
[00:11:40.880 --> 00:11:42.880]  沒有這個危險意識
[00:11:42.880 --> 00:11:44.880]  他們覺得
[00:11:44.880 --> 00:11:46.880]  我們現在生活得很開心
[00:11:46.880 --> 00:11:48.880]  在馬太福音
[00:11:48.880 --> 00:11:50.880]  24章30-39節
[00:11:50.880 --> 00:11:52.880]  我們一起讀
[00:11:52.880 --> 00:11:54.880]  羅亞的日子怎樣
[00:12:12.880 --> 00:12:14.880]  你看到
[00:12:14.880 --> 00:12:16.880]  這反映了
[00:12:16.880 --> 00:12:18.880]  當時的社會
[00:12:18.880 --> 00:12:20.880]  新約的教會
[00:12:20.880 --> 00:12:22.880]  很多人未信耶穌的時候
[00:12:22.880 --> 00:12:24.880]  都有這樣的心態
[00:12:24.880 --> 00:12:26.880]  今天我們也有很多人
[00:12:26.880 --> 00:12:28.880]  是這樣的心態
[00:12:28.880 --> 00:12:30.880]  有一天
[00:12:30.880 --> 00:12:32.880]  今天開心
[00:12:32.880 --> 00:12:34.880]  今天又走
[00:12:34.880 --> 00:12:36.880]  今天又醉
[00:12:36.880 --> 00:12:38.880]  很多人很拼命
[00:12:38.880 --> 00:12:40.880]  拼命做什麼
[00:12:40.880 --> 00:12:42.880]  工作
[00:12:42.880 --> 00:12:44.880]  賺錢
[00:12:44.880 --> 00:12:46.880]  拼命為自己
[00:12:46.880 --> 00:12:48.880]  堆積自己的身家
[00:12:48.880 --> 00:12:50.880]  拼命去玩
[00:12:50.880 --> 00:12:52.880]  拼命去吃
[00:12:52.880 --> 00:12:54.880]  拼命去讀書
[00:12:54.880 --> 00:12:56.880]  留意
[00:12:56.880 --> 00:12:58.880]  我不是說這些不好
[00:12:58.880 --> 00:13:00.880]  而是他們拼命
[00:13:00.880 --> 00:13:02.880]  是為了什麼呢
[00:13:02.880 --> 00:13:04.880]  拼命背後
[00:13:08.880 --> 00:13:10.880]  有什麼危險呢
[00:13:10.880 --> 00:13:12.880]  很多時
[00:13:12.880 --> 00:13:14.880]  現代的人
[00:13:14.880 --> 00:13:16.880]  他們對生活沒有什麼把握
[00:13:16.880 --> 00:13:18.880]  沒有安全感
[00:13:18.880 --> 00:13:20.880]  沒有肯定
[00:13:20.880 --> 00:13:22.880]  所以他們拼命
[00:13:22.880 --> 00:13:24.880]  特別經濟現在不好
[00:13:24.880 --> 00:13:26.880]  我們拍攝時經濟不好
[00:13:26.880 --> 00:13:28.880]  很多人可以
[00:13:28.880 --> 00:13:30.880]  存到錢
[00:13:30.880 --> 00:13:32.880]  賺到錢就盡量去賺錢
[00:13:32.880 --> 00:13:34.880]  不理做什麼
[00:13:34.880 --> 00:13:36.880]  不理神喜不喜歡
[00:13:36.880 --> 00:13:38.880]  拼命去做
[00:13:38.880 --> 00:13:40.880]  如果投機短線
[00:13:40.880 --> 00:13:42.880]  賺快錢
[00:13:42.880 --> 00:13:44.880]  更加好
[00:13:44.880 --> 00:13:46.880]  有些年青人
[00:13:46.880 --> 00:13:48.880]  特別是年青人
[00:13:48.880 --> 00:13:50.880]  很尋求生活的快感
[00:13:50.880 --> 00:13:52.880]  雖然拍攝時
[00:13:52.880 --> 00:13:54.880]  沒有什麼特別的東西玩
[00:13:54.880 --> 00:13:56.880]  但是在他們現實生活中
[00:13:56.880 --> 00:13:58.880]  可能上網
[00:13:58.880 --> 00:14:00.880]  可能有一些東西
[00:14:00.880 --> 00:14:02.880]  能夠代替填補他們生活上的空虛
[00:14:02.880 --> 00:14:04.880]  他們拼命去做
[00:14:06.880 --> 00:14:08.880]  吃東西
[00:14:08.880 --> 00:14:10.880]  飲飲食食
[00:14:10.880 --> 00:14:14.880]  我經常在想
[00:14:14.880 --> 00:14:16.880]  拍攝時最大的娛樂
[00:14:16.880 --> 00:14:18.880]  都是找找有什麼好吃的
[00:14:18.880 --> 00:14:20.880]  你問我
[00:14:20.880 --> 00:14:22.880]  我也是貪吃的人
[00:14:22.880 --> 00:14:26.880]  不是飲飲食食不好
[00:14:26.880 --> 00:14:28.880]  但是我們的人生
[00:14:28.880 --> 00:14:30.880]  是不是只有這些東西
[00:14:30.880 --> 00:14:32.880]  我們的人生
[00:14:32.880 --> 00:14:34.880]  是不是只有錢
[00:14:34.880 --> 00:14:36.880]  房子
[00:14:36.880 --> 00:14:38.880]  只是我們的子女
[00:14:38.880 --> 00:14:40.880]  只是自己
[00:14:40.880 --> 00:14:42.880]  只是飲飲食食
[00:14:42.880 --> 00:14:46.880]  你的人生為了什麼
[00:14:46.880 --> 00:14:50.880]  有時其實很深奧
[00:14:50.880 --> 00:14:52.880]  我有時看Channel 7
[00:14:52.880 --> 00:14:54.880]  電視的新聞
[00:14:54.880 --> 00:14:56.880]  久不久
[00:14:56.880 --> 00:14:58.880]  有些人工作得很辛苦
[00:14:58.880 --> 00:15:00.880]  一家出來養家的男人
[00:15:00.880 --> 00:15:02.880]  遇到工業意外
[00:15:02.880 --> 00:15:04.880]  就死了
[00:15:04.880 --> 00:15:06.880]  新聞訪問他們一家
[00:15:06.880 --> 00:15:08.880]  通常在澳洲
[00:15:08.880 --> 00:15:10.880]  澳洲人不是只有一個子女
[00:15:10.880 --> 00:15:12.880]  有兩三個子女
[00:15:12.880 --> 00:15:16.880]  面對著日後沒有爸爸
[00:15:16.880 --> 00:15:18.880]  沒有丈夫的生活
[00:15:18.880 --> 00:15:22.880]  我不是說我們
[00:15:22.880 --> 00:15:24.880]  出來工作賺錢為家不好
[00:15:24.880 --> 00:15:26.880]  這些好人
[00:15:26.880 --> 00:15:28.880]  好男人好媽媽
[00:15:28.880 --> 00:15:30.880]  除了這些之外
[00:15:32.880 --> 00:15:34.880]  我們人生
[00:15:34.880 --> 00:15:36.880]  這麼拼命為了什麼
[00:15:36.880 --> 00:15:40.880]  工作
[00:15:40.880 --> 00:15:42.880]  吃飯
[00:15:42.880 --> 00:15:44.880]  睡覺
[00:15:44.880 --> 00:15:46.880]  家庭主婦
[00:15:46.880 --> 00:15:48.880]  照顧子女
[00:15:48.880 --> 00:15:50.880]  送子女上學
[00:15:50.880 --> 00:15:52.880]  打掃家務
[00:15:52.880 --> 00:15:54.880]  吃飯
[00:15:54.880 --> 00:15:56.880]  送子女上學
[00:15:56.880 --> 00:15:58.880]  吃完飯
[00:15:58.880 --> 00:16:00.880]  要洗碗
[00:16:00.880 --> 00:16:02.880]  照顧子女睡覺
[00:16:02.880 --> 00:16:04.880]  自己睡覺
[00:16:04.880 --> 00:16:06.880]  起床又再循環
[00:16:06.880 --> 00:16:10.880]  工作吃飯睡覺
[00:16:10.880 --> 00:16:12.880]  工作吃飯睡覺
[00:16:12.880 --> 00:16:14.880]  我們人生為了什麼呢
[00:16:14.880 --> 00:16:16.880]  正正這樣說的時候
[00:16:16.880 --> 00:16:18.880]  這個世界
[00:16:18.880 --> 00:16:20.880]  很多人都是在這個循環當中
[00:16:20.880 --> 00:16:24.880]  好像一隻木偶
[00:16:24.880 --> 00:16:26.880]  被這個世界拉來拉去
[00:16:26.880 --> 00:16:28.880]  他自己不知道
[00:16:28.880 --> 00:16:30.880]  在這世上生活
[00:16:30.880 --> 00:16:32.880]  為了什麼有什麼價值
[00:16:32.880 --> 00:16:34.880]  怎樣才能真正享受到這個人生
[00:16:34.880 --> 00:16:38.880]  信耶穌的你
[00:16:38.880 --> 00:16:40.880]  會不會都是這樣
[00:16:40.880 --> 00:16:42.880]  剛才我說的
[00:16:42.880 --> 00:16:44.880]  很多是外面世界
[00:16:44.880 --> 00:16:46.880]  他們未認識耶穌的人
[00:16:46.880 --> 00:16:48.880]  會是這樣
[00:16:48.880 --> 00:16:50.880]  但是在在的你
[00:16:50.880 --> 00:16:52.880]  信了耶穌一段時間
[00:16:52.880 --> 00:16:54.880]  在你人生當中
[00:16:54.880 --> 00:16:56.880]  你會不會都有這些循環出現呢
[00:16:58.880 --> 00:17:00.880]  所以我們看一下
[00:17:00.880 --> 00:17:02.880]  這個福音
[00:17:02.880 --> 00:17:04.880]  第九第十節
[00:17:04.880 --> 00:17:06.880]  我們一起再讀
[00:17:06.880 --> 00:17:08.880]  預備一二三
[00:17:08.880 --> 00:17:24.880]  剛才我們看到這個現實世界
[00:17:24.880 --> 00:17:26.880]  一個處境一個黑暗的處境
[00:17:26.880 --> 00:17:28.880]  但當我們看聖經的時候
[00:17:28.880 --> 00:17:30.880]  另一方面可以看一下
[00:17:30.880 --> 00:17:32.880]  這段經文
[00:17:32.880 --> 00:17:34.880]  帶給我們什麼福音
[00:17:34.880 --> 00:17:36.880]  福音的意思就是好消息
[00:17:36.880 --> 00:17:38.880]  佳音
[00:17:38.880 --> 00:17:40.880]  這段經文
[00:17:40.880 --> 00:17:42.880]  給我們看到
[00:17:42.880 --> 00:17:44.880]  我們的人生
[00:17:44.880 --> 00:17:46.880]  不需要是這樣
[00:17:46.880 --> 00:17:48.880]  我們的人生因為我們遇到神的拯救
[00:17:48.880 --> 00:17:52.880]  以致到我們的人生
[00:17:52.880 --> 00:17:54.880]  不再一樣
[00:17:54.880 --> 00:17:56.880]  所以地上沒有盼望的人
[00:17:56.880 --> 00:17:58.880]  我們要感謝神
[00:17:58.880 --> 00:18:00.880]  第九節第十節告訴我們
[00:18:00.880 --> 00:18:02.880]  神已經預定了我們
[00:18:02.880 --> 00:18:04.880]  直接耶穌基督
[00:18:04.880 --> 00:18:06.880]  使我們得救
[00:18:06.880 --> 00:18:08.880]  耶穌基督是我們死去的
[00:18:08.880 --> 00:18:10.880]  聖上所默想的
[00:18:10.880 --> 00:18:12.880]  叫我們所有信祂的人
[00:18:12.880 --> 00:18:14.880]  能夠和祂一起
[00:18:14.880 --> 00:18:16.880]  復活過來
[00:18:16.880 --> 00:18:18.880]  原本我們的心
[00:18:18.880 --> 00:18:20.880]  我們的靈魂是死的
[00:18:20.880 --> 00:18:22.880]  但因為有耶穌
[00:18:22.880 --> 00:18:24.880]  得著力量得著復活
[00:18:24.880 --> 00:18:28.880]  所以重點
[00:18:28.880 --> 00:18:30.880]  所以其實我們的人生
[00:18:30.880 --> 00:18:32.880]  是和這個世界
[00:18:32.880 --> 00:18:34.880]  是會
[00:18:34.880 --> 00:18:36.880]  分別出來
[00:18:36.880 --> 00:18:38.880]  我們和這個世界
[00:18:38.880 --> 00:18:40.880]  未信耶穌的人
[00:18:40.880 --> 00:18:42.880]  我們的價值觀我們的行事為人
[00:18:42.880 --> 00:18:44.880]  應該
[00:18:44.880 --> 00:18:46.880]  和可以
[00:18:46.880 --> 00:18:48.880]  能夠做到不同的
[00:18:48.880 --> 00:18:50.880]  我們對我們的生活
[00:18:50.880 --> 00:18:52.880]  是有力量是有盼望
[00:18:52.880 --> 00:18:58.880]  為什麼這麼說
[00:18:58.880 --> 00:19:00.880]  在聖經裡說
[00:19:00.880 --> 00:19:02.880]  原來我們信耶穌
[00:19:02.880 --> 00:19:04.880]  形容我們為光明之子
[00:19:04.880 --> 00:19:06.880]  白晝之子
[00:19:06.880 --> 00:19:08.880]  第五節你們都是光明之子
[00:19:08.880 --> 00:19:10.880]  都是白晝之子
[00:19:10.880 --> 00:19:12.880]  不是屬黑夜的也不是屬幽暗的
[00:19:12.880 --> 00:19:14.880]  我們不再需要
[00:19:14.880 --> 00:19:16.880]  被罪去捆綁
[00:19:16.880 --> 00:19:18.880]  雖然我們經歷了信耶穌
[00:19:18.880 --> 00:19:20.880]  是犯罪
[00:19:20.880 --> 00:19:22.880]  但我們能夠靠著耶穌基督我們去認罪
[00:19:22.880 --> 00:19:24.880]  我們求神給我們力量
[00:19:24.880 --> 00:19:26.880]  不再需要被這些罪纏住我們
[00:19:26.880 --> 00:19:32.880]  有上帝的救恩
[00:19:32.880 --> 00:19:34.880]  有神的義臨到我們當中
[00:19:34.880 --> 00:19:36.880]  這是特別我們面對
[00:19:36.880 --> 00:19:38.880]  我們的生活態度
[00:19:38.880 --> 00:19:40.880]  我們是屬於神
[00:19:40.880 --> 00:19:42.880]  我們不屬於黑暗
[00:19:42.880 --> 00:19:44.880]  在第六至第八節
[00:19:46.880 --> 00:19:48.880]  我們再一次讀
[00:19:48.880 --> 00:19:50.880]  預備 123
[00:20:16.880 --> 00:20:18.880]  在這裡我們解讀聖經
[00:20:18.880 --> 00:20:20.880]  不是說我們信耶穌的人不用睡覺
[00:20:20.880 --> 00:20:22.880]  我們是人
[00:20:22.880 --> 00:20:24.880]  除了你輪班工作之外
[00:20:24.880 --> 00:20:26.880]  我們基本上晚上
[00:20:26.880 --> 00:20:28.880]  都是適當時間作息
[00:20:28.880 --> 00:20:30.880]  休息的時間
